geo,time,dc_dac_dnkl_cd
egy,2001,25170000.07629
egy,2002,16069999.69482
egy,2003,41150001.52588
egy,2004,22129999.16077
egy,2005,7940000.05722
egy,2006,29399999.61853
egy,2007,30329999.92371
egy,2008,47419998.16895
egy,2009,16489999.77112
egy,2010,18450000.76294
egy,2011,12000000
egy,2012,13829999.92371
egy,2013,3839999.91417
egy,2014,3029999.97139
egy,2015,-2680000.06676
egy,2016,1789999.96185
egy,2017,-10310000.41962
egy,2018,-4769999.98093
egy,2019,-4829999.92371
eri,1993,660000.02623
eri,1994,769999.98093
eri,1995,6880000.11444
eri,1996,4380000.11444
eri,1997,4639999.86649
eri,1998,11319999.69482
eri,1999,9300000.19073
eri,2000,11029999.73297
eri,2001,13850000.38147
eri,2002,10180000.30518
eri,2003,11460000.03815
eri,2004,7170000.07629
eri,2005,3140000.1049
eri,2006,1480000.01907
eri,2007,1110000.01431
eri,2008,779999.97139
eri,2009,560000.00238
eri,2010,910000.02623
eri,2011,310000.00238
eri,2012,59999.99866
est,1991,1730000.01907
est,1992,6599999.90463
est,1994,490000.00954
est,1995,2130000.11444
est,1996,2279999.97139
est,1997,6829999.92371
est,1998,9609999.65668
est,1999,11779999.73297
est,2000,6780000.20981
est,2001,7320000.17166
est,2002,12159999.84741
est,2003,8899999.61853
est,2004,7099999.90463
eth,1966,9999.99978
eth,1967,29999.99933
eth,1968,19999.99955
eth,1969,70000.0003
eth,1970,50000.00075
eth,1971,50000.00075
eth,1972,39999.99911
eth,1973,259999.99046
eth,1974,479999.98927
eth,1975,70000.0003
eth,1976,79999.99821
eth,1977,189999.99762
eth,1978,250000
eth,1979,70000.0003
eth,1980,59999.99866
eth,1981,100000.00149
eth,1982,610000.01431
eth,1983,4070000.17166
eth,1984,469999.99881
eth,1985,2230000.01907
eth,1986,9999.99978
eth,1987,670000.01669
eth,1988,5099999.90463
eth,1989,4289999.96185
eth,1990,939999.99762
eth,1991,1230000.01907
eth,1992,6829999.92371
eth,1993,16370000.83923
eth,1994,3940000.05722
eth,1995,4320000.17166
eth,1996,4530000.20981
eth,1997,3519999.98093
eth,1998,3109999.8951
eth,1999,4090000.15259
eth,2000,2559999.94278
eth,2001,2750000
eth,2002,2680000.06676
eth,2003,2970000.02861
eth,2004,2619999.88556
eth,2005,4059999.94278
eth,2006,5739999.77112
eth,2007,6429999.82834
eth,2008,7519999.98093
eth,2009,15369999.88556
eth,2010,7760000.22888
eth,2011,21889999.38965
eth,2012,8300000.19073
eth,2013,12119999.88556
eth,2014,16639999.38965
eth,2015,6070000.17166
eth,2016,17379999.16077
eth,2017,31120000.83923
eth,2018,25389999.38965
eth,2019,97459999.08447
fji,1972,9999.99978
fji,1973,9999.99978
fji,1974,9999.99978
fji,1975,19999.99955
fji,1976,19999.99955
fji,1977,19999.99955
fji,1995,9999.99978
fji,1996,19999.99955
fji,1997,50000.00075
fji,1998,19999.99955
fji,1999,19999.99955
geo,2001,79999.99821
geo,2002,319999.99285
geo,2003,209999.99344
geo,2004,150000.00596
geo,2005,439999.99762
geo,2006,280000.00119
geo,2007,1879999.99523
geo,2008,1840000.03338
geo,2009,2619999.88556
geo,2010,2480000.01907
geo,2011,4539999.96185
geo,2012,1049999.95232
geo,2013,3150000.09537
geo,2014,3269999.98093
geo,2015,1600000.02384
geo,2016,4090000.15259
geo,2017,5170000.07629
geo,2018,12279999.73297
geo,2019,3880000.11444
gha,1961,19999.99955
gha,1968,189999.99762
gha,1969,1980000.01907
gha,1970,389999.98569
gha,1971,250000
gha,1972,340000.00358
gha,1973,1389999.98569
gha,1974,2289999.96185
gha,1975,409999.99642
gha,1976,-79999.99821
gha,1977,-129999.99523
gha,1978,129999.99523
gha,1979,-660000.02623
gha,1980,-430000.00715
gha,1981,-289999.99166
gha,1982,-319999.99285
gha,1983,9999.99978
gha,1984,-239999.99464
gha,1985,-150000.00596
gha,1986,-230000.00417
gha,1987,-59999.99866
gha,1988,10909999.84741
gha,1989,3700000.04768
gha,1990,3190000.05722
gha,1991,3460000.03815
gha,1992,6139999.86649
gha,1993,13239999.77112
gha,1994,16690000.53406
gha,1995,35270000.45776
gha,1996,42250000
gha,1997,38979999.54224
gha,1998,35270000.45776
gha,1999,38020000.45776
gha,2000,37159999.84741
gha,2001,39729999.54224
gha,2002,51479999.54224
gha,2003,56700000.76294
gha,2004,59720001.2207
gha,2005,56069999.69482
gha,2006,64339996.33789
gha,2007,72129997.25342
gha,2008,77849998.47412
gha,2009,88139999.38965
gha,2010,101169998.16894
gha,2011,71699996.94824
gha,2012,88180000.30518
gha,2013,80709999.08447
gha,2014,47830001.83105
gha,2015,38639999.38965
gha,2016,50450000.76294
gha,2017,16409999.84741
gha,2018,40790000.91553
gha,2019,7179999.82834
gin,1977,330000.01311
gin,1981,39999.99911
gin,1982,19999.99955
gin,1983,500000
gin,1984,3420000.07629
gin,1985,660000.02623
gin,1986,3599999.90463
gin,1987,2920000.07629
gin,1988,1070000.05245
gin,1989,2150000.09537
gin,1990,1009999.99046
gin,1991,3869999.88556
gin,1992,7000000
gin,1993,2890000.1049
gin,1994,1940000.05722
gin,1995,3230000.01907
gin,1996,3819999.93324
gin,1997,2019999.98093
gin,1998,200000.00298
gin,2007,39999.99911
gin,2008,9999.99978
gin,2010,9999.99978
gin,2011,100000.00149
gmb,1976,159999.99642
gmb,1977,70000.0003
gmb,1978,409999.99642
gmb,1979,79999.99821
gmb,1980,600000.02384
gmb,1981,2359999.8951
gmb,1982,29999.99933
gmb,1983,419999.98689
gmb,1984,159999.99642
gmb,1985,389999.98569
gmb,1986,119999.99732
gmb,1987,129999.99523
gmb,1988,4000000
gmb,1989,10350000.38147
gmb,1990,3339999.91417
gmb,1991,1529999.97139
gmb,1992,3170000.07629
gmb,1993,850000.02384
gmb,1994,629999.99523
gmb,1995,419999.98689
gmb,1996,250000
gmb,1997,180000.00715
gmb,1998,500000
gmb,1999,119999.99732
gmb,2000,19999.99955
gmb,2001,59999.99866
gmb,2002,159999.99642
gmb,2003,129999.99523
gmb,2004,29999.99933
gmb,2006,259999.99046
gmb,2007,300000.01192
gmb,2008,259999.99046
gmb,2009,340000.00358
gmb,2010,360000.01431
gmb,2011,300000.01192
gnb,1975,259999.99046
gnb,1976,79999.99821
gnb,1977,1980000.01907
gnb,1978,2950000.04768
gnb,1979,2109999.8951
gnb,1980,1330000.04292
gnb,1981,750000
gnb,1982,370000.00477
gnb,1983,1460000.03815
gnb,1984,360000.01431
gnb,1985,170000.00179
gnb,1986,319999.99285
gnb,1987,1419999.95708
gnb,1988,1100000.02384
gnb,1989,1000000
gnb,1990,1750000
gnb,1991,1590000.03338
gnb,1992,1840000.03338
gnb,1993,1820000.05245
gnb,1994,1450000.04768
gnb,1995,1669999.95708
gnb,1996,1529999.97139
gnb,1997,1129999.99523
gnb,1998,699999.98808
gnb,1999,280000.00119
gnb,2000,310000.00238
gnb,2001,170000.00179
gnb,2002,330000.01311
gnb,2003,150000.00596
gnb,2006,200000.00298
gnb,2007,389999.98569
gnb,2008,879999.99523
gnb,2009,289999.99166
gnb,2010,740000.00954
gnb,2011,0
gnb,2012,219999.99881
gnb,2013,-9999.99978
gnb,2014,129999.99523
grd,1979,39999.99911
grd,1980,50000.00075
gtm,1976,39999.99911
gtm,1977,50000.00075
gtm,1978,39999.99911
gtm,1981,79999.99821
gtm,1982,239999.99464
gtm,1983,109999.9994
gtm,1990,119999.99732
gtm,1991,209999.99344
gtm,1992,959999.97854
gtm,1993,1049999.95232
gtm,1994,1059999.94278
gtm,1995,1659999.96662
gtm,1996,1950000.04768
gtm,1997,10630000.11444
gtm,1998,6940000.05722
gtm,1999,5989999.77112
gtm,2000,5429999.82834
gtm,2001,2000000
gtm,2002,1909999.96662
gtm,2003,4440000.05722
gtm,2004,3670000.07629
gtm,2005,2240000.00954
gtm,2006,3690000.05722
gtm,2007,2410000.08583
gtm,2008,1929999.94755
gtm,2009,1519999.98093
gtm,2010,2579999.92371
gtm,2011,2710000.03815
gtm,2012,2650000.09537
gtm,2013,19999.99955
guy,1979,59999.99866
guy,1981,79999.99821
guy,1983,19999.99955
guy,1993,29999.99933
guy,1994,9999.99978
guy,1995,9999.99978
guy,1996,19999.99955
guy,1997,2920000.07629
guy,2000,379999.99523
guy,2002,1139999.98569
hnd,1966,9999.99978
hnd,1968,19999.99955
hnd,1969,9999.99978
hnd,1974,19999.99955
hnd,1978,90000.00358
hnd,1980,70000.0003
hnd,1981,29999.99933
hnd,1982,19999.99955
hnd,1987,239999.99464
hnd,1988,239999.99464
hnd,1989,100000.00149
hnd,1990,300000.01192
hnd,1991,899999.97616
hnd,1992,730000.01907
hnd,1993,340000.00358
hnd,1994,509999.99046
hnd,1995,819999.99285
hnd,1996,980000.01907
hnd,1997,1370000.00477
hnd,1998,1740000.00954
hnd,1999,4880000.11444
hnd,2000,3000000
hnd,2001,3349999.90463
hnd,2002,12739999.77112
hnd,2003,3930000.06676
hnd,2004,-19999.99955
hnd,2005,10909999.84741
hnd,2006,3680000.06676
hnd,2007,3609999.8951
hnd,2008,2519999.98093
hnd,2009,2740000.00954
hnd,2010,3420000.07629
hnd,2011,3039999.96185
hnd,2012,1870000.00477
hnd,2013,209999.99344
hnd,2014,19999.99955
hnd,2015,200000.00298
hnd,2016,129999.99523
hrv,1997,109999.9994
hrv,1998,1149999.97616
hrv,2002,90000.00358
hrv,2003,70000.0003
hrv,2004,259999.99046
hrv,2005,349999.99404
hrv,2006,579999.98331
hrv,2007,1049999.95232
hrv,2008,839999.97377
hrv,2009,1179999.94755
hrv,2010,509999.99046
hti,1988,1190000.05722
hti,1993,59999.99866
hti,1994,109999.9994
hti,1995,9999.99978
hti,1996,19999.99955
hti,1997,9999.99978
hti,1998,29999.99933
hti,2000,70000.0003
hti,2001,70000.0003
hti,2002,70000.0003
hti,2010,24979999.54224
hti,2011,-19999.99955
hti,2012,0
hti,2013,-90000.00358
hti,2014,0
hti,2015,0
hun,1990,790000.02146
hun,1991,2609999.8951
hun,1992,2309999.94278
hun,1995,15069999.69482
hun,1996,769999.98093
hun,1997,-1029999.97139
hun,1998,800000.01192
hun,1999,9529999.73297
hun,2000,649999.97616
hun,2001,360000.01431
hun,2002,319999.99285
hun,2003,1120000.00477
hun,2004,1139999.98569
idn,1968,159999.99642
idn,1969,610000.01431
idn,1970,639999.98569
idn,1971,1019999.98093
idn,1972,1669999.95708
idn,1973,289999.99166
idn,1974,819999.99285
idn,1975,3900000.09537
idn,1976,319999.99285
idn,1977,-379999.99523
idn,1978,-170000.00179
idn,1979,150000.00596
idn,1980,100000.00149
idn,1981,6139999.86649
idn,1982,50000.00075
idn,1983,129999.99523
idn,1984,79999.99821
idn,1985,-239999.99464
idn,1986,-159999.99642
idn,1987,340000.00358
idn,1988,639999.98569
idn,1989,11119999.88556
idn,1990,4860000.13351
idn,1991,2240000.00954
idn,1992,3740000.00954
idn,1993,3990000.00954
idn,1994,6179999.82834
idn,1995,2210000.03815
idn,1996,759999.99046
idn,1997,1710000.03815
idn,1998,1509999.99046
idn,1999,1879999.99523
idn,2000,1399999.97616
idn,2001,3650000.09537
idn,2002,1889999.98569
idn,2003,2740000.00954
idn,2004,3019999.98093
idn,2005,32240001.67847
idn,2006,6420000.07629
idn,2007,7059999.94278
idn,2008,7159999.84741
idn,2009,10369999.88556
idn,2010,12460000.03815
idn,2011,22530000.68665
idn,2012,13840000.15259
idn,2013,7869999.88556
idn,2014,5159999.84741
idn,2015,4260000.22888
idn,2016,11430000.30518
idn,2017,12390000.34332
idn,2018,7659999.84741
idn,2019,3799999.95232
ind,1960,19999.99955
ind,1961,9999.99978
ind,1964,899999.97616
ind,1966,4590000.15259
ind,1967,3650000.09537
ind,1968,2210000.03815
ind,1969,4059999.94278
ind,1970,2619999.88556
ind,1971,3680000.06676
ind,1972,3660000.08583
ind,1973,4000000
ind,1974,5170000.07629
ind,1975,5559999.94278
ind,1976,7909999.84741
ind,1977,13989999.77112
ind,1978,22290000.91553
ind,1979,17909999.84741
ind,1980,25840000.15259
ind,1981,13960000.03815
ind,1982,22639999.38965
ind,1983,44130001.06812
ind,1984,30979999.54224
ind,1985,24209999.08447
ind,1986,38689998.62671
ind,1987,42110000.61035
ind,1988,34000000
ind,1989,48200000.76294
ind,1990,37069999.69482
ind,1991,39110000.61035
ind,1992,29889999.38965
ind,1993,28319999.69482
ind,1994,34540000.91553
ind,1995,26409999.84741
ind,1996,37569999.69482
ind,1997,34349998.47412
ind,1998,37659999.84741
ind,1999,25129999.16077
ind,2000,20850000.38147
ind,2001,19030000.68665
ind,2002,8489999.77112
ind,2003,-64139999.38965
ind,2004,949999.98808
ind,2005,6219999.79019
ind,2006,-8539999.96185
ind,2007,-230000.00417
ind,2008,8590000.15259
ind,2009,7369999.88556
ind,2010,10140000.34332
ind,2011,4239999.77112
ind,2012,-129999.99523
ind,2013,-129999.99523
ind,2014,100000.00149
ind,2015,1450000.04768
ind,2016,-2259999.99046
ind,2017,3410000.08583
ind,2018,800000.01192
ind,2019,1759999.99046
irn,1965,29999.99933
irn,1966,79999.99821
irn,1967,129999.99523
irn,1968,1940000.05722
irn,1969,839999.97377
irn,1970,59999.99866
irn,1971,150000.00596
irn,1972,9999.99978
irn,1973,9999.99978
irn,1974,-79999.99821
irn,1975,-189999.99762
irn,1976,-189999.99762
irn,1977,-189999.99762
irn,1978,-209999.99344
irn,1979,-200000.00298
irn,1980,-180000.00715
irn,1981,-90000.00358
irn,1982,-19999.99955
irn,1983,100000.00149
irn,1984,-109999.9994
irn,1985,-109999.9994
irn,1986,-140000.0006
irn,1987,-170000.00179
irn,1988,-170000.00179
irn,1989,-159999.99642
irn,1990,-180000.00715
irn,1991,-180000.00715
irn,1992,-109999.9994
irn,1998,9999.99978
irn,1999,50000.00075
irn,2000,59999.99866
irn,2001,59999.99866
irn,2003,519999.98093
irn,2004,469999.99881
irn,2005,180000.00715
irn,2006,50000.00075
irn,2009,140000.0006
irn,2010,39999.99911
irn,2011,560000.00238
irn,2012,430000.00715
irn,2013,79999.99821
irn,2014,-19999.99955
irn,2017,79999.99821
irn,2018,319999.99285
irn,2019,449999.98808
irq,1970,19999.99955
irq,1971,9999.99978
irq,1975,9999.99978
irq,1976,9999.99978
irq,1978,29999.99933
irq,1979,19999.99955
irq,1980,29999.99933
irq,2003,2079999.92371
irq,2004,4119999.88556
irq,2005,21500000
irq,2006,27819999.69482
irq,2007,40529998.7793
irq,2008,36430000.30518
irq,2009,15430000.30518
irq,2010,33200000.76294
irq,2011,8109999.65668
irq,2012,14970000.26703
irq,2013,3990000.00954
irq,2014,10770000.45776
irq,2015,9119999.88556
irq,2016,21729999.54224
irq,2017,33479999.54224
irq,2018,3509999.99046
irq,2019,20899999.61853
isr,1961,930000.00715
isr,1963,-500000
isr,1964,-500000
isr,1969,9999.99978
isr,1970,9999.99978
isr,1993,119999.99732
jam,1979,9999.99978
jam,1980,9999.99978
jor,1967,9999.99978
jor,1968,50000.00075
jor,1969,720000.02861
jor,1970,720000.02861
jor,1971,19999.99955
jor,1972,-100000.00149
jor,1973,-109999.9994
jor,1974,1519999.98093
jor,1975,2160000.08583
jor,1976,109999.9994
jor,1977,-90000.00358
jor,1978,-29999.99933
jor,1979,550000.01192
jor,1980,3220000.02861
jor,1981,3450000.04768
jor,1982,-319999.99285
jor,1983,-239999.99464
jor,1984,-209999.99344
jor,1985,-449999.98808
jor,1986,-519999.98093
jor,1988,-610000.01431
jor,1996,9999.99978
jor,1997,1049999.95232
jor,1998,649999.97616
jor,1999,39999.99911
jor,2000,6929999.82834
jor,2001,3009999.99046
jor,2002,90000.00358
jor,2003,19999.99955
jor,2004,689999.99762
jor,2005,1409999.96662
jor,2006,1399999.97616
jor,2007,-5900000.09537
jor,2008,2950000.04768
jor,2009,1350000.02384
jor,2010,5269999.98093
jor,2011,4059999.94278
jor,2012,1129999.99523
jor,2013,1429999.94755
jor,2014,1299999.95232
jor,2015,1799999.95232
jor,2016,4460000.03815
jor,2017,19999.99955
jor,2018,949999.98808
jor,2019,4179999.82834
kaz,1992,379999.99523
kaz,1996,180000.00715
kaz,1997,9999.99978
kaz,1998,209999.99344
kaz,1999,100000.00149
kaz,2000,50000.00075
kaz,2001,100000.00149
kaz,2002,419999.98689
kaz,2003,150000.00596
kaz,2004,330000.01311
kaz,2005,180000.00715
kaz,2006,239999.99464
kaz,2007,360000.01431
kaz,2008,9999.99978
kaz,2009,250000
kaz,2010,649999.97616
kaz,2011,-19999.99955
ken,1965,219999.99881
ken,1966,119999.99732
ken,1967,270000.01073
ken,1968,730000.01907
ken,1969,1139999.98569
ken,1970,1379999.99523
ken,1971,3289999.96185
ken,1972,5510000.22888
ken,1973,4159999.84741
ken,1974,5139999.86649
ken,1975,8979999.54224
ken,1976,9520000.45776
ken,1977,12109999.65668
ken,1978,14619999.88556
ken,1979,16840000.15259
ken,1980,18129999.16077
ken,1981,15850000.38147
ken,1982,21219999.31335
ken,1983,16489999.77112
ken,1984,19579999.92371
ken,1985,24559999.46594
ken,1986,25940000.53406
ken,1987,27069999.69482
ken,1988,35419998.16895
ken,1989,33939998.62671
ken,1990,36770000.45776
ken,1991,32169998.16895
ken,1992,18790000.91553
ken,1993,18920000.07629
ken,1994,21420000.07629
ken,1995,21469999.31335
ken,1996,20000000
ken,1997,16530000.68665
ken,1998,10550000.19073
ken,1999,11560000.41962
ken,2000,8420000.07629
ken,2001,12300000.19073
ken,2002,9670000.07629
ken,2003,12619999.88556
ken,2004,25809999.46594
ken,2005,32689998.62671
ken,2006,43659999.84741
ken,2007,46900001.52588
ken,2008,59310001.37329
ken,2009,59790000.91553
ken,2010,64639999.38965
ken,2011,71269996.64307
ken,2012,55979999.54224
ken,2013,48180000.30518
ken,2014,49490001.67847
ken,2015,55369998.93188
ken,2016,46819999.69482
ken,2017,35180000.30518
ken,2018,38700000.76294
ken,2019,41880001.06812
kgz,1992,90000.00358
kgz,1993,50000.00075
kgz,1994,2710000.03815
kgz,1995,2960000.03815
kgz,1996,2980000.01907
kgz,1997,2640000.1049
kgz,1998,2640000.1049
kgz,1999,1970000.02861
kgz,2000,330000.01311
kgz,2001,740000.00954
kgz,2002,560000.00238
kgz,2003,50000.00075
kgz,2004,560000.00238
kgz,2005,3589999.91417
kgz,2006,449999.98808
kgz,2007,430000.00715
kgz,2009,839999.97377
kgz,2010,1129999.99523
kgz,2011,1360000.01431
kgz,2012,889999.98569
kgz,2013,730000.01907
kgz,2014,180000.00715
kgz,2015,189999.99762
kgz,2016,-109999.9994
kgz,2017,-150000.00596
kgz,2018,-180000.00715
kgz,2019,-219999.99881
khm,1970,769999.98093
khm,1971,1730000.01907
khm,1972,1629999.99523
khm,1979,949999.98808
khm,1980,1419999.95708
khm,1981,839999.97377
khm,1982,930000.00715
khm,1984,209999.99344
khm,1985,-100000.00149
khm,1990,449999.98808
khm,1991,310000.00238
khm,1992,680000.00715
khm,1993,1700000.04768
khm,1994,1299999.95232
khm,1995,2029999.97139
khm,1996,899999.97616
khm,1997,2400000.09537
khm,1998,680000.00715
khm,1999,2480000.01907
khm,2000,1970000.02861
khm,2001,4869999.88556
khm,2002,6639999.86649
khm,2003,6329999.92371
khm,2004,10460000.03815
khm,2005,9220000.26703
khm,2006,11430000.30518
khm,2007,12939999.58038
khm,2008,13640000.34332
khm,2009,16450000.76294
khm,2010,18040000.91553
khm,2011,9649999.61853
khm,2012,7260000.22888
khm,2013,1429999.94755
khm,2014,409999.99642
khm,2015,259999.99046
khm,2016,59999.99866
khm,2017,1279999.97139
khm,2018,0
kor,1960,519999.98093
kor,1961,509999.99046
kor,1962,560000.00238
kor,1965,569999.99285
kor,1966,109999.9994
kor,1967,419999.98689
kor,1968,360000.01431
kor,1969,259999.99046
kor,1970,29999.99933
kor,1971,790000.02146
kor,1972,1250000
kor,1973,959999.97854
kor,1974,50000.00075
kor,1975,50000.00075
kor,1976,-9999.99978
kor,1977,-140000.0006
kor,1978,-39999.99911
kor,1979,9999.99978
kor,1980,39999.99911
kor,1981,29999.99933
kor,1982,-100000.00149
kor,1983,-109999.9994
kor,1984,-70000.0003
kor,1985,100000.00149
kor,1986,-119999.99732
kor,1987,-140000.0006
kor,1988,-159999.99642
kor,1989,70000.0003
kor,1990,-180000.00715
kor,1991,2640000.1049
kor,1992,-180000.00715
kor,1993,-170000.00179
kor,1994,-70000.0003
kor,1998,9999.99978
kos,2009,6219999.79019
kos,2010,4739999.77112
kos,2011,5119999.88556
kos,2012,4989999.77112
kos,2013,7000000
kos,2014,5670000.07629
kos,2015,3390000.1049
kos,2016,1090000.03338
kos,2017,1809999.94278
kos,2018,-1590000.03338
kwt,1987,-610000.01431
lao,1978,910000.02623
lao,1980,-9999.99978
lao,1992,9999.99978
lao,1993,9999.99978
lao,1994,9999.99978
lao,1995,39999.99911
lao,1997,779999.97139
lao,1998,2190000.05722
lao,1999,2819999.93324
lao,2000,2089999.91417
lao,2001,3230000.01907
lao,2002,4960000.03815
lao,2003,3170000.07629
lao,2004,1799999.95232
lao,2005,1960000.03815
lao,2006,1529999.97139
lao,2007,759999.99046
lao,2008,1129999.99523
lao,2009,1009999.99046
lao,2010,1059999.94278
lao,2011,569999.99285
lao,2012,589999.97377
lao,2015,-9999.99978
lbn,1968,19999.99955
lbn,1969,29999.99933
lbn,1970,180000.00715
lbn,1971,39999.99911
lbn,1973,50000.00075
lbn,1975,50000.00075
lbn,1976,889999.98569
lbn,1977,170000.00179
lbn,1978,370000.00477
lbn,1979,59999.99866
lbn,1980,59999.99866
lbn,1981,109999.9994
lbn,1982,4239999.77112
lbn,1983,4539999.96185
lbn,1984,189999.99762
lbn,2003,9999.99978
lbn,2006,5610000.13351
lbn,2007,3650000.09537
lbn,2008,2000000
lbn,2009,2390000.1049
lbn,2010,2609999.8951
lbn,2011,689999.99762
lbn,2012,9999.99978
lbn,2013,6210000.03815
lbn,2014,2529999.97139
lbn,2015,750000
lbn,2016,4539999.96185
lbn,2017,6639999.86649
lbn,2018,8380000.11444
lbn,2019,10560000.41962
lbr,1965,39999.99911
lbr,1966,9999.99978
lbr,1969,9999.99978
lbr,1978,19999.99955
lbr,1979,29999.99933
lbr,1980,19999.99955
lbr,1983,59999.99866
lbr,1984,1559999.94278
lbr,1985,200000.00298
lbr,1986,150000.00596
lbr,1987,4510000.22888
lbr,1988,5119999.88556
lbr,1989,1139999.98569
lbr,1990,639999.98569
lbr,1991,560000.00238
lbr,1992,469999.99881
lbr,1993,-430000.00715
lbr,1995,-19999.99955
lbr,1997,140000.0006
lbr,1998,409999.99642
lbr,1999,289999.99166
lbr,2000,90000.00358
lbr,2001,29999.99933
lbr,2002,59999.99866
lbr,2003,250000
lbr,2004,90000.00358
lbr,2005,3809999.94278
lbr,2006,5670000.07629
lbr,2007,6449999.80927
lbr,2008,12300000.19073
lbr,2009,8810000.41962
lbr,2010,9869999.88556
lbr,2011,11699999.80927
lbr,2012,3329999.92371
lbr,2013,180000.00715
lbr,2014,200000.00298
lbr,2015,490000.00954
lbr,2016,-340000.00358
lbr,2017,0
lbr,2018,-180000.00715
lbr,2019,0
lby,1969,29999.99933
lby,1973,9999.99978
lby,1983,19999.99955
lby,1985,70000.0003
lby,1986,5760000.22888
lby,2008,50000.00075
lby,2011,3000000
lby,2012,5699999.80927
lby,2013,930000.00715
lby,2014,2130000.11444
lby,2015,159999.99642
lby,2016,2700000.04768
lby,2017,1549999.95232
lby,2018,3140000.1049
lby,2019,4239999.77112
lka,1966,9999.99978
lka,1969,1870000.00477
lka,1970,400000.00596
lka,1971,379999.99523
lka,1972,589999.97377
lka,1973,1750000
lka,1974,400000.00596
lka,1975,159999.99642
lka,1976,709999.97854
lka,1977,889999.98569
lka,1978,1990000.00954
lka,1979,19999.99955
lka,1980,5230000.01907
lka,1981,2920000.07629
lka,1982,689999.99762
lka,1983,2420000.07629
lka,1984,1759999.99046
lka,1985,3039999.96185
lka,1986,3420000.07629
lka,1987,4579999.92371
lka,1988,7699999.80927
lka,1989,9100000.38147
lka,1990,6420000.07629
lka,1991,4179999.82834
lka,1992,1559999.94278
lka,1993,680000.00715
lka,1994,400000.00596
lka,1995,500000
lka,1996,-829999.98331
lka,1997,1460000.03815
lka,1998,730000.01907
lka,1999,1429999.94755
lka,2000,-569999.99285
lka,2001,-529999.97139
lka,2002,209999.99344
lka,2003,1049999.95232
lka,2004,12409999.84741
lka,2005,23879999.16077
lka,2006,38180000.30518
lka,2007,8810000.41962
lka,2008,21120000.83923
lka,2009,36299999.23706
lka,2010,-2119999.88556
lka,2011,1289999.96185
lka,2012,819999.99285
lka,2013,-439999.99762
lka,2014,-19999.99955
lka,2015,-529999.97139
lka,2016,-800000.01192
lka,2017,29999.99933
lka,2018,59999.99866
lka,2019,-419999.98689
lso,1969,9999.99978
lso,1970,9999.99978
lso,1972,9999.99978
lso,1973,90000.00358
lso,1974,280000.00119
lso,1975,720000.02861
lso,1976,1629999.99523
lso,1977,1309999.94278
lso,1978,1269999.98093
lso,1979,4079999.92371
lso,1980,1100000.02384
lso,1981,1480000.01907
lso,1982,1889999.98569
lso,1983,1960000.03815
lso,1984,1360000.01431
lso,1985,1720000.02861
lso,1986,1840000.03338
lso,1987,1610000.01431
lso,1988,4670000.07629
lso,1989,3279999.97139
lso,1990,8159999.84741
lso,1991,4079999.92371
lso,1992,3430000.06676
lso,1993,2819999.93324
lso,1994,2069999.93324
lso,1995,1870000.00477
lso,1996,740000.00954
lso,1997,1070000.05245
lso,1998,1409999.96662
lso,1999,2160000.08583
lso,2000,1710000.03815
lso,2001,3180000.06676
lso,2002,810000.00238
lso,2003,490000.00954
lso,2004,750000
lso,2005,270000.01073
lso,2006,340000.00358
lso,2007,70000.0003
lso,2009,129999.99523
lso,2010,319999.99285
lso,2011,119999.99732
ltu,1991,1169999.95708
ltu,1992,5829999.92371
ltu,1994,140000.0006
ltu,1995,4239999.77112
ltu,1996,6360000.13351
ltu,1997,11220000.26703
ltu,1998,14090000.15259
ltu,1999,26829999.92371
ltu,2000,17450000.76294
ltu,2001,19680000.30518
ltu,2002,8930000.30518
ltu,2003,12069999.69482
ltu,2004,1440000.05722
lva,1991,949999.98808
lva,1992,7360000.13351
lva,1994,1049999.95232
lva,1995,2980000.01907
lva,1996,3980000.01907
lva,1997,5659999.84741
lva,1998,10159999.84741
lva,1999,15569999.69482
lva,2000,9750000
lva,2001,21260000.22888
lva,2002,9840000.15259
lva,2003,10079999.92371
lva,2004,7639999.86649
mar,1967,79999.99821
mar,1968,140000.0006
mar,1969,180000.00715
mar,1970,500000
mar,1971,300000.01192
mar,1972,109999.9994
mar,1973,330000.01311
mar,1974,639999.98569
mar,1975,340000.00358
mar,1976,-109999.9994
mar,1977,-119999.99732
mar,1978,-9999.99978
mar,1979,70000.0003
mar,1980,19999.99955
mar,1981,-70000.0003
mar,1982,-79999.99821
mar,1983,-70000.0003
mar,1984,-9999.99978
mar,1985,-59999.99866
mar,1986,15829999.92371
mar,1987,-90000.00358
mar,1988,-90000.00358
mar,1989,10619999.88556
mar,1990,12649999.61853
mar,1991,699999.98808
mar,1992,3589999.91417
mar,1993,1649999.97616
mar,1994,-610000.01431
mar,1995,-899999.97616
mar,1996,-1159999.96662
mar,1997,-620000.00477
mar,1998,-1090000.03338
mar,1999,-1029999.97139
mar,2000,-910000.02623
mar,2001,-649999.97616
mar,2002,-870000.00477
mar,2003,-1169999.95708
mar,2004,-1120000.00477
mar,2005,-129999.99523
mar,2006,529999.97139
mar,2007,250000
mar,2008,829999.98331
mar,2009,-29999.99933
mar,2010,330000.01311
mar,2011,2160000.08583
mar,2012,319999.99285
mar,2013,9999.99978
mar,2014,-79999.99821
mar,2015,540000.02146
mar,2016,239999.99464
mar,2017,1590000.03338
