geo,time,se_xpd_totl_gb_zs
guy,2000,17.65684
guy,2001,16.55556
guy,2002,16.90001
guy,2003,13.81456
guy,2004,11.08074
guy,2005,13.82344
guy,2006,13.48169
guy,2007,11.52616
guy,2009,10.23917
guy,2010,11.83872
guy,2011,11.72072
guy,2012,10.1867
guy,2014,18.73569
guy,2015,17.80268
guy,2016,18.71751
guy,2017,17.63573
guy,2018,16.00617
hkg,1982,9.40811
hkg,1983,15.28794
hkg,1984,15.87032
hkg,1985,18.57813
hkg,1990,18.54078
hkg,1992,21.20814
hkg,1996,16.66867
hkg,2001,22.41878
hkg,2002,22.20729
hkg,2003,23.24429
hkg,2004,23.15106
hkg,2005,22.47858
hkg,2006,23.2826
hkg,2007,22.63778
hkg,2008,22.9224
hkg,2009,23.79947
hkg,2010,19.90941
hkg,2011,20.14833
hkg,2012,18.64948
hkg,2013,20.3008
hkg,2014,17.6204
hkg,2015,18.60857
hkg,2016,18.12696
hkg,2017,17.84128
hkg,2018,18.78784
hkg,2019,20.31401
hkg,2020,20.62106
hnd,1994,12.88875
hnd,1995,17.87564
hnd,2013,19.86407
hnd,2014,25.65362
hnd,2015,24.64456
hnd,2016,18.00941
hnd,2017,19.67047
hnd,2018,23.15511
hnd,2019,20.11774
hnd,2020,24.25477
hnd,2021,24.59829
hrv,2002,7.53051
hrv,2003,7.7217
hrv,2004,7.82038
hrv,2007,8.70121
hrv,2008,9.33943
hrv,2009,8.9856
hrv,2010,8.73835
hrv,2011,8.47523
hrv,2013,9.46037
hrv,2017,8.63871
hti,2014,11.98415
hti,2015,14.56778
hti,2016,13.10721
hti,2017,15.19685
hti,2018,14.64414
hun,1996,9.59911
hun,1998,8.6998
hun,1999,9.38613
hun,2000,10.32361
hun,2001,10.45507
hun,2002,10.17915
hun,2003,11.82977
hun,2004,11.0059
hun,2005,10.80057
hun,2006,10.32771
hun,2007,10.33817
hun,2008,10.27056
hun,2009,9.86438
hun,2010,9.67724
hun,2011,9.30112
hun,2012,8.43415
hun,2013,8.36808
hun,2014,9.19532
hun,2015,8.92303
hun,2016,9.86272
hun,2017,9.93561
hun,2018,10.07504
idn,1994,5.86397
idn,1995,6.14646
idn,1996,7.49682
idn,1997,7.71022
idn,2001,11.59389
idn,2002,14.36905
idn,2003,16.27818
idn,2004,14.1703
idn,2005,15.1488
idn,2007,14.94431
idn,2008,13.67475
idn,2009,19.30844
idn,2010,16.65418
idn,2011,18.00613
idn,2012,18.09042
idn,2013,17.60393
idn,2014,17.67152
idn,2015,20.5033
idn,2016,21.07878
idn,2017,16.11048
idn,2018,20
idn,2020,17.25805
ind,1997,13.32223
ind,1998,14.15927
ind,1999,16.95983
ind,2000,16.73051
ind,2003,12.4108
ind,2004,11.19686
ind,2005,11.20846
ind,2006,11.69371
ind,2009,11.1912
ind,2010,11.83368
ind,2011,13.56491
ind,2012,13.99212
ind,2013,14.05018
ind,2015,12.53117
ind,2016,12.75355
irl,1981,14.59562
irl,1982,12.90057
irl,1983,11.46859
irl,1984,11.14691
irl,1985,11.09031
irl,1986,9.70125
irl,1987,10.466
irl,1988,10.40844
irl,1989,10.7956
irl,1990,11.55926
irl,1991,11.28232
irl,1992,11.65709
irl,1993,11.8928
irl,1994,12.64784
irl,1995,12.58083
irl,1996,12.78042
irl,1998,12.41497
irl,1999,12.59693
irl,2000,13.38422
irl,2001,12.58197
irl,2002,12.35816
irl,2003,12.73571
irl,2004,13.51624
irl,2005,13.54905
irl,2006,13.41648
irl,2007,13.10983
irl,2008,13.00944
irl,2009,13.03955
irl,2010,9.27737
irl,2011,12.48051
irl,2012,13.56664
irl,2013,13.08463
irl,2014,12.85183
irl,2015,12.81882
irl,2016,13.21032
irl,2017,13.20171
irl,2018,13.20295
irn,1991,18.34697
irn,1992,20.63262
irn,1993,23.71528
irn,1995,14.54696
irn,1996,13.56692
irn,1999,20.11292
irn,2000,20.63385
irn,2001,24.42417
irn,2002,26.50643
irn,2003,22.13547
irn,2004,21.52145
irn,2005,21.89969
irn,2006,19.45678
irn,2007,20.03128
irn,2008,22.38461
irn,2009,18.56262
irn,2010,19.25691
irn,2011,20.15138
irn,2012,17.39579
irn,2013,21.6735
irn,2014,19.66487
irn,2015,18.56875
irn,2016,19.44543
irn,2017,20.30521
irn,2018,21.14604
irn,2019,21.24616
isl,1990,11.50135
isl,1993,11.83158
isl,1994,11.19728
isl,1995,10.95688
isl,1996,12.60319
isl,1998,16.59809
isl,1999,14.17392
isl,2000,14.34761
isl,2001,14.14178
isl,2002,16.05661
isl,2003,15.15958
isl,2004,15.33897
isl,2005,16.30815
isl,2006,16.04698
isl,2007,15.50578
isl,2008,11.08981
isl,2009,13.39679
isl,2010,14.19985
isl,2011,13.40438
isl,2012,15.84553
isl,2013,16.16455
isl,2014,16.6346
isl,2015,17.11716
isl,2016,15.97466
isl,2017,17.0447
isl,2018,17.21716
isr,2000,13.68035
isr,2001,13.4266
isr,2002,12.56348
isr,2003,13.55415
isr,2004,13.3754
isr,2005,13.18184
isr,2006,13.42121
isr,2007,13.30454
isr,2008,13.17719
isr,2009,13.05438
isr,2010,13.71627
isr,2011,13.96577
isr,2012,14.07719
isr,2013,14.53312
isr,2014,14.85538
isr,2015,15.49291
isr,2016,15.4366
isr,2017,15.70108
isr,2018,15.52122
ita,1993,8.71932
ita,1994,8.24201
ita,1995,8.59767
ita,1996,9.11878
ita,1998,9.24258
ita,1999,9.5541
ita,2000,9.22106
ita,2001,9.82286
ita,2002,9.49128
ita,2003,9.62765
ita,2004,9.35416
ita,2005,8.97151
ita,2006,9.46874
ita,2007,8.77451
ita,2008,9.17336
ita,2009,8.85079
ita,2010,8.68077
ita,2011,8.36956
ita,2012,8.01743
ita,2013,8.13258
ita,2014,7.98593
ita,2015,8.09591
ita,2016,7.7749
ita,2017,8.29518
ita,2018,8.79574
jam,1991,16.35377
jam,1992,12.75157
jam,1993,12.798
jam,1994,18.38851
jam,1995,15.36104
jam,1996,15.53602
jam,1997,15.39999
jam,2000,16.7966
jam,2001,19.99115
jam,2002,18.36393
jam,2003,13.36234
jam,2004,11.73302
jam,2005,14.26937
jam,2007,17.17305
jam,2008,19.11938
jam,2009,17.55284
jam,2010,16.10294
jam,2011,18.58193
jam,2012,18.80926
jam,2013,20.57386
jam,2014,21.79749
jam,2015,20.05148
jam,2016,19.14512
jam,2017,18.40254
jam,2018,18.584
jam,2019,17.31399
jor,1986,8.76024
jor,1987,9.88008
jor,1988,9.82438
jor,1989,13.08642
jor,1996,21.56406
jor,1997,18.41103
jor,1999,14.66426
jor,2010,8.1
jor,2011,8.2
jor,2012,9
jor,2013,9.7
jor,2016,12.15016
jor,2017,11.19605
jor,2018,9.82532
jor,2019,9.85975
jpn,1981,16.12549
jpn,1982,15.67715
jpn,1983,14.88605
jpn,1987,18.05424
jpn,1988,17.79666
jpn,1989,17.64326
jpn,1993,11.11497
jpn,1994,11.10642
jpn,1995,10.36567
jpn,1998,9.95075
jpn,1999,8.73254
kaz,2002,14.75948
kaz,2004,10.60968
kaz,2005,10.28595
kaz,2006,13.2667
kaz,2007,11.94447
kaz,2008,13.64694
kaz,2009,13.0409
kaz,2015,12.19304
kaz,2016,13.8441
kaz,2017,11.41991
kaz,2018,13.88018
kaz,2019,14.10953
ken,1982,16.33731
ken,1983,17.39658
ken,1984,14.53317
ken,1985,15.55566
ken,1986,17.6608
ken,1988,19.46574
ken,1989,17.08765
ken,1991,18.64015
ken,1992,15.95073
ken,1993,13.86448
ken,1994,14.95128
ken,1999,24.54855
ken,2000,23.39701
ken,2001,22.39571
ken,2002,25.62821
ken,2003,24.98009
ken,2004,26.66815
ken,2005,27.46934
ken,2006,25.0814
ken,2010,20.55599
ken,2011,19.25283
ken,2012,19.9239
ken,2013,19.13569
ken,2014,17.08103
ken,2015,16.66466
ken,2016,17.35457
ken,2017,17.7087
ken,2018,19.03519
kgz,1996,18.76005
kgz,1998,13.6927
kgz,1999,11.38732
kgz,2000,11.6113
kgz,2001,13.72139
kgz,2002,15.14647
kgz,2003,15.93953
kgz,2004,16.24381
kgz,2005,16.7684
kgz,2006,19.0526
kgz,2007,21.85146
kgz,2008,21.20624
kgz,2009,19.15301
kgz,2010,15.68131
kgz,2011,18.17253
kgz,2012,18.19501
kgz,2013,17.77379
kgz,2014,14.36484
kgz,2015,15.71676
kgz,2016,16.92092
kgz,2017,16.27814
kgz,2018,16.7959
kgz,2019,16.47275
khm,1998,9.392
khm,2000,11.07901
khm,2001,11.38079
khm,2002,10.13757
khm,2004,12.40431
khm,2007,11.10351
khm,2009,8.16524
khm,2010,7.33747
khm,2011,7.3354
khm,2012,7.19985
khm,2013,9.59707
khm,2014,8.7916
khm,2018,9.38502
kir,1999,12.50751
kir,2000,15.26542
kir,2001,11.51614
kir,2011,18.20199
kir,2012,17.98505
kir,2013,16.72262
kir,2014,16.66515
kir,2015,13.74775
kir,2016,12.88805
kir,2017,12.54888
kir,2018,15.13972
kir,2019,12.39466
kir,2020,20.17761
kir,2021,19.27184
kna,1985,19.16774
kna,1987,13.00741
kna,1989,9.14
kna,1991,11.22642
kna,1992,15.21414
kna,1995,13.37853
kna,1998,14.53252
kna,1999,10.32295
kna,2000,13.68505
kna,2001,14.20753
kna,2002,11.05933
kna,2003,12.28806
kna,2004,11.79026
kna,2005,11.05621
kna,2006,12.47841
kna,2007,13.05181
kna,2015,8.6355
kwt,1992,8.39749
kwt,1996,11.32546
kwt,1997,13.09107
kwt,2001,18.01418
kwt,2002,15.25836
kwt,2004,14.95361
kwt,2005,13.85411
kwt,2006,13.37001
kwt,2015,9.51431
kwt,2016,10.51536
kwt,2017,11.13781
kwt,2018,11.75431
kwt,2019,12.8263
kwt,2020,11.91267
lao,2000,7.29557
lao,2001,9.94657
lao,2002,15.26266
lao,2004,15.87435
lao,2005,14.12779
lao,2006,17.76236
lao,2007,18.10179
lao,2008,13.00521
lao,2009,7.4631
lao,2010,7.24696
lao,2011,8.25958
lao,2012,7.36868
lao,2013,13.34101
lao,2014,11.75735
lbn,1993,6.80825
lbn,1994,10.4434
lbn,1995,5.91637
lbn,1996,8.1067
lbn,2001,7.42125
lbn,2002,7.0563
lbn,2004,7.93123
lbn,2005,8.42131
lbn,2006,7.69319
lbn,2007,7.34104
lbn,2008,5.86977
lbn,2009,5.503
lbn,2010,5.53429
lbn,2011,5.73381
lbn,2012,7.10916
lbn,2013,8.57552
lbn,2014,6.3
lbn,2015,6.3
lbn,2016,7.14896
lbn,2017,7.14754
lbn,2018,8.04745
lbn,2019,8.14395
lbn,2020,9.89829
lbr,2008,6.45407
lbr,2012,5.18434
lbr,2013,4.67327
lbr,2014,6.89349
lbr,2017,8.34194
lbr,2018,8.14779
lby,1999,8.13873
lca,1986,23.2561
lca,1994,31.31318
lca,1998,29.43382
lca,1999,26.03627
lca,2001,25.85463
lca,2003,15.42216
lca,2004,15.04104
lca,2005,16.30697
lca,2006,19.01138
lca,2008,19.94337
lca,2009,13.89532
lca,2010,14.20208
lca,2011,13.83676
lca,2012,12.19245
lca,2013,13.84786
lca,2014,15.30152
lca,2015,16.45298
lca,2016,21.9757
lca,2017,14.09974
lca,2018,14.30672
lca,2019,14.08432
lca,2020,14.32272
lca,2021,14.46759
lka,1991,10.87623
lka,1994,12.70728
lka,1995,11.56567
lka,1996,12.69389
lka,1998,11.66883
lka,2009,8.27079
lka,2010,8.60566
lka,2011,9.11016
lka,2012,8.39403
lka,2013,9.41995
lka,2014,10.82396
lka,2015,10.95026
lka,2016,17.72876
lka,2017,14.49976
lka,2018,11.3309
lso,1983,29.41077
lso,1984,20.82331
lso,1985,22.92171
lso,1988,15.29199
lso,1989,15.38956
lso,1993,23.02208
lso,1994,18.58789
lso,1995,20.50746
lso,1997,26.44453
lso,1999,23.55235
lso,2000,19.20038
lso,2001,23.84892
lso,2002,24.36376
lso,2003,32.10573
lso,2004,27.6499
lso,2005,32.40492
lso,2006,28.23381
lso,2008,24.69755
lso,2011,21.2352
lso,2012,17.4309
lso,2013,19.3068
lso,2014,18.0971
lso,2015,14
lso,2016,13.99764
lso,2017,15.11531
lso,2018,14.1298
lso,2019,13.13586
lso,2020,13.79122
lso,2021,13.65829
ltu,1993,47.27874
ltu,1994,21.9346
ltu,1995,20.65736
ltu,1996,18.32268
ltu,1997,16.71701
ltu,1998,16.61294
ltu,2001,16.67028
ltu,2002,17.4651
ltu,2003,15.93098
ltu,2004,15.57213
ltu,2005,14.57956
ltu,2006,14.28965
ltu,2007,13.32594
ltu,2008,13.05296
ltu,2009,12.77761
ltu,2010,12.85882
ltu,2011,12.33635
ltu,2012,13.53597
ltu,2013,13.28802
ltu,2014,13.19014
ltu,2015,12.28826
ltu,2016,12.02524
ltu,2017,11.76564
ltu,2018,11.74273
lux,1996,8.76288
lux,2001,9.2654
lux,2012,9.26741
lux,2014,9.48968
lux,2015,9.35112
lux,2017,8.4745
lux,2018,8.68145
lva,1998,15.66433
lva,1999,14.09594
lva,2000,14.60148
lva,2001,15.87752
lva,2002,16.37018
lva,2003,15.37676
lva,2004,14.50181
lva,2006,13.91163
lva,2007,14.06705
lva,2008,14.7631
lva,2009,13.02514
lva,2010,11.80903
lva,2011,12.71531
lva,2012,17.73655
lva,2013,18.74402
lva,2014,13.97237
lva,2015,14.12741
lva,2016,12.89329
lva,2017,11.96763
lva,2018,11.14751
mac,2000,11.83891
mac,2001,11.09216
mac,2002,10.71469
mac,2003,10.38807
mac,2004,9.00208
mac,2005,8.11335
mac,2006,11.18393
mac,2007,9.94646
mac,2008,10.44557
mac,2009,11.3725
mac,2010,12.97942
mac,2011,14.63311
mac,2012,22.32861
mac,2013,12.58632
mac,2014,13.65736
mac,2015,13.4197
mac,2016,13.83484
mac,2017,14.10257
mac,2018,15.15969
mac,2019,16.59795
mar,1991,19.89277
mar,1993,20.46424
mar,1995,20.47271
mar,1998,25.21153
mar,1999,25.76847
mar,2008,17.47064
mar,2009,17.29529
mar,2015,4.64598
mar,2017,5.11684
mar,2018,5.35678
mar,2019,5.98008
mco,1988,5.13412
mco,1989,5.48416
mco,1992,5.16343
mco,1995,5.76775
mco,1996,5.84234
mco,1997,6.40111
mco,1998,6.48977
mco,1999,5.0717
mco,2000,6.3279
mco,2004,5.92595
mco,2009,6.59881
mco,2010,6.36322
mco,2011,8.07617
mco,2012,8.87595
mco,2013,7.05922
mco,2014,5.00886
mco,2016,6.59655
mco,2017,6.98063
mco,2019,5.02927
mda,1996,28.33996
mda,1999,14.12242
mda,2000,12.92393
mda,2001,16.42476
mda,2002,17.88434
mda,2003,16.19259
mda,2004,19.45202
mda,2005,19.29665
mda,2006,18.60882
mda,2007,19.41697
mda,2008,19.85008
mda,2009,20.99263
mda,2010,22.26701
mda,2011,21.91588
mda,2012,20.74197
mda,2013,18.23982
mda,2014,18.7651
mda,2015,18.18217
mda,2016,18.62163
mda,2017,18.43283
mda,2018,17.56773
mda,2019,19.46438
mdg,1981,14.89931
mdg,1982,16.53529
mdg,1983,16.78964
mdg,1984,18.32389
mdg,1985,16.62018
mdg,1993,12.3173
mdg,1997,10.64441
mdg,1998,9.38277
mdg,1999,15.5387
mdg,2000,15.89051
mdg,2001,17.68247
mdg,2002,17.93676
mdg,2003,15.76314
mdg,2004,12.96077
mdg,2005,18.03304
mdg,2006,15.32419
mdg,2007,18.04455
mdg,2008,16.25814
mdg,2009,22.58583
mdg,2011,19.7797
mdg,2012,20.3258
mdg,2013,13.98938
mdg,2014,18.96677
mdg,2015,16.96291
mdg,2016,19.83818
mdg,2017,15.8377
mdg,2018,19.81804
mdg,2019,16.4411
mdg,2020,14.32064
mdg,2021,15.66672
mdv,2002,21.2399
mdv,2003,20.3462
mdv,2004,19.47924
mdv,2005,13.01498
mdv,2006,13.34758
mdv,2007,12.74641
mdv,2008,12.61971
mdv,2009,13.75573
mdv,2010,10.9953
mdv,2011,10.28969
mdv,2012,11.40158
mdv,2013,12.40593
mdv,2014,9.21017
mdv,2015,11.47655
mdv,2016,10.15742
mdv,2017,11.35381
mdv,2018,11.3899
mdv,2019,12.05595
mdv,2020,10.50504
mdv,2021,11.90775
mex,1991,12.15459
mex,1992,15.0957
mex,1994,21.56294
mex,1995,24.1213
mex,1998,16.31762
mex,1999,16.69396
mex,2000,19.64613
mex,2001,20.62428
mex,2002,21.46491
mex,2003,22.47187
mex,2004,22.05383
mex,2005,21.90379
mex,2006,20.82432
mex,2007,19.88907
mex,2008,17.38016
mex,2009,18.66512
mex,2010,18.64259
mex,2011,18.42102
mex,2012,18.08719
mex,2013,16.90599
mex,2014,18.80594
mex,2015,19.01875
mex,2016,17.93933
mex,2017,17.5773
mex,2018,16.57785
mhl,1999,28.54381
mhl,2002,14.8142
mhl,2003,22.50875
mhl,2015,26.74951
mhl,2016,24.6584
mhl,2017,12.52021
mhl,2018,15.07801
mhl,2019,15.04274
mhl,2020,16.16672
mkd,2002,8.64088
mli,2000,15.32381
mli,2001,14.4935
mli,2002,14.52521
mli,2003,18.28376
mli,2004,17.73635
mli,2005,16.2803
mli,2008,18.03169
mli,2009,16.95941
mli,2010,16.50391
mli,2011,18.25834
mli,2012,22.40338
mli,2013,16.62345
mli,2014,18.22426
mli,2015,18.15549
mli,2016,13.90388
mli,2017,16.53433
mli,2018,15.88842
mli,2019,14.63602
mli,2020,14.46612
mli,2021,15.95778
mlt,2002,9.53534
mlt,2004,10.55489
mlt,2007,14.53679
mlt,2008,13.06568
mlt,2009,12.34494
mlt,2010,15.71921
mlt,2011,18.9048
mlt,2012,15.26156
mlt,2013,18.7752
mlt,2014,17.53777
mlt,2015,13.15089
mlt,2016,14.16855
mlt,2017,13.37271
mmr,2010,7.5
mmr,2011,5.92864
mmr,2012,10.1
mmr,2013,13.8
mmr,2014,7.53751
mmr,2015,8.73416
mmr,2016,9.6839
mmr,2017,9.92768
mmr,2018,10.38911
mmr,2019,10.56413
mng,1997,12.80767
mng,1998,15.17901
mng,1999,15.49801
mng,2000,16.07477
mng,2002,20.31151
mng,2004,13.59445
mng,2007,13.28645
mng,2009,14.51142
mng,2010,14.71114
mng,2011,12.15085
mng,2012,14.40723
mng,2013,15.36745
mng,2014,14.6681
mng,2015,13.54711
mng,2016,13.06311
mng,2017,12.64562
mng,2018,20.48335
mng,2019,16.53418
mng,2020,16.42383
moz,1998,12.05375
moz,1999,16.92332
moz,2004,18.00154
moz,2005,22.71818
moz,2006,18.55004
moz,2010,19.923
moz,2011,19.5864
moz,2012,19.70182
moz,2013,18.97809
moz,2014,17.8322
moz,2015,19.85234
moz,2016,19.94601
moz,2017,18.36519
moz,2018,16.72157
moz,2019,19.03368
moz,2020,17.93493
mrt,2004,8.17581
mrt,2006,10.31008
mrt,2011,13.68275
mrt,2012,10.01766
mrt,2013,11.40543
mrt,2016,9.33061
mrt,2019,10.22802
mrt,2020,9.74506
mus,1990,11.19495
mus,1991,14.34508
mus,1999,19.2376
mus,2000,17.5419
mus,2001,13.23924
mus,2002,12.91514
mus,2003,17.92272
mus,2004,17.3871
mus,2005,17.08813
mus,2006,15.17617
mus,2007,14.18328
mus,2008,14.03944
mus,2009,13.24723
mus,2010,14.57315
mus,2011,13.84617
mus,2012,14.96062
mus,2013,14.78901
mus,2014,20.90518
mus,2015,19.45709
mus,2016,19.9625
mus,2017,20.3572
mus,2018,19.27433
mus,2019,18.67693
mus,2020,16.11776
mwi,2003,16.49777
mwi,2010,12.45998
mwi,2011,15.04565
mwi,2013,20.49683
mwi,2014,16.59647
mwi,2015,21.7979
mwi,2016,17.19881
mwi,2017,14.34442
mwi,2018,15.82935
mwi,2019,14.59024
mwi,2020,11.49765
mys,1992,19.10503
mys,1993,17.31288
mys,1994,19.92375
mys,1995,19.50259
mys,1996,22.77094
mys,1997,20.05298
mys,1999,21.18855
mys,2000,21.39068
mys,2001,24.34852
mys,2002,25.9036
mys,2003,24.54244
mys,2004,21.01292
mys,2006,16.74557
mys,2007,16.12466
mys,2008,14.03864
mys,2009,18.46463
mys,2010,18.40623
mys,2011,20.97702
mys,2012,19.85116
mys,2013,19.45431
mys,2014,19.80056
mys,2015,19.81073
mys,2016,20.93572
mys,2017,21.31582
mys,2018,19.64326
mys,2019,17.6856
mys,2020,16.75747
mys,2021,16.37462
nam,1999,23.04277
nam,2000,21.92506
nam,2001,22.77571
nam,2002,21.83686
nam,2003,20.32821
nam,2006,21.60299
nam,2008,24.86161
nam,2010,26.12351
nam,2011,23.9521
nam,2012,22.7479
nam,2013,24.0559
nam,2014,22.0955
nam,2015,22.57133
nam,2016,23.9392
nam,2017,24.67403
nam,2018,23.3243
nam,2019,26.3904
nam,2020,24.94138
nam,2021,24.80791
ner,1996,18.44432
ner,1999,17.22141
ner,2000,19.05753
ner,2001,16.65031
ner,2002,16.66685
ner,2003,13.8455
ner,2006,16.88377
ner,2007,17.37597
ner,2008,16.17733
ner,2009,18.91251
ner,2010,19.08965
ner,2011,20.11652
ner,2012,19.19202
ner,2013,18.0767
ner,2014,21.6615
ner,2015,18.51219
ner,2016,15.34716
ner,2017,13.21516
ner,2018,16.33997
ner,2019,13.01281
ner,2020,13.33254
ner,2021,11.95262
nga,2015,11.04686
nga,2016,7.95808
nga,2017,6.12011
nga,2018,7.03413
nga,2019,7.02989
nga,2020,5.62104
nga,2021,5.67751
nic,1982,0
nic,1984,0
nic,1987,0
nic,1992,11.9335
nic,1998,13.38182
nic,1999,14.7168
nic,2000,14.5737
nic,2002,15.68779
nic,2003,14.887
nic,2010,26.408
nic,2014,23.0476
nic,2015,22.28291
nic,2016,21.32548
nic,2017,22.4333
nld,1981,12.0679
nld,1982,11.40722
nld,1983,10.64282
nld,1984,9.87185
nld,1985,10.50206
nld,1986,10.83492
nld,1987,11.29733
nld,1988,10.55998
nld,1990,10.98549
nld,1991,11.07084
nld,1993,9.66667
nld,1994,9.56143
nld,1995,9.66795
nld,1996,8.88747
nld,1998,10.42019
nld,1999,10.56879
nld,2000,11.08149
nld,2001,11.15739
nld,2002,11.2315
nld,2003,11.53141
nld,2004,11.87694
nld,2005,12.33591
nld,2006,11.97108
nld,2007,11.76275
nld,2008,11.87849
nld,2009,11.61846
nld,2010,11.66905
nld,2011,11.88771
nld,2012,11.77607
nld,2013,12.09424
nld,2014,12.1508
nld,2015,12.20965
nld,2016,12.80686
nld,2017,12.42326
nld,2018,12.91155
nor,1981,14.48762
nor,1982,14.52952
nor,1983,14.31285
nor,1984,14.06793
nor,1985,14.06037
nor,1986,14.02932
nor,1987,14.25894
nor,1988,13.18506
nor,1989,13.88952
nor,1990,13.89447
nor,1991,13.72193
nor,1992,13.6661
nor,1993,15.73932
nor,1994,16.3509
nor,1995,16.73825
nor,1996,15.84255
nor,1997,16.05325
nor,1998,15.3911
nor,1999,14.99257
nor,2000,15.63019
nor,2001,15.78386
nor,2002,16.08358
nor,2003,15.53073
nor,2004,16.26293
nor,2005,16.37253
nor,2006,15.70711
nor,2007,15.87799
nor,2008,15.71776
nor,2009,15.50778
nor,2010,15.08849
nor,2011,14.82681
nor,2012,17.28206
nor,2013,17.11924
nor,2014,16.90208
nor,2015,15.60758
nor,2016,15.83951
nor,2017,15.93851
nor,2018,15.62637
npl,2000,19.15604
npl,2001,21.6562
npl,2002,20.44405
npl,2003,21.31265
npl,2004,21.61336
npl,2005,22.29422
npl,2006,25.50064
npl,2007,21.14614
npl,2008,22.23003
npl,2009,19.87293
npl,2010,16.03235
npl,2011,17.98384
npl,2012,17.43708
npl,2013,17.56964
npl,2014,18.28129
npl,2015,16.98966
npl,2016,19.1285
npl,2017,17.09639
npl,2018,14.10187
nru,2014,11.87628
nru,2015,10.22717
nru,2016,8.88371
nru,2017,12.74797
nru,2018,9.60969
nru,2019,4.32558
nru,2020,3.52939
nru,2021,3.63188
nzl,1985,8.19235
nzl,1986,8.09269
nzl,1987,8.87757
nzl,1988,9.70021
nzl,1989,10.13755
nzl,1994,14.07856
nzl,1995,13.9998
nzl,1996,16.09998
nzl,1997,15.78923
nzl,1999,16.22986
nzl,2001,16.7103
nzl,2002,16.77153
nzl,2003,16.75843
nzl,2004,17.00461
nzl,2005,16.25796
nzl,2006,15.16337
nzl,2007,14.98482
nzl,2008,14.07769
nzl,2009,15.3436
nzl,2010,15.6811
nzl,2011,15.76294
nzl,2012,17.75274
nzl,2013,16.54368
nzl,2014,16.26574
nzl,2015,16.37351
nzl,2016,16.8317
nzl,2017,16.64264
nzl,2018,16.08296
omn,1991,6.93074
omn,1992,7.98643
omn,1993,7.64961
omn,1994,7.75603
omn,1995,8.00464
omn,1996,8.03902
omn,1997,9.12556
omn,1998,9.9918
omn,1999,10.32786
omn,2000,8.98344
omn,2001,10.58399
omn,2002,11.06248
omn,2003,10.03896
omn,2004,10.31647
omn,2005,10.05364
omn,2006,11.22463
omn,2009,10.94918
omn,2013,11.08018
omn,2017,13.55009
omn,2018,12.6979
omn,2019,12.42102
omn,2020,12.20498
pak,1993,7.80285
pak,1994,9.37643
pak,1995,10.31327
pak,1996,10.06899
pak,1997,11.7534
pak,1999,11.30733
pak,2000,8.48988
pak,2004,11.22935
pak,2005,13.77751
pak,2006,15.2891
pak,2007,15.44552
pak,2008,14.09696
pak,2009,12.08263
pak,2010,11.86466
pak,2011,10.92461
pak,2012,11.04063
pak,2013,11.51398
pak,2014,11.30066
pak,2015,13.18728
pak,2016,15.06348
pak,2017,14.54478
pak,2019,11.59168
pan,1995,18.19721
pan,1996,18.15499
pan,1997,17.35391
pan,1999,18.97315
pan,2000,19.83194
pan,2001,16.63913
pan,2002,16.9575
pan,2003,16.34301
pan,2004,14.56827
pan,2008,14.88983
pan,2011,13.01972
pan,2015,7.86406
pan,2016,7.46639
pan,2017,8.68187
pan,2018,8.6811
pan,2019,10.09027
pan,2020,10.24318
pan,2021,11.97053
per,2000,15.25037
per,2001,14.79623
per,2002,14.57806
per,2003,14.65831
per,2004,15.27385
per,2005,14.27852
per,2006,14.0353
per,2007,14.14177
per,2008,14.53442
per,2009,14.59631
per,2010,13.55558
per,2011,13.55255
per,2012,14.36907
per,2013,15.22388
per,2014,16.21989
per,2015,17.57486
per,2016,17.8701
per,2017,18.23592
per,2018,17.13141
per,2019,17.76287
per,2020,15.9588
per,2021,17.87414
phl,1995,15.24298
phl,1996,17.56657
phl,1997,15.17013
phl,1998,18.18099
phl,2000,15.20676
phl,2001,13.91591
phl,2002,14.06893
phl,2003,14.38022
phl,2004,12.75085
phl,2005,12.42236
phl,2006,13.26853
phl,2007,13.66702
phl,2008,14.44199
phl,2009,13.21116
phl,2015,16.01622
phl,2016,16.98801
phl,2017,17.17048
phl,2018,15.4
phl,2019,17.48324
phl,2020,14.23374
plw,2000,13.96441
plw,2001,15.30785
plw,2002,15.53766
png,2017,10.6982
png,2018,9.2271
pol,1996,16.79591
pol,1998,11.27881
pol,1999,10.8919
pol,2000,11.8693
pol,2001,11.83149
pol,2002,11.88938
pol,2003,11.64438
pol,2004,12.28659
pol,2005,12.26731
pol,2006,12.71207
pol,2007,11.35067
pol,2008,11.45131
pol,2009,11.12903
pol,2010,11.06464
pol,2011,10.98486
pol,2012,11.22697
pol,2013,11.59794
pol,2014,11.57975
pol,2015,11.54648
pol,2016,11.28395
pol,2017,11.05919
pol,2018,11.12355
prt,1987,7.21382
prt,1988,9.00343
prt,1989,9.87102
prt,1990,10.27035
prt,1991,11.01885
prt,1992,10.58579
prt,1993,10.53112
prt,1994,10.91829
prt,1995,11.65947
prt,1996,12.60187
prt,1999,11.86805
prt,2000,12.052
prt,2001,12.09501
prt,2002,11.90172
prt,2003,11.65052
prt,2004,10.96465
prt,2005,10.8546
prt,2006,10.86835
prt,2007,11.04621
prt,2008,10.3574
prt,2009,11.07695
prt,2010,10.42891
prt,2011,10.24202
prt,2012,10.12378
prt,2013,10.55854
prt,2014,9.91333
