geo,time,se_xpd_totl_gb_zs
aus,2005,13.58513
aus,2006,13.1782
aus,2007,13.03027
aus,2008,12.59972
aus,2009,13.42167
aus,2010,14.324
aus,2011,13.485
aus,2012,13.1744
aus,2013,14.04139
aus,2014,13.88379
aus,2015,14.08579
aus,2016,13.80435
aus,2017,13.60292
aus,2018,13.48046
aut,1989,11.28604
aut,1990,11.51311
aut,1991,11.75021
aut,1992,11.75971
aut,1993,11.07318
aut,1995,10.50612
aut,1996,9.74095
aut,1998,11.29195
aut,1999,12.15057
aut,2000,11.03322
aut,2001,10.85632
aut,2002,10.53233
aut,2003,10.73962
aut,2004,9.87333
aut,2005,10.26185
aut,2006,10.37458
aut,2007,10.45229
aut,2008,10.55515
aut,2009,10.58393
aut,2010,10.78913
aut,2011,10.98849
aut,2012,10.70118
aut,2013,10.74029
aut,2014,10.41116
aut,2015,10.69348
aut,2016,10.95385
aut,2017,10.93031
aut,2018,10.7277
aze,1995,41.40279
aze,1996,24.11673
aze,1998,18.75694
aze,1999,21.60498
aze,2000,21.11908
aze,2001,20.87755
aze,2002,13.63072
aze,2003,15.17084
aze,2004,14.23504
aze,2005,13.22315
aze,2006,10.10042
aze,2007,9.77937
aze,2008,7.76384
aze,2009,9.34393
aze,2010,8.70084
aze,2011,7.21986
aze,2012,5.64367
aze,2013,6.46413
aze,2014,7.23873
aze,2015,7.6311
aze,2016,8.2069
aze,2017,6.9504
aze,2018,7.41052
aze,2019,8.07215
aze,2020,10.50253
aze,2021,11.48322
bdi,1991,18.86403
bdi,1992,18.12272
bdi,1994,16.75644
bdi,1995,23.79244
bdi,1996,16.7136
bdi,1999,13.51864
bdi,2000,10.73526
bdi,2001,11.43313
bdi,2002,12.48608
bdi,2004,9.17908
bdi,2005,10.95927
bdi,2008,12.61554
bdi,2009,16.30169
bdi,2010,16.5881
bdi,2011,14.9793
bdi,2012,16.42832
bdi,2013,17.24326
bdi,2014,23.84
bdi,2015,27.49724
bdi,2016,20.78461
bdi,2017,19.76485
bdi,2018,18.79343
bel,1981,10.27494
bel,1982,9.25219
bel,1986,8.60939
bel,1987,8.1834
bel,1988,8.16559
bel,1993,10.18003
bel,1994,10.28121
bel,1995,5.82897
bel,1996,5.89706
bel,2005,11.17552
bel,2008,12.47245
bel,2009,11.81055
bel,2010,11.95765
bel,2011,11.63014
bel,2013,11.81568
bel,2014,11.85341
bel,2015,12.00968
bel,2016,12.16495
bel,2017,12.35071
bel,2018,12.22384
ben,1998,18.46174
ben,1999,17.88519
ben,2000,13.5132
ben,2001,15.31058
ben,2002,14.12908
ben,2003,16.68253
ben,2004,19.21395
ben,2005,18.79039
ben,2006,19.70961
ben,2007,14.94869
ben,2008,19.08858
ben,2009,18.17562
ben,2010,26.14396
ben,2011,20.9563
ben,2012,25.02131
ben,2013,22.34122
ben,2014,22.22771
ben,2015,17.47952
ben,2016,18.7914
ben,2017,19.87965
ben,2018,17.70918
bfa,1988,7.21282
bfa,1994,19.94968
bfa,1996,7.34018
bfa,2005,19.49419
bfa,2006,18.2017
bfa,2007,17.86382
bfa,2010,16.17282
bfa,2011,19.50061
bfa,2012,15.89538
bfa,2013,16.16528
bfa,2014,19.36811
bfa,2015,18.02708
bfa,2017,21.444
bfa,2018,22.66117
bgd,1980,5.2636
bgd,1981,6.63403
bgd,1982,6.39411
bgd,1983,6.47326
bgd,1984,8.08762
bgd,1985,8.38863
bgd,1986,9.13005
bgd,1987,10.46843
bgd,1990,11.19103
bgd,1991,11.0621
bgd,1992,12.53667
bgd,1993,12.11385
bgd,1997,15.19687
bgd,1999,18.12979
bgd,2000,20.49042
bgd,2001,18.58478
bgd,2002,15.6938
bgd,2003,16.68163
bgd,2004,15.95312
bgd,2006,17.33653
bgd,2007,18.1534
bgd,2008,17.81619
bgd,2009,14.02987
bgd,2010,21
bgd,2011,16.79397
bgd,2012,15.59324
bgd,2013,13.82282
bgd,2014,14.5464
bgd,2015,13.70046
bgd,2016,11.41928
bgd,2017,16.05498
bgd,2018,11.68148
bgd,2019,9.27375
bgd,2020,11.84475
bgd,2021,11.69087
bgr,1998,8.95102
bgr,2001,9.27774
bgr,2002,9.65432
bgr,2003,11.18025
bgr,2004,6.703
bgr,2005,12.07252
bgr,2006,12.01048
bgr,2007,11.11392
bgr,2008,12.61226
bgr,2009,12.65675
bgr,2010,11.16342
bgr,2011,11.10005
bgr,2012,10.69092
bgr,2013,11.4398
bgr,2017,12.73095
bhr,2006,11.91866
bhr,2007,11.02673
bhr,2008,10.55867
bhr,2012,8.17983
bhr,2013,7.4586
bhr,2014,8.68403
bhr,2015,7.32819
bhr,2017,7.22385
bhs,2000,18.76529
bhs,2015,11.81881
bhs,2016,11.88608
bhs,2017,10.57622
bhs,2018,11.41968
bhs,2019,11.26607
bhs,2020,11.24431
bhs,2021,10.11715
blr,2004,12.55235
blr,2005,12.62011
blr,2006,12.45032
blr,2007,10.13372
blr,2009,8.44955
blr,2010,11.77813
blr,2011,11.62665
blr,2012,12.7523
blr,2013,12.27399
blr,2014,12.40672
blr,2015,11.46173
blr,2016,12.15878
blr,2017,12.28169
blr,2018,13.26404
blr,2019,13.23215
blr,2020,12.89661
blr,2021,16.53804
blz,1999,19.18408
blz,2000,15.61226
blz,2001,18.30537
blz,2003,16.13167
blz,2004,16.24847
blz,2008,18.89439
blz,2009,21.97054
blz,2010,22.75578
blz,2013,22.18862
blz,2014,22.11071
blz,2015,21.55192
blz,2016,20.50202
blz,2017,21.65851
blz,2018,22.11375
blz,2019,22.09442
blz,2020,21.52098
blz,2021,22.17475
bmu,2003,11.0366
bmu,2004,11.11385
bmu,2005,12.1054
bmu,2009,13.97043
bmu,2010,12.93424
bmu,2014,7.79644
bmu,2015,9.0188
bmu,2017,7.77347
bra,1998,11.62986
bra,1999,9.60027
bra,2000,11.45216
bra,2001,10.61094
bra,2002,9.637
bra,2004,10.41243
bra,2005,11.26472
bra,2006,12.42637
bra,2007,13.22266
bra,2008,14.0834
bra,2009,14.72636
bra,2010,14.15986
bra,2011,15.269
bra,2012,15.72778
bra,2013,15.59271
bra,2014,15.44384
bra,2015,16.21811
bra,2016,15.92883
bra,2017,16.50491
bra,2018,16.14836
brb,1999,21.1682
brb,2000,22.15035
brb,2001,26.88882
brb,2002,24.72449
brb,2003,18.58456
brb,2004,18.61814
brb,2005,18.24298
brb,2007,17.22097
brb,2008,15.71065
brb,2009,16.10058
brb,2010,18.09633
brb,2012,16.70269
brb,2013,14.84482
brb,2014,17.45106
brb,2015,18.51855
brb,2016,13.36245
brb,2017,12.87915
brb,2018,16.35857
brb,2019,10.77849
brb,2020,16.14247
brb,2021,16.5802
brn,1981,13.07099
brn,1982,11.23897
brn,1987,9.58601
brn,1988,11.84343
brn,1989,10.06579
brn,1990,8.71027
brn,1991,8.22682
brn,1992,9.18063
brn,1993,9.276
brn,1998,8.76089
brn,1999,8.89343
brn,2000,8.92074
brn,2010,5.30208
brn,2011,9.18219
brn,2012,9.72642
brn,2014,9.9846
brn,2016,11.44195
btn,2000,14.15408
btn,2001,13.44835
btn,2004,18.8023
btn,2005,22.99592
btn,2008,15.64473
btn,2009,12.86167
btn,2010,11.79369
btn,2011,13.05737
btn,2012,17.5234
btn,2013,15.63382
btn,2014,17.03031
btn,2015,25.52448
btn,2016,24.6432
btn,2017,23.45728
btn,2018,21.87844
btn,2019,20.38316
btn,2020,15.78534
btn,2021,16.24026
bwa,1983,14.32691
bwa,1984,15.5187
bwa,1985,15.42983
bwa,1986,15.49169
bwa,1987,16.69395
bwa,1988,16.03128
bwa,1990,16.51088
bwa,1992,16.31502
bwa,2005,25.82353
bwa,2007,26.50779
bwa,2009,20.4774
bwa,2015,17.52826
bwa,2016,16.50359
bwa,2017,22.2
bwa,2018,15.60871
bwa,2019,15.35272
caf,1990,11.14008
caf,1991,9.92337
caf,1999,8.94932
caf,2000,9.93077
caf,2002,9.21473
caf,2003,12.02802
caf,2004,12.06446
caf,2005,9.68047
caf,2006,10.05424
caf,2007,9.86948
caf,2008,7.86
caf,2009,7.83693
caf,2010,6.47538
caf,2011,7.82546
caf,2015,8.38674
caf,2016,7.31902
caf,2017,8.89505
caf,2018,9.1355
caf,2019,9.79781
caf,2020,9.78244
caf,2021,9.08869
can,1981,15.5789
can,1982,15.53181
can,1983,14.77497
can,1984,14.0908
can,1985,13.23688
can,1986,12.6832
can,1987,13.45583
can,1988,13.53854
can,1989,13.56977
can,1990,13.19062
can,1991,14.2638
can,1992,13.11614
can,1993,14.62348
can,1994,12.93443
can,1995,12.86363
can,1998,12.63958
can,1999,12.74188
can,2000,12.9826
can,2001,12.21224
can,2002,12.1479
can,2005,12.17807
can,2007,12.32856
can,2008,12.00996
can,2009,12.48364
can,2010,12.33596
can,2011,12.21914
che,1984,15.5939
che,1985,15.52195
che,1986,15.73204
che,1987,15.45472
che,1988,16.15731
che,1989,15.81579
che,1990,17.18164
che,1991,17.17259
che,1993,16.1593
che,1994,15.51152
che,1995,15.31004
che,1996,15.27909
che,1998,14.55201
che,1999,14.3331
che,2000,14.45216
che,2001,15.25534
che,2002,15.18126
che,2003,16.19942
che,2004,16.0964
che,2005,15.70399
che,2006,15.85388
che,2007,15.56042
che,2008,15.88504
che,2009,15.52214
che,2010,15.28764
che,2011,15.44774
che,2012,15.47541
che,2013,15.09509
che,2014,15.32248
che,2015,15.38914
che,2016,15.36124
che,2017,15.46182
che,2018,15.52666
chl,1993,13.51883
chl,1994,14.13242
chl,1995,15.02462
chl,1996,15.75999
chl,1997,14.50414
chl,1998,15.17037
chl,1999,15.65222
chl,2000,16.42791
chl,2002,17.4506
chl,2003,17.63722
chl,2004,17.02105
chl,2005,16.19909
chl,2006,16.23128
chl,2007,16.74641
chl,2008,17.40113
chl,2009,17.03561
chl,2010,17.84356
chl,2011,17.74974
chl,2013,19.64569
chl,2014,19.92072
chl,2015,19.59405
chl,2016,21.15548
chl,2017,21.31155
chl,2018,21.37953
chn,1983,9.56325
chn,1984,9.76224
chn,1985,10.68738
chn,1986,10.43901
chn,1987,9.46158
chn,1988,10.74394
chn,1992,12.29053
chn,1993,14.77395
chn,1994,20.06494
chn,1995,18.71717
chn,1996,19.50534
chn,1998,14.55141
chn,1999,12.63156
chn,2010,13.55207
chn,2011,13.0781
chn,2012,14.40717
chn,2013,13.31541
chn,2014,12.75261
chn,2015,12.25983
chn,2016,12.26956
chn,2017,12.1553
chn,2018,11.45069
civ,1997,19.22015
civ,1998,18.81475
civ,1999,21.67118
civ,2000,20.80695
civ,2001,23.20203
civ,2002,22.5923
civ,2003,22.64823
civ,2004,22.10716
civ,2005,21.84569
civ,2006,20.01789
civ,2007,20.75588
civ,2008,21.52691
civ,2009,22.19047
civ,2010,22.77275
civ,2011,22.42686
civ,2012,20.85876
civ,2013,21.57473
civ,2014,21.76678
civ,2015,21.17322
civ,2016,22.3876
civ,2017,20.6335
civ,2018,18.28909
civ,2019,17.37958
civ,2020,15.08218
civ,2021,14.97818
cmr,2000,11.6837
cmr,2001,15.73331
cmr,2003,21.44202
cmr,2004,20.84712
cmr,2005,21.37761
cmr,2006,20.31266
cmr,2007,21.37934
cmr,2008,15.70061
cmr,2009,19.77979
cmr,2010,18.75389
cmr,2011,14.86777
cmr,2012,15.17622
cmr,2013,13.82495
cmr,2014,12.87976
cmr,2015,13.24399
cmr,2016,12.69469
cmr,2017,15.91281
cmr,2018,16.88316
cmr,2019,14.09467
cmr,2020,14.38991
cmr,2021,14.89108
cod,2010,9.5785
cod,2013,16.17474
cod,2014,10.55392
cod,2015,11.73837
cod,2016,14.63542
cod,2017,14.00642
cog,1994,22.41247
cog,1995,14.70778
cog,1998,14.12653
cog,2002,9.05485
cog,2003,9.51995
cog,2004,8.56181
cog,2005,7.59782
cog,2010,24.72778
cog,2014,6.55592
cog,2015,7.9504
cog,2016,11.3723
cog,2017,15.68577
cog,2018,15.5828
cog,2019,16.66433
cog,2020,17.08306
cog,2021,16.58386
col,1984,18.09229
col,1985,16.40752
col,1989,17.22545
col,1998,12.47536
col,1999,13.15193
col,2000,13.29639
col,2001,13.57053
col,2002,15.30206
col,2003,15.5395
col,2004,15.41742
col,2005,15.53145
col,2006,13.77132
col,2007,14.49817
col,2008,13.85491
col,2009,15.45088
col,2010,15.92683
col,2011,14.77203
col,2012,15.02234
col,2013,16.26273
col,2014,14.80898
col,2015,14.29273
col,2016,14.92719
col,2017,15.46874
col,2018,12.83719
col,2019,14.13658
com,1998,17.13507
com,2002,15.78972
com,2008,29.23312
com,2011,21.41487
com,2012,18.49151
com,2013,16.07073
com,2014,18.88953
com,2015,13.35218
cpv,1998,17.25592
cpv,1999,16.76194
cpv,2002,19.76623
cpv,2004,20.84048
cpv,2006,17.54058
cpv,2007,18.32875
cpv,2008,18.24099
cpv,2009,15.88655
cpv,2010,14.2169
cpv,2011,15.15328
cpv,2013,14.77823
cpv,2014,16.28219
cpv,2015,16.74823
cpv,2016,17.84301
cpv,2017,16.41258
cpv,2018,17.56854
cpv,2019,15.1537
cpv,2020,17.09019
cpv,2021,15.11298
cri,1986,30.32237
cri,1988,18.36396
cri,1989,17.65909
cri,1995,16.74369
cri,1996,19.11466
cri,1999,21.92369
cri,2000,18.81951
cri,2001,19.15282
cri,2002,19.2405
cri,2003,20.15172
cri,2004,20.43089
cri,2006,20.64334
cri,2007,21.02189
cri,2008,20.81096
cri,2009,23.40822
cri,2010,22.88089
cri,2011,23.00962
cri,2012,23.50156
cri,2013,22.83091
cri,2014,23.10953
cri,2015,23.37343
cri,2016,23.4232
cri,2017,30.15142
cri,2018,26.08667
cri,2019,24.55101
cri,2020,21.53948
cyp,1999,13.90412
cyp,2000,14.26831
cyp,2001,14.32157
cyp,2002,14.91421
cyp,2003,16.51523
cyp,2004,15.83298
cyp,2005,15.83936
cyp,2006,16.17962
cyp,2007,16.72048
cyp,2008,17.59075
cyp,2009,17.20125
cyp,2010,15.64949
cyp,2011,15.49765
cyp,2013,15.36213
cyp,2014,15.92778
cyp,2015,16.02496
cyp,2016,16.40278
cyp,2017,15.67893
cze,1996,9.24754
cze,1998,8.54842
cze,1999,8.90853
cze,2000,8.91229
cze,2001,8.67646
cze,2002,8.8648
cze,2003,8.38266
cze,2004,9.43307
cze,2005,9.20297
cze,2006,10.19694
cze,2007,9.57695
cze,2008,9.21464
cze,2009,9.43733
cze,2010,9.34049
cze,2011,9.92718
cze,2012,9.55685
cze,2013,9.60244
cze,2014,9.41373
cze,2015,13.88252
cze,2016,13.97149
cze,2017,9.76359
cze,2018,10.51187
deu,1993,9.58297
deu,1994,9.39557
deu,1995,9.50417
deu,1996,8.27008
deu,1998,9.26752
deu,2006,9.49249
deu,2007,10.06227
deu,2008,10.0362
deu,2009,10.18564
deu,2010,10.26904
deu,2011,10.66542
deu,2012,11.03474
deu,2013,10.98111
deu,2014,11.10763
deu,2015,10.99916
deu,2016,10.91054
deu,2017,11.04769
deu,2018,11.23018
dji,1999,22.89607
dji,2000,29.38595
dji,2001,26.28002
dji,2002,25.48931
dji,2003,24.27149
dji,2004,24.70114
dji,2005,22.71505
dji,2006,24.70796
dji,2007,22.52744
dji,2010,12.3284
dji,2015,8.57644
dji,2016,12.00851
dji,2017,13.2547
dji,2018,13.99153
dma,1998,17.1116
dma,1999,11.41962
dma,2015,10.5221
dma,2016,12.6981
dma,2017,9.78391
dma,2018,8.44584
dma,2019,8.2983
dma,2020,10.66617
dma,2021,8.29361
dnk,1986,11.4157
dnk,1987,12.2943
dnk,1988,12.40994
dnk,1989,11.18606
dnk,1991,10.6013
dnk,1993,13.87737
dnk,1994,13.47953
dnk,1995,13.14821
dnk,1996,14.14248
dnk,1998,14.63437
dnk,1999,14.54371
dnk,2000,15.34415
dnk,2001,15.54854
dnk,2002,15.43388
dnk,2003,15.14175
dnk,2004,15.48686
dnk,2005,15.77934
dnk,2006,15.51264
dnk,2007,15.3567
dnk,2008,14.83026
dnk,2009,14.94417
dnk,2010,15.10334
dnk,2011,15.03626
dnk,2012,12.48871
dnk,2013,15.21744
dnk,2014,13.82682
dnk,2017,15.33633
dom,2000,12.98848
dom,2001,12.50729
dom,2002,12.07972
dom,2003,9.70181
dom,2007,12.57788
dom,2010,14.8493
dom,2011,16.1127
dom,2012,16.9449
dom,2013,25.9316
dom,2014,13.1237
dom,2015,22.59585
dom,2016,21.9452
dom,2017,22.3436
dom,2018,22.15547
dom,2019,22.34151
dom,2020,19.32288
dom,2021,18.01492
dza,2008,11.42835
dza,2016,16.11104
dza,2017,17.55605
dza,2018,13.77495
dza,2019,14.46348
dza,2020,16.54919
dza,2021,16.21317
ecu,1998,10.84614
ecu,1999,6.66582
ecu,2000,4.9573
ecu,2009,13.17257
ecu,2010,12.99656
ecu,2011,11.97611
ecu,2012,11.53415
ecu,2013,11.44254
ecu,2014,12.06831
ecu,2015,12.59765
ecu,2019,11.61851
ecu,2020,11.46755
egy,2003,15.3519
egy,2004,14.74871
egy,2005,15.04361
egy,2006,11.01859
egy,2007,11.20964
egy,2008,10.9418
eri,1996,2.91513
eri,1998,6.25092
eri,1999,5.56554
eri,2001,5.86161
eri,2002,5.63338
eri,2004,5.74185
eri,2006,5.16807
esp,1987,8.84344
esp,1988,9.63937
esp,1989,10.34299
esp,1990,10.14229
esp,1991,10.03194
esp,1992,9.73046
esp,1993,10.047
esp,1994,10.26705
esp,1995,10.65826
esp,1996,10.73558
esp,1998,10.47189
esp,1999,10.67072
esp,2000,10.65303
esp,2001,10.70274
esp,2002,10.70097
esp,2003,10.87535
esp,2004,10.71127
esp,2005,10.76976
esp,2006,10.88783
esp,2007,10.83694
esp,2008,10.92608
esp,2009,10.62498
esp,2010,10.54881
esp,2011,10.60981
esp,2012,9.18566
esp,2013,9.49334
esp,2014,9.53886
esp,2015,9.76646
esp,2016,9.96104
esp,2017,10.21349
esp,2018,10.03033
est,1996,19.68368
est,1997,17.69421
est,1998,16.02168
est,1999,16.35712
est,2000,14.6785
est,2001,14.94748
est,2002,15.14523
est,2003,15.04903
est,2004,14.30608
est,2005,14.2577
est,2007,13.68231
est,2008,13.87971
est,2009,12.93009
est,2010,13.64279
est,2011,13.4062
est,2012,11.9912
est,2013,12.58262
est,2014,13.31992
est,2015,12.9666
est,2016,13.10831
est,2017,12.7503
est,2018,13.39285
eth,1980,12.35554
eth,1981,12.48699
eth,1982,12.17817
eth,1983,9.70132
eth,1984,11.82013
eth,1985,10.08913
eth,1986,10.32175
eth,1993,13.26484
eth,1996,13.04414
eth,1997,14.86992
eth,2000,14.90773
eth,2001,14.46177
eth,2002,16.18775
eth,2006,23.97538
eth,2007,24.69945
eth,2008,26.35573
eth,2009,23.58375
eth,2010,26.30404
eth,2011,29.67443
eth,2012,30.53954
eth,2013,27.0211
eth,2014,25.91838
eth,2015,27.09871
eth,2016,23.01336
eth,2017,26.50992
eth,2018,24.00155
fin,1981,12.45374
fin,1982,12.0561
fin,1983,11.65971
fin,1984,10.90627
fin,1985,11.56015
fin,1986,11.10585
fin,1987,11.21802
fin,1988,11.2561
fin,1989,11.45681
fin,1990,12.07531
fin,1991,12.8586
fin,1992,11.4066
fin,1993,12.44588
fin,1994,11.41804
fin,1995,11.90164
fin,1996,11.84667
fin,1999,11.76006
fin,2000,12.17092
fin,2001,12.63445
fin,2002,12.68253
fin,2003,12.77597
fin,2004,12.77896
fin,2005,12.2497
fin,2006,12.28382
fin,2007,12.14995
fin,2008,12.17767
fin,2009,11.94199
fin,2010,12.06609
fin,2011,12.01144
fin,2012,12.89316
fin,2013,12.53717
fin,2014,12.40009
fin,2015,12.44799
fin,2016,12.31231
fin,2017,11.86387
fin,2018,11.75162
fji,1998,19.00093
fji,1999,20.53511
fji,2000,21.75859
fji,2001,19.63864
fji,2002,21.03781
fji,2004,23.74915
fji,2005,20.26613
fji,2006,20.84329
fji,2007,23.1704
fji,2008,17.36972
fji,2009,15.85362
fji,2010,20.8387
fji,2011,15.23479
fji,2012,19.1289
fji,2013,14.30039
fji,2014,17.511
fji,2015,17.39185
fji,2016,15.16989
fji,2017,16.81719
fji,2018,14.93481
fji,2019,16.8337
fji,2020,16.39175
fji,2021,14.46442
fra,1981,11.50818
fra,1982,11.38776
fra,1983,10.72234
fra,1984,10.42568
fra,1985,10.06159
fra,1986,9.67574
fra,1987,9.36071
fra,1988,9.57213
fra,1989,9.48339
fra,1990,9.64038
fra,1991,10.00684
fra,1992,9.56818
fra,1993,10.42579
fra,1994,10.52883
fra,1995,10.94588
fra,1996,10.79635
fra,1998,10.74723
fra,2017,9.65243
fra,2018,9.72483
fro,2015,15.87626
fro,2016,16.24981
fro,2017,17.25092
fro,2018,17.36721
fro,2019,15.41163
fsm,1999,8.78498
fsm,2000,9.96512
fsm,2015,22.31239
fsm,2016,21.58471
fsm,2017,19.14845
fsm,2018,17.12529
fsm,2019,18.10731
gab,1992,10.20018
gab,1998,7.05811
gab,1999,11.34816
gab,2000,17.70649
gab,2010,13.33042
gab,2011,13.74125
gab,2012,12.58227
gab,2013,8.73757
gab,2014,11.22549
gab,2015,6.95295
gab,2016,10.27964
gab,2017,16.05844
gab,2018,14.69508
gab,2019,14.15939
gab,2020,15.02552
gab,2021,15.12353
gbr,1981,12.64421
gbr,1982,11.60222
gbr,1983,11.40756
gbr,1984,11.20601
gbr,1985,10.45942
gbr,1986,10.21579
gbr,1987,10.50665
gbr,1988,10.74501
gbr,1989,11.0884
gbr,1990,11.09946
gbr,1991,10.83672
gbr,1992,11.11498
gbr,1994,11.77744
gbr,1995,11.85439
gbr,1996,11.63674
gbr,1998,12.09984
gbr,1999,11.60139
gbr,2000,11.848
gbr,2001,12.08186
gbr,2002,13.32559
gbr,2003,13.4005
gbr,2004,12.75941
gbr,2005,13.00338
gbr,2006,12.96017
gbr,2007,12.84258
gbr,2008,12.73311
gbr,2009,12.38475
gbr,2010,12.78199
gbr,2011,12.46857
gbr,2013,12.66024
gbr,2014,13.35372
gbr,2015,13.49021
gbr,2016,13.44864
gbr,2017,13.76128
gbr,2018,13.34408
geo,1998,10.85143
geo,1999,10.60486
geo,2000,12.54072
geo,2001,12.36196
geo,2002,13.60351
geo,2003,12.49294
geo,2004,15.03676
geo,2005,11.18125
geo,2006,12.89539
geo,2007,9.48665
geo,2008,8.9376
geo,2009,8.99825
geo,2011,9.26943
geo,2012,6.70776
geo,2016,12.6662
geo,2017,12.95336
geo,2018,12.9515
geo,2020,11.17151
gha,1980,7.64188
gha,1981,7.74814
gha,1982,13.83194
gha,1986,34.3092
gha,1987,24.668
gha,1988,23.93286
gha,1999,14.8927
gha,2001,15.74111
gha,2004,22.37925
gha,2005,23.42996
gha,2006,24.16198
gha,2007,22.31702
gha,2008,24.0375
gha,2009,22.49513
gha,2010,20.69614
gha,2011,30.63431
gha,2012,37.52096
gha,2013,21.22221
gha,2014,20.98514
gha,2015,23.8088
gha,2016,22.09332
gha,2017,20.09764
gha,2018,18.59817
gin,1991,9.99653
gin,1992,11.53745
gin,1993,11.4485
gin,1999,14.65855
gin,2000,15.19597
gin,2001,10.31576
gin,2002,13.06432
gin,2003,11.62475
gin,2004,12.3133
gin,2005,10.94747
gin,2008,15.67826
gin,2009,13.5834
gin,2010,12.43832
gin,2011,14.25931
gin,2012,9.46061
gin,2013,14.13281
gin,2014,11.98951
gin,2015,11.59878
gin,2016,15.76886
gin,2017,13.37679
gin,2018,14.87012
gin,2019,12.40536
gin,2020,12.29076
gin,2021,11.92443
gmb,2000,11.9218
gmb,2001,8.20527
gmb,2002,10.94752
gmb,2003,8.46884
gmb,2004,5.02954
gmb,2005,5.34417
gmb,2006,5.36076
gmb,2007,7.2975
gmb,2008,18.88171
gmb,2009,13.29374
gmb,2010,17.61123
gmb,2011,15.11833
gmb,2012,13.79553
gmb,2013,10.28876
gmb,2014,11.75232
gmb,2015,11.03293
gmb,2016,10.35779
gmb,2018,11.18827
gnb,1999,16.7431
gnb,2010,9.06924
gnb,2011,10.19974
gnb,2012,14.5398
gnb,2013,16.19138
gnb,2014,13
gnb,2015,13
gnb,2016,10
gnb,2017,15
gnq,1998,5.24814
grc,1981,8.38179
grc,1982,7.66137
grc,1983,7.11834
grc,1984,7.54852
grc,1986,6.48871
grc,1987,6.20449
grc,1988,6.77641
grc,1989,7.18172
grc,1990,7.19843
grc,1991,6.29203
grc,1998,6.40668
grc,1999,6.56005
grc,2000,6.95777
grc,2001,7.31652
grc,2002,7.47716
grc,2003,7.3604
grc,2004,7.70183
grc,2005,8.70021
grc,2015,7.18896
grc,2017,7.18392
grc,2018,7.42551
grd,2003,10.80899
grd,2017,14.04117
gtm,1996,18.72338
gtm,2006,20.33845
gtm,2007,21.27816
gtm,2008,23.34816
gtm,2010,19.29692
gtm,2011,20.24641
gtm,2012,21.10514
gtm,2013,20.63795
gtm,2014,21.95939
gtm,2015,24.0855
gtm,2016,23.43475
gtm,2017,23.08805
gtm,2018,23.74954
gtm,2019,23.75538
gtm,2020,21.14117
guy,1999,22.6878
