geo,time,sp_dyn_to65_fe_zs
dnk,1964,82.69221
dnk,1965,82.78198
dnk,1966,82.87175
dnk,1967,82.96153
dnk,1968,83.06562
dnk,1969,83.16971
dnk,1970,83.2738
dnk,1971,83.37789
dnk,1972,83.48198
dnk,1973,83.59068
dnk,1974,83.69938
dnk,1975,83.80808
dnk,1976,83.91678
dnk,1977,84.02548
dnk,1978,83.97672
dnk,1979,83.92797
dnk,1980,83.87922
dnk,1981,83.83047
dnk,1982,83.78172
dnk,1983,83.76156
dnk,1984,83.74141
dnk,1985,83.72126
dnk,1986,83.7011
dnk,1987,83.68095
dnk,1988,83.83185
dnk,1989,83.98274
dnk,1990,84.13364
dnk,1991,84.28454
dnk,1992,84.43544
dnk,1993,84.7118
dnk,1994,84.98817
dnk,1995,85.26453
dnk,1996,85.5409
dnk,1997,85.81726
dnk,1998,86.20683
dnk,1999,86.5964
dnk,2000,86.98597
dnk,2001,87.37554
dnk,2002,87.76511
dnk,2003,88.02013
dnk,2004,88.27515
dnk,2005,88.53016
dnk,2006,88.78518
dnk,2007,89.0402
dnk,2008,89.35108
dnk,2009,89.66196
dnk,2010,89.97283
dnk,2011,90.28371
dnk,2012,90.59459
dnk,2013,90.6958
dnk,2014,90.79701
dnk,2015,90.89822
dnk,2016,90.99943
dnk,2017,91.10064
dnk,2018,91.21385
dnk,2019,91.32705
dnk,2020,91.44026
dom,1960,51.02946
dom,1961,52.03013
dom,1962,53.03079
dom,1963,53.9284
dom,1964,54.826
dom,1965,55.72361
dom,1966,56.62121
dom,1967,57.51882
dom,1968,58.29608
dom,1969,59.07335
dom,1970,59.85062
dom,1971,60.62788
dom,1972,61.40515
dom,1973,61.97598
dom,1974,62.54681
dom,1975,63.11764
dom,1976,63.68848
dom,1977,64.25931
dom,1978,64.77156
dom,1979,65.28381
dom,1980,65.79606
dom,1981,66.30832
dom,1982,66.82057
dom,1983,67.44847
dom,1984,68.07638
dom,1985,68.70429
dom,1986,69.33219
dom,1987,69.9601
dom,1988,70.56961
dom,1989,71.17912
dom,1990,71.78862
dom,1991,72.39813
dom,1992,73.00764
dom,1993,73.39304
dom,1994,73.77844
dom,1995,74.16383
dom,1996,74.54923
dom,1997,74.93463
dom,1998,75.31216
dom,1999,75.68968
dom,2000,76.0672
dom,2001,76.44472
dom,2002,76.82225
dom,2003,77.17653
dom,2004,77.53081
dom,2005,77.88509
dom,2006,78.23937
dom,2007,78.59365
dom,2008,78.87341
dom,2009,79.15317
dom,2010,79.43292
dom,2011,79.71268
dom,2012,79.99244
dom,2013,80.2604
dom,2014,80.52836
dom,2015,80.79632
dom,2016,81.06428
dom,2017,81.33224
dom,2018,81.52102
dom,2019,81.70981
dom,2020,81.89859
dza,1960,42.93762
dza,1961,43.53375
dza,1962,44.12987
dza,1963,44.70687
dza,1964,45.28387
dza,1965,45.86087
dza,1966,46.43787
dza,1967,47.01487
dza,1968,47.5493
dza,1969,48.08372
dza,1970,48.61814
dza,1971,49.15257
dza,1972,49.68699
dza,1973,50.66013
dza,1974,51.63328
dza,1975,52.60642
dza,1976,53.57956
dza,1977,54.5527
dza,1978,56.69613
dza,1979,58.83956
dza,1980,60.98299
dza,1981,63.12642
dza,1982,65.26984
dza,1983,66.56055
dza,1984,67.85126
dza,1985,69.14196
dza,1986,70.43267
dza,1987,71.72338
dza,1988,72.2397
dza,1989,72.75602
dza,1990,73.27235
dza,1991,73.78867
dza,1992,74.305
dza,1993,74.81611
dza,1994,75.32721
dza,1995,75.83832
dza,1996,76.34943
dza,1997,76.86054
dza,1998,77.4495
dza,1999,78.03845
dza,2000,78.62741
dza,2001,79.21636
dza,2002,79.80532
dza,2003,80.41391
dza,2004,81.0225
dza,2005,81.6311
dza,2006,82.23969
dza,2007,82.84828
dza,2008,83.1695
dza,2009,83.49072
dza,2010,83.81194
dza,2011,84.13316
dza,2012,84.45438
dza,2013,84.72938
dza,2014,85.00439
dza,2015,85.27939
dza,2016,85.5544
dza,2017,85.8294
dza,2018,86.05101
dza,2019,86.27261
dza,2020,86.49422
ecu,1960,52.14773
ecu,1961,53.03224
ecu,1962,53.91674
ecu,1963,54.65675
ecu,1964,55.39676
ecu,1965,56.13677
ecu,1966,56.87678
ecu,1967,57.61679
ecu,1968,58.45439
ecu,1969,59.29198
ecu,1970,60.12957
ecu,1971,60.96717
ecu,1972,61.80476
ecu,1973,62.64529
ecu,1974,63.48582
ecu,1975,64.32635
ecu,1976,65.16689
ecu,1977,66.00742
ecu,1978,66.83987
ecu,1979,67.67231
ecu,1980,68.50476
ecu,1981,69.33721
ecu,1982,70.16966
ecu,1983,70.98659
ecu,1984,71.80351
ecu,1985,72.62044
ecu,1986,73.43737
ecu,1987,74.25429
ecu,1988,74.8803
ecu,1989,75.5063
ecu,1990,76.1323
ecu,1991,76.7583
ecu,1992,77.3843
ecu,1993,77.79468
ecu,1994,78.20505
ecu,1995,78.61542
ecu,1996,79.02579
ecu,1997,79.43616
ecu,1998,79.85513
ecu,1999,80.27411
ecu,2000,80.69308
ecu,2001,81.11205
ecu,2002,81.53102
ecu,2003,81.79837
ecu,2004,82.06572
ecu,2005,82.33306
ecu,2006,82.60041
ecu,2007,82.86776
ecu,2008,83.09688
ecu,2009,83.326
ecu,2010,83.55512
ecu,2011,83.78424
ecu,2012,84.01336
ecu,2013,84.32036
ecu,2014,84.62736
ecu,2015,84.93435
ecu,2016,85.24135
ecu,2017,85.54835
ecu,2018,85.75058
ecu,2019,85.95282
ecu,2020,86.15505
egy,1960,50.99778
egy,1961,51.74924
egy,1962,52.5007
egy,1963,53.12692
egy,1964,53.75315
egy,1965,54.37937
egy,1966,55.0056
egy,1967,55.63182
egy,1968,56.0192
egy,1969,56.40657
egy,1970,56.79395
egy,1971,57.18132
egy,1972,57.5687
egy,1973,58.48435
egy,1974,59.4
egy,1975,60.31565
egy,1976,61.2313
egy,1977,62.14695
egy,1978,62.9062
egy,1979,63.66545
egy,1980,64.4247
egy,1981,65.18395
egy,1982,65.9432
egy,1983,66.80105
egy,1984,67.65891
egy,1985,68.51676
egy,1986,69.37461
egy,1987,70.23247
egy,1988,70.68859
egy,1989,71.1447
egy,1990,71.60082
egy,1991,72.05694
egy,1992,72.51306
egy,1993,73.09632
egy,1994,73.67959
egy,1995,74.26285
egy,1996,74.84611
egy,1997,75.42938
egy,1998,75.67892
egy,1999,75.92847
egy,2000,76.17802
egy,2001,76.42756
egy,2002,76.67711
egy,2003,76.88625
egy,2004,77.09538
egy,2005,77.30452
egy,2006,77.51366
egy,2007,77.7228
egy,2008,78.03852
egy,2009,78.35424
egy,2010,78.66997
egy,2011,78.98569
egy,2012,79.30141
egy,2013,79.64906
egy,2014,79.99671
egy,2015,80.34436
egy,2016,80.69201
egy,2017,81.03966
egy,2018,81.30745
egy,2019,81.57524
egy,2020,81.84303
eri,1960,31.3603
eri,1961,32.29363
eri,1962,33.22696
eri,1963,33.7888
eri,1964,34.35064
eri,1965,34.91249
eri,1966,35.47433
eri,1967,36.03617
eri,1968,36.51592
eri,1969,36.99567
eri,1970,37.47543
eri,1971,37.95518
eri,1972,38.43493
eri,1973,38.84307
eri,1974,39.25121
eri,1975,39.65935
eri,1976,40.06749
eri,1977,40.47563
eri,1978,40.79919
eri,1979,41.12275
eri,1980,41.4463
eri,1981,41.76986
eri,1982,42.09342
eri,1983,42.38652
eri,1984,42.67963
eri,1985,42.97274
eri,1986,43.26585
eri,1987,43.55896
eri,1988,44.11646
eri,1989,44.67396
eri,1990,45.23145
eri,1991,45.78895
eri,1992,46.34645
eri,1993,47.04018
eri,1994,47.73391
eri,1995,48.42763
eri,1996,49.12136
eri,1997,49.81509
eri,1998,50.50239
eri,1999,51.18968
eri,2000,51.87698
eri,2001,52.56428
eri,2002,53.25158
eri,2003,54.35904
eri,2004,55.46651
eri,2005,56.57398
eri,2006,57.68144
eri,2007,58.78891
eri,2008,59.76585
eri,2009,60.7428
eri,2010,61.71974
eri,2011,62.69669
eri,2012,63.67363
eri,2013,64.50955
eri,2014,65.34547
eri,2015,66.18139
eri,2016,67.01731
eri,2017,67.85323
eri,2018,68.46708
eri,2019,69.08093
eri,2020,69.69477
esp,1960,78.37167
esp,1961,79.04188
esp,1962,79.71209
esp,1963,80.1967
esp,1964,80.68132
esp,1965,81.16593
esp,1966,81.65054
esp,1967,82.13516
esp,1968,82.53979
esp,1969,82.94442
esp,1970,83.34905
esp,1971,83.75368
esp,1972,84.15831
esp,1973,84.65218
esp,1974,85.14604
esp,1975,85.63991
esp,1976,86.13377
esp,1977,86.62764
esp,1978,87.06155
esp,1979,87.49547
esp,1980,87.92939
esp,1981,88.36331
esp,1982,88.79722
esp,1983,88.99836
esp,1984,89.1995
esp,1985,89.40063
esp,1986,89.60177
esp,1987,89.80291
esp,1988,89.98776
esp,1989,90.17261
esp,1990,90.35747
esp,1991,90.54232
esp,1992,90.72717
esp,1993,90.95397
esp,1994,91.18077
esp,1995,91.40757
esp,1996,91.63438
esp,1997,91.86118
esp,1998,92.01673
esp,1999,92.17228
esp,2000,92.32782
esp,2001,92.48337
esp,2002,92.63892
esp,2003,92.76932
esp,2004,92.89971
esp,2005,93.0301
esp,2006,93.16049
esp,2007,93.29088
esp,2008,93.38214
esp,2009,93.47341
esp,2010,93.56467
esp,2011,93.65594
esp,2012,93.7472
esp,2013,93.86306
esp,2014,93.97892
esp,2015,94.09478
esp,2016,94.21064
esp,2017,94.3265
esp,2018,94.42551
esp,2019,94.52453
esp,2020,94.62354
est,1960,79.08578
est,1961,79.81134
est,1962,80.53689
est,1963,80.84168
est,1964,81.14647
est,1965,81.45125
est,1966,81.75604
est,1967,82.06083
est,1968,82.08329
est,1969,82.10576
est,1970,82.12822
est,1971,82.15069
est,1972,82.17315
est,1973,82.04753
est,1974,81.9219
est,1975,81.79628
est,1976,81.67066
est,1977,81.54503
est,1978,81.43927
est,1979,81.33351
est,1980,81.22775
est,1981,81.12199
est,1982,81.01623
est,1983,81.19028
est,1984,81.36433
est,1985,81.53837
est,1986,81.71242
est,1987,81.88647
est,1988,81.50055
est,1989,81.11463
est,1990,80.72872
est,1991,80.3428
est,1992,79.95688
est,1993,80.19372
est,1994,80.43056
est,1995,80.6674
est,1996,80.90423
est,1997,81.14107
est,1998,81.62848
est,1999,82.11588
est,2000,82.60329
est,2001,83.09069
est,2002,83.5781
est,2003,84.10767
est,2004,84.63724
est,2005,85.1668
est,2006,85.69637
est,2007,86.22594
est,2008,86.85407
est,2009,87.4822
est,2010,88.11033
est,2011,88.73846
est,2012,89.36659
est,2013,89.64349
est,2014,89.9204
est,2015,90.19731
est,2016,90.47421
est,2017,90.75112
est,2018,90.86584
est,2019,90.98057
est,2020,91.0953
eth,1960,31.35983
eth,1961,32.29362
eth,1962,33.2274
eth,1963,33.78926
eth,1964,34.35111
eth,1965,34.91296
eth,1966,35.47481
eth,1967,36.03667
eth,1968,36.41257
eth,1969,36.78848
eth,1970,37.16438
eth,1971,37.54029
eth,1972,37.91619
eth,1973,38.12405
eth,1974,38.33191
eth,1975,38.53977
eth,1976,38.74763
eth,1977,38.95549
eth,1978,38.7305
eth,1979,38.50552
eth,1980,38.28054
eth,1981,38.05556
eth,1982,37.83058
eth,1983,38.56602
eth,1984,39.30147
eth,1985,40.03692
eth,1986,40.77236
eth,1987,41.50781
eth,1988,41.97299
eth,1989,42.43817
eth,1990,42.90335
eth,1991,43.36853
eth,1992,43.83371
eth,1993,44.23111
eth,1994,44.62851
eth,1995,45.02591
eth,1996,45.42332
eth,1997,45.82072
eth,1998,46.34499
eth,1999,46.86926
eth,2000,47.39353
eth,2001,47.91781
eth,2002,48.44208
eth,2003,50.35899
eth,2004,52.2759
eth,2005,54.1928
eth,2006,56.10971
eth,2007,58.02662
eth,2008,59.74595
eth,2009,61.46529
eth,2010,63.18462
eth,2011,64.90396
eth,2012,66.6233
eth,2013,67.37479
eth,2014,68.12628
eth,2015,68.87777
eth,2016,69.62926
eth,2017,70.38075
eth,2018,70.97605
eth,2019,71.57136
eth,2020,72.16666
fin,1960,79.32885
fin,1961,79.72481
fin,1962,80.12077
fin,1963,80.4531
fin,1964,80.78544
fin,1965,81.11777
fin,1966,81.4501
fin,1967,81.78244
fin,1968,82.2324
fin,1969,82.68236
fin,1970,83.13232
fin,1971,83.58229
fin,1972,84.03225
fin,1973,84.47637
fin,1974,84.92049
fin,1975,85.36462
fin,1976,85.80874
fin,1977,86.25286
fin,1978,86.59609
fin,1979,86.93931
fin,1980,87.28253
fin,1981,87.62576
fin,1982,87.96899
fin,1983,88.04592
fin,1984,88.12285
fin,1985,88.19979
fin,1986,88.27672
fin,1987,88.35366
fin,1988,88.54303
fin,1989,88.7324
fin,1990,88.92178
fin,1991,89.11115
fin,1992,89.30052
fin,1993,89.49822
fin,1994,89.69592
fin,1995,89.89362
fin,1996,90.09132
fin,1997,90.28902
fin,1998,90.37901
fin,1999,90.46901
fin,2000,90.559
fin,2001,90.64899
fin,2002,90.73899
fin,2003,90.83533
fin,2004,90.93168
fin,2005,91.02803
fin,2006,91.12437
fin,2007,91.22072
fin,2008,91.42096
fin,2009,91.62121
fin,2010,91.82145
fin,2011,92.0217
fin,2012,92.22194
fin,2013,92.35425
fin,2014,92.48656
fin,2015,92.61887
fin,2016,92.75118
fin,2017,92.88349
fin,2018,92.9889
fin,2019,93.09431
fin,2020,93.19972
fji,1960,63.18404
fji,1961,64.10628
fji,1962,65.02853
fji,1963,65.41059
fji,1964,65.79265
fji,1965,66.17472
fji,1966,66.55678
fji,1967,66.93884
fji,1968,67.00045
fji,1969,67.06207
fji,1970,67.12368
fji,1971,67.18529
fji,1972,67.2469
fji,1973,67.50206
fji,1974,67.75721
fji,1975,68.01237
fji,1976,68.26752
fji,1977,68.52267
fji,1978,68.76117
fji,1979,68.99968
fji,1980,69.23818
fji,1981,69.47668
fji,1982,69.71518
fji,1983,70.04192
fji,1984,70.36866
fji,1985,70.6954
fji,1986,71.02214
fji,1987,71.34888
fji,1988,71.18088
fji,1989,71.01288
fji,1990,70.84488
fji,1991,70.67687
fji,1992,70.50887
fji,1993,70.27174
fji,1994,70.03462
fji,1995,69.79749
fji,1996,69.56036
fji,1997,69.32323
fji,1998,69.49608
fji,1999,69.66893
fji,2000,69.84178
fji,2001,70.01463
fji,2002,70.18748
fji,2003,70.18359
fji,2004,70.1797
fji,2005,70.17581
fji,2006,70.17193
fji,2007,70.16804
fji,2008,70.45
fji,2009,70.73196
fji,2010,71.01393
fji,2011,71.29589
fji,2012,71.57785
fji,2013,71.78671
fji,2014,71.99557
fji,2015,72.20444
fji,2016,72.4133
fji,2017,72.62216
fji,2018,72.93782
fji,2019,73.25348
fji,2020,73.56914
fra,1960,80.42187
fra,1961,80.89598
fra,1962,81.3701
fra,1963,81.61263
fra,1964,81.85517
fra,1965,82.0977
fra,1966,82.34024
fra,1967,82.58277
fra,1968,82.88275
fra,1969,83.18274
fra,1970,83.48272
fra,1971,83.7827
fra,1972,84.08268
fra,1973,84.44496
fra,1974,84.80723
fra,1975,85.16951
fra,1976,85.53179
fra,1977,85.89406
fra,1978,86.17116
fra,1979,86.44825
fra,1980,86.72535
fra,1981,87.00245
fra,1982,87.27954
fra,1983,87.54706
fra,1984,87.81458
fra,1985,88.0821
fra,1986,88.34962
fra,1987,88.61714
fra,1988,88.80852
fra,1989,88.99989
fra,1990,89.19127
fra,1991,89.38264
fra,1992,89.57402
fra,1993,89.73605
fra,1994,89.89809
fra,1995,90.06012
fra,1996,90.22216
fra,1997,90.38419
fra,1998,90.51252
fra,1999,90.64084
fra,2000,90.76916
fra,2001,90.89748
fra,2002,91.02581
fra,2003,91.14603
fra,2004,91.26624
fra,2005,91.38646
fra,2006,91.50668
fra,2007,91.6269
fra,2008,91.72716
fra,2009,91.82743
fra,2010,91.92769
fra,2011,92.02796
fra,2012,92.12823
fra,2013,92.17131
fra,2014,92.2144
fra,2015,92.25748
fra,2016,92.30057
fra,2017,92.34365
fra,2018,92.4187
fra,2019,92.49376
fra,2020,92.56881
fsm,1960,54.21702
fsm,1961,54.89019
fsm,1962,55.56336
fsm,1963,56.21046
fsm,1964,56.85757
fsm,1965,57.50468
fsm,1966,58.15179
fsm,1967,58.79889
fsm,1968,59.47948
fsm,1969,60.16007
fsm,1970,60.84066
fsm,1971,61.52125
fsm,1972,62.20184
fsm,1973,62.81096
fsm,1974,63.42008
fsm,1975,64.02921
fsm,1976,64.63833
fsm,1977,65.24745
fsm,1978,65.5473
fsm,1979,65.84714
fsm,1980,66.14699
fsm,1981,66.44683
fsm,1982,66.74668
fsm,1983,66.88281
fsm,1984,67.01894
fsm,1985,67.15507
fsm,1986,67.2912
fsm,1987,67.42733
fsm,1988,67.62899
fsm,1989,67.83065
fsm,1990,68.03231
fsm,1991,68.23397
fsm,1992,68.43563
fsm,1993,68.61136
fsm,1994,68.78709
fsm,1995,68.96281
fsm,1996,69.13854
fsm,1997,69.31427
fsm,1998,69.54156
fsm,1999,69.76886
fsm,2000,69.99615
fsm,2001,70.22344
fsm,2002,70.45074
fsm,2003,70.80519
fsm,2004,71.15964
fsm,2005,71.51409
fsm,2006,71.86855
fsm,2007,72.223
fsm,2008,72.52282
fsm,2009,72.82264
fsm,2010,73.12246
fsm,2011,73.42228
fsm,2012,73.7221
fsm,2013,73.97424
fsm,2014,74.22637
fsm,2015,74.47851
fsm,2016,74.73065
fsm,2017,74.98279
fsm,2018,75.22262
fsm,2019,75.46245
fsm,2020,75.70228
gab,1960,33.40673
gab,1961,33.81931
gab,1962,34.23189
gab,1963,35.38421
gab,1964,36.53654
gab,1965,37.68886
gab,1966,38.84118
gab,1967,39.9935
gab,1968,41.13397
gab,1969,42.27445
gab,1970,43.41492
gab,1971,44.55539
gab,1972,45.69586
gab,1973,46.84977
gab,1974,48.00368
gab,1975,49.15759
gab,1976,50.3115
gab,1977,51.4654
gab,1978,52.66149
gab,1979,53.85757
gab,1980,55.05365
gab,1981,56.24973
gab,1982,57.44581
gab,1983,58.46754
gab,1984,59.48926
gab,1985,60.51098
gab,1986,61.53271
gab,1987,62.55443
gab,1988,62.42917
gab,1989,62.30391
gab,1990,62.17864
gab,1991,62.05338
gab,1992,61.92812
gab,1993,61.13412
gab,1994,60.34012
gab,1995,59.54612
gab,1996,58.75212
gab,1997,57.95812
gab,1998,57.14677
gab,1999,56.33542
gab,2000,55.52407
gab,2001,54.71272
gab,2002,53.90137
gab,2003,54.56827
gab,2004,55.23517
gab,2005,55.90207
gab,2006,56.56897
gab,2007,57.23587
gab,2008,58.685
gab,2009,60.13413
gab,2010,61.58327
gab,2011,63.0324
gab,2012,64.48153
gab,2013,65.8323
gab,2014,67.18307
gab,2015,68.53384
gab,2016,69.88461
gab,2017,71.23538
gab,2018,71.58069
gab,2019,71.926
gab,2020,72.2713
gbr,1960,80.6558
gbr,1961,80.82947
gbr,1962,81.00314
gbr,1963,81.16374
gbr,1964,81.32433
gbr,1965,81.48493
gbr,1966,81.64552
gbr,1967,81.80612
gbr,1968,81.90261
gbr,1969,81.9991
gbr,1970,82.0956
gbr,1971,82.19209
gbr,1972,82.28858
gbr,1973,82.44703
gbr,1974,82.60547
gbr,1975,82.76392
gbr,1976,82.92236
gbr,1977,83.0808
gbr,1978,83.35264
gbr,1979,83.62448
gbr,1980,83.89632
gbr,1981,84.16815
gbr,1982,84.43999
gbr,1983,84.6818
gbr,1984,84.9236
gbr,1985,85.16541
gbr,1986,85.40722
gbr,1987,85.64903
gbr,1988,85.96331
gbr,1989,86.27759
gbr,1990,86.59187
gbr,1991,86.90615
gbr,1992,87.22043
gbr,1993,87.4479
gbr,1994,87.67537
gbr,1995,87.90284
gbr,1996,88.13031
gbr,1997,88.35778
gbr,1998,88.56267
gbr,1999,88.76756
gbr,2000,88.97245
gbr,2001,89.17734
gbr,2002,89.38223
gbr,2003,89.5568
gbr,2004,89.73136
gbr,2005,89.90593
gbr,2006,90.08049
gbr,2007,90.25506
gbr,2008,90.42889
gbr,2009,90.60272
gbr,2010,90.77655
gbr,2011,90.95038
gbr,2012,91.12421
gbr,2013,91.15373
gbr,2014,91.18325
gbr,2015,91.21277
gbr,2016,91.24229
gbr,2017,91.27181
gbr,2018,91.34911
gbr,2019,91.42642
gbr,2020,91.50372
geo,1960,72.63288
geo,1961,73.31842
geo,1962,74.00395
geo,1963,74.61555
geo,1964,75.22715
geo,1965,75.83875
geo,1966,76.45034
geo,1967,77.06194
geo,1968,77.4921
geo,1969,77.92226
geo,1970,78.35243
geo,1971,78.78259
geo,1972,79.21275
geo,1973,79.63863
geo,1974,80.06451
geo,1975,80.49039
geo,1976,80.91628
geo,1977,81.34216
geo,1978,81.32543
geo,1979,81.30871
geo,1980,81.29198
geo,1981,81.27526
geo,1982,81.25853
geo,1983,81.48415
geo,1984,81.70978
geo,1985,81.9354
geo,1986,82.16102
geo,1987,82.38665
geo,1988,82.39664
geo,1989,82.40663
geo,1990,82.41662
geo,1991,82.42661
geo,1992,82.4366
geo,1993,82.14982
geo,1994,81.86305
geo,1995,81.57627
geo,1996,81.28949
geo,1997,81.00272
geo,1998,81.20508
geo,1999,81.40745
geo,2000,81.60981
geo,2001,81.81218
geo,2002,82.01455
geo,2003,82.38543
geo,2004,82.75631
geo,2005,83.12719
geo,2006,83.49807
geo,2007,83.86895
geo,2008,84.20627
geo,2009,84.5436
geo,2010,84.88092
geo,2011,85.21824
geo,2012,85.55557
geo,2013,85.85128
geo,2014,86.147
geo,2015,86.44272
geo,2016,86.73844
geo,2017,87.03416
geo,2018,87.1897
geo,2019,87.34523
geo,2020,87.50077
gha,1960,40.02513
gha,1961,40.72216
gha,1962,41.41918
gha,1963,41.94185
gha,1964,42.46451
gha,1965,42.98718
gha,1966,43.50984
gha,1967,44.03251
gha,1968,44.63922
gha,1969,45.24594
gha,1970,45.85265
gha,1971,46.45937
gha,1972,47.06608
gha,1973,47.52419
gha,1974,47.9823
gha,1975,48.44042
gha,1976,48.89853
gha,1977,49.35664
gha,1978,49.76653
gha,1979,50.17642
gha,1980,50.58631
gha,1981,50.9962
gha,1982,51.40609
gha,1983,52.03743
gha,1984,52.66876
gha,1985,53.3001
gha,1986,53.93143
gha,1987,54.56277
gha,1988,55.36293
gha,1989,56.1631
gha,1990,56.96326
gha,1991,57.76343
gha,1992,58.56359
gha,1993,57.9795
gha,1994,57.39542
gha,1995,56.81133
gha,1996,56.22725
gha,1997,55.64316
gha,1998,55.70505
gha,1999,55.76694
gha,2000,55.82883
gha,2001,55.89072
gha,2002,55.95261
gha,2003,56.89923
gha,2004,57.84585
gha,2005,58.79246
gha,2006,59.73908
gha,2007,60.6857
gha,2008,61.13942
gha,2009,61.59315
gha,2010,62.04687
gha,2011,62.5006
gha,2012,62.95432
gha,2013,63.57399
gha,2014,64.19365
gha,2015,64.81332
gha,2016,65.43298
gha,2017,66.05265
gha,2018,66.52227
gha,2019,66.9919
gha,2020,67.46153
gin,1960,26.41512
gin,1961,26.71732
gin,1962,27.01952
gin,1963,27.2554
gin,1964,27.49129
gin,1965,27.72717
gin,1966,27.96306
gin,1967,28.19895
gin,1968,28.6175
gin,1969,29.03606
gin,1970,29.45462
gin,1971,29.87318
gin,1972,30.29173
gin,1973,30.97684
gin,1974,31.66194
gin,1975,32.34705
gin,1976,33.03215
gin,1977,33.71726
gin,1978,34.69743
gin,1979,35.67761
gin,1980,36.65778
gin,1981,37.63796
gin,1982,38.61813
gin,1983,40.22141
gin,1984,41.82468
gin,1985,43.42795
gin,1986,45.03122
gin,1987,46.63449
gin,1988,47.52485
gin,1989,48.41521
gin,1990,49.30557
gin,1991,50.19593
gin,1992,51.08629
gin,1993,50.66875
gin,1994,50.25121
gin,1995,49.83367
gin,1996,49.41613
gin,1997,48.9986
gin,1998,48.48696
gin,1999,47.97533
gin,2000,47.4637
gin,2001,46.95207
gin,2002,46.44044
gin,2003,47.94295
gin,2004,49.44545
gin,2005,50.94796
gin,2006,52.45047
gin,2007,53.95298
gin,2008,54.4966
gin,2009,55.04022
gin,2010,55.58384
gin,2011,56.12746
gin,2012,56.67108
gin,2013,57.67447
gin,2014,58.67786
gin,2015,59.68126
gin,2016,60.68465
gin,2017,61.68805
gin,2018,62.24262
gin,2019,62.7972
gin,2020,63.35178
gmb,1960,22.72253
gmb,1961,23.04694
gmb,1962,23.37134
gmb,1963,24.01485
gmb,1964,24.65835
gmb,1965,25.30186
gmb,1966,25.94537
gmb,1967,26.58887
gmb,1968,27.82194
gmb,1969,29.05502
gmb,1970,30.28809
gmb,1971,31.52116
gmb,1972,32.75424
gmb,1973,33.99592
gmb,1974,35.23761
gmb,1975,36.47929
gmb,1976,37.72098
gmb,1977,38.96266
gmb,1978,40.16156
gmb,1979,41.36046
gmb,1980,42.55935
gmb,1981,43.75825
gmb,1982,44.95714
gmb,1983,45.90786
gmb,1984,46.85858
gmb,1985,47.8093
gmb,1986,48.76003
gmb,1987,49.71075
gmb,1988,50.0384
gmb,1989,50.36605
gmb,1990,50.69371
gmb,1991,51.02136
gmb,1992,51.34902
gmb,1993,51.86394
gmb,1994,52.37887
gmb,1995,52.89379
gmb,1996,53.40871
gmb,1997,53.92364
gmb,1998,54.39331
gmb,1999,54.86299
gmb,2000,55.33266
gmb,2001,55.80234
gmb,2002,56.27202
gmb,2003,56.86794
gmb,2004,57.46387
gmb,2005,58.0598
gmb,2006,58.65572
gmb,2007,59.25165
gmb,2008,59.69779
gmb,2009,60.14394
gmb,2010,60.59008
gmb,2011,61.03622
gmb,2012,61.48237
gmb,2013,61.9132
gmb,2014,62.34403
gmb,2015,62.77487
gmb,2016,63.2057
gmb,2017,63.63653
gmb,2018,64.22575
gmb,2019,64.81498
gmb,2020,65.4042
gnb,1960,31.04375
gnb,1961,31.44531
gnb,1962,31.84687
gnb,1963,32.32464
gnb,1964,32.8024
gnb,1965,33.28016
gnb,1966,33.75793
gnb,1967,34.23569
gnb,1968,34.68033
gnb,1969,35.12497
gnb,1970,35.5696
gnb,1971,36.01424
gnb,1972,36.45888
gnb,1973,36.9844
gnb,1974,37.50992
gnb,1975,38.03545
gnb,1976,38.56097
gnb,1977,39.08649
gnb,1978,39.65908
gnb,1979,40.23168
gnb,1980,40.80427
gnb,1981,41.37686
gnb,1982,41.94945
gnb,1983,42.44392
gnb,1984,42.93839
gnb,1985,43.43285
gnb,1986,43.92732
gnb,1987,44.42179
gnb,1988,44.97169
gnb,1989,45.52159
gnb,1990,46.07149
gnb,1991,46.62139
gnb,1992,47.17129
gnb,1993,47.42717
gnb,1994,47.68305
gnb,1995,47.93893
gnb,1996,48.19482
gnb,1997,48.4507
gnb,1998,48.64991
gnb,1999,48.84912
gnb,2000,49.04834
gnb,2001,49.24755
gnb,2002,49.44676
gnb,2003,49.63885
gnb,2004,49.83093
gnb,2005,50.02301
gnb,2006,50.2151
gnb,2007,50.40718
gnb,2008,51.13136
gnb,2009,51.85554
gnb,2010,52.57972
gnb,2011,53.30389
gnb,2012,54.02807
gnb,2013,54.33388
gnb,2014,54.6397
gnb,2015,54.94551
gnb,2016,55.25132
gnb,2017,55.55713
gnb,2018,56.10743
gnb,2019,56.65773
gnb,2020,57.20803
gnq,1960,29.2348
gnq,1961,29.64306
gnq,1962,30.05132
gnq,1963,30.46418
gnq,1964,30.87703
gnq,1965,31.28988
gnq,1966,31.70273
gnq,1967,32.11558
gnq,1968,32.53385
gnq,1969,32.95212
gnq,1970,33.37039
gnq,1971,33.78866
gnq,1972,34.20693
gnq,1973,34.63412
gnq,1974,35.06132
gnq,1975,35.48851
gnq,1976,35.91571
gnq,1977,36.3429
gnq,1978,37.33759
gnq,1979,38.33228
gnq,1980,39.32697
gnq,1981,40.32165
gnq,1982,41.31634
gnq,1983,41.7784
gnq,1984,42.24046
gnq,1985,42.70252
