geo,time,sh_sta_pois_p5_fe
guy,2016,0.1
guy,2017,0.1
guy,2018,0.1
guy,2019,0.1
hnd,2000,0.1
hnd,2001,0.1
hnd,2002,0.1
hnd,2003,0.1
hnd,2004,0.1
hnd,2005,0.1
hnd,2006,0.1
hnd,2007,0.1
hnd,2008,0.1
hnd,2009,0.1
hnd,2010,0.1
hnd,2011,0.1
hnd,2012,0.1
hnd,2013,0.1
hnd,2014,0.1
hnd,2015,0.1
hnd,2016,0.1
hnd,2017,0.1
hnd,2018,0.1
hnd,2019,0.1
hrv,2000,0.4
hrv,2001,0.5
hrv,2002,0.5
hrv,2003,0.6
hrv,2004,0.5
hrv,2005,0.6
hrv,2006,0.4
hrv,2007,0.3
hrv,2008,0.3
hrv,2009,0.5
hrv,2010,0.4
hrv,2011,0.3
hrv,2012,0.6
hrv,2013,0.3
hrv,2014,0.3
hrv,2015,0.3
hrv,2016,0.4
hrv,2017,0.3
hrv,2018,0.3
hrv,2019,0.3
hti,2000,1.6
hti,2001,1.4
hti,2002,1.3
hti,2003,1.3
hti,2004,0.9
hti,2005,1.1
hti,2006,1.1
hti,2007,1.1
hti,2008,1
hti,2009,1
hti,2010,6.8
hti,2011,0.9
hti,2012,0.9
hti,2013,0.9
hti,2014,0.9
hti,2015,0.9
hti,2016,0.8
hti,2017,0.8
hti,2018,0.9
hti,2019,0.8
hun,2000,0.2
hun,2001,0.7
hun,2002,0.5
hun,2003,0.8
hun,2004,0.5
hun,2005,0.7
hun,2006,0.6
hun,2007,0.5
hun,2008,0.4
hun,2009,0.5
hun,2010,0.6
hun,2011,0.4
hun,2012,0.5
hun,2013,0.4
hun,2014,0.2
hun,2015,0.2
hun,2016,0.4
hun,2017,0.4
hun,2018,0.1
hun,2019,0.4
idn,2000,0.2
idn,2001,0.2
idn,2002,0.2
idn,2003,0.2
idn,2004,0.2
idn,2005,0.1
idn,2006,0.1
idn,2007,0.1
idn,2008,0.1
idn,2009,0.1
idn,2010,0.1
idn,2011,0.1
idn,2012,0.1
idn,2013,0.1
idn,2014,0.1
idn,2015,0.1
idn,2016,0.1
idn,2017,0.1
idn,2018,0.1
idn,2019,0.1
ind,2000,0.5
ind,2001,0.5
ind,2002,0.5
ind,2003,0.4
ind,2004,0.4
ind,2005,0.4
ind,2006,0.4
ind,2007,0.4
ind,2008,0.3
ind,2009,0.3
ind,2010,0.3
ind,2011,0.3
ind,2012,0.2
ind,2013,0.2
ind,2014,0.2
ind,2015,0.2
ind,2016,0.2
ind,2017,0.2
ind,2018,0.2
ind,2019,0.2
irl,2000,0.4
irl,2001,0.4
irl,2002,0.4
irl,2003,0.3
irl,2004,0.3
irl,2005,0.4
irl,2006,0.3
irl,2007,0.4
irl,2008,0.2
irl,2009,0.4
irl,2010,0.1
irl,2011,0.5
irl,2012,0.1
irl,2013,0.3
irl,2014,0.1
irl,2015,0.1
irl,2016,0.2
irl,2017,0.2
irl,2018,0.2
irl,2019,0.2
irn,2000,1.2
irn,2001,1.2
irn,2002,1.1
irn,2003,1
irn,2004,1.1
irn,2005,1.1
irn,2006,1.1
irn,2007,1.1
irn,2008,1
irn,2009,1
irn,2010,0.9
irn,2011,0.9
irn,2012,0.8
irn,2013,0.8
irn,2014,0.7
irn,2015,0.6
irn,2016,0.6
irn,2017,0.6
irn,2018,0.6
irn,2019,0.6
irq,2000,0.5
irq,2001,0.5
irq,2002,0.5
irq,2003,0.5
irq,2004,0.4
irq,2005,0.4
irq,2006,0.5
irq,2007,0.4
irq,2008,0.3
irq,2009,0.3
irq,2010,0.3
irq,2011,0.3
irq,2012,0.3
irq,2013,0.3
irq,2014,0.3
irq,2015,0.3
irq,2016,0.3
irq,2017,0.3
irq,2018,0.3
irq,2019,0.2
isl,2000,0.3
isl,2001,1.1
isl,2002,0.4
isl,2003,0
isl,2004,0
isl,2005,0
isl,2006,0
isl,2007,0.2
isl,2008,0.6
isl,2009,0.4
isl,2010,0.2
isl,2011,0.5
isl,2012,0.9
isl,2013,0.8
isl,2014,0.7
isl,2015,0.2
isl,2016,0.2
isl,2017,0.2
isl,2018,0.2
isl,2019,0.4
isr,2000,0.1
isr,2001,0
isr,2002,0
isr,2003,0.1
isr,2004,0
isr,2005,0
isr,2006,0
isr,2007,0
isr,2008,0
isr,2009,0
isr,2010,0
isr,2011,0
isr,2012,0
isr,2013,0
isr,2014,0
isr,2015,0
isr,2016,0.1
isr,2017,0
isr,2018,0
isr,2019,0
ita,2000,0.2
ita,2001,0.2
ita,2002,0.2
ita,2003,0.2
ita,2004,0.2
ita,2005,0.1
ita,2006,0.2
ita,2007,0.2
ita,2008,0.2
ita,2009,0.1
ita,2010,0.2
ita,2011,0.1
ita,2012,0.2
ita,2013,0.2
ita,2014,0.1
ita,2015,0.2
ita,2016,0.1
ita,2017,0.1
ita,2018,0.1
ita,2019,0.1
jam,2000,0.1
jam,2001,0.1
jam,2002,0.1
jam,2003,0.1
jam,2004,0.1
jam,2005,0.1
jam,2006,0.1
jam,2007,0.1
jam,2008,0.1
jam,2009,0.1
jam,2010,0.1
jam,2011,0.1
jam,2012,0.1
jam,2013,0.1
jam,2014,0.1
jam,2015,0.1
jam,2016,0.1
jam,2017,0.1
jam,2018,0.1
jam,2019,0.1
jor,2000,1.4
jor,2001,1.4
jor,2002,1.3
jor,2003,1.3
jor,2004,1.2
jor,2005,1.1
jor,2006,0.9
jor,2007,0.8
jor,2008,0.7
jor,2009,0.7
jor,2010,0.6
jor,2011,0.5
jor,2012,0.5
jor,2013,0.4
jor,2014,0.4
jor,2015,0.4
jor,2016,0.4
jor,2017,0.4
jor,2018,0.4
jor,2019,0.4
jpn,2000,0.2
jpn,2001,0.1
jpn,2002,0.1
jpn,2003,0.2
jpn,2004,0.2
jpn,2005,0.2
jpn,2006,0.2
jpn,2007,0.2
jpn,2008,0.2
jpn,2009,0.2
jpn,2010,0.2
jpn,2011,0.2
jpn,2012,0.2
jpn,2013,0.1
jpn,2014,0.1
jpn,2015,0.2
jpn,2016,0.1
jpn,2017,0.1
jpn,2018,0.1
jpn,2019,0.1
kaz,2000,2.7
kaz,2001,2.7
kaz,2002,2.6
kaz,2003,2.6
kaz,2004,2.4
kaz,2005,2.3
kaz,2006,2.3
kaz,2007,2.1
kaz,2008,2
kaz,2009,1.8
kaz,2010,1.8
kaz,2011,1.7
kaz,2012,1.6
kaz,2013,1.5
kaz,2014,1.4
kaz,2015,1.3
kaz,2016,1.2
kaz,2017,1.2
kaz,2018,1.1
kaz,2019,1
ken,2000,2.5
ken,2001,1.9
ken,2002,1.9
ken,2003,1.7
ken,2004,1.6
ken,2005,1.6
ken,2006,1.6
ken,2007,1.6
ken,2008,1.6
ken,2009,1.5
ken,2010,1.5
ken,2011,1.5
ken,2012,1.4
ken,2013,1.4
ken,2014,1.4
ken,2015,1.4
ken,2016,1.3
ken,2017,1.3
ken,2018,1.3
ken,2019,1.3
kgz,2000,1.5
kgz,2001,1.3
kgz,2002,1.3
kgz,2003,1.3
kgz,2004,1.2
kgz,2005,1.2
kgz,2006,1.2
kgz,2007,1.1
kgz,2008,1.1
kgz,2009,1
kgz,2010,0.9
kgz,2011,0.9
kgz,2012,0.8
kgz,2013,0.7
kgz,2014,0.7
kgz,2015,0.7
kgz,2016,0.6
kgz,2017,0.6
kgz,2018,0.6
kgz,2019,0.6
khm,2000,0.7
khm,2001,0.7
khm,2002,0.6
khm,2003,0.5
khm,2004,0.5
khm,2005,0.5
khm,2006,0.5
khm,2007,0.4
khm,2008,0.4
khm,2009,0.4
khm,2010,0.3
khm,2011,0.3
khm,2012,0.3
khm,2013,0.3
khm,2014,0.3
khm,2015,0.3
khm,2016,0.3
khm,2017,0.3
khm,2018,0.3
khm,2019,0.3
kir,2000,1.5
kir,2001,1.5
kir,2002,1.4
kir,2003,1.4
kir,2004,1.4
kir,2005,1.4
kir,2006,1.5
kir,2007,1.6
kir,2008,1.7
kir,2009,1.8
kir,2010,1.8
kir,2011,1.8
kir,2012,1.7
kir,2013,1.8
kir,2014,1.7
kir,2015,1.7
kir,2016,1.7
kir,2017,1.7
kir,2018,1.1
kir,2019,1.6
kor,2000,0.6
kor,2001,0.5
kor,2002,0.4
kor,2003,0.3
kor,2004,0.3
kor,2005,0.3
kor,2006,0.4
kor,2007,0.2
kor,2008,0.2
kor,2009,0.1
kor,2010,0.2
kor,2011,0.2
kor,2012,0.2
kor,2013,0.2
kor,2014,0.2
kor,2015,0.1
kor,2016,0.2
kor,2017,0.2
kor,2018,0.1
kor,2019,0.1
kwt,2000,0.3
kwt,2001,0.4
kwt,2002,0.4
kwt,2003,0.3
kwt,2004,0.3
kwt,2005,0.3
kwt,2006,0.3
kwt,2007,0.3
kwt,2008,0.3
kwt,2009,0.3
kwt,2010,0.3
kwt,2011,0.2
kwt,2012,0.2
kwt,2013,0.2
kwt,2014,0.2
kwt,2015,0.1
kwt,2016,0.1
kwt,2017,0.1
kwt,2018,0.1
kwt,2019,0.1
lao,2000,1.3
lao,2001,1.3
lao,2002,1.2
lao,2003,1.1
lao,2004,1
lao,2005,1
lao,2006,0.9
lao,2007,0.8
lao,2008,1
lao,2009,0.9
lao,2010,0.9
lao,2011,0.8
lao,2012,0.8
lao,2013,0.7
lao,2014,0.5
lao,2015,0.5
lao,2016,0.5
lao,2017,0.5
lao,2018,0.4
lao,2019,0.4
lbn,2000,0.7
lbn,2001,0.7
lbn,2002,0.6
lbn,2003,0.5
lbn,2004,0.5
lbn,2005,0.5
lbn,2006,0.4
lbn,2007,0.5
lbn,2008,0.5
lbn,2009,0.5
lbn,2010,0.5
lbn,2011,0.5
lbn,2012,0.4
lbn,2013,0.4
lbn,2014,0.4
lbn,2015,0.4
lbn,2016,0.4
lbn,2017,0.4
lbn,2018,0.3
lbn,2019,0.4
lbr,2000,1.8
lbr,2001,1.6
lbr,2002,1.4
lbr,2003,1.1
lbr,2004,2.1
lbr,2005,2
lbr,2006,1.9
lbr,2007,1.9
lbr,2008,1.9
lbr,2009,1.8
lbr,2010,1.6
lbr,2011,1.7
lbr,2012,1.9
lbr,2013,1.9
lbr,2014,1.9
lbr,2015,1.4
lbr,2016,1.6
lbr,2017,1.5
lbr,2018,1.4
lbr,2019,1.3
lby,2000,0.8
lby,2001,0.7
lby,2002,0.7
lby,2003,0.7
lby,2004,0.6
lby,2005,0.6
lby,2006,0.6
lby,2007,0.7
lby,2008,0.7
lby,2009,0.8
lby,2010,0.7
lby,2011,0.6
lby,2012,0.7
lby,2013,0.6
lby,2014,0.6
lby,2015,0.6
lby,2016,0.6
lby,2017,0.6
lby,2018,0.7
lby,2019,0.6
lca,2000,0.2
lca,2001,0.1
lca,2002,0.1
lca,2003,0.1
lca,2004,0.1
lca,2005,0.1
lca,2006,0.1
lca,2007,0.1
lca,2008,0.1
lca,2009,0.1
lca,2010,0.1
lca,2011,0.1
lca,2012,0.1
lca,2013,0.1
lca,2014,0.1
lca,2015,0.1
lca,2016,0.1
lca,2017,0.1
lca,2018,0.1
lca,2019,0.1
lka,2000,0.2
lka,2001,0.2
lka,2002,0.2
lka,2003,0.2
lka,2004,0.6
lka,2005,0.7
lka,2006,0.4
lka,2007,0.4
lka,2008,0.2
lka,2009,0.4
lka,2010,0.2
lka,2011,0.3
lka,2012,0.2
lka,2013,0.2
lka,2014,0.2
lka,2015,0.2
lka,2016,0.2
lka,2017,0.2
lka,2018,0.2
lka,2019,0.2
lso,2000,2.4
lso,2001,2.3
lso,2002,2.3
lso,2003,2.5
lso,2004,2.3
lso,2005,2.3
lso,2006,2.8
lso,2007,2.9
lso,2008,3.5
lso,2009,3.6
lso,2010,3.6
lso,2011,4
lso,2012,4.4
lso,2013,4.7
lso,2014,4.8
lso,2015,4.8
lso,2016,4.6
lso,2017,4.2
lso,2018,4.3
lso,2019,4.3
ltu,2000,2.6
ltu,2001,1.9
ltu,2002,2.1
ltu,2003,2.6
ltu,2004,1.9
ltu,2005,2.1
ltu,2006,3.1
ltu,2007,2.6
ltu,2008,2.7
ltu,2009,2.6
ltu,2010,2.9
ltu,2011,1.8
ltu,2012,1.4
ltu,2013,1.7
ltu,2014,1.2
ltu,2015,1.9
ltu,2016,1.8
ltu,2017,2
ltu,2018,1.6
ltu,2019,0.7
lux,2000,0.5
lux,2001,0.5
lux,2002,0.9
lux,2003,0.7
lux,2004,0.7
lux,2005,0.7
lux,2006,0.5
lux,2007,0.9
lux,2008,1.1
lux,2009,0.3
lux,2010,0.2
lux,2011,0.1
lux,2012,0.1
lux,2013,0
lux,2014,0
lux,2015,0
lux,2016,0
lux,2017,0
lux,2018,0
lux,2019,0
lva,2000,3.1
lva,2001,2.4
lva,2002,2.8
lva,2003,2
lva,2004,2.3
lva,2005,3
lva,2006,1.6
lva,2007,2.6
lva,2008,2
lva,2009,2
lva,2010,1
lva,2011,0.6
lva,2012,0.8
lva,2013,0.5
lva,2014,0.8
lva,2015,0.3
lva,2016,0.5
lva,2017,0.6
lva,2018,0.4
lva,2019,0.5
mar,2000,1.3
mar,2001,1.3
mar,2002,1.2
mar,2003,1.2
mar,2004,1.2
mar,2005,1.2
mar,2006,1.1
mar,2007,1.1
mar,2008,1.1
mar,2009,1.1
mar,2010,1
mar,2011,1
mar,2012,1
mar,2013,1
mar,2014,0.9
mar,2015,0.9
mar,2016,0.9
mar,2017,0.8
mar,2018,0.8
mar,2019,0.8
mda,2000,3.9
mda,2001,4.8
mda,2002,5.8
mda,2003,4.8
mda,2004,5.4
mda,2005,4.5
mda,2006,4.7
mda,2007,3.7
mda,2008,3.9
mda,2009,4
mda,2010,2.8
mda,2011,2.7
mda,2012,2.3
mda,2013,2.5
mda,2014,4.3
mda,2015,3.6
mda,2016,3.9
mda,2017,3.1
mda,2018,3.4
mda,2019,3.3
mdg,2000,3.1
mdg,2001,2.9
mdg,2002,2.9
mdg,2003,2.9
mdg,2004,2.9
mdg,2005,2.9
mdg,2006,2.9
mdg,2007,2.8
mdg,2008,2.8
mdg,2009,2.7
mdg,2010,2.7
mdg,2011,2.6
mdg,2012,2.5
mdg,2013,2.5
mdg,2014,2.5
mdg,2015,2.4
mdg,2016,2.4
mdg,2017,2.3
mdg,2018,2.2
mdg,2019,1.9
mdv,2000,0.1
mdv,2001,0.1
mdv,2002,0.1
mdv,2003,0.1
mdv,2004,0.1
mdv,2005,0.1
mdv,2006,0.1
mdv,2007,0
mdv,2008,0
mdv,2009,0
mdv,2010,0
mdv,2011,0
mdv,2012,0
mdv,2013,0
mdv,2014,0
mdv,2015,0
mdv,2016,0
mdv,2017,0
mdv,2018,0
mdv,2019,0
mex,2000,0.4
mex,2001,0.5
mex,2002,0.5
mex,2003,0.4
mex,2004,0.4
mex,2005,0.4
mex,2006,0.4
mex,2007,0.4
mex,2008,0.4
mex,2009,0.3
mex,2010,0.3
mex,2011,0.4
mex,2012,0.3
mex,2013,0.3
mex,2014,0.3
mex,2015,0.3
mex,2016,0.3
mex,2017,0.3
mex,2018,0.3
mex,2019,0.3
mkd,2000,0.4
mkd,2001,0.3
mkd,2002,0.5
mkd,2003,0.3
mkd,2004,0.4
mkd,2005,0.4
mkd,2006,0.6
mkd,2007,0.4
mkd,2008,0.2
mkd,2009,0.5
mkd,2010,0.5
mkd,2011,0.2
mkd,2012,0.1
mkd,2013,0.5
mkd,2014,0.3
mkd,2015,0.3
mkd,2016,0.3
mkd,2017,0.3
mkd,2018,0.3
mkd,2019,0.3
mli,2000,3.3
mli,2001,3.1
mli,2002,3.3
mli,2003,3.2
mli,2004,3.4
mli,2005,3.4
mli,2006,3.4
mli,2007,3.5
mli,2008,3.5
mli,2009,3.3
mli,2010,3.2
mli,2011,3.2
mli,2012,3.1
mli,2013,3
mli,2014,3
mli,2015,3
mli,2016,3.1
mli,2017,3
mli,2018,2.7
mli,2019,2.7
mlt,2000,0.5
mlt,2001,0.3
mlt,2002,0.2
mlt,2003,0.2
mlt,2004,0
mlt,2005,0
mlt,2006,0
mlt,2007,0
mlt,2008,0
mlt,2009,0
mlt,2010,0
mlt,2011,0
mlt,2012,0
mlt,2013,0
mlt,2014,0
mlt,2015,0
mlt,2016,0
mlt,2017,0
mlt,2018,0
mlt,2019,0
mmr,2000,3.5
mmr,2001,3.3
mmr,2002,3.5
mmr,2003,3.6
mmr,2004,3.5
mmr,2005,3.5
mmr,2006,3.4
mmr,2007,3.1
mmr,2008,6.9
mmr,2009,2.6
mmr,2010,2.3
mmr,2011,2.2
mmr,2012,2
mmr,2013,2
mmr,2014,2
mmr,2015,1.9
mmr,2016,1.9
mmr,2017,1.7
mmr,2018,1.8
mmr,2019,1.5
mne,2000,0.6
mne,2001,0.5
mne,2002,0.5
mne,2003,0.5
mne,2004,0.5
mne,2005,0.4
mne,2006,0.4
mne,2007,0.4
mne,2008,0.4
mne,2009,0.4
mne,2010,0.4
mne,2011,0.4
mne,2012,0.4
mne,2013,0.4
mne,2014,0.4
mne,2015,0.4
mne,2016,0.4
mne,2017,0.4
mne,2018,0.4
mne,2019,0.4
mng,2000,4.8
mng,2001,4.1
mng,2002,3.5
mng,2003,3.1
mng,2004,2.8
mng,2005,2.6
mng,2006,2.4
mng,2007,2.2
mng,2008,2.1
mng,2009,2.1
mng,2010,2.1
mng,2011,2.1
mng,2012,2
mng,2013,2
mng,2014,1.9
mng,2015,1.9
mng,2016,1.9
mng,2017,1.8
mng,2018,1.8
mng,2019,1.7
moz,2000,3
moz,2001,2.9
moz,2002,2.6
moz,2003,2.6
moz,2004,2.6
moz,2005,2.5
moz,2006,2.8
moz,2007,2.7
moz,2008,2.9
moz,2009,3.1
moz,2010,3.1
moz,2011,3.2
moz,2012,3.2
moz,2013,3.1
moz,2014,2.9
moz,2015,2.8
moz,2016,2.8
moz,2017,2.8
moz,2018,2.8
moz,2019,2.7
mrt,2000,1.4
mrt,2001,1.1
mrt,2002,1.2
mrt,2003,1.3
mrt,2004,1.3
mrt,2005,1.4
mrt,2006,1.4
mrt,2007,1.4
mrt,2008,1.4
mrt,2009,1.3
mrt,2010,1.2
mrt,2011,1.2
mrt,2012,1.4
mrt,2013,1.3
mrt,2014,1.3
mrt,2015,1.3
mrt,2016,1.3
mrt,2017,1.3
mrt,2018,1.2
mrt,2019,1.3
mus,2000,0
mus,2001,0.3
mus,2002,0
mus,2003,0
mus,2004,0
mus,2005,0.2
mus,2006,0
mus,2007,0.4
mus,2008,0.7
mus,2009,0.5
mus,2010,0.2
mus,2011,0.5
mus,2012,0
mus,2013,0.6
mus,2014,0.2
mus,2015,0.8
mus,2016,0.4
mus,2017,0.2
mus,2018,0.2
mus,2019,0.3
mwi,2000,2.7
mwi,2001,2.4
mwi,2002,2.2
mwi,2003,2.1
mwi,2004,2
mwi,2005,1.8
mwi,2006,2
mwi,2007,2.1
mwi,2008,2.2
mwi,2009,2.2
mwi,2010,2.1
mwi,2011,1.9
mwi,2012,1.8
mwi,2013,1.7
mwi,2014,1.6
mwi,2015,1.5
mwi,2016,1.4
mwi,2017,1.3
mwi,2018,1.2
mwi,2019,1.2
mys,2000,0.4
mys,2001,0.4
mys,2002,0.4
mys,2003,0.4
mys,2004,0.4
mys,2005,0.4
mys,2006,0.3
mys,2007,0.3
mys,2008,0.3
mys,2009,0.3
mys,2010,0.3
mys,2011,0.3
mys,2012,0.3
mys,2013,0.3
mys,2014,0.3
mys,2015,0.3
mys,2016,0.3
mys,2017,0.3
mys,2018,0.3
mys,2019,0.3
nam,2000,2.2
nam,2001,2.1
nam,2002,2
nam,2003,1.9
nam,2004,1.7
nam,2005,1.8
nam,2006,1.9
nam,2007,2
nam,2008,1.7
nam,2009,1.6
nam,2010,1.5
nam,2011,1.3
nam,2012,1.3
nam,2013,1.5
nam,2014,1.7
nam,2015,2
nam,2016,1.8
nam,2017,1.7
nam,2018,1.6
nam,2019,1.6
ner,2000,3.7
ner,2001,3.3
ner,2002,3.5
ner,2003,3.3
ner,2004,3.1
ner,2005,3.5
ner,2006,3.4
ner,2007,3.4
ner,2008,3.2
ner,2009,3.1
ner,2010,3
ner,2011,2.9
ner,2012,2.8
ner,2013,2.7
ner,2014,2.7
ner,2015,2.6
ner,2016,2.7
ner,2017,2.7
ner,2018,2.7
ner,2019,2.6
nga,2000,2.2
nga,2001,2.3
nga,2002,2.6
nga,2003,2.5
nga,2004,2.6
nga,2005,2.3
nga,2006,2.7
nga,2007,2.8
nga,2008,2.8
nga,2009,2.9
nga,2010,3
nga,2011,2.9
nga,2012,3
nga,2013,2.9
nga,2014,3.1
nga,2015,2.9
nga,2016,3.2
nga,2017,3.2
nga,2018,3.2
nga,2019,3
nic,2000,0.4
nic,2001,0.5
nic,2002,0.2
nic,2003,0.2
nic,2004,0.2
nic,2005,0.2
nic,2006,0.4
nic,2007,0.1
nic,2008,0.3
nic,2009,0.2
nic,2010,0.1
nic,2011,0.1
nic,2012,0.2
nic,2013,0.2
nic,2014,0.3
nic,2015,0.2
nic,2016,0.3
nic,2017,0.1
nic,2018,0.1
nic,2019,0.2
nld,2000,0.1
nld,2001,0.1
nld,2002,0.1
nld,2003,0
nld,2004,0.1
nld,2005,0.1
nld,2006,0
nld,2007,0
nld,2008,0
nld,2009,0.1
nld,2010,0.1
nld,2011,0.1
nld,2012,0.1
nld,2013,0.1
nld,2014,0.1
nld,2015,0
nld,2016,0.1
nld,2017,0
nld,2018,0
nld,2019,0.1
nor,2000,0.1
nor,2001,0.2
nor,2002,0.4
nor,2003,0.2
nor,2004,0.2
nor,2005,0.2
nor,2006,0.2
nor,2007,0.2
nor,2008,0.3
nor,2009,0.3
nor,2010,0.3
nor,2011,0.2
nor,2012,0.3
nor,2013,0.2
nor,2014,0.3
nor,2015,0.3
nor,2016,0.1
nor,2017,0.2
nor,2018,0.2
nor,2019,0.2
npl,2000,1.4
npl,2001,1.2
npl,2002,1.3
npl,2003,1.2
npl,2004,1
npl,2005,1.2
npl,2006,1.2
npl,2007,1.2
npl,2008,1.2
npl,2009,1.2
npl,2010,1.2
npl,2011,1.1
npl,2012,1.1
npl,2013,1.1
npl,2014,1
npl,2015,0.9
npl,2016,0.9
npl,2017,0.9
npl,2018,0.9
npl,2019,0.9
nzl,2000,0.2
nzl,2001,0.1
nzl,2002,0.1
nzl,2003,0.3
nzl,2004,0.1
nzl,2005,0.1
nzl,2006,0.1
nzl,2007,0.2
nzl,2008,0.2
nzl,2009,0.2
nzl,2010,0.2
nzl,2011,0.1
nzl,2012,0.2
nzl,2013,0.1
nzl,2014,0.1
nzl,2015,0.2
nzl,2016,0.1
nzl,2017,0.1
nzl,2018,0.1
nzl,2019,0.1
omn,2000,0.1
omn,2001,0.1
omn,2002,0.1
omn,2003,0.1
omn,2004,0.1
omn,2005,0.1
omn,2006,0.1
omn,2007,0.1
omn,2008,0.1
omn,2009,0.1
omn,2010,0.1
omn,2011,0.1
omn,2012,0.1
omn,2013,0.1
omn,2014,0.1
omn,2015,0.1
omn,2016,0.1
omn,2017,0.1
omn,2018,0.1
omn,2019,0.1
pak,2000,2.6
pak,2001,2.6
pak,2002,2.5
pak,2003,2.5
pak,2004,2.5
pak,2005,1.8
pak,2006,2.4
pak,2007,2.4
pak,2008,2.4
pak,2009,2.4
pak,2010,2.3
pak,2011,2.3
pak,2012,2.3
pak,2013,2.3
pak,2014,1.7
pak,2015,1.7
pak,2016,1.7
pak,2017,1.7
pak,2018,1.5
pak,2019,1.6
pan,2000,0.3
pan,2001,0.3
pan,2002,0.6
pan,2003,0.5
pan,2004,0.3
pan,2005,0.2
pan,2006,2.3
pan,2007,0.7
pan,2008,0.5
pan,2009,0.4
pan,2010,0.3
pan,2011,0.3
pan,2012,0.3
pan,2013,0.1
pan,2014,0
pan,2015,0
pan,2016,0.1
pan,2017,0
pan,2018,0.1
pan,2019,0.1
per,2000,0.6
per,2001,0.6
per,2002,0.6
per,2003,0.5
per,2004,0.5
per,2005,0.4
per,2006,0.4
per,2007,0.3
per,2008,0.3
per,2009,0.4
per,2010,0.4
per,2011,0.4
per,2012,0.3
per,2013,0.3
per,2014,0.3
per,2015,0.3
per,2016,0.3
per,2017,0.3
per,2018,0.3
per,2019,0.3
phl,2000,0.2
phl,2001,0.2
phl,2002,0.2
phl,2003,0.1
phl,2004,0.2
phl,2005,0.2
phl,2006,0.1
phl,2007,0.2
phl,2008,0.2
phl,2009,0.1
phl,2010,0.2
phl,2011,0.1
phl,2012,0.1
phl,2013,0.1
phl,2014,0.1
phl,2015,0.1
phl,2016,0.1
phl,2017,0.1
phl,2018,0.1
phl,2019,0.1
png,2000,0.4
png,2001,0.4
png,2002,0.4
png,2003,0.4
png,2004,0.4
png,2005,0.3
png,2006,0.3
png,2007,0.3
png,2008,0.3
png,2009,0.3
png,2010,0.3
png,2011,0.3
png,2012,0.3
png,2013,0.3
png,2014,0.3
png,2015,0.3
png,2016,0.3
png,2017,0.3
png,2018,0.3
png,2019,0.3
pol,2000,0.5
pol,2001,0.7
pol,2002,0.6
pol,2003,0.6
pol,2004,0.6
pol,2005,0.6
pol,2006,0.6
pol,2007,0.5
pol,2008,0.5
pol,2009,0.5
pol,2010,0.5
pol,2011,0.5
pol,2012,0.4
pol,2013,0.4
pol,2014,0.4
pol,2015,0.3
pol,2016,0.3
pol,2017,0.3
pol,2018,0.3
pol,2019,0.3
prk,2000,1.1
prk,2001,1.1
prk,2002,1.1
prk,2003,1
prk,2004,1
prk,2005,1
prk,2006,1
prk,2007,1.1
prk,2008,1.1
prk,2009,1.1
prk,2010,1.2
prk,2011,1.2
prk,2012,1.2
prk,2013,1.2
prk,2014,1.2
prk,2015,1.3
prk,2016,1.2
prk,2017,1.2
prk,2018,1.1
prk,2019,1.1
prt,2000,0.1
prt,2001,0.2
prt,2002,0.2
prt,2003,0.4
prt,2004,0.2
prt,2005,0.2
prt,2006,0.2
prt,2007,0.1
prt,2008,0.1
prt,2009,0.2
prt,2010,0.2
prt,2011,0.1
prt,2012,0.1
prt,2013,0.2
prt,2014,0.1
prt,2015,0.1
prt,2016,0.1
prt,2017,0.2
prt,2018,0.4
prt,2019,0.2
pry,2000,0.4
pry,2001,0.3
pry,2002,0.2
pry,2003,0.3
pry,2004,0.2
pry,2005,0.2
pry,2006,0.2
pry,2007,0.2
pry,2008,0.2
pry,2009,0.2
pry,2010,0.1
pry,2011,0.1
pry,2012,0.1
pry,2013,0.2
pry,2014,0.1
pry,2015,0.1
pry,2016,0.1
pry,2017,0.1
pry,2018,0.1
pry,2019,0.1
qat,2000,0.1
qat,2001,0.1
qat,2002,0.1
qat,2003,0.1
qat,2004,0.1
qat,2005,0.1
qat,2006,0.1
qat,2007,0.1
qat,2008,0.1
qat,2009,0.1
qat,2010,0.1
qat,2011,0.1
qat,2012,0.1
qat,2013,0.1
qat,2014,0.1
qat,2015,0.1
qat,2016,0.1
qat,2017,0.1
qat,2018,0.1
qat,2019,0.1
rou,2000,3.1
rou,2001,3.3
rou,2002,2.9
rou,2003,2.9
rou,2004,2.7
rou,2005,2.7
rou,2006,2.2
rou,2007,2
rou,2008,2
rou,2009,1.7
rou,2010,1.7
rou,2011,1.9
rou,2012,1.7
rou,2013,1.5
rou,2014,1.5
rou,2015,1.4
rou,2016,1.3
rou,2017,1.3
rou,2018,1.3
rou,2019,1.3
rus,2000,3.8
rus,2001,3.9
rus,2002,4
rus,2003,4
rus,2004,3.8
rus,2005,3.8
rus,2006,3.4
rus,2007,3.2
rus,2008,3.1
rus,2009,2.9
rus,2010,2.8
rus,2011,2.6
rus,2012,2.4
rus,2013,2.3
rus,2014,2.2
rus,2015,2.1
rus,2016,2.1
rus,2017,1.9
rus,2018,1.9
rus,2019,1.8
rwa,2000,4.2
rwa,2001,3.7
rwa,2002,3.7
rwa,2003,3.5
rwa,2004,3.3
rwa,2005,3
rwa,2006,2.8
rwa,2007,2.6
