geo,time,ne_rsb_gnfs_cn
egy,1965,-68000000
egy,1966,-101500000
egy,1967,-58000000
egy,1968,-143800000
egy,1969,-83000000
egy,1970,-112900000
egy,1971,-153300000
egy,1972,-167800000
egy,1973,-184900000
egy,1974,-485500000
egy,1975,-922200000
egy,1976,-720800000
egy,1977,-802900000
egy,1978,-1371000000
egy,1979,-2078700000
egy,1980,-1927475037.38316
egy,1981,-2053600000
egy,1982,-2590400000
egy,1983,-3000000000
egy,1984,-3600000000
egy,1985,-3600000000
egy,1986,-3700000000
egy,1987,-5200000000
egy,1988,-11000000000
egy,1989,-11200000000
egy,1990,-11700000000
egy,1991,-8900000000
egy,1992,-3500000000
egy,1993,-6600000000
egy,1994,-9600000000
egy,1995,-10500000000
egy,1996,-12500000000
egy,1997,-16100000000
egy,1998,-27300000000
egy,1999,-25400000000
egy,2000,-22500000000
egy,2001,-17400000000
egy,2002,-16500000000
egy,2003,-10800000000
egy,2004,-6600000000
egy,2005,-12200000000
egy,2006,-10000000000
egy,2007,-34100000000
egy,2008,-50100000000
egy,2009,-69200000000
egy,2010,-63200000000
egy,2011,-56500000000
egy,2012,-132600000000
egy,2013,-117900000000
egy,2014,-179600000000
egy,2015,-207200000000
egy,2016,-258900000000
egy,2017,-468100000000
egy,2018,-463900000000
egy,2019,-438500000000
egy,2020,-441800000000
eri,1992,-733200000
eri,1993,-1001800000
eri,1994,-1796200000
eri,1995,-2239800000
eri,1996,-2563600000
eri,1997,-2777040000
eri,1998,-3581711000
eri,1999,-4335400000
eri,2000,-3300155000
eri,2001,-4292629300
eri,2002,-5398237400
eri,2003,-7381973800
eri,2004,-8260259200
eri,2005,-8233396800
eri,2006,-5858700000
eri,2007,-4663900000
eri,2008,-4605556700
eri,2009,-5399576900
eri,2010,-6039979100
eri,2011,-3519140200
esp,1970,-269090000
esp,1971,25787000
esp,1972,-114807000
esp,1973,-403211000
esp,1974,-1796262000
esp,1975,-1716318000
esp,1976,-2355788000
esp,1977,-1608260000
esp,1978,25062000
esp,1979,-370252000
esp,1980,-2987933000
esp,1981,-3166015000
esp,1982,-3331447000
esp,1983,-2384117000
esp,1984,1770427000
esp,1985,1594307000
esp,1986,2215445000
esp,1987,-2058572000
esp,1988,-5551173000
esp,1989,-12333479000
esp,1990,-13677482000
esp,1991,-14262988000
esp,1992,-13985948000
esp,1993,-6153454000
esp,1994,-4366422000
esp,1995,-5164000000
esp,1996,-883000000
esp,1997,900000000
esp,1998,-2544000000
esp,1999,-11518000000
esp,2000,-19148000000
esp,2001,-15940000000
esp,2002,-14925000000
esp,2003,-17697000000
esp,2004,-31801000000
esp,2005,-44548000000
esp,2006,-57163000000
esp,2007,-62146000000
esp,2008,-52542000000
esp,2009,-9319000000
esp,2010,-10994000000
esp,2011,2944000000
esp,2012,21294000000
esp,2013,40088000000
esp,2014,31992000000
esp,2015,32763000000
esp,2016,44415000000
esp,2017,41901000000
esp,2018,32693000000
esp,2019,36460000000
esp,2020,16528000000
est,1993,-58733000
est,1994,-207262000
est,1995,-208464000
est,1996,-383414000
est,1997,-470407000
est,1998,-488088000
est,1999,-237051000
est,2000,-200012000
est,2001,-276203000
est,2002,-579376000
est,2003,-739105000
est,2004,-764552000
est,2005,-574965000
est,2006,-1371777000
est,2007,-1441752000
est,2008,-648860000
est,2009,701506000
est,2010,946439000
est,2011,969883000
est,2012,296639000
est,2013,507472000
est,2014,699561000
est,2015,811598000
est,2016,784312000
est,2017,966688000
est,2018,670701000
est,2019,1152571000
est,2020,129416000
eth,2011,-76536700000
eth,2012,-133497232500
eth,2013,-143073534300
eth,2014,-185195322400
eth,2015,-271656800000
eth,2016,-302249000000
eth,2017,-290403000000
eth,2018,-318006000000
eth,2019,-348058000000
eth,2020,-332001000000
fin,1970,-134886000
fin,1971,-203338000
fin,1972,-49771000
fin,1973,-162598000
fin,1974,-607694000
fin,1975,-1106000000
fin,1976,-450000000
fin,1977,298000000
fin,1978,777000000
fin,1979,304000000
fin,1980,-438000000
fin,1981,372000000
fin,1982,74000000
fin,1983,-5000000
fin,1984,1268000000
fin,1985,390000000
fin,1986,822000000
fin,1987,351000000
fin,1988,-266000000
fin,1989,-1570000000
fin,1990,-1409000000
fin,1991,-825000000
fin,1992,718000000
fin,1993,3940000000
fin,1994,5121000000
fin,1995,7348000000
fin,1996,7061000000
fin,1997,8126000000
fin,1998,9530000000
fin,1999,11383000000
fin,2000,12508000000
fin,2001,13380000000
fin,2002,13320000000
fin,2003,9994000000
fin,2004,9955000000
fin,2005,6534000000
fin,2006,7201000000
fin,2007,8969000000
fin,2008,7024000000
fin,2009,3705000000
fin,2010,2567000000
fin,2011,-1542000000
fin,2012,-3124000000
fin,2013,-2163000000
fin,2014,-2379000000
fin,2015,-1202000000
fin,2016,-2779000000
fin,2017,104000000
fin,2018,-2929000000
fin,2019,374000000
fin,2020,795000000
fji,1980,-33377000
fji,1981,-152144000
fji,1982,-71236000
fji,1983,-62000000
fji,1984,-13600000
fji,1985,-5000000
fji,1986,32000000
fji,1987,47600000
fji,1988,80200000
fji,1989,40600000
fji,1990,-95300000
fji,1991,-65200000
fji,1992,-69000000
fji,1993,-178300000
fji,1994,-81000000
fji,1995,-98400000
fji,1996,119600000
fji,1997,78600000
fji,1998,82300000
fji,1999,-15200000
fji,2000,-183000000
fji,2001,-304300000
fji,2002,-98300000
fji,2003,-367900000
fji,2004,-784700000
fji,2005,-484100000
fji,2006,-952500000
fji,2007,-717300000
fji,2008,-1162556100
fji,2009,-719914200
fji,2010,-383167800
fji,2011,-400330400
fji,2012,-217747200
fji,2013,-972384400
fji,2014,-563200000
fji,2015,-345262700
fji,2016,-400667500
fji,2017,-548846500
fji,2018,-886680200
fji,2019,-1223099400
fji,2020,-1597500000
fra,1960,1140000000
fra,1961,1090000000
fra,1962,691000000
fra,1963,444000000
fra,1964,130000000
fra,1965,905000000
fra,1966,500000000
fra,1967,333000000
fra,1968,163000000
fra,1969,-448000000
fra,1970,683000000
fra,1971,1338000000
fra,1972,1214000000
fra,1973,1155000000
fra,1974,-2293000000
fra,1975,2299000000
fra,1976,-2534000000
fra,1977,-518000000
fra,1978,3650000000
fra,1979,1586000000
fra,1980,-6946000000
fra,1981,-7503000000
fra,1982,-14386000000
fra,1983,-1738000000
fra,1984,913000000
fra,1985,-2788000000
fra,1986,-986000000
fra,1987,-9399000000
fra,1988,-6095000000
fra,1989,-6835000000
fra,1990,-8266000000
fra,1991,-3427000000
fra,1992,7572000000
fra,1993,19188000000
fra,1994,17632000000
fra,1995,19489000000
fra,1996,22314000000
fra,1997,38950000000
fra,1998,37126000000
fra,1999,33514000000
fra,2000,19646000000
fra,2001,24187000000
fra,2002,31599000000
fra,2003,23255000000
fra,2004,17256000000
fra,2005,1508000000
fra,2006,-4312000000
fra,2007,-13866000000
fra,2008,-23078000000
fra,2009,-15324000000
fra,2010,-25763000000
fra,2011,-40095000000
fra,2012,-27071000000
fra,2013,-21904000000
fra,2014,-24624000000
fra,2015,-12453000000
fra,2016,-13518000000
fra,2017,-24456000000
fra,2018,-23884000000
fra,2019,-23337000000
fra,2020,-46521000000
fro,1998,177600000
fro,1999,-240400000
fro,2000,-675500000
fro,2001,-121800000
fro,2002,-101300000
fro,2003,-1330900000
fro,2004,-387100000
fro,2005,-1036800000
fro,2006,-1192000000
fro,2007,-2053100000
fro,2008,-1079800000
fro,2009,-771200000
fro,2010,-390800000
fro,2011,-440600000
fro,2012,-1407500000
fro,2013,-509800000
fro,2014,-2500000
fro,2015,138800000
fro,2016,1483700000
fro,2017,1439900000
fro,2018,335800000
fro,2019,1280200000
fsm,1983,-86200000
fsm,1995,-122052900
fsm,1996,-142594500
fsm,1997,-144879000
fsm,1998,-139530200
fsm,1999,-136079600
fsm,2000,-127475200
fsm,2001,-137954400
fsm,2002,-130107400
fsm,2003,-140544100
fsm,2004,-150535500
fsm,2005,-147885500
fsm,2006,-149993900
fsm,2007,-137921800
fsm,2008,-164855500
fsm,2009,-182307500
fsm,2010,-173513200
fsm,2011,-178924000
fsm,2012,-168805800
fsm,2013,-166431300
fsm,2014,-134742400
fsm,2015,-161936700
fsm,2016,-150604600
fsm,2017,-150708600
fsm,2018,-120185800
fsm,2019,-173000000
fsm,2020,-169500000
gab,1960,535497700
gab,1961,-185477100
gab,1962,423627800
gab,1963,646985700
gab,1964,3139342400
gab,1965,3300000000
gab,1966,100010000
gab,1967,0
gab,1968,-599990000
gab,1969,500000000
gab,1970,10500000000
gab,1971,14699900000
gab,1972,900070000
gab,1973,1900020000
gab,1974,53100000000
gab,1975,7500000000
gab,1976,-3700000000
gab,1977,2300000000
gab,1978,80000000000
gab,1979,135900000000
gab,1980,299200000000
gab,1981,237900000000
gab,1982,260700000000
gab,1983,229800000000
gab,1984,294000000000
gab,1985,79400000000
gab,1986,-230000000000
gab,1987,-24900000000
gab,1988,-57800000000
gab,1989,61400000000
gab,1990,246000000000
gab,1991,213265899700
gab,1992,181809435500
gab,1993,218086382400
gab,1994,545034668100
gab,1995,585120000000
gab,1996,863808000000
gab,1997,748415000000
gab,1998,-30737000000
gab,1999,617080000000
gab,2000,1312029000000
gab,2001,916514000000
gab,2002,757233000000
gab,2003,889540000000
gab,2004,1160043000000
gab,2005,1822360000000
gab,2006,1753194000000
gab,2007,1903218000000
gab,2008,2458505283700
gab,2009,1187189930500
gab,2010,1861025201000
gab,2011,2831095555500
gab,2012,2591187835000
gab,2013,2092660542700
gab,2014,1395121542200
gab,2015,1540337057400
gab,2016,1490704855500
gab,2017,2200582059900
gab,2018,2956969513400
gab,2019,2910115782100
gab,2020,2198606859900
gbr,1970,464102000
gbr,1971,835181000
gbr,1972,-57804000
gbr,1973,-1807338000
gbr,1974,-4229196000
gbr,1975,-1825090000
gbr,1976,-1402889000
gbr,1977,1117509000
gbr,1978,2369020000
gbr,1979,836598000
gbr,1980,5394758000
gbr,1981,7692651000
gbr,1982,5716044000
gbr,1983,3230916000
gbr,1984,-58722000
gbr,1985,4378409000
gbr,1986,-2301847000
gbr,1987,-4085085000
gbr,1988,-16532017000
gbr,1989,-20455604000
gbr,1990,-11173185000
gbr,1991,-2223329000
gbr,1992,-4572838000
gbr,1993,-2297238000
gbr,1994,126507000
gbr,1995,2686000000
gbr,1996,1998000000
gbr,1997,3007000000
gbr,1998,-7673000000
gbr,1999,-14885000000
gbr,2000,-18139000000
gbr,2001,-23901000000
gbr,2002,-31311000000
gbr,2003,-28048000000
gbr,2004,-33642000000
gbr,2005,-32864000000
gbr,2006,-30410000000
gbr,2007,-31704000000
gbr,2008,-32967000000
gbr,2009,-22953000000
gbr,2010,-30217000000
gbr,2011,-16768000000
gbr,2012,-21204000000
gbr,2013,-23435000000
gbr,2014,-33099000000
gbr,2015,-29932000000
gbr,2016,-33027000000
gbr,2017,-26495000000
gbr,2018,-28298000000
gbr,2019,-20688000000
gbr,2020,2859000000
geo,1987,100
geo,1988,-600
geo,1989,-400
geo,1990,-800
geo,1991,-700
geo,1992,-45700
geo,1993,-4076500
geo,1994,-463406900
geo,1995,-409215500
geo,1996,-736722600
geo,1997,-1208534200
geo,1998,-1037023500
geo,1999,-1079359500
geo,2000,-1007533600
geo,2001,-961536000
geo,2002,-981998000
geo,2003,-1260800000
geo,2004,-1648800000
geo,2005,-2093100000
geo,2006,-3334900000
geo,2007,-4547000000
geo,2008,-5678900000
geo,2009,-3435800000
geo,2010,-3707500000
geo,2011,-4629800000
geo,2012,-5148600000
geo,2013,-3476400000
geo,2014,-5261800000
geo,2015,-5784000000
geo,2016,-5456500000
geo,2017,-4477600000
geo,2018,-4744700000
geo,2019,-4414211000
geo,2020,-9504937147.7814
gha,1960,-6300
gha,1961,-9600
gha,1962,-4200
gha,1963,-6900
gha,1964,-4900
gha,1965,-14100
gha,1966,-7600
gha,1967,-3800
gha,1968,-800
gha,1969,-1200
gha,1970,-3100
gha,1971,-11200
gha,1972,15500
gha,1973,17700
gha,1974,-16200
gha,1975,4900
gha,1976,-2200
gha,1977,-11700
gha,1978,-27900
gha,1979,2000
gha,1980,-29500
gha,1981,-41200
gha,1982,30800
gha,1983,-79700
gha,1984,-737700
gha,1985,-1006800
gha,1986,-1820300
gha,1987,-4866100
gha,1988,-6179700
gha,1989,-10771700
gha,1990,-17234100
gha,1991,-20782700
gha,1992,-32349900
gha,1993,-62578100
gha,1994,-59877700
gha,1995,-65348400
gha,1996,-90489400
gha,1997,-290471500
gha,1998,-222371900
gha,1999,-361143100
gha,2000,-500798400
gha,2001,-745417500
gha,2002,-598888800
gha,2003,-1053830000
gha,2004,-1682733700
gha,2005,-2458080000
gha,2006,-2906306100
gha,2007,-3775133900
gha,2008,-5871340100
gha,2009,-4761715100
gha,2010,-7562129400
gha,2011,-7430525000
gha,2012,-9376460800
gha,2013,-12295590400
gha,2014,-11699387100
gha,2015,-16256446600
gha,2016,-12056887700
gha,2017,-7344193300
gha,2018,-3236238000
gha,2019,-6865627100
gha,2020,-13814569400
gin,1986,20088611900
gin,1987,8112816100.00003
gin,1988,-47528481700
gin,1989,18815526000
gin,1990,-41663067400.0001
gin,1991,-5789259500
gin,1992,-35513256400
gin,1993,-49045350800
gin,1994,-102762054800
gin,1995,-124748012900
gin,1996,-200051075700
gin,1997,-136470189600
gin,1998,-250194142800
gin,1999,-211008715000
gin,2000,-232007908800
gin,2001,-79450363400
gin,2002,-145297747700
gin,2003,52767509100
gin,2004,-97098687800
gin,2005,-34831850200
gin,2006,-4723125150200
gin,2007,-6333826359500
gin,2008,-6698887609800
gin,2009,-7992374251300
gin,2010,-5048338821000
gin,2011,-9374034683900
gin,2012,-10884803029300
gin,2013,-15904210368900
gin,2014,-14405028484000
gin,2015,-19386016026800
gin,2016,-40930932069200
gin,2017,-11195355281900
gin,2018,-9156556522500
gin,2019,-15296557074300
gin,2020,24078848177900
gmb,1966,-5847600
gmb,1967,-5714800
gmb,1968,-9435000
gmb,1969,-10067600
gmb,1970,-3396300
gmb,1971,-5512100
gmb,1972,-8267500
gmb,1973,-9316400
gmb,1974,-7772900
gmb,1975,2278200
gmb,1976,-13229200
gmb,1977,-34140000
gmb,1978,-93925000
gmb,1979,-110668500
gmb,1980,-86557500
gmb,1981,-99250100
gmb,1982,-75700100
gmb,1983,-67550000
gmb,1984,-86850000
gmb,1985,-88350000
gmb,1986,-121799900
gmb,1987,-154032500
gmb,1988,-144682500
gmb,1989,-220150000
gmb,1990,-291800000
gmb,1991,-315000000
gmb,1992,-397600000
gmb,1993,-567462400
gmb,1994,-531937600
gmb,1995,-879622500
gmb,1996,-611396600
gmb,1997,-201084800
gmb,1998,-291532900
gmb,1999,-335943300
gmb,2000,-476800000
gmb,2001,-354526200
gmb,2002,-613656800
gmb,2003,-926996800
gmb,2004,-2526000000
gmb,2005,-2999000000
gmb,2006,-2457000000
gmb,2007,-2619000000
gmb,2008,-3514000000
gmb,2009,-3974000000
gmb,2010,-5048000000
gmb,2011,-3705000000
gmb,2012,-3639000000
gmb,2013,-3711545800
gmb,2014,-7482987900
gmb,2015,-8051872500
gmb,2016,-9142328300
gmb,2017,-13846169300
gmb,2018,-15812630000
gmb,2019,-14152000000
gmb,2020,-27796000000
gnb,1970,-11321600
gnb,1971,-12752300
gnb,1972,-14769300
gnb,1973,-18280000
gnb,1974,-20557000
gnb,1975,-14415400
gnb,1976,-16763100
gnb,1977,-16487700
gnb,1978,-24107700
gnb,1979,-31015400
gnb,1980,-24746200
gnb,1981,-25046100
gnb,1982,-41476900
gnb,1983,-38769300
gnb,1984,-97323000
gnb,1985,-169800100
gnb,1986,-198938500
gnb,1987,-412461900
gnb,1988,-1087345000
gnb,1989,-2213940500
gnb,1990,-2222780900
gnb,1991,-4025033900
gnb,1992,-10914507700
gnb,1993,-8761946600
gnb,1994,-8344163800
gnb,1995,-16577111700
gnb,1996,-23383141900
gnb,1997,-29572093900
gnb,1998,-26064160900
gnb,1999,-24812710000
gnb,2000,-29944160000
gnb,2001,-16184700000
gnb,2002,-15993720000
gnb,2003,-16368960000
gnb,2004,-22236650000
gnb,2005,-27915000000
gnb,2006,-45652156000
gnb,2007,-45897720000
gnb,2008,-50106497000
gnb,2009,-63921465000
gnb,2010,-85441256000
gnb,2011,-27329290000
gnb,2012,-51632000000
gnb,2013,-39090700000
gnb,2014,-58224220000
gnb,2015,-29098900000
gnb,2016,-33508900000
gnb,2017,-41544160000
gnb,2018,-45681010100
gnb,2019,-124810048600
gnb,2020,-122475703300
gnq,2005,1898913429900
gnq,2006,2432358000000
gnq,2007,2703830000000
gnq,2008,4400889000000
gnq,2009,1878456000000
gnq,2010,2167301000000
gnq,2011,3604470000000
gnq,2012,3101619000000
gnq,2013,3080155000000
gnq,2014,2960476000000
gnq,2015,1125572000000
gnq,2016,681120000000
gnq,2017,1083790000000
gnq,2018,1133643000000
gnq,2019,743077000000
gnq,2020,-180275000000
grc,1960,-17809100
grc,1961,-20257000
grc,1962,-29412400
grc,1963,-32185800
grc,1964,-53268500
grc,1965,-63414400
grc,1966,-47446000
grc,1967,-50902600
grc,1968,-68063000
grc,1969,-80822600
grc,1970,-84920000
grc,1971,-89956000
grc,1972,-104874000
grc,1973,-164206000
grc,1974,-157179000
grc,1975,-188965000
grc,1976,-226469000
grc,1977,-262058000
grc,1978,-278281000
grc,1979,-307044000
grc,1980,-422132000
grc,1981,-371223000
grc,1982,-795747000
grc,1983,-1050310000
grc,1984,-1159061000
grc,1985,-1573875000
grc,1986,-1682164000
grc,1987,-1583740000
grc,1988,-2217275000
grc,1989,-3355259000
grc,1990,-4813980000
grc,1991,-5732943000
grc,1992,-5893653000
grc,1993,-6537628000
grc,1994,-6037169000
grc,1995,-7684554000
grc,1996,-9193258000
grc,1997,-7834496000
grc,1998,-12119294000
grc,1999,-11860960000
grc,2000,-15507419000
grc,2001,-16075445000
grc,2002,-16547602000
grc,2003,-19860033000
grc,2004,-16431387000
grc,2005,-16490097000
grc,2006,-22880303000
grc,2007,-29049208000
grc,2008,-30506706000
grc,2009,-23229591000
grc,2010,-17035850000
grc,2011,-11902507000
grc,2012,-8620535000
grc,2013,-4428911000
grc,2014,-2756252000
grc,2015,-1804906000
grc,2016,-2520194000
grc,2017,-2672589000
grc,2018,-3886013000
grc,2019,-3163861000
grc,2020,-12589471000
grl,2003,-1202000000
grl,2004,-1045900000
grl,2005,-1950900000
grl,2006,-1686500000
grl,2007,-2763300000
grl,2008,-4257300000
grl,2009,-3295100000
grl,2010,-5963500000
grl,2011,-7862100000
grl,2012,-3923400000
grl,2013,-3092800000
grl,2014,-1617900000
grl,2015,-1335300000
grl,2016,-785000000
grl,2017,-531500000
grl,2018,-196600000
grl,2019,-2449200000
gtm,1960,-19800000
gtm,1961,-16600000
gtm,1962,-18700000
gtm,1963,-20800000
gtm,1964,-35100000
gtm,1965,-37600000
gtm,1966,-2700000
gtm,1967,-48000000
gtm,1968,-27100000
gtm,1969,6400000
gtm,1970,15100000
gtm,1971,-28000000
gtm,1972,7800000
gtm,1973,17400000
gtm,1974,-103000000
gtm,1975,-66000000
gtm,1976,-262400000
gtm,1977,-98700100
gtm,1978,-351300100
gtm,1979,-310800000
gtm,1980,-215300000
gtm,1981,-560499900
gtm,1982,-340000000
gtm,1983,-140999900
gtm,1984,-203500000
gtm,1985,-115799900
gtm,1986,231200000
gtm,1987,-1141499900
gtm,1988,-1198300100
gtm,1989,-1223700000
gtm,1990,-1309000000
gtm,1991,-1710000000
gtm,1992,-4983000000
gtm,1993,-5379000000
gtm,1994,-5474000000
gtm,1995,-5255311000
gtm,1996,-4556922700
gtm,1997,-6083773000
gtm,1998,-10021674000
gtm,1999,-11297353000
gtm,2000,-13110779000
gtm,2001,-19297661700
gtm,2002,-21831113500
gtm,2003,-25083778900
gtm,2004,-28808096900
gtm,2005,-33110509600
gtm,2006,-38968083600
gtm,2007,-43891853300
gtm,2008,-43459730600
gtm,2009,-28194913800
gtm,2010,-34986240000
gtm,2011,-39821952200
gtm,2012,-44386949100
gtm,2013,-52834492000
gtm,2014,-51865490000
gtm,2015,-48714452000
gtm,2016,-44510277000
gtm,2017,-47803334000
gtm,2018,-58847942000
gtm,2019,-61048168000
gtm,2020,-48238374000
gum,2002,-894000000
gum,2003,-1023000000
gum,2004,-939000000
gum,2005,-887000000
gum,2006,-1074000000
gum,2007,-1484000000
gum,2008,-1700000000
gum,2009,-1801000000
gum,2010,-1873000000
gum,2011,-2021000000
gum,2012,-2033000000
gum,2013,-2188000000
gum,2014,-2282000000
gum,2015,-2041000000
gum,2016,-1917000000
gum,2017,-1883000000
gum,2018,-2087000000
gum,2019,-2147000000
gum,2020,-3004000000
guy,1960,-24000000
guy,1961,-2900000
guy,1962,39300000
guy,1963,50600000
guy,1964,12000000
guy,1965,-8700000
guy,1966,-20100000
guy,1967,-10000000
guy,1968,14200000
guy,1969,19000000
guy,1970,-2900000
guy,1971,21000000
guy,1972,-7800000
guy,1973,-107700000
guy,1974,18400000
guy,1975,-300000
guy,1976,-283200000
guy,1977,-175000000
guy,1978,-200000
guy,1979,-124900000
guy,1980,-186300100
guy,1981,-373500100
guy,1982,-250200000
guy,1983,-274500000
guy,1984,-119700000
guy,1985,-269000000
guy,1986,-149900000
guy,1987,-389000000
guy,1988,-178000200
guy,1989,-743000100
guy,1990,-2687000000
guy,1991,-7006099100
guy,1992,-10971371600
guy,1993,-9888047799.99999
guy,1994,-9098957500
guy,1995,-9626865300
guy,1996,-6036341900
guy,1997,-10472089300
guy,1998,-12935315100
guy,1999,-9945598400
guy,2000,-18991404800
guy,2001,-18447656500
guy,2002,-16778090000
guy,2003,-14131384300
guy,2004,-14997939100
guy,2005,-41391399900
hkg,1961,-566000000
hkg,1962,-722000000
hkg,1963,-742000000
hkg,1964,-911000000
hkg,1965,-480000000
hkg,1966,-505000000
hkg,1967,720000000
hkg,1968,890000000
hkg,1969,1715000000
hkg,1970,1780000000
hkg,1971,1121000000
hkg,1972,2559000000
hkg,1973,2609000000
hkg,1974,2264000000
hkg,1975,2773000000
hkg,1976,6745000000
hkg,1977,4788000000
hkg,1978,870000000
hkg,1979,1457000000
hkg,1980,-742000000
hkg,1981,-2635000000
hkg,1982,1106000000
hkg,1983,3922000000
hkg,1984,20966000000
hkg,1985,27922000000
hkg,1986,29179000000
hkg,1987,41110000000
hkg,1988,41602000000
hkg,1989,61505000000
hkg,1990,51164000000
hkg,1991,47007000000
hkg,1992,41972000000
hkg,1993,62808000000
hkg,1994,12146000000
hkg,1995,-50143000000
hkg,1996,-18341000000
hkg,1997,-46099000000
hkg,1998,7013000000
hkg,1999,66417000000
hkg,2000,58969000000
hkg,2001,61967000000
hkg,2002,105825000000
hkg,2003,114323000000
hkg,2004,114716000000
hkg,2005,172514000000
hkg,2006,167799000000
hkg,2007,176224000000
hkg,2008,173712000000
hkg,2009,130625000000
hkg,2010,104353000000
hkg,2011,74478000000
hkg,2012,23031000000
hkg,2013,12832000000
hkg,2014,4632000000
hkg,2015,57301000000
hkg,2016,56861000000
hkg,2017,26839000000
hkg,2018,-6061000000
hkg,2019,44178000000
hkg,2020,48989000000
hnd,1960,-11000000
hnd,1961,2800000
hnd,1962,3200000
hnd,1963,-21600000
hnd,1964,-20800000
hnd,1965,4600000
hnd,1966,-16000000
hnd,1967,-24200000
hnd,1968,-15600000
hnd,1969,-38600000
hnd,1970,-89600000
hnd,1971,-12000000
hnd,1972,17000000
hnd,1973,-16000000
hnd,1974,-247000000
hnd,1975,-202000000
hnd,1976,-120000000
hnd,1977,-148000000
hnd,1978,-548037843.55956
hnd,1979,-622870961.30067
hnd,1980,-960411459.28834
hnd,1981,-920822140.83373
hnd,1982,-454951499.13217
hnd,1983,-640985088.83884
hnd,1984,-1028196108.40417
hnd,1985,-937865657.72424
hnd,1986,-636712149.06954
hnd,1987,-781678743.13099
hnd,1988,-902339587.5038
hnd,1989,-1226170481.06114
hnd,1990,-1533632891.66578
hnd,1991,-1717423800
hnd,1992,-2565638200
hnd,1993,-3467845100
hnd,1994,-4407487900
hnd,1995,-2860831400
hnd,1996,-3662793000
hnd,1997,-3653746000
hnd,1998,-5566253900
hnd,1999,-13133647500
hnd,2000,-13276100000
hnd,2001,-15606800000
hnd,2002,-16192700000
hnd,2003,-20080500000
hnd,2004,-30065900000
hnd,2005,-33953000000
hnd,2006,-43367000000
hnd,2007,-65521700000
hnd,2008,-86855800000
hnd,2009,-49185200000
hnd,2010,-53644100000
hnd,2011,-66005600000
hnd,2012,-70038800000
hnd,2013,-76900900000
hnd,2014,-74011200000
hnd,2015,-77950700000
hnd,2016,-71350800000
hnd,2017,-84908900000
hnd,2018,-118747600000
hnd,2019,-111857000000
hnd,2020,-89593300000
hrv,1995,-9699036805.113
hrv,1996,-8401560758.9877
hrv,1997,-18944336432.8385
hrv,1998,-10991469823.8013
hrv,1999,-10067625449.8319
hrv,2000,-8126990885.11689
hrv,2001,-10068016727.8654
hrv,2002,-20081035515.3219
hrv,2003,-24345279060.63029
hrv,2004,-21600837005.044
hrv,2005,-23721217884.5979
hrv,2006,-25143400183.243
hrv,2007,-27156361586.962
hrv,2008,-35489013025.485
hrv,2009,-18570305389.576
hrv,2010,-5548967403.92201
hrv,2011,-5740607937.05901
hrv,2012,-5362530312.50099
hrv,2013,-6722650687.21202
hrv,2014,-1265002940.33301
hrv,2015,745924348.56601
hrv,2016,4012035129.814
hrv,2017,2309167627.61404
hrv,2018,-3250555569.21198
hrv,2019,-1272528151.78699
hrv,2020,-25568551941.231
hti,1988,-2113895000
hti,1989,-1988195000
hti,1990,-3497954000
hti,1991,-3468000000
hti,1992,-3600000000
hti,1993,-6268000000
hti,1994,-5846000000
hti,1995,-7975000000
hti,1996,-8195000000
hti,1997,-8635000000
hti,1998,-10533000000
hti,1999,-12085000000
hti,2000,-16995872200
hti,2001,-20756013900
hti,2002,-22445499900
hti,2003,-38319943500
hti,2004,-41410975700
hti,2005,-48644933800
hti,2006,-60203509000
hti,2007,-60036845000
hti,2008,-74106831100
hti,2009,-72016138800
hti,2010,-131850789900
hti,2011,-115702288800
hti,2012,-119402334900
hti,2013,-124013664400
hti,2014,-137939481300
hti,2015,-133200166200
hti,2016,-185836546900
hti,2017,-233084038300
hti,2018,-275905729500
hti,2019,-320131566500
hti,2020,-320597349400
hun,1991,-21434618000
hun,1992,-6485525000
hun,1993,-264767485000
hun,1994,-256779501000
hun,1995,-452000000
hun,1996,33715000000
hun,1997,84999000000
hun,1998,-163903000000
hun,1999,-318690000000
hun,2000,-491767000000
hun,2001,-198709000000
hun,2002,-356725000000
hun,2003,-753845000000
hun,2004,-912332000000
hun,2005,-628750000000
hun,2006,-352390000000
hun,2007,36265000000
hun,2008,9957000000
hun,2009,914598000000
hun,2010,1305458000000
hun,2011,1633016000000
hun,2012,1771733000000
hun,2013,1965448000000
hun,2014,1919842000000
hun,2015,2703670000000
hun,2016,3043369000000
hun,2017,2596302000000
hun,2018,1843987000000
hun,2019,1100641000000
hun,2020,816598000000
idn,1960,-4000000000
idn,1961,-12000000000
idn,1962,-3000000000
idn,1963,-9000000000
idn,1964,-58000000000
idn,1965,-109000000000
idn,1966,-29500000000
idn,1967,-68600000000
idn,1968,-98700000000
idn,1969,-158000000000
idn,1970,-100000000000
idn,1971,-81600000000
idn,1972,-108600000000
idn,1973,38700000000
idn,1974,811400000000
idn,1975,72600000000
idn,1976,207500000000
idn,1977,648600000000
idn,1978,231900000000
idn,1979,2074000000000
idn,1980,3769400000000
idn,1981,1125700000000
idn,1982,-2336500000000
idn,1983,-787400000000
idn,1984,3934300000000
idn,1985,2687200000000
idn,1986,-18800000000
idn,1987,2720200000000
idn,1988,4019800000000
idn,1989,5171400000000
idn,1990,3363600000000
idn,1991,4237300000000
idn,1992,8283800000000
idn,1993,9847900000000
