geo,time,sh_sta_suic_ma_p5
rwa,2019,8.2
sau,2000,5
sau,2001,5.1
sau,2002,5.2
sau,2003,5.5
sau,2004,5.4
sau,2005,5.7
sau,2006,6.1
sau,2007,6.5
sau,2008,7
sau,2009,7.6
sau,2010,8.3
sau,2011,9.1
sau,2012,9.5
sau,2013,9.6
sau,2014,9.8
sau,2015,9.4
sau,2016,9.5
sau,2017,9.3
sau,2018,9.1
sau,2019,8.9
sdn,2000,5.3
sdn,2001,5.2
sdn,2002,5.3
sdn,2003,5.2
sdn,2004,5.2
sdn,2005,5.3
sdn,2006,5.2
sdn,2007,5.2
sdn,2008,5.2
sdn,2009,5.2
sdn,2010,5.2
sdn,2011,5.3
sdn,2012,5.1
sdn,2013,5.2
sdn,2014,5.1
sdn,2015,5
sdn,2016,4.9
sdn,2017,4.9
sdn,2018,4.9
sdn,2019,4.9
sen,2000,11.8
sen,2001,11.5
sen,2002,11.3
sen,2003,11
sen,2004,10.9
sen,2005,10.8
sen,2006,10.6
sen,2007,10.2
sen,2008,10.3
sen,2009,10.2
sen,2010,9.9
sen,2011,9.7
sen,2012,9.7
sen,2013,9.6
sen,2014,9.7
sen,2015,9.6
sen,2016,9.5
sen,2017,9.3
sen,2018,9.2
sen,2019,9.2
sgp,2000,16.1
sgp,2001,13.8
sgp,2002,14.9
sgp,2003,15
sgp,2004,14.9
sgp,2005,15
sgp,2006,14.6
sgp,2007,13.1
sgp,2008,13.7
sgp,2009,14.4
sgp,2010,12.8
sgp,2011,12.2
sgp,2012,14
sgp,2013,14.1
sgp,2014,14.3
sgp,2015,11.9
sgp,2016,11.5
sgp,2017,11.5
sgp,2018,12.6
sgp,2019,15
slb,2000,26.5
slb,2001,26
slb,2002,26.4
slb,2003,27
slb,2004,25.6
slb,2005,25.9
slb,2006,26.1
slb,2007,28
slb,2008,29.1
slb,2009,29.1
slb,2010,29
slb,2011,28.9
slb,2012,28.7
slb,2013,28.4
slb,2014,28.2
slb,2015,28
slb,2016,27.8
slb,2017,27.8
slb,2018,27.7
slb,2019,27
sle,2000,7.7
sle,2001,7.9
sle,2002,8
sle,2003,8.1
sle,2004,8.1
sle,2005,8
sle,2006,8.6
sle,2007,8.5
sle,2008,8.6
sle,2009,8.6
sle,2010,8.7
sle,2011,8.3
sle,2012,8.5
sle,2013,8.1
sle,2014,8
sle,2015,7.6
sle,2016,7.8
sle,2017,7.9
sle,2018,8.2
sle,2019,8.3
slv,2000,9.1
slv,2001,10
slv,2002,7.6
slv,2003,10
slv,2004,11.2
slv,2005,13.1
slv,2006,11.7
slv,2007,13.8
slv,2008,11.5
slv,2009,15.3
slv,2010,10.5
slv,2011,13.9
slv,2012,11.2
slv,2013,10.8
slv,2014,9.2
slv,2015,12.3
slv,2016,9.6
slv,2017,10.5
slv,2018,10.4
slv,2019,10.5
som,2000,13.9
som,2001,13.7
som,2002,13.8
som,2003,13.7
som,2004,13.9
som,2005,13.7
som,2006,13.3
som,2007,12.9
som,2008,13
som,2009,13.1
som,2010,12.5
som,2011,12.3
som,2012,12.3
som,2013,12.2
som,2014,12.2
som,2015,12.1
som,2016,12
som,2017,12.1
som,2018,12.1
som,2019,12
srb,2000,33
srb,2001,32
srb,2002,33.4
srb,2003,31.5
srb,2004,31.8
srb,2005,28.8
srb,2006,28.2
srb,2007,27.8
srb,2008,26
srb,2009,29
srb,2010,26.1
srb,2011,26.7
srb,2012,27.7
srb,2013,27.4
srb,2014,26
srb,2015,24.6
srb,2016,22.2
srb,2017,0.4
srb,2018,16.6
srb,2019,16.6
ssd,2000,6.3
ssd,2001,5.9
ssd,2002,5.7
ssd,2003,5.8
ssd,2004,5.8
ssd,2005,5.7
ssd,2006,5.7
ssd,2007,5.7
ssd,2008,5.5
ssd,2009,5.4
ssd,2010,5.3
ssd,2011,5.3
ssd,2012,5.4
ssd,2013,5.3
ssd,2014,5
ssd,2015,5.2
ssd,2016,5.4
ssd,2017,5.3
ssd,2018,5.6
ssd,2019,5.7
stp,2000,2
stp,2001,2.1
stp,2002,2.2
stp,2003,1.9
stp,2004,2.1
stp,2005,1.9
stp,2006,2.1
stp,2007,2.2
stp,2008,2.2
stp,2009,2.1
stp,2010,2.1
stp,2011,2
stp,2012,2.1
stp,2013,2.1
stp,2014,2.2
stp,2015,2.1
stp,2016,2.1
stp,2017,2.2
stp,2018,2.2
stp,2019,2.2
sur,2000,32.3
sur,2001,36.8
sur,2002,37.6
sur,2003,37.5
sur,2004,36.3
sur,2005,37.2
sur,2006,38
sur,2007,37.5
sur,2008,37.2
sur,2009,37.1
sur,2010,39.1
sur,2011,37.2
sur,2012,39
sur,2013,38.5
sur,2014,37.7
sur,2015,37.8
sur,2016,37.1
sur,2017,37.2
sur,2018,38.9
sur,2019,38.8
svk,2000,23.9
svk,2001,23.8
svk,2002,25.9
svk,2003,26.7
svk,2004,23.6
svk,2005,24.1
svk,2006,25.8
svk,2007,24.7
svk,2008,22.3
svk,2009,24.1
svk,2010,23.9
svk,2011,22.9
svk,2012,22.4
svk,2013,21.9
svk,2014,22.6
svk,2015,21.9
svk,2016,21.7
svk,2017,21.6
svk,2018,21.4
svk,2019,21.2
svn,2000,47.9
svn,2001,49.5
svn,2002,47.5
svn,2003,47.3
svn,2004,42.2
svn,2005,42.4
svn,2006,44.6
svn,2007,35.7
svn,2008,32.7
svn,2009,35.5
svn,2010,34
svn,2011,34.5
svn,2012,36.4
svn,2013,36.1
svn,2014,32.8
svn,2015,33.3
svn,2016,30.6
svn,2017,33.4
svn,2018,27.8
svn,2019,31.4
swe,2000,20.5
swe,2001,22
swe,2002,22.2
swe,2003,19.7
swe,2004,20.9
swe,2005,21.1
swe,2006,20.2
swe,2007,20.1
swe,2008,21.2
swe,2009,22.1
swe,2010,20.8
swe,2011,19.6
swe,2012,20.6
swe,2013,21.5
swe,2014,19.6
swe,2015,21.8
swe,2016,19.6
swe,2017,20.5
swe,2018,20.2
swe,2019,19.9
swz,2000,39.8
swz,2001,45.2
swz,2002,51.7
swz,2003,56.4
swz,2004,59.2
swz,2005,61.4
swz,2006,67.5
swz,2007,80.3
swz,2008,82.9
swz,2009,82.8
swz,2010,78.7
swz,2011,75.8
swz,2012,77.7
swz,2013,73.9
swz,2014,66.9
swz,2015,62.6
swz,2016,60.7
swz,2017,57.3
swz,2018,54.1
swz,2019,55.1
syc,2000,16.7
syc,2001,16.8
syc,2002,15.6
syc,2003,16.3
syc,2004,16.9
syc,2005,15
syc,2006,14.4
syc,2007,13.3
syc,2008,13.7
syc,2009,13.1
syc,2010,13.6
syc,2011,13.8
syc,2012,13.5
syc,2013,13.4
syc,2014,13.9
syc,2015,14.2
syc,2016,14.2
syc,2017,14.8
syc,2018,14.7
syc,2019,14.4
syr,2000,2.2
syr,2001,2.2
syr,2002,2.2
syr,2003,2.1
syr,2004,2.1
syr,2005,2.1
syr,2006,2.2
syr,2007,2.2
syr,2008,2.3
syr,2009,2.3
syr,2010,2.4
syr,2011,2.4
syr,2012,2.5
syr,2013,2.8
syr,2014,2.9
syr,2015,2.8
syr,2016,2.6
syr,2017,2.9
syr,2018,3.2
syr,2019,3.2
tcd,2000,11.8
tcd,2001,11.7
tcd,2002,11.5
tcd,2003,11.6
tcd,2004,11.4
tcd,2005,11.4
tcd,2006,11.3
tcd,2007,11.6
tcd,2008,11.3
tcd,2009,11.4
tcd,2010,11.6
tcd,2011,11.5
tcd,2012,11.2
tcd,2013,10.9
tcd,2014,10.5
tcd,2015,10
tcd,2016,9.8
tcd,2017,9.9
tcd,2018,9.8
tcd,2019,9.6
tgo,2000,14.9
tgo,2001,15.2
tgo,2002,15.5
tgo,2003,15.9
tgo,2004,16
tgo,2005,16
tgo,2006,16.4
tgo,2007,16.3
tgo,2008,16.3
tgo,2009,16
tgo,2010,15.7
tgo,2011,15.7
tgo,2012,15.8
tgo,2013,15.8
tgo,2014,15.5
tgo,2015,14.9
tgo,2016,14.3
tgo,2017,14.1
tgo,2018,13.7
tgo,2019,13.8
tha,2000,16.7
tha,2001,15.7
tha,2002,16.1
tha,2003,16.1
tha,2004,16.4
tha,2005,14.1
tha,2006,13.8
tha,2007,13
tha,2008,12.5
tha,2009,12.4
tha,2010,12.7
tha,2011,12.7
tha,2012,12.6
tha,2013,12
tha,2014,12.7
tha,2015,13.3
tha,2016,14.2
tha,2017,14.1
tha,2018,14.8
tha,2019,15
tjk,2000,5.3
tjk,2001,4.9
tjk,2002,4.8
tjk,2003,4.7
tjk,2004,4.7
tjk,2005,5
tjk,2006,5.1
tjk,2007,5.2
tjk,2008,5.3
tjk,2009,5.3
tjk,2010,5.3
tjk,2011,5.4
tjk,2012,5.4
tjk,2013,5.3
tjk,2014,5.3
tjk,2015,5.4
tjk,2016,5.5
tjk,2017,5.4
tjk,2018,5.6
tjk,2019,5.7
tkm,2000,21.1
tkm,2001,22.7
tkm,2002,23.3
tkm,2003,24.1
tkm,2004,23.5
tkm,2005,25
tkm,2006,24.5
tkm,2007,21.3
tkm,2008,18.1
tkm,2009,14.6
tkm,2010,13.2
tkm,2011,11.4
tkm,2012,10.7
tkm,2013,10.6
tkm,2014,10.5
tkm,2015,9.5
tkm,2016,9.5
tkm,2017,9
tkm,2018,8.8
tkm,2019,8.8
tls,2000,4.6
tls,2001,4.5
tls,2002,4.3
tls,2003,4.4
tls,2004,4
tls,2005,4
tls,2006,3.7
tls,2007,3.5
tls,2008,3.2
tls,2009,4.2
tls,2010,4
tls,2011,4.4
tls,2012,4.6
tls,2013,4.7
tls,2014,4.8
tls,2015,5
tls,2016,5.1
tls,2017,5.2
tls,2018,5.2
tls,2019,5.3
ton,2000,5.3
ton,2001,5.3
ton,2002,5.3
ton,2003,5.6
ton,2004,5.5
ton,2005,5.3
ton,2006,5.2
ton,2007,5.3
ton,2008,5.1
ton,2009,5.8
ton,2010,6.1
ton,2011,5.9
ton,2012,6
ton,2013,6.1
ton,2014,6.2
ton,2015,6.1
ton,2016,5.4
ton,2017,5.4
ton,2018,5.2
ton,2019,5
tto,2000,26
tto,2001,26
tto,2002,25
tto,2003,21.6
tto,2004,21.5
tto,2005,20.6
tto,2006,18.2
tto,2007,18.6
tto,2008,22.7
tto,2009,18.2
tto,2010,18.1
tto,2011,15.9
tto,2012,14.2
tto,2013,17.3
tto,2014,16.8
tto,2015,16.2
tto,2016,15.6
tto,2017,15.1
tto,2018,14.3
tto,2019,13.9
tun,2000,4.8
tun,2001,4.9
tun,2002,4.9
tun,2003,4.9
tun,2004,4.9
tun,2005,4.9
tun,2006,4.9
tun,2007,4.8
tun,2008,4.8
tun,2009,4.8
tun,2010,4.7
tun,2011,4.7
tun,2012,4.6
tun,2013,4.5
tun,2014,4.4
tun,2015,4.3
tun,2016,4.3
tun,2017,4.3
tun,2018,4.5
tun,2019,4.7
tur,2000,6.2
tur,2001,5.6
tur,2002,4.8
tur,2003,4.7
tur,2004,4.5
tur,2005,4.2
tur,2006,3.9
tur,2007,3.7
tur,2008,3.5
tur,2009,3.5
tur,2010,3.6
tur,2011,3.3
tur,2012,3.3
tur,2013,3.3
tur,2014,3.4
tur,2015,3.3
tur,2016,3.3
tur,2017,3.4
tur,2018,3.4
tur,2019,3.6
tza,2000,12.7
tza,2001,11.3
tza,2002,9.9
tza,2003,9.1
tza,2004,8.3
tza,2005,7.8
tza,2006,7.7
tza,2007,7.7
tza,2008,8.1
tza,2009,7.7
tza,2010,7.2
tza,2011,6.7
tza,2012,6.2
tza,2013,6.6
tza,2014,6.3
tza,2015,6.4
tza,2016,6.4
tza,2017,6.4
tza,2018,6.4
tza,2019,6.6
uga,2000,16
uga,2001,15.5
uga,2002,14.9
uga,2003,14.9
uga,2004,15
uga,2005,15.2
uga,2006,14.6
uga,2007,12.8
uga,2008,11.4
uga,2009,10.9
uga,2010,10.2
uga,2011,10.2
uga,2012,9.5
uga,2013,8.9
uga,2014,8.1
uga,2015,7.8
uga,2016,7.8
uga,2017,7.4
uga,2018,7.4
uga,2019,7.6
ukr,2000,70.9
ukr,2001,66.7
ukr,2002,65.7
ukr,2003,62.6
ukr,2004,61.8
ukr,2005,61.9
ukr,2006,56.1
ukr,2007,57.7
ukr,2008,56.5
ukr,2009,47.6
ukr,2010,44
ukr,2011,41.5
ukr,2012,41.6
ukr,2013,40.6
ukr,2014,44.1
ukr,2015,38.9
ukr,2016,38.5
ukr,2017,37.2
ukr,2018,39.8
ukr,2019,39.2
ury,2000,27.1
ury,2001,23.2
ury,2002,32
ury,2003,24.7
ury,2004,24.9
ury,2005,23.4
ury,2006,23.7
ury,2007,27.5
ury,2008,24.2
ury,2009,24.7
ury,2010,25.4
ury,2011,26.9
ury,2012,29.4
ury,2013,25.1
ury,2014,27.6
ury,2015,30.4
ury,2016,33.5
ury,2017,33.8
ury,2018,34.7
ury,2019,34.5
usa,2000,17.7
usa,2001,18.3
usa,2002,18.8
usa,2003,18.6
usa,2004,18.6
usa,2005,18.7
usa,2006,19.1
usa,2007,19.5
usa,2008,20
usa,2009,20
usa,2010,20.5
usa,2011,20.9
usa,2012,21.1
usa,2013,21
usa,2014,21.6
usa,2015,22.2
usa,2016,23.5
usa,2017,24.9
usa,2018,24.3
usa,2019,25
uzb,2000,16
uzb,2001,15.7
uzb,2002,15
uzb,2003,13.8
uzb,2004,13.1
uzb,2005,13.9
uzb,2006,13.2
uzb,2007,12.9
uzb,2008,12.5
uzb,2009,11.6
uzb,2010,11.7
uzb,2011,12
uzb,2012,12.5
uzb,2013,12.4
uzb,2014,12.6
uzb,2015,12.7
uzb,2016,12.6
uzb,2017,12.3
uzb,2018,12
uzb,2019,11.3
vct,2000,10.9
vct,2001,9.3
vct,2002,11.7
vct,2003,10.4
vct,2004,9
vct,2005,17.5
vct,2006,10.9
vct,2007,15.6
vct,2008,7.8
vct,2009,4.5
vct,2010,5.3
vct,2011,8.9
vct,2012,6.8
vct,2013,6.6
vct,2014,2.3
vct,2015,5.6
vct,2016,0.6
vct,2017,0
vct,2018,1.4
vct,2019,1.3
ven,2000,9.4
ven,2001,9.8
ven,2002,9
ven,2003,8.1
ven,2004,7.5
ven,2005,7.3
ven,2006,6.7
ven,2007,6.2
ven,2008,5.8
ven,2009,5.3
ven,2010,5.8
ven,2011,6.3
ven,2012,5.5
ven,2013,4.1
ven,2014,3.6
ven,2015,3.8
ven,2016,3.6
ven,2017,3.6
ven,2018,3.6
ven,2019,3.5
vnm,2000,7.6
vnm,2001,7.7
vnm,2002,7.7
vnm,2003,7.9
vnm,2004,8.2
vnm,2005,8.2
vnm,2006,8.6
vnm,2007,9.1
vnm,2008,9.6
vnm,2009,9.7
vnm,2010,9.8
vnm,2011,10.1
vnm,2012,10.4
vnm,2013,10.5
vnm,2014,10.8
vnm,2015,10.8
vnm,2016,10.8
vnm,2017,10.8
vnm,2018,10.6
vnm,2019,10.4
vut,2000,29.4
vut,2001,29.1
vut,2002,29.5
vut,2003,29.3
vut,2004,28.9
vut,2005,28.5
vut,2006,29.7
vut,2007,29.7
vut,2008,29.6
vut,2009,30.7
vut,2010,30.3
vut,2011,29.7
vut,2012,29.7
vut,2013,29.4
vut,2014,28.5
vut,2015,28.3
vut,2016,28.3
vut,2017,28.5
vut,2018,28.4
vut,2019,28.1
wsm,2000,20.3
wsm,2001,20.2
wsm,2002,19.9
wsm,2003,19.6
wsm,2004,18.9
wsm,2005,19.1
wsm,2006,19.2
wsm,2007,18.9
wsm,2008,18.7
wsm,2009,15.7
wsm,2010,18.4
wsm,2011,18.3
wsm,2012,18.3
wsm,2013,17.3
wsm,2014,18.3
wsm,2015,18.2
wsm,2016,18.4
wsm,2017,18.1
wsm,2018,18.1
wsm,2019,18
yem,2000,7.2
yem,2001,7.1
yem,2002,7
yem,2003,7
yem,2004,7.1
yem,2005,7
yem,2006,6.9
yem,2007,6.9
yem,2008,7.1
yem,2009,7
yem,2010,6.8
yem,2011,6.6
yem,2012,6.8
yem,2013,6.7
yem,2014,6.9
yem,2015,6.7
yem,2016,7
yem,2017,6.8
yem,2018,7
yem,2019,7
zaf,2000,35.5
zaf,2001,36.2
zaf,2002,37.6
zaf,2003,38.5
zaf,2004,37.7
zaf,2005,37.5
zaf,2006,36.6
zaf,2007,38
zaf,2008,40.9
zaf,2009,40.9
zaf,2010,37.3
zaf,2011,34.1
zaf,2012,36
zaf,2013,38.1
zaf,2014,38.7
zaf,2015,39.5
zaf,2016,39.2
zaf,2017,40.8
zaf,2018,39
zaf,2019,37.6
zmb,2000,17.3
zmb,2001,16.2
zmb,2002,16.3
zmb,2003,16
zmb,2004,16.8
zmb,2005,16.6
zmb,2006,16.5
zmb,2007,15.2
zmb,2008,14.8
zmb,2009,14.7
zmb,2010,15
zmb,2011,15.3
zmb,2012,14
zmb,2013,13.4
zmb,2014,13.8
zmb,2015,13.7
zmb,2016,13.5
zmb,2017,13.6
zmb,2018,13.2
zmb,2019,12
zwe,2000,14.1
zwe,2001,14.4
zwe,2002,15.5
zwe,2003,15.1
zwe,2004,15.7
zwe,2005,16.2
zwe,2006,14.7
zwe,2007,17.7
zwe,2008,20.9
zwe,2009,24.5
zwe,2010,26.2
zwe,2011,26.8
zwe,2012,25.6
zwe,2013,23
zwe,2014,22.4
zwe,2015,23.8
zwe,2016,22.5
zwe,2017,21
zwe,2018,19.9
zwe,2019,20
