geo,time,nv_srv_totl_cd
cze,2004,65353738161.3865
cze,2005,74797849516.22459
cze,2006,84994379436.70451
cze,2007,103254409003.77901
cze,2008,130602869075.722
cze,2009,115624560667.261
cze,2010,116636288665.192
cze,2011,125530202353.64999
cze,2012,114381202911.506
cze,2013,115611372510.61301
cze,2014,113458460797.302
cze,2015,101645815336.145
cze,2016,106874464247.355
cze,2017,120456187882.33099
cze,2018,140465517968.69901
cze,2019,143860502131.27802
cze,2020,143076227097.94199
deu,1991,1053508544490.28003
deu,1992,1223168440826.55005
deu,1993,1225220631728.37988
deu,1994,1303268651319.75
deu,1995,1547252627269.01001
deu,1996,1517028853652.19995
deu,1997,1351664786826.08008
deu,1998,1372046237634.77002
deu,1999,1350705386557.53003
deu,2000,1197324204309.02002
deu,2001,1209949814626.37988
deu,2002,1311978816249.02002
deu,2003,1582469634259.20996
deu,2004,1779702044357.91992
deu,2005,1803903524955.63989
deu,2006,1878380862395.29004
deu,2007,2120913440105.1001
deu,2008,2330420864767.18945
deu,2009,2191003730879.30005
deu,2010,2116587527050
deu,2011,2316864975914.3999
deu,2012,2175779337510.93994
deu,2013,2322120095187.8501
deu,2014,2415460198527.43994
deu,2015,2086892781592.58008
deu,2016,2143349628742.41992
deu,2017,2280835332743.52979
deu,2018,2470906397044.7002
deu,2019,2424220931505.87988
deu,2020,2435262617537.75
dji,2013,1644619988.63387
dji,2014,1778894902.68454
dji,2015,1950109333.16828
dji,2016,2094450952.89808
dji,2017,2178839244.09608
dji,2018,2258557334.81131
dji,2019,2540059981.65664
dji,2020,2377496142.83062
dma,1977,25062962.96296
dma,1978,30896296.2963
dma,1979,32285185.18519
dma,1980,41859259.25926
dma,1981,44959259.25926
dma,1982,48855555.55556
dma,1983,55366666.66667
dma,1984,62103703.7037
dma,1985,68940740.74074
dma,1986,76707407.40741
dma,1987,85866666.66667
dma,1988,94711111.11111
dma,1989,106796296.2963
dma,1990,116211111.11111
dma,1991,130629629.62963
dma,1992,139214814.81482
dma,1993,146033333.33333
dma,1994,162181481.48148
dma,1995,169977777.77778
dma,1996,178792592.59259
dma,1997,184662962.96296
dma,1998,196688888.88889
dma,1999,203662962.96296
dma,2000,207211111.11111
dma,2001,215270370.37037
dma,2002,210948148.14815
dma,2003,218100000
dma,2004,227888888.88889
dma,2005,221707407.40741
dma,2006,237640740.74074
dma,2007,248807407.40741
dma,2008,267955555.55556
dma,2009,290570370.37037
dma,2010,297744444.44444
dma,2011,295774074.07407
dma,2012,292333333.33333
dma,2013,294574074.07407
dma,2014,307074074.07407
dma,2015,317222222.22222
dma,2016,327692592.59259
dma,2017,314951851.85185
dma,2018,294266666.66667
dma,2019,339037037.03704
dma,2020,291874074.07407
dnk,1966,6444871456.22023
dnk,1967,7150819457.71658
dnk,1968,7377109333.33333
dnk,1969,8488578666.66667
dnk,1970,9696752400
dnk,1971,10964105005.1843
dnk,1972,13318264141.7121
dnk,1973,17900300190.0984
dnk,1974,20169740438.7275
dnk,1975,24354919250.9833
dnk,1976,26983688006.617
dnk,1977,29829532582.6226
dnk,1978,36110771769.4846
dnk,1979,42468887854.0201
dnk,1980,42059997338.4907
dnk,1981,37109106606.3958
dnk,1982,36342749267.918
dnk,1983,36551555932.2034
dnk,1984,35004925168.4916
dnk,1985,37026470310.6716
dnk,1986,51420201829.19289
dnk,1987,64747670570.0042
dnk,1988,69213719527.5941
dnk,1989,67513396076.7147
dnk,1990,84180464402.2881
dnk,1991,85695476588.75951
dnk,1992,94573481883.99789
dnk,1993,90318489026.666
dnk,1994,97642822060.8119
dnk,1995,114026994859.34599
dnk,1996,114443666683.912
dnk,1997,105457401317.284
dnk,1998,107503095749.761
dnk,1999,108089487256.673
dnk,2000,99060881592.45827
dnk,2001,100336333805.931
dnk,2002,109819404410.554
dnk,2003,135746046268.045
dnk,2004,155833463804.64401
dnk,2005,162878351481.599
dnk,2006,172389794343.17599
dnk,2007,196401217370.53799
dnk,2008,220273575449.677
dnk,2009,210228533268.668
dnk,2010,210547604539.41296
dnk,2011,222666896551.83096
dnk,2012,210305296623.26001
dnk,2013,223848202031.66901
dnk,2014,231558907551.04697
dnk,2015,199261221746.392
dnk,2016,203993037516.35599
dnk,2017,215567565251.88501
dnk,2018,231650623484.77399
dnk,2019,224826695460.39999
dnk,2020,229853368443.84
dom,1960,575999900
dom,1961,568499900
dom,1962,714500000
dom,1963,821599900
dom,1964,893099900
dom,1965,402500000
dom,1966,405000000
dom,1967,422300000
dom,1968,444000000
dom,1969,490300000
dom,1970,591700000
dom,1971,665700000
dom,1972,824100100
dom,1973,937100000
dom,1974,1047200000
dom,1975,1255900000
dom,1976,1574200000
dom,1977,1863699900
dom,1978,2101900200
dom,1979,2365500000
dom,1980,2912000300
dom,1981,3367999600
dom,1982,3802000100
dom,1983,4060000000
dom,1984,4698399500
dom,1985,2998040319.98972
dom,1986,3053231415.48738
dom,1987,3507074334.16563
dom,1988,2771456458.07771
dom,1989,3144759006.30915
dom,1990,3371722015.64754
dom,1991,4594285172.43299
dom,1992,5494600032
dom,1993,6376870920
dom,1994,7266493381.84009
dom,1995,8284853675.21368
dom,1996,9094279933.00404
dom,1997,10156028902.1055
dom,1998,10711117111.3575
dom,1999,11212872593.8463
dom,2000,12672095294.0086
dom,2001,13814668306.2728
dom,2002,14593206366.1684
dom,2003,11806468668.7096
dom,2004,12308921588.9226
dom,2005,19952425333.8529
dom,2006,21061141690.6907
dom,2007,24151600538.4075
dom,2008,27547066951.6412
dom,2009,28548956457.6795
dom,2010,31935272027.332
dom,2011,34608236951.1337
dom,2012,36354037932.06049
dom,2013,36941250286.521
dom,2014,39447757472.49689
dom,2015,42031015588.6826
dom,2016,45308135905.3846
dom,2017,47539599054.5794
dom,2018,50158605178.7518
dom,2019,51848171200.2558
dom,2020,45102516814.8325
dza,1999,18959397000.9268
dza,2000,18141398196.6468
dza,2001,19581117658.486
dza,2002,20463505513.7992
dza,2003,23374546159.3126
dza,2004,28658032267.28609
dza,2005,31950330461.5544
dza,2006,36230573763.94769
dza,2007,44843229560.529
dza,2008,57088899830.9147
dza,2009,55924960838.2406
dza,2010,63267469685.1558
dza,2011,80938949435.0674
dza,2012,84678265579.8597
dza,2013,88525521492.1808
dza,2014,93839598406.53268
dza,2015,80531761401.66891
dza,2016,78885932507.3943
dza,2017,81026195561.08238
dza,2018,79212651101.51649
dza,2019,79697889297.01318
dza,2020,70679588063.4312
ecu,1960,847908985.83418
ecu,1961,721406124.54799
ecu,1962,608530329.8531
ecu,1963,727784869.97621
ecu,1964,900449809.61885
ecu,1965,980677097.3734
ecu,1966,1031032235.61246
ecu,1967,1075570585.51587
ecu,1968,1050828725.25774
ecu,1969,1361411606.26758
ecu,1970,1192303542.62619
ecu,1971,1141875369.37706
ecu,1972,1339129925.321
ecu,1973,1733990205.54493
ecu,1974,3018098755.81959
ecu,1975,3756024487.89852
ecu,1976,4486022419.70711
ecu,1977,5432851291.59514
ecu,1978,5981337213.80681
ecu,1979,7248046423.53359
ecu,1980,9539196709.33459
ecu,1981,11562641667.9099
ecu,1982,10327752711.5398
ecu,1983,9014273081.94456
ecu,1984,8179908120.75677
ecu,1985,8190810346.84787
ecu,1986,7237717472.2475
ecu,1987,6543350620.55347
ecu,1988,5797498088.68379
ecu,1989,6166357905.3255
ecu,1990,6875676924.49052
ecu,1991,7591902951.47574
ecu,1992,8070402201.10055
ecu,1993,8387399699.84992
ecu,1994,10453729864.9325
ecu,1995,11680658329.1646
ecu,1996,12477270635.3177
ecu,1997,14133565782.8914
ecu,1998,14574507253.6268
ecu,1999,9728055027.51376
ecu,2000,8296605302.65133
ecu,2001,12327228000
ecu,2002,14809162000
ecu,2003,17573488000
ecu,2004,19779724000
ecu,2005,22176551000
ecu,2006,24234275000
ecu,2007,26162464000
ecu,2008,30593498000
ecu,2009,32547719000
ecu,2010,35577019000
ecu,2011,39089283000
ecu,2012,43061216000
ecu,2013,46854631000
ecu,2014,50196931000
ecu,2015,51008790000
ecu,2016,51522142000
ecu,2017,53431946000
ecu,2018,55326438000
ecu,2019,56003670000
ecu,2020,52007063000
egy,1965,1900174748.7986
egy,1966,2056550830.99504
egy,1967,2218487394.95798
egy,1968,2257943925.23364
egy,1969,2423970944.30993
egy,1970,3382316001.00477
egy,1971,3713593471.0533
egy,1972,4074974146.84592
egy,1973,4155381505.81102
egy,1974,3918761687.09744
egy,1975,4920868040.33319
egy,1976,5612711022.84012
egy,1977,5848623048.58797
egy,1978,6323226197.69557
egy,1979,7366857142.85714
egy,1980,8843828510.97852
egy,1981,9227567567.56757
egy,1982,13209359605.9113
egy,1983,14833527357.3923
egy,1984,16413674478.6068
egy,1985,19075489477.5416
egy,1986,20080449017.7736
egy,1987,20317361743.912
egy,1988,17379330266.8938
egy,1989,19775404120.1983
egy,1990,21330193046.2091
egy,1991,18195745330.6746
egy,1992,19764691722.0835
egy,1993,22026710684.2737
egy,1994,24343712930.0119
egy,1995,28681804777.3518
egy,1996,32282134433.9623
egy,1997,37768731563.4218
egy,1998,40962042502.9516
egy,1999,43138218814.509
egy,2000,46450873330.3978
egy,2001,44917735849.0566
egy,2002,39159123595.5056
egy,2003,36052923076.9231
egy,2004,35523863636.3636
egy,2005,41152895174.7088
egy,2006,48008713043.4783
egy,2007,61167513134.8511
egy,2008,75984472727.27271
egy,2009,88078312159.70958
egy,2010,101242105263.158
egy,2011,107885094664.37199
egy,2012,144503266666.66699
egy,2013,150853178294.57401
egy,2014,159890545193.68701
egy,2015,175126024258.76001
egy,2016,181125153374.233
egy,2017,125506677989.13
egy,2018,128606448317.38901
egy,2019,152970049402.04999
egy,2020,189056624897.06799
esp,1995,371018147851.61499
esp,1996,384949428608.95801
esp,1997,351622727272.72699
esp,1998,367380554627.46399
esp,1999,375703250299.61499
esp,2000,354228502862.74597
esp,2001,373811582805.90601
esp,2002,424696874214.11798
esp,2003,543369861778.42999
esp,2004,642466839208.88196
esp,2005,690193913126.84802
esp,2006,756740621749.41101
esp,2007,903546577908.63013
esp,2008,1036250180617.18994
esp,2009,992474169674.2179
esp,2010,942535498483.33472
esp,2011,1002349761536.96997
esp,2012,907856086531.64099
esp,2013,928047714144.70801
esp,2014,938593775122.3501
esp,2015,812760353872.65601
esp,2016,837207276300.00195
esp,2017,889861159517.64893
esp,2018,964184404756.86206
esp,2019,946496666972.547
esp,2020,868362587201.55884
est,1995,2568733280.8812
est,1996,2742516582.13032
est,1997,2965010144.27412
est,1998,3337256647.01302
est,1999,3596719548.55196
est,2000,3443669031.60417
est,2001,3768507743.26381
est,2002,4418010737.49647
est,2003,5896190153.5682
est,2004,7235042236.02484
est,2005,8333602785.72317
est,2006,9850804165.09848
est,2007,12810328497.1257
est,2008,14495810751.4282
est,2009,11946385106.9742
est,2010,11698866374.4075
est,2011,13531531082.8794
est,2012,13536013107.4629
est,2013,14861967575.8612
est,2014,15784734846.4137
est,2015,13733233239.4695
est,2016,14451935139.0304
est,2017,16253507084.6189
est,2018,18499711443.8039
est,2019,19045878433.9059
est,2020,19215291924.6242
eth,1981,2253652028.98551
eth,1982,2501077294.68599
eth,1983,2721299371.98068
eth,1984,2878053381.64251
eth,1985,3148164637.68116
eth,1986,3335149903.38164
eth,1987,3624393526.57005
eth,1988,3856522705.31401
eth,1989,4106455990.33816
eth,1990,4420290048.30918
eth,1991,3995028888.88889
eth,1992,2815106297.94826
eth,1993,2535136830.76995
eth,1994,2341486123.83933
eth,1995,2539190414.50777
eth,1996,2844274836.58579
eth,1997,2350819417.08728
eth,1998,2567526576.57658
eth,1999,2761406622.37548
eth,2000,3086610399.97055
eth,2001,3169001525.01261
eth,2002,3253622074.988
eth,2003,3686641466.11503
eth,2004,4059937316.54968
eth,2005,4854419876.09228
eth,2006,5894231082.03067
eth,2007,7708459017.51194
eth,2008,10258394969.7101
eth,2009,12576240282.1768
eth,2010,12498876332.3249
eth,2011,13238047828.7841
eth,2012,16709934859.461
eth,2013,18902092040.3205
eth,2014,22184834811.6927
eth,2015,25542310555.54449
eth,2016,27285128471.1858
eth,2017,29955629458.7685
eth,2018,30682239794.3941
eth,2019,35629209102.3804
eth,2020,39627729496.1008
fin,1975,13456912881.849
fin,1976,15089347591.9372
fin,1977,15911804633.3186
fin,1978,17147862815.8845
fin,1979,20936052511.067
fin,1980,25084475613.6436
fin,1981,25095067511.7112
fin,1982,25565560626.619
fin,1983,24944491887.2758
fin,1984,25965571824.2976
fin,1985,28102455871.0668
fin,1986,37590898428.3369
fin,1987,47339375084.5394
fin,1988,55141435678.7491
fin,1989,60076208951.08769
fin,1990,73927849479.08569
fin,1991,71111601235.1125
fin,1992,63758959384.1253
fin,1993,50045799937.5455
fin,1994,56929994308.4804
fin,1995,72903050108.9324
fin,1996,72782811286.5648
fin,1997,68922231130.4547
fin,1998,71760124610.5919
fin,1999,72618809828.9577
fin,2000,66730083054.1178
fin,2001,70349012501.1812
fin,2002,77103027150.1962
fin,2003,94751650249.01939
fin,2004,110238355004.24699
fin,2005,114450084607.004
fin,2006,119296955421.17599
fin,2007,140219090104.314
fin,2008,160643266074.21899
fin,2009,151100964108.98401
fin,2010,147018001183.33401
fin,2011,163451737529.18301
fin,2012,156754496278.125
fin,2013,164018593489.01999
fin,2014,166939408556.862
fin,2015,142650072347.65601
fin,2016,145288781882.10199
fin,2017,152785990074.11801
fin,2018,165002964109.80399
fin,2019,161625251827.45099
fin,2020,161786367852.14099
fji,1963,39667548.16774
fji,1964,46089913.10918
fji,1965,53897494.01839
fji,1966,59260191.24308
fji,1967,65149819.71901
fji,1968,66414748.65453
fji,1969,77767612.07685
fji,1970,92743322.25152
fji,1971,115865778.08956
fji,1972,146025206.01066
fji,1973,199320196.42408
fji,1974,266261171.79742
fji,1975,326560530.47816
fji,1976,329285618.80361
fji,1977,369522236.75605
fji,1978,443788379.78271
fji,1979,530692832.35611
fji,1980,615159046.45477
fji,1981,656915399.01708
fji,1982,639264264.26426
fji,1983,627714847.59095
fji,1984,660628117.49492
fji,1985,634877773.9251
fji,1986,690835907.84712
fji,1987,595693383.71252
fji,1988,589113472.69804
fji,1989,563513786.82667
fji,1990,654260382.20001
fji,1991,673924573.05503
fji,1992,731349833.666
fji,1993,764468867.5574
fji,1994,838288573.18489
fji,1995,938780487.80488
fji,1996,1026793985.60536
fji,1997,1030685045.36954
fji,1998,832846788.80612
fji,1999,980300568.64338
fji,2000,894023771.493
fji,2001,891931828.16481
fji,2002,984275001.14317
fji,2003,1232982382.10782
fji,2004,1432465666.47432
fji,2005,1708837906.56416
fji,2006,1747519581.79298
fji,2007,1962356206.91797
fji,2008,2024676099.64234
fji,2009,1678851255.30501
fji,2010,1805415680.55049
fji,2011,2195126031.67522
fji,2012,2303592379.46254
fji,2013,2383023786.24959
fji,2014,2697736197.94426
fji,2015,2595874570.93822
fji,2016,2688704110.3738
fji,2017,2916875514.05486
fji,2018,3009746095.62135
fji,2019,2967152147.75042
fji,2020,2411613066.9098
fra,1960,29176912006.2214
fra,1961,32348373252.0707
fra,1962,36205412211.7274
fra,1963,41521296771.6952
fra,1964,46200763260.1247
fra,1965,50233182565.1739
fra,1966,54976423724.6553
fra,1967,60265735505.0181
fra,1968,67812404912.8204
fra,1969,74082176235.9104
fra,1970,78087870556.2773
fra,1971,87664259500.4144
fra,1972,107053315994.798
fra,1973,140144372421.92099
fra,1974,156763502454.992
fra,1975,201450206516.75101
fra,1976,209207866703.08701
fra,1977,234909066595.34601
fra,1978,289302325581.39502
fra,1979,349739438791.24298
fra,1980,405560384973.61102
fra,1981,361605310802.65503
fra,1982,343432478291.24701
fra,1983,332418452534.64203
fra,1984,318767544847.25702
fra,1985,332201781281.93903
fra,1986,467223221896.01294
fra,1987,570472552657.427
fra,1988,624524832066.953
fra,1989,633960518198.64282
fra,1990,786826888326.70801
fra,1991,797350308103.70911
fra,1992,891034696406.44385
fra,1993,857662728746.81482
fra,1994,905398156899.81104
fra,1995,1037090287817.06006
fra,1996,1045419925631.48999
fra,1997,950143852551.13501
fra,1998,984341783411.16284
fra,1999,983831028352.1261
fra,2000,905570701487.06091
fra,2001,922079258766.92993
fra,2002,1012154408223.14001
fra,2003,1255364065536.46997
fra,2004,1444855979751.73999
fra,2005,1505509717217.12012
fra,2006,1594611761481.16992
fra,2007,1836007501488.62964
fra,2008,2041074729133.59009
fra,2009,1910916077960.15991
fra,2010,1868877367883.34009
fra,2011,2010758704289.88965
fra,2012,1886071055101.16968
fra,2013,1976853232887.06006
fra,2014,2009059852098.82007
fra,2015,1712523161063.66992
fra,2016,1743573859090.28003
fra,2017,1824011469558.83008
fra,2018,1956355069487.06006
fra,2019,1911398614360.78003
fra,2020,1871822987973.55005
fro,1998,561947827.12512
fro,1999,584171898.74144
fro,2000,538803181.94752
fro,2001,582436199.35599
fro,2002,657441068.05832
fro,2003,825250087.28388
fro,2004,945469112.5169
fro,2005,985075622.40491
fro,2006,1082212282.23582
fro,2007,1260925473.48311
fro,2008,1419077695.61209
fro,2009,1376242795.05307
fro,2010,1353585462.5629
fro,2011,1462309311.37892
fro,2012,1429469141.13077
fro,2013,1551982622.01093
fro,2014,1635581291.75947
fro,2015,1420547273.29479
fro,2016,1457551584.2952
fro,2017,1531205985.24891
fro,2018,1641038228.86644
fro,2019,1619635949.2608
fsm,1995,144986600
fsm,1996,144324300
fsm,1997,136511200
fsm,1998,136124100
fsm,1999,140065200
fsm,2000,146407400
fsm,2001,154661700
fsm,2002,159209800
fsm,2003,157585800
fsm,2004,156829500
fsm,2005,162530200
fsm,2006,168667100
fsm,2007,167674500
fsm,2008,169231500
fsm,2009,172193100
fsm,2010,180307800
fsm,2011,183311100
fsm,2012,187166700
fsm,2013,189785400
fsm,2014,204323300
fsm,2015,195760000
fsm,2016,202644900
fsm,2017,222601700
fsm,2018,268348200
fsm,2019,272487100
fsm,2020,273909400
gab,1960,47952155.24291
gab,1961,55693995.06891
gab,1962,61260241.64734
gab,1963,27471321.73374
gab,1964,84255728.51273
gab,1965,90181652.45901
gab,1966,98095625.8827
gab,1967,103251598.25833
gab,1968,106234938.43518
gab,1969,113862958.15769
gab,1970,109622525.72793
gab,1971,155071758.67244
gab,1972,153554554.27498
gab,1973,292971193.60168
gab,1974,439127338.23281
gab,1975,675647568.43601
gab,1976,982211820.56921
gab,1977,1019213283.35837
gab,1978,852182610.28359
gab,1979,933144347.80855
gab,1980,1404300522.20451
gab,1981,1370102711.72449
gab,1982,1202655113.08453
gab,1983,1243354104.56106
gab,1984,1217969747.73286
gab,1985,892461727.93769
gab,1986,1472224396.89009
gab,1987,1317942806.47573
gab,1988,2069644746.386
gab,1989,2075808062.24484
gab,1990,2957047828.50892
gab,1991,2580656481.6387
gab,1992,2708327194.11784
gab,1993,2025885617.03588
gab,1994,1604872184.9797
gab,1995,1963944991.10886
gab,1996,2137610927.05263
gab,1997,2084399147.87378
gab,1998,2234419828.87416
gab,1999,2046616602.16817
gab,2000,1906765341.98432
gab,2001,1905913959.04165
gab,2002,2073639365.66293
gab,2003,2527683345.3642
gab,2004,2819417527.27852
gab,2005,2833159225.15412
gab,2006,3193428882.50499
gab,2007,3904576714.92835
gab,2008,4513062780.26906
gab,2009,4460047706.38925
gab,2010,4430730103.39852
gab,2011,4667769835.28439
gab,2012,4714269513.46991
gab,2013,5209358339.22522
gab,2014,5948874072.34283
gab,2015,5613610866.29375
gab,2016,5853966363.96956
gab,2017,6367380866.698
gab,2018,6935539969.19595
gab,2019,6912853318.84877
gab,2020,7003965489.08417
gbm,2012,6222281200.63191
gbm,2013,6518971392.84039
gbm,2014,7223939443.80451
gbm,2015,6629708174.17876
gbm,2016,6411722927.3562
gbm,2017,6537245817.24582
gbm,2018,6998624416.27752
gbm,2019,6871633903.49757
gbr,1990,747518927556.81812
gbr,1991,783764014109.34802
gbr,1992,820277732537.73291
gbr,1993,747544758548.28992
gbr,1994,803195182124.27295
gbr,1995,873465362158.75012
gbr,1996,925137285491.42004
gbr,1997,1023600196463.65002
gbr,1998,1092335210334.55005
gbr,1999,1114756511891.28003
gbr,2000,1098116205174.76001
gbr,2001,1108199222686.05005
gbr,2002,1207078836930.45996
gbr,2003,1404096326530.61011
gbr,2004,1668403515195.8999
gbr,2005,1762872727272.72998
gbr,2006,1880068077276.90967
gbr,2007,2165802320928.37012
gbr,2008,2053128676470.59009
gbr,2009,1737060289764.76001
gbr,2010,1759084259734.25
gbr,2011,1875307515508.64966
gbr,2012,1910657536154.23999
gbr,2013,1959739342819.8501
gbr,2014,2164994006888.4895
gbr,2015,2083629089038.26001
gbr,2016,1934643971126.3999
gbr,2017,1912558598392.46948
gbr,2018,2055461236782.42969
gbr,2019,2039726816312.20972
gbr,2020,2009728013748.1897
geo,1990,2584500622.58698
geo,1991,2019867549.66887
geo,1992,845906505.07049
geo,1996,1279975909.34772
geo,1997,1572639691.71484
geo,1998,1735192886.98703
geo,1999,1377859733.80007
geo,2000,1627978725.60619
geo,2001,1703521466.47371
geo,2002,1777792958.96525
geo,2003,2052570256.79265
geo,2004,2649467863.10518
geo,2005,3275224802.78038
geo,2006,4277353403.7295
geo,2007,5782639928.16522
geo,2008,7768178159.37752
geo,2009,6530679437.29422
geo,2010,7723110587.44319
geo,2011,9321731396.38304
geo,2012,10177193726.1551
geo,2013,10689731874.474
geo,2014,10867078212.6069
geo,2015,9274313665.00683
geo,2016,9312840664.216
geo,2017,9788563458.85635
geo,2018,10607158359.97
geo,2019,10620493594.9753
geo,2020,9363854615.63204
gha,1984,1546444879.32159
gha,1985,1401901782.28949
gha,1986,1978749160.92385
gha,1987,1668442176.87075
gha,1988,1747088422.89502
gha,1989,1753820690.24154
gha,1990,2231504277.30613
gha,1991,2468266304.34783
gha,1992,2401048054.91991
gha,1993,1642372881.35593
gha,1994,1488284518.82845
gha,1995,1793828190.15847
gha,1996,1820183486.23853
gha,1997,1921826171.875
gha,1998,2112110726.6436
gha,1999,2193337959.48987
gha,2000,1435859790.7873
gha,2001,1549769649.58816
gha,2002,1801438667.33973
gha,2003,2218493308.72174
gha,2004,2547025013.89661
gha,2005,3106783031.37428
gha,2006,9496640913.56136
gha,2007,11710934484.2376
gha,2008,13242074218.3788
gha,2009,12486475088.968
gha,2010,15513019790.2098
gha,2011,18034144219.3871
gha,2012,19637937859.6087
gha,2013,25498963106.8941
gha,2014,20496281122.6956
gha,2015,20017202309.8046
gha,2016,24665456493.9383
gha,2017,26266423261.6941
gha,2018,29395333827.66669
gha,2019,30848350059.4166
gha,2020,30846599549.6542
gin,1986,822973912.92613
gin,1987,933066130.09961
gin,1988,1013284142.90346
gin,1989,1001096340.74982
gin,1990,1187626280.60458
gin,1991,1448958364.97611
gin,1992,1758362210.78617
gin,1993,1667767846.51817
gin,1994,1736482460.00251
gin,1995,1833318434.07102
gin,1996,1913380676.27567
gin,1997,1767870699.44049
gin,1998,1567919987.18015
gin,1999,1569023252.53696
gin,2000,1240316609.78302
gin,2001,1132896377.56534
gin,2002,1162848785.92124
gin,2003,1397843434.83324
gin,2004,1426755223.34396
gin,2005,1112822921.95942
gin,2006,1895060625.20029
gin,2007,2862300720.48087
gin,2008,3044284253.5494
gin,2009,2974263319.36926
gin,2010,2974693635.00732
gin,2011,2977081939.67187
gin,2012,3225013665.021
gin,2013,3645958515.66923
gin,2014,3805765714.43301
gin,2015,4001909755.22104
gin,2016,3604224601.01175
gin,2017,3917335152.02673
gin,2018,4523557620.73769
gin,2019,5181788492.78658
gin,2020,5674929827.49513
gmb,1966,26292210.33768
gmb,1967,27733885.46832
gmb,1968,24456391.30226
gmb,1969,26856429.70288
gmb,1970,32184514.95224
gmb,1971,34240241.40952
gmb,1972,35177134.86234
gmb,1973,44760338.34586
gmb,1974,56987550.41206
gmb,1975,68003318.58407
gmb,1976,64788650.76156
gmb,1977,82097732.22852
gmb,1978,105528120.05562
gmb,1979,127708536.32705
gmb,1980,144567054.03835
gmb,1981,124452316.35012
gmb,1982,118825027.29854
gmb,1983,121219624.04305
gmb,1984,98155743.42234
gmb,1985,135378412.38861
gmb,1986,111148014.44043
gmb,1987,129290130.61178
gmb,1988,168289010.79244
gmb,1989,181074964.39686
gmb,1990,204987929.94035
gmb,1991,458928696.56823
gmb,1992,482152984.02599
gmb,1993,510359343.45651
gmb,1994,493757519.46398
gmb,1995,501209308.17346
gmb,1996,520397276.77296
gmb,1997,513080557.24398
gmb,1998,543897755.35323
gmb,1999,492040403.33126
gmb,2000,474799375.95796
gmb,2001,411122316.28334
gmb,2002,347335348.28144
gmb,2003,284443746.16638
gmb,2004,491129906.32732
gmb,2005,521463388.08906
gmb,2006,586131042.51809
gmb,2007,734004800.30876
gmb,2008,827556686.07271
gmb,2009,741027765.68435
gmb,2010,759308146.50864
gmb,2011,773925142.98321
gmb,2012,770488108.33897
gmb,2013,758322279.57372
gmb,2014,693891972.77934
gmb,2015,715133046.47322
gmb,2016,724445782.46585
gmb,2017,804003409.22013
gmb,2018,917261130.42503
gmb,2019,993389934.58177
gmb,2020,955156959.86734
gnb,1970,24642813.11188
gnb,1971,25974371.42672
gnb,1972,27851385.7123
gnb,1973,29246440.67797
gnb,1974,32722697.36842
gnb,1975,29280451.58068
gnb,1976,40890439.45482
gnb,1977,35878505.3759
gnb,1978,34837031.70029
gnb,1979,33840976.83991
gnb,1980,43241034.89641
gnb,1981,53862575.75758
gnb,1982,64275256.67615
gnb,1983,75413952.2979
gnb,1984,61361927.42788
gnb,1985,54481253.12585
gnb,1986,45510308.06304
gnb,1987,47188877.92386
gnb,1988,41793272.8469
gnb,1989,68140268.32101
gnb,1990,47050288.42181
gnb,1991,88035852.41879
gnb,1992,87526172.80803
gnb,1993,78577374.08305
gnb,1994,72753447.35269
gnb,1995,78243103.93754
gnb,1996,78486992.32276
gnb,1997,79411392.81929
gnb,1998,50697362.05568
gnb,1999,59817855.8325
gnb,2000,155119345.31855
gnb,2001,180864849.79404
gnb,2002,162177972.10721
gnb,2003,182711631.40238
gnb,2004,209565781.33948
gnb,2005,228821390.04329
gnb,2006,245202379.05646
gnb,2007,290125831.08962
gnb,2008,332352017.93722
gnb,2009,338225031.43782
gnb,2010,334555187.88313
gnb,2011,446102121.04609
gnb,2012,376574843.36203
gnb,2013,419583430.72155
gnb,2014,442319324.08898
gnb,2015,381851752.7647
gnb,2016,428602191.23815
gnb,2017,439122201.63825
gnb,2018,756178106.80236
gnb,2019,737621793.41231
gnb,2020,718566817.12203
gnq,2006,1582716903.60938
gnq,2007,2283510979.68814
gnq,2008,3044381118.31191
gnq,2009,3558146434.99822
gnq,2010,4034978075.5958
gnq,2011,4726704500.41519
gnq,2012,5134620418.06509
gnq,2013,5962660949.26462
gnq,2014,6316173576.17279
gnq,2015,5158458485.18674
gnq,2016,5078678574.58631
gnq,2017,4990168463.65163
gnq,2018,5301447136.22238
gnq,2019,5062663348.82273
gnq,2020,5182020521.21564
grc,1995,87602488601.26489
grc,1996,94921922423.55609
grc,1997,94477276924.9969
grc,1998,95875985241.55431
grc,1999,92331920450.0226
grc,2000,84994318016.2198
grc,2001,87887063322.7505
grc,2002,100108579640.89301
grc,2003,129926968287.511
grc,2004,158076727198.54099
grc,2005,167716361994.758
grc,2006,178958416023.60001
grc,2007,214230399838.89896
grc,2008,248749503383.784
grc,2009,236211164931.71896
grc,2010,208978500942.76697
grc,2011,198520882276.00201
grc,2012,169308198510.73199
grc,2013,167730019349.608
grc,2014,166215366329.90601
grc,2015,136966238630.81799
grc,2016,133608753518.246
grc,2017,139216942109.784
grc,2018,147161547414.582
grc,2019,142634946347.16101
grc,2020,129460857613.306
grd,1977,42947636.2963
grd,1978,53907635.55556
grd,1979,60180553.7037
grd,1980,69357630.74074
grd,1981,69916555.92593
grd,1982,75504811.85185
grd,1983,80199600.74074
grd,1984,90733545.18519
