geo,time,gc_tax_intt_rv_zs
mlt,2012,0
mlt,2013,0
mlt,2014,0.96214
mlt,2015,0
mlt,2016,0
mlt,2017,0
mlt,2018,0
mlt,2019,0
mmr,1973,12.72966
mmr,1974,14.99258
mmr,1975,20.41433
mmr,1976,12.79649
mmr,1977,13.56322
mmr,1978,13.89722
mmr,1979,14.86779
mmr,1980,13.93866
mmr,1981,16.09195
mmr,1982,17.60277
mmr,1983,15.23064
mmr,1984,14.1594
mmr,1985,14.7489
mmr,1986,12.92206
mmr,1987,13.21824
mmr,1988,15.12296
mmr,1989,14.62207
mmr,1990,13.67377
mmr,1991,16.23307
mmr,1992,14.75808
mmr,1993,15.564
mmr,1994,13.26156
mmr,1995,11.90936
mmr,1996,14.68823
mmr,1997,9.80385
mmr,1998,4.62617
mmr,1999,4.3733
mmr,2000,4.0851
mmr,2001,3.87673
mmr,2002,1.89529
mmr,2003,1.19775
mmr,2004,3.67903
mmr,2005,2.25104
mmr,2012,3.63403
mmr,2013,3.08958
mmr,2014,3.39939
mmr,2015,3.39186
mmr,2016,3.49606
mmr,2017,3.27417
mmr,2018,3.72274
mmr,2019,2.79118
mng,1992,14.64228
mng,1993,13.58624
mng,1994,11.67446
mng,1995,8.71513
mng,1996,11.2026
mng,1997,5.30329
mng,1998,0.8405
mng,1999,4.43004
mng,2000,7.35657
mng,2001,7.44263
mng,2002,6.09899
mng,2003,5.66101
mng,2006,4.72771
mng,2007,5.3452
mng,2008,7.40853
mng,2009,6.1002
mng,2010,6.44377
mng,2011,8.49101
mng,2012,7.09428
mng,2013,7.04963
mng,2014,6.1551
mng,2015,5.90757
mng,2016,6.08505
mng,2017,7.99526
mng,2018,7.10077
moz,2010,4.68405
moz,2011,5.25028
moz,2012,5.47677
moz,2013,5.63904
moz,2014,6.73654
moz,2015,7.24262
moz,2016,7.12824
moz,2017,5.51735
moz,2018,6.60137
moz,2019,5.34323
mus,1973,38.60242
mus,1974,41.26984
mus,1975,43.98283
mus,1976,36.53028
mus,1977,40.40232
mus,1978,44.76947
mus,1979,43.378
mus,1980,51.56397
mus,1981,47.59286
mus,1982,47.13593
mus,1983,47.48903
mus,1984,49.05466
mus,1985,46.4453
mus,1986,50.44138
mus,1987,48.72456
mus,1988,49.06753
mus,1989,48.02094
mus,1990,45.74279
mus,1991,46.37442
mus,1992,40.23081
mus,1993,41.14635
mus,1994,40.57172
mus,1995,33.96507
mus,1996,33.34786
mus,1997,30.37046
mus,1998,29.97128
mus,1999,26.29308
mus,2000,27.46752
mus,2001,24.8294
mus,2002,20.92136
mus,2003,19.55585
mus,2004,19.90958
mus,2005,19.59584
mus,2006,16.83284
mus,2007,13.62823
mus,2008,11.43436
mus,2009,2.17489
mus,2010,2.17615
mus,2011,2.08576
mus,2012,1.84685
mus,2013,1.63839
mus,2014,1.36342
mus,2015,1.09999
mus,2016,1.35141
mus,2017,1.12274
mus,2018,1.19609
mus,2019,1.18235
mwi,2009,6.5282
mwi,2010,5.84806
mwi,2011,6.42493
mwi,2012,6.97056
mwi,2013,6.95166
mwi,2014,7.97561
mwi,2015,7.58527
mwi,2016,6.86803
mwi,2017,6.9798
mwi,2018,7.56896
mwi,2019,7.79517
mwi,2020,6.69249
mys,1996,12.14569
mys,1997,11.46988
mys,1998,7.90349
mys,1999,9.12214
mys,2000,7.4351
mys,2001,5.08037
mys,2002,5.35359
mys,2003,5.48009
mys,2004,5.50715
mys,2005,5.14567
mys,2006,4.07958
mys,2007,3.39314
mys,2008,3.38818
mys,2009,2.05902
mys,2010,2.36541
mys,2011,2.21498
mys,2012,2.04413
mys,2013,2.08736
mys,2014,2.06803
mys,2015,1.72122
mys,2016,1.82906
mys,2017,1.87765
mys,2018,1.98464
mys,2019,1.45931
nam,1990,25.28524
nam,1991,39.30088
nam,1992,28.30756
nam,1993,28.95596
nam,1994,24.81366
nam,1995,28.36803
nam,1996,28.93089
nam,1997,27.63873
nam,1998,29.43853
nam,1999,30.89215
nam,2000,35.04197
nam,2001,29.71092
nam,2002,24.8075
nam,2003,31.16431
nam,2004,37.12554
nam,2005,29.76512
nam,2006,38.10814
nam,2007,39.1161
nam,2008,36.29236
nam,2009,35.75769
nam,2010,25.57058
nam,2011,23.85564
nam,2012,36.31133
nam,2013,34.76915
nam,2014,36.26689
nam,2015,33.23703
nam,2016,27.58542
nam,2017,32.48265
nam,2018,28.91099
nam,2019,30.02724
ner,1976,31.68772
ner,1977,31.82712
ner,1978,31.08253
ner,1979,31.35101
ner,1980,36.37221
nic,1990,18.91625
nic,1991,11.64741
nic,1992,15.95081
nic,1993,17.74311
nic,1994,19.98928
nic,1995,7.3021
nic,1996,7.01372
nic,1997,9.83624
nic,1998,13.16458
nic,1999,6.75945
nic,2000,6.91179
nic,2001,7.89783
nic,2002,6.36489
nic,2003,5.13665
nic,2004,4.68622
nic,2005,5.15174
nic,2006,4.58382
nic,2007,4.46415
nic,2008,4.37544
nic,2009,3.60142
nic,2010,3.91596
nic,2011,4.03714
nic,2012,4.15184
nic,2013,4.03778
nic,2014,3.67289
nic,2015,3.76
nic,2016,3.83854
nic,2017,3.48048
nic,2018,2.84016
nic,2019,2.5956
nld,1973,0.518
nld,1974,0.16721
nld,1975,0.08677
nld,1976,0.00837
nld,1977,0.00752
nld,1978,0.00696
nld,1979,0.00647
nld,1980,0.0059
nld,1981,0
nld,1982,0
nld,1983,0
nld,1984,0
nld,1985,0
nld,1986,0
nld,1987,0
nld,1988,0
nld,1989,0
nld,1990,0
nld,1991,0
nld,1992,0
nld,1993,0
nld,1994,0
nld,1995,0.0395
nld,1996,0.04273
nld,1997,0.05027
nld,1998,0.05062
nld,1999,0.05237
nld,2000,0.08491
nld,2001,0.0829
nld,2002,0.07073
nld,2003,0.04527
nld,2004,0.02861
nld,2005,0.02875
nld,2006,0.01794
nld,2007,0.02028
nld,2008,0.0236
nld,2009,0.02848
nld,2010,0.02393
nld,2011,0.011
nld,2012,0.01727
nld,2013,0.0373
nld,2014,0.04124
nld,2015,0
nld,2016,0
nld,2017,0
nld,2018,0
nld,2019,0
nor,1972,1.50849
nor,1973,1.47761
nor,1974,1.40138
nor,1975,1.26317
nor,1976,1.04805
nor,1977,1.05206
nor,1978,0.8526
nor,1979,0.69011
nor,1980,0.68213
nor,1981,0.70678
nor,1982,0.62927
nor,1983,0.57282
nor,1984,0.54283
nor,1985,0.53084
nor,1986,0.58463
nor,1987,0.64499
nor,1988,0.55673
nor,1989,0.46682
nor,1990,0.52457
nor,1991,0.58176
nor,1992,0.58821
nor,1993,0.59185
nor,1994,0.56889
nor,1995,0.67773
nor,1996,0.5334
nor,1997,0.50657
nor,1998,0.54125
nor,1999,0.44179
nor,2000,0.27147
nor,2001,0.24207
nor,2002,0.21932
nor,2003,0.20937
nor,2004,0.18672
nor,2005,0.1675
nor,2006,0.15872
nor,2007,0.18025
nor,2008,0.17119
nor,2009,0.19427
nor,2010,0.20849
nor,2011,0.18822
nor,2012,0.18015
nor,2013,0.21388
nor,2014,0.21972
nor,2015,0.22848
nor,2016,0.23858
nor,2017,0.22467
nor,2018,0.20721
nor,2019,0.2076
npl,1990,25.62865
npl,1991,24.20676
npl,1992,22.94242
npl,1993,21.8004
npl,1994,24.76087
npl,1995,25.95126
npl,1996,23.31509
npl,1997,23.55375
npl,1998,23.1196
npl,1999,24.37388
npl,2000,23.49886
npl,2001,23.72824
npl,2002,23.04108
npl,2003,21.89612
npl,2004,21.88844
npl,2005,19.04223
npl,2006,18.24453
npl,2007,16.34988
npl,2008,17.45747
npl,2009,16.14752
npl,2010,16.28624
npl,2011,14.46186
npl,2012,15.22137
npl,2013,17.20431
npl,2014,16.80061
npl,2015,16.6316
npl,2016,15.68282
npl,2017,16.20712
npl,2018,15.79246
npl,2019,16.03056
nru,2014,17.27647
nru,2015,8.79794
nru,2016,13.09028
nru,2017,11.28641
nru,2018,9.52889
nzl,1972,4.11023
nzl,1973,4.56969
nzl,1974,4.54982
nzl,1975,3.57551
nzl,1976,3.55389
nzl,1977,3.20388
nzl,1978,3.36402
nzl,1979,3.45889
nzl,1980,3.18892
nzl,1981,3.69344
nzl,1982,3.40057
nzl,1983,4.02186
nzl,1984,4.78556
nzl,1985,3.47522
nzl,1986,3.7037
nzl,1987,3.51742
nzl,1988,2.0272
nzl,2001,3.29394
nzl,2002,2.94412
nzl,2003,2.97577
nzl,2004,2.84573
nzl,2005,1.6061
nzl,2006,1.69832
nzl,2007,2.78777
nzl,2008,2.87066
nzl,2009,2.7984
nzl,2010,2.91886
nzl,2011,2.70679
nzl,2012,2.86524
nzl,2013,2.76635
nzl,2014,2.78089
nzl,2015,2.91448
nzl,2016,2.82921
nzl,2017,2.78097
nzl,2018,2.85021
nzl,2019,2.71152
pan,2014,5.56513
pan,2015,5.39645
pan,2016,4.62822
pan,2017,4.09661
pan,2018,3.75232
per,1972,13.46154
per,1973,17.30769
per,1974,13.43284
per,1975,22.47191
per,1976,21.92982
per,1977,24.5283
per,1978,27.37643
per,1979,28.31216
per,1980,27.08538
per,1981,28.69337
per,1982,23.90342
per,1983,21.72285
per,1984,19.46829
per,1985,22.05772
per,1986,20.82273
per,1987,21.54041
per,1988,14.39206
per,1989,18.32244
per,1990,16.51168
per,1991,9.54504
per,1992,9.48115
per,1993,11.48098
per,1994,10.20192
per,1995,9.91579
per,1996,8.90425
per,1997,8.0306
per,1998,8.83455
per,1999,8.72783
per,2000,8.10376
per,2001,7.89704
per,2002,6.70457
per,2003,6.26026
per,2004,6.07518
per,2005,5.68726
per,2006,4.08725
per,2007,2.37484
per,2008,2.55074
per,2009,2.14877
per,2010,2.12127
per,2011,1.39271
per,2012,1.39014
per,2013,1.45088
per,2014,1.43442
per,2015,1.4721
per,2016,1.33991
per,2017,1.16477
per,2018,1.03722
per,2019,0.94079
phl,1990,24.72952
phl,1991,28.03584
phl,1992,28.45837
phl,1993,29.96738
phl,1994,25.22188
phl,1995,28.95024
phl,1996,25.90238
phl,1997,20.58476
phl,1998,16.53349
phl,1999,18.2586
phl,2000,18.32596
phl,2001,17.45475
phl,2002,16.68758
phl,2003,16.64979
phl,2004,17.34629
phl,2005,17.51962
phl,2006,20.31508
phl,2007,19.99442
phl,2008,22.19045
phl,2009,19.61613
phl,2010,21.46108
phl,2011,19.50026
phl,2012,18.98497
phl,2013,17.7967
phl,2014,19.36735
phl,2015,17.95691
phl,2016,18.0515
phl,2017,18.53269
phl,2018,20.92452
phl,2019,20.09523
plw,2008,10.65979
plw,2009,9.84525
plw,2010,9.04943
plw,2011,8.44723
plw,2012,9.94915
plw,2013,10.4769
plw,2014,10.83918
plw,2015,12.55968
plw,2016,12.72239
plw,2017,13.00461
plw,2018,12.37399
plw,2019,12.2842
png,1990,19.54835
png,1991,17.15876
png,1992,20.06823
png,1993,20.7648
png,1994,27.22362
png,1995,26.69726
png,1996,27.1179
png,1997,24.90309
png,1998,21.80201
png,1999,22.16397
png,2000,24.2304
png,2001,20.88056
png,2002,26.42294
png,2014,4.67368
png,2015,5.1372
png,2016,5.11971
png,2017,4.8389
png,2018,5.75564
png,2019,6.55755
pol,1984,6.21467
pol,1985,6.92816
pol,1986,6.91094
pol,1987,6.58746
pol,1988,6.25715
pol,1994,8.51255
pol,1995,4.37084
pol,1996,3.40023
pol,1997,3.65456
pol,1998,2.69482
pol,1999,2.32337
pol,2000,1.97226
pol,2001,1.48785
pol,2002,1.33541
pol,2003,1.29501
pol,2004,0.50031
pol,2005,0
pol,2006,0
pol,2007,0
pol,2008,0
pol,2009,0
pol,2010,0
pol,2011,0
pol,2012,0
pol,2013,0
pol,2014,0
pol,2015,0
pol,2016,0
pol,2017,0
pol,2018,0
pol,2019,0
prt,1975,9.61338
prt,1976,9.89011
prt,1977,9.48373
prt,1978,7.35971
prt,1979,5.62613
prt,1980,5.01859
prt,1981,4.96934
prt,1982,4.69332
prt,1983,3.92181
prt,1984,3.12203
prt,1985,2.98727
prt,1986,2.41754
prt,1987,2.99986
prt,1988,3.58455
prt,1989,2.24963
prt,1990,2.14341
prt,1995,0.00297
prt,1996,0.00136
prt,1997,0.00341
prt,1998,0.00514
prt,1999,0.00038
prt,2000,0.00058
prt,2001,0.0001
prt,2002,0.00023
prt,2003,0
prt,2004,0
prt,2005,0
prt,2006,0
prt,2007,0
prt,2008,0
prt,2009,0
prt,2010,0
prt,2011,0
prt,2012,0
prt,2013,0
prt,2014,0
prt,2015,0
prt,2016,0
prt,2017,0
prt,2018,0
prt,2019,0
pry,2005,8.39479
pry,2006,8.20111
pry,2007,6.57921
pry,2008,7.00933
pry,2009,5.94098
pry,2010,7.91791
pry,2011,7.51708
pry,2012,6.56908
pry,2013,6.30902
pry,2014,5.88763
pry,2015,4.97386
pry,2016,4.44824
pry,2017,5.72499
pry,2018,6.26287
pry,2019,5.79246
rou,1972,0
rou,1973,0
rou,1974,0
rou,1975,0
rou,1976,0
rou,1977,0
rou,1978,0
rou,1979,0
rou,1980,0
rou,1981,0
rou,1982,0
rou,1983,0
rou,1984,0
rou,1985,0
rou,1986,0
rou,1987,0
rou,1988,0
rou,1989,0
rou,1990,0.54171
rou,1991,3.12587
rou,1992,3.62551
rou,1993,4.75381
rou,1994,4.3626
rou,1995,5.73233
rou,1996,6.42444
rou,1997,5.77136
rou,1998,5.80306
rou,1999,4.95113
rou,2000,3.62352
rou,2001,2.71796
rou,2002,2.15802
rou,2003,2.34293
rou,2004,2.33912
rou,2005,2.47823
rou,2006,2.43491
rou,2007,0.04578
rou,2008,0.03344
rou,2009,0.03209
rou,2010,0.01597
rou,2011,0.00554
rou,2012,0.05188
rou,2013,0.00818
rou,2014,0.00043
rou,2015,0.00111
rou,2016,0.00194
rou,2017,0.01893
rou,2018,0.01988
rou,2019,0.02176
rus,1998,6.89421
rus,1999,8.64264
rus,2000,12.79221
rus,2001,13.70824
rus,2002,9.47446
rus,2003,12.42421
rus,2004,18.65863
rus,2005,24.18629
rus,2006,29.17573
rus,2007,22.52422
rus,2008,25.16617
rus,2009,25.53066
rus,2010,25.58369
rus,2011,25.61315
rus,2012,26.48503
rus,2013,25.40591
rus,2014,25.10739
rus,2015,13.22654
rus,2016,10.12916
rus,2017,9.16424
rus,2018,10.81083
rus,2019,8.37176
rwa,1990,20.4894
rwa,1991,20.83145
rwa,1992,22.57142
rwa,2014,3.70663
rwa,2015,4.03386
rwa,2016,4.32178
rwa,2017,4.3371
rwa,2018,4.60784
rwa,2019,4.79787
sau,2010,1.64333
sau,2011,1.28489
sau,2012,1.43293
sau,2013,1.52697
sau,2014,1.87676
sau,2015,3.52117
sau,2016,4.97874
sau,2017,2.90928
sau,2018,1.78291
sau,2019,1.87416
sdn,1998,27.34808
sdn,1999,28.85431
sdn,2009,12.73796
sdn,2010,13.89871
sdn,2011,7.92063
sdn,2012,21.14841
sdn,2013,19.88983
sdn,2014,15.44789
sdn,2015,16.62997
sdn,2016,15.65324
sen,2015,10.39978
sen,2016,9.82976
sen,2017,9.5074
sen,2018,10.4426
sgp,1972,11.02983
sgp,1973,11.18421
sgp,1974,8.62002
sgp,1975,7.56516
sgp,1976,8.16876
sgp,1977,8.04007
sgp,1978,8.10489
sgp,1979,8.06221
sgp,1980,6.86567
sgp,1981,5.50212
sgp,1982,5.38988
sgp,1983,4.71879
sgp,1984,4.55855
sgp,1985,3.63113
sgp,1986,3.05446
sgp,1987,2.7265
sgp,1988,2.74249
sgp,1989,2.45067
sgp,1990,1.99754
sgp,1991,2.1738
sgp,1992,1.93457
sgp,1993,1.59815
sgp,1994,1.35052
sgp,1995,1.22062
sgp,1996,1.19412
sgp,1997,1.12329
sgp,1998,1.16544
sgp,1999,1.26457
sgp,2000,1.42699
sgp,2001,1.55464
sgp,2002,1.99715
sgp,2003,0.05144
sgp,2004,0.06572
sgp,2005,0.06207
sgp,2006,0.06152
sgp,2007,0.04762
sgp,2008,0
sgp,2009,0
sgp,2010,0
sgp,2011,0
sgp,2012,0
sgp,2013,0
sgp,2014,0
sgp,2015,0
sgp,2016,0
sgp,2017,0
sgp,2018,0
sgp,2019,0
slb,2011,30.06555
slb,2012,31.68283
slb,2013,23.09163
slb,2014,24.69053
slb,2015,25.01369
slb,2016,28.06451
slb,2017,19.72091
slb,2018,32.39441
slb,2019,27.43068
slb,2020,22.77245
slv,1998,7.99597
slv,1999,8.08992
slv,2000,5.56747
slv,2001,5.72881
slv,2002,6.71671
slv,2003,7.7871
slv,2004,6.99418
slv,2005,6.56172
slv,2006,5.97368
slv,2007,5.16643
slv,2008,4.03329
slv,2009,4.94002
slv,2010,4.77072
slv,2011,4.39977
slv,2012,4.372
slv,2013,4.55759
slv,2014,3.91794
slv,2015,3.59431
slv,2016,3.53956
slv,2017,3.32053
slv,2018,3.43837
slv,2019,3.47585
smr,1995,1.41077
smr,2002,1.0104
smr,2003,0.8467
smr,2004,1.1935
smr,2005,1.69123
smr,2006,1.87146
smr,2007,1.6248
smr,2008,1.55035
smr,2009,0.69593
smr,2010,0.72274
smr,2011,0.69991
smr,2012,0.56241
smr,2013,0.54665
smr,2014,0.51228
smr,2015,0.51722
smr,2016,0.47301
smr,2017,0.45953
smr,2018,0.37691
smr,2019,0.39504
som,2017,37.37544
som,2018,36.45132
som,2019,31.35432
srb,2007,6.27552
srb,2008,6.17259
srb,2009,4.52566
srb,2010,3.93043
srb,2011,3.24946
srb,2012,2.85397
srb,2013,2.1002
srb,2014,1.9037
srb,2015,1.95845
srb,2016,2.00859
srb,2017,2.03726
srb,2018,2.11615
srb,2019,2.13121
svk,1995,3.51794
svk,1996,3.64409
svk,1997,4.32116
svk,1998,3.72798
svk,1999,3.77122
svk,2000,3.6554
svk,2001,1.05542
svk,2002,1.02165
svk,2003,0.93586
svk,2004,0.34385
svk,2005,0.0049
svk,2006,-0.00614
svk,2007,0.00354
svk,2008,0.00015
svk,2009,0.00013
svk,2010,0.00013
svk,2011,0.00024
svk,2012,0.00035
svk,2013,0.00033
svk,2014,0.00001
svk,2015,0.00006
svk,2016,0.00013
svk,2017,0.00003
svk,2018,0.00006
svk,2019,0.00004
svn,1992,8.00691
svn,1993,8.74363
svn,1994,8.70566
svn,2002,1.36128
svn,2003,1.33504
svn,2004,0.41471
svn,2005,0
svn,2006,0
svn,2007,0
svn,2008,0
svn,2009,0
svn,2010,0
svn,2011,0
svn,2012,0
svn,2013,0
svn,2014,0
svn,2015,0
svn,2016,0
svn,2017,0
svn,2018,0
svn,2019,0
swe,1972,1.44426
swe,1973,1.39007
swe,1974,1.28869
swe,1975,1.93128
swe,1976,1.50553
swe,1977,1.46338
swe,1978,1.11866
swe,1979,1.06262
swe,1980,1.14592
swe,1981,1.15125
swe,1982,0.56347
swe,1983,0.60987
swe,1984,0.53276
swe,1985,0.54529
swe,1986,0.47956
swe,1987,0.48967
swe,1988,0.57773
swe,1989,0.53945
swe,1990,0.53123
swe,1991,0.48665
swe,1992,0.78482
swe,1993,0.92438
swe,1994,0.88085
swe,1995,0
swe,1996,0
swe,1997,0
swe,1998,0
swe,1999,0
swe,2000,0
swe,2001,0
swe,2002,0
swe,2003,0
swe,2004,0
swe,2005,0
swe,2006,0
swe,2007,0
swe,2008,0
swe,2009,0
swe,2010,0
swe,2011,0
swe,2012,0
swe,2013,0
swe,2014,0
swe,2015,0
swe,2016,0
swe,2017,0
swe,2018,0
swe,2019,0
syc,1985,31.43415
syc,1986,34.43997
syc,1987,41.01169
syc,1988,50.60644
syc,1989,44.18934
syc,1993,48.94441
syc,1994,46.05242
syc,1995,45.49865
syc,1996,40.60388
syc,1997,41.37036
syc,1998,42.29496
syc,1999,38.1686
syc,2000,40.97838
syc,2005,16.53559
syc,2006,11.47218
syc,2007,14.86288
syc,2008,12.39018
syc,2009,11.89847
syc,2010,17.97899
syc,2011,23.9302
syc,2012,20.90271
syc,2013,7.88142
syc,2014,6.4237
syc,2015,5.21036
syc,2016,5.09659
syc,2017,3.83895
syc,2018,3.7443
tgo,2004,20.04765
tgo,2005,21.69057
tgo,2006,19.16638
tgo,2007,19.57844
tgo,2008,21.29219
tgo,2009,18.29286
tgo,2010,17.64026
tgo,2011,18.32116
tgo,2012,19.7388
tgo,2013,20.01345
tgo,2014,19.96804
tgo,2015,18.48015
tgo,2016,16.86374
tgo,2017,16.66126
tgo,2018,15.56847
tgo,2019,15.94329
tha,1972,27.4233
tha,1973,27.29649
tha,1974,34.36706
tha,1975,26.84382
tha,1976,24.46094
tha,1977,25.87965
tha,1978,25.20892
tha,1979,25.07225
tha,1980,25.62729
tha,1981,23.06259
tha,1982,19.54447
tha,1983,19.99603
tha,1984,21.89733
tha,1985,20.16903
tha,1986,18.13575
tha,1987,19.25543
tha,1988,22.33754
tha,1989,21.72749
tha,1990,21.73631
tha,1991,18.91801
tha,1992,16.61117
tha,1993,18.11317
tha,1994,17.15977
tha,1995,16.36544
tha,1996,14.57643
tha,1997,12.04885
tha,1998,8.94713
tha,1999,9.16679
tha,2000,11.05853
tha,2001,10.31779
tha,2002,10.39709
tha,2003,9.72208
tha,2004,8.40068
tha,2005,7.43917
tha,2006,6.20694
tha,2007,5.52036
tha,2008,5.27668
tha,2009,4.55695
tha,2010,4.51695
tha,2011,4.42952
tha,2012,4.93825
tha,2013,4.13126
tha,2014,4.04301
tha,2015,3.55253
tha,2016,3.36941
tha,2017,3.05585
tha,2018,2.93411
tha,2019,3.01033
tjk,1998,11.93251
tjk,1999,12.82217
tjk,2000,13.6423
tjk,2001,15.93964
tjk,2003,11.31021
tjk,2004,11.09796
tls,2010,0.2058
tls,2011,0.39528
tls,2012,0.32229
tls,2013,0.34929
tls,2014,0.56981
tls,2015,0.77022
tls,2016,1.50557
tls,2017,1.55531
tls,2018,1.61755
tls,2019,0.91072
tto,2001,5.439
tto,2002,5.83927
tto,2003,5.60619
tto,2004,5.66741
tto,2005,4.77409
tto,2006,4.5553
tto,2007,4.81255
tto,2008,3.71923
tto,2009,4.39568
tto,2010,4.09639
tto,2011,4.61089
tto,2012,4.44292
tto,2013,4.61059
tto,2014,4.60424
tto,2015,4.9026
tto,2016,6.47035
tto,2017,6.47035
tto,2018,5.7153
tun,1972,20.41905
tun,1973,22.41144
tun,1974,22.4833
tun,1975,24.69772
tun,1976,23.65612
tun,1977,25.13479
tun,1978,24.62184
tun,1979,24.6447
tun,1980,24.17514
tun,1981,25.36563
tun,1982,27.13665
tun,1983,31.29923
tun,1984,28.34129
tun,1985,28.1254
tun,1986,25.21316
tun,1987,24.60727
tun,1988,26.49021
tun,1989,26.60607
tun,1990,27.47162
tun,1991,28.13593
tun,1992,28.85391
tun,1993,27.57968
tun,1994,26.66839
tun,1995,27.64264
tun,1996,25.50127
tun,1997,14.31172
tun,1998,13.38033
tun,1999,11.97042
tun,2000,10.65018
tun,2001,10.24852
tun,2002,8.72761
tun,2003,7.59858
tun,2004,7.25612
tun,2005,6.67036
tun,2006,6.24753
tun,2007,6.12142
tun,2008,5.91361
tun,2009,5.81119
tun,2010,6.2253
tun,2011,5.052
tun,2012,5.87189
tur,1972,13.92405
tur,1973,14.67116
tur,1974,14.24581
tur,1975,13.23529
tur,1976,16.91023
tur,1977,15.89085
tur,1978,16.2663
tur,1979,10.85162
tur,1980,5.95578
tur,1981,5.34118
tur,1983,7.19246
tur,1984,9.10063
tur,1985,7.51789
tur,1986,6.63037
tur,1987,7.44977
tur,1988,6.60265
tur,1989,6.2861
tur,1990,6.03108
tur,1991,4.6414
tur,1992,4.40748
tur,1993,4.28482
tur,1994,3.1938
tur,1995,3.69885
tur,1996,2.33457
tur,1997,2.32823
tur,1998,1.70402
tur,2008,0.92893
tur,2009,0.80204
tur,2010,0.91106
tur,2011,1.11847
tur,2012,1.09895
tur,2013,1.21296
tur,2014,1.10471
tur,2015,1.21136
tur,2016,1.20363
tur,2017,1.44868
tur,2018,1.44242
tur,2019,1.37175
tur,2020,1.7378
tza,2009,5.21519
tza,2010,5.21519
tza,2011,5.68396
tza,2012,5.86569
tza,2013,5.37639
tza,2014,6.4634
tza,2015,6.30652
tza,2016,8.92534
tza,2017,8.69854
tza,2018,6.73725
uga,2015,9.39745
uga,2016,10.40994
uga,2017,10.21061
uga,2018,11.00468
uga,2019,9.85176
ukr,1999,4.107
ukr,2000,4.14084
ukr,2001,4.24837
ukr,2002,4.15978
ukr,2003,5.41053
ukr,2004,5.45547
ukr,2005,4.89725
ukr,2006,4.25644
ukr,2007,4.45155
ukr,2008,3.74104
ukr,2009,2.20148
ukr,2010,2.45325
ukr,2011,2.52676
ukr,2012,2.53681
ukr,2013,2.54641
ukr,2014,2.0803
ukr,2015,5.71267
ukr,2016,2.80306
ukr,2017,2.55194
ukr,2018,2.42811
ukr,2019,2.41245
ury,1972,6.13718
ury,1973,12.36364
ury,1974,10.56106
ury,1975,6.54329
ury,1976,8.48854
ury,1977,10.39911
ury,1978,8.50355
ury,1979,13.79111
ury,1980,14.22376
ury,1981,11.70886
ury,1982,10.24396
ury,1983,11.70332
ury,1984,12.79435
ury,1985,12.21966
ury,1986,13.65783
ury,1987,11.99701
ury,1988,10.43107
ury,1989,9.28819
ury,1990,9.7956
ury,1991,8.21155
ury,1992,7.13736
ury,1993,5.0076
ury,1994,4.13076
ury,1995,3.53919
ury,1996,3.49525
ury,1997,3.61393
ury,1998,3.69944
ury,1999,3.58667
ury,2000,2.77892
ury,2001,3.87434
ury,2002,4.19785
ury,2003,4.90844
ury,2004,5.39067
ury,2005,5.07814
ury,2006,5.11954
ury,2007,5.21655
ury,2008,4.21178
ury,2009,3.37215
ury,2010,3.50751
ury,2011,3.79089
ury,2012,3.74333
ury,2013,3.55202
ury,2014,3.69493
ury,2015,3.48304
ury,2016,2.6799
ury,2017,3.10557
ury,2018,3.31662
ury,2019,3.29165
usa,1972,1.63636
usa,1973,1.39379
usa,1974,1.29313
usa,1975,1.49505
usa,1976,2.00604
usa,1977,1.47586
usa,1978,1.66839
usa,1979,1.60247
usa,1980,1.39225
usa,1981,1.28792
usa,1982,1.36141
usa,1983,1.33778
usa,1984,1.61488
usa,1985,1.56169
usa,1986,1.65843
usa,1987,1.68715
usa,1988,1.72143
usa,1989,1.58903
usa,1990,1.57419
usa,1991,1.40985
usa,1992,1.54027
usa,1993,1.55529
usa,1994,1.54985
usa,1995,1.3807
usa,1996,1.24573
usa,1997,1.10543
usa,1998,1.09346
usa,1999,1.04081
usa,2000,1.01742
usa,2001,0.99904
usa,2002,1.04848
usa,2003,1.1155
usa,2004,1.13092
usa,2005,1.08322
usa,2006,1.03633
usa,2007,1.06564
usa,2008,1.11693
usa,2009,1.01677
usa,2010,1.1579
usa,2011,1.22857
usa,2012,1.23007
usa,2013,1.11939
usa,2014,1.12497
usa,2015,1.09583
usa,2016,1.07336
usa,2017,1.01068
usa,2018,1.47814
usa,2019,2.07759
usa,2020,1.8566
uzb,2011,6.70513
uzb,2012,7.86915
uzb,2013,10.93377
uzb,2014,10.31922
uzb,2015,15.25409
uzb,2016,15.22136
uzb,2017,4.86966
uzb,2018,3.5556
uzb,2019,2.69655
vct,1990,36.12751
vct,1991,34.0099
vct,1992,36.55971
vct,1993,40.84052
vct,1994,39.61777
vct,1995,41.85932
vct,1996,39.25657
vct,1997,39.13217
vct,1998,36.44925
vct,1999,37.94926
vct,2000,37.89415
vct,2001,38.51491
vct,2002,40.55183
vct,2003,41.19012
vct,2004,40.17986
vct,2005,40.82963
vct,2006,40.72878
vct,2007,23.973
vct,2008,16.74571
vct,2009,15.22864
vct,2010,16.42643
vct,2011,16.28191
vct,2012,16.24946
vct,2013,16.78231
vct,2014,19.53329
vct,2015,22.21531
vct,2016,16.21058
vct,2017,17.6332
vut,1990,56.49805
vut,1995,46.671
vut,1996,49.49622
vut,1997,53.19903
vut,1998,46.44195
vut,1999,36.24461
vut,2009,23.0568
