geo,time,ny_gdp_fcst_kd
bwa,1991,4889256335.42915
bwa,1992,4966939056.57688
bwa,1993,5132429979.52567
bwa,1994,5431749606.72481
bwa,1995,5920858024.33863
bwa,1996,6170188662.89811
bwa,1997,6570964423.96121
bwa,1998,6618391824.58573
bwa,1999,7180165567.65759
bwa,2000,7329926991.46277
bwa,2001,7470029257.50396
bwa,2002,8090892295.3134
bwa,2003,8336334975.04292
bwa,2004,8449092817.65622
bwa,2005,8823667772.39606
bwa,2006,9588913188.49875
bwa,2007,10216383791.8015
bwa,2008,10777702945.5116
bwa,2009,9802205216.88837
bwa,2010,10801872137.0778
bwa,2011,11458837631.8775
bwa,2012,11971215849.2032
bwa,2013,13384892663.685
bwa,2014,13928302310.9822
bwa,2015,13087274163.2935
bwa,2016,14028757517.018
bwa,2017,14574692414.8139
bwa,2018,15160712080.4257
bwa,2019,15641269261.5677
bwa,2020,14246007934.8624
caf,1965,731046917.5974
caf,1966,731306109.55101
caf,1967,763563545.0703
caf,1968,773594273.67513
caf,1969,822824794.58756
caf,1970,852486323.0022
caf,1971,860260087.82633
caf,1972,857064051.65986
caf,1973,864307469.87121
caf,1974,927681896.31389
caf,1975,937852189.81682
caf,1976,977424819.78077
caf,1977,1025608603.95746
caf,1978,1034090162.19339
caf,1979,1010437899.53406
caf,1980,991199875.22318
caf,1981,980537117.00839
caf,1982,1025608603.95746
caf,1983,950716085.85307
caf,1984,1039838242.21082
caf,1985,1080084771.25417
caf,1986,1115456497.78533
caf,1987,1068249667.89534
caf,1988,1088323087.81055
caf,1989,1118002560.28352
caf,1990,1083669595.35107
caf,1991,1066411398.80895
caf,1992,998265846.63553
caf,1993,1001717087.1871
caf,1994,1050540876.11079
caf,1995,1126101311.9418
caf,1996,1081608022.42771
caf,1997,1139058915.8382
caf,1998,1192564110.20099
caf,1999,1235516204.48321
caf,2000,1201203177.39334
caf,2001,1272841839.58776
caf,2002,1308241479.09854
caf,2003,1254317590.04145
caf,2004,1329983696.43817
caf,2005,1336048788.15272
caf,2006,1392943415.75506
caf,2007,1443539678.88461
caf,2008,1475350506.72998
caf,2009,1589390978.75125
caf,2010,1655361312.29858
caf,2011,1755973647.33843
caf,2012,1837904223.87555
caf,2013,1193072525.18692
caf,2014,1181024086.91243
caf,2015,1236401444.69401
caf,2016,1287055527.56705
caf,2017,1342444848.05418
caf,2018,1390401340.8254
caf,2019,1432113381.05016
caf,2020,1575956430.95593
can,1997,934347114953.60803
can,1998,969312385045.84998
can,1999,1019498893797.69995
can,2000,1073764457347.93005
can,2001,1090722345960.20996
can,2002,1126221541112.06006
can,2003,1147539414203.52002
can,2004,1185452841688.54004
can,2005,1222860278415.94995
can,2006,1257120832585.04004
can,2007,1284856972449.11011
can,2008,1294395785086.76001
can,2009,1252720943077.28003
can,2010,1296687111808.68994
can,2011,1339463322441.02002
can,2012,1365084515340.27002
can,2013,1399793597964.21997
can,2014,1440159566766.23999
can,2015,1452012849947.61011
can,2016,1467487881617.3999
can,2017,1514493986961.34009
can,2018,1547976400111.1001
can,2019,1573281547999.18994
che,1990,449578364012.11102
che,1991,446470472251.36499
che,1992,448091305859.21893
che,1993,447731867256.31299
che,1994,452809040781.83502
che,1995,454978871948.78998
che,1996,456816188351.91199
che,1997,466288009692.10999
che,1998,479847429041.04895
che,1999,485539500198.91296
che,2000,503533823754.53497
che,2001,511218478251.45502
che,2002,513101486521.948
che,2003,513345335808.26599
che,2004,526994833795.97107
che,2005,543132270743.34399
che,2006,564420732399.68604
che,2007,587073199114.93896
che,2008,600051443430.94299
che,2009,586658780226.71399
che,2010,603791879675.13306
che,2011,614957801838.52698
che,2012,621892435549.51001
che,2013,633560995270.30896
che,2014,649125651986.02197
che,2015,658053045681.21802
che,2016,669284777517.09399
che,2017,681619474434.59998
che,2018,700942956155.26294
che,2019,707584718431.81799
chl,1960,26812511085.3806
chl,1961,27813404226.8587
chl,1962,29345325538.8713
chl,1963,31310473719.3829
chl,1964,31896234728.6716
chl,1965,32183208273.9423
chl,1966,35433232275.6967
chl,1967,36709733673.5238
chl,1968,38068782959.3078
chl,1969,39237314112.3797
chl,1970,40023014480.7235
chl,1971,43756063261.6465
chl,1972,43263019083.0341
chl,1973,40889617760.9963
chl,1974,41778802075.837
chl,1975,36626587612.4656
chl,1976,37879311629.5226
chl,1977,40941957907.3459
chl,1978,44124836978.4977
chl,1979,47514235312.8172
chl,1980,50866846001.4168
chl,1981,53035672122.8655
chl,1982,47146508398.8929
chl,1983,46439916423.1744
chl,1984,48848460414.904
chl,1985,50170422968.4176
chl,1986,52907699172.88889
chl,1987,56008145902.9189
chl,1988,59907773561.49329
chl,1989,65461530835.7696
chl,1990,67691003059.3283
chl,1991,72844498493.95398
chl,1992,80949360430.6422
chl,1993,85970708249.68771
chl,1994,90422223970.90863
chl,1995,98769147276.47459
chl,1996,97968224170.9274
chl,1997,104912529564.841
chl,1998,108993228808.571
chl,1999,109801510283.14799
chl,2000,114131770097.339
chl,2001,117049772935.30299
chl,2002,119014887004.60001
chl,2003,122891334038.776
chl,2004,129007919883.19099
chl,2005,134076291328.338
chl,2006,140686571694.509
chl,2007,145368300144.07199
chl,2008,150128178846.681
chl,2009,146474955036.08801
chl,2010,153951216785.49399
chl,2011,162682002025.79001
chl,2012,170425738199.702
chl,2013,213852594580.87799
chl,2014,217702097757.20401
chl,2015,222716697133.91199
chl,2016,226262005963.44199
chl,2017,228274534191.12201
chl,2018,236807175164.362
chl,2019,239149889572.56799
chl,2020,226039002682.68701
civ,2008,30488939302.1146
civ,2009,31410797419.4354
civ,2010,31882717270.142
civ,2011,30574495537.0471
civ,2012,33083681583.602
civ,2013,36430942815.9152
civ,2014,39653622949.7826
civ,2015,42432122030.06129
civ,2016,45656209104.1162
civ,2017,48699442179.5103
civ,2018,52137662363.5831
civ,2019,55358596335.1199
civ,2020,56049387107.1902
cmr,1965,5769431766.37241
cmr,1966,6035687941.65271
cmr,1967,5377062633.00506
cmr,1968,4506644763.5502
cmr,1969,4620880271.61165
cmr,1970,4997324027.42816
cmr,1971,5196208383.04285
cmr,1972,5871977283.47368
cmr,1973,6002193272.45702
cmr,1974,6591309620.21657
cmr,1975,7351080175.26445
cmr,1976,7164854979.6724
cmr,1977,8177070783.69523
cmr,1978,10234743694.3998
cmr,1979,11080191690.8013
cmr,1980,10659888993.9586
cmr,1981,12582181877.3157
cmr,1982,13788709548.2226
cmr,1983,14919028351.9785
cmr,1984,15536448318.9525
cmr,1985,16917977411.0955
cmr,1986,18022600815.8552
cmr,1987,17500174520.0646
cmr,1988,16305847355.4464
cmr,1989,15789716875.6237
cmr,1990,14875367134.1862
cmr,1991,14243758622.0746
cmr,1992,13393060691.2097
cmr,1993,12581798967.8668
cmr,1994,12817613104.5685
cmr,1995,13112580346.6096
cmr,1996,13565930972.5358
cmr,1997,14018651683.9922
cmr,1998,14670271593.0789
cmr,1999,15256105646.8749
cmr,2000,15806861898.3107
cmr,2001,16496438216.5687
cmr,2002,17370762057.3295
cmr,2003,18286041720.6273
cmr,2004,19857918696.2422
cmr,2005,20222725492.6408
cmr,2006,20871747459.87
cmr,2007,21782563049.9001
cmr,2008,22674123459.7813
cmr,2009,23303659306.4949
cmr,2010,23997084747.038
cmr,2011,24846717632.7874
cmr,2012,25864633938.7163
cmr,2013,27030408177.7872
cmr,2014,28320887049.8321
cmr,2015,29588714721.1397
cmr,2016,30836249324.689
cmr,2017,31902596965.53609
cmr,2018,33271686459.8101
cmr,2019,34416843020.5495
cmr,2020,34852688826.3739
cod,1968,22548098279.1812
cod,1969,24651573712.9714
cod,1970,24024871050.2226
cod,1971,23618236986.7047
cod,1972,23593505147.0163
cod,1973,25676633820.218
cod,1974,26783747333.9344
cod,1975,25633165690.7025
cod,1976,24892235763.8105
cod,1977,25393801629.9135
cod,1978,24126152521.10369
cod,1979,24094052961.1395
cod,1980,24105910913.8192
cod,1981,24940580394.2951
cod,1982,24980503652.7927
cod,1983,25305396280.6968
cod,1984,26486673555.8583
cod,1985,26244469960.29
cod,1986,27594174749.6804
cod,1987,29469057882.0298
cod,1988,29371670656.1245
cod,1989,28974606458.2205
cod,1990,27321800740.0724
cod,1991,25164262868.8061
cod,1992,22712034305.9255
cod,1993,19343016243.2926
cod,1994,18575761217.90129
cod,1995,18709327580.61169
cod,1996,18882258108.9987
cod,1997,17444485151.7008
cod,1998,17474556292.9482
cod,1999,17028639424.2671
cod,2000,15681255846.8864
cod,2001,15192879273.9635
cod,2002,15590631433.2331
cod,2003,16466547014.2127
cod,2004,17511287051.2733
cod,2005,18594522183.1568
cod,2006,19510122173.31689
cod,2007,20903868390.583
cod,2008,22226624275.8143
cod,2009,22869577941.635
cod,2010,24532373694.06269
cod,2011,26222808902.4472
cod,2012,28046772986.768
cod,2013,30377498659.9133
cod,2014,33296203417.8166
cod,2015,35610812529.4686
cod,2016,36524322433.9391
cod,2017,38251383473.5313
cod,2018,40518397187.1255
cod,2019,42349600822.4851
cod,2020,43360639949.4124
cog,2005,7526150171.0068
cog,2006,8176707397.57963
cog,2007,7633007788.50097
cog,2008,8096251432.17694
cog,2009,8801587159.34405
cog,2010,9683767598.17077
cog,2011,9886449126.92158
cog,2012,10996993164.3889
cog,2013,10977419320.2546
cog,2014,11653223078.7689
cog,2015,11096355482.6505
cog,2016,9570417290.67936
cog,2017,9473601710.67013
cog,2018,8905923306.30406
cog,2019,8854139636.8649
cog,2020,8150348614.00557
col,1965,35565717310.5432
col,1966,37063931352.166
col,1967,39026315048.1034
col,1968,41164044815.7308
col,1969,43634279235.2605
col,1970,46218302063.0146
col,1971,49182707725.3659
col,1972,53181779569.60609
col,1973,56855341950.9743
col,1974,60158314762.3871
col,1975,61678757960.2613
col,1976,64484450555.9502
col,1977,67079510237.5072
col,1978,72342379566.53598
col,1979,76145119771.995
col,1980,78988586388.44678
col,1981,80695723409.1044
col,1982,81198755224.6983
col,1983,82798166334.29102
col,1984,85975692089.09558
col,1985,88810453581.4212
col,1986,93904194784.5639
col,1987,98965758118.16788
col,1988,102865809175.46899
col,1989,106586317047.66299
col,1990,110985047358.494
col,1991,114098896878.927
col,1992,117633670553.78
col,1993,123055807994.177
col,1994,129428604012.487
col,1995,136165137512.793
col,1996,139090702474.823
col,1997,143916581244.758
col,1998,145125787812.556
col,1999,140318511485.52802
col,2000,144720383351.18799
col,2001,146975941822.017
col,2002,150868778218.23001
col,2003,156597030919.323
col,2004,165027069702.07999
col,2005,172398078997.52301
col,2006,183082350513.474
col,2007,194631356890.81201
col,2008,200651676737.673
col,2009,203492792119.45401
col,2010,212311555910.397
col,2011,226359941454.78799
col,2012,235085338681.19501
col,2013,247576763819.319
col,2014,258483510352.328
col,2015,266438633421.31296
col,2016,272270761286.53201
col,2017,276042259895.388
col,2018,282983845140.758
col,2019,291937917507.65002
col,2020,271868740082.17896
cpv,2007,1195165671.30302
cpv,2008,1275552762.34349
cpv,2009,1277400849.10591
cpv,2010,1291634335.41383
cpv,2011,1330137827.64878
cpv,2012,1372125651.92451
cpv,2013,1379427337.94718
cpv,2014,1393971320.46338
cpv,2015,1395242970.5682
cpv,2016,1451515371.84619
cpv,2017,1480258644.84277
cpv,2018,1525824919.65597
cpv,2019,1610365104.49924
cpv,2020,1432772822.08681
cri,1960,4435827313.61888
cri,1961,4393424443.12537
cri,1962,4751413542.32554
cri,1963,4978755959.46468
cri,1964,5185326700.17965
cri,1965,5695020663.74677
cri,1966,6143259115.68647
cri,1967,6490360991.38157
cri,1968,7034578913.69508
cri,1969,7426948718.70081
cri,1970,7984202658.63225
cri,1971,8525412269.1878
cri,1972,9222624332.33597
cri,1973,9933588677.80634
cri,1974,10484396235.3993
cri,1975,10704576005.4956
cri,1976,11295207880.6466
cri,1977,12300986778.3995
cri,1978,13071974106.0887
cri,1979,13717615110.5285
cri,1980,13820757227.9451
cri,1981,13508179310.9965
cri,1982,12524031607.3129
cri,1983,12882593718.2765
cri,1984,13916306939.4964
cri,1985,14016727251.0367
cri,1986,14792728431.6559
cri,1987,15497532900.6695
cri,1988,16029431070.0693
cri,1989,16937654715.099
cri,1990,17539460319.6368
cri,1991,17936843977.5593
cri,1992,19456411479.38869
cri,1993,20669930011.4614
cri,1994,21584691479.4551
cri,1995,22488943902.24509
cri,1996,22593080527.7979
cri,1997,23863360319.3583
cri,1998,25522321690.847
cri,1999,26728024070.7458
cri,2000,27739974603.407
cri,2001,28711158144.65409
cri,2002,29710347375.5358
cri,2003,31004387309.9154
cri,2004,32441553384.5843
cri,2005,33796220343.5349
cri,2006,36289818944.7113
cri,2007,39115713531.4865
cri,2008,41002182847.3924
cri,2009,40910922552.0378
cri,2010,43116182395.2042
cri,2011,44911998237.9435
cri,2012,47214447615.285
cri,2013,48391342306.2135
cri,2014,50144179205.6756
cri,2015,51935001161.9148
cri,2016,54015111176.39809
cri,2017,56350582465.3705
cri,2018,57962166247.6814
cri,2019,59304268982.8547
cri,2020,57169977534.5348
cub,1970,22880298223.78329
cub,1971,24843525707.74229
cub,1972,26042078847.069
cub,1973,26937381463.18909
cub,1974,27206963945.8878
cub,1975,29779947476.6811
cub,1976,31391563649.8614
cub,1977,34126555048.3623
cub,1978,36388709904.5102
cub,1979,36814188345.2659
cub,1980,34963575423.4879
cub,1981,41845700708.7411
cub,1982,45620228200.5312
cub,1983,48170881831.7951
cub,1984,52160843614.704
cub,1985,52191546687.9237
cub,1986,52721704384.3344
cub,1987,51754022756.8108
cub,1988,53968273420.4046
cub,1989,54935062077.3444
cub,1990,53967222174.5965
cub,1991,47728188939.4863
cub,1992,41595547786.633
cub,1993,35626324611.6065
cub,1994,35342012905.9555
cub,1995,35943127464.25
cub,1996,38968693292.8596
cub,1997,40073944339.4232
cub,1998,40137296744.4966
cub,1999,42660151357.04649
cub,2000,45197716117.29089
cub,2001,46669739560.6232
cub,2002,47337065393.972
cub,2003,49090716990.102
cub,2004,51838792950.6583
cub,2005,57604375115.2742
cub,2006,64451379286.5234
cub,2007,69216803015.84061
cub,2008,72035165934.37199
cub,2009,73505107987.1492
cub,2010,75248672844.43539
cub,2011,77142738249.5497
cub,2012,79518725621.64569
cub,2013,81651350405.76428
cub,2014,82629603966.64751
cub,2015,86216000000
cub,2016,86850023584.4677
cub,2017,88555162769.9678
cub,2018,90550095563.52019
cub,2019,90396392876.37648
cub,2020,80501302070.60478
cym,2006,4295338053.52214
cym,2007,4480257650.30601
cym,2008,4469119404.77619
cym,2009,4187641545.66183
cym,2010,4075805592.22369
cym,2011,4124698067.92272
cym,2012,4176435497.4199
cym,2013,4238270730.82923
cym,2014,4334370214.80859
cym,2015,4464543981.75927
cym,2016,4591095283.81135
cym,2017,4741209288.37153
cym,2018,4908083283.33133
cym,2019,5114004560.18241
cym,2020,4799231969.27877
cyp,1975,2597587889.74592
cyp,1976,3146562780.05505
cyp,1977,3749096065.39175
cyp,1978,4043667847.71452
cyp,1979,4475483322.13102
cyp,1980,4733233646.90523
cyp,1981,4873824677.72106
cyp,1982,5121532864.39473
cyp,1983,5342461731.62037
cyp,1984,5817793584.89812
cyp,1985,6075544031.60657
cyp,1986,6293125316.24163
cyp,1987,6721593573.87027
cyp,1988,7273915802.9015
cyp,1989,7886491226.33873
cyp,1990,8519151169.84554
cyp,1991,8639657889.45731
cyp,1992,9436340784.3435
cyp,1993,9499941433.68373
cyp,1994,10042221399.4274
cyp,1995,11100405358.64
cyp,1996,11238999373.313
cyp,1997,11535815601.1015
cyp,1998,12240756353.9763
cyp,1999,12852542791.8291
cyp,2000,13619235838.846
cyp,2001,14157541503.6024
cyp,2002,14684620785.5331
cyp,2003,15069839110.1382
cyp,2004,15827295357.8881
cyp,2005,16595392946.9391
cyp,2006,17377669774.9033
cyp,2007,18263592957.47829
cyp,2008,18929631213.8232
cyp,2009,18548149855.7798
cyp,2010,18921840982.2574
cyp,2011,18997801269.7165
cyp,2012,18342982760.5657
cyp,2013,17140952463.0356
cyp,2014,16827395642.5142
cyp,2015,17368997004.3271
cyp,2016,18487227015.59489
cyp,2017,19575360013.5421
cyp,2018,20695785312.9499
cyp,2019,21789180366.8014
cyp,2020,20649826928.0909
cze,1990,105146039006.047
cze,1991,95266798841.40448
cze,1992,95516938868.84499
cze,1993,96658384308.14569
cze,1994,98787675959.1443
cze,1995,103965364093.70399
cze,1996,108049311448.752
cze,1997,106717536460.186
cze,1998,106360160577.265
cze,1999,107879628029.88
cze,2000,112492951877.636
cze,2001,115946623304.03
cze,2002,118295238579.196
cze,2003,121813872656.131
cze,2004,127727099954.26601
cze,2005,136383474770.05901
cze,2006,146313410234.26001
cze,2007,154048762640.37799
cze,2008,159553391940.647
cze,2009,151129752528.07599
cze,2010,155667381472.63599
cze,2011,158401260226.638
cze,2012,157072615478.42899
cze,2013,157047614208.039
cze,2014,161536378881.04099
cze,2015,169324620153.46301
cze,2016,173554835103.41
cze,2017,182581147416.02701
cze,2018,188730321662.686
cze,2019,192882117993.80096
deu,1970,1235152626969.40991
deu,1971,1268417614184.1499
deu,1972,1323641831999.26001
deu,1973,1389084699041.42993
deu,1974,1408000073115.92993
deu,1975,1388432437493.78003
deu,1976,1456701746463.33008
deu,1977,1505620835518.71997
deu,1978,1550843820924.26001
deu,1979,1616286687966.43994
deu,1980,1639550425019.40991
deu,1981,1651291009721.25
deu,1982,1639333010420.92993
deu,1983,1663249009021.56006
deu,1984,1712820358515.09009
deu,1985,1758043328387.45996
deu,1986,1797613445471.42993
deu,1987,1819572677181.30005
deu,1988,1889146492603.46948
deu,1989,1967851863179.55005
deu,1990,2069168728122.65991
deu,1991,2174181711139.30005
deu,1992,2215859309126.06006
deu,1993,2192604418219.36011
deu,1994,2238510181215.1001
deu,1995,2278979741566.5498
deu,1996,2301630613655.58984
deu,1997,2348442415972.9502
deu,1998,2399482383299.27979
deu,1999,2440253953059.56006
deu,2000,2519380995119.22949
deu,2001,2570118953036.74023
deu,2002,2571629011176.00977
deu,2003,2555622390461.7002
deu,2004,2597299999543.58984
deu,2005,2615118687806
deu,2006,2716594592545.89014
deu,2007,2812936304050.31006
deu,2008,2842533436922.91016
deu,2009,2665856634628.37988
deu,2010,2782131111352.12939
deu,2011,2889647259744.22949
deu,2012,2905049850545.75
deu,2013,2918338364390.3501
deu,2014,2984176892605.41992
deu,2015,3020116278539.06006
deu,2016,3088068894806.18945
deu,2017,3171726111283.66943
deu,2018,3212799701547.8999
deu,2019,3226994243618.99023
dji,2013,1965493665.29292
dji,2014,2104422310.53241
dji,2015,2254279333.89976
dji,2016,2414510737.9911
dji,2017,2541964801.49936
dji,2018,2765547799.62986
dji,2019,2964667241.3241
dji,2020,2979490577.35055
dma,1977,189077622.14338
dma,1978,209998620.11687
dma,1979,173553153.42522
dma,1980,199463384.497
dma,1981,212358237.30269
dma,1982,218305438.94772
dma,1983,222650334.05149
dma,1984,231306361.08649
dma,1985,235247090.81917
dma,1986,251246795.89208
dma,1987,265525804.77102
dma,1988,283286096.32584
dma,1989,281450834.51386
dma,1990,299313895.06383
dma,1991,307308360.90732
dma,1992,315339289.53687
dma,1993,320535236.55031
dma,1994,326811393.60076
dma,1995,332590745.19115
dma,1996,343278899.35476
dma,1997,349372742.47492
dma,1998,361747300.49377
dma,1999,365653376.45037
dma,2000,379691549.08318
dma,2001,379860189.4687
dma,2002,367977879.06165
dma,2003,385589404.72826
dma,2004,390470860.21194
dma,2005,387895675.94651
dma,2006,402426096.19112
dma,2007,420064968.94728
dma,2008,449144040.82953
dma,2009,445474972.98232
dma,2010,448788528.66545
dma,2011,452608005.50516
dma,2012,448861454.23757
dma,2013,447699202.93193
dma,2014,465862228.23769
dma,2015,455174074.07407
dma,2016,465597873.03876
dma,2017,433296402.43853
dma,2018,414021262.15796
dma,2019,458442051.27463
dma,2020,394012308.30795
dnk,1966,95183928086.08688
dnk,1967,99209985488.3683
dnk,1968,104319416275.979
dnk,1969,111259810988.758
dnk,1970,113020958236.64799
dnk,1971,117203111721.461
dnk,1972,122222391245.802
dnk,1973,126373563772.461
dnk,1974,126083653693.605
dnk,1975,123616266374.44901
dnk,1976,130269129459.858
dnk,1977,132874675350.96001
dnk,1978,135847422224.767
dnk,1979,141460497278.70901
dnk,1980,141405327816.74899
dnk,1981,141221192092.06299
dnk,1982,146652799710.35101
dnk,1983,150104460023.478
dnk,1984,156499099408.17801
dnk,1985,162387528304.92099
dnk,1986,168133805114.25
dnk,1987,169264778564.20901
dnk,1988,171582346032.21701
dnk,1989,173750839349.05899
dnk,1990,177229631131.836
dnk,1991,179296991805.634
dnk,1992,182392779622.30096
dnk,1993,183311365172.75101
dnk,1994,191773781259.60199
dnk,1995,197793978925.18097
dnk,1996,202842667447.73801
dnk,1997,209172472105.83801
dnk,1998,213233939912.272
dnk,1999,220234881985.50296
dnk,2000,230546785485.30701
dnk,2001,232486224351.98401
dnk,2002,233212431197.96399
dnk,2003,234102580712.54095
dnk,2004,238731622817.45401
dnk,2005,242595420972.19
dnk,2006,251904304339.69901
dnk,2007,253165208988.45801
dnk,2008,253303216398.97696
dnk,2009,242037716459.61496
dnk,2010,246489539106.84201
dnk,2011,250301384401.83096
dnk,2012,250847792681.87701
dnk,2013,253153415573.06296
dnk,2014,257068648447.19601
dnk,2015,262656201744.625
dnk,2016,270996864807.759
dnk,2017,279048395745.73401
dnk,2018,284863682280.02502
dnk,2019,293237596695.41602
dom,1968,5896154271.08081
dom,1969,6568187118.90391
dom,1970,7885301453.09595
dom,1971,8737967147.27997
dom,1972,9701507030.67076
dom,1973,11022313115.4546
dom,1974,11186639065.9395
dom,1975,11983476662.9043
dom,1976,13114427731.9382
dom,1977,13763487933.7657
dom,1978,14269827421.5225
dom,1979,14941768590.2924
dom,1980,16244932826.3906
dom,1981,16977116828.5234
dom,1982,17546327083.5837
dom,1983,18218194078.0762
dom,1984,18252728433.2728
dom,1985,17521798608.5446
dom,1986,18202654143.3442
dom,1987,20451808631.016
dom,1988,20892742209.0486
dom,1989,21812135276.1853
dom,1990,20566192903.5103
dom,1991,20401268088.564
dom,1992,22583168083.6208
dom,1993,23780694324.67369
dom,1994,24206185331.1786
dom,1995,25569088028.1892
dom,1996,26850118928.3149
dom,1997,29086735558.5535
dom,1998,30649038462.24409
dom,1999,32747566474.8457
dom,2000,33906674066.0427
dom,2001,35140349996.761
dom,2002,36821258443.9836
dom,2003,36959863622.8283
dom,2004,38406626963.40569
dom,2005,41387956563.0536
dom,2006,43807705429.2759
dom,2007,46354655642.6608
dom,2008,47976168617.2412
dom,2009,48242206581.0232
dom,2010,52261038434.2007
dom,2011,53915394396.3448
dom,2012,55302204777.1731
dom,2013,58102711995.8312
dom,2014,62181126347.3099
dom,2015,66213580481.95709
dom,2016,70444977769.61279
dom,2017,73633158117.7733
dom,2018,78131400122.51299
dom,2019,81898615376.31342
dom,2020,76714466887.36838
dza,1999,88679464111.03539
dza,2000,91956813768.7292
dza,2001,94212598679.8792
dza,2002,98627007468.63588
dza,2003,105878646195.25999
dza,2004,110660989218.457
dza,2005,117353177836.049
dza,2006,119880280762.326
dza,2007,123615700680.77
dza,2008,125840993149.12801
dza,2009,127314979111.243
dza,2010,131897177626.955
dza,2011,135960550704.45
dza,2012,139262190885.017
dza,2013,142015284474.66
dza,2014,147304859880.28799
dza,2015,152534871895.71301
dza,2016,158339088214.08701
dza,2017,162493362098.85101
dza,2018,164814793437.04599
dza,2019,166571965505.66599
dza,2020,158809302062.93301
ecu,1960,10331003955.7624
ecu,1961,10885743322.5705
ecu,1962,11378935359.8256
ecu,1963,11661998849.0473
ecu,1964,12508206846.9985
ecu,1965,12924668072.5202
ecu,1966,12891318070.1893
ecu,1967,13460153808.33
ecu,1968,13700902301.2961
ecu,1969,14388078107.2048
ecu,1970,15414173463.6551
ecu,1971,16438794816.6834
ecu,1972,17411597930.3676
ecu,1973,19892689893.5457
ecu,1974,21988752455.5479
ecu,1975,24515055289.2513
ecu,1976,26313520339.865
ecu,1977,26366440032.3157
ecu,1978,27762399562.42789
ecu,1979,28835521297.2812
ecu,1980,29756809881.1174
ecu,1981,31914968211.8177
ecu,1982,32293436138.0541
ecu,1983,32590644901.28749
ecu,1984,33429748345.61209
ecu,1985,34744817213.5768
ecu,1986,35958908748.2204
ecu,1987,35862743523.1403
ecu,1988,38032422567.3993
ecu,1989,38428996978.8935
ecu,1990,39374923826.8875
ecu,1991,40638379628.1454
ecu,1992,41431932047.3089
ecu,1993,42537457560.6846
ecu,1994,44266532415.4096
ecu,1995,45275636237.9084
ecu,1996,45950934977.7828
ecu,1997,47567800647.1046
ecu,1998,48532680317.4859
ecu,1999,45550986016.33
ecu,2000,48398290890.1148
ecu,2001,50307204960.8733
ecu,2002,52122688541.8381
ecu,2003,53808525962.8537
ecu,2004,58253691040.5935
ecu,2005,61395386253.4863
ecu,2006,64227112854.8423
ecu,2007,65480986284.0378
ecu,2008,69521174320.8866
ecu,2009,70665114361.1709
ecu,2010,73255667276.26601
ecu,2011,78874149876.40979
ecu,2012,83344000462.00668
ecu,2013,87633135798.40099
ecu,2014,91300808615.1403
ecu,2015,92042505000
ecu,2016,91219598045.65668
ecu,2017,92701061922.61981
ecu,2018,93786198405.14569
ecu,2019,94029160602.88461
ecu,2020,87557705158.0865
egy,1961,21398670178.9123
egy,1962,22213813588.1904
egy,1963,24400370294.7416
egy,1964,26668595433.60229
egy,1965,28103186197.3791
egy,1966,29416044769.6
egy,1967,29551645185.5102
egy,1968,28620933239.945
egy,1969,30359084025.7024
egy,1970,31897596839.8602
egy,1971,33422975820.04169
egy,1972,34847117865.6699
egy,1973,35666113291.2708
egy,1974,38795358313.2542
egy,1975,42710275945.3648
egy,1976,46636755584.4652
egy,1977,49838359657.2669
egy,1978,55178304457.65951
egy,1979,60075222864.2142
egy,1980,66207953241.8464
egy,1981,70146689550.7953
egy,1982,78056301800.29311
egy,1983,82973348406.31369
egy,1984,89634568624.0567
egy,1985,96143490938.0737
egy,1986,99653595004.90829
egy,1987,103577079096.14301
egy,1988,108836235139.84399
egy,1989,113925336875.549
egy,1990,119344054524.005
egy,1991,123706741569.09399
egy,1992,126068639031.06799
egy,1993,129221870058.90601
egy,1994,134307633471.235
egy,1995,140568884465.28
egy,1996,147531387873.66
egy,1997,155331738809.73099
egy,1998,159143537483.651
egy,1999,156947257315.22501
egy,2000,179741209686.091
egy,2001,185900125919.00201
egy,2002,193810851498.55496
egy,2003,199815067765.332
egy,2004,208262174610.04199
egy,2005,217842584584.70401
egy,2006,232941212754.10901
egy,2007,249363859086.43701
egy,2008,267270234897.99701
egy,2009,279709703437.948
egy,2010,294068614869.76202
egy,2011,299765373695.17499
egy,2012,306464379911.93298
egy,2013,313291978234.91602
egy,2014,322431029819.34998
egy,2015,333301913746.63098
egy,2016,340987950643.72998
egy,2017,353161760688.91199
egy,2018,371950045168.00201
egy,2019,391045439150.94702
egy,2020,400937843262.42297
esp,1970,349067562949.664
esp,1971,368412421697.53699
esp,1972,400031864825.39697
esp,1973,432278156108.15198
esp,1974,457906085389.96198
esp,1975,463926753906.23901
esp,1976,479102336151.31506
esp,1977,493942628038.896
esp,1978,506275522868.84894
esp,1979,507062728921.82495
esp,1980,514570342204.83502
esp,1981,514563462115.40002
esp,1982,520643475147.65894
esp,1983,530392135823.77197
esp,1984,539698768783.28497
esp,1985,551593923054.44897
esp,1986,572914388221.95996
esp,1987,605629501957.62195
esp,1988,637254169781.68506
esp,1989,666833821169.18506
esp,1990,691664697471.11499
esp,1991,707417693524.24304
esp,1992,707816720959.25305
esp,1993,697424800213.56799
esp,1994,707945717365.96802
esp,1995,726421389262.89099
esp,1996,745386293102.34399
esp,1997,771322266433.59412
esp,1998,801495469494.14111
esp,1999,836762446235.547
esp,2000,881543496014.06213
esp,2001,916642936308.98401
esp,2002,940785936808.98401
