geo,time,nv_mnf_chem_zs_un
aus,1992,8.60324
aus,1993,8.89888
aus,1994,8.86335
aus,1995,7.92095
aus,1996,7.92095
aus,1997,8.81574
aus,1998,8.22674
aus,1999,8.40848
aus,2000,8.37202
aus,2001,8.28476
aus,2002,7.53944
aus,2003,6.90121
aus,2004,6.98013
aus,2005,7.1318
aus,2006,7.3078
aus,2007,6.83821
aus,2008,7.02988
aus,2009,7.97787
aus,2010,8.69729
aus,2011,8.87367
aus,2012,8.49082
aus,2013,8.47581
aus,2014,8.98588
aus,2015,9.18382
aus,2016,9.13507
aus,2017,8.08926
aus,2018,8.26092
aus,2019,7.89696
aut,1963,7.7712
aut,1964,7.8191
aut,1965,7.92172
aut,1966,8.13352
aut,1967,8.16024
aut,1968,8.1357
aut,1969,7.72721
aut,1970,7.17699
aut,1971,7.03021
aut,1972,7.4915
aut,1973,7.15179
aut,1974,8.47298
aut,1975,7.58869
aut,1976,6.98728
aut,1977,7.10844
aut,1978,6.91354
aut,1979,7.68244
aut,1980,7.35159
aut,1981,7.01906
aut,1982,6.56791
aut,1983,6.87042
aut,1984,7.38915
aut,1985,7.11579
aut,1986,6.81731
aut,1987,7.162
aut,1988,8.45992
aut,1989,7.77207
aut,1990,7.49258
aut,1991,7.45874
aut,1992,7.32209
aut,1993,7.57488
aut,1994,7.48322
aut,1995,5.14734
aut,1996,5.18926
aut,1997,6.24659
aut,1998,6.54242
aut,1999,6.2394
aut,2000,6.85757
aut,2001,5.45895
aut,2002,6.18689
aut,2003,6.63058
aut,2004,6.29027
aut,2005,6.73848
aut,2006,7.01692
aut,2007,7.06366
aut,2008,6.49519
aut,2009,7.4263
aut,2010,8.23868
aut,2011,8.09368
aut,2012,6.80778
aut,2013,7.67331
aut,2014,8.28994
aut,2015,8.63177
aut,2016,9.93449
aut,2017,8.77707
aut,2018,8.15772
aut,2019,8.15773
aze,2001,6.18706
aze,2002,6.66137
aze,2003,4.52613
aze,2004,5.12334
aze,2005,6.81924
aze,2006,4.19516
aze,2007,5.08663
aze,2008,3.81232
aze,2009,2.88333
aze,2010,2.2075
aze,2011,3.82314
aze,2012,3.24125
aze,2013,2.91643
aze,2014,3.19998
aze,2015,4.67673
aze,2016,4.52264
aze,2017,5.57137
aze,2018,5.02877
aze,2019,5.02867
bdi,1971,6.08801
bdi,1972,7.06576
bdi,1973,5.72414
bdi,1974,6.33402
bdi,1975,9.16671
bdi,1976,7.22014
bdi,1977,8.1083
bdi,1978,5.57183
bdi,1979,3.28136
bdi,1980,3.14268
bdi,1983,5.16542
bdi,1986,2.51697
bdi,1987,2.8094
bdi,1988,2.29877
bdi,1989,1.75942
bdi,1990,1.67049
bdi,1991,1.54274
bdi,2007,3.6647
bdi,2008,2.15376
bdi,2009,3.30006
bdi,2010,3.08204
bdi,2011,2.04759
bdi,2012,2.20834
bdi,2013,2.7892
bdi,2014,2.7892
bdi,2015,2.7892
bel,1963,6.53787
bel,1964,6.63141
bel,1965,6.71809
bel,1966,6.79608
bel,1967,6.83774
bel,1968,7.21703
bel,1969,8.24586
bel,1970,8.57454
bel,1971,9.37349
bel,1972,9.92739
bel,1973,9.9984
bel,1974,10.2885
bel,1975,9.59649
bel,1976,9.74835
bel,1977,10.2057
bel,1978,10.36173
bel,1979,10.43083
bel,1980,10.89656
bel,1981,11.37845
bel,1982,12.30079
bel,1983,13.40981
bel,1984,15.58358
bel,1985,14.90659
bel,1986,15.54078
bel,1987,14.1696
bel,1988,14.55867
bel,1989,14.33352
bel,1990,13.3693
bel,1991,13.62402
bel,1992,13.9418
bel,1993,13.44644
bel,1994,14.0801
bel,1995,17.20148
bel,1996,17.76869
bel,1997,17.61726
bel,1998,17.63263
bel,1999,19.48406
bel,2000,20.07036
bel,2001,20.4448
bel,2002,20.4448
bel,2003,20.97394
bel,2004,20.76916
bel,2005,21.83987
bel,2006,22.75463
bel,2007,20.85526
bel,2008,21.48738
bel,2009,20.57479
bel,2010,13.30459
bel,2011,14.77864
bel,2012,25.27372
bel,2013,27.65291
bel,2014,27.57522
bel,2015,29.30252
bel,2016,30.28729
bel,2017,29.27794
bel,2018,32.30385
bel,2019,32.30396
ben,1974,3.09787
ben,1975,3.34143
ben,1976,3.99035
ben,1977,4.3576
ben,1978,3.45725
ben,1979,4.16699
ben,1980,5.69142
ben,1981,6.56699
bfa,1974,1.71566
bfa,1975,1.71679
bfa,1976,1.78031
bfa,1977,1.77797
bfa,1978,1.79767
bfa,1979,1.92728
bfa,1980,1.31911
bfa,1981,1.34407
bfa,1982,1.27952
bfa,1983,0.86494
bgd,1967,9.91757
bgd,1968,12.34925
bgd,1969,9.26059
bgd,1970,11.01739
bgd,1971,12.11235
bgd,1972,15.20494
bgd,1973,11.93412
bgd,1974,12.57406
bgd,1975,13.28211
bgd,1976,15.57434
bgd,1977,13.19348
bgd,1978,12.35055
bgd,1979,16.33027
bgd,1980,15.59736
bgd,1981,17.20521
bgd,1982,17.58824
bgd,1983,13.72997
bgd,1984,17.44158
bgd,1985,17.9372
bgd,1986,16.76241
bgd,1987,16.95069
bgd,1988,17.65229
bgd,1989,20.17714
bgd,1990,17.02213
bgd,1991,17.04107
bgd,1992,15.95337
bgd,1995,11.11483
bgd,1998,11.46171
bgd,2006,8.15136
bgd,2012,4.55031
bgd,2018,3.0705
bgr,1996,16.01372
bgr,1997,11.80865
bgr,1998,8.54986
bgr,1999,9.18012
bgr,2000,11.39568
bgr,2001,11.6596
bgr,2002,10.95489
bgr,2003,9.37958
bgr,2004,7.03985
bgr,2005,7.052
bgr,2006,7.13977
bgr,2007,6.77781
bgr,2008,4.6242
bgr,2009,6.51659
bgr,2010,4.37694
bgr,2011,4.67063
bgr,2012,7.83692
bgr,2013,8.78545
bgr,2014,5.73353
bgr,2015,5.85089
bgr,2016,5.63239
bgr,2017,5.67441
bgr,2018,7.52314
bgr,2019,7.52314
bhr,2001,18.66667
bhr,2002,18.15336
bhr,2003,21.45576
bhr,2004,21.81619
bhr,2005,23.80719
bhr,2006,14.14235
bhr,2007,12.25854
bhr,2008,17.01978
bhr,2009,14.65483
bhr,2010,14.06203
bhr,2011,15.95717
bhr,2012,14.23821
bhr,2013,14.4914
bhr,2014,15.18814
bhr,2015,13.72106
bhr,2016,16.09928
bhr,2017,16.09928
bhr,2018,16.09928
bhs,1983,77.53746
bhs,1986,46.75596
bhs,1987,18.93463
bhs,1989,13.08045
bhs,1990,18.92745
bhs,1991,13.25637
bhs,1992,22.00898
bhs,1995,22.28658
bhs,1996,7.86659
bhs,1997,17.32269
bhs,1998,27.57325
bih,1990,7.31498
bih,1991,9.59804
bih,2010,3.97195
bih,2011,4.88017
bih,2012,6.3317
bih,2013,6.33215
bih,2014,6.79963
bih,2015,6.97293
bih,2016,7.63977
bih,2017,7.34259
bih,2018,7.75462
bih,2019,7.72936
blr,2005,18.04387
blr,2006,18.04387
blr,2007,18.04387
blr,2008,18.04387
blr,2009,14.24218
blr,2010,15.61672
blr,2011,22.86085
blr,2012,20.53727
blr,2013,14.0224
blr,2014,21.00015
blr,2015,25.01862
blr,2016,16.44881
blr,2017,18.57445
blr,2018,20.42676
blr,2019,20.42676
blz,1989,3.03726
blz,1990,2.7924
blz,1991,13.48613
blz,1992,14.11569
bmu,1996,3.952
bmu,1997,3.952
bmu,1998,3.952
bmu,1999,3.94772
bmu,2000,3.94772
bmu,2001,3.94772
bmu,2002,3.94772
bmu,2003,3.94772
bmu,2004,3.94772
bmu,2005,3.94772
bmu,2006,3.94772
bmu,2007,3.94772
bmu,2008,3.94772
bmu,2009,3.94772
bmu,2010,3.94772
bmu,2011,3.94772
bmu,2012,3.94772
bmu,2013,3.93001
bmu,2014,4.99881
bmu,2015,3.87243
bmu,2016,4.70197
bmu,2017,3.68503
bmu,2018,5.45073
bol,1970,5.65371
bol,1971,6.02782
bol,1972,5.85885
bol,1973,5.5144
bol,1974,4.91415
bol,1975,4.60059
bol,1976,5.44554
bol,1977,5.27078
bol,1978,5.22373
bol,1979,5.54266
bol,1980,3.1613
bol,1981,3.93747
bol,1982,3.1198
bol,1983,4.06795
bol,1984,4.85098
bol,1985,3.35554
bol,1986,2.90543
bol,1987,2.71493
bol,1988,2.44714
bol,1989,3.05382
bol,1990,2.75149
bol,1991,2.32995
bol,1992,2.71678
bol,1993,3.15346
bol,1994,3.06683
bol,1995,3.44287
bol,1996,3.5326
bol,1997,3.07785
bol,1998,5.10527
bol,1999,6.21531
bol,2000,4.18232
bol,2001,4.58775
bol,2002,4.58775
bol,2003,4.58775
bol,2004,4.58775
bol,2005,4.58775
bol,2006,10.41693
bol,2007,10.41693
bol,2008,10.41693
bol,2009,10.41693
bol,2010,10.42681
bol,2011,10.42681
bol,2012,8.41969
bol,2013,8.41969
bol,2014,8.41969
bra,1990,19.23412
bra,1992,18.70813
bra,1993,21.68864
bra,1994,21.36452
bra,1995,21.00758
bra,1996,12.85743
bra,1997,12.68206
bra,1998,12.92187
bra,1999,14.47494
bra,2000,12.38149
bra,2001,12.0665
bra,2002,12.00498
bra,2003,12.06509
bra,2004,12.04924
bra,2005,11.27746
bra,2006,10.74892
bra,2007,11.19671
bra,2008,11.03138
bra,2009,10.35561
bra,2010,10.47205
bra,2011,10.4424
bra,2012,10.4729
bra,2013,10.90162
bra,2014,11.26609
bra,2015,13.97002
bra,2016,13.6343
bra,2017,13.7825
bra,2018,13.87111
bra,2019,13.87111
brb,1970,6.5408
brb,1971,7.01143
brb,1972,10.70279
brb,1973,9.65986
brb,1974,7.75397
brb,1975,8.245
brb,1976,7.73907
brb,1977,8.8763
brb,1978,9.5258
brb,1979,10.29978
brb,1980,8.40097
brb,1981,5.30923
brb,1982,9.13299
brb,1983,10.49501
brb,1984,9.8496
brb,1985,9.83083
brb,1986,10.42299
brb,1987,10.22212
brb,1988,13.28054
brb,1989,10.69461
brb,1990,14.14621
brb,1991,28.24808
brb,1992,30.64674
brb,1993,32.55691
brb,1994,29.43393
brb,1995,29.07388
brb,1996,30.35491
brb,1997,30.35491
bwa,1981,1.76991
bwa,1982,2.13847
bwa,1983,3.05164
bwa,1984,4.14634
bwa,1985,5.74713
bwa,1986,5.6891
bwa,1987,6.49734
bwa,1988,9.36368
bwa,1992,7.09599
bwa,1993,3.74498
bwa,1994,7.29783
bwa,1995,4.17072
bwa,1997,4.59968
caf,1973,3.00175
caf,1974,2.60187
caf,1975,3.50913
caf,1976,2.86335
caf,1977,6.81173
caf,1978,9.85943
caf,1980,10.56574
caf,1981,9.08027
caf,1982,11.67477
caf,1983,4.76873
caf,1985,6.02764
caf,1986,9.67353
caf,1987,6.79437
caf,1988,5.26487
caf,1989,5.93161
caf,1990,6.36724
caf,1991,7.87714
caf,1992,10.49789
caf,1993,9.24599
can,1963,7.2205
can,1964,7.15789
can,1965,6.97527
can,1966,7.01449
can,1967,7.05341
can,1968,7.02151
can,1969,6.95875
can,1970,6.96752
can,1971,6.82651
can,1972,6.44987
can,1973,6.42226
can,1974,6.84939
can,1975,6.88363
can,1976,6.6792
can,1977,6.70854
can,1978,6.9276
can,1979,7.41604
can,1980,7.667
can,1981,8.25823
can,1982,8.60376
can,1983,8.73026
can,1984,8.49367
can,1985,8.52323
can,1986,8.85688
can,1987,8.9551
can,1988,9.67937
can,1989,9.83715
can,1990,10.63426
can,1991,10.59089
can,1992,10.53385
can,1993,10.2638
can,1994,10.03393
can,1995,10.25995
can,1996,10.01911
can,1997,9.46613
can,1998,8.50147
can,1999,7.87458
can,2000,7.55971
can,2001,8.22691
can,2002,8.59049
can,2003,8.97294
can,2004,7.28593
can,2005,7.67534
can,2006,8.1621
can,2007,7.74544
can,2008,8.27322
can,2009,8.60264
can,2010,8.76524
can,2011,9.4159
can,2012,9.60615
can,2013,9.09741
can,2014,9.69269
can,2015,10.28046
can,2016,10.06833
can,2017,9.80381
can,2018,9.84997
can,2019,9.84997
che,1997,16.36077
che,1998,16.44252
che,1999,15.64001
che,2000,15.50079
che,2001,16.83417
che,2002,18.70915
che,2003,19.44366
che,2004,18.56196
che,2005,22.26449
che,2006,22.42061
che,2007,23.89513
che,2008,23.72875
che,2009,23.32872
che,2010,23.57409
che,2011,21.98488
che,2012,23.93478
che,2013,24.16163
che,2014,23.90411
che,2015,27.16338
che,2016,28.11999
chl,1963,8.38323
chl,1964,8.33333
chl,1965,9.27835
chl,1966,9.20354
chl,1967,7.73333
chl,1968,5.87262
chl,1969,5.09454
chl,1970,4.90161
chl,1971,4.9765
chl,1972,6.95055
chl,1973,9.65389
chl,1974,7.59396
chl,1975,8.07054
chl,1976,8.66536
chl,1977,9.43356
chl,1978,9.00379
chl,1979,7.57553
chl,1980,7.59356
chl,1981,8.90008
chl,1982,9.65612
chl,1983,8.39175
chl,1984,8.03012
chl,1985,8.13108
chl,1986,8.19807
chl,1987,8.37297
chl,1988,8.54952
chl,1989,8.72874
chl,1990,9.86233
chl,1991,10.74446
chl,1992,10.86389
chl,1993,11.34717
chl,1994,11.16676
chl,2013,11.93213
chl,2014,3.38835
chl,2015,2.32364
chl,2016,1.7849
chl,2017,14.22758
chl,2018,13.22007
chl,2019,13.22007
chn,1980,11.34457
chn,1981,11.45341
chn,1982,11.589
chn,1983,11.82856
chn,1984,11.99656
chn,1985,10.049
chn,1986,10.18127
chn,1987,11.25965
chn,1988,12.01613
chn,1989,12.18125
chn,1990,13.10735
chn,1991,12.82597
chn,1992,11.97657
chn,1993,9.77536
chn,1994,9.95014
chn,1995,11.40623
chn,1996,11.86766
chn,1997,11.52884
chn,1998,11.40961
chn,1999,11.90875
chn,2000,12.02819
chn,2001,11.52542
chn,2002,11.30856
chn,2003,10.9456
chn,2004,11.12381
chn,2005,10.98995
chn,2006,10.43523
chn,2007,10.7936
chn,2008,10.7936
chn,2009,10.7936
chn,2010,10.7936
chn,2011,10.81138
chn,2012,10.81138
chn,2013,10.81138
chn,2014,10.81138
chn,2015,10.81138
chn,2016,10.81138
chn,2017,10.81138
chn,2018,10.81138
civ,1965,7.29839
civ,1966,5.82258
civ,1967,5.97071
civ,1968,6.7751
civ,1969,6.98129
civ,1970,6.31868
civ,1971,7.02585
civ,1972,6.69203
civ,1973,5.91428
civ,1974,5.44211
civ,1975,7.2913
civ,1976,7.56486
civ,1977,5.55042
civ,1978,6.92221
civ,1979,7.14839
civ,1980,6.2824
civ,1981,6.86364
civ,1982,5.74495
civ,1986,6.31365
civ,1987,6.32411
civ,1988,6.99433
civ,1989,83.80952
civ,1994,11.21722
civ,1995,10.81758
civ,1996,11.88124
civ,1997,12.0237
cmr,1970,3.35941
cmr,1971,5.72853
cmr,1972,5.59769
cmr,1974,6.58534
cmr,1975,7.58165
cmr,1976,6.41682
cmr,1977,6.39217
cmr,1978,4.34199
cmr,1979,2.7762
cmr,1980,3.17517
cmr,1981,3.79874
cmr,1982,4.52122
cmr,1983,5.41264
cmr,1984,5.28026
cmr,1989,5.28899
cmr,1990,4.55045
cmr,1991,5.49198
cmr,1992,6.55194
cmr,1993,6.12712
cmr,1994,3.30622
cmr,1995,4.36454
cmr,1996,4.16588
cmr,1997,5.65702
cmr,1998,5.77419
cmr,1999,4.02792
cmr,2001,2.15647
cmr,2002,10.15899
cod,2000,3.33957
cod,2001,6.03676
cod,2002,5.4931
cod,2003,-8.73775
cod,2004,-14.13083
cod,2005,-15.08645
cod,2006,-18.67266
cod,2007,-21.08138
cod,2008,-10.3027
cod,2009,-5.43096
cog,2000,3.33957
cog,2001,6.03676
cog,2002,5.4931
cog,2003,-8.73775
cog,2004,-14.13083
cog,2005,-15.08645
cog,2006,-18.67266
cog,2007,-21.08138
cog,2008,-10.3027
cog,2009,-5.43096
col,1963,9.99088
col,1964,10.47421
col,1965,10.99485
col,1966,12.44123
col,1967,13.19259
col,1968,12.83507
col,1969,12.23326
col,1970,11.03607
col,1971,10.73485
col,1972,11.25748
col,1973,12.37754
col,1974,14.32824
col,1975,12.73018
col,1976,11.8287
col,1977,10.88826
col,1978,11.89012
col,1979,11.90195
col,1980,10.12303
col,1981,11.6281
col,1982,13.21325
col,1983,12.69912
col,1984,12.88309
col,1985,12.84509
col,1986,12.00913
col,1987,14.41019
col,1988,13.1017
col,1989,13.8401
col,1990,14.19678
col,1991,15.86327
col,1992,15.44227
col,1993,17.87078
col,1994,15.99916
col,1995,16.44457
col,1996,15.32782
col,1997,15.87027
col,1998,16.50288
col,1999,16.87236
col,2000,16.06473
col,2001,15.64827
col,2002,15.49786
col,2003,15.46949
col,2004,13.94087
col,2005,13.12084
col,2006,12.72226
col,2007,12.04289
col,2008,13.26147
col,2009,14.01847
col,2010,16.71241
col,2011,13.91426
col,2012,14.40533
col,2013,14.34451
col,2014,14.26273
col,2015,16.11582
col,2016,16.80948
col,2017,17.28841
col,2018,16.76694
col,2019,16.76694
cpv,2016,5.9996
cpv,2017,7.2537
cri,1963,5.02944
cri,1964,6.52562
cri,1965,6.53579
cri,1966,6.19858
cri,1967,6.66124
cri,1968,6.46795
cri,1969,6.42579
cri,1970,6.50914
cri,1971,7.17303
cri,1972,7.40528
cri,1973,8.53145
cri,1974,7.81218
cri,1975,8.71658
cri,1976,7.91687
cri,1977,7.71975
cri,1978,7.77877
cri,1979,7.82335
cri,1980,7.48578
cri,1981,9.50293
cri,1982,12.99953
cri,1983,11.26854
cri,1984,9.13222
cri,1985,9.03529
cri,1986,8.20283
cri,1987,8.05474
cri,1988,8.00966
cri,1989,8.458
cri,1990,8.64822
cri,1991,10.52165
cri,1992,11.14066
cri,1993,11.32285
cri,1994,10.38268
cri,1995,10.31149
cri,1996,10.96573
cri,1997,10.90864
cri,1998,10.68683
cri,1999,11.59072
cri,2000,12.3344
cri,2001,10.95469
cri,2002,11.16712
cri,2003,11.22885
cri,2004,7.70229
cri,2005,8.29188
cri,2006,8.54771
cri,2007,8.09395
cri,2008,7.48675
cri,2009,7.79223
cri,2010,6.79396
cri,2011,6.69262
cri,2012,7.34086
cri,2013,7.59232
cri,2014,7.41439
cri,2015,8.10851
cri,2016,7.70329
cri,2017,7.21008
cri,2018,7.10735
cri,2019,7.10735
cub,1976,13.02712
cub,1977,11.55774
cub,1978,12.5572
cub,1979,12.35146
cub,1980,12.07155
cub,1981,8.32648
cub,1982,6.87729
cub,1983,7.55503
cub,1984,7.54962
cub,1985,7.81894
cub,1986,8.36804
cub,1987,7.99768
cub,1988,7.32633
cub,1989,8.25576
cyp,1963,3.11373
cyp,1964,4.35082
cyp,1965,3.82074
cyp,1966,3.10675
cyp,1967,3.56295
cyp,1968,3.62778
cyp,1969,3.31945
cyp,1970,3.50468
cyp,1971,3.45223
cyp,1972,2.96336
cyp,1973,3.07446
cyp,1974,3.66606
cyp,1975,3.35216
cyp,1976,3.59274
cyp,1977,5.05154
cyp,1978,3.70664
cyp,1979,3.19841
cyp,1980,3.57848
cyp,1981,3.39219
cyp,1982,3.57446
cyp,1983,4.03067
cyp,1984,3.33601
cyp,1985,3.60206
cyp,1986,3.69206
cyp,1987,3.88022
cyp,1988,4.35648
cyp,1989,4.21294
cyp,1990,3.87794
cyp,1991,4.2798
cyp,1992,4.34188
cyp,1993,5.18761
cyp,1994,5.68976
cyp,1995,5.18814
cyp,1996,4.91995
cyp,1997,5.14894
cyp,1998,5.43179
cyp,1999,5.49788
cyp,2000,6.27586
cyp,2001,5.96616
cyp,2002,5.67214
cyp,2003,5.39836
cyp,2004,5.65687
cyp,2008,6.41331
cyp,2009,6.59267
cyp,2010,7.67064
cyp,2011,8.23766
cyp,2012,9.29233
cyp,2013,11.51797
cyp,2014,11.82977
cyp,2015,12.41916
cyp,2016,12.27538
cyp,2017,13.01922
cyp,2018,12.67347
cyp,2019,12.67347
cze,1996,6.56552
cze,1997,6.50424
cze,1998,6.16288
cze,1999,6.17987
cze,2000,6.67618
cze,2001,5.83418
cze,2002,5.47313
cze,2003,5.44784
cze,2004,5.63249
cze,2005,5.78322
cze,2006,5.4995
cze,2007,4.90336
cze,2008,4.89273
cze,2009,4.91597
cze,2010,5.59954
cze,2011,5.30683
cze,2012,5.34998
cze,2013,4.75125
cze,2014,5.05442
cze,2015,5.45196
cze,2016,4.48234
cze,2017,5.81736
cze,2018,5.28653
cze,2019,5.30571
deu,1998,10.21509
deu,1999,8.96247
deu,2000,9.76806
deu,2001,9.79387
deu,2002,10.12175
deu,2003,9.97981
deu,2004,9.92341
deu,2005,10.29948
deu,2006,9.98253
deu,2007,10.16133
deu,2008,10.93868
deu,2009,11.81082
deu,2010,11.42779
deu,2011,10.8816
deu,2012,10.51907
deu,2013,10.43892
deu,2014,10.38074
deu,2015,10.38383
deu,2016,10.46193
deu,2017,10.28851
deu,2018,10.04977
deu,2019,10.04977
dnk,1963,6.10288
dnk,1964,6.28352
dnk,1965,6.23929
dnk,1966,6.74505
dnk,1967,7.40741
dnk,1968,8.53081
dnk,1969,8.38242
dnk,1970,7.5102
dnk,1971,7.60994
dnk,1972,7.45467
dnk,1973,8.02988
dnk,1974,8.74762
dnk,1975,8.46174
dnk,1976,8.83076
dnk,1977,8.67747
dnk,1978,8.78541
dnk,1979,9.2031
dnk,1980,9.52466
dnk,1981,10.108
dnk,1982,10.26714
dnk,1983,10.71586
dnk,1984,10.5873
dnk,1985,10.34856
dnk,1986,10.02481
dnk,1987,10.41437
dnk,1988,10.88999
dnk,1989,11.21586
dnk,1990,11.5001
dnk,1991,11.46578
dnk,1992,11.60513
dnk,1993,10.9998
dnk,1994,11.13373
dnk,1995,8.72891
dnk,1996,9.11095
dnk,1997,9.89596
dnk,1998,9.83104
dnk,1999,10.15342
dnk,2000,10.42498
dnk,2001,11.14401
dnk,2002,11.62959
dnk,2003,12.69861
dnk,2004,12.83921
dnk,2005,13.0839
dnk,2006,12.68178
dnk,2007,12.31631
dnk,2009,16.81618
dnk,2010,19.13074
dnk,2011,19.35911
dnk,2012,21.74834
dnk,2013,22.15714
dnk,2014,25.19708
dnk,2015,26.3637
dnk,2016,26.44859
dnk,2017,26.92781
dnk,2018,25.8982
dnk,2019,26.03922
dom,1963,4.43666
dom,1964,5.24828
dom,1965,4.31242
dom,1966,6.21397
dom,1967,5.42181
dom,1968,6.20282
dom,1969,5.73167
dom,1970,6.47755
dom,1971,6.76671
dom,1972,6.03127
dom,1973,5.40115
dom,1974,4.82339
dom,1975,4.52014
dom,1976,6.48485
dom,1977,6.1222
dom,1978,6.01469
dom,1979,5.83937
dom,1980,5.82523
dom,1981,4.94174
dom,1982,6.0241
dom,1983,5.28703
dom,1984,5.55742
dza,1967,4.0409
dza,1968,4.15617
dza,1969,4.06767
dza,1970,4.0107
dza,1971,4.5861
dza,1972,4.0237
dza,1973,5.21248
dza,1974,5.15012
dza,1975,5.39526
dza,1976,5.4017
dza,1977,5.1019
dza,1978,3.55755
dza,1979,3.1178
dza,1980,2.9254
dza,1981,2.83852
dza,1982,2.77972
dza,1983,2.71273
dza,1984,6.0926
dza,1985,7.43002
dza,1986,7.12913
dza,1987,5.66848
dza,1988,6.0781
dza,1989,7.56477
dza,1990,10.22643
dza,1991,12.50283
dza,1992,9.65734
dza,1993,10.2841
dza,1994,10.6922
dza,1995,10.46012
dza,1996,11.27833
dza,2007,6.41674
dza,2008,6.90365
dza,2009,10.84891
dza,2010,9.66153
dza,2011,0.85742
dza,2012,0.95971
dza,2013,1.09909
dza,2014,1.18398
dza,2015,1.79475
dza,2016,1.79475
dza,2017,1.79475
ecu,1963,7.75305
ecu,1964,6.66869
ecu,1965,7.51731
ecu,1966,8.01715
ecu,1967,8.28767
ecu,1968,8.58337
ecu,1969,8.32585
ecu,1970,8.17057
ecu,1971,7.21421
ecu,1972,7.37903
ecu,1973,7.57895
ecu,1974,7.05326
ecu,1975,6.96196
ecu,1976,6.3463
ecu,1977,6.71357
ecu,1978,5.98272
ecu,1979,7.1477
ecu,1980,8.89965
ecu,1981,7.64972
ecu,1982,9.35797
ecu,1983,8.57346
ecu,1984,7.6111
ecu,1985,8.12371
ecu,1986,9.12871
ecu,1987,8.45522
ecu,1988,8.22477
ecu,1989,11.30123
ecu,1990,7.75647
ecu,1991,7.60668
ecu,1992,5.81523
ecu,1993,7.60851
ecu,1994,31.1145
ecu,1995,4.12694
ecu,1996,6.54197
ecu,1997,5.47991
ecu,1998,2.9213
ecu,1999,4.0481
ecu,2000,9.67869
ecu,2001,4.84639
ecu,2002,6.26231
ecu,2003,4.40217
ecu,2004,3.19911
ecu,2005,5.07084
ecu,2006,4.75451
ecu,2007,3.61823
ecu,2008,5.01387
ecu,2009,5.01387
ecu,2010,8.51071
ecu,2011,6.59951
ecu,2012,4.86128
ecu,2013,6.19326
ecu,2014,6.16682
ecu,2015,6.85153
ecu,2016,8.12021
ecu,2017,9.12771
ecu,2018,10.57292
ecu,2019,9.13707
egy,1964,13.39157
egy,1965,12.26873
egy,1966,11.56165
egy,1967,11.33151
egy,1968,11.63545
egy,1969,11.80228
egy,1970,11.718
egy,1971,11.26262
egy,1972,8.50424
egy,1973,9.04687
egy,1974,9.64718
egy,1975,8.32338
egy,1976,9.08424
egy,1977,10.43194
egy,1978,9.23537
egy,1979,8.78001
egy,1980,8.82053
egy,1981,12.39157
egy,1982,16.98771
egy,1983,10.04235
egy,1984,11.66834
egy,1985,11.99606
egy,1986,11.36314
egy,1987,9.94759
egy,1988,9.35177
egy,1989,8.97668
egy,1990,13.75475
egy,1991,10.81251
egy,1992,8.38233
egy,1993,10.55589
egy,1994,12.29146
egy,1995,12.92853
egy,1996,15.59263
egy,1997,18.0976
egy,1998,20.83037
egy,1999,20.83037
egy,2000,20.83037
egy,2001,21.64435
egy,2002,21.84803
egy,2003,21.64435
egy,2004,15.47281
egy,2005,15.68694
egy,2006,16.19094
egy,2007,16.19094
egy,2008,16.19094
egy,2009,14.84074
egy,2010,14.96381
egy,2011,14.79203
egy,2012,13.84392
egy,2013,11.34227
egy,2014,8.06569
egy,2015,10.08261
egy,2016,11.77578
egy,2017,12.36669
egy,2018,12.36669
eri,1992,18.03171
eri,1993,17.8868
eri,1994,20.09008
eri,1995,18.85207
eri,1996,12.52337
eri,1997,4.12584
eri,1998,6.4992
eri,1999,9.81111
eri,2000,6.37761
eri,2001,5.68829
eri,2002,8.33938
eri,2003,7.68345
eri,2004,7.1354
eri,2005,7.58795
eri,2006,10.09129
eri,2007,5.23655
eri,2008,10.63709
eri,2009,6.71203
eri,2010,5.74486
eri,2011,6.65575
eri,2012,7.60112
eri,2013,6.98369
eri,2014,6.74396
eri,2015,4.89093
eri,2016,3.49051
eri,2017,4.17917
eri,2018,9.24722
esp,1963,10.54162
esp,1964,9.384
esp,1965,9.9793
esp,1966,10.08868
esp,1967,10.13309
esp,1968,10.83561
esp,1969,11.03465
esp,1970,11.11112
esp,1971,10.44381
esp,1972,10.53413
esp,1973,10.75084
esp,1974,11.58379
esp,1975,11.99327
esp,1976,11.75598
esp,1977,10.60522
esp,1978,8.62643
esp,1979,9.01452
esp,1980,8.68573
esp,1981,8.80159
esp,1982,9.24607
esp,1983,9.27738
esp,1984,9.77736
esp,1985,11.04377
esp,1986,10.5474
esp,1987,10.46382
esp,1988,10.62716
esp,1989,10.37635
esp,1990,10.3061
esp,1991,10.10257
esp,1992,10.13939
esp,1993,9.78467
esp,1994,10.22539
esp,1995,10.28908
esp,1996,9.68588
esp,1997,9.79975
esp,1998,9.50802
esp,1999,9.46303
esp,2000,9.52276
esp,2001,9.31798
esp,2002,9.01154
esp,2003,8.75778
esp,2004,8.69316
esp,2005,8.6344
esp,2006,8.45234
esp,2007,8.52107
esp,2008,9.38759
esp,2009,9.81219
esp,2010,10.7486
esp,2011,10.99771
esp,2012,11.46476
esp,2013,11.64616
esp,2014,12.29087
esp,2015,12.2353
esp,2016,12.58211
esp,2017,12.26617
esp,2018,11.69376
esp,2019,11.85151
est,1992,4.38199
