geo,time,en_atm_co2e_eg_zs
cri,1997,1.87267
cri,1998,2.10583
cri,1999,1.91725
cri,2000,1.72259
cri,2001,1.87494
cri,2002,1.81507
cri,2003,1.77687
cri,2004,1.53607
cri,2005,1.62194
cri,2006,1.56836
cri,2007,1.68572
cri,2008,1.63982
cri,2009,1.57863
cri,2010,1.53032
cri,2011,1.59614
cri,2012,1.57427
cri,2013,1.60646
cri,2014,1.59609
cub,1971,1.86957
cub,1972,2.05963
cub,1973,2.07656
cub,1974,2.0055
cub,1975,2.30781
cub,1976,2.21069
cub,1977,2.19566
cub,1978,2.163
cub,1979,2.17986
cub,1980,2.14461
cub,1981,2.22395
cub,1982,2.31518
cub,1983,1.96104
cub,1984,2.11873
cub,1985,2.13009
cub,1986,2.20243
cub,1987,2.13687
cub,1988,2.13526
cub,1989,1.95147
cub,1990,2.0341
cub,1991,1.90424
cub,1992,1.75028
cub,1993,1.90577
cub,1994,1.98914
cub,1995,2.12497
cub,1996,2.11044
cub,1997,2.24861
cub,1998,2.35934
cub,1999,2.34179
cub,2000,2.21396
cub,2001,2.18484
cub,2002,2.23864
cub,2003,2.18654
cub,2004,2.21409
cub,2005,2.4237
cub,2006,2.46882
cub,2007,2.68217
cub,2008,2.4435
cub,2009,2.37434
cub,2010,2.45162
cub,2011,2.45919
cub,2012,2.40563
cub,2013,2.37151
cub,2014,2.29761
cyp,1971,3.20976
cyp,1972,3.22254
cyp,1973,3.19828
cyp,1974,3.24103
cyp,1975,3.50626
cyp,1976,3.75352
cyp,1977,3.73356
cyp,1978,3.7135
cyp,1979,3.65545
cyp,1980,3.7109
cyp,1981,3.5887
cyp,1982,3.59425
cyp,1983,3.45937
cyp,1984,3.43724
cyp,1985,3.37366
cyp,1986,3.40859
cyp,1987,3.48374
cyp,1988,3.41397
cyp,1989,3.44948
cyp,1990,3.34039
cyp,1991,3.63935
cyp,1992,3.4625
cyp,1993,3.37937
cyp,1994,3.0822
cyp,1995,3.42213
cyp,1996,3.26885
cyp,1997,3.38481
cyp,1998,3.31439
cyp,1999,3.42784
cyp,2000,3.30848
cyp,2001,3.27778
cyp,2002,3.31755
cyp,2003,3.33234
cyp,2004,3.53
cyp,2005,3.54611
cyp,2006,3.4396
cyp,2007,3.37945
cyp,2008,3.25152
cyp,2009,3.23913
cyp,2010,3.20156
cyp,2011,3.18826
cyp,2012,3.15258
cyp,2013,3.30458
cyp,2014,3.42137
cze,1990,3.03015
cze,1991,3.05346
cze,1992,3.07861
cze,1993,3.10063
cze,1994,3.04503
cze,1995,3.0154
cze,1996,2.95855
cze,1997,2.89391
cze,1998,2.84713
cze,1999,2.87769
cze,2000,3.01167
cze,2001,2.92176
cze,2002,2.79194
cze,2003,2.76378
cze,2004,2.71406
cze,2005,2.67033
cze,2006,2.62241
cze,2007,2.68615
cze,2008,2.63071
cze,2009,2.6382
cze,2010,2.5666
cze,2011,2.59322
cze,2012,2.51504
cze,2013,2.44852
cze,2014,2.42065
cze,2015,2.4806
deu,1990,2.72011
deu,1991,2.70809
deu,1992,2.64208
deu,1993,2.65109
deu,1994,2.63018
deu,1995,2.59471
deu,1996,2.59519
deu,1997,2.52565
deu,1998,2.51839
deu,1999,2.48788
deu,2000,2.46623
deu,2001,2.44464
deu,2002,2.45851
deu,2003,2.48153
deu,2004,2.41773
deu,2005,2.38024
deu,2006,2.35059
deu,2007,2.38977
deu,2008,2.382
deu,2009,2.36643
deu,2010,2.36462
deu,2011,2.40264
deu,2012,2.43747
deu,2013,2.44764
deu,2014,2.40954
deu,2015,2.3804
dji,1990,2.53736
dji,2004,3.00752
dji,2005,3.09353
dji,2006,3.00699
dji,2007,3.28671
dma,1990,2.83399
dma,2004,4.10256
dma,2005,3.90244
dma,2006,4.04762
dma,2007,4.18605
dnk,1960,3.38158
dnk,1961,3.40099
dnk,1962,3.45998
dnk,1963,3.47187
dnk,1964,3.51763
dnk,1965,3.30055
dnk,1966,3.40644
dnk,1967,3.31556
dnk,1968,3.4214
dnk,1969,3.2823
dnk,1970,3.17257
dnk,1971,3.08358
dnk,1972,3.09668
dnk,1973,3.12067
dnk,1974,3.12837
dnk,1975,3.19233
dnk,1976,3.16505
dnk,1977,3.17343
dnk,1978,3.07446
dnk,1979,3.06271
dnk,1980,3.1549
dnk,1981,2.99043
dnk,1982,3.0657
dnk,1983,3.03444
dnk,1984,2.96712
dnk,1985,3.11265
dnk,1986,3.00858
dnk,1987,2.97901
dnk,1988,2.94972
dnk,1989,2.78398
dnk,1990,3.00003
dnk,1991,3.25864
dnk,1992,3.09503
dnk,1993,3.13451
dnk,1994,3.22756
dnk,1995,3.08911
dnk,1996,3.33966
dnk,1997,3.13313
dnk,1998,2.98579
dnk,1999,2.97089
dnk,2000,2.82882
dnk,2001,2.80386
dnk,2002,2.84039
dnk,2003,2.95295
dnk,2004,2.77198
dnk,2005,2.65965
dnk,2006,2.87158
dnk,2007,2.69907
dnk,2008,2.60553
dnk,2009,2.60448
dnk,2010,2.47371
dnk,2011,2.39469
dnk,2012,2.21036
dnk,2013,2.27825
dnk,2014,2.20587
dnk,2015,2.09893
dom,1971,1.50561
dom,1972,1.7131
dom,1973,2.08118
dom,1974,2.12743
dom,1975,2.05798
dom,1976,1.98906
dom,1977,1.72337
dom,1978,1.63116
dom,1979,1.96169
dom,1980,1.88013
dom,1981,1.73573
dom,1982,1.74727
dom,1983,2.05108
dom,1984,1.83192
dom,1985,2.15378
dom,1986,2.32732
dom,1987,2.44968
dom,1988,2.58002
dom,1989,2.7576
dom,1990,1.95774
dom,1991,2.03366
dom,1992,2.14356
dom,1993,2.18865
dom,1994,2.2297
dom,1995,2.25826
dom,1996,2.32428
dom,1997,2.37253
dom,1998,2.57162
dom,1999,2.64804
dom,2000,2.5846
dom,2001,2.70927
dom,2002,2.80875
dom,2003,2.66187
dom,2004,2.71203
dom,2005,2.69858
dom,2006,2.83842
dom,2007,2.82652
dom,2008,2.81316
dom,2009,2.73962
dom,2010,2.741
dom,2011,2.72144
dom,2012,2.67241
dom,2013,2.78375
dom,2014,2.7898
dza,1971,5.38863
dza,1972,7.05112
dza,1973,7.94482
dza,1974,6.15192
dza,1975,5.80209
dza,1976,6.21701
dza,1977,5.94016
dza,1978,7.20119
dza,1979,4.1473
dza,1980,5.93644
dza,1981,3.812
dza,1982,2.47468
dza,1983,3.06868
dza,1984,4.18327
dza,1985,4.10199
dza,1986,3.80557
dza,1987,4.24997
dza,1988,4.01753
dza,1989,3.86343
dza,1990,3.06016
dza,1991,2.85255
dza,1992,2.75425
dza,1993,3.0477
dza,1994,3.07925
dza,1995,3.01311
dza,1996,3.04202
dza,1997,3.02766
dza,1998,2.99418
dza,1999,2.91779
dza,2000,2.91132
dza,2001,2.76418
dza,2002,2.77909
dza,2003,2.72654
dza,2004,2.7268
dza,2005,2.745
dza,2006,2.70058
dza,2007,2.72868
dza,2008,2.78995
dza,2009,2.76645
dza,2010,2.82238
dza,2011,2.82513
dza,2012,2.75512
dza,2013,2.73037
dza,2014,2.68634
ecu,1971,1.88848
ecu,1972,1.98204
ecu,1973,2.23753
ecu,1974,2.13765
ecu,1975,2.34355
ecu,1976,2.32095
ecu,1977,1.78662
ecu,1978,2.41624
ecu,1979,2.67105
ecu,1980,2.69066
ecu,1981,3.21183
ecu,1982,3.44742
ecu,1983,3.76997
ecu,1984,3.82709
ecu,1985,3.46037
ecu,1986,2.73201
ecu,1987,2.6398
ecu,1988,2.88023
ecu,1989,3.53504
ecu,1990,2.46444
ecu,1991,2.42889
ecu,1992,2.55484
ecu,1993,2.56991
ecu,1994,2.53381
ecu,1995,2.51313
ecu,1996,2.71295
ecu,1997,2.73643
ecu,1998,2.64393
ecu,1999,2.60415
ecu,2000,2.42408
ecu,2001,2.50347
ecu,2002,2.58394
ecu,2003,2.58601
ecu,2004,2.84087
ecu,2005,2.90762
ecu,2006,3.10372
ecu,2007,2.78774
ecu,2008,3.09769
ecu,2009,2.78525
ecu,2010,2.94405
ecu,2011,2.84839
ecu,2012,2.97705
ecu,2013,2.97433
ecu,2014,2.90537
egy,1971,2.95502
egy,1972,2.96597
egy,1973,2.97141
egy,1974,2.91274
egy,1975,3.17604
egy,1976,3.02442
egy,1977,3.04056
egy,1978,3.06288
egy,1979,3.04117
egy,1980,2.99701
egy,1981,2.89819
egy,1982,2.93422
egy,1983,2.67097
egy,1984,2.69345
egy,1985,2.49217
egy,1986,2.82939
egy,1987,2.66419
egy,1988,2.59208
egy,1989,2.35425
egy,1990,2.69202
egy,1991,2.77015
egy,1992,2.7875
egy,1993,2.67448
egy,1994,2.61653
egy,1995,2.61529
egy,1996,2.59545
egy,1997,2.67722
egy,1998,2.62617
egy,1999,2.69576
egy,2000,2.78064
egy,2001,2.74258
egy,2002,2.71675
egy,2003,2.6887
egy,2004,2.70441
egy,2005,2.61223
egy,2006,2.60371
egy,2007,2.61904
egy,2008,2.61659
egy,2009,2.64342
egy,2010,2.70871
egy,2011,2.64816
egy,2012,2.71406
egy,2013,2.80488
egy,2014,2.89538
eri,1992,0.50152
eri,1993,0.68399
eri,1994,0.76835
eri,1995,0.80184
eri,1996,0.83072
eri,1997,0.79756
eri,1998,0.90165
eri,1999,0.92662
eri,2000,0.90409
eri,2001,0.94374
eri,2002,0.90858
eri,2003,0.8609
eri,2004,0.91451
eri,2005,0.78744
eri,2006,0.74911
eri,2007,0.71139
eri,2008,0.66721
eri,2009,0.65115
eri,2010,0.67494
eri,2011,0.76356
eri,2012,0.80528
eri,2013,0.81496
eri,2014,0.83502
esp,1960,3.02751
esp,1961,3.13168
esp,1962,3.19846
esp,1963,3.01436
esp,1964,2.9805
esp,1965,3.11395
esp,1966,3.04472
esp,1967,3.00349
esp,1968,2.9528
esp,1969,2.75969
esp,1970,3.07894
esp,1971,3.02027
esp,1972,3.23474
esp,1973,3.01262
esp,1974,3.09785
esp,1975,3.15962
esp,1976,3.21526
esp,1977,3.22599
esp,1978,3.09469
esp,1979,3.0972
esp,1980,3.17612
esp,1981,3.01621
esp,1982,3.139
esp,1983,3.0127
esp,1984,2.86225
esp,1985,2.83801
esp,1986,2.63163
esp,1987,2.57423
esp,1988,2.48538
esp,1989,2.57287
esp,1990,2.38715
esp,1991,2.37835
esp,1992,2.44284
esp,1993,2.38951
esp,1994,2.37134
esp,1995,2.38711
esp,1996,2.31723
esp,1997,2.35566
esp,1998,2.3111
esp,1999,2.39442
esp,2000,2.40702
esp,2001,2.3576
esp,2002,2.42887
esp,2003,2.39241
esp,2004,2.41405
esp,2005,2.46946
esp,2006,2.41015
esp,2007,2.46609
esp,2008,2.33087
esp,2009,2.24857
esp,2010,2.13886
esp,2011,2.18257
esp,2012,2.14542
esp,2013,2.07318
esp,2014,2.10338
esp,2015,2.14594
est,1990,3.58069
est,1991,3.4385
est,1992,3.62143
est,1993,3.36917
est,1994,3.25807
est,1995,3.11697
est,1996,3.00682
est,1997,2.99817
est,1998,3.17449
est,1999,3.1574
est,2000,3.14355
est,2001,3.11024
est,2002,3.15395
est,2003,3.23278
est,2004,3.18948
est,2005,3.28536
est,2006,3.12533
est,2007,3.48896
est,2008,3.33193
est,2009,3.07211
est,2010,3.35796
est,2011,3.2087
est,2012,3.03906
est,2013,3.14927
est,2014,2.9517
est,2015,2.79983
eth,1971,0.13312
eth,1972,0.09861
eth,1973,0.1191
eth,1974,0.11515
eth,1975,0.07873
eth,1976,0.07526
eth,1977,0.06617
eth,1978,0.08518
eth,1979,0.11292
eth,1980,0.10915
eth,1981,0.109
eth,1982,0.08437
eth,1983,0.10181
eth,1984,0.08927
eth,1985,0.0943
eth,1986,0.11108
eth,1987,0.1247
eth,1988,0.12509
eth,1989,0.12785
eth,1990,0.10073
eth,1991,0.09823
eth,1992,0.06256
eth,1993,0.07664
eth,1994,0.08594
eth,1995,0.09424
eth,1996,0.10177
eth,1997,0.10549
eth,1998,0.10804
eth,1999,0.10347
eth,2000,0.11234
eth,2001,0.13382
eth,2002,0.13498
eth,2003,0.1437
eth,2004,0.14814
eth,2005,0.13697
eth,2006,0.14216
eth,2007,0.15494
eth,2008,0.17046
eth,2009,0.16704
eth,2010,0.15169
eth,2011,0.171
eth,2012,0.1865
eth,2013,0.21899
eth,2014,0.25489
fin,1960,1.55208
fin,1961,1.48655
fin,1962,1.58466
fin,1963,1.72642
fin,1964,1.87583
fin,1965,1.92189
fin,1966,2.10216
fin,1967,1.98738
fin,1968,2.15421
fin,1969,2.23642
fin,1970,2.26476
fin,1971,2.23373
fin,1972,2.27267
fin,1973,2.34812
fin,1974,2.27017
fin,1975,2.3399
fin,1976,2.43309
fin,1977,2.34648
fin,1978,2.3418
fin,1979,2.29745
fin,1980,2.36789
fin,1981,2.17473
fin,1982,1.85739
fin,1983,1.77498
fin,1984,1.76266
fin,1985,1.92249
fin,1986,1.97778
fin,1987,1.96117
fin,1988,1.88714
fin,1989,1.841
fin,1990,1.92244
fin,1991,1.91471
fin,1992,1.92695
fin,1993,1.87847
fin,1994,1.97201
fin,1995,1.9395
fin,1996,2.01143
fin,1997,1.87896
fin,1998,1.75855
fin,1999,1.74093
fin,2000,1.69986
fin,2001,1.83683
fin,2002,1.81295
fin,2003,1.94375
fin,2004,1.81437
fin,2005,1.61104
fin,2006,1.78945
fin,2007,1.76479
fin,2008,1.59894
fin,2009,1.61897
fin,2010,1.7073
fin,2011,1.56473
fin,2012,1.45423
fin,2013,1.50875
fin,2014,1.36027
fin,2015,1.31898
fji,1990,2.55418
fji,2004,2.19219
fji,2005,2.21453
fji,2006,2.45081
fji,2007,2.40458
fra,1960,3.42353
fra,1961,3.41093
fra,1962,3.35049
fra,1963,3.4663
fra,1964,3.36377
fra,1965,3.34751
fra,1966,3.24984
fra,1967,3.25901
fra,1968,3.18488
fra,1969,3.1596
fra,1970,2.86278
fra,1971,2.91626
fra,1972,2.87185
fra,1973,2.86784
fra,1974,2.86241
fra,1975,2.70923
fra,1976,2.87122
fra,1977,2.78248
fra,1978,2.74512
fra,1979,2.75624
fra,1980,2.63526
fra,1981,2.42755
fra,1982,2.39037
fra,1983,2.25339
fra,1984,2.08638
fra,1985,1.9668
fra,1986,1.86296
fra,1987,1.77938
fra,1988,1.76205
fra,1989,1.7762
fra,1990,1.59162
fra,1991,1.60791
fra,1992,1.58429
fra,1993,1.47768
fra,1994,1.51363
fra,1995,1.48605
fra,1996,1.46902
fra,1997,1.47909
fra,1998,1.52551
fra,1999,1.50325
fra,2000,1.48169
fra,2001,1.44655
fra,2002,1.42126
fra,2003,1.41752
fra,2004,1.40116
fra,2005,1.40597
fra,2006,1.39437
fra,2007,1.37747
fra,2008,1.35368
fra,2009,1.35798
fra,2010,1.33205
fra,2011,1.3268
fra,2012,1.3351
fra,2013,1.33051
fra,2014,1.25506
fra,2015,1.26383
gab,1971,2.65828
gab,1972,2.61679
gab,1973,3.68441
gab,1974,3.46549
gab,1975,4.13391
gab,1976,4.58375
gab,1977,4.64928
gab,1978,4.90543
gab,1979,4.95033
gab,1980,4.82747
gab,1981,4.2642
gab,1982,4.13078
gab,1983,3.38038
gab,1984,3.9477
gab,1985,4.6461
gab,1986,3.65648
gab,1987,3.11993
gab,1988,3.17914
gab,1989,4.5459
gab,1990,3.49584
gab,1991,3.56572
gab,1992,3.5351
gab,1993,3.40636
gab,1994,3.63025
gab,1995,3.43723
gab,1996,3.37971
gab,1997,3.41632
gab,1998,3.27814
gab,1999,3.29265
gab,2000,3.17551
gab,2001,2.90118
gab,2002,2.27214
gab,2003,1.95948
gab,2004,1.7038
gab,2005,1.54144
gab,2006,1.19577
gab,2007,1.07623
gab,2008,0.99867
gab,2009,0.92835
gab,2010,0.9386
gab,2011,1.37818
gab,2012,1.60763
gab,2013,1.07655
gab,2014,1.08367
gbr,1960,3.67642
gbr,1961,3.7097
gbr,1962,3.60923
gbr,1963,3.52063
gbr,1964,3.50684
gbr,1965,3.4409
gbr,1966,3.42295
gbr,1967,3.22341
gbr,1968,3.22755
gbr,1969,3.18871
gbr,1970,3.18387
gbr,1971,3.16693
gbr,1972,3.08497
gbr,1973,3.02669
gbr,1974,2.94085
gbr,1975,3.02781
gbr,1976,2.9457
gbr,1977,2.91225
gbr,1978,2.92953
gbr,1979,2.9711
gbr,1980,2.91935
gbr,1981,2.91485
gbr,1982,2.86727
gbr,1983,2.86799
gbr,1984,2.78345
gbr,1985,2.78816
gbr,1986,2.78899
gbr,1987,2.78185
gbr,1988,2.75068
gbr,1989,2.81056
gbr,1990,2.7034
gbr,1991,2.67855
gbr,1992,2.60633
gbr,1993,2.52202
gbr,1994,2.47883
gbr,1995,2.42333
gbr,1996,2.41344
gbr,1997,2.38166
gbr,1998,2.37037
gbr,1999,2.35235
gbr,2000,2.37773
gbr,2001,2.43328
gbr,2002,2.423
gbr,2003,2.43542
gbr,2004,2.44703
gbr,2005,2.42791
gbr,2006,2.47351
gbr,2007,2.50727
gbr,2008,2.47558
gbr,2009,2.37433
gbr,2010,2.37599
gbr,2011,2.36375
gbr,2012,2.40973
gbr,2013,2.36466
gbr,2014,2.31216
gbr,2015,2.22409
geo,1990,2.69767
geo,1991,2.53728
geo,1992,2.3178
geo,1993,2.116
geo,1994,2.22847
geo,1995,2.19571
geo,1996,1.69773
geo,1997,1.67895
geo,1998,1.64177
geo,1999,1.62442
geo,2000,1.6625
geo,2001,1.36943
geo,2002,1.16355
geo,2003,1.16808
geo,2004,1.21201
geo,2005,1.49268
geo,2006,1.55038
geo,2007,1.68496
geo,2008,1.61089
geo,2009,1.81553
geo,2010,1.70388
geo,2011,1.83954
geo,2012,1.94034
geo,2013,2.01161
geo,2014,1.92942
gha,1971,0.76609
gha,1972,0.76474
gha,1973,0.73562
gha,1974,0.83133
gha,1975,0.7505
gha,1976,0.66481
gha,1977,0.77253
gha,1978,0.76587
gha,1979,0.68004
gha,1980,0.63616
gha,1981,0.7239
gha,1982,0.70329
gha,1983,0.99577
gha,1984,0.65788
gha,1985,0.7642
gha,1986,0.67333
gha,1987,0.66987
gha,1988,0.71895
gha,1989,0.64624
gha,1990,0.52731
gha,1991,0.46757
gha,1992,0.54315
gha,1993,0.53688
gha,1994,0.55963
gha,1995,0.5733
gha,1996,0.61092
gha,1997,0.61317
gha,1998,0.82489
gha,1999,0.85675
gha,2000,0.91454
gha,2001,0.98312
gha,2002,1.18181
gha,2003,1.2002
gha,2004,1.11501
gha,2005,1.19282
gha,2006,1.34452
gha,2007,1.44329
gha,2008,1.36506
gha,2009,1.46507
gha,2010,1.50535
gha,2011,1.5443
gha,2012,1.66181
gha,2013,1.6766
gha,2014,1.59069
gib,1971,2.7323
gib,1972,2.99567
gib,1973,2.97143
gib,1974,2.7162
gib,1975,2.81617
gib,1976,2.82222
gib,1977,2.92469
gib,1978,2.75257
gib,1979,2.67251
gib,1980,2.71052
gib,1981,1.91567
gib,1982,0.6944
gib,1983,1.09965
gib,1984,1.02079
gib,1985,1.21193
gib,1986,0.9271
gib,1987,0.96159
gib,1988,1.2096
gib,1989,1.25671
gmb,1990,3.07486
gmb,2004,2.96296
gmb,2005,3.14815
gmb,2006,3.15789
gmb,2007,3.00752
gnb,1990,2.27776
gnb,2004,2.44186
gnb,2005,2.41379
gnb,2006,2.44444
gnb,2007,2.42105
gnq,2004,9.51444
gnq,2005,6.47718
gnq,2006,6.09448
gnq,2007,4.29221
grc,1960,3.90553
grc,1961,3.62734
grc,1962,3.43672
grc,1963,3.93048
grc,1964,3.58374
grc,1965,4.15923
grc,1966,3.95691
grc,1967,3.70151
grc,1968,3.91618
grc,1969,4.00239
grc,1970,3.14892
grc,1971,3.20067
grc,1972,3.13015
grc,1973,3.15439
grc,1974,3.21677
grc,1975,3.31003
grc,1976,3.36937
grc,1977,3.43585
grc,1978,3.34252
grc,1979,3.36191
grc,1980,3.43268
grc,1981,3.46334
grc,1982,3.46519
grc,1983,3.52763
grc,1984,3.48851
grc,1985,3.45273
grc,1986,3.54429
grc,1987,3.54209
grc,1988,3.55977
grc,1989,3.51273
grc,1990,3.52696
grc,1991,3.50753
grc,1992,3.52975
grc,1993,3.57061
grc,1994,3.54682
grc,1995,3.65282
grc,1996,3.53613
grc,1997,3.4426
grc,1998,3.40089
grc,1999,3.39796
grc,2000,3.48738
grc,2001,3.44989
grc,2002,3.41093
grc,2003,3.43935
grc,2004,3.36144
grc,2005,3.3704
grc,2006,3.3317
grc,2007,3.45227
grc,2008,3.30142
grc,2009,3.21918
grc,2010,3.17268
grc,2011,3.16217
grc,2012,3.01729
grc,2013,3.10619
grc,2014,3.00635
grc,2015,2.88032
grd,1990,2.5898
grd,2004,3.10811
grd,2005,3.16456
grd,2006,3.20988
grd,2007,3.45679
gtm,1971,0.89311
gtm,1972,0.96098
gtm,1973,0.99716
gtm,1974,1.01403
gtm,1975,1.05757
gtm,1976,0.92914
gtm,1977,1.00915
gtm,1978,1.06682
gtm,1979,1.14321
gtm,1980,1.18934
gtm,1981,1.07567
gtm,1982,1.00066
gtm,1983,0.90779
gtm,1984,0.92456
gtm,1985,0.93475
gtm,1986,1.02222
gtm,1987,1.04413
gtm,1988,1.03699
gtm,1989,1.02813
gtm,1990,0.89093
gtm,1991,0.8885
gtm,1992,1.00961
gtm,1993,1.07169
gtm,1994,1.08066
gtm,1995,1.19352
gtm,1996,1.13193
gtm,1997,1.14468
gtm,1998,1.33223
gtm,1999,1.19963
gtm,2000,1.33793
gtm,2001,1.36472
gtm,2002,1.44484
gtm,2003,1.39918
gtm,2004,1.38565
gtm,2005,1.47695
gtm,2006,1.45295
gtm,2007,1.458
gtm,2008,1.37791
gtm,2009,1.26558
gtm,2010,1.12317
gtm,2011,1.07707
gtm,2012,1.09733
gtm,2013,1.08012
gtm,2014,1.05537
guy,1990,3.08831
guy,2004,3.48643
guy,2005,2.9899
guy,2006,2.66
guy,2007,3.2
hkg,1971,3.0519
hkg,1972,2.96029
hkg,1973,2.93158
hkg,1974,3.05867
hkg,1975,3.03641
hkg,1976,3.09626
hkg,1977,3.11176
hkg,1978,3.12849
hkg,1979,3.5071
hkg,1980,3.59983
hkg,1981,3.62386
hkg,1982,3.45675
hkg,1983,3.40757
hkg,1984,3.57873
hkg,1985,3.49745
hkg,1986,3.38971
hkg,1987,3.44626
hkg,1988,3.17485
hkg,1989,3.2129
hnd,1971,0.95823
hnd,1972,1.08159
hnd,1973,1.0241
hnd,1974,1.04019
hnd,1975,1.08348
hnd,1976,1.11021
hnd,1977,1.1811
hnd,1978,1.17886
hnd,1979,1.07503
hnd,1980,1.0998
hnd,1981,0.97999
hnd,1982,0.8762
hnd,1983,1.01432
hnd,1984,0.98459
hnd,1985,0.95285
hnd,1986,0.90003
hnd,1987,1.00444
hnd,1988,1.10423
hnd,1989,1.15508
hnd,1990,1.0338
hnd,1991,1.02483
hnd,1992,1.09448
hnd,1993,1.1373
hnd,1994,1.2311
hnd,1995,1.37394
hnd,1996,1.38606
hnd,1997,1.31408
hnd,1998,1.41639
hnd,1999,1.63494
hnd,2000,1.68507
hnd,2001,1.8136
hnd,2002,1.82652
hnd,2003,1.85573
hnd,2004,1.93531
hnd,2005,1.71047
hnd,2006,2.01071
hnd,2007,1.83593
hnd,2008,1.85965
hnd,2009,1.82864
hnd,2010,1.79884
hnd,2011,1.7351
hnd,2012,1.78357
hnd,2013,1.79633
hnd,2014,1.76664
hrv,1990,2.14794
hrv,1991,1.79069
hrv,1992,2.00014
hrv,1993,2.00378
hrv,1994,1.9568
hrv,1995,1.96986
hrv,1996,1.90094
hrv,1997,1.9978
hrv,1998,2.09482
hrv,1999,2.1249
hrv,2000,2.15236
hrv,2001,2.20567
hrv,2002,2.26456
hrv,2003,2.24933
hrv,2004,2.19824
hrv,2005,2.20266
hrv,2006,2.23045
hrv,2007,2.27101
hrv,2008,2.2124
hrv,2009,2.1385
hrv,2010,2.07299
hrv,2011,2.07806
hrv,2012,2.02466
hrv,2013,2.01831
hrv,2014,2.03138
hti,1971,0.26813
hti,1972,0.25317
hti,1973,0.26531
hti,1974,0.28572
hti,1975,0.28234
hti,1976,0.37126
hti,1977,0.3781
hti,1978,0.38709
hti,1979,0.37239
hti,1980,0.3609
hti,1981,0.44199
hti,1982,0.45899
hti,1983,0.4837
hti,1984,0.48897
hti,1985,0.5008
hti,1986,0.57607
hti,1987,0.6048
hti,1988,0.65498
hti,1989,0.65188
hti,1990,0.65365
hti,1991,0.64169
hti,1992,0.55614
hti,1993,0.44762
hti,1994,0.13227
hti,1995,0.53154
hti,1996,0.54538
hti,1997,0.62013
hti,1998,0.63918
hti,1999,0.66449
hti,2000,0.73123
hti,2001,0.77898
hti,2002,0.79249
hti,2003,0.81607
hti,2004,0.72998
hti,2005,0.50204
hti,2006,0.49043
hti,2007,0.55513
hti,2008,0.5454
hti,2009,0.52702
hti,2010,0.64795
hti,2011,0.71249
hti,2012,0.61391
hti,2013,0.66616
hti,2014,0.73684
hun,1965,4.23298
hun,1966,4.18874
hun,1967,3.90112
hun,1968,3.95681
hun,1969,3.76966
hun,1970,3.91379
hun,1971,3.63899
hun,1972,3.55059
hun,1973,3.43452
hun,1974,3.36431
hun,1975,3.2911
hun,1976,3.26649
hun,1977,3.21721
hun,1978,3.08652
hun,1979,3.05348
hun,1980,3.06441
hun,1981,3.07455
hun,1982,3.08451
hun,1983,3.21417
hun,1984,3.15726
hun,1985,2.89378
hun,1986,2.81893
hun,1987,2.7484
hun,1988,2.5789
hun,1989,2.52508
hun,1990,2.34239
hun,1991,2.35446
hun,1992,2.30829
hun,1993,2.27145
hun,1994,2.32111
hun,1995,2.2213
hun,1996,2.2035
hun,1997,2.19132
hun,1998,2.23247
hun,1999,2.27109
hun,2000,2.18538
hun,2001,2.19938
hun,2002,2.17294
hun,2003,2.22793
hun,2004,2.16308
hun,2005,2.03135
hun,2006,2.02955
hun,2007,2.01507
hun,2008,2.00362
hun,2009,1.92615
hun,2010,1.86379
hun,2011,1.88148
hun,2012,1.85067
hun,2013,1.81344
hun,2014,1.77922
hun,2015,1.8116
idn,1971,1.11245
idn,1972,1.18798
idn,1973,1.28785
idn,1974,1.29596
idn,1975,1.31206
idn,1976,1.43768
idn,1977,1.72565
idn,1978,1.83729
idn,1979,1.77721
idn,1980,1.70157
idn,1981,1.70855
idn,1982,1.75454
idn,1983,1.71559
idn,1984,1.76462
idn,1985,1.84192
idn,1986,1.67657
idn,1987,1.64522
idn,1988,1.71567
idn,1989,1.60891
idn,1990,1.50018
idn,1991,1.56397
idn,1992,1.58443
idn,1993,1.56548
idn,1994,1.65993
idn,1995,1.70301
idn,1996,1.72925
idn,1997,1.83848
idn,1998,1.9049
idn,1999,1.94276
idn,2000,1.79993
idn,2001,1.89457
idn,2002,1.85235
idn,2003,2.02399
idn,2004,1.94272
idn,2005,1.91582
idn,2006,1.97886
idn,2007,2.07494
idn,2008,2.01969
idn,2009,1.95416
idn,2010,1.96571
idn,2011,2.35151
idn,2012,2.29619
idn,2013,2.08869
idn,2014,2.17304
ind,1971,1.35602
ind,1972,1.4025
ind,1973,1.40428
ind,1974,1.3973
ind,1975,1.46698
ind,1976,1.47513
ind,1977,1.51704
ind,1978,1.51805
ind,1979,1.52236
ind,1980,1.56996
ind,1981,1.61245
ind,1982,1.60187
ind,1983,1.68032
ind,1984,1.65367
ind,1985,1.72747
ind,1986,1.78932
ind,1987,1.83998
ind,1988,1.88463
ind,1989,1.9753
ind,1990,1.83989
ind,1991,1.90681
ind,1992,1.90901
ind,1993,1.93009
ind,1994,1.95979
ind,1995,1.9965
ind,1996,2.03033
ind,1997,2.06539
ind,1998,2.06203
ind,1999,2.09885
ind,2000,2.13241
ind,2001,2.13293
ind,2002,2.14409
ind,2003,2.15408
ind,2004,2.18883
ind,2005,2.20426
ind,2006,2.23504
ind,2007,2.3278
ind,2008,2.36443
