geo,time,sp_pop_80up_fe_5y
cze,1968,1.95397
cze,1969,1.97803
cze,1970,1.97103
cze,1971,2.08111
cze,1972,2.15531
cze,1973,2.19649
cze,1974,2.21316
cze,1975,2.21116
cze,1976,2.34872
cze,1977,2.45962
cze,1978,2.53752
cze,1979,2.58004
cze,1980,2.59019
cze,1981,2.75052
cze,1982,2.87332
cze,1983,2.95258
cze,1984,2.98562
cze,1985,2.97406
cze,1986,3.14621
cze,1987,3.25918
cze,1988,3.32158
cze,1989,3.35223
cze,1990,3.36062
cze,1991,3.56306
cze,1992,3.75896
cze,1993,3.89298
cze,1994,3.89324
cze,1995,3.73749
cze,1996,3.6656
cze,1997,3.47875
cze,1998,3.25978
cze,1999,3.1096
cze,2000,3.07134
cze,2001,3.3005
cze,2002,3.58076
cze,2003,3.86045
cze,2004,4.08356
cze,2005,4.23027
cze,2006,4.45492
cze,2007,4.62091
cze,2008,4.73969
cze,2009,4.82394
cze,2010,4.88429
cze,2011,5.02828
cze,2012,5.14857
cze,2013,5.24252
cze,2014,5.29399
cze,2015,5.29524
cze,2016,5.35984
cze,2017,5.36737
cze,2018,5.34618
cze,2019,5.33623
cze,2020,5.3654
deu,1960,1.75033
deu,1961,1.86451
deu,1962,1.94766
deu,1963,2.002
deu,1964,2.03356
deu,1965,2.04717
deu,1966,2.17294
deu,1967,2.27388
deu,1968,2.3454
deu,1969,2.38597
deu,1970,2.39871
deu,1971,2.54889
deu,1972,2.66994
deu,1973,2.76006
deu,1974,2.82014
deu,1975,2.85335
deu,1976,3.05143
deu,1977,3.2153
deu,1978,3.34345
deu,1979,3.43874
deu,1980,3.50601
deu,1981,3.72571
deu,1982,3.91307
deu,1983,4.06857
deu,1984,4.19626
deu,1985,4.30209
deu,1986,4.55691
deu,1987,4.77316
deu,1988,4.9504
deu,1989,5.09415
deu,1990,5.20979
deu,1991,5.45683
deu,1992,5.67966
deu,1993,5.83925
deu,1994,5.87924
deu,1995,5.78093
deu,1996,5.76033
deu,1997,5.61657
deu,1998,5.4249
deu,1999,5.2777
deu,2000,5.22034
deu,2001,5.37378
deu,2002,5.57334
deu,2003,5.78365
deu,2004,5.95914
deu,2005,6.0824
deu,2006,6.29937
deu,2007,6.47031
deu,2008,6.60254
deu,2009,6.70217
deu,2010,6.7786
deu,2011,6.86605
deu,2012,6.91052
deu,2013,6.96256
deu,2014,7.07119
deu,2015,7.25388
deu,2016,7.56626
deu,2017,7.89127
deu,2018,8.18381
deu,2019,8.40124
deu,2020,8.53963
dji,1960,0.20684
dji,1961,0.21794
dji,1962,0.21958
dji,1963,0.21943
dji,1964,0.22005
dji,1965,0.22324
dji,1966,0.23162
dji,1967,0.23637
dji,1968,0.24103
dji,1969,0.24051
dji,1970,0.23824
dji,1971,0.25031
dji,1972,0.25522
dji,1973,0.25977
dji,1974,0.25889
dji,1975,0.25782
dji,1976,0.25812
dji,1977,0.25654
dji,1978,0.25724
dji,1979,0.25787
dji,1980,0.2603
dji,1981,0.2752
dji,1982,0.28721
dji,1983,0.29472
dji,1984,0.2981
dji,1985,0.29606
dji,1986,0.30201
dji,1987,0.30598
dji,1988,0.30709
dji,1989,0.308
dji,1990,0.31046
dji,1991,0.33088
dji,1992,0.34677
dji,1993,0.3579
dji,1994,0.36186
dji,1995,0.35854
dji,1996,0.37777
dji,1997,0.39089
dji,1998,0.39804
dji,1999,0.40118
dji,2000,0.3988
dji,2001,0.42081
dji,2002,0.43701
dji,2003,0.4476
dji,2004,0.45332
dji,2005,0.45326
dji,2006,0.48298
dji,2007,0.50862
dji,2008,0.52901
dji,2009,0.54481
dji,2010,0.55304
dji,2011,0.58275
dji,2012,0.60455
dji,2013,0.61805
dji,2014,0.62513
dji,2015,0.62616
dji,2016,0.65749
dji,2017,0.68412
dji,2018,0.70606
dji,2019,0.72117
dji,2020,0.72962
dnk,1960,1.76721
dnk,1961,1.86497
dnk,1962,1.94367
dnk,1963,2.00068
dnk,1964,2.03478
dnk,1965,2.04739
dnk,1966,2.15842
dnk,1967,2.25092
dnk,1968,2.32527
dnk,1969,2.3818
dnk,1970,2.42261
dnk,1971,2.56172
dnk,1972,2.68111
dnk,1973,2.78388
dnk,1974,2.87433
dnk,1975,2.9562
dnk,1976,3.11921
dnk,1977,3.26547
dnk,1978,3.39512
dnk,1979,3.50794
dnk,1980,3.60663
dnk,1981,3.78337
dnk,1982,3.93607
dnk,1983,4.06826
dnk,1984,4.18332
dnk,1985,4.28464
dnk,1986,4.46996
dnk,1987,4.62626
dnk,1988,4.75497
dnk,1989,4.85761
dnk,1990,4.93547
dnk,1991,5.06475
dnk,1992,5.15647
dnk,1993,5.21066
dnk,1994,5.22451
dnk,1995,5.1999
dnk,1996,5.2717
dnk,1997,5.30182
dnk,1998,5.30249
dnk,1999,5.2866
dnk,2000,5.26065
dnk,2001,5.34666
dnk,2002,5.40448
dnk,2003,5.43251
dnk,2004,5.42539
dnk,2005,5.38369
dnk,2006,5.42072
dnk,2007,5.4197
dnk,2008,5.39137
dnk,2009,5.34478
dnk,2010,5.28664
dnk,2011,5.31193
dnk,2012,5.31161
dnk,2013,5.29088
dnk,2014,5.25906
dnk,2015,5.22902
dnk,2016,5.31386
dnk,2017,5.39062
dnk,2018,5.46576
dnk,2019,5.54833
dnk,2020,5.64881
dom,1960,0.27862
dom,1961,0.28936
dom,1962,0.29526
dom,1963,0.29597
dom,1964,0.29104
dom,1965,0.28145
dom,1966,0.29395
dom,1967,0.30217
dom,1968,0.30574
dom,1969,0.30449
dom,1970,0.29865
dom,1971,0.31324
dom,1972,0.32404
dom,1973,0.33054
dom,1974,0.33238
dom,1975,0.32981
dom,1976,0.34653
dom,1977,0.35963
dom,1978,0.36862
dom,1979,0.37363
dom,1980,0.37455
dom,1981,0.3944
dom,1982,0.41072
dom,1983,0.42322
dom,1984,0.4317
dom,1985,0.43668
dom,1986,0.46
dom,1987,0.47985
dom,1988,0.49617
dom,1989,0.50911
dom,1990,0.51865
dom,1991,0.54706
dom,1992,0.57208
dom,1993,0.59362
dom,1994,0.61181
dom,1995,0.6272
dom,1996,0.66186
dom,1997,0.69359
dom,1998,0.72244
dom,1999,0.74899
dom,2000,0.77347
dom,2001,0.82023
dom,2002,0.86398
dom,2003,0.90471
dom,2004,0.94287
dom,2005,0.97926
dom,2006,1.03553
dom,2007,1.08841
dom,2008,1.13846
dom,2009,1.18644
dom,2010,1.23339
dom,2011,1.30206
dom,2012,1.36673
dom,2013,1.42765
dom,2014,1.4856
dom,2015,1.54128
dom,2016,1.619
dom,2017,1.69359
dom,2018,1.76264
dom,2019,1.82327
dom,2020,1.87541
dza,1960,0.28232
dza,1961,0.29788
dza,1962,0.30363
dza,1963,0.30094
dza,1964,0.2924
dza,1965,0.27834
dza,1966,0.30101
dza,1967,0.31992
dza,1968,0.32956
dza,1969,0.32424
dza,1970,0.30362
dza,1971,0.31336
dza,1972,0.3125
dza,1973,0.30837
dza,1974,0.30877
dza,1975,0.31457
dza,1976,0.35733
dza,1977,0.39808
dza,1978,0.42772
dza,1979,0.43872
dza,1980,0.43043
dza,1981,0.44813
dza,1982,0.45362
dza,1983,0.45195
dza,1984,0.44889
dza,1985,0.44646
dza,1986,0.47905
dza,1987,0.50756
dza,1988,0.5275
dza,1989,0.53538
dza,1990,0.53133
dza,1991,0.55302
dza,1992,0.56386
dza,1993,0.5662
dza,1994,0.56334
dza,1995,0.55717
dza,1996,0.59143
dza,1997,0.62347
dza,1998,0.65011
dza,1999,0.66752
dza,2000,0.67487
dza,2001,0.70782
dza,2002,0.731
dza,2003,0.74837
dza,2004,0.76463
dza,2005,0.78202
dza,2006,0.82706
dza,2007,0.86835
dza,2008,0.90648
dza,2009,0.94287
dza,2010,0.97896
dza,2011,1.03492
dza,2012,1.08661
dza,2013,1.13332
dza,2014,1.17487
dza,2015,1.21245
dza,2016,1.27004
dza,2017,1.31936
dza,2018,1.36021
dza,2019,1.39258
dza,2020,1.41786
ecu,1960,0.65597
ecu,1961,0.69351
ecu,1962,0.71685
ecu,1963,0.72576
ecu,1964,0.7209
ecu,1965,0.70344
ecu,1966,0.73006
ecu,1967,0.74462
ecu,1968,0.74594
ecu,1969,0.73463
ecu,1970,0.71161
ecu,1971,0.73309
ecu,1972,0.74353
ecu,1973,0.74293
ecu,1974,0.73138
ecu,1975,0.7098
ecu,1976,0.72906
ecu,1977,0.73875
ecu,1978,0.73953
ecu,1979,0.73243
ecu,1980,0.71854
ecu,1981,0.74068
ecu,1982,0.75559
ecu,1983,0.76304
ecu,1984,0.76286
ecu,1985,0.75584
ecu,1986,0.77976
ecu,1987,0.79617
ecu,1988,0.80714
ecu,1989,0.81487
ecu,1990,0.82076
ecu,1991,0.85722
ecu,1992,0.8899
ecu,1993,0.91736
ecu,1994,0.93785
ecu,1995,0.95117
ecu,1996,0.98794
ecu,1997,1.01791
ecu,1998,1.04335
ecu,1999,1.06625
ecu,2000,1.08813
ecu,2001,1.12739
ecu,2002,1.16261
ecu,2003,1.19516
ecu,2004,1.2265
ecu,2005,1.25778
ecu,2006,1.30163
ecu,2007,1.34071
ecu,2008,1.37626
ecu,2009,1.41006
ecu,2010,1.44403
ecu,2011,1.49018
ecu,2012,1.53179
ecu,2013,1.57051
ecu,2014,1.60711
ecu,2015,1.64277
ecu,2016,1.68672
ecu,2017,1.72593
ecu,2018,1.76344
ecu,2019,1.80254
ecu,2020,1.84564
egy,1960,0.42461
egy,1961,0.45679
egy,1962,0.48345
egy,1963,0.50422
egy,1964,0.51903
egy,1965,0.52808
egy,1966,0.56529
egy,1967,0.59478
egy,1968,0.6157
egy,1969,0.62835
egy,1970,0.63354
egy,1971,0.66689
egy,1972,0.692
egy,1973,0.70727
egy,1974,0.71136
egy,1975,0.70422
egy,1976,0.73098
egy,1977,0.7466
egy,1978,0.75177
egy,1979,0.74788
egy,1980,0.73579
egy,1981,0.75989
egy,1982,0.77438
egy,1983,0.77933
egy,1984,0.77559
egy,1985,0.76416
egy,1986,0.79048
egy,1987,0.80688
egy,1988,0.81263
egy,1989,0.80782
egy,1990,0.79341
egy,1991,0.82188
egy,1992,0.84048
egy,1993,0.8486
egy,1994,0.84593
egy,1995,0.83307
egy,1996,0.8626
egy,1997,0.87952
egy,1998,0.8847
egy,1999,0.88036
egy,2000,0.86819
egy,2001,0.89938
egy,2002,0.92043
egy,2003,0.93037
egy,2004,0.92892
egy,2005,0.91692
egy,2006,0.9516
egy,2007,0.97309
egy,2008,0.98093
egy,2009,0.9758
egy,2010,0.95883
egy,2011,0.98878
egy,2012,1.00381
egy,2013,1.00315
egy,2014,0.9876
egy,2015,0.95915
egy,2016,0.97844
egy,2017,0.98919
egy,2018,0.9883
egy,2019,0.97221
egy,2020,0.94137
eri,1960,0.29712
eri,1961,0.31331
eri,1962,0.32227
eri,1963,0.32312
eri,1964,0.31547
eri,1965,0.2983
eri,1966,0.31513
eri,1967,0.32482
eri,1968,0.32608
eri,1969,0.31886
eri,1970,0.30315
eri,1971,0.31724
eri,1972,0.32363
eri,1973,0.32335
eri,1974,0.31531
eri,1975,0.29924
eri,1976,0.31258
eri,1977,0.31935
eri,1978,0.31901
eri,1979,0.3112
eri,1980,0.29626
eri,1981,0.30918
eri,1982,0.31596
eri,1983,0.31589
eri,1984,0.30895
eri,1985,0.29496
eri,1986,0.30912
eri,1987,0.31633
eri,1988,0.31672
eri,1989,0.31056
eri,1990,0.29758
eri,1991,0.32186
eri,1992,0.34189
eri,1993,0.35604
eri,1994,0.36283
eri,1995,0.36189
eri,1996,0.38854
eri,1997,0.40937
eri,1998,0.42267
eri,1999,0.42744
eri,2000,0.42238
eri,2001,0.44122
eri,2002,0.45362
eri,2003,0.45984
eri,2004,0.46035
eri,2005,0.4547
eri,2006,0.48387
eri,2007,0.50572
eri,2008,0.51994
eri,2009,0.52727
eri,2010,0.52787
eri,2011,0.56445
esp,1960,1.5673
esp,1961,1.62461
esp,1962,1.66959
esp,1963,1.70401
esp,1964,1.72908
esp,1965,1.7447
esp,1966,1.82407
esp,1967,1.88802
esp,1968,1.93525
esp,1969,1.96429
esp,1970,1.97448
esp,1971,2.04343
esp,1972,2.09256
esp,1973,2.12362
esp,1974,2.13728
esp,1975,2.13461
esp,1976,2.21318
esp,1977,2.27396
esp,1978,2.32582
esp,1979,2.38026
esp,1980,2.4436
esp,1981,2.59475
esp,1982,2.74651
esp,1983,2.89163
esp,1984,3.02092
esp,1985,3.13197
esp,1986,3.29481
esp,1987,3.43354
esp,1988,3.55753
esp,1989,3.67745
esp,1990,3.79887
esp,1991,3.96981
esp,1992,4.13653
esp,1993,4.2937
esp,1994,4.42904
esp,1995,4.53775
esp,1996,4.64732
esp,1997,4.7218
esp,1998,4.77956
esp,1999,4.84273
esp,2000,4.92509
esp,2001,5.03968
esp,2002,5.15317
esp,2003,5.26754
esp,2004,5.38116
esp,2005,5.49523
esp,2006,5.64742
esp,2007,5.79092
esp,2008,5.94397
esp,2009,6.1221
esp,2010,6.33136
esp,2011,6.60014
esp,2012,6.87474
esp,2013,7.13946
esp,2014,7.36282
esp,2015,7.5296
esp,2016,7.63087
esp,2017,7.66085
esp,2018,7.65694
esp,2019,7.66726
esp,2020,7.72169
est,1960,2.14644
est,1961,2.22892
est,1962,2.30462
est,1963,2.36398
est,1964,2.40102
est,1965,2.41376
est,1966,2.5339
est,1967,2.62512
est,1968,2.68624
est,1969,2.7143
est,1970,2.70993
est,1971,2.81791
est,1972,2.89063
est,1973,2.93572
est,1974,2.95923
est,1975,2.96459
est,1976,3.07238
est,1977,3.14645
est,1978,3.18709
est,1979,3.19476
est,1980,3.17476
est,1981,3.3086
est,1982,3.40298
est,1983,3.45791
est,1984,3.47611
est,1985,3.46201
est,1986,3.58051
est,1987,3.6556
est,1988,3.69257
est,1989,3.69955
est,1990,3.68265
est,1991,3.86149
est,1992,4.02272
est,1993,4.13743
est,1994,4.16086
est,1995,4.07201
est,1996,4.08511
est,1997,4.00843
est,1998,3.89115
est,1999,3.79378
est,2000,3.74656
est,2001,3.92344
est,2002,4.11347
est,2003,4.30404
est,2004,4.48244
est,2005,4.64623
est,2006,4.96229
est,2007,5.27278
est,2008,5.56469
est,2009,5.81829
est,2010,6.02517
est,2011,6.28835
est,2012,6.49959
est,2013,6.68795
est,2014,6.88417
est,2015,7.10122
est,2016,7.3999
est,2017,7.69117
est,2018,7.95171
est,2019,8.17284
est,2020,8.37637
eth,1960,0.28431
eth,1961,0.30345
eth,1962,0.31555
eth,1963,0.31883
eth,1964,0.31218
eth,1965,0.2951
eth,1966,0.31079
eth,1967,0.3196
eth,1968,0.32047
eth,1969,0.31298
eth,1970,0.29676
eth,1971,0.31176
eth,1972,0.32036
eth,1973,0.32123
eth,1974,0.31358
eth,1975,0.29744
eth,1976,0.31396
eth,1977,0.32474
eth,1978,0.33086
eth,1979,0.33503
eth,1980,0.33953
eth,1981,0.36538
eth,1982,0.38464
eth,1983,0.39197
eth,1984,0.38351
eth,1985,0.35946
eth,1986,0.3697
eth,1987,0.37095
eth,1988,0.36521
eth,1989,0.35485
eth,1990,0.34037
eth,1991,0.35592
eth,1992,0.36683
eth,1993,0.37072
eth,1994,0.36549
eth,1995,0.35089
eth,1996,0.36336
eth,1997,0.36808
eth,1998,0.36695
eth,1999,0.36251
eth,2000,0.35554
eth,2001,0.37647
eth,2002,0.39438
eth,2003,0.40645
eth,2004,0.41019
eth,2005,0.40542
eth,2006,0.42233
eth,2007,0.43463
eth,2008,0.44483
eth,2009,0.45462
eth,2010,0.46338
eth,2011,0.48646
eth,2012,0.50406
eth,2013,0.51513
eth,2014,0.51893
eth,2015,0.51598
eth,2016,0.53291
eth,2017,0.54322
eth,2018,0.54796
eth,2019,0.54862
eth,2020,0.54635
fin,1960,1.22906
fin,1961,1.29206
fin,1962,1.33434
fin,1963,1.35486
fin,1964,1.35425
fin,1965,1.33364
fin,1966,1.41785
fin,1967,1.48457
fin,1968,1.52742
fin,1969,1.54225
fin,1970,1.52931
fin,1971,1.62109
fin,1972,1.69268
fin,1973,1.7479
fin,1974,1.79185
fin,1975,1.82782
fin,1976,1.98132
fin,1977,2.12452
fin,1978,2.25543
fin,1979,2.37357
fin,1980,2.48117
fin,1981,2.65469
fin,1982,2.81117
fin,1983,2.95386
fin,1984,3.08888
fin,1985,3.22035
fin,1986,3.4256
fin,1987,3.61087
fin,1988,3.77303
fin,1989,3.90876
fin,1990,4.01869
fin,1991,4.19973
fin,1992,4.3488
fin,1993,4.46198
fin,1994,4.53106
fin,1995,4.55645
fin,1996,4.65325
fin,1997,4.70767
fin,1998,4.74124
fin,1999,4.77583
fin,2000,4.82422
fin,2001,4.99717
fin,2002,5.16308
fin,2003,5.32078
fin,2004,5.46615
fin,2005,5.5987
fin,2006,5.80248
fin,2007,5.97879
fin,2008,6.12755
fin,2009,6.24476
fin,2010,6.33186
fin,2011,6.42675
fin,2012,6.48531
fin,2013,6.52527
fin,2014,6.56162
fin,2015,6.6041
fin,2016,6.70334
fin,2017,6.79778
fin,2018,6.8888
fin,2019,6.97414
fin,2020,7.06043
fji,1960,0.26675
fji,1961,0.26362
fji,1962,0.25114
fji,1963,0.23451
fji,1964,0.21607
fji,1965,0.19754
fji,1966,0.21015
fji,1967,0.21925
fji,1968,0.22253
fji,1969,0.22094
fji,1970,0.2107
fji,1971,0.21984
fji,1972,0.22471
fji,1973,0.22677
fji,1974,0.22557
fji,1975,0.22489
fji,1976,0.24131
fji,1977,0.25292
fji,1978,0.25839
fji,1979,0.25896
fji,1980,0.25473
fji,1981,0.27383
fji,1982,0.28678
fji,1983,0.29052
fji,1984,0.28608
fji,1985,0.27649
fji,1986,0.30021
fji,1987,0.32242
fji,1988,0.34149
fji,1989,0.35324
fji,1990,0.35817
fji,1991,0.37404
fji,1992,0.37612
fji,1993,0.36825
fji,1994,0.35463
fji,1995,0.33883
fji,1996,0.37171
fji,1997,0.40537
fji,1998,0.4325
fji,1999,0.44732
fji,2000,0.45034
fji,2001,0.47546
fji,2002,0.48779
fji,2003,0.48802
fji,2004,0.48143
fji,2005,0.46523
fji,2006,0.48913
fji,2007,0.50674
fji,2008,0.51684
fji,2009,0.52021
fji,2010,0.52035
fji,2011,0.56536
fji,2012,0.60173
fji,2013,0.62447
fji,2014,0.62597
fji,2015,0.60315
fji,2016,0.6347
fji,2017,0.66087
fji,2018,0.68761
fji,2019,0.71709
fji,2020,0.74408
fra,1960,2.61954
fra,1961,2.7288
fra,1962,2.80765
fra,1963,2.8565
fra,1964,2.87613
fra,1965,2.87079
fra,1966,2.98805
fra,1967,3.07631
fra,1968,3.13435
fra,1969,3.16203
fra,1970,3.16259
fra,1971,3.27753
fra,1972,3.35969
fra,1973,3.41352
fra,1974,3.44575
fra,1975,3.46262
fra,1976,3.60017
fra,1977,3.71682
fra,1978,3.81351
fra,1979,3.89079
fra,1980,3.95167
fra,1981,4.11136
fra,1982,4.23859
fra,1983,4.33805
fra,1984,4.41672
fra,1985,4.48078
fra,1986,4.63957
fra,1987,4.77401
fra,1988,4.88783
fra,1989,4.98375
fra,1990,5.06476
fra,1991,5.23573
fra,1992,5.39504
fra,1993,5.51878
fra,1994,5.56877
fra,1995,5.53075
fra,1996,5.46765
fra,1997,5.31433
fra,1998,5.13769
fra,1999,5.0223
fra,2000,5.01244
fra,2001,5.13969
fra,2002,5.32911
fra,2003,5.54974
fra,2004,5.75963
fra,2005,5.94163
fra,2006,6.16676
fra,2007,6.35611
fra,2008,6.52139
fra,2009,6.67942
fra,2010,6.84457
fra,2011,6.98953
fra,2012,7.1193
fra,2013,7.24758
fra,2014,7.36977
fra,2015,7.47651
fra,2016,7.55405
fra,2017,7.61079
fra,2018,7.63917
fra,2019,7.63903
fra,2020,7.62809
fsm,1960,0.40771
fsm,1961,0.41749
fsm,1962,0.43976
fsm,1963,0.41799
fsm,1964,0.41685
fsm,1965,0.3911
fsm,1966,0.40734
fsm,1967,0.41404
fsm,1968,0.40281
fsm,1969,0.39112
fsm,1970,0.37648
fsm,1971,0.40264
fsm,1972,0.41856
fsm,1973,0.43898
fsm,1974,0.44444
fsm,1975,0.45583
fsm,1976,0.48467
fsm,1977,0.4863
fsm,1978,0.49691
fsm,1979,0.4794
fsm,1980,0.45151
fsm,1981,0.45267
fsm,1982,0.44299
fsm,1983,0.4213
fsm,1984,0.39879
fsm,1985,0.37556
fsm,1986,0.3892
fsm,1987,0.39607
fsm,1988,0.39844
fsm,1989,0.40043
fsm,1990,0.39107
fsm,1991,0.42278
fsm,1992,0.43628
fsm,1993,0.43764
fsm,1994,0.43457
fsm,1995,0.43756
fsm,1996,0.48269
fsm,1997,0.51656
fsm,1998,0.54837
fsm,1999,0.56636
fsm,2000,0.58639
fsm,2001,0.6481
fsm,2002,0.71384
fsm,2003,0.78201
fsm,2004,0.83845
fsm,2005,0.87171
fsm,2006,0.87824
fsm,2007,0.85463
fsm,2008,0.80075
fsm,2009,0.73184
fsm,2010,0.64924
fsm,2011,0.65571
fsm,2012,0.65506
fsm,2013,0.63505
fsm,2014,0.59597
fsm,2015,0.53415
fsm,2016,0.54624
fsm,2017,0.55117
fsm,2018,0.5328
fsm,2019,0.50229
fsm,2020,0.45277
gab,1960,0.96408
gab,1961,1.01347
gab,1962,1.03702
gab,1963,1.03539
gab,1964,1.00454
gab,1965,0.94321
gab,1966,0.97924
gab,1967,0.99097
gab,1968,0.97625
gab,1969,0.93573
gab,1970,0.8701
gab,1971,0.9077
gab,1972,0.92306
gab,1973,0.9151
gab,1974,0.88239
gab,1975,0.82559
gab,1976,0.86217
gab,1977,0.87648
gab,1978,0.86794
gab,1979,0.83791
gab,1980,0.78724
gab,1981,0.82059
gab,1982,0.83542
gab,1983,0.82876
gab,1984,0.80358
gab,1985,0.76133
gab,1986,0.79306
gab,1987,0.80966
gab,1988,0.80795
gab,1989,0.7873
gab,1990,0.74908
gab,1991,0.77441
gab,1992,0.7808
gab,1993,0.77229
gab,1994,0.75111
gab,1995,0.72029
gab,1996,0.75679
gab,1997,0.7782
gab,1998,0.78194
gab,1999,0.76547
gab,2000,0.72955
gab,2001,0.76005
gab,2002,0.77094
gab,2003,0.76341
gab,2004,0.73972
gab,2005,0.70071
gab,2006,0.73127
gab,2007,0.74455
gab,2008,0.73897
gab,2009,0.71545
gab,2010,0.6757
gab,2011,0.70013
gab,2012,0.71053
gab,2013,0.70549
gab,2014,0.68477
gab,2015,0.65062
gab,2016,0.67315
gab,2017,0.68313
gab,2018,0.6818
gab,2019,0.66946
gab,2020,0.6482
gbr,1960,2.52236
gbr,1961,2.63579
gbr,1962,2.72003
gbr,1963,2.77648
gbr,1964,2.80628
gbr,1965,2.812
gbr,1966,2.93607
gbr,1967,3.03115
gbr,1968,3.09351
gbr,1969,3.12089
gbr,1970,3.11563
gbr,1971,3.23226
gbr,1972,3.3179
gbr,1973,3.37674
gbr,1974,3.41246
gbr,1975,3.4272
gbr,1976,3.56195
gbr,1977,3.66513
gbr,1978,3.74043
gbr,1979,3.79277
gbr,1980,3.82639
gbr,1981,3.9998
gbr,1982,4.14405
gbr,1983,4.25819
gbr,1984,4.34347
gbr,1985,4.40366
gbr,1986,4.57772
gbr,1987,4.72071
gbr,1988,4.83269
gbr,1989,4.91398
gbr,1990,4.96721
gbr,1991,5.12807
gbr,1992,5.25561
gbr,1993,5.34315
gbr,1994,5.38053
gbr,1995,5.36716
gbr,1996,5.4195
gbr,1997,5.41747
gbr,1998,5.38605
gbr,1999,5.35293
gbr,2000,5.33184
gbr,2001,5.4359
gbr,2002,5.52827
gbr,2003,5.59961
gbr,2004,5.63641
gbr,2005,5.63558
gbr,2006,5.7043
gbr,2007,5.73832
gbr,2008,5.75094
gbr,2009,5.75278
gbr,2010,5.75006
gbr,2011,5.80001
gbr,2012,5.82783
gbr,2013,5.84203
gbr,2014,5.84762
gbr,2015,5.84928
gbr,2016,5.88797
gbr,2017,5.90896
gbr,2018,5.91842
gbr,2019,5.92328
gbr,2020,5.93271
geo,1960,1.57831
geo,1961,1.64749
geo,1962,1.6837
geo,1963,1.68892
geo,1964,1.66895
geo,1965,1.62757
geo,1966,1.71142
geo,1967,1.77589
geo,1968,1.8063
geo,1969,1.78798
geo,1970,1.71963
geo,1971,1.75655
geo,1972,1.76495
geo,1973,1.75412
geo,1974,1.73108
geo,1975,1.69851
geo,1976,1.73494
geo,1977,1.75334
geo,1978,1.76228
geo,1979,1.77398
geo,1980,1.79472
geo,1981,1.90078
geo,1982,2.00157
geo,1983,2.08342
geo,1984,2.13183
geo,1985,2.14232
geo,1986,2.22143
geo,1987,2.25996
geo,1988,2.27254
geo,1989,2.28032
geo,1990,2.29337
geo,1991,2.39892
geo,1992,2.4426
geo,1993,2.39749
geo,1994,2.28703
geo,1995,2.18271
geo,1996,2.41352
geo,1997,2.59494
geo,1998,2.63782
geo,1999,2.5128
geo,2000,2.29001
geo,2001,2.48326
geo,2002,2.64142
geo,2003,2.73055
geo,2004,2.74709
geo,2005,2.72476
geo,2006,3.03447
geo,2007,3.34872
geo,2008,3.62676
geo,2009,3.82473
geo,2010,3.92925
geo,2011,4.04828
geo,2012,4.07014
geo,2013,4.03795
geo,2014,4.01335
geo,2015,4.02862
geo,2016,4.29926
geo,2017,4.59364
geo,2018,4.84595
geo,2019,4.97643
geo,2020,4.95783
gha,1960,0.1751
gha,1961,0.18728
gha,1962,0.1943
gha,1963,0.19493
gha,1964,0.18834
gha,1965,0.17419
gha,1966,0.18784
gha,1967,0.1957
gha,1968,0.19677
gha,1969,0.19073
gha,1970,0.1774
gha,1971,0.19296
gha,1972,0.20326
gha,1973,0.2072
gha,1974,0.2044
gha,1975,0.19469
gha,1976,0.21245
gha,1977,0.22436
gha,1978,0.2291
gha,1979,0.22596
gha,1980,0.21468
gha,1981,0.23206
gha,1982,0.24336
gha,1983,0.24763
gha,1984,0.24463
gha,1985,0.23447
gha,1986,0.25262
gha,1987,0.26448
gha,1988,0.26915
gha,1989,0.26645
gha,1990,0.25662
gha,1991,0.2756
gha,1992,0.28834
gha,1993,0.29386
gha,1994,0.29194
gha,1995,0.2829
gha,1996,0.30149
gha,1997,0.31195
gha,1998,0.31349
gha,1999,0.3062
gha,2000,0.29035
gha,2001,0.30872
gha,2002,0.31945
gha,2003,0.32109
gha,2004,0.31292
gha,2005,0.29523
gha,2006,0.31353
gha,2007,0.32414
gha,2008,0.32657
gha,2009,0.32123
gha,2010,0.30862
gha,2011,0.33045
gha,2012,0.34518
gha,2013,0.35136
gha,2014,0.34849
gha,2015,0.33686
gha,2016,0.35655
gha,2017,0.36906
gha,2018,0.37326
gha,2019,0.3687
gha,2020,0.35577
gin,1960,0.23303
gin,1961,0.25721
gin,1962,0.27096
gin,1963,0.26955
gin,1964,0.25025
gin,1965,0.21128
gin,1966,0.22669
gin,1967,0.23328
gin,1968,0.22931
gin,1969,0.21318
gin,1970,0.18352
gin,1971,0.20058
gin,1972,0.21052
gin,1973,0.21152
gin,1974,0.20227
gin,1975,0.181
gin,1976,0.20025
gin,1977,0.21289
gin,1978,0.21748
gin,1979,0.21265
gin,1980,0.19695
gin,1981,0.2188
gin,1982,0.23427
gin,1983,0.2419
gin,1984,0.2406
gin,1985,0.22921
gin,1986,0.2528
gin,1987,0.26997
gin,1988,0.28001
gin,1989,0.28309
gin,1990,0.27899
gin,1991,0.30641
gin,1992,0.32694
gin,1993,0.33883
gin,1994,0.34191
gin,1995,0.33619
gin,1996,0.36167
gin,1997,0.37718
gin,1998,0.38131
gin,1999,0.37356
gin,2000,0.35424
gin,2001,0.37736
gin,2002,0.38922
gin,2003,0.38759
gin,2004,0.37158
gin,2005,0.34111
gin,2006,0.3633
gin,2007,0.37593
gin,2008,0.37734
gin,2009,0.36704
gin,2010,0.34526
gin,2011,0.36619
