geo,time,sh_dyn_mort_fe
brn,2006,8.6
brn,2007,8.6
brn,2008,8.7
brn,2009,8.7
brn,2010,8.8
brn,2011,8.9
brn,2012,9.1
brn,2013,9.3
brn,2014,9.4
brn,2015,9.6
brn,2016,9.8
brn,2017,10
brn,2018,10.2
brn,2019,10.3
brn,2020,10.4
btn,1969,275.5
btn,1970,267
btn,1971,258.5
btn,1972,250.5
btn,1973,242.1
btn,1974,234.4
btn,1975,226.6
btn,1976,218.9
btn,1977,211
btn,1978,203.7
btn,1979,196.2
btn,1980,188.7
btn,1981,181.3
btn,1982,174
btn,1983,167
btn,1984,160.2
btn,1985,153.6
btn,1986,146.9
btn,1987,140.5
btn,1988,134.3
btn,1989,128.3
btn,1990,122.5
btn,1991,116.9
btn,1992,111.4
btn,1993,106.3
btn,1994,101.3
btn,1995,96.3
btn,1996,91.4
btn,1997,86.6
btn,1998,81.9
btn,1999,77.4
btn,2000,73
btn,2001,68.8
btn,2002,64.8
btn,2003,60.9
btn,2004,57.2
btn,2005,53.6
btn,2006,50.2
btn,2007,47.1
btn,2008,44.1
btn,2009,41.3
btn,2010,38.9
btn,2011,36.6
btn,2012,34.7
btn,2013,33
btn,2014,31.4
btn,2015,30.1
btn,2016,29
btn,2017,27.8
btn,2018,26.8
btn,2019,25.9
btn,2020,25
bwa,1960,159.5
bwa,1961,154.3
bwa,1962,149.5
bwa,1963,144.9
bwa,1964,140.6
bwa,1965,136.3
bwa,1966,132.1
bwa,1967,128
bwa,1968,123.9
bwa,1969,119.5
bwa,1970,114.8
bwa,1971,110.2
bwa,1972,105.4
bwa,1973,100.4
bwa,1974,95.4
bwa,1975,90.2
bwa,1976,85.2
bwa,1977,80.1
bwa,1978,75.3
bwa,1979,70.7
bwa,1980,66.5
bwa,1981,62.5
bwa,1982,58.8
bwa,1983,55.4
bwa,1984,52.4
bwa,1985,49.6
bwa,1986,47.2
bwa,1987,45.3
bwa,1988,44
bwa,1989,43.6
bwa,1990,44.3
bwa,1991,46.2
bwa,1992,49.1
bwa,1993,52.4
bwa,1994,56.4
bwa,1995,60.7
bwa,1996,64.6
bwa,1997,68.5
bwa,1998,71.9
bwa,1999,74.4
bwa,2000,76.1
bwa,2001,75.8
bwa,2002,74.1
bwa,2003,71.9
bwa,2004,68.6
bwa,2005,63.1
bwa,2006,57.5
bwa,2007,54.5
bwa,2008,53.3
bwa,2009,51
bwa,2010,47.1
bwa,2011,47.5
bwa,2012,46.4
bwa,2013,45.2
bwa,2014,45.8
bwa,2015,45.4
bwa,2016,44.8
bwa,2017,43.6
bwa,2018,42.7
bwa,2019,41.7
bwa,2020,40.7
caf,1960,273.1
caf,1961,267.8
caf,1962,262.3
caf,1963,257.1
caf,1964,251.2
caf,1965,245.4
caf,1966,239.6
caf,1967,233.5
caf,1968,227.7
caf,1969,222
caf,1970,216.7
caf,1971,211.8
caf,1972,207
caf,1973,202.6
caf,1974,198.6
caf,1975,194.9
caf,1976,191.2
caf,1977,187.8
caf,1978,184.6
caf,1979,181.6
caf,1980,178.8
caf,1981,176.5
caf,1982,174.5
caf,1983,173
caf,1984,171.7
caf,1985,170.6
caf,1986,169.5
caf,1987,168.6
caf,1988,168.1
caf,1989,168.3
caf,1990,168.8
caf,1991,168.9
caf,1992,168.8
caf,1993,168.3
caf,1994,167.5
caf,1995,166.8
caf,1996,166.1
caf,1997,165.3
caf,1998,164.3
caf,1999,163.1
caf,2000,162
caf,2001,160.4
caf,2002,158.9
caf,2003,157.4
caf,2004,155.7
caf,2005,153.9
caf,2006,151.2
caf,2007,148.6
caf,2008,145.9
caf,2009,142
caf,2010,137.9
caf,2011,133.6
caf,2012,129.3
caf,2013,125.7
caf,2014,121.5
caf,2015,116.8
caf,2016,111.6
caf,2017,107.9
caf,2018,104.5
caf,2019,100.2
caf,2020,96.7
can,1960,28.6
can,1961,27.7
can,1962,26.8
can,1963,25.8
can,1964,24.8
can,1965,23.9
can,1966,23
can,1967,22.1
can,1968,21.2
can,1969,20.2
can,1970,19.3
can,1971,18.4
can,1972,17.5
can,1973,16.7
can,1974,15.8
can,1975,15
can,1976,14.2
can,1977,13.4
can,1978,12.5
can,1979,11.8
can,1980,11.1
can,1981,10.4
can,1982,9.9
can,1983,9.4
can,1984,9
can,1985,8.7
can,1986,8.3
can,1987,8.1
can,1988,7.8
can,1989,7.6
can,1990,7.3
can,1991,7.1
can,1992,6.9
can,1993,6.6
can,1994,6.4
can,1995,6.2
can,1996,6
can,1997,5.9
can,1998,5.8
can,1999,5.7
can,2000,5.6
can,2001,5.6
can,2002,5.6
can,2003,5.6
can,2004,5.6
can,2005,5.6
can,2006,5.5
can,2007,5.5
can,2008,5.4
can,2009,5.3
can,2010,5.3
can,2011,5.2
can,2012,5.1
can,2013,5.1
can,2014,5
can,2015,5
can,2016,4.9
can,2017,4.8
can,2018,4.7
can,2019,4.7
can,2020,4.6
che,1960,22.9
che,1961,22.4
che,1962,21.9
che,1963,21.2
che,1964,20.4
che,1965,19.5
che,1966,18.6
che,1967,17.9
che,1968,17.2
che,1969,16.5
che,1970,15.8
che,1971,15.1
che,1972,14.3
che,1973,13.5
che,1974,12.7
che,1975,11.9
che,1976,11.1
che,1977,10.4
che,1978,9.9
che,1979,9.4
che,1980,9
che,1981,8.7
che,1982,8.4
che,1983,8.2
che,1984,8
che,1985,7.9
che,1986,7.8
che,1987,7.7
che,1988,7.6
che,1989,7.4
che,1990,7.2
che,1991,6.9
che,1992,6.6
che,1993,6.3
che,1994,5.9
che,1995,5.7
che,1996,5.5
che,1997,5.3
che,1998,5.2
che,1999,5.1
che,2000,5
che,2001,5
che,2002,4.9
che,2003,4.8
che,2004,4.7
che,2005,4.6
che,2006,4.5
che,2007,4.4
che,2008,4.3
che,2009,4.2
che,2010,4.2
che,2011,4.1
che,2012,4.1
che,2013,4
che,2014,4
che,2015,3.9
che,2016,3.9
che,2017,3.8
che,2018,3.8
che,2019,3.7
che,2020,3.7
chl,1960,147.8
chl,1961,139.6
chl,1962,133.3
chl,1963,127.5
chl,1964,119.3
chl,1965,108.2
chl,1966,96.7
chl,1967,87.4
chl,1968,80.5
chl,1969,76.3
chl,1970,74.1
chl,1971,73.3
chl,1972,71.8
chl,1973,69.4
chl,1974,65.2
chl,1975,58.7
chl,1976,51.6
chl,1977,44.2
chl,1978,37.7
chl,1979,33
chl,1980,29.7
chl,1981,27
chl,1982,24.4
chl,1983,22.1
chl,1984,20.7
chl,1985,20.2
chl,1986,19.9
chl,1987,19.6
chl,1988,19.1
chl,1989,18.3
chl,1990,17.1
chl,1991,15.9
chl,1992,14.6
chl,1993,13.5
chl,1994,12.6
chl,1995,11.8
chl,1996,11.3
chl,1997,11
chl,1998,10.8
chl,1999,10.4
chl,2000,9.9
chl,2001,9.3
chl,2002,8.8
chl,2003,8.6
chl,2004,8.4
chl,2005,8.2
chl,2006,8.1
chl,2007,8
chl,2008,8
chl,2009,8
chl,2010,7.9
chl,2011,7.8
chl,2012,7.7
chl,2013,7.5
chl,2014,7.4
chl,2015,7.2
chl,2016,7
chl,2017,6.8
chl,2018,6.6
chl,2019,6.4
chl,2020,6.2
chn,1969,115.8
chn,1970,110
chn,1971,104.2
chn,1972,98.6
chn,1973,93.2
chn,1974,87.7
chn,1975,82.2
chn,1976,77
chn,1977,72.1
chn,1978,67.6
chn,1979,63.6
chn,1980,60.3
chn,1981,57.5
chn,1982,55.4
chn,1983,53.8
chn,1984,52.6
chn,1985,52
chn,1986,51.8
chn,1987,51.7
chn,1988,51.7
chn,1989,51.8
chn,1990,51.4
chn,1991,50.9
chn,1992,49.9
chn,1993,48.6
chn,1994,47
chn,1995,45.2
chn,1996,43.4
chn,1997,41.3
chn,1998,39.3
chn,1999,37.1
chn,2000,34.7
chn,2001,32.2
chn,2002,29.6
chn,2003,27.1
chn,2004,24.7
chn,2005,22.4
chn,2006,20.5
chn,2007,18.7
chn,2008,17.2
chn,2009,15.9
chn,2010,14.7
chn,2011,13.6
chn,2012,12.6
chn,2013,11.7
chn,2014,10.8
chn,2015,10
chn,2016,9.3
chn,2017,8.6
chn,2018,8
chn,2019,7.4
chn,2020,6.9
civ,1960,296
civ,1961,288.3
civ,1962,280.7
civ,1963,273.5
civ,1964,266.4
civ,1965,259.8
civ,1966,253.2
civ,1967,246.6
civ,1968,240.3
civ,1969,233.9
civ,1970,227.3
civ,1971,220.3
civ,1972,212.9
civ,1973,205.3
civ,1974,197.2
civ,1975,189.2
civ,1976,181.2
civ,1977,173.8
civ,1978,167
civ,1979,161.2
civ,1980,156.4
civ,1981,152.3
civ,1982,148.9
civ,1983,146
civ,1984,143.6
civ,1985,142
civ,1986,140.8
civ,1987,140.1
civ,1988,139.7
civ,1989,139.9
civ,1990,140.3
civ,1991,140.9
civ,1992,141.5
civ,1993,141.7
civ,1994,141.6
civ,1995,141.1
civ,1996,140.1
civ,1997,138.5
civ,1998,136.5
civ,1999,134.1
civ,2000,131.4
civ,2001,128.3
civ,2002,125
civ,2003,121.6
civ,2004,117.9
civ,2005,114.2
civ,2006,110.6
civ,2007,107
civ,2008,103.1
civ,2009,99.2
civ,2010,95.8
civ,2011,92.9
civ,2012,90.2
civ,2013,87.3
civ,2014,84.2
civ,2015,81.6
civ,2016,79.5
civ,2017,77.3
civ,2018,74.6
civ,2019,72
civ,2020,69.8
cmr,1960,266.8
cmr,1961,260.8
cmr,1962,256.2
cmr,1963,252
cmr,1964,247.6
cmr,1965,242.4
cmr,1966,235.9
cmr,1967,228
cmr,1968,219.7
cmr,1969,211.2
cmr,1970,203
cmr,1971,195.7
cmr,1972,189.8
cmr,1973,185.5
cmr,1974,183
cmr,1975,181.5
cmr,1976,180.4
cmr,1977,178.9
cmr,1978,176.9
cmr,1979,173.7
cmr,1980,169.6
cmr,1981,164.5
cmr,1982,158.7
cmr,1983,152.4
cmr,1984,146
cmr,1985,140.1
cmr,1986,135
cmr,1987,131.2
cmr,1988,128.7
cmr,1989,127.7
cmr,1990,128.1
cmr,1991,129.4
cmr,1992,131.5
cmr,1993,133.8
cmr,1994,135.7
cmr,1995,137.3
cmr,1996,138.4
cmr,1997,138.9
cmr,1998,138.6
cmr,1999,137.1
cmr,2000,134.9
cmr,2001,132
cmr,2002,128.8
cmr,2003,125.4
cmr,2004,122.1
cmr,2005,119
cmr,2006,115.9
cmr,2007,112.8
cmr,2008,109.4
cmr,2009,106.3
cmr,2010,102.2
cmr,2011,98.1
cmr,2012,93.9
cmr,2013,89.6
cmr,2014,85.4
cmr,2015,81.3
cmr,2016,77.6
cmr,2017,74.2
cmr,2018,71.1
cmr,2019,68.6
cmr,2020,66.3
cod,1969,240.7
cod,1970,237.4
cod,1971,234.1
cod,1972,230.7
cod,1973,227.3
cod,1974,224.1
cod,1975,220.3
cod,1976,216.8
cod,1977,213.2
cod,1978,209.5
cod,1979,206.1
cod,1980,202.9
cod,1981,200
cod,1982,197.1
cod,1983,194.2
cod,1984,191.4
cod,1985,188.8
cod,1986,186.3
cod,1987,184
cod,1988,181.8
cod,1989,179.6
cod,1990,177.3
cod,1991,175
cod,1992,172.7
cod,1993,170.5
cod,1994,168.4
cod,1995,166
cod,1996,163.5
cod,1997,160.6
cod,1998,157.2
cod,1999,153.6
cod,2000,149.5
cod,2001,145.2
cod,2002,140.7
cod,2003,136.2
cod,2004,131.6
cod,2005,126.8
cod,2006,122.4
cod,2007,117.9
cod,2008,113.7
cod,2009,109.5
cod,2010,105.6
cod,2011,101.9
cod,2012,98.4
cod,2013,95
cod,2014,91.8
cod,2015,88.7
cod,2016,85.6
cod,2017,82.6
cod,2018,79.7
cod,2019,77.1
cod,2020,74.5
cog,1960,185.4
cog,1961,177.9
cog,1962,170.9
cog,1963,164.7
cog,1964,159
cog,1965,153.4
cog,1966,148
cog,1967,143
cog,1968,138.4
cog,1969,134.1
cog,1970,130.1
cog,1971,126.2
cog,1972,122.7
cog,1973,119.4
cog,1974,116.4
cog,1975,113.6
cog,1976,111
cog,1977,108.4
cog,1978,105.8
cog,1979,103.2
cog,1980,100.9
cog,1981,98.5
cog,1982,96
cog,1983,93.4
cog,1984,90.9
cog,1985,88.6
cog,1986,86.6
cog,1987,85.2
cog,1988,84.6
cog,1989,84.5
cog,1990,85.4
cog,1991,86.9
cog,1992,89.2
cog,1993,92
cog,1994,95.2
cog,1995,98.6
cog,1996,102.1
cog,1997,105.4
cog,1998,107.7
cog,1999,108.5
cog,2000,107.5
cog,2001,104.6
cog,2002,100
cog,2003,94.1
cog,2004,87.6
cog,2005,80.8
cog,2006,74.5
cog,2007,68.7
cog,2008,63.9
cog,2009,60
cog,2010,57.2
cog,2011,55
cog,2012,53.2
cog,2013,51.5
cog,2014,49.8
cog,2015,48.1
cog,2016,46.4
cog,2017,44.8
cog,2018,43.4
cog,2019,48.3
cog,2020,40.5
col,1960,127.2
col,1961,122.9
col,1962,118.9
col,1963,115.1
col,1964,111.5
col,1965,108
col,1966,104.6
col,1967,101.3
col,1968,98
col,1969,94.6
col,1970,91
col,1971,87.5
col,1972,83.8
col,1973,80.1
col,1974,76.1
col,1975,72.1
col,1976,68
col,1977,64
col,1978,60.1
col,1979,56.4
col,1980,52.8
col,1981,49.5
col,1982,46.4
col,1983,43.7
col,1984,41.3
col,1985,39.1
col,1986,37.2
col,1987,35.6
col,1988,34.1
col,1989,32.8
col,1990,31.6
col,1991,30.4
col,1992,29.4
col,1993,28.4
col,1994,27.3
col,1995,26.3
col,1996,25.4
col,1997,24.5
col,1998,23.6
col,1999,22.8
col,2000,22.1
col,2001,21.4
col,2002,20.7
col,2003,20.1
col,2004,19.6
col,2005,19
col,2006,18.5
col,2007,17.9
col,2008,17.3
col,2009,16.8
col,2010,16.2
col,2011,15.7
col,2012,15.2
col,2013,14.7
col,2014,14.2
col,2015,13.8
col,2016,13.3
col,2017,12.9
col,2018,12.5
col,2019,12.1
col,2020,11.7
com,1970,217.3
com,1971,212.5
com,1972,207.5
com,1973,202.8
com,1974,197.9
com,1975,193.2
com,1976,188.2
com,1977,182.9
com,1978,177.4
com,1979,171.7
com,1980,166
com,1981,160.3
com,1982,154.7
com,1983,149.1
com,1984,143.9
com,1985,138.7
com,1986,133.8
com,1987,129.3
com,1988,125.1
com,1989,121
com,1990,117.2
com,1991,113.4
com,1992,109.6
com,1993,105.9
com,1994,102.9
com,1995,100.3
com,1996,98.3
com,1997,96.6
com,1998,95.4
com,1999,94.3
com,2000,93.7
com,2001,93.4
com,2002,93.2
com,2003,92.9
com,2004,91.9
com,2005,90
com,2006,87.9
com,2007,85.6
com,2008,83.1
com,2009,80.6
com,2010,78.3
com,2011,75.7
com,2012,73.4
com,2013,71
com,2014,68.9
com,2015,66.7
com,2016,64.4
com,2017,62.3
com,2018,59.9
com,2019,57.9
com,2020,56
cpv,1960,172.5
cpv,1961,170.9
cpv,1962,168.5
cpv,1963,166
cpv,1964,163.3
cpv,1965,160.3
cpv,1966,156.8
cpv,1967,152.6
cpv,1968,148.1
cpv,1969,143
cpv,1970,137.2
cpv,1971,130.9
cpv,1972,124.4
cpv,1973,117.9
cpv,1974,111.6
cpv,1975,105.5
cpv,1976,99.7
cpv,1977,94.6
cpv,1978,90.2
cpv,1979,86.6
cpv,1980,83.9
cpv,1981,82.1
cpv,1982,80.7
cpv,1983,79.2
cpv,1984,77.3
cpv,1985,74.4
cpv,1986,70.6
cpv,1987,66.5
cpv,1988,62.3
cpv,1989,58.6
cpv,1990,56
cpv,1991,54.4
cpv,1992,53.7
cpv,1993,53.5
cpv,1994,53.3
cpv,1995,52.5
cpv,1996,50.5
cpv,1997,47.4
cpv,1998,43.5
cpv,1999,39.1
cpv,2000,34.9
cpv,2001,31.4
cpv,2002,28.8
cpv,2003,27.1
cpv,2004,26
cpv,2005,25.5
cpv,2006,25.3
cpv,2007,25.2
cpv,2008,25
cpv,2009,24.5
cpv,2010,23.8
cpv,2011,22.8
cpv,2012,21.6
cpv,2013,20.3
cpv,2014,18.9
cpv,2015,17.6
cpv,2016,16.3
cpv,2017,15.2
cpv,2018,14.2
cpv,2019,13.5
cpv,2020,12.8
cri,1960,91
cri,1961,88.6
cri,1962,87.3
cri,1963,86.7
cri,1964,86.1
cri,1965,84.9
cri,1966,82.7
cri,1967,80
cri,1968,76.8
cri,1969,73.2
cri,1970,69.1
cri,1971,64.5
cri,1972,59
cri,1973,53.1
cri,1974,46.8
cri,1975,40.5
cri,1976,34.9
cri,1977,30
cri,1978,26.1
cri,1979,23.2
cri,1980,21.4
cri,1981,20.4
cri,1982,20
cri,1983,19.8
cri,1984,19.6
cri,1985,19.2
cri,1986,18.5
cri,1987,17.5
cri,1988,16.5
cri,1989,15.6
cri,1990,14.8
cri,1991,14.2
cri,1992,13.8
cri,1993,13.5
cri,1994,13.3
cri,1995,13.2
cri,1996,13
cri,1997,12.8
cri,1998,12.5
cri,1999,12.1
cri,2000,11.6
cri,2001,11.2
cri,2002,10.9
cri,2003,10.6
cri,2004,10.4
cri,2005,10.2
cri,2006,10.1
cri,2007,10
cri,2008,9.9
cri,2009,9.8
cri,2010,9.6
cri,2011,9.3
cri,2012,9.1
cri,2013,8.8
cri,2014,8.6
cri,2015,8.4
cri,2016,8.2
cri,2017,8
cri,2018,7.8
cri,2019,7.6
cri,2020,7.3
cub,1960,50.1
cub,1961,48.1
cub,1962,46.3
cub,1963,44.6
cub,1964,42.8
cub,1965,41.3
cub,1966,39.6
cub,1967,38
cub,1968,36.3
cub,1969,34.6
cub,1970,32.8
cub,1971,31
cub,1972,29.3
cub,1973,28
cub,1974,26.7
cub,1975,25.4
cub,1976,24.1
cub,1977,22.8
cub,1978,21.7
cub,1979,20.6
cub,1980,19.5
cub,1981,18.5
cub,1982,17.5
cub,1983,16.6
cub,1984,15.8
cub,1985,15
cub,1986,14.2
cub,1987,13.6
cub,1988,12.9
cub,1989,12.3
cub,1990,11.7
cub,1991,11.2
cub,1992,10.7
cub,1993,10.2
cub,1994,9.8
cub,1995,9.4
cub,1996,9
cub,1997,8.6
cub,1998,8.3
cub,1999,8
cub,2000,7.7
cub,2001,7.4
cub,2002,7.2
cub,2003,7
cub,2004,6.8
cub,2005,6.6
cub,2006,6.4
cub,2007,6.2
cub,2008,6
cub,2009,5.8
cub,2010,5.7
cub,2011,5.5
cub,2012,5.4
cub,2013,5.3
cub,2014,5.1
cub,2015,5.1
cub,2016,5
cub,2017,4.9
cub,2018,4.8
cub,2019,4.7
cub,2020,4.6
cyp,1971,34
cyp,1972,31.7
cyp,1973,29.5
cyp,1974,27.1
cyp,1975,24.6
cyp,1976,22.2
cyp,1977,19.9
cyp,1978,18.1
cyp,1979,17
cyp,1980,16.6
cyp,1981,16.4
cyp,1982,15.7
cyp,1983,14.6
cyp,1984,13.2
cyp,1985,11.8
cyp,1986,10.8
cyp,1987,10.2
cyp,1988,10
cyp,1989,10.1
cyp,1990,10.1
cyp,1991,10.1
cyp,1992,9.8
cyp,1993,9.3
cyp,1994,8.7
cyp,1995,8.2
cyp,1996,7.7
cyp,1997,7.3
cyp,1998,6.8
cyp,1999,6.4
cyp,2000,5.9
cyp,2001,5.5
cyp,2002,5.1
cyp,2003,4.8
cyp,2004,4.5
cyp,2005,4.1
cyp,2006,3.8
cyp,2007,3.6
cyp,2008,3.4
cyp,2009,3.2
cyp,2010,3.1
cyp,2011,3
cyp,2012,2.9
cyp,2013,2.8
cyp,2014,2.7
cyp,2015,2.7
cyp,2016,2.6
cyp,2017,2.6
cyp,2018,2.6
cyp,2019,2.6
cyp,2020,2.5
cze,1981,13.3
cze,1982,12.9
cze,1983,12.6
cze,1984,12.4
cze,1985,12.2
cze,1986,12
cze,1987,11.6
cze,1988,11.2
cze,1989,10.8
cze,1990,10.5
cze,1991,10.2
cze,1992,9.6
cze,1993,8.9
cze,1994,8.2
cze,1995,7.4
cze,1996,6.8
cze,1997,6.1
cze,1998,5.6
cze,1999,5.1
cze,2000,4.8
cze,2001,4.6
cze,2002,4.4
cze,2003,4.2
cze,2004,4
cze,2005,3.8
cze,2006,3.6
cze,2007,3.4
cze,2008,3.3
cze,2009,3.1
cze,2010,3
cze,2011,2.9
cze,2012,2.8
cze,2013,2.7
cze,2014,2.7
cze,2015,2.8
cze,2016,2.8
cze,2017,2.8
cze,2018,2.8
cze,2019,2.7
cze,2020,2.6
deu,1968,23.5
deu,1969,22.8
deu,1970,22.2
deu,1971,21.5
deu,1972,20.7
deu,1973,19.8
deu,1974,18.9
deu,1975,18
deu,1976,16.9
deu,1977,15.9
deu,1978,14.8
deu,1979,13.9
deu,1980,13.1
deu,1981,12.2
deu,1982,11.5
deu,1983,10.9
deu,1984,10.3
deu,1985,9.7
deu,1986,9.2
deu,1987,8.7
deu,1988,8.2
deu,1989,7.8
deu,1990,7.4
deu,1991,7
deu,1992,6.7
deu,1993,6.3
deu,1994,6
deu,1995,5.7
deu,1996,5.5
deu,1997,5.2
deu,1998,5.1
deu,1999,4.9
deu,2000,4.8
deu,2001,4.7
deu,2002,4.6
deu,2003,4.5
deu,2004,4.4
deu,2005,4.2
deu,2006,4.1
deu,2007,4
deu,2008,3.9
deu,2009,3.8
deu,2010,3.8
deu,2011,3.7
deu,2012,3.7
deu,2013,3.6
deu,2014,3.6
deu,2015,3.6
deu,2016,3.6
deu,2017,3.5
deu,2018,3.5
deu,2019,3.4
deu,2020,3.4
dji,1976,163.9
dji,1977,159.3
dji,1978,154.7
dji,1979,150.4
dji,1980,146.1
dji,1981,141.8
dji,1982,137.7
dji,1983,133.5
dji,1984,129.5
dji,1985,125.8
dji,1986,122.2
dji,1987,118.8
dji,1988,115.8
dji,1989,112.9
dji,1990,110.4
dji,1991,108.3
dji,1992,106.4
dji,1993,104.8
dji,1994,103.3
dji,1995,102.1
dji,1996,100.8
dji,1997,99.4
dji,1998,97.8
dji,1999,96.1
dji,2000,94.1
dji,2001,91.8
dji,2002,89.4
dji,2003,87
dji,2004,84.5
dji,2005,82.1
dji,2006,79.7
dji,2007,77.3
dji,2008,74.9
dji,2009,72.7
dji,2010,70.4
dji,2011,68.4
dji,2012,66.3
dji,2013,64.2
dji,2014,62.2
dji,2015,60.3
dji,2016,58.2
dji,2017,56.4
dji,2018,54.3
dji,2019,52.5
dji,2020,50.8
dma,1960,134.2
dma,1961,122
dma,1962,110.8
dma,1963,100.8
dma,1964,91.5
dma,1965,83.2
dma,1966,75.6
dma,1967,68.7
dma,1968,62.5
dma,1969,56.9
dma,1970,51.7
dma,1971,47.1
dma,1972,43
dma,1973,39.3
dma,1974,36
dma,1975,33.1
dma,1976,30.5
dma,1977,28.1
dma,1978,26.1
dma,1979,29.4
dma,1980,22.7
dma,1981,21.3
dma,1982,20.1
dma,1983,19
dma,1984,18.2
dma,1985,17.4
dma,1986,16.8
dma,1987,16.2
dma,1988,15.8
dma,1989,15.4
dma,1990,15.1
dma,1991,14.9
dma,1992,14.7
dma,1993,14.6
dma,1994,14.6
dma,1995,14.6
dma,1996,14.7
dma,1997,14.8
dma,1998,15
dma,1999,15.3
dma,2000,15.6
dma,2001,15.9
dma,2002,16.4
dma,2003,16.9
dma,2004,17.5
dma,2005,18.1
dma,2006,18.8
dma,2007,19.6
dma,2008,20.5
dma,2009,21.5
dma,2010,22.6
dma,2011,23.7
dma,2012,24.9
dma,2013,26.2
dma,2014,27.5
dma,2015,28.9
dma,2016,30.3
dma,2017,31.6
dma,2018,32.8
dma,2019,34
dma,2020,35.2
dnk,1960,21.4
dnk,1961,20.9
dnk,1962,20.2
dnk,1963,19.5
dnk,1964,18.7
dnk,1965,17.8
dnk,1966,16.9
dnk,1967,15.9
dnk,1968,15.2
dnk,1969,14.6
dnk,1970,14
dnk,1971,13.3
dnk,1972,12.5
dnk,1973,11.7
dnk,1974,11
dnk,1975,10.4
dnk,1976,9.8
dnk,1977,9.4
dnk,1978,9
dnk,1979,8.8
dnk,1980,8.5
dnk,1981,8.4
dnk,1982,8.2
dnk,1983,8.2
dnk,1984,8.2
dnk,1985,8.3
dnk,1986,8.4
dnk,1987,8.4
dnk,1988,8.4
dnk,1989,8.2
dnk,1990,7.8
dnk,1991,7.4
dnk,1992,6.9
dnk,1993,6.5
dnk,1994,6.1
dnk,1995,5.8
dnk,1996,5.6
dnk,1997,5.4
dnk,1998,5.3
dnk,1999,5.2
dnk,2000,5.1
dnk,2001,5
dnk,2002,4.9
dnk,2003,4.8
dnk,2004,4.7
dnk,2005,4.5
dnk,2006,4.3
dnk,2007,4.1
dnk,2008,3.9
dnk,2009,3.8
dnk,2010,3.7
dnk,2011,3.7
dnk,2012,3.7
dnk,2013,3.7
dnk,2014,3.7
dnk,2015,3.7
dnk,2016,3.7
dnk,2017,3.6
dnk,2018,3.5
dnk,2019,3.4
dnk,2020,3.3
dom,1960,143.5
dom,1961,142.3
dom,1962,140.8
dom,1963,138.8
dom,1964,136.5
dom,1965,133.9
dom,1966,131.2
dom,1967,128.4
dom,1968,125.5
dom,1969,122.6
dom,1970,119.4
dom,1971,116.1
dom,1972,112.5
dom,1973,108.4
dom,1974,104.2
dom,1975,100
dom,1976,96
dom,1977,92.2
dom,1978,88.5
dom,1979,84.9
dom,1980,81.6
dom,1981,78.5
dom,1982,75.3
dom,1983,72.4
dom,1984,69.6
dom,1985,67
dom,1986,64.6
dom,1987,62.1
dom,1988,59.8
dom,1989,57.5
dom,1990,55.1
dom,1991,52.8
dom,1992,50.5
dom,1993,48.3
dom,1994,46.2
dom,1995,44.2
dom,1996,42.3
dom,1997,40.6
dom,1998,39
dom,1999,37.7
dom,2000,36.6
dom,2001,35.6
dom,2002,34.8
dom,2003,34.2
dom,2004,33.7
dom,2005,33.2
dom,2006,32.9
dom,2007,32.5
dom,2008,32.3
dom,2009,32
dom,2010,31.9
dom,2011,31.8
dom,2012,31.8
dom,2013,31.8
dom,2014,31.8
dom,2015,31.8
dom,2016,31.9
dom,2017,31.8
dom,2018,31.6
dom,2019,31.2
dom,2020,30.6
dza,1960,238.3
dza,1961,238.4
dza,1962,239
dza,1963,240
dza,1964,240.9
dza,1965,241.9
dza,1966,242.7
dza,1967,242.7
dza,1968,241.9
dza,1969,239.5
dza,1970,236
dza,1971,231.4
dza,1972,225.2
dza,1973,218.1
dza,1974,209.8
dza,1975,201
dza,1976,191.5
dza,1977,181.8
dza,1978,171.4
dza,1979,160.3
dza,1980,147.4
dza,1981,132.7
dza,1982,115.8
dza,1983,98.5
dza,1984,82.3
dza,1985,69
dza,1986,59.6
dza,1987,53.4
dza,1988,49.1
dza,1989,46.5
dza,1990,44.8
dza,1991,43.5
dza,1992,42.5
dza,1993,41.5
dza,1994,40.5
dza,1995,39.5
dza,1996,38.5
dza,1997,37.6
dza,1998,37
dza,1999,36.9
dza,2000,36.7
dza,2001,36
dza,2002,34.7
dza,2003,34
dza,2004,32.9
dza,2005,31.5
dza,2006,30.3
dza,2007,29.1
dza,2008,28.1
dza,2009,26.8
dza,2010,25.9
dza,2011,25.2
dza,2012,24.8
dza,2013,24.4
dza,2014,24
dza,2015,23.7
dza,2016,23.3
dza,2017,22.8
dza,2018,22.3
dza,2019,21.8
dza,2020,21.3
ecu,1960,165.8
ecu,1961,160.8
ecu,1962,156
ecu,1963,151.3
ecu,1964,147.1
ecu,1965,143.3
ecu,1966,139.8
ecu,1967,136.7
ecu,1968,133.9
ecu,1969,131.2
ecu,1970,128.4
ecu,1971,125.3
ecu,1972,121.5
ecu,1973,117
ecu,1974,112.2
ecu,1975,107.2
ecu,1976,102.2
ecu,1977,97.5
ecu,1978,93.1
ecu,1979,88.9
ecu,1980,84.6
ecu,1981,80.2
ecu,1982,75.9
ecu,1983,71.5
ecu,1984,67.3
ecu,1985,63.4
ecu,1986,59.9
ecu,1987,56.6
ecu,1988,53.8
ecu,1989,51.1
ecu,1990,48.6
