geo,time,gc_xpn_comp_cn
uga,2016,2391511737921.87988
uga,2017,2664938114070.72949
uga,2018,2964709167824.7002
uga,2019,3493869297022.64941
ukr,1999,4557400000
ukr,2000,6810600000
ukr,2001,9312300000
ukr,2002,11182976300
ukr,2003,13927158654
ukr,2004,17882700000
ukr,2005,20417200000
ukr,2006,26178000000
ukr,2007,34353400000
ukr,2008,46114000000
ukr,2009,47989000000
ukr,2010,54329300000
ukr,2011,57842000000
ukr,2012,63471684000
ukr,2013,68279506720
ukr,2014,72987600000
ukr,2015,83593700000
ukr,2016,109056900000
ukr,2017,140307600000
ukr,2018,178040594742.35001
ukr,2019,218186900000
ury,1972,51000
ury,1973,182000
ury,1974,375000
ury,1975,641000
ury,1976,980000
ury,1977,1609000
ury,1978,2053000
ury,1979,3350000
ury,1980,5845000
ury,1981,9145000
ury,1982,11226000
ury,1983,13256000
ury,1984,18463000
ury,1985,32335000
ury,1986,51064000
ury,1987,86868000
ury,1988,151867000
ury,1989,267000000
ury,1990,510000000
ury,1991,1001000000
ury,1992,1665000000
ury,1993,2646000000
ury,1994,4227000000
ury,1995,5483000000
ury,1996,7641000000
ury,1997,9602000000
ury,1998,10694000000
ury,1999,12667000000
ury,2000,10979000000
ury,2001,17934960533.8157
ury,2002,17929717196.2432
ury,2003,19822034746
ury,2004,22771367228.5
ury,2005,25210859046.0756
ury,2006,28448132042.8366
ury,2007,33005710684.36
ury,2008,38559955555
ury,2009,51217707042.06249
ury,2010,54719058994.7365
ury,2011,63709518189.2
ury,2012,73339317977.3
ury,2013,84789262609
ury,2014,98933673375.86
ury,2015,107130942875.03
ury,2016,199105871386.60999
ury,2017,149968488074
ury,2018,161420381936
ury,2019,181658561170
usa,1972,42260000000
usa,1973,44680000000
usa,1974,46140000000
usa,1975,48910000000
usa,1976,51560000000
usa,1977,55250000000
usa,1978,59710000000
usa,1979,63020000000
usa,1980,67740000000
usa,1981,75910000000
usa,1982,83930000000
usa,1983,89110000000
usa,1984,94320000000
usa,1985,100740000000
usa,1986,105580000000
usa,1987,111090000000
usa,1988,117510000000
usa,1989,122690000000
usa,1990,129340000000
usa,1991,138480000000
usa,1992,138220000000
usa,1993,138750000000
usa,1994,138420000000
usa,1995,139020000000
usa,1996,140480000000
usa,1997,142100000000
usa,1998,144010000000
usa,1999,150620000000
usa,2000,159180000000
usa,2001,201423300000
usa,2002,225779400000
usa,2003,256609400000
usa,2004,273296100000
usa,2005,292126500000
usa,2006,304182200000
usa,2007,319403600000
usa,2008,340254900000
usa,2009,366471900000
usa,2010,392662800000
usa,2011,400809700000
usa,2012,397970100000
usa,2013,388341100000
usa,2014,392543200000
usa,2015,397773900000
usa,2016,407496200000
usa,2017,417903200000
usa,2018,435762200000
usa,2019,450687700000
usa,2020,464942700000
uzb,2016,2798629486603
uzb,2017,5612690349000
uzb,2018,6445548771828.2998
uzb,2019,6562847567903.95996
vct,2000,127398000
vct,2001,128649000
vct,2002,138281000
vct,2003,139130000
vct,2004,144841000
vct,2005,158981971
vct,2006,171273731
vct,2007,188974508
vct,2008,206832351
vct,2009,211990000
vct,2010,221813152
vct,2011,231152685
vct,2012,242899111
vct,2013,250949535
vct,2014,260110000
vct,2015,268870000
vct,2016,275150000
vct,2017,280810000
vut,1990,2346300000
vut,1995,3110000000
vut,1996,3332000000
vut,1997,2938000000
vut,1998,3645000000
vut,1999,3741000000
vut,2009,7235600000
vut,2010,7830800000
vut,2011,8088100000
vut,2012,8409600000
vut,2013,8437512000
vut,2014,8582200000
vut,2015,8892981000
vut,2016,9106982000
vut,2017,9966700000
vut,2018,12586079797.5
vut,2019,14279852752
wsm,2012,202901151.97366
wsm,2013,209925152.64414
wsm,2014,220469573.91301
wsm,2015,237774710.80147
wsm,2016,247148424.19879
wsm,2017,266367800.84638
wsm,2018,273480836.14726
wsm,2019,292531145.16687
zaf,1972,724000000
zaf,1973,842000000
zaf,1974,1100000000
zaf,1975,1315000000
zaf,1976,1530000000
zaf,1977,1722000000
zaf,1978,1998000000
zaf,1979,2387000000
zaf,1980,3047000000
zaf,1981,3835000000
zaf,1982,5079000000
zaf,1983,5839000000
zaf,1984,7680000000
zaf,1985,8565000000
zaf,1988,15979000000
zaf,1989,19407000000
zaf,1990,23581000000
zaf,1991,28295000000
zaf,1992,52972000000
zaf,1993,60314000000
zaf,1994,42587000000
zaf,1995,25366000000
zaf,1996,31146000000
zaf,1997,33784000000
zaf,1998,36348000000
zaf,1999,37916000000
zaf,2000,40036400000
zaf,2001,44486000000
zaf,2002,48396000000
zaf,2003,53915300000
zaf,2004,60206000000
zaf,2005,67286000000
zaf,2006,73411000000
zaf,2007,84292000000
zaf,2008,94937000000
zaf,2009,108697000000
zaf,2010,126758620419
zaf,2011,138721000000
zaf,2012,155400296761.5
zaf,2013,171323726129.5
zaf,2014,180266358509
zaf,2015,205046345162.75
zaf,2016,222389387432
zaf,2017,241171441805.10001
zaf,2018,255750071358.75
zaf,2019,267991701345.68399
zmb,1990,5020000
zmb,1991,12749900
zmb,1992,32239600
zmb,1993,66401500
zmb,1998,448700000
zmb,1999,405800000
zmb,2001,811230353.317
zmb,2002,1145286264.57987
zmb,2003,1632514753.65755
zmb,2004,2010771415.89988
zmb,2005,2675800000
zmb,2006,2462100000
zmb,2007,3541039391.49031
zmb,2008,4413319956.8999
zmb,2009,5204933767.82501
zmb,2010,6394298724.61499
zmb,2011,6950180683.92036
zmb,2012,10664334340.3
zmb,2013,11376196290.4
zmb,2014,15366778979.38
zmb,2015,16397411731.63
zmb,2016,18643269290.6
zmb,2017,20028018842.64
zmb,2018,20969170609.01
zmb,2019,22333156585.74
zwe,2009,515383072
zwe,2010,946522197
zwe,2011,1544092603.05
zwe,2012,2172981281
zwe,2015,2140300000
zwe,2016,2278410613
zwe,2017,2619623287
zwe,2018,2796105915
