geo,time,iq_sci_ovrl
gha,2015,65.55557
gha,2016,68.8889
gha,2017,68.8889
gha,2018,77.7778
gha,2019,77.7778
gha,2020,71.11113
gin,2004,66.66667
gin,2005,62.22222
gin,2006,57.77778
gin,2007,61.11111
gin,2008,55.55556
gin,2009,54.44444
gin,2010,57.77778
gin,2011,58.88889
gin,2012,57.77778
gin,2013,52.22222
gin,2014,52.22222
gin,2015,53.33333
gin,2016,55.55557
gin,2017,52.22223
gin,2018,55.55557
gin,2019,58.8889
gin,2020,51.1111
gmb,2004,63.33333
gmb,2005,61.11111
gmb,2006,64.44444
gmb,2007,62.22222
gmb,2008,62.22222
gmb,2009,62.22222
gmb,2010,67.77778
gmb,2011,64.44444
gmb,2012,67.77778
gmb,2013,70
gmb,2014,66.66667
gmb,2015,65.55557
gmb,2016,64.44443
gmb,2017,63.33333
gmb,2018,68.8889
gmb,2019,71.11113
gmb,2020,70.00003
gnb,2004,37.77778
gnb,2005,33.33333
gnb,2006,41.11111
gnb,2007,34.44444
gnb,2008,31.11111
gnb,2009,33.33333
gnb,2010,45.55556
gnb,2011,48.88889
gnb,2012,51.11111
gnb,2013,50
gnb,2014,43.33333
gnb,2015,44.44443
gnb,2016,42.2222
gnb,2017,47.77777
gnb,2018,44.44443
gnb,2019,57.77777
gnb,2020,48.8889
gnq,2005,34.44444
gnq,2006,30
gnq,2007,30
gnq,2008,30
gnq,2009,32.22222
gnq,2010,32.22222
gnq,2011,32.22222
gnq,2012,32.22222
gnq,2013,31.11111
gnq,2014,34.44444
gnq,2015,42.22223
gnq,2016,45.55557
gnq,2017,45.55557
gnq,2018,36.66663
gnq,2019,36.66663
gnq,2020,36.66663
grd,2005,52.22222
grd,2006,56.66667
grd,2007,50
grd,2008,46.66667
grd,2009,46.66667
grd,2010,43.33333
grd,2011,44.44444
grd,2012,47.77778
grd,2013,51.11111
grd,2014,44.44444
grd,2015,51.11113
grd,2016,51.11113
grd,2017,53.33333
grd,2018,56.66667
grd,2019,57.77777
grd,2020,54.44443
gtm,2004,80
gtm,2005,77.77778
gtm,2006,80
gtm,2007,80
gtm,2008,83.33333
gtm,2009,85.55556
gtm,2010,85.55556
gtm,2011,85.55556
gtm,2012,82.22222
gtm,2013,76.66667
gtm,2014,68.88889
gtm,2015,72.22223
gtm,2016,71.1111
gtm,2017,78.8889
gtm,2018,71.11113
gtm,2019,67.7778
gtm,2020,73.33333
guy,2005,55.55556
guy,2006,52.22222
guy,2007,54.44444
guy,2008,53.33333
guy,2009,55.55556
guy,2010,53.33333
guy,2011,58.88889
guy,2012,55.55556
guy,2013,58.88889
guy,2014,58.88889
guy,2015,56.6667
guy,2016,57.7778
guy,2017,55.55553
guy,2018,55.55553
guy,2019,50
guy,2020,45.55557
hnd,2004,62.22222
hnd,2005,60
hnd,2006,58.88889
hnd,2007,66.66667
hnd,2008,70
hnd,2009,73.33333
hnd,2010,75.55556
hnd,2011,75.55556
hnd,2012,68.88889
hnd,2013,62.22222
hnd,2014,73.33333
hnd,2015,76.6667
hnd,2016,77.7778
hnd,2017,71.11113
hnd,2018,66.6667
hnd,2019,56.6667
hnd,2020,56.66667
hrv,2004,95.55556
hrv,2005,95.55556
hrv,2006,94.44444
hrv,2007,87.77778
hrv,2008,90
hrv,2009,88.88889
hrv,2010,84.44444
hrv,2011,86.66667
hrv,2012,86.66667
hrv,2013,87.77778
hrv,2014,83.33333
hrv,2015,80.00003
hrv,2016,81.11113
hrv,2017,83.33333
hrv,2018,83.33333
hrv,2019,81.11113
hrv,2020,86.66667
hti,2004,37.77778
hti,2005,38.88889
hti,2006,38.88889
hti,2007,38.88889
hti,2008,41.11111
hti,2009,40
hti,2010,42.22222
hti,2011,42.22222
hti,2012,38.88889
hti,2013,41.11111
hti,2014,47.77778
hti,2015,47.7778
hti,2016,38.8889
hti,2017,36.66667
hti,2018,50
hti,2019,46.66667
hti,2020,53.33333
hun,2004,90
hun,2005,90
hun,2006,90
hun,2007,90
hun,2008,90
hun,2009,86.66667
hun,2010,86.66667
hun,2011,86.66667
hun,2012,85.55556
hun,2013,88.88889
hun,2014,85.55556
hun,2015,85.55557
hun,2016,85.55557
idn,2004,86.66667
idn,2005,84.44444
idn,2006,85.55556
idn,2007,90
idn,2008,90
idn,2009,86.66667
idn,2010,86.66667
idn,2011,83.33333
idn,2012,83.33333
idn,2013,80
idn,2014,83.33333
idn,2015,84.44447
idn,2016,86.66667
idn,2017,86.66667
idn,2018,85.55557
idn,2019,88.8889
idn,2020,85.55557
ind,2004,78.88889
ind,2005,77.77778
ind,2006,80
ind,2007,78.88889
ind,2008,80
ind,2009,75.55556
ind,2010,81.11111
ind,2011,76.66667
ind,2012,75.55556
ind,2013,73.33333
ind,2014,81.11111
ind,2015,77.7778
ind,2016,81.11113
ind,2017,91.11113
ind,2018,77.7778
ind,2019,75.55557
ind,2020,76.6667
irn,2004,64.44444
irn,2005,72.22222
irn,2006,73.33333
irn,2007,80
irn,2008,80
irn,2009,81.11111
irn,2010,71.11111
irn,2011,68.88889
irn,2012,70
irn,2013,70
irn,2014,73.33333
irn,2015,73.33333
irn,2016,78.8889
irn,2017,75.55557
irn,2018,80
irn,2019,78.8889
irn,2020,75.55557
irq,2004,32.22222
irq,2005,40
irq,2006,40
irq,2007,45.55556
irq,2008,51.11111
irq,2009,41.11111
irq,2010,41.11111
irq,2011,46.66667
irq,2012,50
irq,2013,50
irq,2014,46.66667
irq,2015,52.22223
irq,2016,50
irq,2017,52.22223
irq,2018,37.7778
irq,2019,34.44447
irq,2020,36.66667
jam,2004,76.66667
jam,2005,77.77778
jam,2006,76.66667
jam,2007,76.66667
jam,2008,71.11111
jam,2009,71.11111
jam,2010,74.44444
jam,2011,81.11111
jam,2012,78.88889
jam,2013,78.88889
jam,2014,78.88889
jam,2015,77.7778
jam,2016,77.77777
jam,2017,71.1111
jam,2018,62.2222
jam,2019,61.11113
jam,2020,54.44447
jor,2004,68.88889
jor,2005,71.11111
jor,2006,71.11111
jor,2007,71.11111
jor,2008,73.33333
jor,2009,74.44444
jor,2010,76.66667
jor,2011,74.44444
jor,2012,75.55556
jor,2013,74.44444
jor,2014,74.44444
jor,2015,74.44447
jor,2016,71.11113
jor,2017,75.5556
jor,2018,78.88893
jor,2019,82.22227
jor,2020,77.77783
kaz,2004,86.66667
kaz,2005,87.77778
kaz,2006,88.88889
kaz,2007,95.55556
kaz,2008,95.55556
kaz,2009,94.44444
kaz,2010,95.55556
kaz,2011,92.22222
kaz,2012,94.44444
kaz,2013,94.44444
kaz,2014,88.88889
kaz,2015,90
kaz,2016,92.22223
kaz,2017,95.55557
kaz,2018,93.33333
kaz,2019,86.66667
kaz,2020,78.8889
ken,2004,64.44444
ken,2005,58.88889
ken,2006,58.88889
ken,2007,62.22222
ken,2008,64.44444
ken,2009,62.22222
ken,2010,62.22222
ken,2011,61.11111
ken,2012,57.77778
ken,2013,52.22222
ken,2014,54.44444
ken,2015,54.44443
ken,2016,55.55553
ken,2017,57.77777
ken,2018,52.22223
ken,2019,57.7778
ken,2020,57.7778
kgz,2004,87.77778
kgz,2005,91.11111
kgz,2006,90
kgz,2007,91.11111
kgz,2008,94.44444
kgz,2009,91.11111
kgz,2010,88.88889
kgz,2011,84.44444
kgz,2012,84.44444
kgz,2013,84.44444
kgz,2014,86.66667
kgz,2015,82.22223
kgz,2016,85.55557
kgz,2017,90
kgz,2018,93.33333
kgz,2019,96.66667
kgz,2020,90
khm,2004,64.44444
khm,2005,67.77778
khm,2006,71.11111
khm,2007,72.22222
khm,2008,72.22222
khm,2009,74.44444
khm,2010,73.33333
khm,2011,73.33333
khm,2012,67.77778
khm,2013,70
khm,2014,76.66667
khm,2015,76.66667
khm,2016,66.66667
khm,2017,63.33333
khm,2018,60
khm,2019,60
khm,2020,60
kir,2005,32.22222
kir,2006,36.66667
kir,2007,36.66667
kir,2008,35.55556
kir,2009,33.33333
kir,2010,36.66667
kir,2011,37.77778
kir,2012,37.77778
kir,2013,35.55556
kir,2014,35.55556
kir,2015,34.44443
kir,2016,39.99997
kir,2017,39.99997
kir,2018,39.99997
kir,2019,39.99997
kir,2020,42.2222
kna,2005,54.44444
kna,2006,60
kna,2007,63.33333
kna,2008,61.11111
kna,2009,61.11111
kna,2010,61.11111
kna,2011,61.11111
kna,2012,54.44444
kna,2013,50
kna,2014,52.22222
kna,2015,56.66667
kna,2016,53.33333
kna,2017,50
kna,2018,46.66667
kna,2019,44.44447
kna,2020,39.44447
kos,2013,30
kos,2014,33.33333
kos,2015,40
kos,2016,43.33333
kos,2017,43.33333
kos,2018,36.66667
kos,2019,40
kos,2020,41.1111
lao,2004,68.88889
lao,2005,70
lao,2006,70
lao,2007,68.88889
lao,2008,67.77778
lao,2009,67.77778
lao,2010,70
lao,2011,65.55556
lao,2012,70
lao,2013,72.22222
lao,2014,73.33333
lao,2015,71.11113
lao,2016,64.44447
lao,2017,67.7778
lao,2018,71.11113
lao,2019,67.7778
lao,2020,62.22223
lbn,2004,42.22222
lbn,2005,48.88889
lbn,2006,48.88889
lbn,2007,48.88889
lbn,2008,54.44444
lbn,2009,54.44444
lbn,2010,56.66667
lbn,2011,63.33333
lbn,2012,66.66667
lbn,2013,66.66667
lbn,2014,62.22222
lbn,2015,65.55553
lbn,2016,63.33333
lbn,2017,66.66663
lbn,2018,51.1111
lbn,2019,44.44443
lbn,2020,44.44443
lbr,2004,16.66667
lbr,2005,23.33333
lbr,2006,23.33333
lbr,2007,22.22222
lbr,2008,25.55556
lbr,2009,32.22222
lbr,2010,33.33333
lbr,2011,40
lbr,2012,43.33333
lbr,2013,47.77778
lbr,2014,46.66667
lbr,2015,51.1111
lbr,2016,57.77777
lbr,2017,60.00003
lbr,2018,57.77777
lbr,2019,54.44443
lbr,2020,57.77777
lby,2004,28.88889
lby,2005,42.22222
lby,2006,38.88889
lby,2007,41.11111
lby,2008,41.11111
lby,2009,38.88889
lby,2010,40.55556
lby,2011,35.55556
lby,2012,36.66667
lby,2013,27.77778
lby,2014,28.88889
lby,2015,22.2222
lby,2016,22.2222
lby,2017,22.2222
lby,2018,34.44443
lby,2019,27.77777
lby,2020,25.55557
lca,2005,60
lca,2006,60
lca,2007,61.11111
lca,2008,57.77778
lca,2009,56.66667
lca,2010,60
lca,2011,60
lca,2012,63.33333
lca,2013,63.33333
lca,2014,66.66667
lca,2015,61.1111
lca,2016,64.44443
lca,2017,57.77777
lca,2018,61.11107
lca,2019,58.88887
lca,2020,56.66667
lka,2004,75.55556
lka,2005,76.66667
lka,2006,73.33333
lka,2007,77.77778
lka,2008,74.44444
lka,2009,75.55556
lka,2010,76.66667
lka,2011,76.66667
lka,2012,78.88889
lka,2013,78.88889
lka,2014,78.88889
lka,2015,73.33333
lka,2016,83.33333
lka,2017,83.33333
lka,2018,84.44447
lka,2019,81.11113
lka,2020,80.00003
lso,2004,71.11111
lso,2005,71.11111
lso,2006,70
lso,2007,61.11111
lso,2008,61.11111
lso,2009,62.22222
lso,2010,65.55556
lso,2011,65.55556
lso,2012,72.22222
lso,2013,73.33333
lso,2014,72.22222
lso,2015,65.5556
lso,2016,57.7778
lso,2017,62.22223
lso,2018,65.55557
lso,2019,67.7778
lso,2020,67.7778
ltu,2016,83.33333
lva,2016,90
mar,2004,80
mar,2005,78.88889
mar,2006,82.22222
mar,2007,82.22222
mar,2008,80
mar,2009,82.22222
mar,2010,77.77778
mar,2011,75.55556
mar,2012,72.22222
mar,2013,78.88889
mar,2014,78.88889
mar,2015,81.11113
mar,2016,84.44447
mar,2017,76.66663
mar,2018,73.33333
mar,2019,66.66667
mar,2020,66.66667
mda,2004,74.44444
mda,2005,83.33333
mda,2006,86.66667
mda,2007,86.66667
mda,2008,86.66667
mda,2009,84.44444
mda,2010,84.44444
mda,2011,84.44444
mda,2012,91.11111
mda,2013,94.44444
mda,2014,94.44444
mda,2015,95.55557
mda,2016,95.55557
mda,2017,92.22223
mda,2018,92.22223
mda,2019,91.1111
mda,2020,91.1111
mdg,2004,63.33333
mdg,2005,63.33333
mdg,2006,65.55556
mdg,2007,65.55556
mdg,2008,67.77778
mdg,2009,67.77778
mdg,2010,67.77778
mdg,2011,66.66667
mdg,2012,64.44444
mdg,2013,63.33333
mdg,2014,62.22222
mdg,2015,58.8889
mdg,2016,62.22223
