geo,time,st_int_tvlr_cd
mda,2010,163000000
mda,2011,186000000
mda,2012,198000000
mda,2013,230000000
mda,2014,234000000
mda,2015,219000000
mda,2016,256000000
mda,2017,323000000
mda,2018,381000000
mda,2019,396000000
mda,2020,316000000
mdg,1995,58000000
mdg,1996,65000000
mdg,1997,74000000
mdg,1998,92000000
mdg,1999,100000000
mdg,2000,121000000
mdg,2001,115000000
mdg,2002,64000000
mdg,2003,76000000
mdg,2004,157000000
mdg,2005,209000000
mdg,2006,235000000
mdg,2007,271000000
mdg,2008,350000000
mdg,2009,257000000
mdg,2010,309000000
mdg,2011,478000000
mdg,2012,560000000
mdg,2013,574000000
mdg,2014,668000000
mdg,2015,621000000
mdg,2016,750000000
mdg,2017,671000000
mdg,2018,697000000
mdg,2019,747000000
mdg,2020,145000000
mdv,1995,211000000
mdv,1996,266000000
mdv,1997,286000000
mdv,1998,303000000
mdv,1999,314000000
mdv,2000,321000000
mdv,2001,327000000
mdv,2002,337000000
mdv,2003,402000000
mdv,2004,471000000
mdv,2005,826000000
mdv,2006,1235000000
mdv,2007,1515000000
mdv,2008,1559000000
mdv,2009,1473000000
mdv,2010,1713000000
mdv,2011,1940000000
mdv,2012,1958000000
mdv,2013,2335000000
mdv,2014,2696000000
mdv,2015,2569000000
mdv,2016,2506000000
mdv,2017,2744000000
mdv,2018,3028000000
mdv,2019,3157000000
mdv,2020,1398000000
mex,1995,6179000000
mex,1996,6756000000
mex,1997,7376000000
mex,1998,7493000000
mex,1999,7223000000
mex,2000,8294000000
mex,2001,8401000000
mex,2002,8858000000
mex,2003,9362000000
mex,2004,10796000000
mex,2005,11803000000
mex,2006,12177000000
mex,2007,12919000000
mex,2008,13370000000
mex,2009,11513000000
mex,2010,11992000000
mex,2011,11869000000
mex,2012,12739000000
mex,2013,13949000000
mex,2014,16208000000
mex,2015,17734000000
mex,2016,19650000000
mex,2017,21336000000
mex,2018,22526000000
mex,2019,24573000000
mex,2020,10996000000
mhl,2005,3200000.04768
mhl,2006,3099999.90463
mhl,2007,2900000.09537
mhl,2008,2599999.90463
mhl,2009,2900000.09537
mhl,2010,3500000
mhl,2011,4500000
mhl,2012,3900000.09537
mhl,2013,4099999.90463
mhl,2014,5199999.80927
mhl,2015,1299999.95232
mhl,2016,5199999.80927
mhl,2017,6599999.90463
mhl,2018,8600000.38147
mkd,1995,19000000
mkd,1996,21000000
mkd,1997,14000000
mkd,1998,17000000
mkd,1999,40000000
mkd,2000,38000000
mkd,2001,26000000
mkd,2002,39000000
mkd,2003,57000000
mkd,2004,72000000
mkd,2005,89000000
mkd,2006,129000000
mkd,2007,186000000
mkd,2008,228000000
mkd,2009,218000000
mkd,2010,197000000
mkd,2011,240000000
mkd,2012,234000000
mkd,2013,267000000
mkd,2014,295000000
mkd,2015,265000000
mkd,2016,280000000
mkd,2017,327000000
mkd,2018,382000000
mkd,2019,396000000
mkd,2020,252000000
mli,1995,25000000
mli,1996,24000000
mli,1997,23000000
mli,1998,25000000
mli,1999,30000000
mli,2000,40000000
mli,2001,88000000
mli,2002,104000000
mli,2003,128000000
mli,2004,140000000
mli,2005,148000000
mli,2006,175000000
mli,2007,221000000
mli,2008,275000000
mli,2009,192000000
mli,2010,205000000
mli,2011,210000000
mli,2012,142000000
mli,2013,178000000
mli,2014,212000000
mli,2015,186000000
mli,2016,201000000
mli,2017,206000000
mli,2018,227000000
mlt,1995,656000000
mlt,1996,632000000
mlt,1997,635000000
mlt,1998,653000000
mlt,1999,667000000
mlt,2000,587000000
mlt,2001,561000000
mlt,2002,614000000
mlt,2003,722000000
mlt,2004,767000000
mlt,2005,755000000
mlt,2006,767000000
mlt,2007,965000000
mlt,2008,1082000000
mlt,2009,899000000
mlt,2010,1066000000
mlt,2011,1276000000
mlt,2012,1260000000
mlt,2013,1402000000
mlt,2014,1521000000
mlt,2015,1381000000
mlt,2016,1451000000
mlt,2017,1747000000
mlt,2018,1849000000
mlt,2019,1897000000
mlt,2020,418000000
mmr,1995,151000000
mmr,1996,181000000
mmr,1997,155000000
mmr,1998,171000000
mmr,1999,189000000
mmr,2000,162000000
mmr,2001,109000000
mmr,2002,120000000
mmr,2003,56000000
mmr,2004,84000000
mmr,2005,67000000
mmr,2006,46000000
mmr,2007,85000000
mmr,2008,68000000
mmr,2009,56000000
mmr,2010,72000000
mmr,2011,325000000
mmr,2012,539000000
mmr,2013,959000000
mmr,2014,1613000000
mmr,2015,2120000000
mmr,2016,2197000000
mmr,2017,1969000000
mmr,2018,1652000000
mmr,2019,2483000000
mne,2007,630000000
mne,2008,813000000
mne,2009,745000000
mne,2010,713000000
mne,2011,875000000
mne,2012,809000000
mne,2013,880000000
mne,2014,908000000
mne,2015,903000000
mne,2016,933000000
mne,2017,1067000000
mne,2018,1171000000
mne,2019,1224000000
mne,2020,166000000
mng,1995,21000000
mng,1996,10000000
mng,1997,13000000
mng,1998,35000000
mng,1999,36000000
mng,2000,36000000
mng,2001,39000000
mng,2002,130000000
mng,2003,143000000
mng,2004,185000000
mng,2005,177000000
mng,2006,225000000
mng,2007,307000000
mng,2008,247000000
mng,2009,235000000
mng,2010,244000000
mng,2011,156000000
mng,2012,177000000
mng,2013,197000000
mng,2014,215000000
mng,2015,246000000
mng,2016,316000000
mng,2017,396000000
mng,2018,461000000
mng,2019,513000000
mng,2020,29000000
moz,1996,49000000
moz,1997,61000000
moz,1998,61000000
moz,1999,61000000
moz,2000,74000000
moz,2001,64000000
moz,2002,63000000
moz,2003,98000000
moz,2004,95000000
moz,2005,130000000
moz,2006,140000000
moz,2007,163000000
moz,2008,190000000
moz,2009,196000000
moz,2010,108000000
moz,2011,138000000
moz,2012,189000000
moz,2013,199000000
moz,2014,207000000
moz,2015,193000000
moz,2016,108000000
moz,2017,151000000
moz,2018,242000000
moz,2019,252000000
moz,2020,90000000
mrt,1995,11000000
mrt,1996,19000000
mrt,1997,21000000
mrt,1998,20000000
mrt,1999,28000000
mrt,2012,48000000
mrt,2013,41000000
mrt,2014,37000000
mrt,2015,29000000
mrt,2016,30000000
mrt,2017,23000000
mrt,2018,4000000
mrt,2019,11199999.80927
mrt,2020,5500000
mus,1995,430000000
mus,1996,504000000
mus,1997,478000000
mus,1998,496000000
mus,1999,543000000
mus,2000,542000000
mus,2001,623000000
mus,2002,612000000
mus,2003,697000000
mus,2004,856000000
mus,2005,871000000
mus,2006,1005000000
mus,2007,1304000000
mus,2008,1454000000
mus,2009,1120000000
mus,2010,1285000000
mus,2011,1484000000
mus,2012,1480000000
mus,2013,1322000000
mus,2014,1447000000
mus,2015,1433000000
mus,2016,1571000000
mus,2017,1748000000
mus,2018,1891000000
mus,2019,1779000000
mus,2020,466000000
mwi,1995,18000000
mwi,1996,26000000
mwi,1997,28000000
mwi,1998,24000000
mwi,1999,38000000
mwi,2000,25000000
mwi,2001,25000000
mwi,2002,33000000
mwi,2003,54000000
mwi,2004,62000000
mwi,2005,29000000
mwi,2006,26000000
mwi,2007,29000000
mwi,2008,31000000
mwi,2009,33000000
mwi,2010,31000000
mwi,2011,31000000
mwi,2012,31000000
mwi,2013,29000000
mwi,2014,32000000
mwi,2015,35000000
mwi,2016,26000000
mwi,2017,31000000
mwi,2018,49000000
mwi,2019,55000000
mwi,2020,30000000
mys,1995,3969000000
mys,1996,4477000000
mys,1997,3741000000
mys,1998,2381000000
mys,1999,3588000000
mys,2000,5011000000
mys,2001,6863000000
mys,2002,7118000000
mys,2003,5901000000
mys,2004,8203000000
mys,2005,8846000000
mys,2006,10427000000
mys,2007,14050000000
mys,2008,15293000000
mys,2009,15798000000
mys,2010,18152000000
mys,2011,19649000000
mys,2012,20251000000
mys,2013,21500000000
mys,2014,22600000000
mys,2015,17666000000
mys,2016,18085000000
mys,2017,18385000000
mys,2018,19608000000
mys,2019,19828000000
mys,2020,3004000000
nam,1995,278000000
nam,1996,293000000
nam,1997,333000000
nam,1998,288000000
nam,1999,238000000
nam,2000,112000000
nam,2001,222000000
nam,2002,211000000
nam,2003,333000000
nam,2004,405000000
nam,2005,348000000
nam,2006,382000000
nam,2007,433000000
nam,2008,383000000
nam,2009,395000000
nam,2010,320000000
nam,2011,264000000
nam,2012,293000000
nam,2013,244000000
nam,2014,452000000
nam,2015,465000000
nam,2016,224000000
nam,2017,341000000
nam,2018,380000000
nam,2019,349000000
nam,2020,118000000
ncl,1995,108000000
ncl,1996,114000000
ncl,1997,117000000
ncl,1998,110000000
ncl,1999,112000000
ncl,2000,111000000
ncl,2001,94000000
ncl,2002,156000000
ncl,2003,196000000
ncl,2004,241000000
ncl,2005,149000000
ncl,2006,122000000
ncl,2007,142000000
ncl,2008,152000000
ncl,2009,141000000
ncl,2010,129000000
ncl,2011,166000000
ncl,2012,165000000
ncl,2013,168000000
ncl,2014,187000000
ncl,2015,158000000
ncl,2016,159000000
ner,1995,7000000
ner,1996,25000000
ner,1997,28000000
ner,1998,27000000
ner,1999,25000000
ner,2000,23000000
ner,2001,30000000
ner,2002,20000000
ner,2003,27000000
ner,2004,31000000
ner,2005,43000000
ner,2006,36000000
ner,2007,41000000
ner,2008,79000000
ner,2009,66000000
ner,2010,105000000
ner,2011,51000000
ner,2012,50000000
ner,2013,58000000
ner,2014,90000000
ner,2015,74000000
ner,2016,77000000
ner,2017,83000000
ner,2018,98000000
ner,2019,116000000
nga,1995,17000000
nga,1996,35000000
nga,1997,55000000
nga,1998,47000000
nga,1999,54000000
nga,2000,101000000
nga,2001,91000000
nga,2002,139000000
nga,2003,30000000
nga,2004,21000000
nga,2005,54000000
nga,2006,184000000
nga,2007,213000000
nga,2008,569000000
nga,2009,602000000
nga,2010,569000000
nga,2011,623000000
nga,2012,555000000
nga,2013,538000000
nga,2014,543000000
nga,2015,404000000
nga,2016,1070000000
nga,2017,2549000000
nga,2018,1962000000
nga,2019,1449000000
nga,2020,313000000
nic,1995,50000000
nic,1996,54000000
nic,1997,80000000
nic,1998,100000000
nic,1999,125000000
nic,2000,129000000
nic,2001,135000000
nic,2002,135000000
nic,2003,160000000
nic,2004,192000000
nic,2005,206000000
nic,2006,249000000
nic,2007,277000000
nic,2008,303000000
nic,2009,336000000
nic,2010,314000000
nic,2011,391000000
nic,2012,421000000
nic,2013,417000000
nic,2014,446000000
nic,2015,528000000
nic,2016,642000000
nic,2017,841000000
nic,2018,544000000
nic,2019,515000000
nic,2020,199000000
nld,1995,6578000000
nld,1996,6568000000
nld,1997,6299000000
nld,1998,6796000000
nld,1999,6977000000
nld,2000,7197000000
nld,2001,6708000000
nld,2002,7710000000
nld,2003,9163000000
nld,2004,10308000000
nld,2005,8770000000
nld,2006,9273000000
nld,2007,11313000000
nld,2008,12874000000
nld,2009,12063000000
nld,2010,11653000000
nld,2011,12897000000
nld,2012,12295000000
nld,2013,13733000000
nld,2014,14684000000
nld,2015,13171000000
nld,2016,14263599609.375
nld,2017,16117200195.3125
nld,2018,17772199218.75
nld,2019,18575400390.625
nld,2020,9101000000
nld_curacao,2007,327000000
nld_curacao,2008,378000000
nld_curacao,2009,361000000
nld_curacao,2010,385000000
nld_curacao,2011,453000000
nld_curacao,2012,543000000
nld_curacao,2013,583000000
nld_curacao,2014,635000000
nld_curacao,2015,607000000
nld_curacao,2016,573000000
nld_curacao,2017,551000000
nld_curacao,2018,593000000
nld_curacao,2019,703000000
nld_curacao,2020,281000000
nor,1995,2238000000
nor,1996,2256000000
nor,1997,2135000000
nor,1998,2116000000
nor,1999,2277000000
nor,2000,2050000000
nor,2001,1958000000
nor,2002,2179000000
nor,2003,2500000000
nor,2004,2980000000
nor,2005,3494000000
nor,2006,3791000000
nor,2007,4503000000
nor,2008,4853000000
nor,2009,4199000000
nor,2010,4692000000
nor,2011,5329000000
nor,2012,5436000000
nor,2013,5627000000
nor,2014,5579000000
nor,2015,4864000000
nor,2016,5226000000
nor,2017,5601000000
nor,2018,5928000000
nor,2019,5861000000
nor,2020,1792000000
npl,1995,177000000
npl,1996,161000000
npl,1997,146000000
npl,1998,189000000
npl,1999,173000000
npl,2000,158000000
npl,2001,144000000
npl,2002,103000000
npl,2003,199000000
npl,2004,230000000
npl,2005,131000000
npl,2006,128000000
npl,2007,200000000
npl,2008,335000000
npl,2009,413000000
npl,2010,344000000
npl,2011,383000000
npl,2012,351000000
npl,2013,436000000
npl,2014,487000000
npl,2015,483000000
npl,2016,446000000
npl,2017,629000000
npl,2018,644000000
npl,2019,705000000
npl,2020,197000000
nru,2008,600000.02384
nru,2009,500000
nru,2010,600000.02384
nru,2011,1000000
nru,2012,1000000
nru,2013,1500000
nru,2014,6800000.19073
nru,2015,1700000.04768
nru,2016,3400000.09537
nru,2017,3900000.09537
nru,2018,1600000.02384
nzl,1995,2318000000
nzl,1996,2553000000
nzl,1997,2211000000
nzl,1998,1857000000
nzl,1999,2234000000
nzl,2000,2272000000
nzl,2001,2340000000
nzl,2002,3159000000
nzl,2003,4232000000
nzl,2004,5098000000
nzl,2005,6486000000
nzl,2006,6148000000
nzl,2007,7190000000
nzl,2008,6961000000
nzl,2009,5979000000
nzl,2010,6523000000
nzl,2011,7295000000
nzl,2012,7142000000
nzl,2013,7434000000
nzl,2014,8582000000
nzl,2015,9464000000
nzl,2016,9773000000
nzl,2017,10594000000
nzl,2018,10961000000
nzl,2019,10547000000
nzl,2020,6229000000
omn,1996,193000000
omn,1997,192000000
omn,1998,206000000
omn,1999,206000000
omn,2000,221000000
omn,2001,385000000
omn,2002,393000000
omn,2003,385000000
omn,2004,411000000
omn,2005,429000000
omn,2006,544000000
omn,2007,648000000
omn,2008,796000000
omn,2009,689000000
omn,2010,783000000
omn,2011,995000000
omn,2012,1096000000
omn,2013,1295000000
omn,2014,1375000000
omn,2015,1540000000
omn,2016,1617000000
omn,2017,1747000000
omn,2018,1758000000
omn,2019,1811000000
omn,2020,441000000
pak,1995,110000000
pak,1996,105000000
pak,1997,103000000
pak,1998,87000000
pak,1999,74000000
pak,2000,81000000
pak,2001,88000000
pak,2002,97000000
pak,2003,122000000
pak,2004,179000000
pak,2005,182000000
pak,2006,255000000
pak,2007,276000000
pak,2008,316000000
pak,2009,272000000
pak,2010,305000000
pak,2011,373000000
pak,2012,339000000
pak,2013,288000000
pak,2014,282000000
pak,2015,317000000
pak,2016,322000000
pak,2017,352000000
pak,2018,390000000
pak,2019,494000000
pak,2020,439000000
pan,1995,309000000
pan,1996,360000000
pan,1997,377000000
pan,1998,382000000
pan,1999,396000000
pan,2000,458000000
pan,2001,477000000
pan,2002,513000000
pan,2003,585000000
pan,2004,651000000
pan,2005,780000000
pan,2006,960000000
pan,2007,1185000000
pan,2008,1408000000
pan,2009,1484000000
pan,2010,1745000000
pan,2011,2519000000
pan,2012,3064000000
pan,2013,3533000000
pan,2014,3729000000
pan,2015,3948000000
pan,2016,4234000000
pan,2017,4422000000
pan,2018,4617000000
pan,2019,4521000000
pan,2020,1117000000
per,1995,428000000
per,1996,670000000
per,1997,816000000
per,1998,845000000
per,1999,890000000
per,2000,837000000
per,2001,733000000
per,2002,787000000
per,2003,963000000
per,2004,1142000000
per,2005,1308000000
per,2006,1570000000
per,2007,1723000000
per,2008,1991000000
per,2009,2014000000
per,2010,2008000000
per,2011,2262000000
per,2012,2443000000
per,2013,3000000000
per,2014,3077000000
per,2015,3309000000
per,2016,3486000000
per,2017,3576000000
per,2018,3557000000
per,2019,3738000000
per,2020,776000000
phl,1995,1136000000
phl,1996,1546000000
phl,1997,2341000000
phl,1998,1418000000
phl,1999,2578000000
phl,2000,2156000000
phl,2001,1742000000
phl,2002,1761000000
phl,2003,1544000000
phl,2004,2017000000
phl,2005,2287000000
phl,2006,3542000000
phl,2007,4961000000
phl,2008,2563000000
phl,2009,2370000000
phl,2010,2645000000
phl,2011,3198000000
phl,2012,4061000000
phl,2013,4690000000
phl,2014,5030000000
phl,2015,5272000000
phl,2016,5143000000
phl,2017,6988000000
phl,2018,8240000000
phl,2019,9781000000
phl,2020,2010000000
plw,1998,58000000
plw,1999,54000000
plw,2000,45000000
plw,2001,41000000
plw,2002,40000000
plw,2003,41000000
plw,2004,49000000
plw,2005,60000000
plw,2006,57000000
plw,2007,65000000
plw,2008,74000000
plw,2009,73000000
plw,2010,73000000
plw,2011,91000000
plw,2012,105000000
plw,2013,113000000
plw,2014,127000000
plw,2015,149000000
plw,2016,141000000
plw,2017,116000000
png,1995,25000000
png,1996,14000000
png,1997,8000000
png,1998,15000000
png,1999,6000000
png,2000,7000000
png,2001,5000000
png,2002,3000000
png,2003,4000000
png,2004,5800000.19073
png,2005,3599999.90463
png,2006,3900000.09537
png,2007,4199999.80927
png,2008,2099999.90463
png,2009,2099999.90463
png,2010,2299999.95232
png,2011,4900000.09537
png,2012,2400000.09537
png,2013,3599999.90463
png,2014,2700000.04768
png,2015,1700000.04768
png,2016,800000.01192
png,2017,1960000.03815
png,2018,3460000.03815
pol,1995,6614000000
pol,1996,8444000000
pol,1997,8679000000
pol,1998,7946000000
pol,1999,6100000000
pol,2000,5677000000
pol,2001,4646000000
pol,2002,4314000000
pol,2003,4069000000
pol,2004,5855000000
pol,2005,6304000000
pol,2006,7270000000
pol,2007,10641000000
pol,2008,11826000000
pol,2009,9056000000
pol,2010,9414000000
pol,2011,10554000000
pol,2012,10801000000
pol,2013,11154000000
pol,2014,11614000000
pol,2015,10283000000
pol,2016,10847000000
pol,2017,12614000000
pol,2018,13862000000
pol,2019,13704000000
pol,2020,7771000000
prt,1995,4831000000
prt,1996,4791000000
prt,1997,4614000000
prt,1998,5470000000
prt,1999,5259000000
prt,2000,5244000000
prt,2001,5469000000
prt,2002,5803000000
prt,2003,6627000000
prt,2004,7678000000
prt,2005,7674000000
prt,2006,8420000000
prt,2007,10173000000
prt,2008,10985000000
prt,2009,9701000000
prt,2010,10004000000
prt,2011,11384000000
prt,2012,10997000000
prt,2013,12149000000
prt,2014,13651000000
prt,2015,12875000000
prt,2016,14217000000
prt,2017,17751000000
prt,2018,20057000000
prt,2019,20444000000
prt,2020,8835000000
pry,1995,137000000
pry,1996,140000000
pry,1997,128000000
pry,1998,111000000
pry,1999,81000000
pry,2000,73000000
pry,2001,69000000
pry,2002,62000000
pry,2003,64000000
pry,2004,70000000
pry,2005,78000000
pry,2006,92000000
pry,2007,102000000
pry,2008,109000000
pry,2009,205000000
pry,2010,217000000
pry,2011,241000000
pry,2012,265000000
pry,2013,273000000
pry,2014,288000000
pry,2015,318000000
pry,2016,326000000
pry,2017,369000000
pry,2018,363000000
pry,2019,379000000
pry,2020,81000000
pse,1995,255000000
pse,1996,242000000
pse,1997,239000000
pse,1998,346000000
pse,1999,377000000
pse,2000,94000000
pse,2001,14000000
pse,2002,14000000
pse,2003,66000000
pse,2004,84000000
pse,2005,52000000
pse,2006,25000000
pse,2007,99000000
pse,2008,146000000
pse,2009,193000000
pse,2010,409000000
pse,2011,615000000
pse,2012,469000000
pse,2013,510000000
pse,2014,412000000
pse,2015,308000000
pse,2016,234000000
pse,2017,241000000
pse,2018,301000000
pse,2019,384000000
pse,2020,191000000
pyf,2002,372000000
pyf,2003,480000000
pyf,2004,523000000
pyf,2005,530000000
pyf,2006,463000000
pyf,2007,537000000
pyf,2008,522000000
pyf,2009,440000000
pyf,2010,405000000
pyf,2011,457000000
pyf,2012,435000000
pyf,2013,458000000
pyf,2014,510000000
pyf,2015,466000000
pyf,2016,488000000
pyf,2017,511000000
pyf,2018,642000000
qat,1999,122000000
qat,2000,128000000
qat,2001,272000000
qat,2002,285000000
qat,2003,369000000
qat,2004,498000000
qat,2005,760000000
qat,2006,874000000
qat,2011,1170000000
qat,2012,2857000000
qat,2013,3456000000
qat,2014,4591000000
qat,2015,5035000000
qat,2016,5411000000
qat,2017,5971000000
qat,2018,5565000000
qat,2019,5442000000
qat,2020,3563000000
rou,1995,590000000
rou,1996,529000000
rou,1997,526000000
rou,1998,260000000
rou,1999,252000000
rou,2000,359000000
rou,2001,362000000
rou,2002,335000000
rou,2003,449000000
rou,2004,503000000
rou,2005,1051000000
rou,2006,1307000000
rou,2007,1610000000
rou,2008,1992000000
rou,2009,1230000000
rou,2010,1136000000
rou,2011,1419000000
rou,2012,1466000000
rou,2013,1849000000
rou,2014,1987000000
rou,2015,1841000000
rou,2016,2032000000
rou,2017,3079000000
rou,2018,3388000000
rou,2019,3572000000
rou,2020,1433000000
rus,1995,4312000000
rus,1996,7102000000
rus,1997,7164000000
rus,1998,6508000000
rus,1999,3723000000
rus,2000,3429000000
rus,2001,3572000000
rus,2002,4040000000
rus,2003,4502000000
rus,2004,5530000000
rus,2005,5870000000
rus,2006,7628000000
rus,2007,9447000000
rus,2008,11842000000
rus,2009,9366000000
rus,2010,8830000000
rus,2011,11328000000
rus,2012,10759000000
rus,2013,11988000000
rus,2014,11759000000
rus,2015,8420000000
rus,2016,7787000000
rus,2017,8945000000
rus,2018,11591000000
rus,2019,10961000000
rus,2020,2854000000
rwa,1995,2000000
rwa,1996,4000000
rwa,1997,17000000
rwa,1998,19000000
rwa,1999,17000000
rwa,2000,23000000
rwa,2001,25000000
rwa,2002,31000000
rwa,2003,30000000
rwa,2004,44000000
rwa,2005,49000000
rwa,2006,132000000
rwa,2007,152000000
rwa,2008,186000000
rwa,2009,174000000
rwa,2010,202000000
rwa,2011,252000000
rwa,2012,282000000
rwa,2013,294000000
rwa,2014,304000000
rwa,2015,338000000
rwa,2016,363000000
rwa,2017,381000000
rwa,2018,392000000
rwa,2019,458000000
rwa,2020,120000000
sau,2004,6486000000
sau,2005,4626000000
sau,2006,4769000000
sau,2007,5971000000
sau,2008,5910000000
sau,2009,5995000000
sau,2010,6712000000
sau,2011,8459000000
sau,2012,7432000000
sau,2013,7651000000
sau,2014,8238000000
sau,2015,10130000000
sau,2016,11096000000
sau,2017,12056000000
sau,2018,13790000000
sau,2019,16431000000
sau,2020,4036000000
sdn,1995,8000000
sdn,1996,8000000
sdn,1997,4000000
sdn,1998,2000000
sdn,1999,2000000
sdn,2000,5000000
sdn,2001,3000000
sdn,2002,108000000
sdn,2003,17000000
sdn,2004,21000000
sdn,2005,114000000
sdn,2006,194000000
sdn,2007,390000000
sdn,2008,255000000
sdn,2009,231000000
sdn,2010,82000000
sdn,2011,179000000
sdn,2012,772000000
sdn,2013,773000000
sdn,2014,967000000
sdn,2015,949000000
sdn,2016,1009000000
sdn,2017,1029000000
sdn,2018,1043000000
sdn,2019,821000000
sdn,2020,689000000
sen,1995,168000000
sen,1996,156000000
sen,1997,162000000
sen,1998,172000000
sen,1999,174000000
sen,2000,144000000
sen,2001,174000000
sen,2002,190000000
sen,2003,209000000
sen,2004,211000000
sen,2005,242000000
sen,2006,250000000
sen,2007,531000000
sen,2008,545000000
sen,2009,464000000
sen,2010,453000000
sen,2011,469000000
sen,2012,407000000
sen,2013,439000000
sen,2014,424000000
sen,2015,369000000
sen,2016,390000000
sen,2017,420000000
sen,2018,496000000
sgp,1995,7611000000
sgp,1996,7402000000
sgp,1997,6326000000
sgp,1998,4603000000
sgp,1999,5089000000
sgp,2000,5142000000
sgp,2001,4641000000
sgp,2002,4458000000
sgp,2003,3842000000
sgp,2004,5327000000
sgp,2005,6209000000
sgp,2006,7536000000
sgp,2007,9066000000
sgp,2008,10615000000
sgp,2009,9225000000
sgp,2010,14178000000
sgp,2011,17929000000
sgp,2012,18795000000
sgp,2013,19231000000
sgp,2014,19161000000
sgp,2015,16617000000
sgp,2016,18943000000
sgp,2017,19890000000
sgp,2018,20422000000
sgp,2019,20302000000
sgp,2020,5189000000
slb,1995,15699999.80927
slb,1996,13899999.61853
slb,1997,7099999.90463
slb,1998,6599999.90463
slb,1999,5699999.80927
slb,2000,3900000.09537
slb,2001,5199999.80927
slb,2002,699999.98808
slb,2003,1500000
slb,2004,3500000
slb,2005,1600000.02384
slb,2006,21100000.38147
slb,2007,22600000.38147
slb,2008,27500000
slb,2009,33400001.52588
slb,2010,43500000
slb,2011,57299999.23706
slb,2012,54099998.47412
slb,2013,60599998.47412
slb,2014,56000000
slb,2015,51000000
slb,2016,59000000
slb,2017,67000000
slb,2018,81000000
slb,2019,71000000
slb,2020,6000000
sle,1995,57000000
sle,1996,29000000
sle,1997,10000000
sle,1998,6000000
sle,1999,6000000
sle,2000,10000000
sle,2001,14000000
sle,2002,38000000
sle,2003,60000000
sle,2004,58000000
sle,2005,64000000
sle,2006,23000000
sle,2007,22000000
sle,2008,34000000
sle,2009,25000000
sle,2010,26000000
sle,2011,44000000
sle,2012,47000000
sle,2013,66000000
sle,2014,35000000
sle,2015,37000000
sle,2016,41000000
sle,2017,39000000
sle,2018,39000000
sle,2019,43000000
slv,1995,85000000
slv,1996,86000000
slv,1997,149000000
slv,1998,206000000
slv,1999,222000000
slv,2000,217000000
slv,2001,201000000
slv,2002,245000000
slv,2003,382000000
slv,2004,453000000
slv,2005,361000000
slv,2006,382000000
slv,2007,482000000
slv,2008,425000000
slv,2009,319000000
slv,2010,390000000
slv,2011,415000000
slv,2012,558000000
slv,2013,621000000
slv,2014,821000000
slv,2015,817000000
slv,2016,829000000
slv,2017,873000000
slv,2018,1014000000
slv,2019,1306000000
slv,2020,636000000
srb,2007,866000000
srb,2008,942000000
srb,2009,866000000
srb,2010,799000000
srb,2011,990000000
srb,2012,921000000
srb,2013,1053000000
srb,2014,1142000000
srb,2015,1048000000
srb,2016,1151000000
srb,2017,1345000000
srb,2018,1547000000
srb,2019,1604000000
srb,2020,1245000000
ssd,2014,800000.01192
ssd,2015,17000000
ssd,2016,23000000
ssd,2017,16000000
ssd,2018,1000000
stp,1998,4099999.90463
stp,1999,9199999.80927
stp,2000,9899999.61853
stp,2001,6199999.80927
stp,2002,6900000.09537
stp,2003,7400000.09537
stp,2004,7699999.80927
stp,2005,7300000.19073
stp,2006,6699999.80927
stp,2007,5000000
stp,2008,7699999.80927
stp,2009,8300000.19073
stp,2010,11100000.38147
stp,2011,15899999.61853
stp,2012,15000000
stp,2013,30600000.38147
stp,2014,56000000
stp,2015,62099998.47412
stp,2016,68800003.05176
stp,2017,65900001.52588
stp,2018,71900001.52588
stp,2019,44700000.76294
stp,2020,16399999.61853
sur,1995,21000000
sur,1996,14000000
sur,1997,9000000
sur,1998,2000000
sur,1999,9000000
sur,2000,16000000
sur,2001,14000000
sur,2002,3000000
sur,2003,4000000
sur,2004,17000000
sur,2005,45000000
sur,2006,95000000
sur,2007,67000000
sur,2008,77000000
sur,2009,64000000
sur,2010,61000000
sur,2011,61000000
sur,2012,71000000
sur,2013,84000000
sur,2014,95000000
sur,2015,88000000
sur,2016,65000000
sur,2017,46000000
sur,2018,56000000
sur,2019,53000000
sur,2020,15000000
svk,1995,623000000
svk,1996,673000000
svk,1997,545000000
svk,1998,488000000
svk,1999,461000000
svk,2000,433000000
svk,2001,641000000
svk,2002,736000000
svk,2003,865000000
svk,2004,905000000
svk,2005,1210000000
svk,2006,1521000000
svk,2007,2026000000
svk,2008,2681000000
svk,2009,2343000000
svk,2010,2227000000
svk,2011,2432000000
svk,2012,2295000000
svk,2013,2653000000
svk,2014,2600000000
svk,2015,2430000000
svk,2016,2751000000
svk,2017,2937000000
svk,2018,3193000000
svk,2019,3200000000
svk,2020,1254000000
svn,1995,1084000000
svn,1996,1240000000
svn,1997,1181000000
svn,1998,1088000000
svn,1999,958000000
svn,2000,961000000
svn,2001,1001000000
svn,2002,1086000000
svn,2003,1342000000
svn,2004,1624000000
svn,2005,1795000000
svn,2006,1961000000
svn,2007,2282000000
svn,2008,2697000000
svn,2009,2602000000
svn,2010,2627000000
svn,2011,2850000000
svn,2012,2626000000
svn,2013,2778000000
svn,2014,2843000000
svn,2015,2399000000
svn,2016,2517500000
svn,2017,2869000000
svn,2018,3181100097.65625
svn,2019,3179800048.82813
svn,2020,1370300048.82813
swe,1995,3471000000
swe,1996,3686000000
