geo,time,ny_gdp_pcap_kn
deu,1999,30246.96663
deu,2000,31085.78193
deu,2001,31555.35078
deu,2002,31439.97548
deu,2003,31202.5794
deu,2004,31576.09155
deu,2005,31825.20074
deu,2006,33077.08012
deu,2007,34107.18173
deu,2008,34500.10661
deu,2009,32618.27167
deu,2010,34033.7764
deu,2011,36031.4351
deu,2012,36114.36541
deu,2013,36173.54622
deu,2014,36819.00596
deu,2015,37046.21801
deu,2016,37567.86658
deu,2017,38430.87788
deu,2018,38731.67254
deu,2019,39052.31841
deu,2020,37237.34435
dji,2013,411019.07967
dji,2014,432497.51955
dji,2015,457990.44593
dji,2016,480510.53043
dji,2017,498435.19638
dji,2018,531989.35837
dji,2019,564709.61639
dji,2020,559235.59365
dma,1977,6333.69567
dma,1978,6922.10928
dma,1979,5599.99405
dma,1980,6319.27137
dma,1981,7003.97815
dma,1982,7322.44231
dma,1983,7562.86125
dma,1984,7948.33003
dma,1985,8131.63468
dma,1986,8787.96303
dma,1987,9431.86611
dma,1988,10259.08394
dma,1989,10310.41967
dma,1990,10915.33896
dma,1991,11069.52556
dma,1992,11267.11649
dma,1993,11466.43509
dma,1994,11433.90012
dma,1995,11770.33964
dma,1996,12165.14175
dma,1997,12491.07548
dma,1998,13038.05765
dma,1999,13150.74182
dma,2000,13492.89304
dma,2001,13480.21415
dma,2002,13067.29668
dma,2003,13845.53936
dma,2004,14210.15244
dma,2005,14264.23916
dma,2006,14899.74264
dma,2007,15828.63681
dma,2008,16948.14271
dma,2009,16745.42683
dma,2010,16851.16469
dma,2011,16805.19517
dma,2012,16617.38591
dma,2013,16436.16497
dma,2014,17149.85019
dma,2015,16668.63365
dma,2016,17063.12143
dma,2017,15868.87769
dma,2018,16182.6711
dma,2019,17363.80348
dma,2020,14443.74991
dnk,1960,121824.73821
dnk,1961,128694.12278
dnk,1962,134932.50213
dnk,1963,134726.58157
dnk,1964,146043.7751
dnk,1965,151511.19381
dnk,1966,154418.99363
dnk,1967,161679.1863
dnk,1968,169621.49464
dnk,1969,179666.2843
dnk,1970,181168.79956
dnk,1971,185320.64388
dnk,1972,191504.08046
dnk,1973,198140.87327
dnk,1974,195006.89414
dnk,1975,191613.17819
dnk,1976,202455.9896
dnk,1977,205601.17199
dnk,1978,209526.69502
dnk,1979,217099.59817
dnk,1980,215788.47057
dnk,1981,214411.94696
dnk,1982,222475.52879
dnk,1983,228407.93876
dnk,1984,238048.37782
dnk,1985,247478.92823
dnk,1986,259268.78993
dnk,1987,259598.99544
dnk,1988,259437.5867
dnk,1989,260954.85772
dnk,1990,264374.73679
dnk,1991,267364.39259
dnk,1992,271696.82096
dnk,1993,270822.06606
dnk,1994,284301.82053
dnk,1995,291387.32745
dnk,1996,298145.78172
dnk,1997,306591.25134
dnk,1998,312255.87405
dnk,1999,320399.3332
dnk,2000,331295.10381
dnk,2001,332827.45728
dnk,2002,333312.98839
dnk,2003,333704.15841
dnk,2004,341723.85019
dnk,2005,348746.65297
dnk,2006,361204.10474
dnk,2007,362875.50989
dnk,2008,358902.59594
dnk,2009,339471.55915
dnk,2010,344290.31255
dnk,2011,347459.13885
dnk,2012,346938.2417
dnk,2013,348719.50738
dnk,2014,352574.36952
dnk,2015,358293.71197
dnk,2016,367048.14901
dnk,2017,374985.03343
dnk,2018,380553.8805
dnk,2019,387212.10483
dnk,2020,378122.93557
dom,1960,40461.1826
dom,1961,38224.91272
dom,1962,43283.26739
dom,1963,44614.28127
dom,1964,46123.54397
dom,1965,39110.59913
dom,1966,43022.34036
dom,1967,43124.50319
dom,1968,41960.88834
dom,1969,45194.96455
dom,1970,51929.23937
dom,1971,55988.5185
dom,1972,60141.00093
dom,1973,66103.52797
dom,1974,68258.12133
dom,1975,69982.33515
dom,1976,72834.30957
dom,1977,74600.09085
dom,1978,74380.01043
dom,1979,75938.16646
dom,1980,80122.96787
dom,1981,81694.60538
dom,1982,81276.6863
dom,1983,83229.07466
dom,1984,82513.63835
dom,1985,79107.22712
dom,1986,80245.59631
dom,1987,86618.52683
dom,1988,86764.75581
dom,1989,88842.64896
dom,1990,82400.03779
dom,1991,81611.53647
dom,1992,89079.20284
dom,1993,93888.89991
dom,1994,94609.77123
dom,1995,98255.62489
dom,1996,102380.8447
dom,1997,109662.43165
dom,1998,115173.37935
dom,1999,120130.23294
dom,2000,123830.22552
dom,2001,124997.75215
dom,2002,128724.64345
dom,2003,125193.85274
dom,2004,126635.42241
dom,2005,136704.0732
dom,2006,147280.07843
dom,2007,156166.5067
dom,2008,159146.95346
dom,2009,158662.22243
dom,2010,169795.207
dom,2011,173008.09434
dom,2012,175603.22486
dom,2013,182014.18038
dom,2014,192605.20209
dom,2015,203613.58858
dom,2016,214748.47234
dom,2017,222303.4764
dom,2018,235273.85607
dom,2019,244586.94621
dom,2020,225858.77476
dza,1960,234536.21366
dza,1961,197649.09714
dza,1962,154868.92451
dza,1963,202894.62281
dza,1964,209315.35077
dza,1965,216476.30113
dza,1966,200456.75598
dza,1967,213251.03307
dza,1968,229555.02756
dza,1969,241866.30569
dza,1970,255961.51566
dza,1971,220741.70577
dza,1972,273664.6242
dza,1973,276435.14379
dza,1974,289072.36863
dza,1975,295270.35712
dza,1976,311078.80682
dza,1977,318179.91945
dza,1978,337529.66122
dza,1979,352156.8457
dza,1980,344344.34354
dza,1981,343892.91977
dza,1982,354656.365
dza,1983,362311.61089
dza,1984,370968.39044
dza,1985,373239.41101
dza,1986,363850.37608
dza,1987,351092.39489
dza,1988,338065.77019
dza,1989,343624.21105
dza,1990,337596.77954
dza,1991,325439.64123
dza,1992,323601.59474
dza,1993,309845.33419
dza,1994,300763.40617
dza,1995,306286.65713
dza,1996,313303.14338
dza,1997,311674.27297
dza,1998,322689.99038
dza,1999,328332.88044
dza,2000,336211.21656
dza,2001,341791.22196
dza,2002,356358.60997
dza,2003,377173.17832
dza,2004,388241.48223
dza,2005,405472.64002
dza,2006,406343.56339
dza,2007,413691.28152
dza,2008,416745.12799
dza,2009,416183.84782
dza,2010,423453.70838
dza,2011,427604.44395
dza,2012,433598.37881
dza,2013,436901.09498
dza,2014,444374.09118
dza,2015,451486.2705
dza,2016,456473.2531
dza,2017,453047.61902
dza,2018,448928.30262
dza,2019,444732.81674
dza,2020,414371.06912
ecu,1960,1817.33434
ecu,1961,1857.11586
ecu,1962,1893.76686
ecu,1963,1879.03546
ecu,1964,1960.82681
ecu,1965,1967.06967
ecu,1966,1903.95363
ecu,1967,1934.40357
ecu,1968,1914.3739
ecu,1969,1946.01168
ecu,1970,2020.11476
ecu,1971,2086.03838
ecu,1972,2128.70967
ecu,1973,2357.66942
ecu,1974,2549.30915
ecu,1975,2751.74452
ecu,1976,2875.75298
ecu,1977,2844.37464
ecu,1978,2927.92808
ecu,1979,2958.55063
ecu,1980,2989.50293
ecu,1981,3077.00806
ecu,1982,3017.97168
ecu,1983,2932.75533
ecu,1984,2935.25919
ecu,1985,2975.84386
ecu,1986,3003.94179
ecu,1987,2923.82783
ecu,1988,3022.04155
ecu,1989,2980.25064
ecu,1990,3017.72067
ecu,1991,3074.63154
ecu,1992,3068.25215
ecu,1993,3058.76973
ecu,1994,3118.87189
ecu,1995,3120.30391
ecu,1996,3107.08253
ecu,1997,3174.21056
ecu,1998,3211.52681
ecu,1999,2999.40798
ecu,2000,2975.00545
ecu,2001,3038.51305
ecu,2002,3107.93189
ecu,2003,3138.53946
ecu,2004,3339.61515
ecu,2005,3457.96874
ecu,2006,3550.27167
ecu,2007,3567.83719
ecu,2008,3732.2082
ecu,2009,3692.71765
ecu,2010,3762.61582
ecu,2011,3996.68877
ecu,2012,4159.36547
ecu,2013,4300.25428
ecu,2014,4394.81572
ecu,2015,4328.55797
ecu,2016,4203.11554
ecu,2017,4227.23778
ecu,2018,4206.80208
ecu,2019,4137.25314
ecu,2020,3758.33268
egy,1960,7386.07006
egy,1961,7559.12971
egy,1962,7643.72051
egy,1963,8225.57604
egy,1964,8932.82173
egy,1965,9129.07557
egy,1966,9342.76622
egy,1967,9177.40984
egy,1968,8803.29307
egy,1969,9042.22104
egy,1970,9324.15979
egy,1971,9483.19599
egy,1972,9558.91254
egy,1973,9681.24135
egy,1974,9620.54809
egy,1975,10251.89921
egy,1976,11355.97129
egy,1977,12100.01263
egy,1978,12842.80033
egy,1979,13111.82307
egy,1980,14077.56482
egy,1981,14740.71151
egy,1982,15795.82265
egy,1983,16178.13006
egy,1984,17295.71353
egy,1985,17818.18812
egy,1986,18168.00651
egy,1987,18360.24329
egy,1988,18852.56821
egy,1989,19278.65188
egy,1990,19882.78917
egy,1991,19654.84631
egy,1992,20099.1763
egy,1993,20262.96114
egy,1994,20649.01648
egy,1995,21178.41821
egy,1996,21791.80058
egy,1997,22531.46353
egy,1998,23317.70534
egy,1999,24247.456
egy,2000,25298.90998
egy,2001,25700.02335
egy,2002,25823.8442
egy,2003,26157.79722
egy,2004,26734.09386
egy,2005,27429.77131
egy,2006,28792.31587
egy,2007,30297.6678
egy,2008,31893.49286
egy,2009,32767.40228
egy,2010,33776.91416
egy,2011,33653.99063
egy,2012,33649.6296
egy,2013,33613.97075
egy,2014,33821.31897
egy,2015,34529.44803
egy,2016,35265.62115
egy,2017,35979.9545
egy,2018,37129.30563
egy,2019,38425.87839
egy,2020,39040.63426
eri,1992,7209.17424
eri,1993,8248.43183
eri,1994,10089.88774
eri,1995,10445.19607
eri,1996,11452.61896
eri,1997,12365.54839
eri,1998,12520.58915
eri,1999,12348.92823
eri,2000,11673.95264
eri,2001,12256.01176
eri,2002,12083.27851
eri,2003,11220.12121
eri,2004,10885.64833
eri,2005,10743.83683
eri,2006,10305.89519
eri,2007,10179.69705
eri,2008,8985.18625
eri,2009,9162.5641
eri,2010,9214.41066
eri,2011,9878.56448
esp,1960,5601.58997
esp,1961,6206.81303
esp,1962,6762.10371
esp,1963,7346.31518
esp,1964,7659.80048
esp,1965,8050.88172
esp,1966,8546.28747
esp,1967,8808.15654
esp,1968,9267.25283
esp,1969,9993.72048
esp,1970,10307.39968
esp,1971,10657.43145
esp,1972,11399.4224
esp,1973,12152.24319
esp,1974,12695.57829
esp,1975,12627.13686
esp,1976,12907.17803
esp,1977,13137.65597
esp,1978,13202.12618
esp,1979,13091.68666
esp,1980,13273.83334
esp,1981,13162.34807
esp,1982,13246.64095
esp,1983,13415.60378
esp,1984,13598.44467
esp,1985,13863.79507
esp,1986,14272.12259
esp,1987,15024.80048
esp,1988,15756.76251
esp,1989,16491.47123
esp,1990,17097.65942
esp,1991,17488.39646
esp,1992,17564.66602
esp,1993,17293.58027
esp,1994,17621.6234
esp,1995,18027.79425
esp,1996,18430.50207
esp,1997,19032.96793
esp,1998,19787.03549
esp,1999,20591.93736
esp,2000,21575.50124
esp,2001,22268.95533
esp,2002,22556.236
esp,2003,22812.53196
esp,2004,23122.48795
esp,2005,23565.44447
esp,2006,24121.07362
esp,2007,24532.22263
esp,2008,24358.14985
esp,2009,23234.78323
esp,2010,23165.75533
esp,2011,22895.598
esp,2012,22203.59564
esp,2013,21956.71411
esp,2014,22327.22262
esp,2015,23201.50496
esp,2016,23884.63814
esp,2017,24537.25257
esp,2018,24989.16935
esp,2019,25327.80584
esp,2020,22477.60028
est,1995,6433.03096
est,1996,6851.3571
est,1997,7834.33569
est,1998,8253.2298
est,1999,8193.98609
est,2000,8977.03769
est,2001,9576.79659
est,2002,10290.25266
est,2003,11142.05016
est,2004,11971.51077
est,2005,13187.21707
est,2006,14560.63068
est,2007,15735.82287
est,2008,14968.3417
est,2009,12803.2716
est,2010,13146.16422
est,2011,14143.85444
est,2012,14652.80155
est,2013,14919.50513
est,2014,15409.14461
est,2015,15684.39426
est,2016,16174.61601
est,2017,17090.75258
est,2018,17735.41975
est,2019,18394.05059
est,2020,17815.99634
eth,1981,6732.00752
eth,1982,6608.06959
eth,1983,6937.086
eth,1984,6528.69782
eth,1985,5618.77289
eth,1986,5968.77423
eth,1987,6582.14061
eth,1988,6404.23399
eth,1989,6172.17391
eth,1990,6126.5522
eth,1991,5491.77902
eth,1992,4838.61797
eth,1993,5282.26019
eth,1994,5264.51951
eth,1995,5404.26359
eth,1996,5886.40063
eth,1997,5889.44995
eth,1998,5521.11904
eth,1999,5640.51653
eth,2000,5813.06614
eth,2001,6116.93372
eth,2002,6034.06546
eth,2003,5737.71439
eth,2004,6334.86877
eth,2005,6888.09854
eth,2006,7425.97237
eth,2007,8052.5221
eth,2008,8680.05648
eth,2009,9187.31779
eth,2010,10056.49432
eth,2011,10870.55207
eth,2012,11481.10439
eth,2013,12342.17208
eth,2014,13232.43569
eth,2015,14210.50705
eth,2016,15135.57014
eth,2017,16147.31635
eth,2018,16801.91889
eth,2019,17743.56055
eth,2020,18346.00235
fin,1960,10297.57611
fin,1961,11002.75053
fin,1962,11254.0587
fin,1963,11541.87814
fin,1964,12079.13558
fin,1965,12677.34138
fin,1966,12929.60107
fin,1967,13138.67646
fin,1968,13381.08585
fin,1969,14673.28449
fin,1970,15437.97363
fin,1971,15781.90461
fin,1972,16901.81278
fin,1973,17979.80682
fin,1974,18464.80452
fin,1975,18714.82264
fin,1976,18722.74859
fin,1977,18715.16482
fin,1978,19206.36785
fin,1979,20521.71495
fin,1980,21560.46561
fin,1981,21751.2048
fin,1982,22301.94618
fin,1983,22860.35199
fin,1984,23474.7285
fin,1985,24206.65309
fin,1986,24793.04227
fin,1987,25606.62011
fin,1988,26864.35064
fin,1989,28129.24336
fin,1990,28192.50883
fin,1991,26388.48444
fin,1992,25376.08152
fin,1993,25086.41658
fin,1994,25968.4262
fin,1995,26960.38796
fin,1996,27857.54052
fin,1997,29534.02201
fin,1998,31063.17301
fin,1999,32348.43501
fin,2000,34145.0664
fin,2001,34956.57678
fin,2002,35467.26742
fin,2003,36091.78874
fin,2004,37423.78789
fin,2005,38332.6954
fin,2006,39723.76643
fin,2007,41651.28802
fin,2008,41782.85877
fin,2009,38225.8721
fin,2010,39263.69181
fin,2011,40077.78375
fin,2012,39330.09615
fin,2013,38796.30195
fin,2014,38495.2006
fin,2015,38577.2067
fin,2016,39547.95577
fin,2017,40714.83061
fin,2018,41125.18754
fin,2019,41581.38049
fin,2020,40359.03148
fji,1960,4494.52074
fji,1961,4495.37035
fji,1962,4498.10628
fji,1963,4623.71036
fji,1964,4696.00782
fji,1965,4437.0196
fji,1966,4321.16695
fji,1967,4781.94552
fji,1968,5047.02369
fji,1969,5068.7149
fji,1970,5593.47949
fji,1971,5854.41753
fji,1972,6162.56303
fji,1973,6737.95389
fji,1974,6775.36169
fji,1975,6678.89304
fji,1976,6733.93765
fji,1977,7003.517
fji,1978,7004.26073
fji,1979,7706.22577
fji,1980,7418.81152
fji,1981,7697.94556
fji,1982,7050.91204
fji,1983,6601.61886
fji,1984,7002.65677
fji,1985,6573.62142
fji,1986,7015.3393
fji,1987,6522.82713
fji,1988,6574.71215
fji,1989,7047.42284
fji,1990,7415.51422
fji,1991,7148.35178
fji,1992,7491.97899
fji,1993,7545.22387
fji,1994,7819.77111
fji,1995,7913.74983
fji,1996,8198.86217
fji,1997,7934.05774
fji,1998,7962.74964
fji,1999,8597.34864
fji,2000,8402.1234
fji,2001,8539.50411
fji,2002,8798.34788
fji,2003,8877.39138
fji,2004,9327.47975
fji,2005,9349.99282
fji,2006,9451.15495
fji,2007,9277.56453
fji,2008,9271.69382
fji,2009,9054.49864
fji,2010,9255.02654
fji,2011,9465.37198
fji,2012,9581.04882
fji,2013,10028.41144
fji,2014,10580.02675
fji,2015,11028.4434
fji,2016,11249.28527
fji,2017,11783.23822
fji,2018,12148.96759
fji,2019,12006.97441
fji,2020,10047.20414
fra,1960,10073.26084
fra,1961,10436.39193
fra,1962,10995.96481
fra,1963,11518.4581
fra,1964,12122.98946
fra,1965,12562.45062
fra,1966,13087.63768
fra,1967,13611.21431
fra,1968,14111.44734
fra,1969,15001.45064
fra,1970,15796.54851
fra,1971,16505.02947
fra,1972,17111.80403
fra,1973,18055.6821
fra,1974,18697.13275
fra,1975,18401.21095
fra,1976,19100.67972
fra,1977,19672.52318
fra,1978,20371.36658
fra,1979,21008.02803
fra,1980,21245.14309
fra,1981,21368.1441
fra,1982,21790.02583
fra,1983,21940.37612
fra,1984,22148.39535
fra,1985,22381.8663
fra,1986,22775.777
fra,1987,23226.16633
fra,1988,24190.84094
fra,1989,25105.25844
fra,1990,25708.19833
fra,1991,25834.11543
fra,1992,26117.10268
fra,1993,25840.70849
fra,1994,26351.84013
fra,1995,26809.96834
fra,1996,27092.69558
fra,1997,27627.75729
fra,1998,28513.92488
fra,1999,29338.17475
fra,2000,30281.18603
fra,2001,30657.94116
fra,2002,30781.40523
fra,2003,30815.59775
fra,2004,31455.13375
fra,2005,31738.15589
fra,2006,32289.61906
fra,2007,32868.56618
fra,2008,32768.72474
fra,2009,31663.84946
fra,2010,32122.02793
fra,2011,32667.97808
fra,2012,32612.04831
fra,2013,32631.58827
fra,2014,32787.91889
fra,2015,33035.14778
fra,2016,33309.02787
fra,2017,33973.54246
fra,2018,34512.32167
fra,2019,35071.54499
fra,2020,32253.76407
fsm,1986,1896.38697
fsm,1987,1874.7569
fsm,1988,1880.76187
fsm,1989,1904.06328
fsm,1990,1929.30719
fsm,1991,2020.67241
fsm,1992,2047.61999
fsm,1993,2160.71068
fsm,1994,2106.00773
fsm,1995,2222.19091
fsm,1996,2136.0582
fsm,1997,2003.59629
fsm,1998,2065.79395
fsm,1999,2102.67888
fsm,2000,2211.79088
fsm,2001,2264.68881
fsm,2002,2280.11904
fsm,2003,2318.67318
fsm,2004,2253.11375
fsm,2005,2309.71216
fsm,2006,2324.50699
fsm,2007,2302.18686
fsm,2008,2266.11459
fsm,2009,2303.74474
fsm,2010,2357.0543
fsm,2011,2419.70265
fsm,2012,2350.49184
fsm,2013,2233.73331
fsm,2014,2151.31603
fsm,2015,2220.94025
fsm,2016,2213.91099
fsm,2017,2247.87953
fsm,2018,2229.05895
fsm,2019,2232.04172
fsm,2020,2169.57077
gab,1960,1259006.04186
gab,1961,1431006.28617
gab,1962,1521088.69183
gab,1963,1594154.44778
gab,1964,1643521.60868
gab,1965,1752220.11242
gab,1966,1798296.17211
gab,1967,1835346.47616
gab,1968,1842454.48607
gab,1969,1950419.6976
gab,1970,2077716.9016
gab,1971,2247797.68068
gab,1972,2457229.39293
gab,1973,2658716.3159
gab,1974,3639476.66647
gab,1975,4252155.14194
gab,1976,5646148.77124
gab,1977,4827244.97253
gab,1978,3582555.12717
gab,1979,3514689.90417
gab,1980,3517341.21734
gab,1981,3605424.87421
gab,1982,3405768.12386
gab,1983,3504455.13152
gab,1984,3669044.82305
gab,1985,3488176.01084
gab,1986,3366747.25711
gab,1987,2713450.72854
gab,1988,2978162.56478
gab,1989,3144318.16677
gab,1990,3217776.9437
gab,1991,3322462.79129
gab,1992,3133763.37055
gab,1993,3171410.73046
gab,1994,3203656.61507
gab,1995,3277143.56372
gab,1996,3310526.19117
gab,1997,3413429.57711
gab,1998,3445416.78485
gab,1999,3061772.4206
gab,2000,2932460.6637
gab,2001,2924486.9667
gab,2002,2848589.23706
gab,2003,2842798.11447
gab,2004,2790846.12953
gab,2005,2789778.64083
gab,2006,2636413.07854
gab,2007,2714299.92944
gab,2008,2545043.76084
gab,2009,2466518.55812
gab,2010,2551584.55982
gab,2011,2634430.76119
gab,2012,2669683.18833
gab,2013,2715619.98041
gab,2014,2732450.13279
gab,2015,2745331.3726
gab,2016,2718728.00045
gab,2017,2656264.1054
gab,2018,2609686.37548
gab,2019,2645469.59152
gab,2020,2534839.80356
gbm,1984,12114.84815
gbm,1985,12077.59027
gbm,1986,14181.43738
gbm,1987,15285.73139
gbm,1988,16728.78865
gbm,1989,17529.14366
gbm,1990,17995.73274
gbm,1991,18120.60822
gbm,1992,18179.96408
gbm,1993,18608.51171
gbm,1994,19290.46915
gbm,1995,19988.58359
gbm,1996,21305.88332
gbm,1997,22835.21821
gbm,1998,25542.70711
gbm,1999,28636.97563
gbm,2000,29783.98404
gbm,2001,31083.27178
gbm,2002,32752.90227
gbm,2003,34471.59284
gbm,2004,35973.60246
gbm,2005,37726.91268
gbm,2006,40137.00159
gbm,2007,42559.28088
gbm,2008,44051.84697
gbm,2009,44516.39389
gbm,2010,45771.20298
gbm,2011,46668.47766
gbm,2012,50287.32818
gbm,2013,52712.42484
gbm,2014,55759.88166
gbm,2015,55715.60217
gbm,2016,59543.33942
gbm,2017,62101.11231
gbm,2018,63126.0928
gbm,2019,62900.92092
gbr,1960,9762.46777
gbr,1961,9947.88261
gbr,1962,9972.60497
gbr,1963,10380.73072
gbr,1964,10884.1593
gbr,1965,11046.12086
gbr,1966,11158.20203
gbr,1967,11407.52227
gbr,1968,11969.80781
gbr,1969,12149.49533
gbr,1970,12865.68831
gbr,1971,13261.09134
gbr,1972,13787.3652
gbr,1973,14658.48471
gbr,1974,14285.2977
gbr,1975,14075.82734
gbr,1976,14489.0358
gbr,1977,14850.02112
gbr,1978,15473.52531
gbr,1979,16039.23208
gbr,1980,15694.64726
gbr,1981,15565.5925
gbr,1982,15881.80061
gbr,1983,16546.6638
gbr,1984,16895.36492
gbr,1985,17556.19657
gbr,1986,18067.38214
gbr,1987,19001.26203
gbr,1988,20045.92875
gbr,1989,20509.17587
gbr,1990,20597.99725
gbr,1991,20307.87738
gbr,1992,20334.26403
gbr,1993,20790.6484
gbr,1994,21535.36267
gbr,1995,22022.23062
gbr,1996,22499.6868
gbr,1997,23543.48703
gbr,1998,24215.37435
gbr,1999,24856.42993
gbr,2000,25677.34032
gbr,2001,26108.83685
gbr,2002,26550.54905
gbr,2003,27227.92143
gbr,2004,27711.20013
gbr,2005,28235.29533
gbr,2006,28752.79919
gbr,2007,29177.25992
gbr,2008,28879.15496
gbr,2009,27444.18201
gbr,2010,27810.27949
gbr,2011,27995.98432
gbr,2012,28210.64659
gbr,2013,28551.9671
gbr,2014,29190.23438
gbr,2015,29719.35456
gbr,2016,30162.5784
gbr,2017,30597.8031
gbr,2018,30915.05802
gbr,2019,31255.1224
gbr,2020,28158.67968
geo,1965,4076.05163
geo,1966,4333.3723
geo,1967,4559.26708
geo,1968,4719.44075
geo,1969,4898.89024
geo,1970,5436.54757
geo,1971,5513.20524
geo,1972,5612.57883
geo,1973,5924.02512
geo,1974,6390.10083
geo,1975,6811.29662
geo,1976,7174.69679
geo,1977,7617.40384
geo,1978,8135.67361
geo,1979,8671.21864
geo,1980,8991.9234
geo,1981,9388.23613
geo,1982,9495.40955
geo,1983,9817.23308
geo,1984,10262.0064
geo,1985,10675.12142
geo,1986,9715.72211
geo,1987,9759.37722
geo,1988,10200.06972
geo,1989,9441.32253
geo,1990,8047.29641
geo,1991,6304.80765
geo,1992,3447.14686
geo,1993,2418.47376
geo,1994,2200.56945
geo,1995,2344.2395
geo,1996,2703.14718
geo,1997,3084.87007
geo,1998,3260.33035
geo,1999,3423.59422
geo,2000,3554.99519
geo,2001,3784.07592
geo,2002,4027.18248
geo,2003,4502.84566
geo,2004,4793.35461
geo,2005,5286.49514
geo,2006,5817.44834
geo,2007,6583.47552
geo,2008,6763.21643
geo,2009,6574.4591
geo,2010,7036.47167
geo,2011,7618.03526
geo,2012,8163.1345
geo,2013,8484.24335
geo,2014,8856.09937
geo,2015,9109.39216
geo,2016,9368.54545
geo,2017,9820.91221
geo,2018,10300.55131
geo,2019,10832.32951
geo,2020,10093.08448
gha,1960,3054.27672
gha,1961,3060.74569
gha,1962,3085.73215
gha,1963,3120.99809
gha,1964,3094.8411
gha,1965,3050.06153
gha,1966,2845.9191
gha,1967,2864.41033
gha,1968,2809.69133
gha,1969,2909.14339
gha,1970,3113.27701
gha,1971,3188.8777
gha,1972,3023.16829
gha,1973,3023.90859
gha,1974,3146.42737
gha,1975,2689.92521
gha,1976,2540.71703
gha,1977,2549.43035
gha,1978,2714.64565
gha,1979,2593.70441
gha,1980,2546.82636
gha,1981,2394.33528
gha,1982,2165.85678
gha,1983,2005.73683
gha,1984,2113.82104
gha,1985,2155.76979
gha,1986,2202.18021
gha,1987,2241.83933
gha,1988,2300.94393
gha,1989,2349.5115
gha,1990,2358.72518
gha,1991,2412.42422
gha,1992,2434.61258
gha,1993,2480.83212
gha,1994,2492.30659
gha,1995,2525.80841
gha,1996,2574.20837
gha,1997,2615.363
gha,1998,2671.441
gha,1999,2721.49821
gha,2000,2753.90639
gha,2001,2794.75795
gha,2002,2849.91974
gha,2003,2925.30478
gha,2004,3013.31522
gha,2005,3111.76901
gha,2006,3227.41676
gha,2007,3281.93164
gha,2008,3491.02589
gha,2009,3568.21482
gha,2010,3755.52221
gha,2011,4180.47498
gha,2012,4461.96959
gha,2013,4678.26437
gha,2014,4702.86145
gha,2015,4694.86428
gha,2016,4745.42611
gha,2017,5018.49447
gha,2018,5214.04584
gha,2019,5434.55729
gha,2020,5342.03303
gin,1986,2938585.10396
gin,1987,2945607.94518
gin,1988,3036594.96516
gin,1989,3063433.92942
gin,1990,3102922.93853
gin,1991,3095020.97188
gin,1992,3110071.25197
gin,1993,3181148.55681
gin,1994,3221525.02489
gin,1995,3282574.3932
gin,1996,3339831.58895
gin,1997,3421977.34043
gin,1998,3457027.03028
gin,1999,3502383.95085
gin,2000,3509024.77337
gin,2001,3561189.64259
gin,2002,3671398.23004
gin,2003,3646309.79482
gin,2004,3659464.33574
gin,2005,3693076.87239
gin,2006,3657577.35412
gin,2007,3820429.79664
gin,2008,3888197.61233
gin,2009,3757476.29833
gin,2010,3850352.89341
gin,2011,3977351.48254
gin,2012,4121041.74226
gin,2013,4188953.79055
gin,2014,4243239.6696
gin,2015,4297245.27067
gin,2016,4637953.85955
gin,2017,4976158.6409
gin,2018,5144726.77213
gin,2019,5283294.03014
gin,2020,5496906.21903
gmb,1966,22466.68641
gmb,1967,21879.82321
gmb,1968,23320.84819
gmb,1969,23219.75403
gmb,1970,23949.33396
gmb,1971,23247.64704
gmb,1972,22626.24209
gmb,1973,23988.3274
gmb,1974,24630.55188
gmb,1975,26825.17758
gmb,1976,27876.93442
gmb,1977,27888.5974
gmb,1978,28666.78061
gmb,1979,27358.25394
gmb,1980,28139.17862
gmb,1981,28175.11685
gmb,1982,27113.20723
gmb,1983,29115.66249
gmb,1984,29086.12511
gmb,1985,27700.78446
gmb,1986,27545.67176
gmb,1987,26867.72015
gmb,1988,26706.96183
gmb,1989,26978.35654
gmb,1990,26770.06658
gmb,1991,26570.90224
gmb,1992,26538.16985
gmb,1993,26477.22209
gmb,1994,25709.66689
gmb,1995,25146.78892
gmb,1996,24921.7044
gmb,1997,25349.53712
gmb,1998,25439.95618
gmb,1999,26241.6476
gmb,2000,26832.14567
gmb,2001,27504.19846
gmb,2002,25772.86947
gmb,2003,26676.04842
gmb,2004,27667.5065
gmb,2005,26190.43424
gmb,2006,25264.30273
gmb,2007,25264.75895
gmb,2008,26059.5915
gmb,2009,26982.22794
gmb,2010,27733.06331
gmb,2011,24720.80511
gmb,2012,25239.78919
gmb,2013,25188.87564
gmb,2014,24094.15174
gmb,2015,24328.8015
gmb,2016,24071.39825
gmb,2017,24494.11694
gmb,2018,25503.71981
gmb,2019,26293.53008
gmb,2020,25488.08688
gnb,1970,211579.99367
gnb,1971,199506.56413
gnb,1972,208123.25833
gnb,1973,206580.31783
gnb,1974,212723.20053
gnb,1975,226921.63632
gnb,1976,236770.06925
gnb,1977,219418.40082
gnb,1978,248089.1597
gnb,1979,252190.81185
gnb,1980,210074.58723
gnb,1981,244447.88046
gnb,1982,249498.02728
gnb,1983,235268.31364
gnb,1984,250347.65023
gnb,1985,254533.11525
gnb,1986,246750.32593
gnb,1987,248279.98576
gnb,1988,254053.13682
gnb,1989,263690.13276
gnb,1990,273612.38146
gnb,1991,281150.34335
gnb,1992,277882.89239
