geo,time,sh_xpd_oopc_ch_zs
bdi,2002,41.20007
bdi,2003,41.96569
bdi,2004,35.56012
bdi,2005,35.17009
bdi,2006,34.81431
bdi,2007,35.70704
bdi,2008,35.95797
bdi,2009,31.62755
bdi,2010,28.20031
bdi,2011,25.47524
bdi,2012,22.69366
bdi,2013,21.08439
bdi,2014,30.55747
bdi,2015,30.53679
bdi,2016,25.95043
bdi,2017,25.8303
bdi,2018,23.87432
bdi,2019,24.67636
bel,2000,20.22723
bel,2001,19.58826
bel,2002,20.8711
bel,2003,21.12304
bel,2004,20.27673
bel,2005,20.34818
bel,2006,20.499
bel,2007,20.84238
bel,2008,20.18033
bel,2009,19.93112
bel,2010,19.95389
bel,2011,19.68983
bel,2012,19.36369
bel,2013,19.60912
bel,2014,19.32838
bel,2015,19.34007
bel,2016,18.00682
bel,2017,17.80459
bel,2018,18.23685
bel,2019,18.17289
ben,2000,52.37
ben,2001,49.88696
ben,2002,52.65976
ben,2003,53.02147
ben,2004,51.0565
ben,2005,51.10164
ben,2006,50.49409
ben,2007,49.00124
ben,2008,47.32985
ben,2009,46.01295
ben,2010,44.99471
ben,2011,43.57491
ben,2012,37.40645
ben,2013,42.31209
ben,2014,44.01254
ben,2015,40.49659
ben,2016,43.0011
ben,2017,43.86723
ben,2018,44.6842
ben,2019,47.04357
bfa,2000,42.16008
bfa,2001,42.72939
bfa,2002,38.27583
bfa,2003,33.38693
bfa,2004,30.43884
bfa,2005,30.71226
bfa,2006,30.8526
bfa,2007,27.39347
bfa,2008,30.95701
bfa,2009,31.44069
bfa,2010,30.16873
bfa,2011,32.8817
bfa,2012,32.38357
bfa,2013,33.53733
bfa,2014,34.07848
bfa,2015,36.0298
bfa,2016,31.38309
bfa,2017,31.67768
bfa,2018,35.83075
bfa,2019,34.69356
bgd,2000,61.09532
bgd,2001,65.14017
bgd,2002,62.29359
bgd,2003,62.38763
bgd,2004,62.50524
bgd,2005,64.85486
bgd,2006,65.07526
bgd,2007,65.81632
bgd,2008,67.16354
bgd,2009,67.2367
bgd,2010,67.2104
bgd,2011,67.37222
bgd,2012,67.46909
bgd,2013,68.51466
bgd,2014,69.93146
bgd,2015,71.81634
bgd,2016,73.1534
bgd,2017,73.90063
bgd,2018,73.88068
bgd,2019,72.67635
bgr,2000,40.3757
bgr,2001,43.70613
bgr,2002,39.7944
bgr,2003,38.06083
bgr,2004,39.20326
bgr,2005,38.86741
bgr,2006,42.64741
bgr,2007,42.5927
bgr,2008,42.62919
bgr,2009,44.36734
bgr,2010,43.14135
bgr,2011,44.46373
bgr,2012,47.74681
bgr,2013,41.86244
bgr,2014,40.24094
bgr,2015,42.50994
bgr,2016,43.25471
bgr,2017,43.36105
bgr,2018,40.51738
bgr,2019,38.97313
bhr,2000,25.79221
bhr,2001,25.35383
bhr,2002,25.72261
bhr,2003,31.4931
bhr,2004,30.90075
bhr,2005,28.19253
bhr,2006,27.09491
bhr,2007,30.15912
bhr,2008,27.22068
bhr,2009,28.34786
bhr,2010,28.46046
bhr,2011,28.43585
bhr,2012,26.80383
bhr,2013,26.91797
bhr,2014,26.176
bhr,2015,25.84039
bhr,2016,27.98786
bhr,2017,30.44046
bhr,2018,30.00358
bhr,2019,29.7323
bhs,2000,27.22701
bhs,2001,28.23169
bhs,2002,28.80686
bhs,2003,28.64151
bhs,2004,29.60047
bhs,2005,30.36487
bhs,2006,29.36037
bhs,2007,28.72887
bhs,2008,27.80484
bhs,2009,27.00976
bhs,2010,27.59476
bhs,2011,27.96329
bhs,2012,28.74634
bhs,2013,27.93252
bhs,2014,28.32533
bhs,2015,30.3904
bhs,2016,28.03924
bhs,2017,24.38474
bhs,2018,27.33549
bhs,2019,26.234
bih,2000,39.49313
bih,2001,38.78443
bih,2002,35.9349
bih,2003,30.28848
bih,2004,42.70068
bih,2005,45.20006
bih,2006,44.99709
bih,2007,44.27067
bih,2008,43.91299
bih,2009,30.61832
bih,2010,30.07586
bih,2011,29.46848
bih,2012,29.21257
bih,2013,29.06752
bih,2014,28.92234
bih,2015,28.80271
bih,2016,28.61373
bih,2017,29.11909
bih,2018,29.31169
bih,2019,29.35281
blr,2000,16.02836
blr,2001,20.71437
blr,2002,23.02667
blr,2003,20.16889
blr,2004,19.22101
blr,2005,21.78303
blr,2006,24.38808
blr,2007,25.79394
blr,2008,29.84134
blr,2009,30.91972
blr,2010,29.16507
blr,2011,33.58784
blr,2012,30.77398
blr,2013,33.79234
blr,2014,34.89433
blr,2015,36.20261
blr,2016,26.71419
blr,2017,27.05756
blr,2018,25.44559
blr,2019,25.69006
blz,2000,37.3066
blz,2001,33.6085
blz,2002,33.21638
blz,2003,33.49907
blz,2004,33.45681
blz,2005,31.96217
blz,2006,28.96889
blz,2007,24.89033
blz,2008,22.91977
blz,2009,24.34007
blz,2010,24.62802
blz,2011,24.53951
blz,2012,25.3455
blz,2013,24.93612
blz,2014,22.26491
blz,2015,23.37054
blz,2016,23.72738
blz,2017,23.9015
blz,2018,23.22353
blz,2019,21.81062
bol,2000,33.5073
bol,2001,33.05338
bol,2002,33.92094
bol,2003,32.02861
bol,2004,32.59439
bol,2005,32.00019
bol,2006,32.2654
bol,2007,30.76194
bol,2008,30.36823
bol,2009,30.09938
bol,2010,33.2774
bol,2011,32.50546
bol,2012,34.35834
bol,2013,34.00916
bol,2014,30.90436
bol,2015,27.32662
bol,2016,28.02112
bol,2017,25.07785
bol,2018,21.98147
bol,2019,23.86876
bra,2000,36.59222
bra,2001,37.80703
bra,2002,36.4062
bra,2003,35.47386
bra,2004,35.36583
bra,2005,35.87644
bra,2006,34.37127
bra,2007,33.09412
bra,2008,30.88409
bra,2009,31.21032
bra,2010,29.38521
bra,2011,29.29958
bra,2012,29.68203
bra,2013,28.17707
bra,2014,28.18025
bra,2015,24.70736
bra,2016,24.42057
bra,2017,24.46794
bra,2018,24.82529
bra,2019,24.87985
brb,2000,39.37476
brb,2001,38.05859
brb,2002,36.52174
brb,2003,35.93108
brb,2004,33.58927
brb,2005,35.07393
brb,2006,35.38161
brb,2007,36.84222
brb,2008,35.45527
brb,2009,36.3134
brb,2010,38.08009
brb,2011,42.18822
brb,2012,38.60699
brb,2013,40.98611
brb,2014,43.79573
brb,2015,44.00276
brb,2016,44.06992
brb,2017,45.29132
brb,2018,46.51943
brb,2019,46.72623
brn,2000,15.83131
brn,2001,16.80675
brn,2002,16.41055
brn,2003,17.05134
brn,2004,16.90948
brn,2005,16.33396
brn,2006,14.68853
brn,2007,12.785
brn,2008,10.10824
brn,2009,9.4994
brn,2010,8.26135
brn,2011,8.47187
brn,2012,8.85193
brn,2013,9.40742
brn,2014,7.3346
brn,2015,4.97358
brn,2016,4.97982
brn,2017,5.41142
brn,2018,4.85835
brn,2019,5.68011
btn,2000,11.54134
btn,2001,7.93422
btn,2002,10.30409
btn,2003,19.00846
btn,2004,16.25364
btn,2005,16.79038
btn,2006,14.79103
btn,2007,14.33665
btn,2008,15.47425
btn,2009,16.58109
btn,2010,16.48264
btn,2011,16.34393
btn,2012,20.5064
btn,2013,20.3139
btn,2014,21.17123
btn,2015,19.79466
btn,2016,20.1297
btn,2017,13.30647
btn,2018,13.16381
btn,2019,17.79043
bwa,2000,10.98295
bwa,2001,9.7254
bwa,2002,9.00437
bwa,2003,9.04519
bwa,2004,8.88363
bwa,2005,8.82704
bwa,2006,8.2875
bwa,2007,6.77262
bwa,2008,5.81574
bwa,2009,5.42353
bwa,2010,4.99356
bwa,2011,4.57396
bwa,2012,4.24005
bwa,2013,3.78434
bwa,2014,3.7171
bwa,2015,3.57782
bwa,2016,3.30749
bwa,2017,2.99324
bwa,2018,3.08923
bwa,2019,3.13689
caf,2000,47.03989
caf,2001,53.50387
caf,2002,49.51162
caf,2003,51.47275
caf,2004,54.85249
caf,2005,53.23128
caf,2006,52.94623
caf,2007,50.60357
caf,2008,58.59596
caf,2009,49.31326
caf,2010,62.27073
caf,2011,60.70261
caf,2012,58.31565
caf,2013,47.28457
caf,2014,50.28579
caf,2015,48.77671
caf,2016,55.20956
caf,2017,56.41589
caf,2018,41.67273
caf,2019,60.31565
can,2000,16.60521
can,2001,15.92599
can,2002,15.90834
can,2003,15.25148
can,2004,15.28787
can,2005,15.36829
can,2006,15.87159
can,2007,15.59514
can,2008,15.48502
can,2009,15.15418
can,2010,15.48853
can,2011,15.06602
can,2012,14.87092
can,2013,14.49593
can,2014,14.59731
can,2015,14.61075
can,2016,15.47061
can,2017,15.28028
can,2018,14.98916
can,2019,14.91468
che,2000,31.04062
che,2001,30.11982
che,2002,29.04967
che,2003,28.62253
che,2004,28.75734
che,2005,27.14405
che,2006,27.34946
che,2007,27.33333
che,2008,26.49786
che,2009,26.2013
che,2010,26.18808
che,2011,25.64536
che,2012,25.86537
che,2013,25.16288
che,2014,26.03661
che,2015,25.85815
che,2016,26.57211
che,2017,26.40589
che,2018,27.98195
che,2019,25.29318
chl,2000,42.81497
chl,2001,42.61517
chl,2002,42.484
chl,2003,42.76385
chl,2004,41.84412
chl,2005,42.47087
chl,2006,40.74998
chl,2007,39.18727
chl,2008,37.43043
chl,2009,34.58894
chl,2010,34.46763
chl,2011,34.49926
chl,2012,33.40764
chl,2013,33.63831
chl,2014,34.26873
chl,2015,34.50926
chl,2016,34.75083
chl,2017,33.3051
chl,2018,33.24673
chl,2019,32.80003
chn,2000,60.12534
chn,2001,64.19144
chn,2002,62.85082
chn,2003,60.71777
chn,2004,58.76868
chn,2005,57.68999
chn,2006,55.99118
chn,2007,51.29121
chn,2008,47.36825
chn,2009,43.45622
chn,2010,40.80001
chn,2011,40.26554
chn,2012,39.23459
chn,2013,38.15952
chn,2014,36.56483
chn,2015,35.08929
chn,2016,35.90619
chn,2017,36.05041
chn,2018,35.75066
chn,2019,35.23002
civ,2000,73.06518
civ,2001,74.42911
civ,2002,73.05618
civ,2003,72.44624
civ,2004,69.99561
civ,2005,70.29633
civ,2006,67.47201
civ,2007,63.33766
civ,2008,59.38002
civ,2009,59.6157
civ,2010,58.51256
civ,2011,59.2073
civ,2012,52.79811
civ,2013,56.15932
civ,2014,51.14342
civ,2015,42.58926
civ,2016,40.01249
civ,2017,39.21524
civ,2018,39.28532
civ,2019,37.29367
cmr,2000,77.53
cmr,2001,73.32112
cmr,2002,70.23037
cmr,2003,71.61105
cmr,2004,73.96626
cmr,2005,74.42726
cmr,2006,74.43475
cmr,2007,75.058
cmr,2008,74.26247
cmr,2009,76.83085
cmr,2010,76.05049
cmr,2011,69.66052
cmr,2012,66.84528
cmr,2013,69.7243
cmr,2014,64.30428
cmr,2015,69.85345
cmr,2016,69.83177
cmr,2017,75.82298
cmr,2018,75.13142
cmr,2019,72.5307
cod,2000,51.0825
cod,2001,70.11753
cod,2002,69.01516
cod,2003,66.52222
cod,2004,70.73286
cod,2005,68.51326
cod,2006,67.86348
cod,2007,63.57241
cod,2008,49.8017
cod,2009,45.38202
cod,2010,37.0503
cod,2011,38.8241
cod,2012,40.27503
cod,2013,39.43297
cod,2014,38.7164
cod,2015,37.42671
cod,2016,37.29187
cod,2017,40.12472
cod,2018,41.61064
cod,2019,38.49701
cog,2000,52.69973
cog,2001,45.78503
cog,2002,61.42271
cog,2003,61.43462
cog,2004,55.6084
cog,2005,51.97861
cog,2006,48.68207
cog,2007,49.15676
cog,2008,37.85081
cog,2009,50.37176
cog,2010,42.15447
cog,2011,41.09135
cog,2012,29.73799
cog,2013,30.65259
cog,2014,31.18632
cog,2015,32.46012
cog,2016,44.25678
cog,2017,45.59012
cog,2018,50.2575
cog,2019,45.86199
col,2000,13.69103
col,2001,13.39814
col,2002,11.48961
col,2003,8.60398
col,2004,13.75858
col,2005,16.40796
col,2006,17.93337
col,2007,19.24852
col,2008,20.85274
col,2009,18.01455
col,2010,17.00356
col,2011,15.31575
col,2012,17.85855
col,2013,17.1529
col,2014,16.27701
col,2015,15.40105
col,2016,15.61221
col,2017,15.36301
col,2018,15.13075
col,2019,14.85696
com,2000,79.78871
com,2001,81.36224
com,2002,76.27454
com,2003,73.18702
com,2004,73.07665
com,2005,76.2222
com,2006,79.53159
com,2007,81.81255
com,2008,83.37431
com,2009,84.12469
com,2010,80.46083
com,2011,64.04379
com,2012,67.95716
com,2013,68.12346
com,2014,65.59694
com,2015,74.98792
com,2016,71.26645
com,2017,63.84444
com,2018,67.2551
com,2019,61.82796
cpv,2000,25.25919
cpv,2001,23.33108
cpv,2002,23.52382
cpv,2003,24.17235
cpv,2004,23.83399
cpv,2005,24.59076
cpv,2006,23.79957
cpv,2007,22.91623
cpv,2008,24.45174
cpv,2009,24.22962
cpv,2010,28.08193
cpv,2011,25.89293
cpv,2012,24.56819
cpv,2013,24.25014
cpv,2014,25.69905
cpv,2015,27.74928
cpv,2016,28.69294
cpv,2017,27.38742
cpv,2018,27.20526
cpv,2019,24.94077
cri,2000,31.57487
cri,2001,31.63287
cri,2002,30.69062
cri,2003,30.76501
cri,2004,32.05981
cri,2005,32.77382
cri,2006,31.07696
cri,2007,30.91247
cri,2008,29.51095
cri,2009,26.40225
cri,2010,25.38431
cri,2011,25.78323
cri,2012,24.50275
cri,2013,23.22567
cri,2014,24.41331
cri,2015,22.59923
cri,2016,22.20295
cri,2017,21.25539
cri,2018,22.41642
cri,2019,22.32456
cub,2000,16.22938
cub,2001,18.70624
cub,2002,19.37736
cub,2003,20.32512
cub,2004,19.59809
cub,2005,14.84368
cub,2006,14.26366
cub,2007,9.78315
cub,2008,8.83751
cub,2009,8.09964
cub,2010,9.18197
cub,2011,10.81638
cub,2012,13.13097
cub,2013,12.27119
cub,2014,9.63888
cub,2015,9.62183
cub,2016,10.28543
cub,2017,10.48266
cub,2018,11.00802
cub,2019,10.5857
cyp,2000,55.90192
cyp,2001,55.21613
cyp,2002,52.77162
cyp,2003,47.65465
cyp,2004,49.88218
cyp,2005,49.8322
cyp,2006,48.32825
cyp,2007,48.79762
cyp,2008,51.40008
cyp,2009,49.92381
cyp,2010,43.10597
cyp,2011,41.37463
cyp,2012,42.37166
cyp,2013,42.59913
cyp,2014,45.11098
cyp,2015,43.48733
cyp,2016,44.43133
cyp,2017,44.40687
cyp,2018,43.59209
cyp,2019,30.56827
cze,2000,10.19751
cze,2001,10.64327
cze,2002,10.0017
cze,2003,10.36722
cze,2004,10.70501
cze,2005,11.09285
cze,2006,11.64602
cze,2007,13.63103
cze,2008,16.13297
cze,2009,15.05054
cze,2010,15.25088
cze,2011,15.02146
cze,2012,15.29149
cze,2013,13.58585
cze,2014,14.08199
cze,2015,14.82839
cze,2016,15.02381
cze,2017,14.8091
cze,2018,14.1906
cze,2019,14.15003
deu,2000,12.2886
deu,2001,12.28205
deu,2002,12.57544
deu,2003,12.84036
deu,2004,14.02403
deu,2005,14.12019
deu,2006,14.50666
deu,2007,14.41223
deu,2008,14.1165
deu,2009,13.89385
deu,2010,13.96032
deu,2011,14.00435
deu,2012,14.16993
deu,2013,13.3099
deu,2014,13.00081
deu,2015,13.08271
deu,2016,12.98551
deu,2017,12.77696
deu,2018,12.83897
deu,2019,12.8164
dji,2000,51.33247
dji,2001,54.73034
dji,2002,42.81144
dji,2003,36.94395
dji,2004,41.30124
dji,2005,41.67883
dji,2006,37.76252
dji,2007,35.84454
dji,2008,31.61332
dji,2009,30.16869
dji,2010,29.03931
dji,2011,24.22881
dji,2012,22.94797
dji,2013,24.05808
dji,2014,22.65953
dji,2015,20.54256
dji,2016,23.17867
dji,2017,26.15773
dji,2018,29.10498
dji,2019,24.15331
dma,2000,33.02465
dma,2001,41.14457
dma,2002,41.70457
dma,2003,40.08025
dma,2004,40.67154
dma,2005,40.02455
dma,2006,39.92842
dma,2007,42.96027
dma,2008,44.35028
dma,2009,42.24051
dma,2010,38.80087
dma,2011,36.78413
dma,2012,35.47106
dma,2013,35.36191
dma,2014,35.7448
dma,2015,34.05469
dma,2016,32.22554
dma,2017,28.55779
dma,2018,30.91319
dma,2019,33.85964
dnk,2000,15.35643
dnk,2001,15.11595
dnk,2002,14.72838
dnk,2003,14.55719
dnk,2004,14.87114
dnk,2005,14.70921
dnk,2006,14.52643
dnk,2007,14.56183
dnk,2008,14.1178
dnk,2009,13.6846
dnk,2010,14.38571
dnk,2011,14.55077
dnk,2012,14.15906
dnk,2013,13.81008
dnk,2014,13.77455
dnk,2015,13.67477
dnk,2016,13.71237
dnk,2017,13.73846
dnk,2018,13.76511
dnk,2019,14.16925
dom,2000,55.32014
dom,2001,54.50362
dom,2002,53.45067
dom,2003,61.65139
dom,2004,62.25312
dom,2005,53.87656
dom,2006,54.74833
dom,2007,47.68968
dom,2008,43.60146
dom,2009,42.82119
dom,2010,43.91681
dom,2011,42.44413
dom,2012,42.86168
dom,2013,42.18322
dom,2014,42.48418
dom,2015,42.85131
dom,2016,44.61641
dom,2017,44.7382
dom,2018,44.74538
dom,2019,42.94846
dza,2000,25.79452
dza,2001,21.66853
dza,2002,22.52488
dza,2003,21.14864
dza,2004,26.09433
dza,2005,28.09361
dza,2006,29.12136
dza,2007,28.08858
dza,2008,26.14696
dza,2009,27.44951
dza,2010,28.88244
dza,2011,27.87346
dza,2012,25.71591
dza,2013,27.56198
dza,2014,26.65845
dza,2015,28.20834
dza,2016,30.88361
dza,2017,32.53519
dza,2018,32.62852
dza,2019,33.44376
ecu,2000,63.58325
ecu,2001,60.97737
ecu,2002,62.64144
ecu,2003,62.05472
ecu,2004,60.87601
ecu,2005,62.83395
ecu,2006,60.95616
ecu,2007,55.38709
ecu,2008,54.79512
ecu,2009,52.01763
ecu,2010,47.34991
ecu,2011,46.44909
ecu,2012,43.17629
ecu,2013,38.03085
ecu,2014,33.16308
ecu,2015,36.26529
ecu,2016,33.14676
ecu,2017,32.42952
ecu,2018,30.46494
ecu,2019,30.87842
egy,2000,62.48935
egy,2001,63.82561
egy,2002,63.7668
egy,2003,65.40508
egy,2004,64.55257
egy,2005,64.58326
egy,2006,60.4172
egy,2007,60.3275
egy,2008,61.8238
egy,2009,60.43681
egy,2010,62.6281
egy,2011,60.4951
egy,2012,60.88406
egy,2013,57.93513
egy,2014,55.12138
egy,2015,59.4543
egy,2016,58.99695
egy,2017,56.39825
egy,2018,62.26117
egy,2019,62.74811
eri,2000,63.76799
eri,2001,55.92799
eri,2002,46.02208
eri,2003,38.93306
eri,2004,35.13972
eri,2005,35.2389
eri,2006,34.45084
eri,2007,44.09306
eri,2008,33.42354
eri,2009,46.11647
eri,2010,49.40819
eri,2011,37.06453
eri,2012,52.9661
eri,2013,49.11731
eri,2014,52.6469
eri,2015,42.14126
eri,2016,56.45917
eri,2017,40.93975
eri,2018,48.89565
eri,2019,43.19563
esp,2000,24.32432
esp,2001,24.85229
esp,2002,24.59955
esp,2003,22.45525
esp,2004,22.15661
esp,2005,21.76431
esp,2006,21.02454
esp,2007,20.73387
esp,2008,20.64165
esp,2009,19.01792
esp,2010,20.29104
esp,2011,20.3906
esp,2012,21.80673
esp,2013,22.77354
esp,2014,23.13563
esp,2015,22.29759
esp,2016,21.95867
esp,2017,22.22771
esp,2018,22.25347
esp,2019,21.81145
est,2000,20.36462
est,2001,19.24532
est,2002,20.55887
est,2003,20.51282
est,2004,22.3976
est,2005,22.6369
est,2006,23.1662
est,2007,22.65051
est,2008,20.72413
est,2009,20.33496
est,2010,21.91825
est,2011,21.5559
est,2012,21.51741
est,2013,22.60503
est,2014,22.62244
est,2015,22.78414
est,2016,22.72888
est,2017,24.87694
est,2018,24.64049
est,2019,24.04537
eth,2000,35.9573
eth,2001,34.55399
eth,2002,37.46263
eth,2003,34.45894
eth,2004,34.86631
eth,2005,31.3403
eth,2006,38.77533
eth,2007,36.99623
eth,2008,38.47733
eth,2009,41.53926
eth,2010,42.29021
eth,2011,46.53788
eth,2012,42.16745
eth,2013,42.40407
eth,2014,38.47409
eth,2015,36.74348
eth,2016,35.43159
eth,2017,34.40162
eth,2018,35.44365
eth,2019,37.87532
fin,2000,21.62706
fin,2001,21.21911
fin,2002,20.74457
fin,2003,20.33723
fin,2004,19.85958
fin,2005,19.57611
fin,2006,18.81659
fin,2007,18.99828
fin,2008,18.57299
fin,2009,18.31737
fin,2010,18.80396
fin,2011,18.15205
fin,2012,17.46196
fin,2013,17.79447
fin,2014,17.63745
fin,2015,18.62889
fin,2016,19.27291
fin,2017,19.04597
fin,2018,18.43068
fin,2019,17.44897
fji,2000,10.83727
fji,2001,13.17821
fji,2002,12.31894
fji,2003,12.85473
fji,2004,12.95537
fji,2005,12.08775
fji,2006,14.34637
fji,2007,15.58711
fji,2008,16.50561
fji,2009,24.5894
fji,2010,22.37072
fji,2011,25.31679
fji,2012,24.78925
fji,2013,22.54664
fji,2014,19.89637
fji,2015,21.02604
fji,2016,20.63828
fji,2017,15.59425
fji,2018,14.43851
fji,2019,13.1946
fra,2000,7.2735
fra,2001,7.33574
fra,2002,7.13797
fra,2003,7.37662
fra,2004,7.24623
fra,2005,7.36895
fra,2006,9.35881
fra,2007,9.52841
fra,2008,10.02973
fra,2009,10.1668
fra,2010,10.23503
fra,2011,10.23994
fra,2012,10.11996
fra,2013,9.94802
fra,2014,9.86986
fra,2015,9.71686
fra,2016,9.57648
fra,2017,9.58603
fra,2018,9.31658
fra,2019,9.26108
fsm,2000,4.81946
fsm,2001,4.81116
fsm,2002,5.41148
fsm,2003,4.89493
fsm,2004,4.35161
fsm,2005,3.20276
fsm,2006,5.03086
fsm,2007,4.46636
fsm,2008,4.09927
fsm,2009,3.74974
fsm,2010,3.23353
fsm,2011,3.02522
fsm,2012,2.88499
fsm,2013,3.0183
fsm,2014,2.70262
fsm,2015,2.57753
fsm,2016,2.44561
fsm,2017,2.64813
fsm,2018,2.79764
fsm,2019,2.86158
gab,2000,53.13008
gab,2001,50.79984
gab,2002,54.06825
gab,2003,50.09151
gab,2004,49.94594
gab,2005,52.13557
gab,2006,51.14927
gab,2007,50.51585
gab,2008,51.96376
gab,2009,50.63161
gab,2010,25.50565
gab,2011,27.73153
gab,2012,28.00476
gab,2013,28.59302
gab,2014,28.12981
gab,2015,25.90466
gab,2016,22.55089
gab,2017,25.15639
gab,2018,23.11415
gab,2019,23.08802
gbr,2000,17.71292
gbr,2001,17.89386
gbr,2002,17.26617
gbr,2003,16.5091
gbr,2004,15.21292
gbr,2005,13.94338
gbr,2006,13.29073
gbr,2007,14.99859
gbr,2008,13.78874
gbr,2009,12.93809
gbr,2010,13.59454
gbr,2011,13.84099
gbr,2012,14.55787
gbr,2013,15.97153
gbr,2014,15.9284
gbr,2015,16.08236
gbr,2016,16.28811
gbr,2017,16.73583
gbr,2018,16.99979
gbr,2019,17.07361
geo,2000,80.98434
geo,2001,76.4383
geo,2002,77.12855
geo,2003,79.20792
geo,2004,79.43697
geo,2005,79.58549
geo,2006,77.26433
geo,2007,75.6736
geo,2008,66.54589
geo,2009,68.90899
geo,2010,72.72727
geo,2011,75.61214
geo,2012,73.43678
geo,2013,69.07719
geo,2014,65.97561
geo,2015,57.32434
geo,2016,55.51872
geo,2017,54.76191
geo,2018,47.66829
