geo,time,gc_tax_othr_cn
fra,2001,23217000000
fra,2002,24315000000
fra,2003,24594000000
fra,2004,27787000000
fra,2005,29654000000
fra,2006,29899000000
fra,2007,32485000000
fra,2008,32555000000
fra,2009,33282000000
fra,2010,49827000000
fra,2011,38944000000
fra,2012,38965000000
fra,2013,42293000000
fra,2014,43681000000
fra,2015,45051000000
fra,2016,45051000000
fra,2017,47442000000
fra,2018,44558000000
fra,2019,53548000000
fsm,2008,0
fsm,2009,207193
fsm,2010,281007
fsm,2011,246597
fsm,2012,171333
fsm,2013,188229
fsm,2014,102664
fsm,2015,190020
fsm,2016,228165
fsm,2017,379580
fsm,2018,422898
fsm,2019,342369
gab,2012,78969000000
gab,2013,66714000000
gab,2014,119343500000
gab,2015,88211000000
gab,2016,119367257637
gab,2017,114152242505
gab,2018,89782823999
gab,2019,81487849441
gbr,1972,934000000
gbr,1973,441000000
gbr,1974,426000000
gbr,1975,362000000
gbr,1976,447000000
gbr,1977,1315000000
gbr,1978,2055000000
gbr,1979,3377000000
gbr,1980,3999000000
gbr,1981,4484000000
gbr,1982,4432000000
gbr,1983,2302000000
gbr,1984,2113000000
gbr,1985,1498000000
gbr,1986,1598000000
gbr,1987,1418000000
gbr,1988,1403000000
gbr,1989,1572000000
gbr,1990,12150000000
gbr,1991,14885000000
gbr,1992,14670000000
gbr,1993,14611000000
gbr,1994,13973000000
gbr,1995,13810000000
gbr,1996,14902000000
gbr,1997,15732000000
gbr,1998,16284000000
gbr,1999,17236000000
gbr,2000,18839000000
gbr,2001,19862000000
gbr,2002,20930000000
gbr,2003,21084000000
gbr,2004,21876000000
gbr,2005,23104000000
gbr,2006,24654000000
gbr,2007,26034000000
gbr,2008,48799000000
gbr,2009,28899000000
gbr,2010,31000000000
gbr,2011,31129000000
gbr,2012,32223000000
gbr,2013,35287000000
gbr,2014,35650000000
gbr,2015,37352000000
gbr,2016,38344000000
gbr,2017,41231000000
gbr,2018,43247000000
gbr,2019,43877000000
geo,1995,15500000
geo,1996,51100000
geo,1997,22600000
geo,1998,33700000
geo,1999,53100000
geo,2000,40100000
geo,2001,53300000
geo,2002,16800000
geo,2003,14300000
geo,2004,19900000
geo,2005,3000000
geo,2006,22100000
geo,2007,25300000
geo,2008,93000000
geo,2009,61000000
geo,2010,63500000
geo,2011,38400000
geo,2012,35200000
geo,2013,28300000
geo,2014,24500000
geo,2015,26800000
geo,2016,526600000
geo,2017,193200000
geo,2018,54300000
geo,2019,212000000
geo,2020,72800000
gha,1990,0
gha,1991,0
gha,1992,0
gha,1993,0
gha,2001,0
gha,2002,0
gha,2003,0
gha,2004,0
gha,2005,0
gha,2006,0
gha,2007,0
gha,2008,0
gha,2009,0
gha,2010,0
gha,2011,0
gha,2012,-163732206.56
gha,2013,-181606978.58
gha,2016,-1445171134.28
gha,2017,-1803381266
gha,2018,-2124739660
gha,2019,-2316927364.28828
gin,1990,1075000000
gin,1991,3153000000
gin,1992,2185000000
gmb,1990,2810000
gnb,2017,1709107000
gnb,2019,2227889156.24
gnq,2006,4002000000
gnq,2007,5690000000
gnq,2008,4439000000
gnq,2009,5448000000
gnq,2010,10220500000
gnq,2011,10900677142.9054
gnq,2012,23161538671
gnq,2013,5335432332
gnq,2014,16887856436
gnq,2015,9187011393
gnq,2016,12827177235
gnq,2017,63159726730
gnq,2018,20212180483
gnq,2019,7012969033
grc,1972,24710198.09244
grc,1973,33250183.41893
grc,1974,36272927.3661
grc,1975,49772560.52825
grc,1976,60102714.60015
grc,1977,73250183.41893
grc,1978,85282465.1504
grc,1979,84812912.69259
grc,1980,121526045.48789
grc,1981,109963316.21423
grc,1982,191283932.50183
grc,1983,224974321.34996
grc,1984,243198826.11885
grc,1985,320410858.40059
grc,1986,385355832.72194
grc,1987,405370506.23624
grc,1988,306940572.26706
grc,1989,366192223.03742
grc,1990,459075568.59868
grc,1995,859000000
grc,1996,959000000
grc,1997,1120000000
grc,1998,1268000000
grc,1999,1275000000
grc,2000,1373000000
grc,2001,1371000000
grc,2002,1320000000
grc,2003,1285000000
grc,2004,1339000000
grc,2005,1532000000
grc,2006,1667000000
grc,2007,1657000000
grc,2008,1959000000
grc,2009,1778000000
grc,2010,1503000000
grc,2011,3127000000
grc,2012,3245000000
grc,2013,3850000000
grc,2014,3470000000
grc,2015,3762000000
grc,2016,3738000000
grc,2017,3752000000
grc,2018,3650000000
grc,2019,3574000000
gtm,1990,177590000
gtm,1991,295650000
gtm,1992,221350000
gtm,1993,194540000
gtm,1994,219780000
gtm,1995,234020000
gtm,1996,209200000
gtm,1997,180180000
gtm,1998,234390000
gtm,1999,263350000
gtm,2000,199450000
gtm,2001,167250000
gtm,2002,193550000
gtm,2003,185450000
gtm,2004,297440000
gtm,2005,322370000
gtm,2006,400800000
gtm,2007,406400000
gtm,2008,392300000
gtm,2009,604259901.95
gtm,2010,582240068.97
gtm,2011,651820680.88
gtm,2012,885340640.46
gtm,2013,441069800.24
gtm,2014,373203979.93
gtm,2015,357246208.91
gtm,2016,391124189.95
gtm,2017,533984995.14
gtm,2018,486550725.98
gtm,2019,486101521.38
hnd,1972,3500000
hnd,1973,3500000
hnd,1974,3800000
hnd,1975,4900000
hnd,1976,5500000
hnd,1977,6100000
hnd,1978,6600000
hnd,1979,8100000
hnd,1980,8200000
hnd,1981,8200000
hnd,2003,23500000
hnd,2004,307400000
hnd,2005,474400000
hnd,2006,138300000
hnd,2007,161091000
hnd,2008,279200000
hnd,2009,167200000
hnd,2010,739800000
hnd,2011,310300000
hnd,2012,230500000
hnd,2013,244674208.9
hnd,2014,389004285.49
hnd,2015,334257064.94
hrv,1991,440000
hrv,1992,2670000
hrv,1993,95460000
hrv,1994,200990000
hrv,1995,0
hrv,1996,0
hrv,1997,0
hrv,1998,0
hrv,1999,0
hrv,2000,0
hrv,2001,0
hrv,2002,0
hrv,2003,0
hrv,2004,0
hrv,2005,0
hrv,2006,0
hrv,2007,0
hrv,2008,0
hrv,2009,0
hrv,2010,0
hrv,2011,0
hrv,2012,0
hrv,2013,0
hrv,2014,0
hrv,2015,0
hrv,2016,0
hrv,2017,0
hrv,2018,0
hrv,2019,0
hun,1981,20100000000
hun,1982,22000000000
hun,1983,35000000000
hun,1984,50700000000
hun,1985,48800000000
hun,1986,71000000000
hun,1987,72200000000
hun,1988,19500000000
hun,1989,2200000000
hun,1990,2300000000
hun,1991,11900000000
hun,1992,29900000000
hun,1993,37100000000
hun,1994,43100000000
hun,1995,4594000000
hun,1996,5880000000
hun,1997,12683000000
hun,1998,12471000000
hun,1999,17026000000
hun,2000,19909000000
hun,2001,23930000000
hun,2002,27859000000
hun,2003,31291000000
hun,2004,43293000000
hun,2005,52421000000
hun,2006,56931000000
hun,2007,71637000000
hun,2008,73544000000
hun,2009,76313000000
hun,2010,118527000000
hun,2011,132963000000
hun,2012,163116000000
hun,2013,268528000000
hun,2014,285834000000
hun,2015,308609000000
hun,2016,339083000000
hun,2017,413351000000
hun,2018,480511000000
hun,2019,569251000000
idn,1972,22300000000
idn,1973,30400000000
idn,1974,44600000000
idn,1975,53100000000
idn,1976,55700000000
idn,1977,69400000000
idn,1978,86000000000
idn,1979,93600000000
idn,1980,121000000000
idn,1981,134000000000
idn,1982,153000000000
idn,1983,188000000000
idn,1984,244000000000
idn,1985,323000000000
idn,1986,331000000000
idn,1987,352000000000
idn,1988,552000000000
idn,1989,865000000000
idn,1990,1054900000000
idn,1991,1178000000000
idn,1992,1461200000000
idn,1993,1819000000000
idn,1994,203000000000
idn,1995,543000000000
idn,1996,223000000000
idn,1997,311800000000
idn,1998,72700000000
idn,1999,278800000000
idn,2001,6803700000000
idn,2002,7889800000000
idn,2003,10974184485137
idn,2004,16260900000000
idn,2008,28388720000000
idn,2009,27386250000000
idn,2010,32549390000000
idn,2011,33821390000000
idn,2012,33179780000000
idn,2013,30241680000000
idn,2014,28412595469052
idn,2015,33839639200117
idn,2016,24276558287786
idn,2017,21887183446325
idn,2018,24928401521370
idn,2019,26819414455505
ind,1974,540000000
ind,1975,710000000
ind,1976,780000000
ind,1977,680000000
ind,1978,750000000
ind,1979,860000000
ind,1980,900000000
ind,1981,1060000000
ind,1982,1180000000
ind,1983,1290000000
ind,1984,1430000000
ind,1985,1870000000
ind,1986,1970000000
ind,1987,1230000000
ind,1988,1780000000
ind,1989,2660000000
ind,1990,3170000000
ind,1991,4620000000
ind,1992,6290000000
ind,1993,3890000000
ind,1994,3200000000
ind,1995,3150000000
ind,1996,3840000000
ind,1997,99580000000
ind,1998,5610000000
ind,1999,4010000000
ind,2000,4310000000
ind,2001,3960000000
ind,2002,3250000000
ind,2003,1380000000
ind,2004,1490000000
ind,2005,2540000000
ind,2006,2550000000
ind,2007,3500000000
ind,2008,4090000000
ind,2009,5070000000
ind,2010,6890000000
ind,2011,7900000000
ind,2012,12470000000
ind,2013,9500000000
ind,2014,10889600000
ind,2015,11010000000
ind,2016,10000000
ind,2017,0
ind,2018,90000000
irl,1972,16506595.01958
irl,1973,19046071.17644
irl,1974,20315809.25487
irl,1975,21585547.3333
irl,1976,19046071.17644
irl,1977,20315809.25487
irl,1978,15236856.94115
irl,1979,15236856.94115
irl,1980,24125023.49015
irl,1981,21585547.3333
irl,1982,78723760.86261
irl,1983,187921235.60752
irl,1984,257756829.92112
irl,1985,256487091.84269
irl,1986,196809402.15652
irl,1987,212046259.09767
irl,1988,233631806.43097
irl,1989,189190973.68595
irl,1990,213315997.1761
irl,1991,241250234.90154
irl,1992,232489042.16038
irl,1993,375842471.21504
irl,1994,366446409.43466
irl,1995,600900000
irl,1996,699009000
irl,1997,876391000
irl,1998,1064189000
irl,1999,1159499000
irl,2000,423816000
irl,2001,587692000
irl,2002,568939000
irl,2003,807238000
irl,2004,825390000
irl,2005,746441000
irl,2006,829059000
irl,2007,980028000
irl,2008,965472000
irl,2009,968093000
irl,2010,978328000
irl,2011,1474271000
irl,2012,1610729000
irl,2013,1722412000
irl,2014,2045760000
irl,2015,1511683000
irl,2016,1378067000
irl,2017,1434024000
irl,2018,1665733000
irl,2019,1883901000
irn,1972,13700000000
irn,1973,18000000000
irn,1974,18800000000
irn,1975,27500000000
irn,1976,43300000000
irn,1977,58500000000
irn,1978,57700000000
irn,1979,72800000000
irn,1980,69200000000
irn,1981,71700000000
irn,1982,94400000000
irn,1983,95600000000
irn,1984,118100000000
irn,1985,144800000000
irn,1986,138400000000
irn,1987,127800000000
irn,1988,133000000000
irn,1989,175000000000
irn,1990,210600000000
irn,1991,356200000000
irn,1992,372000000000
irn,1993,136000000000
irn,1994,165000000000
irn,1995,240000000000
irn,1996,291000000000
irn,1997,360000000000
irn,1998,417000000000
irn,1999,214815000000
irn,2000,228347000000
irn,2001,272039000000
irn,2002,250500000000
irn,2003,230699558469.01001
irn,2004,331618625796.24597
irn,2005,371204823633.40997
irn,2006,483092943211.37201
irn,2007,820725500453.03796
irn,2008,975821825567.21472
irn,2009,1386826000000
irq,2014,285400301516
irq,2015,78067929138
irq,2016,85193771117
irq,2017,230329116492.50601
irq,2018,273378954925
irq,2019,261551258490
isl,1972,10400000
isl,1973,14500000
isl,1974,21200000
isl,1975,33000000
isl,1976,48400000
isl,1977,66000000
isl,1978,104900000
isl,1979,181200000
isl,1980,271700000
isl,1981,459500000
isl,1982,742700000
isl,1983,1158200000
isl,1984,1483600000
isl,1985,2063700000
isl,1986,2674700000
isl,1987,3587800000
isl,1988,4370700000
isl,1989,5969700000
isl,1990,7528200000
isl,1991,5009000000
isl,1992,4469500000
isl,1993,4727400000
isl,1994,4476400000
isl,1995,4515100000
isl,1996,4689500000
isl,1997,4699700000
isl,1998,5403677000
isl,1999,5935823000
isl,2000,7214331000
isl,2001,8058067000
isl,2002,8528261190
isl,2003,5941823430
isl,2004,6074915670
isl,2005,6093913169
isl,2006,3506142911
isl,2007,5703294332
isl,2008,6171119505
isl,2009,11057360605
isl,2010,15821457396
isl,2011,18745386511
isl,2012,27387575339
isl,2013,29578274346
isl,2014,64778134706
isl,2015,49459916692
isl,2016,411536183940
isl,2017,30596745228
isl,2018,31119074649.1295
isl,2019,33802629887
isr,1972,0
isr,1973,0
isr,1974,200000
isr,1975,300000
isr,1976,300000
isr,1977,600000
isr,1978,800000
isr,1979,1800000
isr,1980,4500000
isr,1981,6100000
isr,1982,13900000
isr,1983,38400000
isr,1984,191500000
isr,1985,834600000
isr,1986,1109800000
isr,1987,969200000
isr,1988,1175700000
isr,1989,1417300000
isr,1990,1803800000
isr,1991,1641000000
isr,1992,2552000000
isr,1993,2623000000
isr,1994,3447000000
isr,1995,4171000000
isr,1996,5371000000
isr,1997,6109000000
isr,1998,5799000000
isr,1999,6470000000
isr,2000,8295000000
isr,2001,8201000000
isr,2002,9472400000
isr,2003,9782000000
isr,2004,10461000000
isr,2005,10950000000
isr,2006,10114000000
isr,2007,10039000000
isr,2008,9320000000
isr,2009,9635000000
isr,2010,10349000000
isr,2011,11029000000
isr,2012,11967000000
isr,2013,12832000000
isr,2014,13345000000
isr,2015,13814000000
isr,2016,14088000000
isr,2017,15217000000
isr,2018,15853000000
isr,2019,16193000000
ita,1973,236537259.78298
ita,1974,259261363.34292
ita,1975,42865922.62443
ita,1976,53195060.60622
ita,1977,59392543.39529
ita,1978,695150986.17445
ita,1979,840791831.71768
ita,1980,1043759393.05985
ita,1981,1027749229.18808
ita,1982,1468286964.11142
ita,1983,1925867776.70469
ita,1984,2307012968.23274
ita,1985,2525474236.5476
ita,1986,2982022135.3427
ita,1987,3082731230.66514
ita,1988,2465565236.25321
ita,1989,2776988746.40417
ita,1990,2687125245.9626
ita,1991,3514489198.30396
ita,1992,3997892855.85172
ita,1993,4995171127.99352
ita,1994,7765445934.70953
ita,1995,20849000000
ita,1996,18965000000
ita,1997,24291000000
ita,1998,22675000000
ita,1999,19700000000
ita,2000,19008000000
ita,2001,19153000000
ita,2002,23815000000
ita,2003,36350000000
ita,2004,29352000000
ita,2005,23696000000
ita,2006,26985000000
ita,2007,27809000000
ita,2008,27377000000
ita,2009,38990000000
ita,2010,30343000000
ita,2011,33952000000
ita,2012,35213000000
ita,2013,34134000000
ita,2014,31957000000
ita,2015,30981000000
ita,2016,37838000000
ita,2017,34992000000
ita,2018,34675000000
ita,2019,33934000000
jam,1988,0
jam,1989,0
jam,1990,0
jam,1991,0
jam,1992,0
jam,1993,0
jam,1994,0
jam,1995,0
jam,1996,0
jam,1997,0
jam,1998,0
jam,1999,0
jam,2000,0
jam,2001,0
jam,2002,0
jam,2003,0
jam,2004,0
jam,2005,0
jam,2006,0
jam,2007,0
jam,2008,0
jam,2009,0
jam,2010,0
jam,2011,0
jam,2012,0
jam,2013,0
jam,2014,0
jam,2015,0
jam,2016,0
jam,2017,0
jam,2018,0
jam,2019,0
jor,1990,30170000
jor,1991,37240000
jor,1992,62400000
jor,1993,63550000
jor,1994,62210000
jor,1995,70560000
jor,1996,63500000
jor,1997,66800000
jor,1998,67280000
jor,1999,74780000
jor,2000,92740000
jor,2001,100410000
jor,2002,110750000
jor,2003,121010000
jor,2004,151322000
jor,2005,206500000
jor,2006,240840000
jor,2007,261000000
jor,2008,46800000
jor,2009,126600000
jor,2010,0
jor,2011,0
jor,2012,0
jor,2013,0
jor,2014,0
jor,2015,124800000
jor,2016,114800000
jor,2017,107700000
jor,2018,93000000
jor,2019,81600000
jpn,1991,4332000000000
jpn,1992,4837000000000
jpn,1993,5142000000000
kaz,1997,10819000000
kaz,1998,8416000000
kaz,1999,7853000000
kaz,2000,23600947000
kaz,2001,788147000
kaz,2002,2116651000
kaz,2003,2235155000
kaz,2004,1559896000
kaz,2010,96176792500
kaz,2011,195775000000
kaz,2012,1808735.5
kaz,2013,180052192894.5
kaz,2014,5754886.1
kaz,2015,89222942.9
kaz,2016,388843518.5
kaz,2017,411036490.2
kaz,2018,789070938.1
kaz,2019,514290320.7
ken,2014,9986893730.25
ken,2015,11467760697.65
ken,2017,8595580578.9
ken,2018,12123000000
ken,2019,0
kgz,2014,10600000
kgz,2015,2300000
kgz,2016,2800000
kgz,2017,2900000
kgz,2018,300000
kgz,2019,33200000
khm,2002,3894160000
khm,2003,16314385970
khm,2004,3761599324
khm,2005,5768287117
khm,2006,8304449431
khm,2007,7417000000
khm,2008,12478021635
khm,2009,2632719142
khm,2010,3404999357
khm,2011,3763478493
khm,2012,3621000000
khm,2013,4769500000
khm,2014,6343736951
khm,2015,7507979804
khm,2016,6044066823
khm,2017,7869903074
khm,2018,10493700000
khm,2019,15969600000
kir,2011,0
kir,2012,0
kir,2013,0
kir,2014,32603.52
kir,2015,0
kir,2016,0
kir,2017,0
kir,2018,0
kir,2019,0
kna,1990,4000000
kna,1991,5130000
kna,1992,5880000
kna,1993,7630000
kna,1994,8570000
kna,2000,3900000
kna,2001,4400000
kna,2002,2509000
kna,2003,2728000
kna,2004,2496000
kna,2005,3046720
kna,2006,2630408
kna,2007,2574472
kna,2008,6345010.56
kna,2009,8888129.53
kna,2010,9357054.18
kna,2011,8753467.19
kna,2012,12902297.12
kna,2013,15195961.91
kna,2014,16630000
kna,2015,20220000
kna,2016,16340000
kna,2017,15090000
kor,1972,17000000000
kor,1973,16000000000
kor,1974,29000000000
kor,1975,93000000000
kor,1976,107000000000
kor,1977,109000000000
kor,1978,92000000000
kor,1979,126000000000
kor,1980,211000000000
kor,1981,312000000000
kor,1982,345000000000
kor,1983,443000000000
kor,1984,496000000000
kor,1985,533000000000
kor,1986,167000000000
kor,1987,555000000000
kor,1988,850000000000
kor,1989,974000000000
kor,1990,1473000000000
kor,1991,2251000000000
kor,1992,3134000000000
kor,1993,3497000000000
kor,1994,4507000000000
kor,1995,6336000000000
kor,1996,7747000000000
kor,1997,8926000000000
kor,1998,8585766000000
kor,1999,10789591000000
kor,2000,10991562000000
kor,2001,8615931000000
kor,2002,8879710000000
kor,2003,8884147000000
kor,2004,9785050000000
kor,2005,10920800000000
kor,2006,13297500000000
kor,2007,16471716000000
kor,2008,17173600000000
kor,2009,18667479000000
kor,2010,17619493000000
kor,2011,18432491000000
kor,2012,12254570000000
kor,2013,14381970000000
kor,2014,12334377131028
kor,2015,12345856268223
kor,2016,12531811720624
kor,2017,14690658308237
kor,2018,14893531196761
kor,2019,17306715724019
kwt,1972,0
kwt,1973,0
kwt,1974,0
kwt,1977,0
kwt,1978,0
kwt,1979,0
kwt,1980,0
kwt,1981,0
kwt,1982,0
kwt,1983,0
kwt,1984,0
kwt,1985,0
kwt,1986,0
kwt,1987,0
kwt,1988,0
kwt,1989,0
kwt,1990,2000000
kwt,1991,0
kwt,1992,1000000
kwt,1993,2000000
kwt,1994,2000000
kwt,1995,4000000
kwt,1996,5000000
kwt,1997,4000000
kwt,1998,5000000
lbn,1997,190867000000
lbn,1998,206490000000
lbn,1999,212570000000
lbn,2000,465200000000
lbn,2001,464500000000
lbn,2002,488400000000
lbn,2003,538700000000
lbn,2004,672900000000
lbn,2005,655520000000
lbn,2006,837869000000
lbn,2007,803532000000
lbn,2008,1135441000000
lbn,2009,1204677000000
lbn,2010,1541097000000
lbn,2011,1598507000000
lbn,2012,1670689000000
lbn,2013,1674388000000
lbn,2014,1739377000000
lbn,2015,1662485000000
lbn,2016,1692598000000
lbn,2017,2704013000000
lbn,2018,2611022000000
lbn,2019,2265812000000
lca,2000,1786000
lca,2001,1257000
lca,2002,6919000
lca,2003,4257000
lca,2004,4949658
lca,2005,4005748
lca,2006,4655853
lca,2007,4860266
lca,2008,2270938
lca,2009,4222163
lca,2010,3256663
lca,2011,3969595
lca,2012,4558501
lca,2013,8304151
lca,2014,8096767
lca,2015,9410000
lca,2016,11560000
lca,2017,12720000
lka,1990,3140000000
lka,1991,3541000000
lka,1992,3597000000
lka,1993,3454000000
lka,1994,4386000000
lka,1995,5162000000
lka,1996,5279000000
lka,1997,6392000000
lka,1998,7079000000
lka,1999,7690000000
lka,2000,8163000000
lka,2001,8415000000
lka,2002,2511000000
lka,2003,51000000
lka,2004,0
lka,2005,0
lka,2006,14905000000
lka,2007,31216000000
lka,2008,54437000000
lka,2009,69732000000
lka,2010,103009000000
lka,2011,89558100000
lka,2012,27347000000
lka,2013,101508000000
lka,2014,114741506075.50999
lka,2015,124585531745.63
lka,2016,0
lka,2017,584708736.31001
lka,2018,1068676362.11981
lka,2019,2021793642.75001
lso,1982,1979000
lso,1983,1702000
lso,1984,360000
lso,1985,294000
lso,1986,273000
lso,1987,456000
lso,1988,762000
lso,1989,737000
lso,1991,1006646
lso,1992,1307316
lso,1993,1287583
lso,1994,3557991
lso,1995,2567198
lso,1996,2553433
lso,1997,1879253
lso,1998,1199969
lso,1999,1806999
lso,2000,2163134
lso,2001,2840982
lso,2002,3931906
lso,2003,7200000
lso,2004,2900000
lso,2005,3100000
lso,2006,8357748
lso,2007,6615322
lso,2008,7956031
lso,2009,5888123
lso,2010,4452073
lso,2011,21377942
lso,2012,1660659
lso,2013,2041039
lso,2014,1479369
lso,2015,1158624
lso,2016,1858492
lso,2017,899165
lso,2018,0
lso,2019,0
ltu,1991,1303290.08341
ltu,1993,1158480.07414
ltu,1994,2983086.19092
ltu,1995,16156000
ltu,1996,21593000
ltu,1997,25120000
ltu,1998,24290000
ltu,1999,24662000
ltu,2000,21356000
ltu,2001,9608000
ltu,2002,15588000
ltu,2003,15621000
ltu,2004,15570000
ltu,2005,18518000
ltu,2006,21369000
ltu,2007,25452000
ltu,2008,30280000
ltu,2009,25889000
ltu,2010,25597000
ltu,2011,26936000
ltu,2012,35088000
ltu,2013,19354000
ltu,2014,21090000
ltu,2015,22522000
ltu,2016,23312000
ltu,2017,6915000
ltu,2018,7183000
ltu,2019,9188000
lux,1972,21591526.00775
lux,1973,25830505.28137
lux,1974,27317866.43001
lux,1975,27540970.60231
lux,1976,33862255.48402
lux,1977,35275248.57523
lux,1978,39960436.19345
lux,1979,44199415.46707
lux,1980,49107707.25758
lux,1981,55379413.43434
lux,1982,65295154.42527
lux,1983,78383932.5333
lux,1984,84878742.88236
lux,1985,91100870.35416
lux,1986,94844062.57824
lux,1987,105701798.96331
lux,1988,134978024.23903
lux,1989,158032122.04294
lux,1990,246059112.68992
lux,1991,245414589.52551
lux,1992,257462214.82949
lux,1993,326698876.29865
lux,1994,415965334.5695
lux,1995,120627000
lux,1996,148416000
lux,1997,152163000
lux,1998,163665000
lux,1999,208595000
lux,2000,195757000
lux,2001,200154000
lux,2002,230745000
lux,2003,225708000
lux,2004,197700000
lux,2005,233514000
lux,2006,224759000
lux,2007,265863000
lux,2008,268942000
lux,2009,317943000
lux,2010,307130000
lux,2011,345631000
lux,2012,384353000
lux,2013,393689000
lux,2014,397018000
lux,2015,511651000
lux,2016,647108000
lux,2017,686363000
lux,2018,826175000
lux,2019,939800000
lva,1994,170744.61728
lva,1995,0
lva,1996,0
lva,1997,0
lva,1998,0
lva,1999,0
lva,2000,16560805.00396
lva,2001,17536895.06605
lva,2002,24140443.1392
lva,2003,39407857.66729
lva,2004,38078895.39616
lva,2005,43966738.94855
lva,2006,47546684.42411
lva,2007,32447168.76967
lva,2008,38562671.81177
lva,2009,37220903.69434
lva,2010,57653342.89503
lva,2011,12714782.49982
lva,2012,10035514.88039
lva,2013,11239264.43219
lva,2014,12733279.83335
lva,2015,14417960.05714
lva,2016,15812374.43156
lva,2017,17095804.80475
lva,2018,19241495.49519
lva,2019,20916215.6163
mac,1996,401490000
mac,1997,420230000
mac,1998,457860000
mac,1999,524581649
mac,2000,500656715
mac,2001,538801950
mac,2002,470133422
mac,2003,472529001
mac,2004,534956118
mac,2005,569000000
mac,2006,578000000
mac,2007,663914087
mac,2008,623861180
mac,2009,641190466
mac,2010,767689447
mac,2011,732618917
mac,2012,926855725
mac,2013,1065477592
mac,2014,1350879662
mac,2015,1336121267
mac,2016,1605926180
mac,2017,1758533498
mac,2018,1852690419
mac,2019,1661330982
mar,1990,1030000000
mar,1991,968000000
mar,1992,918000000
mar,1993,904000000
mar,1994,1023000000
mar,1995,850000000
mar,1997,906000000
mar,1998,962000000
mar,1999,1119000000
mar,2002,1009832000
mar,2003,68000000
mar,2004,68000000
mar,2005,6156899000
mar,2006,6586520000
mar,2007,4898000000
mar,2008,4736000000
mar,2009,5189000000
mar,2010,5551000000
mar,2011,4651000000
mar,2012,5351000000
mar,2013,5188000000
mar,2014,4738000000
mar,2015,5187000000
mar,2016,5853000000
mar,2017,5882000000
mar,2018,6670000000
mar,2019,6166000000
mda,1996,13200000
mda,1997,36400000
mda,1998,3800000
mda,1999,1900000
mda,2000,3800000
mda,2001,0
mda,2002,54200000
mda,2003,-100000
mda,2004,100000
mda,2005,90700000
mda,2006,12600000
mda,2007,19000000
mda,2008,18600000
mda,2009,500000
mda,2010,700000
mda,2011,1300000
mda,2012,1300000
mda,2013,1200000
mda,2014,2100000
mda,2015,100000
mda,2016,37900000
mda,2017,45300000
mda,2018,49600000
mda,2019,50800000
mdg,1990,860000000
mdg,1991,380000000
mdg,1992,780000000
mdg,1993,760000000
mdg,1994,1020000000
mdg,1995,1760000000
mdg,2003,50246400000
mdg,2004,66797400000
mdg,2005,75900000000
mdg,2006,95100000000
mdg,2007,150044000000
mdg,2008,23600000000
mdg,2009,5829000000
mdg,2010,3560000000
mdg,2011,3665000000
mdg,2012,3109000000
mdg,2013,5772000000
mdg,2014,2624000000
mdg,2015,2499000000
mdg,2016,13686000000
mdg,2017,14289440969.84
mdg,2018,20765560508.98
mdg,2019,24739450947.2
mdv,1979,0
mdv,1980,200000
mdv,1981,300000
mdv,1982,400000
mdv,1983,500000
mdv,1984,700000
mdv,1985,1200000
mdv,1986,2300000
mdv,1987,2200000
mdv,1988,2700000
mdv,1989,3200000
mdv,1990,3500000
mdv,1991,4000000
mdv,1992,4200000
mdv,1993,5000000
mdv,1994,6500000
mdv,1995,6600000
mdv,1996,8800000
mdv,1997,11200000
mdv,1998,11200000
mdv,1999,11100000
mdv,2000,13400000
mdv,2001,11900000
mdv,2002,10100000
mdv,2003,10600000
mdv,2004,12200000
mdv,2005,20200000
mdv,2006,45600000
mdv,2007,41800000
mdv,2008,39700000
mdv,2009,27100000
mex,1972,2000000
mex,1973,2000000
mex,1974,2000000
mex,1975,3000000
mex,1976,4000000
mex,1977,6000000
mex,1978,7000000
mex,1979,9000000
mex,1980,20000000
mex,1981,16000000
mex,1982,24000000
mex,1983,42000000
mex,1984,64000000
mex,1985,73000000
mex,1986,206000000
mex,1987,477000000
mex,1988,1116000000
mex,1989,1535000000
mex,1990,2158000000
mex,1991,3472000000
mex,1992,4134000000
mex,1993,5167000000
mex,1994,4029000000
mex,1995,5149000000
mex,1996,7910000000
mex,1997,9226000000
mex,1998,7871000000
mex,1999,9228000000
mex,2000,5878000000
mex,2008,15467473000
mex,2009,23498600963
mex,2010,24191321043.79
mex,2011,26799496290
mex,2012,29950462802
mex,2013,30805175704
mex,2014,26220187861
mex,2015,35854923475
mex,2016,37873041487
mex,2017,43376187979
mex,2018,46264018606
mex,2019,41141869758.44
mhl,2008,788798
mhl,2009,791582
mhl,2010,764603
mhl,2011,1710346
mhl,2012,1016102
mhl,2013,897800
mhl,2014,512295
mhl,2015,1165462
mhl,2016,1169290
mhl,2017,1278255
mhl,2018,1424000
mhl,2019,901000
mkd,2005,4664281.5
mkd,2006,6246359
mkd,2007,6916784.5
mkd,2008,2560000000
mkd,2009,2675000000
mkd,2010,3045000000
mkd,2011,3289000000
mkd,2012,3282000000
mkd,2013,1884413440
mkd,2014,648089331
mkd,2015,656400641
mkd,2016,638423444
mkd,2017,648950001
mkd,2018,709694444
mkd,2019,729091217
mli,2000,10645480350
mli,2001,15680537000
mli,2002,14563681653
mli,2003,21325876783
mli,2004,22518733718
mli,2005,27465727324
mli,2006,51554500000
mli,2007,64200000000
mli,2008,77530000000
