geo,time,ne_con_prvt_cd
cub,1975,7107769512.19512
cub,1976,7521366869.67113
cub,1977,7756427469.87952
cub,1978,9754973766.23377
cub,1979,10724539589.0411
cub,1980,10798984861.1111
cub,1981,10974353855.4217
cub,1982,11498254941.1765
cub,1983,12212789289.8719
cub,1984,13277762891.292
cub,1985,11823365214.5431
cub,1986,13474821694.2645
cub,1987,14356164822.5868
cub,1988,15274497097.6253
cub,1989,15240865948.994
cub,1990,15440258909.5745
cub,1991,14442730176.0611
cub,1992,13484219189.1892
cub,1993,13854524729.7297
cub,1994,19333090675.6757
cub,1995,21455873739.3081
cub,1996,14897000000
cub,1997,15503100000
cub,1998,16245600000
cub,1999,17589500000
cub,2000,18558100000
cub,2001,19180000000
cub,2002,19608200000
cub,2003,20982900000
cub,2004,21006900000
cub,2005,22559500000
cub,2006,29429900000
cub,2007,30299400000
cub,2008,29829500000
cub,2009,29858000000
cub,2010,32369000000
cub,2011,36469000000
cub,2012,39755000000
cub,2013,41878000000
cub,2014,44432000000
cub,2015,48554000000
cub,2016,51029000000
cub,2017,54221000000
cub,2018,55987000000
cub,2019,56540000000
cub,2020,54345000000
cyp,1975,397841236.19324
cyp,1976,435992729.47592
cyp,1977,556506963.50513
cyp,1978,716786565.66782
cyp,1979,879264670.65868
cyp,1980,1440552238.80597
cyp,1981,1367357740.58577
cyp,1982,1428399260.17263
cyp,1983,1455447163.51502
cyp,1984,1450522632.10369
cyp,1985,1550859117.08253
cyp,1986,1890466101.69492
cyp,1987,2205573447.01583
cyp,1988,2594416060.22585
cyp,1989,2716170769.23077
cyp,1990,3423109987.1959
cyp,1991,3791498989.89899
cyp,1992,4385558800.52151
cyp,1993,3919519670.20024
cyp,1994,4323575238.09524
cyp,1995,6144495472.18629
cyp,1996,6309858218.3187
cyp,1997,5968794754.84607
cyp,1998,6392045248.86878
cyp,1999,6440926645.09169
cyp,2000,6181605089.53817
cyp,2001,6405154826.95811
cyp,2002,7053164423.07692
cyp,2003,8858296715.74179
cyp,2004,10648035000
cyp,2005,11349631886.5813
cyp,2006,12331043783.716
cyp,2007,15323565562.5513
cyp,2008,18587621209.9019
cyp,2009,16526036398.9997
cyp,2010,16930969110.4335
cyp,2011,18141490812.9176
cyp,2012,16709665938.5841
cyp,2013,16023621994.9528
cyp,2014,15910975156.1047
cyp,2015,13364070786.6415
cyp,2016,13749325880.0089
cyp,2017,14854528920.0181
cyp,2018,16533692725.555
cyp,2019,16312481809.0227
cyp,2020,15676920616.7904
cze,1990,20067230267.9218
cze,1991,14142318214.2009
cze,1992,17855017049.8762
cze,1993,20402575000.85749
cze,1994,23557749834.9835
cze,1995,29291032403.9186
cze,1996,33202591986.7969
cze,1997,31779479219.9025
cze,1998,33651320273.1001
cze,1999,33088095761.545
cze,2000,31156352424.5054
cze,2001,33703257728.9231
cze,2002,40894479299.6646
cze,2003,49949590556.2055
cze,2004,58347107759.5935
cze,2005,65559326137.2269
cze,2006,73390483102.905
cze,2007,87602408629.27901
cze,2008,112198843700.39301
cze,2009,100883911241.672
cze,2010,102547406175.959
cze,2011,113016976609.481
cze,2012,103225999233.814
cze,2013,104931159435.718
cze,2014,101170661206.793
cze,2015,88675644087.60609
cze,2016,93005390771.245
cze,2017,103517474939.041
cze,2018,118173715959.948
cze,2019,118232707213.64
cze,2020,111923999095.22701
deu,1970,119935830705.92599
deu,1971,139425196007.36099
deu,1972,169100153346.01001
deu,1973,222898488108.306
deu,1974,248181794271.03
deu,1975,285543253835.758
deu,1976,301927197452.229
deu,1977,350557213846.54303
deu,1978,427979741966.89398
deu,1979,512044440294.526
deu,1980,559328102001.29102
deu,1981,475725402855.90698
deu,1982,460739516402.03107
deu,1983,458039598621.21802
deu,1984,429462775754.24402
deu,1985,429308194924.26306
deu,1986,597875922723.58801
deu,1987,747278898803.047
deu,1988,799722421205.03394
deu,1989,799380993446.375
deu,1990,998271137876.7699
deu,1991,1047324690630.52002
deu,1992,1194112711333.75
deu,1993,1173602271382.93994
deu,1994,1239074364228.03003
deu,1995,1443964787771.26001
deu,1996,1406216532362.87988
deu,1997,1242955109406.71997
deu,1998,1246055351783.92993
deu,1999,1233498753255.21997
deu,2000,1096699387930.97998
deu,2001,1098672323974.80005
deu,2002,1158584064205.1001
deu,2003,1412512785337.63989
deu,2004,1580063185957.1499
deu,2005,1609575380320.62012
deu,2006,1667613532680
deu,2007,1849604014115.6897
deu,2008,2030857390892.1897
deu,2009,1925340917767.1897
deu,2010,1873512073350
deu,2011,2039128144299.61011
deu,2012,1936646761169.53003
deu,2013,2037046198660.3999
deu,2014,2077641048087.43994
deu,2015,1778514768772.26001
deu,2016,1830503388154.09009
deu,2017,1923242664100
deu,2018,2069099615583.53003
deu,2019,2018315146894.11011
deu,2020,1950845825771.20972
dji,2013,1192487100.56774
dji,2014,1343673510.72749
dji,2015,1492710484.41096
dji,2016,1599214499.13066
dji,2017,1723026541.60172
dji,2018,1915727460.45768
dji,2019,2011513833.48057
dji,2020,1752028549.24291
dma,2009,428411111.11111
dma,2010,409322222.22222
dma,2011,407459259.25926
dma,2012,415181481.48148
dma,2013,381300000
dma,2014,400937037.03704
dma,2015,424411111.11111
dma,2016,450792592.59259
dma,2017,415366666.66667
dma,2018,486707407.40741
dnk,1966,6921575867.27613
dnk,1967,7610594011.3752
dnk,1968,7678860400
dnk,1969,8519897200
dnk,1970,9412750266.66667
dnk,1971,10257779109.3815
dnk,1972,11910813894.9247
dnk,1973,16101669394.1648
dnk,1974,18025004019.7542
dnk,1975,21812486338.7978
dnk,1976,24526983291.9768
dnk,1977,27560543376.8657
dnk,1978,32969132666.0139
dnk,1979,38246248241.7791
dnk,1980,38450355400.2023
dnk,1981,33603965943.2294
dnk,1982,32096789400.4128
dnk,1983,31804318206.6703
dnk,1984,31083381225.4987
dnk,1985,32917890226.8695
dnk,1986,46578603015.6965
dnk,1987,56485136616.815
dnk,1988,58661088316.12569
dnk,1989,56790517906.4868
dnk,1990,68762661506.6412
dnk,1991,69503506761.51019
dnk,1992,76443445767.9628
dnk,1993,71302243711.3466
dnk,1994,79546132911.9894
dnk,1995,93525040875.33907
dnk,1996,94130262127.71831
dnk,1997,86667437201.90781
dnk,1998,88746812022.44508
dnk,1999,86751936154.35339
dnk,2000,77259806881.02339
dnk,2001,76973203729.51411
dnk,2002,83844035872.16739
dnk,2003,103039769874.159
dnk,2004,119969444843.18401
dnk,2005,126389916790.342
dnk,2006,134101080749.311
dnk,2007,151684557745.651
dnk,2008,167463639787.37201
dnk,2009,155736352105.05701
dnk,2010,153309134924.41
dnk,2011,164825261371.68201
dnk,2012,157169326340.453
dnk,2013,163869846516.05099
dnk,2014,166475193260.242
dnk,2015,142593719868.01999
dnk,2016,146140473859.10901
dnk,2017,153969636235.14401
dnk,2018,167646673657.52802
dnk,2019,161917385854.95801
dnk,2020,163663648687.05899
dom,1960,471500100
dom,1961,483100200
dom,1962,620500000
dom,1963,706700100
dom,1964,782100300
dom,1965,689800000
dom,1966,787700000
dom,1967,831100000
dom,1968,876500000
dom,1969,970200000
dom,1970,1177336895.9
dom,1971,1361405507
dom,1972,1484931244
dom,1973,1736547483.4
dom,1974,2224775490.6
dom,1975,2615760853.1
dom,1976,3189755694
dom,1977,3728679026.8
dom,1978,3845300030
dom,1979,4220633640
dom,1980,5519883259
dom,1981,5710238062.4
dom,1982,6575024940.5
dom,1983,7293007093.5629
dom,1984,9610092007.24761
dom,1985,4046597782.11097
dom,1986,4694439678.29167
dom,1987,4670600174.39745
dom,1988,4064459332.28712
dom,1989,5311405744.98874
dom,1990,5779284464.27839
dom,1991,8161348293.16391
dom,1992,9774376000
dom,1993,10593424000
dom,1994,11545700970.1351
dom,1995,13069883449.8835
dom,1996,14161426145.4836
dom,1997,14936283994.6023
dom,1998,15582407791.5542
dom,1999,15793089728.692
dom,2000,17425189259.3394
dom,2001,18030932838.0564
dom,2002,19090393906.6674
dom,2003,15431140619.6799
dom,2004,15813414165.8896
dom,2005,25805939345.1068
dom,2006,27123030030.03
dom,2007,31169164895.58929
dom,2008,35369223913.5346
dom,2009,35844133829.4613
dom,2010,40040383967.9751
dom,2011,44257733270.1457
dom,2012,45535684740.4521
dom,2013,45867947727.5718
dom,2014,48107141755.2819
dom,2015,50467974776.6148
dom,2016,53366022279.678
dom,2017,55558807608.8054
dom,2018,58432249234.49809
dom,2019,60302464970.2017
dom,2020,54950014460.9859
dza,1960,1527097587.65267
dza,1961,1187742520.91309
dza,1962,954435984.68737
dza,1963,1717984788.64111
dza,1964,1887662311.88349
dza,1965,2014920297.34054
dza,1966,1936671041.70464
dza,1967,1917108606.26684
dza,1968,2171419051.67001
dza,1969,2347480018.63442
dza,1970,2621352676.67254
dza,1971,2811364837.357
dza,1972,3621390559.08939
dza,1973,4338536958.99054
dza,1974,5937131772.19126
dza,1975,7703214893.40153
dza,1976,8327164657.28421
dza,1977,10387579675.8947
dza,1978,12395629617.4891
dza,1979,14662757324.8904
dza,1980,17668212461.5625
dza,1981,19602390379.5357
dza,1982,20164627085.0573
dza,1983,21508519566.48849
dza,1984,27150137998.1539
dza,1985,30052905485.5006
dza,1986,36790506666.9502
dza,1987,38146689795.2451
dza,1988,35064582623.2502
dza,1989,34382146781.2738
dza,1990,35266536678.7608
dza,1991,21907767832.8795
dza,1992,24853339721.8368
dza,1993,27440094498.2737
dza,1994,23640485913.54449
dza,1995,23024293468.4774
dza,1996,24753007614.7649
dza,1997,24785425765.891
dza,1998,26501982308.1769
dza,1999,25095642586.6593
dza,2000,22776940677.4932
dza,2001,23929692417.2764
dza,2002,24965821598.1296
dza,2003,27473353575.8124
dza,2004,32903202304.72689
dza,2005,34841143725.8704
dza,2006,37105378641.2578
dza,2007,42772650391.67351
dza,2008,51612593445.933
dza,2009,51535479590.4602
dza,2010,55327167746.619
dza,2011,62357617918.80489
dza,2012,67207388825.83569
dza,2013,72696219150.19078
dza,2014,77746369401.45699
dza,2015,68068894662.3048
dza,2016,68035492415.6936
dza,2017,72397982392.1134
dza,2018,73488060257.06339
dza,2019,74454394337.498
dza,2020,69880293555.28769
ecu,1960,1368324229.56005
ecu,1961,1157966150.62684
ecu,1962,1009286338.82042
ecu,1963,1221414143.78865
ecu,1964,1514286137.22993
ecu,1965,1611551513.33343
ecu,1966,1678521616.1219
ecu,1967,1826797693.74247
ecu,1968,1996565073.4336
ecu,1969,2268128249.9579
ecu,1970,2127285735.69026
ecu,1971,2071127815.8298
ecu,1972,2251263165.51102
ecu,1973,2624960300.96987
ecu,1974,3657258143.26356
ecu,1975,4774273595.79088
ecu,1976,5518431315.23527
ecu,1977,6222605868.34905
ecu,1978,6849406331.41903
ecu,1979,8312459660.66294
ecu,1980,10203644218.8928
ecu,1981,12864070520.8449
ecu,1982,12755334397.0966
ecu,1983,10926685816.1128
ecu,1984,10709772836.707
ecu,1985,10742359457.4295
ecu,1986,9597169499.17112
ecu,1987,9247222748.69682
ecu,1988,8126762644.94148
ecu,1989,8859022661.10283
ecu,1990,9553836727.17354
ecu,1991,10951392696.3482
ecu,1992,11567676838.4192
ecu,1993,13525682841.4207
ecu,1994,16117491745.8729
ecu,1995,17664731365.6828
ecu,1996,17723025512.7564
ecu,1997,19817376688.3442
ecu,1998,20293185592.7964
ecu,1999,12779283641.8209
ecu,2000,11836164082.041
ecu,2001,17739886000
ecu,2002,20799900000
ecu,2003,23267775000
ecu,2004,25787308000
ecu,2005,28435896000
ecu,2006,30880890000
ecu,2007,33201278000
ecu,2008,37991263000
ecu,2009,38913285000
ecu,2010,44012105000
ecu,2011,48657155000
ecu,2012,53008272000
ecu,2013,56941887000
ecu,2014,60012296000
ecu,2015,60991910000
ecu,2016,59889692000
ecu,2017,62477987000
ecu,2018,64202300000
ecu,2019,64496521000
ecu,2020,59721968000
egy,1965,3319790301.44168
egy,1966,3591625296.78394
egy,1967,3865103936.31137
egy,1968,4182242990.65421
egy,1969,4462953995.15738
egy,1970,5358201456.92037
egy,1971,5797755674.57281
egy,1972,6292657704.23992
egy,1973,6770843860.53562
egy,1974,6173072927.48805
egy,1975,7689390618.14993
egy,1976,8746573982.12513
egy,1977,9377828451.14892
egy,1978,9863553668.89024
egy,1979,12269714285.7143
egy,1980,14989108093.16
egy,1981,13967567567.5676
egy,1982,17838669950.7389
egy,1983,20023282887.078
egy,1984,22253278864.7603
egy,1985,25232959899.487
egy,1986,26473339569.6913
egy,1987,28201098350.3535
egy,1988,24758659852.3566
egy,1989,27932672862.4535
egy,1990,30910722296.9942
egy,1991,27318045862.4128
egy,1992,30391478349.833
egy,1993,34513805522.2089
egy,1994,38701067615.6584
egy,1995,44795045709.2303
egy,1996,52034198113.2076
egy,1997,60530973451.3274
egy,1998,65053128689.4923
egy,1999,68062518431.1413
egy,2000,75737560546.01501
egy,2001,72776280323.45009
egy,2002,62808988764.0449
egy,2003,58634615384.6154
egy,2004,56461038961.039
egy,2005,64109816971.7138
egy,2006,75843478260.8696
egy,2007,94430823117.338
egy,2008,117745454545.455
egy,2009,143938294010.88901
egy,2010,163303085299.45599
egy,2011,178330464716.00699
egy,2012,225283333333.33301
egy,2013,232976744186.04697
egy,2014,253457675753.228
egy,2015,271495956873.315
egy,2016,276220858895.70599
egy,2017,207737771739.13
egy,2018,213370849746.76401
egy,2019,249635535307.51697
egy,2020,313493449781.65894
eri,1992,495952697.8378
eri,1993,436261760.88121
eri,1994,530665584.41558
eri,1995,545296875
eri,1996,636855601.17671
eri,1997,652036833.84491
eri,1998,601187098.43926
eri,1999,479095380.61477
eri,2000,506797028.57143
eri,2001,545755603.69601
eri,2002,611333223.48154
eri,2003,765627580.54172
eri,2004,1077404184.95014
eri,2005,1023745157.1132
eri,2006,1112583362.60163
eri,2007,1116425008.13008
eri,2008,1140436943.08943
eri,2009,1662473378.86179
eri,2010,1807450302.43902
eri,2011,2027246900.81301
esp,1970,26230760637.0335
esp,1971,29920107784.4311
esp,1972,37705371472.94849
esp,1973,49911367789.8344
esp,1974,62362281511.3931
esp,1975,73699597101.4493
esp,1976,77715050982.34268
esp,1977,85978462212.48628
esp,1978,102380874565.972
esp,1979,137998953891.91901
esp,1980,152499825945.69501
esp,1981,133786395746.981
esp,1982,128646992276.23801
esp,1983,111088529002.32001
esp,1984,109392830676.87801
esp,1985,114404311154.599
esp,1986,157056963288.58301
esp,1987,199179101199.29901
esp,1988,232113730895.586
esp,1989,257022645115.952
esp,1990,329414312765.263
esp,1991,353866640512.40997
esp,1992,391049392166.42297
esp,1993,324945117008.75897
esp,1994,327231321574.96002
esp,1995,374841206298.37201
esp,1996,388552476027.84698
esp,1997,355279545454.54498
esp,1998,369502171734.04602
esp,1999,378438032664.86603
esp,2000,356728722032.94202
esp,2001,372116156110.23694
esp,2002,415917222172.94202
esp,2003,525671726282.74402
esp,2004,622681328961.005
esp,2005,670135445665.36902
esp,2006,728117990968.23389
esp,2007,849471625915.29712
esp,2008,937633084926.56189
esp,2009,849072404533.98401
esp,2010,826087197916.66785
esp,2011,865914483511.67505
esp,2012,788517205955.85901
esp,2013,799192373861.96301
esp,2014,813987044057.64404
esp,2015,699231666365.23401
esp,2016,717566546445.52698
esp,2017,766039065127.06006
esp,2018,826046974790.58801
esp,2019,798899550227.44995
esp,2020,717318573754.08801
est,1993,2338174120.1376
est,1994,2416695032.65387
est,1995,2517656963.02124
est,1996,2773091429.31461
est,1997,2988627141.56898
est,1998,3255892757.81511
est,1999,3234255749.57411
est,2000,3093478300.93062
est,2001,3426441679.34831
est,2002,4084068946.02995
est,2003,5457455962.05962
est,2004,6731664596.27329
est,2005,7668585996.76657
est,2006,9215747083.17651
est,2007,11764523679.1678
est,2008,12976717445.4372
est,2009,10472636843.5677
est,2010,10235848845.3334
est,2011,11665431328.2491
est,2012,11692116525.3047
est,2013,12920371892.5612
est,2014,13484568588.4529
est,2015,11764721045.2551
est,2016,12389284281.7296
est,2017,13522397780.1518
est,2018,15292319300.0831
est,2019,15470804122.0863
est,2020,15261634918.909
eth,2011,23144446011.1663
eth,2012,31384316099.6813
eth,2013,35005734129.5578
eth,2014,39047861935.9168
eth,2015,46016307027.409
eth,2016,49382637082.5219
eth,2017,54402709057.4069
eth,2018,55334799028.6577
eth,2019,65874984850.7532
eth,2020,75314906118.09558
fin,1970,6173028029.44507
fin,1971,6726484796.81728
fin,1972,7977069113.85145
fin,1973,10286769877.0811
fin,1974,12682123838.0337
fin,1975,15573643122.6766
fin,1976,16999099861.5172
fin,1977,18021710196.252
fin,1978,19494246931.4079
fin,1979,23455231262.40269
fin,1980,27833917755.8177
fin,1981,27168641499.0355
fin,1982,27859874182.805
fin,1983,26802946199.8292
fin,1984,27386228729.719
fin,1985,29092478894.858
fin,1986,38353272343.4201
fin,1987,47762748545.9218
fin,1988,55402985074.6269
fin,1989,59821255369.267
fin,1990,70797698647.17769
fin,1991,67947360682.2526
fin,1992,60783116538.3594
fin,1993,48060789008.015
fin,1994,54290267501.4229
fin,1995,68380991285.403
fin,1996,68106393994.30489
fin,1997,63576909861.4134
fin,1998,65797730307.0761
fin,1999,66068547780.309
fin,2000,60238010447.059
fin,2001,61596025128.3465
fin,2002,67749411857.6472
fin,2003,85231804388.62729
fin,2004,97514478207.72231
fin,2005,101699403405.44701
fin,2006,108149749065.882
fin,2007,124536709901.569
fin,2008,140920435238.28101
fin,2009,132187714468.35899
fin,2010,131272464333.334
fin,2011,146517209922.17899
fin,2012,139585865255.85901
fin,2013,147033291885.491
fin,2014,149858873972.94101
fin,2015,127753752278.125
fin,2016,130814916778.60001
fin,2017,135901775210.588
fin,2018,146363959081.569
fin,2019,141144465670.58801
fin,2020,137881345487.93799
fji,1980,702548899.7555
fji,1981,772263047.03955
fji,1982,734296439.29644
fji,1983,735683382.49754
fji,1984,733557177.16608
fji,1985,726513522.88488
fji,1986,770816488.65743
fji,1987,771489669.58759
fji,1988,764552891.00189
fji,1989,858693453.78548
fji,1990,974204875.4136
fji,1991,999186771.48279
fji,1992,1050299401.1976
fji,1993,1056362692.95628
fji,1994,1157571204.15272
fji,1995,1263386190.71322
fji,1996,1249127057.64983
fji,1997,1230518805.84609
fji,1998,894050734.85001
fji,1999,968927701.05605
fji,2000,959128065.39509
fji,2001,921022577.52789
fji,2002,972380995.93031
fji,2003,1182825192.53086
fji,2004,1338141950.37507
fji,2005,2293847368.42105
fji,2006,2348000924.21442
fji,2007,2453666894.36751
fji,2008,2737466273.45172
fji,2009,2166664007.77215
fji,2010,2271519418.2349
fji,2011,2551370008.9226
fji,2012,2663753002.96106
fji,2013,2766753557.07614
fji,2014,2815538889.47759
fji,2015,2678203661.32723
fji,2016,3026925096.67255
fji,2017,3256519425.22618
fji,2018,3374053846.89087
fji,2019,3387381966.30254
fji,2020,2868122925.11988
fra,1960,35611510587.557
fra,1961,38764370887.6829
fra,1962,43376076788.1198
fra,1963,48723848683.6135
fra,1964,53108357318.4282
fra,1965,56626593338.1219
fra,1966,61065576171.1267
fra,1967,66022728206.4278
fra,1968,72340406557.50169
fra,1969,78391071011.3515
fra,1970,80562182591.2366
fra,1971,90112465964.24768
fra,1972,110230169050.715
fra,1973,141551266941.66199
fra,1974,154058919803.60101
fra,1975,196848707358.11496
fra,1976,203258672493.854
fra,1977,223281626103.23599
fra,1978,274087209302.32599
fra,1979,333283996299.72198
fra,1980,383908723998.758
fra,1981,345938442969.22101
fra,1982,330196626409.82098
fra,1983,314432395214.73401
fra,1984,297771522930.27094
fra,1985,313161045408.08899
fra,1986,432472772042.80707
fra,1987,529574375204.62701
fra,1988,566671071467.90002
fra,1989,566736582356.56995
fra,1990,700662570774.60498
fra,1991,698822229973.25903
fra,1992,772365551425.03101
fra,1993,732410238591.61499
fra,1994,766717863894.14001
fra,1995,875966618478.11804
fra,1996,885145531478.39502
fra,1997,786507080242.75085
fra,1998,811048476762.28613
fra,1999,800523873976.06299
fra,2000,735497610323.13904
fra,2001,745599042879.52783
fra,2002,810357628318.82495
fra,2003,1000562269080.39001
fra,2004,1145724838459.8501
fra,2005,1195025840211.66992
fra,2006,1258575848340
fra,2007,1439813264175.68994
fra,2008,1596016770512.5
fra,2009,1495682377055.86011
fra,2010,1464262012633.34009
fra,2011,1575334221848.25
fra,2012,1468474908292.96997
fra,2013,1536288588800.3999
fra,2014,1551065849210.58008
fra,2015,1318289931253.90991
fra,2016,1341911926533.86011
fra,2017,1400976370362.36011
fra,2018,1503816844193.71997
fra,2019,1462924811513.71997
fra,2020,1397709947305.84009
fro,1998,574080706.78128
fro,1999,608053094.80806
fro,2000,553698457.27506
fro,2001,580141298.60143
fro,2002,645787680.34251
fro,2003,816719036.99318
fro,2004,921416768.20617
fro,2005,1020744051.09306
fro,2006,1095463106.20838
fro,2007,1259235446.47942
fro,2008,1338989035.13074
fro,2009,1265515118.73006
fro,2010,1197862769.15418
fro,2011,1361782181.90623
fro,2012,1230694864.04834
fro,2013,1319516407.59931
fro,2014,1373772828.5078
fro,2015,1235437506.50277
fro,2016,1165545107.47657
fro,2017,1234336427.93318
fro,2018,1221961802.8062
fro,2019,1244969562.47938
fsm,1983,89400000
gab,1970,118667321.77074
gab,1971,134734846.775
gab,1972,143634768.79285
gab,1973,330208801.48514
gab,1974,381380265.28898
gab,1975,506735711.32256
gab,1976,495081629.20041
gab,1977,660209243.45339
gab,1978,871238087.04161
gab,1979,1027634544.46765
gab,1980,1118896712.63267
gab,1981,1032637176.76576
gab,1982,989329927.0169
gab,1983,1011635683.99235
gab,1984,1063721042.36421
gab,1985,1078878163.19092
gab,1986,1612158482.62932
gab,1987,1693637525.93937
gab,1988,1832812706.29658
gab,1989,2299313219.05254
gab,1990,2960720723.58842
gab,1991,2403422604.33899
gab,1992,2774987983.76074
gab,1993,2118311907.66987
gab,1994,1803136594.30477
gab,1995,2047468247.91986
gab,1996,2229200762.22885
gab,1997,1792770016.72522
gab,1998,2089555451.81827
gab,1999,1995162896.94105
gab,2000,1634667590.33973
gab,2001,1811741080.01705
gab,2002,1990927951.2052
gab,2003,2429986752.82904
gab,2004,2731024504.20793
gab,2005,2877939924.71244
gab,2006,3110752995.25904
gab,2007,3677141831.00772
gab,2008,4216576233.18386
gab,2009,4246623490.78256
gab,2010,4404138693.9987
gab,2011,5021224484.69873
gab,2012,5055872436.59514
gab,2013,5680506669.1692
gab,2014,6278553387.26131
gab,2015,5442339283.5426
gab,2016,5671152503.79004
gab,2017,5967278412.35622
gab,2018,6513217840.60211
gab,2019,6357215923.40816
gab,2020,6432425671.40271
gbr,1960,54277883934.7687
gbr,1961,57087042335.4804
gbr,1962,60465185405.1788
gbr,1963,64383051196.7731
gbr,1964,68723591081.9006
gbr,1965,73057628529.89661
gbr,1966,77212842096.78259
gbr,1967,80054607741.15889
gbr,1968,74905289647.0415
gbr,1969,79498039094.1165
gbr,1970,87091473482.12141
gbr,1971,99019213920.662
gbr,1972,115070856643.35699
gbr,1973,129212966682.99899
gbr,1974,142325925666.19901
gbr,1975,165699280973.45099
gbr,1976,156557234501.34799
gbr,1977,173536698063.841
gbr,1978,219797371045.06201
gbr,1979,288018593816.17999
gbr,1980,366821919590.98297
gbr,1981,353063733922.83002
gbr,1982,336459709993.01202
gbr,1983,320517318478.09601
gbr,1984,302645416334.13098
gbr,1985,319813142967.146
gbr,1986,405355964526.53198
gbr,1987,497450451054.09399
gbr,1988,611954016364.28296
gbr,1989,617609075589.005
gbr,1990,732003908025.56799
gbr,1991,772602906525.57312
gbr,1992,810182822042.82202
gbr,1993,739179397120.57605
gbr,1994,793944886746.24988
gbr,1995,862902004102.88782
gbr,1996,915907956318.25293
gbr,1997,1029156843483.95996
gbr,1998,1101351440874.45996
gbr,1999,1128674971687.42993
gbr,2000,1108252383113.93994
gbr,2001,1095726212753.70996
gbr,2002,1182816247002.3999
gbr,2003,1349319183673.46997
gbr,2004,1587175027462.46997
gbr,2005,1652367272727.27002
gbr,2006,1743863845446.17993
gbr,2007,1987114845938.37988
gbr,2008,1887972426470.59009
gbr,2009,1566930986134.90991
gbr,2010,1600102053788.01001
gbr,2011,1718669791453.92993
gbr,2012,1755885454895.54004
gbr,2013,1816574353128.4895
gbr,2014,1989226699724.77002
gbr,2015,1905788123441.73999
gbr,2016,1765860305057.18994
gbr,2017,1740994178500.90991
gbr,2018,1884129665211.27002
gbr,2019,1849621602690.12012
gbr,2020,1683289375052.80005
geo,1990,5220691257.6257
geo,1991,4172185430.46358
geo,1992,3133811526.09448
geo,1993,3052335398.59018
geo,1994,3491298742.49635
geo,1995,2744510776.10255
geo,1996,3259475573.89307
geo,1997,3581801387.28324
geo,1998,3039729909.12535
geo,1999,2272352442.5215
geo,2000,2767410026.29785
geo,2001,2558593342.98119
geo,2002,2642417361.20599
geo,2003,3205573938.57482
geo,2004,3955185726.21035
geo,2005,4686820764.60528
geo,2006,6602785890.81105
geo,2007,8098892547.14157
geo,2008,10938489401.6635
geo,2009,9625680933.85214
geo,2010,9940975144.47624
geo,2011,12424607174.622
geo,2012,13094592139.5264
geo,2013,13261632800.2886
geo,2014,13613127937.9283
geo,2015,11433657956.1979
geo,2016,10563780791.8198
geo,2017,11344331540.1474
geo,2018,12197861173.5922
geo,2019,12330578190.9797
geo,2020,12791827144.6249
gha,1960,886658934.66458
gha,1961,1033735061.26771
gha,1962,1061749561.57307
gha,1963,1173807562.7945
gha,1964,1259251788.72584
gha,1965,1587021442.29853
gha,1966,1682270743.33675
gha,1967,1349888245.05235
gha,1968,1209980673.64742
gha,1969,1462958804.76658
gha,1970,1647299458.4503
gha,1971,1870841366.18795
gha,1972,1580280263.38004
gha,1973,1849295774.64789
gha,1974,2263975155.2795
gha,1975,2060106382.97872
gha,1976,2190677966.1017
gha,1977,2467714285.71429
gha,1978,3100523560.20942
gha,1979,3341025641.02564
gha,1980,3729564315.3527
gha,1981,3682150948.71215
gha,1982,3623716153.12792
gha,1983,3684898507.82852
gha,1984,3908855185.90998
gha,1985,3782146343.2991
gha,1986,4761389668.47748
gha,1987,4336680272.10884
gha,1988,4411649705.42365
gha,1989,4440198309.72903
gha,1990,5018567482.78478
gha,1991,5488269021.73913
gha,1992,5556627002.28833
gha,1993,4743277349.76888
gha,1994,4019327405.85774
gha,1995,4935183486.23853
gha,1996,5182990825.68807
gha,1997,5748688476.5625
gha,1998,5941631920.41523
gha,1999,6615837959.48987
gha,2000,4199378968.61809
gha,2001,4425089627.25115
gha,2002,5098566506.81474
gha,2003,6217276534.37933
gha,2004,7150688604.78043
gha,2005,8699193548.3871
gha,2006,17111554037.8101
gha,2007,22939601865.7517
gha,2008,27024430865.72269
gha,2009,23184097010.6762
gha,2010,30141056573.4266
gha,2011,33760717611.4692
gha,2012,34551024056.1127
gha,2013,47948290955.8898
gha,2014,39392855830.9743
gha,2015,36235507241.69489
gha,2016,40377712670.7248
gha,2017,45452026065.9694
gha,2018,47980760081.1288
gha,2019,51402113888.1435
gha,2020,52155608520.8285
gin,1986,1408910414.52681
gin,1987,1447184131.74526
gin,1988,1810508440.42043
gin,1989,1697970305.88234
gin,1990,1783699632.22925
gin,1991,2047822793.17553
gin,1992,2343194183.86648
gin,1993,2345670071.1666
gin,1994,2512239048.22716
gin,1995,2751086602.88891
gin,1996,2974564778.41103
gin,1997,2833424321.99378
gin,1998,2857229154.27951
gin,1999,2685512627.67305
gin,2000,2302743859.68869
gin,2001,2196026331.17913
gin,2002,2353157709.48088
gin,2003,2392952203.48432
gin,2004,2672585337.83989
gin,2005,2167641419.10401
gin,2006,3805711814.82884
gin,2007,5855301525.00672
gin,2008,6142049491.13272
gin,2009,6245067941.73032
gin,2010,5449436607.56215
gin,2011,5500830416.11715
gin,2012,6057848743.59221
gin,2013,7078157945.33201
gin,2014,7214459336.20343
gin,2015,7492954734.89492
gin,2016,7137522754.62855
gin,2017,7637325598.72042
