geo,time,ne_con_govt_kd
bel,1999,86584832666.32809
bel,2000,88631551095.664
bel,2001,90514394471.0547
bel,2002,93493991338.82808
bel,2003,95239366067.07027
bel,2004,97528845916.87502
bel,2005,97884000993.164
bel,2006,98612729059.7265
bel,2007,100511660372.03101
bel,2008,103627283520.19501
bel,2009,105263593131.289
bel,2010,105654807376.52299
bel,2011,106168511844.883
bel,2012,107426477560.27299
bel,2013,107575374190.19501
bel,2014,108876832810.89799
bel,2015,109180950294.21899
bel,2016,109688996246.836
bel,2017,109885269077.187
bel,2018,111361697880.742
bel,2019,113307117783.164
bel,2020,113534567925.742
ben,1960,188031918.64973
ben,1961,194147117.53785
ben,1962,200261893.24347
ben,1963,206376613.88672
ben,1964,189560939.10765
ben,1965,192626907.44785
ben,1966,184983295.14981
ben,1967,209443870.25827
ben,1968,212501157.22826
ben,1969,217087482.5563
ben,1970,241541729.77297
ben,1971,242668455.04135
ben,1972,264216301.93444
ben,1973,278318529.32301
ben,1974,260606201.24864
ben,1975,250452671.13733
ben,1976,227550878.18276
ben,1977,196752132.53456
ben,1978,196638972.36528
ben,1979,212207864.31828
ben,1980,249324603.16437
ben,1981,272000517.83585
ben,1982,210165927.20744
ben,1983,280221242.30816
ben,1984,284711918.85626
ben,1985,324230363.76044
ben,1986,316596113.81596
ben,1987,311656329.14318
ben,1988,250582459.36328
ben,1989,246240571.64375
ben,1990,387495548.04394
ben,1991,371583550.02108
ben,1992,369252189.19044
ben,1993,369317817.12033
ben,1994,385199263.14043
ben,1995,397003964.56971
ben,1996,406025028.76719
ben,1997,422187166.7966
ben,1998,444090890.28515
ben,1999,453729472.2009
ben,2000,477811955.34527
ben,2001,527153701.28839
ben,2002,544450702.00742
ben,2003,625072875.4184
ben,2004,663794571.89362
ben,2005,692158554.54146
ben,2006,756054298.14735
ben,2007,786835208.43718
ben,2008,902178314.46841
ben,2009,990408809.23026
ben,2010,1002411541.92314
ben,2011,1035965754.90641
ben,2012,1085349189.63884
ben,2013,1171057285.57131
ben,2014,1144269847.33218
ben,2015,1299546338.4774
ben,2016,1218243820.27622
ben,2017,1303160769.65324
ben,2018,1381350415.76478
ben,2019,1461825176.32855
ben,2020,1672929056.03864
bfa,1965,91980103.6227
bfa,1966,82963605.41923
bfa,1967,84765641.73387
bfa,1968,120837944.42626
bfa,1969,120837944.42626
bfa,1970,142481315.70084
bfa,1971,146280706.90399
bfa,1972,169754781.23812
bfa,1973,180592732.58488
bfa,1974,191426331.8869
bfa,1975,261858292.88702
bfa,1976,260055783.59358
bfa,1977,241993618.14603
bfa,1978,245607908.50359
bfa,1979,268645670.71926
bfa,1980,240005993.4374
bfa,1981,263722022.02104
bfa,1982,403646772.44686
bfa,1983,387282710.57247
bfa,1984,398192114.23536
bfa,1985,408783744.89596
bfa,1986,442160601.9099
bfa,1987,474213588.91086
bfa,1988,493443838.26236
bfa,1989,488851906.55758
bfa,1990,508416201.90564
bfa,1991,539033038.41923
bfa,1992,529995078.41269
bfa,1993,519433053.50689
bfa,1994,598629406.18394
bfa,1995,612378943.10955
bfa,1996,640036263.15244
bfa,1997,646529011.18161
bfa,1998,689038467.43899
bfa,1999,588146154.75303
bfa,2000,684084143.12504
bfa,2001,775855905.25357
bfa,2002,825420732.0322
bfa,2003,827027628.00533
bfa,2004,905124026.46971
bfa,2005,987653009.91168
bfa,2006,1126149478.6047
bfa,2007,1202827433.21893
bfa,2008,1171652452.41256
bfa,2009,1247197526.70659
bfa,2010,1300803414.07317
bfa,2011,1401837801.0787
bfa,2012,1498730711.52009
bfa,2013,1589283156.43956
bfa,2014,1687169435.92287
bfa,2015,1886528970.9253
bfa,2016,2086952947.64972
bfa,2017,2365287040.49666
bfa,2018,2552951442.94337
bfa,2019,2925537327.15371
bgd,1965,378800919.0703
bgd,1966,385777153.37607
bgd,1967,374407774.54492
bgd,1968,379776851.76018
bgd,1969,398514139.91962
bgd,1970,438084857.50618
bgd,1971,431473243.90053
bgd,1972,413177199.43726
bgd,1973,362494094.67371
bgd,1974,551780574.08506
bgd,1975,560375161.63587
bgd,1976,1536127846.54996
bgd,1977,1818063127.07438
bgd,1978,1665046620.75862
bgd,1979,1852893814.61285
bgd,1980,1799928144.18785
bgd,1981,2112166772.52596
bgd,1982,2118720667.47758
bgd,1983,2171337748.67028
bgd,1984,2252215595.86369
bgd,1985,2289307848.03601
bgd,1986,2470678741.39085
bgd,1987,2521204152.94331
bgd,1988,2540958799.80846
bgd,1989,2557320296.68493
bgd,1990,2567971456.97039
bgd,1991,2621337562.60943
bgd,1992,2907061810.25846
bgd,1993,3247223074.38442
bgd,1994,3355397448.97549
bgd,1995,3432593692.03819
bgd,1996,3404538969.94074
bgd,1997,3569393619.30754
bgd,1998,3678279700.27071
bgd,1999,3780770768.18471
bgd,2000,3920118590.69509
bgd,2001,4143529103.82128
bgd,2002,4527742464.15334
bgd,2003,4914591936.73468
bgd,2004,5394266732.31602
bgd,2005,5922197027.12716
bgd,2006,6404654385.63829
bgd,2007,6600483353.93408
bgd,2008,6810810939.6009
bgd,2009,7226462379.35027
bgd,2010,7719732679.77278
bgd,2011,8239754637.83609
bgd,2012,8493724526.29649
bgd,2013,8985603545.2541
bgd,2014,9694131937.58745
bgd,2015,10542520729.813
bgd,2016,11424764037.6843
bgd,2017,12310888288.5893
bgd,2018,14208327713.7931
bgd,2019,15488770421.9857
bgd,2020,16421368355.5076
bgr,1980,7955248284.9223
bgr,1981,8976520671.54194
bgr,1982,9357937178.79801
bgr,1983,10304312340.8232
bgr,1984,10087687519.7183
bgr,1985,11347626196.9724
bgr,1986,12090954115.3539
bgr,1987,12766207063.5485
bgr,1988,12673391990.6366
bgr,1989,12683084430.4472
bgr,1990,13417743308.912
bgr,1991,11878482102.9634
bgr,1992,10113358510.9881
bgr,1993,8847052581.31965
bgr,1994,7798623477.68182
bgr,1995,9165707322.60258
bgr,1996,7015189866.24348
bgr,1997,4925433008.38812
bgr,1998,7029582861.02924
bgr,1999,6592585581.50079
bgr,2000,6672739174.7903
bgr,2001,6797772613.91975
bgr,2002,6843283835.86488
bgr,2003,7394251303.55928
bgr,2004,7707841759.23827
bgr,2005,7728983790.52369
bgr,2006,8168615960.09975
bgr,2007,8089676377.23872
bgr,2008,8329789730.2199
bgr,2009,7811043980.9567
bgr,2010,7940208569.48538
bgr,2011,8128093402.85649
bgr,2012,7975765132.62299
bgr,2013,8026720131.48946
bgr,2014,8022937542.50737
bgr,2015,8167858195.42054
bgr,2016,8347000680.11789
bgr,2017,8704918385.85355
bgr,2018,9170825776.46792
bgr,2019,9353851167.53571
bgr,2020,10134163454.9989
bhr,2000,1752355047.99251
bhr,2001,1829010495.09914
bhr,2002,1979180245.05127
bhr,2003,2227791727.07718
bhr,2004,2311161730.26495
bhr,2005,2487872708.33182
bhr,2006,2579542248.64994
bhr,2007,2812073377.48581
bhr,2008,3113248594.67055
bhr,2009,3474220824.16592
bhr,2010,3601826207.54493
bhr,2011,4253080511.74146
bhr,2012,4894162119.38587
bhr,2013,5093840913.74747
bhr,2014,5407638343.65127
bhr,2015,5491382978.7234
bhr,2016,5425101953.0297
bhr,2017,6020997191.85336
bhr,2018,6132032318.80895
bhr,2019,6039469425.53582
bhs,1989,942792020.97256
bhs,1990,920606216.76724
bhs,1991,971003181.26906
bhs,1992,920703786.8032
bhs,1993,897150840.13116
bhs,1994,1020663352.58586
bhs,1995,958820081.68901
bhs,1996,1021523249.95685
bhs,1997,1369937203.01444
bhs,1998,1352011344.41696
bhs,1999,1400350503.36536
bhs,2000,1439758108.49681
bhs,2001,1420985111.89093
bhs,2002,1420985111.89093
bhs,2003,1274440694.93183
bhs,2004,1233788529.02261
bhs,2005,1272453581.08497
bhs,2006,1294730173.15768
bhs,2007,1292565264.914
bhs,2008,1385635402.40465
bhs,2009,1439486187.6546
bhs,2010,1435271414.60047
bhs,2011,1539207927.28528
bhs,2012,1467420824.94391
bhs,2013,1390509060.57643
bhs,2014,1316180544.20986
bhs,2015,1454400000
bhs,2016,1412179060.00115
bhs,2017,1652086452.28096
bhs,2018,1697214853.59259
bhs,2019,1933785986.30846
bhs,2020,1606759339.58465
bih,2000,3012201910.7489
bih,2001,2893505403.90884
bih,2002,2908745400.17701
bih,2003,3052287264.06939
bih,2004,3051214785.9494
bih,2005,3099822844.48827
bih,2006,3192758538.68127
bih,2007,3309140922.40521
bih,2008,3413410529.47316
bih,2009,3451851379.95899
bih,2010,3509673822.33055
bih,2011,3478140840.012
bih,2012,3520593219.41004
bih,2013,3513349740.24551
bih,2014,3565790567.67213
bih,2015,3568048673.55044
bih,2016,3568805972.16324
bih,2017,3620024895.90584
bih,2018,3656251966.32679
bih,2019,3688042211.6384
bih,2020,3736487007.82934
blr,1990,10888101540.661
blr,1991,10093272207.0475
blr,1992,8064521148.54155
blr,1993,7185489535.62238
blr,1994,7027410813.42439
blr,1995,6865779966.52725
blr,1996,6776521405.32484
blr,1997,7257656726.40088
blr,1998,7751178083.39683
blr,1999,8200744534.50313
blr,2000,8692790400.60336
blr,2001,8980090768.60158
blr,2002,8881392337.40052
blr,2003,8896539090.01816
blr,2004,8881880957.11897
blr,2005,8914128941.22806
blr,2006,8900550557.00269
blr,2007,8855139500.14045
blr,2008,8883478679.3867
blr,2009,8876359676.6083
blr,2010,9153310433.79603
blr,2011,8876283234.22431
blr,2012,8819799956.69574
blr,2013,8643179828.49197
blr,2014,8472178215.51131
blr,2015,8424042446.3142
blr,2016,8451775743.22497
blr,2017,8373651626.78946
blr,2018,8336271301.01943
blr,2019,8377952657.52453
blr,2020,8277417239.39386
blz,1980,85645366.63612
blz,1981,84048585.7944
blz,1982,82910697.68218
blz,1983,81053774.13729
blz,1984,82880305.53725
blz,1985,85311127.6981
blz,1986,88972056.12625
blz,1987,92352766.86086
blz,1988,94728406.32806
blz,1989,98000622.26611
blz,1990,100274650.84119
blz,1991,104140240.98625
blz,1992,118712057.22634
blz,1993,134171299.08567
blz,1994,138340189.28231
blz,1995,132328393.73529
blz,1996,135105908.88916
blz,1997,140579902.4544
blz,1998,143563324.92121
blz,1999,140103104.87653
blz,2000,149936330.75449
blz,2001,159084618.17077
blz,2002,179976183.53914
blz,2003,189503759.20577
blz,2004,187783560.65409
blz,2005,195200411.86535
blz,2006,194715028.99952
blz,2007,214208658.21073
blz,2008,221693772.93116
blz,2009,228474196.04771
blz,2010,237255200.65698
blz,2011,233858916.57795
blz,2012,243342937.61297
blz,2013,245012182.82958
blz,2014,257520109.8031
blz,2015,271896000
blz,2016,294427704.3648
blz,2017,295560334.18416
blz,2018,329055172.0818
blz,2019,352275584.05908
blz,2020,374813811.28138
bmu,2014,841388290.63305
bmu,2015,832027000
bmu,2016,898458327.5044
bmu,2017,852328594.14396
bmu,2018,815379750.34615
bmu,2019,839828900.32776
bmu,2020,837170243.14907
bol,1960,625624332.93948
bol,1961,695536507.68056
bol,1962,760070822.82618
bol,1963,818885826.97345
bol,1964,858472848.99564
bol,1965,1050752670.24631
bol,1966,1086946518.95232
bol,1967,1122009309.88627
bol,1968,1219280278.28367
bol,1969,1266784704.71031
bol,1970,1334648171.03407
bol,1971,1453573899.12572
bol,1972,1612867374.35832
bol,1973,1803483541.35591
bol,1974,1966797041.20005
bol,1975,2183543368.17271
bol,1976,2315701677.27737
bol,1977,2387224615.15783
bol,1978,2455732534.57964
bol,1979,2846009923.95079
bol,1980,2663936309.25274
bol,1981,2887174571.6911
bol,1982,2803158054.43992
bol,1983,2473786100.30281
bol,1984,2568037879.57639
bol,1985,2378003105.91242
bol,1986,2042229020.2781
bol,1987,1964390554.26314
bol,1988,2038358543.04273
bol,1989,2056303071.41816
bol,1990,2054538722.29244
bol,1991,2123177448.70323
bol,1992,2201571588.49672
bol,1993,2257332490.21124
bol,1994,2328039998.02152
bol,1995,2482398478.01074
bol,1996,2547077321.42546
bol,1997,2632662400.5036
bol,1998,2732724422.50419
bol,1999,2820450712.96518
bol,2000,2879074862.45908
bol,2001,2961494524.92104
bol,2002,3063876569.82588
bol,2003,3173342040.75882
bol,2004,3273247885.60782
bol,2005,3383095877.39034
bol,2006,3493837926.77986
bol,2007,3625490738.70677
bol,2008,3767283748.30293
bol,2009,3911195334.91214
bol,2010,4031219088.83616
bol,2011,4323203198.89789
bol,2012,4534402868.24034
bol,2013,4955659320.04732
bol,2014,5288636842.21112
bol,2015,5773469898.69754
bol,2016,5863946887.41301
bol,2017,6153505482.65041
bol,2018,6470237615.31173
bol,2019,6713405893.84346
bol,2020,6527897887.43266
bra,1960,51533423405.0237
bra,1961,55641027313.9763
bra,1962,56761126553.3412
bra,1963,60869063304.6825
bra,1964,59375482066.461
bra,1965,55641029540.3468
bra,1966,58255049650.7519
bra,1967,63856236801.65929
bra,1968,67590693446.5587
bra,1969,72818728658.03551
bra,1970,77682308244.53929
bra,1971,84597686052.0773
bra,1972,91817725184.38368
bra,1973,103088236775.864
bra,1974,103275644072.32201
bra,1975,118930036788.80701
bra,1976,128088283829.117
bra,1977,121064004890.078
bra,1978,127683741290.258
bra,1979,138106410144.63599
bra,1980,138361636025.823
bra,1981,134061283868.923
bra,1982,144495979242.741
bra,1983,132627823205.50101
bra,1984,118366470839.57001
bra,1985,150533442949.58401
bra,1986,180514000014.70001
bra,1987,218049975883.74896
bra,1988,215256229455.08301
bra,1989,255100230068.569
bra,1990,230200746278.008
bra,1991,223544815419.89496
bra,1992,229895560843.76199
bra,1993,235200008117.888
bra,1994,235982952366.34201
bra,1995,239157435327.73199
bra,1996,236085999934.95001
bra,1997,239028653428.65302
bra,1998,246729599054.50696
bra,1999,250894903693.13199
bra,2000,250515382405.44296
bra,2001,257068672198.54401
bra,2002,266879244635.479
bra,2003,271140138766.09399
bra,2004,281649631435.69293
bra,2005,287313442687.492
bra,2006,297544096456.91101
bra,2007,309651602192.617
bra,2008,315984101463.19098
bra,2009,325290363657.62598
bra,2010,338043907794.16498
bra,2011,345495397056.26801
bra,2012,353362346166.14398
bra,2013,358698546136.88599
bra,2014,361615069522.11902
bra,2015,356420222393.65503
bra,2016,357172272862.23297
bra,2017,354776764558.94397
bra,2018,357568468797.29901
bra,2019,355976130044.086
bra,2020,339316276165.00897
brb,2015,642925350
brn,1989,1534431752.46309
brn,1990,1570081703.45951
brn,1991,1566368162.35058
brn,1992,1662177246.51522
brn,1993,1732734382.08715
brn,1994,1778039496.31746
brn,1995,1818888375.76683
brn,1996,1848596631.88939
brn,1997,1878304888.01195
brn,1998,1805519671.42401
brn,1999,1841912243.34352
brn,2000,1983584644.16234
brn,2001,2167804393.34622
brn,2002,2125003224.01715
brn,2003,2070073064.60372
brn,2004,2155739640.5537
brn,2005,2133184275.98883
brn,2006,2406889118.91579
brn,2007,2786412205.46109
brn,2008,2764725171.94421
brn,2009,2903982672.53361
brn,2010,3011913253.64437
brn,2011,3170373266.80968
brn,2012,3184533406.59747
brn,2013,3299810682.37516
brn,2014,3361016235.93501
brn,2015,3240573714.45196
brn,2016,3031260754.80764
brn,2017,3256283333.37777
brn,2018,3308125155.85673
brn,2019,3367600667.47183
brn,2020,3045912965.28312
btn,1990,77214633.32615
btn,1991,62086854.692
btn,1992,66112851.94947
btn,1993,43480160.88366
btn,1994,46597745.60549
btn,1995,65413937.41768
btn,1996,86074853.91734
btn,1997,107473660.29199
btn,1998,112122366.50441
btn,1999,159788558.20163
btn,2000,159788558.20163
btn,2001,172720454.58463
btn,2002,187672464.69949
btn,2003,201874645.88118
btn,2004,216541004.06763
btn,2005,222527460.35001
btn,2006,253521587.42874
btn,2007,265121780.7493
btn,2008,268499309.31629
btn,2009,324485023.1546
btn,2010,348981302.27173
btn,2011,361477740.21152
btn,2012,358748201.76266
btn,2013,322485295.13823
btn,2014,330122941.28151
btn,2015,365780983.88356
btn,2016,381193345.72743
btn,2017,397887445.54579
btn,2018,410003738.59269
btn,2019,454289959.88183
btn,2020,472931054.15271
bwa,1975,222148387.85869
bwa,1976,267600050.33073
bwa,1977,303698417.4776
bwa,1978,310093332.93219
bwa,1979,330742321.61254
bwa,1980,386324243.4242
bwa,1981,440860264.14561
bwa,1982,492796479.7601
bwa,1983,547750865.72005
bwa,1984,624818482.67692
bwa,1985,702364231.335
bwa,1986,811854638.01636
bwa,1987,1044163180.45212
bwa,1988,1225013590.95011
bwa,1989,1332860455.92696
bwa,1990,1428135665.19736
bwa,1991,1471552866.71541
bwa,1992,1632558482.42642
bwa,1993,1794564592.08392
bwa,1994,1884936742.29104
bwa,1995,1964345216.37041
bwa,1996,1987541039.15864
bwa,1997,2184561459.42512
bwa,1998,2329379272.29862
bwa,1999,2375530795.48596
bwa,2000,2390178261.2218
bwa,2001,2355720698.38421
bwa,2002,2478255153.54811
bwa,2003,2508490524.35675
bwa,2004,2688182080.19265
bwa,2005,2518235483.31081
bwa,2006,2418163685.24446
bwa,2007,2503308202.95493
bwa,2008,2628123820.8154
bwa,2009,2705995343.51878
bwa,2010,2807031208.96518
bwa,2011,2947045253.3833
bwa,2012,3395882863.53999
bwa,2013,3884523280.97709
bwa,2014,4303641543.33936
bwa,2015,4281044525.61951
bwa,2016,4458392548.38162
bwa,2017,4309431255.42266
bwa,2018,4406323229.843
bwa,2019,4861482207.07577
bwa,2020,5040096729.3561
caf,2009,301241539.52116
caf,2010,312682642.64915
caf,2011,300396603.07865
caf,2012,313703713.87878
caf,2013,282157718.23941
caf,2014,246006691.35441
caf,2015,250588748.49737
caf,2016,257672430.15291
caf,2017,264334919.92624
caf,2018,273156975.35023
caf,2019,360028059.13423
caf,2020,186519557.59071
can,1961,77907938338.3569
can,1962,81867773442.6483
can,1963,85864358708.8251
can,1964,90997694743.722
can,1965,95078638442.67999
can,1966,103167025516.825
can,1967,111789125730.87199
can,1968,118953746113.87601
can,1969,124695966337.383
can,1970,134572584934.13699
can,1971,139158008974.039
can,1972,143823615299.07199
can,1973,150514658708.62799
can,1974,159250351171.00201
can,1975,169380880389.46899
can,1976,171908291923.02802
can,1977,178398880401.75
can,1978,180174583794.203
can,1979,181675495357.49496
can,1980,186513994539.34201
can,1981,189838427496.116
can,1982,192085618615.20401
can,1983,194169940445.11096
can,1984,198554073605.216
can,1985,206453489450.77301
can,1986,209825320479.11496
can,1987,212823803719.80801
can,1988,219040853119.82501
can,1989,224431440678.91501
can,1990,231784406306.27399
can,1991,237243483030.91199
can,1992,239173704042.83896
can,1993,238695742208.19601
can,1994,235984787874.96097
can,1995,233640500775.60001
can,1996,229182867448.12296
can,1997,227819768600.90497
can,1998,232201395478.10599
can,1999,237226778127.513
can,2000,245379895490.24301
can,2001,253736392432.19
can,2002,259475479997.564
can,2003,266948927844.362
can,2004,271954472932.23697
can,2005,274847090939.46301
can,2006,282409490324.58502
can,2007,289116612262.31299
can,2008,299990706743.91998
can,2009,308080346724.91998
can,2010,315014652064.51398
can,2011,319145709300.68298
can,2012,321372229255.25201
can,2013,318832706236.63202
can,2014,320595463759.04602
can,2015,324965188724.922
can,2016,330742697880.91199
can,2017,337740480602.23694
can,2018,347674312359.24597
can,2019,354534072790.76202
can,2020,354693184610.56702
che,1970,33095671199.3231
che,1971,35028138035.3708
che,1972,36037895780.79089
che,1973,36908376094.17889
che,1974,37535122460.1446
che,1975,37778856407.56689
che,1976,38823432991.4503
che,1977,38980119323.1695
che,1978,39763552020.8543
che,1979,40181383277.8612
che,1980,40564394657.3155
che,1981,41488459759.2893
che,1982,41751681823.796
