geo,time,tm_tax_tcom_sm_fn_zs
omn,1992,7.5
omn,1997,4.05
omn,2001,7.97
omn,2002,9.48
omn,2003,15.08
omn,2004,5.74
omn,2005,6.96
omn,2006,6.94
omn,2007,8.44
omn,2008,6.97
omn,2009,8.23
omn,2012,4.14
omn,2013,4.14
omn,2014,4.14
omn,2015,8.28
omn,2016,8.31
omn,2017,9.52
omn,2018,9.48
omn,2019,9.43
omn,2020,8.84
pak,1995,44.95
pak,1998,43.04
pak,1999,24.58
pak,2000,24.49
pak,2001,17.93
pak,2002,16.51
pak,2003,16.18
pak,2004,14.7
pak,2005,13.18
pak,2006,13.13
pak,2007,12.72
pak,2008,11.6
pak,2009,12.66
pak,2010,12.53
pak,2011,12.56
pak,2012,11.84
pak,2013,11.85
pak,2014,11.48
pak,2015,10.86
pak,2016,11.22
pak,2018,11.23
pak,2019,11.44
pak,2020,10.64
pan,1997,17.1
pan,1998,10.68
pan,1999,11.7
pan,2000,11.8
pan,2001,11.56
pan,2002,12.33
pan,2003,11.78
pan,2004,11.79
pan,2005,11.64
pan,2006,11.64
pan,2007,11.44
pan,2008,11.49
pan,2009,11.28
pan,2010,10.96
pan,2011,10.74
pan,2012,10.98
pan,2013,10.95
pan,2015,10.87
pan,2020,8.98
per,1993,17.16
per,1995,16.24
per,1997,13.83
per,1998,13.76
per,1999,13.76
per,2000,15.14
per,2001,12.34
per,2002,12.34
per,2003,12.32
per,2004,12.34
per,2005,11.95
per,2006,11.75
per,2007,11.75
per,2008,7.95
per,2009,4.9
per,2010,4.87
per,2011,2.94
per,2013,2.72
per,2014,2.72
per,2015,1.49
per,2017,1.51
per,2018,1.51
per,2019,1.51
per,2020,1.51
phl,1988,29.08
phl,1989,29.11
phl,1990,20.66
phl,1992,20.31
phl,1993,24.23
phl,1994,22.54
phl,1995,21.81
phl,1996,15.35
phl,1997,15.79
phl,1998,11.68
phl,1999,10.9
phl,2000,8.19
phl,2001,8.11
phl,2002,6.97
phl,2003,6.03
phl,2004,7.16
phl,2005,7.17
phl,2006,7.15
phl,2007,7.13
phl,2008,7.25
phl,2009,7.28
phl,2010,7.27
phl,2011,7.23
phl,2012,7.23
phl,2013,7.62
phl,2015,7.59
phl,2016,7.56
phl,2017,7.61
phl,2018,7.56
phl,2019,7.55
phl,2020,7.57
plw,2005,2.6
plw,2006,2.6
plw,2010,5.64
plw,2011,5.29
plw,2012,5.08
plw,2015,5.35
plw,2016,5.46
plw,2017,7.58
plw,2018,14.42
plw,2019,23.99
plw,2020,5.59
png,1997,31.52
png,1999,33.25
png,2000,18.21
png,2001,17.47
png,2002,15.24
png,2003,13.85
png,2004,13.75
png,2005,13.81
png,2006,11.57
png,2007,11.64
png,2008,11.06
png,2009,11.09
png,2010,11.94
png,2012,12.11
png,2013,12.15
png,2018,16.98
png,2019,19.36
png,2020,10.83
pol,1988,6.9
pol,1989,7
pol,1990,7.36
pol,1991,7.27
pol,1992,7.33
pol,1993,7.13
pol,1994,7.27
pol,1995,17.54
pol,1996,16.3
pol,1997,15.76
pol,1998,14.19
pol,1999,14.06
pol,2000,12
pol,2001,13.08
pol,2002,10.97
pol,2003,11.18
pol,2004,11.34
pol,2005,11.98
pol,2006,11.87
pol,2007,10.85
pol,2008,10.4
pol,2009,10.3
pol,2010,10.37
pol,2011,10.39
pol,2012,10.42
pol,2013,10.24
pol,2014,10.26
pol,2015,10.28
pol,2016,10.31
pol,2017,10.03
pol,2018,9.99
pol,2019,12.26
pol,2020,5.58
prt,1988,6.9
prt,1989,7
prt,1990,7.36
prt,1991,7.27
prt,1992,7.33
prt,1993,7.13
prt,1994,7.27
prt,1995,17.54
prt,1996,16.3
prt,1997,15.76
prt,1998,14.19
prt,1999,14.06
prt,2000,12
prt,2001,13.08
prt,2002,10.97
prt,2003,11.18
prt,2004,11.34
prt,2005,11.98
prt,2006,11.87
prt,2007,10.85
prt,2008,10.4
prt,2009,10.3
prt,2010,10.37
prt,2011,10.39
prt,2012,10.42
prt,2013,10.24
prt,2014,10.26
prt,2015,10.28
prt,2016,10.31
prt,2017,10.03
prt,2018,9.99
prt,2019,12.26
prt,2020,5.58
pry,1991,14.95
pry,1994,7.44
pry,1995,8.4
pry,1996,9.08
pry,1997,8.89
pry,1998,8.82
pry,1999,11.57
pry,2000,11.17
pry,2001,10.24
pry,2002,9.94
pry,2003,9.84
pry,2004,9.96
pry,2005,8.48
pry,2006,8.33
pry,2007,8.46
pry,2008,8.59
pry,2009,8.59
pry,2010,8.61
pry,2011,8.62
pry,2012,8.62
pry,2013,8.71
pry,2014,8.71
pry,2015,8.71
pry,2016,8.71
pry,2017,8.7
pry,2018,8.7
pry,2019,8.7
pry,2020,8.7
pse,2013,8.98
pse,2014,8.84
pse,2015,8.88
pse,2016,8.31
pse,2017,8.3
pyf,2008,8.03
pyf,2009,8.07
pyf,2011,8.07
pyf,2012,7.19
pyf,2013,7.2
pyf,2014,7.2
pyf,2015,7.2
pyf,2016,7.2
pyf,2017,7.2
pyf,2018,7.2
pyf,2019,7.17
pyf,2020,7.19
qat,2002,4.52
qat,2003,5.81
qat,2004,6.8
qat,2005,6.32
qat,2006,6.32
qat,2007,5.49
qat,2008,6.76
qat,2009,6.67
qat,2010,5.57
qat,2011,5.57
qat,2012,5.14
qat,2013,5.14
qat,2014,4.93
qat,2015,5.17
qat,2016,5.19
qat,2017,6.7
qat,2018,6.34
qat,2019,6.31
qat,2020,6.03
rou,1988,6.9
rou,1989,7
rou,1990,7.36
rou,1991,7.27
rou,1992,7.33
rou,1993,7.13
rou,1994,7.27
rou,1995,17.54
rou,1996,16.3
rou,1997,15.76
rou,1998,14.19
rou,1999,14.06
rou,2000,12
rou,2001,13.08
rou,2002,10.97
rou,2003,11.18
rou,2004,11.34
rou,2005,11.98
rou,2006,11.87
rou,2007,10.85
rou,2008,10.4
rou,2009,10.3
rou,2010,10.37
rou,2011,10.39
rou,2012,10.42
rou,2013,10.24
rou,2014,10.26
rou,2015,10.28
rou,2016,10.31
rou,2017,10.03
rou,2018,9.99
rou,2019,12.26
rou,2020,5.58
rus,1993,4.27
rus,1994,7.77
rus,1996,9.62
rus,1997,10.11
rus,2001,9.91
rus,2002,10.1
rus,2005,10.14
rus,2007,10.2
rus,2008,9.93
rus,2009,10.2
rus,2010,10.18
rus,2011,10.18
rus,2012,10.32
rus,2013,9.9
rus,2014,8.9
rus,2015,8.36
rus,2016,8.23
rus,2017,7.6
rus,2018,8
rus,2019,11.65
rus,2020,7.52
rwa,1993,47.03
rwa,2000,10.64
rwa,2001,10.66
rwa,2002,13.81
rwa,2003,10.63
rwa,2005,13.91
rwa,2006,13.91
rwa,2008,14.18
rwa,2009,15.61
rwa,2010,15.61
rwa,2011,15.44
rwa,2012,16.55
rwa,2013,16.35
rwa,2014,16.58
rwa,2015,16.58
rwa,2016,16.37
rwa,2018,16.48
rwa,2019,16.42
rwa,2020,16.52
sau,1994,11.93
sau,1999,12.43
sau,2000,12.89
sau,2001,14.16
sau,2002,8.12
sau,2003,6.81
sau,2004,6.93
sau,2005,5.63
sau,2006,5.61
sau,2007,5.59
sau,2008,5.48
sau,2009,5.4
sau,2011,4.48
sau,2012,5.12
sau,2013,5.12
sau,2014,4.91
sau,2015,4.37
sau,2017,9.52
sau,2020,6.91
sdn,1996,8.5
sdn,2002,29.63
sdn,2006,25.65
sdn,2008,26.55
sdn,2009,26.55
sdn,2010,25.74
sdn,2011,25.74
sdn,2020,27.5
sen,2001,11.78
sen,2002,11.78
sen,2003,11.79
sen,2004,11.83
sen,2005,11.82
sen,2006,11.82
sen,2007,11.98
sen,2008,11.97
sen,2009,11.98
sen,2010,11.98
sen,2011,11.97
sen,2012,11.97
sen,2013,11.98
sen,2014,11.98
sen,2015,13.28
sen,2016,13.28
sen,2017,13.26
sen,2018,13.26
sen,2019,13.26
sen,2020,13.26
sgp,1989,10.46
sgp,1995,0.91
sgp,1996,0.14
sgp,1997,0.14
sgp,1998,0.13
sgp,1999,0.12
sgp,2000,0.11
sgp,2001,0.09
sgp,2002,0.09
sgp,2003,0.09
sgp,2004,0
sgp,2005,0.08
sgp,2006,0.1
sgp,2007,0.08
sgp,2008,0.37
sgp,2009,0.37
sgp,2010,0.38
sgp,2011,0.39
sgp,2012,0.35
sgp,2013,0.35
sgp,2014,0.34
sgp,2015,0.35
sgp,2016,0.34
sgp,2017,0.35
sgp,2018,1.11
sgp,2019,2.3
sgp,2020,0.33
slb,1995,34.53
slb,2006,16.37
slb,2007,14.03
slb,2008,13.69
slb,2010,13.25
slb,2011,13.87
slb,2013,13.57
slb,2015,16.72
slb,2016,16.8
slb,2017,15.92
slb,2018,20.59
slb,2019,32
slb,2020,15.6
sle,2004,13.25
sle,2006,13.05
sle,2010,12.66
sle,2011,12.66
sle,2012,12.66
sle,2020,13.26
slv,1995,11.06
slv,1996,9.5
slv,1997,8.91
slv,1998,9.25
slv,1999,7.41
slv,2000,7.63
slv,2001,8.06
slv,2002,7.4
slv,2003,7.91
slv,2004,8.02
slv,2005,7.9
slv,2006,7.83
slv,2007,8.2
slv,2008,8.35
slv,2009,8.35
slv,2010,8.33
slv,2011,8.32
slv,2012,8.74
slv,2013,8.73
slv,2014,8.72
slv,2015,8.71
slv,2017,8.73
slv,2018,8.73
slv,2019,8.82
slv,2020,8.82
srb,2001,16.43
srb,2002,11.36
srb,2005,9.64
srb,2007,9.64
srb,2008,9.8
srb,2009,9.81
srb,2010,9.81
srb,2011,9.81
srb,2013,9.93
srb,2015,9.93
srb,2016,9.93
srb,2017,9.97
srb,2018,9.96
stp,2013,10.41
stp,2014,10.4
stp,2015,9.97
stp,2016,9.97
stp,2018,10.24
stp,2019,10.24
sur,1996,23.66
sur,1999,23.28
sur,2000,23.67
sur,2007,13.39
sur,2009,15.4
sur,2010,15.42
sur,2011,14.77
sur,2012,15.4
sur,2013,15.4
sur,2018,15.49
sur,2019,15.49
sur,2020,15.49
svk,1988,6.9
svk,1989,7
svk,1990,7.36
svk,1991,7.27
svk,1992,7.33
svk,1993,7.13
svk,1994,7.27
svk,1995,17.54
svk,1996,16.3
svk,1997,15.76
svk,1998,14.19
svk,1999,14.06
svk,2000,12
svk,2001,13.08
svk,2002,10.97
svk,2003,11.18
svk,2004,11.34
svk,2005,11.98
svk,2006,11.87
svk,2007,10.85
svk,2008,10.4
svk,2009,10.3
svk,2010,10.37
svk,2011,10.39
svk,2012,10.42
svk,2013,10.24
svk,2014,10.26
svk,2015,10.28
svk,2016,10.31
svk,2017,10.03
svk,2018,9.99
svk,2019,12.26
svk,2020,5.58
svn,1988,6.9
svn,1989,7
svn,1990,7.36
svn,1991,7.27
svn,1992,7.33
svn,1993,7.13
svn,1994,7.27
svn,1995,17.54
svn,1996,16.3
svn,1997,15.76
svn,1998,14.19
svn,1999,14.06
svn,2000,12
svn,2001,13.08
svn,2002,10.97
svn,2003,11.18
svn,2004,11.34
svn,2005,11.98
svn,2006,11.87
svn,2007,10.85
svn,2008,10.4
svn,2009,10.3
svn,2010,10.37
svn,2011,10.39
svn,2012,10.42
svn,2013,10.24
svn,2014,10.26
svn,2015,10.28
svn,2016,10.31
svn,2017,10.03
svn,2018,9.99
svn,2019,12.26
svn,2020,5.58
swe,1988,6.9
swe,1989,7
swe,1990,7.36
swe,1991,7.27
swe,1992,7.33
swe,1993,7.13
swe,1994,7.27
swe,1995,17.54
swe,1996,16.3
swe,1997,15.76
swe,1998,14.19
swe,1999,14.06
swe,2000,12
swe,2001,13.08
swe,2002,10.97
swe,2003,11.18
swe,2004,11.34
swe,2005,11.98
swe,2006,11.87
swe,2007,10.85
swe,2008,10.4
swe,2009,10.3
swe,2010,10.37
swe,2011,10.39
swe,2012,10.42
swe,2013,10.24
swe,2014,10.26
swe,2015,10.28
swe,2016,10.31
swe,2017,10.03
swe,2018,9.99
swe,2019,12.26
swe,2020,5.58
swz,2001,6.61
swz,2002,6.74
swz,2004,6.05
swz,2005,6.52
swz,2006,6.48
swz,2007,6.52
swz,2008,6.35
swz,2009,6.27
swz,2010,6.26
swz,2011,6.19
swz,2012,6.2
swz,2013,6.15
swz,2014,6.02
swz,2015,6.2
swz,2016,6.33
swz,2017,6.29
swz,2018,6.26
swz,2019,10.82
swz,2020,6.12
syc,2000,38.52
syc,2001,38.74
syc,2005,29.74
syc,2006,21.52
syc,2007,22.39
syc,2015,5.39
syc,2016,5.39
syc,2017,5.38
syc,2018,9.23
syc,2019,16.45
syc,2020,6.76
syr,2002,15.87
syr,2009,15.39
syr,2010,15.39
syr,2013,16.82
syr,2020,10.3
tcd,1995,19.28
tcd,1997,19.28
tcd,2001,19.17
tcd,2002,19.17
tcd,2003,19.36
tcd,2004,19.36
tcd,2005,19.08
tcd,2006,19.36
tcd,2007,19.18
tcd,2008,19.15
tcd,2009,19.18
tcd,2010,19.15
tcd,2011,19.18
tcd,2013,19.73
tcd,2015,19.22
tcd,2016,19.22
tgo,1996,11.57
tgo,1997,11.6
tgo,1999,11.84
tgo,2000,11.84
tgo,2001,11.78
tgo,2002,11.78
tgo,2003,11.79
tgo,2004,11.83
tgo,2005,11.82
tgo,2006,11.82
tgo,2007,11.98
tgo,2008,11.97
tgo,2009,11.98
tgo,2010,11.98
tgo,2011,11.97
tgo,2012,11.97
tgo,2013,11.98
tgo,2014,11.98
tgo,2015,13.28
tgo,2016,13.28
tgo,2017,13.26
tgo,2018,13.26
tgo,2019,13.26
tgo,2020,13.26
tha,1989,50.17
tha,1991,48.45
tha,1993,56.58
tha,1995,38.5
tha,1999,43.7
tha,2000,30.51
tha,2001,20.83
tha,2003,20.27
tha,2004,12.79
tha,2005,16.22
tha,2006,16.21
tha,2007,14.7
tha,2008,14.59
tha,2009,14.54
tha,2010,14.27
tha,2011,14.26
tha,2013,18.24
tha,2014,18.76
tha,2015,18.52
tjk,2002,9.52
tjk,2006,10.13
tjk,2010,9.19
tjk,2012,8.96
tjk,2013,8.69
tjk,2014,8.77
tjk,2015,8.75
tjk,2016,8.76
tjk,2017,8.72
tjk,2020,8.35
tkm,1998,0
tkm,2002,8.26
tls,2011,2.5
tls,2012,2.5
tls,2013,2.5
tls,2014,2.5
tls,2015,2.5
tls,2016,2.5
tls,2020,2.52
ton,2009,13.04
ton,2010,13.04
ton,2011,13.04
ton,2012,12.92
ton,2013,11.73
ton,2015,11.64
ton,2016,10.08
ton,2017,9.84
ton,2020,8.43
tto,1991,21.46
tto,1992,22.04
tto,1996,14.25
tto,1999,26.87
tto,2001,13.78
tto,2002,12.4
tto,2003,12.4
tto,2004,14.29
tto,2005,14.13
tto,2006,13.94
tto,2007,14.9
tto,2008,14.69
tto,2010,15.81
tto,2011,15.8
tto,2012,16.45
tto,2013,16.35
tun,1990,28.77
tun,1992,28.76
tun,1995,29.86
tun,1998,31.29
tun,2000,52.53
tun,2002,55.87
tun,2003,49.07
tun,2004,46.75
tun,2005,44.79
tun,2006,45.72
tun,2008,29.97
tun,2009,26.26
tun,2010,18.43
tun,2011,23.35
tun,2012,24.51
tun,2013,19.47
tun,2015,19.51
tun,2016,22.75
tur,1993,8.7
tur,1995,12.19
tur,1996,26.02
tur,1997,23.77
tur,1998,25.97
tur,1999,27.86
tur,2000,29.08
tur,2001,28.81
tur,2002,29.14
tur,2003,28.54
tur,2004,28.09
tur,2005,27.71
tur,2006,27.8
tur,2007,29.66
tur,2008,27.72
tur,2009,28.58
tur,2010,28.45
tur,2011,27.42
tur,2013,29.37
tur,2015,31.92
tur,2016,29.54
tur,2017,29.64
tur,2018,28.76
tur,2019,31.1
tur,2020,28.79
tuv,2010,5.95
tuv,2017,6.91
tza,1993,24.73
tza,1997,31.62
tza,1998,31.42
tza,2000,16.87
tza,2003,14.42
tza,2005,15.4
tza,2006,15.03
tza,2007,15
tza,2008,15.61
tza,2009,15.61
tza,2010,15.61
tza,2011,15.47
tza,2012,16.55
tza,2013,16.51
tza,2014,16.65
tza,2015,16.67
tza,2016,16.66
tza,2018,16.73
tza,2019,17.11
tza,2020,17.92
uga,1994,20.25
uga,2000,11.6
uga,2001,11.35
uga,2002,11.21
uga,2003,11
uga,2004,10.71
uga,2005,15.4
uga,2006,15.03
uga,2007,15
uga,2008,15.61
uga,2009,15.61
uga,2010,15.61
uga,2011,15.46
uga,2012,16.55
uga,2013,16.48
uga,2014,16.64
uga,2015,16.67
uga,2016,16.65
uga,2018,16.68
uga,2019,17.35
uga,2020,19.6
ukr,1995,7.21
ukr,1997,12.05
ukr,2002,8.27
ukr,2006,6.32
ukr,2007,6.08
ukr,2008,5.99
ukr,2009,5.76
ukr,2010,6.17
ukr,2011,5.66
ukr,2012,5.66
ukr,2013,5.67
ukr,2014,5.66
ukr,2015,5.67
ukr,2016,5.67
ukr,2017,5.65
ukr,2018,5.67
ukr,2019,13.48
ukr,2020,5.65
ury,1992,6.81
ury,1995,8.48
ury,1996,8.75
ury,1997,8.69
ury,1998,11.22
ury,1999,11.21
ury,2000,11.33
ury,2001,10.8
ury,2002,9.9
ury,2004,9.88
ury,2005,8.52
ury,2006,8.34
ury,2007,8.34
ury,2008,8.35
ury,2009,8.35
ury,2010,8.4
ury,2011,8.41
ury,2012,8.4
ury,2013,8.5
ury,2014,8.52
ury,2015,8.56
ury,2016,8.55
ury,2017,8.56
ury,2018,8.56
ury,2019,8.59
ury,2020,8.59
usa,1989,3.6
usa,1990,3.54
usa,1991,3.57
usa,1992,3.58
usa,1993,3.62
usa,1995,4.02
usa,1996,4.02
usa,1997,4.34
usa,1998,3.86
usa,1999,3.72
usa,2000,3.66
usa,2001,3.76
usa,2002,3.74
usa,2003,3.61
usa,2004,3.48
usa,2005,3.39
usa,2006,3.34
usa,2007,3.63
usa,2008,3.21
usa,2009,3.17
usa,2010,3.17
usa,2011,3.21
usa,2012,2.97
usa,2013,2.95
usa,2014,2.94
usa,2015,2.99
usa,2016,3.02
usa,2017,5.29
usa,2018,5.54
usa,2019,27.84
usa,2020,3.07
uzb,2001,8.23
uzb,2006,14.96
uzb,2007,14.96
uzb,2008,14.87
uzb,2009,14.91
uzb,2012,15.02
uzb,2014,13.83
uzb,2015,13.84
uzb,2020,7.36
vct,1996,22.04
vct,1999,21.64
vct,2000,21.64
vct,2001,13.51
vct,2002,13.61
vct,2003,13.59
vct,2006,11.98
vct,2007,13.44
vct,2010,13.85
vct,2011,13.85
vct,2012,14.48
vct,2013,14.48
vct,2015,14.1
vct,2016,14.44
vct,2017,14.44
vct,2018,14.44
vct,2019,14.44
vct,2020,14.44
ven,1992,15.09
ven,1995,12.78
ven,1997,12.66
ven,1998,12.76
ven,1999,12.66
ven,2000,12.68
ven,2001,12.71
ven,2002,12.71
ven,2003,12.7
ven,2004,12.65
ven,2005,12.64
ven,2006,12.77
ven,2007,13.58
ven,2008,13.8
ven,2009,13.8
ven,2010,12.99
ven,2011,13.8
ven,2012,13.8
ven,2013,13.8
ven,2014,13.38
ven,2015,12.49
ven,2016,11.74
ven,2017,10.46
ven,2018,10.46
ven,2019,10.46
ven,2020,10.46
vnm,1994,13.4
vnm,1999,17.42
vnm,2001,17.12
vnm,2002,17.08
vnm,2003,17.76
vnm,2004,17.82
vnm,2005,17.76
vnm,2006,17.76
vnm,2007,17.76
vnm,2008,14.09
vnm,2009,13.37
vnm,2010,12.07
vnm,2012,11.87
vnm,2013,11.94
vnm,2014,12.1
vnm,2015,12.02
vnm,2016,12.54
vnm,2017,12.52
vnm,2018,12.7
vnm,2019,12.7
vnm,2020,12.7
vut,2002,23.21
vut,2003,23.98
vut,2004,23.98
vut,2005,24
vut,2006,24.53
vut,2007,25.25
vut,2008,25.06
vut,2009,24.94
vut,2012,12.88
vut,2015,6.34
vut,2016,6.35
vut,2017,12.83
vut,2020,12.85
wsm,2011,15.45
wsm,2012,13.39
wsm,2013,13.38
wsm,2014,15.58
wsm,2015,15.78
wsm,2016,15.09
wsm,2017,14.91
wsm,2018,16.33
wsm,2020,13.6
yem,2000,14.86
yem,2006,10.38
yem,2009,10.77
yem,2011,10.77
yem,2012,11.8
yem,2013,11.8
yem,2015,11.8
yem,2016,11.8
yem,2017,11.72
zaf,1988,6.71
zaf,1990,6.5
zaf,1991,7.18
zaf,1993,8.44
zaf,1996,7.75
zaf,1997,7.09
zaf,1999,7.01
zaf,2000,7.15
zaf,2001,6.96
zaf,2002,6.87
zaf,2003,6.76
zaf,2004,6.06
zaf,2005,6.46
zaf,2006,6.48
zaf,2007,6.52
zaf,2008,6.37
zaf,2009,6
zaf,2010,6.24
zaf,2011,6.22
zaf,2012,6.23
zaf,2013,6.15
zaf,2014,6.02
zaf,2015,6.17
zaf,2016,6.24
zaf,2017,6.22
zaf,2018,6.23
zaf,2019,10.82
zaf,2020,6.12
zmb,1993,29.28
zmb,1997,15.97
zmb,2001,18.67
zmb,2002,18.09
zmb,2003,16.27
zmb,2004,19.85
zmb,2005,16.4
zmb,2006,19.75
zmb,2007,18.24
zmb,2008,18.22
zmb,2009,16.55
zmb,2010,16.54
zmb,2011,16.52
zmb,2012,17.31
zmb,2013,17.24
zmb,2015,17
zmb,2016,18.24
zmb,2018,17.66
zmb,2020,17.67
zwe,1996,38.48
zwe,1997,20.07
zwe,1998,20.55
zwe,1999,23.5
zwe,2000,22.93
zwe,2001,19.17
zwe,2002,18.44
zwe,2003,18.25
zwe,2007,17.1
zwe,2010,16.77
zwe,2011,16.53
zwe,2012,16.28
zwe,2015,18.52
zwe,2016,16.08
