geo,time,sp_pop_65up_to
kwt,2008,55133
kwt,2009,57339
kwt,2010,59764
kwt,2011,63269
kwt,2012,67196
kwt,2013,71441
kwt,2014,76041
kwt,2015,81272
kwt,2016,88712
kwt,2017,96635
kwt,2018,105521
kwt,2019,116277
kwt,2020,129646
lao,1960,55335
lao,1961,57930
lao,1962,60386
lao,1963,62753
lao,1964,65124
lao,1965,67542
lao,1966,70568
lao,1967,73574
lao,1968,76525
lao,1969,79371
lao,1970,82103
lao,1971,85518
lao,1972,88802
lao,1973,91860
lao,1974,94597
lao,1975,96935
lao,1976,100732
lao,1977,104104
lao,1978,107230
lao,1979,110340
lao,1980,113648
lao,1981,117069
lao,1982,120608
lao,1983,124219
lao,1984,127793
lao,1985,131258
lao,1986,135462
lao,1987,139428
lao,1988,143179
lao,1989,146766
lao,1990,150207
lao,1991,154950
lao,1992,159460
lao,1993,163633
lao,1994,167371
lao,1995,170663
lao,1996,175211
lao,1997,179424
lao,1998,183302
lao,1999,186840
lao,2000,190079
lao,2001,194915
lao,2002,199255
lao,2003,203211
lao,2004,206867
lao,2005,210274
lao,2006,214560
lao,2007,218531
lao,2008,222323
lao,2009,226094
lao,2010,229964
lao,2011,234993
lao,2012,240174
lao,2013,245663
lao,2014,251710
lao,2015,258613
lao,2016,267821
lao,2017,277534
lao,2018,287767
lao,2019,298535
lao,2020,309879
lbn,1960,107404
lbn,1961,108936
lbn,1962,109701
lbn,1963,109972
lbn,1964,110149
lbn,1965,110454
lbn,1966,111509
lbn,1967,112473
lbn,1968,113503
lbn,1969,114675
lbn,1970,115990
lbn,1971,118507
lbn,1972,121025
lbn,1973,123368
lbn,1974,125363
lbn,1975,126883
lbn,1976,131125
lbn,1977,134865
lbn,1978,137889
lbn,1979,139899
lbn,1980,140818
lbn,1981,140414
lbn,1982,139248
lbn,1983,137729
lbn,1984,136425
lbn,1985,135704
lbn,1986,136153
lbn,1987,136979
lbn,1988,138730
lbn,1989,142084
lbn,1990,147438
lbn,1991,152503
lbn,1992,159711
lbn,1993,167927
lbn,1994,175730
lbn,1995,182270
lbn,1996,190044
lbn,1997,196439
lbn,1998,202496
lbn,1999,209692
lbn,2000,219024
lbn,2001,227902
lbn,2002,240293
lbn,2003,254511
lbn,2004,268024
lbn,2005,279143
lbn,2006,287268
lbn,2007,291331
lbn,2008,294661
lbn,2009,301648
lbn,2010,314922
lbn,2011,327470
lbn,2012,346361
lbn,2013,368866
lbn,2014,391810
lbn,2015,413343
lbn,2016,437769
lbn,2017,460051
lbn,2018,480321
lbn,2019,498636
lbn,2020,515256
lbr,1960,35417
lbr,1961,36400
lbr,1962,37309
lbr,1963,38154
lbr,1964,38970
lbr,1965,39783
lbr,1966,40786
lbr,1967,41775
lbr,1968,42748
lbr,1969,43694
lbr,1970,44607
lbr,1971,45779
lbr,1972,46919
lbr,1973,48050
lbr,1974,49202
lbr,1975,50397
lbr,1976,51941
lbr,1977,53494
lbr,1978,55101
lbr,1979,56783
lbr,1980,58549
lbr,1981,60804
lbr,1982,63083
lbr,1983,65205
lbr,1984,66974
lbr,1985,68314
lbr,1986,69693
lbr,1987,70316
lbr,1988,70249
lbr,1989,69591
lbr,1990,68446
lbr,1991,68303
lbr,1992,67872
lbr,1993,67638
lbr,1994,68176
lbr,1995,69718
lbr,1996,73420
lbr,1997,78992
lbr,1998,85653
lbr,1999,92466
lbr,2000,98879
lbr,2001,102231
lbr,2002,104249
lbr,2003,105557
lbr,2004,106969
lbr,2005,108980
lbr,2006,112667
lbr,2007,117165
lbr,2008,121967
lbr,2009,126384
lbr,2010,130062
lbr,2011,133229
lbr,2012,135495
lbr,2013,137343
lbr,2014,139401
lbr,2015,142053
lbr,2016,146615
lbr,2017,151539
lbr,2018,156782
lbr,2019,162227
lbr,2020,167838
lby,1960,56282
lby,1961,57232
lby,1962,57938
lby,1963,58460
lby,1964,58846
lby,1965,59144
lby,1966,60277
lby,1967,61300
lby,1968,62289
lby,1969,63347
lby,1970,64542
lby,1971,66527
lby,1972,68686
lby,1973,70954
lby,1974,73242
lby,1975,75532
lby,1976,78253
lby,1977,80954
lby,1978,83713
lby,1979,86626
lby,1980,89766
lby,1981,93360
lby,1982,97115
lby,1983,101067
lby,1984,105261
lby,1985,109708
lby,1986,115281
lby,1987,120863
lby,1988,126479
lby,1989,132193
lby,1990,138053
lby,1991,144308
lby,1992,150766
lby,1993,157345
lby,1994,163877
lby,1995,170281
lby,1996,177217
lby,1997,183664
lby,1998,189755
lby,1999,195727
lby,2000,201713
lby,2001,208018
lby,2002,214201
lby,2003,220205
lby,2004,225879
lby,2005,231076
lby,2006,238122
lby,2007,244799
lby,2008,250754
lby,2009,255486
lby,2010,258717
lby,2011,262187
lby,2012,264413
lby,2013,266155
lby,2014,268462
lby,2015,272052
lby,2016,277640
lby,2017,284891
lby,2018,293325
lby,2019,302155
lby,2020,310982
lca,1960,3656
lca,1961,3776
lca,1962,3897
lca,1963,4002
lca,1964,4080
lca,1965,4142
lca,1966,4291
lca,1967,4434
lca,1968,4549
lca,1969,4630
lca,1970,4693
lca,1971,4815
lca,1972,4924
lca,1973,5029
lca,1974,5130
lca,1975,5245
lca,1976,5375
lca,1977,5508
lca,1978,5628
lca,1979,5745
lca,1980,5869
lca,1981,6064
lca,1982,6250
lca,1983,6431
lca,1984,6601
lca,1985,6770
lca,1986,7409
lca,1987,8085
lca,1988,8778
lca,1989,9475
lca,1990,10186
lca,1991,10418
lca,1992,10604
lca,1993,10771
lca,1994,10947
lca,1995,11147
lca,1996,11241
lca,1997,11360
lca,1998,11488
lca,1999,11608
lca,2000,11702
lca,2001,11724
lca,2002,11729
lca,2003,11728
lca,2004,11720
lca,2005,11727
lca,2006,12198
lca,2007,12733
lca,2008,13345
lca,2009,14036
lca,2010,14817
lca,2011,15157
lca,2012,15502
lca,2013,15839
lca,2014,16184
lca,2015,16539
lca,2016,16950
lca,2017,17380
lca,2018,17837
lca,2019,18344
lca,2020,18906
lka,1960,446475
lka,1961,441022
lka,1962,435844
lka,1963,430964
lka,1964,426345
lka,1965,422162
lka,1966,429326
lka,1967,436489
lka,1968,443871
lka,1969,451716
lka,1970,460048
lka,1971,476311
lka,1972,493023
lka,1973,510209
lka,1974,527652
lka,1975,545288
lka,1976,567799
lka,1977,589863
lka,1978,611639
lka,1979,633519
lka,1980,655738
lka,1981,681470
lka,1982,707394
lka,1983,733884
lka,1984,761341
lka,1985,790168
lka,1986,820307
lka,1987,851542
lka,1988,883595
lka,1989,915905
lka,1990,948057
lka,1991,982114
lka,1992,1014361
lka,1993,1045080
lka,1994,1074601
lka,1995,1103206
lka,1996,1120485
lka,1997,1134599
lka,1998,1146563
lka,1999,1157339
lka,2000,1167900
lka,2001,1200519
lka,2002,1233118
lka,2003,1266064
lka,2004,1300196
lka,2005,1336473
lka,2006,1365585
lka,2007,1394205
lka,2008,1424963
lka,2009,1461198
lka,2010,1505774
lka,2011,1587245
lka,2012,1668773
lka,2013,1766763
lka,2014,1868862
lka,2015,1969483
lka,2016,2071208
lka,2017,2170903
lka,2018,2269547
lka,2019,2363185
lka,2020,2462130
lso,1960,38992
lso,1961,39751
lso,1962,40500
lso,1963,41193
lso,1964,41783
lso,1965,42256
lso,1966,42927
lso,1967,43475
lso,1968,43957
lso,1969,44467
lso,1970,45053
lso,1971,46076
lso,1972,47138
lso,1973,48228
lso,1974,49329
lso,1975,50433
lso,1976,51682
lso,1977,52918
lso,1978,54130
lso,1979,55305
lso,1980,56427
lso,1981,58006
lso,1982,59514
lso,1983,60951
lso,1984,62334
lso,1985,63657
lso,1986,65374
lso,1987,67084
lso,1988,68815
lso,1989,70569
lso,1990,72338
lso,1991,73733
lso,1992,75098
lso,1993,76490
lso,1994,77886
lso,1995,79179
lso,1996,80610
lso,1997,81750
lso,1998,82550
lso,1999,82934
lso,2000,82884
lso,2001,84855
lso,2002,86197
lso,2003,87062
lso,2004,87692
lso,2005,88268
lso,2006,88915
lso,2007,89785
lso,2008,90862
lso,2009,92096
lso,2010,93475
lso,2011,94588
lso,2012,95747
lso,2013,96891
lso,2014,97947
lso,2015,98863
lso,2016,100414
lso,2017,101913
lso,2018,103331
lso,2019,104687
lso,2020,106016
ltu,1960,220226
ltu,1961,229540
ltu,1962,238564
ltu,1963,247362
ltu,1964,256511
ltu,1965,266184
ltu,1966,276190
ltu,1967,286208
ltu,1968,296435
ltu,1969,306873
ltu,1970,318647
ltu,1971,331851
ltu,1972,344634
ltu,1973,356527
ltu,1974,367025
ltu,1975,375705
ltu,1976,381459
ltu,1977,386133
ltu,1978,389232
ltu,1979,389632
ltu,1980,387523
ltu,1981,384721
ltu,1982,379746
ltu,1983,374195
ltu,1984,370162
ltu,1985,369086
ltu,1986,372356
ltu,1987,378386
ltu,1988,386520
ltu,1989,394841
ltu,1990,402272
ltu,1991,413253
ltu,1992,423523
ltu,1993,432303
ltu,1994,439693
ltu,1995,445996
ltu,1996,455653
ltu,1997,464349
ltu,1998,472237
ltu,1999,479640
ltu,2000,486736
ltu,2001,497563
ltu,2002,508226
ltu,2003,518543
ltu,2004,526642
ltu,2005,531134
ltu,2006,533641
ltu,2007,536858
ltu,2008,539498
ltu,2009,540402
ltu,2010,534941
ltu,2011,531897
ltu,2012,533199
ltu,2013,535996
ltu,2014,539593
ltu,2015,542799
ltu,2016,544059
ltu,2017,545909
ltu,2018,552045
ltu,2019,563254
ltu,2020,576249
lux,1960,33985
lux,1961,34756
lux,1962,35611
lux,1963,36413
lux,1964,37281
lux,1965,38192
lux,1966,39232
lux,1967,40091
lux,1968,40900
lux,1969,41775
lux,1970,42616
lux,1971,43678
lux,1972,44768
lux,1973,45730
lux,1974,46705
lux,1975,47485
lux,1976,48420
lux,1977,49064
lux,1978,49517
lux,1979,49722
lux,1980,49673
lux,1981,49865
lux,1982,49664
lux,1983,49270
lux,1984,48920
lux,1985,48733
lux,1986,48875
lux,1987,49197
lux,1988,49645
lux,1989,50296
lux,1990,51158
lux,1991,52299
lux,1992,53488
lux,1993,54681
lux,1994,55804
lux,1995,56842
lux,1996,57980
lux,1997,58918
lux,1998,59754
lux,1999,60596
lux,2000,61404
lux,2001,62593
lux,2002,63640
lux,2003,64740
lux,2004,65909
lux,2005,67079
lux,2006,67745
lux,2007,68301
lux,2008,69026
lux,2009,69901
lux,2010,70938
lux,2011,72339
lux,2012,74012
lux,2013,75759
lux,2014,77668
lux,2015,79712
lux,2016,81728
lux,2017,84123
lux,2018,86226
lux,2019,88505
lux,2020,90722
lva,1960,224280
lva,1961,228676
lva,1962,232398
lva,1963,236289
lva,1964,241072
lva,1965,246646
lva,1966,253038
lva,1967,260374
lva,1968,268702
lva,1969,276593
lva,1970,283610
lva,1971,291308
lva,1972,297928
lva,1973,303745
lva,1974,309509
lva,1975,315105
lva,1976,320079
lva,1977,325417
lva,1978,329862
lva,1979,331030
lva,1980,328347
lva,1981,325633
lva,1982,319756
lva,1983,312520
lva,1984,306385
lva,1985,302847
lva,1986,303022
lva,1987,305781
lva,1988,310098
lva,1989,313834
lva,1990,316257
lva,1991,324107
lva,1992,329843
lva,1993,333696
lva,1994,337645
lva,1995,340982
lva,1996,345458
lva,1997,348359
lva,1998,350253
lva,1999,352555
lva,2000,354860
lva,2001,360147
lva,2002,365621
lva,2003,371197
lva,2004,375086
lva,2005,377413
lva,2006,381633
lva,2007,385344
lva,2008,387126
lva,2009,385500
lva,2010,381307
lva,2011,380748
lva,2012,381722
lva,2013,382896
lva,2014,384303
lva,2015,385986
lva,2016,385634
lva,2017,385212
lva,2018,386275
lva,2019,389205
lva,2020,393153
mac,1960,8332
mac,1961,8399
mac,1962,8575
mac,1963,8833
mac,1964,9139
mac,1965,9466
mac,1966,9865
mac,1967,10321
mac,1968,10782
mac,1969,11178
mac,1970,11468
mac,1971,12086
mac,1972,12614
mac,1973,13079
mac,1974,13539
mac,1975,14028
mac,1976,14690
mac,1977,15382
mac,1978,16126
mac,1979,16988
mac,1980,18045
mac,1981,18506
mac,1982,19022
mac,1983,19594
mac,1984,20198
mac,1985,20811
mac,1986,21063
mac,1987,21399
mac,1988,21769
mac,1989,22122
mac,1990,22438
mac,1991,23513
mac,1992,24568
mac,1993,25598
mac,1994,26623
mac,1995,27648
mac,1996,28444
mac,1997,29221
mac,1998,30003
mac,1999,30800
mac,2000,31601
mac,2001,31995
mac,2002,32467
mac,2003,33018
mac,2004,33622
mac,2005,34268
mac,2006,34709
mac,2007,34991
mac,2008,35230
mac,2009,35690
mac,2010,36596
mac,2011,38616
mac,2012,41193
mac,2013,44276
mac,2014,47798
mac,2015,51726
mac,2016,56160
mac,2017,61000
mac,2018,66222
mac,2019,71805
mac,2020,77736
mar,1960,367608
mar,1961,386141
mar,1962,403188
mar,1963,419422
mar,1964,435998
mar,1965,453425
mar,1966,473913
mar,1967,494845
mar,1968,515497
mar,1969,534606
mar,1970,551566
mar,1971,568127
mar,1972,582892
mar,1973,595875
mar,1974,606977
mar,1975,616234
mar,1976,625023
mar,1977,632510
mar,1978,639794
mar,1979,648140
mar,1980,658439
mar,1981,673688
mar,1982,690435
mar,1983,709603
mar,1984,732565
mar,1985,760351
mar,1986,795493
mar,1987,834842
mar,1988,878280
mar,1989,925538
mar,1990,976486
mar,1991,1034763
mar,1992,1094207
mar,1993,1154003
mar,1994,1213215
mar,1995,1271287
mar,1996,1324582
mar,1997,1375765
mar,1998,1425002
mar,1999,1472178
mar,2000,1517594
mar,2001,1566540
mar,2002,1613280
mar,2003,1659064
mar,2004,1705538
mar,2005,1754010
mar,2006,1799477
mar,2007,1847693
mar,2008,1896981
mar,2009,1943853
mar,2010,1987071
mar,2011,2023302
mar,2012,2055473
mar,2013,2090841
mar,2014,2140272
mar,2015,2210380
mar,2016,2296574
mar,2017,2402926
mar,2018,2526686
mar,2019,2662605
mar,2020,2807655
mda,1960,126302
mda,1961,127422
mda,1962,128295
mda,1963,129184
mda,1964,130562
mda,1965,132604
mda,1966,136846
mda,1967,141619
mda,1968,146529
mda,1969,151064
mda,1970,154885
mda,1971,159831
mda,1972,163711
mda,1973,167342
mda,1974,171854
mda,1975,177571
mda,1976,184926
mda,1977,193205
mda,1978,201309
mda,1979,207495
mda,1980,211264
mda,1981,214083
mda,1982,214556
mda,1983,213943
mda,1984,214149
mda,1985,216166
mda,1986,221052
mda,1987,227084
mda,1988,233681
mda,1989,240135
mda,1990,246184
mda,1991,252204
mda,1992,257749
mda,1993,262256
mda,1994,265065
mda,1995,265982
mda,1996,270408
mda,1997,272311
mda,1998,273830
mda,1999,274714
mda,2000,275458
mda,2001,279205
mda,2002,282875
mda,2003,285782
mda,2004,287230
mda,2005,286656
mda,2006,289331
mda,2007,290761
mda,2008,291212
mda,2009,291034
mda,2010,290324
mda,2011,290039
mda,2012,288251
mda,2013,285734
mda,2014,284626
mda,2015,284841
mda,2016,291874
mda,2017,300566
mda,2018,310620
mda,2019,320147
mda,2020,327379
mdg,1960,166346
mdg,1961,171864
mdg,1962,176751
mdg,1963,181330
mdg,1964,186055
mdg,1965,191149
mdg,1966,198385
mdg,1967,205554
mdg,1968,212863
mdg,1969,220549
mdg,1970,228689
mdg,1971,239242
mdg,1972,250027
mdg,1973,260279
mdg,1974,268938
mdg,1975,275462
mdg,1976,281960
mdg,1977,286631
mdg,1978,289861
mdg,1979,292086
mdg,1980,293577
mdg,1981,298075
mdg,1982,301988
mdg,1983,305685
mdg,1984,309636
mdg,1985,314162
mdg,1986,321210
mdg,1987,328484
mdg,1988,335924
mdg,1989,343406
mdg,1990,350879
mdg,1991,361556
mdg,1992,372095
mdg,1993,382696
mdg,1994,393586
mdg,1995,404887
mdg,1996,418062
mdg,1997,431087
mdg,1998,443787
mdg,1999,455977
mdg,2000,467618
mdg,2001,482054
mdg,2002,496163
mdg,2003,509726
mdg,2004,522370
mdg,2005,534032
mdg,2006,548309
mdg,2007,561618
mdg,2008,574330
mdg,2009,586800
mdg,2010,599390
mdg,2011,614363
mdg,2012,629112
mdg,2013,645019
mdg,2014,663880
mdg,2015,686807
mdg,2016,716522
mdg,2017,749263
mdg,2018,784381
mdg,2019,820963
mdg,2020,858614
mdv,1960,2314
mdv,1961,2363
mdv,1962,2414
mdv,1963,2452
mdv,1964,2480
mdv,1965,2488
mdv,1966,2540
mdv,1967,2578
mdv,1968,2613
mdv,1969,2653
mdv,1970,2707
mdv,1971,2794
mdv,1972,2890
mdv,1973,3001
mdv,1974,3105
mdv,1975,3209
mdv,1976,3372
mdv,1977,3530
mdv,1978,3688
mdv,1979,3849
mdv,1980,4012
mdv,1981,4204
mdv,1982,4386
mdv,1983,4565
mdv,1984,4758
mdv,1985,4963
mdv,1986,5202
mdv,1987,5455
mdv,1988,5721
mdv,1989,5980
mdv,1990,6225
mdv,1991,6523
mdv,1992,6807
mdv,1993,7101
mdv,1994,7422
mdv,1995,7783
mdv,1996,8251
mdv,1997,8749
mdv,1998,9281
mdv,1999,9873
mdv,2000,10516
mdv,2001,11193
mdv,2002,11923
mdv,2003,12683
mdv,2004,13436
mdv,2005,14147
mdv,2006,14708
mdv,2007,15212
mdv,2008,15681
mdv,2009,16154
mdv,2010,16660
mdv,2011,16801
mdv,2012,16984
mdv,2013,17215
mdv,2014,17517
mdv,2015,17919
mdv,2016,18349
mdv,2017,18756
mdv,2018,19098
mdv,2019,19332
mdv,2020,19424
mex,1960,1284047
mex,1961,1342532
mex,1962,1401876
mex,1963,1462633
mex,1964,1525808
mex,1965,1591798
mex,1966,1661883
mex,1967,1733378
mex,1968,1805080
mex,1969,1874889
mex,1970,1941717
mex,1971,2009409
mex,1972,2073937
mex,1973,2137020
mex,1974,2201541
mex,1975,2269350
mex,1976,2347089
mex,1977,2428437
mex,1978,2510470
mex,1979,2588779
mex,1980,2661616
mex,1981,2736379
mex,1982,2805385
mex,1983,2873810
mex,1984,2948487
mex,1985,3033225
mex,1986,3136615
mex,1987,3246219
mex,1988,3361825
mex,1989,3482875
mex,1990,3609323
mex,1991,3742357
mex,1992,3881517
mex,1993,4025493
mex,1994,4171904
mex,1995,4319660
mex,1996,4475552
mex,1997,4630817
mex,1998,4785282
mex,1999,4939224
mex,2000,5094248
mex,2001,5256267
mex,2002,5416416
mex,2003,5582108
mex,2004,5762346
mex,2005,5962764
mex,2006,6144218
mex,2007,6344619
mex,2008,6559533
mex,2009,6781759
mex,2010,7008938
mex,2011,7224263
mex,2012,7439162
mex,2013,7664067
mex,2014,7913102
mex,2015,8194622
mex,2016,8477098
mex,2017,8785285
mex,2018,9115625
mex,2019,9461844
mex,2020,9822231
mkd,1960,69913
mkd,1961,70085
mkd,1962,70072
mkd,1963,70023
mkd,1964,70116
mkd,1965,70432
mkd,1966,72229
mkd,1967,74242
mkd,1968,76456
mkd,1969,78833
mkd,1970,81350
mkd,1971,84757
mkd,1972,88239
mkd,1973,91870
mkd,1974,95820
mkd,1975,100177
mkd,1976,105052
mkd,1977,110289
mkd,1978,115343
mkd,1979,119380
mkd,1980,121916
mkd,1981,122877
mkd,1982,122329
mkd,1983,121188
mkd,1984,120675
mkd,1985,121508
mkd,1986,124445
mkd,1987,128525
mkd,1988,133428
mkd,1989,138627
mkd,1990,143817
mkd,1991,149394
mkd,1992,154830
mkd,1993,160323
mkd,1994,166146
mkd,1995,172451
mkd,1996,177986
mkd,1997,183595
mkd,1998,189439
mkd,1999,195048
mkd,2000,200430
mkd,2001,206591
mkd,2002,209970
mkd,2003,215160
mkd,2004,219908
mkd,2005,224137
mkd,2006,227345
mkd,2007,230251
mkd,2008,232967
mkd,2009,235622
mkd,2010,238315
mkd,2011,242021
mkd,2012,245341
mkd,2013,248922
mkd,2014,253460
mkd,2015,259196
mkd,2016,266500
mkd,2017,274868
mkd,2018,283823
mkd,2019,292511
mkd,2020,300046
mli,1960,119542
mli,1961,122420
mli,1962,124430
mli,1963,125782
mli,1964,126824
mli,1965,127716
mli,1966,133439
mli,1967,139000
mli,1968,144262
mli,1969,149053
mli,1970,153322
mli,1971,161321
mli,1972,169009
mli,1973,176276
mli,1974,183029
mli,1975,189214
mli,1976,198397
mli,1977,207056
mli,1978,215208
mli,1979,222917
mli,1980,230206
mli,1981,241229
mli,1982,252114
mli,1983,262438
mli,1984,271611
mli,1985,279277
mli,1986,289422
mli,1987,298508
mli,1988,306917
mli,1989,315098
mli,1990,323281
mli,1991,329238
mli,1992,335223
mli,1993,341012
mli,1994,346243
mli,1995,350652
mli,1996,354136
mli,1997,356844
mli,1998,358881
mli,1999,360302
mli,2000,361158
mli,2001,364329
mli,2002,366578
mli,2003,368474
mli,2004,370804
mli,2005,373938
mli,2006,382268
mli,2007,391324
mli,2008,400184
mli,2009,407591
mli,2010,412983
mli,2011,420351
mli,2012,425749
mli,2013,430209
mli,2014,435146
mli,2015,441369
mli,2016,453071
mli,2017,465572
mli,2018,478323
mli,2019,490493
mli,2020,501644
mlt,1960,25962
mlt,1961,26127
mlt,1962,26237
mlt,1963,26354
mlt,1964,26542
mlt,1965,26772
mlt,1966,27153
mlt,1967,27702
mlt,1968,28343
mlt,1969,28980
mlt,1970,29756
mlt,1971,30226
mlt,1972,30455
mlt,1973,30510
mlt,1974,30471
mlt,1975,30598
mlt,1976,30696
mlt,1977,30726
mlt,1978,30917
mlt,1979,31063
mlt,1980,31197
mlt,1981,31428
mlt,1982,31991
mlt,1983,32214
mlt,1984,31948
mlt,1985,32261
mlt,1986,33307
mlt,1987,34169
mlt,1988,35163
mlt,1989,36192
mlt,1990,37139
mlt,1991,38901
mlt,1992,39977
mlt,1993,41037
mlt,1994,42122
mlt,1995,43184
mlt,1996,44178
mlt,1997,45232
mlt,1998,46264
mlt,1999,47294
mlt,2000,48386
mlt,2001,49552
mlt,2002,50850
mlt,2003,52246
mlt,2004,53744
mlt,2005,55297
mlt,2006,56581
mlt,2007,57923
mlt,2008,59756
mlt,2009,62192
mlt,2010,65043
mlt,2011,67516
mlt,2012,70740
mlt,2013,74639
mlt,2014,79042
mlt,2015,83631
mlt,2016,88244
mlt,2017,93072
mlt,2018,98619
mlt,2019,104931
mlt,2020,109889
mmr,1960,720187
mmr,1961,745305
mmr,1962,767373
mmr,1963,787369
mmr,1964,806831
mmr,1965,826408
mmr,1966,856045
mmr,1967,884941
mmr,1968,912527
mmr,1969,937982
mmr,1970,961046
mmr,1971,993255
mmr,1972,1023758
mmr,1973,1052245
mmr,1974,1078325
mmr,1975,1102012
mmr,1976,1135706
mmr,1977,1166240
mmr,1978,1194900
mmr,1979,1223442
mmr,1980,1252817
mmr,1981,1295149
mmr,1982,1337101
mmr,1983,1377597
mmr,1984,1415197
mmr,1985,1449401
mmr,1986,1493626
mmr,1987,1534695
mmr,1988,1573208
mmr,1989,1609929
mmr,1990,1645425
mmr,1991,1696962
mmr,1992,1744499
mmr,1993,1788898
mmr,1994,1831269
mmr,1995,1872229
mmr,1996,1926378
mmr,1997,1977330
mmr,1998,2024091
mmr,1999,2064984
mmr,2000,2099078
mmr,2001,2145807
mmr,2002,2185991
mmr,2003,2219662
mmr,2004,2246894
mmr,2005,2268373
mmr,2006,2306209
mmr,2007,2340620
mmr,2008,2372449
mmr,2009,2402293
mmr,2010,2431547
mmr,2011,2480143
mmr,2012,2526747
mmr,2013,2577735
mmr,2014,2641608
mmr,2015,2722811
mmr,2016,2839501
mmr,2017,2968633
mmr,2018,3106834
mmr,2019,3249051
mmr,2020,3393043
mne,1960,29638
mne,1961,30201
mne,1962,30707
mne,1963,31118
mne,1964,31400
mne,1965,31539
mne,1966,32404
mne,1967,33226
mne,1968,34146
mne,1969,35322
mne,1970,36885
mne,1971,37959
mne,1972,39196
mne,1973,40507
mne,1974,41761
mne,1975,42848
mne,1976,43895
mne,1977,44827
mne,1978,45611
mne,1979,46183
mne,1980,46545
mne,1981,46786
mne,1982,46806
mne,1983,46695
mne,1984,46619
mne,1985,46675
mne,1986,47087
mne,1987,47568
mne,1988,48156
mne,1989,48943
mne,1990,49990
mne,1991,51550
mne,1992,53367
mne,1993,55409
mne,1994,57610
mne,1995,59927
mne,1996,61935
mne,1997,63929
mne,1998,65915
mne,1999,67921
mne,2000,69977
mne,2001,72442
mne,2002,74906
mne,2003,77238
mne,2004,79020
mne,2005,80246
mne,2006,80607
mne,2007,80514
mne,2008,80257
mne,2009,80152
mne,2010,80322
mne,2011,80869
mne,2012,81608
mne,2013,82630
mne,2014,84007
mne,2015,85752
mne,2016,88005
mne,2017,90541
mne,2018,93178
mne,2019,95725
mne,2020,97977
mng,1960,46127
mng,1961,48193
mng,1962,50059
mng,1963,51716
mng,1964,53201
mng,1965,54520
mng,1966,55858
mng,1967,57104
mng,1968,58347
mng,1969,59702
mng,1970,61220
mng,1971,63698
mng,1972,66199
mng,1973,68554
mng,1974,70537
mng,1975,72034
mng,1976,73218
mng,1977,73977
mng,1978,74528
mng,1979,75135
mng,1980,75944
mng,1981,77531
mng,1982,79152
mng,1983,80729
mng,1984,82149
mng,1985,83339
mng,1986,85153
mng,1987,86726
mng,1988,88074
mng,1989,89206
mng,1990,90139
mng,1991,90466
mng,1992,90348
mng,1993,89772
mng,1994,88735
mng,1995,87324
mng,1996,88320
mng,1997,88862
mng,1998,89027
mng,1999,88890
mng,2000,88485
mng,2001,89976
mng,2002,91283
mng,2003,92420
mng,2004,93362
mng,2005,94107
mng,2006,96339
mng,2007,98460
mng,2008,100411
mng,2009,102097
mng,2010,103485
mng,2011,105863
mng,2012,108072
mng,2013,110307
mng,2014,112840
mng,2015,115870
mng,2016,119835
mng,2017,124359
mng,2018,129457
mng,2019,135113
mng,2020,141370
moz,1960,236164
moz,1961,243989
moz,1962,251579
moz,1963,258949
moz,1964,266117
moz,1965,273116
moz,1966,281241
moz,1967,289169
moz,1968,296893
moz,1969,304352
moz,1970,311547
moz,1971,320298
moz,1972,328646
moz,1973,336813
moz,1974,345090
moz,1975,353621
moz,1976,363752
moz,1977,373922
moz,1978,383934
moz,1979,393509
moz,1980,402452
moz,1981,414512
moz,1982,425615
moz,1983,435127
moz,1984,442296
moz,1985,446806
moz,1986,454116
moz,1987,458290
moz,1988,461199
moz,1989,465198
moz,1990,471718
moz,1991,480065
moz,1992,491969
moz,1993,505714
moz,1994,519245
moz,1995,531418
moz,1996,546618
moz,1997,559353
moz,1998,570386
moz,1999,580588
moz,2000,590541
moz,2001,604388
moz,2002,617411
moz,2003,629446
moz,2004,640337
moz,2005,650033
moz,2006,664370
moz,2007,677354
moz,2008,689091
moz,2009,699693
moz,2010,709301
moz,2011,726778
moz,2012,742858
moz,2013,757694
moz,2014,771451
moz,2015,784202
moz,2016,807477
moz,2017,830344
moz,2018,852660
moz,2019,874070
moz,2020,894476
mrt,1960,17817
mrt,1961,18878
mrt,1962,19976
mrt,1963,21096
mrt,1964,22221
mrt,1965,23346
mrt,1966,24581
mrt,1967,25805
mrt,1968,27024
mrt,1969,28262
mrt,1970,29518
mrt,1971,30903
mrt,1972,32286
mrt,1973,33684
mrt,1974,35086
mrt,1975,36498
mrt,1976,38056
mrt,1977,39605
mrt,1978,41150
mrt,1979,42706
mrt,1980,44272
mrt,1981,46039
mrt,1982,47804
mrt,1983,49567
mrt,1984,51322
mrt,1985,53069
mrt,1986,55049
mrt,1987,56972
mrt,1988,58854
mrt,1989,60719
mrt,1990,62597
mrt,1991,64761
mrt,1992,66918
mrt,1993,69059
mrt,1994,71163
mrt,1995,73222
mrt,1996,75650
mrt,1997,77990
mrt,1998,80293
mrt,1999,82604
mrt,2000,84941
mrt,2001,87290
mrt,2002,89645
mrt,2003,92009
mrt,2004,94380
mrt,2005,96770
mrt,2006,99418
mrt,2007,102047
mrt,2008,104681
mrt,2009,107345
mrt,2010,110072
mrt,2011,113158
mrt,2012,116251
mrt,2013,119401
mrt,2014,122663
mrt,2015,126091
mrt,2016,130032
