global,time,sh_sgr_crsk_zs
world,2003,49.92805
world,2004,48.48566
world,2005,48.0167
world,2006,44.4353
world,2007,42.36322
world,2008,38.68196
world,2009,36.26256
world,2010,35.20685
world,2011,31.76945
world,2012,31.6603
world,2013,29.14622
world,2014,28.15444
world,2015,26.36759
world,2016,24.97441
world,2017,23.88353
world,2018,22.70718
world,2019,21.89297
world,2020,21.25477
