geo,time,dt_nfl_prvt_cd
mdv,2015,4726000
mdv,2016,-13791000
mdv,2017,250743000
mdv,2018,410945000
mdv,2019,72538000
mdv,2020,81438000
mex,1970,155506000
mex,1971,202780000
mex,1972,270581000
mex,1973,1322125000
mex,1974,2017224000
mex,1975,2941093000
mex,1976,4054743000
mex,1977,4226473000
mex,1978,3848106000
mex,1979,3152833000
mex,1980,4325561000
mex,1981,8664983000
mex,1982,7048953000
mex,1983,2632203000
mex,1984,403784000
mex,1985,69578000
mex,1986,-635669000
mex,1987,3727924000
mex,1988,227380000
mex,1989,-435998000
mex,1990,3174352000
mex,1991,1141460000
mex,1992,-3581011000
mex,1993,2535021000
mex,1994,2696235000
mex,1995,3913492000
mex,1996,10284690000
mex,1997,-2075432000
mex,1998,2395189000
mex,1999,1522489000
mex,2000,-4803574000
mex,2001,5616495000
mex,2002,355118000
mex,2003,5359849000
mex,2004,4404815000
mex,2005,3062736000
mex,2006,-5394881000
mex,2007,7726888000
mex,2008,8523084000
mex,2009,8201791000
mex,2010,22995904000
mex,2011,16285361000
mex,2012,32074635000
mex,2013,25897545000
mex,2014,31341768000
mex,2015,15848515000
mex,2016,14942618000
mex,2017,16212408000
mex,2018,10955497000
mex,2019,11540272000
mex,2020,6636141000
mkd,1993,-302000
mkd,1994,-4000
mkd,1995,377000
mkd,1996,127000
mkd,1997,-480000
mkd,1998,4726000
mkd,1999,21595000
mkd,2000,-468000
mkd,2001,-1503000
mkd,2002,-1131000
mkd,2003,1339000
mkd,2004,-2310000
mkd,2005,173784000
mkd,2006,-199499000
mkd,2007,-4907000
mkd,2008,32446000
mkd,2009,236958000
mkd,2010,-1997000
mkd,2011,236101000
mkd,2012,83435000
mkd,2013,119313000
mkd,2014,643813000
mkd,2015,131747000
mkd,2016,369845000
mkd,2017,-63533000
mkd,2018,386990000
mkd,2019,-42442000
mkd,2020,376749000
mli,1970,-36000
mli,1971,193000
mli,1972,3067000
mli,1973,4956000
mli,1974,1634000
mli,1975,1999000
mli,1976,1062000
mli,1977,1475000
mli,1978,7457000
mli,1979,790000
mli,1980,7938000
mli,1981,1412000
mli,1982,3457000
mli,1983,22678000
mli,1984,1538000
mli,1985,-2267000
mli,1986,129000
mli,1987,-6505000
mli,1988,-2351000
mli,1989,-1007000
mli,1990,-1168000
mli,1991,-652000
mli,1992,-2578000
mli,1993,-651000
mli,1994,-834000
mli,2004,1803000
mli,2005,3169000
mli,2006,1474000
mli,2007,-1012000
mli,2008,-1073000
mli,2009,1499000
mli,2010,-1126000
mli,2011,-1288000
mli,2012,-470000
mli,2013,-1048000
mli,2014,-886000
mli,2015,-583000
mli,2016,-334000
mli,2017,7000
mli,2018,-69000
mli,2019,-128000
mli,2020,0
mmr,1970,13461000
mmr,1971,13767000
mmr,1972,12072000
mmr,1973,-13094000
mmr,1974,1823000
mmr,1975,-5433000
mmr,1976,-9000000
mmr,1977,33328000
mmr,1978,85355000
mmr,1979,94678000
mmr,1980,29784000
mmr,1981,94059000
mmr,1982,57229000
mmr,1983,16449000
mmr,1984,-11900000
mmr,1985,-52396000
mmr,1986,-49408000
mmr,1987,2530000
mmr,1988,-29889000
mmr,1989,-63973000
mmr,1990,-7811000
mmr,1991,-2260000
mmr,1992,-777000
mmr,1993,33116000
mmr,1994,-4466000
mmr,1995,38598000
mmr,1996,22092000
mmr,1997,533457000
mmr,1998,88643000
mmr,1999,-6510000
mmr,2000,-2792000
mmr,2001,-1681000
mmr,2002,-2955000
mmr,2003,-2980000
mmr,2004,-2539000
mmr,2005,-2635000
mmr,2006,1637000
mmr,2007,4386000
mmr,2008,1283000
mmr,2009,-2181000
mmr,2010,-3891000
mmr,2011,-5458000
mmr,2012,6560000
mmr,2013,-56925000
mmr,2014,128512000
mmr,2015,4710000
mmr,2016,-14313000
mmr,2017,-11957000
mmr,2018,-38892000
mmr,2019,-27179000
mmr,2020,-25699000
mne,2006,13735000
mne,2007,10410000
mne,2008,3548000
mne,2009,181134000
mne,2010,321112000
mne,2011,279672000
mne,2012,200298000
mne,2013,155026000
mne,2014,334193000
mne,2015,272715000
mne,2016,49041000
mne,2017,126185000
mne,2018,416093000
mne,2019,227623000
mne,2020,737582000
mng,1992,18747000
mng,1993,-10286000
mng,1994,-24043000
mng,1995,-13687000
mng,1996,-18989000
mng,1997,-16197000
mng,1998,-14909000
mng,1999,-2789000
mng,2000,-2543000
mng,2001,-1158000
mng,2006,12800000
mng,2007,76150000
mng,2008,-2650000
mng,2009,-2350000
mng,2010,-77050000
mng,2011,4700000
mng,2012,1496499000
mng,2013,-2700000
mng,2014,2858000
mng,2015,11021000
mng,2016,763396000
mng,2017,1411399000
mng,2018,-22698000
mng,2019,-60049000
mng,2020,303300000
moz,1984,200620000
moz,1985,54738000
moz,1986,47845000
moz,1987,43644000
moz,1988,-5078000
moz,1989,20355000
moz,1990,16721000
moz,1991,-12730000
moz,1992,-3489000
moz,1993,-2673000
moz,1994,-1798000
moz,1995,-9123000
moz,1996,-1348000
moz,1997,-949000
moz,1999,-442000
moz,2000,-674000
moz,2007,6206000
moz,2008,-846000
moz,2009,20356000
moz,2010,70832000
moz,2011,124475000
moz,2012,19001000
moz,2013,1479970000
moz,2014,497237000
moz,2015,-106644000
moz,2016,-112392000
moz,2017,-104633000
moz,2018,-129201000
moz,2019,-185345000
moz,2020,-844691000
mrt,1970,-1606000
mrt,1971,3081000
mrt,1972,-5159000
mrt,1973,16158000
mrt,1974,1604000
mrt,1975,8035000
mrt,1976,1618000
mrt,1977,15394000
mrt,1978,19594000
mrt,1979,-34055000
mrt,1980,236000
mrt,1981,-24926000
mrt,1982,7052000
mrt,1983,21911000
mrt,1984,19613000
mrt,1985,2123000
mrt,1986,3397000
mrt,1987,-6358000
mrt,1988,594000
mrt,1989,-5051000
mrt,1990,-1304000
mrt,1991,-2406000
mrt,1992,-2091000
mrt,1993,-83000
mrt,1994,-57000
mrt,1995,-76000
mrt,1996,24492000
mrt,1997,-1524000
mrt,1998,-1997000
mrt,1999,-2125000
mrt,2000,-2389000
mrt,2001,-828000
mrt,2002,3691000
mrt,2003,3388000
mrt,2004,211000
mrt,2005,14084000
mrt,2006,-1711000
mrt,2007,-1496000
mrt,2008,-6475000
mrt,2009,-1347000
mrt,2010,-11198000
mrt,2011,-1178000
mus,1970,-705000
mus,1971,-1988000
mus,1975,-2906000
mus,1977,-2646000
mus,1978,45118000
mus,1979,49195000
mus,1980,46853000
mus,1981,-7157000
mus,1982,20116000
mus,1983,-43046000
mus,1984,4732000
mus,1985,-18848000
mus,1986,-8929000
mus,1987,1575000
mus,1988,31598000
mus,1989,-7121000
mus,1990,3291000
mus,1991,5495000
mus,1992,-4691000
mus,1993,-764000
mus,1994,91442000
mus,1995,279929000
mus,1996,57524000
mus,1997,72821000
mus,1998,-57958000
mus,1999,54642000
mus,2000,-254417000
mus,2001,-10665000
mus,2002,-73501000
mus,2003,31317000
mus,2004,-52848000
mus,2005,-25092000
mus,2006,-52544000
mus,2007,-43867000
mus,2008,-27441000
mus,2009,-13563000
mus,2010,38474000
mus,2011,4994000
mus,2012,-3652000
mus,2013,-15220000
mus,2014,-9608000
mus,2015,-6705000
mus,2016,-5091000
mus,2017,-5436000
mus,2018,-5942000
mus,2019,-5886000
mus,2020,11970000
mwi,1970,1794000
mwi,1971,-1141000
mwi,1972,4092000
mwi,1973,4179000
mwi,1974,977000
mwi,1975,8339000
mwi,1976,19685000
mwi,1977,32413000
mwi,1978,48081000
mwi,1979,31790000
mwi,1980,20308000
mwi,1981,3477000
mwi,1982,-15574000
mwi,1983,-13879000
mwi,1984,-18174000
mwi,1985,-28879000
mwi,1986,-31465000
mwi,1987,-10606000
mwi,1988,2445000
mwi,1989,6930000
mwi,1990,2907000
mwi,1991,-9971000
mwi,1992,648000
mwi,1993,-12020000
mwi,1994,-3392000
mwi,1995,-22843000
mwi,1996,-4002000
mwi,1997,-1464000
mwi,1998,-847000
mwi,1999,387000
mwi,2000,0
mwi,2001,0
mwi,2002,0
mwi,2003,0
mwi,2004,-2000000
mwi,2005,-2531000
mwi,2006,-1535000
mwi,2007,-1025000
mwi,2008,-91000
mwi,2014,-3077000
mwi,2015,-1928000
ner,1970,-565000
ner,1971,-246000
ner,1972,3497000
ner,1973,-171000
ner,1974,7518000
ner,1975,-679000
ner,1976,-2348000
ner,1977,-2489000
ner,1978,19485000
ner,1979,35926000
ner,1980,70782000
ner,1981,119751000
ner,1982,6401000
ner,1983,14756000
ner,1984,-3178000
ner,1985,-5316000
ner,1986,-9018000
ner,1987,-8046000
ner,1988,-9339000
ner,1989,7421000
ner,1990,3724000
ner,1991,-18654000
ner,1996,1500000
ner,1999,0
ner,2020,203956000
nga,1970,-11126000
nga,1971,-6440000
nga,1972,10414000
nga,1973,-140500000
nga,1974,-98528000
nga,1975,-162384000
nga,1976,-290446000
nga,1977,-9168000
nga,1978,1386551000
nga,1979,860733000
nga,1980,1062383000
nga,1981,1475594000
nga,1982,2448571000
nga,1983,917177000
nga,1984,-511208000
nga,1985,-918168000
nga,1986,-545265000
nga,1987,473746000
nga,1988,156738000
nga,1989,435606000
nga,1990,-105755000
nga,1991,-71966000
nga,1992,-199091000
nga,1993,-78999000
nga,1994,-305773000
nga,1995,-438401000
nga,1996,-680222000
nga,1997,-247874000
nga,1998,-14800000
nga,1999,-111070000
nga,2000,-141722000
nga,2001,-149893000
nga,2002,-609903000
nga,2003,-247753000
nga,2004,-94031000
nga,2005,-144928000
nga,2006,-1540907000
nga,2007,-577467000
nga,2008,16024000
nga,2009,-25930000
nga,2010,-3770000
nga,2011,500000000
nga,2013,500000000
nga,2014,500000000
nga,2015,0
nga,2016,0
nga,2017,4800000000
nga,2018,4868352000
nga,2020,0
nic,1970,-783000
nic,1971,6257000
nic,1972,37363000
nic,1973,75988000
nic,1974,82546000
nic,1975,94891000
nic,1976,-4211000
nic,1977,116320000
nic,1978,9941000
nic,1979,-5054000
nic,1980,-26091000
nic,1981,-16727000
nic,1982,-4718000
nic,1983,27569000
nic,1984,10727000
nic,1985,13037000
nic,1986,5651000
nic,1987,7159000
nic,1988,2592000
nic,1989,11333000
nic,1990,19878000
nic,1991,-3022000
nic,1992,-1897000
nic,1993,-4490000
nic,1994,-6377000
nic,1995,-81116000
nic,1996,-3810000
nic,1997,-16039000
nic,1998,-12670000
nic,1999,667000
nic,2000,-2098000
nic,2001,-874000
nic,2002,-5420000
nic,2003,-6223000
nic,2004,-3108000
nic,2005,-145000
nic,2006,9011000
nic,2007,-7000
nic,2008,-979000
nic,2009,-926000
nic,2010,-884000
nic,2011,-918000
nic,2012,-849000
nic,2013,-893000
nic,2014,-884000
nic,2015,-740000
nic,2016,6338000
nic,2017,931000
nic,2018,11374000
nic,2019,1694000
nic,2020,-2723000
npl,1977,-620000
npl,1982,656000
npl,1983,642000
npl,1984,10550000
npl,1985,5181000
npl,1986,9120000
npl,1987,37386000
npl,1988,46616000
npl,1989,-8682000
npl,1990,-11642000
npl,1991,-7310000
npl,1992,-7005000
npl,1993,-7162000
npl,1994,-8182000
npl,1995,-4908000
npl,1996,-3688000
npl,1997,-10979000
npl,1998,-12575000
npl,1999,-12672000
npl,2000,-7407000
npl,2001,-170000
npl,2002,-321000
npl,2003,-384000
npl,2004,-296000
npl,2005,-680000
npl,2006,-457000
npl,2007,-308000
npl,2008,-536000
npl,2009,-507000
npl,2010,-490000
npl,2011,-516000
npl,2012,-497000
npl,2013,-503000
npl,2014,-497000
npl,2015,-393000
npl,2016,-193000
npl,2017,-143000
npl,2018,-12000
npl,2019,-11000
npl,2020,-3000
pak,1970,41533000
pak,1971,68503000
pak,1972,-11075000
pak,1973,-28068000
pak,1974,50953000
pak,1975,17630000
pak,1976,18796000
pak,1977,68924000
pak,1978,9029000
pak,1979,28132000
pak,1980,164173000
pak,1981,-23863000
pak,1982,436600000
pak,1983,-81165000
pak,1984,169626000
pak,1985,-193561000
pak,1986,34126000
pak,1987,114278000
pak,1988,-189037000
pak,1989,-54626000
pak,1990,-108306000
pak,1991,-89666000
pak,1992,211081000
pak,1993,436751000
pak,1994,-214727000
pak,1995,-54755000
pak,1996,188211000
pak,1997,901330000
pak,1998,86506000
pak,1999,-52221000
pak,2000,-33050000
pak,2001,-241948000
pak,2002,-480200000
pak,2003,-281108000
pak,2004,232252000
pak,2005,468634000
pak,2006,796144000
pak,2007,752401000
pak,2008,123817000
pak,2009,-549160000
pak,2010,-673818000
pak,2011,219000
pak,2012,0
pak,2013,130070000
pak,2014,3472465000
pak,2015,1023814000
pak,2016,1042375000
pak,2017,3373123000
pak,2018,159053000
pak,2019,-1932147000
pak,2020,1681371000
pan,1970,33083000
pan,1971,30285000
pan,1972,80620000
pan,1973,77524000
pan,1974,67442000
pan,1975,143440000
pan,1976,253259000
pan,1977,193053000
pan,1978,458228000
pan,1979,160142000
pan,1980,112006000
pan,1981,65318000
pan,1982,339315000
pan,1983,52392000
pan,1984,14084000
pan,1985,5480000
pan,1986,15185000
pan,1987,38024000
pan,1988,23075000
pan,1989,22765000
pan,1990,-5263000
pan,1991,-12102000
pan,1992,-7165000
pan,1993,-13037000
pan,1994,-30818000
pan,1995,-12425000
pan,1996,-17568000
pan,1997,146582000
pan,1998,247799000
pan,1999,400077000
pan,2000,111070000
pan,2001,329371000
pan,2002,71260000
pan,2003,114861000
pan,2004,-169733000
pan,2005,217951000
pan,2006,837663000
pan,2007,-16911000
pan,2008,-350021000
pan,2009,1368363000
pan,2010,-4550000
pan,2011,198517000
pan,2012,-627929000
pan,2013,1025920000
pan,2014,1330227000
pan,2015,759057000
pan,2016,1456097000
pan,2017,972950000
pan,2018,1681812000
pan,2019,3260974000
pan,2020,3741134000
per,1970,11133000
per,1971,-17164000
per,1972,100380000
per,1973,303620000
per,1974,554041000
per,1975,526936000
per,1976,432188000
per,1977,318822000
per,1978,81529000
per,1979,436172000
per,1980,-94188000
per,1981,40015000
per,1982,994302000
per,1983,1009638000
per,1984,665447000
per,1985,219448000
per,1986,192543000
per,1987,67334000
per,1988,28334000
per,1989,78241000
per,1990,71812000
per,1991,10539000
per,1992,-107283000
per,1993,-85552000
per,1994,-109205000
per,1995,-64503000
per,1996,-553266000
per,1997,-788370000
per,1998,-47486000
per,1999,-305927000
per,2000,-113049000
per,2001,-30055000
per,2002,689333000
per,2003,1175458000
per,2004,1214949000
per,2005,1535284000
per,2006,-113877000
per,2007,-247638000
per,2008,-1347193000
per,2009,1991081000
per,2010,1756099000
per,2011,-9878000
per,2012,579883000
per,2013,-402613000
per,2014,-388601000
per,2015,3242451000
per,2016,807558000
per,2017,2149771000
per,2018,-246527000
per,2019,37032000
per,2020,6946326000
phl,1970,7295000
phl,1971,-21182000
phl,1972,3826000
phl,1973,-77711000
phl,1974,103576000
phl,1975,174690000
phl,1976,534521000
phl,1977,445092000
phl,1978,682977000
phl,1979,721963000
phl,1980,794063000
phl,1981,505739000
phl,1982,1051699000
phl,1983,788030000
phl,1984,313336000
phl,1985,664131000
phl,1986,381821000
phl,1987,-592061000
phl,1988,-635435000
phl,1989,-187324000
phl,1990,-120016000
phl,1991,-294804000
phl,1992,-1472476000
phl,1993,-267317000
phl,1994,34418000
phl,1995,20568000
phl,1996,683969000
phl,1997,1219040000
phl,1998,901464000
phl,1999,4901866000
phl,2000,2759798000
phl,2001,502040000
phl,2002,1180358000
phl,2003,1349944000
phl,2004,2254499000
phl,2005,1164085000
phl,2006,2152656000
phl,2007,231340000
phl,2008,-593898000
phl,2009,3655748000
phl,2010,1885220000
phl,2011,415286000
phl,2012,1517450000
phl,2013,-531520000
phl,2014,495434000
phl,2015,2497702000
phl,2016,-728192000
phl,2017,325850000
phl,2018,1725995000
phl,2019,1500085000
phl,2020,4340541000
png,1970,37244000
png,1971,28567000
png,1972,9465000
png,1973,52411000
png,1974,21467000
png,1975,23495000
png,1976,16445000
png,1977,21682000
png,1978,-2634000
png,1979,18260000
png,1980,54669000
png,1981,104016000
png,1982,91481000
png,1983,113938000
png,1984,5974000
png,1985,9004000
png,1986,15001000
png,1987,-48481000
png,1988,-79214000
png,1989,10259000
png,1990,-90561000
png,1991,-58006000
png,1992,-36618000
png,1993,-64800000
png,1994,-25000
png,1995,-108583000
png,1996,-54334000
png,1997,-54237000
png,1998,-19900000
png,1999,-16109000
png,2000,72224000
png,2001,17191000
png,2002,5424000
png,2003,-37030000
png,2004,-50443000
png,2005,-37205000
png,2006,-5745000
png,2007,-5241000
png,2008,-6298000
png,2009,-6911000
png,2010,-7348000
png,2011,-8068000
png,2012,-8211000
png,2013,-6505000
png,2014,-6151000
png,2015,-362000
png,2016,216196000
png,2017,128843000
png,2018,689638000
png,2019,116420000
png,2020,-229137000
pry,1970,3446000
pry,1971,468000
pry,1972,-287000
pry,1973,183000
pry,1974,3990000
pry,1975,13722000
pry,1976,8986000
pry,1977,7710000
pry,1978,36992000
pry,1979,47261000
pry,1980,75767000
pry,1981,67118000
pry,1982,137899000
pry,1983,73691000
pry,1984,45877000
pry,1985,1145000
pry,1986,46549000
pry,1987,37226000
pry,1988,-32700000
pry,1989,35221000
pry,1990,293000
pry,1991,-53181000
pry,1992,-163797000
pry,1993,-55057000
pry,1994,-34134000
pry,1995,-21613000
pry,1996,-21933000
pry,1997,-4507000
pry,1998,-12611000
pry,1999,380336000
pry,2000,-6440000
pry,2001,-6045000
pry,2002,-5371000
pry,2003,6641000
pry,2004,-9030000
pry,2005,-17415000
pry,2006,-29027000
pry,2007,-28334000
pry,2008,-28308000
pry,2009,-41211000
pry,2010,-15145000
pry,2011,-33615000
pry,2012,-39453000
pry,2013,461290000
pry,2014,961179000
pry,2015,267097000
pry,2016,561290000
pry,2017,474194000
pry,2018,504194000
pry,2019,487097000
pry,2020,1450000000
rou,1979,1679564000
rou,1980,1360171000
rou,1981,715394000
rou,1982,409905000
rou,1983,-122615000
rou,1984,-1017325000
rou,1985,-645351000
rou,1986,-352037000
rou,1987,-1023042000
rou,1988,-1886163000
rou,1989,-431610000
rou,1990,4500000
rou,1991,6212000
rou,1992,100014000
rou,1993,81358000
rou,1994,190891000
rou,1995,227626000
rou,1996,81279000
rou,1997,-48915000
rou,1998,-476864000
rou,1999,456336000
rou,2000,363281000
rou,2001,402430000
rou,2002,985912000
rou,2003,1135060000
rou,2004,848633000
rou,2005,513412000
rou,2006,-242906000
rou,2007,-243781000
rou,2008,-341600000
rou,2009,-547991000
rou,2010,12999000
rou,2011,1769843000
rou,2012,3907575000
rou,2013,3819402000
rou,2014,5314154000
rou,2015,320440000
rou,2016,1691420000
rou,2017,2944021000
rou,2018,3493691000
rou,2019,3855218000
rou,2020,11003380000
rus,1992,9334506000
rus,1993,2468313000
rus,1994,-314583000
rus,1995,-254701000
rus,1996,244799000
rus,1997,2880510000
rus,1998,7423010000
rus,1999,-494943000
rus,2000,-564722000
rus,2001,90281000
rus,2002,2224912000
rus,2003,-130141000
rus,2004,2161163000
rus,2005,7203314000
rus,2006,19315362000
rus,2007,29618928000
rus,2008,1573465000
rus,2009,2986243000
rus,2010,19577335000
rus,2011,11350315000
rus,2012,15488345000
rus,2013,46482392000
rus,2014,-41058802000
rus,2015,-20143177000
rus,2016,-26325114000
rus,2017,31362359000
rus,2018,-20434774000
rus,2019,15354200000
rus,2020,1375680000
rwa,1970,-92000
rwa,1971,-156000
rwa,1972,637000
rwa,1973,1855000
rwa,1974,-165000
rwa,1975,-183000
rwa,1976,-369000
rwa,1977,3893000
rwa,1978,4087000
rwa,1979,-967000
rwa,1980,-2333000
rwa,1981,-307000
rwa,1982,3037000
rwa,1983,-501000
rwa,1984,5824000
rwa,1985,-2599000
rwa,1986,-4821000
rwa,1987,-120000
rwa,1988,-2678000
rwa,1989,-2497000
rwa,1990,-1814000
rwa,1991,-951000
rwa,1992,-1010000
rwa,1999,0
rwa,2000,0
rwa,2001,0
rwa,2002,0
rwa,2003,0
rwa,2004,0
rwa,2013,400000000
rwa,2018,0
rwa,2019,64093000
rwa,2020,281005000
sdn,1970,-3220000
sdn,1971,1837000
sdn,1972,8912000
sdn,1973,35573000
sdn,1974,197492000
sdn,1975,190360000
sdn,1976,90954000
sdn,1977,51924000
sdn,1978,31088000
sdn,1979,46574000
sdn,1980,137637000
sdn,1981,179566000
sdn,1982,115440000
sdn,1983,-1562000
sdn,1984,-547000
sdn,1986,-5000000
sdn,1999,0
sdn,2000,543279000
sdn,2017,0
sdn,2018,0
sdn,2019,0
sdn,2020,0
sen,1970,7028000
sen,1971,14128000
sen,1972,6127000
sen,1973,53362000
sen,1974,36024000
sen,1975,20852000
sen,1976,42521000
sen,1977,42358000
sen,1978,92788000
sen,1979,47521000
sen,1980,7676000
sen,1981,-17828000
sen,1982,-2208000
sen,1983,49321000
sen,1984,-5819000
sen,1985,-10767000
sen,1986,27528000
sen,1987,-22621000
sen,1988,-49573000
sen,1989,-50650000
sen,1990,-18554000
sen,1991,-28512000
sen,1992,-21013000
sen,1993,-4728000
sen,1994,-3340000
sen,1995,-21377000
sen,1996,-6606000
sen,1997,-1635000
sen,1998,-721000
sen,1999,-461000
sen,2000,4715000
sen,2001,6973000
sen,2002,798000
sen,2003,18000
sen,2004,-1743000
sen,2005,-2488000
sen,2006,1571000
sen,2007,-4463000
sen,2008,-2714000
sen,2009,197349000
sen,2010,-1782000
sen,2011,500000000
sen,2012,1963000
sen,2014,499975000
sen,2016,1952000
sen,2017,1105368000
sen,2018,2325863000
sen,2019,699740000
sen,2020,-182604000
slb,1984,5000000
slb,1985,6000000
slb,1986,7114000
slb,1988,-384000
slb,1989,-1722000
slb,1990,-3146000
slb,1991,-3135000
slb,1992,-1393000
slb,1993,190000
slb,1994,-3144000
slb,1995,3767000
slb,1996,-872000
slb,1998,-383000
slb,1999,-424000
slb,2005,-2136000
slb,2006,571000
slb,2007,-426000
slb,2008,-116000
slb,2009,-196000
slb,2010,-189000
slb,2011,-59000
sle,1970,-6125000
sle,1971,-3296000
sle,1972,1019000
sle,1973,5414000
sle,1974,26653000
sle,1975,8670000
sle,1976,-3116000
sle,1977,7821000
sle,1978,19959000
sle,1979,26262000
sle,1980,16008000
sle,1981,10187000
sle,1982,11043000
sle,1983,-7482000
sle,1984,-3668000
sle,1985,-3961000
sle,1986,-1589000
sle,1987,-1806000
sle,1988,-1028000
sle,1989,10727000
sle,1990,4000000
sle,1994,-490000
sle,1995,-28798000
sle,1997,-2000
sle,1998,0
sle,1999,0
sle,2000,0
sle,2001,0
sle,2003,-454000
sle,2006,-43000
sle,2007,0
slv,1970,-1638000
slv,1971,735000
slv,1972,3366000
slv,1973,-9511000
slv,1974,60158000
slv,1975,-21461000
slv,1976,22941000
slv,1977,-47622000
slv,1978,-4959000
slv,1979,278000
slv,1980,19312000
slv,1981,11738000
slv,1982,69871000
slv,1983,-6489000
slv,1984,-25601000
slv,1985,-41151000
slv,1986,-42397000
slv,1987,-33881000
slv,1988,-1814000
slv,1989,57179000
slv,1990,19012000
slv,1991,21687000
slv,1992,-5272000
slv,1993,977000
slv,1994,-59865000
slv,1995,-27847000
slv,1996,25146000
slv,1997,3812000
slv,1998,-65451000
slv,1999,157200000
slv,2000,113927000
slv,2001,359119000
slv,2002,1241960000
slv,2003,334534000
slv,2004,275596000
slv,2005,361539000
slv,2006,497723000
slv,2007,-59748000
slv,2008,61050000
slv,2009,-3946000
slv,2010,332204000
slv,2011,432891000
slv,2012,650258000
slv,2013,-1465000
slv,2014,807070000
slv,2015,-5030000
slv,2016,-1057000
slv,2017,569788000
slv,2018,3275000
slv,2019,210485000
slv,2020,833642000
som,1970,-498000
som,1971,-502000
som,1972,2224000
som,1973,3513000
som,1974,132000
som,1975,-801000
som,1976,-417000
som,1977,-700000
som,1978,232000
som,1980,26766000
som,1981,116865000
som,1982,3816000
som,1983,2432000
srb,1970,-42012000
srb,1971,-6638000
srb,1972,107152000
srb,1973,7523000
srb,1974,-75252000
srb,1975,-35192000
srb,1976,9329000
srb,1977,-39666000
srb,1978,-23735000
srb,1979,-33182000
srb,1980,625317000
srb,1981,291919000
srb,1982,235584000
srb,1983,636831000
srb,1984,99420000
srb,1985,43562000
srb,1986,-784682000
srb,1987,-422342000
srb,1988,146753000
srb,1989,-583694000
srb,1990,-909172000
srb,1991,-506802000
srb,1998,0
srb,1999,0
srb,2000,35000000
srb,2001,0
srb,2003,0
srb,2004,0
srb,2005,-222000
srb,2006,50002000
srb,2007,33788000
srb,2008,1309000
srb,2009,134746000
srb,2010,146749000
srb,2011,1271104000
srb,2012,1695674000
srb,2013,2115904000
srb,2014,-219211000
srb,2015,-105438000
srb,2016,-214927000
srb,2017,-1176671000
srb,2018,-1190048000
srb,2019,44411000
srb,2020,2331289000
stp,1977,154000
stp,1978,88000
stp,1979,52000
stp,1980,28000
stp,1981,357000
stp,1982,-58000
stp,1983,-180000
stp,1984,5402000
stp,1985,-174000
stp,1986,1097000
stp,1987,-70000
stp,1988,-35000
stp,1989,-411000
stp,1990,-114000
stp,2015,10000000
swz,1970,-1015000
swz,1971,-1792000
swz,1972,-2473000
swz,1973,-7396000
swz,1974,-2548000
swz,1975,-1187000
swz,1976,-102000
swz,1977,-95000
swz,1978,27446000
swz,1979,-1721000
swz,1980,-2638000
swz,1981,-5022000
swz,1982,-4000000
swz,1983,-3923000
swz,1984,5181000
swz,1985,9237000
swz,1986,-2466000
swz,1987,-12335000
swz,1988,-1701000
swz,1989,-1591000
swz,1990,-1935000
swz,1991,-1543000
swz,1992,-1555000
swz,1993,-1542000
swz,1994,-1518000
swz,1995,-306000
swz,1996,-259000
swz,1997,32586000
swz,2001,8590000
swz,2002,7387000
swz,2003,5204000
swz,2004,-435000
swz,2005,-1232000
swz,2006,-1722000
swz,2007,-1645000
swz,2008,-1421000
swz,2009,-1386000
swz,2010,-1584000
swz,2011,-1527000
swz,2012,-1367000
swz,2013,-1149000
swz,2014,-1067000
swz,2015,-912000
swz,2016,-779000
swz,2017,-591000
swz,2018,-1197000
swz,2019,-1941000
swz,2020,0
syr,2008,-2478000
syr,2009,-2437000
syr,2010,-2315000
syr,2011,-2332000
syr,2012,0
syr,2013,0
syr,2014,0
syr,2015,0
syr,2016,-45000
syr,2017,-296000
syr,2018,-1519000
syr,2019,-612000
syr,2020,0
tcd,1970,2025000
tcd,1971,9355000
tcd,1972,-1800000
tcd,1973,-212000
tcd,1974,8492000
tcd,1975,-296000
tcd,1976,1585000
tcd,1977,6546000
tcd,1978,14397000
tcd,1979,8838000
tcd,1981,5744000
tcd,1982,2081000
tcd,1983,2137000
tcd,1984,-2740000
tcd,1985,-5790000
tcd,1987,2967000
tcd,1988,766000
tcd,1989,-597000
tcd,1990,-561000
tcd,1991,-448000
tcd,1992,-334000
tcd,1993,-1198000
tcd,1994,-262000
tcd,1995,-32000
tcd,1996,-121000
tcd,1999,-22000
tcd,2000,-67000
tcd,2001,0
tcd,2003,20000000
tcd,2006,-500000
tcd,2009,-1000000
tcd,2010,-2000000
tcd,2011,-5000000
tcd,2012,-1875000
tcd,2013,597499000
tcd,2014,931489000
tcd,2016,-79000000
tcd,2017,-114000000
tcd,2020,-500000
tgo,1970,-499000
tgo,1971,91000
tgo,1972,725000
tgo,1973,3228000
tgo,1974,18607000
tgo,1975,32702000
tgo,1976,55244000
tgo,1977,90282000
tgo,1978,159583000
tgo,1979,124439000
tgo,1980,40928000
tgo,1981,-7054000
tgo,1982,-6097000
tgo,1983,-3876000
tgo,1984,-11828000
tgo,1985,-13519000
tgo,1986,-22532000
tgo,1987,-8000000
tgo,1988,-1849000
tgo,1989,-2287000
tgo,1990,-120000
tgo,1997,-6065000
tgo,2013,48343000
tgo,2014,-11961000
tgo,2015,1603000
tgo,2016,-10980000
tgo,2017,-10436000
tgo,2018,-7217000
tgo,2019,112469000
tgo,2020,168706000
