global,time,dt_nfl_unai_cd
world,2005,122629997.25342
world,2006,180830001.83105
world,2007,194869995.11719
world,2008,208169998.16895
world,2009,240699996.94824
world,2010,245330001.83105
world,2011,261779998.7793
world,2012,239307693.48145
world,2013,243395156.86035
world,2014,235533615.1123
world,2015,238152252.19727
world,2016,184430236.81641
world,2017,164189071.65527
world,2018,189254699.70703
world,2019,129296356.20117
