geo,time,dt_oda_odat_mp_zs
ben,1988,31.91728
ben,1989,66.02191
ben,1990,54.2798
ben,1991,29.43858
ben,1992,34.76803
ben,1993,37.40809
ben,1994,39.1668
ben,1995,30.30601
ben,1996,35.98342
ben,1997,27.83127
ben,1998,25.38456
ben,1999,23.87286
ben,2000,32.84072
ben,2001,35.88628
ben,2002,23.59981
ben,2003,26.58208
ben,2004,32.89129
ben,2005,29.37808
ben,2006,27.54505
ben,2007,21.6898
ben,2008,25.82115
ben,2009,29.21719
ben,2010,28.7785
ben,2011,27.72004
ben,2012,18.49503
ben,2013,18.44657
ben,2014,13.67487
ben,2015,11.94404
ben,2016,12.95923
ben,2017,16.31292
ben,2018,11.89554
ben,2019,13.37829
bfa,2005,48.05741
bfa,2006,59.53061
bfa,2007,53.27514
bfa,2008,40.80768
bfa,2009,53.04699
bfa,2010,39.30899
bfa,2011,27.10513
bfa,2012,28.41495
bfa,2013,20.62861
bfa,2014,23.17135
bfa,2015,23.38663
bfa,2016,22.20815
bfa,2017,17.08971
bfa,2018,18.83707
bfa,2019,19.98314
bgd,1976,49.77803
bgd,1977,61.17425
bgd,1978,57.95529
bgd,1979,51.8588
bgd,1980,42.33526
bgd,1981,35.19492
bgd,1982,46.32611
bgd,1983,40.48197
bgd,1984,37.54657
bgd,1985,33.67841
bgd,1986,43.35286
bgd,1987,52.01888
bgd,1988,39.47006
bgd,1989,35.10561
bgd,1990,43.21463
bgd,1991,40.9541
bgd,1992,34.78335
bgd,1993,24.45571
bgd,1994,24.8863
bgd,1995,13.26139
bgd,1996,12.6232
bgd,1997,10.74585
bgd,1998,12.00583
bgd,1999,10.93964
bgd,2000,9.74591
bgd,2001,9.16906
bgd,2002,8.55129
bgd,2003,11.38802
bgd,2004,10.57027
bgd,2005,8.01501
bgd,2006,5.77364
bgd,2007,6.30149
bgd,2008,6.69408
bgd,2009,4.41811
bgd,2010,4.2769
bgd,2011,3.63444
bgd,2012,5.42029
bgd,2013,5.95721
bgd,2014,5.04874
bgd,2015,5.36861
bgd,2016,4.97133
bgd,2017,6.38078
bgd,2018,4.49664
bgd,2019,6.69407
bhr,1975,1.68856
bhr,1976,7.91004
bhr,1977,1.91632
bhr,1978,3.09815
bhr,1979,4.29205
bhr,1980,5.18457
bhr,1981,4.18235
bhr,1982,3.54631
bhr,1983,6.64986
bhr,1984,5.10928
bhr,1985,1.86202
bhr,1986,3.14233
bhr,1987,0.24247
bhr,1988,-0.07337
bhr,1989,-0.04277
bhr,1990,1.48265
bhr,1991,1.22332
bhr,1992,1.13
bhr,1993,1.66916
bhr,1994,1.28161
bhr,1995,1.20789
bhr,1996,1.55853
bhr,1997,1.68473
bhr,1998,2.24997
bhr,1999,0.64744
bhr,2000,0.51722
bhr,2001,0.79466
bhr,2002,0.78669
bhr,2003,1.65444
bhr,2004,0.5157
bhs,1976,0.09722
bhs,1977,0.06848
bhs,1978,0.09756
bhs,1979,0.09177
bhs,1980,0.11716
bhs,1981,0.10892
bhs,1982,0.1051
bhs,1983,0.06594
bhs,1984,0.71327
bhs,1985,0.04611
bhs,1986,0.10501
bhs,1987,0.03852
bhs,1988,0.08573
bhs,1989,0.19392
bhs,1990,0.15307
bhs,1991,0.13994
bhs,1992,0.16788
bhs,1993,0.06672
bhs,1994,0.05435
bhs,1995,0.21878
bih,1998,22.29846
bih,1999,28.71902
bih,2000,17.42971
bih,2001,14.37056
bih,2002,11.45479
bih,2003,8.82452
bih,2004,9.45199
bih,2005,6.66317
bih,2006,6.32599
bih,2007,6.25834
bih,2008,3.89706
bih,2009,4.71939
bih,2010,5.61046
bih,2011,5.72465
bih,2012,5.65735
bih,2013,5.1112
bih,2014,5.72433
bih,2015,3.89996
bih,2016,4.71384
bih,2017,3.97431
bih,2018,2.89554
bih,2019,3.91369
blr,2005,0.33318
blr,2006,0.31938
blr,2007,0.28166
blr,2008,0.26458
blr,2009,0.31456
blr,2010,0.35483
blr,2011,0.2405
blr,2012,0.19997
blr,2013,0.21458
blr,2014,0.25604
blr,2015,0.29236
blr,2016,-0.06797
blr,2017,-0.63461
blr,2018,0.26663
blr,2019,0.47169
blz,1984,8.66044
blz,1985,14.19417
blz,1986,15.0328
blz,1987,12.60671
blz,1988,10.85975
blz,1989,10.55905
blz,1990,11.263
blz,1991,7.00225
blz,1992,7.49785
blz,1993,8.49072
blz,1994,9.244
blz,1995,5.37124
blz,1996,5.95388
blz,1997,3.39698
blz,1998,3.38298
blz,1999,9.20243
blz,2000,2.48435
blz,2001,3.3878
blz,2002,3.36399
blz,2003,1.69882
blz,2004,0.9124
blz,2005,1.42196
blz,2006,0.87304
blz,2007,2.19655
blz,2008,2.07012
blz,2009,2.93186
blz,2010,2.4904
blz,2011,1.99485
blz,2012,2.28228
blz,2013,4.24512
blz,2014,2.88644
blz,2015,2.19938
blz,2016,2.80216
blz,2017,2.70119
blz,2018,2.57963
blz,2019,2.73562
bol,1976,7.79451
bol,1977,8.17778
bol,1978,10.79568
bol,1979,9.35079
bol,1980,12.40914
bol,1981,8.18992
bol,1982,9.6323
bol,1983,13.38844
bol,1984,11.77726
bol,1985,14.48194
bol,1986,21.50633
bol,1987,23.30387
bol,1988,36.1974
bol,1989,36.9482
bol,1990,35.83333
bol,1991,34.44917
bol,1992,41.91488
bol,1993,33.15863
bol,1994,34.69112
bol,1995,37.52875
bol,1996,38.61865
bol,1997,26.65589
bol,1998,22.07006
bol,1999,22.19513
bol,2000,17.44196
bol,2001,29.23741
bol,2002,25.22485
bol,2003,31.49017
bol,2004,25.31418
bol,2005,16.14665
bol,2006,19.74772
bol,2007,8.77672
bol,2008,8.84502
bol,2009,10.09018
bol,2010,7.86212
bol,2011,5.51506
bol,2012,5.66075
bol,2013,5.34509
bol,2014,4.584
bol,2015,6.01969
bol,2016,6.03153
bol,2017,7.27173
bol,2018,5.37964
bol,2019,5.53547
bra,1975,0.78218
bra,1976,0.51864
bra,1977,0.3628
bra,1978,0.41339
bra,1979,0.30801
bra,1980,0.22938
bra,1981,0.58429
bra,1982,0.44676
bra,1983,0.34111
bra,1984,0.50623
bra,1985,0.28574
bra,1986,0.48404
bra,1987,0.96889
bra,1988,0.66778
bra,1989,0.611
bra,1990,0.42585
bra,1991,0.50544
bra,1992,-0.63503
bra,1993,0.4249
bra,1994,0.47432
bra,1995,0.33952
bra,1996,0.30858
bra,1997,0.2366
bra,1998,0.26414
bra,1999,0.16697
bra,2000,0.27067
bra,2001,0.26258
bra,2002,0.28264
bra,2003,0.26697
bra,2004,0.17152
bra,2005,0.17101
bra,2006,0.07144
bra,2007,0.16514
bra,2008,0.1702
bra,2009,0.17133
bra,2010,0.14013
bra,2011,0.21298
bra,2012,0.34146
bra,2013,0.30723
bra,2014,0.24306
bra,2015,0.35386
bra,2016,0.26155
bra,2017,0.09134
bra,2018,0.131
bra,2019,0.08259
brb,1967,0.63369
brb,1968,0.80561
brb,1969,1.0516
brb,1970,1.56725
brb,1971,2.91163
brb,1972,2.63353
brb,1973,2.25092
brb,1974,1.56694
brb,1975,1.71979
brb,1976,2.1
brb,1977,1.48153
brb,1978,2.40577
brb,1979,1.33059
brb,1980,1.14643
brb,1981,1.53025
brb,1982,1.25267
brb,1983,2.1851
brb,1984,0.71889
brb,1985,0.80947
brb,1986,0.58491
brb,1987,0.65218
brb,1988,0.23599
brb,1989,0.11171
brb,1990,0.24564
brb,1991,0.25567
brb,1992,0.1747
brb,1993,0.59578
brb,1994,0.32371
brb,1995,0.04657
brb,1996,0.48155
brb,1997,0.43209
brb,1998,1.21142
brb,1999,-0.03884
brb,2000,0.10961
brb,2001,0.02044
brb,2002,0.29601
brb,2003,1.17423
brb,2004,1.48098
brb,2005,-0.0269
brb,2006,-0.03425
brb,2007,0.69191
brb,2008,0.32307
brb,2009,0.47107
brb,2010,0.61624
btn,2006,17.61833
btn,2007,15.60179
btn,2008,9.46013
btn,2009,13.79357
btn,2010,9.49864
btn,2011,8.32402
btn,2012,12.07485
btn,2013,10.65305
btn,2014,10.32032
btn,2015,7.05902
btn,2016,3.59976
btn,2017,8.09579
btn,2018,7.19421
btn,2019,12.19004
bwa,1975,20.35144
bwa,1976,15.25926
bwa,1977,12.74675
bwa,1978,14.77747
bwa,1979,14.91254
bwa,1980,11.04014
bwa,1981,10.17011
bwa,1982,12.54093
bwa,1983,10.80269
bwa,1984,10.57054
bwa,1985,11.37519
bwa,1986,9.97546
bwa,1987,10.88412
bwa,1988,8.45127
bwa,1989,8.32739
bwa,1990,5.7881
bwa,1991,5.44602
bwa,1992,4.74169
bwa,1993,6.36169
bwa,1994,3.99654
bwa,1995,3.49513
bwa,1996,2.90597
bwa,1997,3.88313
bwa,1998,3.53148
bwa,1999,1.97215
bwa,2000,1.00396
bwa,2001,1.0927
bwa,2002,1.21897
bwa,2003,0.73615
bwa,2004,0.9601
bwa,2005,1.01314
bwa,2006,1.42718
bwa,2007,1.7531
bwa,2008,10.39163
bwa,2009,4.72508
bwa,2010,2.02649
bwa,2011,1.33748
bwa,2012,0.78591
bwa,2013,1.06398
bwa,2014,1.02152
bwa,2015,0.7453
bwa,2016,1.07452
bwa,2017,1.29033
bwa,2018,0.93322
bwa,2019,0.77687
caf,1977,25.29138
caf,1978,24.47716
caf,1979,32.78752
caf,1980,33.4485
caf,1981,41.93685
caf,1982,33.33813
caf,1983,36.2229
caf,1984,55.14004
caf,1985,35.83207
caf,1986,37.76869
caf,1987,48.12803
caf,1988,58.26869
caf,1989,53.64788
caf,1990,57.54683
caf,1991,51.88723
caf,1992,48.82005
caf,1993,54.82811
caf,1994,62.73102
chl,1975,4.82466
chl,1976,0.44817
chl,1977,0.32803
chl,1978,0.09019
chl,1979,-0.49487
chl,1980,-0.09031
chl,1981,0.00526
chl,1982,-0.01084
chl,1983,0.14111
chl,1984,0.16851
chl,1985,0.78905
chl,1986,0.05537
chl,1987,0.39043
chl,1988,0.5941
chl,1989,0.63792
chl,1990,0.95846
chl,1991,1.03687
chl,1992,0.95808
chl,1993,1.18457
chl,1994,0.91733
chl,1995,0.73454
chl,1996,0.79767
chl,1997,0.48218
chl,1998,0.41606
chl,1999,0.31654
chl,2000,0.19183
chl,2001,0.21996
chl,2002,-0.02846
chl,2003,0.27609
chl,2004,0.13786
chl,2005,0.33254
chl,2006,0.14789
chl,2007,0.13402
chl,2008,0.11354
chl,2009,0.11217
chl,2010,0.20177
chl,2011,0.14506
chl,2012,0.11403
chl,2013,0.07146
chl,2014,0.24072
chl,2015,0.06255
chl,2016,0.21165
chl,2017,0.07397
chn,1982,2.67837
chn,1983,3.18385
chn,1984,2.93883
chn,1985,2.27295
chn,1986,2.87469
chn,1987,3.43712
chn,1988,3.71327
chn,1989,3.79904
chn,1990,4.17235
chn,1991,3.35587
chn,1992,3.77468
chn,1993,3.07853
chn,1994,2.64674
chn,1995,2.27505
chn,1996,1.52742
chn,1997,1.80105
chn,1998,2.05159
chn,1999,1.69456
chn,2000,0.92844
chn,2001,0.71641
chn,2002,0.64724
chn,2003,0.31195
chn,2004,0.29518
chn,2005,0.25541
chn,2006,0.15056
chn,2007,0.14171
chn,2008,0.10595
chn,2009,0.09845
chn,2010,0.04195
chn,2011,-0.02957
chn,2012,-0.00847
chn,2013,-0.02756
chn,2014,-0.03838
chn,2015,-0.01344
chn,2016,-0.03559
chn,2017,-0.03931
chn,2018,-0.02439
chn,2019,-0.02098
civ,2005,1.11066
civ,2006,2.90451
civ,2007,1.77819
civ,2008,5.36202
civ,2009,22.06829
civ,2010,7.09253
civ,2011,13.46487
civ,2012,22.17568
civ,2013,9.66306
civ,2014,6.94476
civ,2015,5.17855
civ,2016,5.09861
civ,2017,6.05883
civ,2018,6.3316
civ,2019,8.03771
cmr,1977,16.25933
cmr,1978,11.92688
cmr,1979,15.0138
cmr,1980,10.37606
cmr,1981,8.60051
cmr,1982,9.72972
cmr,1983,5.67403
cmr,1984,8.38001
cmr,1985,5.63482
cmr,1986,7.38129
cmr,1987,6.98927
cmr,1988,10.46808
cmr,1989,17.40944
cmr,1990,14.61167
cmr,1991,19.31982
cmr,1992,25.77959
cmr,1993,22.50532
cmr,1994,38.86773
cmr,1995,21.84688
cmr,1996,14.1067
cmr,1997,15.9964
cmr,1998,17.95077
cmr,1999,15.2151
cmr,2000,12.45868
cmr,2001,13.85193
cmr,2002,17.1435
cmr,2003,22.34327
cmr,2004,17.26794
cmr,2005,8.30779
cmr,2006,34.08349
cmr,2007,29.57039
cmr,2008,6.51267
cmr,2009,9.3719
cmr,2010,8.05154
cmr,2011,7.04237
cmr,2012,6.77845
cmr,2013,7.8099
cmr,2014,8.13341
cmr,2015,7.89804
cmr,2016,9.65633
cmr,2017,14.99098
cmr,2018,12.4311
cmr,2019,13.1414
cod,2005,48.35171
cod,2006,57.38567
cod,2007,19.53675
cod,2008,19.93614
cod,2009,31.2022
cod,2010,29.19831
cod,2011,42.28018
cod,2012,23.57152
cod,2013,15.72893
cod,2014,14.54474
cod,2015,18.57877
cod,2016,14.13971
cod,2017,16.19591
cod,2018,12.85514
cod,2019,16.43988
cog,1978,13.39245
cog,1979,13.27421
cog,1980,7.62831
cog,1981,4.888
cog,1982,6.05192
cog,1983,6.89832
cog,1984,8.44921
cog,1985,4.9555
cog,1986,7.64076
cog,1987,11.10758
cog,1988,6.20263
cog,1989,6.51549
cog,1990,12.36149
cog,1991,7.92003
cog,1992,7.39363
cog,1993,7.18655
cog,1994,19.15343
cog,1995,6.18946
cog,1996,17.69091
cog,1997,13.95695
cog,1998,3.76322
cog,1999,7.16669
cog,2000,1.59716
cog,2001,3.31708
cog,2002,2.29949
cog,2003,3.00826
cog,2004,3.92965
cog,2005,33.01279
cog,2006,4.16474
cog,2007,1.45343
cog,2008,6.52909
cog,2009,3.69914
cog,2010,15.9245
cog,2011,2.71889
cog,2012,1.75274
cog,2013,1.95946
cog,2014,1.19044
cog,2015,0.92223
cog,2016,1.13194
col,1968,11.96741
col,1969,9.72919
col,1970,9.88353
col,1971,7.01022
col,1972,7.0648
col,1973,7.70398
col,1974,3.70226
col,1975,2.93842
col,1976,2.47884
col,1977,1.26866
col,1978,1.47082
col,1979,0.8751
col,1980,0.67819
col,1981,0.73891
col,1982,0.75342
col,1983,0.60206
col,1984,0.71059
col,1985,0.76271
col,1986,0.71579
col,1987,1.06343
col,1988,0.9757
col,1989,0.86311
col,1990,1.06257
col,1991,1.48615
col,1992,2.26738
col,1993,0.77273
col,1994,0.57335
col,1995,0.99524
col,1996,1.01574
col,1997,0.88346
col,1998,0.89846
col,1999,2.03475
col,2000,1.14565
col,2001,2.06598
col,2002,2.42398
col,2003,3.97847
col,2004,2.15788
col,2005,2.02835
col,2006,2.63854
col,2007,1.53648
col,2008,1.69586
col,2009,2.1134
col,2010,1.08666
col,2011,1.22818
col,2012,0.85414
col,2013,0.95632
col,2014,1.29846
col,2015,1.78281
col,2016,1.66326
col,2017,1.18598
col,2018,2.17464
col,2019,1.09847
com,1980,125.96862
com,1981,91.35789
com,1982,74.3135
com,1983,71.83345
com,1984,59.35062
com,1985,71.32515
com,1986,62.11706
com,1987,60.84044
com,1988,56.57787
com,1989,56.35604
com,1990,48.07278
com,1991,61.41903
com,1992,43.21075
com,1993,48.29258
com,1994,41.51117
com,1995,39.3413
com,2003,22.68835
com,2004,20.47659
com,2005,16.03197
com,2006,19.89178
com,2007,23.05815
com,2008,15.94138
com,2009,19.60174
com,2010,25.35933
com,2011,17.74244
com,2012,31.06466
com,2014,22.18627
com,2015,24.50806
com,2016,19.89565
com,2017,21.82073
com,2018,25.39029
com,2019,21.94821
cpv,1977,53.314
cpv,1978,55.10255
cpv,1979,41.88163
cpv,1980,70.65228
cpv,1981,46.18391
cpv,1982,44.50858
cpv,1983,44.95716
cpv,1984,61.18819
cpv,1985,63.47846
cpv,1986,96.33644
cpv,1987,71.85541
cpv,1988,65.54202
cpv,1989,58.45921
cpv,1990,68.78031
cpv,1991,66.23011
cpv,1992,58.75569
cpv,1993,62.07592
cpv,1994,51.064
cpv,1995,38.48681
cpv,1996,40.87401
cpv,1997,37.57099
cpv,1998,41.67478
cpv,1999,38.03598
cpv,2000,27.43777
cpv,2001,21.89452
cpv,2002,21.50357
cpv,2003,25.52144
cpv,2004,21.52802
cpv,2005,23.44559
cpv,2006,16.1203
cpv,2007,15.20981
cpv,2008,17.63746
cpv,2009,17.27395
cpv,2010,27.10168
cpv,2011,17.21457
cpv,2012,19.11109
cpv,2013,19.81591
cpv,2014,17.2499
cpv,2015,15.6833
cpv,2016,10.6284
cpv,2017,9.68302
cpv,2018,5.94161
cpv,2019,11.16817
cri,1977,1.3829
cri,1978,2.53702
cri,1979,1.79996
cri,1980,1.30206
cri,1981,1.89238
cri,1982,4.40664
cri,1983,14.75123
cri,1984,12.42508
cri,1985,15.59034
cri,1986,10.86239
cri,1987,11.36814
cri,1988,8.70598
cri,1989,8.81056
cri,1990,8.21215
cri,1991,7.30945
cri,1992,4.91674
cri,1993,3.09819
cri,1994,2.28732
cri,1995,1.06383
cri,1996,-0.00454
cri,1997,0.07345
cri,1998,0.49066
cri,1999,0.048
cri,2000,0.33665
cri,2001,0.19273
cri,2002,0.17103
cri,2003,0.48181
cri,2004,0.2873
cri,2005,0.31971
cri,2006,0.27414
cri,2007,0.4774
cri,2008,0.49555
cri,2009,0.94055
cri,2010,0.7029
cri,2011,0.20922
cri,2012,0.15591
cri,2013,0.17379
cri,2014,0.27537
cri,2015,0.56091
cri,2016,0.48477
cri,2017,0.43998
cri,2018,0.40635
cri,2019,0.24112
cyp,1976,10.52294
cyp,1977,13.04698
cyp,1978,5.35953
cyp,1979,2.52776
cyp,1980,3.73544
cyp,1981,3.15012
cyp,1982,2.09474
cyp,1983,1.25092
cyp,1984,1.03133
cyp,1985,2.40788
cyp,1986,2.14442
cyp,1987,2.06556
cyp,1988,1.812
cyp,1989,1.40641
cyp,1990,1.13195
cyp,1991,1.13168
cyp,1992,0.59208
cyp,1993,1.01261
cyp,1994,1.16599
cyp,1995,0.40387
cyp,1996,0.4013
dji,1991,34.89489
dji,1992,35.2364
dji,1993,43.86171
dji,1994,45.50986
dji,1995,40.05942
dji,1996,37.71841
dji,1997,32.62911
dji,1998,28.33654
dji,1999,27.98653
dji,2000,25.15984
dji,2001,21.91399
dji,2002,27.6703
dji,2003,25.11888
dji,2004,18.41593
dji,2005,19.92377
dji,2006,26.41434
dji,2007,19.02284
dji,2008,19.65343
dji,2009,27.93743
dji,2010,25.96837
dji,2011,20.13311
dji,2012,19.99626
dji,2013,3.75117
dji,2014,5.21688
dji,2015,5.68993
dji,2016,6.24569
dji,2017,3.18752
dji,2018,4.08132
dji,2019,5.51917
dma,1976,22.43663
dma,1977,22
dma,1978,23.93939
dma,1979,22.23587
dma,1980,32.01818
dma,1981,28.06084
dma,1982,32.92731
dma,1983,19.29822
dma,1984,26.11916
dma,1985,25.25114
dma,1986,16.56407
dma,1987,19.24071
dma,1988,17.06408
dma,1989,18.66277
dma,1990,13.74673
dma,1991,12.84777
dma,1992,9.42214
dma,1993,7.01984
dma,1994,14.3649
dma,1995,15.73757
dma,1996,23.18494
dma,1997,7.52974
dma,1998,10.07521
dma,1999,4.71137
dma,2000,6.72919
dma,2001,10.12719
dma,2002,15.83732
dma,2003,5.87956
dma,2004,13.91699
dma,2005,9.13732
dma,2006,8.93533
dma,2007,7.35393
dma,2008,6.80731
dma,2009,12.62796
dma,2010,11.58719
dma,2011,8.71965
dma,2012,9.37352
dma,2013,7.50082
dma,2014,4.45214
dma,2015,3.27173
dma,2016,2.36876
dma,2017,5.80231
dma,2018,6.26538
dma,2019,11.71745
dom,1968,15.13826
dom,1969,10.71317
dom,1970,8.97089
dom,1971,5.56442
dom,1972,5.00612
dom,1973,3.04226
dom,1974,1.62579
dom,1975,1.79858
dom,1976,2.19114
dom,1977,1.24451
dom,1978,1.54216
dom,1979,2.69969
dom,1980,3.16827
dom,1981,3.08572
dom,1982,5.49002
dom,1983,3.25893
dom,1984,8.16443
dom,1985,9.23851
dom,1986,3.69393
dom,1987,5.0423
dom,1988,4.7962
dom,1989,4.72291
dom,1990,3.53983
dom,1991,3.11254
dom,1992,2.56835
dom,1993,0.09299
dom,1994,1.24891
dom,1995,2.14432
dom,1996,1.48834
dom,1997,1.02427
dom,1998,1.47641
dom,1999,2.42534
dom,2000,0.67139
dom,2001,1.36388
dom,2002,1.78851
dom,2003,1.06484
dom,2004,1.19243
dom,2005,0.84948
dom,2006,0.54655
dom,2007,0.91068
dom,2008,0.98352
dom,2009,0.99834
dom,2010,0.95895
dom,2011,1.05116
dom,2012,1.10062
dom,2013,0.6358
dom,2014,0.69131
dom,2015,1.18816
dom,2016,0.72122
dom,2017,0.46536
dom,2018,0.31416
dom,2019,0.45945
dza,1977,1.43653
dza,1978,1.79696
dza,1979,0.91896
dza,1980,1.40983
dza,1981,1.09257
dza,1982,0.90539
dza,1983,0.66957
dza,1984,0.8846
dza,1985,1.31213
dza,1986,1.42054
dza,1987,2.11762
dza,1988,1.62366
dza,1989,1.34506
dza,1990,2.66436
dza,1991,1.98416
dza,2005,1.11501
dza,2006,0.74263
dza,2007,1.01339
dza,2008,0.58624
dza,2009,0.54897
dza,2010,0.36188
dza,2011,0.2932
dza,2012,0.20997
dza,2013,0.27587
dza,2014,0.2025
