geo,time,sl_emp_1524_sp_fe_zs
dnk,2013,51.149
dnk,2014,51.261
dnk,2015,52.315
dnk,2016,54.595
dnk,2017,53.953
dnk,2018,55.194
dnk,2019,55.766
dnk,2020,53.949
dom,1991,23.546
dom,1992,24.106
dom,1993,24.251
dom,1994,24.011
dom,1995,24.106
dom,1996,24.175
dom,1997,24.514
dom,1998,24.646
dom,1999,24.738
dom,2000,24.727
dom,2001,23.212
dom,2002,25.504
dom,2003,23.254
dom,2004,23.353
dom,2005,23.568
dom,2006,23.198
dom,2007,23.374
dom,2008,24.576
dom,2009,20.328
dom,2010,23.511
dom,2011,23.603
dom,2012,24.93
dom,2013,21.817
dom,2014,23.296
dom,2015,24.217
dom,2016,24.057
dom,2017,25.985
dom,2018,25.406
dom,2019,26.065
dom,2020,22.108
dza,1991,11.674
dza,1992,10.893
dza,1993,10.482
dza,1994,10.067
dza,1995,9.036
dza,1996,9.46
dza,1997,9.523
dza,1998,8.894
dza,1999,8.223
dza,2000,7.585
dza,2001,7.523
dza,2002,7.141
dza,2003,6.886
dza,2004,7.621
dza,2005,7.199
dza,2006,7.242
dza,2007,6.158
dza,2008,5.804
dza,2009,5.366
dza,2010,5.601
dza,2011,5.657
dza,2012,5.384
dza,2013,5.207
dza,2014,4.684
dza,2015,4.762
dza,2016,4.335
dza,2017,4.217
dza,2018,4.124
dza,2019,4.057
dza,2020,3.297
ecu,1991,33.503
ecu,1992,33.457
ecu,1993,33.482
ecu,1994,33.722
ecu,1995,33.682
ecu,1996,33.627
ecu,1997,32.964
ecu,1998,36.826
ecu,1999,36.196
ecu,2000,36.186
ecu,2001,36.687
ecu,2002,36.363
ecu,2003,35.983
ecu,2004,37.825
ecu,2005,36.091
ecu,2006,36.762
ecu,2007,36.498
ecu,2008,34.714
ecu,2009,32.215
ecu,2010,29.677
ecu,2011,26.923
ecu,2012,28.422
ecu,2013,27.395
ecu,2014,24.878
ecu,2015,28.557
ecu,2016,30.095
ecu,2017,31.186
ecu,2018,30.341
ecu,2019,30.372
ecu,2020,25.947
egy,1991,12.209
egy,1992,12.841
egy,1993,10.613
egy,1994,10.628
egy,1995,9.742
egy,1996,11.377
egy,1997,10.336
egy,1998,9.894
egy,1999,13.009
egy,2000,9.788
egy,2001,8.6
egy,2002,12.302
egy,2003,11.72
egy,2004,10.351
egy,2005,9.571
egy,2006,9.134
egy,2007,10.341
egy,2008,9.645
egy,2009,9.863
egy,2010,8.877
egy,2011,8.45
egy,2012,7.869
egy,2013,9.448
egy,2014,10.376
egy,2015,12.195
egy,2016,11.813
egy,2017,11.032
egy,2018,5.209
egy,2019,3.998
egy,2020,3.43
eri,1991,62.107
eri,1992,62.652
eri,1993,63.296
eri,1994,64.044
eri,1995,64.548
eri,1996,64.247
eri,1997,63.832
eri,1998,63.38
eri,1999,62.883
eri,2000,62.46
eri,2001,61.092
eri,2002,59.886
eri,2003,58.794
eri,2004,57.942
eri,2005,57.016
eri,2006,56.947
eri,2007,56.894
eri,2008,56.926
eri,2009,56.798
eri,2010,56.41
eri,2011,56.874
eri,2012,57.201
eri,2013,57.363
eri,2014,57.957
eri,2015,57.728
eri,2016,57.36
eri,2017,57.113
eri,2018,57.215
eri,2019,56.964
eri,2020,49.309
esp,1991,25.008
esp,1992,23.594
esp,1993,20.264
esp,1994,19.636
esp,1995,19.843
esp,1996,19.144
esp,1997,19.997
esp,1998,20.984
esp,1999,23.606
esp,2000,26.683
esp,2001,27.297
esp,2002,27.765
esp,2003,28.794
esp,2004,29.203
esp,2005,32.92
esp,2006,34.471
esp,2007,33.935
esp,2008,32.531
esp,2009,26.603
esp,2010,24.276
esp,2011,21.924
esp,2012,18.268
esp,2013,16.28
esp,2014,16.012
esp,2015,17.269
esp,2016,17.232
esp,2017,19.677
esp,2018,20.476
esp,2019,20.062
esp,2020,16.472
est,1991,40.946
est,1992,36.482
est,1993,35.841
est,1994,38.695
est,1995,33.179
est,1996,32.31
est,1997,32.643
est,1998,30.96
est,1999,24.116
est,2000,25.343
est,2001,23.166
est,2002,19.617
est,2003,20.404
est,2004,24.662
est,2005,26.755
est,2006,25.726
est,2007,29.741
est,2008,32.804
est,2009,26.599
est,2010,24.112
est,2011,28.927
est,2012,30.246
est,2013,30.559
est,2014,33.197
est,2015,32.995
est,2016,36.035
est,2017,38.086
est,2018,39.84
est,2019,37.876
est,2020,33.487
eth,1991,62.486
eth,1992,62.435
eth,1993,62.643
eth,1994,62.63
eth,1995,62.703
eth,1996,62.803
eth,1997,62.872
eth,1998,62.956
eth,1999,63.093
eth,2000,63.807
eth,2001,64.513
eth,2002,65.185
eth,2003,65.863
eth,2004,66.593
eth,2005,67.278
eth,2006,67.323
eth,2007,67.37
eth,2008,67.412
eth,2009,67.453
eth,2010,67.512
eth,2011,67.572
eth,2012,67.633
eth,2013,67.704
eth,2014,67.225
eth,2015,66.743
eth,2016,66.344
eth,2017,65.923
eth,2018,65.461
eth,2019,65.028
eth,2020,58.935
fin,1991,46.096
fin,1992,37.122
fin,1993,31.085
fin,1994,28.555
fin,1995,28.55
fin,1996,26.907
fin,1997,28.171
fin,1998,30.597
fin,1999,32.861
fin,2000,33.339
fin,2001,34.561
fin,2002,34.765
fin,2003,35.02
fin,2004,35.897
fin,2005,40.569
fin,2006,41.581
fin,2007,44.684
fin,2008,45.05
fin,2009,41.51
fin,2010,39.98
fin,2011,41.258
fin,2012,42.692
fin,2013,43.936
fin,2014,43.005
fin,2015,42.875
fin,2016,43.318
fin,2017,43.722
fin,2018,45.561
fin,2019,45.151
fin,2020,41.404
fji,1991,28.649
fji,1992,28.171
fji,1993,27.99
fji,1994,27.594
fji,1995,27.401
fji,1996,26.992
fji,1997,26.127
fji,1998,25.447
fji,1999,24.829
fji,2000,23.935
fji,2001,23.166
fji,2002,22.342
fji,2003,21.46
fji,2004,20.674
fji,2005,19.322
fji,2006,19.761
fji,2007,20.148
fji,2008,20.613
fji,2009,21.02
fji,2010,21.555
fji,2011,21.99
fji,2012,22.252
fji,2013,22.629
fji,2014,22.974
fji,2015,22.068
fji,2016,21.129
fji,2017,20.608
fji,2018,20.218
fji,2019,20.064
fji,2020,19.466
fra,1991,29.224
fra,1992,27.822
fra,1993,26.178
fra,1994,23.987
fra,1995,23.383
fra,1996,22.71
fra,1997,21.697
fra,1998,22.684
fra,1999,23.093
fra,2000,25.085
fra,2001,25.653
fra,2002,25.924
fra,2003,27.49
fra,2004,26.701
fra,2005,26.937
fra,2006,26.454
fra,2007,28.138
fra,2008,28.499
fra,2009,28.343
fra,2010,27.084
fra,2011,26.713
fra,2012,26.15
fra,2013,25.669
fra,2014,25.488
fra,2015,25.971
fra,2016,25.995
fra,2017,26.386
fra,2018,27.158
fra,2019,27.769
fra,2020,26.415
gab,1991,10.316
gab,1992,10.306
gab,1993,10.363
gab,1994,10.54
gab,1995,10.675
gab,1996,10.767
gab,1997,10.834
gab,1998,10.838
gab,1999,10.725
gab,2000,10.692
gab,2001,10.646
gab,2002,10.551
gab,2003,10.468
gab,2004,10.36
gab,2005,10.27
gab,2006,9.935
gab,2007,9.692
gab,2008,9.385
gab,2009,9.149
gab,2010,8.963
gab,2011,8.883
gab,2012,8.78
gab,2013,8.683
gab,2014,8.581
gab,2015,8.487
gab,2016,8.513
gab,2017,8.539
gab,2018,8.573
gab,2019,8.615
gab,2020,8.172
gbr,1991,57.935
gbr,1992,55.602
gbr,1993,53.168
gbr,1994,52.377
gbr,1995,51.806
gbr,1996,53.409
gbr,1997,53.446
gbr,1998,53.426
gbr,1999,53.02
gbr,2000,53.554
gbr,2001,53.041
gbr,2002,53.989
gbr,2003,52.747
gbr,2004,53.343
gbr,2005,52.7
gbr,2006,52.529
gbr,2007,51.254
gbr,2008,50.721
gbr,2009,47.961
gbr,2010,46.129
gbr,2011,45.378
gbr,2012,46.102
gbr,2013,46.204
gbr,2014,47.811
gbr,2015,49.678
gbr,2016,51.114
gbr,2017,50.799
gbr,2018,49.943
gbr,2019,50.618
gbr,2020,48.016
geo,1991,31.236
geo,1992,30.185
geo,1993,30.888
geo,1994,29.637
geo,1995,29.716
geo,1996,26.185
geo,1997,25.239
geo,1998,22.984
geo,1999,24.398
geo,2000,23.012
geo,2001,22.543
geo,2002,19.122
geo,2003,20.873
geo,2004,16.905
geo,2005,17.846
geo,2006,15.568
geo,2007,15.082
geo,2008,15.685
geo,2009,14.055
geo,2010,15.399
geo,2011,15.912
geo,2012,17.365
geo,2013,16.142
geo,2014,18.975
geo,2015,19.235
geo,2016,18.731
geo,2017,19.973
geo,2018,21.323
geo,2019,20.008
geo,2020,15.938
gha,1991,58.652
gha,1992,55.922
gha,1993,54.77
gha,1994,53.594
gha,1995,52.437
gha,1996,51.283
gha,1997,50.129
gha,1998,48.994
gha,1999,46.662
gha,2000,46.059
gha,2001,46.041
gha,2002,46.014
gha,2003,45.972
gha,2004,45.907
gha,2005,45.818
gha,2006,45.711
gha,2007,44.535
gha,2008,43.395
gha,2009,42.198
gha,2010,41.046
gha,2011,40.197
gha,2012,39.278
gha,2013,38.383
gha,2014,37.479
gha,2015,36.609
gha,2016,37.484
gha,2017,38.367
gha,2018,38.109
gha,2019,37.855
gha,2020,36.949
gin,1991,47.828
gin,1992,48.103
gin,1993,48.333
gin,1994,48.497
gin,1995,48.63
gin,1996,48.925
gin,1997,49.164
gin,1998,49.327
gin,1999,49.441
gin,2000,49.481
gin,2001,49.763
gin,2002,49.991
gin,2003,49.991
gin,2004,49.967
gin,2005,49.907
gin,2006,49.757
gin,2007,49.645
gin,2008,49.455
gin,2009,49.192
gin,2010,49
gin,2011,48.776
gin,2012,48.524
gin,2013,48.227
gin,2014,47.928
gin,2015,47.632
gin,2016,47.286
gin,2017,46.884
gin,2018,46.431
gin,2019,45.979
gin,2020,42.146
gmb,1991,29.746
gmb,1992,30.005
gmb,1993,30.196
gmb,1994,30.105
gmb,1995,30.054
gmb,1996,30.101
gmb,1997,30.173
gmb,1998,30.23
gmb,1999,30.296
gmb,2000,30.331
gmb,2001,30.371
gmb,2002,30.369
gmb,2003,30.445
gmb,2004,30.472
gmb,2005,30.45
gmb,2006,30.465
gmb,2007,30.496
gmb,2008,30.527
gmb,2009,30.541
gmb,2010,30.54
gmb,2011,30.474
gmb,2012,30.529
gmb,2013,30.387
gmb,2014,30.187
gmb,2015,30.061
gmb,2016,29.953
gmb,2017,29.862
gmb,2018,29.756
gmb,2019,29.603
gmb,2020,26.477
gnb,1991,48.765
gnb,1992,48.714
gnb,1993,48.7
gnb,1994,48.636
gnb,1995,48.516
gnb,1996,48.652
gnb,1997,48.631
gnb,1998,48.184
gnb,1999,48.082
gnb,2000,48.058
gnb,2001,47.67
gnb,2002,47.329
gnb,2003,47.052
gnb,2004,46.931
gnb,2005,46.714
gnb,2006,46.629
gnb,2007,46.503
gnb,2008,46.504
gnb,2009,46.208
gnb,2010,45.696
gnb,2011,45.781
gnb,2012,45.705
gnb,2013,45.635
gnb,2014,45.565
gnb,2015,45.246
gnb,2016,45.036
gnb,2017,44.925
gnb,2018,44.84
gnb,2019,44.598
gnb,2020,43.217
gnq,1991,25.231
gnq,1992,25.357
gnq,1993,25.363
gnq,1994,25.363
gnq,1995,25.3
gnq,1996,25.409
gnq,1997,25.698
gnq,1998,25.551
gnq,1999,25.421
gnq,2000,25.302
gnq,2001,25.195
gnq,2002,24.971
gnq,2003,24.76
gnq,2004,24.735
gnq,2005,24.576
gnq,2006,24.411
gnq,2007,24.196
gnq,2008,24.1
gnq,2009,23.744
gnq,2010,23.188
gnq,2011,23.169
gnq,2012,23.049
gnq,2013,22.906
gnq,2014,22.825
gnq,2015,22.458
gnq,2016,22.36
gnq,2017,22.319
gnq,2018,22.311
gnq,2019,22.178
gnq,2020,20.152
grc,1991,22.388
grc,1992,21.645
grc,1993,20.847
grc,1994,20.289
grc,1995,20.063
grc,1996,19.792
grc,1997,19.204
grc,1998,22.071
grc,1999,22.042
grc,2000,21.997
grc,2001,21.549
grc,2002,21.619
grc,2003,20.365
grc,2004,22.118
grc,2005,19.943
grc,2006,18.697
grc,2007,18.665
grc,2008,18.572
grc,2009,18.13
grc,2010,15.963
grc,2011,12.708
grc,2012,9.807
grc,2013,8.985
grc,2014,10.803
grc,2015,10.833
grc,2016,11.205
grc,2017,12.343
grc,2018,11.991
grc,2019,13.179
grc,2020,11.684
gtm,1991,31.396
gtm,1992,31.606
gtm,1993,31.735
gtm,1994,31.907
gtm,1995,32.182
gtm,1996,32.178
gtm,1997,32.351
gtm,1998,32.575
gtm,1999,32.674
gtm,2000,32.742
gtm,2001,32.636
gtm,2002,32.678
gtm,2003,32.58
gtm,2004,31.882
gtm,2005,32.03
gtm,2006,32.211
gtm,2007,32.382
gtm,2008,32.502
gtm,2009,32.639
gtm,2010,32.861
gtm,2011,33.05
gtm,2012,31.431
gtm,2013,30.104
gtm,2014,29.81
gtm,2015,28.339
gtm,2016,30.696
gtm,2017,28.319
gtm,2018,28.523
gtm,2019,28.831
gtm,2020,24.876
gum,1991,50.643
gum,1992,49.38
gum,1993,46.721
gum,1994,43.611
gum,1995,42.453
gum,1996,41.164
gum,1997,38.742
gum,1998,39.772
gum,1999,32.435
gum,2000,30.042
gum,2001,30.222
gum,2002,29.043
gum,2003,31.005
gum,2004,33.305
gum,2005,41.128
gum,2006,40.503
gum,2007,33.749
gum,2008,31.887
gum,2009,29.883
gum,2010,33.7
gum,2011,27.785
gum,2012,32.208
gum,2013,32.728
gum,2014,36.531
gum,2015,37.236
gum,2016,38.799
gum,2017,38.8
gum,2018,38.815
gum,2019,38.714
gum,2020,34.179
guy,1991,23.015
guy,1992,23.078
guy,1993,23.312
guy,1994,23.099
guy,1995,22.889
guy,1996,22.79
guy,1997,22.667
guy,1998,22.507
guy,1999,22.405
guy,2000,22.255
guy,2001,21.994
guy,2002,21.719
guy,2003,22.138
guy,2004,22.643
guy,2005,23.213
guy,2006,24.05
guy,2007,24.403
guy,2008,24.701
guy,2009,24.997
guy,2010,25.236
guy,2011,25.409
guy,2012,25.577
guy,2013,25.742
guy,2014,25.902
guy,2015,26.055
guy,2016,26.19
guy,2017,26.272
guy,2018,26.331
guy,2019,26.118
guy,2020,21.713
hkg,1991,53.122
hkg,1992,51.743
hkg,1993,49.991
hkg,1994,49.712
hkg,1995,46.384
hkg,1996,46.846
hkg,1997,46.455
hkg,1998,44.671
hkg,1999,41.273
hkg,2000,40.279
hkg,2001,41.295
hkg,2002,40.062
hkg,2003,39.304
hkg,2004,40.576
hkg,2005,41.242
hkg,2006,40.474
hkg,2007,41.248
hkg,2008,39.608
hkg,2009,36.215
hkg,2010,32.917
hkg,2011,34.174
hkg,2012,34.674
hkg,2013,36.851
hkg,2014,36.075
hkg,2015,37.438
hkg,2016,38.33
hkg,2017,38.205
hkg,2018,37.948
hkg,2019,38.115
hkg,2020,32.032
hnd,1991,34.355
hnd,1992,36.421
hnd,1993,36.625
hnd,1994,36.198
hnd,1995,36.401
hnd,1996,35.499
hnd,1997,36.434
hnd,1998,35.677
hnd,1999,35.709
hnd,2000,33.865
hnd,2001,32.955
hnd,2002,31.695
hnd,2003,29.742
hnd,2004,27.831
hnd,2005,28.356
hnd,2006,26.139
hnd,2007,26.206
hnd,2008,26.557
hnd,2009,26.241
hnd,2010,27.248
hnd,2011,25.942
hnd,2012,24.545
hnd,2013,28.402
hnd,2014,28.513
hnd,2015,30.182
hnd,2016,28.899
hnd,2017,30.999
hnd,2018,34.186
hnd,2019,28.629
hnd,2020,23.585
hrv,1991,25.207
hrv,1992,25.84
hrv,1993,26.621
hrv,1994,27.078
hrv,1995,27.845
hrv,1996,28.593
hrv,1997,28.789
hrv,1998,27.041
hrv,1999,24.933
hrv,2000,22.725
hrv,2001,21.948
hrv,2002,21.795
hrv,2003,20.839
hrv,2004,22.023
hrv,2005,21.673
hrv,2006,22.025
hrv,2007,22.306
hrv,2008,21.488
hrv,2009,21.765
hrv,2010,20.437
hrv,2011,17.196
hrv,2012,14.686
hrv,2013,12.349
hrv,2014,15.283
hrv,2015,15.737
hrv,2016,22.183
hrv,2017,21.784
hrv,2018,20.309
hrv,2019,21.846
hrv,2020,18.959
hti,1991,31.782
hti,1992,30.77
hti,1993,29.88
hti,1994,28.967
hti,1995,28.38
hti,1996,27.469
hti,1997,26.642
hti,1998,25.85
hti,1999,25.073
hti,2000,23.286
hti,2001,22.704
hti,2002,22.112
hti,2003,21.497
hti,2004,20.745
hti,2005,20.091
hti,2006,18.955
hti,2007,17.898
hti,2008,18.003
hti,2009,18.323
hti,2010,18.212
hti,2011,18.766
hti,2012,18.92
hti,2013,19.041
hti,2014,19.033
hti,2015,18.883
hti,2016,18.732
hti,2017,18.574
hti,2018,18.426
hti,2019,18.074
hti,2020,15.912
hun,1991,34.08
hun,1992,33.842
hun,1993,30.438
hun,1994,29.716
hun,1995,27.566
hun,1996,23.821
hun,1997,24.61
hun,1998,29.75
hun,1999,31.053
hun,2000,29.065
hun,2001,26.346
hun,2002,25.542
hun,2003,23.364
hun,2004,20.246
hun,2005,19.205
hun,2006,18.529
hun,2007,17.649
hun,2008,17.038
hun,2009,16.202
hun,2010,16.559
hun,2011,16.193
hun,2012,17.075
hun,2013,17.063
hun,2014,20.488
hun,2015,23.141
hun,2016,24.651
hun,2017,24.827
hun,2018,24.298
hun,2019,23.996
hun,2020,23.101
idn,1991,38.344
idn,1992,38.728
idn,1993,37.316
idn,1994,37.483
idn,1995,36.765
idn,1996,35.998
idn,1997,34.49
idn,1998,33.263
idn,1999,33.443
idn,2000,34.609
idn,2001,32.376
idn,2002,31.145
idn,2003,30.247
idn,2004,29.713
idn,2005,26.689
idn,2006,28.792
idn,2007,30.177
idn,2008,30.73
idn,2009,30.578
idn,2010,30.731
idn,2011,30.064
idn,2012,32.014
idn,2013,31.068
idn,2014,30.266
idn,2015,30.563
idn,2016,30.981
idn,2017,32.367
idn,2018,31.959
idn,2019,34.72
idn,2020,33.339
ind,1991,21.749
ind,1992,21.591
ind,1993,21.579
ind,1994,21.588
ind,1995,21.3
ind,1996,21.028
ind,1997,20.816
ind,1998,20.506
ind,1999,20.187
ind,2000,20
ind,2001,19.891
ind,2002,19.814
ind,2003,19.646
ind,2004,19.54
ind,2005,19.426
ind,2006,18.289
ind,2007,17.204
ind,2008,16.23
ind,2009,15.166
ind,2010,14.218
ind,2011,12.966
ind,2012,11.754
ind,2013,10.955
ind,2014,10.193
ind,2015,9.474
ind,2016,8.797
ind,2017,8.173
ind,2018,7.571
ind,2019,7.615
ind,2020,6.327
irl,1991,44.418
irl,1992,41.261
irl,1993,41.15
irl,1994,42.014
irl,1995,42.749
irl,1996,41.894
irl,1997,44.873
irl,1998,50.221
irl,1999,53.746
irl,2000,54.298
irl,2001,52.264
irl,2002,51.217
irl,2003,51.999
irl,2004,50.589
irl,2005,56.442
irl,2006,56.99
irl,2007,59.139
irl,2008,55.6
irl,2009,47.674
irl,2010,40.826
irl,2011,38.124
irl,2012,37.09
irl,2013,37.059
irl,2014,36.629
irl,2015,37.188
irl,2016,41.673
irl,2017,39.687
irl,2018,39.266
irl,2019,40.956
irl,2020,36.443
irn,1991,7.703
irn,1992,7.727
irn,1993,7.781
irn,1994,7.833
irn,1995,7.905
irn,1996,7.974
irn,1997,8.128
irn,1998,8.289
irn,1999,8.429
irn,2000,8.573
irn,2001,8.663
irn,2002,8.779
irn,2003,9.968
irn,2004,11.189
irn,2005,11.21
irn,2006,10.628
irn,2007,9.994
irn,2008,8.175
irn,2009,8.559
irn,2010,7.455
irn,2011,6.402
irn,2012,7.144
irn,2013,5.753
irn,2014,4.974
irn,2015,5.673
irn,2016,6.368
irn,2017,7.161
irn,2018,7.354
irn,2019,6.977
irn,2020,4.695
irq,1991,3.913
irq,1992,3.876
irq,1993,3.857
irq,1994,3.827
irq,1995,3.793
irq,1996,3.768
irq,1997,3.722
irq,1998,3.86
irq,1999,4.003
irq,2000,4.152
irq,2001,4.298
irq,2002,4.455
irq,2003,4.625
irq,2004,4.819
irq,2005,4.997
irq,2006,5.19
irq,2007,5.391
irq,2008,5.1
irq,2009,4.816
irq,2010,4.551
irq,2011,4.303
irq,2012,4.063
irq,2013,3.911
irq,2014,3.701
irq,2015,4.57
irq,2016,5.551
irq,2017,1.875
irq,2018,1.89
irq,2019,1.886
irq,2020,1.708
isl,1991,55.266
isl,1992,53.863
isl,1993,54.071
isl,1994,53.141
isl,1995,60.897
isl,1996,57.271
isl,1997,61.405
isl,1998,68.03
isl,1999,70.754
isl,2000,77.431
isl,2001,75.924
isl,2002,67.727
isl,2003,64.143
isl,2004,70.01
isl,2005,73.518
isl,2006,74.409
isl,2007,74.897
isl,2008,73.816
isl,2009,66.625
isl,2010,65.498
isl,2011,66.498
isl,2012,68.397
isl,2013,75.188
isl,2014,73.236
isl,2015,76.374
isl,2016,78.266
isl,2017,76.7
isl,2018,76.419
isl,2019,75.549
isl,2020,68.267
isr,1991,34.578
isr,1992,36.034
isr,1993,39.2
isr,1994,43.855
isr,1995,45.308
isr,1996,45.971
isr,1997,44.293
isr,1998,41.975
isr,1999,43.093
isr,2000,44.982
isr,2001,43.951
isr,2002,39.793
isr,2003,40.015
isr,2004,41.031
isr,2005,43.521
isr,2006,43.327
isr,2007,43.487
isr,2008,44.028
isr,2009,43.917
isr,2010,43.83
isr,2011,42.5
isr,2012,42.322
isr,2013,42.964
isr,2014,43.084
isr,2015,43.257
isr,2016,43.592
isr,2017,44.238
isr,2018,43.844
isr,2019,43.384
isr,2020,39.618
ita,1991,27.439
ita,1992,25.08
ita,1993,23.324
ita,1994,21.677
ita,1995,20.52
ita,1996,20.291
ita,1997,19.893
ita,1998,20.168
ita,1999,20.607
ita,2000,21.775
ita,2001,22.049
ita,2002,20.991
ita,2003,20.62
ita,2004,22.575
ita,2005,20.739
ita,2006,19.995
ita,2007,19.472
ita,2008,19.224
ita,2009,16.882
ita,2010,16.277
ita,2011,15.427
ita,2012,14.927
ita,2013,13.64
ita,2014,12.709
ita,2015,12.361
ita,2016,13.681
ita,2017,13.837
ita,2018,14.265
ita,2019,15.142
ita,2020,12.805
jam,1991,26.825
jam,1992,26.234
jam,1993,26.29
jam,1994,26.672
jam,1995,24.904
jam,1996,23.142
jam,1997,21.607
jam,1998,21.532
jam,1999,19.789
jam,2000,19.556
jam,2001,19.8
jam,2002,20.944
jam,2003,23.118
jam,2004,19.123
jam,2005,20.09
jam,2006,21.041
jam,2007,21.06
jam,2008,20.541
jam,2009,19.695
jam,2010,18.233
jam,2011,17.708
jam,2012,16.347
jam,2013,14.978
jam,2014,15.136
jam,2015,16.427
jam,2016,19.8
jam,2017,20.831
jam,2018,20.676
jam,2019,22.16
jam,2020,18.849
jor,1991,7.139
jor,1992,7.013
jor,1993,6.811
jor,1994,6.74
jor,1995,6.653
jor,1996,7.926
jor,1997,8.012
jor,1998,8.091
jor,1999,8.172
jor,2000,8.248
jor,2001,8.258
jor,2002,7.699
jor,2003,7.923
jor,2004,7.116
jor,2005,6.287
jor,2006,6.337
jor,2007,5.893
jor,2008,6.088
jor,2009,6.008
jor,2010,6.626
jor,2011,6.741
jor,2012,7.084
jor,2013,6.493
jor,2014,6.881
jor,2015,6.201
jor,2016,5.954
jor,2017,6.515
jor,2018,4.987
jor,2019,5.093
jor,2020,4.272
jpn,1991,43.888
jpn,1992,44.608
jpn,1993,44.257
jpn,1994,44.601
jpn,1995,44.421
jpn,1996,44.617
jpn,1997,44.576
jpn,1998,44.317
jpn,1999,43.031
jpn,2000,43.071
jpn,2001,42.453
jpn,2002,41.225
jpn,2003,40.55
jpn,2004,40.805
jpn,2005,41.688
jpn,2006,42.078
jpn,2007,41.417
jpn,2008,41.789
jpn,2009,41.179
jpn,2010,40.361
jpn,2011,40.505
jpn,2012,38.866
jpn,2013,40.671
jpn,2014,40.927
jpn,2015,40.91
jpn,2016,42.917
jpn,2017,42.886
jpn,2018,46.715
jpn,2019,48.21
jpn,2020,47.05
kaz,1991,48.235
kaz,1992,48.729
kaz,1993,49.596
kaz,1994,43.976
kaz,1995,40.998
kaz,1996,38.937
kaz,1997,38.706
kaz,1998,38.593
kaz,1999,38.1
kaz,2000,38.213
kaz,2001,39.529
kaz,2002,39.462
kaz,2003,39.931
kaz,2004,39.16
kaz,2005,39.061
kaz,2006,39.389
kaz,2007,40.083
kaz,2008,40.792
kaz,2009,39.597
kaz,2010,39.794
kaz,2011,39.186
kaz,2012,38.202
kaz,2013,37.567
kaz,2014,39.6
kaz,2015,41.724
kaz,2016,38.99
kaz,2017,36.341
kaz,2018,36.342
kaz,2019,35.853
kaz,2020,34.114
ken,1991,51.148
ken,1992,50.752
ken,1993,50.324
ken,1994,49.9
ken,1995,49.494
ken,1996,49.196
ken,1997,48.938
ken,1998,48.758
ken,1999,48.513
ken,2000,48.097
ken,2001,47.702
ken,2002,47.271
ken,2003,46.859
ken,2004,46.426
ken,2005,45.96
ken,2006,45.44
ken,2007,44.902
ken,2008,44.32
ken,2009,43.796
ken,2010,43.297
ken,2011,42.759
ken,2012,42.238
ken,2013,41.748
ken,2014,41.269
ken,2015,40.815
ken,2016,40.373
ken,2017,39.104
ken,2018,37.856
ken,2019,36.577
ken,2020,35.333
kgz,1991,35.684
kgz,1992,37.294
kgz,1993,37.429
kgz,1994,38.753
kgz,1995,38.842
kgz,1996,37.152
kgz,1997,36.309
kgz,1998,35.247
kgz,1999,35.472
kgz,2000,35.76
kgz,2001,35.211
kgz,2002,32.096
kgz,2003,31.47
kgz,2004,29.822
kgz,2005,30.28
kgz,2006,30.176
kgz,2007,30.604
kgz,2008,30.785
kgz,2009,30.522
kgz,2010,28.733
kgz,2011,29.145
kgz,2012,26.675
kgz,2013,29.853
kgz,2014,28.218
kgz,2015,26.806
kgz,2016,24.042
kgz,2017,21.185
kgz,2018,19.094
kgz,2019,18.856
kgz,2020,16.416
khm,1991,70.657
khm,1992,70.268
khm,1993,70.178
khm,1994,75.043
khm,1995,73.652
khm,1996,73.476
khm,1997,73.535
khm,1998,73.483
khm,1999,72.659
khm,2000,70.306
khm,2001,78.308
khm,2002,77.207
khm,2003,76.047
khm,2004,74.905
khm,2005,74.484
khm,2006,74.144
khm,2007,73.789
khm,2008,74.006
khm,2009,74.253
khm,2010,77.475
khm,2011,78.126
khm,2012,73.357
khm,2013,68.02
khm,2014,68.726
khm,2015,68.771
khm,2016,68.614
khm,2017,68.318
khm,2018,67.544
khm,2019,66.801
khm,2020,62.359
kor,1991,40.265
kor,1992,39.789
kor,1993,39.461
kor,1994,39.605
kor,1995,39.954
kor,1996,38.927
kor,1997,37.474
kor,1998,31.793
kor,1999,31.93
kor,2000,32.752
kor,2001,34.468
kor,2002,35.438
kor,2003,34.89
kor,2004,35.159
kor,2005,34.302
kor,2006,31.653
kor,2007,29.09
kor,2008,27.286
kor,2009,25.537
kor,2010,26.262
kor,2011,26.27
kor,2012,27.009
kor,2013,26.72
kor,2014,28.067
kor,2015,29.071
kor,2016,29.147
kor,2017,28.91
kor,2018,28.895
kor,2019,28.086
kor,2020,26.814
kwt,1991,27.69
kwt,1992,27.174
kwt,1993,26.643
kwt,1994,26.053
kwt,1995,24.875
kwt,1996,24.785
kwt,1997,24.75
kwt,1998,24.728
kwt,1999,24.869
kwt,2000,24.522
kwt,2001,24.928
kwt,2002,24.583
kwt,2003,23.686
kwt,2004,22.576
kwt,2005,22.25
kwt,2006,22.081
kwt,2007,21.432
kwt,2008,20.466
kwt,2009,20.054
kwt,2010,19.676
kwt,2011,18.454
kwt,2012,17.224
kwt,2013,16.019
kwt,2014,14.864
kwt,2015,13.635
kwt,2016,11.737
kwt,2017,11.686
kwt,2018,11.636
kwt,2019,11.619
kwt,2020,9.445
lao,1991,78.274
lao,1992,78.029
lao,1993,77.658
