geo,time,fd_res_liqu_as_zs
jam,2014,19.5305
jam,2015,33.30141
jam,2016,34.36263
jam,2017,24.18418
jam,2018,21.76843
jam,2019,18.07215
jam,2020,21.52879
jor,2014,32.9881
jor,2015,33.51658
jor,2016,25.34914
jor,2017,23.02036
jor,2018,19.43223
jor,2019,20.26376
jor,2020,20.14421
jpn,2001,1.83474
jpn,2002,2.74454
jpn,2003,3.79789
jpn,2004,4.22878
jpn,2005,4.375
jpn,2006,1.81307
jpn,2007,1.81994
jpn,2008,2.39993
jpn,2009,2.84933
jpn,2010,3.03465
jpn,2011,4.41521
jpn,2012,5.29795
jpn,2013,10.82468
jpn,2014,17.36651
jpn,2015,23.98754
jpn,2016,29.27659
jpn,2017,31.31447
jpn,2018,32.5166
jpn,2019,32.29559
jpn,2020,37.96833
kaz,2001,10.43522
kaz,2002,7.47956
kaz,2003,12.03834
kaz,2004,18.29573
kaz,2005,7.68943
kaz,2006,16.3972
kaz,2007,7.91586
kaz,2008,5.4074
kaz,2009,11.45
kaz,2010,12.02981
kaz,2011,8.53707
kaz,2012,6.506
kaz,2013,6.08191
kaz,2014,10.53631
kaz,2015,21.55396
kaz,2016,26.34738
kaz,2017,28.78585
kaz,2018,33.0584
kaz,2019,30.49118
kaz,2020,43.01511
kaz,2021,32.16449
ken,2001,12.02888
ken,2002,10.17924
ken,2003,9.81439
ken,2004,10.61926
ken,2005,9.91501
ken,2006,10.06689
ken,2007,12.16227
ken,2008,9.58899
ken,2009,9.69732
ken,2010,10.37149
ken,2011,9.23141
ken,2012,12.19888
ken,2013,9.16096
ken,2014,9.47968
ken,2015,8.24727
ken,2016,7.35673
ken,2017,7.28015
ken,2018,9.45086
ken,2019,9.25713
ken,2020,7.17446
ken,2021,7.22464
kgz,2001,7.96684
kgz,2002,12.41663
kgz,2003,10.09745
kgz,2004,8.9825
kgz,2005,14.30097
kgz,2006,18.46073
kgz,2007,19.85135
kgz,2008,17.21836
kgz,2009,16.56983
kgz,2010,20.12042
kgz,2011,19.53168
kgz,2012,26.01902
kgz,2013,20.99532
kgz,2014,13.86187
kgz,2015,14.12894
kgz,2016,24.37319
kgz,2017,19.73472
kgz,2018,18.88613
kgz,2019,19.0113
kgz,2020,20.19709
kgz,2021,23.81585
khm,2001,51.36525
khm,2002,73.53162
khm,2003,61.66275
khm,2004,53.60703
khm,2005,38.27215
khm,2006,33.15874
khm,2007,32.4686
khm,2008,34.01078
khm,2009,45.71684
khm,2010,44.05442
khm,2011,34.91379
khm,2012,31.53022
khm,2013,27.11104
khm,2014,25.29405
khm,2015,26.24608
khm,2016,28.32383
khm,2017,30.72094
khm,2018,29.50952
khm,2019,29.62104
khm,2020,28.23709
khm,2021,23.76854
kna,2001,8.34162
kna,2002,9.11034
kna,2003,6.99757
kna,2004,8.65842
kna,2005,6.51011
kna,2006,7.50388
kna,2007,7.34691
kna,2008,6.3502
kna,2009,8.06216
kna,2010,8.70009
kna,2011,12.91133
kna,2012,10.97914
kna,2013,11.97521
kna,2014,12.18489
kna,2015,11.39765
kna,2016,12.49353
kna,2017,13.29167
kna,2018,11.69266
kna,2019,12.86482
kna,2020,13.11258
kna,2021,11.93697
kor,2001,9.2427
kor,2002,7.83212
kor,2003,9.38004
kor,2004,10.59199
kor,2005,10.53418
kor,2006,9.93385
kor,2007,7.98306
kor,2008,8.02031
kor,2009,7.73688
kor,2010,7.38122
kor,2011,7.15915
kor,2012,7.17948
kor,2013,7.10497
kor,2014,7.04289
kor,2015,6.85832
kor,2016,6.41403
kor,2017,6.13784
kor,2018,5.50957
kor,2019,5.1672
kor,2020,5.3941
kor,2021,4.6264
kos,2001,52.85147
kos,2002,11.02647
kos,2003,11.79096
kos,2004,10.29266
kos,2005,9.48388
kos,2006,8.60889
kos,2007,8.52986
kos,2008,8.63263
kos,2009,12.45095
kos,2010,9.39061
kos,2011,9.43555
kos,2012,12.70164
kos,2013,13.1114
kos,2014,12.17453
kos,2015,11.45648
kos,2016,9.84068
kos,2017,10.36994
kos,2018,9.97232
kos,2019,10.66009
kos,2020,13.00892
kos,2021,12.16587
kwt,2001,18.62281
kwt,2002,14.28766
kwt,2003,4.94478
kwt,2004,2.82087
kwt,2005,4.91152
kwt,2006,6.92194
kwt,2007,6.7986
kwt,2008,2.93291
kwt,2009,6.64077
kwt,2010,8.50419
kwt,2011,10.63609
kwt,2012,12.09844
kwt,2013,13.69007
kwt,2014,13.81749
kwt,2015,10.43993
kwt,2016,10.0597
kwt,2017,10.00125
kwt,2018,11.70724
lbr,2007,33.75754
lbr,2008,28.25036
lbr,2009,28.84703
lbr,2010,31.87166
lbr,2011,47.46602
lbr,2012,50.6226
lbr,2013,37.78883
lbr,2014,20.49424
lbr,2015,27.25758
lbr,2016,26.24289
lbr,2017,23.84048
lbr,2018,19.29514
lbr,2019,15.20987
lbr,2020,19.45898
lca,2001,8.42468
lca,2002,9.24798
lca,2003,9.44224
lca,2004,10.6263
lca,2005,7.3308
lca,2006,6.09137
lca,2007,4.80776
lca,2008,5.98309
lca,2009,5.83284
lca,2010,6.25519
lca,2011,6.3482
lca,2012,7.08501
lca,2013,6.37658
lca,2014,10.95292
lca,2015,13.05597
lca,2016,12.12339
lca,2017,14.35828
lca,2018,11.82977
lca,2019,10.50705
lca,2020,11.25769
lca,2021,17.17183
lka,2001,14.43136
lka,2002,11.79462
lka,2003,9.65821
lka,2004,10.10353
lka,2005,10.31564
lka,2006,10.50887
lka,2007,9.73956
lka,2008,8.89353
lka,2009,16.03893
lka,2010,13.58691
lka,2011,7.15242
lka,2012,6.81079
lka,2013,7.96633
lka,2014,10.43597
lka,2015,5.72985
lka,2016,6.95847
lka,2017,7.17732
lka,2018,6.186
lka,2019,5.37645
lso,2001,6.79084
lso,2002,8.65054
lso,2003,12.31192
lso,2004,9.10022
lso,2005,12.433
lso,2006,6.38043
lso,2007,5.34579
lso,2008,3.39283
lso,2009,5.41626
lso,2010,5.0943
lso,2011,4.82109
lso,2012,6.63762
lso,2013,6.54516
lso,2014,9.18678
lso,2015,7.02405
lso,2016,9.25946
lso,2017,7.93236
lso,2018,6.48989
lso,2019,7.91175
lso,2020,7.8098
mac,2001,17.03101
mac,2002,15.00888
mac,2003,15.36358
mac,2004,14.99275
mac,2005,12.66093
mac,2006,13.112
mac,2007,13.95863
mac,2008,9.73913
mac,2009,7.20574
mac,2010,5.28365
mac,2011,7.13858
mac,2012,7.28011
mac,2013,4.78992
mac,2014,3.93352
mac,2015,4.98133
mac,2016,4.95683
mac,2017,4.56225
mac,2018,3.6912
mac,2019,3.8212
mac,2020,4.50467
mac,2021,4.19965
mar,2001,11.79924
mar,2002,11.01384
mar,2003,15.17428
mar,2004,16.96276
mar,2005,15.15399
mar,2006,13.68196
mar,2007,13.344
mar,2008,10.09024
mar,2009,6.37295
mar,2010,4.97045
mar,2011,4.0723
mar,2012,3.19093
mar,2013,3.28148
mar,2014,2.2593
mar,2015,2.77597
mar,2016,3.85585
mar,2017,3.49352
mar,2018,3.73876
mar,2019,3.43225
mar,2020,3.7063
mar,2021,3.97234
mda,2001,16.4078
mda,2002,18.25141
mda,2003,15.20154
mda,2004,32.62263
mda,2005,30.11741
mda,2006,19.85293
mda,2007,24.80571
mda,2008,29.84183
mda,2009,26.79913
mda,2010,25.97808
mda,2011,26.54322
mda,2012,26.89966
mda,2013,20.50413
mda,2014,15.06403
mda,2015,19.89615
mda,2016,31.1339
mda,2017,38.58126
mda,2018,40.32989
mda,2019,38.7194
mda,2020,39.78888
mda,2021,31.13728
mdg,2006,21.5985
mdg,2007,33.60287
mdg,2008,34.35103
mdg,2009,30.88305
mdg,2010,26.15993
mdg,2011,36.20741
mdg,2012,34.69011
mdg,2013,25.22627
mdg,2014,21.73594
mdg,2015,20.83601
mdg,2016,25.86946
mdg,2017,27.53731
mdg,2018,25.97412
mdg,2019,21.4148
mdg,2020,18.46838
mdg,2021,16.13229
mdv,2001,66.26435
mdv,2002,76.19452
mdv,2003,64.42858
mdv,2004,43.18225
mdv,2005,32.16231
mdv,2006,24.76947
mdv,2007,22.25817
mdv,2008,20.88144
mdv,2009,25.758
mdv,2010,27.93023
mdv,2011,29.05093
mdv,2012,33.03768
mdv,2013,37.11909
mdv,2014,54.06012
mdv,2015,45.73736
mdv,2016,38.78803
mdv,2017,40.75523
mdv,2018,39.58116
mdv,2019,32.21205
mdv,2020,38.73035
mdv,2021,35.95779
mex,2001,12.97469
mex,2002,17.63563
mex,2003,19.03071
mex,2004,18.57499
mex,2005,20.4504
mex,2006,15.00883
mex,2007,11.10973
mex,2008,12.8672
mex,2009,11.55165
mex,2010,9.44894
mex,2011,8.05121
mex,2012,7.80002
mex,2013,7.21511
mex,2014,7.48781
mex,2015,7.29577
mex,2016,7.03539
mex,2017,6.74278
mex,2018,7.13702
mex,2019,6.24065
mex,2020,7.44283
mex,2021,7.45964
mkd,2001,7.1708
mkd,2002,8.29034
mkd,2003,13.73505
mkd,2004,12.09195
mkd,2005,18.66269
mkd,2006,18.60073
mkd,2007,24.38155
mkd,2008,21.25744
mkd,2009,21.27162
mkd,2010,24.94763
mkd,2011,26.58986
mkd,2012,24.75607
mkd,2013,22.13477
mkd,2014,24.05451
mkd,2015,20.96949
mkd,2016,23.80881
mkd,2017,22.40591
mkd,2018,24.35423
mkd,2019,29.11786
mkd,2020,25.17645
mkd,2021,24.7013
mli,2001,9.47464
mli,2002,11.53149
mli,2003,12.43945
mli,2004,15.95205
mli,2005,14.7324
mli,2006,10.68368
mli,2007,14.96504
mli,2008,16.72747
mli,2009,20.05206
mli,2010,15.33976
mli,2011,14.04728
mli,2012,12.32004
mli,2013,11.42818
mli,2014,10.11595
mli,2015,10.85455
mli,2016,9.61102
mli,2017,7.07711
mli,2018,9.06514
mli,2019,9.68398
mli,2020,11.02048
mli,2021,12.36372
mmr,2001,31.7428
mmr,2002,21.16295
mmr,2003,39.87597
mmr,2004,85.17157
mmr,2005,51.89152
mmr,2006,62.52785
mmr,2007,94.71874
mmr,2008,86.00903
mmr,2009,78.62582
mmr,2010,61.59818
mmr,2011,44.62411
mmr,2012,18.06912
mmr,2013,19.34453
mmr,2014,13.13439
mmr,2015,21.15557
mmr,2016,21.77355
mmr,2017,22.90119
mmr,2018,21.74175
mmr,2019,16.98806
mmr,2020,16.76446
mne,2013,12.86068
mne,2014,16.55209
mne,2015,20.49469
mne,2016,25.15895
mne,2017,24.995
mne,2018,21.90293
mne,2019,22.30984
mne,2020,21.37495
mne,2021,27.55937
mng,2001,44.46096
mng,2002,37.7185
mng,2003,24.96673
mng,2004,19.69209
mng,2005,21.83723
mng,2006,16.18195
mng,2007,13.89172
mng,2008,14.34717
mng,2009,32.93163
mng,2010,46.5983
mng,2011,31.97583
mng,2012,31.18977
mng,2013,38.01653
mng,2014,29.85924
mng,2015,23.53315
mng,2016,27.69927
mng,2017,44.30852
mng,2018,47.63512
mng,2019,53.79371
mng,2020,57.38443
moz,2001,16.42884
moz,2002,25.32149
moz,2003,37.31716
moz,2004,48.56374
moz,2005,21.18218
moz,2006,18.99623
moz,2007,17.36979
moz,2008,17.8676
moz,2009,12.75806
moz,2010,11.58044
moz,2011,16.89607
moz,2012,22.67128
moz,2013,18.65513
moz,2014,15.55344
moz,2015,18.60685
moz,2016,22.5681
moz,2017,35.59765
moz,2018,44.78303
moz,2019,55.42558
moz,2020,63.5885
moz,2021,45.11341
mrt,2012,26.42192
mrt,2013,23.60838
mrt,2014,20.34376
mrt,2015,17.66615
mrt,2016,19.01659
mrt,2017,19.6765
mrt,2018,17.85851
mrt,2019,16.79469
mus,2001,6.00787
mus,2002,6.61077
mus,2003,4.66498
mus,2004,4.26793
mus,2005,3.23239
mus,2006,2.08805
mus,2007,2.59729
mus,2008,2.24451
mus,2009,2.37509
mus,2010,3.00192
mus,2011,3.05011
mus,2012,2.91658
mus,2013,4.18586
mus,2014,4.91824
mus,2015,6.01188
mus,2016,7.42489
mus,2017,9.7202
mus,2018,11.82431
mus,2019,13.19217
mus,2020,15.66855
mus,2021,18.01944
mys,2001,12.1218
mys,2002,14.81809
mys,2003,19.01613
mys,2004,22.95817
mys,2005,26.03131
mys,2006,30.03163
mys,2007,28.96461
mys,2008,26.06437
mys,2009,23.31051
mys,2010,20.62969
mys,2011,22.40646
mys,2012,19.35732
mys,2013,16.52758
mys,2014,13.00815
mys,2015,10.85503
mys,2016,10.17976
mys,2017,9.79454
mys,2018,9.27052
mys,2019,8.77293
mys,2020,7.07118
mys,2021,7.67504
nam,2001,3.06678
nam,2002,1.75557
nam,2003,3.16128
nam,2004,2.37586
nam,2005,2.47502
nam,2006,2.12874
nam,2007,2.5239
nam,2008,3.89884
nam,2009,5.45442
nam,2010,6.19556
nam,2011,7.56522
nam,2012,6.1109
nam,2013,4.90289
nam,2014,6.21966
nam,2015,5.04831
nam,2016,6.87845
nam,2017,8.97004
nam,2018,5.79227
nam,2019,4.35937
nam,2020,4.05977
nam,2021,4.71835
ner,2001,11.17195
ner,2002,14.95818
ner,2003,19.06796
ner,2004,19.63783
ner,2005,19.28233
ner,2006,18.6044
ner,2007,28.18536
ner,2008,14.09909
ner,2009,17.85297
ner,2010,20.02003
ner,2011,13.78676
ner,2012,18.61262
ner,2013,10.93126
ner,2014,14.89023
ner,2015,10.32537
ner,2016,14.47128
ner,2017,8.27302
ner,2018,10.15502
ner,2019,9.05588
ner,2020,9.01526
ner,2021,8.68409
nga,2001,22.93901
nga,2002,22.75451
nga,2003,20.66499
nga,2004,17.30593
nga,2005,20.1896
nga,2006,14.06822
nga,2007,22.27294
nga,2008,12.92431
nga,2009,5.83362
nga,2010,7.80649
nga,2011,18.08587
nga,2012,17.20986
nga,2013,32.48814
nga,2014,35.98377
nga,2015,33.75354
nga,2016,26.84451
nga,2017,40.37683
nga,2018,52.72271
nga,2019,55.1684
nga,2020,69.05274
nga,2021,64.47132
nic,2001,102.51325
nic,2002,104.29112
nic,2003,79.53496
nic,2004,60.47206
nic,2005,45.72049
nic,2006,39.81152
nic,2007,29.46383
nic,2008,29.88147
nic,2009,40.26911
nic,2010,40.66712
nic,2011,38.16866
nic,2012,30.63783
nic,2013,30.04748
nic,2014,30.52141
nic,2015,31.02532
nic,2016,25.28311
nic,2017,24.63746
nic,2018,22.71975
nic,2019,22.78655
nic,2020,33.11594
nic,2021,37.82784
nor,2001,1.87318
nor,2002,3.73051
nor,2003,2.0466
nor,2004,2.30458
nor,2005,2.23651
nor,2006,1.0979
nor,2007,1.82608
nor,2008,2.59149
nor,2009,2.2161
nor,2010,2.08376
nor,2011,2.07699
nor,2012,0.85469
nor,2013,1.58454
nor,2014,1.48053
nor,2015,1.09925
nor,2016,0.94926
nor,2017,1.07072
nor,2018,0.66762
nor,2019,0.89764
nor,2020,0.76275
nor,2021,0.33397
npl,2001,11.41827
npl,2002,19.87125
npl,2003,10.88347
npl,2004,9.87642
npl,2005,10.56091
npl,2006,11.10348
npl,2007,12.40643
npl,2008,12.51927
npl,2009,10.69175
npl,2010,10.73422
npl,2011,14.87016
npl,2012,11.8496
npl,2013,14.56476
npl,2014,11.46942
npl,2015,12.01524
npl,2016,12.62428
npl,2017,8.76788
npl,2018,8.41503
npl,2019,7.97093
npl,2020,8.97585
npl,2021,5.24817
nzl,2013,2.4649
nzl,2014,2.6429
nzl,2015,2.35262
nzl,2016,2.65294
nzl,2017,2.85215
nzl,2018,1.84092
nzl,2019,1.85292
nzl,2020,5.56246
nzl,2021,8.01631
omn,2001,3.99079
omn,2002,4.64374
omn,2003,8.24848
omn,2004,5.50784
omn,2005,8.71092
omn,2006,8.03472
omn,2007,21.70825
omn,2008,16.02711
omn,2009,18.90561
omn,2010,18.38761
omn,2011,15.53043
omn,2012,14.10844
omn,2013,15.08395
omn,2014,16.18111
omn,2015,17.89061
omn,2016,11.09214
omn,2017,9.36657
omn,2018,10.29158
omn,2019,8.05054
pak,2001,19.05851
pak,2002,16.30488
pak,2003,15.13256
pak,2004,14.67548
pak,2005,13.21743
pak,2006,11.48024
pak,2007,11.08432
pak,2008,8.63813
pak,2009,9.05222
pak,2010,9.6816
pak,2011,11.65121
pak,2012,12.84702
pak,2013,12.88576
pak,2014,8.72519
pak,2015,11.43077
pak,2016,13.23495
pak,2017,12.64631
pak,2018,12.42739
pak,2019,15.46656
pak,2020,14.79967
pak,2021,14.50929
pan,2001,0.49009
pan,2002,1.72184
pan,2003,1.59834
pan,2004,1.52644
pan,2005,1.56268
pan,2006,1.52875
pan,2007,1.48277
pan,2008,1.43249
pan,2009,1.49501
pan,2010,1.65835
pan,2011,1.84859
pan,2012,1.67779
pan,2013,1.93017
pan,2014,1.52577
pan,2015,1.61362
pan,2016,1.87832
pan,2017,2.04458
pan,2018,2.01673
pan,2019,2.02634
pan,2020,2.79865
per,2006,39.3222
per,2007,49.68333
per,2008,43.44232
per,2009,35.47681
per,2010,47.22718
per,2011,36.44901
per,2012,42.53607
per,2013,38.9826
per,2014,34.29039
per,2015,41.18879
per,2016,35.62083
per,2017,33.3117
per,2018,25.26301
per,2019,30.16726
per,2020,41.48383
phl,2001,10.65766
phl,2002,11.48501
phl,2003,10.15891
phl,2004,8.74714
phl,2005,11.68463
phl,2006,23.82686
phl,2007,26.94787
phl,2008,24.31143
phl,2009,25.2948
phl,2010,34.90593
phl,2011,32.55226
phl,2012,31.29985
phl,2013,45.63303
phl,2014,34.94334
phl,2015,32.33766
phl,2016,30.11128
phl,2017,25.70546
phl,2018,21.97208
phl,2019,21.54692
phl,2020,28.42989
phl,2021,26.99092
png,2001,18.28984
png,2002,13.2309
png,2003,18.5996
png,2004,34.28425
png,2005,28.78626
png,2006,72.20587
png,2007,64.51018
png,2008,53.51408
png,2009,67.27356
png,2010,64.52577
png,2011,85.35342
png,2012,75.48657
png,2013,44.37247
png,2014,47.4458
png,2015,36.9787
png,2016,41.29761
png,2017,39.20617
png,2018,37.26271
png,2019,33.51308
png,2020,28.90243
pol,2001,16.67924
pol,2002,13.40521
pol,2003,9.54391
pol,2004,8.67242
pol,2005,11.77336
pol,2006,10.00136
pol,2007,7.19841
pol,2008,7.09002
pol,2009,11.60809
pol,2010,14.71046
pol,2011,13.52228
pol,2012,16.93747
pol,2013,16.5572
pol,2014,13.16468
pol,2015,11.79436
pol,2016,10.74738
pol,2017,11.68376
pol,2018,10.72644
pol,2019,10.4745
pol,2020,14.006
pol,2021,18.95114
pry,2001,24.38743
pry,2002,27.86159
pry,2003,44.48066
pry,2004,50.95626
pry,2005,53.61854
pry,2006,59.38965
pry,2007,58.58125
pry,2008,38.09058
pry,2009,41.5651
pry,2010,28.88911
pry,2011,31.29499
pry,2012,28.76371
pry,2013,31.36646
pry,2014,28.53727
pry,2015,24.54849
pry,2016,29.10477
pry,2017,31.31196
pry,2018,27.70321
pry,2019,26.27833
pry,2020,27.73996
pry,2021,29.04962
pse,2001,10.46639
pse,2002,10.52509
pse,2003,14.0546
pse,2004,14.53151
pse,2005,13.68003
pse,2006,12.59359
pse,2007,13.75364
pse,2008,21.03388
pse,2009,21.46962
pse,2010,17.46989
pse,2011,14.74223
pse,2012,14.87285
pse,2013,12.8783
pse,2014,12.60614
pse,2015,12.70496
pse,2016,12.80451
pse,2017,12.39314
pse,2018,11.83548
pse,2019,12.7119
pse,2020,12.813
qat,2001,4.70225
qat,2002,5.46394
qat,2003,5.03266
qat,2004,5.21354
qat,2005,5.07902
qat,2006,4.01217
qat,2007,11.1456
qat,2008,7.33141
qat,2009,14.86847
qat,2010,24.99223
qat,2011,5.1403
qat,2012,6.53408
qat,2013,5.28017
qat,2014,5.95887
qat,2015,4.56362
qat,2016,4.81095
qat,2017,5.64203
qat,2018,7.41854
qat,2019,5.54106
qat,2020,7.3177
rou,2001,51.48591
rou,2002,65.57633
rou,2003,50.02881
rou,2004,67.1197
rou,2005,77.20654
rou,2006,57.92717
rou,2007,43.35833
rou,2008,36.92871
rou,2009,27.79672
rou,2010,25.06168
rou,2011,23.62516
rou,2012,21.12946
rou,2013,24.09669
rou,2014,21.97816
rou,2015,22.10034
rou,2016,20.8648
rou,2017,21.83477
rou,2018,16.77935
rou,2019,16.95539
rou,2020,16.85915
rou,2021,17.20026
rus,2001,16.52766
rus,2002,17.42604
rus,2003,21.32102
rus,2004,16.6706
rus,2005,12.9753
rus,2006,12.87297
rus,2007,11.82447
rus,2008,11.5202
rus,2009,11.25336
rus,2010,12.10708
rus,2011,8.18827
rus,2012,8.84469
rus,2013,7.69502
rus,2014,7.26335
rus,2015,5.54645
rus,2016,6.55838
rus,2017,9.43484
rus,2018,8.87433
rus,2019,9.00757
rus,2020,6.52049
rus,2021,6.94942
rwa,2001,13.86727
rwa,2002,12.96295
rwa,2003,11.16153
rwa,2004,14.56415
rwa,2005,16.60508
rwa,2006,21.87762
rwa,2007,23.70552
rwa,2008,9.24919
rwa,2009,22.86062
rwa,2010,19.15502
rwa,2011,22.41931
rwa,2012,15.94912
rwa,2013,12.21766
rwa,2014,15.65052
rwa,2015,12.92828
rwa,2016,11.54885
rwa,2017,14.54125
rwa,2018,15.5163
rwa,2019,12.51628
rwa,2020,14.36456
sdn,2001,28.58521
sdn,2002,21.09764
sdn,2003,21.43229
sdn,2004,20.51597
sdn,2005,19.43226
sdn,2006,15.58593
sdn,2007,19.35571
sdn,2008,19.56482
sdn,2009,28.20614
sdn,2010,23.78613
sdn,2011,27.12865
sdn,2012,37.37938
sdn,2013,34.30477
sdn,2014,38.37837
sdn,2015,38.23647
sdn,2016,37.0055
sdn,2017,47.05572
sdn,2018,93.30147
sdn,2019,77.35919
sdn,2020,94.82033
sen,2001,11.03085
sen,2002,16.29494
sen,2003,17.1046
sen,2004,16.20576
sen,2005,11.24518
sen,2006,10.38041
sen,2007,13.0311
sen,2008,12.15907
sen,2009,17.66667
sen,2010,17.67126
sen,2011,13.23101
sen,2012,11.20838
sen,2013,14.75574
sen,2014,13.1447
sen,2015,15.71815
sen,2016,10.97449
sen,2017,6.57191
sen,2018,7.73898
sen,2019,9.15232
sen,2020,8.96647
sen,2021,14.49402
slb,2001,29.80486
slb,2002,37.26928
slb,2003,39.23172
slb,2004,78.15918
slb,2005,63.37773
slb,2006,42.76938
slb,2007,21.77591
slb,2008,13.35606
slb,2009,29.27633
slb,2010,65.05309
slb,2011,99.04483
slb,2012,131.2653
slb,2013,121.9566
slb,2014,88.38341
slb,2015,100.48563
slb,2016,101.7508
slb,2017,100.32901
slb,2018,101.34092
slb,2019,90.69005
slb,2020,92.72712
sle,2001,18.44863
sle,2002,17.22298
sle,2003,10.69411
sle,2004,11.0933
sle,2005,17.33861
sle,2006,9.66139
sle,2007,9.41427
sle,2008,11.69003
sle,2009,13.48535
sle,2010,10.71181
sle,2011,9.06864
sle,2012,10.28022
sle,2013,13.38193
sle,2014,18.59153
sle,2015,18.47435
sle,2016,22.95019
sle,2017,22.4355
sle,2018,22.30609
sle,2019,18.60937
sle,2020,26.28148
slv,2001,27.54602
slv,2002,26.50722
slv,2003,26.78604
slv,2004,24.08244
slv,2005,19.80771
slv,2006,19.14964
slv,2007,22.323
slv,2008,22.27681
slv,2009,24.26958
slv,2010,25.22866
slv,2011,23.99949
slv,2012,24.2003
slv,2013,23.28737
slv,2014,22.17843
slv,2015,22.14988
slv,2016,21.05429
slv,2017,22.85444
slv,2018,22.36994
slv,2019,24.59384
slv,2020,15.10695
slv,2021,16.05225
srb,2001,18.84653
srb,2002,29.65036
srb,2003,25.77564
srb,2004,24.87599
srb,2005,35.67413
srb,2006,72.02356
srb,2007,60.67675
srb,2008,41.03243
srb,2009,39.91718
srb,2010,25.87272
srb,2011,31.7802
srb,2012,25.67304
srb,2013,30.40853
srb,2014,20.97873
srb,2015,23.30706
srb,2016,20.94707
srb,2017,20.85745
srb,2018,22.35177
srb,2019,23.51194
srb,2020,24.13149
srb,2021,22.66039
ssd,2011,249.63568
ssd,2012,179.19751
ssd,2013,154.07394
ssd,2014,217.71379
ssd,2015,390.11005
ssd,2016,284.5384
ssd,2017,190.34316
ssd,2018,119.32927
ssd,2019,116.90031
ssd,2020,165.52278
ssd,2021,121.08716
stp,2001,74.40069
stp,2002,64.18562
stp,2003,77.60228
stp,2004,24.07779
stp,2005,28.1081
stp,2006,26.0374
stp,2007,29.27217
stp,2008,27.85104
stp,2009,29.85619
stp,2010,20.39155
stp,2011,15.93028
stp,2012,18.79059
stp,2013,32.17869
stp,2014,30.70244
stp,2015,37.87652
stp,2016,40.80007
stp,2017,43.98762
stp,2018,39.76497
stp,2019,37.72758
stp,2020,58.70365
sur,2001,22.32613
sur,2002,28.91305
sur,2003,20.8617
sur,2004,17.18312
sur,2005,15.02301
sur,2006,16.83808
sur,2007,17.43259
sur,2008,16.06229
sur,2009,19.69733
sur,2010,18.74812
sur,2011,14.5265
sur,2012,20.13888
sur,2013,19.43732
sur,2014,15.16219
sur,2015,15.84849
sur,2016,14.12471
sur,2017,16.0744
sur,2018,22.15917
sur,2019,63.82974
sur,2020,59.54187
sur,2021,71.38373
swe,2001,0.50601
swe,2002,0.36237
swe,2003,0.57779
swe,2004,0.39482
swe,2005,0.23579
swe,2006,0.22757
swe,2007,0.24667
swe,2008,3.65442
swe,2009,5.16152
swe,2010,0.20475
swe,2011,0.30985
swe,2012,0.45185
swe,2013,0.55783
swe,2014,0.56268
swe,2015,2.32392
swe,2016,3.25943
swe,2017,3.886
swe,2018,4.46861
swe,2019,4.10403
swe,2020,8.13074
swe,2021,10.12448
swz,2001,5.80192
swz,2002,7.71229
swz,2003,7.30866
swz,2004,5.97254
swz,2005,5.19376
swz,2006,6.76992
swz,2007,8.27167
swz,2008,8.40787
swz,2009,10.46038
swz,2010,12.49735
swz,2011,10.35706
swz,2012,9.85624
swz,2013,9.11544
swz,2014,10.55012
swz,2015,11.79376
swz,2016,12.86099
swz,2017,11.73042
swz,2018,14.27191
swz,2019,21.33276
swz,2020,23.75547
swz,2021,20.79383
syc,2001,16.69266
syc,2002,29.82246
syc,2003,12.63113
syc,2004,10.19692
syc,2005,13.72575
syc,2006,26.13898
syc,2007,14.22564
syc,2008,7.89172
syc,2009,9.18118
syc,2010,12.70468
syc,2011,8.53335
syc,2012,8.84004
syc,2013,8.50871
syc,2014,7.58286
syc,2015,10.68565
syc,2016,12.12584
syc,2017,13.44452
syc,2018,11.58374
syc,2019,14.62922
syc,2020,14.21748
syc,2021,19.16838
syr,2001,5.47186
syr,2002,8.7211
syr,2003,9.82435
syr,2004,12.34794
syr,2005,10.36753
syr,2006,12.63081
syr,2007,18.77918
syr,2008,21.45672
syr,2009,25.44596
syr,2010,22.89557
syr,2011,14.33255
tcd,2001,13.65192
tcd,2002,24.05531
tcd,2003,16.68075
tcd,2004,25.33547
tcd,2005,19.32652
tcd,2006,43.67232
tcd,2007,37.58313
tcd,2008,28.83691
tcd,2009,25.96884
tcd,2010,27.08282
tcd,2011,35.30774
tcd,2012,33.56432
tcd,2013,27.69776
tcd,2014,27.93355
tcd,2015,29.05998
tcd,2016,7.52664
tcd,2017,11.22775
tcd,2018,14.5956
tcd,2019,26.8939
tgo,2001,7.76293
tgo,2002,13.48234
tgo,2003,13.7895
tgo,2004,11.65495
tgo,2005,7.47649
tgo,2006,8.96762
tgo,2007,7.93384
tgo,2008,11.76058
tgo,2009,11.19589
tgo,2010,14.32492
tgo,2011,15.84194
tgo,2012,8.94977
tgo,2013,7.41797
tgo,2014,8.20691
tgo,2015,7.21637
tgo,2016,8.34291
tgo,2017,4.84608
tgo,2018,6.53191
tgo,2019,6.5619
tgo,2020,9.07499
tgo,2021,5.95957
tha,2001,7.09383
tha,2002,5.88087
tha,2003,8.53637
tha,2004,9.25585
tha,2005,8.81252
tha,2006,10.72481
tha,2007,12.09765
tha,2008,18.30135
tha,2009,22.13461
