geo,time,ne_gdi_fprv_zs
bfa,1995,12.07957
bfa,1996,12.49467
bfa,1997,13.49734
bfa,1998,12.74803
bgd,1981,12.10529
bgd,1982,12.49916
bgd,1983,11.74308
bgd,1984,11.84641
bgd,1985,11.44036
bgd,1986,11.24903
bgd,1987,10.16663
bgd,1988,9.94411
bgd,1989,9.51063
bgd,1990,9.46781
bgd,1991,10.26509
bgd,1992,10.33119
bgd,1993,11.4691
bgd,1994,11.75737
bgd,1995,12.38071
bgd,1996,15.72625
bgd,1997,15.65345
bgd,1998,16.50466
bgd,1999,16.7327
bgd,2000,17.25684
bgd,2001,17.86488
bgd,2002,18.61182
bgd,2003,19.32928
bgd,2004,19.61132
bgd,2005,20.32551
bgd,2006,20.58128
bgd,2007,21.08427
bgd,2008,21.70376
bgd,2009,21.88916
bgd,2010,21.57278
bgd,2011,22.1634
bgd,2012,22.50023
bgd,2013,21.74857
bgd,2014,22.02932
bgd,2015,22.06569
bgd,2016,22.98778
bgd,2017,23.09722
bgd,2018,23.26252
bgd,2019,23.54323
bgd,2020,22.05666
bgr,1980,24.27475
bgr,1981,22.87512
bgr,1982,21.58515
bgr,1983,20.91023
bgr,1984,19.62527
bgr,1985,20.02006
bgr,1986,19.4566
bgr,1987,21.73479
bgr,1988,22.57733
bgr,1989,21.78543
bgr,1990,19.09602
bgr,1991,17.36699
bgr,1992,14.79034
bgr,1993,11.84844
bgr,1994,12.59304
bhr,2000,12.58521
bhr,2001,11.85494
bhr,2002,15.0387
bhr,2003,17.11186
bhr,2004,17.40251
bhr,2005,21.05562
bhr,2006,22.72201
bhr,2007,27.37354
bhr,2008,28.97872
bhr,2009,19.66023
bhr,2010,17.8927
bhr,2011,16.71248
bhr,2012,20.13287
bhr,2013,20.61596
bhr,2014,21.73991
bhr,2015,20.01218
bhr,2016,22.13146
bhr,2017,23.74814
bhr,2018,24.67553
bhr,2019,24.83863
bih,1995,7.82814
blr,1990,19.78522
blr,1991,22.22222
blr,1992,22.82609
blr,1993,28.32487
blr,1994,29.3149
blr,1995,21.89155
blr,1996,17.59965
blr,1997,22.39402
blr,1998,21.86692
blr,1999,23.62012
blr,2000,22.66372
blr,2001,20.67757
blr,2002,20.12999
blr,2003,20.03101
blr,2004,21.79357
blr,2005,22.55825
blr,2006,24.86192
blr,2007,26.35035
blr,2008,28.55672
blr,2009,31.05095
blr,2010,34.58148
blr,2011,34.29787
blr,2012,30.07912
blr,2013,32.64137
blz,2010,9.57505
blz,2011,9.62127
blz,2012,9.20098
blz,2013,11.74425
blz,2014,12.03325
blz,2015,14.82958
blz,2016,15.49324
blz,2017,12.82466
blz,2018,13.73613
blz,2019,14.12396
blz,2020,12.62593
bra,1980,20.3313
bra,1981,20.77805
bra,1982,19.81485
bra,1983,17.47567
bra,1984,16.63362
bra,1985,15.46463
bra,1986,16.7412
bra,1987,19.83741
bra,1988,20.95948
bra,1989,23.72841
brn,2010,16.60946
brn,2011,20.59378
brn,2012,25.7682
brn,2013,31.94731
brn,2014,20.65809
brn,2015,28.52162
brn,2016,27.83218
brn,2017,30.2205
brn,2018,38.15085
brn,2019,36.52507
brn,2020,38.97343
btn,2000,35.57207
btn,2001,45.01377
btn,2002,46.24756
btn,2003,50.67558
btn,2004,54.4492
btn,2005,40.85929
btn,2006,34.26944
btn,2007,27.39796
btn,2008,30.23575
btn,2009,34.99627
btn,2010,46.03743
btn,2011,54.52512
btn,2012,52.65364
btn,2013,35.36107
btn,2014,44.54738
btn,2015,46.13422
btn,2016,43.69598
btn,2017,38.79626
btn,2018,35.6788
btn,2019,29.94313
btn,2020,22.74119
bwa,1974,18.05723
bwa,1975,26.61336
bwa,1976,24.93045
bwa,1977,25.50953
bwa,1978,28.80663
bwa,1979,31.47261
bwa,1980,34.5158
bwa,1981,25.12521
bwa,1982,21.42003
bwa,1983,17.52148
bwa,1984,16.69098
bwa,1985,13.83814
bwa,1986,12.62754
bwa,1987,13.82331
bwa,1988,16.93101
bwa,1989,21.25516
bwa,1990,23.77293
bwa,1991,21.53687
bwa,1992,17.99232
bwa,1993,14.95406
bwa,1994,13.66073
bwa,1995,15.06356
bwa,1996,12.13638
bwa,1997,13.46343
bwa,1998,14.89026
bwa,1999,13.60729
bwa,2000,14.52783
bwa,2001,14.38538
bwa,2002,15.26819
bwa,2003,16.56771
bwa,2004,18.5401
bwa,2005,17.88494
bwa,2006,19.3406
bwa,2007,18.63464
bwa,2008,15.33489
bwa,2009,17.7039
bwa,2010,20.52531
bwa,2011,22.56141
bwa,2012,28.69189
bwa,2013,26.37974
chn,1992,28.20193
chn,1993,34.49381
chn,1994,31.72906
chn,1995,29.79171
chn,1996,29.10547
chn,1997,28.15253
chn,1998,29.80312
chn,1999,29.5527
chn,2000,29.59914
chn,2001,30.39568
chn,2002,31.758
chn,2003,33.69831
chn,2004,34.85326
chn,2005,34.94905
chn,2006,34.06294
chn,2007,33.60824
chn,2008,34.45245
chn,2009,38.27183
chn,2010,38.45588
chn,2011,39.05881
chn,2012,39.46983
chn,2013,39.81699
chn,2014,38.70626
chn,2015,36.66938
chn,2016,35.31
chn,2017,35.58509
chn,2018,35.17643
civ,1965,14.68501
civ,1966,12.91733
civ,1967,11.86187
civ,1968,11.28625
civ,1969,10.93529
civ,1970,13.42282
civ,1971,13.34248
civ,1972,14.09569
civ,1973,15.04202
civ,1974,13.09878
civ,1975,12.82205
civ,1976,12.73788
civ,1977,15.05977
civ,1978,16.31142
civ,1979,13.80019
civ,1980,12.95967
civ,1981,13.8614
civ,1982,12.18009
civ,1983,10.63896
civ,1984,8.58338
civ,1985,8.02603
civ,1986,7.92982
civ,1987,6.69259
civ,1988,6.77037
civ,1989,5.9434
civ,1990,4.91799
civ,1991,5.1283
civ,1992,4.68141
civ,2015,18.65706
civ,2016,16.63136
civ,2017,14.86527
civ,2018,14.54139
civ,2019,15.72539
civ,2020,15.85545
cmr,1977,35.3717
cmr,1978,41.01882
cmr,1979,36.23223
cmr,1980,15.57935
cmr,1981,20.04565
cmr,1982,16.39125
cmr,1983,16.24523
cmr,1984,12.8169
cmr,1985,9.49499
cmr,1986,14.37725
cmr,1987,13.13139
cmr,1988,11.61206
cmr,1989,12.01813
cmr,1990,11.87664
cmr,1991,12.66391
cmr,1992,11.64836
cmr,1993,10.6034
cmr,1994,12.31852
cmr,1995,12.43447
cmr,1996,12.56461
cmr,1997,13.02733
cmr,1998,13.31794
cmr,1999,12.56063
cmr,2000,12.54688
cmr,2001,13.796
cmr,2002,13.99923
cmr,2003,13.17337
cmr,2004,13.55146
cmr,2005,13.32876
cmr,2006,12.80988
cmr,2007,13.32916
cmr,2008,14.27313
cmr,2009,13.34623
cmr,2010,13.28048
cmr,2011,13.59054
cmr,2012,13.06687
cmr,2013,13.14669
cmr,2014,14.00267
cmr,2015,13.38399
cmr,2016,13.71187
cmr,2017,14.22957
cmr,2018,13.98231
cmr,2019,13.46479
cmr,2020,13.89607
cod,1991,0
cod,1994,6.96466
cod,1995,5.27872
cod,1996,26.59508
cod,1997,2.01625
cod,1998,1.9999
cod,1999,2
cod,2000,12.01906
cod,2001,5.11041
cod,2002,5.39995
cod,2003,7.68441
cod,2004,9.40764
cod,2005,9.29406
cod,2006,12.80524
cod,2007,12.21243
cod,2008,8.71226
cod,2009,11.40281
cod,2010,22.22396
cod,2011,21.6237
cod,2012,12.26857
cod,2013,19.68586
cod,2014,17.30934
cod,2015,18.20417
cod,2016,18.29118
cod,2017,22.86941
cod,2018,18.8108
cod,2019,18.44281
cod,2020,21.82346
cog,1985,11.815
cog,1986,10.11934
cog,1987,12.25616
cog,1988,11.21202
cog,1989,11.76702
cog,1990,14.52756
cog,1991,18.75894
cog,1992,19.82226
cog,1993,27.27273
cog,1994,50.16491
cog,1995,31.31036
cog,1996,18.83512
cog,1997,18.16036
cog,1998,19.5896
cog,1999,20.43745
cog,2000,13.95856
cog,2001,16.24274
cog,2002,13.83439
cog,2003,18.80614
cog,2004,15.36178
cog,2005,17.45091
cog,2006,16.86213
cog,2007,50.02524
cog,2008,31.52537
cog,2009,41.46278
cog,2010,29.63251
cog,2011,25.00981
cog,2012,29.04694
cog,2013,35.83098
cog,2014,36.97706
cog,2015,67.95368
cog,2016,73.63996
cog,2017,31.95791
cog,2018,23.5108
cog,2019,23.22428
col,1970,12.7719
col,1971,11.95232
col,1972,10.1522
col,1973,10.36519
col,1974,11.7177
col,1975,10.14766
col,1976,10.48716
col,1977,8.2012
col,1978,10.18145
col,1979,10.07438
col,1980,9.77127
col,1981,10.30531
col,1982,9.37173
col,1983,9.68201
col,1984,8.46708
col,1985,8.37597
col,1986,9.19738
col,1987,10.16781
col,1988,11.52316
col,1989,10.24456
com,1980,8.25582
com,1981,8.25591
com,1982,8.2559
com,1983,8.25586
com,1984,8.25588
com,1985,8.2559
com,1986,8.25591
com,1987,8.25591
com,1988,8.25593
com,1989,8.25592
com,1990,8.25587
com,1991,8.25592
com,1992,8.2559
com,1993,8.2559
com,1994,8.2559
com,1995,8.25588
com,1996,8.25591
com,1997,8.25588
com,1998,8.25587
com,1999,8.25587
com,2000,8.25588
com,2001,8.2559
com,2002,8.25589
com,2003,8.25589
com,2004,8.2559
com,2005,8.25589
com,2006,8.2559
com,2007,5.90003
com,2008,8.57711
com,2009,10.31439
com,2010,11.04502
com,2011,10.30908
com,2012,9.60233
com,2013,7.97968
com,2014,8.50743
com,2015,7.07295
com,2016,8.0967
com,2017,8.89792
cpv,2007,35.95725
cpv,2008,31.52003
cpv,2009,27.91721
cpv,2010,27.92114
cpv,2011,33.72802
cpv,2012,20.30185
cpv,2013,15.46805
cpv,2014,27.3201
dji,2013,14.65274
dji,2014,18.33535
dji,2015,19.26277
dji,2016,19.26503
dji,2017,19.64397
dji,2018,19.36432
dji,2019,25.15889
dji,2020,11.948
dom,2007,23.21993
dom,2008,23.32703
dom,2009,20.12342
dom,2010,21.70618
dom,2011,21.92287
dom,2012,18.48889
dom,2013,18.79209
dom,2014,19.69966
dom,2015,19.72663
dom,2016,20.44507
dom,2017,20.63398
dom,2018,22.89584
dom,2019,24.00083
dza,1970,25.82093
dza,1971,24.45638
dza,1972,23.08822
dza,1973,25.21385
dza,1974,23.177
dza,1975,29.78297
dza,1976,32.1063
dza,1977,31.96641
dza,1978,36.53442
dza,1979,28.57213
dza,1980,22.80246
dza,1981,20.92163
dza,1982,18.22399
dza,1983,15.93025
dza,1984,16.79821
dza,1985,16.91624
dza,1986,20.56761
dza,1987,17.85604
dza,1988,13.81974
dza,1989,17.08009
dza,1990,18.76574
dza,1991,19.70397
dza,1992,19.81822
dza,1993,18.29331
dza,1994,20.54308
dza,1995,21.86778
dza,1996,18.10895
dza,1997,15.70031
dza,1998,18.26179
ecu,1965,7.79373
ecu,1966,8.78362
ecu,1967,9.60244
ecu,1968,10.80055
ecu,1969,10.06826
ecu,1970,12.61511
ecu,1971,16.00356
ecu,1972,17.12846
ecu,1973,18.29648
ecu,1974,11.39092
ecu,1975,14.06333
ecu,1976,13.81767
ecu,1977,15.44517
ecu,1978,17.33304
ecu,1979,16.45623
ecu,1980,14.43325
ecu,1981,13.52716
ecu,1982,15.09034
ecu,1983,12.04215
ecu,1984,12.10248
ecu,1985,12.413
ecu,1986,13.61463
ecu,1987,16.26815
ecu,1988,15.23463
ecu,1989,16.38498
ecu,1990,14.635
ecu,1991,15.1037
ecu,1992,14.27662
ecu,1993,14.85171
ecu,1994,14.48516
ecu,1995,14.59949
ecu,1996,14.05589
ecu,1997,14.71487
ecu,1998,15.99637
ecu,1999,14.07432
ecu,2000,17.23724
ecu,2001,17.09839
ecu,2002,18.34449
ecu,2003,17.04586
ecu,2004,17.75822
ecu,2005,18.95171
ecu,2006,19.61111
ecu,2007,16.06008
ecu,2008,16.90665
ecu,2009,15.05216
ecu,2010,17.75771
ecu,2011,17.76684
ecu,2012,18.96869
ecu,2013,18.15577
ecu,2014,18.90784
ecu,2015,19.73459
ecu,2016,18.40786
ecu,2017,18.2628
ecu,2018,20.01967
ecu,2019,19.64958
egy,1982,8.24279
egy,1983,12.61654
egy,1984,11.82595
egy,1985,11.24397
egy,1986,11.02041
egy,1987,11.06602
egy,1988,12.17532
egy,1989,16.24805
egy,1990,12.42276
egy,1991,9.24089
egy,1992,8.41265
egy,1993,6.79832
egy,1994,6.40971
egy,1995,7.90931
egy,1996,9.02354
egy,1997,10.61188
egy,1998,7.19903
egy,1999,9.89272
egy,2000,9.08821
egy,2001,8.98004
egy,2002,8.40496
egy,2003,8.05892
egy,2004,7.64476
egy,2005,8.61968
egy,2006,10.73741
egy,2007,13.06395
egy,2008,14.41432
egy,2009,10.93762
egy,2010,10.50375
egy,2011,10.33302
egy,2012,9.16716
egy,2013,7.8323
egy,2014,7.25905
egy,2015,7.60735
egy,2016,7.77356
egy,2017,6.15139
egy,2018,5.64804
egy,2019,8.34513
egy,2020,5.26539
eri,1992,4.55024
eri,1993,14.51402
eri,1994,14.3289
eri,1995,12.26989
eri,1996,15.3745
eri,1997,18.11373
eri,1998,26.18936
eri,1999,39.98398
eri,2000,16.85364
eri,2001,23.99187
eri,2002,18.36723
eri,2003,18.09912
eri,2004,14.3884
eri,2005,17.86952
eri,2006,12.14789
eri,2007,10.97299
eri,2008,10.98299
eri,2009,7.54879
eri,2010,10.18303
eri,2011,10.28317
eth,2011,18.4065
eth,2012,21.81151
eth,2013,21.75759
eth,2014,21.53207
eth,2015,23.19303
eth,2016,23.4737
eth,2017,24.51348
eth,2018,22.57374
eth,2019,23.97951
eth,2020,21.7879
fji,1980,20.77869
fji,1981,19.65909
fji,1982,18.11568
fji,1983,17.76396
fji,1984,14.12217
fji,1985,15.05621
fji,1986,11.77396
fji,1987,13.39749
fji,1988,9.51751
fji,1989,8.79564
fji,1990,9.24747
fji,1991,10.43585
fji,1992,8.47082
fji,1993,11.95639
fji,1994,9.41229
fji,1995,10.23133
fji,1996,13.57458
fji,1997,15.47256
fji,1998,23.42822
fji,1999,17.89675
fji,2000,12.50735
fji,2001,11.66401
fji,2002,14.66876
fji,2003,17.49748
fji,2004,15.14351
fji,2005,16.57937
fji,2006,13.92493
fji,2007,11.19649
fji,2008,18.29596
fji,2009,12.16762
fji,2010,12.99706
fji,2011,14.93448
fji,2012,11.45368
fji,2013,21.09245
fji,2014,12.23297
fji,2015,13.47063
fji,2016,12.59671
fji,2017,12.301
fji,2018,12.79166
fji,2019,12.28553
fji,2020,12.61028
gab,1970,22.1229
gab,1971,20.83729
gab,1972,36.12903
gab,1973,20.48418
gab,1974,25.47753
gab,1975,29.54152
gab,1976,37.40787
gab,1977,25.71718
gab,1978,26.26114
gab,1979,16.36674
gab,1980,21.35589
gab,1981,25.6122
gab,1982,24.18201
gab,1983,28.10493
gab,1984,23.18468
gab,1985,33.7954
gab,1986,33.25698
gab,1987,24.23198
gab,1988,36.01261
gab,1989,21.7821
gab,1990,17.57991
gab,1991,20.88294
gab,1992,16.72963
gab,1993,17.81577
gab,1994,15.43247
gab,1995,17.18245
gab,1996,18.16465
gab,1997,18.90579
gab,1998,24.69565
gab,1999,22.02717
gab,2000,18.99008
gab,2001,18.85286
gab,2003,18.53687
gab,2004,17.66197
gab,2005,17.58116
gab,2006,18.9815
gab,2007,19.58134
gab,2008,20.94026
gab,2009,24.95941
gab,2010,19.21136
gab,2011,17.69545
gab,2012,18.40533
gab,2013,19.87476
gab,2014,28.90078
gab,2015,24.09455
gab,2016,21.87315
gab,2017,19.65076
gab,2018,15.80684
gab,2019,18.99224
gab,2020,17.30507
geo,1993,1.45942
geo,1994,0
geo,1995,1.3152
geo,1996,16.67584
geo,1997,16.44096
geo,1998,23.22865
geo,1999,24.08364
geo,2000,24.54739
geo,2001,25.68491
geo,2002,22.89476
gha,1984,4.37129
gha,1985,5.37155
gha,1986,2.01332
gha,1987,2.41796
gha,1988,3.2151
gha,1989,5.40053
gha,1990,6.92111
gha,1991,7.52988
gha,1992,2.4487
gha,1993,12.67788
gha,1994,9.27656
gha,1995,7.08232
gha,1996,6.99025
gha,1997,11.39343
gha,1998,11.06036
gha,1999,10.71307
gha,2000,12.7013
gha,2001,16.71334
gha,2002,9.19286
gha,2003,14
gha,2004,16
gha,2005,17
gin,1986,8.90062
gin,1987,8.89966
gin,1988,8.9001
gin,1989,8.85193
gin,1990,9.73189
gin,1991,9.95633
gin,1992,9.80176
gin,1993,10.57723
gin,1994,11.25285
gin,1995,14
gin,1996,14
gin,1997,14
gin,1998,14
gin,1999,14
gin,2000,14.54685
gin,2001,10.27384
gin,2002,9.92619
gin,2003,15.87674
gin,2004,16.07386
gin,2005,15.75479
gmb,1981,15.62984
gmb,1982,13.46407
gmb,1983,12.14488
gmb,1984,14.11265
gmb,1985,11.38859
gmb,1986,9.04247
gmb,1987,10.31843
gmb,1988,10.43629
gmb,1989,13.97211
gmb,1990,14.91214
gnb,1998,6.15764
gnb,1999,10.78213
gnb,2000,5.99755
gnb,2001,6.94419
gnb,2002,4.37791
gnb,2003,5.51045
gnb,2004,5.63576
gnb,2005,7.24916
gnb,2006,5.62257
gnb,2007,9.95526
gnb,2008,10.22894
gnb,2009,9.13898
gnb,2010,8.52158
gnb,2011,7.11642
gnb,2012,4.47996
gnb,2013,3.54572
gnb,2014,7.56032
gnb,2015,7.98969
gnb,2016,6.08252
gnb,2017,7.15861
gnb,2018,12.84559
gnb,2019,15.87698
gnb,2020,14.69475
gnq,2006,13.34597
gnq,2007,14.46848
gnq,2008,13.18586
gnq,2009,18.72817
gnq,2010,19.05984
gnq,2011,15.45677
gnq,2012,18.42113
gnq,2013,7.44955
gnq,2014,5.82288
gnq,2015,3.0075
gnq,2016,3.13452
gnq,2017,1.88289
gnq,2018,2.36755
gnq,2019,2.4094
gnq,2020,1.77392
gtm,1960,7.23457
gtm,1961,7.16077
gtm,1962,6.9255
gtm,1963,8.15648
gtm,1964,9.64514
gtm,1965,9.93691
gtm,1966,9.29748
gtm,1967,10.17544
gtm,1968,10.98417
gtm,1969,10.91291
gtm,1970,10.15231
gtm,1971,10.38896
gtm,1972,9.7749
gtm,1973,10.47408
gtm,1974,11.85197
gtm,1975,12.4112
gtm,1976,15.79731
gtm,1977,14.41109
gtm,1978,15.73979
gtm,1979,13.61371
gtm,1980,10.47127
gtm,1981,8.92245
gtm,1982,8.85626
gtm,1983,6.56354
gtm,1984,5.83105
gtm,1985,8.26752
gtm,1986,8.07867
gtm,1987,9.68946
gtm,1988,10.49842
gtm,1989,10.55665
gtm,1990,10.37389
gtm,1991,9.79867
gtm,1992,13.20542
gtm,1993,13.36961
gtm,1994,11.66851
gtm,1995,12.01954
gtm,1996,10.84522
gtm,1997,12.05846
gtm,1998,13.65072
gtm,1999,12.77914
gtm,2000,12.53747
gtm,2001,14.60065
gtm,2002,15.15907
gtm,2003,15.14968
gtm,2004,15.94383
gtm,2005,15.78842
gtm,2006,17.28734
gtm,2007,16.25844
gtm,2008,15.0194
gtm,2009,11.5456
gtm,2010,11.85718
gtm,2011,12.32808
gtm,2012,13.12248
gtm,2013,13.19654
gtm,2014,13.11935
gtm,2015,13.27173
gtm,2016,12.87887
gtm,2017,12.53965
gtm,2018,12.19226
gtm,2019,12.40334
gtm,2020,12.19493
gum,2002,13.93636
gum,2003,18.10031
gum,2004,16.43836
gum,2005,13.88559
gum,2006,16.18688
gum,2007,20.9461
gum,2008,22.69214
gum,2009,22.39022
gum,2010,21.35785
gum,2011,20.60594
gum,2012,19.82906
gum,2013,22.83756
gum,2014,24.1533
gum,2015,21.65891
gum,2016,20.42027
gum,2017,18.97555
gum,2018,20.09901
gum,2019,21.10308
gum,2020,24.69199
guy,1987,13.55396
guy,1988,8.21653
guy,1989,10.67764
guy,1990,14.42707
guy,1991,23.92114
guy,1992,34.83645
guy,1993,21.51027
guy,1994,15.60971
guy,1995,16.96989
guy,1996,12.80714
guy,1997,13.82311
guy,1998,13.49002
guy,1999,13.44699
guy,2000,9.96956
guy,2001,7.87136
guy,2002,8.28274
guy,2003,6.52387
guy,2004,7.25181
guy,2005,19.02798
hkg,1966,23.02899
hkg,1967,16.62036
hkg,1968,13.73012
hkg,1969,13.91676
hkg,1970,17.94339
hkg,1971,21.44597
hkg,1972,20.43585
hkg,1973,19.47637
hkg,1974,19.10881
hkg,1975,18.08264
hkg,1976,17.58819
hkg,1977,20.06304
hkg,1978,21.14546
hkg,1979,24.50418
hkg,1980,27.44623
hkg,1981,27.79269
hkg,1982,24.16979
hkg,1983,18.86267
hkg,1984,17.79367
hkg,1985,17.7483
hkg,1986,18.72085
hkg,1987,20.7612
hkg,1988,22.37275
hkg,1989,22.52487
hkg,1990,22.82514
hkg,1991,23.26684
hkg,1992,24.29547
hkg,1993,23.35453
hkg,1994,25.41916
hkg,1995,25.25572
hkg,1996,25.55337
hkg,1997,28.42516
hkg,1998,25.22762
hkg,1999,20.36314
hkg,2000,21.62234
hkg,2001,21.04119
hkg,2002,18.23761
hkg,2003,17.16697
hkg,2004,17.77183
hkg,2005,18.10704
hkg,2006,19.73591
hkg,2007,18.31876
hkg,2008,18.03393
hkg,2009,17.54605
hkg,2010,18.11801
hkg,2011,19.53387
hkg,2012,20.91088
hkg,2013,19.45817
hkg,2014,18.55186
hkg,2015,17.46773
hkg,2016,16.52994
hkg,2017,16.73843
hkg,2018,16.85725
hkg,2019,13.67642
hkg,2020,11.75498
hnd,1970,12.0332
hnd,1971,12.4487
hnd,1972,11.7061
hnd,1973,12.9863
hnd,1974,15.03142
hnd,1975,13.96797
hnd,1976,13.35312
hnd,1977,13.32734
hnd,2000,20.28087
hnd,2001,18.46031
hnd,2002,18.13573
hnd,2003,18.03585
hnd,2004,21.12472
hnd,2005,20.44268
hnd,2006,23.37121
hnd,2007,28.14787
hnd,2008,29.3496
hnd,2009,18.0324
hnd,2010,18.23426
hnd,2011,21.05897
hnd,2012,21.41373
hnd,2013,19.69959
hnd,2014,19.33631
hnd,2015,21.13595
hnd,2016,18.83145
hnd,2017,19.55361
hnd,2018,21.30391
hnd,2019,19.70992
hnd,2020,16.23209
hrv,1995,7.90388
hrv,1996,12.23941
hrv,1997,15.97907
hrv,1998,15.13878
hrv,1999,15.19205
hrv,2000,14.50472
hrv,2001,15.85345
hrv,2002,16.622
hrv,2003,18.28398
hrv,2004,18.93431
hrv,2005,19.50823
hrv,2006,20.65886
hrv,2007,20.36958
hrv,2008,21.84539
hrv,2009,19.00737
hrv,2010,17.14575
hrv,2011,16.33667
hrv,2012,15.62043
hrv,2013,15.52317
hrv,2014,15.19376
hrv,2015,15.76688
hrv,2016,16.54672
hrv,2017,16.97681
hrv,2018,16.62548
hrv,2019,17.17757
hrv,2020,16.6805
hti,2000,7.17192
hti,2001,7.20918
hti,2002,7.30635
hti,2003,11.04107
hti,2004,8.46256
hti,2005,7.49888
hti,2006,9.52571
hti,2007,5.03317
hti,2008,7.86747
hti,2009,6.95202
hti,2010,18.29695
hti,2011,12.11363
hti,2012,7.52424
hti,2013,5.95798
hti,2014,8.48217
hti,2015,7.72213
hti,2016,10.42176
hti,2017,12.81171
hti,2018,11.69251
hti,2019,17.3738
hti,2020,14.36632
ind,1960,7.56231
ind,1961,8.9328
ind,1962,8.38786
ind,1963,8.51653
ind,1964,8.39579
ind,1965,8.753
ind,1966,9.33835
ind,1967,9.86634
ind,1968,10.08475
ind,1969,10.33313
ind,1970,9.65691
ind,1971,10.10053
ind,1972,9.51251
ind,1973,9.03137
ind,1974,10.38602
ind,1975,10.21355
ind,1976,9.76704
ind,1977,10.36962
ind,1978,10.87019
