geo,time,tm_tax_tcom_wm_fn_zs
aus,2000,6.66
aus,2001,1.08
aus,2002,1.13
aus,2003,1.13
aus,2004,1.07
aus,2005,0.95
aus,2006,0.73
aus,2007,0.88
aus,2008,0.78
aus,2009,0.89
aus,2010,0.86
aus,2011,0.71
aus,2012,0.67
aus,2013,0.7
aus,2014,0.79
aus,2015,1.06
aus,2016,1.18
aus,2017,1.69
aus,2018,1.49
aus,2019,1.58
aus,2020,1.83
aut,1988,3.47
aut,1989,3.32
aut,1990,3.55
aut,1991,3.89
aut,1992,4.19
aut,1993,4.15
aut,1994,4.12
aut,1995,9.96
aut,1996,8.74
aut,1997,7.35
aut,1998,7.42
aut,1999,7.39
aut,2000,4.74
aut,2001,5.34
aut,2002,4.18
aut,2003,4.66
aut,2004,3.91
aut,2005,3.58
aut,2006,3.06
aut,2007,3.02
aut,2008,2.49
aut,2009,3
aut,2010,2.6
aut,2011,2.44
aut,2012,2.15
aut,2013,2.4
aut,2014,2.58
aut,2015,2.61
aut,2016,3.21
aut,2017,3.05
aut,2018,2.62
aut,2019,2.72
aut,2020,2.18
aze,2002,5.47
aze,2005,6.06
aze,2007,7.16
aze,2008,6.93
aze,2009,8.22
aze,2011,9.1
aze,2012,8.74
aze,2013,8.5
aze,2014,6.42
aze,2015,6.46
aze,2019,49.12
aze,2020,8.86
bdi,2002,22.66
bdi,2003,21.6
bdi,2005,23.98
bdi,2006,20.78
bdi,2007,15.38
bdi,2008,12.3
bdi,2009,40.48
bdi,2010,40.48
bdi,2011,32.75
bdi,2012,26.19
bdi,2013,20.18
bdi,2014,25.38
bdi,2015,14.39
bdi,2016,12.46
bdi,2018,34.86
bdi,2019,43.8
bdi,2020,38.48
bel,1988,3.47
bel,1989,3.32
bel,1990,3.55
bel,1991,3.89
bel,1992,4.19
bel,1993,4.15
bel,1994,4.12
bel,1995,9.96
bel,1996,8.74
bel,1997,7.35
bel,1998,7.42
bel,1999,7.39
bel,2000,4.74
bel,2001,5.34
bel,2002,4.18
bel,2003,4.66
bel,2004,3.91
bel,2005,3.58
bel,2006,3.06
bel,2007,3.02
bel,2008,2.49
bel,2009,3
bel,2010,2.6
bel,2011,2.44
bel,2012,2.15
bel,2013,2.4
bel,2014,2.58
bel,2015,2.61
bel,2016,3.21
bel,2017,3.05
bel,2018,2.62
bel,2019,2.72
bel,2020,2.18
ben,2001,12.86
ben,2002,12.94
ben,2003,12.07
ben,2004,12.07
ben,2005,12.07
ben,2006,11.9
ben,2007,11.98
ben,2008,11.98
ben,2009,11.98
ben,2010,11.98
ben,2011,11.94
ben,2012,11.94
ben,2013,11.94
ben,2014,11.29
ben,2015,14.82
ben,2016,13.02
ben,2017,19.86
ben,2018,16.83
ben,2019,13.7
ben,2020,13.7
bfa,1993,5
bfa,2001,10.73
bfa,2002,11.34
bfa,2003,11.26
bfa,2004,11.4
bfa,2005,10.98
bfa,2006,10.44
bfa,2007,10.26
bfa,2008,10.26
bfa,2009,10.26
bfa,2010,10.48
bfa,2011,10.2
bfa,2012,9.63
bfa,2013,9.64
bfa,2014,9.44
bfa,2015,10.01
bfa,2016,10.41
bfa,2017,15.16
bfa,2018,14.31
bfa,2019,15.26
bfa,2020,10.68
bgd,1989,53.54
bgd,1994,55.48
bgd,1998,18.26
bgd,1999,16.33
bgd,2000,16.33
bgd,2001,16.33
bgd,2002,16.05
bgd,2003,18.67
bgd,2004,13.98
bgd,2005,9.36
bgd,2006,9.47
bgd,2007,7.51
bgd,2008,5.42
bgd,2009,7.2
bgd,2010,5.8
bgd,2011,5.26
bgd,2012,8.68
bgd,2013,7.96
bgd,2015,7.33
bgd,2016,8.02
bgd,2019,5.1
bgd,2020,6.23
bgr,1988,3.47
bgr,1989,3.32
bgr,1990,3.55
bgr,1991,3.89
bgr,1992,4.19
bgr,1993,4.15
bgr,1994,4.12
bgr,1995,9.96
bgr,1996,8.74
bgr,1997,7.35
bgr,1998,7.42
bgr,1999,7.39
bgr,2000,4.74
bgr,2001,5.34
bgr,2002,4.18
bgr,2003,4.66
bgr,2004,3.91
bgr,2005,3.58
bgr,2006,3.06
bgr,2007,3.02
bgr,2008,2.49
bgr,2009,3
bgr,2010,2.6
bgr,2011,2.44
bgr,2012,2.15
bgr,2013,2.4
bgr,2014,2.58
bgr,2015,2.61
bgr,2016,3.21
bgr,2017,3.05
bgr,2018,2.62
bgr,2019,2.72
bgr,2020,2.18
bhr,1999,12.67
bhr,2000,11.87
bhr,2001,7.41
bhr,2002,6.45
bhr,2003,6.44
bhr,2004,6.4
bhr,2005,5.95
bhr,2006,5.65
bhr,2007,8.54
bhr,2008,7.37
bhr,2009,5.83
bhr,2010,5.69
bhr,2011,6.81
bhr,2012,6.81
bhr,2013,4.54
bhr,2014,3.88
bhr,2015,4.54
bhr,2016,4.55
bhr,2017,22.35
bhr,2018,17.78
bhr,2019,7.7
bhr,2020,4.74
bhs,1999,20.9
bhs,2002,17.39
bhs,2006,15.07
bhs,2010,6.91
bhs,2011,5.72
bhs,2013,7.53
bhs,2014,7.47
bhs,2015,6.59
bhs,2016,7.92
bhs,2018,6.08
bih,2001,6.58
bih,2006,11.04
bih,2007,10.45
bih,2008,9.84
bih,2009,11.01
bih,2010,9.39
bih,2011,8.69
bih,2012,8.6
bih,2013,8.58
bih,2014,8.94
bih,2015,9.56
bih,2016,9.77
bih,2017,9.26
bih,2018,11.46
bih,2019,155.49
bih,2020,11.9
blr,1996,6.44
blr,1997,7.01
blr,2000,5.83
blr,2001,6.01
blr,2002,6.9
blr,2008,5.88
blr,2009,5.7
blr,2010,4.75
blr,2011,3.43
blr,2012,4.19
blr,2013,3.55
blr,2014,3.49
blr,2015,3.15
blr,2016,3.29
blr,2017,3.26
blr,2018,3.18
blr,2019,18.24
blr,2020,3.1
blz,1996,10.53
blz,1999,9.83
blz,2001,9.89
blz,2002,14.14
blz,2003,13.25
blz,2006,6.72
blz,2007,6.73
blz,2008,6.37
blz,2009,9.33
blz,2010,9.33
blz,2011,6.49
blz,2012,7
blz,2013,9.2
blz,2014,9.2
blz,2015,9.43
blz,2016,10.5
blz,2017,9.62
blz,2018,12.67
blz,2019,12.14
blz,2020,41.56
bmu,2007,18.76
bmu,2008,17.94
bmu,2009,17.96
bmu,2010,18.11
bmu,2011,17.11
bmu,2012,18.84
bmu,2013,18.16
bmu,2014,13.02
bmu,2015,21.84
bmu,2016,22.46
bmu,2017,23.36
bmu,2018,48.2
bmu,2019,312.08
bmu,2020,31.32
bol,1993,10
bol,1994,10
bol,1995,10
bol,1996,10
bol,1997,10
bol,1998,10
bol,1999,9.99
bol,2000,9.58
bol,2001,9.04
bol,2002,10.3
bol,2003,10
bol,2004,10
bol,2005,9.71
bol,2006,9.7
bol,2007,9.74
bol,2008,9.68
bol,2009,10.01
bol,2010,10.07
bol,2011,10.02
bol,2012,9.99
bol,2013,9.41
bol,2014,9.84
bol,2015,9.89
bol,2016,9.85
bol,2017,13.1
bol,2018,13.22
bol,2019,13.22
bol,2020,12.94
bra,1989,19.01
bra,1990,6.47
bra,1991,7.02
bra,1992,8.11
bra,1993,7.27
bra,1994,7.24
bra,1995,9.29
bra,1996,7.6
bra,1997,6.96
bra,1998,9.12
bra,1999,8.06
bra,2000,6.41
bra,2001,4.37
bra,2002,4.18
bra,2003,3.93
bra,2004,3.25
bra,2005,2.75
bra,2006,2.85
bra,2007,2.46
bra,2008,2.47
bra,2009,3.38
bra,2010,3.05
bra,2011,2.87
bra,2012,2.9
bra,2013,2.99
bra,2014,3
bra,2015,3.9
bra,2016,5.3
bra,2017,6.17
bra,2018,5.33
bra,2019,5.63
bra,2020,6.33
brb,1996,18.77
brb,1999,23.33
brb,2000,19.98
brb,2001,32.03
brb,2002,41.45
brb,2003,42.77
brb,2004,37.39
brb,2006,19.47
brb,2007,34.2
brb,2010,21.51
brb,2011,12.42
brb,2012,7.87
brb,2013,17.69
brb,2020,28.5
brn,1992,4.07
brn,1996,15.41
brn,1997,14.34
brn,1998,14.38
brn,1999,9.76
brn,2000,11.02
brn,2001,13.89
brn,2002,13.32
brn,2003,11.41
brn,2004,10.69
brn,2005,9.01
brn,2006,9.82
brn,2007,9.68
brn,2008,0.17
brn,2009,0.52
brn,2010,0.54
brn,2011,0.55
brn,2014,0.19
brn,2016,0.28
brn,2017,0.02
brn,2018,0.02
brn,2019,0.01
brn,2020,0.01
btn,1996,9.66
btn,2002,15.85
btn,2004,32.36
btn,2005,32.57
btn,2007,39.49
btn,2015,27.65
btn,2019,31.79
btn,2020,32.87
bwa,2001,14.45
bwa,2002,9.65
bwa,2004,7.45
bwa,2005,8.44
bwa,2006,7.99
bwa,2007,7.17
bwa,2008,7.18
bwa,2009,7.33
bwa,2010,7.6
bwa,2011,7.37
bwa,2012,3.22
bwa,2013,7.1
bwa,2014,5.67
bwa,2015,6
bwa,2016,7.46
bwa,2017,11.26
bwa,2018,12.11
bwa,2019,33.52
bwa,2020,12.88
caf,1995,15.48
caf,1997,20.88
caf,2001,22.51
caf,2002,19.76
caf,2003,29.88
caf,2004,29.88
caf,2005,29.24
caf,2006,29.89
caf,2007,22.63
caf,2008,22.63
caf,2009,22.63
caf,2010,22.63
caf,2011,22.91
caf,2012,21.91
caf,2013,20.89
caf,2015,20.22
caf,2016,20.22
caf,2017,20.22
can,1989,9.78
can,1993,3.26
can,1995,7.75
can,1996,6.23
can,1997,6.14
can,1998,6.5
can,1999,6.71
can,2000,5.06
can,2001,5.48
can,2002,5.78
can,2003,19.75
can,2004,5.21
can,2005,4.49
can,2006,4.32
can,2007,4.53
can,2008,4.02
can,2009,5.01
can,2010,4.2
can,2011,3.74
can,2012,4.17
can,2013,4.44
can,2014,4.39
can,2015,5.35
can,2016,5.69
can,2017,5.69
can,2018,5.39
can,2019,19.31
can,2020,6.19
che,1990,47.33
che,1993,56.91
che,1995,89.59
che,1996,52.51
che,1997,19.68
che,1998,20.47
che,1999,20.54
che,2000,13.35
che,2001,12.89
che,2002,13.31
che,2003,16.63
che,2004,13.6
che,2005,13.86
che,2006,12.84
che,2007,11.86
che,2008,9.96
che,2009,10.62
che,2010,9.32
che,2011,11.35
che,2012,10.43
che,2013,12.46
che,2014,13.51
che,2015,14.96
che,2016,16.97
che,2017,21.71
che,2018,20.66
che,2019,70.25
che,2020,18.28
chl,1992,11
chl,1993,11
chl,1994,11
chl,1995,11
chl,1996,11
chl,1997,11
chl,1998,11
chl,1999,10
chl,2000,9
chl,2001,8
chl,2002,7
chl,2003,6
chl,2004,6.01
chl,2005,6.01
chl,2006,6
chl,2007,5.99
chl,2008,6.01
chl,2009,6.01
chl,2010,6.04
chl,2011,6
chl,2012,6
chl,2013,6
chl,2015,6
chl,2016,6
chl,2017,6
chl,2018,6
chl,2019,6
chl,2020,6
chn,1992,13.96
chn,1993,13.94
chn,1994,12.81
chn,1996,24.98
chn,1997,19.89
chn,1998,17.55
chn,1999,16.67
chn,2000,18.82
chn,2001,19.18
chn,2002,6.08
chn,2003,5.73
chn,2004,6.22
chn,2005,3.55
chn,2006,3.69
chn,2007,3.28
chn,2008,2.31
chn,2009,2.07
chn,2010,2.14
chn,2011,1.97
chn,2014,1.99
chn,2015,2.6
chn,2016,3.27
chn,2017,3.77
chn,2018,2.94
chn,2019,2.48
chn,2020,3.11
civ,1993,4.52
civ,1996,4.09
civ,2001,5.67
civ,2002,6.92
civ,2003,6.88
civ,2004,5.11
civ,2005,4.1
civ,2006,4.34
civ,2007,4.27
civ,2008,4.27
civ,2009,5.58
civ,2010,5.29
civ,2011,5.19
civ,2012,4.49
civ,2013,4.49
civ,2014,4.34
civ,2015,6.93
civ,2016,7.8
civ,2017,13.49
civ,2018,12.95
civ,2019,6.94
civ,2020,6.74
cmr,1994,13.52
cmr,1995,17.11
cmr,2001,13.51
cmr,2002,14.46
cmr,2003,13.84
cmr,2004,13.84
cmr,2005,13.83
cmr,2006,13.37
cmr,2007,12.14
cmr,2008,12.14
cmr,2009,9.73
cmr,2010,12.14
cmr,2011,9.65
cmr,2012,9.95
cmr,2013,12.17
cmr,2014,11.54
cmr,2019,18.44
cod,2003,12.01
cod,2006,10.49
cod,2007,11.88
cod,2008,10.77
cod,2009,11.74
cod,2010,10.17
cod,2014,10.97
cod,2019,11.15
cod,2020,8.45
cog,1994,20.5
cog,1997,15.07
cog,2001,16.37
cog,2002,16.33
cog,2003,16.27
cog,2004,16.27
cog,2005,16.35
cog,2006,16.27
cog,2007,15.93
cog,2008,15.89
cog,2009,15.89
cog,2010,15.89
cog,2011,15.89
cog,2013,17.61
cog,2014,17.51
cog,2015,17.25
col,1991,7.52
col,1992,10.62
col,1994,12.08
col,1995,12.08
col,1996,12.4
col,1997,12.34
col,1998,12.93
col,1999,13.21
col,2000,12.7
col,2001,13.06
col,2002,12.99
col,2003,12.75
col,2004,13.24
col,2005,12.55
col,2006,13.4
col,2007,13.46
col,2008,12.78
col,2009,13.51
col,2010,12.88
col,2011,10.13
col,2012,8.37
col,2013,7.57
col,2014,7.68
col,2015,8.46
col,2016,8.81
col,2017,14.86
col,2018,13.2
col,2019,13.51
col,2020,13.51
com,2008,3.33
com,2010,3.33
com,2011,3.33
com,2012,7.85
com,2013,5.99
com,2014,4.09
com,2015,5.6
com,2017,7.77
com,2018,2.97
com,2019,2.78
com,2020,4.63
cpv,2005,14.13
cpv,2006,13.76
cpv,2007,12.65
cpv,2008,12.65
cpv,2009,12.13
cpv,2010,12.2
cpv,2011,10.83
cpv,2012,11.55
cpv,2013,10.6
cpv,2015,11.46
cpv,2019,12.73
cpv,2020,15.66
cri,1995,10.59
cri,1996,8.65
cri,1997,9.01
cri,1998,8.67
cri,1999,8.66
cri,2000,7.82
cri,2001,7.92
cri,2002,7.18
cri,2003,7.38
cri,2004,7.09
cri,2005,6.12
cri,2006,5.64
cri,2007,5.99
cri,2008,5.76
cri,2009,6.14
cri,2010,6.05
cri,2011,5.97
cri,2012,6.74
cri,2013,6.2
cri,2014,6.31
cri,2016,8.2
cri,2018,10.78
cri,2019,10.54
cri,2020,11.04
cub,1993,7.9
cub,1996,6.37
cub,1997,6.3
cub,1998,6.37
cub,1999,6.4
cub,2000,5.48
cub,2001,6.22
cub,2002,6.04
cub,2003,6.45
cub,2004,6.18
cub,2005,6.36
cub,2006,10.44
cub,2007,10.28
cub,2008,10.28
cub,2009,9.19
cub,2010,10.13
cub,2011,8.77
cub,2012,8.73
cub,2013,8.04
cub,2015,9.66
cub,2016,8.29
cub,2017,8.05
cub,2019,9.65
cub,2020,9.87
cym,2016,34.32
cyp,1988,3.47
cyp,1989,3.32
cyp,1990,3.55
cyp,1991,3.89
cyp,1992,4.19
cyp,1993,4.15
cyp,1994,4.12
cyp,1995,9.96
cyp,1996,8.74
cyp,1997,7.35
cyp,1998,7.42
cyp,1999,7.39
cyp,2000,4.74
cyp,2001,5.34
cyp,2002,4.18
cyp,2003,4.66
cyp,2004,3.91
cyp,2005,3.58
cyp,2006,3.06
cyp,2007,3.02
cyp,2008,2.49
cyp,2009,3
cyp,2010,2.6
cyp,2011,2.44
cyp,2012,2.15
cyp,2013,2.4
cyp,2014,2.58
cyp,2015,2.61
cyp,2016,3.21
cyp,2017,3.05
cyp,2018,2.62
cyp,2019,2.72
cyp,2020,2.18
cze,1988,3.47
cze,1989,3.32
cze,1990,3.55
cze,1991,3.89
cze,1992,4.19
cze,1993,4.15
cze,1994,4.12
cze,1995,9.96
cze,1996,8.74
cze,1997,7.35
cze,1998,7.42
cze,1999,7.39
cze,2000,4.74
cze,2001,5.34
cze,2002,4.18
cze,2003,4.66
cze,2004,3.91
cze,2005,3.58
cze,2006,3.06
cze,2007,3.02
cze,2008,2.49
cze,2009,3
cze,2010,2.6
cze,2011,2.44
cze,2012,2.15
cze,2013,2.4
cze,2014,2.58
cze,2015,2.61
cze,2016,3.21
cze,2017,3.05
cze,2018,2.62
cze,2019,2.72
cze,2020,2.18
deu,1988,3.47
deu,1989,3.32
deu,1990,3.55
deu,1991,3.89
deu,1992,4.19
deu,1993,4.15
deu,1994,4.12
deu,1995,9.96
deu,1996,8.74
deu,1997,7.35
deu,1998,7.42
deu,1999,7.39
deu,2000,4.74
deu,2001,5.34
deu,2002,4.18
deu,2003,4.66
deu,2004,3.91
deu,2005,3.58
deu,2006,3.06
deu,2007,3.02
deu,2008,2.49
deu,2009,3
deu,2010,2.6
deu,2011,2.44
deu,2012,2.15
deu,2013,2.4
deu,2014,2.58
deu,2015,2.61
deu,2016,3.21
deu,2017,3.05
deu,2018,2.62
deu,2019,2.72
deu,2020,2.18
dji,1998,100.13
dji,1999,534.76
dji,2002,20.97
dji,2005,21.42
dji,2006,21.27
dji,2009,13.91
dji,2011,13.7
dji,2012,13.7
dji,2014,14.08
dma,1996,18.48
dma,1997,20.13
dma,1998,20.13
dma,1999,15.2
dma,2000,12.38
dma,2001,17.8
dma,2002,18.95
dma,2003,17.96
dma,2006,14.58
dma,2007,14.87
dma,2010,10.71
dma,2011,15.38
dma,2012,12.48
dma,2013,15.38
dma,2015,16.02
dma,2016,16.02
dma,2017,15.54
dma,2020,7
dnk,1988,3.47
dnk,1989,3.32
dnk,1990,3.55
dnk,1991,3.89
dnk,1992,4.19
dnk,1993,4.15
dnk,1994,4.12
dnk,1995,9.96
dnk,1996,8.74
dnk,1997,7.35
dnk,1998,7.42
dnk,1999,7.39
dnk,2000,4.74
dnk,2001,5.34
dnk,2002,4.18
dnk,2003,4.66
dnk,2004,3.91
dnk,2005,3.58
dnk,2006,3.06
dnk,2007,3.02
dnk,2008,2.49
dnk,2009,3
dnk,2010,2.6
dnk,2011,2.44
dnk,2012,2.15
dnk,2013,2.4
dnk,2014,2.58
dnk,2015,2.61
dnk,2016,3.21
dnk,2017,3.05
dnk,2018,2.62
dnk,2019,2.72
dnk,2020,2.18
dom,1996,6.23
dom,1997,9.77
dom,1998,6.23
dom,1999,6.23
dom,2000,13.01
dom,2001,7.11
dom,2002,9.04
dom,2003,8.44
dom,2004,8.87
dom,2005,6.35
dom,2006,8.87
dom,2007,7.93
dom,2008,8.75
dom,2010,4.69
dom,2011,4.71
dom,2012,4.56
dom,2013,4.71
dom,2015,7.11
dom,2016,7.11
dom,2017,8.14
dom,2018,8.14
dom,2020,7.73
dza,1993,8.95
dza,1997,12.67
dza,1998,14.64
dza,2001,10.48
dza,2002,12.87
dza,2003,10.55
dza,2005,10.64
dza,2006,11.09
dza,2007,10.53
dza,2008,9.24
dza,2009,10.92
dza,2014,12.03
dza,2015,11.85
dza,2016,12.38
dza,2017,11.24
dza,2018,11.65
dza,2019,11.7
dza,2020,11.7
ecu,1993,6.41
ecu,1994,9.83
ecu,1995,9.54
ecu,1996,9.13
ecu,1997,8.29
ecu,1998,10.02
ecu,1999,10.38
ecu,2000,7.87
ecu,2001,8.27
ecu,2002,9.84
ecu,2003,7.77
ecu,2004,7.52
ecu,2005,6.65
ecu,2006,5.71
ecu,2007,5.98
ecu,2008,5.69
ecu,2009,5.55
ecu,2010,4.97
ecu,2011,4.67
ecu,2012,4.79
ecu,2014,4.61
ecu,2015,5.33
ecu,2016,6.29
ecu,2017,6.04
ecu,2018,7.04
ecu,2019,26.47
ecu,2020,7.12
egy,1995,8.94
egy,1998,8.87
egy,1999,12.53
egy,2000,12.88
egy,2001,12.45
egy,2002,8.61
egy,2003,11.83
egy,2004,8.87
egy,2005,8.14
egy,2006,8.24
egy,2007,7.96
egy,2008,7.82
egy,2009,8.72
egy,2010,9.61
egy,2011,6.8
egy,2012,6.76
egy,2013,9.39
egy,2014,7.56
egy,2015,7.42
egy,2016,7.75
egy,2017,10.67
egy,2018,13.1
egy,2019,21.09
eri,2002,4.05
eri,2006,4.05
esp,1988,3.47
esp,1989,3.32
esp,1990,3.55
esp,1991,3.89
esp,1992,4.19
esp,1993,4.15
esp,1994,4.12
esp,1995,9.96
esp,1996,8.74
esp,1997,7.35
esp,1998,7.42
esp,1999,7.39
esp,2000,4.74
esp,2001,5.34
esp,2002,4.18
esp,2003,4.66
esp,2004,3.91
esp,2005,3.58
esp,2006,3.06
esp,2007,3.02
esp,2008,2.49
esp,2009,3
esp,2010,2.6
esp,2011,2.44
esp,2012,2.15
esp,2013,2.4
esp,2014,2.58
esp,2015,2.61
esp,2016,3.21
esp,2017,3.05
esp,2018,2.62
esp,2019,2.72
esp,2020,2.18
est,1988,3.47
est,1989,3.32
est,1990,3.55
est,1991,3.89
est,1992,4.19
est,1993,4.15
est,1994,4.12
est,1995,9.96
est,1996,8.74
est,1997,7.35
est,1998,7.42
est,1999,7.39
est,2000,4.74
est,2001,5.34
est,2002,4.18
est,2003,4.66
est,2004,3.91
est,2005,3.58
est,2006,3.06
est,2007,3.02
est,2008,2.49
est,2009,3
est,2010,2.6
est,2011,2.44
est,2012,2.15
est,2013,2.4
est,2014,2.58
est,2015,2.61
est,2016,3.21
est,2017,3.05
est,2018,2.62
est,2019,2.72
est,2020,2.18
eth,1995,18.38
eth,2001,6.32
eth,2002,6.73
eth,2006,7.83
eth,2008,6.79
eth,2009,5.64
eth,2010,5.17
eth,2011,5.8
eth,2012,4.88
eth,2015,8.76
eth,2018,8.76
fin,1988,3.47
fin,1989,3.32
fin,1990,3.55
fin,1991,3.89
fin,1992,4.19
fin,1993,4.15
fin,1994,4.12
fin,1995,9.96
fin,1996,8.74
fin,1997,7.35
fin,1998,7.42
fin,1999,7.39
fin,2000,4.74
fin,2001,5.34
fin,2002,4.18
fin,2003,4.66
fin,2004,3.91
fin,2005,3.58
fin,2006,3.06
fin,2007,3.02
fin,2008,2.49
fin,2009,3
fin,2010,2.6
fin,2011,2.44
fin,2012,2.15
fin,2013,2.4
fin,2014,2.58
fin,2015,2.61
fin,2016,3.21
fin,2017,3.05
fin,2018,2.62
fin,2019,2.72
fin,2020,2.18
fji,2003,9.9
fji,2004,10.48
fji,2006,8.2
fji,2007,7.97
fji,2008,8.85
fji,2009,11.57
fji,2010,10.07
fji,2011,24.94
fji,2012,10.58
fji,2013,11.29
fji,2015,9.33
fji,2017,25.97
fji,2018,27.33
fji,2019,60.01
fji,2020,36.56
fra,1988,3.47
fra,1989,3.32
fra,1990,3.55
fra,1991,3.89
fra,1992,4.19
fra,1993,4.15
fra,1994,4.12
fra,1995,9.96
fra,1996,8.74
fra,1997,7.35
fra,1998,7.42
fra,1999,7.39
fra,2000,4.74
fra,2001,5.34
fra,2002,4.18
fra,2003,4.66
fra,2004,3.91
fra,2005,3.58
fra,2006,3.06
fra,2007,3.02
fra,2008,2.49
fra,2009,3
fra,2010,2.6
fra,2011,2.44
fra,2012,2.15
fra,2013,2.4
fra,2014,2.58
fra,2015,2.61
fra,2016,3.21
fra,2017,3.05
fra,2018,2.62
fra,2019,2.72
fra,2020,2.18
gab,1995,20.2
gab,1998,20.32
gab,2000,18.79
gab,2001,19.16
gab,2002,19.66
gab,2003,19.4
gab,2004,19.4
gab,2005,19.29
gab,2007,15.53
gab,2008,15.13
gab,2009,15.87
gab,2010,16.44
gab,2011,16.26
gab,2012,14.23
gab,2013,13.75
gab,2015,15.88
gab,2016,17.26
gab,2019,15.48
gbr,2000,8.57
gbr,2001,9.49
gbr,2002,6.25
gbr,2003,8.31
gbr,2004,7.18
gbr,2005,6.17
gbr,2006,4.95
gbr,2007,4.67
gbr,2008,3.99
gbr,2009,4.92
gbr,2010,3.98
gbr,2011,3.23
gbr,2012,2.59
gbr,2013,3.4
gbr,2014,3.69
gbr,2015,3.74
gbr,2016,4.61
gbr,2017,3.86
gbr,2018,3.31
gbr,2019,3.45
gbr,2020,2.12
geo,1999,11.98
geo,2001,11.43
geo,2002,13.05
geo,2003,12.82
geo,2004,13.14
geo,2005,12.2
geo,2006,12.19
geo,2007,2.71
geo,2008,2.8
geo,2009,2.68
geo,2010,2.66
geo,2011,3.81
geo,2012,2.86
geo,2013,2.91
geo,2015,2.8
geo,2016,3.15
geo,2020,2.81
gha,1993,13.6
gha,2000,27.24
gha,2001,8.66
gha,2002,8.66
gha,2003,8.66
gha,2007,9.15
gha,2008,8.94
gha,2009,13.72
gha,2010,14.61
gha,2013,14.7
gha,2016,14.78
gha,2017,14.64
gha,2018,15.95
gha,2019,15.52
gha,2020,13.77
gin,1998,6.02
gin,2004,6.45
gin,2005,14.77
gin,2008,13.87
gin,2009,13.5
gin,2010,13.87
gin,2012,13.87
gin,2017,15.88
gin,2018,15.05
gin,2019,15.84
gin,2020,16.2
gmb,2003,10.36
gmb,2007,12.15
gmb,2008,12.79
gmb,2009,11.13
gmb,2010,11.26
gmb,2011,12.19
gmb,2012,12.19
gmb,2013,12.19
gmb,2018,19.62
gmb,2020,18.9
gnb,2001,12.42
gnb,2002,12.42
gnb,2003,12.73
gnb,2004,12.92
gnb,2005,10.68
gnb,2006,12.82
gnb,2007,16.88
gnb,2008,12.45
gnb,2009,11.36
gnb,2010,14.1
gnb,2011,13.12
gnb,2012,12.33
gnb,2013,13.16
gnb,2014,12.16
