geo,time,tm_tax_tcom_wm_fn_zs
gnb,2017,17.8
gnb,2018,15.9
gnb,2019,17.45
gnb,2020,16.27
gnq,1998,23.61
gnq,2001,18.72
gnq,2002,24.49
gnq,2005,18.42
gnq,2007,21.37
grc,1988,3.47
grc,1989,3.32
grc,1990,3.55
grc,1991,3.89
grc,1992,4.19
grc,1993,4.15
grc,1994,4.12
grc,1995,9.96
grc,1996,8.74
grc,1997,7.35
grc,1998,7.42
grc,1999,7.39
grc,2000,4.74
grc,2001,5.34
grc,2002,4.18
grc,2003,4.66
grc,2004,3.91
grc,2005,3.58
grc,2006,3.06
grc,2007,3.02
grc,2008,2.49
grc,2009,3
grc,2010,2.6
grc,2011,2.44
grc,2012,2.15
grc,2013,2.4
grc,2014,2.58
grc,2015,2.61
grc,2016,3.21
grc,2017,3.05
grc,2018,2.62
grc,2019,2.72
grc,2020,2.18
grd,1996,15.3
grd,1999,15.37
grd,2000,13.68
grd,2001,15.12
grd,2002,13.49
grd,2003,14.18
grd,2006,15.75
grd,2007,15.72
grd,2008,15.7
grd,2010,13.11
grd,2011,13.18
grd,2012,13.47
grd,2013,13.48
grd,2015,14.9
grd,2016,15.8
grd,2019,16.34
gtm,1995,10.23
gtm,1997,7.39
gtm,1998,10.08
gtm,1999,8.24
gtm,2000,7.5
gtm,2001,7.92
gtm,2002,7.02
gtm,2003,6.98
gtm,2004,6.53
gtm,2005,5.45
gtm,2006,5.25
gtm,2007,5.24
gtm,2008,4.99
gtm,2009,5.52
gtm,2010,5.32
gtm,2011,5.23
gtm,2012,9.49
gtm,2013,4.98
gtm,2014,5.62
gtm,2015,5.63
gtm,2020,8.76
guy,1996,19.24
guy,1999,14.74
guy,2000,14.99
guy,2001,14.5
guy,2002,14.6
guy,2003,14.09
guy,2006,13.27
guy,2007,14.09
guy,2008,12.42
guy,2009,14.23
guy,2010,13.25
guy,2011,13.99
guy,2012,13.49
guy,2013,14.17
guy,2015,13.36
guy,2016,14.64
guy,2017,14.48
guy,2018,13.54
guy,2019,17.44
guy,2020,18.15
hkg,1988,0
hkg,1996,0
hkg,1997,0
hkg,1998,0
hkg,1999,0
hkg,2000,0
hkg,2001,0
hkg,2002,0
hkg,2003,0
hkg,2004,0
hkg,2005,0
hkg,2006,0
hkg,2007,0
hkg,2008,0
hkg,2009,0
hkg,2010,0
hkg,2011,0
hkg,2012,0
hkg,2013,0
hkg,2014,0
hkg,2015,0
hkg,2016,0
hkg,2017,0
hkg,2018,0
hkg,2019,0
hkg,2020,0
hnd,1995,12.88
hnd,1996,11.18
hnd,1997,12.81
hnd,1998,11.66
hnd,1999,11.79
hnd,2000,11.02
hnd,2001,12.37
hnd,2002,10.26
hnd,2003,10.29
hnd,2004,10.43
hnd,2005,7.02
hnd,2006,6.69
hnd,2007,8.17
hnd,2008,7.94
hnd,2009,8.72
hnd,2010,8.17
hnd,2011,7.87
hnd,2012,7.78
hnd,2013,6.54
hnd,2015,7.18
hnd,2018,12.11
hnd,2020,13.07
hrv,1988,3.47
hrv,1989,3.32
hrv,1990,3.55
hrv,1991,3.89
hrv,1992,4.19
hrv,1993,4.15
hrv,1994,4.12
hrv,1995,9.96
hrv,1996,8.74
hrv,1997,7.35
hrv,1998,7.42
hrv,1999,7.39
hrv,2000,4.74
hrv,2001,5.34
hrv,2002,4.18
hrv,2003,4.66
hrv,2004,3.91
hrv,2005,3.58
hrv,2006,3.06
hrv,2007,3.02
hrv,2008,2.49
hrv,2009,3
hrv,2010,2.6
hrv,2011,2.44
hrv,2012,2.15
hrv,2013,2.4
hrv,2014,2.58
hrv,2015,2.61
hrv,2016,3.21
hrv,2017,3.05
hrv,2018,2.62
hrv,2019,2.72
hrv,2020,2.18
hti,2001,4.55
hti,2002,4.51
hti,2007,4.19
hti,2008,3.79
hti,2009,3.9
hti,2010,7.35
hti,2011,7.52
hti,2012,4.65
hti,2013,6.71
hti,2014,7.34
hti,2015,7.13
hti,2016,7.04
hti,2020,7.34
hun,1988,3.47
hun,1989,3.32
hun,1990,3.55
hun,1991,3.89
hun,1992,4.19
hun,1993,4.15
hun,1994,4.12
hun,1995,9.96
hun,1996,8.74
hun,1997,7.35
hun,1998,7.42
hun,1999,7.39
hun,2000,4.74
hun,2001,5.34
hun,2002,4.18
hun,2003,4.66
hun,2004,3.91
hun,2005,3.58
hun,2006,3.06
hun,2007,3.02
hun,2008,2.49
hun,2009,3
hun,2010,2.6
hun,2011,2.44
hun,2012,2.15
hun,2013,2.4
hun,2014,2.58
hun,2015,2.61
hun,2016,3.21
hun,2017,3.05
hun,2018,2.62
hun,2019,2.72
hun,2020,2.18
idn,1989,5.81
idn,1990,5.26
idn,1993,5.95
idn,1995,4.92
idn,1996,3.72
idn,1997,7.19
idn,1998,2.39
idn,1999,3.25
idn,2000,2.76
idn,2001,2.61
idn,2002,3.89
idn,2003,3.36
idn,2004,3.29
idn,2005,3.95
idn,2006,3.76
idn,2007,2.5
idn,2008,2.52
idn,2009,1.94
idn,2010,2.54
idn,2011,2.57
idn,2012,2.3
idn,2013,2.16
idn,2016,3.33
idn,2017,3.61
idn,2018,3.77
idn,2019,4.14
idn,2020,4.43
ind,1990,38.66
ind,1992,8.38
ind,1996,18.76
ind,1997,16.2
ind,1999,23.32
ind,2000,15.89
ind,2001,23.3
ind,2002,19.8
ind,2003,19.87
ind,2004,18.77
ind,2005,15.3
ind,2006,8.31
ind,2007,13.04
ind,2008,6.02
ind,2009,6.08
ind,2010,8.78
ind,2011,7.99
ind,2012,4.96
ind,2013,5.03
ind,2015,7.44
ind,2016,7.34
ind,2017,5.61
ind,2018,3.88
ind,2019,8.48
ind,2020,5.85
irl,1988,3.47
irl,1989,3.32
irl,1990,3.55
irl,1991,3.89
irl,1992,4.19
irl,1993,4.15
irl,1994,4.12
irl,1995,9.96
irl,1996,8.74
irl,1997,7.35
irl,1998,7.42
irl,1999,7.39
irl,2000,4.74
irl,2001,5.34
irl,2002,4.18
irl,2003,4.66
irl,2004,3.91
irl,2005,3.58
irl,2006,3.06
irl,2007,3.02
irl,2008,2.49
irl,2009,3
irl,2010,2.6
irl,2011,2.44
irl,2012,2.15
irl,2013,2.4
irl,2014,2.58
irl,2015,2.61
irl,2016,3.21
irl,2017,3.05
irl,2018,2.62
irl,2019,2.72
irl,2020,2.18
irn,2000,6.56
irn,2003,11.6
irn,2004,11.07
irn,2007,15.36
irn,2008,9.72
irn,2011,11.86
irn,2019,13.62
irn,2020,10.63
isl,1993,6.43
isl,1996,6.3
isl,1998,11.32
isl,1999,7.22
isl,2000,10.62
isl,2001,5.35
isl,2003,8.51
isl,2004,9.89
isl,2005,10.18
isl,2006,5.67
isl,2007,8.33
isl,2008,4.8
isl,2009,4.24
isl,2010,3.37
isl,2011,3.65
isl,2012,3.49
isl,2013,4.18
isl,2014,4.56
isl,2015,4.85
isl,2016,6.1
isl,2017,9.21
isl,2019,10.34
isr,1993,2.39
isr,1999,14.69
isr,2000,5.38
isr,2001,5.91
isr,2002,5.72
isr,2003,5.2
isr,2004,3.37
isr,2005,3.5
isr,2006,3.46
isr,2007,2.99
isr,2008,3.31
isr,2009,3.61
isr,2011,4.41
isr,2012,3.57
isr,2013,3.62
isr,2014,3.42
isr,2015,4.96
isr,2016,5.53
isr,2017,6.1
ita,1988,3.47
ita,1989,3.32
ita,1990,3.55
ita,1991,3.89
ita,1992,4.19
ita,1993,4.15
ita,1994,4.12
ita,1995,9.96
ita,1996,8.74
ita,1997,7.35
ita,1998,7.42
ita,1999,7.39
ita,2000,4.74
ita,2001,5.34
ita,2002,4.18
ita,2003,4.66
ita,2004,3.91
ita,2005,3.58
ita,2006,3.06
ita,2007,3.02
ita,2008,2.49
ita,2009,3
ita,2010,2.6
ita,2011,2.44
ita,2012,2.15
ita,2013,2.4
ita,2014,2.58
ita,2015,2.61
ita,2016,3.21
ita,2017,3.05
ita,2018,2.62
ita,2019,2.72
ita,2020,2.18
jam,1996,14.21
jam,1999,14.3
jam,2000,9.54
jam,2001,10.09
jam,2002,10.99
jam,2003,11.33
jam,2004,10.02
jam,2006,9.51
jam,2007,8.68
jam,2010,9.22
jam,2011,8.79
jam,2012,10.8
jam,2013,10.56
jam,2015,11.23
jam,2016,11.4
jam,2020,10.15
jor,2000,16.97
jor,2001,11.4
jor,2002,11.64
jor,2003,11.98
jor,2004,11.25
jor,2005,11.91
jor,2006,10.73
jor,2007,10.61
jor,2008,9.64
jor,2009,10.69
jor,2010,10.09
jor,2011,8.96
jor,2012,9.22
jor,2013,9.88
jor,2014,10.73
jor,2015,10.64
jor,2016,12.54
jor,2017,13.12
jor,2020,11.79
jpn,1988,5.2
jpn,1989,5.29
jpn,1990,5.04
jpn,1991,5.78
jpn,1992,6.07
jpn,1993,6.17
jpn,1994,6.23
jpn,1995,9.67
jpn,1996,10.63
jpn,1997,8.37
jpn,1998,8.52
jpn,1999,9.62
jpn,2000,10.23
jpn,2001,13.22
jpn,2002,13.13
jpn,2003,12.55
jpn,2004,8.84
jpn,2005,7.64
jpn,2006,3.9
jpn,2007,3.75
jpn,2008,3.22
jpn,2009,4.19
jpn,2010,2.85
jpn,2011,3.12
jpn,2012,2.94
jpn,2013,1.31
jpn,2014,3.14
jpn,2015,3.95
jpn,2016,5.14
jpn,2017,4.94
jpn,2018,4.67
jpn,2019,25.15
jpn,2020,5.75
kaz,2004,3.35
kaz,2008,7.64
kaz,2010,8.47
kaz,2011,7.8
kaz,2012,8.11
kaz,2013,7.13
kaz,2014,7.53
kaz,2015,7.68
kaz,2016,6.08
kaz,2017,6.14
kaz,2018,6.12
kaz,2019,18.99
kaz,2020,5.82
ken,1994,17.4
ken,1999,15.52
ken,2000,21.7
ken,2001,22.35
ken,2002,15.7
ken,2004,10.43
ken,2005,8.52
ken,2006,6.98
ken,2007,9.7
ken,2008,9.69
ken,2009,15.11
ken,2010,11.79
ken,2011,9.92
ken,2012,26.69
ken,2013,12.04
ken,2014,15.26
ken,2015,15.07
ken,2016,17.31
ken,2018,25.57
ken,2019,29.52
ken,2020,22.55
kgz,1995,0
kgz,2000,2.54
kgz,2001,2.98
kgz,2002,6.34
kgz,2003,6.19
kgz,2006,6.19
kgz,2007,5.66
kgz,2008,6.27
kgz,2009,7.42
kgz,2010,4.83
kgz,2011,3.8
kgz,2012,3.88
kgz,2013,3.88
kgz,2014,3.85
kgz,2015,7.22
kgz,2016,6.76
kgz,2017,8.08
kgz,2018,7.42
kgz,2019,71.38
kgz,2020,8.54
khm,2001,16.1
khm,2002,15.03
khm,2003,15.59
khm,2005,11.75
khm,2006,11.57
khm,2007,14.98
khm,2008,13.02
khm,2010,10.47
khm,2011,9.65
khm,2012,9.16
khm,2014,9.95
khm,2016,10.98
khm,2020,8.55
kna,1996,17.55
kna,1999,15.51
kna,2000,12.4
kna,2001,13.68
kna,2002,13.8
kna,2003,13.42
kna,2006,14.28
kna,2007,14.84
kna,2008,14.2
kna,2009,13.78
kna,2010,13.45
kna,2011,14.37
kna,2012,15.31
kna,2013,15.29
kna,2014,13.37
kna,2015,13.42
kna,2016,13.47
kna,2017,54.48
kna,2018,54.47
kna,2019,54.44
kna,2020,11
kor,1988,8.12
kor,1989,5.57
kor,1990,6.19
kor,1992,6.26
kor,1995,5.85
kor,1996,31.35
kor,1997,25.94
kor,1998,26.49
kor,1999,5.54
kor,2000,17.34
kor,2001,18.64
kor,2002,18.94
kor,2003,18.63
kor,2004,17.63
kor,2005,13.49
kor,2006,11.49
kor,2007,11.72
kor,2008,13.16
kor,2009,12.64
kor,2010,11.08
kor,2011,10.47
kor,2012,10.66
kor,2013,11.3
kor,2014,11.29
kor,2015,12.48
kor,2016,16.32
kor,2017,14.32
kor,2018,14.32
kor,2020,19.05
kwt,2002,5.07
kwt,2003,3.33
kwt,2004,3.33
kwt,2005,4.39
kwt,2006,3.45
kwt,2007,3.16
kwt,2008,3.78
kwt,2009,2.72
kwt,2010,3.24
kwt,2011,3.24
kwt,2012,3.76
kwt,2013,3.45
kwt,2014,3.1
kwt,2015,3.15
kwt,2016,3.15
kwt,2017,10.64
kwt,2018,12.77
kwt,2019,11.35
kwt,2020,3.33
lao,2000,18.07
lao,2001,17.15
lao,2004,16.37
lao,2005,16.87
lao,2006,15.78
lao,2007,15.41
lao,2008,14.23
lao,2014,8.12
lao,2015,7.92
lao,2016,9.27
lao,2017,9.88
lao,2018,9.83
lao,2019,9.52
lao,2020,9.52
lbn,1999,11.19
lbn,2000,19.69
lbn,2001,11.18
lbn,2002,62.6
lbn,2004,4.66
lbn,2005,6.02
lbn,2006,5.4
lbn,2007,6.42
lbn,2014,4.46
lbn,2015,5.1
lbn,2016,5.09
lbn,2017,7.62
lbn,2018,63.47
lbn,2019,7.46
lbn,2020,6.25
lbr,2012,9.02
lbr,2013,8.41
lbr,2014,8.39
lbr,2018,8.95
lbr,2020,17.82
lby,1996,14.13
lby,2002,13.06
lby,2006,0
lby,2020,4.38
lca,1996,15.55
lca,1999,14.61
lca,2000,14.56
lca,2001,12.89
lca,2002,13.01
lca,2003,13.28
lca,2005,14.17
lca,2006,10.09
lca,2007,8.3
lca,2010,5.46
lca,2011,5.35
lca,2012,6.22
lca,2013,10.4
lca,2014,11.8
lca,2015,11.43
lca,2016,12.76
lca,2019,33.45
lca,2020,15.43
lka,1990,37.1
lka,1993,45.8
lka,1994,43.94
lka,1997,40.56
lka,1998,20.62
lka,2000,11.23
lka,2001,11.15
lka,2003,8.67
lka,2004,8.28
lka,2005,9.82
lka,2006,8.38
lka,2007,8.77
lka,2008,8.51
lka,2009,10.03
lka,2010,12.28
lka,2011,11.56
lka,2012,10.06
lka,2014,9.75
lka,2015,7.19
lka,2017,15.45
lka,2018,19.79
lka,2019,23.49
lka,2020,11.94
lso,2001,9.67
lso,2004,7.79
lso,2005,6.18
lso,2006,9.27
lso,2007,6.48
lso,2008,9.51
lso,2009,7.64
lso,2010,13.46
lso,2011,9.51
lso,2012,8.79
lso,2013,8.35
lso,2014,8.03
lso,2015,9.66
lso,2016,9.91
lso,2017,12.02
lso,2018,9.33
lso,2019,63.77
lso,2020,9.59
ltu,1988,3.47
ltu,1989,3.32
ltu,1990,3.55
ltu,1991,3.89
ltu,1992,4.19
ltu,1993,4.15
ltu,1994,4.12
ltu,1995,9.96
ltu,1996,8.74
ltu,1997,7.35
ltu,1998,7.42
ltu,1999,7.39
ltu,2000,4.74
ltu,2001,5.34
ltu,2002,4.18
ltu,2003,4.66
ltu,2004,3.91
ltu,2005,3.58
ltu,2006,3.06
ltu,2007,3.02
ltu,2008,2.49
ltu,2009,3
ltu,2010,2.6
ltu,2011,2.44
ltu,2012,2.15
ltu,2013,2.4
ltu,2014,2.58
ltu,2015,2.61
ltu,2016,3.21
ltu,2017,3.05
ltu,2018,2.62
ltu,2019,2.72
ltu,2020,2.18
lux,1988,3.47
lux,1989,3.32
lux,1990,3.55
lux,1991,3.89
lux,1992,4.19
lux,1993,4.15
lux,1994,4.12
lux,1995,9.96
lux,1996,8.74
lux,1997,7.35
lux,1998,7.42
lux,1999,7.39
lux,2000,4.74
lux,2001,5.34
lux,2002,4.18
lux,2003,4.66
lux,2004,3.91
lux,2005,3.58
lux,2006,3.06
lux,2007,3.02
lux,2008,2.49
lux,2009,3
lux,2010,2.6
lux,2011,2.44
lux,2012,2.15
lux,2013,2.4
lux,2014,2.58
lux,2015,2.61
lux,2016,3.21
lux,2017,3.05
lux,2018,2.62
lux,2019,2.72
lux,2020,2.18
lva,1988,3.47
lva,1989,3.32
lva,1990,3.55
lva,1991,3.89
lva,1992,4.19
lva,1993,4.15
lva,1994,4.12
lva,1995,9.96
lva,1996,8.74
lva,1997,7.35
lva,1998,7.42
lva,1999,7.39
lva,2000,4.74
lva,2001,5.34
lva,2002,4.18
lva,2003,4.66
lva,2004,3.91
lva,2005,3.58
lva,2006,3.06
lva,2007,3.02
lva,2008,2.49
lva,2009,3
lva,2010,2.6
lva,2011,2.44
lva,2012,2.15
lva,2013,2.4
lva,2014,2.58
lva,2015,2.61
lva,2016,3.21
lva,2017,3.05
lva,2018,2.62
lva,2019,2.72
lva,2020,2.18
mac,1996,0
mac,1997,0
mac,1998,0
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mac,2020,0
mar,1993,30.19
mar,1997,15.64
mar,2000,23.65
mar,2001,22.23
mar,2002,22.04
mar,2003,25.38
mar,2005,16.55
mar,2006,16.1
mar,2007,17.16
mar,2008,15.77
mar,2009,15.41
mar,2010,13.56
mar,2011,13.19
mar,2012,10.16
mar,2014,8
mar,2015,9.7
mar,2016,11.78
mar,2017,12.42
mar,2019,12.3
mar,2020,12.3
mda,1996,1.51
mda,2000,1.73
mda,2001,2.64
mda,2003,3.63
mda,2004,2.94
mda,2005,3.32
mda,2006,2.65
mda,2007,2.62
mda,2008,2.82
mda,2009,3.03
mda,2010,3.34
mda,2011,3.68
mda,2012,4.35
mda,2013,5.21
mda,2014,4.85
mda,2015,5.15
mda,2016,6.23
mda,2020,8.33
mdg,1995,2.94
mdg,1996,1.69
mdg,1997,2.77
mdg,1998,2.76
mdg,2000,1.33
mdg,2001,1.63
mdg,2002,1.25
mdg,2003,2.04
mdg,2004,1.83
mdg,2005,7.46
mdg,2006,5.28
mdg,2007,5.42
mdg,2008,3.93
mdg,2009,4.92
mdg,2010,4.72
mdg,2011,4.27
mdg,2012,3.98
mdg,2013,4.09
mdg,2014,3.94
mdg,2015,9.2
mdg,2016,5.31
mdg,2017,7.72
mdg,2018,7.72
mdg,2019,8.73
mdg,2020,8.78
mdv,2000,18.79
mdv,2001,18.24
mdv,2002,17.15
mdv,2003,18.54
mdv,2004,17.03
mdv,2005,19.65
mdv,2006,19.77
mdv,2008,18.43
mdv,2009,17.81
mdv,2010,17.94
mdv,2011,18.36
mdv,2012,1.96
mdv,2013,1.98
mdv,2014,2.16
mdv,2015,5.74
mdv,2016,5.54
mdv,2017,5.34
mdv,2018,4.9
mdv,2019,28.31
mdv,2020,5.33
mex,1991,8.25
mex,1995,8.63
mex,1996,25.64
mex,1997,17.09
mex,1998,19.14
mex,1999,20.57
mex,2000,19.45
mex,2001,20.77
mex,2002,21.91
mex,2003,21.52
mex,2004,20.2
mex,2005,17.57
mex,2006,11.98
mex,2007,17.44
mex,2008,16.7
mex,2009,13.58
mex,2010,10.87
mex,2011,9.93
mex,2012,11
mex,2013,9.95
mex,2014,8.92
mex,2015,8.06
mex,2016,6.91
mex,2017,5.46
mex,2018,4.7
mkd,2001,15.03
mkd,2002,9.61
mkd,2004,9.69
mkd,2005,8.5
mkd,2006,8.04
mkd,2007,6.37
mkd,2008,6.23
mkd,2009,9.56
mkd,2010,7.89
mkd,2011,7.85
mkd,2012,7.82
mkd,2013,9.43
mkd,2014,7.22
mkd,2015,7.03
mkd,2016,7.03
mkd,2017,5.24
mkd,2018,5.2
mkd,2019,4.64
mkd,2020,3.71
mli,1995,3.62
mli,1996,12.84
mli,1997,12.84
mli,1998,12.84
mli,1999,8.49
mli,2001,10.7
mli,2002,11.07
mli,2003,10.39
mli,2004,10.54
mli,2005,10.12
mli,2006,10.53
mli,2007,10.27
mli,2008,10.27
mli,2009,9.78
mli,2010,9.78
mli,2011,9.78
mli,2012,9.63
mli,2013,9.63
mli,2014,9.63
mli,2015,10.74
mli,2016,10.74
mli,2017,14.12
mli,2018,14.17
mli,2019,14.57
mli,2020,14.05
mlt,1988,3.47
mlt,1989,3.32
mlt,1990,3.55
mlt,1991,3.89
mlt,1992,4.19
mlt,1993,4.15
mlt,1994,4.12
mlt,1995,9.96
mlt,1996,8.74
mlt,1997,7.35
mlt,1998,7.42
mlt,1999,7.39
mlt,2000,4.74
mlt,2001,5.34
mlt,2002,4.18
mlt,2003,4.66
mlt,2004,3.91
mlt,2005,3.58
mlt,2006,3.06
mlt,2007,3.02
mlt,2008,2.49
mlt,2009,3
mlt,2010,2.6
mlt,2011,2.44
mlt,2012,2.15
mlt,2013,2.4
mlt,2014,2.58
mlt,2015,2.61
mlt,2016,3.21
mlt,2017,3.05
mlt,2018,2.62
mlt,2019,2.72
mlt,2020,2.18
mmr,1996,3.55
mmr,1997,3.55
mmr,1998,3.55
mmr,1999,3.55
mmr,2000,3.55
mmr,2001,3.44
mmr,2002,3.44
mmr,2003,3.44
mmr,2004,3.44
mmr,2005,1.99
mmr,2006,1.99
mmr,2007,1.99
mmr,2008,1.99
mmr,2010,2.03
mmr,2011,2.03
mmr,2012,3.3
mmr,2013,3.22
mmr,2015,3.44
mmr,2019,7.95
mne,2007,8.45
mne,2008,13.44
mne,2009,15.4
mne,2010,15.89
mne,2011,12.62
mne,2012,13.64
mne,2013,11.46
mne,2014,10.59
mne,2015,11.32
mne,2016,11.05
mne,2017,12.01
mne,2018,12.37
mne,2019,12.29
mne,2020,10.24
mng,1999,0.3
mng,2000,5.42
mng,2001,7.31
mng,2002,7.24
mng,2003,5.3
mng,2004,5.25
mng,2005,5.1
mng,2006,5.09
mng,2007,5.41
mng,2008,5.41
mng,2009,5.41
mng,2010,5.25
mng,2011,5.26
mng,2013,5.24
mng,2015,4.02
mng,2017,7.95
mng,2018,7.46
mng,2019,7.78
mng,2020,7.81
moz,2001,10.29
moz,2002,6.96
moz,2003,7.47
moz,2005,7.71
moz,2006,7.22
moz,2007,8.26
moz,2008,6.1
moz,2009,6.16
moz,2010,6.16
moz,2011,6.16
moz,2012,6.16
moz,2014,6.47
moz,2016,6.63
moz,2018,7.55
moz,2020,7.55
mrt,2001,9.95
mrt,2006,9.26
mrt,2007,9.03
mrt,2008,9.58
mrt,2009,9.51
mrt,2010,9.19
mrt,2011,9.12
mrt,2014,8.86
mrt,2015,8.86
mrt,2018,9.8
mrt,2019,9.8
mrt,2020,10.4
mus,1995,27.57
mus,1996,19.27
mus,1997,20.21
mus,1998,15.88
mus,1999,19.88
mus,2000,10.8
mus,2001,10.44
mus,2002,9.88
mus,2004,9.3
mus,2005,6.63
mus,2006,2.08
mus,2007,2.21
mus,2008,2.22
mus,2009,0.38
mus,2010,0.35
mus,2011,0.37
mus,2012,0.34
mus,2013,0.32
mus,2014,0.37
mus,2015,0.45
mus,2016,0.57
mus,2017,1.08
mus,2018,0.99
mus,2019,2.09
mus,2020,1.81
mwi,1994,12.85
mwi,1996,18.05
mwi,1997,19.67
mwi,1998,9.35
mwi,2000,10.64
mwi,2001,11.24
mwi,2003,11.2
mwi,2006,47.14
mwi,2008,8.77
mwi,2009,9.26
mwi,2010,9.92
mwi,2011,9.3
mwi,2012,8.88
mwi,2013,8.9
mwi,2014,9.52
mwi,2015,9.52
mwi,2016,9.77
mwi,2019,15.22
mwi,2020,15.23
mys,1988,13.38
mys,1991,12
mys,1993,10.31
mys,1996,6.51
mys,1997,10.2
mys,1998,6.99
mys,1999,7.29
mys,2000,6.28
mys,2001,7.61
mys,2002,2.43
mys,2003,6.62
mys,2004,7.55
mys,2005,2.24
mys,2006,4.17
mys,2007,5.66
mys,2008,5.48
mys,2009,6.21
mys,2010,5.2
mys,2011,3.85
mys,2012,4.04
mys,2013,4.62
mys,2014,2.01
mys,2016,3.52
mys,2020,3.04
nam,2001,8.48
nam,2002,8.22
nam,2004,9.98
nam,2005,11
nam,2006,10.96
nam,2007,7.67
nam,2008,8.03
nam,2009,9.04
nam,2010,8.34
nam,2011,7.8
nam,2012,6.62
nam,2013,6.13
nam,2014,5.6
nam,2015,7.81
nam,2016,7.09
nam,2017,6.66
nam,2018,5.07
nam,2019,14.32
nam,2020,4.43
ner,2001,13.87
ner,2002,12.95
ner,2003,12.94
ner,2004,11.88
ner,2005,11.97
ner,2006,11.7
ner,2007,11.82
ner,2008,11.82
ner,2009,11.82
ner,2010,11.46
ner,2011,10.91
ner,2012,12.48
ner,2013,12.93
ner,2014,12.7
ner,2015,14.08
ner,2016,14.44
ner,2017,16.07
ner,2018,18.82
ner,2019,19.74
ner,2020,14.44
nga,1988,32.33
nga,1989,32.52
nga,1990,32.6
nga,1992,32.43
nga,1995,185.55
nga,1996,17.92
nga,1997,17.94
nga,1998,17.94
nga,1999,22.03
nga,2000,25.22
nga,2001,28.34
nga,2002,26.69
nga,2003,26.21
nga,2005,13.07
nga,2006,13.04
nga,2008,9.79
nga,2009,9.7
nga,2010,9.6
nga,2011,10.2
nga,2013,9.9
nga,2014,11.78
nga,2015,8.59
nga,2016,8.48
nga,2020,11.83
nic,1995,9.8
nic,1996,11.02
nic,1997,8.67
nic,1998,7.87
nic,1999,14.53
nic,2000,6.08
nic,2001,7.58
nic,2002,6.92
nic,2003,6.34
nic,2004,6.44
nic,2005,5.39
nic,2006,4.84
nic,2007,6.18
nic,2008,6.22
nic,2009,6.62
nic,2010,6.24
nic,2011,6.04
nic,2012,6.1
nic,2013,6.3
nic,2014,6.75
nic,2015,7.69
nic,2016,8.06
nic,2017,8.93
nic,2018,8.25
nic,2019,7.89
nic,2020,8.82
nld,1988,3.47
nld,1989,3.32
nld,1990,3.55
nld,1991,3.89
nld,1992,4.19
nld,1993,4.15
nld,1994,4.12
nld,1995,9.96
nld,1996,8.74
nld,1997,7.35
nld,1998,7.42
nld,1999,7.39
nld,2000,4.74
nld,2001,5.34
nld,2002,4.18
nld,2003,4.66
nld,2004,3.91
nld,2005,3.58
nld,2006,3.06
nld,2007,3.02
nld,2008,2.49
nld,2009,3
nld,2010,2.6
nld,2011,2.44
nld,2012,2.15
nld,2013,2.4
nld,2014,2.58
nld,2015,2.61
nld,2016,3.21
nld,2017,3.05
nld,2018,2.62
nld,2019,2.72
nld,2020,2.18
nor,1988,1.67
nor,1993,1.91
nor,1995,11.08
nor,1996,10.14
nor,1997,11.35
nor,1998,16.75
nor,1999,12.37
nor,2000,14.78
nor,2001,16.59
nor,2002,13.5
nor,2003,12.58
nor,2004,13.96
nor,2005,14.58
nor,2006,12.47
nor,2007,12.43
nor,2008,12.56
nor,2009,12.97
nor,2010,14.38
nor,2011,15.27
nor,2012,17.46
nor,2013,18.62
nor,2014,19.39
nor,2015,19.3
nor,2016,19.42
nor,2017,18.84
nor,2018,16.19
nor,2019,22.56
nor,2020,16.32
npl,1993,9.25
npl,1998,17.09
npl,1999,12
npl,2000,13.83
npl,2002,8.96
npl,2003,9.39
npl,2004,9.51
npl,2005,9.39
npl,2006,11.65
npl,2007,11.7
npl,2008,917.75
npl,2009,11.3
npl,2010,11.3
npl,2011,11.29
npl,2012,11.17
npl,2013,14.25
npl,2014,8.49
npl,2015,11.93
npl,2016,12.89
npl,2018,12.2
npl,2019,14.06
npl,2020,12.49
nru,2016,12.48
nru,2017,11.22
nru,2018,10.55
nru,2019,19.71
nru,2020,16.67
nzl,1992,7.66
nzl,1993,9.86
nzl,1996,3.08
nzl,1997,2.96
nzl,1998,2.52
nzl,1999,2.18
nzl,2000,1.43
nzl,2001,5.36
nzl,2002,5.36
nzl,2003,5.92
nzl,2004,5.59
nzl,2005,7.48
nzl,2006,7.85
nzl,2007,1.34
nzl,2008,1
nzl,2009,1.27
nzl,2010,14.15
nzl,2011,0.98
nzl,2012,1.1
nzl,2013,1.11
nzl,2014,1.12
nzl,2015,1.35
nzl,2016,1.49
nzl,2017,1.46
nzl,2019,1.38
nzl,2020,1.64
omn,1992,14.15
omn,1997,3.6
omn,2001,31.95
omn,2002,31.61
omn,2003,5.12
omn,2004,4.05
omn,2005,5.06
omn,2006,4.98
omn,2007,4.81
omn,2008,4.82
omn,2009,4.84
omn,2012,4.31
omn,2013,4.58
omn,2014,4.58
omn,2015,4.83
omn,2016,4.91
