geo,time,eg_elc_loss_zs
bel,1978,5.08317
bel,1979,5.20181
bel,1980,5.19297
bel,1981,5.26263
bel,1982,5.35436
bel,1983,5.16301
bel,1984,5.35668
bel,1985,5.38403
bel,1986,5.31924
bel,1987,5.2016
bel,1988,5.03401
bel,1989,4.97181
bel,1990,5.12718
bel,1991,4.92372
bel,1992,4.95309
bel,1993,5.24205
bel,1994,5.00414
bel,1995,4.99619
bel,1996,5.10261
bel,1997,4.7405
bel,1998,4.67743
bel,1999,4.94926
bel,2000,4.57758
bel,2001,4.94289
bel,2002,4.6603
bel,2003,4.49612
bel,2004,4.79651
bel,2005,4.84897
bel,2006,4.95447
bel,2007,4.64309
bel,2008,5.09912
bel,2009,4.52642
bel,2010,4.56449
bel,2011,4.66668
bel,2012,5.0612
bel,2013,4.87561
bel,2014,5.42502
ben,1973,11.11111
ben,1974,33.33333
ben,1975,25
ben,1976,25
ben,1984,45.90164
ben,1994,73.07692
ben,1996,85.10638
ben,1997,71.18644
ben,1998,55.6962
ben,1999,73.61111
ben,2000,70.2381
ben,2006,81.81818
ben,2007,56.81818
ben,2008,61.13537
bgd,1971,31.06796
bgd,1972,31.06796
bgd,1973,25.78348
bgd,1974,23.95094
bgd,1975,25.56853
bgd,1976,28.71679
bgd,1977,29.31748
bgd,1978,25.59712
bgd,1979,30.84929
bgd,1980,35.31662
bgd,1981,29.86476
bgd,1982,28.59025
bgd,1983,26.09962
bgd,1984,27.71054
bgd,1985,32.84011
bgd,1986,26.35417
bgd,1987,32.53982
bgd,1988,36.18713
bgd,1989,28.40478
bgd,1990,33.57475
bgd,1991,35.62273
bgd,1992,26.65842
bgd,1993,19.46557
bgd,1994,18.10098
bgd,1995,16.6204
bgd,1996,15.98396
bgd,1997,15.13746
bgd,1998,15.41686
bgd,1999,15.82007
bgd,2000,15.3256
bgd,2001,13.8742
bgd,2002,12.70828
bgd,2003,11.5209
bgd,2004,8.25669
bgd,2005,7.43374
bgd,2006,6.02079
bgd,2007,5.16691
bgd,2008,12.48173
bgd,2009,11.2731
bgd,2010,10.5418
bgd,2011,10.19183
bgd,2012,11.85495
bgd,2013,13.16077
bgd,2014,11.4012
bgr,1971,7.91302
bgr,1972,8.43698
bgr,1973,9.47805
bgr,1974,9.66851
bgr,1975,9.45833
bgr,1976,9.96865
bgr,1977,9.37395
bgr,1978,9.99619
bgr,1979,8.73702
bgr,1980,9.91532
bgr,1981,9.99405
bgr,1982,9.60973
bgr,1983,9.48696
bgr,1984,9.62795
bgr,1985,9.64643
bgr,1986,9.97131
bgr,1987,10.15113
bgr,1988,10.64836
bgr,1989,10.51029
bgr,1990,10.54318
bgr,1991,13.06593
bgr,1992,18.00899
bgr,1993,15.38806
bgr,1994,15.10765
bgr,1995,14.90823
bgr,1996,13.77704
bgr,1997,14.67117
bgr,1998,13.48745
bgr,1999,17.42024
bgr,2000,15.47508
bgr,2001,14.09243
bgr,2002,14.65769
bgr,2003,14.23644
bgr,2004,12.2918
bgr,2005,11.10479
bgr,2006,10.78414
bgr,2007,10.92764
bgr,2008,10.47237
bgr,2009,10.64628
bgr,2010,9.73553
bgr,2011,8.78796
bgr,2012,9.08349
bgr,2013,9.04363
bgr,2014,8.55158
bhr,1971,0
bhr,1972,0
bhr,1973,0
bhr,1974,0
bhr,1975,0
bhr,1976,0
bhr,1977,0
bhr,1978,0
bhr,1979,0
bhr,1980,0
bhr,1981,0
bhr,1982,0
bhr,1983,0
bhr,1984,1.4857
bhr,1985,3.01974
bhr,1986,0.07007
bhr,1987,4.18058
bhr,1988,2.82801
bhr,1989,2.64091
bhr,1990,3.02917
bhr,1991,2.12076
bhr,1992,1.98541
bhr,1993,1.70238
bhr,1994,1.43633
bhr,1995,0.53228
bhr,1996,2.58275
bhr,1997,0.67242
bhr,1998,3.4069
bhr,1999,2.90466
bhr,2000,4.01905
bhr,2001,3.94035
bhr,2002,3.55879
bhr,2003,1.92969
bhr,2004,2.4582
bhr,2005,2.12151
bhr,2006,2.04828
bhr,2007,1.87785
bhr,2008,8.49106
bhr,2009,9.03329
bhr,2010,6.77468
bhr,2011,6.42206
bhr,2012,5.71948
bhr,2013,5.213
bhr,2014,3.93718
bih,1990,10.38819
bih,1991,15.32826
bih,1992,16.55172
bih,1993,19.92786
bih,1994,19.03864
bih,1995,19.15474
bih,1996,21.32153
bih,1997,20.54763
bih,1998,16.76765
bih,1999,15.53083
bih,2000,16.77054
bih,2001,16.74187
bih,2002,16.74548
bih,2003,17.13119
bih,2004,16.05123
bih,2005,17.6718
bih,2006,16.69547
bih,2007,18.82213
bih,2008,13.26317
bih,2009,11.96707
bih,2010,9.35529
bih,2011,10.13743
bih,2012,10.62349
bih,2013,8.29752
bih,2014,8.18069
blr,1990,10.92445
blr,1991,10.37563
blr,1992,10.9722
blr,1993,12.12802
blr,1994,12.22091
blr,1995,14.59186
blr,1996,15.83361
blr,1997,14.58725
blr,1998,16.15444
blr,1999,13.36929
blr,2000,13.06463
blr,2001,13.78526
blr,2002,12.87799
blr,2003,12.95677
blr,2004,11.46427
blr,2005,11.73735
blr,2006,12.07444
blr,2007,11.70002
blr,2008,10.5969
blr,2009,11.47946
blr,2010,10.8153
blr,2011,10.59627
blr,2012,11.0588
blr,2013,10.60717
blr,2014,9.17518
bol,1971,26.92308
bol,1972,28.06708
bol,1973,28.94962
bol,1974,30.16496
bol,1975,29.62138
bol,1976,28.89972
bol,1977,28.86792
bol,1978,29.3434
bol,1979,28.86937
bol,1980,12.66214
bol,1981,15.87125
bol,1982,9.35294
bol,1983,14.17188
bol,1984,15.2439
bol,1985,14.75225
bol,1986,19.31447
bol,1987,18.11752
bol,1988,16.94915
bol,1989,17.70038
bol,1990,21.33276
bol,1991,13.97188
bol,1992,14.3864
bol,1993,14.25877
bol,1994,12.57082
bol,1995,11.56012
bol,1996,11.45769
bol,1997,11.60714
bol,1998,11.96765
bol,1999,11.41458
bol,2000,10.18041
bol,2001,10.40201
bol,2002,10.37285
bol,2003,10.31856
bol,2004,10.34711
bol,2005,10.13072
bol,2006,10.13208
bol,2007,10.2023
bol,2008,11.79302
bol,2009,11.73011
bol,2010,11.55378
bol,2011,11.02493
bol,2012,11.34317
bol,2013,9.02666
bol,2014,9.19475
bra,1971,13.04626
bra,1972,12.76681
bra,1973,12.34898
bra,1974,11.70867
bra,1975,11.57788
bra,1976,12.00004
bra,1977,11.92928
bra,1978,12.03151
bra,1979,12.37951
bra,1980,11.81231
bra,1981,11.03969
bra,1982,11.92986
bra,1983,11.28411
bra,1984,10.7598
bra,1985,11.37483
bra,1986,12.54205
bra,1987,13.46524
bra,1988,13.48798
bra,1989,14.20304
bra,1990,14.22712
bra,1991,15.39144
bra,1992,14.59178
bra,1993,15.22208
bra,1994,16.15707
bra,1995,16.7445
bra,1996,17.2059
bra,1997,17.45589
bra,1998,16.82124
bra,1999,17.60418
bra,2000,17.65756
bra,2001,17.23794
bra,2002,16.74396
bra,2003,16.26809
bra,2004,16.74835
bra,2005,16.59417
bra,2006,16.82418
bra,2007,16.14096
bra,2008,16.64576
bra,2009,17.18695
bra,2010,16.62585
bra,2011,16.4594
bra,2012,17.07617
bra,2013,16.63381
bra,2014,15.7748
brn,1971,4.8
brn,1972,4.8
brn,1973,4.47154
brn,1974,4.4
brn,1975,4.4
brn,1976,4.4
brn,1977,4.4
brn,1978,4.4
brn,1979,4.4
brn,1980,4.37318
brn,1981,4.22833
brn,1982,4.2328
brn,1983,4.2522
brn,1984,4.26667
brn,1985,4.30809
brn,1986,4.3758
brn,1987,4.41459
brn,1988,4.4708
brn,1989,4.5053
brn,1990,4.52218
brn,1991,6.14657
brn,1992,6.18337
brn,1993,4.13437
brn,1994,2.88635
brn,1995,3.50966
brn,1996,2.02544
brn,1997,1.20482
brn,1998,1.15815
brn,1999,1.15037
brn,2000,1.14039
brn,2001,5.31214
brn,2002,5.33136
brn,2003,5.32748
brn,2004,5.33088
brn,2005,5.33088
brn,2006,5.33657
brn,2007,4.86009
brn,2008,4.79112
brn,2009,6.03544
brn,2010,9.70464
brn,2011,7.16779
brn,2012,6.18321
brn,2013,9.29123
brn,2014,6.41367
bwa,1981,0
bwa,1982,0
bwa,1983,0
bwa,1984,0
bwa,1985,0
bwa,1986,0
bwa,1987,0
bwa,1988,0
bwa,1989,0
bwa,1990,0
bwa,1991,0
bwa,1992,0
bwa,1993,0
bwa,1994,0
bwa,1995,0
bwa,1996,0
bwa,1997,0
bwa,1998,12.76596
bwa,1999,12.75465
bwa,2000,18.33333
bwa,2001,17.71479
bwa,2002,18.76091
bwa,2003,27.35125
bwa,2004,28.33676
bwa,2005,29.94297
bwa,2006,29.50153
bwa,2007,41.42512
bwa,2008,46.91535
bwa,2009,61.35266
bwa,2010,62.59398
bwa,2013,36.8364
bwa,2014,11.02464
can,1960,8.72842
can,1961,8.90325
can,1962,8.64843
can,1963,8.59275
can,1964,8.42545
can,1965,7.65406
can,1966,7.87441
can,1967,8.09802
can,1968,8.03643
can,1969,7.42693
can,1970,7.71078
can,1971,7.68867
can,1972,8.02634
can,1973,9.55343
can,1974,8.54629
can,1975,9.9289
can,1976,9.85112
can,1977,7.75621
can,1978,8.61137
can,1979,8.07162
can,1980,8.63619
can,1981,7.18998
can,1982,7.74728
can,1983,7.46831
can,1984,7.02478
can,1985,7.56513
can,1986,7.16661
can,1987,6.96486
can,1988,7.71255
can,1989,8.23333
can,1990,7.07616
can,1991,7.16948
can,1992,7.06044
can,1993,6.89172
can,1994,6.58643
can,1995,7.08154
can,1996,7.61717
can,1997,6.96234
can,1998,6.90841
can,1999,7.44717
can,2000,7.8057
can,2001,7.5223
can,2002,8.20966
can,2003,6.49911
can,2004,6.28808
can,2005,8.31185
can,2006,8.52692
can,2007,7.46535
can,2008,8.34655
can,2009,8.70933
can,2010,8.55949
can,2011,8.80058
can,2012,8.43853
can,2013,8.46696
can,2014,8.71177
che,1960,9.59903
che,1961,9.29784
che,1962,9.87579
che,1963,9.92323
che,1964,9.92179
che,1965,9.09704
che,1966,8.57516
che,1967,8.18158
che,1968,8.16054
che,1969,9.0035
che,1970,8.07741
che,1971,7.65851
che,1972,8.29386
che,1973,7.9447
che,1974,8.27718
che,1975,7.37104
che,1976,8.53192
che,1977,6.8686
che,1978,7.41065
che,1979,6.93281
che,1980,6.6383
che,1981,6.20056
che,1982,6.08479
che,1983,6.24006
che,1984,6.75613
che,1985,6.20127
che,1986,6.16367
che,1987,6.03963
che,1988,5.98378
che,1989,6.08011
che,1990,7.40471
che,1991,7.3184
che,1992,7.37241
che,1993,7.0654
che,1994,6.75023
che,1995,7.20023
che,1996,7.5892
che,1997,6.92509
che,1998,6.93856
che,1999,7.03916
che,2000,6.17779
che,2001,5.90504
che,2002,6.35454
che,2003,6.40673
che,2004,6.64527
che,2005,7.32146
che,2006,6.7481
che,2007,6.3547
che,2008,6.38314
che,2009,6.2769
che,2010,6.61903
che,2011,7.13491
che,2012,6.72292
che,2013,6.80588
che,2014,6.69881
chl,1971,11.22712
chl,1972,10.92456
chl,1973,11.28223
chl,1974,10.22911
chl,1975,11.33761
chl,1976,10.88714
chl,1977,11.33388
chl,1978,10.73359
chl,1979,11.4065
chl,1980,12.2713
chl,1981,11.12874
chl,1982,12.21464
chl,1983,14.4962
chl,1984,13.47707
chl,1985,13.73219
chl,1986,13.21215
chl,1987,14.74707
chl,1988,14.81525
chl,1989,11.37499
chl,1990,10.57588
chl,1991,11.16678
chl,1992,10.60681
chl,1993,11.9985
chl,1994,10.96254
chl,1995,10.4435
chl,1996,8.55758
chl,1997,8.10584
chl,1998,8.17539
chl,1999,5.78276
chl,2000,7.29328
chl,2001,7.35934
chl,2002,6.1803
chl,2003,6.08597
chl,2004,7.87768
chl,2005,8.65026
chl,2006,8.86479
chl,2007,8.4346
chl,2008,8.51032
chl,2009,10.54642
chl,2010,8.21888
chl,2011,7.13253
chl,2012,5.01642
chl,2013,6.69267
chl,2014,6.73504
chn,1971,8.0705
chn,1972,8.04269
chn,1973,8.01831
chn,1974,8.02538
chn,1975,8.00938
chn,1976,7.98217
chn,1977,8.00544
chn,1978,8.10908
chn,1979,8.10888
chn,1980,8.0797
chn,1981,8.24522
chn,1982,8.00476
chn,1983,7.81357
chn,1984,7.77975
chn,1985,7.40948
chn,1986,7.38772
chn,1987,7.26366
chn,1988,6.96062
chn,1989,7.06725
chn,1990,6.99537
chn,1991,7.19424
chn,1992,7.2407
chn,1993,7.38431
chn,1994,6.42147
chn,1995,7.38674
chn,1996,7.12295
chn,1997,7.02869
chn,1998,6.77456
chn,1999,6.95146
chn,2000,6.90923
chn,2001,6.97843
chn,2002,7.06496
chn,2003,6.59781
chn,2004,6.44701
chn,2005,6.82461
chn,2006,6.4859
chn,2007,6.28227
chn,2008,6.16604
chn,2009,6.07855
chn,2010,6.11893
chn,2011,5.74023
chn,2012,5.81006
chn,2013,5.77701
chn,2014,5.47127
civ,1971,12.07483
civ,1972,16.04046
civ,1973,15.95477
civ,1974,16.04215
civ,1975,16.00832
civ,1976,15.96413
civ,1977,16.00965
civ,1978,15.98303
civ,1979,15.9978
civ,1980,16.00915
civ,1981,15.99576
civ,1982,16.02465
civ,1983,16.00413
civ,1984,15.97594
civ,1985,15.97534
civ,1986,16.0129
civ,1987,16.01473
civ,1988,16.01039
civ,1989,15.99273
civ,1990,18.35603
civ,1991,19.20748
civ,1992,20.16216
civ,1993,16.6819
civ,1994,16.22194
civ,1995,16.18595
civ,1996,13.87354
civ,1997,11.83329
civ,1998,12.77971
civ,1999,14.67718
civ,2000,14.5625
civ,2001,13.46981
civ,2002,12.93918
civ,2003,13.58364
civ,2004,17.87659
civ,2005,19.92607
civ,2006,20.90186
civ,2007,22.58924
civ,2008,23.53448
civ,2009,23.24987
civ,2010,20.18441
civ,2011,22.38072
civ,2012,19.46978
civ,2013,21.96078
civ,2014,14.32537
cmr,1971,5.2093
cmr,1972,4.21525
cmr,1973,3.48837
cmr,1974,1.44346
cmr,1975,4.19118
cmr,1976,4.0724
cmr,1977,5.92308
cmr,1978,5.38519
cmr,1979,6.48882
cmr,1980,7.36407
cmr,1981,7.64798
cmr,1982,5.63315
cmr,1983,6.65434
cmr,1984,9.88267
cmr,1985,7.70176
cmr,1986,12.55044
cmr,1987,11.16427
cmr,1988,11.43729
cmr,1989,11.23014
cmr,1990,13.05154
cmr,1991,13.87454
cmr,1992,13.77421
cmr,1993,13.24153
cmr,1994,18.63971
cmr,1995,21.83124
cmr,1996,20.2344
cmr,1997,19.56522
cmr,1998,19.8548
cmr,1999,20.58649
cmr,2000,21.86782
cmr,2001,25.69896
cmr,2002,23.15152
cmr,2003,23.7785
cmr,2004,19.22141
cmr,2005,17.43257
cmr,2006,12.31884
cmr,2007,9.34579
cmr,2008,9.47016
cmr,2009,9.33771
cmr,2010,9.83217
cmr,2011,9.8632
cmr,2012,12.25397
cmr,2013,11.01633
cmr,2014,11.05332
cod,1971,5.13399
cod,1972,4.95217
cod,1973,4.9896
cod,1974,5.46763
cod,1975,6.05263
cod,1976,5.91977
cod,1977,6.03865
cod,1978,7.89216
cod,1979,9.00073
cod,1980,8.32396
cod,1981,12.69841
cod,1982,13.23667
cod,1983,12.90602
cod,1984,12.22337
cod,1985,11.54516
cod,1986,11.08028
cod,1987,11.24096
cod,1988,10.2003
cod,1989,10.55211
cod,1990,19.75221
cod,1991,13.72846
cod,1992,9.4846
cod,1993,3.62489
cod,1994,3.85919
cod,1995,3.35114
cod,1996,3.02832
cod,1997,3.72794
cod,1998,4.01861
cod,1999,3.76932
cod,2000,2.67469
cod,2001,2.43207
cod,2002,5.09836
cod,2003,2.92826
cod,2004,14.02689
cod,2005,10.97098
cod,2006,6.31049
cod,2007,5.1256
cod,2008,11.18029
cod,2009,5.13114
cod,2010,4.97154
cod,2011,7.10216
cod,2012,5.64898
cod,2013,5.65512
cod,2014,21.43665
cog,1971,4.54545
cog,1972,5.88235
cog,1973,6.25
cog,1974,5.05051
cog,1975,5.71429
cog,1976,6.14035
cog,1977,8.65385
cog,1978,24.24242
cog,1979,10
cog,1980,9.03226
cog,1981,31.01266
cog,1982,12.30769
cog,1983,41.02564
cog,1984,14.22925
cog,1985,49.65986
cog,1986,10
cog,1987,13.879
cog,1988,22.60274
cog,1989,17.75
cog,1990,19.67546
cog,1991,18.75
cog,1992,21.49533
cog,1993,31.21547
cog,1994,25.61728
cog,1995,31.07345
cog,1996,27.07424
cog,1997,26.71082
cog,1998,41.56977
cog,1999,82.88288
cog,2000,87.5
cog,2001,88.02395
cog,2006,86.75497
cog,2008,76.78959
cog,2009,70.3154
cog,2010,59.43878
cog,2011,51.89482
cog,2012,44.52941
cog,2013,44.52896
cog,2014,44.54023
col,1971,10.87784
col,1972,14.36307
col,1973,14.31152
col,1974,14.20507
col,1975,15.44351
col,1976,15.71574
col,1977,15.40277
col,1978,15.7922
col,1979,15.91686
col,1980,16.15475
col,1981,16.06103
col,1982,16.46831
col,1983,16.7518
col,1984,16.46636
col,1985,15.68569
col,1986,15.92593
col,1987,22.47198
col,1988,22.93408
col,1989,21.51558
col,1990,21.19262
col,1991,21.06515
col,1992,19.69099
col,1993,21.35429
col,1994,22.06767
col,1995,22.38271
col,1996,22.46898
col,1997,22.82928
col,1998,23.63187
col,1999,24.62986
col,2000,22.38609
col,2001,19.36835
col,2002,19.39745
col,2003,19.49034
col,2004,19.51769
col,2005,19.50653
col,2006,19.44574
col,2007,20.18688
col,2008,19.30351
col,2009,14.71067
col,2010,15.37594
col,2011,12.17933
col,2012,12.38089
col,2013,10.32422
col,2014,10.67878
cri,1971,0
cri,1972,0
cri,1973,0
cri,1974,0
cri,1975,0
cri,1976,0
cri,1977,0
cri,1978,0
cri,1979,0
cri,1980,0
cri,1981,0
cri,1982,0
cri,1983,0
cri,1984,0
cri,1985,0
cri,1986,0
cri,1987,0
cri,1988,0
cri,1989,8.24047
cri,1990,8.27566
cri,1991,7.55694
cri,1992,6.47394
cri,1993,7.00326
cri,1994,7.67508
cri,1995,7.51895
cri,1996,8.03832
cri,1997,7.4853
cri,1998,7.85147
cri,1999,7.67239
cri,2000,6.83625
cri,2001,7.4129
cri,2002,9.50166
cri,2003,7.11123
cri,2004,10.72428
cri,2005,10.83535
cri,2006,9.94596
cri,2007,10.03315
cri,2008,10.27021
cri,2009,10.59076
cri,2010,10.12209
cri,2011,10.78112
cri,2012,10.64478
cri,2013,10.58134
cri,2014,10.8251
cub,1971,10.63745
cub,1972,11.78592
cub,1973,12.0007
cub,1974,11.51354
cub,1975,10.71645
cub,1976,10.96595
cub,1977,9.77287
cub,1978,9.73597
cub,1979,10.18932
cub,1980,17.16889
cub,1981,9.85343
cub,1982,9.60983
cub,1983,9.16724
cub,1984,8.88455
cub,1985,16.9932
cub,1986,17.02338
cub,1987,17.41337
cub,1988,17.96177
cub,1989,18.30173
cub,1990,14.49015
cub,1991,15.4903
cub,1992,15.83463
cub,1993,17.60589
cub,1994,18.61262
cub,1995,19.65647
cub,1996,19.46207
cub,1997,19.18564
cub,1998,18.4337
cub,1999,17.3544
cub,2000,15.77302
cub,2001,15.50428
cub,2002,15.45321
cub,2003,15.23719
cub,2004,15.42152
cub,2005,15.21314
cub,2006,16.08477
cub,2007,16.85202
cub,2008,15.88325
cub,2009,15.5013
cub,2010,15.91079
cub,2011,15.69257
cub,2012,15.74778
cub,2013,15.37618
cub,2014,15.28968
cyp,1971,7.5188
cyp,1972,6.9281
cyp,1973,6.74699
cyp,1974,8.09328
cyp,1975,6.56425
cyp,1976,5.90452
cyp,1977,5.81395
cyp,1978,5.87595
cyp,1979,5.42477
cyp,1980,6.18956
cyp,1981,6.60377
cyp,1982,7.08042
cyp,1983,5.89681
cyp,1984,6
cyp,1985,5.76194
cyp,1986,6.25439
cyp,1987,5.996
cyp,1988,6.49666
cyp,1989,5.8438
cyp,1990,5.6231
cyp,1991,6.45161
cyp,1992,6.50206
cyp,1993,5.01931
cyp,1994,4.65549
cyp,1995,4.60553
cyp,1996,5.711
cyp,1997,6.34164
cyp,1998,5.88432
cyp,1999,6.24403
cyp,2000,5.57864
