geo,time,sl_emp_self_ma_zs
dza,2004,34.59
dza,2005,33.97
dza,2006,33.79
dza,2007,33.62
dza,2008,33.68
dza,2009,33.9
dza,2010,34.09
dza,2011,34.41
dza,2012,33.24
dza,2013,32.06
dza,2014,32.26
dza,2015,32.48
dza,2016,32.69
dza,2017,32.93
dza,2018,33.21
dza,2019,33.57
ecu,1991,39.23
ecu,1992,42.67
ecu,1993,41.3
ecu,1994,40.87
ecu,1995,40.65
ecu,1996,42.25
ecu,1997,41.03
ecu,1998,40.54
ecu,1999,41.82
ecu,2000,42.46
ecu,2001,43.27
ecu,2002,41.93
ecu,2003,40.84
ecu,2004,43.53
ecu,2005,42.69
ecu,2006,41.39
ecu,2007,40.54
ecu,2008,40.05
ecu,2009,41.14
ecu,2010,41.15
ecu,2011,42.36
ecu,2012,42.34
ecu,2013,40.46
ecu,2014,38.06
ecu,2015,39.23
ecu,2016,42.54
ecu,2017,42.98
ecu,2018,43.82
ecu,2019,45.17
egy,1991,42.89
egy,1992,42.81
egy,1993,42.65
egy,1994,41.78
egy,1995,41.87
egy,1996,40.43
egy,1997,38.99
egy,1998,40.44
egy,1999,39.64
egy,2000,39.42
egy,2001,39.27
egy,2002,41.46
egy,2003,41.78
egy,2004,41.79
egy,2005,37.86
egy,2006,36.3
egy,2007,38.59
egy,2008,37.67
egy,2009,36.84
egy,2010,35.31
egy,2011,36.77
egy,2012,35.97
egy,2013,36.52
egy,2014,36.64
egy,2015,34.6
egy,2016,29.15
egy,2017,30.58
egy,2018,30.33
egy,2019,30.18
eri,1991,91.33
eri,1992,91.25
eri,1993,90.63
eri,1994,90.37
eri,1995,89.65
eri,1996,89.01
eri,1997,88.59
eri,1998,87.89
eri,1999,87.27
eri,2000,87.24
eri,2001,87.48
eri,2002,87.09
eri,2003,87.29
eri,2004,87.67
eri,2005,87.52
eri,2006,88.27
eri,2007,88.02
eri,2008,87.09
eri,2009,87.87
eri,2010,87.02
eri,2011,86.8
eri,2012,87.1
eri,2013,87.35
eri,2014,86.89
eri,2015,87.21
eri,2016,86.94
eri,2017,86.89
eri,2018,86.5
eri,2019,86.2
esp,1991,25.44
esp,1992,25.81
esp,1993,26.52
esp,1994,26.97
esp,1995,26.11
esp,1996,26.07
esp,1997,25.24
esp,1998,24.28
esp,1999,23.36
esp,2000,22.03
esp,2001,21.91
esp,2002,21.13
esp,2003,20.46
esp,2004,20.59
esp,2005,20.54
esp,2006,20.52
esp,2007,20.46
esp,2008,20.81
esp,2009,20.11
esp,2010,20.18
esp,2011,19.81
esp,2012,21.12
esp,2013,21.88
esp,2014,21.46
esp,2015,20.98
esp,2016,20.45
esp,2017,20.06
esp,2018,19.41
esp,2019,18.96
est,1991,9.96
est,1992,10.13
est,1993,10.22
est,1994,10.33
est,1995,10.38
est,1996,10.62
est,1997,10.59
est,1998,11.26
est,1999,11.12
est,2000,9.86
est,2001,9.78
est,2002,8.91
est,2003,11.27
est,2004,13.35
est,2005,10.97
est,2006,11.44
est,2007,12.68
est,2008,10.73
est,2009,11.54
est,2010,11.66
est,2011,12.12
est,2012,12.47
est,2013,12.26
est,2014,12.34
est,2015,12.05
est,2016,12.2
est,2017,13.69
est,2018,14.34
est,2019,14.61
eth,1991,90.02
eth,1992,90.25
eth,1993,90.06
eth,1994,89.94
eth,1995,89.81
eth,1996,89.61
eth,1997,89.49
eth,1998,89.28
eth,1999,88.91
eth,2000,89
eth,2001,89.14
eth,2002,89.22
eth,2003,89.52
eth,2004,89.45
eth,2005,89.54
eth,2006,89.17
eth,2007,88.79
eth,2008,88.44
eth,2009,88.06
eth,2010,87.47
eth,2011,86.89
eth,2012,86.46
eth,2013,85.92
eth,2014,85.19
eth,2015,84.48
eth,2016,83.61
eth,2017,82.97
eth,2018,82.46
eth,2019,82.03
fin,1991,19.97
fin,1992,20.97
fin,1993,21.06
fin,1994,20.9
fin,1995,20.31
fin,1996,21.59
fin,1997,20.78
fin,1998,19.74
fin,1999,17.56
fin,2000,17.69
fin,2001,16.68
fin,2002,16.45
fin,2003,16.48
fin,2004,16.29
fin,2005,16.52
fin,2006,16.96
fin,2007,16.61
fin,2008,16.71
fin,2009,17.99
fin,2010,17.56
fin,2011,17.63
fin,2012,18.01
fin,2013,17.82
fin,2014,18.43
fin,2015,18.73
fin,2016,18.36
fin,2017,17.01
fin,2018,16.89
fin,2019,17
fji,1991,39.61
fji,1992,39.37
fji,1993,39.35
fji,1994,39.14
fji,1995,39.06
fji,1996,38.75
fji,1997,39.16
fji,1998,39.29
fji,1999,38.48
fji,2000,38.87
fji,2001,38.82
fji,2002,38.56
fji,2003,38.64
fji,2004,38.13
fji,2005,38.32
fji,2006,38.89
fji,2007,40.06
fji,2008,41.05
fji,2009,42.48
fji,2010,43.18
fji,2011,44.22
fji,2012,44.35
fji,2013,43.7
fji,2014,42.82
fji,2015,41.97
fji,2016,41.47
fji,2017,40.52
fji,2018,39.87
fji,2019,39.69
fra,1991,17.31
fra,1992,17.19
fra,1993,16.42
fra,1994,16.51
fra,1995,15.92
fra,1996,15.72
fra,1997,15.47
fra,1998,15.08
fra,1999,14.79
fra,2000,13.94
fra,2001,13.3
fra,2002,13.31
fra,2003,14.35
fra,2004,13.8
fra,2005,13.86
fra,2006,14.48
fra,2007,14.16
fra,2008,13.41
fra,2009,14.21
fra,2010,14.98
fra,2011,15.09
fra,2012,14.87
fra,2013,14.52
fra,2014,14.78
fra,2015,14.66
fra,2016,14.9
fra,2017,14.44
fra,2018,14.7
fra,2019,15.28
gab,1991,39.24
gab,1992,39.56
gab,1993,38.89
gab,1994,37.74
gab,1995,36.32
gab,1996,35.33
gab,1997,33.84
gab,1998,31.91
gab,1999,33.25
gab,2000,34.04
gab,2001,32.91
gab,2002,32.63
gab,2003,32.12
gab,2004,32.16
gab,2005,32.28
gab,2006,32.32
gab,2007,31.27
gab,2008,31.98
gab,2009,30.65
gab,2010,30.39
gab,2011,30.63
gab,2012,30.18
gab,2013,29.78
gab,2014,29.39
gab,2015,29.06
gab,2016,29.13
gab,2017,29.85
gab,2018,30.84
gab,2019,31.25
gbr,1991,17.85
gbr,1992,17.5
gbr,1993,17.37
gbr,1994,17.93
gbr,1995,18.1
gbr,1996,17.43
gbr,1997,17.18
gbr,1998,16.37
gbr,1999,16.79
gbr,2000,16
gbr,2001,16.21
gbr,2002,16.45
gbr,2003,17.01
gbr,2004,17.53
gbr,2005,17.41
gbr,2006,17.58
gbr,2007,17.75
gbr,2008,17.75
gbr,2009,18.01
gbr,2010,18.32
gbr,2011,18.47
gbr,2012,18.91
gbr,2013,18.77
gbr,2014,19.38
gbr,2015,18.99
gbr,2016,19.44
gbr,2017,19.22
gbr,2018,18.79
gbr,2019,19.49
geo,1991,40.01
geo,1992,42.3
geo,1993,44.7
geo,1994,47.52
geo,1995,49.95
geo,1996,51.82
geo,1997,53.59
geo,1998,55.68
geo,1999,55.73
geo,2000,60.96
geo,2001,63.88
geo,2002,64.65
geo,2003,66.14
geo,2004,67
geo,2005,65.51
geo,2006,64.87
geo,2007,62.55
geo,2008,60.29
geo,2009,60.21
geo,2010,59.48
geo,2011,57.92
geo,2012,55.74
geo,2013,57.62
geo,2014,55.67
geo,2015,53.74
geo,2016,54.81
geo,2017,51.84
geo,2018,50.78
geo,2019,52.55
gha,1991,85.7
gha,1992,85.53
gha,1993,84.73
gha,1994,84.62
gha,1995,84.51
gha,1996,84.32
gha,1997,83.9
gha,1998,83.6
gha,1999,83.19
gha,2000,82.76
gha,2001,82.36
gha,2002,81.85
gha,2003,81.32
gha,2004,80.77
gha,2005,80
gha,2006,79.02
gha,2007,78.55
gha,2008,77.79
gha,2009,77.42
gha,2010,76.23
gha,2011,72.93
gha,2012,71.04
gha,2013,69.79
gha,2014,68.59
gha,2015,68.45
gha,2016,68.52
gha,2017,67.05
gha,2018,65.83
gha,2019,64.71
gin,1991,88.56
gin,1992,88.85
gin,1993,88.59
gin,1994,88.83
gin,1995,88.85
gin,1996,88.66
gin,1997,88.47
gin,1998,88.59
gin,1999,88.12
gin,2000,87.97
gin,2001,88.12
gin,2002,87.57
gin,2003,87.55
gin,2004,87.71
gin,2005,87.39
gin,2006,87.37
gin,2007,87.64
gin,2008,87.14
gin,2009,87.31
gin,2010,87.13
gin,2011,86.84
gin,2012,86.73
gin,2013,86.86
gin,2014,86.78
gin,2015,87.26
gin,2016,86.03
gin,2017,85.13
gin,2018,85.33
gin,2019,85.06
gmb,1991,73.18
gmb,1992,73.03
gmb,1993,72.83
gmb,1994,72.75
gmb,1995,72.52
gmb,1996,71.53
gmb,1997,71.86
gmb,1998,71.41
gmb,1999,70.9
gmb,2000,70.34
gmb,2001,69.63
gmb,2002,69.51
gmb,2003,69.11
gmb,2004,68.64
gmb,2005,68.61
gmb,2006,68.39
gmb,2007,68.24
gmb,2008,67.88
gmb,2009,67.61
gmb,2010,67.21
gmb,2011,67.31
gmb,2012,66.99
gmb,2013,66.8
gmb,2014,66.48
gmb,2015,65.35
gmb,2016,64.65
gmb,2017,64.93
gmb,2018,64.88
gmb,2019,64.26
gnb,1991,85.46
gnb,1992,85.84
gnb,1993,85.86
gnb,1994,85.63
gnb,1995,85.49
gnb,1996,85.31
gnb,1997,84.48
gnb,1998,84.66
gnb,1999,84.66
gnb,2000,84.4
gnb,2001,84.55
gnb,2002,84.27
gnb,2003,83.88
gnb,2004,84.18
gnb,2005,84.16
gnb,2006,84.29
gnb,2007,84.25
gnb,2008,84.09
gnb,2009,83.94
gnb,2010,83.69
gnb,2011,83.5
gnb,2012,83.18
gnb,2013,83.03
gnb,2014,82.38
gnb,2015,82.57
gnb,2016,82.32
gnb,2017,82.02
gnb,2018,81.75
gnb,2019,81.31
gnq,1991,98.93
gnq,1992,98.84
gnq,1993,98.73
gnq,1994,98.59
gnq,1995,98.44
gnq,1996,97.78
gnq,1997,96.61
gnq,1998,95.8
gnq,1999,94.79
gnq,2000,93.57
gnq,2001,90.81
gnq,2002,88.6
gnq,2003,86.29
gnq,2004,81.5
gnq,2005,77.41
gnq,2006,74.73
gnq,2007,72.13
gnq,2008,68.12
gnq,2009,70.03
gnq,2010,71.67
gnq,2011,70.35
gnq,2012,69.83
gnq,2013,73.01
gnq,2014,74.85
gnq,2015,79.74
gnq,2016,83.28
gnq,2017,84.38
gnq,2018,85.86
gnq,2019,88.41
grc,1991,47.47
grc,1992,48.02
grc,1993,47.53
grc,1994,47.41
grc,1995,47.2
grc,1996,46.66
grc,1997,46.6
grc,1998,44.77
grc,1999,43.72
grc,2000,43.63
grc,2001,41.78
grc,2002,41.02
grc,2003,40.65
grc,2004,38.98
grc,2005,38.59
grc,2006,38.82
grc,2007,38.31
grc,2008,37.82
grc,2009,38.44
grc,2010,38.72
grc,2011,39.51
grc,2012,40.29
grc,2013,40.51
grc,2014,39.9
grc,2015,38.81
grc,2016,37.39
grc,2017,37.52
grc,2018,37.03
grc,2019,35.71
gtm,1991,44.51
gtm,1992,44.5
gtm,1993,44.49
gtm,1994,44.46
gtm,1995,44.37
gtm,1996,44.4
gtm,1997,44.3
gtm,1998,44.23
gtm,1999,45.02
gtm,2000,45.98
gtm,2001,46.8
gtm,2002,47.43
gtm,2003,48.27
gtm,2004,48.21
gtm,2005,45.79
gtm,2006,43.3
gtm,2007,42.8
gtm,2008,42.41
gtm,2009,42.21
gtm,2010,41.94
gtm,2011,41.28
gtm,2012,40.83
gtm,2013,40.18
gtm,2014,36.83
gtm,2015,35.44
gtm,2016,32.71
gtm,2017,35.92
gtm,2018,35.14
gtm,2019,34.44
gum,1991,11.63
gum,1992,11.63
gum,1993,11.63
gum,1994,11.6
gum,1995,11.56
gum,1996,11.52
gum,1997,11.45
gum,1998,11.4
gum,1999,11.34
gum,2000,11.22
gum,2001,11.16
gum,2002,11.11
gum,2003,11.09
gum,2004,10.93
gum,2005,10.78
gum,2006,10.84
gum,2007,10.85
gum,2008,10.83
gum,2009,10.86
gum,2010,10.82
gum,2011,10.83
gum,2012,10.79
gum,2013,10.75
gum,2014,10.69
gum,2015,10.66
gum,2016,10.63
gum,2017,10.62
gum,2018,10.62
gum,2019,10.58
guy,1991,34.38
guy,1992,34.28
guy,1993,34.11
guy,1994,33.88
guy,1995,33.74
guy,1996,33.42
guy,1997,33.08
guy,1998,33.28
guy,1999,33.22
guy,2000,33.71
guy,2001,33.85
guy,2002,34.12
guy,2003,34.68
guy,2004,35.03
guy,2005,35.84
guy,2006,35.65
guy,2007,35.39
guy,2008,35.57
guy,2009,35.58
guy,2010,35.5
guy,2011,35.31
guy,2012,34.89
guy,2013,34.58
guy,2014,34.32
guy,2015,34.18
guy,2016,34.16
guy,2017,34.32
guy,2018,34.49
guy,2019,34.77
hkg,1991,15.14
hkg,1992,15
hkg,1993,14.96
hkg,1994,14.25
hkg,1995,14.3
hkg,1996,14.53
hkg,1997,13.88
hkg,1998,14.11
hkg,1999,14.66
hkg,2000,14.49
hkg,2001,16.56
hkg,2002,17.93
hkg,2003,17.4
hkg,2004,16.92
hkg,2005,16.8
hkg,2006,16.97
hkg,2007,15.75
hkg,2008,15.51
hkg,2009,15.61
hkg,2010,14.01
hkg,2011,14.08
hkg,2012,14.41
hkg,2013,14.38
hkg,2014,12.81
hkg,2015,12.44
hkg,2016,11.99
hkg,2017,11.83
hkg,2018,11.68
hkg,2019,11.61
hnd,1991,51.99
hnd,1992,52.04
hnd,1993,51.97
hnd,1994,52.02
hnd,1995,51.94
hnd,1996,51.96
hnd,1997,51.87
hnd,1998,51.83
hnd,1999,51.97
hnd,2000,51.74
hnd,2001,51.71
hnd,2002,51.63
hnd,2003,51.48
hnd,2004,51.18
hnd,2005,50.81
hnd,2006,51.35
hnd,2007,49.88
hnd,2008,49.57
hnd,2009,50.02
hnd,2010,53.85
hnd,2011,52.3
hnd,2012,56.58
hnd,2013,53.8
hnd,2014,47.8
hnd,2015,48.68
hnd,2016,44.99
hnd,2017,49.03
hnd,2018,47.23
hnd,2019,47.48
hrv,1991,28.91
hrv,1992,29.49
hrv,1993,30.08
hrv,1994,29.79
hrv,1995,29.4
hrv,1996,29.07
hrv,1997,26.57
hrv,1998,25.73
hrv,1999,25.98
hrv,2000,25.27
hrv,2001,26.86
hrv,2002,26.04
hrv,2003,25.67
hrv,2004,24.91
hrv,2005,25.36
hrv,2006,24.4
hrv,2007,22.14
hrv,2008,22.21
hrv,2009,22.35
hrv,2010,22.36
hrv,2011,22.43
hrv,2012,21.13
hrv,2013,20.33
hrv,2014,18.38
hrv,2015,18.53
hrv,2016,16.76
hrv,2017,14.4
hrv,2018,13.86
hrv,2019,15.07
hti,1991,67.11
hti,1992,67.43
hti,1993,67.65
hti,1994,68.25
hti,1995,67.65
hti,1996,67.22
hti,1997,67.25
hti,1998,66.99
hti,1999,66.89
hti,2000,66.98
hti,2001,67.17
hti,2002,67.27
hti,2003,67.12
hti,2004,67.66
hti,2005,67.32
hti,2006,67.26
hti,2007,66.94
hti,2008,67.03
hti,2009,66.79
hti,2010,68.12
hti,2011,67.4
hti,2012,67.29
hti,2013,66.86
hti,2014,66.59
hti,2015,66.54
hti,2016,66.59
hti,2017,66.59
hti,2018,66.52
hti,2019,66.66
hun,1991,23.81
hun,1992,24.02
hun,1993,21.9
hun,1994,21.85
hun,1995,21.86
hun,1996,21.91
hun,1997,21.37
hun,1998,19.56
hun,1999,19.33
hun,2000,19.09
hun,2001,18.2
hun,2002,16.85
hun,2003,16.73
hun,2004,17.87
hun,2005,16.95
hun,2006,15.73
hun,2007,15.15
hun,2008,15.26
hun,2009,15.53
hun,2010,15.25
hun,2011,15.23
hun,2012,14.35
hun,2013,13.86
hun,2014,13.62
hun,2015,13.26
hun,2016,12.88
hun,2017,12.06
hun,2018,12.31
hun,2019,12.9
idn,1991,66.44
idn,1992,65.7
idn,1993,64.95
idn,1994,64.07
idn,1995,62.89
idn,1996,61.63
idn,1997,60.61
idn,1998,63.93
idn,1999,63.83
idn,2000,64.31
idn,2001,60.79
idn,2002,60.69
idn,2003,62.43
idn,2004,60.88
idn,2005,59.34
idn,2006,58.81
idn,2007,58.21
idn,2008,57.94
idn,2009,57.94
idn,2010,56.95
idn,2011,53.72
idn,2012,50.82
idn,2013,49.54
idn,2014,48.97
idn,2015,46.42
idn,2016,46.76
idn,2017,46.63
idn,2018,47.23
idn,2019,47.06
ind,1991,83.3
ind,1992,83.19
ind,1993,83.1
ind,1994,82.9
ind,1995,82.85
ind,1996,82.75
ind,1997,82.84
ind,1998,82.81
ind,1999,82.61
ind,2000,82.57
ind,2001,82.63
ind,2002,82.79
ind,2003,82.73
ind,2004,82.65
ind,2005,82.6
ind,2006,82.46
ind,2007,82.29
ind,2008,82.35
ind,2009,82.21
ind,2010,82.07
ind,2011,81.04
ind,2012,79.99
ind,2013,79.53
ind,2014,78.99
ind,2015,78.4
ind,2016,77.76
ind,2017,77.13
ind,2018,76.47
ind,2019,75.83
irl,1991,30.38
irl,1992,31.34
irl,1993,30.61
irl,1994,30.09
irl,1995,29.58
irl,1996,27.92
irl,1997,27.97
irl,1998,27.4
irl,1999,26.13
irl,2000,25.99
irl,2001,25.39
irl,2002,25.45
irl,2003,24.81
irl,2004,25.22
irl,2005,24.34
irl,2006,23.26
irl,2007,23.02
irl,2008,23.9
irl,2009,25.57
irl,2010,25.02
irl,2011,24.54
irl,2012,24.61
irl,2013,24.31
irl,2014,24.02
irl,2015,23.3
irl,2016,22.78
irl,2017,21.85
irl,2018,21.01
irl,2019,20.08
irn,1991,44.79
irn,1992,44.86
irn,1993,45.21
irn,1994,45.71
irn,1995,45.83
irn,1996,45.84
irn,1997,46.17
irn,1998,46.25
irn,1999,46.89
irn,2000,46.9
irn,2001,47.35
irn,2002,47.3
irn,2003,46.72
irn,2004,46.68
irn,2005,46.74
irn,2006,46.48
irn,2007,46.27
irn,2008,45.58
irn,2009,44.61
irn,2010,43.54
irn,2011,43.17
irn,2012,43.87
irn,2013,44.06
irn,2014,44.13
irn,2015,44.15
irn,2016,45.13
irn,2017,45.58
irn,2018,46.63
irn,2019,48
irq,1991,32.83
irq,1992,33.06
irq,1993,32.92
irq,1994,33.15
irq,1995,33.45
irq,1996,33.4
irq,1997,32.94
irq,1998,31.75
irq,1999,30.75
irq,2000,30.66
irq,2001,30.61
irq,2002,31.6
irq,2003,34.11
irq,2004,32.76
irq,2005,32.84
irq,2006,32.22
irq,2007,32.17
irq,2008,30.91
irq,2009,29.99
irq,2010,29
irq,2011,27.99
irq,2012,26.77
irq,2013,25.9
irq,2014,25.77
irq,2015,25.6
irq,2016,24.65
irq,2017,23.95
irq,2018,24.54
irq,2019,24.8
isl,1991,25.86
isl,1992,26.05
isl,1993,26.16
isl,1994,25.99
isl,1995,26.09
isl,1996,25.23
isl,1997,22.67
isl,1998,24.89
isl,1999,24.21
isl,2000,23.5
isl,2001,23.62
isl,2002,24.13
isl,2003,18.82
isl,2004,17.87
isl,2005,20.3
isl,2006,20.8
isl,2007,19.1
isl,2008,17.34
isl,2009,16.82
isl,2010,16.45
isl,2011,16.28
isl,2012,15.8
isl,2013,16.54
isl,2014,17.02
isl,2015,17.01
isl,2016,16.15
isl,2017,15.63
isl,2018,15.46
isl,2019,15.43
isr,1991,15.08
isr,1992,15.31
isr,1993,15.58
isr,1994,15.77
isr,1995,15.96
isr,1996,16.7
isr,1997,16.55
isr,1998,16.44
isr,1999,16.41
isr,2000,15.73
isr,2001,15.54
isr,2002,15.57
isr,2003,16.11
isr,2004,15.46
isr,2005,16.06
isr,2006,15.83
isr,2007,15.35
isr,2008,15.72
isr,2009,16.21
isr,2010,16.25
isr,2011,15.79
isr,2012,15.3
isr,2013,14.76
isr,2014,14.71
isr,2015,15.16
isr,2016,15.33
isr,2017,14.87
isr,2018,15.16
isr,2019,14.91
ita,1991,32.77
ita,1992,32.74
ita,1993,32.74
ita,1994,32.69
ita,1995,32.56
ita,1996,32.54
ita,1997,32.45
ita,1998,32.35
ita,1999,32.27
ita,2000,32.02
ita,2001,31.89
ita,2002,31.78
ita,2003,31.72
ita,2004,31.6
ita,2005,30.65
ita,2006,30.31
ita,2007,30.13
ita,2008,29.57
ita,2009,29.35
ita,2010,29.89
ita,2011,29.72
ita,2012,29.58
ita,2013,29.54
ita,2014,29.17
ita,2015,28.72
ita,2016,28.14
ita,2017,27.68
ita,2018,27.25
ita,2019,26.85
jam,1991,47.33
jam,1992,47.19
jam,1993,45.3
jam,1994,45.21
jam,1995,44.48
jam,1996,44.16
jam,1997,44.47
jam,1998,45.1
jam,1999,44.79
jam,2000,44.74
jam,2001,44.19
jam,2002,42.93
jam,2003,43.29
jam,2004,42.02
jam,2005,41.15
jam,2006,42.23
jam,2007,40.58
jam,2008,44.48
jam,2009,45.2
jam,2010,45.41
jam,2011,45.66
jam,2012,46.57
jam,2013,46.15
jam,2014,45.74
jam,2015,45.26
jam,2016,44.82
jam,2017,44.41
jam,2018,44.43
jam,2019,44.67
jor,1991,14.29
jor,1992,14.28
jor,1993,14.46
jor,1994,14.62
jor,1995,14.75
jor,1996,15.03
jor,1997,15.28
jor,1998,15.57
jor,1999,15.84
jor,2000,16.1
jor,2001,16.29
jor,2002,16.63
jor,2003,16.8
jor,2004,16.96
jor,2005,16.56
jor,2006,16.35
jor,2007,16.44
jor,2008,16.26
jor,2009,16.03
jor,2010,15.96
jor,2011,16.01
jor,2012,15.96
jor,2013,15.8
jor,2014,15.84
jor,2015,15.88
jor,2016,15.95
jor,2017,16.02
jor,2018,16.08
jor,2019,16.24
jpn,1991,18.35
jpn,1992,17.62
jpn,1993,16.86
jpn,1994,16.61
jpn,1995,16.36
jpn,1996,16.09
jpn,1997,16.14
jpn,1998,15.94
jpn,1999,16.08
jpn,2000,15.76
jpn,2001,15.39
jpn,2002,15.16
jpn,2003,15.09
jpn,2004,15.11
jpn,2005,15.02
jpn,2006,14.35
jpn,2007,14.04
jpn,2008,13.86
jpn,2009,13.58
jpn,2010,12.85
jpn,2011,12.61
jpn,2012,12.57
jpn,2013,12.37
jpn,2014,12.31
jpn,2015,12.08
jpn,2016,11.67
jpn,2017,11.6
jpn,2018,11.54
jpn,2019,11.35
kaz,1991,24.23
kaz,1992,25.6
kaz,1993,26.83
kaz,1994,28.33
kaz,1995,30.16
kaz,1996,31.68
kaz,1997,33.12
kaz,1998,34.37
kaz,1999,35.66
kaz,2000,36.55
kaz,2001,37.13
kaz,2002,35.11
kaz,2003,35.32
kaz,2004,34.89
kaz,2005,33.49
kaz,2006,33.79
kaz,2007,33.52
kaz,2008,32.04
kaz,2009,32.2
kaz,2010,31.67
kaz,2011,31.69
kaz,2012,31.39
kaz,2013,31.17
kaz,2014,29.63
kaz,2015,28.2
kaz,2016,26.78
kaz,2017,25.26
kaz,2018,24.71
kaz,2019,24.44
ken,1991,49.21
ken,1992,49.61
ken,1993,50.23
ken,1994,50.36
ken,1995,51.18
ken,1996,50.94
ken,1997,51.51
ken,1998,51.79
ken,1999,52.35
ken,2000,53.47
ken,2001,54.75
ken,2002,56.16
ken,2003,57.49
ken,2004,58.19
ken,2005,58.74
ken,2006,59.65
ken,2007,57.45
ken,2008,56.43
ken,2009,54.9
ken,2010,52.87
ken,2011,51.02
ken,2012,49.58
ken,2013,48.15
ken,2014,46.85
ken,2015,45.58
ken,2016,44.46
ken,2017,43.59
ken,2018,42.58
ken,2019,41.63
kgz,1991,34.65
kgz,1992,36.25
kgz,1993,38.57
kgz,1994,41.94
kgz,1995,45.49
kgz,1996,48.05
kgz,1997,49.69
kgz,1998,51.6
kgz,1999,53.06
kgz,2000,53.73
kgz,2001,53.56
kgz,2002,54.17
kgz,2003,51.97
kgz,2004,50.91
kgz,2005,50.54
kgz,2006,48.89
kgz,2007,46.84
kgz,2008,44.41
kgz,2009,42.15
kgz,2010,39.79
kgz,2011,39.16
kgz,2012,39.57
kgz,2013,46.3
kgz,2014,45.42
kgz,2015,42.83
kgz,2016,41.09
kgz,2017,39.54
kgz,2018,38.04
kgz,2019,36.75
khm,1991,83.33
khm,1992,82.54
khm,1993,82.03
khm,1994,86.57
khm,1995,85.6
khm,1996,85.04
khm,1997,85.57
khm,1998,85.82
khm,1999,84.22
khm,2000,82.81
khm,2001,81.91
khm,2002,81.25
khm,2003,80.1
khm,2004,78.48
khm,2005,76.13
khm,2006,74.14
khm,2007,72.17
khm,2008,70.92
khm,2009,69.83
khm,2010,65.57
khm,2011,65.06
khm,2012,59.58
khm,2013,55.27
khm,2014,51.91
khm,2015,47.42
khm,2016,44.21
khm,2017,44.9
khm,2018,42.86
khm,2019,41.26
kor,1991,34.65
kor,1992,34.82
kor,1993,35.29
kor,1994,34.64
kor,1995,34.29
kor,1996,34.34
kor,1997,34.69
kor,1998,36.21
kor,1999,36.04
kor,2000,35.74
kor,2001,36.11
kor,2002,35.72
kor,2003,35.29
kor,2004,34.5
kor,2005,33.91
kor,2006,33.06
kor,2007,32.09
kor,2008,31.76
kor,2009,30.77
kor,2010,29.97
kor,2011,29.49
kor,2012,29.7
kor,2013,28.86
kor,2014,28.32
kor,2015,27.41
kor,2016,27.4
kor,2017,27.2
kor,2018,26.88
kor,2019,26.43
kwt,1991,4.57
kwt,1992,4.42
kwt,1993,4.25
kwt,1994,4.14
kwt,1995,4.02
kwt,1996,3.96
kwt,1997,3.96
kwt,1998,4.01
kwt,1999,4.07
kwt,2000,4.06
kwt,2001,4.13
kwt,2002,4.12
kwt,2003,3.9
kwt,2004,3.6
kwt,2005,3.35
kwt,2006,2.56
kwt,2007,2.02
kwt,2008,1.65
kwt,2009,2.22
kwt,2010,2.93
kwt,2011,3.8
kwt,2012,2.78
kwt,2013,2.15
kwt,2014,1.68
kwt,2015,1.33
kwt,2016,2.13
kwt,2017,2.09
kwt,2018,2.15
kwt,2019,2.16
lao,1991,88.87
lao,1992,88.41
lao,1993,87.86
lao,1994,86.91
lao,1995,85.93
lao,1996,85.57
lao,1997,85.18
lao,1998,85.29
lao,1999,84.8
lao,2000,84.54
lao,2001,84.25
lao,2002,83.92
lao,2003,83.57
lao,2004,83.15
lao,2005,82.63
lao,2006,81.92
lao,2007,81.28
lao,2008,80.61
lao,2009,79.98
lao,2010,79.55
lao,2011,78.35
lao,2012,77.09
lao,2013,75.72
lao,2014,74.35
lao,2015,73.01
lao,2016,71.72
lao,2017,70.45
lao,2018,69.21
lao,2019,68.18
lbn,1991,41.2
lbn,1992,41.25
lbn,1993,41.3
lbn,1994,41.38
lbn,1995,41.48
lbn,1996,41.12
lbn,1997,41.24
lbn,1998,41.54
lbn,1999,41.89
lbn,2000,42.01
lbn,2001,42.43
lbn,2002,42.71
lbn,2003,43.09
lbn,2004,42.99
lbn,2005,42.82
lbn,2006,43.03
lbn,2007,43.11
lbn,2008,42.18
lbn,2009,41.09
lbn,2010,40.24
lbn,2011,40.58
lbn,2012,41.03
lbn,2013,41.43
lbn,2014,41.84
lbn,2015,42.4
lbn,2016,42.77
lbn,2017,42.99
lbn,2018,43.55
lbn,2019,44.39
lbr,1991,72.19
lbr,1992,74.01
lbr,1993,75.85
lbr,1994,77.64
lbr,1995,80.12
lbr,1996,81.17
lbr,1997,80.05
lbr,1998,79.04
lbr,1999,78.17
lbr,2000,77.25
lbr,2001,75.21
lbr,2002,74.71
lbr,2003,75.74
lbr,2004,74.58
lbr,2005,74.27
lbr,2006,73.82
lbr,2007,73.14
lbr,2008,72.35
lbr,2009,72.22
lbr,2010,71.92
lbr,2011,70.86
lbr,2012,69.85
lbr,2013,68.53
lbr,2014,68.15
lbr,2015,68.17
lbr,2016,67.59
lbr,2017,67.15
lbr,2018,66.83
lbr,2019,67
lby,1991,30.17
lby,1992,30.44
lby,1993,30.8
lby,1994,30.97
lby,1995,31.84
lby,1996,32.13
lby,1997,32.61
lby,1998,33.09
lby,1999,33.56
