geo,time,nv_mnf_txtl_zs_un
ecu,1970,14.30536
ecu,1971,14.18424
ecu,1972,15.78629
ecu,1973,16.59919
ecu,1974,14.23856
ecu,1975,15.19499
ecu,1976,13.64963
ecu,1977,13.68495
ecu,1978,10.54473
ecu,1979,11.13944
ecu,1980,12.97089
ecu,1981,13.26564
ecu,1982,13.64967
ecu,1983,12.13245
ecu,1984,13.14605
ecu,1985,13.24698
ecu,1986,14.16204
ecu,1987,12.74011
ecu,1988,11.7916
ecu,1989,13.55884
ecu,1990,9.52944
ecu,1991,8.41159
ecu,1992,7.38079
ecu,1993,6.22026
ecu,1994,4.18751
ecu,1995,7.12064
ecu,1996,6.40495
ecu,1997,4.13193
ecu,1998,3.08622
ecu,1999,5.70967
ecu,2000,5.42546
ecu,2001,5.32353
ecu,2002,5.51168
ecu,2003,2.93478
ecu,2004,3.48146
ecu,2005,3.99672
ecu,2006,4.07366
ecu,2007,2.76111
ecu,2008,2.94916
ecu,2009,2.94916
ecu,2010,3.83453
ecu,2011,7.56141
ecu,2012,3.02018
ecu,2013,3.58743
ecu,2014,3.85278
ecu,2015,3.84312
ecu,2016,3.75146
ecu,2017,3.72333
ecu,2018,3.74884
ecu,2019,3.23973
egy,1964,39.40674
egy,1965,39.38184
egy,1966,37.66009
egy,1967,37.7442
egy,1968,33.28559
egy,1969,33.72591
egy,1970,34.90588
egy,1971,33.99385
egy,1972,30.01799
egy,1973,31.13235
egy,1974,37.13994
egy,1975,34.26573
egy,1976,32.00763
egy,1977,31.90482
egy,1978,33.28862
egy,1979,26.65013
egy,1980,30.32098
egy,1981,25.58591
egy,1982,26.00223
egy,1983,21.05575
egy,1984,17.54525
egy,1985,17.87398
egy,1986,19.24848
egy,1987,16.88632
egy,1988,16.32855
egy,1989,22.61779
egy,1990,15.48639
egy,1991,14.53872
egy,1992,12.25085
egy,1993,11.20227
egy,1994,12.4321
egy,1995,11.03072
egy,1996,12.40755
egy,1997,13.23192
egy,1998,16.30999
egy,1999,16.30999
egy,2000,16.30999
egy,2001,9.92202
egy,2002,10.01539
egy,2003,9.92202
egy,2004,14.78709
egy,2005,11.69984
egy,2006,13.2397
egy,2007,13.2397
egy,2008,13.2397
egy,2009,5.80348
egy,2010,5.85161
egy,2011,5.82395
egy,2012,3.65992
egy,2013,3.89706
egy,2014,4.41028
egy,2015,3.17554
egy,2016,3.51161
egy,2017,3.68782
egy,2018,3.68782
eri,1992,18.01104
eri,1993,11.75497
eri,1994,11.76149
eri,1995,12.39572
eri,1996,9.05852
eri,1997,14.85287
eri,1998,12.26245
eri,1999,13.3074
eri,2000,11.56907
eri,2001,11.30275
eri,2002,11.74522
eri,2003,9.33739
eri,2004,9.99371
eri,2005,11.77868
eri,2006,16.456
eri,2007,18.61776
eri,2008,31.21692
eri,2009,20.00696
eri,2010,15.04299
eri,2011,16.23466
eri,2012,19.93772
eri,2013,14.31484
eri,2014,18.13584
eri,2015,18.81054
eri,2016,15.18981
eri,2017,8.98666
eri,2018,10.15907
esp,1963,19.16133
esp,1964,18.38301
esp,1965,16.97723
esp,1966,16.92539
esp,1967,15.96727
esp,1968,14.96791
esp,1969,15.18858
esp,1970,15.05306
esp,1971,15.37052
esp,1972,14.95219
esp,1973,13.52823
esp,1974,12.12593
esp,1975,13.80534
esp,1976,14.26008
esp,1977,13.26118
esp,1978,11.69851
esp,1979,11.62465
esp,1980,11.5049
esp,1981,10.23838
esp,1982,9.77105
esp,1983,9.61652
esp,1984,9.64684
esp,1985,9.19956
esp,1986,8.95907
esp,1987,8.44918
esp,1988,8.33997
esp,1989,7.96034
esp,1990,7.92659
esp,1991,7.75009
esp,1992,7.27081
esp,1993,7.82146
esp,1994,7.5327
esp,1995,7.10174
esp,1996,7.23522
esp,1997,7.155
esp,1998,7.21147
esp,1999,7.1306
esp,2000,6.67523
esp,2001,6.59659
esp,2002,6.14153
esp,2003,5.96236
esp,2004,5.30488
esp,2005,4.64204
esp,2006,4.48529
esp,2007,4.15039
esp,2008,4.19305
esp,2009,4.38881
esp,2010,4.10406
esp,2011,4.00723
esp,2012,3.97353
esp,2013,4.01283
esp,2014,3.7931
esp,2015,3.79278
esp,2016,3.64344
esp,2017,3.61345
esp,2018,3.36412
esp,2019,3.4095
est,1992,15.54583
est,1993,15.54583
est,1994,15.54583
est,1995,15.54583
est,1996,15.54583
est,1997,15.54583
est,1998,15.54583
est,1999,15.54583
est,2000,15.00962
est,2001,14.39097
est,2002,13.7943
est,2003,12.38413
est,2004,12.49897
est,2005,10.7993
est,2006,9.67193
est,2007,7.6545
est,2008,7.54937
est,2009,7.67898
est,2010,6.70641
est,2011,6.2459
est,2012,6.45346
est,2013,5.90829
est,2014,5.83669
est,2015,6.13677
est,2016,6.10612
est,2017,6.11623
est,2018,5.39986
est,2019,5.40002
eth,1990,21.02273
eth,1991,18.76342
eth,1992,18.1663
eth,1993,24.86937
eth,1994,23.60714
eth,1995,19.92678
eth,1996,18.49216
eth,1997,17.31884
eth,1998,12.92547
eth,1999,13.87551
eth,2000,11.63412
eth,2001,12.22405
eth,2002,12.26805
eth,2003,10.68664
eth,2004,11.11299
eth,2005,10.0399
eth,2006,8.79126
eth,2007,9.22774
eth,2008,7.37259
eth,2009,8.06376
eth,2010,10.2882
eth,2011,10.64672
eth,2012,8.43991
eth,2013,10.37263
eth,2014,10.02501
eth,2015,10.02501
fin,1963,11.76477
fin,1964,11.00396
fin,1965,10.35715
fin,1966,10.89108
fin,1967,10.82713
fin,1968,9.56421
fin,1969,9.66086
fin,1970,9.78838
fin,1971,10.04941
fin,1972,10.08987
fin,1973,9.15692
fin,1974,8.54632
fin,1975,8.76157
fin,1976,8.73945
fin,1977,8.56707
fin,1978,8.06537
fin,1979,7.89703
fin,1980,8.05609
fin,1981,8.28337
fin,1982,7.81986
fin,1983,6.90855
fin,1984,6.51507
fin,1985,6.53256
fin,1986,6.59107
fin,1987,5.76719
fin,1988,4.62587
fin,1989,4.04381
fin,1990,3.53771
fin,1991,3.78512
fin,1992,3.49902
fin,1993,3.14489
fin,1994,3.16134
fin,1995,2.60059
fin,1996,2.68151
fin,1997,2.47506
fin,1998,2.3543
fin,1999,2.20111
fin,2000,1.83427
fin,2001,1.80451
fin,2002,1.95414
fin,2003,1.80754
fin,2004,1.7621
fin,2005,1.70491
fin,2006,1.53645
fin,2007,1.42332
fin,2008,1.49076
fin,2009,1.345
fin,2010,1.4284
fin,2011,1.18382
fin,2012,1.22176
fin,2013,1.35591
fin,2014,1.63059
fin,2015,1.36159
fin,2016,0.7512
fin,2017,1.2402
fin,2018,0.71205
fin,2019,0.44095
fji,1968,1.05045
fji,1970,1.70833
fji,1971,1.53301
fji,1972,1.56068
fji,1973,2.04331
fji,1974,2.37659
fji,1975,2.89908
fji,1976,2.1646
fji,1977,1.65728
fji,1978,2.19044
fji,1979,1.70648
fji,1980,1.92164
fji,1981,2.72252
fji,1982,2.70278
fji,1983,3.7901
fji,1984,5.34413
fji,1985,4.45108
fji,1986,4.08377
fji,1987,3.81764
fji,1988,7.0718
fji,1989,10.72819
fji,1990,11.80581
fji,1991,12.81115
fji,1992,14.57151
fji,1993,13.65725
fji,1994,15.07231
fji,2000,19.96519
fji,2001,14.70095
fji,2002,20.12526
fji,2003,19.14151
fji,2004,21.77446
fji,2005,13.03044
fji,2006,11.89736
fji,2007,12.93974
fji,2008,13.27026
fji,2009,14.03563
fji,2010,12.49112
fji,2011,10.91852
fji,2012,11.21309
fji,2013,11.60737
fji,2014,11.94723
fji,2015,10.827
fji,2016,10.70179
fji,2017,11.56005
fji,2018,11.6897
fji,2019,11.68982
fra,1963,12.48266
fra,1964,12.44246
fra,1965,11.90748
fra,1966,11.85809
fra,1967,11.51489
fra,1968,10.89859
fra,1969,10.75627
fra,1970,10.00791
fra,1971,9.95911
fra,1972,10.0699
fra,1973,9.67715
fra,1974,9.33306
fra,1975,9.38073
fra,1976,8.64198
fra,1977,8.4495
fra,1978,8.00865
fra,1979,7.79601
fra,1980,8.11013
fra,1981,7.8101
fra,1982,7.83207
fra,1983,7.83866
fra,1984,7.63046
fra,1985,7.65144
fra,1986,7.53585
fra,1987,7.27969
fra,1988,6.55597
fra,1989,6.27561
fra,1990,7.32056
fra,1991,7.16107
fra,1992,7.15813
fra,1993,7.06955
fra,1994,6.70763
fra,1995,6.67936
fra,1996,5.26274
fra,1997,4.98328
fra,1998,4.87632
fra,1999,4.52976
fra,2000,4.3005
fra,2001,4.3189
fra,2002,4.24148
fra,2003,4.00086
fra,2004,3.76436
fra,2005,3.58197
fra,2006,3.47263
fra,2007,3.36153
fra,2008,3.29953
fra,2009,3.10592
fra,2010,2.97903
fra,2011,3.04253
fra,2012,2.96142
fra,2013,2.03387
fra,2014,2.98532
fra,2015,2.92781
fra,2016,2.75252
fra,2017,2.47086
fra,2018,2.68793
fra,2019,2.62426
gab,1966,1.77349
gab,1970,7.23762
gab,1972,7.13626
gab,1973,6.57858
gab,1974,3.77812
gab,1975,4.51125
gab,1976,4.06176
gab,1977,2.53768
gab,1978,2.79996
gab,1980,4.38712
gab,1981,4.09288
gab,1982,3.1583
gab,1991,2.05137
gab,1992,1.85984
gab,1993,1.897
gab,1994,1.45714
gab,1995,1.14972
gbr,1963,10.53604
gbr,1968,9.61413
gbr,1969,9.26763
gbr,1970,8.89968
gbr,1971,9.08174
gbr,1972,9.02873
gbr,1973,8.91983
gbr,1974,8.13918
gbr,1975,8.15056
gbr,1976,7.94329
gbr,1977,7.60912
gbr,1978,7.58154
gbr,1979,7.38285
gbr,1980,6.38932
gbr,1981,6.23014
gbr,1982,5.91553
gbr,1983,5.90589
gbr,1984,6.09086
gbr,1985,6.1731
gbr,1986,6.17151
gbr,1987,6.19641
gbr,1988,5.83241
gbr,1989,5.40756
gbr,1990,5.30223
gbr,1991,5.27864
gbr,1992,5.36082
gbr,1993,5.89752
gbr,1994,5.67727
gbr,1995,5.29122
gbr,1996,5.44927
gbr,1997,5.68221
gbr,1998,4.89834
gbr,1999,4.35932
gbr,2000,3.97034
gbr,2001,3.99128
gbr,2002,3.50006
gbr,2003,3.1816
gbr,2004,2.78373
gbr,2005,2.8482
gbr,2006,2.32525
gbr,2007,2.32522
gbr,2008,2.06695
gbr,2009,2.10942
gbr,2010,2.15279
gbr,2011,2.0641
gbr,2012,2.29899
gbr,2013,2.27839
gbr,2014,2.04196
gbr,2015,2.13285
gbr,2016,2.29608
gbr,2017,2.35346
gbr,2018,2.17775
gbr,2019,2.27663
geo,2000,1.18301
geo,2001,1.13778
geo,2002,1.02127
geo,2003,0.70784
geo,2004,1.19711
geo,2005,1.55666
geo,2006,1.70217
geo,2007,1.67287
geo,2008,1.39209
geo,2009,2.47943
geo,2010,2.84315
geo,2011,2.45319
geo,2012,2.6799
geo,2013,2.66114
geo,2014,2.48106
geo,2015,3.71191
geo,2016,3.45682
geo,2017,3.25012
geo,2018,3.16667
geo,2019,3.16602
gha,1963,4.62695
gha,1964,4.51228
gha,1965,5.70939
gha,1966,7.55433
gha,1967,16.11038
gha,1968,19.92011
gha,1969,14.47312
gha,1970,16.15451
gha,1971,15.57751
gha,1972,14.23053
gha,1973,14.90712
gha,1974,16.73482
gha,1975,13.74811
gha,1976,15.41745
gha,1977,12.67502
gha,1978,15.31328
gha,1979,12.77562
gha,1980,10.79082
gha,1981,10.25019
gha,1982,7.44232
gha,1983,5.71493
gha,1984,5.51064
gha,1985,5.64339
gha,1986,5.5063
gha,1987,7.86873
gha,1993,5.12872
gha,1994,5.12872
gha,1995,5.12872
gha,1996,5.12872
gha,1997,5.12872
gha,1998,5.12872
gha,1999,4.3122
gha,2000,4.3122
gha,2001,4.3122
gha,2002,4.3122
gha,2003,6.44458
gha,2004,6.44458
gha,2005,6.44458
gha,2006,6.44458
gha,2007,6.44458
gha,2008,6.3831
gha,2009,6.39395
gha,2010,6.39395
gha,2011,6.39395
gha,2012,6.39395
gha,2013,6.39395
gha,2014,6.39395
gha,2015,6.39395
gmb,1975,0.79561
gmb,1976,0.99256
gmb,1977,3.80746
gmb,1978,5.71831
gmb,1979,3.54573
gmb,1980,1.85223
gmb,1981,1.57767
gmb,1982,3.31503
gmb,1995,8.29255
gmb,2004,22.48579
grc,1963,22.38691
grc,1964,21.71398
grc,1965,21.3402
grc,1966,20.6267
grc,1967,21.71492
grc,1968,19.9845
grc,1969,19.18897
grc,1970,18.83316
grc,1971,19.87601
grc,1972,20.91739
grc,1973,20.44897
grc,1974,20.8781
grc,1975,22.79396
grc,1976,24.46358
grc,1977,23.20445
grc,1978,23.00935
grc,1979,22.85129
grc,1980,22.7314
grc,1981,21.18948
grc,1982,22.70586
grc,1983,22.39859
grc,1984,22.33221
grc,1985,23.58801
grc,1986,25.26203
grc,1987,25.39691
grc,1988,21.69341
grc,1989,19.86865
grc,1990,19.50732
grc,1991,17.89984
grc,1992,17.17223
grc,1993,16.18574
grc,1994,15.0072
grc,1995,14.79735
grc,1996,13.52806
grc,1997,12.54707
grc,1998,12.20009
grc,1999,12.43965
grc,2000,12.43965
grc,2001,11.20812
grc,2002,11.20812
grc,2003,10.74561
grc,2004,8.76002
grc,2005,8.20953
grc,2006,7.87726
grc,2007,7.65401
grc,2008,7.11104
grc,2009,6.70426
grc,2010,5.65796
grc,2011,4.93723
grc,2012,5.20318
grc,2013,4.30586
grc,2014,4.60063
grc,2015,3.69155
grc,2016,3.98918
grc,2017,3.91192
grc,2018,3.62703
grc,2019,3.6271
gtm,1968,15.97943
gtm,1971,13.83668
gtm,1972,12.90352
gtm,1973,13.31314
gtm,1974,14.70355
gtm,1975,14.62073
gtm,1976,12.91389
gtm,1977,11.3006
gtm,1978,11.30192
gtm,1979,9.77873
gtm,1980,10.32356
gtm,1981,9.08084
gtm,1982,8.84865
gtm,1983,9.47714
gtm,1984,11.4578
gtm,1985,10.97482
gtm,1986,9.63229
gtm,1987,7.83888
gtm,1988,10.83068
hkg,1973,48.06645
hkg,1974,44.40717
hkg,1975,47.4448
hkg,1976,48.36443
hkg,1977,44.00387
hkg,1978,43.05131
hkg,1979,41.73567
hkg,1980,41.53143
hkg,1981,38.14704
hkg,1982,38.7467
hkg,1983,39.45523
hkg,1984,39.6032
hkg,1985,40.18487
hkg,1986,41.33968
hkg,1987,40.60593
hkg,1988,37.58003
hkg,1989,37.76044
hkg,1990,35.97034
hkg,1991,34.64895
hkg,1992,34.68431
hkg,1993,31.50907
hkg,1994,28.0556
hkg,1995,26.61615
hkg,1996,24.79543
hkg,1997,23.16004
hkg,1998,21.71096
hkg,1999,22.16765
hkg,2000,19.89592
hkg,2001,18.76729
hkg,2002,19.60737
hkg,2003,22.88801
hkg,2004,22.61642
hkg,2005,31.56202
hkg,2006,28.2726
hkg,2007,22.24235
hkg,2008,20.30787
hkg,2009,20.41769
hkg,2010,15.72323
hkg,2011,9.17018
hkg,2012,8.38151
hkg,2013,7.72032
hkg,2014,5.42034
hkg,2015,5.01299
hkg,2016,4.70254
hkg,2017,3.95911
hkg,2018,3.34656
hkg,2019,3.34647
hnd,1963,6.37016
hnd,1964,6.76609
hnd,1965,7.62822
hnd,1966,8.32477
hnd,1968,7.62462
hnd,1969,9.05137
hnd,1970,9.84818
hnd,1971,10.0154
hnd,1972,8.8804
hnd,1973,9.52707
hnd,1974,9.69242
hnd,1975,9.61876
hnd,1981,8.56131
hnd,1982,8.00607
hnd,1983,6.78994
hnd,1984,7.00149
hnd,1985,7.12496
hnd,1986,6.3409
hnd,1987,7.00314
hnd,1988,7.35807
hnd,1989,8.09604
hnd,1990,10.34282
hnd,1991,14.02139
hnd,1992,15.92816
hnd,1993,18.04594
hnd,1994,18.19071
hnd,1995,21.9702
hnd,1996,22.28713
hrv,1986,17.19388
hrv,1987,16.63762
hrv,1988,14.84942
hrv,1989,16.48769
hrv,1990,14.54409
hrv,1991,15.93833
hrv,1992,12.44008
hrv,1993,12.44008
hrv,1994,12.44008
hrv,1995,12.44008
hrv,1996,12.44008
hrv,1997,5.23849
hrv,1998,5.23849
hrv,1999,5.23849
hrv,2000,5.23849
hrv,2001,5.23849
hrv,2002,5.23849
hrv,2003,1.33653
hrv,2004,1.33653
hrv,2005,1.33653
hrv,2006,1.33653
hrv,2007,1.33653
hrv,2008,6.80272
hrv,2009,6.58715
hrv,2010,7.12778
hrv,2011,7.39421
hrv,2012,7.00093
hrv,2013,6.53648
hrv,2014,7.15675
hrv,2015,5.92723
hrv,2016,5.33387
hrv,2017,5.07989
hrv,2018,5.38184
hrv,2019,5.88016
hun,1963,14.58333
hun,1964,14.32326
hun,1965,16.04091
hun,1966,15.91533
hun,1967,16.17892
hun,1968,13.83452
hun,1969,12.05212
hun,1970,12.52608
hun,1971,11.93506
hun,1972,11.4199
hun,1973,11.71699
hun,1974,11.50382
hun,1975,11.02029
hun,1976,10.32489
hun,1977,10.39597
hun,1978,10.32003
hun,1979,10.15131
hun,1980,11.42158
hun,1981,12.01743
hun,1982,11.56733
hun,1983,11.62313
hun,1984,11.24182
hun,1985,11.32385
hun,1986,11.04359
hun,1987,10.21191
hun,1988,10.05481
hun,1989,8.86359
hun,1990,9.15342
hun,1991,9.02793
hun,1992,8.18748
hun,1993,8.16198
hun,1994,8.15243
hun,1995,8.07232
hun,1996,7.05249
hun,1997,6.94132
hun,1998,6.83495
hun,1999,6.67694
hun,2000,5.00477
hun,2001,6.29613
hun,2002,5.38937
hun,2003,4.25897
hun,2004,3.78618
hun,2005,3.33211
hun,2006,3.17861
hun,2007,2.78275
hun,2008,2.51413
hun,2009,2.34469
hun,2010,2.2583
hun,2011,2.3181
hun,2012,2.36462
hun,2013,2.31477
hun,2014,2.18852
hun,2015,2.01197
hun,2016,2.1455
hun,2017,2.10705
hun,2018,2.06305
hun,2019,2.06304
idn,1970,13.77892
idn,1971,14.41757
idn,1972,15.64516
idn,1973,26.87593
idn,1974,19.15118
idn,1975,16.9722
idn,1976,17.00945
idn,1977,14.01404
idn,1978,13.83269
idn,1979,15.26503
idn,1980,13.75059
idn,1981,11.71543
idn,1982,13.1677
idn,1983,12.57753
idn,1984,15.15429
idn,1985,12.8951
idn,1986,15.20829
idn,1987,13.2563
idn,1988,12.7602
idn,1989,16.05516
idn,1990,14.61077
idn,1991,14.97748
idn,1992,16.59548
idn,1993,20.19828
idn,1994,21.33889
idn,1995,18.83638
idn,1996,17.83504
idn,1997,17.83504
idn,1998,17.54592
idn,1999,19.57817
idn,2000,16.72714
idn,2001,12.58167
idn,2002,14.37377
idn,2003,13.56318
idn,2004,12.68178
idn,2005,11.55242
idn,2006,13.08331
idn,2007,11.68491
idn,2008,9.78589
idn,2009,10.93291
idn,2010,9.89558
idn,2011,10.17745
idn,2012,10.56502
idn,2013,11.31768
idn,2014,10.21784
idn,2015,10.88519
idn,2016,11.99074
idn,2017,12.62971
idn,2018,12.6297
idn,2019,12.6297
ind,1963,27.36547
ind,1964,27.10731
ind,1965,25.25282
ind,1966,23.63719
ind,1967,23.93783
ind,1968,23.28756
ind,1969,21.0537
ind,1970,21.00091
ind,1971,21.97972
ind,1972,23.56282
ind,1973,24.93588
ind,1974,22.02225
ind,1975,19.4524
ind,1976,18.11953
ind,1977,20.0576
ind,1978,21.98753
ind,1979,22.9411
ind,1980,21.32091
ind,1981,17.78093
ind,1982,15.56506
ind,1983,16.145
ind,1984,15.88943
ind,1985,14.97886
ind,1986,15.65445
ind,1987,13.64231
ind,1988,12.71563
ind,1989,14.88472
ind,1990,15.17139
ind,1991,14.04541
ind,1992,12.57158
ind,1993,15.47386
ind,1994,14.66494
ind,1995,11.16613
ind,1996,12.00359
ind,1997,12.20974
ind,1998,11.75387
ind,1999,11.21581
ind,2000,12.55421
ind,2001,11.00277
ind,2002,10.48285
ind,2003,9.51697
ind,2004,8.6808
ind,2005,8.9425
ind,2006,9.00158
ind,2007,7.72889
ind,2008,7.47695
ind,2009,8.17771
ind,2010,8.82509
ind,2011,7.19349
ind,2012,8.85982
ind,2013,9.22632
ind,2014,8.50896
ind,2015,8.70014
ind,2016,8.43203
ind,2017,8.57915
ind,2018,8.57915
ind,2019,8.57915
irl,1963,19.81625
irl,1964,19.55038
irl,1965,19.09465
irl,1966,18.32624
irl,1967,18.52544
irl,1968,18.60056
irl,1969,18.15137
irl,1970,18.70358
irl,1971,17.28679
irl,1972,15.92222
irl,1973,14.81737
irl,1974,13.69051
irl,1975,11.79169
irl,1976,11.35918
irl,1977,11.18284
irl,1978,9.88745
irl,1979,9.67567
irl,1980,8.47891
irl,1981,8.26795
irl,1982,7.83734
irl,1983,6.33979
irl,1984,5.80527
irl,1985,5.53855
irl,1986,5.18489
irl,1987,5.05643
irl,1988,4.38694
irl,1989,3.91914
irl,1990,3.96346
irl,1991,3.63165
irl,1992,3.22366
irl,1993,3.13086
irl,1994,2.85136
irl,1995,2.69779
irl,1996,2.48344
irl,1997,2.05318
irl,1998,1.99075
irl,1999,1.34685
irl,2000,1.05821
irl,2001,1.03608
irl,2002,0.74551
irl,2003,0.65013
irl,2004,0.64683
irl,2005,0.75907
irl,2006,0.36847
irl,2007,0.53785
irl,2008,0.39276
irl,2009,0.59697
irl,2010,0.44211
irl,2011,0.51793
irl,2012,0.45792
irl,2013,0.41212
irl,2014,0.4566
irl,2015,0.1464
irl,2016,0.15076
irl,2017,0.17674
irl,2018,0.17674
irn,1963,30.03153
irn,1964,25.43051
irn,1965,35.05736
irn,1966,24.69822
irn,1967,26.0177
irn,1968,24.02473
irn,1969,21.7282
irn,1970,20.21059
irn,1971,18.96836
irn,1972,17.92404
irn,1973,17.31196
irn,1974,16.52723
irn,1975,16.30251
irn,1976,17.31464
irn,1977,16.43508
irn,1978,16.43508
irn,1979,17.95618
irn,1980,18.84612
irn,1981,24.22084
irn,1982,25.01751
irn,1983,23.13315
irn,1984,21.21616
irn,1985,21.22967
irn,1986,22.06963
irn,1987,21.54137
irn,1988,23.86999
irn,1989,22.2069
irn,1990,19.96381
irn,1991,16.69667
irn,1992,13.58668
irn,1993,12.09582
irn,1994,11.84619
irn,1995,12.25093
irn,1996,10.04231
irn,1997,8.81816
irn,1998,7.70428
irn,1999,6.79659
irn,2000,5.89496
irn,2001,5.40989
irn,2002,5.1827
irn,2003,4.52899
irn,2004,3.98426
irn,2005,3.95256
irn,2006,3.71681
irn,2007,3.22009
irn,2008,3.12419
irn,2009,3.03242
irn,2010,3.08934
irn,2011,2.86028
irn,2012,2.7599
irn,2013,2.62762
irn,2014,2.57606
irn,2015,2.88516
irn,2016,3.36217
irn,2017,3.36217
irn,2018,3.36217
irq,1963,13.64883
irq,1964,12.44453
irq,1965,12.22092
irq,1966,14.61647
irq,1967,14.80234
irq,1968,15.00015
irq,1969,14.69798
irq,1970,14.33819
irq,1971,20.49758
irq,1972,23.39334
irq,1973,19.36689
irq,1974,20.22532
irq,1975,17.15811
irq,1976,15.87212
irq,1977,16.71908
irq,1984,11.57199
irq,1985,10.4289
irq,1986,9.27865
irq,1987,14.65675
irq,1991,15.62415
irq,1992,9.00987
irq,1994,21.13863
irq,1995,28.86726
irq,1996,26.00253
irq,1997,15.24407
irq,2006,0.85387
irq,2007,1.78311
irq,2008,1.26092
irq,2009,2.09552
irq,2010,0.80393
irq,2011,2.21603
irq,2012,1.61778
irq,2013,0.80035
irq,2014,0.0781
irq,2015,1.44886
irq,2016,1.14546
irq,2017,1.0868
irq,2018,0.85603
irq,2019,0.57362
isl,1968,7.42304
isl,1969,8.10669
isl,1970,8.37711
isl,1971,8.67107
isl,1972,8.02286
isl,1973,7.79108
isl,1974,7.30665
isl,1975,7.39839
isl,1976,6.80972
isl,1977,7.35699
isl,1978,6.9799
isl,1979,7.14799
isl,1980,8.50773
isl,1981,7.15436
isl,1982,7.57914
isl,1983,7.97025
isl,1984,7.70008
isl,1985,8.00128
isl,1986,6.79999
isl,1987,6.30427
isl,1988,5.41728
isl,1989,4.34351
isl,1990,4.49304
isl,1991,4.21837
isl,1992,4.48057
isl,1993,4.17351
isl,1994,4.28863
isl,1995,4.79461
isl,1996,5.1214
isl,1997,3.40206
isl,1998,2.76602
isl,1999,2.87544
isl,2000,2.64745
isl,2001,2.09442
isl,2002,2.30728
isl,2003,2.24275
isl,2004,1.94854
isl,2005,2.02996
isl,2006,1.70938
isl,2007,1.7248
isl,2008,1.71896
isl,2009,1.71685
isl,2010,1.73449
isl,2011,1.1525
isl,2012,1.1525
isl,2013,1.1525
isl,2014,1.1525
isl,2015,1.17794
isl,2016,1.12436
isl,2017,1.14049
isl,2018,1.13817
isl,2019,1.13812
isr,1963,15.23973
isr,1964,15.31054
isr,1965,15.46521
isr,1966,15.09512
isr,1967,14.342
isr,1968,14.67424
isr,1969,13.16591
isr,1970,13.63538
isr,1971,13.2345
isr,1972,14.03332
isr,1973,14.83123
isr,1974,13.08865
isr,1975,11.1903
isr,1976,12.05607
isr,1977,11.98572
isr,1978,12.16561
isr,1979,12.23371
isr,1980,11.87226
isr,1981,11.24118
isr,1982,9.67241
isr,1983,7.7798
isr,1984,7.56801
isr,1985,7.91587
isr,1986,9.46691
isr,1987,10.39217
isr,1988,8.36344
isr,1989,8.36344
isr,1990,8.87018
isr,1991,8.87943
isr,1992,8.9058
isr,1993,8.60108
isr,1994,8.60011
isr,1995,7.04417
isr,1996,6.3895
isr,1997,6.04651
isr,1998,5.86764
isr,1999,5.84582
isr,2000,4.98194
isr,2001,4.8079
isr,2002,4.87852
isr,2003,4.60943
isr,2004,3.82026
isr,2005,3.52072
isr,2006,3.05292
isr,2007,2.69315
isr,2008,2.39013
isr,2009,2.18037
isr,2010,1.9977
isr,2011,2.26371
isr,2012,1.94245
isr,2013,2.01891
isr,2014,2.0545
isr,2015,1.95935
isr,2016,2.0453
isr,2017,1.92459
isr,2018,1.92459
isr,2019,1.92459
ita,1967,12.54937
ita,1968,12.50002
ita,1969,13.33105
ita,1970,12.96908
ita,1971,12.88732
ita,1972,12.54724
ita,1973,12.6533
ita,1974,12.05631
ita,1975,11.79421
ita,1976,12.33977
ita,1977,12.86977
ita,1978,12.22914
ita,1979,12.79426
ita,1980,12.49654
ita,1981,12.20107
ita,1982,12.59171
ita,1983,13.55196
ita,1984,14.09536
ita,1985,14.21983
ita,1986,13.56687
ita,1987,13.85984
ita,1988,13.26433
ita,1989,13.00726
ita,1990,12.8987
ita,1991,13.51302
ita,1992,13.03685
ita,1993,13.3488
ita,1994,13.47549
ita,1995,14.05079
ita,1996,13.68643
ita,1997,13.01126
ita,1998,12.96419
ita,1999,12.74909
ita,2000,12.47634
ita,2001,12.42053
ita,2002,11.99726
ita,2003,11.14908
ita,2004,10.85486
ita,2005,10.11033
ita,2006,9.94904
ita,2007,9.9806
ita,2008,9.05915
ita,2009,9.07123
ita,2010,9.08175
ita,2011,9.58132
ita,2012,9.31973
ita,2013,9.55074
ita,2014,9.85138
ita,2015,9.43905
ita,2016,9.14355
ita,2017,9.10751
ita,2018,8.98303
ita,2019,8.98302
jam,1963,7.7096
jam,1964,7.92945
jam,1965,8.2343
jam,1966,8.0335
jam,1967,8.82353
jam,1968,8.53831
jam,1969,7.54062
jam,1970,7.4497
jam,1971,8.15741
jam,1972,9.02183
jam,1973,9.32037
jam,1974,7.53437
jam,1975,8.25068
jam,1976,7.40968
jam,1977,7.14942
jam,1978,7.27759
jam,1979,5.59229
jam,1980,6.31785
jam,1981,6.15904
jam,1982,5.68779
jam,1983,4.79684
jam,1984,5.73364
jam,1986,6.0216
jam,1987,7.41319
jam,1988,6.1922
jam,1989,5.64864
jam,1990,5.02575
jam,1991,5.25238
jam,1992,5.83776
jam,1993,6.07911
jam,1994,7.10278
jam,1995,7.23972
jam,1996,6.86022
jor,1963,16.53821
jor,1964,17.26559
jor,1965,15.77758
jor,1966,16.20059
jor,1967,16.60339
jor,1968,14.82972
