geo,time,er_fsh_prod_mt
dom,2014,15962.5
dom,2015,14128
dom,2016,16625
dom,2017,18165
dom,2018,16042
dza,1960,25500
dza,1961,30400
dza,1962,21500
dza,1963,16900
dza,1964,17300
dza,1965,18300
dza,1966,20350
dza,1967,21150
dza,1968,18250
dza,1969,23150
dza,1970,24234
dza,1971,23715
dza,1972,28313
dza,1973,31243
dza,1974,35758
dza,1975,37693
dza,1976,35122
dza,1977,43475
dza,1978,34143
dza,1979,38678
dza,1980,48000
dza,1981,56000
dza,1982,64500
dza,1983,65002
dza,1984,65595.89844
dza,1985,66141.60156
dza,1986,65511.80078
dza,1987,94367.79688
dza,1988,106741.29688
dza,1989,99555.42188
dza,1990,90603.24219
dza,1991,79852
dza,1992,95420.91406
dza,1993,102199.96875
dza,1994,135798.85938
dza,1995,106247.66406
dza,1996,82317.79688
dza,1997,91907.39844
dza,1998,92620
dza,1999,102649
dza,2000,113510.89844
dza,2001,134082
dza,2002,134800.79688
dza,2003,141376
dza,2004,114050.20312
dza,2005,126628.29688
dza,2006,146051.79688
dza,2007,147768.125
dza,2008,141642.34375
dza,2009,129940.23438
dza,2010,95222.74219
dza,2011,104060.77344
dza,2012,108265
dza,2013,103249.88281
dza,2014,100238.97656
dza,2015,97278.99219
dza,2016,101556
dza,2017,105516
dza,2018,120355.11719
ecu,1960,44300
ecu,1961,38600
ecu,1962,42500
ecu,1963,49700
ecu,1964,46300
ecu,1965,53500
ecu,1966,48200
ecu,1967,57500
ecu,1968,68900
ecu,1969,64900
ecu,1970,91020
ecu,1971,102580
ecu,1972,107040
ecu,1973,152078
ecu,1974,176500
ecu,1975,215789
ecu,1976,282793
ecu,1977,425506
ecu,1978,614512
ecu,1979,605275
ecu,1980,639542
ecu,1981,539294
ecu,1982,607927
ecu,1983,372429
ecu,1984,883405
ecu,1985,1087676
ecu,1986,1004271
ecu,1987,680134
ecu,1988,876024
ecu,1989,682793
ecu,1990,366643
ecu,1991,437670
ecu,1992,343511
ecu,1993,378157
ecu,1994,419571
ecu,1995,614801
ecu,1996,811854
ecu,1997,671384
ecu,1998,468138
ecu,1999,629607
ecu,2000,657800
ecu,2001,645357
ecu,2002,396805
ecu,2003,494804
ecu,2004,465447
ecu,2005,602949
ecu,2006,638648
ecu,2007,579946
ecu,2008,678793
ecu,2009,718142
ecu,2010,672594.8125
ecu,2011,816132
ecu,2012,834963
ecu,2013,845729
ecu,2014,1030813
ecu,2015,1069940.375
ecu,2016,1166835.875
ecu,2017,1093055
ecu,2018,1138562
egy,1960,88500
egy,1961,92000
egy,1962,118000
egy,1963,115000
egy,1964,135000
egy,1965,102400
egy,1966,99000
egy,1967,80300
egy,1968,80500
egy,1969,80000
egy,1970,76758
egy,1971,84268
egy,1972,79209
egy,1973,87514
egy,1974,98344
egy,1975,106574
egy,1976,102764
egy,1977,104541
egy,1978,99915
egy,1979,137481
egy,1980,140397
egy,1981,141715.57812
egy,1982,155732.64062
egy,1983,157306.39062
egy,1984,163839.53125
egy,1985,215955.76562
egy,1986,229153.96875
egy,1987,231112.89062
egy,1988,284328.78125
egy,1989,293605.8125
egy,1990,312952
egy,1991,346048
egy,1992,346296.8125
egy,1993,354040.6875
egy,1994,368204.59375
egy,1995,407116.5
egy,1996,431572.40625
egy,1997,457037.1875
egy,1998,545594
egy,1999,648942
egy,2000,724408
egy,2001,771498
egy,2002,801459
egy,2003,876305
egy,2004,865030
egy,2005,889302
egy,2006,970925
egy,2007,1008008
egy,2008,1067631
egy,2009,1092889
egy,2010,1304795
egy,2011,1362175
egy,2012,1371912
egy,2013,1454402
egy,2014,1481883
egy,2015,1518944
egy,2016,1706274
egy,2017,1822801
egy,2018,1934743
eri,1993,475
eri,1994,2706
eri,1995,3559
eri,1996,3252
eri,1997,1038
eri,1998,1852.90002
eri,1999,6997.0498
eri,2000,12724
eri,2001,8912
eri,2002,7894
eri,2003,6731
eri,2004,7414
eri,2005,4027
eri,2006,8813
eri,2007,2232
eri,2008,1965
eri,2009,3330
eri,2010,3586
eri,2011,2939
eri,2012,4452
eri,2013,4300
eri,2014,4300
eri,2015,4300
eri,2016,4300
eri,2017,4300
eri,2018,4300
esp,1960,913598
esp,1961,979112
esp,1962,1050204
esp,1963,1057781.125
esp,1964,1133528.125
esp,1965,1255640.375
esp,1966,1269816.75
esp,1967,1360681
esp,1968,1524861
esp,1969,1482215
esp,1970,1582679
esp,1971,1521399
esp,1972,1570110
esp,1973,1598305
esp,1974,1603965
esp,1975,1604892
esp,1976,1605769
esp,1977,1531718
esp,1978,1549512.375
esp,1979,1360578
esp,1980,1375875.5
esp,1981,1396799.5
esp,1982,1465475
esp,1983,1408335.5
esp,1984,1441953.5
esp,1985,1489562.75
esp,1986,1502394.625
esp,1987,1539932.625
esp,1988,1598886
esp,1989,1530990.75
esp,1990,1334995.25
esp,1991,1303615.25
esp,1992,1260681.375
esp,1993,1226032.625
esp,1994,1286795.25
esp,1995,1419692.125
esp,1996,1421199
esp,1997,1459471.25
esp,1998,1570787.25
esp,1999,1509520.625
esp,2000,1372436
esp,2001,1399903.25
esp,2002,1138689.5
esp,2003,1157962.375
esp,2004,1105838.75
esp,2005,1074625.125
esp,2006,1254883.25
esp,2007,1102042.5
esp,2008,1173169.375
esp,2009,1199112.125
esp,2010,1227765.875
esp,2011,1283396.125
esp,2012,1195775.875
esp,2013,1213917
esp,2014,1347147.5
esp,2015,1267791.25
esp,2016,1200717.25
esp,2017,1264822.875
esp,2018,1276640
est,1988,397782
est,1989,375454
est,1990,346083
est,1991,329213
est,1992,129689
est,1993,147515
est,1994,124508
est,1995,132891
est,1996,108992
est,1997,126317
est,1998,121854
est,1999,113312
est,2000,113572
est,2001,105959
est,2002,102622
est,2003,80580
est,2004,88877
est,2005,100136
est,2006,87587
est,2007,100216
est,2008,103393
est,2009,99157.60156
est,2010,96304.03906
est,2011,81968.34375
est,2012,68325.39844
est,2013,70514.21094
est,2014,70030.47656
est,2015,74414.70312
est,2016,76921.73438
est,2017,83691.46094
est,2018,88405.66406
eth,1960,8300
eth,1961,8600
eth,1962,9100
eth,1963,9600
eth,1964,12000
eth,1965,15900
eth,1966,16200
eth,1967,16200
eth,1968,14600
eth,1969,14400
eth,1970,17200
eth,1971,19100
eth,1972,14800
eth,1973,4700
eth,1974,5900
eth,1975,3930
eth,1976,2970
eth,1977,2472
eth,1978,2515
eth,1979,2800
eth,1980,3507
eth,1981,3828
eth,1982,3750
eth,1983,3900
eth,1984,4300
eth,1985,4000
eth,1986,4100
eth,1987,4000
eth,1988,4067
eth,1989,4269
eth,1990,14301
eth,1991,6371
eth,1992,4612
eth,1993,4797
eth,1994,5320
eth,1995,8385
eth,1996,8808
eth,1997,10394
eth,1998,14014
eth,1999,16864
eth,2000,15740
eth,2001,15447
eth,2002,12535
eth,2003,10128
eth,2004,10476
eth,2005,9822
eth,2006,10642
eth,2007,13819
eth,2008,17287
eth,2009,17075
eth,2010,18087
eth,2011,24143
eth,2012,29390
eth,2013,38416.30078
eth,2014,50204.5
eth,2015,45615.5
eth,2016,50102
eth,2017,56131
eth,2018,57331
fin,1960,65500
fin,1961,67000
fin,1962,64900
fin,1963,80500
fin,1964,62900
fin,1965,73250
fin,1966,70990
fin,1967,74090
fin,1968,92800
fin,1969,87300
fin,1970,81699
fin,1971,91401
fin,1972,89003
fin,1973,100000
fin,1974,112450
fin,1975,111797
fin,1976,120059
fin,1977,117831
fin,1978,139166
fin,1979,133972
fin,1980,165500
fin,1981,155394
fin,1982,164152
fin,1983,175393
fin,1984,178994
fin,1985,179288
fin,1986,167550
fin,1987,166364
fin,1988,175991
fin,1989,165172
fin,1990,151570
fin,1991,138643
fin,1992,169704
fin,1993,173862
fin,1994,180951
fin,1995,184830
fin,1996,196738
fin,1997,196526
fin,1998,187717
fin,1999,176047
fin,2000,171858
fin,2001,165806
fin,2002,157564
fin,2003,134665
fin,2004,148534
fin,2005,146400
fin,2006,162494
fin,2007,177920
fin,2008,162465
fin,2009,168728
fin,2010,168219
fin,2011,165275
fin,2012,175146
fin,2013,181517
fin,2014,196600
fin,2015,197902
fin,2016,207585.17188
fin,2017,205753.90625
fin,2018,198462.70312
fji,1960,3000
fji,1961,3000
fji,1962,3000
fji,1963,3200
fji,1964,3400
fji,1965,3500
fji,1966,3500
fji,1967,3500
fji,1968,3800
fji,1969,3800
fji,1970,3900
fji,1971,3900
fji,1972,4700
fji,1973,4700
fji,1974,4800
fji,1975,5036
fji,1976,5589
fji,1977,7935
fji,1978,9250
fji,1979,20243
fji,1980,20404
fji,1981,23608
fji,1982,24931
fji,1983,24227
fji,1984,25639
fji,1985,26870
fji,1986,35100.39844
fji,1987,38670.5
fji,1988,34209
fji,1989,35520.30078
fji,1990,39528.76953
fji,1991,33011.37891
fji,1992,27687.10156
fji,1993,30646.0332
fji,1994,30300
fji,1995,30507
fji,1996,26877
fji,1997,30086
fji,1998,33075.60938
fji,1999,56066.01953
fji,2000,49357
fji,2001,50033
fji,2002,41526
fji,2003,37631.80078
fji,2004,50194.16016
fji,2005,47951.5
fji,2006,50351
fji,2007,48077
fji,2008,47483
fji,2009,47057.02734
fji,2010,42710.5
fji,2011,46805
fji,2012,45090
fji,2013,41500
fji,2014,44034
fji,2015,41978
fji,2016,45406
fji,2017,47906
fji,2018,44467
fra,1960,762676
fra,1961,791620
fra,1962,761211
fra,1963,799299
fra,1964,807550
fra,1965,856899
fra,1966,902398
fra,1967,925307
fra,1968,938596
fra,1969,855694
fra,1970,858902
fra,1971,846574
fra,1972,854245
fra,1973,892060
fra,1974,884204
fra,1975,879330
fra,1976,861687
fra,1977,837277
fra,1978,860788.3125
fra,1979,838058.3125
fra,1980,859149.875
fra,1981,873521.875
fra,1982,860816.625
fra,1983,887199.5
fra,1984,870412.5625
fra,1985,922192.375
fra,1986,960373.5625
fra,1987,926793.5
fra,1988,968697.0625
fra,1989,944770.375
fra,1990,955899.8125
fra,1991,902400.5
fra,1992,919028.5
fra,1993,959274.5
fra,1994,984933.625
fra,1995,969264.3125
fra,1996,928775.875
fra,1997,930046.5
fra,1998,878316.5
fra,1999,922088.8125
fra,2000,961525.625
fra,2001,923733.6875
fra,2002,953955
fra,2003,948760.6875
fra,2004,907213.1875
fra,2005,843546.8125
fra,2006,832604.875
fra,2007,791184.6875
fra,2008,738452.375
fra,2009,674361.3125
fra,2010,655662.5
fra,2011,696129.1875
fra,2012,678116.5
fra,2013,740958.1875
fra,2014,737516.8125
fra,2015,670778.6875
fra,2016,738503.1875
fra,2017,724317.8125
fra,2018,797492.375
fro,1960,111077
fro,1961,122139
fro,1962,146027
fro,1963,140038
fro,1964,140398
fro,1965,146479
fro,1966,167804
fro,1967,175325
fro,1968,167989
fro,1969,177691
fro,1970,208220
fro,1971,208395
fro,1972,208673
fro,1973,247337
fro,1974,247352
fro,1975,286778
fro,1976,342588
fro,1977,311490
fro,1978,318251
fro,1979,268570
fro,1980,278059
fro,1981,246761
fro,1982,253530
fro,1983,332054
fro,1984,349273
fro,1985,376538
fro,1986,354116
fro,1987,392542
fro,1988,368262
fro,1989,312236
fro,1990,287072
fro,1991,247381
fro,1992,269146
fro,1993,265046
fro,1994,254507
fro,1995,296786
fro,1996,323871
fro,1997,353195
fro,1998,386186
fro,1999,401514
fro,2000,490065
fro,2001,566548
fro,2002,583517
fro,2003,684429
fro,2004,646806
fro,2005,589328
fro,2006,641696
fro,2007,651533
fro,2008,564948
fro,2009,410412
fro,2010,442592
fro,2011,416155
fro,2012,437751
fro,2013,564589
fro,2014,629356
fro,2015,666164
fro,2016,652039
fro,2017,790391
fro,2018,739836
fsm,1960,400
fsm,1961,500
fsm,1962,500
fsm,1963,600
fsm,1964,600
fsm,1965,700
fsm,1966,800
fsm,1967,1000
fsm,1968,1000
fsm,1969,1000
fsm,1970,1500
fsm,1971,1500
fsm,1972,1500
fsm,1973,1500
fsm,1974,1500
fsm,1975,1500
fsm,1976,1500
fsm,1977,1503
fsm,1978,1505
fsm,1979,1505
fsm,1980,1720
fsm,1981,1720
fsm,1982,1777
fsm,1983,1777
fsm,1984,1777
fsm,1985,3649
fsm,1986,3865
fsm,1987,3767
fsm,1988,2974
fsm,1989,2267
fsm,1990,2367
fsm,1991,12552
fsm,1992,16740
fsm,1993,18168
fsm,1994,22310
fsm,1995,8082
fsm,1996,8808
fsm,1997,9781
fsm,1998,15807
fsm,1999,12589
fsm,2000,23460
fsm,2001,19471
fsm,2002,22926
fsm,2003,33753
fsm,2004,31972
fsm,2005,32361
fsm,2006,15442
fsm,2007,20873
fsm,2008,25445
fsm,2009,28606
fsm,2010,31526
fsm,2011,37345
fsm,2012,47853
fsm,2013,36320
fsm,2014,52706
fsm,2015,71707
fsm,2016,88397
fsm,2017,98931
fsm,2018,129916
gab,1960,6000
gab,1961,6500
gab,1962,7000
gab,1963,7000
gab,1964,7000
gab,1965,8000
gab,1966,8000
gab,1967,8000
gab,1968,9000
gab,1969,9000
gab,1970,10000
gab,1971,10000
gab,1972,10000
gab,1973,12000
gab,1974,12000
gab,1975,14900
gab,1976,14820
gab,1977,14010
gab,1978,17800
gab,1979,21000
gab,1980,19800
gab,1981,20146
gab,1982,20605
gab,1983,19449
gab,1984,21002
gab,1985,20955
gab,1986,20226
gab,1987,22188
gab,1988,22093
gab,1989,20502
gab,1990,20002
gab,1991,22003
gab,1992,24005
gab,1993,31797
gab,1994,31043
gab,1995,40476
gab,1996,46175
gab,1997,44250
gab,1998,53912
gab,1999,51813
gab,2000,48384
gab,2001,42973
gab,2002,41653
gab,2003,45559
gab,2004,46152
gab,2005,43941
gab,2006,41647
gab,2007,37938
gab,2008,31450
gab,2009,29715
gab,2010,32822
gab,2011,36652
gab,2012,36548
gab,2013,36646
gab,2014,36900
gab,2015,33045
gab,2016,31045
gab,2017,29045
gab,2018,29045
gbm,1960,4900
gbm,1961,4900
gbm,1962,4500
gbm,1963,4000
gbm,1964,3600
gbm,1965,5100
gbm,1966,4600
gbm,1967,6000
gbm,1968,7200
gbm,1969,9800
gbm,1970,14700
gbm,1971,16900
gbm,1972,18000
gbm,1973,15500
gbm,1974,14791
gbm,1975,14505
gbm,1976,11242
gbm,1977,11844
gbm,1978,10504
gbm,1979,12407
gbm,1980,10106
gbm,1981,8642
gbm,1982,6298
gbm,1983,8322
gbm,1984,7668
gbm,1985,6974
gbm,1986,5778
gbm,1987,5561
gbm,1988,5624
gbm,1989,5696
gbm,1990,4085
gbm,1991,4562
gbm,1992,4481
gbm,1993,4850
gbm,1994,3571
gbm,1995,3734
gbm,1996,3537
gbm,1997,4289
gbm,1998,2214
gbm,1999,2609
gbm,2000,3552
gbm,2001,3112
gbm,2002,3127
gbm,2003,2984
gbm,2004,2627
gbm,2005,2764
gbm,2006,2579
gbm,2007,3812
gbm,2008,2770
gbm,2009,3555
gbm,2010,4814
gbm,2011,6844
gbm,2012,6172
gbm,2013,5745
gbm,2014,3755
gbm,2015,7781
gbm,2016,7040
gbm,2017,6759
gbm,2018,4431
gbr,1960,1020366
gbr,1961,959551
gbr,1962,1008322
gbr,1963,1008956
gbr,1964,1034341
gbr,1965,1118064
gbr,1966,1141130
gbr,1967,1104608
gbr,1968,1118870
gbr,1969,1165385
gbr,1970,1176051
gbr,1971,1206546
gbr,1972,1173031
gbr,1973,1215495
gbr,1974,1175211
gbr,1975,1068779
gbr,1976,1128199
gbr,1977,1082168
gbr,1978,1117396
gbr,1979,994514
gbr,1980,897555
gbr,1981,882867
gbr,1982,916552
gbr,1983,850681
gbr,1984,845324
gbr,1985,901465
gbr,1986,860520
gbr,1987,953497
gbr,1988,948425
gbr,1989,914969
gbr,1990,821743
gbr,1991,858126
gbr,1992,875548
gbr,1993,934558
gbr,1994,970258
gbr,1995,1012302
gbr,1996,986740
gbr,1997,1029552
gbr,1998,1060688
gbr,1999,995545
gbr,2000,907012
gbr,2001,940084
gbr,2002,908091
gbr,2003,825799
gbr,2004,862165
gbr,2005,843149
gbr,2006,796586
gbr,2007,793947
gbr,2008,771723
gbr,2009,787450.8125
gbr,2010,813992.875
gbr,2011,800352.625
gbr,2012,836793.6875
gbr,2013,835636
gbr,2014,970375.375
gbr,2015,917372.4375
gbr,2016,897737.1875
gbr,2017,948613.125
gbr,2018,897860
geo,1988,202628
geo,1989,148318
geo,1990,105181
geo,1991,60813
geo,1992,39145
geo,1993,18820
geo,1994,7641
geo,1995,3717
geo,1996,2554
geo,1997,2644
geo,1998,3097
geo,1999,1496
geo,2000,1877
geo,2001,1716
geo,2002,1863
geo,2003,3362
geo,2004,12060
geo,2005,10081
geo,2006,14896
geo,2007,44248
geo,2008,48865
geo,2009,50731
geo,2010,46899
geo,2011,27547
geo,2012,13225
geo,2013,16825
geo,2014,20515
geo,2015,24175
geo,2016,46513
geo,2017,139465.20312
geo,2018,215458.5
gha,1960,33800
gha,1961,36500
gha,1962,45700
gha,1963,59800
gha,1964,76600
gha,1965,76500
gha,1966,85700
gha,1967,99000
gha,1968,74100
gha,1969,131000
gha,1970,171611
gha,1971,232784
gha,1972,281331
gha,1973,221832
gha,1974,219327
gha,1975,261590
gha,1976,246820
gha,1977,272171
gha,1978,274887
gha,1979,237252
gha,1980,231855
gha,1981,240816
gha,1982,244492
gha,1983,251856
gha,1984,270013
gha,1985,276573
gha,1986,320177
gha,1987,382200
gha,1988,362477
gha,1989,362005
gha,1990,396232
gha,1991,362948
gha,1992,423855
gha,1993,373084
gha,1994,335937
gha,1995,353394
gha,1996,477294
gha,1997,447527
gha,1998,447341
gha,1999,499670
gha,2000,459346
gha,2001,456353
gha,2002,381182
gha,2003,394485
gha,2004,421861
gha,2005,375139
gha,2006,377320
gha,2007,320384
gha,2008,356825
gha,2009,331739
gha,2010,358289
gha,2011,363667
gha,2012,393494
gha,2013,333231
gha,2014,328744
gha,2015,392231
gha,2016,385115
gha,2017,438506
gha,2018,453397
gib,1960,1
gib,1961,1
gib,1962,1
gib,1963,1
gib,1964,1
gib,1965,1
gib,1966,1
gib,1967,1
gib,1968,1
gib,1969,1
gib,1970,1
gib,1971,1
gib,1972,1
gib,1973,1
gib,1974,1
gib,1975,1
gib,1976,1
gib,1977,1
gib,1978,1
gib,1979,1
gib,1980,1
gib,1981,1
gib,1982,1
gib,1983,1
gib,1984,1
gib,1985,1
gib,1986,1
gib,1987,1
gib,1988,1
gib,1989,1
gib,1990,1
gib,1991,1
gib,1992,1
gib,1993,1
gib,1994,1
gib,1995,1
gib,1996,1
gib,1997,1
gib,1998,1
gib,1999,1
gib,2000,1
gib,2001,1
gib,2002,1
gib,2003,1
gib,2004,1
gib,2005,1
gib,2006,1
gib,2007,1
gib,2008,1
gib,2009,1
gib,2010,1
gib,2011,1
gib,2012,1
gib,2013,1
gib,2014,1
gib,2015,1
gib,2016,1
gib,2017,1
gib,2018,1
gin,1960,4000
gin,1961,4000
gin,1962,4000
gin,1963,4000
gin,1964,5000
gin,1965,5000
gin,1966,5000
gin,1967,6000
gin,1968,6000
gin,1969,6000
gin,1970,6000
gin,1971,8300
gin,1972,8300
gin,1973,9500
gin,1974,12100
gin,1975,13370
gin,1976,9920
gin,1977,9120
gin,1978,10000
gin,1979,18453
gin,1980,20000
gin,1981,22000
gin,1982,24000
gin,1983,26000
gin,1984,28003
gin,1985,30003
gin,1986,33002
gin,1987,35002
gin,1988,38001
gin,1989,41001
gin,1990,44001
gin,1991,49501
gin,1992,55005
gin,1993,60605
gin,1994,63805
gin,1995,67964
gin,1996,63364
gin,1997,62441
gin,1998,69764
gin,1999,87314
gin,2000,91513
gin,2001,105404
gin,2002,93756
gin,2003,121927
gin,2004,97732
gin,2005,109238
gin,2006,104828
gin,2007,82183
gin,2008,94683
gin,2009,127923
gin,2010,113689
gin,2011,185149.20312
gin,2012,198574.5
gin,2013,230371.79688
gin,2014,207699
gin,2015,193551
gin,2016,173369.79688
gin,2017,333769.90625
gin,2018,287361.59375
gmb,1960,4500
gmb,1961,4800
gmb,1962,5300
gmb,1963,5300
gmb,1964,5300
gmb,1965,6200
gmb,1966,6200
gmb,1967,6200
gmb,1968,6700
gmb,1969,6700
gmb,1970,7447
gmb,1971,7739
gmb,1972,7884
gmb,1973,12294
gmb,1974,12695
gmb,1975,12695
gmb,1976,12695
gmb,1977,18092
gmb,1978,14972
gmb,1979,11143
gmb,1980,13265
gmb,1981,14739
gmb,1982,9212
gmb,1983,11653
gmb,1984,11882
gmb,1985,10712
gmb,1986,13262
gmb,1987,14642
gmb,1988,13852
gmb,1989,19842
gmb,1990,21662
gmb,1991,24985
gmb,1992,18045
gmb,1993,21308
gmb,1994,22781
gmb,1995,23699
gmb,1996,31605
gmb,1997,32747
gmb,1998,29037
gmb,1999,32643
gmb,2000,29021
gmb,2001,34532
gmb,2002,37410
gmb,2003,37371
gmb,2004,32822
gmb,2005,34960
gmb,2006,37552
gmb,2007,43599
gmb,2008,42906
gmb,2009,45909
gmb,2010,46649
gmb,2011,41533
gmb,2012,36095
gmb,2013,43759
gmb,2014,51535
gmb,2015,56003
gmb,2016,58296
gmb,2017,60496
gmb,2018,49561
gnb,1960,700
gnb,1961,700
gnb,1962,600
gnb,1963,600
gnb,1964,800
gnb,1965,900
gnb,1966,700
gnb,1967,700
gnb,1968,1300
gnb,1969,1400
gnb,1970,1500
gnb,1971,1400
gnb,1972,1700
gnb,1973,1700
gnb,1974,1700
gnb,1975,1669
gnb,1976,3575
gnb,1977,4275
gnb,1978,4283
gnb,1979,2936
gnb,1980,4166
gnb,1981,3643
gnb,1982,3977
gnb,1983,2671
gnb,1984,2751
gnb,1985,3743
gnb,1986,3700
gnb,1987,4100
gnb,1988,4690
gnb,1989,5400
gnb,1990,5400
gnb,1991,5000
gnb,1992,5200
gnb,1993,5350
gnb,1994,6000
gnb,1995,6328
gnb,1996,7000
gnb,1997,7200
gnb,1998,6700
gnb,1999,6200
gnb,2000,6315
gnb,2001,6848
gnb,2002,7324
gnb,2003,6153
gnb,2004,6650
gnb,2005,6983
gnb,2006,7067
gnb,2007,6500
gnb,2008,6804
gnb,2009,6721
gnb,2010,6584
gnb,2011,6549
gnb,2012,6829
gnb,2013,6707
gnb,2014,6700
gnb,2015,6700
gnb,2016,6710
gnb,2017,6735
gnb,2018,6740
gnq,1960,900
gnq,1961,500
gnq,1962,800
gnq,1963,1000
gnq,1964,1000
gnq,1965,600
gnq,1966,1200
gnq,1967,1100
gnq,1968,3700
gnq,1969,3500
gnq,1970,4000
gnq,1971,4000
gnq,1972,4000
gnq,1973,4000
gnq,1974,4000
gnq,1975,4000
gnq,1976,4000
gnq,1977,4000
gnq,1978,4000
gnq,1979,4000
gnq,1980,2500
gnq,1981,2500
gnq,1982,2019
gnq,1983,2341
gnq,1984,4000
gnq,1985,3600
gnq,1986,4400
gnq,1987,4000
gnq,1988,4000
gnq,1989,4000
gnq,1990,3700
gnq,1991,3500
gnq,1992,3600
gnq,1993,3507
gnq,1994,5069
gnq,1995,2306
gnq,1996,5040
gnq,1997,6090
gnq,1998,6005
gnq,1999,7001
gnq,2000,3634
gnq,2001,3600
gnq,2002,3550
gnq,2003,3550
gnq,2004,3500
gnq,2005,3750
gnq,2006,4002
gnq,2007,4535
gnq,2008,5402
gnq,2009,7672
gnq,2010,7391
gnq,2011,7132
gnq,2012,7849
gnq,2013,6955
gnq,2014,6083
gnq,2015,6435
gnq,2016,6466
gnq,2017,6395
gnq,2018,6425
grc,1960,87430
grc,1961,85390
grc,1962,80490
grc,1963,80550
grc,1964,84130
grc,1965,90320
grc,1966,91630
grc,1967,94000
grc,1968,100760
grc,1969,95150
grc,1970,86139
grc,1971,95139
grc,1972,93129
grc,1973,104576
grc,1974,93678
grc,1975,96456
grc,1976,107574
grc,1977,108571
grc,1978,102697
grc,1979,105154
grc,1980,107614
grc,1981,103525.17969
grc,1982,106747.79688
grc,1983,102107.39844
grc,1984,108540.79688
grc,1985,114961.89844
grc,1986,124848
grc,1987,134743.40625
grc,1988,123686.29688
grc,1989,136534.5
grc,1990,141904
grc,1991,151259.90625
grc,1992,172917.79688
grc,1993,191678.5
grc,1994,214306.90625
grc,1995,184360.5
grc,1996,190903.20312
grc,1997,205816.09375
grc,1998,170072.40625
grc,1999,204865.75
grc,2000,194761.70312
grc,2001,191708.40625
grc,2002,184006.90625
grc,2003,195215.40625
grc,2004,191034.40625
grc,2005,198638.5
grc,2006,211623.70312
grc,2007,209392.79688
grc,2008,200953.29688
grc,2009,205192.79688
grc,2010,191423.79688
grc,2011,174055.59375
grc,2012,172017.67188
grc,2013,178171.04688
grc,2014,164835.70312
grc,2015,172588.40625
grc,2016,200277.40625
grc,2017,203707.70312
grc,2018,209629
grd,1960,300
grd,1961,500
grd,1962,900
grd,1963,700
grd,1964,1100
grd,1965,1300
grd,1966,1200
grd,1967,1300
grd,1968,1300
grd,1969,1400
grd,1970,1300
grd,1971,1500
grd,1972,1700
grd,1973,1700
grd,1974,1634
grd,1975,1700
grd,1976,1700
grd,1977,2958
grd,1978,2238
grd,1979,1491
grd,1980,1419
grd,1981,788
grd,1982,982
grd,1983,1479
grd,1984,1555
grd,1985,1727
grd,1986,2296
grd,1987,2214
grd,1988,2092
grd,1989,1782
grd,1990,1911
grd,1991,2071
grd,1992,2115
grd,1993,2212
grd,1994,1599
grd,1995,1499
grd,1996,1577
grd,1997,1530
grd,1998,1837
grd,1999,1829
grd,2000,1705
grd,2001,2250
grd,2002,2171
grd,2003,2544
grd,2004,2039
grd,2005,2048
grd,2006,2163
grd,2007,2207
grd,2008,2386
grd,2009,2648
grd,2010,2182
grd,2011,2322
grd,2012,2263
grd,2013,2695
grd,2014,2850
grd,2015,2708.3999
grd,2016,2572.1001
grd,2017,2568
grd,2018,2570
grl,1960,53018
grl,1961,55904
grl,1962,53852
grl,1963,45569
grl,1964,52475
grl,1965,54145
grl,1966,56155
grl,1967,53643
grl,1968,47019
grl,1969,86708
grl,1970,121820
grl,1971,114156
grl,1972,122694
grl,1973,137746
grl,1974,139162
grl,1975,133466
grl,1976,132476
grl,1977,160386
grl,1978,179340
grl,1979,202748
grl,1980,201024
grl,1981,208464
grl,1982,205270
grl,1983,194418
grl,1984,188308
grl,1985,162285
grl,1986,125043
grl,1987,162673
grl,1988,176199
grl,1989,215017
grl,1990,199097
grl,1991,178822
grl,1992,182612
grl,1993,261098
grl,1994,261765
grl,1995,283460
grl,1996,297236
grl,1997,277704
grl,1998,297590
grl,1999,352352
grl,2000,351788
grl,2001,336528
grl,2002,356596
grl,2003,336462
grl,2004,375128
grl,2005,431163
grl,2006,445845
grl,2007,398254
grl,2008,401789
grl,2009,360423
grl,2010,369182
grl,2011,358625
grl,2012,345737
grl,2013,413518
grl,2014,428395
grl,2015,395248
grl,2016,384779
grl,2017,406750
grl,2018,371742
gtm,1960,1000
gtm,1961,1300
gtm,1962,2100
gtm,1963,2500
gtm,1964,2700
gtm,1965,2100
gtm,1966,3000
gtm,1967,2500
gtm,1968,1900
gtm,1969,3000
gtm,1970,3400
gtm,1971,3300
gtm,1972,3100
gtm,1973,3700
gtm,1974,3881
gtm,1975,4530
gtm,1976,3653
gtm,1977,3074
gtm,1978,5504
gtm,1979,4898
gtm,1980,3507
gtm,1981,4273
gtm,1982,4293
gtm,1983,2388
gtm,1984,3024
gtm,1985,3166
gtm,1986,2647
gtm,1987,3077
gtm,1988,3725
gtm,1989,4327
gtm,1990,7798
gtm,1991,7344
gtm,1992,7813
gtm,1993,10868
gtm,1994,11604
gtm,1995,11928
gtm,1996,11074
gtm,1997,11303
gtm,1998,13971
gtm,1999,25868
gtm,2000,43166
gtm,2001,34804
gtm,2002,31405
gtm,2003,30042
gtm,2004,14920
gtm,2005,27987
gtm,2006,33862
gtm,2007,34365
gtm,2008,42018
gtm,2009,36772
gtm,2010,45124.23047
