geo,time,sp_pop_totl_fe_in
dnk,2007,2754784
dnk,2008,2770023
dnk,2009,2783770
dnk,2010,2794956
dnk,2011,2805142
dnk,2012,2814288
dnk,2013,2824671
dnk,2014,2837901
dnk,2015,2857267
dnk,2016,2879322
dnk,2017,2897965
dnk,2018,2912704
dnk,2019,2923597
dnk,2020,2932556
dom,1960,1626249
dom,1961,1682016
dom,1962,1739161
dom,1963,1797495
dom,1964,1856778
dom,1965,1916854
dom,1966,1977571
dom,1967,2038899
dom,1968,2100796
dom,1969,2163286
dom,1970,2226359
dom,1971,2289948
dom,1972,2354003
dom,1973,2418461
dom,1974,2483291
dom,1975,2548454
dom,1976,2613936
dom,1977,2679705
dom,1978,2745634
dom,1979,2811621
dom,1980,2877578
dom,1981,2943462
dom,1982,3009322
dom,1983,3075224
dom,1984,3141281
dom,1985,3207596
dom,1986,3274119
dom,1987,3340829
dom,1988,3407935
dom,1989,3475671
dom,1990,3544173
dom,1991,3613474
dom,1992,3683372
dom,1993,3753554
dom,1994,3823572
dom,1995,3893047
dom,1996,3961994
dom,1997,4030352
dom,1998,4097617
dom,1999,4163185
dom,2000,4226670
dom,2001,4287804
dom,2002,4346856
dom,2003,4404718
dom,2004,4462660
dom,2005,4521595
dom,2006,4581822
dom,2007,4643110
dom,2008,4705133
dom,2009,4767298
dom,2010,4829193
dom,2011,4890693
dom,2012,4951906
dom,2013,5012859
dom,2014,5073656
dom,2015,5134308
dom,2016,5194798
dom,2017,5254937
dom,2018,5314402
dom,2019,5372759
dom,2020,5429698
dza,1960,5499822
dza,1961,5640481
dza,1962,5784350
dza,1963,5933118
dza,1964,6089191
dza,1965,6254192
dza,1966,6429093
dza,1967,6613193
dza,1968,6804542
dza,1969,7000300
dza,1970,7198564
dza,1971,7398834
dza,1972,7602262
dza,1973,7810704
dza,1974,8026756
dza,1975,8252489
dza,1976,8487849
dza,1977,8732611
dza,1978,8988364
dza,1979,9257005
dza,1980,9539541
dza,1981,9836322
dza,1982,10145893
dza,1983,10464988
dza,1984,10789171
dza,1985,11114822
dza,1986,11440044
dza,1987,11764197
dza,1988,12086399
dza,1989,12406110
dza,1990,12722507
dza,1991,13035547
dza,1992,13343646
dza,1993,13642618
dza,1994,13927251
dza,1995,14194153
dza,1996,14442437
dza,1997,14674195
dza,1998,14892933
dza,1999,15103751
dza,2000,15311139
dza,2001,15516424
dza,2002,15721105
dza,2003,15930173
dza,2004,16149500
dza,2005,16383693
dza,2006,16634748
dza,2007,16903082
dza,2008,17189426
dza,2009,17493858
dza,2010,17816091
dza,2011,18155827
dza,2012,18512336
dza,2013,18884019
dza,2014,19268759
dza,2015,19664129
dza,2016,20069497
dza,2017,20482418
dza,2018,20896422
dza,2019,21303388
dza,2020,21697235
ecu,1960,2272213
ecu,1961,2336370
ecu,1962,2402745
ecu,1963,2471470
ecu,1964,2542667
ecu,1965,2616429
ecu,1966,2692774
ecu,1967,2771632
ecu,1968,2852902
ecu,1969,2936453
ecu,1970,3022145
ecu,1971,3109974
ecu,1972,3199855
ecu,1973,3291569
ecu,1974,3384830
ecu,1975,3479435
ecu,1976,3575282
ecu,1977,3672395
ecu,1978,3770897
ecu,1979,3870929
ecu,1980,3972634
ecu,1981,4075999
ecu,1982,4180988
ecu,1983,4287719
ecu,1984,4396344
ecu,1985,4506934
ecu,1986,4619492
ecu,1987,4733911
ecu,1988,4850087
ecu,1989,4967915
ecu,1990,5087226
ecu,1991,5207887
ecu,1992,5329709
ecu,1993,5452483
ecu,1994,5575974
ecu,1995,5699916
ecu,1996,5824361
ecu,1997,5949080
ecu,1998,6073229
ecu,1999,6195757
ecu,2000,6315964
ecu,2001,6433427
ecu,2002,6548517
ecu,2003,6662346
ecu,2004,6776510
ecu,2005,6892161
ecu,2006,7009987
ecu,2007,7129752
ecu,2008,7250590
ecu,2009,7371185
ecu,2010,7490761
ecu,2011,7608327
ecu,2012,7724581
ecu,2013,7842413
ecu,2014,7965751
ecu,2015,8097063
ecu,2016,8237882
ecu,2017,8386318
ecu,2018,8537161
ecu,2019,8683170
ecu,2020,8819233
egy,1960,13082041
egy,1961,13440863
egy,1962,13805828
egy,1963,14177670
egy,1964,14557749
egy,1965,14946718
egy,1966,15345636
egy,1967,15753300
egy,1968,16165521
egy,1969,16576619
egy,1970,16983043
egy,1971,17383861
egy,1972,17781849
egy,1973,18181770
egy,1974,18590365
egy,1975,19013181
egy,1976,19451199
egy,1977,19905069
egy,1978,20379592
egy,1979,20880354
egy,1980,21411107
egy,1981,21972257
egy,1982,22562003
egy,1983,23178603
egy,1984,23819231
egy,1985,24480363
egy,1986,25163391
egy,1987,25864882
egy,1988,26570724
egy,1989,27262607
egy,1990,27927902
egy,1991,28559739
egy,1992,29162579
egy,1993,29749249
egy,1994,30338842
egy,1995,30945130
egy,1996,31572811
egy,1997,32217491
egy,1998,32873089
egy,1999,33529872
egy,2000,34181137
egy,2001,34828098
egy,2002,35475154
egy,2003,36122892
egy,2004,36772336
egy,2005,37425951
egy,2006,38080826
egy,2007,38741311
egy,2008,39425763
egy,2009,40158284
egy,2010,40955024
egy,2011,41822894
egy,2012,42753933
egy,2013,43730649
egy,2014,44727504
egy,2015,45724871
egy,2016,46717301
egy,2017,47706815
egy,2018,48690128
egy,2019,49665477
egy,2020,50631541
eri,1960,506863
eri,1961,519621
eri,1962,533096
eri,1963,547171
eri,1964,561702
eri,1965,576601
eri,1966,591823
eri,1967,607411
eri,1968,623458
eri,1969,640101
eri,1970,657440
eri,1971,675517
eri,1972,694303
eri,1973,713782
eri,1974,733889
eri,1975,754588
eri,1976,775802
eri,1977,797553
eri,1978,820038
eri,1979,843522
eri,1980,868169
eri,1981,893663
eri,1982,919739
eri,1983,946530
eri,1984,974265
eri,1985,1002857
eri,1986,1032923
eri,1987,1063768
eri,1988,1092455
eri,1989,1115088
eri,1990,1129111
eri,1991,1133719
eri,1992,1130480
eri,1993,1122336
eri,1994,1113456
eri,1995,1107243
eri,1996,1103863
eri,1997,1103390
eri,1998,1108909
eri,1999,1124147
eri,2000,1151345
eri,2001,1192142
eri,2002,1244879
eri,2003,1304366
eri,2004,1363325
eri,2005,1416324
eri,2006,1461749
eri,2007,1500626
eri,2008,1533460
eri,2009,1561642
eri,2010,1586365
eri,2011,1607405
esp,1960,15662621
esp,1961,15798762
esp,1962,15936022
esp,1963,16068726
esp,1964,16222269
esp,1965,16392897
esp,1966,16555646
esp,1967,16755060
esp,1968,16969790
esp,1969,17131067
esp,1970,17314135
esp,1971,17514133
esp,1972,17697318
esp,1973,17881911
esp,1974,18066411
esp,1975,18251600
esp,1976,18435206
esp,1977,18616483
esp,1978,18788330
esp,1979,18947803
esp,1980,19095226
esp,1981,19227671
esp,1982,19341222
esp,1983,19435140
esp,1984,19517354
esp,1985,19591448
esp,1986,19655214
esp,1987,19712967
esp,1988,19762374
esp,1989,19800819
esp,1990,19827512
esp,1991,19883346
esp,1992,19984916
esp,1993,20091016
esp,1994,20186943
esp,1995,20273837
esp,1996,20353630
esp,1997,20431856
esp,1998,20506573
esp,1999,20576752
esp,2000,20652809
esp,2001,20777799
esp,2002,21052590
esp,2003,21415094
esp,2004,21766582
esp,2005,22117853
esp,2006,22476408
esp,2007,22879380
esp,2008,23235239
esp,2009,23439021
esp,2010,23555788
esp,2011,23661705
esp,2012,23710580
esp,2013,23671467
esp,2014,23635055
esp,2015,23640092
esp,2016,23669889
esp,2017,23723820
esp,2018,23818485
esp,2019,23978634
esp,2020,24085958
est,1960,676686
est,1961,682199
est,1962,689170
est,1963,696379
est,1964,704108
est,1965,711471
est,1966,717003
est,1967,720600
est,1968,725376
est,1969,731304
est,1970,737883
est,1971,745831
est,1972,753288
est,1973,759768
est,1974,765674
est,1975,771026
est,1976,775848
est,1977,780882
est,1978,785562
est,1979,789265
est,1980,793396
est,1981,798412
est,1982,803631
est,1983,808602
est,1984,813214
est,1985,817823
est,1986,822857
est,1987,828038
est,1988,832071
est,1989,834747
est,1990,835377
est,1991,832153
est,1992,818821
est,1993,800024
est,1994,784768
est,1995,771730
est,1996,760221
est,1997,750517
est,1998,741824
est,1999,742625
est,2000,745418
est,2001,740578
est,2002,736352
est,2003,732515
est,2004,728900
est,2005,725196
est,2006,721037
est,2007,717571
est,2008,715266
est,2009,713447
est,2010,711411
est,2011,708917
est,2012,706072
est,2013,703157
est,2014,700674
est,2015,700146
est,2016,698980
est,2017,698154
est,2018,698776
est,2019,699659
est,2020,699630
eth,1960,11140494
eth,1961,11400746
eth,1962,11676269
eth,1963,11965287
eth,1964,12265105
eth,1965,12573894
eth,1966,12888049
eth,1967,13208040
eth,1968,13540532
eth,1969,13894951
eth,1970,14276229
eth,1971,14692929
eth,1972,15138777
eth,1973,15586536
eth,1974,15999016
eth,1975,16352389
eth,1976,16634119
eth,1977,16860119
eth,1978,17070008
eth,1979,17319548
eth,1980,17649175
eth,1981,18073896
eth,1982,18583036
eth,1983,19160087
eth,1984,19777570
eth,1985,20415649
eth,1986,21068599
eth,1987,21744078
eth,1988,22450891
eth,1989,23202619
eth,1990,24007485
eth,1991,24869130
eth,1992,25779464
eth,1993,26720813
eth,1994,27669105
eth,1995,28607127
eth,1996,29528171
eth,1997,30437370
eth,1998,31344038
eth,1999,32263002
eth,2000,33205382
eth,2001,34174168
eth,2002,35166728
eth,2003,36182058
eth,2004,37217654
eth,2005,38272232
eth,2006,39345273
eth,2007,40439539
eth,2008,41560859
eth,2009,42716829
eth,2010,43912483
eth,2011,45150001
eth,2012,46426769
eth,2013,47737068
eth,2014,49072577
eth,2015,50426864
eth,2016,51797604
eth,2017,53185201
eth,2018,54589146
eth,2019,56009719
eth,2020,57446748
fin,1960,2296097
fin,1961,2310862
fin,1962,2325279
fin,1963,2340611
fin,1964,2352743
fin,1965,2359957
fin,1966,2368460
fin,1967,2381245
fin,1968,2392030
fin,1969,2390686
fin,1970,2381540
fin,1971,2384233
fin,1972,2397982
fin,1973,2411083
fin,1974,2423255
fin,1975,2433726
fin,1976,2440965
fin,1977,2447847
fin,1978,2454974
fin,1979,2461246
fin,1980,2468727
fin,1981,2478863
fin,1982,2492178
fin,1983,2506306
fin,1984,2518881
fin,1985,2528522
fin,1986,2535842
fin,1987,2542099
fin,1988,2548478
fin,1989,2556525
fin,1990,2566545
fin,1991,2579056
fin,1992,2591895
fin,1993,2602693
fin,1994,2612219
fin,1995,2620628
fin,1996,2627816
fin,1997,2634354
fin,1998,2640157
fin,1999,2645100
fin,2000,2649364
fin,2001,2654110
fin,2002,2659222
fin,2003,2664209
fin,2004,2670583
fin,2005,2678373
fin,2006,2687312
fin,2007,2697418
fin,2008,2708636
fin,2009,2720215
fin,2010,2731215
fin,2011,2742371
fin,2012,2753865
fin,2013,2764999
fin,2014,2774944
fin,2015,2782702
fin,2016,2789446
fin,2017,2794857
fin,2018,2797516
fin,2019,2799598
fin,2020,2802648
fji,1960,190813
fji,1961,197631
fji,1962,205068
fji,1963,212781
fji,1964,220299
fji,1965,227295
fji,1966,233644
fji,1967,239452
fji,1968,244907
fji,1969,250297
fji,1970,255819
fji,1971,261553
fji,1972,267452
fji,1973,273406
fji,1974,279294
fji,1975,285032
fji,1976,290500
fji,1977,295751
fji,1978,301101
fji,1979,306994
fji,1980,313668
fji,1981,321373
fji,1982,329869
fji,1983,338353
fji,1984,345704
fji,1985,351183
fji,1986,354417
fji,1987,355750
fji,1988,356091
fji,1989,356699
fji,1990,358487
fji,1991,361723
fji,1992,366102
fji,1993,371220
fji,1994,376452
fji,1995,381311
fji,1996,385788
fji,1997,390012
fji,1998,393755
fji,1999,396804
fji,2000,399035
fji,2001,400248
fji,2002,400580
fji,2003,400598
fji,2004,401094
fji,2005,402598
fji,2006,405414
fji,2007,409282
fji,2008,413666
fji,2009,417719
fji,2010,420873
fji,2011,422919
fji,2012,424107
fji,2013,424843
fji,2014,425740
fji,2015,427260
fji,2016,429493
fji,2017,432310
fji,2018,435565
fji,2019,438996
fji,2020,442426
fra,1960,24007012
fra,1961,24307085
fra,1962,24631302
fra,1963,24962939
fra,1964,25279474
fra,1965,25564855
fra,1966,25811877
fra,1967,26025074
fra,1968,26214684
fra,1969,26396684
fra,1970,26582614
fra,1971,26775977
fra,1972,26972689
fra,1973,27167593
fra,1974,27352713
fra,1975,27522755
fra,1976,27676200
fra,1977,27816700
fra,1978,27950301
fra,1979,28085437
fra,1980,28228248
fra,1981,28380515
fra,1982,28540607
fra,1983,28707005
fra,1984,28876970
fra,1985,29048142
fra,1986,29221065
fra,1987,29395794
fra,1988,29569032
fra,1989,29736470
fra,1990,29895283
fra,1991,30069067
fra,1992,30227122
fra,1993,30367032
fra,1994,30489352
fra,1995,30609108
fra,1996,30727246
fra,1997,30845871
fra,1998,30969956
fra,1999,31140700
fra,2000,31366712
fra,2001,31609073
fra,2002,31853822
fra,2003,32093648
fra,2004,32341282
fra,2005,32592276
fra,2006,32821949
fra,2007,33023327
fra,2008,33203347
fra,2009,33368664
fra,2010,33528500
fra,2011,33686256
fra,2012,33845372
fra,2013,34017119
fra,2014,34178119
fra,2015,34302345
fra,2016,34399175
fra,2017,34508584
fra,2018,34614021
fra,2019,34698686
fra,2020,34771320
fsm,1960,21584
fsm,1961,22276
fsm,1962,22967
fsm,1963,23685
fsm,1964,24469
fsm,1965,25313
fsm,1966,26268
fsm,1967,27292
fsm,1968,28301
fsm,1969,29147
fsm,1970,29749
fsm,1971,30052
fsm,1972,30103
fsm,1973,30070
fsm,1974,30150
fsm,1975,30494
fsm,1976,31155
fsm,1977,32079
fsm,1978,33205
fsm,1979,34418
fsm,1980,35658
fsm,1981,36892
fsm,1982,38150
fsm,1983,39402
fsm,1984,40623
fsm,1985,41804
fsm,1986,42908
fsm,1987,43932
fsm,1988,44925
fsm,1989,45951
fsm,1990,47051
fsm,1991,48252
fsm,1992,49510
fsm,1993,50727
fsm,1994,51775
fsm,1995,52564
fsm,1996,53036
fsm,1997,53237
fsm,1998,53249
fsm,1999,53146
fsm,2000,53036
fsm,2001,52924
fsm,2002,52813
fsm,2003,52685
fsm,2004,52478
fsm,2005,52196
fsm,2006,51808
fsm,2007,51367
fsm,2008,50952
fsm,2009,50694
fsm,2010,50675
fsm,2011,50937
fsm,2012,51446
fsm,2013,52122
fsm,2014,52855
fsm,2015,53543
fsm,2016,54189
fsm,2017,54793
fsm,2018,55368
fsm,2019,55944
fsm,2020,56541
gab,1960,256100
gab,1961,258716
gab,1962,261712
gab,1963,265213
gab,1964,269378
gab,1965,274276
gab,1966,280013
gab,1967,286486
gab,1968,293368
gab,1969,300193
gab,1970,306630
gab,1971,312547
gab,1972,318071
gab,1973,323462
gab,1974,329106
gab,1975,335277
gab,1976,342043
gab,1977,349352
gab,1978,357168
gab,1979,365435
gab,1980,374090
gab,1981,383137
gab,1982,392617
gab,1983,402527
gab,1984,412904
gab,1985,423730
gab,1986,435025
gab,1987,446728
gab,1988,458816
gab,1989,471232
gab,1990,483926
gab,1991,496896
gab,1992,510120
gab,1993,523508
gab,1994,536939
gab,1995,550333
gab,1996,563697
gab,1997,577101
gab,1998,590580
gab,1999,604207
gab,2000,618056
gab,2001,632195
gab,2002,646740
gab,2003,661899
gab,2004,677959
gab,2005,695156
gab,2006,713412
gab,2007,732793
gab,2008,753750
gab,2009,776855
gab,2010,802430
gab,2011,830699
gab,2012,861328
gab,2013,893274
gab,2014,925129
gab,2015,955859
gab,2016,985073
gab,2017,1012977
gab,2018,1039899
gab,2019,1066386
gab,2020,1092874
gbr,1960,27094990
gbr,1961,27277700
gbr,1962,27484998
gbr,1963,27667276
gbr,1964,27827179
gbr,1965,27991184
gbr,1966,28136952
gbr,1967,28285449
gbr,1968,28422857
gbr,1969,28539642
gbr,1970,28648311
gbr,1971,28758161
gbr,1972,28842186
gbr,1973,28882721
gbr,1974,28887087
gbr,1975,28874608
gbr,1976,28861145
gbr,1977,28848531
gbr,1978,28849694
gbr,1979,28877063
gbr,1980,28914208
gbr,1981,28928000
gbr,1982,28922488
gbr,1983,28937670
gbr,1984,28988455
gbr,1985,29058303
gbr,1986,29128231
gbr,1987,29191373
gbr,1988,29256430
gbr,1989,29332580
gbr,1990,29420457
gbr,1991,29511839
gbr,1992,29591772
gbr,1993,29662005
gbr,1994,29735240
gbr,1995,29809443
gbr,1996,29878746
gbr,1997,29946989
gbr,1998,30022752
gbr,1999,30107684
gbr,2000,30195954
gbr,2001,30288314
gbr,2002,30388688
gbr,2003,30500243
gbr,2004,30644479
gbr,2005,30828271
gbr,2006,31031764
gbr,2007,31253394
gbr,2008,31481382
gbr,2009,31701785
gbr,2010,31931743
gbr,2011,32161519
gbr,2012,32364469
gbr,2013,32560344
gbr,2014,32780144
gbr,2015,33021393
gbr,2016,33254646
gbr,2017,33464674
gbr,2018,33652378
gbr,2019,33827559
gbr,2020,34004276
geo,1960,1947171
geo,1961,1976212
geo,1962,2004501
geo,1963,2032232
geo,1964,2059033
geo,1965,2084213
geo,1966,2105995
geo,1967,2124558
geo,1968,2141907
geo,1969,2160470
geo,1970,2180474
geo,1971,2202945
geo,1972,2225525
geo,1973,2245826
geo,1974,2266252
geo,1975,2283950
geo,1976,2301463
geo,1977,2318201
geo,1978,2332543
geo,1979,2350014
geo,1980,2369383
geo,1981,2387584
geo,1982,2405864
geo,1983,2424493
geo,1984,2442228
geo,1985,2460425
geo,1986,2478745
geo,1987,2495435
geo,1988,2516737
geo,1989,2520853
geo,1990,2519104
geo,1991,2537528
geo,1992,2559426
geo,1993,2582177
geo,1994,2545421
geo,1995,2453067
geo,1996,2365728
geo,1997,2289977
geo,1998,2232087
geo,1999,2184417
geo,2000,2140305
geo,2001,2105580
geo,2002,2085160
geo,2003,2069787
geo,2004,2056012
geo,2005,2042359
geo,2006,2030613
geo,2007,2020311
geo,2008,2014643
geo,2009,1997132
geo,2010,1982528
geo,2011,1966089
geo,2012,1950656
geo,2013,1943649
geo,2014,1943635
geo,2015,1946270
geo,2016,1947584
geo,2017,1948480
geo,2018,1948659
geo,2019,1946307
geo,2020,1948482
gha,1960,3264382
gha,1961,3367636
gha,1962,3476028
gha,1963,3586850
gha,1964,3696412
gha,1965,3802237
gha,1966,3902756
gha,1967,3999052
gha,1968,4094628
gha,1969,4194488
gha,1970,4302082
gha,1971,4419570
gha,1972,4545440
gha,1973,4675099
gha,1974,4801938
gha,1975,4921690
gha,1976,5032234
gha,1977,5136424
gha,1978,5241008
gha,1979,5355432
gha,1980,5486394
gha,1981,5636424
gha,1982,5803231
gha,1983,5982791
gha,1984,6168912
gha,1985,6357020
gha,1986,6545772
gha,1987,6736489
gha,1988,6930352
gha,1989,7129415
gha,1990,7335022
gha,1991,7547614
gha,1992,7766053
gha,1993,7988227
gha,1994,8211310
gha,1995,8433356
gha,1996,8653737
gha,1997,8873415
gha,1998,9094123
gha,1999,9318370
gha,2000,9548140
gha,2001,9783588
gha,2002,10024594
gha,2003,10272585
gha,2004,10529202
gha,2005,10795452
gha,2006,11072180
gha,2007,11358621
gha,2008,11652113
gha,2009,11948891
gha,2010,12246228
gha,2011,12543077
gha,2012,12840075
gha,2013,13138221
gha,2014,13439246
gha,2015,13744367
gha,2016,14053716
gha,2017,14366665
gha,2018,14682873
gha,2019,15001772
gha,2020,15322946
gin,1960,1765470
gin,1961,1795798
gin,1962,1826835
gin,1963,1858645
gin,1964,1891318
gin,1965,1924899
gin,1966,1959466
gin,1967,1994999
gin,1968,2031327
gin,1969,2068211
gin,1970,2105508
gin,1971,2143300
gin,1972,2181769
gin,1973,2221047
gin,1974,2261316
gin,1975,2302794
gin,1976,2345579
gin,1977,2389963
gin,1978,2436599
gin,1979,2486290
gin,1980,2539683
gin,1981,2596940
gin,1982,2658086
gin,1983,2723476
gin,1984,2793448
gin,1985,2868167
gin,1986,2947823
gin,1987,3032159
gin,1988,3120293
gin,1989,3210995
gin,1990,3303336
gin,1991,3396702
gin,1992,3491122
gin,1993,3587024
gin,1994,3685193
gin,1995,3786004
gin,1996,3889999
gin,1997,3996487
gin,1998,4103276
gin,1999,4207399
gin,2000,4306936
gin,2001,4400834
gin,2002,4490274
gin,2003,4578296
gin,2004,4669211
gin,2005,4766168
gin,2006,4870609
gin,2007,4981776
gin,2008,5097790
gin,2009,5215735
gin,2010,5333703
gin,2011,5450929
gin,2012,5568785
gin,2013,5690062
gin,2014,5818608
gin,2015,5957128
gin,2016,6106627
gin,2017,6266010
gin,2018,6433224
gin,2019,6605171
gin,2020,6779558
gmb,1960,183381
gmb,1961,186566
gmb,1962,189800
gmb,1963,193221
gmb,1964,197012
gmb,1965,201297
gmb,1966,206134
gmb,1967,211515
gmb,1968,217352
gmb,1969,223570
gmb,1970,230076
gmb,1971,236865
gmb,1972,243981
gmb,1973,251438
gmb,1974,259279
gmb,1975,267526
gmb,1976,276268
gmb,1977,285539
gmb,1978,295205
gmb,1979,305088
gmb,1980,315122
gmb,1981,325075
gmb,1982,335136
gmb,1983,346074
gmb,1984,358928
gmb,1985,374383
gmb,1986,392809
gmb,1987,413792
gmb,1988,436156
gmb,1989,458207
gmb,1990,478775
gmb,1991,497435
gmb,1992,514574
gmb,1993,530816
gmb,1994,547115
gmb,1995,564183
gmb,1996,582162
gmb,1997,600857
gmb,1998,620310
gmb,1999,640507
gmb,2000,661441
gmb,2001,683177
gmb,2002,705781
gmb,2003,729073
gmb,2004,752805
gmb,2005,776828
gmb,2006,801066
gmb,2007,825627
gmb,2008,850683
gmb,2009,876500
gmb,2010,903279
gmb,2011,931060
gmb,2012,959817
gmb,2013,989462
gmb,2014,1019942
gmb,2015,1051160
gmb,2016,1083106
gmb,2017,1115804
gmb,2018,1149215
gmb,2019,1183332
gmb,2020,1218124
gnb,1960,312607
gnb,1961,316079
gnb,1962,319300
gnb,1963,322531
gnb,1964,326100
gnb,1965,330271
gnb,1966,335077
gnb,1967,340442
gnb,1968,346272
gnb,1969,352448
gnb,1970,358829
gnb,1971,365548
gnb,1972,372552
gnb,1973,379380
gnb,1974,385393
gnb,1975,390221
gnb,1976,393598
gnb,1977,395813
gnb,1978,397743
gnb,1979,400596
gnb,1980,405229
gnb,1981,411962
gnb,1982,420529
gnb,1983,430420
gnb,1984,440877
gnb,1985,451329
gnb,1986,461644
gnb,1987,471964
gnb,1988,482369
gnb,1989,493011
gnb,1990,504011
gnb,1991,515385
gnb,1992,527053
gnb,1993,538854
gnb,1994,550602
gnb,1995,562164
gnb,1996,573470
gnb,1997,584630
gnb,1998,595937
gnb,1999,607784
gnb,2000,620459
gnb,2001,634097
gnb,2002,648621
gnb,2003,663905
gnb,2004,679741
gnb,2005,695971
gnb,2006,712541
gnb,2007,729537
gnb,2008,747084
gnb,2009,765378
gnb,2010,784555
gnb,2011,804636
gnb,2012,825548
gnb,2013,847112
gnb,2014,869094
gnb,2015,891313
gnb,2016,913702
gnb,2017,936281
gnb,2018,959059
gnb,2019,982054
gnb,2020,1005303
gnq,1960,130047
gnq,1961,131735
gnq,1962,133376
gnq,1963,135168
gnq,1964,137340
gnq,1965,140011
gnq,1966,143420
gnq,1967,147335
gnq,1968,150927
gnq,1969,153029
gnq,1970,152888
gnq,1971,150253
gnq,1972,145575
gnq,1973,139682
gnq,1974,133785
gnq,1975,128845
gnq,1976,124945
gnq,1977,122052
gnq,1978,120822
gnq,1979,121992
gnq,1980,126008
gnq,1981,133271
gnq,1982,143446
gnq,1983,155289
gnq,1984,167051
gnq,1985,177453
gnq,1986,186073
gnq,1987,193235
gnq,1988,199356
gnq,1989,205153
gnq,1990,211168
gnq,1991,217473
gnq,1992,223907
gnq,1993,230604
gnq,1994,237683
gnq,1995,245253
gnq,1996,253408
gnq,1997,262193
gnq,1998,271558
gnq,1999,281427
gnq,2000,291757
gnq,2001,302531
gnq,2002,313818
gnq,2003,325703
gnq,2004,338312
gnq,2005,351730
gnq,2006,365982
gnq,2007,381027
gnq,2008,396805
gnq,2009,413231
gnq,2010,430239
gnq,2011,447795
gnq,2012,465874
gnq,2013,484414
gnq,2014,503346
gnq,2015,522589
gnq,2016,542111
gnq,2017,561894
gnq,2018,581912
gnq,2019,602159
gnq,2020,622605
grc,1960,4247746
grc,1961,4280100
grc,1962,4305614
grc,1963,4322305
grc,1964,4338495
grc,1965,4358443
grc,1966,4389220
grc,1967,4422728
grc,1968,4448639
grc,1969,4461902
grc,1970,4469364
grc,1971,4486473
grc,1972,4513656
grc,1973,4532157
grc,1974,4546570
grc,1975,4586670
grc,1976,4655166
grc,1977,4712470
grc,1978,4770179
grc,1979,4826405
grc,1980,4870815
grc,1981,4911841
grc,1982,4939700
grc,1983,4966445
grc,1984,4989739
grc,1985,5008264
grc,1986,5024704
grc,1987,5042023
grc,1988,5061029
grc,1989,5087756
grc,1990,5141255
grc,1991,5201761
grc,1992,5239302
grc,1993,5267456
grc,1994,5291226
grc,1995,5313797
grc,1996,5335592
grc,1997,5360803
grc,1998,5390110
grc,1999,5411214
grc,2000,5434805
grc,2001,5465525
grc,2002,5488927
grc,2003,5506400
grc,2004,5525544
grc,2005,5548456
grc,2006,5573215
grc,2007,5596681
grc,2008,5621068
grc,2009,5644328
grc,2010,5657982
grc,2011,5653410
grc,2012,5624374
grc,2013,5583564
grc,2014,5545785
grc,2015,5508921
grc,2016,5486068
grc,2017,5475485
grc,2018,5464776
grc,2019,5459276
grc,2020,5448528
grd,1960,48215
grd,1961,48869
grd,1962,49375
grd,1963,49763
grd,1964,50032
grd,1965,50209
grd,1966,50294
grd,1967,50262
grd,1968,50159
grd,1969,49991
grd,1970,49792
grd,1971,49579
grd,1972,49385
grd,1973,49132
grd,1974,48799
grd,1975,48346
grd,1976,47719
grd,1977,46966
grd,1978,46277
grd,1979,45913
grd,1980,46037
grd,1981,46765
grd,1982,47989
grd,1983,49403
grd,1984,50584
grd,1985,51257
grd,1986,51267
grd,1987,50761
grd,1988,49968
grd,1989,49234
grd,1990,48820
grd,1991,48799
grd,1992,49076
grd,1993,49558
grd,1994,50071
grd,1995,50513
grd,1996,50851
grd,1997,51129
grd,1998,51344
grd,1999,51533
grd,2000,51694
grd,2001,51830
grd,2002,51948
grd,2003,52037
grd,2004,52107
grd,2005,52165
grd,2006,52206
grd,2007,52236
grd,2008,52288
grd,2009,52382
grd,2010,52560
grd,2011,52821
grd,2012,53164
grd,2013,53548
grd,2014,53939
grd,2015,54314
grd,2016,54665
grd,2017,54983
grd,2018,55287
grd,2019,55576
grd,2020,55853
gtm,1960,2038411
gtm,1961,2098976
gtm,1962,2161417
gtm,1963,2225464
gtm,1964,2290799
gtm,1965,2357073
gtm,1966,2424195
gtm,1967,2491807
gtm,1968,2559541
gtm,1969,2627118
gtm,1970,2694451
gtm,1971,2761628
gtm,1972,2828950
gtm,1973,2896840
gtm,1974,2965700
gtm,1975,3035555
gtm,1976,3106929
gtm,1977,3180719
gtm,1978,3258153
gtm,1979,3340464
gtm,1980,3428386
gtm,1981,3521861
gtm,1982,3620755
gtm,1983,3724056
gtm,1984,3831357
gtm,1985,3942535
gtm,1986,4057510
gtm,1987,4176229
gtm,1988,4298621
gtm,1989,4424461
gtm,1990,4553122
gtm,1991,4683627
gtm,1992,4814874
gtm,1993,4946163
gtm,1994,5077927
gtm,1995,5211068
gtm,1996,5344856
gtm,1997,5479342
gtm,1998,5616759
gtm,1999,5756928
gtm,2000,5902947
gtm,2001,6049228
gtm,2002,6191267
gtm,2003,6328081
gtm,2004,6463571
gtm,2005,6598227
gtm,2006,6731790
gtm,2007,6864151
gtm,2008,6995448
gtm,2009,7125868
gtm,2010,7255549
gtm,2011,7386480
gtm,2012,7516771
gtm,2013,7647888
gtm,2014,7779044
gtm,2015,7909392
gtm,2016,8039125
gtm,2017,8168449
gtm,2018,8297605
gtm,2019,8425530
gtm,2020,8552130
gum,1960,27690
gum,1961,28584
