geo,time,sp_pop_0509_fe_5y
abw,1960,14.83264
abw,1961,14.63613
abw,1962,14.34403
abw,1963,13.99218
abw,1964,13.63261
abw,1965,13.33288
abw,1966,13.09972
abw,1967,12.9519
abw,1968,12.85614
abw,1969,12.75674
abw,1970,12.56378
abw,1971,12.20972
abw,1972,11.66161
abw,1973,10.92763
abw,1974,10.11782
abw,1975,9.3746
abw,1976,9.02896
abw,1977,8.72245
abw,1978,8.42279
abw,1979,8.05555
abw,1980,7.55697
abw,1981,7.21234
abw,1982,6.9973
abw,1983,6.90519
abw,1984,6.92074
abw,1985,7.00266
abw,1986,7.33716
abw,1987,7.68037
abw,1988,7.95177
abw,1989,8.06608
abw,1990,7.91604
abw,1991,7.82101
abw,1992,7.7106
abw,1993,7.58709
abw,1994,7.47654
abw,1995,7.45062
abw,1996,7.48463
abw,1997,7.55491
abw,1998,7.62975
abw,1999,7.67805
abw,2000,7.65435
abw,2001,7.63539
abw,2002,7.55666
abw,2003,7.40544
abw,2004,7.197
abw,2005,6.95657
abw,2006,6.7927
abw,2007,6.66277
abw,2008,6.56386
abw,2009,6.507
abw,2010,6.49436
abw,2011,6.37242
abw,2012,6.27991
abw,2013,6.21092
abw,2014,6.1388
abw,2015,6.02645
abw,2016,5.88257
abw,2017,5.67525
abw,2018,5.42247
abw,2019,5.16405
abw,2020,4.96579
afg,1960,13.43225
afg,1961,13.39937
afg,1962,13.48763
afg,1963,13.65138
afg,1964,13.8064
afg,1965,13.8542
afg,1966,14.03018
afg,1967,14.17872
afg,1968,14.26931
afg,1969,14.29517
afg,1970,14.25946
afg,1971,14.38362
afg,1972,14.49739
afg,1973,14.57578
afg,1974,14.60562
afg,1975,14.58132
afg,1976,14.66877
afg,1977,14.74879
afg,1978,14.80557
afg,1979,14.83559
afg,1980,14.83936
afg,1981,14.92924
afg,1982,15.0534
afg,1983,15.19377
afg,1984,15.3186
afg,1985,15.38188
afg,1986,15.51013
afg,1987,15.65032
afg,1988,15.75785
afg,1989,15.782
afg,1990,15.67474
afg,1991,15.65915
afg,1992,15.62032
afg,1993,15.54887
afg,1994,15.47461
afg,1995,15.43867
afg,1996,15.52011
afg,1997,15.61293
afg,1998,15.71498
afg,1999,15.81425
afg,2000,15.89072
afg,2001,15.90598
afg,2002,15.9535
afg,2003,16.01586
afg,2004,16.05995
afg,2005,16.04876
afg,2006,16.18338
afg,2007,16.27151
afg,2008,16.29747
afg,2009,16.26975
afg,2010,16.20579
afg,2011,16.05095
afg,2012,15.89288
afg,2013,15.72513
afg,2014,15.53006
afg,2015,15.2896
afg,2016,15.09903
afg,2017,14.85409
afg,2018,14.55939
afg,2019,14.24219
afg,2020,13.93828
ago,1960,14.41825
ago,1961,15.03463
ago,1962,15.31874
ago,1963,15.28194
ago,1964,15.04807
ago,1965,14.79174
ago,1966,14.69543
ago,1967,14.75929
ago,1968,14.91745
ago,1969,15.08669
ago,1970,15.18944
ago,1971,15.21147
ago,1972,15.02463
ago,1973,14.68137
ago,1974,14.32311
ago,1975,14.10092
ago,1976,14.15138
ago,1977,14.4472
ago,1978,14.91198
ago,1979,15.37288
ago,1980,15.63145
ago,1981,15.86192
ago,1982,15.90266
ago,1983,15.76832
ago,1984,15.55232
ago,1985,15.36966
ago,1986,15.35876
ago,1987,15.39409
ago,1988,15.45581
ago,1989,15.50661
ago,1990,15.50501
ago,1991,15.58173
ago,1992,15.64957
ago,1993,15.68759
ago,1994,15.68179
ago,1995,15.62203
ago,1996,15.64623
ago,1997,15.63665
ago,1998,15.58118
ago,1999,15.48199
ago,2000,15.3491
ago,2001,15.32079
ago,2002,15.29016
ago,2003,15.2467
ago,2004,15.18441
ago,2005,15.10003
ago,2006,15.10369
ago,2007,15.13268
ago,2008,15.17586
ago,2009,15.21924
ago,2010,15.24532
ago,2011,15.31536
ago,2012,15.40553
ago,2013,15.49881
ago,2014,15.5695
ago,2015,15.59
ago,2016,15.60729
ago,2017,15.58007
ago,2018,15.50684
ago,2019,15.39828
ago,2020,15.27166
alb,1960,13.21596
alb,1961,13.47539
alb,1962,13.70468
alb,1963,13.891
alb,1964,14.03264
alb,1965,14.12835
alb,1966,14.24015
alb,1967,14.32338
alb,1968,14.36168
alb,1969,14.33342
alb,1970,14.22301
alb,1971,14.08927
alb,1972,13.84591
alb,1973,13.514
alb,1974,13.1508
alb,1975,12.82628
alb,1976,12.56824
alb,1977,12.37815
alb,1978,12.24738
alb,1979,12.13774
alb,1980,11.99946
alb,1981,11.8491
alb,1982,11.67931
alb,1983,11.49162
alb,1984,11.29946
alb,1985,11.12261
alb,1986,10.98286
alb,1987,10.85948
alb,1988,10.75723
alb,1989,10.68133
alb,1990,10.63292
alb,1991,10.66843
alb,1992,10.74962
alb,1993,10.85485
alb,1994,10.93505
alb,1995,10.92663
alb,1996,10.9254
alb,1997,10.85085
alb,1998,10.69257
alb,1999,10.4764
alb,2000,10.2494
alb,2001,9.95152
alb,2002,9.64622
alb,2003,9.33374
alb,2004,9.0123
alb,2005,8.68132
alb,2006,8.36771
alb,2007,8.03662
alb,2008,7.6662
alb,2009,7.26369
alb,2010,6.85794
alb,2011,6.44552
alb,2012,6.09745
alb,2013,5.80791
alb,2014,5.5689
alb,2015,5.36683
alb,2016,5.2436
alb,2017,5.24459
alb,2018,5.35706
alb,2019,5.52206
alb,2020,5.64877
are,1960,14.63737
are,1961,14.60877
are,1962,14.3807
