geo,time,fr_inr_dpst
blr,2009,10.68333
blr,2010,9.09167
blr,2011,13.30833
blr,2012,22.3
blr,2013,20.25833
blr,2014,18.58333
blr,2015,19.90833
blr,2016,14.64167
blr,2017,6.99911
blr,2018,5.92083
blr,2019,6.5075
blr,2020,6.60833
blr,2021,8.35417
blz,1976,7.1
blz,1977,6.7
blz,1978,6.8
blz,1979,6.8
blz,1980,11.175
blz,1981,14.675
blz,1982,14.86667
blz,1983,11.3
blz,1984,9.075
blz,1985,11.625
blz,1986,11.83333
blz,1987,9.58333
blz,1988,8.41667
blz,1989,7.85833
blz,1990,8.14167
blz,1991,8.41667
blz,1992,8.15
blz,1993,8.13333
blz,1994,8.55
blz,1995,9.36667
blz,1996,9.075
blz,1997,9.18583
blz,1998,8.75583
blz,1999,8.12167
blz,2000,7.69417
blz,2001,6.35333
blz,2002,6.28
blz,2003,6.93417
blz,2004,7.41917
blz,2005,7.71167
blz,2006,8.155
blz,2007,8.3225
blz,2008,8.4575
blz,2009,8.3725
blz,2010,7.76083
blz,2011,6.44083
blz,2012,4.4125
blz,2013,3.585
blz,2014,2.89706
blz,2015,2.6006
blz,2016,2.29776
blz,2017,2.11943
blz,2018,1.99917
blz,2019,1.95083
blz,2020,2.18
blz,2021,2.22917
bol,1987,30.35
bol,1988,27.7375
bol,1989,23.66667
bol,1990,23.83417
bol,1991,23.775
bol,1992,23.22333
bol,1993,22.18083
bol,1994,18.43167
bol,1995,18.87
bol,1996,19.15833
bol,1997,14.72833
bol,1998,12.81917
bol,1999,12.25917
bol,2000,10.9825
bol,2001,9.81876
bol,2002,9.57995
bol,2003,11.4099
bol,2004,7.41977
bol,2005,4.93408
bol,2006,4.02651
bol,2007,3.54554
bol,2008,4.65583
bol,2009,3.43928
bol,2010,1.04667
bol,2011,1.40304
bol,2012,1.62615
bol,2013,1.73918
bol,2014,2.95014
bol,2015,1.4139
bol,2016,1.44379
bol,2017,2.46902
bol,2018,3.03381
bol,2019,3.17889
bol,2020,3.54122
bol,2021,3.15713
bra,1982,155.57225
bra,1983,154.03579
bra,1984,266.7285
bra,1985,294.4179
bra,1986,109.10488
bra,1987,399.66919
bra,1988,856.52105
bra,1989,5844.98358
bra,1990,9394.29317
bra,1991,913.46732
bra,1992,1560.1816
bra,1993,3293.50233
bra,1994,5175.24055
bra,1995,52.24649
bra,1996,26.44843
bra,1997,24.35065
bra,1998,28.00333
bra,1999,26.0225
bra,2000,17.19917
bra,2001,17.85667
bra,2002,19.14273
bra,2003,21.97069
bra,2004,15.41615
bra,2005,17.62875
bra,2006,13.9324
bra,2007,10.57725
bra,2008,11.65533
bra,2009,9.27883
bra,2010,8.87044
bra,2011,10.99236
bra,2012,7.90747
bra,2013,7.8071
bra,2014,10.02364
bra,2015,12.62246
bra,2016,12.44576
bra,2017,8.51353
bra,2018,6.87216
bra,2019,5.43018
bra,2020,2.19643
bra,2021,4.34805
brb,1980,5.6
brb,1981,7.39167
brb,1982,8.83333
brb,1983,6.725
brb,1984,6.06667
brb,1985,5.49167
brb,1986,4.28333
brb,1987,3.60833
brb,1988,4.25833
brb,1989,4.78333
brb,1990,6.28333
brb,1991,6.53333
brb,1992,6.68333
brb,1993,4.39167
brb,1994,4.31667
brb,1995,5.10833
brb,1996,5.2
brb,1997,4.575
brb,1998,4.20417
brb,1999,4.4
brb,2000,4.9725
brb,2001,4.03917
brb,2002,2.70417
brb,2003,2.56333
brb,2004,2.535
brb,2005,3.18
brb,2006,4.5975
brb,2007,5.13417
brb,2008,4.46
brb,2009,2.86583
brb,2010,2.66583
brb,2011,2.67667
brb,2012,2.5625
brb,2013,2.51083
brb,2014,2.50917
brb,2015,1.3225
brb,2016,0.3475
brb,2017,0.19489
brb,2018,0.15028
brb,2019,0.15
brb,2020,0.15
brb,2021,0.15
brn,2003,1.06475
brn,2004,1.04392
brn,2005,1.006
brn,2006,1.0415
brn,2007,1.17276
brn,2008,0.87576
brn,2009,0.69992
brn,2010,0.47054
brn,2011,0.39569
brn,2012,0.23154
brn,2013,0.28435
brn,2014,0.3
brn,2015,0.33577
brn,2016,0.34117
brn,2017,0.3155
brn,2018,0.31217
brn,2019,0.36775
brn,2020,0.23
brn,2021,0.14133
btn,1982,5.5
btn,1983,5.5
btn,1984,5.5
btn,1985,6.08333
btn,1986,6.5
btn,1987,6.5
btn,1988,6.5
btn,1989,6.5
btn,1990,6.5
btn,1991,6.5
btn,1992,8
btn,1993,8
btn,1994,8
btn,1995,8
btn,1996,8.20833
btn,1997,8.25
btn,1998,8.25
btn,1999,8.25
btn,2000,8.25
btn,2001,7.8125
btn,2002,7.20833
btn,2003,6.04167
btn,2004,4.5
btn,2005,4.5
btn,2006,4.5
btn,2007,4.5
btn,2008,2
btn,2009,2
btn,2010,2.20833
btn,2011,4.5
btn,2012,4.79167
btn,2013,4.70833
btn,2014,4.54167
btn,2015,4
btn,2016,4
btn,2017,2.83333
btn,2018,2
btn,2019,2.25
btn,2020,3
btn,2021,3
bwa,1980,5
bwa,1981,8.66667
bwa,1982,10.75
bwa,1983,11.875
bwa,1984,10
bwa,1985,9
bwa,1986,8.66667
bwa,1987,7.5
bwa,1988,5
bwa,1989,5.58333
bwa,1990,6.11458
bwa,1991,11.4
bwa,1992,12.5
bwa,1993,13.49083
bwa,1994,10.585
bwa,1995,9.785
bwa,1996,9.67583
bwa,1997,9.51437
bwa,1998,8.43208
bwa,1999,9.09896
bwa,2000,9.41646
bwa,2001,10.08583
bwa,2002,10.45375
bwa,2003,9.9451
bwa,2004,9.85104
bwa,2005,9.25383
bwa,2006,8.87127
bwa,2007,8.61864
bwa,2008,8.67323
bwa,2009,7.46952
bwa,2010,5.59788
bwa,2011,5.14774
bwa,2012,3.60759
bwa,2013,3.10965
bwa,2014,2.53437
bwa,2015,2.50229
bwa,2016,2.12301
bwa,2017,1.44418
bwa,2018,1.52011
bwa,2019,1.59236
bwa,2020,1.55677
bwa,2021,1.43297
caf,1990,7.5
caf,1991,7.5
caf,1992,7.5
caf,1993,7.75
caf,1994,8.08333
caf,1995,5.5
caf,1996,5.45833
caf,1997,5
caf,1998,5
caf,1999,5
caf,2000,5
caf,2001,5
caf,2002,5
caf,2003,5
caf,2004,5
caf,2005,4.91667
caf,2006,4.33333
caf,2007,4.25
caf,2008,3.75
caf,2009,3.25
caf,2010,3.25
caf,2011,3.25
caf,2012,3.25
caf,2013,3.20833
caf,2014,2.6
caf,2015,2.45
caf,2016,2.45
caf,2017,2.45
can,1971,4.41025
can,1972,4.97769
can,1973,6.38584
can,1974,9.3125
can,1975,7.35417
can,1976,8.64583
can,1977,6.95833
can,1978,8.1875
can,1979,11.3125
can,1980,11.52083
can,1981,15.95833
can,1982,12.91667
can,1983,7.33333
can,1984,8.9375
can,1985,7.79167
can,1986,7.08333
can,1987,5.6875
can,1988,6.64583
can,1989,9.08333
can,1990,9.85417
can,1991,5.75
can,1992,3.91667
can,1993,3.20833
can,1994,3.98083
can,1995,5.2825
can,1996,3.0025
can,1997,1.90333
can,1998,3.07917
can,1999,2.87917
can,2000,3.48333
can,2001,2.25417
can,2002,0.82917
can,2003,1.1
can,2004,0.78333
can,2005,0.79167
can,2006,1.825
can,2007,2.08333
can,2008,1.5
can,2009,0.09583
can,2010,0.2
can,2011,0.475
can,2012,0.48333
can,2013,0.55
can,2014,0.55
can,2015,0.075
can,2016,0.1
can,2017,0.1
che,2008,1.80583
che,2009,0.09167
che,2010,0.07167
che,2011,0.05583
che,2012,0.03833
che,2013,0.03333
che,2014,0.02917
che,2015,-0.1425
che,2016,-0.20083
che,2017,-0.27176
che,2018,-0.31582
che,2019,-0.35108
che,2020,-0.38366
che,2021,-0.41265
chl,1985,32.09755
chl,1986,19.04067
chl,1987,25.28469
chl,1988,15.16389
chl,1989,27.78873
chl,1990,40.354
chl,1991,22.34856
chl,1992,18.29465
chl,1993,18.24066
chl,1994,15.11876
chl,1995,13.73354
chl,1996,13.48204
chl,1997,12.01799
chl,1998,14.91796
chl,1999,8.56008
chl,2000,9.20099
chl,2001,6.18741
chl,2002,3.79964
chl,2003,2.73374
chl,2004,1.93745
chl,2005,3.93191
chl,2006,5.10593
chl,2007,5.61023
chl,2008,7.4892
chl,2009,2.04761
chl,2010,1.75119
chl,2011,5.28684
chl,2012,5.78822
chl,2013,5.16887
chl,2014,3.91911
chl,2015,3.60854
chl,2016,3.81516
chl,2017,2.93925
chl,2018,2.70296
chl,2019,2.53462
chl,2020,0.85734
chl,2021,1.27682
chn,1980,5.4
chn,1981,5.4
chn,1982,5.76
chn,1983,5.76
chn,1984,5.76
chn,1985,7.2
chn,1986,7.2
chn,1987,7.2
chn,1988,8.64
chn,1989,11.34
chn,1990,8.64
chn,1991,7.56
chn,1992,7.56
chn,1993,10.98
chn,1994,10.98
chn,1995,10.98
chn,1996,7.47
chn,1997,5.67
chn,1998,3.78
chn,1999,2.25
chn,2000,2.25
chn,2001,2.25
chn,2002,1.98
chn,2003,1.98
chn,2004,2.25
chn,2005,2.25
chn,2006,2.52
chn,2007,4.14
chn,2008,2.25
chn,2009,2.25
chn,2010,2.75
chn,2011,3.5
chn,2012,3
chn,2013,3
chn,2014,2.75
chn,2015,1.5
chn,2016,1.5
chn,2017,1.5
chn,2018,1.5
chn,2019,1.5
chn,2020,1.5
chn,2021,1.5
civ,2005,7.6075
civ,2006,7.82167
civ,2007,7.81333
civ,2008,8.12417
civ,2009,8.57917
civ,2010,8.38667
civ,2011,8.50083
civ,2012,7.9925
civ,2013,7.65417
civ,2014,7.25833
civ,2015,6.99833
civ,2016,6.925
civ,2017,6.49
cmr,1990,7.5
cmr,1991,7.5
cmr,1992,7.5
cmr,1993,7.75
cmr,1994,8.08333
cmr,1995,5.5
cmr,1996,5.375
cmr,1997,5.04167
cmr,1998,5
cmr,1999,5
cmr,2000,5
cmr,2001,5
cmr,2002,5
cmr,2003,5
cmr,2004,5
cmr,2005,4.91667
cmr,2006,4.33333
cmr,2007,4.25
cmr,2008,3.75
cmr,2009,3.25
cmr,2010,3.25
cmr,2011,3.25
cmr,2012,3.25
cmr,2013,3.20833
cmr,2014,2.6
cmr,2015,2.45
cmr,2016,2.45
cmr,2017,2.45
cmr,2018,2.45
cod,2007,14.38758
cod,2008,7.7975
cod,2009,16.075
cod,2010,16.77333
cod,2011,13.35667
cod,2012,7.71917
cod,2013,4.709
cod,2014,4.00667
cod,2015,3.65833
cod,2016,3.375
cod,2017,4.185
cod,2018,4.865
cod,2019,5.47583
cod,2020,6.20167
cod,2021,5.79705
cog,1990,7.5
cog,1991,7.5
cog,1992,7.5
cog,1993,7.75
cog,1994,8.08333
cog,1995,5.5
cog,1996,5.45833
cog,1997,5
cog,1998,5
cog,1999,5
cog,2000,5
cog,2001,5
cog,2002,5
cog,2003,5
cog,2004,5
cog,2005,4.91667
cog,2006,4.33333
cog,2007,4.25
cog,2008,3.75
cog,2009,3.25
cog,2010,3.25
cog,2011,3.25
cog,2012,3.25
cog,2013,3.20833
cog,2014,2.6
cog,2015,2.45
cog,2016,2.45
cog,2017,2.45
col,1986,31.36167
col,1987,30.79
col,1988,33.45917
col,1989,33.7275
col,1990,36.44083
col,1991,37.225
col,1992,26.67167
col,1993,25.83583
col,1994,29.41583
col,1995,32.33833
col,1996,31.15
col,1997,24.12833
col,1998,32.58333
col,1999,21.325
col,2000,12.14667
col,2001,12.435
col,2002,8.93833
col,2003,7.80333
col,2004,7.79833
col,2005,7.01427
col,2006,6.27521
col,2007,8.01391
col,2008,9.74108
col,2009,6.14578
col,2010,3.66186
col,2011,4.26388
col,2012,5.35583
col,2013,4.17002
col,2014,4.08941
col,2015,4.57924
col,2016,6.78343
col,2017,5.9894
col,2018,4.70855
col,2019,4.49793
col,2020,3.37809
col,2021,2.07265
com,1999,3
com,2000,3
com,2001,3
com,2002,3.16667
com,2003,3.5
com,2004,3.5
com,2005,3
com,2006,2.5
com,2007,2.5
com,2008,2.5
com,2009,1.875
com,2010,1.75
com,2011,1.75
com,2012,1.75
com,2013,1.75
com,2014,1.75
com,2015,1.75
com,2016,1.75
com,2017,1.75
com,2018,1.75
com,2019,1.75
com,2020,1.75
com,2021,1.75
cpv,2006,3.33705
cpv,2007,3.28646
cpv,2008,3.81016
cpv,2009,2.88459
cpv,2010,3.11428
cpv,2011,3.35122
cpv,2012,3.78754
cpv,2013,4.1745
cpv,2014,3.48231
cpv,2015,2.86788
cpv,2016,2.63376
cpv,2017,2.53003
cpv,2018,1.85552
cpv,2019,1.46458
cpv,2020,0.88378
cri,1982,18.29167
cri,1983,19.5
cri,1984,14.5
cri,1985,16.5
cri,1986,16.67333
cri,1987,14.05583
cri,1988,15.17667
cri,1989,15.6175
cri,1990,21.15583
cri,1991,27.315
cri,1992,15.80333
cri,1993,16.8975
cri,1994,17.72333
cri,1995,23.87667
cri,1996,17.29
cri,1997,13.025
cri,1998,12.75667
cri,1999,14.30833
cri,2000,13.38195
cri,2001,11.77166
cri,2002,11.45833
cri,2003,10.40972
cri,2004,9.51389
cri,2005,10.1425
cri,2006,9.77167
cri,2007,6.35083
cri,2008,4.15
cri,2009,6.95917
cri,2010,5.32333
cri,2011,4.00917
cri,2012,4.73861
cri,2013,3.8775
cri,2014,3.32278
cri,2015,2.37083
cri,2016,1.2125
cri,2017,2.79433
cri,2018,4.01573
cri,2019,4.63511
cri,2020,2.58322
cri,2021,1.60713
cze,1993,7.0325
cze,1994,7.07
cze,1995,6.96167
cze,1996,6.79333
cze,1997,7.71458
cze,1998,8.07925
cze,1999,4.48008
cze,2000,3.42175
cze,2001,2.87333
cze,2002,1.9975
cze,2003,1.33333
cze,2004,1.28333
cze,2005,1.17417
cze,2006,1.18587
cze,2007,1.32369
cze,2008,1.61203
cze,2009,1.26502
cze,2010,1.08158
cze,2011,1.03825
cze,2012,1.0243
cze,2013,0.86155
cze,2014,0.7015
cze,2015,0.52933
cze,2016,0.37311
cze,2017,0.27512
cze,2018,0.2759
cze,2019,0.38856
cze,2020,0.30356
cze,2021,0.2331
dma,1981,4.27296
dma,1982,4.27296
dma,1983,4.84269
dma,1984,4.70026
dma,1985,4.70026
dma,1986,4.70026
dma,1987,4.70026
dma,1988,4.70026
dma,1989,4.02371
dma,1990,4.27296
dma,1991,4.17461
dma,1992,3.96193
dma,1993,4.19326
dma,1994,4.49534
dma,1995,4.2016
dma,1996,4.29996
dma,1997,4.26854
dma,1998,4.22703
dma,1999,4.37928
dma,2000,3.87453
dma,2001,3.97651
dma,2002,3.91396
dma,2003,3.65864
dma,2004,3.25842
dma,2005,3.14695
dma,2006,3.33302
dma,2007,3.2581
dma,2008,3.20208
dma,2009,3.20323
dma,2010,3.26047
dma,2011,3.20236
dma,2012,3.09812
dma,2013,3.05041
dma,2014,2.87472
dma,2015,2.45092
dma,2016,1.905
dma,2017,1.755
dma,2018,1.63479
dma,2019,1.76815
dma,2020,1.81324
dma,2021,1.68282
dom,1991,20.02
dom,1992,16.7
dom,1993,14.04
dom,1994,13.7
dom,1995,14.9425
dom,1996,13.91167
dom,1997,13.39833
dom,1998,17.645
dom,1999,16.06667
dom,2000,17.65333
dom,2001,15.605
dom,2002,16.54
dom,2003,20.4975
dom,2004,21.1175
dom,2005,13.82167
dom,2006,9.79417
dom,2007,6.93333
dom,2008,10.09583
dom,2009,7.6325
dom,2010,4.82
dom,2011,7.555
dom,2012,7.05074
dom,2013,5.58619
dom,2014,6.39953
dom,2015,6.42917
dom,2016,6.69333
dom,2017,6.00333
dom,2018,6.00897
dom,2019,6.12321
dom,2020,4.64739
dom,2021,2.48517
dza,1995,16.58333
dza,1996,14.5
dza,1997,12.60417
dza,1998,9.125
dza,1999,8.25
dza,2000,7.5
dza,2001,6.25
dza,2002,5.33333
dza,2003,5.25
dza,2004,3.64583
dza,2005,1.9375
dza,2006,1.75
dza,2007,1.75
dza,2008,1.75
dza,2009,1.75
dza,2010,1.75
dza,2011,1.75
dza,2012,1.75
dza,2013,1.75
dza,2014,1.75
dza,2015,1.75
dza,2016,1.75
dza,2017,1.75
dza,2018,1.75
dza,2019,1.75
dza,2020,1.75
dza,2021,1.75
ecu,2007,4.83
ecu,2008,4.865
ecu,2009,4.78
ecu,2010,3.9025
ecu,2011,3.84417
ecu,2012,3.89
ecu,2013,3.89
ecu,2014,4.0275
ecu,2015,4.375
ecu,2016,4.77083
ecu,2017,3.49583
ecu,2018,3.62667
ecu,2019,4.435
ecu,2020,4.77583
ecu,2021,4.1625
egy,1976,3
egy,1977,4.66667
egy,1978,5.875
egy,1979,7
egy,1980,8.33333
egy,1981,10
egy,1982,11
egy,1983,11
egy,1984,11
egy,1985,11
egy,1986,11
egy,1987,11
egy,1988,11
egy,1989,11.66667
egy,1990,12
egy,1991,12
egy,1992,12
egy,1993,12
egy,1994,11.83333
egy,1995,10.91667
egy,1996,10.54167
egy,1997,9.83542
egy,1998,9.3625
egy,1999,9.2175
egy,2000,9.45667
egy,2001,9.45833
egy,2002,9.33333
egy,2003,8.225
egy,2004,7.725
egy,2005,7.225
egy,2006,6.01667
egy,2007,6.1
egy,2008,6.58333
egy,2009,6.49167
egy,2010,6.23333
egy,2011,6.74167
egy,2012,7.64167
egy,2013,7.68333
egy,2014,6.91667
egy,2015,6.90833
egy,2016,7.85833
egy,2017,12.09167
egy,2018,12.31667
egy,2019,10.95
egy,2020,7.78333
egy,2021,7.4
eth,1985,4
eth,1992,2.875
eth,1993,11.5
eth,1994,11.5
eth,1995,11.45833
eth,1996,9.41667
eth,1997,7
eth,1998,6
eth,1999,6
eth,2000,6
eth,2001,6
eth,2002,3.7938
eth,2003,3.35001
eth,2004,3.38078
eth,2005,3.46349
eth,2006,3.56109
eth,2007,4.11156
eth,2008,4.67519
fji,1992,7.75667
fji,1993,7.6325
fji,1994,7.145
fji,1995,6.7725
fji,1996,6.20667
fji,1997,5.5625
fji,1998,4.53417
