geo,time,ag_lnd_totl_k2
arg,2010,2736690
arg,2011,2736690
arg,2012,2736690
arg,2013,2736690
arg,2014,2736690
arg,2015,2736690
arg,2016,2736690
arg,2017,2736690
arg,2018,2736690
arg,2019,2736690
arg,2020,2736690
arg,2021,2736690
arm,1961,28470
arm,1962,28470
arm,1963,28470
arm,1964,28470
arm,1965,28470
arm,1966,28470
arm,1967,28470
arm,1968,28470
arm,1969,28470
arm,1970,28470
arm,1971,28470
arm,1972,28470
arm,1973,28470
arm,1974,28470
arm,1975,28470
arm,1976,28470
arm,1977,28470
arm,1978,28470
arm,1979,28470
arm,1980,28470
arm,1981,28470
arm,1982,28470
arm,1983,28470
arm,1984,28470
arm,1985,28470
arm,1986,28470
arm,1987,28470
arm,1988,28470
arm,1989,28470
arm,1990,28470
arm,1991,28470
arm,1992,28470
arm,1993,28470
arm,1994,28470
arm,1995,28470
arm,1996,28470
arm,1997,28470
arm,1998,28470
arm,1999,28470
arm,2000,28470
arm,2001,28470
arm,2002,28470
arm,2003,28470
arm,2004,28470
arm,2005,28470
arm,2006,28470
arm,2007,28470
arm,2008,28470
arm,2009,28470
arm,2010,28470
arm,2011,28470
arm,2012,28470
arm,2013,28470
arm,2014,28470
arm,2015,28470
arm,2016,28470
arm,2017,28470
arm,2018,28470
arm,2019,28470
arm,2020,28470
arm,2021,28470
asm,1961,200
asm,1962,200
asm,1963,200
asm,1964,200
asm,1965,200
asm,1966,200
asm,1967,200
asm,1968,200
asm,1969,200
asm,1970,200
asm,1971,200
asm,1972,200
asm,1973,200
asm,1974,200
asm,1975,200
asm,1976,200
asm,1977,200
asm,1978,200
asm,1979,200
asm,1980,200
asm,1981,200
asm,1982,200
asm,1983,200
asm,1984,200
asm,1985,200
asm,1986,200
asm,1987,200
asm,1988,200
asm,1989,200
asm,1990,200
asm,1991,200
asm,1992,200
asm,1993,200
asm,1994,200
asm,1995,200
asm,1996,200
asm,1997,200
asm,1998,200
asm,1999,200
asm,2000,200
asm,2001,200
asm,2002,200
asm,2003,200
asm,2004,200
asm,2005,200
asm,2006,200
asm,2007,200
asm,2008,200
asm,2009,200
asm,2010,200
asm,2011,200
asm,2012,200
asm,2013,200
asm,2014,200
asm,2015,200
asm,2016,200
asm,2017,200
asm,2018,200
asm,2019,200
asm,2020,200
asm,2021,200
atg,1961,440
atg,1962,440
atg,1963,440
atg,1964,440
atg,1965,440
atg,1966,440
atg,1967,440
atg,1968,440
atg,1969,440
atg,1970,440
atg,1971,440
atg,1972,440
atg,1973,440
atg,1974,440
atg,1975,440
atg,1976,440
atg,1977,440
atg,1978,440
atg,1979,440
atg,1980,440
atg,1981,440
atg,1982,440
atg,1983,440
atg,1984,440
atg,1985,440
atg,1986,440
atg,1987,440
atg,1988,440
atg,1989,440
atg,1990,440
atg,1991,440
atg,1992,440
atg,1993,440
atg,1994,440
atg,1995,440
atg,1996,440
atg,1997,440
atg,1998,440
atg,1999,440
atg,2000,440
atg,2001,440
atg,2002,440
atg,2003,440
atg,2004,440
atg,2005,440
atg,2006,440
atg,2007,440
atg,2008,440
atg,2009,440
atg,2010,440
atg,2011,440
atg,2012,440
atg,2013,440
atg,2014,440
atg,2015,440
atg,2016,440
atg,2017,440
atg,2018,440
atg,2019,440
atg,2020,440
atg,2021,440
aus,1961,7682300
aus,1962,7682300
aus,1963,7682300
aus,1964,7682300
aus,1965,7682300
aus,1966,7682300
aus,1967,7682300
aus,1968,7682300
aus,1969,7682300
aus,1970,7682300
aus,1971,7682300
aus,1972,7682300
aus,1973,7682300
aus,1974,7682300
aus,1975,7682300
aus,1976,7682300
aus,1977,7682300
aus,1978,7682300
aus,1979,7682300
aus,1980,7682300
aus,1981,7682300
aus,1982,7682300
aus,1983,7682300
aus,1984,7682300
aus,1985,7682300
aus,1986,7682300
aus,1987,7682300
aus,1988,7682300
aus,1989,7682300
aus,1990,7682300
aus,1991,7682300
aus,1992,7682300
aus,1993,7682300
aus,1994,7682300
aus,1995,7682300
aus,1996,7682300
aus,1997,7682300
aus,1998,7682300
aus,1999,7682300
aus,2000,7682300
aus,2001,7682300
aus,2002,7682300
aus,2003,7682300
aus,2004,7682300
aus,2005,7682300
aus,2006,7682300
aus,2007,7682300
aus,2008,7682300
aus,2009,7682300
aus,2010,7682300
aus,2011,7682300
aus,2012,7682300
aus,2013,7682300
aus,2014,7682300
aus,2015,7682300
aus,2016,7692020
aus,2017,7692020
aus,2018,7692020
aus,2019,7692020
aus,2020,7692020
aus,2021,7692020
aut,1961,82580
aut,1962,82580
aut,1963,82580
aut,1964,82580
aut,1965,82580
aut,1966,82580
aut,1967,82580
aut,1968,82580
aut,1969,82580
aut,1970,82580
aut,1971,82580
aut,1972,82580
aut,1973,82580
aut,1974,82580
aut,1975,82580
aut,1976,82580
aut,1977,82580
aut,1978,82580
aut,1979,82580
aut,1980,82580
aut,1981,82580
aut,1982,82580
aut,1983,82580
aut,1984,82580
aut,1985,82580
aut,1986,82580
aut,1987,82580
aut,1988,82580
aut,1989,82580
aut,1990,82580
aut,1991,82580
aut,1992,82580
aut,1993,82580
aut,1994,82580
aut,1995,82580
aut,1996,82580
aut,1997,82580
aut,1998,82580
aut,1999,82580
aut,2000,82580
aut,2001,82580
aut,2002,82580
aut,2003,82580
aut,2004,82580
aut,2005,82580
aut,2006,82580
aut,2007,82578
aut,2008,82578
aut,2009,82578
aut,2010,82571
aut,2011,82561
aut,2012,82554
aut,2013,82531
aut,2014,82523
aut,2015,82520
aut,2016,82520
aut,2017,82520
aut,2018,82520
aut,2019,82520
aut,2020,82520
aut,2021,82520
aze,1961,83217
aze,1962,83217
aze,1963,83217
aze,1964,83217
aze,1965,83217
aze,1966,83217
aze,1967,83217
aze,1968,83217
aze,1969,83217
aze,1970,83217
aze,1971,83217
aze,1972,83217
aze,1973,83217
aze,1974,83217
aze,1975,83217
aze,1976,83217
aze,1977,83217
aze,1978,83217
aze,1979,83217
aze,1980,83217
aze,1981,83217
aze,1982,83217
aze,1983,83217
aze,1984,83217
aze,1985,83217
aze,1986,83217
aze,1987,83217
aze,1988,83217
aze,1989,83217
aze,1990,83217
aze,1991,83217
aze,1992,83217
aze,1993,83217
aze,1994,83217
aze,1995,83217
aze,1996,83217
aze,1997,83217
aze,1998,83092
aze,1999,82705
aze,2000,82605
aze,2001,82604
aze,2002,82618
aze,2003,82652
aze,2004,82672
aze,2005,82660
aze,2006,82637
aze,2007,82629
aze,2008,82627
aze,2009,82622
aze,2010,82656
aze,2011,82658
aze,2012,82658
aze,2013,82659
aze,2014,82663
aze,2015,82663
aze,2016,82670
aze,2017,82662
aze,2018,82654
aze,2019,82654
aze,2020,82654
aze,2021,82654
bdi,1961,25680
bdi,1962,25680
bdi,1963,25680
bdi,1964,25680
bdi,1965,25680
bdi,1966,25680
bdi,1967,25680
bdi,1968,25680
bdi,1969,25680
bdi,1970,25680
bdi,1971,25680
bdi,1972,25680
bdi,1973,25680
bdi,1974,25680
bdi,1975,25680
bdi,1976,25680
bdi,1977,25680
bdi,1978,25680
bdi,1979,25680
bdi,1980,25680
bdi,1981,25680
bdi,1982,25680
bdi,1983,25680
bdi,1984,25680
bdi,1985,25680
bdi,1986,25680
bdi,1987,25680
bdi,1988,25680
bdi,1989,25680
bdi,1990,25680
bdi,1991,25680
bdi,1992,25680
bdi,1993,25680
bdi,1994,25680
bdi,1995,25680
bdi,1996,25680
bdi,1997,25680
bdi,1998,25680
bdi,1999,25680
bdi,2000,25680
bdi,2001,25680
bdi,2002,25680
bdi,2003,25680
bdi,2004,25680
bdi,2005,25680
bdi,2006,25680
bdi,2007,25680
bdi,2008,25680
bdi,2009,25680
bdi,2010,25680
bdi,2011,25680
bdi,2012,25680
bdi,2013,25680
bdi,2014,25680
bdi,2015,25680
bdi,2016,25680
bdi,2017,25680
bdi,2018,25680
bdi,2019,25680
bdi,2020,25680
bdi,2021,25680
bel,1961,32820
bel,1962,32820
bel,1963,32820
bel,1964,32820
bel,1965,32820
bel,1966,32820
bel,1967,32820
bel,1968,32820
bel,1969,32820
bel,1970,32820
bel,1971,32820
bel,1972,32820
bel,1973,32820
bel,1974,32820
bel,1975,32820
bel,1976,32820
bel,1977,32820
bel,1978,32820
bel,1979,32820
bel,1980,32820
bel,1981,32820
bel,1982,32820
bel,1983,32820
bel,1984,32820
bel,1985,32820
bel,1986,32820
bel,1987,32820
bel,1988,32820
bel,1989,32820
bel,1990,32820
bel,1991,32820
bel,1992,32820
bel,1993,32820
bel,1994,32820
bel,1995,32820
bel,1996,32820
bel,1997,32820
bel,1998,32820
bel,1999,32820
bel,2000,30280
bel,2001,30280
bel,2002,30280
bel,2003,30280
bel,2004,30280
bel,2005,30280
bel,2006,30280
bel,2007,30280
bel,2008,30280
bel,2009,30280
bel,2010,30280
bel,2011,30280
bel,2012,30280
bel,2013,30280
bel,2014,30280
bel,2015,30280
bel,2016,30280
bel,2017,30280
bel,2018,30280
bel,2019,30280
bel,2020,30280
bel,2021,30280
ben,1961,112760
ben,1962,112760
ben,1963,112760
ben,1964,112760
ben,1965,112760
ben,1966,112760
ben,1967,112760
ben,1968,112760
ben,1969,112760
ben,1970,112760
ben,1971,112760
ben,1972,112760
ben,1973,112760
ben,1974,112760
ben,1975,112760
ben,1976,112760
ben,1977,112760
ben,1978,112760
ben,1979,112760
ben,1980,112760
ben,1981,112760
ben,1982,112760
ben,1983,112760
ben,1984,112760
ben,1985,112760
ben,1986,112760
ben,1987,112760
ben,1988,112760
ben,1989,112760
ben,1990,112760
ben,1991,112760
ben,1992,112760
ben,1993,112760
ben,1994,112760
ben,1995,112760
ben,1996,112760
ben,1997,112760
ben,1998,112760
ben,1999,112760
ben,2000,112760
ben,2001,112760
ben,2002,112760
ben,2003,112760
ben,2004,112760
ben,2005,112760
ben,2006,112760
ben,2007,112760
ben,2008,112760
ben,2009,112760
ben,2010,112760
ben,2011,112760
ben,2012,112760
ben,2013,112760
ben,2014,112760
ben,2015,112760
ben,2016,112760
ben,2017,112760
ben,2018,112760
ben,2019,112760
ben,2020,112760
ben,2021,112760
bfa,1961,273600
bfa,1962,273600
bfa,1963,273600
bfa,1964,273600
bfa,1965,273600
bfa,1966,273600
bfa,1967,273600
bfa,1968,273600
bfa,1969,273600
bfa,1970,273600
bfa,1971,273600
bfa,1972,273600
bfa,1973,273600
bfa,1974,273600
bfa,1975,273600
bfa,1976,273600
bfa,1977,273600
bfa,1978,273600
bfa,1979,273600
bfa,1980,273600
bfa,1981,273600
bfa,1982,273600
bfa,1983,273600
bfa,1984,273600
bfa,1985,273600
bfa,1986,273600
bfa,1987,273600
bfa,1988,273600
bfa,1989,273600
bfa,1990,273600
bfa,1991,273600
bfa,1992,273600
bfa,1993,273600
bfa,1994,273600
bfa,1995,273600
bfa,1996,273600
bfa,1997,273600
bfa,1998,273600
bfa,1999,273600
bfa,2000,273600
bfa,2001,273600
bfa,2002,273600
bfa,2003,273600
bfa,2004,273600
bfa,2005,273600
bfa,2006,273600
bfa,2007,273600
bfa,2008,273600
bfa,2009,273600
bfa,2010,273600
bfa,2011,273600
bfa,2012,273600
bfa,2013,273600
bfa,2014,273600
bfa,2015,273600
bfa,2016,273600
bfa,2017,273600
bfa,2018,273600
bfa,2019,273600
bfa,2020,273600
bfa,2021,273600
bgd,1961,130170
bgd,1962,130170
bgd,1963,130170
bgd,1964,130170
bgd,1965,130170
bgd,1966,130170
bgd,1967,130170
bgd,1968,130170
bgd,1969,130170
bgd,1970,130170
bgd,1971,130170
bgd,1972,130170
bgd,1973,130170
bgd,1974,130170
bgd,1975,130170
bgd,1976,130170
bgd,1977,130170
bgd,1978,130170
bgd,1979,130170
bgd,1980,130170
bgd,1981,130170
bgd,1982,130170
bgd,1983,130170
bgd,1984,130170
bgd,1985,130170
bgd,1986,130170
bgd,1987,130170
bgd,1988,130170
bgd,1989,130170
bgd,1990,130170
bgd,1991,130170
bgd,1992,130170
bgd,1993,130170
bgd,1994,130170
bgd,1995,130170
bgd,1996,130170
bgd,1997,130170
bgd,1998,130170
bgd,1999,130170
bgd,2000,130170
bgd,2001,130170
bgd,2002,130170
bgd,2003,130170
bgd,2004,130170
bgd,2005,130170
bgd,2006,130170
bgd,2007,130170
bgd,2008,130170
bgd,2009,130170
bgd,2010,130170
bgd,2011,130170
bgd,2012,130170
bgd,2013,130170
bgd,2014,130170
bgd,2015,130170
bgd,2016,130170
bgd,2017,130170
bgd,2018,130170
bgd,2019,130170
bgd,2020,130170
bgd,2021,130170
bgr,1961,110630
bgr,1962,110630
bgr,1963,110630
bgr,1964,110630
bgr,1965,110630
bgr,1966,110630
bgr,1967,110630
bgr,1968,110630
bgr,1969,110630
bgr,1970,110630
bgr,1971,110630
bgr,1972,110630
bgr,1973,110630
bgr,1974,110630
bgr,1975,110630
bgr,1976,110630
bgr,1977,110630
bgr,1978,110630
bgr,1979,110630
bgr,1980,110630
bgr,1981,110630
bgr,1982,110630
bgr,1983,110630
bgr,1984,110630
bgr,1985,110630
bgr,1986,110630
bgr,1987,110630
bgr,1988,110630
bgr,1989,110630
bgr,1990,110630
bgr,1991,110630
bgr,1992,110630
bgr,1993,110630
bgr,1994,110630
bgr,1995,110630
bgr,1996,110630
bgr,1997,110630
bgr,1998,110630
bgr,1999,110630
bgr,2000,110630
bgr,2001,110630
bgr,2002,108800
bgr,2003,108770
bgr,2004,108760
bgr,2005,108640
bgr,2006,108630
bgr,2007,108610
bgr,2008,108610
bgr,2009,108560
bgr,2010,108560
bgr,2011,108560
bgr,2012,108560
bgr,2013,108560
bgr,2014,108560
bgr,2015,108560
bgr,2016,108560
bgr,2017,108560
bgr,2018,108560
bgr,2019,108560
bgr,2020,108560
bgr,2021,108560
bhr,1961,690
bhr,1962,690
bhr,1963,690
bhr,1964,690
bhr,1965,690
bhr,1966,690
bhr,1967,690
bhr,1968,690
bhr,1969,690
bhr,1970,690
bhr,1971,690
bhr,1972,690
bhr,1973,690
bhr,1974,690
bhr,1975,690
bhr,1976,690
bhr,1977,690
bhr,1978,690
bhr,1979,690
bhr,1980,690
bhr,1981,690
bhr,1982,690
bhr,1983,690
bhr,1984,690
bhr,1985,690
bhr,1986,690
bhr,1987,690
bhr,1988,690
bhr,1989,690
bhr,1990,690
bhr,1991,690
bhr,1992,710
bhr,1993,710
bhr,1994,710
bhr,1995,710
bhr,1996,710
bhr,1997,710
bhr,1998,710
bhr,1999,710
bhr,2000,710
bhr,2001,710
bhr,2002,710
bhr,2003,720
bhr,2004,730
bhr,2005,740
bhr,2006,740
bhr,2007,750
bhr,2008,760
bhr,2009,760
bhr,2010,762
bhr,2011,767
bhr,2012,770
bhr,2013,770
bhr,2014,771
bhr,2015,778
bhr,2016,779
bhr,2017,780
bhr,2018,780
bhr,2019,780
bhr,2020,780
bhr,2021,780
bhs,1961,10010
bhs,1962,10010
bhs,1963,10010
bhs,1964,10010
bhs,1965,10010
bhs,1966,10010
bhs,1967,10010
bhs,1968,10010
bhs,1969,10010
bhs,1970,10010
bhs,1971,10010
bhs,1972,10010
bhs,1973,10010
bhs,1974,10010
bhs,1975,10010
bhs,1976,10010
bhs,1977,10010
bhs,1978,10010
bhs,1979,10010
bhs,1980,10010
bhs,1981,10010
bhs,1982,10010
bhs,1983,10010
bhs,1984,10010
bhs,1985,10010
bhs,1986,10010
bhs,1987,10010
bhs,1988,10010
bhs,1989,10010
bhs,1990,10010
bhs,1991,10010
bhs,1992,10010
bhs,1993,10010
bhs,1994,10010
bhs,1995,10010
bhs,1996,10010
bhs,1997,10010
bhs,1998,10010
bhs,1999,10010
bhs,2000,10010
bhs,2001,10010
bhs,2002,10010
bhs,2003,10010
bhs,2004,10010
bhs,2005,10010
bhs,2006,10010
bhs,2007,10010
bhs,2008,10010
bhs,2009,10010
bhs,2010,10010
bhs,2011,10010
bhs,2012,10010
bhs,2013,10010
bhs,2014,10010
bhs,2015,10010
bhs,2016,10010
bhs,2017,10010
bhs,2018,10010
bhs,2019,10010
bhs,2020,10010
bhs,2021,10010
bih,1961,51200
bih,1962,51200
bih,1963,51200
bih,1964,51200
bih,1965,51200
bih,1966,51200
bih,1967,51200
bih,1968,51200
bih,1969,51200
bih,1970,51200
bih,1971,51200
bih,1972,51200
bih,1973,51200
bih,1974,51200
bih,1975,51200
bih,1976,51200
bih,1977,51200
bih,1978,51200
bih,1979,51200
bih,1980,51200
bih,1981,51200
bih,1982,51200
bih,1983,51200
bih,1984,51200
bih,1985,51200
bih,1986,51200
bih,1987,51200
bih,1988,51200
bih,1989,51200
bih,1990,51200
bih,1991,51200
bih,1992,51200
bih,1993,51200
bih,1994,51200
bih,1995,51200
bih,1996,51200
bih,1997,51200
bih,1998,51200
bih,1999,51200
bih,2000,51200
bih,2001,51200
bih,2002,51200
bih,2003,51200
bih,2004,51200
bih,2005,51200
bih,2006,51200
bih,2007,51200
bih,2008,51200
bih,2009,51200
bih,2010,51200
bih,2011,51200
bih,2012,51200
bih,2013,51200
bih,2014,51200
bih,2015,51200
bih,2016,51200
bih,2017,51200
bih,2018,51200
bih,2019,51200
bih,2020,51200
bih,2021,51200
blr,1961,202840
blr,1962,202840
blr,1963,202840
blr,1964,202840
blr,1965,202840
blr,1966,202840
blr,1967,202840
blr,1968,202840
blr,1969,202840
blr,1970,202840
blr,1971,202840
blr,1972,202840
blr,1973,202840
blr,1974,202840
blr,1975,202840
blr,1976,202840
blr,1977,202840
blr,1978,202840
blr,1979,202840
blr,1980,202840
blr,1981,202840
blr,1982,202840
blr,1983,202840
blr,1984,202840
blr,1985,202840
blr,1986,202840
blr,1987,202840
blr,1988,202840
blr,1989,202840
blr,1990,202840
blr,1991,202840
blr,1992,202840
blr,1993,202840
blr,1994,202840
blr,1995,202840
blr,1996,202840
blr,1997,202840
blr,1998,202840
blr,1999,202840
blr,2000,202840
blr,2001,202840
blr,2002,202830
blr,2003,202830
blr,2004,202810
blr,2005,202830
blr,2006,202900
blr,2007,202900
blr,2008,202900
blr,2009,202820
blr,2010,202900
blr,2011,202910
blr,2012,202910
blr,2013,202908
blr,2014,202973
blr,2015,202978
blr,2016,202988
blr,2017,202990
blr,2018,202980
blr,2019,202980
blr,2020,202980
blr,2021,202980
blz,1961,22810
blz,1962,22810
blz,1963,22810
blz,1964,22810
blz,1965,22810
blz,1966,22810
blz,1967,22810
blz,1968,22810
blz,1969,22810
blz,1970,22810
blz,1971,22810
blz,1972,22810
blz,1973,22810
blz,1974,22810
blz,1975,22810
blz,1976,22810
blz,1977,22810
blz,1978,22810
blz,1979,22810
blz,1980,22810
blz,1981,22810
blz,1982,22810
blz,1983,22810
blz,1984,22810
blz,1985,22810
blz,1986,22810
blz,1987,22810
blz,1988,22810
blz,1989,22810
blz,1990,22810
blz,1991,22810
blz,1992,22810
blz,1993,22810
blz,1994,22810
blz,1995,22810
blz,1996,22810
blz,1997,22810
blz,1998,22810
blz,1999,22810
blz,2000,22810
blz,2001,22810
blz,2002,22810
blz,2003,22810
blz,2004,22810
blz,2005,22810
blz,2006,22810
blz,2007,22810
blz,2008,22810
blz,2009,22810
blz,2010,22810
blz,2011,22810
blz,2012,22810
blz,2013,22810
blz,2014,22810
blz,2015,22810
blz,2016,22810
blz,2017,22810
blz,2018,22810
blz,2019,22810
blz,2020,22810
blz,2021,22810
bmu,1961,54
bmu,1962,54
bmu,1963,54
bmu,1964,54
bmu,1965,54
bmu,1966,54
bmu,1967,54
bmu,1968,54
bmu,1969,54
bmu,1970,54
bmu,1971,54
bmu,1972,54
bmu,1973,54
bmu,1974,54
bmu,1975,54
bmu,1976,54
bmu,1977,54
bmu,1978,54
bmu,1979,54
bmu,1980,54
bmu,1981,54
bmu,1982,54
bmu,1983,54
bmu,1984,54
bmu,1985,54
bmu,1986,54
bmu,1987,54
bmu,1988,54
bmu,1989,54
bmu,1990,54
bmu,1991,54
bmu,1992,54
bmu,1993,54
bmu,1994,54
bmu,1995,54
bmu,1996,54
bmu,1997,54
bmu,1998,54
bmu,1999,54
bmu,2000,54
bmu,2001,54
bmu,2002,54
bmu,2003,54
bmu,2004,54
bmu,2005,54
bmu,2006,54
bmu,2007,54
bmu,2008,54
bmu,2009,54
bmu,2010,54
bmu,2011,54
bmu,2012,54
bmu,2013,54
bmu,2014,54
bmu,2015,54
bmu,2016,54
bmu,2017,54
bmu,2018,54
bmu,2019,54
bmu,2020,54
bmu,2021,54
bol,1961,1083300
bol,1962,1083300
bol,1963,1083300
bol,1964,1083300
bol,1965,1083300
bol,1966,1083300
bol,1967,1083300
bol,1968,1083300
bol,1969,1083300
bol,1970,1083300
bol,1971,1083300
