geo,time,ms_mil_xpnd_zs
fin,1991,3.08883
fin,1992,3.03336
fin,1993,2.84776
fin,1994,2.7364
fin,1995,2.37209
fin,1996,2.61878
fin,1997,2.79495
fin,1998,2.84896
fin,1999,2.45055
fin,2000,2.64233
fin,2001,2.4727
fin,2002,2.43058
fin,2003,2.99363
fin,2004,3.04566
fin,2005,2.97754
fin,2006,2.98871
fin,2007,2.75835
fin,2008,2.90534
fin,2009,2.88539
fin,2010,2.76729
fin,2011,2.77576
fin,2012,2.75355
fin,2013,2.69935
fin,2014,2.53494
fin,2015,2.56668
fin,2016,2.5507
fin,2017,2.51886
fin,2018,2.55173
fin,2019,2.53333
fin,2020,2.5534
fji,1992,6.94402
fji,1993,7.02703
fji,1994,7.01138
fji,1995,7.02158
fji,1996,5.39813
fji,1997,4.69045
fji,1998,4.70157
fji,1999,4.88542
fji,2000,7.06736
fji,2001,6.91027
fji,2002,5.65217
fji,2003,5.75733
fji,2004,6.60962
fji,2005,5.67315
fji,2006,6.47751
fji,2007,8.79335
fji,2008,6.21091
fji,2009,6.2963
fji,2010,5.96914
fji,2011,5.87918
fji,2012,5.39715
fji,2013,5.1074
fji,2014,5.29449
fji,2015,3.05521
fji,2016,4.03369
fji,2017,4.77852
fji,2018,4.49676
fji,2019,4.7146
fji,2020,5.14765
fra,1988,5.87778
fra,1989,5.84912
fra,1990,5.62272
fra,1991,5.51195
fra,1992,5.14268
fra,1993,4.89876
fra,1994,4.89696
fra,1995,4.57261
fra,1996,4.42295
fra,1997,4.37956
fra,1998,4.22779
fra,1999,4.15917
fra,2000,4.03664
fra,2001,3.92645
fra,2002,3.87584
fra,2003,3.93404
fra,2004,3.97161
fra,2005,3.79724
fra,2006,3.73536
fra,2007,3.62886
fra,2008,3.55949
fra,2009,3.67118
fra,2010,3.4623
fra,2011,3.36007
fra,2012,3.27643
fra,2013,3.23248
fra,2014,3.25615
fra,2015,3.29637
fra,2016,3.38382
fra,2017,3.37938
fra,2018,3.31466
fra,2019,3.32145
fra,2020,3.28631
gab,2000,8.33464
gab,2001,6.44539
gab,2002,6.93238
gab,2003,7.85105
gab,2004,7.7281
gab,2005,6.01263
gab,2006,6.06875
gab,2010,8.10552
gab,2011,6.72668
gab,2012,6.7634
gab,2013,4.62601
gab,2014,4.81918
gab,2015,5.32516
gab,2016,6.62561
gab,2017,10.00005
gab,2018,9.06958
gab,2019,9.08636
gab,2020,8.47199
gbr,1988,11.32811
gbr,1989,11.0596
gbr,1990,10.47064
gbr,1991,10.55677
gbr,1992,9.37852
gbr,1993,8.71781
gbr,1994,8.28447
gbr,1995,7.5712
gbr,1996,7.62675
gbr,1997,7.34996
gbr,1998,7.25507
gbr,1999,7.12588
gbr,2000,6.96858
gbr,2001,6.92298
gbr,2002,6.92337
gbr,2003,6.87498
gbr,2004,6.56709
gbr,2005,6.31712
gbr,2006,6.18801
gbr,2007,6.17186
gbr,2008,6.0988
gbr,2009,5.95978
gbr,2010,5.76885
gbr,2011,5.74907
gbr,2012,5.54978
gbr,2013,5.47666
gbr,2014,5.31702
gbr,2015,5.08608
gbr,2016,5.0165
gbr,2017,4.97162
gbr,2018,5.01894
gbr,2019,5.20914
gbr,2020,4.22749
geo,1996,11.69631
geo,1997,5.5653
geo,1998,5.85041
geo,1999,4.54861
geo,2000,3.53949
geo,2001,4.28076
geo,2002,6.0898
geo,2003,6.46232
geo,2004,7.08876
geo,2005,15.02878
geo,2006,22.40349
geo,2007,32.21859
geo,2008,26.08249
geo,2009,15.65595
geo,2010,11.80373
geo,2011,11.16505
geo,2012,10.50008
geo,2013,9.48386
geo,2014,8.40843
geo,2015,7.28901
geo,2016,7.33652
geo,2017,7.13816
geo,2018,6.97814
geo,2019,6.13734
geo,2020,5.56014
gha,1988,2.3015
gha,1989,2.26148
gha,1990,2.64882
gha,1991,3.31087
gha,1992,2.56352
gha,1993,2.33333
gha,1994,2.21761
gha,1995,2.41078
gha,1996,2.14923
gha,1997,2.23376
gha,1998,2.62994
gha,1999,2.78275
gha,2000,3.44006
gha,2001,1.7895
gha,2002,2.27838
gha,2003,2.33671
gha,2004,1.88439
gha,2005,1.88835
gha,2006,1.70445
gha,2007,2.05891
gha,2008,1.66337
gha,2009,1.92634
gha,2010,1.42197
gha,2011,2.22866
gha,2012,2.69926
gha,2013,1.85626
gha,2014,2.3132
gha,2015,2.10978
gha,2016,1.46507
gha,2017,1.7785
gha,2018,1.55957
gha,2019,1.66408
gha,2020,1.25319
gin,1991,10.50059
gin,1992,8.78312
gin,1993,7.24618
gin,1994,7.7171
gin,1997,6.6907
gin,1998,8.49646
gin,1999,9.90163
gin,2000,8.99216
gin,2001,15.36141
gin,2002,16.74514
gin,2003,11.96876
gin,2004,12.41676
gin,2012,11.40962
gin,2013,12.60595
gin,2014,11.10223
gin,2015,11.60151
gin,2016,11.66324
gin,2017,10.17483
gin,2018,10.41626
gin,2019,9.83598
gin,2020,8.36759
gmb,2000,3.45248
gmb,2001,2.52957
gmb,2002,2.96443
gmb,2003,2.54806
gmb,2004,1.62238
gmb,2005,2.24356
gmb,2006,1.88525
gmb,2007,3.17429
gmb,2008,9.51299
gmb,2009,3.40876
gmb,2012,4.12998
gmb,2013,4.26905
gmb,2014,6.25565
gmb,2015,5.15302
gmb,2018,3.24941
gmb,2019,3.37584
gmb,2020,2.95559
gnb,1994,1.0826
gnb,1995,1.96511
gnb,1996,2.29406
gnb,1997,2.04432
gnb,1998,5.62829
gnb,2000,10.38344
gnb,2001,7.86319
gnb,2002,9.74511
gnb,2003,7.97718
gnb,2005,9.39466
gnb,2009,7.52289
gnb,2010,9.83299
gnb,2011,8.75695
gnb,2012,17.98783
gnb,2013,15.76263
gnb,2014,8.24864
gnb,2015,6.87806
gnb,2016,6.16382
gnb,2017,7.22637
gnb,2020,6.54955
gnq,1994,0.38961
gnq,1995,1.44565
gnq,2007,7.62776
gnq,2008,7.45153
gnq,2009,6.21106
gnq,2014,2.42477
gnq,2015,2.5052
gnq,2016,4.45563
gnq,2017,5.62511
gnq,2018,5.90119
gnq,2019,8.41901
grc,1988,10.81018
grc,1989,9.42777
grc,1990,8.59184
grc,1991,8.62375
grc,1992,8.56576
grc,1993,8.11759
grc,1994,8.44884
grc,1995,6.63823
grc,1996,7.01546
grc,1997,7.31004
grc,1998,7.39816
grc,1999,7.28098
grc,2000,7.46431
grc,2001,7.07043
grc,2002,6.71961
grc,2003,5.35265
grc,2004,5.47242
grc,2005,6.22585
grc,2006,6.16937
grc,2007,5.69224
grc,2008,5.86691
grc,2009,5.96261
grc,2010,5.19328
grc,2011,4.57596
grc,2012,4.55865
grc,2013,4.56511
grc,2014,4.64187
grc,2015,4.83657
grc,2016,5.19023
grc,2017,5.30913
grc,2018,5.62804
grc,2019,5.64342
grc,2020,4.77383
gtm,1995,11.53824
gtm,1996,9.50564
gtm,1997,6.95694
gtm,1998,5.76142
gtm,1999,4.88039
gtm,2000,6.41235
gtm,2001,7.25043
gtm,2002,5.49532
gtm,2003,5.39095
gtm,2004,3.5745
gtm,2005,2.79825
gtm,2006,2.94327
gtm,2007,2.79011
gtm,2008,3.11907
gtm,2009,2.75252
gtm,2010,2.82774
gtm,2011,2.87249
gtm,2012,3.17715
gtm,2013,3.36766
gtm,2014,3.12337
gtm,2015,3.2267
gtm,2016,3.50555
gtm,2017,3.00409
gtm,2018,2.82461
gtm,2019,3.19968
gtm,2020,2.82685
guy,2000,3.67531
guy,2001,3.97842
guy,2002,4.63287
guy,2003,4.36868
guy,2004,5.64661
guy,2005,3.81014
guy,2006,3.48319
guy,2007,4.40767
guy,2008,5.07662
guy,2009,4.67074
guy,2010,4.44782
guy,2011,4.10614
guy,2012,3.75205
guy,2013,3.91024
guy,2014,4.08911
guy,2015,4.95765
guy,2016,4.55964
guy,2017,4.7384
guy,2018,4.64232
guy,2019,4.58309
guy,2020,4.15452
hnd,1990,8.30825
hnd,1991,5.43807
hnd,1993,3.45204
hnd,2000,3.30307
hnd,2001,3.28179
hnd,2002,3.01837
hnd,2003,3.77539
hnd,2004,2.67265
hnd,2005,2.71703
hnd,2006,2.83858
hnd,2007,3.17403
hnd,2008,3.61231
hnd,2009,3.79136
hnd,2010,4.06018
hnd,2011,4.36599
hnd,2012,4.34823
hnd,2013,5.41431
hnd,2014,5.60334
hnd,2015,6.42258
hnd,2016,6.07943
hnd,2017,6.41061
hnd,2018,6.12154
hnd,2019,6.31287
hnd,2020,5.799
hrv,1992,19.89372
hrv,1993,28.95764
hrv,1994,23.85323
hrv,1995,21.14459
hrv,1996,18.16226
hrv,1997,16.87065
hrv,1998,11.4134
hrv,1999,8.68377
hrv,2000,6.41582
hrv,2001,5.90902
hrv,2002,5.3939
hrv,2003,4.08659
hrv,2004,3.59816
hrv,2005,3.75246
hrv,2006,3.62173
hrv,2007,3.5698
hrv,2008,4.02322
hrv,2009,3.69032
hrv,2010,3.49895
hrv,2011,3.62377
hrv,2012,3.49949
hrv,2013,3.41597
hrv,2014,3.78563
hrv,2015,3.66629
hrv,2016,3.4203
hrv,2017,3.68337
hrv,2018,3.42264
hrv,2019,3.51856
hrv,2020,3.67292
hti,1997,0
hti,1998,0
hti,1999,0
hti,2000,0
hti,2001,0
hti,2002,0
hti,2003,0
hti,2004,0
hti,2005,0
hti,2006,0
hti,2007,0
hti,2008,0
hti,2009,0
hti,2010,0
hti,2011,0
hti,2012,0
hti,2013,0
hti,2014,0
hti,2015,0
hti,2016,0
hti,2017,0.00498
hti,2018,0.0079
hti,2019,0
hti,2020,0.0147
hun,1995,2.39221
hun,1996,2.46786
hun,1997,2.97836
hun,1998,2.5057
hun,1999,2.94391
hun,2000,3.21485
hun,2001,3.33351
hun,2002,3.13737
hun,2003,3.35633
hun,2004,3.0408
hun,2005,2.86218
hun,2006,2.37913
hun,2007,2.55128
hun,2008,2.43916
hun,2009,2.24552
hun,2010,2.09369
hun,2011,2.1139
hun,2012,2.08995
hun,2013,1.88448
hun,2014,1.71405
hun,2015,1.79581
hun,2016,2.14119
hun,2017,2.20802
hun,2018,2.43107
hun,2019,2.76626
hun,2020,3.14727
idn,1993,7.18535
idn,1994,7.74869
idn,1995,8.52386
idn,1996,9.09332
idn,1997,8.12869
idn,1998,5.59369
idn,1999,4.4323
idn,2000,4.11253
idn,2001,2.69952
idn,2002,3.80243
idn,2003,4.59959
idn,2004,4.87584
idn,2005,3.95903
idn,2006,3.56151
idn,2007,3.80345
idn,2008,2.98518
idn,2009,3.3544
idn,2010,3.65733
idn,2011,3.69092
idn,2012,3.77764
idn,2013,4.81506
idn,2014,4.18061
idn,2015,5.04782
idn,2016,4.70893
idn,2017,5.22384
idn,2018,4.35925
idn,2019,4.91
idn,2020,4.74878
ind,1988,14.77827
ind,1989,13.5662
ind,1990,12.40058
ind,1991,10.85752
ind,1992,10.3123
ind,1993,10.9686
ind,1994,10.34574
ind,1995,10.50325
ind,1996,10.32728
ind,1997,10.6779
ind,1998,10.65951
ind,1999,11.64056
ind,2000,11.50306
ind,2001,10.52395
ind,2002,9.87956
ind,2003,9.10012
ind,2004,10.11743
ind,2005,10.42313
ind,2006,9.47842
ind,2007,8.85118
ind,2008,8.88878
ind,2009,10.31474
ind,2010,9.86423
ind,2011,9.59277
ind,2012,9.27262
ind,2013,9.29598
ind,2014,9.50479
ind,2015,8.8312
ind,2016,9.08015
ind,2017,9.39039
ind,2018,9.00634
ind,2019,8.98607
ind,2020,9.08232
irl,1988,2.46302
irl,1989,2.58214
irl,1990,2.73874
irl,1991,2.75112
irl,1992,2.59439
irl,1993,2.5846
irl,1994,2.53726
irl,1995,2.48514
irl,1996,2.53941
irl,1997,2.5318
irl,1998,2.38327
irl,1999,2.28571
irl,2000,2.25095
irl,2001,2.16323
irl,2002,1.90822
irl,2003,1.77926
irl,2004,1.71223
irl,2005,1.62084
irl,2006,1.51395
irl,2007,1.41444
irl,2008,1.37521
irl,2009,1.27337
irl,2010,0.88132
irl,2011,1.17362
irl,2012,1.22252
irl,2013,1.23993
irl,2014,1.22917
irl,2015,1.18122
irl,2016,1.20102
irl,2017,1.1772
irl,2018,1.14473
irl,2019,1.15417
irl,2020,0.97973
irn,1990,14.47851
irn,1991,12.48762
irn,1992,9.89693
irn,1993,5.1395
irn,1994,7.5989
irn,1995,8.4985
irn,1996,10.64925
irn,1997,11.86799
irn,1998,12.94324
irn,1999,12.56841
irn,2000,14.03699
irn,2001,14.47869
irn,2002,10.8626
irn,2003,12.09906
irn,2004,15.18302
irn,2005,14.14528
irn,2006,14.20854
irn,2007,14.02302
irn,2008,12.60657
irn,2009,15.32192
irn,2010,15.15561
irn,2011,13.0099
irn,2012,19.32366
irn,2013,15.61127
irn,2014,14.80314
irn,2015,15.43386
irn,2016,15.20682
irn,2017,16.04844
irn,2018,13.92604
irn,2019,12.63674
irn,2020,11.7093
irq,2004,1.83223
irq,2005,3.54809
irq,2006,3.77034
irq,2007,4.85648
irq,2008,4.13552
irq,2009,4.91946
irq,2010,5.46512
irq,2011,5.31124
irq,2012,4.42878
irq,2013,6.87233
irq,2014,6.73921
irq,2015,12.45384
irq,2016,8.37915
irq,2017,10.96852
irq,2018,8.84058
irq,2019,9.34254
irq,2020,8.26871
isl,1988,0
isl,1989,0
isl,1990,0
isl,1991,0
isl,1992,0
isl,1993,0
isl,1994,0
isl,1995,0
isl,1996,0
isl,1997,0
isl,1998,0
isl,1999,0
isl,2000,0
isl,2001,0
isl,2002,0
isl,2003,0
isl,2004,0
isl,2005,0
isl,2006,0
isl,2007,0
isl,2008,0
isl,2009,0
isl,2010,0
isl,2011,0
isl,2012,0
isl,2013,0
isl,2014,0
isl,2015,0
isl,2016,0
isl,2017,0
isl,2018,0
isl,2019,0
isl,2020,0
isr,2000,14.05038
isr,2001,13.67589
isr,2002,12.78536
isr,2003,13.81435
isr,2004,14.28704
isr,2005,14.32763
isr,2006,14.08325
isr,2007,15.37104
isr,2008,15.19264
isr,2009,14.59267
isr,2010,14.67876
isr,2011,14.55814
isr,2012,14.03874
isr,2013,13.80552
isr,2014,14.78519
isr,2015,14.58943
isr,2016,14.45786
isr,2017,14.24756
isr,2018,13.45561
isr,2019,13.25902
isr,2020,12.08833
ita,1988,4.02248
ita,1989,3.83016
ita,1990,3.29018
ita,1991,3.17939
ita,1992,3.00395
ita,1993,3.01093
ita,1994,3.03015
ita,1995,2.83424
ita,1996,3.07688
ita,1997,3.2793
ita,1998,3.40531
ita,1999,3.55541
ita,2000,3.73458
ita,2001,3.53322
ita,2002,3.64144
ita,2003,3.61237
ita,2004,3.57957
ita,2005,3.38888
ita,2006,3.18315
ita,2007,3.09307
ita,2008,3.21045
ita,2009,3.04086
ita,2010,3.00533
ita,2011,3.00147
ita,2012,2.82056
ita,2013,2.74579
ita,2014,2.52278
ita,2015,2.40123
ita,2016,2.7198
ita,2017,2.78363
ita,2018,2.8086
ita,2019,2.70611
ita,2020,2.62795
jam,1990,3.13702
jam,1991,2.9682
jam,1992,5.31517
jam,1993,3.70462
jam,1994,2.84446
jam,1995,2.26703
jam,1996,1.98749
jam,1997,2.24809
jam,1998,1.86695
jam,1999,1.71162
jam,2000,1.79736
jam,2001,1.72309
jam,2002,1.83768
jam,2003,1.7441
jam,2004,1.65668
jam,2005,1.75623
jam,2006,1.90467
jam,2007,2.01485
jam,2008,2.69971
jam,2009,2.3943
jam,2010,2.59213
jam,2011,2.84692
jam,2012,3.05933
jam,2013,3.25727
jam,2014,3.20805
jam,2015,3.14253
jam,2016,3.34045
jam,2017,3.34151
jam,2018,4.46912
jam,2019,5.61383
jam,2020,5.42888
jor,1988,21.0325
jor,1989,21.19461
jor,1990,17.51227
jor,1991,22.08084
jor,1992,19.18649
jor,1993,18.87187
jor,1994,18.70079
jor,1995,12.33118
jor,1996,16.32653
jor,1997,17.73649
jor,1998,17.45166
jor,1999,18.6345
jor,2000,18.31625
jor,2001,17.78937
jor,2002,15.92083
jor,2003,16.06667
jor,2004,13.62594
jor,2005,12.33429
jor,2006,12.81298
jor,2007,16.04911
jor,2008,17.65244
jor,2009,18.5059
jor,2010,17.92997
jor,2011,15.15391
jor,2012,12.63991
jor,2013,12.48054
jor,2014,11.81457
jor,2015,12.80259
jor,2016,15.60815
jor,2017,16.2444
jor,2018,15.0108
jor,2019,15.08416
jor,2020,14.839
jpn,1988,3.01965
jpn,1989,3.08125
jpn,1990,3.06864
jpn,1991,3.06742
jpn,1992,2.98526
jpn,1993,2.83624
jpn,1994,2.7643
jpn,1995,2.69642
jpn,1996,2.64416
jpn,1997,2.73329
jpn,1998,2.38985
jpn,1999,2.61418
jpn,2000,2.54728
jpn,2001,2.62835
jpn,2002,2.62344
jpn,2003,2.64484
jpn,2004,2.70857
jpn,2005,2.69257
jpn,2006,2.69157
jpn,2007,2.63944
jpn,2008,2.63203
jpn,2009,2.48986
jpn,2010,2.48735
jpn,2011,2.50342
jpn,2012,2.45705
jpn,2013,2.40811
jpn,2014,2.48656
jpn,2015,2.52291
jpn,2016,2.48782
jpn,2017,2.49732
jpn,2018,2.50755
jpn,2019,2.48707
jpn,2020,2.07181
kaz,2002,4.86349
kaz,2003,4.82286
kaz,2004,4.64775
kaz,2005,4.70927
kaz,2006,4.94447
kaz,2007,5.471
kaz,2008,4.26576
kaz,2009,4.69973
kaz,2010,4.51385
kaz,2011,4.41046
kaz,2012,4.77777
kaz,2013,5.4425
kaz,2014,4.89972
kaz,2015,4.85224
kaz,2016,4.33975
kaz,2017,3.45358
kaz,2018,4.65286
kaz,2019,5.24671
kaz,2020,4.56237
ken,1988,10.01394
ken,1989,8.97913
ken,1990,8.86244
ken,1991,7.62388
ken,1992,5.88552
ken,1993,5.33089
ken,1994,4.97526
ken,1995,5.40987
ken,1996,6.21314
ken,1997,5.75525
ken,1998,5.43301
ken,1999,5.79087
ken,2000,6.27378
ken,2001,6.82192
ken,2002,6.85557
ken,2003,6.93808
ken,2004,7.13102
ken,2005,7.03348
ken,2006,6.80924
ken,2007,7.00565
ken,2008,7.07901
ken,2009,6.74954
ken,2010,6.42294
ken,2011,6.53917
ken,2012,6.89272
ken,2013,6.15017
ken,2014,4.90934
ken,2015,4.84682
ken,2016,4.87789
ken,2017,4.93297
ken,2018,4.95422
ken,2019,4.60127
ken,2020,4.40404
kgz,1995,4.7274
kgz,1996,5.41025
kgz,1997,5.66072
kgz,1998,4.42717
kgz,1999,5.16025
kgz,2000,6.23091
kgz,2001,5.17793
kgz,2002,5.50288
kgz,2003,6.04303
kgz,2004,5.91535
kgz,2005,5.55433
kgz,2006,5.71812
kgz,2007,4.52377
kgz,2008,4.26478
kgz,2009,4.40394
kgz,2010,4.34157
kgz,2011,3.73166
kgz,2012,4.01139
kgz,2013,4.2529
kgz,2014,4.44991
kgz,2015,4.60046
kgz,2016,4.36088
kgz,2017,4.25717
kgz,2018,4.64995
kgz,2019,4.46141
kgz,2020,4.48054
khm,1996,20.67331
khm,1997,24.18726
khm,1998,19.85745
khm,1999,18.18056
khm,2000,14.68827
khm,2001,11.7283
khm,2002,9.00256
khm,2003,9.19119
khm,2004,9.35285
khm,2005,9.14366
khm,2006,8.05335
khm,2007,6.34989
khm,2008,5.18921
khm,2009,6.43702
khm,2010,7.14281
khm,2011,7.27274
khm,2012,7.1319
khm,2013,7.48297
khm,2014,7.66288
khm,2015,8.88738
khm,2016,9.0438
khm,2017,9.24747
khm,2018,9.58981
khm,2019,9.67029
khm,2020,10.17071
kor,1995,20.30608
kor,1996,18.51358
kor,1997,18.16396
kor,1998,16.41663
kor,1999,14.52651
kor,2000,14.41779
kor,2001,13.45963
kor,2002,13.65656
kor,2003,12.17344
kor,2004,11.70678
kor,2005,12.5615
kor,2006,12.28355
kor,2007,12.07365
kor,2008,12.50409
kor,2009,12.79446
kor,2010,13.22032
kor,2011,12.96777
kor,2012,12.70843
kor,2013,12.57495
kor,2014,12.80488
kor,2015,12.64042
kor,2016,12.62125
kor,2017,12.33071
kor,2018,12.24969
kor,2019,11.78883
kor,2020,10.87222
kos,2008,0.0672
kos,2009,1.79316
kos,2010,2.41728
kos,2011,2.71189
kos,2012,2.3468
kos,2013,2.46311
kos,2014,2.73589
kos,2015,2.87441
kos,2016,2.73194
kos,2017,2.85277
kos,2018,2.72837
kos,2019,2.79068
kos,2020,3.17343
kwt,1990,52.56202
kwt,1991,57.4781
kwt,1992,34.99622
kwt,1993,20.26814
kwt,1994,22.65571
kwt,1995,24.88146
kwt,1996,23.11815
kwt,1997,18.51529
kwt,1998,16.91391
kwt,1999,16.89731
kwt,2000,19.55871
kwt,2001,17.92918
kwt,2002,17.67312
kwt,2003,17.66711
kwt,2004,16.97129
kwt,2005,15.44461
kwt,2006,11.10048
kwt,2007,11.93622
kwt,2008,7.44142
kwt,2009,9.41435
kwt,2010,8.39527
kwt,2011,8.96471
kwt,2012,8.79515
kwt,2013,8.57638
kwt,2014,8.09731
kwt,2015,9.20435
kwt,2016,10.96314
kwt,2017,10.91285
kwt,2018,10.32803
kwt,2019,10.39776
kwt,2020,10.02588
lao,2000,3.84915
lao,2001,3.58383
lao,2002,3.51353
lao,2003,3.06845
lao,2004,3.1962
lao,2005,2.55991
lao,2006,2.33158
lao,2007,2.06622
lao,2008,1.70561
lao,2009,1.0804
lao,2010,0.91316
lao,2011,1.05068
lao,2012,0.80689
lao,2013,0.78341
lbn,1990,19.14429
lbn,1991,14.68078
lbn,1992,22.40358
lbn,1993,26.44851
lbn,1994,14.99044
lbn,1995,21.87238
lbn,1996,13.1665
lbn,1997,10.76626
lbn,1998,11.72774
lbn,1999,13.58413
lbn,2000,12.75487
lbn,2001,14.1842
lbn,2002,13.09742
lbn,2003,13.00989
lbn,2004,13.5479
lbn,2005,14.24898
lbn,2006,12.67943
lbn,2007,13.18711
lbn,2008,11.70065
lbn,2009,12.55633
lbn,2010,14.14677
lbn,2011,14.13489
lbn,2012,13.20633
lbn,2013,14.28022
lbn,2014,16.36963
lbn,2015,16.82428
lbn,2016,18.0174
lbn,2017,15.05781
lbn,2018,15.63959
lbn,2019,15.21162
lbn,2020,10.83748
lbr,2004,2.91927
lbr,2005,6.63223
lbr,2006,3.19106
lbr,2007,1.50259
lbr,2008,1.07928
lbr,2009,1.71671
lbr,2010,1.70524
lbr,2011,1.88509
lbr,2012,1.84659
lbr,2013,1.49619
lbr,2014,1.43304
lbr,2015,1.29136
lbr,2016,1.265
lbr,2017,1.22908
lbr,2018,1.61118
lbr,2019,1.85424
lbr,2020,1.71949
lby,1997,11.68726
lby,1998,14.21352
lby,1999,11.5252
lby,2000,10.26777
lby,2001,6.29681
lby,2002,5.24013
lby,2003,4.83592
lby,2004,4.89997
lby,2005,5.0239
lby,2006,3.58778
lby,2007,2.8092
lby,2008,3.09184
lby,2012,8.19762
lby,2013,8.67235
lby,2014,10.81692
lka,1990,7.50666
lka,1991,9.53402
lka,1992,11.95253
lka,1993,12.1023
lka,1994,12.64669
lka,1995,19.34443
lka,1996,19.53277
lka,1997,17.68114
lka,1998,17.75699
lka,1999,16.0603
lka,2000,18.93193
lka,2001,15.63796
lka,2002,13.58321
lka,2003,12.53645
lka,2004,13.15083
lka,2005,11.07553
lka,2006,11.52768
lka,2007,13.86731
lka,2008,16.44044
lka,2009,14.55771
lka,2010,13.5304
lka,2011,13.51539
lka,2012,12.09138
lka,2013,12.51708
lka,2014,13.51058
lka,2015,12.54365
lka,2016,10.86662
lka,2017,11.05405
lka,2018,9.8881
lka,2019,9.71304
lka,2020,10.29665
lso,1988,8.94432
lso,1989,11.33843
lso,1990,10.91187
lso,1991,9.33333
lso,1992,7.82843
lso,1993,7.01066
lso,1994,6.9863
lso,1995,7.91587
lso,1996,6.97225
lso,1997,6.20601
lso,1998,5.64336
lso,1999,7.10338
lso,2000,8.76964
lso,2001,6.83322
lso,2002,6.1234
lso,2003,5.88235
lso,2004,5.57159
lso,2005,5.00585
lso,2006,4.71207
lso,2007,4.74391
lso,2008,2.93175
lso,2009,4.10056
lso,2010,5.58908
lso,2011,3.68372
lso,2012,3.60733
lso,2013,3.31288
lso,2014,3.77095
lso,2015,3.57581
lso,2016,3.63993
lso,2017,4.40526
lso,2018,3.85707
lso,2019,3.4742
lso,2020,3.09907
ltu,1993,2.19588
ltu,1994,1.3548
ltu,1995,1.37383
ltu,1996,1.57116
ltu,1997,2.29183
ltu,1998,3.33903
ltu,1999,2.45805
ltu,2000,3.39209
ltu,2001,3.88742
ltu,2002,3.83307
ltu,2003,3.49657
ltu,2004,3.60279
ltu,2005,3.47709
ltu,2006,3.45027
ltu,2007,3.22942
ltu,2008,3.05189
ltu,2009,2.47718
ltu,2010,2.13266
ltu,2011,1.9076
ltu,2012,2.17708
ltu,2013,2.2027
ltu,2014,2.58593
ltu,2015,3.30739
ltu,2016,4.43707
ltu,2017,5.28398
ltu,2018,5.93147
ltu,2019,5.91476
ltu,2020,5.34729
lux,1995,1.63382
lux,1996,1.62235
lux,1997,1.6491
lux,1998,1.69429
lux,1999,1.5999
lux,2000,1.59126
lux,2001,1.96533
lux,2002,1.55921
lux,2003,1.54793
lux,2004,1.53422
lux,2005,1.48812
lux,2006,1.46251
lux,2007,1.48322
lux,2008,1.0629
lux,2009,0.9625
lux,2010,1.16473
lux,2011,1.00641
lux,2012,0.94939
lux,2013,0.96121
lux,2014,0.99917
lux,2015,1.14126
lux,2016,1.04984
lux,2017,1.33085
lux,2018,1.31184
lux,2019,1.41429
lux,2020,1.389
lva,1998,1.58744
lva,1999,1.91075
lva,2000,2.4345
lva,2001,3.0316
lva,2002,4.50122
lva,2003,4.88564
lva,2004,4.76615
lva,2005,4.66752
lva,2006,5.06388
lva,2007,4.70714
lva,2008,4.46389
lva,2009,3.24851
lva,2010,2.53952
lva,2011,2.68553
lva,2012,2.44562
lva,2013,2.51531
lva,2014,2.49608
lva,2015,2.77427
lva,2016,4.01418
lva,2017,4.36726
lva,2018,5.41539
lva,2019,5.35947
lva,2020,5.19237
mar,1990,14.50021
mar,1991,15.8037
mar,1992,15.11296
mar,1993,15.81092
mar,1994,16.29826
mar,1995,16.00396
mar,1996,17.61395
mar,1997,17.78012
mar,1998,17.03428
mar,1999,14.54047
mar,2000,8.97852
mar,2001,14.52659
mar,2002,12.49913
mar,2003,13.39743
mar,2004,12.26655
mar,2005,10.51286
mar,2006,11.0609
mar,2007,10.65254
mar,2008,10.41112
mar,2009,10.81203
mar,2010,10.91353
mar,2011,9.75643
mar,2012,9.83285
mar,2013,11.55622
mar,2014,11.18756
mar,2015,10.52065
mar,2016,10.54605
mar,2017,10.59254
mar,2018,10.47862
mar,2019,10.38071
mar,2020,12.18731
mda,1995,2.20345
mda,1996,2.09419
mda,1997,1.96485
mda,1998,1.59843
mda,1999,1.54867
mda,2000,1.13828
mda,2001,1.36428
mda,2002,1.36573
mda,2003,1.24284
mda,2004,1.03702
mda,2005,1.07825
mda,2006,1.19767
mda,2007,1.20854
mda,2008,1.46643
mda,2009,1.01078
mda,2010,0.77098
mda,2011,0.83823
mda,2012,0.81407
mda,2013,0.86696
mda,2014,0.86803
mda,2015,0.93286
mda,2016,1.12999
mda,2017,1.04761
mda,2018,1.05404
mda,2019,1.13215
mda,2020,0.99109
mdg,1988,9.02622
mdg,1989,6.15541
mdg,1990,7.23283
mdg,1991,7.90887
mdg,1992,3.8418
mdg,1993,5.45232
mdg,1994,4.69001
mdg,1995,4.88251
mdg,1996,6.964
mdg,1997,8.52813
mdg,1998,6.76783
mdg,1999,6.80194
mdg,2000,6.64531
mdg,2001,7.81128
mdg,2002,8.67164
mdg,2003,6.8703
mdg,2004,4.95604
mdg,2005,5.02326
mdg,2006,4.56305
mdg,2007,5.97508
mdg,2008,6.12872
mdg,2009,5.9011
mdg,2010,4.64325
mdg,2011,5.17556
mdg,2012,5.14743
