geo,time,sp_dyn_le00_fe_in
kwt,1963,63.269
kwt,1964,63.994
kwt,1965,64.686
kwt,1966,65.337
kwt,1967,65.945
kwt,1968,66.512
kwt,1969,67.037
kwt,1970,67.524
kwt,1971,67.974
kwt,1972,68.397
kwt,1973,68.798
kwt,1974,69.182
kwt,1975,69.555
kwt,1976,69.921
kwt,1977,70.279
kwt,1978,70.629
kwt,1979,70.97
kwt,1980,71.298
kwt,1981,71.609
kwt,1982,71.898
kwt,1983,72.162
kwt,1984,72.401
kwt,1985,72.615
kwt,1986,72.806
kwt,1987,72.979
kwt,1988,73.137
kwt,1989,73.282
kwt,1990,73.417
kwt,1991,73.54
kwt,1992,73.652
kwt,1993,73.754
kwt,1994,73.847
kwt,1995,73.933
kwt,1996,74.013
kwt,1997,74.089
kwt,1998,74.161
kwt,1999,74.233
kwt,2000,74.303
kwt,2001,74.371
kwt,2002,74.438
kwt,2003,74.504
kwt,2004,74.575
kwt,2005,74.659
kwt,2006,74.764
kwt,2007,74.894
kwt,2008,75.05
kwt,2009,75.228
kwt,2010,75.417
kwt,2011,75.605
kwt,2012,75.779
kwt,2013,75.933
kwt,2014,76.063
kwt,2015,76.173
kwt,2016,76.269
kwt,2017,76.364
kwt,2018,76.467
kwt,2019,76.58
kwt,2020,76.706
lao,1960,44.949
lao,1961,45.227
lao,1962,45.503
lao,1963,45.777
lao,1964,46.05
lao,1965,46.322
lao,1966,46.597
lao,1967,46.876
lao,1968,47.161
lao,1969,47.448
lao,1970,47.736
lao,1971,48.017
lao,1972,48.289
lao,1973,48.55
lao,1974,48.801
lao,1975,49.044
lao,1976,49.279
lao,1977,49.515
lao,1978,49.759
lao,1979,50.018
lao,1980,50.302
lao,1981,50.62
lao,1982,50.977
lao,1983,51.371
lao,1984,51.803
lao,1985,52.267
lao,1986,52.753
lao,1987,53.253
lao,1988,53.758
lao,1989,54.266
lao,1990,54.779
lao,1991,55.304
lao,1992,55.848
lao,1993,56.413
lao,1994,56.997
lao,1995,57.598
lao,1996,58.208
lao,1997,58.82
lao,1998,59.428
lao,1999,60.026
lao,2000,60.615
lao,2001,61.195
lao,2002,61.769
lao,2003,62.34
lao,2004,62.905
lao,2005,63.465
lao,2006,64.018
lao,2007,64.562
lao,2008,65.095
lao,2009,65.613
lao,2010,66.115
lao,2011,66.598
lao,2012,67.061
lao,2013,67.505
lao,2014,67.929
lao,2015,68.331
lao,2016,68.712
lao,2017,69.074
lao,2018,69.417
lao,2019,69.746
lao,2020,70.061
lbn,1960,65.081
lbn,1961,65.393
lbn,1962,65.69
lbn,1963,65.974
lbn,1964,66.25
lbn,1965,66.521
lbn,1966,66.792
lbn,1967,67.067
lbn,1968,67.344
lbn,1969,67.622
lbn,1970,67.897
lbn,1971,68.163
lbn,1972,68.413
lbn,1973,68.644
lbn,1974,68.854
lbn,1975,69.041
lbn,1976,69.206
lbn,1977,69.353
lbn,1978,69.49
lbn,1979,69.622
lbn,1980,69.756
lbn,1981,69.901
lbn,1982,70.059
lbn,1983,70.235
lbn,1984,70.43
lbn,1985,70.642
lbn,1986,70.864
lbn,1987,71.091
lbn,1988,71.321
lbn,1989,71.559
lbn,1990,71.811
lbn,1991,72.088
lbn,1992,72.398
lbn,1993,72.749
lbn,1994,73.14
lbn,1995,73.572
lbn,1996,74.043
lbn,1997,74.543
lbn,1998,75.061
lbn,1999,75.59
lbn,2000,76.125
lbn,2001,76.663
lbn,2002,77.201
lbn,2003,77.731
lbn,2004,78.242
lbn,2005,78.72
lbn,2006,79.153
lbn,2007,79.534
lbn,2008,79.86
lbn,2009,80.127
lbn,2010,80.334
lbn,2011,80.483
lbn,2012,80.586
lbn,2013,80.654
lbn,2014,80.699
lbn,2015,80.731
lbn,2016,80.758
lbn,2017,80.786
lbn,2018,80.821
lbn,2019,80.869
lbn,2020,80.934
lbr,1960,37.169
lbr,1961,37.396
lbr,1962,37.668
lbr,1963,37.995
lbr,1964,38.379
lbr,1965,38.816
lbr,1966,39.299
lbr,1967,39.812
lbr,1968,40.347
lbr,1969,40.898
lbr,1970,41.468
lbr,1971,42.068
lbr,1972,42.702
lbr,1973,43.368
lbr,1974,44.056
lbr,1975,44.756
lbr,1976,45.458
lbr,1977,46.147
lbr,1978,46.799
lbr,1979,47.395
lbr,1980,47.907
lbr,1981,48.31
lbr,1982,48.599
lbr,1983,48.776
lbr,1984,48.847
lbr,1985,48.812
lbr,1986,48.673
lbr,1987,48.46
lbr,1988,48.217
lbr,1989,47.99
lbr,1990,47.85
lbr,1991,47.869
lbr,1992,48.078
lbr,1993,48.482
lbr,1994,49.068
lbr,1995,49.778
lbr,1996,50.521
lbr,1997,51.219
lbr,1998,51.823
lbr,1999,52.329
lbr,2000,52.789
lbr,2001,53.293
lbr,2002,53.923
lbr,2003,54.728
lbr,2004,55.699
lbr,2005,56.785
lbr,2006,57.902
lbr,2007,58.956
lbr,2008,59.877
lbr,2009,60.642
lbr,2010,61.258
lbr,2011,61.763
lbr,2012,62.224
lbr,2013,62.692
lbr,2014,63.181
lbr,2015,63.688
lbr,2016,64.198
lbr,2017,64.68
lbr,2018,65.114
lbr,2019,65.497
lbr,2020,65.831
lby,1960,43.893
lby,1961,45.52
lby,1962,47.165
lby,1963,48.77
lby,1964,50.293
lby,1965,51.713
lby,1966,53.035
lby,1967,54.295
lby,1968,55.516
lby,1969,56.698
lby,1970,57.837
lby,1971,58.925
lby,1972,59.955
lby,1973,60.921
lby,1974,61.825
lby,1975,62.669
lby,1976,63.458
lby,1977,64.2
lby,1978,64.9
lby,1979,65.562
lby,1980,66.182
lby,1981,66.755
lby,1982,67.277
lby,1983,67.75
lby,1984,68.179
lby,1985,68.573
lby,1986,68.945
lby,1987,69.303
lby,1988,69.655
lby,1989,70.004
lby,1990,70.35
lby,1991,70.686
lby,1992,71.005
lby,1993,71.299
lby,1994,71.569
lby,1995,71.813
lby,1996,72.029
lby,1997,72.223
lby,1998,72.403
lby,1999,72.577
lby,2000,72.762
lby,2001,72.976
lby,2002,73.224
lby,2003,73.505
lby,2004,73.811
lby,2005,74.119
lby,2006,74.4
lby,2007,74.63
lby,2008,74.797
lby,2009,74.901
lby,2010,74.954
lby,2011,74.982
lby,2012,75.012
lby,2013,75.069
lby,2014,75.161
lby,2015,75.29
lby,2016,75.449
lby,2017,75.619
lby,2018,75.788
lby,2019,75.951
lby,2020,76.105
lca,1960,58.631
lca,1961,59.457
lca,1962,60.267
lca,1963,61.055
lca,1964,61.816
lca,1965,62.539
lca,1966,63.212
lca,1967,63.834
lca,1968,64.406
lca,1969,64.935
lca,1970,65.435
lca,1971,65.924
lca,1972,66.417
lca,1973,66.922
lca,1974,67.441
lca,1975,67.966
lca,1976,68.482
lca,1977,68.972
lca,1978,69.422
lca,1979,69.828
lca,1980,70.189
lca,1981,70.51
lca,1982,70.802
lca,1983,71.075
lca,1984,71.335
lca,1985,71.586
lca,1986,71.831
lca,1987,72.069
lca,1988,72.3
lca,1989,72.527
lca,1990,72.748
lca,1991,72.965
lca,1992,73.175
lca,1993,73.379
lca,1994,73.578
lca,1995,73.775
lca,1996,73.971
lca,1997,74.168
lca,1998,74.367
lca,1999,74.567
lca,2000,74.766
lca,2001,74.963
lca,2002,75.153
lca,2003,75.335
lca,2004,75.507
lca,2005,75.667
lca,2006,75.813
lca,2007,75.948
lca,2008,76.074
lca,2009,76.194
lca,2010,76.311
lca,2011,76.431
lca,2012,76.556
lca,2013,76.688
lca,2014,76.829
lca,2015,76.977
lca,2016,77.13
lca,2017,77.283
lca,2018,77.434
lca,2019,77.58
lca,2020,77.722
lie,1994,81.7
lie,1995,79.9
lie,1996,81.6
lie,1997,80.4
lie,1998,82.1
lie,1999,82.9
lie,2000,79.9
lie,2001,82.4
lie,2002,82.3
lie,2003,81.6
lie,2004,85.1
lie,2005,84.1
lie,2006,83.1
lie,2007,83.6
lie,2008,85.5
lie,2009,83.6
lie,2010,84.3
lie,2011,84.2
lie,2012,85.2
lie,2013,83.9
lie,2014,83.2
lie,2015,84.5
lie,2016,84
lie,2017,86
lie,2018,85.5
lie,2019,85.8
lie,2020,83.6
lka,1960,62.241
lka,1961,62.635
lka,1962,63.008
lka,1963,63.378
lka,1964,63.758
lka,1965,64.156
lka,1966,64.572
lka,1967,64.995
lka,1968,65.414
lka,1969,65.827
lka,1970,66.228
lka,1971,66.609
lka,1972,66.968
lka,1973,67.31
lka,1974,67.643
lka,1975,67.988
lka,1976,68.371
lka,1977,68.804
lka,1978,69.29
lka,1979,69.819
lka,1980,70.364
lka,1981,70.892
lka,1982,71.369
lka,1983,71.772
lka,1984,72.095
lka,1985,72.344
lka,1986,72.541
lka,1987,72.715
lka,1988,72.885
lka,1989,73.053
lka,1990,73.192
lka,1991,73.26
lka,1992,73.238
lka,1993,73.135
lka,1994,72.986
lka,1995,72.873
lka,1996,72.901
lka,1997,73.134
lka,1998,73.6
lka,1999,74.284
lka,2000,75.122
lka,2001,76.014
lka,2002,76.846
lka,2003,77.534
lka,2004,78.041
lka,2005,78.365
lka,2006,78.538
lka,2007,78.635
lka,2008,78.719
lka,2009,78.813
lka,2010,78.933
lka,2011,79.079
lka,2012,79.235
lka,2013,79.389
lka,2014,79.54
lka,2015,79.689
lka,2016,79.835
lka,2017,79.979
lka,2018,80.121
lka,2019,80.261
lka,2020,80.399
lso,1960,52.169
lso,1961,52.392
lso,1962,52.59
lso,1963,52.772
lso,1964,52.952
lso,1965,53.141
lso,1966,53.352
lso,1967,53.594
lso,1968,53.874
lso,1969,54.201
lso,1970,54.584
lso,1971,55.026
lso,1972,55.522
lso,1973,56.064
lso,1974,56.645
lso,1975,57.26
lso,1976,57.907
lso,1977,58.574
lso,1978,59.25
lso,1979,59.917
lso,1980,60.568
lso,1981,61.196
lso,1982,61.793
lso,1983,62.345
lso,1984,62.836
lso,1985,63.256
lso,1986,63.602
lso,1987,63.867
lso,1988,64.03
lso,1989,64.066
lso,1990,63.935
lso,1991,63.601
lso,1992,63.046
lso,1993,62.263
lso,1994,61.253
lso,1995,59.994
lso,1996,58.464
lso,1997,56.703
lso,1998,54.787
lso,1999,52.805
lso,2000,50.869
lso,2001,49.091
lso,2002,47.559
lso,2003,46.347
lso,2004,45.512
lso,2005,45.098
lso,2006,45.112
lso,2007,45.486
lso,2008,46.14
lso,2009,47.019
lso,2010,48.074
lso,2011,49.26
lso,2012,50.531
lso,2013,51.829
lso,2014,53.094
lso,2015,54.266
lso,2016,55.299
lso,2017,56.194
lso,2018,56.954
lso,2019,57.58
lso,2020,58.087
ltu,1960,72.9
ltu,1961,73.56
ltu,1962,72.44
ltu,1963,73.8
ltu,1964,74.91
ltu,1965,74.68
ltu,1966,75.08
ltu,1967,75.43
ltu,1968,75.15
ltu,1969,74.98
ltu,1970,75.03
ltu,1971,76.13
ltu,1972,75.45
ltu,1973,75.65
ltu,1974,75.69
ltu,1975,75.6
ltu,1976,75.87
ltu,1977,75.66
ltu,1978,75.45
ltu,1979,75.64
ltu,1980,75.64
ltu,1981,75.68
ltu,1982,76.01
ltu,1983,75.91
ltu,1984,75.57
ltu,1985,75.49
ltu,1986,76.46
ltu,1987,76.36
ltu,1988,76.29
ltu,1989,76.24
ltu,1990,76.17
ltu,1991,75.86
ltu,1992,75.93
ltu,1993,74.98
ltu,1994,74.82
ltu,1995,75.04
ltu,1996,75.86
ltu,1997,76.62
ltu,1998,76.7
ltu,1999,77
ltu,2000,77.5
ltu,2001,77.6
ltu,2002,77.6
ltu,2003,77.9
ltu,2004,77.8
ltu,2005,77.4
ltu,2006,77.1
ltu,2007,77.2
ltu,2008,77.6
ltu,2009,78.6
ltu,2010,78.8
ltu,2011,79.3
ltu,2012,79.6
ltu,2013,79.6
ltu,2014,80.1
ltu,2015,79.7
ltu,2016,80.1
ltu,2017,80.5
ltu,2018,80.7
ltu,2019,81.2
ltu,2020,80
lux,1960,71.685
lux,1961,72.004
lux,1962,72.29
lux,1963,72.538
lux,1964,72.748
lux,1965,72.92
lux,1966,73.057
lux,1967,73.17
lux,1968,73.273
lux,1969,73.376
lux,1970,73.492
lux,1971,73.633
lux,1972,73.804
lux,1973,74.005
lux,1974,74.236
lux,1975,74.491
lux,1976,74.757
lux,1977,75.024
lux,1978,75.283
lux,1979,75.534
lux,1980,75.785
lux,1981,76.046
lux,1982,76.33
lux,1983,76.639
lux,1984,76.971
lux,1985,77.313
lux,1986,77.649
lux,1987,77.963
lux,1988,78.246
lux,1989,78.494
lux,1990,78.71
lux,1991,79.1
lux,1992,79.1
lux,1993,79.4
lux,1994,79.7
lux,1995,80.2
lux,1996,79.9
lux,1997,79.8
lux,1998,80.5
lux,1999,81.1
lux,2000,81.1
lux,2001,81
lux,2002,81.5
lux,2003,80.8
lux,2004,82.4
lux,2005,82.3
lux,2006,81.9
lux,2007,82.2
lux,2008,83.1
lux,2009,83.3
lux,2010,83.5
lux,2011,83.6
lux,2012,83.8
lux,2013,83.9
lux,2014,85.2
lux,2015,84.7
lux,2016,85.4
lux,2017,84.4
lux,2018,84.6
lux,2019,85.2
lux,2020,84.2
lva,1960,73.49
lva,1961,73.92
lva,1962,73.19
lva,1963,73.65
lva,1964,74.89
lva,1965,74.86
lva,1966,74.6
lva,1967,74.22
lva,1968,74.54
lva,1969,74.55
lva,1970,74.23
lva,1971,74.8
lva,1972,74.76
lva,1973,74.5
lva,1974,74.74
lva,1975,74.16
lva,1976,74.39
lva,1977,74.16
lva,1978,74.12
lva,1979,73.72
lva,1980,74.12
lva,1981,74.4
lva,1982,74.65
lva,1983,74.62
lva,1984,74.5
lva,1985,74.06
lva,1986,75.14
lva,1987,75.19
lva,1988,75.22
lva,1989,75.18
lva,1990,74.6
lva,1991,74.6
lva,1992,74.44
lva,1993,73.33
lva,1994,72.62
lva,1995,73.06
lva,1996,74.8
lva,1997,75.05
lva,1998,74.8
lva,1999,75.29
lva,2000,76
lva,2001,76.6
lva,2002,76.8
lva,2003,76.9
lva,2004,77.2
lva,2005,77.4
lva,2006,76.5
lva,2007,76.5
lva,2008,77.9
lva,2009,78.1
lva,2010,78.4
lva,2011,78.8
lva,2012,78.9
lva,2013,78.9
lva,2014,79.4
lva,2015,79.5
lva,2016,79.6
lva,2017,79.7
lva,2018,79.7
lva,2019,80.1
lva,2020,80.1
mac,1960,66.405
mac,1961,66.915
mac,1962,67.411
mac,1963,67.893
mac,1964,68.364
mac,1965,68.831
mac,1966,69.303
mac,1967,69.786
mac,1968,70.284
mac,1969,70.798
mac,1970,71.325
mac,1971,71.862
mac,1972,72.401
mac,1973,72.931
mac,1974,73.447
mac,1975,73.942
mac,1976,74.411
mac,1977,74.852
mac,1978,75.267
mac,1979,75.658
mac,1980,76.027
mac,1981,76.379
mac,1982,76.721
mac,1983,77.059
mac,1984,77.397
mac,1985,77.739
mac,1986,78.088
mac,1987,78.443
mac,1988,78.802
mac,1989,79.164
mac,1990,79.528
mac,1991,79.895
mac,1992,80.26
mac,1993,80.621
mac,1994,80.977
mac,1995,81.324
mac,1996,81.662
mac,1997,81.989
mac,1998,82.307
mac,1999,82.613
mac,2000,82.908
mac,2001,83.193
mac,2002,83.467
mac,2003,83.734
mac,2004,83.995
mac,2005,84.253
mac,2006,84.514
mac,2007,84.778
mac,2008,85.045
mac,2009,85.312
mac,2010,85.574
mac,2011,85.825
mac,2012,86.059
mac,2013,86.271
mac,2014,86.461
mac,2015,86.631
mac,2016,86.781
mac,2017,86.92
mac,2018,87.051
mac,2019,87.179
mac,2020,87.307
maf,1982,76.6
maf,1983,76.2
maf,1984,76.3
maf,1985,76.1
maf,1986,76.9
maf,1987,77
maf,1988,77.6
maf,1989,77.6
maf,1990,77.8
maf,1991,79.1
maf,1992,78.6
maf,1993,78.8
maf,1994,79
maf,1995,79.2
maf,1996,79.3
maf,1997,79.5
maf,1998,79.7
maf,1999,79.9
maf,2000,80.1
maf,2001,80.2
maf,2002,80.4
maf,2003,80.6
maf,2004,80.8
maf,2005,80.9
maf,2006,81.1
maf,2007,81.3
maf,2008,81.5
maf,2009,81.6
maf,2010,81.8
maf,2011,82
maf,2012,82.1
maf,2013,82.3
maf,2014,82.4
maf,2015,82.6
maf,2016,82.8
maf,2017,82.9
maf,2018,83.1
maf,2019,83.2
maf,2020,83.4
mar,1960,49.806
mar,1961,50.077
mar,1962,50.376
mar,1963,50.712
mar,1964,51.087
mar,1965,51.494
mar,1966,51.921
mar,1967,52.352
mar,1968,52.774
mar,1969,53.183
mar,1970,53.575
mar,1971,53.946
mar,1972,54.307
mar,1973,54.673
mar,1974,55.059
mar,1975,55.49
mar,1976,55.994
mar,1977,56.584
mar,1978,57.262
mar,1979,58.021
mar,1980,58.844
mar,1981,59.705
mar,1982,60.573
mar,1983,61.418
mar,1984,62.224
mar,1985,62.984
mar,1986,63.703
mar,1987,64.394
mar,1988,65.064
mar,1989,65.71
mar,1990,66.318
mar,1991,66.872
mar,1992,67.367
mar,1993,67.8
mar,1994,68.181
mar,1995,68.518
mar,1996,68.828
mar,1997,69.131
mar,1998,69.449
mar,1999,69.798
mar,2000,70.198
mar,2001,70.669
mar,2002,71.208
mar,2003,71.801
mar,2004,72.436
mar,2005,73.086
mar,2006,73.719
mar,2007,74.309
mar,2008,74.832
mar,2009,75.282
mar,2010,75.655
mar,2011,75.965
mar,2012,76.233
mar,2013,76.483
mar,2014,76.724
mar,2015,76.963
mar,2016,77.202
mar,2017,77.438
mar,2018,77.668
mar,2019,77.895
mar,2020,78.118
mda,1960,65.791
mda,1961,66.096
mda,1962,66.4
mda,1963,66.705
mda,1964,67.008
mda,1965,67.302
mda,1966,67.574
mda,1967,67.815
mda,1968,68.018
mda,1969,68.179
mda,1970,68.298
mda,1971,68.378
mda,1972,68.428
mda,1973,68.457
mda,1974,68.469
mda,1975,68.462
mda,1976,68.426
mda,1977,68.362
mda,1978,68.283
mda,1979,68.206
mda,1980,68.172
mda,1981,68.225
mda,1982,68.388
mda,1983,68.662
mda,1984,69.035
mda,1985,69.473
mda,1986,69.924
mda,1987,70.335
mda,1988,70.663
mda,1989,70.889
mda,1990,71.003
mda,1991,71.009
mda,1992,70.943
mda,1993,70.844
mda,1994,70.734
mda,1995,70.641
mda,1996,70.594
mda,1997,70.603
mda,1998,70.67
mda,1999,70.797
mda,2000,70.964
mda,2001,71.14
mda,2002,71.301
mda,2003,71.436
mda,2004,71.551
mda,2005,71.681
mda,2006,71.874
mda,2007,72.166
mda,2008,72.569
mda,2009,73.074
mda,2010,73.642
mda,2011,74.22
mda,2012,74.752
mda,2013,75.195
mda,2014,75.531
mda,2015,75.76
mda,2016,75.9
mda,2017,75.993
mda,2018,76.074
mda,2019,76.157
mda,2020,76.253
mdg,1960,40.954
mdg,1961,41.434
mdg,1962,41.912
mdg,1963,42.385
mdg,1964,42.855
mdg,1965,43.324
mdg,1966,43.795
mdg,1967,44.272
mdg,1968,44.755
mdg,1969,45.241
mdg,1970,45.731
mdg,1971,46.219
mdg,1972,46.703
mdg,1973,47.176
mdg,1974,47.636
mdg,1975,48.08
mdg,1976,48.512
mdg,1977,48.932
mdg,1978,49.334
mdg,1979,49.714
mdg,1980,50.049
mdg,1981,50.317
mdg,1982,50.51
mdg,1983,50.637
mdg,1984,50.718
mdg,1985,50.789
mdg,1986,50.892
mdg,1987,51.066
mdg,1988,51.341
mdg,1989,51.731
mdg,1990,52.243
mdg,1991,52.869
mdg,1992,53.577
mdg,1993,54.333
mdg,1994,55.118
mdg,1995,55.914
mdg,1996,56.708
mdg,1997,57.493
mdg,1998,58.262
mdg,1999,59.001
mdg,2000,59.699
mdg,2001,60.348
mdg,2002,60.952
mdg,2003,61.516
mdg,2004,62.043
mdg,2005,62.54
mdg,2006,63.015
mdg,2007,63.478
mdg,2008,63.937
mdg,2009,64.396
mdg,2010,64.857
mdg,2011,65.319
mdg,2012,65.777
mdg,2013,66.226
mdg,2014,66.664
mdg,2015,67.091
mdg,2016,67.506
mdg,2017,67.909
mdg,2018,68.301
mdg,2019,68.682
mdg,2020,69.051
mdv,1960,37.406
mdv,1961,37.947
mdv,1962,38.521
mdv,1963,39.122
mdv,1964,39.745
mdv,1965,40.386
mdv,1966,41.041
mdv,1967,41.709
mdv,1968,42.391
mdv,1969,43.086
mdv,1970,43.795
mdv,1971,44.519
mdv,1972,45.26
mdv,1973,46.022
mdv,1974,46.805
mdv,1975,47.614
mdv,1976,48.454
mdv,1977,49.326
mdv,1978,50.223
mdv,1979,51.139
mdv,1980,52.057
mdv,1981,52.956
mdv,1982,53.827
mdv,1983,54.667
mdv,1984,55.486
mdv,1985,56.307
mdv,1986,57.163
mdv,1987,58.08
mdv,1988,59.07
mdv,1989,60.132
mdv,1990,61.251
mdv,1991,62.401
mdv,1992,63.549
mdv,1993,64.664
mdv,1994,65.733
mdv,1995,66.751
mdv,1996,67.725
mdv,1997,68.669
mdv,1998,69.592
mdv,1999,70.49
mdv,2000,71.356
mdv,2001,72.176
mdv,2002,72.943
mdv,2003,73.65
mdv,2004,74.3
mdv,2005,74.894
mdv,2006,75.442
mdv,2007,75.955
mdv,2008,76.444
mdv,2009,76.916
mdv,2010,77.377
mdv,2011,77.828
mdv,2012,78.268
mdv,2013,78.692
mdv,2014,79.101
mdv,2015,79.49
mdv,2016,79.854
mdv,2017,80.191
mdv,2018,80.499
mdv,2019,80.779
mdv,2020,81.036
mex,1960,59.139
mex,1961,59.75
mex,1962,60.291
mex,1963,60.768
mex,1964,61.194
mex,1965,61.588
mex,1966,61.968
mex,1967,62.355
mex,1968,62.766
mex,1969,63.214
mex,1970,63.713
mex,1971,64.269
mex,1972,64.873
mex,1973,65.512
mex,1974,66.177
mex,1975,66.854
mex,1976,67.53
mex,1977,68.191
mex,1978,68.825
mex,1979,69.422
mex,1980,69.974
mex,1981,70.479
mex,1982,70.943
mex,1983,71.373
mex,1984,71.773
mex,1985,72.148
mex,1986,72.503
mex,1987,72.845
mex,1988,73.178
mex,1989,73.506
mex,1990,73.83
mex,1991,74.148
mex,1992,74.458
mex,1993,74.758
mex,1994,75.052
mex,1995,75.348
mex,1996,75.657
mex,1997,75.982
mex,1998,76.32
mex,1999,76.664
mex,2000,76.999
mex,2001,77.304
mex,2002,77.564
mex,2003,77.768
mex,2004,77.912
mex,2005,77.999
mex,2006,78.035
mex,2007,78.039
mex,2008,78.026
mex,2009,78.004
mex,2010,77.979
mex,2011,77.952
mex,2012,77.922
mex,2013,77.89
mex,2014,77.86
mex,2015,77.837
mex,2016,77.826
mex,2017,77.827
mex,2018,77.844
mex,2019,77.879
mex,2020,77.934
mhl,1987,74.6
mhl,1999,69.4
mhl,2000,67.8
mkd,1960,61.072
mkd,1961,61.737
mkd,1962,62.387
mkd,1963,63.026
mkd,1964,63.66
mkd,1965,64.294
mkd,1966,64.93
mkd,1967,65.563
mkd,1968,66.186
mkd,1969,66.793
mkd,1970,67.373
mkd,1971,67.918
mkd,1972,68.42
mkd,1973,68.872
mkd,1974,69.27
mkd,1975,69.606
mkd,1976,69.874
mkd,1977,70.08
mkd,1978,70.237
mkd,1979,70.362
mkd,1980,70.48
mkd,1981,70.617
mkd,1982,70.792
mkd,1983,71.015
mkd,1984,71.289
mkd,1985,71.605
mkd,1986,71.945
mkd,1987,72.284
mkd,1988,72.603
mkd,1989,72.895
mkd,1990,73.158
mkd,1991,73.398
mkd,1992,73.627
mkd,1993,73.858
mkd,1994,74.1
mkd,1995,74
mkd,1996,74.8
mkd,1997,74.7
mkd,1998,74.5
mkd,1999,75.3
mkd,2000,75.2
mkd,2001,76.1
mkd,2002,75.6
mkd,2003,75.7
mkd,2004,75.8
mkd,2005,75.9
mkd,2006,76.2
mkd,2007,75.9
mkd,2008,76.5
mkd,2009,76.7
mkd,2010,77.2
mkd,2011,77.2
mkd,2012,76.9
mkd,2013,77.5
mkd,2014,77.5
mkd,2015,77.4
mkd,2016,77.5
mkd,2017,77.9
mkd,2018,78.8
mkd,2019,78.6
mkd,2020,77.87
mli,1960,29.026
mli,1961,29.21
mli,1962,29.432
mli,1963,29.704
mli,1964,30.033
mli,1965,30.429
mli,1966,30.896
mli,1967,31.424
mli,1968,32.006
mli,1969,32.633
mli,1970,33.296
mli,1971,33.984
mli,1972,34.688
mli,1973,35.399
mli,1974,36.112
mli,1975,36.829
mli,1976,37.554
mli,1977,38.295
mli,1978,39.05
mli,1979,39.813
mli,1980,40.573
mli,1981,41.316
mli,1982,42.032
mli,1983,42.709
mli,1984,43.343
mli,1985,43.937
mli,1986,44.498
mli,1987,45.036
mli,1988,45.552
mli,1989,46.039
mli,1990,46.473
mli,1991,46.818
mli,1992,47.062
mli,1993,47.212
mli,1994,47.291
mli,1995,47.34
mli,1996,47.413
mli,1997,47.562
mli,1998,47.823
mli,1999,48.216
mli,2000,48.752
mli,2001,49.424
mli,2002,50.192
mli,2003,51.012
mli,2004,51.855
mli,2005,52.683
mli,2006,53.461
mli,2007,54.173
mli,2008,54.812
mli,2009,55.375
mli,2010,55.871
mli,2011,56.326
mli,2012,56.769
mli,2013,57.225
mli,2014,57.7
mli,2015,58.194
mli,2016,58.695
mli,2017,59.185
mli,2018,59.649
mli,2019,60.085
mli,2020,60.492
mlt,1960,71.334
mlt,1961,71.53
mlt,1962,71.696
mlt,1963,71.854
mlt,1964,72.019
mlt,1965,72.204
mlt,1966,72.413
mlt,1967,72.64
mlt,1968,72.877
mlt,1969,73.122
mlt,1970,73.372
mlt,1971,73.621
mlt,1972,73.863
mlt,1973,74.093
mlt,1974,74.308
mlt,1975,74.503
mlt,1976,74.672
mlt,1977,74.818
mlt,1978,74.953
mlt,1979,75.088
mlt,1980,75.247
mlt,1981,75.457
mlt,1982,75.734
mlt,1983,76.082
mlt,1984,76.495
mlt,1985,76.957
mlt,1986,77.443
mlt,1987,77.92
mlt,1988,78.366
mlt,1989,78.765
mlt,1990,79.114
mlt,1991,79.417
mlt,1992,79.69
mlt,1993,79.946
mlt,1994,80.189
mlt,1995,79.8
mlt,1996,79.8
mlt,1997,80.3
mlt,1998,80.2
mlt,1999,79.6
mlt,2000,80.5
mlt,2001,81.2
mlt,2002,81.3
mlt,2003,80.8
mlt,2004,81.2
mlt,2005,81.4
mlt,2006,82
mlt,2007,82.2
mlt,2008,82.3
mlt,2009,82.7
mlt,2010,83.6
mlt,2011,83
mlt,2012,83
mlt,2013,84
mlt,2014,84.3
mlt,2015,84.1
mlt,2016,84.4
mlt,2017,84.6
mlt,2018,84.6
mlt,2019,84.6
mlt,2020,84.6
mmr,1960,45.418
mmr,1961,45.99
mmr,1962,46.584
mmr,1963,47.219
mmr,1964,47.898
mmr,1965,48.611
mmr,1966,49.334
mmr,1967,50.034
mmr,1968,50.687
mmr,1969,51.285
mmr,1970,51.827
mmr,1971,52.318
mmr,1972,52.777
mmr,1973,53.221
mmr,1974,53.655
mmr,1975,54.088
mmr,1976,54.519
mmr,1977,54.949
mmr,1978,55.375
mmr,1979,55.799
mmr,1980,56.225
mmr,1981,56.655
mmr,1982,57.087
mmr,1983,57.519
mmr,1984,57.948
mmr,1985,58.369
mmr,1986,58.775
mmr,1987,59.163
mmr,1988,59.529
mmr,1989,59.873
mmr,1990,60.197
mmr,1991,60.505
mmr,1992,60.802
mmr,1993,61.095
mmr,1994,61.386
mmr,1995,61.677
mmr,1996,61.966
mmr,1997,62.252
mmr,1998,62.535
mmr,1999,62.819
mmr,2000,63.11
mmr,2001,63.411
mmr,2002,63.727
mmr,2003,64.061
mmr,2004,64.414
mmr,2005,64.79
mmr,2006,65.189
mmr,2007,65.609
mmr,2008,66.044
mmr,2009,66.486
mmr,2010,66.931
mmr,2011,67.372
mmr,2012,67.803
mmr,2013,68.217
mmr,2014,68.609
mmr,2015,68.973
mmr,2016,69.303
mmr,2017,69.603
mmr,2018,69.874
mmr,2019,70.119
