geo,time,gc_tax_gsrv_cn
mar,1998,39268000000
mar,1999,39081000000
mar,2002,44013548142.8571
mar,2003,47495017142.8571
mar,2004,50026148571.4286
mar,2005,53256203857.1429
mar,2006,59903294285.7143
mar,2007,76229795714.28569
mar,2008,90118082857.14288
mar,2009,85597648571.4286
mar,2010,97219951428.5714
mar,2011,104288142857.14301
mar,2012,110589840000
mar,2013,111694320000
mar,2014,114609750000
mar,2015,117313100000
mar,2016,118504200000
mar,2017,124316545714.286
mar,2018,130173428571.429
mar,2019,132713930000
mda,1996,723900000
mda,1997,1338700000
mda,1998,1429300000
mda,1999,1487400000
mda,2000,1987800000
mda,2001,1965100000
mda,2002,2378200000
mda,2003,3364200000
mda,2004,4461800000
mda,2005,5882500000
mda,2006,7686000000
mda,2007,9425100000
mda,2008,11393200000
mda,2009,9596100000
mda,2010,11783300000
mda,2011,13614300000
mda,2012,14391800000
mda,2013,16271900000
mda,2014,18122000000
mda,2015,18593900000
mda,2016,19972400000
mda,2017,24023700000
mda,2018,25476600000
mda,2019,27707600000
mdg,1990,21460000000
mdg,1991,16840000000
mdg,1992,31840000000
mdg,1993,29920000000
mdg,1994,42160000000
mdg,1995,62080000000
mdg,2003,211489200000
mdg,2004,272447400000
mdg,2005,297500000000
mdg,2006,302200000000
mdg,2007,448741000000
mdg,2008,524700000000
mdg,2009,347702000000
mdg,2010,1023842000000
mdg,2011,1203526000000
mdg,2012,1307387000000
mdg,2013,1535185000000
mdg,2014,1586763000000
mdg,2015,1806810000000
mdg,2016,2044729074081
mdg,2017,2471133393308.89014
mdg,2018,2755338229515.8999
mdg,2019,3030618626459.97998
mdv,1979,1200000
mdv,1980,3100000
mdv,1981,5400000
mdv,1982,13200000
mdv,1983,15900000
mdv,1984,17400000
mdv,1985,26500000
mdv,1986,27100000
mdv,1987,36300000
mdv,1988,45000000
mdv,1989,82700000
mdv,1990,99800000
mdv,1991,114800000
mdv,1992,139700000
mdv,1993,146900000
mdv,1994,173200000
mdv,1995,201300000
mdv,1996,229800000
mdv,1997,272800000
mdv,1998,279600000
mdv,1999,295600000
mdv,2000,300900000
mdv,2001,320600000
mdv,2002,338600000
mdv,2003,394800000
mdv,2004,450500000
mdv,2005,391200000
mdv,2006,549400000
mdv,2007,607800000
mdv,2008,637500000
mdv,2009,610400000
mex,1972,19000000
mex,1973,25000000
mex,1974,38000000
mex,1975,58000000
mex,1976,66000000
mex,1977,92000000
mex,1978,115000000
mex,1979,158000000
mex,1980,339000000
mex,1981,465000000
mex,1982,863000000
mex,1983,2169000000
mex,1984,3361000000
mex,1985,5229000000
mex,1986,7520000000
mex,1987,20939000000
mex,1988,37474000000
mex,1989,48549000000
mex,1990,63489000000
mex,1991,77149000000
mex,1992,86078000000
mex,1993,90913000000
mex,1994,101672000000
mex,1995,152613000000
mex,1996,218864000000
mex,1997,278741000000
mex,1998,294764000000
mex,1999,366616000000
mex,2000,503622000000
mex,2008,555797252127.72998
mex,2009,530157515477.83002
mex,2010,617065131045.01001
mex,2011,638925054932.33997
mex,2012,681687619235.80005
mex,2013,655324799654.43005
mex,2014,815464161630.19983
mex,2015,1065928519866
mex,2016,1211456545089
mex,2017,1194471764475
mex,2018,1288367473031
mex,2019,1411580787350
mhl,2008,7901248
mhl,2009,8690373
mhl,2010,9252142
mhl,2011,8993741
mhl,2012,10448608
mhl,2013,10514541
mhl,2014,10583229
mhl,2015,11072830
mhl,2016,11901781
mhl,2017,13132099
mhl,2018,14539000
mhl,2019,15189000
mkd,2005,40473346357
mkd,2006,41996406322.5
mkd,2007,50161716531.5
mkd,2008,50449000000
mkd,2009,49706000000
mkd,2010,52619000000
mkd,2011,57737000000
mkd,2012,55065000000
mkd,2013,57944266874.5
mkd,2014,63448862931
mkd,2015,64183287310
mkd,2016,70667163525
mkd,2017,73863099801
mkd,2018,77584669010
mkd,2019,81403708006
mli,2000,139576251000
mli,2001,166711853000
mli,2002,187949246000
mli,2003,196201252000
mli,2004,233016520689
mli,2005,244672084877
mli,2006,274628700000
mli,2007,252200000000
mli,2008,227896000000
mli,2009,265713000000
mli,2010,281610000000
mli,2011,315110000000
mli,2012,312085000000
mli,2013,353185000000
mli,2014,385800000000
mli,2015,565700000000
mli,2016,761600000000
mli,2017,824400000000
mli,2018,610973000000
mli,2019,778206160998
mlt,1972,11320754.71698
mlt,1973,11530398.32285
mlt,1974,12951316.09597
mlt,1975,14022827.85931
mlt,1976,15583508.03634
mlt,1977,15816445.37619
mlt,1978,14605171.20894
mlt,1980,19659911.48381
mlt,1981,25203820.17237
mlt,1982,24901001.63056
mlt,1983,27230375.02912
mlt,1984,26927556.4873
mlt,1985,27020731.42325
mlt,1986,29932448.17144
mlt,1987,30002329.3734
mlt,1988,35290006.98812
mlt,1989,39855578.84929
mlt,1990,108736647.81518
mlt,1991,137114525.46356
mlt,1992,148617603.97494
mlt,1993,154206363.81774
mlt,1994,251548452.73013
mlt,1995,793498718.84463
mlt,1996,786708595.38784
mlt,1997,880342417.88959
mlt,1998,860645236.4314
mlt,1999,994428138.83065
mlt,2000,1093233170.2772
mlt,2001,1186508269.27556
mlt,2002,1241206615.42045
mlt,2003,1317705567.20242
mlt,2004,1528621010.94806
mlt,2005,1745599813.65013
mlt,2006,1839189378.0573
mlt,2007,1947230375.02912
mlt,2008,866164000
mlt,2009,852830000
mlt,2010,939948000
mlt,2011,961626000
mlt,2012,980266000
mlt,2013,1028663000
mlt,2014,1153767000
mlt,2015,1231408000
mlt,2016,1312070000
mlt,2017,1455786000
mlt,2018,1629795000
mlt,2019,1675906000
mmr,1973,496000000
mmr,1974,697000000
mmr,1975,796000000
mmr,1976,1837000000
mmr,1977,2283000000
mmr,1978,2255000000
mmr,1979,2524000000
mmr,1980,2611000000
mmr,1981,2844000000
mmr,1982,2937000000
mmr,1983,3111000000
mmr,1984,3135000000
mmr,1985,3043000000
mmr,1986,2884000000
mmr,1987,2867000000
mmr,1988,1784000000
mmr,1989,2989000000
mmr,1990,4418000000
mmr,1991,5646000000
mmr,1992,6463000000
mmr,1993,8257000000
mmr,1994,9135000000
mmr,1995,10168000000
mmr,1996,14112000000
mmr,1997,25400000000
mmr,1998,30748000000
mmr,1999,33750000000
mmr,2000,44101000000
mmr,2001,45506000000
mmr,2002,61680000000
mmr,2003,74107000000
mmr,2004,136626000000
mmr,2005,251821000000
mmr,2012,1134017046000
mmr,2013,1582240350000
mmr,2014,1774683041000
mmr,2015,2104400073000
mmr,2016,3276110289000
mmr,2017,2941891475000
mmr,2018,1693860373000
mmr,2019,4055624695000
mng,1992,2682000000
mng,1993,11319000000
mng,1994,14246000000
mng,1996,27003000000
mng,1997,45959000000
mng,1998,57091000000
mng,1999,80667000000
mng,2000,109223000000
mng,2001,145335000000
mng,2002,136596266466.774
mng,2003,204202429540
mng,2006,508835960000
mng,2007,391741462941.66998
mng,2008,514524603200
mng,2009,573413331770
mng,2010,856329000000
mng,2011,1440047477400
mng,2012,1646412822275.45996
mng,2013,1958790000000
mng,2014,1881183594994.22949
mng,2015,1708048724623.6001
mng,2016,1850158901157.07007
mng,2017,2229541761000
mng,2018,3049251834708.93018
moz,2010,31741052687.3
moz,2011,38880259482.386
moz,2012,42664783867.26
moz,2013,50752956180
moz,2014,55892486000
moz,2015,54392562000
moz,2016,65735587000
moz,2017,65431242614.0018
moz,2018,75681537000
moz,2019,84784811000
mus,1973,92800000
mus,1974,115800000
mus,1975,144900000
mus,1976,161800000
mus,1977,209100000
mus,1978,263000000
mus,1979,320400000
mus,1980,373800000
mus,1981,428400000
mus,1982,477100000
mus,1983,601000000
mus,1984,743000000
mus,1985,824300000
mus,1986,923200000
mus,1987,1135600000
mus,1988,1498600000
mus,1989,1957800000
mus,1990,2315900000
mus,1991,2874200000
mus,1992,3371200000
mus,1993,3745800000
mus,1994,4321300000
mus,1995,4423900000
mus,1996,4762900000
mus,1997,6120600000
mus,1998,7295000000
mus,1999,9501000000
mus,2000,10772000000
mus,2001,10783900000
mus,2002,12204600000
mus,2003,15401900000
mus,2004,17129100000
mus,2005,19249800000
mus,2006,20824100000
mus,2007,24313800000
mus,2008,30607000000
mus,2009,34969800000
mus,2010,38591810000
mus,2011,42730500000
mus,2012,47686600000
mus,2013,49514700000
mus,2014,51461800000
mus,2015,26020800000
mus,2016,55822167000
mus,2017,59539061050
mus,2018,65273935914
mus,2019,68367800000
mwi,2009,61143379288
mwi,2010,78134147083
mwi,2011,93005676378
mwi,2012,94519932423
mwi,2013,119101242017.423
mwi,2014,184625768151.84
mwi,2015,202407190241.22
mwi,2016,258360853438.91296
mwi,2017,338219763336.03302
mwi,2018,380984017405.24707
mwi,2019,436980386429.58307
mwi,2020,477954782007.49902
mys,1996,15966000000
mys,1997,17607000000
mys,1998,12716000000
mys,1999,14525400000
mys,2000,15448600000
mys,2001,17918541000
mys,2002,18038000000
mys,2003,16800000000
mys,2004,17873000000
mys,2005,21580000000
mys,2006,20018173000
mys,2007,21025605519.51
mys,2008,25345478640.78
mys,2009,24862608270.74
mys,2010,26730174994.6
mys,2011,28536000000
mys,2012,30456000000
mys,2013,30974900000
mys,2014,32899790000
mys,2015,49899000000
mys,2016,61537900000
mys,2017,63160828298.55
mys,2018,45328260506.8
mys,2019,48197280092.91
nam,1990,479500000
nam,1991,576000000
nam,1992,800500000
nam,2000,1978381000
nam,2001,2130722000
nam,2002,2161373000
nam,2003,1989979746
nam,2004,2131896000
nam,2005,3425374740
nam,2006,3368347796
nam,2007,4220044000
nam,2008,4523842000
nam,2009,5426688000
nam,2010,5515034000
nam,2011,8281278224.2
nam,2012,6860589368.21
nam,2013,9973002331.12
nam,2014,10795471961.89
nam,2015,12443824585.44
nam,2016,12786624584.46
nam,2017,12833730756.27
nam,2018,13605484558.7
nam,2019,13181490269.33
ner,1976,6355000000
ner,1977,7221000000
ner,1978,10486000000
ner,1979,12679000000
ner,1980,16212000000
nic,1990,18180000
nic,1991,726940000
nic,1992,1013630000
nic,1993,1107240000
nic,1994,1326470000
nic,1995,2219520000
nic,1996,2602760000
nic,1997,3175820000
nic,1998,3735600000
nic,1999,4585400000
nic,2000,5080270000
nic,2001,4987000000
nic,2002,5472911000
nic,2003,6333085000
nic,2004,7376807400
nic,2005,8826000000
nic,2006,10491000000
nic,2007,12124144000
nic,2008,13523621000
nic,2009,13315818000
nic,2010,15893829000
nic,2011,18945849000
nic,2012,22035407993
nic,2013,23989750000
nic,2014,27139390000
nic,2015,30486470000
nic,2016,33771590000
nic,2017,37315203950.95
nic,2018,32746169068.35
nic,2019,37611700000
nld,1973,8118128065.85258
nld,1974,8667202127.32165
nld,1975,9851568491.31691
nld,1976,11589546718.9422
nld,1977,13599793076.2214
nld,1978,14852226472.6303
nld,1979,15682644268.0752
nld,1980,16758103380.2089
nld,1981,16758103380.2088
nld,1982,17107514146.5982
nld,1983,18192048863.0536
nld,1984,19421793248.658
nld,1985,20465487745.66529
nld,1986,21767836965.84389
nld,1987,23378756732.964
nld,1988,24168334308.9608
nld,1989,24327157384.5923
nld,1990,25851858910.6552
nld,1991,27226812965.40829
nld,1992,28488321966.139
nld,1993,29336890970.2275
nld,1994,30716382827.14149
nld,1995,32146000000
nld,1996,34536000000
nld,1997,36953000000
nld,1998,39767000000
nld,1999,44332000000
nld,2000,46857000000
nld,2001,51927000000
nld,2002,53492000000
nld,2003,54883000000
nld,2004,57138000000
nld,2005,59940000000
nld,2006,64428000000
nld,2007,66422000000
nld,2008,68419000000
nld,2009,64144000000
nld,2010,65206000000
nld,2011,64490000000
nld,2012,63309000000
nld,2013,64835000000
nld,2014,67345000000
nld,2015,68675000000
nld,2016,73861000000
nld,2017,77043000000
nld,2018,81891000000
nld,2019,88878000000
nor,1972,17294000000
nor,1973,18891000000
nor,1974,20794000000
nor,1975,24365000000
nor,1976,29324000000
nor,1977,34218000000
nor,1978,36803000000
nor,1979,39179000000
nor,1980,46248000000
nor,1981,53540000000
nor,1982,58315000000
nor,1983,65779000000
nor,1984,72645000000
nor,1985,87001000000
nor,1986,96760000000
nor,1987,105419000000
nor,1988,102159000000
nor,1989,101418000000
nor,1990,105245000000
nor,1991,109463000000
nor,1992,117887000000
nor,1993,123879000000
nor,1994,134683000000
nor,1995,142855000000
nor,1996,154961000000
nor,1997,167468000000
nor,1998,175438000000
nor,1999,185572000000
nor,2000,197076000000
nor,2001,202501000000
nor,2002,204518000000
nor,2003,206261000000
nor,2004,222260000000
nor,2005,238836000000
nor,2006,263621000000
nor,2007,286644000000
nor,2008,284414000000
nor,2009,284051000000
nor,2010,304918000000
nor,2011,316569000000
nor,2012,330053000000
nor,2013,344277000000
nor,2014,357341000000
nor,2015,368671000000
nor,2016,385576000000
nor,2017,403185000000
nor,2018,420409000000
nor,2019,427865000000
npl,1990,3487200000
npl,1991,4278000000
npl,1992,5580000000
npl,1993,6486000000
npl,1994,8147000000
npl,1995,9856000000
npl,1996,10947000000
npl,1997,11938000000
npl,1998,12477000000
npl,1999,12994000000
npl,2000,14795000000
npl,2001,17191000000
npl,2002,17765000000
npl,2003,20218600000
npl,2004,23103700000
npl,2005,27937000000
npl,2006,31149795000
npl,2007,38687300000
npl,2008,45015200000
npl,2009,62995100000
npl,2010,89681363000
npl,2011,100233614000
npl,2012,114120000000
npl,2013,134607000000
npl,2014,164365406000
npl,2015,189421600000
npl,2016,218709797236.64001
npl,2017,278568992000
npl,2018,367371440000
npl,2019,424352159000
nru,2014,2919341.4
nru,2015,1801457.84
nru,2016,3281865.17
nru,2017,3628323
nru,2018,3253916.38
nzl,1972,443000000
nzl,1973,504000000
nzl,1974,541000000
nzl,1975,705000000
nzl,1976,802000000
nzl,1977,924000000
nzl,1978,1091000000
nzl,1979,1267000000
nzl,1980,1454000000
nzl,1981,1861000000
nzl,1982,2205000000
nzl,1983,2462000000
nzl,1984,2808000000
nzl,1985,2979000000
nzl,1986,4014000000
nzl,1987,6605000000
nzl,1988,7098000000
nzl,2001,12364000000
nzl,2002,13202702000
nzl,2003,14422946000
nzl,2004,15537824000
nzl,2005,16065691000
nzl,2006,16835000000
nzl,2007,17048000000
nzl,2008,16475626800
nzl,2009,16980250000
nzl,2010,17589920000
nzl,2011,19880040000
nzl,2012,21076930000
nzl,2013,21938570000
nzl,2014,22942330000
nzl,2015,24340590000
nzl,2016,25733240000
nzl,2017,27305140000
nzl,2018,28902270000
nzl,2019,30560260000
pan,2014,2472892438.45
pan,2015,2624094823.941
pan,2016,2828773006.13
pan,2017,2925092117.15
pan,2018,2926576348.01
per,1972,17
per,1973,17
per,1974,24
per,1975,32
per,1976,47
per,1977,66
per,1978,122
per,1979,228
per,1980,379
per,1981,629
per,1982,1170
per,1983,1933
per,1984,4518
per,1985,15479
per,1986,21236
per,1987,34670
per,1988,205000
per,1989,4085000
per,1990,340210000
per,1991,1972580000
per,1992,3461490000
per,1993,5153380000
per,1994,8226770000
per,1995,9575450000
per,1996,10662850000
per,1997,12417300000
per,1998,12837500000
per,1999,12628750000
per,2000,13040080000
per,2001,12903220000
per,2002,14217520000
per,2003,15883140000
per,2004,17669430000
per,2005,18782700000
per,2006,21325601158.577
per,2007,24159418025.2981
per,2008,27813485932.6924
per,2009,27293916518.5359
per,2010,33202038285.1546
per,2011,35830337709.1491
per,2012,38499037118.42049
per,2013,42169423286.1412
per,2014,44936719214.5397
per,2015,45646818706.8283
per,2016,42406148794.7531
per,2017,43924527852.60249
per,2018,51142380926.5532
per,2019,53893946741.341
phl,1990,54294000000
phl,1991,55451000000
phl,1992,62746000000
phl,1993,70750000000
phl,1994,82731000000
phl,1995,86936000000
phl,1996,109951000000
phl,1997,133388000000
phl,1998,128716000000
phl,1999,138957000000
phl,2000,143098000000
phl,2001,149445000000
phl,2002,150675000000
phl,2003,161580000000
phl,2004,172870000000
phl,2005,189320000000
phl,2006,244629000000
phl,2007,249823000000
phl,2008,251128000000
phl,2009,280711000000
phl,2010,294290000000
phl,2011,308186000000
phl,2012,365030000000
phl,2013,440820000000
phl,2014,482301000000
phl,2015,527451000000
phl,2016,571660000000
phl,2017,666439000000
phl,2018,773158000000
phl,2019,860410420000
plw,2008,15377615
plw,2009,13890442
plw,2010,15291782
plw,2011,18941113
plw,2012,20802433
plw,2013,23183873
plw,2014,25766138
plw,2015,30957313
plw,2016,30739120
plw,2017,28798747
plw,2018,31322892
plw,2019,27447000
png,1990,108630000
png,1991,98690000
png,1992,109670000
png,1993,113210000
png,1994,118068000
png,1995,122510000
png,1996,125500000
png,1997,161800000
png,1998,188970000
png,1999,216159000
png,2000,255095000
png,2001,342463000
png,2002,342796000
png,2014,2883600000
png,2015,2680129274.16
png,2016,2584074229
png,2017,3255053551.864
png,2018,3537299257.33
png,2019,3936557251.96
pol,1984,117220000
pol,1985,128870000
pol,1986,159280000
pol,1987,195660000
pol,1988,333520000
pol,1994,24381000000
pol,1995,37549000000
pol,1996,48993000000
pol,1997,57558000000
pol,1998,65610000000
pol,1999,76878000000
pol,2000,80307000000
pol,2001,83638000000
pol,2002,91917000000
pol,2003,96719000000
pol,2004,107776000000
pol,2005,120207000000
pol,2006,132971000000
pol,2007,151273000000
pol,2008,165313000000
pol,2009,156867000000
pol,2010,176978000000
pol,2011,193469000000
pol,2012,187942000000
pol,2013,188188000000
pol,2014,196383000000
pol,2015,207129000000
pol,2016,223045000000
pol,2017,246271000000
pol,2018,269186000000
pol,2019,285675000000
prt,1973,83299248.81037
prt,1974,108737941.56084
prt,1975,134176634.31131
prt,1976,189543200.88587
prt,1977,269350864.41676
prt,1978,332199399.44733
prt,1979,416995041.9489
prt,1980,649434861.98262
prt,1981,775131932.04377
prt,1982,994104208.85666
prt,1983,1340269949.42189
prt,1984,1607126824.3533
prt,1985,1894933210.96158
prt,1986,3215251244.50075
prt,1987,3289646950.84846
prt,1988,4021627876.81687
prt,1989,4696680998.79291
prt,1990,5350106243.95208
prt,1991,6405063796.25103
prt,1992,7964306022.48581
prt,1993,7867040432.55754
prt,1994,9238235851.59765
prt,1995,10015970000
prt,1996,10897775000
prt,1997,11534950000
prt,1998,13005083000
prt,1999,14062508000
prt,2000,14490000000
prt,2001,15384938000
prt,2002,16733225000
prt,2003,17044310000
prt,2004,17666334000
prt,2005,19439155000
prt,2006,20701876000
prt,2007,21117822000
prt,2008,20848506000
prt,2009,18166664000
prt,2010,20011216000
prt,2011,20559433000
prt,2012,19807959000
prt,2013,19666158000
prt,2014,20595257000
prt,2015,21907177000
prt,2016,23015354000
prt,2017,24334061000
prt,2018,25734395000
prt,2019,26645700000
pry,2005,3443200000000
pry,2006,3953600000000
pry,2007,4860338398280
pry,2008,5947970377368
pry,2009,5988047624417
pry,2010,7741911834522
pry,2011,8853765507335
pry,2012,9282952748348
pry,2013,10118300000000
pry,2014,11917609830077
pry,2015,12502896575420
pry,2016,13157579241796
pry,2017,14211349432427
pry,2018,15114847793573
pry,2019,14812580464900
rou,1972,0
rou,1973,0
rou,1974,0
rou,1975,0
rou,1976,0
rou,1977,0
rou,1978,0
rou,1979,0
rou,1980,0
rou,1981,0
rou,1982,0
rou,1983,0
rou,1984,0
rou,1985,0
rou,1986,0
rou,1987,0
rou,1988,0
rou,1989,0
rou,1990,9640000
rou,1991,18248000
rou,1992,41852000
rou,1993,162265000
rou,1994,342416000
rou,1995,563300000
rou,1996,781400000
rou,1997,1889300000
rou,1998,3462000000
rou,1999,5632000000
rou,2000,8359200000
rou,2001,11751900000
rou,2002,15867900000
rou,2003,21658600000
rou,2004,25808500000
rou,2005,33447600000
rou,2006,39185700000
rou,2007,48167600000
rou,2008,57398700000
rou,2009,50954700000
rou,2010,58992400000
rou,2011,69162100000
rou,2012,74512600000
rou,2013,77289800000
rou,2014,79802700000
rou,2015,89644400000
rou,2016,81681400000
rou,2017,83635200000
rou,2018,94382400000
rou,2019,106693900000
rus,1999,347642000000
rus,2000,558229000000
rus,2001,850727000000
rus,2002,972623000000
rus,2003,1138992537200
rus,2004,1188274574800
rus,2005,1585018600000
rus,2006,1629100000000
rus,2007,2497300000000
rus,2008,2310500000000
rus,2009,2288900000000
rus,2010,2611900000000
rus,2011,3496400000000
rus,2012,3974700000000
rus,2013,4128700000000
rus,2014,4660595716643.03027
rus,2015,4970250729745.67969
rus,2016,5577550000000
rus,2017,6279635000000
rus,2018,7432583000000
rus,2019,8015417000000
rwa,1990,7851000000
rwa,1991,9316000000
rwa,1992,9973000000
rwa,2014,382887628262.20001
rwa,2015,418015309982.79999
rwa,2016,516768976659.70496
rwa,2017,530026661674.61102
rwa,2018,614770905420.724
rwa,2019,670497149986.28296
sau,2010,21866000000
sau,2011,24178000000
sau,2012,27521000000
sau,2013,33669000000
sau,2014,30861000000
sau,2015,31506000000
sau,2016,24929000000.77
sau,2017,37818667531.69
sau,2018,209840000000
sau,2019,153414964028.66
sdn,1998,657440000
sdn,1999,760500000
sdn,2009,4959200000
sdn,2010,5178500000
sdn,2011,4533800000
sdn,2012,9391100000
sdn,2013,15518400000
sdn,2014,24170900000
sdn,2015,29608100000
sdn,2016,34597600000
sen,2015,914399379478
sen,2016,1012011213950
sen,2017,1030445508007
sen,2018,1080676829656.69995
sgp,1972,309000000
sgp,1973,374000000
sgp,1974,417000000
sgp,1975,457000000
sgp,1976,491000000
sgp,1977,598000000
sgp,1978,664000000
sgp,1979,823000000
sgp,1980,1005000000
sgp,1981,1078000000
sgp,1982,1287000000
sgp,1983,1464000000
sgp,1984,1599000000
sgp,1985,1484000000
sgp,1986,1445000000
sgp,1987,1873000000
sgp,1988,2699000000
sgp,1989,3078000000
sgp,1990,2859000000
sgp,1991,3225000000
sgp,1992,3569000000
sgp,1993,4277000000
sgp,1994,5900000000
sgp,1995,6450000000
sgp,1996,6446000000
sgp,1997,6696000000
sgp,1998,5746000000
sgp,1999,6595000000
sgp,2000,7675000000
sgp,2001,7213000000
sgp,2002,6502000000
sgp,2003,8179000000
sgp,2004,8630000000
sgp,2005,9050000000
sgp,2006,9386000000
sgp,2007,12208000000
sgp,2008,12158000000
sgp,2009,12622000000
sgp,2010,14376000000
sgp,2011,15112800000
sgp,2012,15287400000
sgp,2013,15735500000
sgp,2014,16948600000
sgp,2015,17656900000
sgp,2016,18638783829.62
sgp,2017,18933100000
sgp,2018,19499402587.28
sgp,2019,19466041446.12
slb,2011,542538528.36
slb,2012,549098692.8
slb,2013,582774407.78
slb,2014,642117704.5
slb,2015,585369210.71
slb,2016,560421485.73
slb,2017,978054499.63
slb,2018,689323383.25
slb,2019,657471702.77
slb,2020,605390996.79
slv,1998,635560000
slv,1999,632810000
slv,2000,744210000
slv,2001,859500000
slv,2002,904300000
slv,2003,1000500000
slv,2004,1037500000
slv,2005,1221900000
slv,2006,1490800000
slv,2007,1678800000
slv,2008,1802200000
slv,2009,1440300000
slv,2010,1660800000
slv,2011,1692850000
slv,2012,2092300000
slv,2013,2179600000
slv,2014,2209716310.68
slv,2015,2326532624.37
slv,2016,2318593592.48
slv,2017,2476691920.98
slv,2018,2656300000
slv,2019,2717600000
smr,1995,138200000000
smr,2002,110149715
smr,2003,110100307
smr,2004,115387353.84
smr,2005,130082077.11
smr,2006,133116275.74
smr,2007,145883614.98
smr,2008,167042047.13
smr,2009,145265605.7
smr,2010,131270718
smr,2011,115097904.22
smr,2012,125421944
smr,2013,125152189.5
smr,2014,119797825.93
smr,2015,120408159.77
smr,2016,119222087.17
smr,2017,114591229
smr,2018,118192362
smr,2019,115905128
som,2017,46284660.03903
som,2018,69960137.78724
som,2019,24959917.29
srb,2007,390013300000
srb,2008,440403134000
srb,2009,461614100000
srb,2010,508117683000
srb,2011,544542091800
srb,2012,575663000000
srb,2013,610376892490.80005
srb,2014,653263863368.68994
srb,2015,699861988698.19995
srb,2016,761499647221.28992
srb,2017,805620403543.00098
srb,2018,839845064563.07983
srb,2019,911958965046.42004
svk,1995,2477052000
svk,1996,2623460000
svk,1997,2679934000
svk,1998,2965937000
svk,1999,3036185000
svk,2000,3465738000
svk,2001,3687291000
svk,2002,4086763000
svk,2003,4757022000
svk,2004,5509753000
svk,2005,6112157000
svk,2006,6080425000
svk,2007,6733456000
svk,2008,6891092000
svk,2009,6423028000
svk,2010,6715914000
svk,2011,7621417000
svk,2012,7422639000
svk,2013,7964098000
svk,2014,8358403000
svk,2015,8966673000
svk,2016,9026492000
svk,2017,9760718000
svk,2018,10272424000
svk,2019,10961794000
svn,1992,463612084.79386
svn,1993,697713236.52145
svn,1994,990235353.02954
svn,1995,1238644000
svn,1996,1439393000
svn,1997,1622689000
svn,1998,1962078000
svn,1999,2319769000
svn,2000,2420492000
svn,2001,2675895000
svn,2002,3048438000
svn,2003,3307567000
svn,2004,3586807000
svn,2005,3799225000
svn,2006,4032956000
svn,2007,4463801000
svn,2008,4907575000
svn,2009,4795008000
svn,2010,4979912000
svn,2011,5046662000
svn,2012,5100669000
svn,2013,5326759000
svn,2014,5495256000
svn,2015,5627572000
svn,2016,5783681000
svn,2017,5997992000
svn,2018,6292226000
svn,2019,6468014000
swe,1972,22820000000
swe,1973,24680000000
swe,1974,26380000000
swe,1975,28500000000
swe,1976,34320000000
swe,1977,39270000000
swe,1978,45150000000
swe,1979,50280000000
swe,1980,55360000000
swe,1981,64420000000
swe,1982,70200000000
swe,1983,80540000000
swe,1984,87940000000
swe,1985,105260000000
swe,1986,116070000000
swe,1987,128990000000
swe,1988,143140000000
swe,1989,155690000000
swe,1990,183750000000
swe,1991,201180000000
swe,1992,195070000000
swe,1993,185860000000
swe,1994,204450000000
swe,1995,247905000000
swe,1996,249140000000
swe,1997,258513000000
swe,1998,272834000000
swe,1999,284943000000
swe,2000,294079000000
swe,2001,307298000000
swe,2002,323195000000
swe,2003,337515000000
swe,2004,349338000000
swe,2005,369186000000
swe,2006,388914000000
swe,2007,411303000000
swe,2008,431013000000
swe,2009,436445000000
swe,2010,465728000000
swe,2011,470065000000
swe,2012,469772000000
swe,2013,477457000000
swe,2014,492584000000
swe,2015,526861000000
swe,2016,564591000000
swe,2017,583975000000
swe,2018,610372000000
swe,2019,627445000000
syc,1993,76300000
syc,1994,66400000
syc,1995,48400000
syc,1996,85000000
syc,1997,95500000
syc,1998,93800000
syc,1999,90400000
syc,2000,72800000
syc,2005,751574033
syc,2006,820616000
syc,2007,926409473
syc,2008,1146520391
syc,2009,1659241967.14
syc,2010,1510269160.02
syc,2011,1482495674.26
syc,2012,1759383929.93
syc,2013,2422660497
syc,2014,2888691928.18
syc,2015,2788228186.1
syc,2016,3448477672.99
syc,2017,3929269096.14
syc,2018,4225830478
tgo,2004,72164523729
tgo,2005,78962434343
tgo,2006,90227583350
tgo,2007,102236324753
tgo,2008,107512303932
tgo,2009,109000262894
tgo,2010,128842932202
tgo,2011,155700000000
tgo,2012,169106914927.267
tgo,2013,177783000000
tgo,2014,221827666245
tgo,2015,258736147827
tgo,2016,261715146267
tgo,2017,287362616982.22198
tgo,2018,283438924337.66693
tgo,2019,305398868924.79999
tha,1972,9975000000
tha,1973,11977000000
tha,1974,17197000000
tha,1975,17182000000
tha,1976,19918000000
tha,1977,24849000000
tha,1978,29088000000
tha,1979,35646000000
tha,1980,44821000000
tha,1981,53147000000
tha,1982,57588000000
tha,1983,73361000000
tha,1984,72729000000
tha,1985,76105000000
tha,1986,85332000000
tha,1987,100862000000
tha,1988,121667000000
tha,1989,151337000000
tha,1990,178227000000
tha,1991,217241000000
tha,1992,215739000000
tha,1993,235742000000
tha,1994,272132000000
tha,1995,317916000000
tha,1996,365074000000
tha,1997,372281000000
tha,1998,362420000000
tha,1999,332634000000
tha,2000,331701000000
tha,2001,348726000000
tha,2002,396357892541.14001
tha,2003,464248573879.77002
tha,2004,511216604013.58002
tha,2005,601349580176.97998
tha,2006,629545380000
tha,2007,659707630000
tha,2008,674100000000
tha,2009,645395460000
tha,2010,826755970000
