geo,time,gc_tax_gsrv_cn
fin,1985,8051828791.41838
fin,1986,8676310562.36997
fin,1987,9478062407.81199
fin,1988,11116212811.5472
fin,1989,13025145776.8852
fin,1990,13281968740.592
fin,1991,12704243213.1967
fin,1992,12158641579.7556
fin,1993,12046123856.9528
fin,1994,12478703203.8119
fin,1995,13206000000
fin,1996,13813000000
fin,1997,15878000000
fin,1998,16975000000
fin,1999,17808000000
fin,2000,18494000000
fin,2001,18804000000
fin,2002,19801000000
fin,2003,20893000000
fin,2004,21514000000
fin,2005,22329000000
fin,2006,23307000000
fin,2007,24129000000
fin,2008,24585000000
fin,2009,23912000000
fin,2010,24791000000
fin,2011,27789000000
fin,2012,28773000000
fin,2013,30025000000
fin,2014,30285000000
fin,2015,30441000000
fin,2016,31994000000
fin,2017,32547000000
fin,2018,34032000000
fin,2019,34614000000
fji,1990,77570000
fji,1991,82000000
fji,1992,142130000
fji,1993,204130000
fji,1994,219140000
fji,1995,222600000
fji,1996,238250000
fji,2004,498170000
fji,2005,511060000
fji,2006,579764321
fji,2010,599153506.58
fji,2011,767351020.93
fji,2012,787873937.51
fji,2013,961276024.16
fji,2014,1065005280.25
fji,2015,1182971489.04
fji,2016,1151357921.33
fji,2017,1311754082.85
fji,2018,1431325788.12
fji,2019,1397222226.77
fra,1972,19757392633.9684
fra,1973,21539521645.4737
fra,1974,24833944907.9742
fra,1975,27151169969.9827
fra,1976,32547865180.1871
fra,1977,34148579861.1799
fra,1978,39712968990.3454
fra,1979,47503113771.1771
fra,1980,53966952102.0433
fra,1981,59912463774.3023
fra,1982,69943609108.5239
fra,1983,76712345473.8649
fra,1984,82291979504.75409
fra,1985,89868695661.45341
fra,1986,94716574409.6031
fra,1987,100811638567.772
fra,1988,106838558015.235
fra,1989,111627896340.76601
fra,1990,115741580621.89999
fra,1991,115752709400.159
fra,1992,118147988358.993
fra,1993,119077927364.142
fra,1994,128194378594.938
fra,1995,136604000000
fra,1996,145319000000
fra,1997,149933000000
fra,1998,155169000000
fra,1999,161382000000
fra,2000,163450000000
fra,2001,165495000000
fra,2002,170737000000
fra,2003,173772000000
fra,2004,178071000000
fra,2005,182603000000
fra,2006,189087000000
fra,2007,191534000000
fra,2008,189998000000
fra,2009,182689000000
fra,2010,189329000000
fra,2011,195945000000
fra,2012,200466000000
fra,2013,205806000000
fra,2014,210648000000
fra,2015,216894000000
fra,2016,221278000000
fra,2017,232445000000
fra,2018,239454000000
fra,2019,247443000000
fsm,2008,3533189
fsm,2009,4002041
fsm,2010,4301990
fsm,2011,4657683
fsm,2012,4984897
fsm,2013,4852794
fsm,2014,4450264
fsm,2015,4322007
fsm,2016,4394421
fsm,2017,4731783
fsm,2018,5702006
fsm,2019,5423762
gab,2012,194850000000
gab,2013,291471000000
gab,2014,298931000000
gab,2015,181697000000
gab,2016,229170510960
gab,2017,227687144420.5
gab,2018,160393022541
gab,2019,203738833384
gbr,1972,5991000000
gbr,1973,6322000000
gbr,1974,7551000000
gbr,1975,9234000000
gbr,1976,10968000000
gbr,1977,12640000000
gbr,1978,14103000000
gbr,1979,16858000000
gbr,1980,23291000000
gbr,1981,25738000000
gbr,1982,30700000000
gbr,1983,33478000000
gbr,1984,37027000000
gbr,1985,41617000000
gbr,1986,44893000000
gbr,1987,45617000000
gbr,1988,52078000000
gbr,1989,54664000000
gbr,1990,57422000000
gbr,1991,63984000000
gbr,1992,68545000000
gbr,1993,70581000000
gbr,1994,78331000000
gbr,1995,89027000000
gbr,1996,95671000000
gbr,1997,102298000000
gbr,1998,109395000000
gbr,1999,118549000000
gbr,2000,124257000000
gbr,2001,126177000000
gbr,2002,131928000000
gbr,2003,139511000000
gbr,2004,147497000000
gbr,2005,150621000000
gbr,2006,159070000000
gbr,2007,168094000000
gbr,2008,165155000000
gbr,2009,153681000000
gbr,2010,175641000000
gbr,2011,193599000000
gbr,2012,198680000000
gbr,2013,208224000000
gbr,2014,218960000000
gbr,2015,225918000000
gbr,2016,236171000000
gbr,2017,245060000000
gbr,2018,253468000000
gbr,2019,260641000000
geo,1995,61300000
geo,1996,156100000
geo,1997,284200000
geo,1998,268000000
geo,1999,386800000
geo,2000,407400000
geo,2001,477265000
geo,2002,561900000
geo,2003,586500000
geo,2004,889600000
geo,2005,1294200000
geo,2006,1679200000
geo,2007,2402300000
geo,2008,2587500000
geo,2009,2494900000
geo,2010,2763900000
geo,2011,3399500000
geo,2012,3699900000
geo,2013,3570100000
geo,2014,4108700000
geo,2015,4376200000
geo,2016,4356100000
geo,2017,5573500000
geo,2018,5892600000
geo,2019,6745700000
geo,2020,6152400000
gha,1990,7171900
gha,1991,13785700
gha,1992,12879700
gha,1993,22286800
gha,2001,140928800
gha,2002,215883900
gha,2003,549683073
gha,2004,871089714
gha,2005,1053166888
gha,2006,1195599344
gha,2007,1548573031
gha,2008,1863799358
gha,2009,1996424536
gha,2010,2436751418
gha,2011,3548884820
gha,2012,4212037894.37868
gha,2013,4832951822.68909
gha,2016,12231318887.9872
gha,2017,13344835470
gha,2018,15030377750
gha,2019,17151664589.75
gin,1990,45025000000
gin,1991,75228000000
gin,1992,97142000000
gmb,1990,181480000
gnb,2017,33721498281
gnb,2019,30212009841
gnq,2006,28847000000
gnq,2007,30267000000
gnq,2008,30251000000
gnq,2009,44000000000
gnq,2010,45608000000
gnq,2011,54279488191
gnq,2012,95679658509
gnq,2013,56629709183
gnq,2014,63157939488
gnq,2015,97488000810
gnq,2016,79513208976
gnq,2017,75245419477
gnq,2018,93660497268
gnq,2019,96991502485.5
grc,1972,112516507.70359
grc,1973,136023477.62289
grc,1974,147556859.86794
grc,1975,191371973.58767
grc,1976,261834189.28833
grc,1977,315363169.47909
grc,1978,387087307.41012
grc,1979,461716801.17388
grc,1980,513308877.47615
grc,1981,609009537.7843
grc,1982,872516507.70359
grc,1983,1146705796.03815
grc,1984,1491327953.04476
grc,1985,1803022743.94717
grc,1986,2486280264.12326
grc,1987,3010975788.70139
grc,1988,3439266324.28467
grc,1989,3732237710.93177
grc,1990,5091709464.41673
grc,1995,10975000000
grc,1996,12415000000
grc,1997,13944000000
grc,1998,14790000000
grc,1999,16621000000
grc,2000,17694000000
grc,2001,18618000000
grc,2002,20409000000
grc,2003,20976000000
grc,2004,21784000000
grc,2005,22855000000
grc,2006,25754000000
grc,2007,28264000000
grc,2008,29322000000
grc,2009,27326000000
grc,2010,28233000000
grc,2011,27616000000
grc,2012,26243000000
grc,2013,25524000000
grc,2014,25391000000
grc,2015,25535000000
grc,2016,27165000000
grc,2017,27451000000
grc,2018,28258000000
grc,2019,28784000000
gtm,1990,1141920000
gtm,1991,1464550000
gtm,1992,2119680000
gtm,1993,2512830000
gtm,1994,2779200000
gtm,1995,3308040000
gtm,1996,4429500000
gtm,1997,5365230000
gtm,1998,7311630000
gtm,1999,8885700000
gtm,2000,9376130000
gtm,2001,9679220000
gtm,2002,11435170000
gtm,2003,12146070000
gtm,2004,13535950000
gtm,2005,12800230000
gtm,2006,16398300000
gtm,2007,19623400000
gtm,2008,20610200000
gtm,2009,19155423245.68
gtm,2010,21265737667.74
gtm,2011,24109314473.66
gtm,2012,25901050815.38
gtm,2013,27540796114
gtm,2014,27924854511.8
gtm,2015,29151744782.73
gtm,2016,30012045251.84
gtm,2017,32242729416.5
gtm,2018,34108299980.79
gtm,2019,36749348633.3
hnd,1972,70600000
hnd,1973,79000000
hnd,1974,81000000
hnd,1975,85600000
hnd,1976,105100000
hnd,1977,129500000
hnd,1978,135000000
hnd,1979,163100000
hnd,1980,182900000
hnd,1981,197200000
hnd,2003,13357700000
hnd,2004,15262800000
hnd,2005,17008400000
hnd,2006,19687700000
hnd,2007,23384475000
hnd,2008,25911400000
hnd,2009,24299850000
hnd,2010,26686150000
hnd,2011,29929640000
hnd,2012,32825970000
hnd,2013,34470971446
hnd,2014,43895244377.98
hnd,2015,50989917399.945
hrv,1991,35700000
hrv,1992,348030000
hrv,1993,6143330000
hrv,1994,16006260000
hrv,1995,18370396000
hrv,1996,19667390000
hrv,1997,21398322000
hrv,1998,27023310000
hrv,1999,26883152000
hrv,2000,30465837000
hrv,2001,32630110000
hrv,2002,37676668000
hrv,2003,40946134000
hrv,2004,42995950000
hrv,2005,45961106000
hrv,2006,50082971000
hrv,2007,53338339000
hrv,2008,57191738000
hrv,2009,52098956000
hrv,2010,53662160000
hrv,2011,52912718000
hrv,2012,55670667000
hrv,2013,57945211000
hrv,2014,58579161000
hrv,2015,61973952000
hrv,2016,64733258000
hrv,2017,68401995000
hrv,2018,72975879000
hrv,2019,77369599000
hun,1981,159700000000
hun,1982,179300000000
hun,1983,187600000000
hun,1984,174400000000
hun,1985,171400000000
hun,1986,179700000000
hun,1987,205300000000
hun,1988,317600000000
hun,1989,299200000000
hun,1990,346500000000
hun,1991,313700000000
hun,1992,380800000000
hun,1993,467600000000
hun,1994,554600000000
hun,1995,709170000000
hun,1996,851827000000
hun,1997,1060478000000
hun,1998,1318474000000
hun,1999,1523111000000
hun,2000,1814330000000
hun,2001,1940379000000
hun,2002,2129841000000
hun,2003,2456599000000
hun,2004,2878030000000
hun,2005,2969404000000
hun,2006,3072181000000
hun,2007,3407992000000
hun,2008,3536270000000
hun,2009,3625297000000
hun,2010,4025486000000
hun,2011,4165808000000
hun,2012,4586919000000
hun,2013,4766934000000
hun,2014,5145100000000
hun,2015,5515904000000
hun,2016,5474777000000
hun,2017,5847636000000
hun,2018,6523046000000
hun,2019,7054704000000
idn,1972,145000000000
idn,1973,209000000000
idn,1974,231000000000
idn,1975,294000000000
idn,1976,416000000000
idn,1977,481000000000
idn,1978,600000000000
idn,1979,656000000000
idn,1980,899000000000
idn,1981,1079000000000
idn,1982,1328000000000
idn,1983,1603000000000
idn,1984,1751000000000
idn,1985,3271000000000
idn,1986,4966000000000
idn,1987,4495000000000
idn,1988,5895000000000
idn,1989,7314000000000
idn,1990,9380000000000
idn,1991,11149000000000
idn,1992,13095000000000
idn,1993,14842000000000
idn,1994,23636000000000
idn,1995,27183000000000
idn,1996,27342000000000
idn,1997,32119400000000
idn,1998,39305000000000
idn,1999,55952300000000
idn,2001,79781000000000
idn,2002,95128800000000
idn,2003,112300273021133
idn,2004,135167200000000
idn,2008,266472000000000
idn,2009,256251000000000
idn,2010,304797000000000
idn,2011,354809000000000
idn,2012,432612000000000
idn,2013,493166000000000
idn,2014,527655429222292
idn,2015,568928959372087
idn,2016,556820527274172.9375
idn,2017,634995332475415
idn,2018,697512871633752
idn,2019,704537914447775
ind,1974,33420000000
ind,1975,39960000000
ind,1976,44140000000
ind,1977,46570000000
ind,1978,55850000000
ind,1979,62300000000
ind,1980,67710000000
ind,1981,77420000000
ind,1982,84390000000
ind,1983,106130000000
ind,1984,116310000000
ind,1985,135230000000
ind,1986,151270000000
ind,1987,172090000000
ind,1988,198340000000
ind,1989,235630000000
ind,1990,259040000000
ind,1991,297510000000
ind,1992,327290000000
ind,1993,322830000000
ind,1994,385370000000
ind,1995,419050000000
ind,1996,470140000000
ind,1997,507460000000
ind,1998,565270000000
ind,1999,653730000000
ind,2000,726790000000
ind,2001,775930000000
ind,2002,883260000000
ind,2003,1006270000000
ind,2004,1151640000000
ind,2005,1387530000000
ind,2006,1621410000000
ind,2007,1768090000000
ind,2008,1855250000000
ind,2009,1736160000000
ind,2010,2187440000000
ind,2011,2516400000000
ind,2012,3265750000000
ind,2013,3870900000000
ind,2014,3684626200000
ind,2015,5106480000000
ind,2016,6517900000000
ind,2017,8136460000000
ind,2018,10197450000000
irl,1972,292039758.03871
irl,1973,360605614.27389
irl,1974,384730637.76404
irl,1975,469803089.0188
irl,1976,643757205.76359
irl,1977,765652061.2928
irl,1978,1005632558.11591
irl,1979,1109751080.54711
irl,1980,1354810529.68393
irl,1981,1645580549.64422
irl,1982,2143317876.38846
irl,1983,2637245988.89741
irl,1984,2916588366.15183
irl,1985,3014358198.19087
irl,1986,3816832663.75812
irl,1987,3918411710.03245
irl,1988,4437734584.10999
irl,1989,4833892864.57989
irl,1990,4855478411.91319
irl,1991,4873254745.0112
irl,1992,5197037955.01064
irl,1993,5255445906.61839
irl,1994,6054111157.95034
irl,1995,6886984000
irl,1996,7652192000
irl,1997,8539758000
irl,1998,9727321000
irl,1999,11042869000
irl,2000,13626870000
irl,2001,13937170000
irl,2002,15450335000
irl,2003,16747254000
irl,2004,18749527000
irl,2005,21430111000
irl,2006,24176944000
irl,2007,24769644000
irl,2008,21463800000
irl,2009,17314576000
irl,2010,16962954000
irl,2011,16621732000
irl,2012,17011464000
irl,2013,18091820000
irl,2014,20042862000
irl,2015,21249984000
irl,2016,22187994000
irl,2017,23299918000
irl,2018,24155530000
irl,2019,25679921000
irn,1972,21100000000
irn,1973,25100000000
irn,1974,33100000000
irn,1975,44700000000
irn,1976,51100000000
irn,1977,63700000000
irn,1978,69500000000
irn,1979,50200000000
irn,1980,57600000000
irn,1981,73700000000
irn,1982,122100000000
irn,1983,148400000000
irn,1984,180700000000
irn,1985,259500000000
irn,1986,249500000000
irn,1987,267100000000
irn,1988,251800000000
irn,1989,243600000000
irn,1990,358300000000
irn,1991,538000000000
irn,1992,694000000000
irn,1993,606000000000
irn,1994,1133000000000
irn,1995,2708000000000
irn,1996,3691000000000
irn,1997,6463000000000
irn,1998,7459000000000
irn,1999,17997527000000
irn,2000,10192062000000
irn,2001,9027225000000
irn,2002,10480100000000
irn,2003,13200451662875.5
irn,2004,13453399510543.59961
irn,2005,18981504565268.69531
irn,2006,19521456242801.19922
irn,2007,24369826424046.60156
irn,2008,23640531401088.30078
irn,2009,36640900000000
irq,2014,264431000000
irq,2015,329429315556.34998
irq,2016,798292474482.09985
irq,2017,295654489607.01202
irq,2018,311993172634.70801
irq,2019,374431257275
isl,1972,69200000
isl,1973,95400000
isl,1974,173800000
isl,1975,280900000
isl,1976,382800000
isl,1977,528600000
isl,1978,795900000
isl,1979,1180800000
isl,1980,1986700000
isl,1981,3265500000
isl,1982,5259900000
isl,1983,8396400000
isl,1984,11599100000
isl,1985,16039500000
isl,1986,21163300000
isl,1987,28743800000
isl,1988,38547900000
isl,1989,45897700000
isl,1990,50409700000
isl,1991,53545600000
isl,1992,55083100000
isl,1993,58980200000
isl,1994,65424400000
isl,1995,67508000000
isl,1996,74255800000
isl,1997,78787500000
isl,1998,95357400000
isl,1999,107810600000
isl,2000,110561000000
isl,2001,107397262000
isl,2002,115451773580
isl,2003,125534126091
isl,2004,147628670464
isl,2005,173826680831
isl,2006,193447754217
isl,2007,205506232508
isl,2008,192842624113.39001
isl,2009,175552237342
isl,2010,185358312942.34
isl,2011,197005002049
isl,2012,213576295760
isl,2013,222835698133
isl,2014,235893672257.79999
isl,2015,259334214746.57001
isl,2016,287405296898.72998
isl,2017,322961437613
isl,2018,337326062839.974
isl,2019,337640971442
isr,1972,200000
isr,1973,300000
isr,1974,500000
isr,1975,700000
isr,1976,1300000
isr,1977,2000000
isr,1978,3500000
isr,1979,6600000
isr,1980,14300000
isr,1981,32800000
isr,1982,99600000
isr,1983,248900000
isr,1984,1232600000
isr,1985,4502400000
isr,1986,6823000000
isr,1987,8409400000
isr,1988,9568200000
isr,1989,10799400000
isr,1990,13954900000
isr,1991,14727000000
isr,1992,23752000000
isr,1993,26422000000
isr,1994,31117000000
isr,1995,35915000000
isr,1996,41523000000
isr,1997,45970000000
isr,1998,49164000000
isr,1999,54153000000
isr,2000,60881001000
isr,2001,61056140000
isr,2002,66865300000
isr,2003,67362584112.9744
isr,2004,70743865956.3737
isr,2005,74668001982.24071
isr,2006,78546500000
isr,2007,85303129249.6613
isr,2008,88496967857.14291
isr,2009,91675500000
isr,2010,103068983747.162
isr,2011,109652130000
isr,2012,112496896000
isr,2013,123325671000
isr,2014,132833813000
isr,2015,137548788000
isr,2016,143263632000
isr,2017,142754493250
isr,2018,148653842750
isr,2019,153044919000
ita,1973,4269549184.77279
ita,1974,5548812923.81744
ita,1975,5721309528.11333
ita,1976,7387915941.4751
ita,1977,9159363105.35204
ita,1978,10000671393.9688
ita,1979,12553517846.1682
ita,1980,16833912625.8218
ita,1981,19294829749.9832
ita,1982,23491558511.98429
ita,1983,29793882051.5733
ita,1984,34006620977.4464
ita,1985,36347203644.1199
ita,1986,41509190350.51929
ita,1987,44757704245.7922
ita,1988,62492834160.5252
ita,1989,70572285889.8811
ita,1990,78830431706.32201
ita,1991,92633258791.38748
ita,1992,96170472093.25139
ita,1993,93193614526.8996
ita,1994,99111694133.5661
ita,1995,90225000000
ita,1996,90631000000
ita,1997,98781000000
ita,1998,107783000000
ita,1999,114046000000
ita,2000,113727000000
ita,2001,113826000000
ita,2002,117741000000
ita,2003,116775000000
ita,2004,122741000000
ita,2005,127098000000
ita,2006,136104000000
ita,2007,139407000000
ita,2008,135424000000
ita,2009,130994000000
ita,2010,142841000000
ita,2011,148537000000
ita,2012,153534000000
ita,2013,152599000000
ita,2014,158345000000
ita,2015,159878000000
ita,2016,166473000000
ita,2017,170349000000
ita,2018,173186000000
ita,2019,176906000000
jam,1988,1738792001.4
jam,1989,2102430001.4
jam,1990,2399395196.4
jam,1991,4080067001.4
jam,1992,7266047001.4
jam,1993,12098944970.712
jam,1994,15703191631.38
jam,1995,21813173312.32
jam,1996,23044093943.13
jam,1997,24463683028.35
jam,1998,28442709577.98
jam,1999,33106373744.2
jam,2000,36569399991.39
jam,2001,39089942291
jam,2002,44826778315
jam,2003,57006371500
jam,2004,65017303900
jam,2005,70226143000
jam,2006,82792997500
jam,2007,92286990983
jam,2008,101087478547.78
jam,2009,110993518706
jam,2010,133807329032.83
jam,2011,138818477926.82999
jam,2012,155244446718.51001
jam,2013,174308539291
jam,2014,189900857222
jam,2015,215611006421.64001
jam,2016,243468684914.72
jam,2017,276424721418.66998
jam,2018,300651900924.67102
jam,2019,168753862268.01999
jor,1990,165970000
jor,1991,179430000
jor,1992,253790000
jor,1993,276770000
jor,1994,331980000
jor,1995,416970000
jor,1996,473780000
jor,1997,464220000
jor,1998,484660000
jor,1999,506310000
jor,2000,586350000
jor,2001,628540000
jor,2002,624060000
jor,2003,753100000
jor,2004,1019595000
jor,2005,1337900000
jor,2006,1607440000
jor,2007,1871800000
jor,2008,1801000000
jor,2009,1698300000
jor,2010,2075700000
jor,2011,2107700000
jor,2012,2377500000
jor,2013,2645600000
jor,2014,2943500000
jor,2015,2779900000
jor,2016,2883900000
jor,2017,2993400000
jor,2018,3184600000
jor,2019,3302400000
jpn,1991,14146000000000
jpn,1992,14282000000000
jpn,1993,14908000000000
kaz,1997,67970000000
kaz,1998,85906000000
kaz,1999,108676000000
kaz,2000,141025788000
kaz,2001,196015453000
kaz,2002,208453864000
kaz,2003,286037711000
kaz,2004,381743919000
kaz,2010,724177558361.59985
kaz,2011,916918440712.59998
kaz,2012,968627194012.19995
kaz,2013,1391305530681.30005
kaz,2014,1276759141759.19995
kaz,2015,1042288836834.22998
kaz,2016,1669014633777.5
kaz,2017,1771764933838.30005
kaz,2018,2190576063250.5
kaz,2019,2860457927478.3999
ken,2014,357994224855.65002
ken,2015,399928519496
ken,2017,528005512466.85999
ken,2018,553591210000
ken,2019,706557862915.59998
kgz,2014,42634400000
kgz,2015,47045000000
kgz,2016,51364300000
kgz,2017,56654400000
kgz,2018,65224200000
kgz,2019,62965100000
khm,2002,703506430000
khm,2003,689434530556
khm,2004,941779628481
khm,2005,1156725464334
khm,2006,1368782937887
khm,2007,1889158000000
khm,2008,2583454485900
khm,2009,2317084365325
khm,2010,2742246684797
khm,2011,3093235600520
khm,2012,3680680500000
khm,2013,4174470300000
khm,2014,5426488868518
khm,2015,6238464008082
khm,2016,7097514489320
khm,2017,8410736795545
khm,2018,10550116900000
khm,2019,13749754900000
kir,2011,74621.82
kir,2012,477328.78
kir,2013,1345169.79
kir,2014,14768639.36
kir,2015,30796711.95
kir,2016,38782657.46
kir,2017,30786387.88
kir,2018,34311982.52
kir,2019,42881026.87
kna,1990,6360000
kna,1991,10230000
kna,1992,13970000
kna,1993,18520000
kna,1994,19850000
kna,2000,31000000
kna,2001,38200000
kna,2002,55767000
kna,2003,59874000
kna,2004,69955000
kna,2005,70545804
kna,2006,98132049
kna,2007,185307072
kna,2008,81993389.48
kna,2009,67823290
kna,2010,82940000
kna,2011,208070000
kna,2012,203200000
kna,2013,215830000
kna,2014,238060000
kna,2015,216970000
kna,2016,207580000
kna,2017,203310000
kor,1972,241500000000
kor,1973,307400000000
kor,1974,483700000000
kor,1975,755000000000
kor,1976,1040000000000
kor,1977,1309700000000
kor,1978,1751600000000
kor,1979,2356500000000
kor,1980,3096000000000
kor,1981,3819000000000
kor,1982,4400000000000
kor,1983,5226000000000
kor,1984,5636000000000
kor,1985,5940000000000
kor,1986,6727000000000
kor,1987,7321000000000
kor,1988,8661000000000
kor,1989,8667000000000
kor,1990,11104000000000
kor,1991,12085000000000
kor,1992,15000000000000
kor,1993,17369000000000
kor,1994,20649000000000
kor,1995,23496000000000
kor,1996,27768000000000
kor,1997,30912000000000
kor,1998,27401076000000
kor,1999,34961081000000
kor,2000,40756006000000
kor,2001,45615491000000
kor,2002,50083118000000
kor,2003,52512747000000
kor,2004,53101860000000
kor,2005,55771200000000
kor,2006,57521900000000
kor,2007,63303331000000
kor,2008,65847080000000
kor,2009,67030321000000
kor,2010,74702494000000
kor,2011,75798085000000
kor,2012,86543100000000
kor,2013,85012000000000
kor,2014,86772281564906
kor,2015,88352814003310
kor,2016,99360141855856
kor,2017,105370123497602
kor,2018,111336653688500
kor,2019,108042347972102
kwt,1972,121000000
kwt,1973,133000000
kwt,1974,300000000
kwt,1977,37000000
kwt,1978,21000000
kwt,1979,23000000
kwt,1980,22000000
kwt,1981,38000000
kwt,1982,36000000
kwt,1983,25000000
kwt,1984,46000000
kwt,1985,29000000
kwt,1986,20000000
kwt,1987,2000000
kwt,1988,2000000
kwt,1989,3000000
kwt,1990,1000000
kwt,1991,0
kwt,1992,1000000
kwt,1993,1000000
kwt,1994,1000000
kwt,1995,1000000
kwt,1996,0
kwt,1997,1000000
kwt,1998,1000000
lbn,2000,1066400000000
lbn,2001,1213400000000
lbn,2002,2355800000000
lbn,2003,2858000000000
lbn,2004,3155600000000
lbn,2005,2731796000000
lbn,2006,2517483000000
lbn,2007,2921104000000
lbn,2008,3821810000000
lbn,2009,5183256000000
lbn,2010,5361420000000
lbn,2011,5059490000000
lbn,2012,5101540000000
lbn,2013,4947900000000
lbn,2014,4929251000000
lbn,2015,4871797000000
lbn,2016,5014649000000
lbn,2017,5397724001000
lbn,2018,5697866722000
lbn,2019,4879338684000
lca,2000,58115201
lca,2001,54459253
lca,2002,68479000
lca,2003,60689000
lca,2004,93333352
lca,2005,89512533
lca,2006,105587571
lca,2007,119720038
lca,2008,132240899
lca,2009,107433040
lca,2010,125134355
lca,2011,125730602
lca,2012,182577373
lca,2013,362868888
lca,2014,383211134
lca,2015,413110000
lca,2016,424610000
lca,2017,389730000
lka,1990,31388000000
lka,1991,35140000000
lka,1992,40149000000
lka,1993,49490000000
lka,1994,57156000000
lka,1995,71847000000
lka,1996,78709000000
lka,1997,87830000000
lka,1998,91706000000
lka,1999,102391000000
lka,2000,122802000000
lka,2001,136632000000
lka,2002,149852000000
lka,2003,152533000000
lka,2004,191525000000
lka,2005,227935000000
lka,2006,259183000000
lka,2007,286157000000
lka,2008,306409000000
lka,2009,272383000000
lka,2010,355365997563.72998
lka,2011,407664000000
lka,2012,492300000000
lka,2013,506906000000
lka,2014,539023290522.95001
lka,2015,724281558603.34998
lka,2016,840563919917
lka,2017,1023695825724.10999
lka,2018,1059089820293.95996
lka,2019,971822175183.95996
lso,1982,12993000
lso,1983,16979000
lso,1984,18220000
lso,1985,24700000
lso,1986,58179000
lso,1987,66831000
lso,1988,89430000
lso,1989,119480000
lso,1991,261331084.3
lso,1992,330846001.1
lso,1993,416769840.2
lso,1994,442992985.6
lso,1995,503438879.7
lso,1996,489975414.4
lso,1997,641755600.2
lso,1998,584476345
lso,1999,619988763
lso,2000,645976039.6
lso,2001,784850264
lso,2002,866606716.23212
lso,2003,1032800000
lso,2004,1323400000
lso,2005,1442000000
lso,2006,1972029413.65
lso,2007,2206824100.98175
lso,2008,2567875752.24123
lso,2009,2645026128.62608
lso,2010,2190722437.02236
lso,2011,2415718629.97852
lso,2012,3608670570.32512
lso,2013,3702922709.35356
lso,2014,4453846018.48492
lso,2015,4602758723.5829
lso,2016,4024727703.64576
lso,2017,4728776792.65085
lso,2018,4962283589.85
lso,2019,5320718716.18
ltu,1991,15234012.97498
ltu,1993,234910797.03429
ltu,1994,372016913.80908
ltu,1995,822373000
ltu,1996,982452000
ltu,1997,1416489000
ltu,1998,1630834000
ltu,1999,1591669000
ltu,2000,1536916000
ltu,2001,1606532000
ltu,2002,1750330000
ltu,2003,1805303000
ltu,2004,1914714000
ltu,2005,2254733000
ltu,2006,2613567000
ltu,2007,3258939000
ltu,2008,3653316000
ltu,2009,2971033000
ltu,2010,3168769000
ltu,2011,3476148000
ltu,2012,3560845000
ltu,2013,3720753000
ltu,2014,3946891000
ltu,2015,4198911000
ltu,2016,4386275000
ltu,2017,4769195000
ltu,2018,5093725000
ltu,2019,5477493000
lux,1972,131086095.90009
lux,1973,155974605.78732
lux,1974,166857131.52487
lux,1975,205726836.20931
lux,1976,225533528.83869
lux,1977,237928205.07735
lux,1978,260238622.30695
lux,1979,276773120.40932
lux,1980,339192709.94722
lux,1981,379053988.73076
lux,1982,437110652.23265
lux,1983,543605710.47524
lux,1984,612792793.23945
lux,1985,591201267.2317
lux,1986,692416193.39661
lux,1987,745291882.23074
lux,1988,815594485.85643
lux,1989,891945691.48659
lux,1990,913314113.32204
lux,1991,1039888547.07126
lux,1992,1244574230.47653
lux,1993,1390558727.21549
lux,1994,1483295694.83315
lux,1995,1736088000
lux,1996,1814923000
lux,1997,2037564000
lux,1998,2229902000
lux,1999,2592011000
lux,2000,3013302000
lux,2001,2995432000
lux,2002,3048656000
lux,2003,3198909000
lux,2004,3642168000
lux,2005,3984760000
lux,2006,4207938000
lux,2007,4792805000
lux,2008,4690732000
lux,2009,4583539000
lux,2010,4926460000
lux,2011,5276202000
lux,2012,5642318000
lux,2013,5952556000
lux,2014,6496769000
lux,2015,5657064000
lux,2016,5978919000
lux,2017,6367165000
lux,2018,6867755000
lux,2019,7159426000
lva,1994,290080876.03372
lva,1995,651908640.24678
lva,1996,719772511.25492
lva,1997,891826170.59664
lva,1998,1073202486.04163
lva,1999,1074574134.46708
lva,2000,1077556473.78216
lva,2001,1134203846.30708
lva,2002,1205728766.48397
lva,2003,1450055776.57498
lva,2004,1690432894.51967
lva,2005,2240202104.71198
lva,2006,2908756922.27136
lva,2007,3640387647.19609
lva,2008,3539020836.53479
lva,2009,2803841469.31435
lva,2010,2913866454.94334
lva,2011,3363283362.07534
lva,2012,3752731913.87642
lva,2013,4029588619.30211
lva,2014,4280886278.39341
lva,2015,4515315792.16965
lva,2016,4847468141.90016
lva,2017,5125983915.85705
lva,2018,5700023050.52333
lva,2019,5871773638.16939
mac,1996,6239150000
mac,1997,7937950000
mac,1998,6323560000
mac,1999,5926079381
mac,2000,6774610709.8
mac,2001,7574407988
mac,2002,8862957844
mac,2003,12007558614.68
mac,2004,16656978101.2
mac,2005,18816000000
mac,2006,23129000000
mac,2007,33944223371.95
mac,2008,47426599424.14
mac,2009,47118162501.77
mac,2010,73736275256.80998
mac,2011,106070924494.12
mac,2012,121652398108.56
mac,2013,143803000000
mac,2014,146201249944.04999
mac,2015,95564099326.62
mac,2016,90771052126.33
mac,2017,107685915022.28
mac,2018,121460480301
mac,2019,121134964425.82001
mar,1990,22416000000
mar,1991,26020000000
mar,1992,29629000000
mar,1993,31007000000
mar,1994,32760000000
mar,1995,32592000000
mar,1997,37445000000
