geo,time,se_prm_enrr_ma
chn,2007,101.26806
chn,2008,101.47706
chn,2009,100.78334
chn,2010,99.77054
chn,2011,99.75012
chn,2012,100.30844
chn,2013,99.67513
chn,2014,95.7645
chn,2015,96.20934
chn,2016,97.7319
chn,2017,98.97126
chn,2018,99.69995
chn,2019,101.37602
chn,2020,102.70896
civ,1970,75.39797
civ,1971,78.24848
civ,1972,78.0799
civ,1973,79.62816
civ,1974,81.49577
civ,1975,82.53568
civ,1976,82.54262
civ,1977,85.73171
civ,1978,89.15447
civ,1979,92.61318
civ,1980,93.94977
civ,1981,95.16265
civ,1982,94.90491
civ,1983,93.66827
civ,1984,90.38117
civ,1985,87.29802
civ,1986,85.61509
civ,1987,83.93902
civ,1988,83.8773
civ,1989,84.16641
civ,1990,83.77132
civ,1991,82.1479
civ,1992,80.92563
civ,1993,79.25447
civ,1994,81.29506
civ,1995,81.47316
civ,1996,81.94062
civ,1997,82.71263
civ,1998,82.85029
civ,1999,85.56315
civ,2000,84.62121
civ,2001,86.42548
civ,2002,88.14467
civ,2003,80.18025
civ,2006,76.70076
civ,2007,77.17288
civ,2008,81.43754
civ,2009,79.54705
civ,2011,87.20011
civ,2012,89.86147
civ,2013,90.41009
civ,2014,92.96558
civ,2015,96.41695
civ,2016,101.12265
civ,2017,102.89192
civ,2018,103.59597
civ,2019,103.37421
civ,2020,103.35979
cmr,1971,105.85885
cmr,1972,101.48344
cmr,1973,101.26522
cmr,1974,101.8357
cmr,1975,103.92825
cmr,1976,104.62194
cmr,1977,102.57803
cmr,1978,103.57184
cmr,1979,103.56311
cmr,1980,103.69773
cmr,1981,106.23404
cmr,1982,107.06274
cmr,1983,109.79582
cmr,1984,107.72156
cmr,1985,108.78138
cmr,1986,109.44716
cmr,1987,110.63224
cmr,1988,110.9668
cmr,1989,106.99757
cmr,1990,106.33853
cmr,1991,103.36089
cmr,1992,94.09882
cmr,1994,87.8119
cmr,1995,85.46163
cmr,1996,80.28999
cmr,1997,83.54014
cmr,1998,87.65211
cmr,1999,90.76608
cmr,2000,91.85812
cmr,2001,107.83459
cmr,2002,108.27761
cmr,2003,108.87035
cmr,2004,113.51301
cmr,2005,112.50318
cmr,2006,111.24842
cmr,2007,112.04283
cmr,2008,112.17407
cmr,2009,113.84942
cmr,2010,115.96878
cmr,2011,114.65969
cmr,2012,118.97182
cmr,2014,119.76658
cmr,2015,122.39117
cmr,2016,122.15646
cmr,2017,116.04576
cmr,2018,108.7065
cmr,2019,111.19513
cod,1971,122.05384
cod,1972,119.73012
cod,1973,119.01002
cod,1974,115.90751
cod,1975,114.89943
cod,1976,115.10228
cod,1977,113.49034
cod,1978,113.86774
cod,1979,113.35593
cod,1980,113.23901
cod,1981,113.64719
cod,1982,113.84813
cod,1983,113.77686
cod,1984,113.79275
cod,1985,114.37725
cod,1986,114.93762
cod,1987,92.23773
cod,1988,96.23583
cod,1990,72.29566
cod,1991,91.06382
cod,1992,88.06107
cod,1993,88.04623
cod,1994,87.23604
cod,1995,95.47352
cod,1998,75.32543
cod,1999,55.92812
cod,2002,74.8276
cod,2007,102.42578
cod,2008,110.16221
cod,2009,108.12256
cod,2010,106.89064
cod,2011,108.1287
cod,2012,112.05447
cod,2013,111.75673
cod,2014,115.38722
cod,2015,108.37228
cod,2018,122.18517
cog,1971,124.37427
cog,1972,128.57599
cog,1973,130.09348
cog,1974,132.37033
cog,1975,132.00003
cog,1976,131.44472
cog,1977,130.43883
cog,1978,129.86884
cog,1979,129.62476
cog,1980,133.46542
cog,1981,131.02502
cog,1982,131.71024
cog,1983,131.74734
cog,1984,134.23447
cog,1985,133.89481
cog,1986,135.14172
cog,1987,140.89178
cog,1988,131.99239
cog,1989,131.57733
cog,1990,128.32622
cog,1991,127.98277
cog,1992,123.8035
cog,1993,126.63079
cog,1994,122.69587
cog,1995,128.55197
cog,1996,115.61863
cog,1997,116.05998
cog,1998,97.25148
cog,1999,59.44793
cog,2000,89.80346
cog,2001,104.19652
cog,2002,106.50749
cog,2003,100.96588
cog,2004,112.77071
cog,2005,112.419
cog,2006,114.11864
cog,2007,109.85402
cog,2008,107.39769
cog,2009,111.11132
cog,2010,112.18834
cog,2011,112.34425
cog,2012,102.82062
cog,2018,94.99913
col,1970,100.8986
col,1971,103.15273
col,1972,103.50891
col,1973,106.10777
col,1974,106.2333
col,1975,109.31661
col,1976,112.99126
col,1977,116.44874
col,1978,120.11222
col,1979,123.18487
col,1980,119.45664
col,1981,120.91154
col,1982,112.13364
col,1983,111.7529
col,1984,110.39952
col,1985,107.61933
col,1986,104.47271
col,1987,106.49905
col,1988,106.29587
col,1989,106.45578
col,1990,100.28307
col,1991,107.10494
col,1992,109.37073
col,1993,111.99954
col,1994,113.94367
col,1995,114.29936
col,1996,118.6853
col,1998,122.33525
col,1999,119.5007
col,2000,119.45648
col,2001,116.70498
col,2002,117.6199
col,2004,120.2346
col,2005,122.59949
col,2006,123.2248
col,2007,123.57256
col,2008,123.90465
col,2009,124.75361
col,2010,121.31
col,2011,119.5957
col,2012,116.79493
col,2013,117.72556
col,2014,116.35377
col,2015,116.97879
col,2016,117.80097
col,2017,116.77469
col,2018,116.21716
col,2019,115.85227
com,1971,53.35751
com,1972,51.80601
com,1973,65.56913
com,1974,77.5418
com,1975,88.35551
com,1981,136.4478
com,1984,126.58877
com,1985,114.29954
com,1986,126.83246
com,1987,113.37394
com,1988,113.13563
com,1989,111.15247
com,1990,115.94169
com,1991,118.20431
com,1992,115.27518
com,1993,106.79823
com,1994,111.64309
com,1998,108.51453
com,1999,100.03095
com,2000,110.98234
com,2002,122.6681
com,2003,120.82215
com,2004,114.54601
com,2007,109.39462
com,2008,112.98756
com,2011,116.8647
com,2013,110.17092
com,2014,108.62326
com,2017,101.58291
com,2018,99.58758
cpv,1974,99.64556
cpv,1975,106.29562
cpv,1977,122.20243
cpv,1978,119.38076
cpv,1979,117.04336
cpv,1980,115.79728
cpv,1981,115.46142
cpv,1982,115.39443
cpv,1983,110.35626
cpv,1984,115.22207
cpv,1985,116.81455
cpv,1986,117.46961
cpv,1987,120.74089
cpv,1988,123.10134
cpv,1989,125.78075
cpv,1990,127.74941
cpv,1991,125.97421
cpv,1994,125.85139
cpv,1998,126.03123
cpv,1999,124.9539
cpv,2000,121.37847
cpv,2001,119.19002
cpv,2002,118.27233
cpv,2003,117.54633
cpv,2004,116.31177
cpv,2005,116.694
cpv,2006,118.33724
cpv,2007,119.3312
cpv,2008,119.04705
cpv,2009,117.62178
cpv,2010,115.16499
cpv,2011,113.20814
cpv,2012,112.29879
cpv,2013,112.288
cpv,2014,111.58713
cpv,2015,109.22206
cpv,2016,107.5284
cpv,2017,106.837
cpv,2018,107.5302
cpv,2019,103.85314
cri,1970,105.98239
cri,1971,105.41095
cri,1972,106.3406
cri,1973,108.26097
cri,1974,106.94726
cri,1975,105.86376
cri,1976,108.26588
cri,1977,109.66115
cri,1978,108.95096
cri,1979,108.14867
cri,1980,107.32734
cri,1981,107.5968
cri,1982,104.41413
cri,1983,102.6958
cri,1984,101.43222
cri,1985,100.75313
cri,1986,101.60494
cri,1987,101.36442
cri,1988,102.04034
cri,1989,102.12399
cri,1990,102.15342
cri,1991,103.28647
cri,1992,104.43669
cri,1993,104.68339
cri,1994,104.48022
cri,1995,104.54998
cri,1996,104.74746
cri,1997,105.03077
cri,1998,105.14217
cri,1999,113.53516
cri,2000,110.81189
cri,2001,110.72742
cri,2002,110.88643
cri,2004,115.13674
cri,2005,113.27285
cri,2006,115.32444
cri,2007,114.79229
cri,2008,116.37303
cri,2009,118.09546
cri,2010,118.01826
cri,2011,116.88608
cri,2012,115.52086
cri,2013,113.01152
cri,2014,112.25059
cri,2015,111.61081
cri,2016,111.4472
cri,2017,110.22591
cri,2018,112.80511
cri,2019,115.76334
cri,2020,114.05873
cub,1971,120.03735
cub,1972,119.51
cub,1973,121.76788
cub,1974,122.68819
cub,1975,124.88058
cub,1976,127.06068
cub,1977,126.33514
cub,1978,124.4401
cub,1979,119.96662
cub,1980,114.82544
cub,1981,108.83677
cub,1982,105.65983
cub,1983,105.75531
cub,1984,104.82103
cub,1985,103.94123
cub,1986,103.79628
cub,1987,104.74774
cub,1988,104.18029
cub,1989,103.00663
cub,1990,101.11508
cub,1991,98.96916
cub,1992,100.00254
cub,1993,100.39248
cub,1994,101.8799
cub,1995,101.29015
cub,1996,106.26522
cub,1997,105.81501
cub,1998,103.99442
cub,1999,104.29462
cub,2000,104.64512
cub,2001,104.96712
cub,2002,105.39302
cub,2003,103.44482
cub,2004,103.36695
cub,2005,102.55795
cub,2006,101.62173
cub,2007,101.09959
cub,2008,100.63744
cub,2009,102.02676
cub,2010,102.63214
cub,2011,102.50536
cub,2012,101.75089
cub,2013,99.88559
cub,2014,102.50019
cub,2015,102.31473
cub,2016,101.99864
cub,2017,102.99788
cub,2018,104.09579
cub,2019,104.5945
cub,2020,104.63116
cym,1972,97.09962
cym,1973,102.43605
cym,1974,111.67453
cym,1975,106.3854
cym,1976,107.88609
cym,1977,116.68427
cym,1978,106.20549
cym,1979,101.76991
cym,1980,100.48031
cym,1981,102.8626
cym,1999,109.63625
cym,2000,101.4758
cym,2001,100.16611
cym,2002,95.77167
cym,2004,89.3595
cym,2005,87.08333
cym,2006,93.93939
cym,2007,99.1219
cym,2008,98.93347
cym,2011,91.83673
cym,2012,90.48047
cym,2013,86.69284
cym,2018,89.08069
cym,2020,94.17004
cyp,1971,87.90148
cyp,1972,86.58249
cyp,1973,86.07841
cyp,1974,86.93519
cyp,1975,78.36574
cyp,1976,78.71635
cyp,1977,77.77869
cyp,1978,78.39792
cyp,1979,78.38135
cyp,1980,74.4009
cyp,1981,73.93162
cyp,1982,70.12271
cyp,1983,70.67492
cyp,1984,71.4362
cyp,1985,72.17874
cyp,1986,77.41632
cyp,1987,81.47611
cyp,1988,82.98275
cyp,1989,83.2302
cyp,1990,82.43969
cyp,1991,82.03172
cyp,1992,80.68135
cyp,1993,101.09887
cyp,1994,100.80252
cyp,1995,100.04776
cyp,1996,100.05072
cyp,1997,99.75517
cyp,1999,97.64387
cyp,2000,96.64867
cyp,2001,96.53871
cyp,2002,97.69892
cyp,2003,97.44124
cyp,2004,97.98074
cyp,2005,100.92126
cyp,2006,102.53669
cyp,2007,102.84992
cyp,2008,103.93116
cyp,2009,105.94246
cyp,2010,101.6154
cyp,2011,101.58575
cyp,2012,100.28753
cyp,2013,99.65207
cyp,2014,98.74593
cyp,2015,99.3095
cyp,2016,98.37585
cyp,2017,99.25435
cyp,2018,100.22931
cyp,2019,100.81711
cze,1971,122.84437
cze,1972,126.28718
cze,1973,128.36755
cze,1974,129.58377
cze,1975,128.32884
cze,1976,124.77597
cze,1977,121.90118
cze,1978,119.51704
cze,1979,116.54123
cze,1981,96.9851
cze,1982,98.68812
cze,1983,100.13839
cze,1984,101.73727
cze,1985,99.42788
cze,1986,97.87756
cze,1987,95.23109
cze,1988,93.16318
cze,1989,91.65209
cze,1990,93.04096
cze,1991,96.05147
cze,1992,93.12772
cze,1993,102.12606
cze,1994,105.38937
cze,1995,104.63824
cze,1996,104.63771
cze,1997,101.80694
cze,1998,103.18495
cze,1999,103.3769
cze,2000,103.55591
cze,2001,103.87209
cze,2002,102.18381
cze,2003,99.79532
cze,2004,99.2629
cze,2005,99.90467
cze,2006,100.38339
cze,2007,103.56196
cze,2008,106.10678
cze,2009,106.20488
cze,2010,104.00672
cze,2011,101.03196
cze,2012,99.41215
cze,2013,98.70975
cze,2014,98.66
cze,2015,99.34347
cze,2016,99.94045
cze,2017,100.39711
cze,2018,100.21512
cze,2019,100.07152
deu,1992,98.70393
deu,1993,101.22357
deu,1994,100.83543
deu,1995,101.80275
deu,1996,103.10603
deu,1997,104.62938
deu,1998,106.11961
deu,1999,105.86061
deu,2000,105.85176
deu,2001,104.84972
deu,2002,103.02604
deu,2003,102.46592
deu,2004,103.20719
deu,2005,103.30777
deu,2006,104.44435
deu,2007,105.05855
deu,2008,104.3824
deu,2009,103.7097
deu,2010,103.28221
deu,2011,102.80138
deu,2012,101.74443
deu,2013,101.10455
deu,2014,100.70843
deu,2015,101.73029
deu,2016,102.66439
deu,2017,103.89301
deu,2018,103.53281
deu,2019,102.10158
dji,1971,34.31537
dji,1972,33.4678
dji,1973,34.34244
dji,1974,33.92068
dji,1975,33.32577
dji,1976,32.73918
dji,1982,34.80264
dji,1983,36.27958
dji,1984,37.30575
dji,1985,36.97812
dji,1986,39.59784
dji,1987,39.64378
dji,1988,39.10898
dji,1989,37.96106
dji,1990,38.32243
dji,1991,38.0797
dji,1992,39.34173
dji,1993,34.68099
dji,1994,36.78023
dji,1995,37.79265
dji,1996,38.18348
dji,1997,37.47493
dji,1998,36.59829
dji,1999,37.79755
dji,2000,37.27859
dji,2001,41.53166
dji,2002,43.31102
dji,2004,47.08521
dji,2005,47.96152
dji,2006,50.49354
dji,2007,51.75179
dji,2008,60.36139
dji,2009,58.85196
dji,2011,64.22924
dji,2012,67.02288
dji,2013,67.50788
dji,2014,69.36462
dji,2015,67.94745
dji,2016,67.3525
dji,2017,67.69539
dji,2018,69.55256
dji,2019,75.4386
dji,2020,75.33934
dji,2021,76.29433
dma,1971,132.32623
dma,1972,133.4536
dma,1973,130.38571
dma,1974,122.32365
dma,1975,121.4852
dma,1976,112.30419
dma,1977,110.21545
dma,1978,109.37345
dma,1979,105.83721
dma,1980,102.33518
dma,1981,97.10394
dma,1982,107.31236
dma,1984,102.50549
dma,1986,96.823
dma,1987,102.04842
dma,1988,103.09855
dma,1990,110.0678
dma,1991,113.41548
dma,1992,112.49774
dma,1993,122.28312
dma,1994,127.32283
dma,1995,129.81633
dma,1999,121.61687
dma,2000,113.01764
dma,2001,105.08716
dma,2002,100.10521
dma,2003,95.34474
dma,2004,92.14092
dma,2005,91.41509
dma,2006,91.26272
dma,2007,94.145
dma,2008,96.08326
dma,2009,99.76337
dma,2010,103.61506
dma,2011,108.63064
dma,2012,115.18987
dma,2013,115.60528
dma,2014,115.81285
dma,2015,117.10048
dma,2016,116.24615
dma,2019,101.99165
dma,2020,105.78862
dnk,1971,94.92439
dnk,1972,95.53586
dnk,1973,98.09293
dnk,1974,100.89668
dnk,1975,101.38638
dnk,1976,104.57301
dnk,1977,99.39904
dnk,1978,98.02148
dnk,1979,95.82648
dnk,1980,97.1975
dnk,1981,95.36119
dnk,1982,96.19605
dnk,1983,97.85117
dnk,1984,99.00059
dnk,1985,98.53924
dnk,1986,98.73537
dnk,1987,98.7379
dnk,1988,98.80832
dnk,1989,97.65609
dnk,1990,97.53591
dnk,1991,98.1948
dnk,1992,97.5219
dnk,1993,98.69118
dnk,1994,100.43229
dnk,1995,100.23697
dnk,1996,100.83175
dnk,1998,101.43171
dnk,1999,101.16454
dnk,2000,101.2867
dnk,2001,101.20901
dnk,2002,103.18656
dnk,2004,100.79685
dnk,2005,98.78532
dnk,2006,99.27758
dnk,2007,99.9803
dnk,2008,99.34247
dnk,2009,99.38751
dnk,2010,99.48323
dnk,2011,101.07254
dnk,2012,101.79869
dnk,2013,102.06062
dnk,2014,101.86188
dnk,2015,102.11914
dnk,2016,102.38797
dnk,2017,101.585
dnk,2018,100.57812
dnk,2019,100.34731
dom,1971,93.92908
dom,1972,103.79519
dom,1973,97.63806
dom,1983,106.34002
dom,1985,119.03179
dom,1986,118.84312
dom,1998,110.89822
dom,1999,113.84436
dom,2000,117.66629
dom,2002,117.71252
dom,2003,115.41505
dom,2004,110.68818
dom,2005,111.11218
dom,2006,106.24491
dom,2007,117.44286
dom,2008,113.278
dom,2009,119.90062
dom,2010,117.3496
dom,2011,115.20939
dom,2012,113.31241
dom,2013,114.27748
dom,2014,112.73446
dom,2015,116.41416
dom,2016,114.62665
dom,2017,111.49361
dom,2018,108.80854
dom,2019,114.92011
dom,2020,108.02506
dza,1971,91.07194
dza,1972,94.50079
dza,1973,99.27327
dza,1974,103.37351
dza,1975,105.34915
dza,1976,108.18555
dza,1977,109.40938
dza,1978,110.14975
dza,1979,108.9587
dza,1980,108.2659
dza,1981,106.514
dza,1982,104.94436
dza,1983,103.07049
dza,1984,102.2171
dza,1985,100.57273
dza,1986,98.47161
dza,1987,99.01547
dza,1988,100.20858
dza,1989,100.00756
dza,1990,100.40892
dza,1991,102.1341
dza,1992,103.7955
dza,1993,103.69041
dza,1994,103.77353
dza,1995,103.36511
dza,1996,104.0782
dza,1997,104.92428
dza,1998,105.7328
dza,1999,107.33987
dza,2000,109.63453
dza,2001,108.35422
dza,2002,109.17032
dza,2003,110.03286
dza,2004,110.91719
dza,2005,111.68042
dza,2006,112.19169
dza,2007,113.19406
dza,2008,112.72963
dza,2009,115.99771
dza,2010,118.97798
dza,2011,120.19236
dza,2012,121.38148
dza,2013,122.63853
dza,2014,121.4196
dza,2015,118.65021
dza,2016,116.70419
dza,2017,114.51654
dza,2018,112.35955
dza,2019,111.12673
dza,2020,112.98476
ecu,1971,98.93743
ecu,1972,99.50022
ecu,1973,101.02404
ecu,1974,103.73766
ecu,1975,103.80502
ecu,1976,105.79009
ecu,1977,106.19404
ecu,1978,107.76921
ecu,1979,113.52247
ecu,1980,115.00767
ecu,1981,119.11543
ecu,1983,121.76631
ecu,1984,122.43111
ecu,1985,122.76019
ecu,1986,123.99347
ecu,1987,125.82593
ecu,1988,126.09136
ecu,1993,126.74221
ecu,1994,109.69239
ecu,1995,109.67563
ecu,1996,110.36156
ecu,1997,113.3488
ecu,1998,111.33385
ecu,1999,110.89131
ecu,2000,111.47826
ecu,2001,111.90708
ecu,2002,112.46774
ecu,2003,111.60405
ecu,2004,110.5853
ecu,2005,109.85445
ecu,2006,109.24626
ecu,2007,109.88091
ecu,2008,106.69927
ecu,2009,111.86113
ecu,2010,112.94696
ecu,2011,113.87927
ecu,2012,111.84786
ecu,2013,111.11784
ecu,2014,112.69814
ecu,2015,107.44123
ecu,2016,104.48119
ecu,2017,102.93383
ecu,2018,102.44504
ecu,2019,100.14738
ecu,2020,98.01148
egy,1971,83.67946
egy,1972,84.93495
egy,1973,85.52526
egy,1974,82.16268
egy,1975,83.43242
egy,1976,82.18228
egy,1977,80.75497
egy,1978,79.98313
egy,1979,79.5722
egy,1980,80.86069
egy,1981,81.44288
egy,1982,83.23963
egy,1983,85.77073
egy,1984,87.84036
egy,1985,89.7506
egy,1986,91.60925
egy,1987,93.96108
egy,1988,98.29731
egy,1989,96.77147
egy,1990,98.17796
egy,1991,101.2871
egy,1992,91.4388
egy,1993,91.97867
egy,1994,102.78153
egy,1995,93.39877
egy,1996,109.81312
egy,1997,102.49356
egy,1999,98.08706
egy,2000,97.07819
egy,2001,96.76752
egy,2002,97.23628
egy,2003,97.35753
egy,2004,97.23657
egy,2005,98.22448
egy,2006,99.66539
egy,2007,100.43438
egy,2009,103.01324
egy,2010,103.74598
egy,2011,101.41169
egy,2012,105.45696
egy,2013,105.53279
egy,2014,104.01631
egy,2016,105.35916
egy,2017,105.99561
egy,2018,106.08322
egy,2019,105.99355
eri,1989,38.56826
eri,1990,33.12111
eri,1991,30.2367
eri,1992,50.15592
eri,1993,60.76088
eri,1994,66.30512
eri,1995,69.64886
eri,1996,72.74694
eri,1997,71.77864
eri,1999,77.42099
eri,2000,87.89595
eri,2001,88.85999
eri,2002,101.31501
eri,2003,112.09433
eri,2004,120.1951
eri,2005,123.95466
eri,2006,123.01502
eri,2007,111.70614
eri,2008,105.97332
eri,2009,98.96368
eri,2010,90.20843
eri,2011,93.58277
eri,2012,94.58507
eri,2013,90.25064
eri,2014,86.01918
eri,2015,81.69535
eri,2017,73.53372
eri,2018,73.56525
esp,1971,108.76097
esp,1972,112.54626
esp,1973,109.25272
esp,1974,111.85209
esp,1975,112.51633
esp,1976,111.57713
esp,1977,110.95329
esp,1978,110.36985
esp,1979,109.87903
esp,1980,109.05472
esp,1981,108.60991
esp,1982,109.65309
esp,1983,109.89536
esp,1984,109.63623
esp,1985,109.21617
esp,1986,107.92272
esp,1987,106.90129
esp,1988,105.29362
esp,1989,105.20101
esp,1990,105.2946
esp,1991,105.69309
esp,1992,105.40749
esp,1993,107.43598
esp,1994,107.13962
esp,1995,105.87395
esp,1996,105.70865
esp,1997,104.85718
esp,1998,104.92333
esp,1999,105.02087
esp,2000,104.85893
esp,2001,104.40483
esp,2002,104.04325
esp,2003,103.94975
esp,2004,104.1531
esp,2005,103.72676
esp,2006,104.44426
esp,2007,104.72434
esp,2008,105.13817
esp,2009,105.01903
esp,2010,104.35488
esp,2011,104.94298
esp,2012,105.56071
esp,2013,107.60685
esp,2014,106.46832
esp,2015,105.57044
esp,2016,103.38562
esp,2017,101.891
esp,2018,101.32017
esp,2019,101.76298
est,1981,103.85075
est,1982,102.97094
est,1983,102.77354
est,1984,103.41169
est,1985,104.08682
est,1986,105.9112
est,1987,112.09337
est,1988,115.40591
est,1989,114.65693
est,1990,94.89514
est,1991,93.5465
est,1992,92.89804
est,1993,90.65477
est,1994,91.50206
est,1995,93.01846
est,1996,96.60029
est,1997,97.98842
est,1998,100.39336
est,1999,102.13645
est,2000,103.4561
est,2001,104.54483
est,2002,103.2356
est,2003,102.383
est,2004,100.81074
est,2005,100.15966
est,2006,98.86945
est,2007,99.66032
est,2008,102.50968
est,2009,103.96802
est,2010,103.78132
est,2011,101.84859
est,2012,101.07843
est,2013,99.84345
est,2014,98.29536
est,2015,97.14326
est,2016,97.04803
est,2017,97.20776
est,2018,97.54465
est,2019,97.55989
eth,1971,20.60168
eth,1972,21.62324
eth,1973,22.16499
eth,1974,24.0942
eth,1975,26.06761
eth,1976,28.7392
eth,1977,30.8504
eth,1978,29.44295
eth,1979,35.31095
eth,1980,44.14465
eth,1981,50.06175
eth,1982,52.87797
eth,1983,52.65078
eth,1984,49.70887
eth,1985,45.26817
eth,1986,44.5276
eth,1987,48.86004
eth,1988,50.39153
eth,1989,47.59796
eth,1990,42.53154
eth,1991,37.86126
eth,1992,29.23974
eth,1993,25.51372
eth,1994,31.26678
eth,1995,36.46236
eth,1996,44.47534
eth,1997,51.65739
eth,1998,63.0228
eth,1999,61.4056
eth,2000,65.96724
eth,2001,71.41191
eth,2002,74.20104
eth,2003,74.98178
eth,2004,76.12158
eth,2005,86.06484
eth,2006,88.85847
eth,2007,94.23186
eth,2008,99.4569
eth,2009,96.91249
eth,2010,95.21583
eth,2011,98.1065
eth,2012,97.73994
eth,2014,103.45278
eth,2015,105.76165
eth,2020,125.16028
fin,1972,83.98984
fin,1973,85.45654
fin,1974,88.78864
fin,1975,91.69374
fin,1976,103.30891
fin,1977,101.22492
fin,1978,99.54421
fin,1979,98.36838
fin,1980,97.50037
fin,1981,96.46132
fin,1982,97.17905
fin,1983,100.28945
fin,1984,102.08225
fin,1985,102.74556
fin,1986,102.38787
fin,1987,101.83717
fin,1988,100.69907
fin,1989,99.33795
fin,1990,98.70888
fin,1991,98.96908
fin,1992,99.29685
fin,1993,99.43802
fin,1994,99.38186
fin,1995,99.09648
fin,1996,98.94232
fin,1997,99.12797
fin,1998,100.01897
fin,1999,100.55838
fin,2000,101.55532
fin,2001,101.51662
fin,2002,100.71045
fin,2003,100.10111
fin,2004,99.22017
fin,2005,98.78905
fin,2006,98.19282
fin,2007,98.78024
fin,2008,99.37648
fin,2009,99.53295
fin,2010,99.80251
fin,2011,100.14459
fin,2012,100.75477
fin,2013,100.71852
fin,2014,100.82801
fin,2015,100.84898
fin,2016,100.63739
fin,2017,100.40656
fin,2018,100.46566
fin,2019,100.18332
fji,1970,108.86147
fji,1971,111.91051
fji,1972,113.73199
fji,1973,118.08816
fji,1974,117.75301
fji,1975,118.09348
fji,1976,116.12599
fji,1977,113.28787
fji,1978,111.23509
fji,1979,107.51737
fji,1980,106.27728
fji,1981,106.18392
fji,1983,103.32478
fji,1984,102.34016
fji,1985,102.70468
fji,1986,104.09756
fji,1987,105.21927
fji,1991,108.82735
fji,1992,108.02426
fji,1994,108.44132
fji,1995,106.84656
fji,1996,105.66802
fji,1997,106.07282
fji,1998,105.59938
fji,1999,104.25336
fji,2000,102.49905
fji,2001,104.38796
fji,2002,105.6204
fji,2003,108.83396
fji,2004,113.45829
fji,2006,113.83338
fji,2007,108.17167
fji,2008,106.46169
fji,2009,105.59434
fji,2011,105.84879
fji,2012,106.53441
fji,2013,107.83137
fji,2015,107.87843
fji,2016,107.60038
fji,2019,118.61689
fra,1971,116.66001
fra,1972,113.52225
fra,1973,106.54691
fra,1974,109.9983
fra,1975,109.28119
fra,1976,103.97706
fra,1977,108.47993
fra,1978,109.62929
fra,1979,110.96726
fra,1980,110.97734
fra,1981,110.44641
fra,1982,109.72653
fra,1983,107.56296
fra,1985,106.95853
fra,1986,110.30077
fra,1987,112.62206
fra,1988,114.48958
fra,1989,114.55679
fra,1990,112.4384
fra,1991,109.60595
fra,1992,107.2716
fra,1993,105.15904
fra,1994,105.81095
fra,1995,106.20299
fra,1996,106.95311
fra,1997,105.69187
fra,1998,105.77355
fra,1999,101.35572
fra,2000,100.88426
fra,2001,100.79219
fra,2002,100.6259
fra,2003,100.3385
fra,2004,100.03664
fra,2005,105.13378
fra,2006,104.85377
fra,2007,104.2634
fra,2008,104.16776
fra,2009,103.52637
fra,2010,103.36549
fra,2011,102.91533
fra,2012,102.55255
fra,2013,102.41201
fra,2014,101.51846
fra,2015,102.30047
fra,2016,102.53518
fra,2017,102.71494
fra,2018,102.76343
fra,2019,102.79423
fsm,1971,216.40482
fsm,1972,217.76385
fsm,1973,220.28857
fsm,1974,211.93359
fsm,1975,207.25888
fsm,1976,198.8158
fsm,1977,205.37151
fsm,1978,196.42133
fsm,1979,190.71806
fsm,2004,113.93121
fsm,2005,112.54906
fsm,2007,112.41519
fsm,2014,102.9298
fsm,2015,98.32965
fsm,2016,98.92621
fsm,2019,98.80379
fsm,2020,90.18152
gab,1971,145.74121
gab,1972,146.38132
gab,1973,145.433
gab,1974,143.67931
gab,1975,146.21872
gab,1976,148.22089
gab,1977,144.07059
gab,1978,149.41988
gab,1979,144.53714
gab,1980,145.93146
gab,1981,148.07195
gab,1982,147.79442
gab,1983,147.35715
gab,1984,147.88194
gab,1985,148.14784
gab,1986,147.45317
gab,1987,147.01872
gab,1988,145.35172
gab,1989,148.24548
gab,1992,135.83954
gab,1994,139.4081
gab,1995,145.63257
gab,1996,143.51349
gab,1997,143.00984
gab,1999,140.54417
gab,2001,135.25604
gab,2002,141.20573
gab,2003,137.90733
gab,2011,142.14775
gbr,1971,104.06214
gbr,1972,103.49131
gbr,1973,102.71217
gbr,1974,102.71214
gbr,1975,102.77642
gbr,1976,103.11217
gbr,1977,103.53835
gbr,1978,103.66786
gbr,1979,103.89948
gbr,1980,104.07078
gbr,1981,103.70592
gbr,1982,102.8244
gbr,1983,101.67777
gbr,1984,102.54315
gbr,1985,102.56136
gbr,1986,104.87652
gbr,1987,106.53726
gbr,1988,107.5679
gbr,1989,107.16454
gbr,1990,106.60678
gbr,1991,105.13364
gbr,1992,104.09359
gbr,1998,100.85154
gbr,1999,100.63291
gbr,2000,100.32197
gbr,2001,100.16923
gbr,2002,99.75398
gbr,2003,99.90641
gbr,2004,105.8996
gbr,2005,106.43732
gbr,2006,104.82628
gbr,2007,103.03893
gbr,2008,105.23613
gbr,2009,104.41077
gbr,2010,104.8321
gbr,2011,104.49182
gbr,2012,106.26959
gbr,2013,107.23622
gbr,2014,102.35407
gbr,2015,101.99082
gbr,2016,101.42037
gbr,2017,101.29649
gbr,2018,101.13859
gbr,2019,100.60779
geo,1981,97.44631
geo,1986,92.44394
geo,1991,96.93556
geo,1992,94.95447
geo,1993,87.15531
geo,1994,91.92861
geo,1995,92.1746
geo,1996,97.7628
geo,1997,103.71364
geo,1998,108.91768
geo,1999,113.19581
geo,2000,116.24462
geo,2001,111.64872
