geo,time,dt_nfl_rdbn_cd
bfa,1984,-487002.1
bfa,1985,298758.3
bfa,1986,7577084.4
bfa,1987,7327161
bfa,1988,3287992.7
bfa,1989,3472748.4
bfa,1990,244375.7
bfa,1991,-663745.6
bfa,1992,-953630.7
bfa,1993,-3403008.5
bfa,1994,-2632130.9
bfa,1995,-2606614
bfa,1996,-1742142
bfa,1997,-1498562
bfa,1998,-1861498.7
bfa,1999,-1930992
bfa,2000,-861310.3
bfa,2002,0
bfa,2003,-156838.1
bfa,2004,-180805.5
bfa,2005,-11818.7
bfa,2006,0
bfa,2007,0
bfa,2019,0
bfa,2020,7490522.1
bgd,1973,5146000
bgd,1974,360000
bgd,1975,986000
bgd,1976,154000
bgd,1977,37000
bgd,1978,-463000
bgd,1979,-467000
bgd,1980,380000
bgd,1981,-331000
bgd,1982,-673000
bgd,1983,-660000
bgd,1984,-675000
bgd,1985,-614000
bgd,1986,-632000
bgd,1987,-653000
bgd,1988,-187000
bgd,1989,-192000
bgd,1990,-273000
bgd,1991,-247000
bgd,1992,-271000
bgd,1993,-283000
bgd,1994,-277000
bgd,1995,-228000
bgd,1996,-212000
bgd,1997,-205000
bgd,1998,-216000
bgd,2001,238000
bgd,2002,6249000
bgd,2003,20502000
bgd,2004,71774000
bgd,2005,86054000
bgd,2006,81765000
bgd,2007,55365000
bgd,2008,121724000
bgd,2009,701932000
bgd,2010,166118000
bgd,2011,99423000
bgd,2012,222284000
bgd,2013,-25892740
bgd,2014,-104264000
bgd,2015,247542000
bgd,2016,374588000
bgd,2017,364931000
bgd,2018,461042000
bgd,2019,784105000
bgd,2020,797247000
bgr,1993,58709599.2
bgr,1996,10550000
bgr,1997,10592670.9
bgr,1998,13220133.4
bgr,1999,6042404
bgr,2000,1617746.4
bgr,2001,-8779493.4
bgr,2002,-13655071
bgr,2003,-6043084.6
bgr,2004,-10918649.8
bgr,2005,999114.2
bgr,2006,-7078803.1
bgr,2007,-14798014.2
bgr,2008,-2578262.6
bgr,2009,-13581273.4
bgr,2010,-11795258.9
bgr,2011,-6872385.1
bgr,2012,-6347605.9
bgr,2013,-4002894.3
bgr,2014,202010.6
bgr,2015,3996720.4
bgr,2016,338437085.4
bgr,2017,2201844.3
bgr,2018,4779356.5
bgr,2019,2385931.6
bgr,2020,-3883283.5
bih,1999,10408631.6
bih,2000,15276527.4
bih,2001,7985902.4
bih,2002,-1953589.5
bih,2003,-1770447.8
bih,2004,17716826.8
bih,2005,-3795092.1
bih,2006,2454937.6
bih,2007,20442659.8
bih,2008,56915945.9
bih,2009,129470011
bih,2010,58559421.3
bih,2011,53445790.1
bih,2012,133466916.9
bih,2013,193560704.4
bih,2014,92356051.1
bih,2015,87639354.9
bih,2016,8565870
bih,2017,-45808301.9
bih,2018,-854047.2
bih,2019,-59425483.3
bih,2020,29226216.7
blr,1993,4131000
blr,1994,5601708.8
blr,1995,22912473
blr,1996,28700267.2
blr,1997,43093520.9
blr,1998,9740289.7
blr,1999,-9146182.5
blr,2000,-11722137.8
blr,2001,-14975243.4
blr,2002,-15296738.2
blr,2003,-13001434.7
blr,2004,-13241796.9
blr,2005,-10942851.3
blr,2006,-7878393.1
blr,2007,-5254867.5
blr,2008,-2143000
blr,2009,-2143000
blr,2010,-2143000
blr,2011,-2143600
blr,2012,-1428000
blr,2013,0
blr,2014,243210.1
blr,2015,0
blr,2016,362998.1
blr,2017,60152486.8
blr,2018,14294363.1
blr,2019,25611536.8
blr,2020,7686663.9
blz,1997,385000
blz,1998,705000
blz,1999,3855000
blz,2000,11116000
blz,2001,18285000
blz,2002,14263000
blz,2003,15328000
blz,2004,6486000
blz,2005,443000
blz,2006,9105000
blz,2007,16299000
blz,2008,-1607000
blz,2009,8716000
blz,2010,1373000
blz,2011,5880000
blz,2012,6840000
blz,2013,3238000
blz,2014,14000
blz,2015,-287000
blz,2016,-4269000
blz,2017,-1497000
blz,2018,4697000
blz,2019,3725000
blz,2020,21838000
bol,1971,13049000
bol,1972,6853000
bol,1973,103000
bol,1974,2000
bol,1975,8308000
bol,1976,9638000
bol,1977,9992000
bol,1978,10724000
bol,1979,13475000
bol,1980,334000
bol,1981,-2588000
bol,1982,129000
bol,1983,4539000
bol,1984,-2481000
bol,1985,9006000
bol,1986,29802000
bol,1987,53889000
bol,1988,75563000
bol,1989,62542000
bol,1990,37441000
bol,1991,50680000
bol,1992,117364000
bol,1993,55811000
bol,1994,54898000
bol,1995,38614000
bol,1996,-9829000
bol,1997,-16373000
bol,1998,-62791000
bol,1999,-28778000
bol,2000,-25677000
bol,2001,-40255000
bol,2002,-54709000
bol,2003,-61857000
bol,2004,-69345000
bol,2005,-60789000
bol,2006,-54714000
bol,2007,-45794000
bol,2008,-44888000
bol,2009,-36075000
bol,2010,29659000
bol,2011,52322000
bol,2012,113710000
bol,2013,172701000
bol,2014,201547000
bol,2015,236983000
bol,2016,280046000
bol,2017,487519000
bol,2018,396048000
bol,2019,470390000
bol,2020,479102000
bra,1970,28952000
bra,1971,27705000
bra,1972,55021000
bra,1973,35801000
bra,1974,109185000
bra,1975,87363000
bra,1976,74032000
bra,1977,42470000
bra,1978,74428000
bra,1979,133836000
bra,1980,121666000
bra,1981,127824000
bra,1982,205135000
bra,1983,142026000
bra,1984,204424000
bra,1985,255115000
bra,1986,132797000
bra,1987,92327000
bra,1988,92611000
bra,1989,49217000
bra,1990,-15133000
bra,1991,-13564000
bra,1992,38682000
bra,1993,78982000
bra,1994,8149000
bra,1995,109512000
bra,1996,463685000
bra,1997,1013930000
bra,1998,1313699000
bra,1999,2711694000
bra,2000,2490057000
bra,2001,729015166
bra,2002,589927720.7
bra,2003,-913334000
bra,2004,-1366607000
bra,2005,721305000
bra,2006,793232000
bra,2007,535290000
bra,2008,-309700000
bra,2009,1018162000
bra,2010,950502000
bra,2011,-350280000
bra,2012,175238000
bra,2013,-1643088000
bra,2014,886727000
bra,2015,113904000
bra,2016,63813000
bra,2017,686057000
bra,2018,659019000
bra,2019,-99613000
bra,2020,670625000
btn,2009,8063000
btn,2010,21020000
btn,2011,15094000
btn,2012,5949000
btn,2013,874088.1
btn,2014,-499000
btn,2015,-513000
btn,2016,8804000
btn,2017,2320000
btn,2018,5932000
btn,2019,7658000
btn,2020,7670000
bwa,1975,297556.2
bwa,1976,108485.4
bwa,1977,115589.9
bwa,1978,1430232.2
bwa,1979,992296.4
bwa,1980,-167904.5
bwa,1981,-4719.3
bwa,1982,3236593.4
bwa,1983,1073401.5
bwa,1984,2053610.9
bwa,1985,16796521.8
bwa,1986,9828145.1
bwa,1987,29759223.8
bwa,1988,5011298.8
bwa,1989,6304531.6
bwa,1990,-7966646.4
bwa,1991,27837624.6
bwa,1992,38477659.3
bwa,1993,-79594.3
bwa,1994,690254.2
bwa,1995,-9077632.1
bwa,1996,-5240943.9
bwa,1997,-9339522.9
bwa,1998,-8863827.3
bwa,1999,-15230725.9
bwa,2000,-13769093.4
bwa,2001,-13285114.7
bwa,2002,-12009803.7
bwa,2003,-5847820
bwa,2004,-9307038.6
bwa,2005,-9236329.7
bwa,2006,-8947629
bwa,2007,-9026245.4
bwa,2008,-4660037.3
bwa,2009,971686841.5
bwa,2010,-2996931.4
bwa,2011,534920358.1
bwa,2012,22974680.6
bwa,2013,-107869510.4
bwa,2014,10128346
bwa,2015,-88116869.2
bwa,2016,-92666861.4
bwa,2017,-94686501.9
bwa,2018,-93405594.3
bwa,2019,-92817338.2
bwa,2020,-59573124
caf,1975,473660.9
caf,1976,288525
caf,1977,-78227.5
caf,1978,23795.4
caf,1979,-42637.7
caf,1980,190031.4
caf,1981,-16517.6
caf,1982,-111530.5
caf,1983,789014.3
caf,1984,325009.8
caf,1985,2369743.5
caf,1986,6976175.6
caf,1987,2770279.9
caf,1988,174750.2
caf,1989,-1435761.6
caf,1990,-1075252.9
caf,1991,-911452.6
caf,1992,-1777669
caf,1993,-309999.1
caf,1994,-1313201.3
caf,1998,-1738032
caf,1999,-876248.4
caf,2000,0
caf,2001,0
caf,2002,-199408.1
caf,2003,0
caf,2004,0
caf,2005,0
caf,2006,0
caf,2007,-3594576.7
chn,1988,2708000
chn,1989,52036000
chn,1990,52909000
chn,1991,167620000
chn,1992,166284000
chn,1993,352989000
chn,1994,464321000
chn,1995,511048000
chn,1996,653285000
chn,1997,495582000
chn,1998,621976000
chn,1999,466611000
chn,2000,445148000
chn,2001,643691000
chn,2002,2151000
chn,2003,-1347889000
chn,2004,237946000
chn,2005,688261000
chn,2006,800523000
chn,2007,983341000
chn,2008,1001668000
chn,2009,1069098000
chn,2010,1033256000
chn,2011,1222891000
chn,2012,937510000
chn,2013,615490235.7
chn,2014,822010000
chn,2015,610096000
chn,2016,983138000
chn,2017,668358000
chn,2018,742267000
chn,2019,671412000
chn,2020,254174000
civ,1972,739235.6
civ,1973,1794991.2
civ,1974,3771349.4
civ,1975,2671933
civ,1976,-1237195.2
civ,1977,5122151.5
civ,1978,14620430
civ,1979,3447196
civ,1980,7446367.8
civ,1981,-1702494.7
civ,1982,1379223.9
civ,1983,3888407.4
civ,1984,2059762.4
civ,1985,-281483.3
civ,1986,15967508.1
civ,1987,22442541.5
civ,1988,104354113.1
civ,1989,62023619.3
civ,1990,154558095.1
civ,1991,150612757.8
civ,1992,125411588.2
civ,1993,79908561
civ,1994,59877397.1
civ,1995,21265600.9
civ,1996,-22594130
civ,1997,-17675876
civ,1998,-38056252.3
civ,1999,-47832749
civ,2000,-35423198.7
civ,2001,-26412482.2
civ,2002,-108432664.7
civ,2003,1928268.1
civ,2004,991466.4
civ,2005,1028228.6
civ,2006,0
civ,2007,-36209083.5
civ,2008,-59613877.3
civ,2009,-369353601.2
civ,2010,-32493207.1
civ,2011,-27658467.9
civ,2012,-20956758.2
civ,2013,-4416317.6
civ,2014,-4391736
civ,2017,62261783.3
civ,2018,79376983.9
civ,2019,136296147.8
civ,2020,162375907.9
cmr,1974,1007040.7
cmr,1975,1926220.8
cmr,1976,1271818.2
cmr,1977,615312
cmr,1978,10268366
cmr,1979,6894392.1
cmr,1980,-305872.5
cmr,1981,753911.3
cmr,1982,-2051719.7
cmr,1983,1476461.7
cmr,1984,18282570
cmr,1985,545691.5
cmr,1986,12690677.3
cmr,1987,20452917.2
cmr,1988,17551643.8
cmr,1989,-4035515.9
cmr,1990,66979292.8
cmr,1991,53087326
cmr,1992,48246386.6
cmr,1993,2858415.4
cmr,1994,14399388.5
cmr,1995,1993650.3
cmr,1996,-25233475.2
cmr,1997,-14232899
cmr,1998,-13582699.7
cmr,1999,-12423164.3
cmr,2000,-13985410.3
cmr,2001,4139592.3
cmr,2002,-30058822.8
cmr,2003,-13523083.4
cmr,2004,-26133808.4
cmr,2005,-17617279.6
cmr,2006,-15387979.5
cmr,2007,-19474706.2
cmr,2008,-20922551.9
cmr,2009,-21943355.8
cmr,2010,-9706456.8
cmr,2011,-4993648.8
cmr,2012,-1255664.1
cmr,2013,-1264638.1
cmr,2014,-1249137.4
cmr,2015,10769062.3
cmr,2016,-1638879
cmr,2017,6060047
cmr,2018,460728053.5
cmr,2019,55944356.3
cmr,2020,266415735.5
cod,1974,2972375
cod,1976,1672290.9
cod,1977,1915990.6
cod,1978,3881164.5
cod,1979,-183471.4
cod,1980,10764107.9
cod,1981,2134312.5
cod,1982,4984640.9
cod,1983,7507395.7
cod,1984,1517396.2
cod,1985,19761749.7
cod,1986,42745506.5
cod,1987,36821800.3
cod,1988,73612860
cod,1989,67171850.2
cod,1990,62023897.4
cod,1991,91386127.8
cod,1992,-7962886.4
cod,1996,0
cod,1999,0
cod,2000,0
cod,2001,0
cod,2002,0
cod,2003,0
cod,2004,0
cod,2005,0
cod,2006,0
cod,2007,-24698171.1
cod,2008,-33655120
cod,2009,-43140150.2
cod,2010,-38104060.9
cod,2011,-74641078
cod,2012,-74479820.7
cod,2013,-76325256.5
cod,2014,-108209942.4
cod,2015,-49842415.8
cod,2016,-120106616.7
cod,2017,-66670225
cod,2018,-79054129.1
cod,2019,-81779070.3
cod,2020,-52478232.9
cog,1973,1843061.5
cog,1974,2688216
cog,1975,-60725.8
cog,1976,1960815.9
cog,1977,3619482.5
cog,1978,2151610.3
cog,1979,4704363.2
cog,1980,7745732.3
cog,1981,-101465.3
cog,1982,5921055.5
cog,1983,5994583.9
cog,1984,11427631.7
cog,1985,3626764.1
cog,1986,4113643.1
cog,1987,17812310.2
cog,1988,36050971.5
cog,1989,-9073500.5
cog,1990,221295.7
cog,1992,-8451.7
cog,1994,94550494.4
cog,1996,-7280701.8
cog,1997,-13870987.3
cog,1998,-3590033.3
cog,1999,0
cog,2000,-1739767.6
cog,2001,-666609.2
cog,2002,-18128
cog,2003,-13369045.9
cog,2004,-74711214
cog,2005,-30529231.1
cog,2006,-17193396.6
cog,2007,-13038760.5
cog,2008,-8656622.6
cog,2009,-8525300.7
cog,2010,-8339221.2
cog,2011,-8455891
cog,2012,-8161816.4
cog,2013,-8257522.3
cog,2014,-8256159.7
cog,2017,28643082.9
cog,2018,32776849
cog,2019,270108029.1
cog,2020,20975412.2
col,1970,10668459.2
col,1971,4060947.3
col,1972,7448428.1
col,1973,16180729.9
col,1974,19146584.7
col,1975,12896966.9
col,1976,19598323.6
col,1977,16573289.5
col,1978,21302087.4
col,1979,23175685.2
col,1980,33022594.8
col,1981,56895531.7
col,1982,45317000
col,1983,104287000
col,1984,123159000
col,1985,185233000
col,1986,145983000
col,1987,153475000
col,1988,152605000
col,1989,172160000
col,1990,264244000
col,1991,193860000
col,1992,318180000
col,1993,19954000
col,1994,-178667000
col,1995,-63192000
col,1996,13681000
col,1997,-115973000
col,1998,222780000
col,1999,730678000
col,2000,62691000
col,2001,648617000
col,2002,-424458000
col,2003,1249509000
col,2004,-71399000
col,2005,-1146314000
col,2006,696034000
col,2007,497819000
col,2008,1225417000
col,2009,533218000
col,2010,186389000
col,2011,133629000
col,2012,-124102000
col,2013,340302000
col,2014,3264000
col,2015,616605000
col,2016,637759000
col,2017,558823000
col,2018,475338000
col,2019,605094000
col,2020,773288000
com,1982,1082177.3
com,1983,1797199.1
com,1984,1780889.6
com,1985,1657397.7
com,1986,4273259.7
com,1991,-5106050.7
com,1992,-1101535
com,2007,-9543692.9
com,2009,0
cpv,1982,7028630.8
cpv,1983,4200592.2
cpv,1984,679752.4
cpv,1985,1110690.2
cpv,1987,-952242.8
cpv,1988,-1057910.9
cpv,1989,-1008878.9
cpv,1990,-1068464.6
cpv,1991,-1675102.2
cpv,1992,-864888.1
cpv,1993,-1253960.4
cpv,1994,-1926124.1
cpv,1995,-1072686.9
cpv,1996,-1235469.1
cpv,1997,-1261874.6
cpv,1998,-934819.7
cpv,1999,-1064252.5
cpv,2000,-371959.4
cpv,2001,-68696.4
cpv,2002,-165741.8
cpv,2003,-112027.2
cpv,2004,0
cpv,2005,0
cpv,2006,0
cpv,2007,0
cpv,2009,28862932.3
cpv,2010,15746097.7
cpv,2011,20055112.6
cpv,2012,12981305.6
cpv,2013,20269295.9
cpv,2014,19420894.6
cpv,2015,18699300.7
cpv,2016,2107328.8
cpv,2017,28611187.8
cpv,2018,33877104.4
cpv,2019,25877546.4
cpv,2020,33191218
cri,1970,-925999.9
cri,1971,-440052.7
cri,1972,-20052.7
cri,1973,-843969.1
cri,1974,-720573.5
cri,1975,4838000
cri,1976,10085000
cri,1977,16374000
cri,1978,14397000
cri,1979,4639000
cri,1980,8444000
cri,1981,9897000
cri,1982,7362000
cri,1983,11781000
cri,1984,21479000
cri,1985,33616000
cri,1986,38339000
cri,1987,7840000
cri,1988,26321000
cri,1989,10770000
cri,1990,30078000
cri,1991,32465000
cri,1992,53596000
cri,1993,61996000
cri,1994,62268000
cri,1995,107888000
cri,1996,23537000
cri,1997,77569000
cri,1998,9855000
cri,1999,-21305000
cri,2000,15970000
cri,2001,-34851000
cri,2002,-22513000
cri,2003,7828000
cri,2004,1735000
cri,2005,-155971000
cri,2006,-44203000
cri,2007,-56169000
cri,2008,-261530000
cri,2009,3782000
cri,2010,18645000
cri,2011,80744000
cri,2012,76461000
cri,2013,99221000
cri,2014,181187000
cri,2015,130976000
cri,2016,95724000
cri,2017,107478000
cri,2018,201725000
cri,2019,421075000
cri,2020,247914000
dom,1970,185000
dom,1971,-601000
dom,1972,-895000
dom,1973,-1010000
dom,1974,-681000
dom,1975,-1428000
dom,1982,1359000
dom,1983,4103000
dom,1984,10803000
dom,1985,41819000
dom,1986,30424000
dom,1987,18920000
dom,1988,17810000
dom,1989,16377000
dom,1990,11007000
dom,1991,14603000
dom,1992,4170000
dom,1993,12927000
dom,1994,9640000
dom,1995,63114000
dom,1996,26479000
dom,1997,2387000
dom,1998,13946000
dom,1999,41200000
dom,2000,24098000
dom,2001,107053000
dom,2002,80187000
dom,2003,120878000
dom,2004,208667000
dom,2005,86068000
dom,2006,64747000
dom,2007,-42100000
dom,2008,-9310000
dom,2009,373523000
dom,2010,359522000
dom,2011,234936000
dom,2012,35813000
dom,2013,324784000
dom,2014,-279018000
dom,2015,490215000
dom,2016,296048000
dom,2017,-7016000
dom,2018,222749000
dom,2019,336091000
dom,2020,618633000
dza,1973,1638762.5
dza,1974,951160
dza,1975,1486566.4
dza,1976,1528028.4
dza,1977,1954520.6
dza,1978,1678206
dza,1979,5501559.6
dza,1980,2189265.9
dza,1981,2917719.6
dza,1982,-496918.1
dza,1983,-1247668.9
dza,1984,-1675287.2
dza,1985,-1662478.7
dza,1986,-1541002.5
dza,1987,-2141563.9
dza,1988,-2204541.4
dza,1989,15092161.9
dza,1990,83033415.2
dza,1991,186379746.8
dza,1992,104207744
dza,1993,82514229.3
dza,1994,51665951
dza,1995,25342418.1
dza,1996,72204526.9
dza,1997,267584829
dza,1998,42697788
dza,1999,35654883.9
dza,2000,38328966.4
dza,2001,42900883.5
dza,2002,-33292082.1
dza,2003,51183827.3
dza,2004,-679588687.6
dza,2005,-211566906.6
dza,2006,-234084747.6
dza,2007,0
dza,2016,983531738.3
dza,2017,0
dza,2018,0
dza,2019,0
dza,2020,0
ecu,1970,489000
ecu,1971,2411000
ecu,1972,1031000
ecu,1973,726000
ecu,1974,4556000
ecu,1975,2227000
ecu,1976,5108000
ecu,1977,4036000
ecu,1978,3244000
ecu,1979,20244000
ecu,1980,40918000
ecu,1981,40549000
ecu,1982,61791000
ecu,1983,18767000
ecu,1984,-8728000
ecu,1985,40241000
ecu,1986,100218000
ecu,1987,105679000
ecu,1988,73166000
ecu,1989,59946000
ecu,1990,79226000
ecu,1991,53942000
ecu,1992,42224000
ecu,1993,14580000
ecu,1994,49624000
ecu,1995,102769000
ecu,1996,47197000
ecu,1997,51411000
ecu,1998,87895000
ecu,1999,38592000
ecu,2000,138180000
ecu,2001,68289000
ecu,2002,-25469000
ecu,2003,42142000
ecu,2004,-90484000
ecu,2005,-80442000
ecu,2006,27910000
ecu,2007,126258000
ecu,2008,-9980000
ecu,2009,125634000
ecu,2010,63991000
ecu,2011,256513000
ecu,2012,229082000
ecu,2013,247860000
ecu,2014,365213000
ecu,2015,1192252000
ecu,2016,459170000
ecu,2017,199412000
ecu,2018,285355000
ecu,2019,493497000
ecu,2020,527029000
egy,1975,6072575
egy,1977,4986712.8
egy,1979,5555825.7
egy,1980,5594212.4
egy,1981,-1085443.6
egy,1982,551027.1
egy,1983,14189696.3
egy,1984,11472657.1
egy,1985,7837093.8
egy,1986,18259621.6
egy,1987,39850115.6
egy,1988,48608791.5
egy,1989,79684769
egy,1990,20044316.2
egy,1991,7997640.1
egy,1992,31297646
egy,1993,169987918.5
egy,1994,196832925.7
egy,1995,92966664.7
egy,1996,131373676.4
egy,1997,15596990.4
egy,1998,-62350784.6
egy,1999,-61116147.3
egy,2000,-83058196.9
egy,2001,-57070948.5
egy,2002,-71454123.2
egy,2003,-48918077.1
egy,2004,340862.9
egy,2005,-91175515.4
egy,2006,-34216110
egy,2007,572238849
egy,2008,125522614.1
egy,2009,145048882.9
egy,2010,140480399.9
egy,2011,133740746.2
egy,2012,143446634.6
egy,2013,87060188.2
egy,2014,40271762.8
egy,2015,6883693.2
egy,2016,623332290.1
egy,2017,519532546.9
egy,2018,543235335.9
egy,2019,-125083724.5
egy,2020,-13394099.2
eth,1980,2273398.9
eth,1981,2955342.9
eth,1982,1690478.2
eth,1983,3050978.6
eth,1984,2927138.7
eth,1985,1298684.5
eth,1986,3702865.7
eth,1987,3932094.6
eth,1988,805195.2
eth,1989,20205780.8
eth,1990,8513776.1
eth,1991,16850925.4
eth,1992,19436035.2
eth,1993,15266759.3
eth,1994,7478230.3
eth,1995,21676772.2
eth,1996,31171275.5
eth,1997,37272773.8
eth,1998,-1579289
eth,1999,-11135371.6
eth,2000,-18402757.9
eth,2001,-18480596
eth,2002,-2209027
eth,2003,-3418229.9
eth,2004,-4441591.4
eth,2005,-7574322.3
eth,2006,-18500006.6
eth,2007,-18246916.3
eth,2008,-6375807.2
eth,2009,-6709798.8
eth,2010,-6707999.3
eth,2011,-5787770.1
eth,2012,-4264980.6
eth,2013,-1876362.9
eth,2014,0
eth,2015,-153903.7
eth,2016,405897.1
eth,2017,155966474.6
eth,2018,-13397060.8
eth,2019,-5414816.7
eth,2020,23822841.5
fji,1972,9000
fji,1973,206000
fji,1974,1355000
fji,1975,2893000
fji,1976,1689000
fji,1977,94000
fji,1978,-285000
fji,1979,5622000
fji,1980,8153000
fji,1981,1531000
fji,1982,2891000
fji,1983,5157000
fji,1984,6625000
fji,1985,28000
fji,1986,1338000
fji,1987,821000
fji,1988,18459000
fji,1989,-940000
fji,1990,-12668000
fji,1991,3351000
fji,1992,-47000
fji,1993,-6681000
fji,1994,-4231000
fji,1995,855000
fji,1996,-468000
fji,1997,-859000
fji,1998,-1742000
fji,1999,-1859000
fji,2000,627000
fji,2001,447000
fji,2002,267000
fji,2003,3585000
fji,2004,6554000
fji,2005,10944000
fji,2006,6054000
fji,2007,5805000
fji,2008,5558000
fji,2009,838000
fji,2010,11039000
fji,2011,14988000
fji,2012,10740000
fji,2013,6739090.7
fji,2014,-603000
fji,2015,-7650000
fji,2016,-7686000
fji,2017,47026000
fji,2018,9558000
fji,2019,6335000
fji,2020,259645000
gab,1973,1229071.9
gab,1974,-356685
gab,1975,-364354.5
gab,1976,-346230
gab,1977,-262704.4
gab,1981,17860266.5
gab,1982,3377938.8
gab,1983,6525939.1
gab,1984,3423368.2
gab,1985,4810619.6
gab,1986,11918415.6
