geo,time,dt_nfl_blat_cd
bdi,2015,12374229.2
bdi,2016,-1534052.3
bdi,2017,-219332.9
bdi,2018,6169000
bdi,2019,-2422025.8
bdi,2020,37771433.7
ben,1970,1847939.8
ben,1971,4007659.1
ben,1972,1258086.6
ben,1973,32111432.5
ben,1974,2735722.1
ben,1975,2839047.7
ben,1976,13439704
ben,1977,19540098.5
ben,1978,14578408.8
ben,1979,30822757.8
ben,1980,33419799.5
ben,1981,7315376.1
ben,1982,48359402.3
ben,1983,15233241.7
ben,1984,1785478.4
ben,1985,4454424.7
ben,1986,17123853.2
ben,1987,18706040.4
ben,1988,10833245.8
ben,1989,71204143.7
ben,1990,29144916.8
ben,1991,14756787.3
ben,1992,6591102.9
ben,1993,7180067.6
ben,1994,-2324752.5
ben,1995,2888505.3
ben,1996,11627094.9
ben,1997,-3275826.5
ben,1998,4960982
ben,1999,-13830840.1
ben,2000,-15600674
ben,2001,478705.3
ben,2002,-3686919.3
ben,2003,661883.2
ben,2004,17907111.4
ben,2005,3272772.9
ben,2006,56836089.5
ben,2007,16904564.4
ben,2008,1978556.9
ben,2009,8583702.8
ben,2010,12097926
ben,2011,12217944.7
ben,2012,13470831.4
ben,2013,5395686.8
ben,2014,90583530.8
ben,2015,71589342.5
ben,2016,13291004
ben,2017,47910774.7
ben,2018,48675370
ben,2019,-6235061.5
ben,2020,60904293.9
bfa,1970,132191.4
bfa,1971,-189444.4
bfa,1972,1372340.5
bfa,1973,3982815.8
bfa,1974,7241270.1
bfa,1975,7693865.8
bfa,1976,14292544
bfa,1977,16116964.5
bfa,1978,8371244.7
bfa,1979,18430411.1
bfa,1980,27571207.1
bfa,1981,23294497.5
bfa,1982,22232448.7
bfa,1983,35833712.9
bfa,1984,20458369.4
bfa,1985,16682034.5
bfa,1986,17717391.3
bfa,1987,54115570.6
bfa,1988,33594470.9
bfa,1989,41703935.3
bfa,1990,29361857.3
bfa,1991,45369714.5
bfa,1992,31858616.5
bfa,1993,18881712.1
bfa,1994,4936933.3
bfa,1995,1255898.9
bfa,1996,7638562.5
bfa,1997,3097474.8
bfa,1998,1115241.9
bfa,1999,9600760.7
bfa,2000,10519010.3
bfa,2001,19680739.3
bfa,2002,3476331.5
bfa,2003,5027974.9
bfa,2004,37875989
bfa,2005,4553168.1
bfa,2006,28347298.9
bfa,2007,38026527.9
bfa,2008,41278922.5
bfa,2009,10490973.9
bfa,2010,10163660.8
bfa,2011,11757790.3
bfa,2012,17179568.3
bfa,2013,-9176514.7
bfa,2014,-16700128.3
bfa,2015,36639304.1
bfa,2016,-8559252.5
bfa,2017,-26149690.1
bfa,2018,15940908.2
bfa,2019,-2807930
bfa,2020,87279893.3
bgd,1972,62135913.7
bgd,1973,232520003.5
bgd,1974,431897363.7
bgd,1975,319659943.5
bgd,1976,141656561.4
bgd,1977,153537754.7
bgd,1978,179326959.3
bgd,1979,260539863
bgd,1980,275478280
bgd,1981,209870352.9
bgd,1982,465920459
bgd,1983,161833899
bgd,1984,137767227.6
bgd,1985,115715186.1
bgd,1986,299284644.8
bgd,1987,270308709.1
bgd,1988,256065876.7
bgd,1989,342617679.4
bgd,1990,58378740.5
bgd,1991,17526527.4
bgd,1992,48325777.5
bgd,1993,-85067164.7
bgd,1994,-10414672.3
bgd,1995,-125687126
bgd,1996,30646372.1
bgd,1997,-140907574.5
bgd,1998,-117244677
bgd,1999,-181146440.9
bgd,2000,-152809573
bgd,2001,-1027105.3
bgd,2002,-95172334
bgd,2003,-34698022.8
bgd,2004,-50123022.1
bgd,2005,-202492261.1
bgd,2006,189709957.9
bgd,2007,-259110613.9
bgd,2008,102160192.2
bgd,2009,-142700688.7
bgd,2010,-98761168.2
bgd,2011,-165648170.4
bgd,2012,548397190.5
bgd,2013,520940864.7
bgd,2014,522278964.6
bgd,2015,255630083.2
bgd,2016,800823955.1
bgd,2017,2173536251.7
bgd,2018,3863680866.2
bgd,2019,2463500841.8
bgd,2020,3906412879
bgr,1984,10368408.2
bgr,1985,30368567.7
bgr,1986,246472722.5
bgr,1987,608520316.5
bgr,1988,350952653.1
bgr,1989,31354101
bgr,1990,35672825.5
bgr,1991,9602661
bgr,1992,11848653.8
bgr,1993,103446808.6
bgr,1994,3435788.8
bgr,1995,24786675.2
bgr,1996,-77208099.2
bgr,1997,-62034734.6
bgr,1998,-104368050.6
bgr,1999,-97361233.2
bgr,2000,-14267581.5
bgr,2001,-188609611.8
bgr,2002,-130842950.8
bgr,2003,-76020514.3
bgr,2004,-69372558.8
bgr,2005,13923977.4
bgr,2006,20021288.5
bgr,2007,21094862.6
bgr,2008,78681535.7
bgr,2009,-5171882.6
bgr,2010,-53309720.5
bgr,2011,-71053831
bgr,2012,-79171401
bgr,2013,-68899735.7
bgr,2014,-63332177.5
bgr,2015,-54166978.7
bgr,2016,-58454093.8
bgr,2017,45141972.6
bgr,2018,-76188024.5
bgr,2019,-36372467.2
bgr,2020,-35963216.2
bih,1999,8916758.9
bih,2000,4015561.7
bih,2001,9260192.3
bih,2002,-480864.2
bih,2003,10118773.7
bih,2004,-3470359.7
bih,2005,13892440
bih,2006,26739565.1
bih,2007,10930920.2
bih,2008,14798172.6
bih,2009,21805257.2
bih,2010,41174728.3
bih,2011,66485699.9
bih,2012,8513964.8
bih,2013,38464788.7
bih,2014,36916471.2
bih,2015,-36314944.7
bih,2016,8844790.3
bih,2017,32522716
bih,2018,-2598710
bih,2019,-8229219.5
bih,2020,-4836554.1
blr,1993,96059224.3
blr,1994,100242179.5
blr,1995,39371871.4
blr,1996,-9357571.2
blr,1997,-13060810.3
blr,1998,77324291.8
blr,1999,4738941.9
blr,2000,44399998.4
blr,2001,1954974.7
blr,2002,71820993.8
blr,2003,-7134729.5
blr,2004,105392662.8
blr,2005,112833762.7
blr,2006,3401640.3
blr,2007,1501107948
blr,2008,1468965300.4
blr,2009,943303143.8
blr,2010,1436551457.8
blr,2011,308822313.4
blr,2012,-905054147.6
blr,2013,1192491992.7
blr,2014,2884683449.8
blr,2015,1642885749.5
blr,2016,387077207.2
blr,2017,1249096376.9
blr,2018,851029524.7
blr,2019,344177498.9
blr,2020,69089265.5
blz,1970,4301100
blz,1971,-5071.9
blz,1972,-30018.4
blz,1973,-198721.2
blz,1974,-192123.2
blz,1975,-64803.9
blz,1976,1872023.6
blz,1977,-144095
blz,1978,3679931.8
blz,1979,4975343.9
blz,1980,3143598.6
blz,1981,1380449.8
blz,1982,1073690.3
blz,1983,9577823
blz,1984,1832136.5
blz,1985,13965082.4
blz,1986,6031783.7
blz,1987,4926268.2
blz,1988,1422265.6
blz,1989,2970524
blz,1990,3592330.3
blz,1991,7293871.8
blz,1992,18578879.1
blz,1993,2905466.7
blz,1994,-2356286.6
blz,1995,2818496.8
blz,1996,23647321.5
blz,1997,-5088390.9
blz,1998,-5406989.3
blz,1999,2385766.6
blz,2000,5848308
blz,2001,4880899.9
blz,2002,16272105.1
blz,2003,13079918.5
blz,2004,6472738.5
blz,2005,20794635.2
blz,2006,58063110.9
blz,2007,-46196788.2
blz,2008,-1064435
blz,2009,8626784.3
blz,2010,-10704126.9
blz,2011,381080.9
blz,2012,-2206428.7
blz,2013,70668982.4
blz,2014,44307495.3
blz,2015,36907947.4
blz,2016,13384080.6
blz,2017,9989992.4
blz,2018,14018759.3
blz,2019,8495270.6
blz,2020,26135438.1
bol,1970,33261344.3
bol,1971,7042503.2
bol,1972,54290277.3
bol,1973,14487653.3
bol,1974,29968740.2
bol,1975,17224109
bol,1976,74596087.6
bol,1977,55932814.8
bol,1978,54272903
bol,1979,33374670.9
bol,1980,54556984.9
bol,1981,88538183
bol,1982,51020545.9
bol,1983,1258458.8
bol,1984,54259398.8
bol,1985,-1906360.1
bol,1986,57445887.9
bol,1987,57563075.7
bol,1988,19936297.1
bol,1989,77885066.2
bol,1990,40601893.2
bol,1991,48940436.7
bol,1992,109482659.1
bol,1993,62866011.8
bol,1994,23943882.7
bol,1995,17676309.7
bol,1996,54904155.1
bol,1997,3597712.7
bol,1998,43826037.9
bol,1999,9842337.3
bol,2000,-5240378
bol,2001,22428188.5
bol,2002,19168025.4
bol,2003,1352944.1
bol,2004,76380487.3
bol,2005,72455118.7
bol,2006,59703784.1
bol,2007,37423802.4
bol,2008,85659679.5
bol,2009,61992107.5
bol,2010,32673423.5
bol,2011,202357243.7
bol,2012,-99267649.5
bol,2013,167704894.1
bol,2014,38982882.3
bol,2015,-142057640.5
bol,2016,63141759.8
bol,2017,234964121.4
bol,2018,226616615
bol,2019,313981629.6
bol,2020,23108715.7
bra,1970,107781398.4
bra,1971,85778046.3
bra,1972,114091927.6
bra,1973,158763802.5
bra,1974,402662402.1
bra,1975,741157851.1
bra,1976,179409002.2
bra,1977,168444234.8
bra,1978,354765017.7
bra,1979,38563017.8
bra,1980,455151690
bra,1981,829105104.7
bra,1982,254799920.3
bra,1983,491352594.4
bra,1984,295913571.7
bra,1985,325643445.9
bra,1986,26713280.5
bra,1987,-75151077.5
bra,1988,-41309820.8
bra,1989,259074664.5
bra,1990,-117297883.8
bra,1991,-607333161.7
bra,1992,-250870375.4
bra,1993,-244680486.4
bra,1994,-1568869674.9
bra,1995,-1287658875.3
bra,1996,-1497246408.7
bra,1997,-2568829517.5
bra,1998,-870625056.1
bra,1999,-1645750571.4
bra,2000,-1969970070
bra,2001,1204021729.1
bra,2002,-219614750.2
bra,2003,-960088673.2
bra,2004,-1159107478.5
bra,2005,-530787178.2
bra,2006,-2643793572.2
bra,2007,-476498471.5
bra,2008,733436388.2
bra,2009,2981786053.1
bra,2010,3591827459.5
bra,2011,-268952057.8
bra,2012,-56099157.2
bra,2013,19711856
bra,2014,636152355.7
bra,2015,-745600493.9
bra,2016,-1439116324.7
bra,2017,6506490468.1
bra,2018,-1144103963.8
bra,2019,-4579198720.7
bra,2020,-15803596
btn,1984,337852.2
btn,1985,2920324.5
btn,1986,8229127.1
btn,1987,7112353.2
btn,1988,7169.6
btn,1989,694590.4
btn,1990,926279.1
btn,1991,69293.2
btn,1992,4934483.2
btn,1993,5610979.1
btn,1994,3739356.7
btn,1995,-288755
btn,1996,9086580.7
btn,1997,5790785.8
btn,1998,50880637.1
btn,1999,1605073.5
btn,2000,19645570.5
btn,2001,62584425.9
btn,2002,71528810.2
btn,2003,76126367.4
btn,2004,71211964.8
btn,2005,57431286.7
btn,2006,26648394.5
btn,2007,-10742563.2
btn,2008,-22826479.8
btn,2009,26314302.8
btn,2010,71508763.9
btn,2011,152538948.4
btn,2012,274884756.1
btn,2013,223682491.2
btn,2014,336247858.1
btn,2015,196194018.7
btn,2016,326433627.7
btn,2017,134480878.7
btn,2018,80531550.3
btn,2019,93227139.4
btn,2020,101195738.4
bwa,1970,1055700
bwa,1971,14645053.7
bwa,1972,31673344.3
bwa,1973,25636563
bwa,1974,10484291.3
bwa,1975,18002914.1
bwa,1976,16498390.3
bwa,1977,9474302.9
bwa,1978,1192745.4
bwa,1979,2540311
bwa,1980,8629448.1
bwa,1981,5030432.5
bwa,1982,6177722.6
bwa,1983,7773262.7
bwa,1984,25073469.1
bwa,1985,9266152.9
bwa,1986,366201.5
bwa,1987,28861705.6
bwa,1988,8768058.8
bwa,1989,6258225.3
bwa,1990,-4895300.1
bwa,1991,-3046183.6
bwa,1992,-4798152.3
bwa,1993,4393746.4
bwa,1994,-3323840.6
bwa,1995,34677282.3
bwa,1996,-13101632.4
bwa,1997,-20761452.6
bwa,1998,-2546175.7
bwa,1999,-4407020.1
bwa,2000,4339201.7
bwa,2001,-6252689.9
bwa,2002,-10477491.8
bwa,2003,-2690675.4
bwa,2004,7061586.6
bwa,2005,688672.8
bwa,2006,-9604612.2
bwa,2007,36057155
bwa,2008,-17295164.8
bwa,2009,-4198400.3
bwa,2010,-13203743.3
bwa,2011,-31820662.4
bwa,2012,-10141962.4
bwa,2013,-13124063
bwa,2014,-16758742
bwa,2015,-10501760.6
bwa,2016,-7485320.5
bwa,2017,-5087942.7
bwa,2018,-4323213.1
bwa,2019,-11066164.1
bwa,2020,-12319843.8
caf,1970,210843.1
caf,1971,414374
caf,1972,4063090.3
caf,1973,237134.5
caf,1974,466242.6
caf,1975,6867061.3
caf,1976,8736067.4
caf,1977,8718805.5
caf,1978,1509068.5
caf,1979,1226465.8
caf,1980,11423940.8
caf,1981,17260704.9
caf,1982,8284757.2
caf,1983,4900006.4
caf,1984,5110255
caf,1985,18556934.3
caf,1986,28755911.9
caf,1987,37315338.6
caf,1988,34593635.4
caf,1989,8299979.6
caf,1990,13790276
caf,1991,52649389.7
caf,1992,13049414.6
caf,1993,18145845.6
caf,1994,-1001284.2
caf,1997,-10807.8
caf,1998,-52000
caf,1999,-587771.5
caf,2000,-516925.8
caf,2001,-2018200
caf,2002,0
caf,2003,-124123.3
caf,2004,-4517492.4
caf,2005,0
caf,2006,0
caf,2007,0
caf,2008,-2928363.6
caf,2009,14555351
caf,2010,27564970.5
caf,2011,12195939.2
caf,2012,11137881.1
caf,2013,17926407.2
caf,2014,58496937.4
caf,2015,58471688.1
caf,2016,2211115.6
caf,2017,-14044789
caf,2018,-2301358
caf,2019,2935373.8
caf,2020,4460562.2
chn,1981,506326996.7
chn,1982,656429274.7
chn,1983,544815738.9
chn,1984,623069790.9
chn,1985,517938681.3
chn,1986,547125344.2
chn,1987,7750883.9
chn,1988,272475008.1
chn,1989,1170569555
chn,1990,788955230.6
chn,1991,729565658
chn,1992,1035296644.6
chn,1993,2634461925.3
chn,1994,917137696.9
chn,1995,5484310207.9
chn,1996,2017864040.6
chn,1997,1936707933.5
chn,1998,44238427.4
chn,1999,1727397639.4
chn,2000,-379883426
chn,2001,764358658.9
chn,2002,-702956847.1
chn,2003,-606885765.4
chn,2004,747316550.3
chn,2005,1138966419.6
chn,2006,847426530
chn,2007,251401535.5
chn,2008,579989605.2
chn,2009,245523397.6
chn,2010,-3236759186.5
chn,2011,1782568869.6
chn,2012,-129471509.5
chn,2013,-3278836120.4
chn,2014,-23038542.2
chn,2015,-3667314358.6
chn,2016,-3844145567.1
chn,2017,-4052022600.1
chn,2018,-2083445092.8
chn,2019,-1761254532.3
chn,2020,-1325279447.6
civ,1970,20744394.6
civ,1971,39444105.6
civ,1972,11681505
civ,1973,29730017.8
civ,1974,-9864564.3
civ,1975,30792635.5
civ,1976,51150122.8
civ,1977,125323036
civ,1978,74012285.7
civ,1979,169404004.9
civ,1980,42324050.6
civ,1981,29621127.7
civ,1982,86914028.2
civ,1983,134155743
civ,1984,106050537.9
civ,1985,68049325.6
civ,1986,52322478.4
civ,1987,143227566
civ,1988,51024524.3
civ,1989,196878456.6
civ,1990,282227236.5
civ,1991,223430615.3
civ,1992,263944710.8
civ,1993,470563511.4
civ,1994,272390507.5
civ,1995,135674779.2
civ,1996,-62205753
civ,1997,-61542888
civ,1998,-5062341.7
civ,1999,-161483577.9
civ,2000,-135481943.2
civ,2001,-85097024
civ,2002,-90653143
civ,2003,-108640900.4
civ,2004,13924376.9
civ,2005,9927105.3
civ,2006,16824410
civ,2007,16497036.8
civ,2008,10344163.6
civ,2009,-6708041.2
civ,2010,-237459486
civ,2011,334468100
civ,2012,-128814218.7
civ,2013,369876806.7
civ,2014,157794248.9
civ,2015,1341377302.4
civ,2016,-109194846.7
civ,2017,90400510.1
civ,2018,-169458575.7
civ,2019,252069803.2
civ,2020,457076357.8
cmr,1970,13681999.8
cmr,1971,9297211.6
cmr,1972,20796293.8
cmr,1973,13924304.6
cmr,1974,11783689.1
cmr,1975,11957846.6
cmr,1976,34492384.1
cmr,1977,163253581.3
cmr,1978,71539366.6
cmr,1979,190304103.1
cmr,1980,158725535.7
cmr,1981,162736260.2
cmr,1982,57786401.4
cmr,1983,88215992.4
cmr,1984,50050354
cmr,1985,54859722.7
cmr,1986,73826885.9
cmr,1987,51777438.7
cmr,1988,110254517.6
cmr,1989,244834433.3
cmr,1990,318654493.6
cmr,1991,92913927.8
cmr,1992,375458226.2
cmr,1993,410103459.9
cmr,1994,149403460.9
cmr,1995,63630459.1
cmr,1996,21338775.5
cmr,1997,34661207.3
cmr,1998,-21263930.5
cmr,1999,33410080.9
cmr,2000,66914213.1
cmr,2001,37018253.7
cmr,2002,-23882311.3
cmr,2003,-15856402.3
cmr,2004,-179739740.8
cmr,2005,-241182024.7
cmr,2006,-64063745.9
cmr,2007,-47035971.7
cmr,2008,-26910529.2
cmr,2009,-46993751.5
cmr,2010,32265058.4
cmr,2011,-34261564
cmr,2012,453917721.8
cmr,2013,753064186
cmr,2014,607942191.7
cmr,2015,338679401.6
cmr,2016,648912932.7
cmr,2017,837378482.9
cmr,2018,253767904.1
cmr,2019,628878725
cmr,2020,228641621.7
cod,1970,7267681.8
cod,1971,11557161.5
cod,1972,13978935.8
cod,1973,7590140.1
cod,1974,123594955.5
cod,1975,201002315.6
cod,1976,195717802.7
cod,1977,101293824.1
cod,1978,97643040.3
cod,1979,21506491
cod,1980,76904924.3
cod,1981,212081511
cod,1982,60642425.9
cod,1983,49830398.1
cod,1984,28613757.6
cod,1985,-9510192.1
cod,1986,38272797.8
cod,1987,52130703.8
cod,1988,92728268
cod,1989,104956201.7
cod,1990,84741752.1
cod,1991,20377315.3
cod,1992,-946805
cod,1996,3431529.6
cod,1999,7499713.1
cod,2000,0
cod,2001,0
cod,2002,5299308.7
cod,2003,-36736695.6
cod,2004,-43294387.9
cod,2005,-97992919
cod,2006,-76285287.1
cod,2007,-100284430.1
cod,2008,-94694113
cod,2009,-126117725.4
cod,2010,-27405846.2
cod,2011,83565062.3
cod,2012,120951938.6
cod,2013,268749050.8
cod,2014,15876771
cod,2015,89426543.8
cod,2016,-71037197.2
cod,2017,-15611524.3
cod,2018,-36098955.6
cod,2019,130325161.3
cod,2020,-8030207
cog,1970,14632756.6
cog,1971,15020326.3
cog,1972,10949599.1
cog,1973,9300843.5
cog,1974,13677480.1
cog,1975,76960607
cog,1976,12495355.4
cog,1977,33073171.3
cog,1978,46654162.1
cog,1979,94119641.7
cog,1980,72759492
cog,1981,64008898.3
cog,1982,73317401.6
cog,1983,18014254.2
cog,1984,30623769.1
cog,1985,78222159.5
cog,1986,64307273.6
cog,1987,93618076.1
cog,1988,61937693.9
cog,1989,31775684.9
cog,1990,75787030.2
cog,1991,26224827.4
cog,1992,14389831
cog,1993,8954871.4
cog,1994,45911174.6
cog,1995,2322035.3
cog,1996,-90690022.8
cog,1997,-10856896.6
cog,1998,1473677.7
cog,1999,3129254.1
cog,2000,1067780.6
cog,2001,2268067.3
cog,2002,2460981
cog,2003,3148792.2
cog,2004,44425.5
cog,2005,-2218242.1
cog,2006,-4619687
cog,2007,-13373927.5
cog,2008,-32868989.6
cog,2009,-11591407.6
cog,2010,487373131.4
cog,2011,302203000
cog,2012,431035000
cog,2013,554205880.1
cog,2014,878294593.3
cog,2015,104825226.5
cog,2016,229557371.8
cog,2017,196574642.9
cog,2018,-166892886.7
cog,2019,36870986.7
cog,2020,-332582602.4
col,1970,99850740.4
col,1971,60542598.3
col,1972,60138908.5
col,1973,86453177.3
col,1974,36832958.3
col,1975,26395202.3
col,1976,1340097.4
col,1977,-6353856.5
col,1978,32857577.6
col,1979,18016715.1
col,1980,56348133.3
col,1981,18692027.5
col,1982,125958192.7
col,1983,218724725
col,1984,162035206.9
col,1985,250376016
col,1986,143632745.1
col,1987,-24114215.2
col,1988,27482658.9
col,1989,-123266083.5
col,1990,-42595515.4
col,1991,-113277888.3
col,1992,-158621292.8
col,1993,9707957.7
col,1994,190155188.8
col,1995,-85907291
col,1996,56956934.9
col,1997,-88270421.2
col,1998,-162511547.2
col,1999,-79359949.6
col,2000,33986914.2
col,2001,153343019.5
col,2002,-74589544.5
col,2003,-154164460.3
col,2004,-178967138
col,2005,-155997409.5
col,2006,-156680277.9
col,2007,-112272327.2
col,2008,-105924448.5
col,2009,-112077285.1
col,2010,55405101
col,2011,167554346.3
col,2012,2886538462.2
col,2013,1099222291.8
col,2014,263988200.8
col,2015,283350738.8
col,2016,177502052.9
col,2017,-192019362.3
col,2018,817991310.3
col,2019,-614663265.7
col,2020,372445888.8
com,1970,-47431.3
com,1971,-7643.9
com,1972,248466.4
com,1973,54751
com,1974,2313262.2
com,1975,488875.5
com,1976,3692294.4
com,1977,4129001.3
com,1978,2609716.3
com,1979,6612978.3
com,1980,6482964.9
com,1981,7381086.2
com,1982,9112067.7
com,1983,9453671.4
com,1984,9214725.6
com,1985,8054775.8
com,1986,5798375.8
com,1987,6251747.8
com,1988,5912546.6
com,1989,2321181.7
com,1990,3237323.5
com,1991,-309991.5
com,1992,66840.1
com,1994,1686565.1
com,1997,-240320.4
com,1998,-820354.6
com,1999,-978937.5
com,2002,-389200.1
com,2003,996000
com,2004,0
com,2015,-4922666.7
com,2016,57391317
com,2017,3904838.9
com,2018,65864733.2
com,2019,51838.1
com,2020,9378412.7
cpv,1981,15483736.2
cpv,1982,14024224.2
cpv,1983,10720560.2
cpv,1984,4823506.4
cpv,1985,4088020.9
cpv,1986,1387147.6
cpv,1987,1058764.4
cpv,1988,1057540.5
cpv,1989,2089978.5
cpv,1990,4924227.9
cpv,1991,-286882.4
cpv,1992,-1085654.1
cpv,1993,-1006517.8
cpv,1994,-282746.2
cpv,1995,1457340.8
cpv,1996,2565246.1
cpv,1997,-1449015.1
cpv,1998,17772576.2
cpv,1999,12011494.7
cpv,2000,2110169.2
cpv,2001,13428116.1
cpv,2002,-3257070
cpv,2003,-4392390.2
cpv,2004,-7438487.7
cpv,2005,5137075.2
cpv,2006,8871362.6
cpv,2007,7630414.8
cpv,2008,29270785.5
cpv,2009,35620922.6
cpv,2010,29856708.7
cpv,2011,54418531.7
cpv,2012,58984624.9
cpv,2013,60085118.5
cpv,2014,20163223.3
cpv,2015,31203907.2
cpv,2016,6818726.2
cpv,2017,49729649.9
cpv,2018,10078061.4
cpv,2019,-242884.4
cpv,2020,-1514878.5
cri,1970,2996000
cri,1971,4269000
cri,1972,8972000
cri,1973,5137000
cri,1974,8398000
cri,1975,29588404.9
cri,1976,20168697.4
cri,1977,24081455.8
cri,1978,46566726.1
cri,1979,52420233.3
cri,1980,95228171.4
cri,1981,89200227.2
cri,1982,73570716.1
cri,1983,161932843.7
cri,1984,67683215.4
cri,1985,15773036.5
cri,1986,-59932457.1
cri,1987,36365464.6
cri,1988,39129128.7
cri,1989,17035765.2
cri,1990,64507254.8
cri,1991,126121688.3
