geo,time,se_prm_tchr_fe_zs
jpn,1975,54.05798
jpn,1976,56.81935
jpn,1977,57.44387
jpn,1978,57.94413
jpn,1979,58.46
jpn,1980,56.61619
jpn,1981,56.68282
jpn,1982,56.57041
jpn,1983,56.30554
jpn,1984,56.07318
jpn,1985,56.04612
jpn,1986,56.05001
jpn,1987,56.2712
jpn,1988,56.61072
jpn,1989,56.92683
jpn,1990,57.64607
jpn,1991,58.41086
jpn,1992,59.25793
jpn,1993,59.81251
jpn,1994,60.22147
jpn,1995,59.61854
jpn,1996,61.17209
jpn,1997,61.59934
jpn,1998,70.36942
jpn,2001,65.00296
jpn,2002,65.00301
jpn,2003,65.00317
jpn,2004,65.00303
jpn,2005,64.88459
kaz,1986,95.74944
kaz,1989,92.47525
kaz,1990,96.38377
kaz,1991,97.15303
kaz,1992,97.14928
kaz,1993,97.10492
kaz,1994,96.76924
kaz,1995,95.93173
kaz,1996,96.33312
kaz,1997,96.42616
kaz,1998,97.38876
kaz,2001,97.08348
kaz,2002,97.40758
kaz,2003,98.0036
kaz,2004,98.23929
kaz,2005,98.09421
kaz,2006,98.26938
kaz,2007,98.26299
kaz,2008,98.34531
kaz,2009,98.34719
kaz,2010,98.43445
kaz,2011,98.36022
kaz,2012,98.372
kaz,2013,98.37814
kaz,2014,98.495
kaz,2015,98.01157
kaz,2016,96.6139
kaz,2017,98.84479
kaz,2018,98.19377
kaz,2019,94.60281
kaz,2020,92.88816
ken,1998,41.91547
ken,1999,42.0054
ken,2000,41.76396
ken,2001,41.64721
ken,2002,40.9693
ken,2003,40.53249
ken,2004,44.36031
ken,2005,43.79111
ken,2006,44.70823
ken,2007,44.59967
ken,2008,45.59531
ken,2009,44.14674
ken,2012,48.12884
ken,2014,48.35567
ken,2015,50.2362
kgz,1981,88.18182
kgz,1986,81.56425
kgz,1991,91.15296
kgz,1996,83.25999
kgz,1999,95.15441
kgz,2000,94.31135
kgz,2001,95.11793
kgz,2002,96.86108
kgz,2003,96.7512
kgz,2004,95.97078
kgz,2005,95.64555
kgz,2006,96.60874
kgz,2007,97.38469
kgz,2008,97.61559
kgz,2009,97.49571
kgz,2010,97.67543
kgz,2011,98.00523
kgz,2012,98.13668
kgz,2013,98.47704
kgz,2014,98.3115
kgz,2015,98.5429
kgz,2016,96.14278
kgz,2017,98.49329
kgz,2018,98.52037
kgz,2019,98.62223
kgz,2020,98.78188
khm,1971,14.69121
khm,1973,16.42289
khm,1986,24.81186
khm,1988,29.14566
khm,1989,29.80504
khm,1990,31.31415
khm,1991,30.70064
khm,1994,36.05115
khm,1995,37.1983
khm,1997,36.42634
khm,1998,36.54175
khm,1999,37.29738
khm,2000,38.52671
khm,2001,39.19066
khm,2002,39.35556
khm,2003,40.40736
khm,2004,40.87993
khm,2005,41.39456
khm,2006,41.99211
khm,2007,42.89027
khm,2008,43.94169
khm,2009,45.17553
khm,2010,46.21895
khm,2011,47.51557
khm,2012,48.93129
khm,2013,50.00527
khm,2014,51.17318
khm,2015,53.32177
khm,2016,55.24025
khm,2017,56.62142
khm,2018,57.45776
khm,2019,58.17791
khm,2020,58.95389
kir,1972,35.21657
kir,1973,40.16173
kir,1977,39.31034
kir,1978,44.05594
kir,1979,48.48485
kir,1980,48.27586
kir,1981,49.88814
kir,1982,48.88889
kir,1983,49.66887
kir,1984,48.61996
kir,1985,51.30435
kir,1986,52.67666
kir,1987,54.72527
kir,1988,57.51634
kir,1989,55.02959
kir,1990,57.393
kir,1991,58.16135
kir,1992,58.53211
kir,1993,59.03166
kir,1994,59.40959
kir,1995,58.97436
kir,1996,57.78689
kir,1997,57.08391
kir,1998,64.02778
kir,1999,61.96213
kir,2000,67.17391
kir,2001,67.46988
kir,2002,71.36364
kir,2003,72.31544
kir,2004,73.30174
kir,2005,74.15902
kir,2006,78.54785
kir,2007,79.02973
kir,2008,81.55039
kir,2014,82.41042
kir,2016,81.55488
kir,2020,83.09659
kna,1984,78.9916
kna,1985,81.71091
kna,1986,60.62323
kna,1987,74.06015
kna,1988,69.58175
kna,1989,75.5287
kna,1990,63.87283
kna,1991,77.13499
kna,1992,79.42857
kna,1994,80.42328
kna,1995,80.43478
kna,2000,82.58427
kna,2001,88.16901
kna,2002,86.78756
kna,2003,85.05435
kna,2004,85.2861
kna,2005,85.83333
kna,2007,86.82796
kna,2008,89.02743
kna,2009,87.35892
kna,2010,86.68172
kna,2011,87.5817
kna,2012,89.61039
kna,2013,89.61039
kna,2014,90.02494
kna,2015,90.60773
kna,2016,92.11196
kor,1971,29.10925
kor,1972,31.52492
kor,1973,32.82705
kor,1974,33.42004
kor,1975,33.61257
kor,1976,33.70142
kor,1977,34.15411
kor,1978,35.04429
kor,1979,35.61109
kor,1980,36.04399
kor,1981,36.78022
kor,1982,38.48379
kor,1983,39.91266
kor,1984,41.31481
kor,1985,42.11102
kor,1986,43.06503
kor,1987,43.70249
kor,1988,45.65551
kor,1989,47.31413
kor,1990,48.74794
kor,1991,50.14912
kor,1992,51.6081
kor,1993,52.71798
kor,1994,54.52925
kor,1995,55.61578
kor,1996,57.19009
kor,1997,62.59502
kor,1998,64.31695
kor,1999,66.80659
kor,2000,70.30213
kor,2001,71.57197
kor,2002,72.21812
kor,2003,72.97367
kor,2004,73.97944
kor,2005,74.95601
kor,2006,75.91723
kor,2007,76.5534
kor,2008,77.21187
kor,2009,77.53192
kor,2010,77.87177
kor,2011,78.24536
kor,2012,78.70191
kor,2013,78.63901
kor,2014,78.57901
kor,2015,78.36937
kor,2016,78.10397
kor,2017,77.82683
kor,2018,77.67868
kor,2019,77.46566
kwt,1971,55.33052
kwt,1972,55.19099
kwt,1973,54.78166
kwt,1974,55.11577
kwt,1975,54.44231
kwt,1976,54.57547
kwt,1977,55.08323
kwt,1978,57.24747
kwt,1979,58.08481
kwt,1980,60.70966
kwt,1981,55.58183
kwt,1982,55.43232
kwt,1983,56.03882
kwt,1984,59.13247
kwt,1985,67.43226
kwt,1986,68.4402
kwt,1987,67.67802
kwt,1988,68.81869
kwt,1989,68.82776
kwt,1990,63.59845
kwt,1991,61.4302
kwt,1992,63.16923
kwt,1993,68.92107
kwt,1994,70.47029
kwt,1995,70.93449
kwt,1997,62.7112
kwt,1998,59.39989
kwt,1999,73.29868
kwt,2000,73.9092
kwt,2001,77.05215
kwt,2002,79.42413
kwt,2003,83.14646
kwt,2004,85.50442
kwt,2005,85.75082
kwt,2006,87.40028
kwt,2007,88.43114
kwt,2008,89.20288
kwt,2009,89.80289
kwt,2010,90.40752
kwt,2011,90.43605
kwt,2012,90.64426
kwt,2013,90.83486
kwt,2014,90.89479
kwt,2015,90.15767
kwt,2016,89.85801
kwt,2017,89.77189
kwt,2018,89.48103
kwt,2019,89.1625
kwt,2020,89.70532
lao,1971,28.92878
lao,1972,26.42796
lao,1973,29.67302
lao,1978,28.45689
lao,1979,29.66842
lao,1980,28.86605
lao,1981,30.10119
lao,1983,31.60934
lao,1984,29.39457
lao,1985,33.61926
lao,1986,32.0639
lao,1988,35.13049
lao,1990,36.7301
lao,1991,37.844
lao,1992,40.83001
lao,1993,41.51118
lao,1994,41.79434
lao,1995,41.75656
lao,1996,43.15682
lao,1997,42.46835
lao,1998,42.97627
lao,1999,42.89776
lao,2000,43.40389
lao,2001,43.74842
lao,2002,44.18988
lao,2003,44.41217
lao,2004,44.68917
lao,2005,45.43977
lao,2006,46.44584
lao,2007,47.19632
lao,2008,48.87445
lao,2009,50.61265
lao,2010,51.12957
lao,2011,51.8406
lao,2012,50.84085
lao,2013,50.59893
lao,2014,50.9489
lao,2015,51.26683
lao,2016,51.75358
lao,2017,52.34781
lao,2018,52.34808
lao,2019,53.48973
lao,2020,53.71442
lbn,1999,82.59971
lbn,2000,82.60487
lbn,2001,86.3931
lbn,2002,86.56927
lbn,2003,87.51611
lbn,2004,84.47167
lbn,2005,84.85573
lbn,2006,85.01374
lbn,2007,85.45268
lbn,2008,85.73992
lbn,2009,85.89874
lbn,2010,86.39468
lbn,2011,86.88029
lbn,2012,87.82688
lbn,2013,86.45942
lbn,2014,87.14919
lbn,2016,87.53722
lbn,2017,88.16822
lbn,2019,88.82512
lbn,2020,88.60209
lbr,1998,15.29001
lbr,1999,19.20438
lbr,2000,28.00401
lbr,2006,12.8866
lbr,2008,11.85861
lbr,2009,12.68987
lbr,2011,13.91176
lbr,2014,13.97025
lbr,2015,13.14115
lbr,2016,20.5691
lbr,2017,18.45581
lby,1971,24.20351
lby,1972,24.19388
lby,1973,23.7519
lby,1974,26.43343
lby,1975,28.33815
lby,1976,29.12334
lby,1977,29.34293
lby,1978,34.6765
lby,1979,37.18413
lby,1980,41.29259
lby,1981,46.89678
lby,1983,52.9956
lca,1973,74.06514
lca,1974,73.87892
lca,1975,74.86398
lca,1977,77.08553
lca,1978,78.48898
lca,1979,82.78278
lca,1980,80.78556
lca,1981,80.25078
lca,1982,79.94071
lca,1983,77.7665
lca,1984,77.58303
lca,1985,74.79675
lca,1986,79.5203
lca,1987,76.42792
lca,1988,78.42402
lca,1989,78.18854
lca,1990,79.77133
lca,1991,82.6087
lca,1992,81.87976
lca,1993,82.89037
lca,1994,82.36797
lca,1995,82.57443
lca,1996,83.47458
lca,1997,83.11367
lca,1998,81.87234
lca,1999,81.16438
lca,2000,82.85976
lca,2001,82.88973
lca,2002,82.85976
lca,2003,85.22212
lca,2004,86.38095
lca,2005,85.92731
lca,2006,86.00783
lca,2007,87.4097
lca,2008,86.09407
lca,2009,87.53709
lca,2010,86.9648
lca,2011,86.9281
lca,2012,86.71727
lca,2013,87.41784
lca,2014,88.48684
lca,2015,86.58088
lca,2016,86.93652
lca,2017,86.43264
lca,2018,86.90808
lca,2019,85.2914
lca,2020,86.35097
lie,2003,71.90083
lie,2004,74.23077
lie,2005,75
lie,2006,75
lie,2007,77.14286
lie,2008,76.20482
lie,2009,75.60976
lie,2010,77.15134
lie,2011,78.21012
lie,2012,77.06767
lie,2013,78.16092
lie,2014,78.55191
lie,2015,78.96825
lie,2016,78.07692
lie,2017,78.21012
lie,2018,78.98833
lie,2019,80.60837
lka,1978,60
lka,1992,80.3902
lka,1993,80.2694
lka,1994,82.29446
lka,1995,83.40587
lka,1996,95.59987
lka,2002,78.89033
lka,2003,78.89075
lka,2004,78.89117
lka,2005,78.50989
lka,2006,84.06572
lka,2007,84.60082
lka,2008,84.95737
lka,2009,84.91165
lka,2010,85.00632
lka,2011,84.99737
lka,2012,86.33733
lka,2015,86.44584
lka,2016,86.68254
lka,2017,87.35904
lka,2018,87.69853
lka,2019,87.93505
lso,1970,59.86377
lso,1972,63.69411
lso,1973,64.51531
lso,1974,65.9338
lso,1975,69.54567
lso,1976,70.42287
lso,1977,71.97955
lso,1978,73.12825
lso,1979,74.40402
lso,1980,74.90681
lso,1981,74.97196
lso,1982,75.58074
lso,1983,76.40212
lso,1984,76.36331
lso,1985,76.6908
lso,1986,76.70189
lso,1987,77.46599
lso,1988,78.61514
lso,1989,79.68127
lso,1990,79.93176
lso,1991,80.17951
lso,1992,79.3079
lso,1993,79.77235
lso,1994,79.26813
lso,1995,79.13669
lso,1996,79.1213
lso,1997,78.92199
lso,1999,80.18237
lso,2000,80.18186
lso,2001,80.07304
lso,2002,79.75977
lso,2003,79.13708
lso,2004,78.11468
lso,2005,78.19578
lso,2006,78.23959
lso,2007,77.07367
lso,2008,77.07283
lso,2009,76.83773
lso,2010,76.87696
lso,2011,76.59518
lso,2012,76.59821
lso,2013,75.60049
lso,2014,75.66938
lso,2015,75.56267
lso,2016,75.02573
lso,2017,74.80971
lso,2018,74.82813
ltu,1981,96.63235
ltu,1986,96.63235
ltu,1989,97.30851
ltu,1990,97.54288
ltu,1991,93.5595
ltu,1992,92.81132
ltu,1993,94.112
ltu,1994,93.61074
ltu,1995,94.2651
ltu,1996,94.29072
ltu,1997,91.48634
ltu,1998,91.4867
ltu,1999,97.91494
ltu,2000,98.09273
ltu,2001,98.09273
ltu,2002,98.1659
ltu,2003,97.60169
ltu,2004,97.69916
ltu,2005,97.65952
ltu,2006,97.70501
ltu,2007,97.20557
ltu,2008,97.31826
ltu,2009,96.72634
ltu,2010,96.57958
ltu,2011,96.4884
ltu,2012,96.51825
ltu,2013,97.07244
ltu,2014,97.08565
ltu,2015,97.17891
ltu,2016,97.10684
ltu,2017,96.74777
ltu,2018,96.80038
ltu,2019,96.66157
lux,1970,52.22292
lux,1971,53.14286
lux,1972,53.10505
lux,1973,52.58964
lux,1974,52.71944
lux,1975,53.84097
lux,1976,53.25444
lux,1980,50.52925
lux,1981,49.97167
lux,1982,51.09573
lux,1983,50.97923
lux,1984,51.08434
lux,1986,48.99713
lux,1987,49.15158
lux,1988,50.28377
lux,1989,48.15642
lux,1990,48.70056
lux,1991,50.79365
lux,2001,66.54905
lux,2002,67.92257
lux,2003,69.25152
lux,2004,70.61959
lux,2005,71.23908
lux,2006,71.57631
lux,2007,71.87694
lux,2008,71.65775
lux,2010,73.90386
lux,2011,73.61004
lux,2013,75.98152
lux,2014,74.50438
lux,2015,75.84177
lux,2016,75.99184
lux,2018,75.87961
lux,2019,76.1188
lva,1994,92.03559
lva,1995,91.76611
lva,1996,96.58202
lva,1997,95.27704
lva,1998,96.56444
lva,1999,96.56185
lva,2000,96.62003
lva,2001,96.83733
lva,2002,97.104
lva,2003,96.91145
lva,2004,97.17855
lva,2005,97.1222
lva,2006,96.79057
lva,2007,93.73009
lva,2008,92.89441
lva,2009,92.99433
lva,2010,93.6128
lva,2011,93.35275
lva,2012,93.49262
lva,2013,93.29811
lva,2014,92.83227
lva,2015,92.83477
lva,2016,92.80535
lva,2017,92.37562
lva,2018,92.299
lva,2019,92.11398
mac,1974,74.70414
mac,1999,86.9103
mac,2000,88.02281
mac,2001,88.71668
mac,2002,88.98515
mac,2003,89.10217
mac,2004,89.09314
mac,2005,88.62648
mac,2006,87.44589
mac,2007,88.1335
mac,2008,87.43268
mac,2009,87.69716
mac,2010,87.50793
mac,2011,87.45318
mac,2012,86.6127
mac,2013,87.05302
mac,2014,86.63871
mac,2015,85.42393
mac,2016,84.27673
mac,2017,83.37292
mac,2018,82.23714
mac,2019,81.84846
mac,2020,81.45669
mar,1971,18.26881
mar,1972,19.12161
mar,1974,19.69669
mar,1975,20.66466
mar,1980,28.94538
mar,1981,29.8552
mar,1982,31.84923
mar,1983,33.01173
mar,1984,33.75667
mar,1985,32.71352
mar,1986,33.3883
mar,1987,33.3766
mar,1988,34.36213
mar,1989,34.81774
mar,1990,36.01885
mar,1991,37.22513
mar,1992,38.29591
mar,1993,38.37685
mar,1994,38.24816
mar,1995,37.87185
mar,1996,38.01142
mar,1997,37.51114
mar,1998,37.70142
mar,1999,39.36645
mar,2000,36.50045
mar,2001,40.78121
mar,2002,42.06836
mar,2003,43.58687
mar,2004,45.02809
mar,2005,46.13846
mar,2006,47.02867
mar,2007,47.22968
mar,2008,48.5351
mar,2009,50.60461
mar,2010,50.02627
mar,2011,51.01435
mar,2012,52.03079
mar,2013,54.01088
mar,2014,55.07041
mar,2015,55.34177
mar,2016,56.44789
mar,2017,57.58199
mar,2018,57.16854
mar,2019,59.19552
mar,2020,58.74118
mco,1999,86.66667
mco,2001,86.51685
mco,2015,84.51613
mco,2016,82.87671
mco,2017,83.41969
mco,2018,83.41969
mco,2019,81.76471
mco,2020,78.40909
mco,2021,80.21978
mda,1981,95.52668
mda,1986,95.55789
mda,1989,96.78523
mda,1990,97.33223
mda,1991,97.38943
mda,1992,96.52628
mda,1993,96.49492
mda,1994,96.4777
mda,1995,96.47951
mda,1999,95.66589
mda,2000,97.21026
mda,2001,95.23523
mda,2002,95.47795
mda,2003,96.27492
mda,2004,97.97008
mda,2005,96.97826
mda,2006,96.80056
mda,2007,97.48886
mda,2008,97.32386
mda,2009,98.15838
mda,2010,97.48908
mda,2011,97.74261
mda,2012,97.72493
mda,2013,97.69721
mda,2014,98.11779
mda,2015,97.75706
mda,2016,98.09175
mda,2017,98.07107
mda,2018,98.18391
mda,2019,98.15982
mda,2020,98.19215
mdg,1971,28.54271
mdg,1972,30.78506
mdg,1975,37.93343
mdg,1988,52.54414
mdg,1994,55.81537
mdg,1995,51.25777
mdg,1998,47.25185
mdg,1999,58.35559
mdg,2000,60.69792
mdg,2001,56.17752
mdg,2002,57.83235
mdg,2003,59.57439
mdg,2004,57.06239
mdg,2005,60.17248
mdg,2006,56.50193
mdg,2007,60.60221
mdg,2008,56.39068
mdg,2009,56.43716
mdg,2010,56.3635
mdg,2011,55.80557
mdg,2012,55.51262
mdg,2013,54.13629
mdg,2014,55.71529
mdg,2015,55.51107
mdg,2016,55.18756
mdg,2017,54.89942
mdg,2018,53.49599
mdg,2019,52.99055
mdv,1998,58.28877
mdv,1999,59.65257
mdv,2000,60.3512
mdv,2001,60.79239
mdv,2002,62.65025
mdv,2003,63.58397
mdv,2004,65.68557
mdv,2005,66.23872
mdv,2006,69.994
mdv,2007,71.09443
mdv,2008,71.95156
mdv,2009,73.5244
mdv,2010,73.32038
mdv,2011,72.03053
mdv,2012,72.54038
mdv,2013,70.1847
mdv,2014,74.6051
mdv,2015,71.33742
mdv,2016,73.56538
mdv,2017,70.26906
mdv,2018,70.75513
mdv,2019,75.82612
mex,1971,60.62109
mex,1972,60.75474
mex,1974,59.70214
mex,1976,62.14567
mex,1977,62.08644
mex,1999,61.75088
mex,2000,62.87783
mex,2001,62.61978
mex,2002,63.24843
mex,2003,63.45307
mex,2004,66.04387
mex,2005,66.43614
mex,2006,66.53172
mex,2007,66.53473
mex,2008,66.40261
mex,2009,66.51758
mex,2010,66.64911
mex,2011,66.86117
mex,2012,67.1352
mex,2013,65.38446
mex,2014,65.72139
mex,2015,65.81957
mex,2016,66.24458
mex,2017,66.6073
mex,2018,67.40761
mex,2019,67.89675
mhl,2002,34.23598
mkd,1998,65.63621
mkd,1999,66.49616
mkd,2000,66.68933
mkd,2001,68.31908
mkd,2002,68.74781
mkd,2003,69.02532
mkd,2004,69.17796
mkd,2005,69.56369
mkd,2006,70.19301
mkd,2007,72.22323
mkd,2008,76.64014
mkd,2009,77.53317
mkd,2010,78.55807
mkd,2011,79.03986
mkd,2012,80.17229
mkd,2013,81.27479
mkd,2014,81.54687
mkd,2015,81.08287
mkd,2016,82.54723
mkd,2017,83.64084
mkd,2018,84.33686
mli,1971,19.20959
mli,1972,18.73704
mli,1973,18.54578
mli,1974,18.40669
mli,1975,18.49642
mli,1976,18.47739
mli,1977,18.20827
mli,1979,18.40919
mli,1980,18.98214
mli,1981,19.93588
mli,1982,19.23605
mli,1983,20.14624
mli,1984,20.89517
mli,1985,20.24402
mli,1986,21.52915
mli,1987,21.42523
mli,1988,22.10734
mli,1989,21.80095
mli,1990,24.25937
mli,1991,22.63364
mli,1992,24.13663
mli,1993,21.84622
mli,1994,23.46048
mli,1995,23.02393
mli,1996,22.8034
mli,1997,22.56898
mli,1998,22.92454
mli,1999,22.80054
mli,2000,21.83465
mli,2001,23.03238
mli,2002,24.6139
mli,2003,24.38322
mli,2004,28.39137
mli,2005,26.41939
mli,2006,26.75733
mli,2007,26.59344
mli,2008,26.68585
mli,2009,26.75657
mli,2010,27.83382
mli,2011,28.05244
mli,2013,29.64368
mli,2014,28.58867
mli,2015,30.02033
mli,2016,30.43558
mli,2017,31.12108
mli,2018,31.68665
mlt,1974,66.9383
mlt,1976,68.54328
mlt,1977,65.46763
mlt,1990,81.19925
mlt,1991,82.9496
mlt,1992,84.01585
mlt,1993,85.77864
mlt,1994,86.76377
mlt,1995,86.39498
mlt,1996,86.8974
mlt,1997,86.44776
mlt,1998,86.16203
mlt,1999,86.56549
mlt,2000,86.08939
mlt,2001,85.83569
mlt,2002,86.77156
mlt,2003,85.15759
mlt,2004,86.75937
mlt,2005,86.87811
mlt,2006,86.7784
mlt,2007,86.90909
mlt,2008,86.97644
mlt,2010,85.18307
mlt,2011,84.86118
mlt,2012,81.48688
mlt,2013,85.69162
mlt,2014,85.28678
mlt,2015,85.68297
mlt,2016,84.80364
mlt,2017,85.85911
mlt,2019,85.75574
mmr,1971,42.4306
mmr,1972,42.97964
mmr,1973,43.83435
mmr,1982,54.45985
mmr,1983,56.04899
mmr,1984,57.43419
mmr,1985,57.94182
mmr,1986,59.1516
mmr,1987,60.09098
mmr,1988,61.30336
mmr,1989,61.69713
mmr,1990,60.85921
mmr,1991,61.84085
mmr,1992,63.01676
mmr,1993,63.96144
mmr,1994,65.45918
mmr,1995,66.66806
mmr,1999,73.11069
mmr,2000,74.69073
mmr,2001,73.96159
mmr,2002,77.33446
mmr,2003,76.77667
mmr,2004,79.85741
mmr,2005,80.85254
mmr,2006,81.85204
mmr,2007,82.62634
mmr,2008,83.63681
mmr,2009,84.37033
mmr,2010,83.84838
mmr,2014,83.82989
mmr,2016,82.77369
mmr,2017,82.34801
mmr,2018,80.26301
mng,1975,54.44015
mng,1980,81.5261
mng,1981,87.21085
mng,1986,88.11216
mng,1991,89.67382
mng,1992,90.49759
mng,1993,90.67315
mng,1994,90.34767
mng,1995,90.27446
mng,1996,90.84368
mng,1997,89.78516
mng,1998,91.17723
mng,1999,92.95484
mng,2000,93.77732
mng,2001,92.45648
mng,2002,93.46595
mng,2003,92.97409
mng,2004,94.39487
mng,2005,94.39902
mng,2006,94.89553
mng,2007,94.86265
mng,2008,95.30803
mng,2009,95.42067
mng,2010,95.55188
mng,2011,95.6397
mng,2012,95.85016
mng,2013,95.62676
mng,2014,95.28141
mng,2015,96.12403
mng,2016,96.13678
mng,2017,96.11041
mng,2018,94.97949
mng,2019,95.32414
moz,1973,32.77412
moz,1979,21.90336
moz,1981,21.80857
moz,1982,20.99621
moz,1983,20.42467
moz,1985,21.64054
moz,1986,21.5793
moz,1989,22.20532
moz,1991,23.09768
moz,1992,22.83973
moz,1993,22.89248
moz,1994,22.56476
moz,1995,22.75076
moz,1998,24.65557
moz,1999,25.22703
moz,2000,25.69553
moz,2001,26.64166
moz,2002,27.32874
moz,2004,29.93549
moz,2005,29.90544
moz,2006,26.43383
moz,2007,33.50666
moz,2008,35.34836
moz,2009,37.16119
moz,2010,39.20276
moz,2011,40.61795
moz,2012,40.96831
moz,2013,41.26583
moz,2014,42.02555
moz,2015,43.10032
moz,2016,43.99716
moz,2017,45.32866
moz,2018,45.71301
moz,2019,45.98232
moz,2020,46.77545
mrt,1971,6.98723
mrt,1977,8.09353
mrt,1978,7.08215
mrt,1979,6.89284
mrt,1980,7.61394
mrt,1981,9.07009
mrt,1983,12.1616
mrt,1986,14.75763
mrt,1987,16.10982
mrt,1988,17.43525
mrt,1989,17.67056
mrt,1990,16.41407
mrt,1991,17.82946
mrt,1992,17.97475
mrt,1993,17.89055
mrt,1994,18.20316
mrt,1995,20.13783
mrt,1998,24.06569
mrt,1999,25.63128
mrt,2000,24.73132
mrt,2001,23.73784
mrt,2002,25.5935
mrt,2003,27.32667
mrt,2004,26.42696
mrt,2005,30.86083
mrt,2006,32.21649
mrt,2007,34.6164
mrt,2008,35.51556
mrt,2009,36.57756
mrt,2010,36.08334
mrt,2011,36.34164
mrt,2012,36.7017
mrt,2013,36.20818
mrt,2014,35.92616
mrt,2015,37.81765
mrt,2016,37.627
mrt,2017,36.36524
mrt,2018,33.44319
mrt,2019,35.43596
mus,1970,41.34432
mus,1971,40.31153
mus,1972,40.69063
mus,1973,40.43198
mus,1974,40.625
mus,1976,42.09986
mus,1977,42.77267
mus,1978,43.4194
mus,1979,41.95219
mus,1980,43.42373
mus,1981,43.05514
mus,1982,42.36751
mus,1983,42.37675
mus,1984,42.4594
mus,1985,42.83721
mus,1986,42.8975
mus,1987,43.43481
mus,1988,43.81636
mus,1989,43.65908
mus,1991,44.62239
mus,1992,46.04592
mus,1993,46.8555
mus,1994,48.62302
mus,1995,49.7372
mus,1996,51.27517
mus,1997,52.30769
mus,1998,53.14906
mus,1999,53.82808
mus,2000,55.07918
mus,2001,56.55326
mus,2002,57.28691
mus,2003,60.51601
mus,2004,61.76624
mus,2005,62.68306
mus,2006,64.38014
mus,2007,64.708
mus,2008,66.44222
mus,2009,68.02347
mus,2010,69.84649
mus,2011,70.97001
mus,2012,72.15773
mus,2013,73.00435
mus,2014,74.63137
mus,2015,75.72222
mus,2016,76.46306
mus,2017,77.37269
mus,2018,78.94832
mus,2019,80.17379
mus,2020,80.67085
mus,2021,80.67085
mwi,1999,40.00392
mwi,2007,37.77306
mwi,2008,38.36271
mwi,2009,39.43005
mwi,2010,40.04175
mwi,2011,40.31845
mwi,2012,40.09844
mwi,2013,39.92791
mwi,2014,41.77968
mwi,2015,41.97527
mwi,2018,44.02552
mwi,2019,45.01205
mys,1980,44.16947
mys,1981,44.90272
mys,1982,45.81809
mys,1983,46.66438
mys,1984,47.96323
mys,1985,50.04485
mys,1987,53.3403
mys,1988,55.3864
mys,1989,56.00246
mys,1990,56.83582
mys,1991,57.15679
mys,1992,58.1904
mys,1993,58.90964
mys,1994,59.14039
mys,1995,59.55992
mys,1996,60.32434
mys,1998,62.92443
mys,1999,66.22073
mys,2000,66.22092
mys,2001,66.90462
mys,2002,67.54233
mys,2003,66.29361
mys,2004,66.9231
mys,2005,65.69404
mys,2006,67.81858
mys,2007,68.40974
mys,2008,68.43486
mys,2009,69.02725
mys,2010,68.70604
mys,2011,69.34988
mys,2012,69.21231
mys,2013,69.09946
mys,2014,69.89292
mys,2015,69.50663
mys,2016,69.61731
mys,2017,69.62418
mys,2018,69.39937
mys,2019,69.74758
nam,1992,64.94685
nam,1999,67.06185
nam,2000,66.82891
nam,2001,66.28508
nam,2004,64.21951
nam,2005,66.85732
nam,2009,68.10447
nam,2010,68.22444
nam,2018,68.49721
ncl,1970,47.02128
ncl,1971,62.00552
ncl,1972,68.26923
ncl,1973,68.30797
ner,1971,20.92308
ner,1973,25.10926
ner,1974,27.85088
ner,1975,32.27976
ner,1976,31.07548
ner,1977,31.37596
ner,1978,32.15449
ner,1979,31.99037
ner,1980,34.02389
ner,1981,30.31896
ner,1982,31.97218
ner,1983,31.55704
ner,1984,31.75281
ner,1985,32.54396
ner,1986,32.79155
ner,1987,34.60338
ner,1989,33.29592
ner,1990,32.0728
ner,1991,32.59762
ner,1992,32.59762
ner,1993,34.47691
ner,1996,33.4249
ner,1997,32.33122
ner,1998,31.62408
ner,1999,30.80381
ner,2000,32.36017
ner,2001,33.08016
ner,2002,33.81595
ner,2003,33.55228
ner,2004,35.11525
ner,2005,37.43945
ner,2006,39.76849
ner,2007,42.9347
ner,2008,44.65516
ner,2009,45.40366
ner,2010,44.67681
ner,2011,45.19152
ner,2012,45.99437
ner,2013,46.94818
ner,2014,48.03888
ner,2015,49.6809
ner,2016,51.01429
ner,2017,53.22701
ner,2018,52.68866
ner,2019,53.65089
ner,2020,55.94495
nga,1970,23.66314
nga,1971,22.39026
nga,1972,26.30602
nga,1973,26.79702
nga,1976,27.98595
nga,1981,34.49008
nga,1982,32.86936
nga,1986,40.77878
nga,1987,36.75761
nga,1989,44.51849
nga,1990,42.90737
nga,1991,42.66035
nga,1992,44.91322
nga,1993,44.81017
nga,1994,46.39255
nga,1995,46.78567
nga,1996,47.94227
nga,1999,48.02474
nga,2000,47.85811
nga,2001,47.40559
nga,2002,49.29141
nga,2003,47.60681
nga,2004,50.75812
nga,2005,50.85985
nga,2006,50.47379
nga,2007,48.2885
nga,2010,48.19972
nga,2018,53.78364
nic,1970,79.09745
nic,1971,81.07538
nic,1972,79.98526
nic,1973,80.1112
nic,1974,81.38686
nic,1978,83.50691
nic,1980,78.02223
nic,1982,79.07125
nic,1983,78.37432
nic,1984,79.35496
nic,1985,74.65031
nic,1986,83.98744
nic,1987,86.32629
nic,1988,88.70832
nic,1989,87.30929
nic,1990,86.90464
nic,1991,86.32951
nic,1993,84.2063
nic,1994,83.65655
