geo,time,se_xpd_seco_zs
irl,2004,35.3211
irl,2005,34.83331
irl,2006,34.78984
irl,2007,34.34091
irl,2008,34.85668
irl,2009,33.64717
irl,2010,33.81313
irl,2011,34.01528
irl,2012,33.42676
irl,2013,33.47738
irl,2014,33.3463
irl,2015,33.29748
irl,2016,35.5457
irn,1971,24.49857
irn,1972,29.60492
irn,1973,31.65645
irn,1974,33.56137
irn,1975,29.2749
irn,1977,21.43331
irn,1981,39.12817
irn,1982,38.26534
irn,1983,44.7933
irn,1984,34.85029
irn,1985,38.64219
irn,1986,40.3836
irn,1987,40.21581
irn,1988,40.19186
irn,1989,40.53659
irn,1990,40.72571
irn,1991,42.88215
irn,1992,42.25372
irn,1993,43.9119
irn,1995,36.98362
irn,1996,35.55177
irn,2001,34.82069
irn,2002,36.3293
irn,2003,36.00739
irn,2004,35.88158
irn,2005,34.6242
irn,2006,46.84861
irn,2007,48.16099
irn,2008,48.88658
irn,2009,49.40769
irn,2010,49.18235
irn,2011,39.27918
irn,2012,41.42852
irn,2013,45.30434
irn,2014,39.66764
irn,2015,37.88715
irn,2016,36.52996
irn,2017,33.03826
irn,2018,34.40004
irq,1977,15.58165
irq,1980,22.05453
irq,1989,27.41091
isl,1990,25.77852
isl,1993,39.9306
isl,1994,41.98937
isl,1996,43.77183
isl,1999,33.85642
isl,2000,32.46631
isl,2001,34.77509
isl,2002,34.21395
isl,2003,34.5466
isl,2004,34.58216
isl,2005,33.64924
isl,2006,33.6148
isl,2007,32.57589
isl,2008,31.9235
isl,2009,31.9646
isl,2010,31.15039
isl,2011,31.74802
isl,2012,28.00106
isl,2013,27.94207
isl,2014,27.6617
isl,2015,28.12977
isl,2016,27.26717
isr,1973,24.32289
isr,1974,26.09665
isr,1975,26.8948
isr,1976,26.55223
isr,1977,28.4163
isr,1978,27.73526
isr,1979,30.43252
isr,1980,29.73465
isr,1981,29.3135
isr,1982,30.05507
isr,1983,29.2199
isr,1984,31.18316
isr,1985,30.96354
isr,1986,30.90086
isr,1987,32.72662
isr,1988,32.58583
isr,1989,32.59436
isr,1990,32.09857
isr,1991,32.39336
isr,1992,31.86813
isr,1993,31.60771
isr,1994,31.20444
isr,1998,29.34957
isr,1999,29.9605
isr,2000,30.03362
isr,2001,29.73651
isr,2002,29.81837
isr,2003,28.91268
isr,2004,29.44452
isr,2005,28.91072
isr,2006,28.85398
isr,2007,27.60624
isr,2008,28.98581
isr,2009,26.84603
isr,2010,25.65405
isr,2011,25.45025
isr,2012,30.3946
isr,2013,29.02769
isr,2014,29.25902
isr,2015,30.62612
isr,2016,30.78177
ita,1974,38.5043
ita,1975,41.80095
ita,1976,44.17197
ita,1978,47.72878
ita,1979,40.44709
ita,1983,36.96798
ita,1984,34.45824
ita,1985,33.993
ita,1986,33.64621
ita,1988,44.51318
ita,1993,48.06108
ita,1994,47.6198
ita,1995,46.70981
ita,1996,48.09204
ita,1998,46.77796
ita,1999,46.091
ita,2000,46.091
ita,2001,48.70972
ita,2002,46.091
ita,2003,47.0519
ita,2004,46.0109
ita,2005,46.50051
ita,2006,46.23502
ita,2007,45.0748
ita,2008,44.59292
ita,2009,43.11217
ita,2010,42.93539
ita,2011,42.47051
ita,2012,42.97316
ita,2013,42.70249
ita,2014,42.41115
ita,2015,42.74304
jam,1973,31.49445
jam,1974,33.82687
jam,1975,36.88485
jam,1976,38.23093
jam,1977,39.78486
jam,1985,32.56811
jam,1986,32.79397
jam,1988,34.55397
jam,1989,30.15133
jam,1990,30.89807
jam,1991,32.98755
jam,1992,34.21687
jam,1993,32.73285
jam,1994,34.39086
jam,1995,37.99477
jam,1996,37.57205
jam,1997,37.48752
jam,2003,41.27429
jam,2004,41.91877
jam,2005,37.9723
jam,2007,35.16639
jam,2008,42.63241
jam,2009,37.05219
jam,2010,36.56752
jam,2011,39.78518
jam,2012,39.16002
jam,2013,39.74381
jam,2014,31.44936
jam,2015,39.44272
jam,2016,38.94375
jam,2017,36.25373
jam,2018,37.74991
jor,1997,33.58381
jor,1999,39.59387
jor,2016,37.01023
jor,2017,37.67145
jor,2018,34.45793
jpn,2013,38.36741
jpn,2014,37.80486
jpn,2016,41.98022
kaz,1997,63.00561
kaz,2015,65.76005
kaz,2016,68.56174
ken,1971,33.57595
ken,1972,31.06926
ken,1973,28.13012
ken,1974,25.41998
ken,1975,23.60559
ken,1976,20.90029
ken,1977,22.09854
ken,1980,16.83096
ken,1981,17.02737
ken,1982,17.35244
ken,1983,18.35644
ken,1984,15.47348
ken,1985,18.24843
ken,1986,18.65023
ken,1988,18.08941
ken,1989,20.49162
ken,1992,20.31562
ken,1993,19.92926
ken,1994,21.5967
ken,2000,17.36166
ken,2001,19.4018
ken,2003,20.85074
ken,2004,23.40954
ken,2006,21.67777
ken,2011,42.55324
ken,2012,41.76315
ken,2013,43.0705
ken,2014,43.12418
ken,2015,41.76367
khm,1998,23.16909
khm,2001,11.24273
khm,2009,41.04203
khm,2010,42.46843
khm,2011,43.28621
khm,2012,44.08978
khm,2013,41.5395
khm,2014,44.05134
kir,1970,39.57655
kir,1971,47.9021
kir,1974,31.20629
kna,1985,40.30629
kna,1987,56.59643
kna,1989,55.69365
kna,1991,56.84034
kna,1992,46.40154
kna,1995,43.11001
kna,1998,24.26678
kna,2015,40.242
kor,1970,20.99144
kor,1971,22.47711
kor,1972,27.31936
kor,1973,24.00435
kor,1975,37.12378
kor,1976,25.15678
kor,1977,32.64837
kor,1979,32.04123
kor,1980,33.79612
kor,1981,18.5407
kor,1982,34.07454
kor,1983,32.75279
kor,1984,35.76489
kor,1985,37.84906
kor,1986,38.40989
kor,1987,39.32426
kor,1988,31.15383
kor,1989,30.09495
kor,1990,33.46811
kor,1991,38.81037
kor,1992,39.60014
kor,1993,39.74832
kor,1994,34.39048
kor,1995,36.64288
kor,1998,37.73606
kor,1999,37.27903
kor,2016,38.67885
kwt,1973,47.77323
kwt,1974,20.01239
kwt,1975,19.89488
kwt,1976,16.57108
kwt,1977,34.71283
kwt,1979,17.23619
kwt,1982,23.21167
kwt,1985,16.98413
kwt,1986,17.14248
kwt,1992,11.73708
kwt,1996,14.28773
kwt,1997,0
kwt,2002,36.72516
kwt,2004,35.83639
kwt,2005,36.22892
kwt,2006,36.21136
lao,1992,55.70171
lao,1996,27.63654
lao,1997,31.81915
lao,2002,18.99663
lao,2009,31.47717
lao,2010,29.8939
lao,2011,36.09804
lao,2012,34.19455
lao,2013,37.71921
lao,2014,38.59679
lbn,1993,18.4969
lbn,1994,18.76429
lbn,1995,0
lbn,1996,0
lbn,2012,14.7286
lbn,2013,17.09177
lbr,1978,37.64126
lbr,1980,24.52064
lbr,2012,34.48811
lbr,2018,53.44416
lby,1977,30.07607
lca,1972,26.93975
lca,1973,41.97815
lca,1974,30.1043
lca,1975,31.91694
lca,1976,28.24563
lca,1982,42.21104
lca,1986,26.97168
lca,1994,18.60835
lca,1999,26.02765
lca,2004,33.39897
lca,2009,44.09285
lca,2010,45.58441
lca,2011,45.07557
lca,2012,45.7141
lca,2013,38.88502
lca,2014,40.34032
lca,2015,43.81544
lca,2016,30.798
lca,2018,40.27441
lie,2003,42.58055
lie,2004,42.55404
lie,2006,47.25832
lie,2007,47.24865
lie,2008,52.38612
lie,2011,47.42838
lka,1973,53.50307
lka,2009,48.18927
lka,2010,53.22425
lka,2011,51.45251
lka,2012,50.77935
lka,2013,49.08597
lka,2014,47.10653
lka,2015,47.111
lka,2016,50.4102
lka,2017,51.1788
lka,2018,45.74178
lso,1971,27.59982
lso,1972,26.53473
lso,1973,23.38949
lso,1974,29.99158
lso,1983,23.34833
lso,1984,37.98881
lso,1985,38.77328
lso,1988,30.47482
lso,1989,32.60263
lso,1993,28.27164
lso,1994,27.72707
lso,1995,34.35473
lso,1997,38.75452
lso,1999,21.59248
lso,2000,27.67399
lso,2001,23.79172
lso,2005,18.27199
lso,2006,17.85661
lso,2008,20.52004
lso,2018,30.06448
ltu,2003,50.43344
ltu,2004,51.07145
ltu,2005,50.5607
ltu,2006,50.7728
ltu,2007,50.38681
ltu,2008,51.86274
ltu,2009,52.30454
ltu,2010,44.85941
ltu,2011,40.41605
ltu,2012,39.66126
ltu,2013,38.46483
ltu,2014,37.66577
ltu,2015,36.67061
ltu,2016,38.62685
lux,1970,43.34943
lux,1971,44.91431
lux,1972,42.76253
lux,1973,47.03868
lux,1975,44.89386
lux,1976,49.67777
lux,1977,46.70134
lux,1978,37.50542
lux,1979,37.67388
lux,1980,37.37478
lux,1981,38.09107
lux,1982,32.12525
lux,1983,51.48395
lux,1986,46.4188
lux,1987,44.29033
lux,1988,44.28705
lux,1989,44.38716
lux,1995,43.28312
lux,1996,41.38669
lux,2012,44.1319
lux,2014,42.18472
lux,2015,40.71012
lva,1997,62.67919
lva,1998,40.89613
lva,1999,44.30794
lva,2000,48.66457
lva,2001,51.64336
lva,2002,52.87009
lva,2003,54.61493
lva,2004,56.44562
lva,2006,43.02174
lva,2007,41.51733
lva,2008,40.63561
lva,2009,40.23726
lva,2010,38.39372
lva,2011,34.6651
lva,2012,33.10214
lva,2013,32.73397
lva,2014,31.20274
lva,2015,31.39477
lva,2016,33.40473
mac,1998,29.11392
mac,2000,24.97225
mar,1973,49.38199
mar,1974,49.02371
mar,1975,49.05163
mar,1976,48.8921
mar,1977,50.61688
mar,1978,51.38749
mar,1979,51.84627
mar,1980,48.77474
mar,1981,46.98006
mar,1982,47.13974
mar,1983,48.10538
mar,1984,48.03068
mar,1985,48.61634
mar,1986,46.39983
mar,1987,46.72061
mar,1988,43.84058
mar,1989,47.6661
mar,1990,48.36898
mar,1991,49.03274
mar,1995,48.27018
mar,1998,43.19333
mar,1999,43.22537
mar,2008,43.07103
mar,2009,41.92745
mco,1988,58
mco,1989,53.4202
mco,1992,65.5081
mco,1995,60.98055
mco,1996,60.01025
mco,1997,54.33458
mco,1998,53.36099
mco,1999,52.4779
mco,2000,48.68196
mco,2004,45.83096
mco,2009,38.99344
mco,2010,37.74654
mco,2011,51.44008
mco,2012,57.83414
mco,2013,52.34058
mco,2014,41.06121
mco,2016,31.46299
mda,2007,47.52945
mda,2008,37.32309
mda,2009,38.13276
mda,2010,37.2975
mda,2011,36.36441
mda,2012,34.87324
mda,2014,35.74184
mda,2016,34.76254
mda,2017,35.32724
mda,2018,35.99677
mdg,1972,25.75688
mdg,1973,33.43167
mdg,1974,36.56267
mdg,1975,31.97103
mdg,1976,31.28342
mdg,1977,18.96081
mdg,1979,27.94834
mdg,1980,23.40744
mdg,1981,23.42356
mdg,1982,17.54082
mdg,1983,25.77307
mdg,1984,23.29172
mdg,1985,26.3704
mdg,1993,34.34856
mdg,1997,33.43317
mdg,1998,32.01082
mdg,2005,18.9232
mdg,2006,18.06897
mdg,2007,15.93341
mdg,2008,22.07921
mdg,2009,18.20152
mdg,2011,22.31238
mdg,2012,19.34486
mdv,2006,39.91031
mdv,2008,39.90137
mdv,2009,25.12679
mdv,2010,25.03874
mdv,2011,25.72881
mdv,2012,23.82392
mdv,2013,23.47693
mdv,2014,23.89389
mdv,2015,24.30527
mdv,2016,21.60521
mex,1989,30.43989
mex,1990,28.98346
mex,1991,29.46036
mex,1992,27.58486
mex,1994,32.30414
mex,1995,32.8229
mex,1998,36.77262
mex,1999,29.11088
mex,2001,34.4072
mex,2002,28.72046
mex,2003,29.18475
mex,2004,29.5445
mex,2005,30.26007
mex,2006,29.79115
mex,2007,29.49101
mex,2008,28.71158
mex,2009,30.24801
mex,2010,30.25379
mex,2011,30.66226
mex,2012,31.36863
mex,2013,35.20388
mex,2014,31.9821
mex,2015,32.31004
mex,2016,32.94466
mhl,2002,38.90212
mkd,1992,24.02202
mkd,1993,21.91826
mkd,1994,23.26601
mkd,1995,22.65445
mkd,1996,23.34529
mli,1978,24.80653
mli,1980,25.25411
mli,1981,22.59395
mli,1982,22.07496
mli,1986,22.5364
mli,1998,39.69857
mli,1999,39.69913
mli,2008,43.51478
mli,2009,39.24395
mli,2010,53.77242
mli,2011,37.97895
mli,2012,39.91703
mli,2013,40.1872
mli,2014,34.11942
mli,2015,33.00698
mli,2016,37.39832
mli,2017,37.00151
mlt,1973,39.68655
mlt,1974,45.64344
mlt,1975,45.99906
mlt,1976,50.51443
mlt,1977,51.60037
mlt,1978,52.98971
mlt,1979,51.50321
mlt,1981,45.10263
mlt,1982,45.83018
mlt,1983,41.89108
mlt,1984,45.07321
mlt,1985,44.91928
mlt,1986,45.79503
mlt,1987,47.01337
mlt,1988,45.97624
mlt,1989,42.0274
mlt,1990,44.02566
mlt,1991,39.25569
mlt,1992,39.99952
mlt,1998,42.84794
mlt,2002,47.19542
mlt,2004,39.84703
mlt,2007,44.03464
mlt,2008,52.19563
mlt,2009,47.27325
mlt,2010,45.7106
mlt,2011,64.58281
mlt,2012,46.5654
mlt,2013,35.84567
mlt,2014,32.97972
mlt,2015,37.54411
mmr,1995,35.88391
mmr,2011,23.5443
mmr,2017,39.40016
mmr,2018,40.96351
mmr,2019,38.38058
mng,1997,61.73312
mng,2004,32.82562
mng,2010,33.6604
mng,2011,30.38636
mng,2012,37.86476
mng,2013,35.27668
mng,2014,35.22189
mng,2015,33.73314
mng,2016,28.262
mng,2017,29.22618
moz,2006,29.27021
moz,2012,29.43184
moz,2013,30.60395
mrt,1997,36.14238
mrt,1999,31.44452
mrt,2008,25.59149
mrt,2010,23.20389
mrt,2011,21.10855
mrt,2012,28.64948
mrt,2013,23.33516
mrt,2016,25.86476
mus,1971,19.88493
mus,1972,21.16011
mus,1973,22.04751
mus,1975,21.62519
mus,1977,30.39732
mus,1978,46.64906
mus,1981,43.01653
mus,1982,39.31915
mus,1983,38.01226
mus,1984,37.32745
mus,1985,43.05043
mus,1986,36.56936
mus,1987,38.75145
mus,1988,37.95649
mus,1989,40.01388
mus,1990,40.98019
mus,1991,35.28137
mus,2001,40.6777
mus,2002,38.30222
mus,2003,39.79143
mus,2004,40.23315
mus,2005,44.18119
mus,2006,46.08863
mus,2008,48.64084
mus,2009,47.93064
mus,2010,52.64606
mus,2011,48.71658
mus,2012,53.75406
mus,2013,54.47862
mus,2014,61.62625
mus,2015,64.14047
mus,2016,63.72382
mus,2017,63.08222
mus,2018,62.72406
mwi,1971,43.92348
mwi,1972,29.05958
mwi,1973,24.25304
mwi,1974,25.10457
mwi,1975,24.17054
mwi,1976,26.13202
mwi,1986,22.81108
mwi,1987,17.24573
mwi,1988,14.52584
mwi,1989,31.66615
mwi,1990,27.17081
mwi,1995,12.42299
mwi,1996,13.9821
mwi,1999,10.08465
mwi,2000,21.44074
mwi,2001,22.49519
mwi,2003,21.10633
mwi,2010,24.09011
mwi,2011,30.40239
mwi,2013,24.43508
mwi,2014,24.66459
mwi,2015,27.80192
mwi,2016,28.75596
mys,1971,30.39466
mys,1979,33.686
mys,1980,36.1689
mys,1981,37.33167
mys,1982,36.27728
mys,1984,40.28629
mys,1985,38.06848
mys,1986,37.50691
mys,1987,38.27834
mys,1992,35.93872
mys,1993,39.38865
mys,1994,41.93759
mys,1995,39.43691
mys,1996,35.8999
mys,1997,29.89247
mys,2000,34.50718
mys,2001,33.40651
mys,2002,33.50976
mys,2003,34.12187
mys,2004,35.09463
mys,2006,29.56057
mys,2007,29.46265
mys,2008,28.2341
mys,2009,32.80581
mys,2010,33.71674
mys,2011,30.55443
mys,2012,34.46018
mys,2013,34.21182
mys,2016,39.42596
mys,2017,42.05227
mys,2018,41.36964
nam,1999,27.30851
nam,2000,27.22445
nam,2001,27.22445
nam,2002,24.5463
nam,2003,25.80826
nam,2006,22.92992
nam,2008,18.67858
nam,2010,23.5435
nam,2014,15.30497
ner,1971,26.18783
ner,1990,31.47653
ner,1991,33.14483
ner,1992,30.40688
ner,1993,31.62288
ner,1994,33.08172
ner,1995,31.62534
ner,1996,32.31894
ner,2006,21.5495
ner,2007,19.43827
ner,2008,21.24667
ner,2009,20.92634
ner,2010,21.27996
ner,2011,24.27781
ner,2012,23.82971
ner,2013,25.09039
ner,2014,29.12006
ner,2015,32.16961
ner,2016,17.42288
ner,2017,17.61152
nga,1974,26.9519
nga,1975,28.49893
nic,1970,19.47031
nic,1971,21.61815
nic,1979,25.79525
nic,1980,22.17767
nic,1982,18.97327
nic,1984,13.60398
nic,1987,18.97834
nic,1992,18.33406
nic,2010,13.23297
nld,1970,34.52007
nld,1971,36.70631
nld,1972,34.84766
nld,1973,34.28206
nld,1974,33.31763
nld,1975,36.96917
nld,1976,37.16795
nld,1977,35.50563
nld,1978,35.69887
nld,1979,36.1168
nld,1980,35.83363
nld,1981,36.3868
nld,1982,37.81743
nld,1983,38.30635
nld,1984,38.32964
nld,1985,35.60884
nld,1986,34.07015
nld,1987,34.88865
nld,1988,33.5687
nld,1990,38.5925
nld,1991,37.48774
nld,1993,39.39297
nld,1994,39.58294
nld,1995,39.7498
nld,1996,39.98002
nld,1998,39.0926
nld,2015,40.90696
nld,2016,40.48964
nld_curacao,2013,33.92904
nor,1972,22.09715
nor,1973,22.27302
nor,1974,22.12846
nor,1975,25.14154
nor,1976,24.42919
nor,1977,26.84498
nor,1978,27.65795
nor,1980,24.56922
nor,1981,25.35705
nor,1982,24.99455
nor,1983,26.70054
nor,1984,27.88829
nor,1985,28.64199
nor,1986,28.18501
nor,1987,27.1995
nor,1988,25.97356
nor,1989,24.2748
nor,1990,23.91217
nor,1991,28.25198
nor,1992,27.6326
nor,1994,23.27422
nor,1995,23.90583
nor,1996,22.97331
nor,1997,20.74571
nor,1998,33.70002
nor,2002,33.12719
nor,2003,36.04755
nor,2004,35.09394
nor,2005,35.66889
nor,2006,35.14526
nor,2007,34.97291
nor,2008,34.81273
nor,2009,35.12201
nor,2010,35.33097
nor,2011,35.23849
nor,2013,28.54648
nor,2014,26.97505
nor,2015,29.36497
nor,2016,28.57616
npl,1998,22.79511
npl,1999,24.64161
npl,2000,21.9576
npl,2001,22.82665
npl,2002,23.07671
npl,2003,22.06686
npl,2008,24.16327
npl,2009,23.50926
npl,2010,30.50377
npl,2011,31.80731
npl,2012,32.1708
npl,2013,32.12449
npl,2014,33.05305
npl,2015,33.31876
nzl,1973,30.04458
nzl,1974,29.21857
nzl,1975,31.89839
nzl,1976,27.92545
nzl,1977,32.5249
nzl,1978,32.76337
nzl,1979,33.99872
nzl,1980,26.19329
nzl,1981,30.28179
nzl,1982,27.22328
nzl,1984,28.60541
nzl,1985,29.79912
nzl,1986,29.26067
nzl,1987,30.11863
nzl,1988,29.45308
nzl,1989,26.09478
nzl,1994,42.85714
nzl,1995,41.09663
nzl,1996,40.16114
nzl,1997,40.16085
nzl,2013,37.87262
nzl,2014,38.30192
nzl,2015,36.97927
nzl,2016,35.61468
omn,1986,33.31103
omn,1987,34.07005
omn,1988,34.67756
omn,1989,37.23026
omn,1990,37.1862
omn,1991,40.29609
omn,1992,43.23773
omn,1993,45.99902
omn,1994,49.89947
omn,1995,50.31439
omn,1996,51.74586
omn,1997,51.33598
omn,1998,50.73488
omn,2002,43.20537
omn,2004,42.71646
omn,2005,41.82647
omn,2009,40.16299
omn,2013,32.14099
pak,1971,26.85974
pak,1972,26.12494
pak,1973,22.8556
pak,1974,30.26487
pak,1975,29.82761
pak,1976,30.3917
pak,1977,33.0123
pak,1978,24.41096
pak,1979,33.79232
pak,1980,32.65366
pak,1981,32.98934
pak,1982,32.47542
pak,1983,35.69045
pak,1984,32.43231
pak,1985,36.89358
pak,1986,37.48517
pak,1987,36.8799
pak,1989,33.83652
pak,1990,30.18118
pak,1991,29.76331
pak,1992,29.04465
pak,1993,28.03971
pak,1994,29.29273
pak,1995,28.47202
pak,1996,29.3042
pak,1997,27.33387
pak,2013,25.13369
pak,2014,33.37814
pak,2015,37.38993
pan,1970,26.46407
pan,1971,26.5168
pan,1972,26.63956
pan,1973,24.88682
pan,1974,27.35169
pan,1975,23.89325
pan,1976,20.14102
pan,1977,20.8575
pan,1978,21.96875
pan,1979,25.51875
pan,1980,21.68519
pan,1981,21.26792
pan,1982,24.16244
pan,1983,24.18813
pan,1984,25.34828
pan,1985,25.79518
pan,1986,26.53558
pan,1987,26.33298
pan,1994,21.97609
pan,1995,21.09187
pan,1996,20.05073
pan,1997,22.25568
pan,1999,31.37637
pan,2000,33.89391
pan,2001,26.39545
pan,2002,29.22263
pan,2004,25.94862
pan,2011,22.42744
per,1973,23.37686
per,1996,19.61847
per,1998,29.57983
per,1999,26.61103
per,2000,28.37923
per,2001,29.58975
per,2002,30.49274
per,2003,30.31172
per,2004,31.75784
per,2005,31.38581
per,2006,35.50438
per,2007,35.71264
per,2008,33.30163
per,2009,33.47837
per,2010,34.21539
per,2011,31.40533
per,2012,31.86791
per,2013,28.486
per,2014,30.71785
per,2015,30.77965
per,2016,32.52512
per,2017,33.77806
per,2018,34.22307
phl,1980,16.49128
phl,1982,10.19575
phl,1983,12.07909
phl,1986,13.12293
phl,1995,20.81091
phl,1996,25.91492
phl,1997,20.87274
phl,2000,21.80575
phl,2001,21.92228
phl,2002,22.21366
phl,2003,24.5403
phl,2004,25.83594
phl,2005,26.79191
phl,2007,24.77302
phl,2008,25.41401
phl,2009,29.69366
plw,2001,9.5649
png,1972,29.13433
png,1977,21.66349
pol,1998,22.20736
pol,2002,37.93355
pol,2003,37.64291
pol,2004,36.37068
pol,2005,36.60987
pol,2006,38.22151
pol,2007,37.62045
pol,2008,36.4423
pol,2009,36.89908
pol,2010,35.5027
pol,2011,34.64411
pol,2012,33.95379
pol,2013,32.71957
pol,2014,31.42309
pol,2015,30.80409
pol,2016,31.30777
pri,1971,0
pri,1972,0
pri,1973,0
pri,1974,0
pri,1975,0
pri,1976,0
pri,1977,0
pri,1978,0
pri,2013,23.56403
pri,2014,24.60614
prt,1973,19.08407
prt,1974,23.57627
prt,1975,23.4578
prt,1976,23.32148
prt,1978,31.73424
prt,1979,30.8621
prt,1980,28.60363
prt,1981,28.689
prt,1982,29.37945
prt,1983,24.62066
prt,1984,30.52846
prt,1985,32.38617
prt,1986,30.77275
prt,1987,30.41921
prt,1988,28.13093
prt,1989,33.67748
prt,1990,34.02403
prt,1991,37.67725
prt,1992,38.85591
prt,1993,35.06783
prt,1994,38.63812
prt,1995,42.62798
prt,1996,41.40623
prt,1999,43.37904
prt,2000,42.96321
prt,2001,42.44916
prt,2002,42.16323
prt,2003,40.97177
prt,2004,41.16126
prt,2005,40.7537
prt,2006,40.41454
prt,2007,39.5278
prt,2008,42.09272
prt,2009,44.87685
prt,2010,44.01338
prt,2011,43.71099
prt,2012,44.64523
prt,2013,43.91554
prt,2014,42.2865
prt,2015,42.60779
pry,1970,16.8118
pry,1971,18.36335
pry,1985,37.34647
pry,1990,22.60072
pry,2000,29.91065
pry,2001,28.86321
pry,2002,28.34365
pry,2003,28.48819
pry,2004,29.79304
pry,2007,35.34182
pry,2010,36.12974
pry,2011,31.24133
pry,2012,32.99166
pry,2016,31.27849
qat,1971,24.83707
qat,1972,31.65469
qat,1973,32.08532
qat,1976,34.29886
qat,1977,30.35918
qat,1978,27.88282
qat,2009,14.74059
rou,1996,25.03387
rou,2003,40.12788
rou,2004,44.53602
rou,2005,44.27116
rou,2006,19.52372
rou,2007,35.28172
rou,2008,35.82631
rou,2009,35.72018
rou,2010,35.75163
rou,2011,34.16015
rou,2012,35.96518
rou,2014,40.85877
rou,2015,41.1143
rou,2016,39.09286
rwa,1977,17.34922
rwa,1978,16.98913
rwa,1979,15.48839
rwa,1980,18.856
rwa,1981,12.45432
rwa,1987,14.59235
rwa,1988,17.76359
rwa,1989,16.93437
rwa,2000,16.68292
rwa,2007,19.75947
rwa,2008,24.98727
rwa,2010,30.68117
rwa,2011,37.64952
rwa,2012,36.48545
rwa,2013,41.71371
rwa,2015,42.62479
rwa,2016,52.82524
rwa,2018,38.25006
sdn,1971,21.60896
sdn,1981,32.95736
sen,1998,25.31535
sen,2005,22.41654
sen,2006,25.29974
sen,2008,24.06448
sen,2009,24.69314
sen,2010,27.89071
sen,2011,28.48812
sen,2012,27.80532
sen,2013,27.39777
sen,2014,33.32652
sen,2015,29.34685
sen,2016,16.65363
sen,2018,16.82038
sgp,1971,35.35322
sgp,1972,37.36618
sgp,1973,37.94966
sgp,1974,33.56813
sgp,1975,36.48062
sgp,1976,36.24598
sgp,1977,40.53614
sgp,1978,39.77088
sgp,1979,40.56598
sgp,1980,43.13853
sgp,1981,44.58881
sgp,1982,39.93105
sgp,1983,31.7523
sgp,1988,34.83018
sgp,2008,25.60021
sgp,2009,24.81203
sgp,2010,24.96839
sgp,2011,23.83451
sgp,2012,21.47359
sgp,2013,22.96219
slb,1971,47.72727
slb,1991,29.79541
sle,2007,24.75541
sle,2008,24.9874
sle,2009,28.34971
sle,2010,26.35629
sle,2011,26.29405
sle,2012,24.07215
sle,2013,22.15584
sle,2014,23.38177
sle,2016,11.98943
sle,2017,20.22571
sle,2018,20.47294
slv,1975,7.28819
slv,1998,23.49308
slv,2000,20.76394
slv,2002,25.79439
slv,2003,26.27874
slv,2005,29.08814
slv,2006,23.03018
slv,2007,26.96924
slv,2008,22.04623
slv,2009,28.74746
slv,2010,30.09465
slv,2012,30.71499
slv,2013,30.74863
slv,2014,30.79958
slv,2015,31.77691
slv,2016,35.26749
slv,2017,34.89118
slv,2018,34.02135
smr,1975,31.97987
smr,1981,27.0281
smr,1982,28.14096
smr,1984,29.43832
smr,1990,32.41975
smr,1991,28.98556
smr,1992,29.99142
smr,1993,29.78379
smr,1994,32.20348
smr,1995,32.77738
smr,1996,32.91093
smr,2010,39.51719
smr,2011,35.76131
smr,2017,34.72677
som,1972,43.20146
som,1973,38.3235
srb,2007,24.24813
srb,2008,23.73194
srb,2009,23.58812
srb,2010,23.25862
srb,2011,23.13767
srb,2015,22.88597
ssd,2011,11.80905
ssd,2013,10.65209
ssd,2014,16.60396
ssd,2015,17.9931
ssd,2016,12.22592
ssd,2017,18.49517
stp,2012,21.255
stp,2013,26.96681
stp,2014,22.60819
svk,1992,19.99172
svk,1993,21.02285
svk,1994,20.7702
svk,1995,22.84218
svk,1996,29.48782
svk,1997,23.66786
svk,1999,55.13073
svk,2000,51.02616
svk,2001,51.25625
svk,2002,53.23667
svk,2003,50.55138
svk,2004,50.38545
svk,2005,48.89943
svk,2006,46.41545
svk,2007,46.63489
svk,2008,45.70063
svk,2009,47.08573
svk,2010,46.93986
svk,2011,44.58291
svk,2012,44.13289
svk,2013,42.7185
svk,2014,41.84189
svk,2015,37.9295
svk,2016,42.18401
svn,1991,38.27663
svn,1992,44.98184
svn,1993,48.12207
svn,1994,46.97173
svn,1995,51.34839
svn,2001,49.20228
svn,2002,47.08432
svn,2003,46.59452
svn,2010,37.08222
svn,2011,36.35394
svn,2012,33.57312
svn,2013,33.83716
svn,2014,33.21899
svn,2015,34.38879
svn,2016,34.51418
swe,1979,14.7998
swe,1980,11.47344
swe,1981,14.49656
swe,1990,24.18346
swe,1991,23.10801
swe,1992,24.41318
swe,1993,22.62164
swe,1995,40.20865
swe,1996,38.65748
swe,1998,39.68176
swe,1999,38.39215
swe,2000,37.74313
swe,2001,37.73357
swe,2002,36.44994
swe,2003,36.41856
swe,2004,37.256
swe,2005,38.21497
swe,2006,38.60232
swe,2007,38.85044
swe,2008,37.87065
swe,2009,36.78404
swe,2010,35.58738
swe,2011,35.42212
swe,2012,28.82357
swe,2013,27.89324
swe,2014,27.47981
swe,2015,27.10897
swe,2016,27.39142
swz,1976,36.70918
swz,1977,39.05648
swz,1978,28.74201
swz,1979,44.23108
swz,1980,43.86156
swz,1981,37.56252
swz,1982,39.47205
swz,1987,28.2965
swz,1988,30.4978
swz,1989,29.51532
swz,1990,27.95196
swz,1994,23.99361
swz,1995,26.07995
swz,1996,27.19777
swz,1999,26.90439
swz,2000,27.84108
swz,2001,33.34727
