geo,time,eg_gdp_puse_ko_pp_kd
gtm,2008,12.4053
gtm,2009,10.85906
gtm,2010,10.26141
gtm,2011,9.99678
gtm,2012,10.13392
gtm,2013,9.65977
gtm,2014,9.19368
guy,1990,9.42169
guy,2004,12.65484
guy,2005,12.00688
guy,2006,12.49656
guy,2007,13.39522
hkg,1990,19.06382
hkg,1991,19.42521
hkg,1992,17.36883
hkg,1993,18.60588
hkg,1994,19.54055
hkg,1995,20.08632
hkg,1996,21.24829
hkg,1997,23.21787
hkg,1998,16.73748
hkg,1999,13.99359
hkg,2000,17.81077
hkg,2001,17.18396
hkg,2002,18.82357
hkg,2003,18.85632
hkg,2004,21.82287
hkg,2005,23.68697
hkg,2006,24.03816
hkg,2007,23.82396
hkg,2008,24.81625
hkg,2009,22.99551
hkg,2010,26.38434
hkg,2011,25.61934
hkg,2012,26.96382
hkg,2013,28.4132
hkg,2014,28.60175
hnd,1990,8.30896
hnd,1991,7.96344
hnd,1992,8.09939
hnd,1993,8.43936
hnd,1994,8.14688
hnd,1995,8.13698
hnd,1996,8.2559
hnd,1997,7.90546
hnd,1998,7.62746
hnd,1999,8.61164
hnd,2000,9.03159
hnd,2001,8.6026
hnd,2002,8.57856
hnd,2003,8.25064
hnd,2004,8.13175
hnd,2005,8.25074
hnd,2006,9.04878
hnd,2007,8.18251
hnd,2008,8.599
hnd,2009,8.75612
hnd,2010,8.8695
hnd,2011,8.30666
hnd,2012,8.54106
hnd,2013,8.65293
hnd,2014,8.6589
hrv,1995,8.95112
hrv,1996,9.18994
hrv,1997,9.22239
hrv,1998,9.12371
hrv,1999,9.1538
hrv,2000,9.7837
hrv,2001,9.71134
hrv,2002,9.97976
hrv,2003,9.81663
hrv,2004,10.22839
hrv,2005,10.51166
hrv,2006,11.09244
hrv,2007,11.19161
hrv,2008,11.6971
hrv,2009,11.21568
hrv,2010,11.21055
hrv,2011,11.47609
hrv,2012,11.91553
hrv,2013,12.12672
hrv,2014,12.68412
hti,1990,15.97218
hti,1991,16.29431
hti,1992,14.85784
hti,1993,14.54119
hti,1994,13.93869
hti,1995,12.99551
hti,1996,11.79007
hti,1997,11.49183
hti,1998,11.73383
hti,1999,11.89351
hti,2000,12.39371
hti,2001,12.08872
hti,2002,10.86572
hti,2003,11.70636
hti,2004,11.1997
hti,2005,7.75344
hti,2006,7.66329
hti,2007,7.65793
hti,2008,7.7616
hti,2009,8.1015
hti,2010,7.60214
hti,2011,7.71866
hti,2012,7.48625
hti,2013,7.76075
hti,2014,7.79032
hun,1991,6.2174
hun,1992,6.576
hun,1993,6.39187
hun,1994,6.79395
hun,1995,6.63886
hun,1996,6.47495
hun,1997,6.81287
hun,1998,7.16623
hun,1999,7.44143
hun,2000,7.93052
hun,2001,8.0601
hun,2002,8.44121
hun,2003,8.60611
hun,2004,9.0597
hun,2005,8.94159
hun,2006,9.37008
hun,2007,9.6061
hun,2008,9.79864
hun,2009,9.75302
hun,2010,9.53154
hun,2011,10.00363
hun,2012,10.49462
hun,2013,11.15506
hun,2014,11.44327
hun,2015,11.31708
idn,1990,8.33532
idn,1991,8.49534
idn,1992,8.67923
idn,1993,8.41518
idn,1994,9.03772
idn,1995,8.86777
idn,1996,9.22641
idn,1997,9.34595
idn,1998,8.30064
idn,1999,7.98668
idn,2000,7.73088
idn,2001,7.82861
idn,2002,7.88798
idn,2003,8.24165
idn,2004,8.12008
idn,2005,8.43302
idn,2006,8.69247
idn,2007,9.28777
idn,2008,9.65527
idn,2009,9.34549
idn,2010,9.44814
idn,2011,10.41339
idn,2012,10.64223
idn,2013,10.94789
idn,2014,11.08828
ind,1990,5.17927
ind,1991,5.0237
ind,1992,5.11231
ind,1993,5.23
ind,1994,5.372
ind,1995,5.46494
ind,1996,5.70298
ind,1997,5.70752
ind,1998,5.91844
ind,1999,6.09093
ind,2000,6.17941
ind,2001,6.38597
ind,2002,6.43651
ind,2003,6.78007
ind,2004,6.94769
ind,2005,7.21553
ind,2006,7.4079
ind,2007,7.54887
ind,2008,7.41705
ind,2009,7.26435
ind,2010,7.5402
ind,2011,7.61234
ind,2012,7.64939
ind,2013,7.95406
ind,2014,8.03779
irl,1990,9.37354
irl,1991,9.47466
irl,1992,9.90927
irl,1993,9.98683
irl,1994,10.06268
irl,1995,10.93745
irl,1996,11.01538
irl,1997,11.61148
irl,1998,11.90463
irl,1999,12.54432
irl,2000,13.23417
irl,2001,13.39557
irl,2002,14.14719
irl,2003,14.93394
irl,2004,15.46922
irl,2005,16.25275
irl,2006,16.99388
irl,2007,17.42692
irl,2008,16.91392
irl,2009,16.6171
irl,2010,16.80385
irl,2011,18.60099
irl,2012,18.59252
irl,2013,18.98258
irl,2014,21.0349
irl,2015,25.35882
irn,1990,7.01709
irn,1991,7.11457
irn,1992,6.95215
irn,1993,6.52345
irn,1994,5.78937
irn,1995,5.65791
irn,1996,6.17052
irn,1997,5.5411
irn,1998,5.55929
irn,1999,4.94648
irn,2000,5.3699
irn,2001,4.99169
irn,2002,5.17774
irn,2003,5.4468
irn,2004,5.21351
irn,2005,4.84759
irn,2006,4.87012
irn,2007,4.9783
irn,2008,4.65712
irn,2009,4.71307
irn,2010,4.98497
irn,2011,5.01783
irn,2012,4.46354
irn,2013,4.36989
irn,2014,4.26043
irq,1990,6.56305
irq,1991,2.96409
irq,1992,2.64516
irq,1993,2.64781
irq,1994,2.42703
irq,1995,2.58014
irq,1996,2.86104
irq,1997,2.9152
irq,1998,5.51054
irq,1999,8.38445
irq,2000,8.32855
irq,2001,7.58093
irq,2002,7.31857
irq,2003,5.04502
irq,2004,7.51911
irq,2005,7.54962
irq,2006,8.45294
irq,2007,8.46384
irq,2008,8.45671
irq,2009,7.29455
irq,2010,6.81646
irq,2011,6.70037
irq,2012,6.83144
irq,2013,6.83225
irq,2014,6.82846
isl,1995,4.0779
isl,1996,3.9574
isl,1997,4.27918
isl,1998,4.31769
isl,1999,3.99508
isl,2000,3.74434
isl,2001,4.02541
isl,2002,3.93206
isl,2003,4.01585
isl,2004,4.37577
isl,2005,4.57057
isl,2006,3.92311
isl,2007,3.58246
isl,2008,3.2408
isl,2009,2.88396
isl,2010,2.78783
isl,2011,2.65377
isl,2012,2.74759
isl,2013,2.75984
isl,2014,2.81594
isl,2015,2.98319
isr,1995,9.38153
isr,1996,9.673
isr,1997,9.53264
isr,1998,9.69276
isr,1999,10.31545
isr,2000,10.32974
isr,2001,9.84935
isr,2002,10.00506
isr,2003,9.64746
isr,2004,10.39289
isr,2005,11.27754
isr,2006,10.8216
isr,2007,11.21848
isr,2008,10.56049
isr,2009,11.35519
isr,2010,11.13064
isr,2011,11.77337
isr,2012,11.54507
isr,2013,12.69057
isr,2014,13.46766
isr,2015,13.42974
ita,1990,14.15916
ita,1991,14.03152
ita,1992,14.23764
ita,1993,14.19049
ita,1994,14.68121
ita,1995,13.91282
ita,1996,14.10133
ita,1997,14.15815
ita,1998,14.02179
ita,1999,14.03362
ita,2000,14.29321
ita,2001,14.52331
ita,2002,14.45885
ita,2003,13.81752
ita,2004,13.91766
ita,2005,13.76837
ita,2006,14.14389
ita,2007,14.40084
ita,2008,14.45268
ita,2009,14.66066
ita,2010,14.55829
ita,2011,15.16484
ita,2012,15.31825
ita,2013,15.61099
ita,2014,16.52466
ita,2015,16.21749
jam,1990,7.46698
jam,1991,7.79897
jam,1992,7.55403
jam,1993,8.24081
jam,1994,8.1948
jam,1995,7.88025
jam,1996,7.46876
jam,1997,7.38413
jam,1998,6.93912
jam,1999,6.8214
jam,2000,6.50538
jam,2001,6.57233
jam,2002,7.18866
jam,2003,7.15319
jam,2004,7.16553
jam,2005,7.31806
jam,2006,6.72064
jam,2007,6.77842
jam,2008,7.99064
jam,2009,8.91112
jam,2010,9.91767
jam,2011,9.45808
jam,2012,9.68106
jam,2013,9.36495
jam,2014,9.66208
jor,1990,8.63075
jor,1991,8.48444
jor,1992,8.63601
jor,1993,9.10932
jor,1994,8.91905
jor,1995,8.89053
jor,1996,8.84599
jor,1997,8.94541
jor,1998,8.91125
jor,1999,9.24209
jor,2000,9.20312
jor,2001,9.78564
jor,2002,9.85517
jor,2003,10.04018
jor,2004,9.06885
jor,2005,9.13444
jor,2006,9.61835
jor,2007,9.89186
jor,2008,10.81734
jor,2009,10.76819
jor,2010,11.56764
jor,2011,11.94709
jor,2012,11.01524
jor,2013,11.48182
jor,2014,11.21411
jpn,1990,9.27309
jpn,1991,9.49588
jpn,1992,9.35717
jpn,1993,9.2487
jpn,1994,8.85822
jpn,1995,8.86098
jpn,1996,8.95073
jpn,1997,8.9441
jpn,1998,8.99696
jpn,1999,8.8265
jpn,2000,8.89437
jpn,2001,9.07514
jpn,2002,9.09482
jpn,2003,9.30513
jpn,2004,9.21394
jpn,2005,9.41443
jpn,2006,9.55898
jpn,2007,9.78925
jpn,2008,10.05102
jpn,2009,9.94366
jpn,2010,9.77841
jpn,2011,10.56538
jpn,2012,10.9505
jpn,2013,11.0913
jpn,2014,11.4498
jpn,2015,11.78414
kaz,1990,2.99935
kaz,1991,2.61608
kaz,1992,2.35496
kaz,1993,2.56911
kaz,1994,2.53449
kaz,1995,2.58919
kaz,1996,2.99749
kaz,1997,3.50061
kaz,1998,3.44783
kaz,1999,3.87763
kaz,2000,4.28656
kaz,2001,5.02586
kaz,2002,4.79656
kaz,2003,4.83315
kaz,2004,4.49545
kaz,2005,4.92294
kaz,2006,4.51377
kaz,2007,4.569
kaz,2008,4.46473
kaz,2009,4.97295
kaz,2010,4.90012
kaz,2011,4.70369
kaz,2012,5.16092
kaz,2013,4.95568
kaz,2014,5.49216
ken,1990,7.90566
ken,1991,7.87159
ken,1992,7.60845
ken,1993,7.44951
ken,1994,7.56236
ken,1995,7.53548
ken,1996,7.57135
ken,1997,7.51775
ken,1998,7.48537
ken,1999,7.49351
ken,2000,7.28139
ken,2001,7.45512
ken,2002,7.39746
ken,2003,7.45111
ken,2004,7.44907
ken,2005,7.6158
ken,2006,7.77712
ken,2007,8.13256
ken,2008,7.874
ken,2009,7.68144
ken,2010,7.94769
ken,2011,8.1846
ken,2012,8.45511
ken,2013,8.29762
ken,2014,7.86682
kgz,1990,3.02574
kgz,1991,3.07213
kgz,1992,3.60818
kgz,1993,3.92444
kgz,1994,4.34399
kgz,1995,4.81503
kgz,1996,4.45855
kgz,1997,5.21044
kgz,1998,4.998
kgz,1999,5.92878
kgz,2000,6.50411
kgz,2001,7.36937
kgz,2002,6.5574
kgz,2003,6.5925
kgz,2004,7.15826
kgz,2005,7.05601
kgz,2006,7.39174
kgz,2007,6.88107
kgz,2008,6.97405
kgz,2009,7.85833
kgz,2010,8.19363
kgz,2011,7.221
kgz,2012,5.77749
kgz,2013,6.70909
kgz,2014,7.26026
khm,1995,4.44196
khm,1996,4.49746
khm,1997,4.60311
khm,1998,4.23281
khm,1999,4.76467
khm,2000,5.27783
khm,2001,5.67829
khm,2002,5.19692
khm,2003,5.47401
khm,2004,7.33307
khm,2005,8.19196
khm,2006,9.09168
khm,2007,9.8798
khm,2008,10.50892
khm,2009,7.22225
khm,2010,7.33727
khm,2011,7.50942
khm,2012,7.73457
khm,2013,8.0417
khm,2014,8.07094
kir,1990,21.72159
kir,2004,23.64127
kir,2005,24.8119
kir,2006,19.83973
kir,2007,18.40315
kna,1990,26.4853
kna,2004,12.4363
kna,2005,13.12847
kna,2006,13.54199
kna,2007,12.96678
kor,1990,5.8396
kor,1991,6.01845
kor,1992,5.75713
kor,1993,5.4852
kor,1994,5.64435
kor,1995,5.64478
kor,1996,5.60514
kor,1997,5.46621
kor,1998,5.67978
kor,1999,5.72507
kor,2000,5.73708
kor,2001,5.92413
kor,2002,6.13633
kor,2003,6.20301
kor,2004,6.35081
kor,2005,6.56262
kor,2006,6.79668
kor,2007,6.91567
kor,2008,6.9712
kor,2009,6.96034
kor,2010,6.81688
kor,2011,6.78393
kor,2012,6.86845
kor,2013,7.07634
kor,2014,7.1782
kor,2015,7.17278
kos,2008,5.54723
kos,2009,5.30222
kos,2010,5.42895
kos,2011,5.6966
kos,2012,6.18542
kos,2013,6.54476
kos,2014,7.21433
kwt,1992,7.61295
kwt,1993,7.31747
kwt,1994,6.76385
kwt,1995,6.91834
kwt,1996,7.07733
kwt,1997,7.17956
kwt,1998,6.51414
kwt,1999,5.96107
kwt,2000,6.00798
kwt,2001,5.64138
kwt,2002,5.65107
kwt,2003,6.21911
kwt,2004,6.42526
kwt,2005,6.31914
kwt,2006,6.95777
kwt,2007,7.20573
kwt,2008,6.75463
kwt,2009,5.73781
kwt,2010,5.48529
kwt,2011,5.957
kwt,2012,5.53008
kwt,2013,5.95522
kwt,2014,6.17149
lbn,1990,10.83537
lbn,1991,13.0833
lbn,1992,15.0335
lbn,1993,11.62471
lbn,1994,11.46979
lbn,1995,10.65006
lbn,1996,11.23936
lbn,1997,10.05778
lbn,1998,10.6109
lbn,1999,10.08844
lbn,2000,11.24695
lbn,2001,10.89403
lbn,2002,11.33937
lbn,2003,11.69289
lbn,2004,12.34532
lbn,2005,13.29218
lbn,2006,14.19647
lbn,2007,17.60855
lbn,2008,14.94198
lbn,2009,13.45414
lbn,2010,15.14196
lbn,2011,15.35029
lbn,2012,13.9302
lbn,2013,14.66497
lbn,2014,14.17817
lby,1999,5.73752
lby,2000,5.66886
lby,2001,5.40515
lby,2002,5.14749
lby,2003,5.6542
lby,2004,5.74545
lby,2005,6.48718
lby,2006,6.83343
lby,2007,7.81601
lby,2008,7.533
lby,2009,6.89249
lby,2010,6.72125
lby,2011,3.87069
lby,2012,6.85375
lby,2013,5.26076
lby,2014,4.34416
lca,1990,28.95893
lca,2004,18.40523
lca,2005,17.88265
lca,2006,19.62886
lca,2007,18.5574
lka,1990,12.18138
lka,1991,12.55194
lka,1992,12.77073
lka,1993,12.94921
lka,1994,14.23992
lka,1995,14.55251
lka,1996,13.49838
lka,1997,13.85936
lka,1998,14.27391
lka,1999,13.94181
lka,2000,13.41817
lka,2001,13.66543
lka,2002,13.95031
lka,2003,13.95472
lka,2004,14.52041
lka,2005,15.07945
lka,2006,16.0894
lka,2007,16.8529
lka,2008,18.14137
lka,2009,18.92567
lka,2010,18.98378
lka,2011,19.16917
lka,2012,19.44101
lka,2013,22.54936
lka,2014,22.1685
lso,2004,135.71134
lso,2005,119.14022
lso,2006,215.681
lso,2007,224.71353
ltu,1995,4.43142
ltu,1996,4.31972
ltu,1997,4.93991
ltu,1998,5.05757
ltu,1999,5.86798
ltu,2000,6.79552
ltu,2001,6.23647
ltu,2002,6.21688
ltu,2003,6.58477
ltu,2004,6.918
ltu,2005,7.90641
ltu,2006,8.61886
ltu,2007,8.82584
ltu,2008,9.00056
ltu,2009,8.32424
ltu,2010,10.52077
ltu,2011,10.76427
ltu,2012,11.06963
ltu,2013,12.13124
ltu,2014,12.50624
lux,1990,7.98512
lux,1991,8.12127
lux,1992,8.2404
lux,1993,8.46762
lux,1994,9.10834
lux,1995,10.43152
lux,1996,10.42656
lux,1997,11.29615
lux,1998,12.47874
lux,1999,12.95111
lux,2000,12.93521
lux,2001,12.67005
lux,2002,12.59242
lux,2003,12.25136
lux,2004,11.46584
lux,2005,11.52132
lux,2006,12.35981
lux,2007,13.75077
lux,2008,13.7194
lux,2009,14.11393
lux,2010,13.72763
lux,2011,14.02591
lux,2012,14.52142
lux,2013,15.46065
lux,2014,16.51535
lux,2015,17.28401
lva,1995,5.19081
lva,1996,5.41358
lva,1997,6.01187
lva,1998,6.54377
lva,1999,7.31796
lva,2000,8.02751
lva,2001,7.9549
lva,2002,8.5982
lva,2003,8.7819
lva,2004,9.26477
lva,2005,10.05387
lva,2006,10.87068
lva,2007,11.6841
lva,2008,11.82303
lva,2009,10.56061
lva,2010,9.8556
lva,2011,10.70261
lva,2012,11.0433
lva,2013,11.46283
lva,2014,11.67913
mar,1990,12.53716
mar,1991,12.79111
mar,1992,11.82241
mar,1993,11.30781
mar,1994,11.67678
mar,1995,11.14843
mar,1996,11.92023
mar,1997,11.38364
mar,1998,11.97795
mar,1999,11.38776
mar,2000,11.54542
mar,2001,11.68835
mar,2002,11.85833
mar,2003,12.62072
mar,2004,11.14831
mar,2005,10.87881
mar,2006,11.50803
mar,2007,11.55195
mar,2008,11.78441
mar,2009,12.19658
mar,2010,12.07034
mar,2011,11.78973
mar,2012,11.97543
mar,2013,12.4656
mar,2014,12.63813
mda,1995,3.56433
mda,1996,3.9035
mda,1997,4.15666
mda,1998,4.20816
mda,1999,4.66364
mda,2000,5.14628
mda,2001,5.15763
mda,2002,5.4817
mda,2003,5.38357
mda,2004,5.75336
mda,2005,5.97191
mda,2006,6.34347
mda,2007,6.71496
mda,2008,7.26558
mda,2009,7.19038
mda,2010,6.97584
mda,2011,7.49983
mda,2012,7.53537
mda,2013,9.14209
mda,2014,8.92549
mdv,2004,18.55314
mdv,2005,17.9081
mdv,2006,17.64388
mdv,2007,18.30573
mex,1990,10.14602
mex,1991,10.0713
mex,1992,10.34168
mex,1993,10.3681
mex,1994,10.64092
mex,1995,10.30073
mex,1996,10.7612
mex,1997,10.92662
mex,1998,11.17909
mex,1999,11.16464
mex,2000,11.70786
mex,2001,11.26269
mex,2002,11.20305
mex,2003,10.72734
mex,2004,11.02781
mex,2005,10.5564
mex,2006,10.78514
mex,2007,11.10478
mex,2008,11.3472
mex,2009,10.73385
mex,2010,11.61412
mex,2011,11.45898
mex,2012,11.37513
mex,2013,11.50576
mex,2014,12.09289
mex,2015,12.53457
mhl,2004,6.42641
mhl,2005,6.57765
mhl,2006,6.33609
mhl,2007,6.13197
mkd,1990,9.16897
mkd,1991,8.77937
mkd,1992,7.3724
mkd,1993,6.6446
mkd,1994,7.31795
mkd,1995,7.16052
mkd,1996,6.13019
mkd,1997,6.83824
mkd,1998,6.5742
mkd,1999,7.31248
mkd,2000,7.76652
mkd,2001,7.79435
mkd,2002,8.06519
mkd,2003,7.46913
mkd,2004,7.94135
mkd,2005,8.15534
mkd,2006,8.18918
mkd,2007,8.45164
mkd,2008,8.92802
mkd,2009,9.54463
mkd,2010,9.64542
mkd,2011,9.10622
mkd,2012,9.55447
mkd,2013,10.78327
mkd,2014,11.50536
mlt,1990,8.21094
mlt,1991,9.02223
mlt,1992,9.55257
mlt,1993,7.80084
mlt,1994,9.08883
mlt,1995,10.50349
mlt,1996,11.07905
mlt,1997,10.38222
mlt,1998,12.38356
mlt,1999,11.89243
mlt,2000,15.87039
mlt,2001,13.46941
mlt,2002,14.81872
mlt,2003,13.69722
mlt,2004,13.65702
mlt,2005,13.29254
mlt,2006,14.40523
mlt,2007,14.33699
mlt,2008,15.60703
mlt,2009,16.5827
mlt,2010,16.3334
mlt,2011,16.49595
mlt,2012,16.23109
mlt,2013,19.56926
mlt,2014,20.89824
mmr,1990,2.18387
mmr,1991,2.2444
mmr,1992,2.27455
mmr,1993,2.47103
mmr,1994,2.48217
mmr,1995,2.57272
mmr,1996,2.73953
mmr,1997,2.84508
mmr,1998,2.92954
mmr,1999,3.16687
mmr,2000,3.45165
mmr,2001,3.97247
mmr,2002,4.29239
mmr,2003,4.47145
mmr,2004,4.81866
mmr,2005,5.45391
mmr,2006,6.09337
mmr,2007,6.60693
mmr,2008,7.61241
mmr,2009,8.87144
mmr,2010,9.97
mmr,2011,10.49305
mmr,2012,10.22252
mmr,2013,10.39573
mmr,2014,9.67701
mne,2005,8.04641
mne,2006,7.96076
mne,2007,8.42765
mne,2008,8.40971
mne,2009,9.93012
mne,2010,8.83129
mne,2011,9.52196
mne,2012,9.81564
mne,2013,10.99818
mne,2014,11.48997
mng,1990,3.1899
mng,1991,2.60174
mng,1992,2.69722
mng,1993,2.79245
mng,1994,3.29811
mng,1995,3.51676
mng,1996,4.2685
mng,1997,4.52775
mng,1998,4.64192
mng,1999,4.77795
mng,2000,4.52507
mng,2001,4.62365
mng,2002,4.52245
mng,2003,4.95466
mng,2004,5.32284
mng,2005,4.95604
mng,2006,4.72881
mng,2007,4.97668
mng,2008,5.3991
mng,2009,5.13108
mng,2010,5.15415
mng,2011,5.52526
mng,2012,5.60892
mng,2013,5.68285
mng,2014,5.99918
moz,1990,1.03364
moz,1991,1.08963
moz,1992,1.01002
moz,1993,1.09561
moz,1994,1.15503
moz,1995,1.15599
moz,1996,1.26194
moz,1997,1.36398
moz,1998,1.4847
moz,1999,1.62631
moz,2000,1.55743
moz,2001,1.65917
moz,2002,1.78994
moz,2003,1.81405
moz,2004,1.88469
moz,2005,1.98293
moz,2006,2.11208
moz,2007,2.18162
moz,2008,2.29673
moz,2009,2.35488
moz,2010,2.42685
moz,2011,2.50609
moz,2012,2.63865
moz,2013,2.72503
moz,2014,2.74946
mus,1990,12.69424
mus,1991,13.01077
mus,1992,13.19116
mus,1993,13.27333
mus,1994,14.06992
mus,1995,13.72564
mus,1996,14.23829
mus,1997,14.64526
mus,1998,14.59628
mus,1999,14.31268
mus,2000,13.96885
mus,2001,13.74879
mus,2002,14.08975
mus,2003,14.2324
mus,2004,14.58363
mus,2005,14.35074
mus,2006,14.07445
mus,2007,14.79709
mus,2008,15.24143
mus,2009,16.13999
mus,2010,15.94549
mus,2011,16.56822
mus,2012,16.87144
mus,2013,16.97171
mus,2014,17.31136
mys,1990,8.51062
mys,1991,7.55646
mys,1992,7.46253
mys,1993,7.584
mys,1994,8.32539
mys,1995,8.45117
mys,1996,8.40135
mys,1997,7.74719
mys,1998,7.55016
mys,1999,7.91078
mys,2000,7.55145
mys,2001,7.2937
mys,2002,7.43663
mys,2003,7.34287
mys,2004,7.29105
mys,2005,7.08
mys,2006,7.43461
mys,2007,7.21699
mys,2008,7.23756
mys,2009,7.50185
mys,2010,7.8942
mys,2011,7.97156
mys,2012,8.26282
mys,2013,7.6707
mys,2014,7.95959
nam,1991,13.26784
nam,1992,13.36288
nam,1993,12.21692
nam,1994,11.53278
nam,1995,10.94191
nam,1996,10.5104
nam,1997,10.71567
nam,1998,10.60778
nam,1999,11.00285
nam,2000,11.97582
nam,2001,10.21963
nam,2002,11.56787
nam,2003,11.57025
nam,2004,12.38908
nam,2005,11.71943
nam,2006,12.52614
nam,2007,12.82602
nam,2008,12.36214
nam,2009,12.17919
nam,2010,12.43822
nam,2011,12.66092
nam,2012,12.83634
nam,2013,12.84801
nam,2014,13.11005
ner,2000,7.19383
ner,2001,7.49487
ner,2002,7.57388
ner,2003,7.4099
ner,2004,7.11176
ner,2005,7.55207
ner,2006,7.80083
ner,2007,7.69031
ner,2008,7.91267
ner,2009,7.61015
ner,2010,7.65505
ner,2011,9.02167
ner,2012,8.48081
ner,2013,7.08921
ner,2014,7.51135
nga,1990,4.67256
nga,1991,4.47481
nga,1992,4.504
nga,1993,4.34256
nga,1994,4.37093
nga,1995,4.25063
nga,1996,4.24846
nga,1997,4.22997
nga,1998,4.30961
nga,1999,4.18498
nga,2000,4.23094
nga,2001,4.2682
nga,2002,4.76969
nga,2003,4.84478
nga,2004,5.14728
nga,2005,5.27113
nga,2006,5.5446
nga,2007,5.70872
nga,2008,5.91918
nga,2009,6.49804
nga,2010,6.52126
nga,2011,6.49282
nga,2012,6.42522
nga,2013,6.83098
nga,2014,7.22388
nic,1990,7.13979
nic,1991,6.7155
nic,1992,6.54101
nic,1993,6.62114
nic,1994,6.7701
nic,1995,6.97036
nic,1996,7.27872
nic,1997,7.23035
nic,1998,7.45727
nic,1999,7.86917
nic,2000,7.9945
nic,2001,8.16001
nic,2002,7.93255
nic,2003,7.94617
nic,2004,8.00278
nic,2005,8.21224
nic,2006,8.63392
nic,2007,8.92394
nic,2008,9.12852
nic,2009,8.77638
nic,2010,9.08591
nic,2011,9.33681
nic,2012,9.25216
nic,2013,9.06727
nic,2014,9.12921
nld,1990,8.29698
nld,1991,8.04946
nld,1992,8.30774
nld,1993,8.33889
nld,1994,8.53191
nld,1995,8.2625
nld,1996,8.11405
nld,1997,8.73402
nld,1998,9.0726
nld,1999,9.69068
nld,2000,10.00666
nld,2001,9.95167
nld,2002,9.84112
nld,2003,9.52256
nld,2004,9.55324
nld,2005,9.91437
nld,2006,10.37486
nld,2007,10.77838
nld,2008,11.10728
nld,2009,10.92894
nld,2010,10.35416
nld,2011,11.34303
nld,2012,11.16169
nld,2013,11.22566
nld,2014,12.0649
nld,2015,12.51443
nld_curacao,2000,1.88738
nld_curacao,2001,1.7984
nld_curacao,2002,1.83917
nld_curacao,2003,1.93408
nld_curacao,2004,1.83266
nld_curacao,2005,1.91733
nld_curacao,2006,1.97715
nld_curacao,2007,1.78539
nld_curacao,2008,1.90697
nld_curacao,2009,1.85047
nld_curacao,2010,2.08193
nld_curacao,2011,1.76251
nld_curacao,2012,2.09326
nld_curacao,2013,2.34524
nld_curacao,2014,2.12054
nor,1990,8.48349
nor,1991,8.46797
nor,1992,8.628
nor,1993,8.33618
nor,1994,8.94442
nor,1995,9.13693
nor,1996,9.89537
nor,1997,9.84504
nor,1998,9.67313
nor,1999,9.42177
nor,2000,9.80546
nor,2001,9.74436
nor,2002,10.64163
nor,2003,9.8982
nor,2004,10.52108
nor,2005,10.66231
nor,2006,10.77295
nor,2007,10.92802
nor,2008,9.41405
nor,2009,9.51395
nor,2010,8.84746
nor,2011,10.82485
nor,2012,10.49597
nor,2013,9.64449
nor,2014,11.14975
nor,2015,10.82699
npl,1990,5.27943
npl,1991,5.43946
npl,1992,5.52814
npl,1993,5.59328
npl,1994,5.84546
npl,1995,5.86361
npl,1996,6.03102
npl,1997,6.13708
npl,1998,6.16212
npl,1999,6.09846
npl,2000,6.13505
npl,2001,6.22465
npl,2002,6.16378
npl,2003,6.23068
npl,2004,6.42978
npl,2005,6.4355
npl,2006,6.6525
npl,2007,6.74858
npl,2008,6.91853
npl,2009,7.02434
npl,2010,7.15216
npl,2011,7.14644
npl,2012,7.80808
npl,2013,7.26994
npl,2014,7.40555
nzl,1990,7.28702
nzl,1991,7.03188
nzl,1992,6.95266
nzl,1993,7.01939
nzl,1994,7.12444
nzl,1995,7.35522
nzl,1996,7.36077
nzl,1997,7.19172
nzl,1998,7.35054
nzl,1999,7.45094
nzl,2000,7.41206
nzl,2001,7.66292
nzl,2002,8.01063
nzl,2003,8.48489
nzl,2004,8.6102
nzl,2005,9.10669
nzl,2006,9.36491
nzl,2007,9.54196
nzl,2008,9.29114
nzl,2009,9.20767
nzl,2010,8.91273
nzl,2011,9.14873
nzl,2012,8.91666
nzl,2013,9.08175
nzl,2014,8.8803
nzl,2015,9.27135
omn,1990,13.02833
omn,1991,9.9846
omn,1992,11.58312
omn,1993,11.29815
omn,1994,11.52974
omn,1995,11.98436
omn,1996,12.01333
omn,1997,11.84364
omn,1998,12.0707
omn,1999,11.68503
omn,2000,11.58115
omn,2001,11.92889
omn,2002,11.21986
omn,2003,10.24971
omn,2004,10.13908
omn,2005,9.2398
omn,2006,6.25002
omn,2007,5.69199
omn,2008,6.963
omn,2009,7.31234
omn,2010,6.28469
omn,2011,5.49857
omn,2012,5.56631
omn,2013,5.67486
omn,2014,5.77355
pak,1990,7.31684
pak,1991,7.4967
pak,1992,7.58049
pak,1993,7.34075
pak,1994,7.31458
pak,1995,7.35084
pak,1996,7.32328
pak,1997,7.20598
pak,1998,7.23319
pak,1999,7.10119
pak,2000,7.21102
pak,2001,7.34747
pak,2002,7.44809
pak,2003,7.53635
pak,2004,7.56027
pak,2005,7.76638
pak,2006,7.89497
pak,2007,7.85556
pak,2008,8.12562
pak,2009,8.23193
pak,2010,8.24496
pak,2011,8.40831
pak,2012,8.60367
pak,2013,8.76915
pak,2014,9.06332
pan,1990,17.77702
pan,1991,17.94333
pan,1992,17.03162
pan,1993,17.70547
pan,1994,17.29278
pan,1995,17.34168
pan,1996,16.88573
pan,1997,17.29432
pan,1998,16.00774
pan,1999,16.87649
pan,2000,17.11308
