geo,time,tx_uvi_mrch_xd_wd
cyp,2009,163.33279
cyp,2010,169.52394
cyp,2011,191.68582
cyp,2012,180.36106
cyp,2013,179.97491
cyp,2014,176.49989
cyp,2015,138.358
cyp,2016,129.77386
cyp,2017,142.38443
cyp,2018,163.42009
cyp,2019,152.85386
cyp,2020,137.9828
cze,2000,100
cze,2001,101.43743
cze,2002,109.04443
cze,2003,130.12576
cze,2004,148.35181
cze,2005,153.85139
cze,2006,159.96629
cze,2007,178.92866
cze,2008,201.33264
cze,2009,184.2758
cze,2010,183.99526
cze,2011,205.32452
cze,2012,194.92134
cze,2013,199.54128
cze,2014,201.26763
cze,2015,173.17697
cze,2016,172.21671
cze,2017,182.62214
cze,2018,197.82637
cze,2019,193.21358
cze,2020,198.99106
deu,2000,100
deu,2001,99.36441
deu,2002,104.87447
deu,2003,123.91856
deu,2004,136.35764
deu,2005,139.93125
deu,2006,146.25505
deu,2007,163.42423
deu,2008,179.27192
deu,2009,168.74383
deu,2010,166.27493
deu,2011,183.12941
deu,2012,174.97435
deu,2013,181.54533
deu,2014,184.51946
deu,2015,159.51941
deu,2016,159.54981
deu,2017,167.74561
deu,2018,179.29339
deu,2019,175.77439
deu,2020,180.49275
dji,2000,100
dji,2001,97.42491
dji,2002,95.96502
dji,2003,105.18363
dji,2004,114.16883
dji,2005,123.70876
dji,2006,135.53232
dji,2007,148.0206
dji,2008,176.38683
dji,2009,163.47718
dji,2010,176.14244
dji,2011,206.75246
dji,2012,203.56182
dji,2013,200.09284
dji,2014,199.66759
dji,2015,177.49136
dji,2016,170.25226
dji,2017,177.42345
dji,2018,188.57316
dji,2019,185.18578
dji,2020,186.96843
dma,2000,100
dma,2001,109.86873
dma,2002,106.90304
dma,2003,101.54043
dma,2004,118.38797
dma,2005,124.09953
dma,2006,133.60833
dma,2007,141.05404
dma,2008,162.70306
dma,2009,164.72821
dma,2010,168.27317
dma,2011,185.05762
dma,2012,182.20223
dma,2013,173.94597
dma,2014,168.7892
dma,2015,157.56407
dma,2016,161.70074
dma,2017,160.63032
dma,2018,165.04823
dma,2019,170.58908
dma,2020,175.66543
dnk,2000,100
dnk,2001,98.44139
dnk,2002,102.80919
dnk,2003,120.25742
dnk,2004,135.54848
dnk,2005,141.06226
dnk,2006,147.03974
dnk,2007,158.14109
dnk,2008,176.9257
dnk,2009,159.87779
dnk,2010,160.96
dnk,2011,180.0009
dnk,2012,174.97905
dnk,2013,181.90741
dnk,2014,178.82977
dnk,2015,151.96491
dnk,2016,150.35178
dnk,2017,158.25469
dnk,2018,168.64465
dnk,2019,169.11143
dnk,2020,171.16337
dom,1980,121
dom,1981,134
dom,1982,115
dom,1983,120
dom,1984,114
dom,1985,112
dom,1986,114
dom,1987,104
dom,1988,124
dom,1989,129
dom,1990,97
dom,1991,96
dom,1992,87
dom,1993,92
dom,1994,100
dom,1995,106
dom,1996,105
dom,1997,106
dom,1998,100
dom,1999,99
dom,2000,100
dom,2001,106.84899
dom,2002,114.06037
dom,2003,174.869
dom,2004,243.00908
dom,2005,212.54729
dom,2006,257.82969
dom,2007,294.88019
dom,2008,322.12226
dom,2009,314.25861
dom,2010,335.46791
dom,2011,388.90803
dom,2012,406.60076
dom,2013,414.90196
dom,2014,427.97564
dom,2015,432.70342
dom,2016,444.39411
dom,2017,459.14643
dom,2018,495.10147
dom,2019,496.82502
dom,2020,533.46648
dza,1980,133
dza,1981,140
dza,1982,116
dza,1983,106
dza,1984,102
dza,1985,98
dza,1986,59
dza,1987,65
dza,1988,62
dza,1989,65
dza,1990,88
dza,1991,82
dza,1992,72
dza,1993,65
dza,1994,62
dza,1995,66
dza,1996,77
dza,1997,75
dza,1998,55
dza,1999,63
dza,2000,100
dza,2001,98.17078
dza,2002,93.16407
dza,2003,114.12598
dza,2004,149.39091
dza,2005,200.18382
dza,2006,242.4226
dza,2007,276.11935
dza,2008,370.55216
dza,2009,237.15338
dza,2010,308.2994
dza,2011,408.49671
dza,2012,418.70912
dza,2013,401.96076
dza,2014,375.24728
dza,2015,215.1818
dza,2016,168.92551
dza,2017,206.07401
dza,2018,259.9549
dza,2019,234.33635
dza,2020,160.92846
ecu,1980,164
ecu,1981,159
ecu,1982,155
ecu,1983,148
ecu,1984,144
ecu,1985,135
ecu,1986,91
ecu,1987,99
ecu,1988,82
ecu,1989,92
ecu,1990,96
ecu,1991,88
ecu,1992,81
ecu,1993,78
ecu,1994,86
ecu,1995,87
ecu,1996,94
ecu,1997,95
ecu,1998,81
ecu,1999,83
ecu,2000,100
ecu,2001,92.08293
ecu,2002,93.86223
ecu,2003,102.15475
ecu,2004,109.12504
ecu,2005,128.92589
ecu,2006,147.15965
ecu,2007,163.05909
ecu,2008,207.75384
ecu,2009,159.51681
ecu,2010,195.26608
ecu,2011,238.68756
ecu,2012,239.52008
ecu,2013,241.0382
ecu,2014,228.15867
ecu,2015,163.84264
ecu,2016,153.36272
ecu,2017,170.78991
ecu,2018,194.22883
ecu,2019,188.19925
ecu,2020,161.17595
egy,1980,107
egy,1981,121
egy,1982,120
egy,1983,112
egy,1984,101
egy,1985,98
egy,1986,80
egy,1987,68
egy,1988,72
egy,1989,73
egy,1990,83
egy,1991,95
egy,1992,100
egy,1993,100
egy,1994,96
egy,1995,100
egy,1996,100
egy,1997,105
egy,1998,99
egy,1999,93
egy,2000,100
egy,2001,93.90811
egy,2002,92.13266
egy,2003,103.62549
egy,2004,123.02623
egy,2005,154.97005
egy,2006,182.077
egy,2007,194.82444
egy,2008,252.94126
egy,2009,212.13519
egy,2010,235.7286
egy,2011,288.81696
egy,2012,288.12145
egy,2013,281.91409
egy,2014,275.58252
egy,2015,233.4765
egy,2016,225.84067
egy,2017,241.9499
egy,2018,265.97486
egy,2019,255.45073
egy,2020,253.33235
eri,1992,67
eri,1993,104
eri,1994,112
eri,1995,119
eri,1996,115
eri,1997,111
eri,1998,101
eri,1999,99
eri,2000,100
eri,2001,102.54219
eri,2002,90.9037
eri,2003,96.80078
eri,2004,102.85792
eri,2005,114.17044
eri,2006,127.63347
eri,2007,149.77256
eri,2008,162.60109
eri,2009,163.73808
eri,2010,188.93328
eri,2011,226.6465
eri,2012,215.82255
eri,2013,212.63589
eri,2014,208.40429
eri,2015,177.93348
eri,2016,179.96181
eri,2017,195.17086
eri,2018,204.91866
eri,2019,196.99523
eri,2020,198.27621
esp,2000,100
esp,2001,98.28145
esp,2002,103.67551
esp,2003,124.10925
esp,2004,139.6766
esp,2005,145.8329
esp,2006,154.19213
esp,2007,174.68475
esp,2008,193.72497
esp,2009,175.41508
esp,2010,176.19343
esp,2011,195.40675
esp,2012,187.09377
esp,2013,190.40169
esp,2014,187.62827
esp,2015,157.12283
esp,2016,155.4026
esp,2017,166.34552
esp,2018,178.80383
esp,2019,171.49623
esp,2020,175.72145
est,2000,100
est,2001,103.04111
est,2002,103.11751
est,2003,120.56973
est,2004,134.59847
est,2005,139.6982
est,2006,145.51164
est,2007,170.28122
est,2008,191.67442
est,2009,168.76048
est,2010,173.59842
est,2011,198.21765
est,2012,187.16259
est,2013,191.19158
est,2014,189.18395
est,2015,155.08173
est,2016,154.04148
est,2017,162.55211
est,2018,177.23508
est,2019,168.46982
est,2020,169.009
eth,1981,116
eth,1982,116
eth,1983,116
eth,1984,116
eth,1985,116
eth,1986,116
eth,1987,116
eth,1988,116
eth,1989,116
eth,1990,116
eth,1991,114
eth,1992,120
eth,1993,102
eth,1994,110
eth,1995,157
eth,1996,124
eth,1997,132
eth,1998,147
eth,1999,120
eth,2000,100
eth,2001,88.55165
eth,2002,90.70366
eth,2003,100.31187
eth,2004,114.8133
eth,2005,134.10533
eth,2006,144.53317
eth,2007,166.38718
eth,2008,194.82946
eth,2009,182.80027
eth,2010,210.86071
eth,2011,262.89924
eth,2012,247.39831
eth,2013,230.37138
eth,2014,244.74317
eth,2015,210.63165
eth,2016,213.8127
eth,2017,213.77366
eth,2018,205.13579
eth,2019,200.66747
eth,2020,211.09995
fin,2000,100
fin,2001,95.17088
fin,2002,100.13146
fin,2003,114.52973
fin,2004,125.87621
fin,2005,134.60427
fin,2006,143.07846
fin,2007,165.99676
fin,2008,176.82544
fin,2009,156.02464
fin,2010,161.86994
fin,2011,182.69563
fin,2012,172.07466
fin,2013,175.32044
fin,2014,173.41479
fin,2015,142.76225
fin,2016,137.79405
fin,2017,148.97357
fin,2018,162.85265
fin,2019,153.76721
fin,2020,149.50199
fji,1980,173.656
fji,1981,146.312
fji,1982,131.345
fji,1983,127.324
fji,1984,118.333
fji,1985,100
fji,1986,136.728
fji,1987,170.222
fji,1988,141.472
fji,1989,136.477
fji,2000,100
fji,2001,99.0381
fji,2002,95.56486
fji,2003,99.21095
fji,2004,103.6318
fji,2005,121.14293
fji,2006,144.1822
fji,2007,148.65814
fji,2008,169.2786
fji,2009,168.8798
fji,2010,189.06975
fji,2011,230.91294
fji,2012,229.77886
fji,2013,219.81475
fji,2014,216.58582
fji,2015,187.61857
fji,2016,184.17331
fji,2017,190.80358
fji,2018,201.06449
fji,2019,200.37584
fji,2020,201.2814
fra,2000,100
fra,2001,99.00513
fra,2002,104.88835
fra,2003,123.65144
fra,2004,137.98507
fra,2005,141.94912
fra,2006,149.46132
fra,2007,168.83496
fra,2008,188.17762
fra,2009,173.61104
fra,2010,170.97811
fra,2011,189.12185
fra,2012,181.01622
fra,2013,186.37566
fra,2014,185.39589
fra,2015,158.33639
fra,2016,156.55057
fra,2017,165.09069
fra,2018,177.09111
fra,2019,172.25839
fra,2020,176.47798
fro,2000,100
fro,2001,99.1989
fro,2002,102.31763
fro,2003,104.13586
fro,2004,106.90657
fro,2005,112.64934
fro,2006,129.59264
fro,2007,134.85552
fro,2008,144.93965
fro,2009,140.5692
fro,2010,156.75225
fro,2011,166.23352
fro,2012,165.66419
fro,2013,167.24101
fro,2014,171.4134
fro,2015,162.86661
fro,2016,165.78842
fro,2017,171.15145
fro,2018,180.59841
fro,2019,178.52155
fro,2020,169.71516
fsm,2000,100
fsm,2001,96.73892
fsm,2002,95.72244
fsm,2003,94.93521
fsm,2004,95.9734
fsm,2005,101.74094
fsm,2006,112.78411
fsm,2007,116.15382
fsm,2008,129.16058
fsm,2009,128.37378
fsm,2010,134.24842
fsm,2011,147.94815
fsm,2012,147.38252
fsm,2013,142.52695
fsm,2014,145.60677
fsm,2015,142.80479
fsm,2016,148.64057
fsm,2017,156.54791
fsm,2018,162.31995
fsm,2019,162.56267
fsm,2020,162.83205
gab,1980,248
gab,1981,236
gab,1982,219
gab,1983,196
gab,1984,161
gab,1985,171
gab,1986,108
gab,1987,135
gab,1988,131
gab,1989,130
gab,1990,166
gab,1991,151
gab,1992,148
gab,1993,109
gab,1994,126
gab,1995,143
gab,1996,168
gab,1997,149
gab,1998,105
gab,1999,104
gab,2000,100
gab,2001,89.05396
gab,2002,90.29918
gab,2003,103.76075
gab,2004,130.80203
gab,2005,177.70342
gab,2006,212.26079
gab,2007,237.69753
gab,2008,322.36919
gab,2009,219.62135
gab,2010,278.02203
gab,2011,365.72354
gab,2012,365.81552
gab,2013,356.02152
gab,2014,338.48042
gab,2015,208.52483
gab,2016,192.17563
gab,2017,229.89795
gab,2018,273.65355
gab,2019,249.30188
gab,2020,202.20672
gbr,2000,100
gbr,2001,95.02498
gbr,2002,96.97159
gbr,2003,107.72598
gbr,2004,120.57539
gbr,2005,125.38922
gbr,2006,126.32161
gbr,2007,137.40185
gbr,2008,146.52308
gbr,2009,123.24524
gbr,2010,130.97036
gbr,2011,149.29163
gbr,2012,140.97688
gbr,2013,161.97577
gbr,2014,150.70918
gbr,2015,132.69236
gbr,2016,117.1315
gbr,2017,118.13695
gbr,2018,129.81986
gbr,2019,119.81488
gbr,2020,119.69791
geo,2000,100
geo,2001,97.13655
geo,2002,98.11539
geo,2003,107.19833
geo,2004,125.61971
geo,2005,135.99898
geo,2006,159.8575
geo,2007,176.80704
geo,2008,222.35282
geo,2009,209.97176
geo,2010,231.39788
geo,2011,259.02764
geo,2012,251.03954
geo,2013,242.68019
geo,2014,239.70088
geo,2015,213.36975
geo,2016,209.63867
geo,2017,230.2279
geo,2018,242.02635
geo,2019,236.78631
geo,2020,238.92708
gha,1980,44
gha,1981,26
gha,1982,15
gha,1983,46
gha,1984,66
gha,1985,74
gha,1986,130
gha,1987,124
gha,1988,112
gha,1989,92
gha,1990,98
gha,1991,101
gha,1992,97
gha,1993,91
gha,1994,98
gha,1995,112
gha,1996,114
gha,1997,114
gha,1998,118
gha,1999,103
gha,2000,100
gha,2001,103.33979
gha,2002,129.72622
gha,2003,133.96403
gha,2004,133.92597
gha,2005,144.5527
gha,2006,160.69815
gha,2007,187.49368
gha,2008,244.35934
gha,2009,250.90925
gha,2010,291.43793
gha,2011,334.95058
gha,2012,325.06446
gha,2013,301.30102
gha,2014,300.35698
gha,2015,261.60135
gha,2016,261.76009
gha,2017,267.93361
gha,2018,301.46515
gha,2019,301.08532
gha,2020,305.98739
gib,2000,100
gib,2001,91.22318
gib,2002,89.42897
gib,2003,90.50365
gib,2004,93.55836
gib,2005,96.29457
gib,2006,108.43491
gib,2007,119.47593
gib,2008,134.36842
gib,2009,106.23114
gib,2010,125.52085
gib,2011,153.90937
gib,2012,158.45093
gib,2013,148.58632
gib,2014,144.48435
gib,2015,103.19868
gib,2016,91.65271
gib,2017,92.91462
gib,2018,99.6377
gib,2019,96.31056
gib,2020,86.48533
gin,1986,156
gin,1987,159
gin,1988,147
gin,1989,164
gin,1990,180
gin,1991,139
gin,1992,137
gin,1993,136
gin,1994,157
gin,1995,138
gin,1996,129
gin,1997,130
gin,1998,116
gin,1999,110
gin,2000,100
gin,2001,94.16935
gin,2002,91.99052
gin,2003,100.30682
gin,2004,121.24763
gin,2005,137.04864
gin,2006,179.1565
gin,2007,191.22005
gin,2008,207.50038
gin,2009,156.17122
gin,2010,198.45336
gin,2011,233.62577
gin,2012,217.71841
gin,2013,198.16999
gin,2014,187.47864
gin,2015,165.07926
gin,2016,168.84986
gin,2017,184.67891
gin,2018,193.64299
gin,2019,187.75071
gin,2020,205.5913
gmb,1980,93
gmb,1981,71
gmb,1982,58
gmb,1983,56
gmb,1984,47
gmb,1985,64
gmb,1986,68
gmb,1987,84
gmb,1988,97
gmb,1989,98
gmb,1990,106
gmb,1991,102
gmb,1992,109
gmb,1993,111
gmb,1994,110
gmb,1995,115
gmb,1996,115
gmb,1997,115
gmb,1998,111
gmb,1999,108
gmb,2000,100
gmb,2001,96.64654
gmb,2002,107.38887
gmb,2003,109.08753
gmb,2004,119.25303
gmb,2005,126.07747
gmb,2006,138.23638
gmb,2007,156.45977
gmb,2008,198.2655
gmb,2009,175.64912
gmb,2010,194.25158
gmb,2011,213.39092
gmb,2012,208.93282
gmb,2013,211.7926
gmb,2014,215.66793
gmb,2015,185.1495
gmb,2016,179.81292
gmb,2017,192.99209
gmb,2018,205.77464
gmb,2019,196.55129
gmb,2020,196.63092
gnb,1980,65
gnb,1981,112
gnb,1982,94
gnb,1983,77
gnb,1984,149
gnb,1985,156
gnb,1986,68
gnb,1987,163
gnb,1988,138
gnb,1989,144
gnb,1990,140
gnb,1991,116
gnb,1992,100
gnb,1993,124
gnb,1994,116
gnb,1995,113
gnb,1996,115
gnb,1997,106
gnb,1998,89
gnb,1999,102
gnb,2000,100
gnb,2001,93.39447
gnb,2002,86.49164
gnb,2003,63.90069
gnb,2004,88.0494
gnb,2005,96.67865
gnb,2006,114.21324
gnb,2007,113.61783
gnb,2008,141.50671
gnb,2009,143.07526
gnb,2010,148.75257
gnb,2011,164.98803
gnb,2012,166.04218
gnb,2013,156.39383
gnb,2014,157.4201
gnb,2015,161.46409
gnb,2016,168.98153
gnb,2017,180.84576
gnb,2018,189.80718
gnb,2019,188.44535
gnb,2020,190.14393
gnq,1985,37
gnq,1986,65
gnq,1987,77
gnq,1988,88
gnq,1989,72
gnq,1990,87
gnq,1991,80
gnq,1992,91
gnq,1993,67
gnq,1994,44
gnq,1995,50
gnq,1996,62
gnq,1997,69
gnq,1998,52
gnq,1999,79
gnq,2000,100
gnq,2001,88.2899
gnq,2002,90.24679
gnq,2003,103.41455
gnq,2004,133.77058
gnq,2005,185.6185
gnq,2006,222.6609
gnq,2007,242.48792
gnq,2008,338.15026
gnq,2009,224.9735
gnq,2010,271.94298
gnq,2011,360.20957
gnq,2012,373.5101
gnq,2013,360.28952
gnq,2014,336.46006
gnq,2015,198.28636
gnq,2016,159.48452
gnq,2017,199.21077
gnq,2018,252.3286
gnq,2019,217.949
gnq,2020,153.42206
grc,2000,100
grc,2001,96.72623
grc,2002,102.0256
grc,2003,119.98141
grc,2004,136.90627
grc,2005,142.85631
grc,2006,154.92571
grc,2007,172.98479
grc,2008,197.67241
grc,2009,166.02078
grc,2010,175.90768
grc,2011,205.16297
grc,2012,195.30853
grc,2013,196.40696
grc,2014,189.65339
grc,2015,143.13144
grc,2016,132.84964
grc,2017,149.38125
grc,2018,167.29263
grc,2019,156.45766
grc,2020,141.6222
grd,1980,112.409
grd,1981,93.1387
grd,1982,80.6286
grd,1983,81.5346
grd,1984,70.5693
grd,1985,81.6344
grd,1986,145.777
grd,1987,182.491
grd,1992,80.3363
grd,1993,73.0353
grd,1994,90.2362
grd,1995,100
grd,1996,86.8385
grd,2000,100
grd,2001,86.70455
grd,2002,88.11983
grd,2003,97.07349
grd,2004,97.55497
grd,2005,95.17773
grd,2006,104.70248
grd,2007,120.94451
grd,2008,139.07212
grd,2009,126.23269
grd,2010,139.28096
grd,2011,168.04435
grd,2012,163.20895
grd,2013,161.20583
grd,2014,173.53822
grd,2015,170.17665
grd,2016,162.84914
grd,2017,152.12168
grd,2018,150.8343
grd,2019,147.65661
grd,2020,145.42531
grl,2000,100
grl,2001,87.78792
grl,2002,81.98168
grl,2003,82.01643
grl,2004,86.78031
grl,2005,91.04569
grl,2006,96.99932
grl,2007,101.52766
grl,2008,110.11635
grl,2009,104.7228
grl,2010,113.70083
grl,2011,131.05954
grl,2012,132.41838
grl,2013,132.49945
grl,2014,138.88579
grl,2015,130.4539
grl,2016,133.61889
grl,2017,138.35176
grl,2018,142.83532
grl,2019,140.96949
grl,2020,136.57133
gtm,1980,109
gtm,1981,99
gtm,1982,100
gtm,1983,105
gtm,1984,97
gtm,1985,86
gtm,1986,119
gtm,1987,75
gtm,1988,124
gtm,1989,80
gtm,1990,98
gtm,1991,85
gtm,1992,95
gtm,1993,95
gtm,1994,104
gtm,1995,125
gtm,1996,111
gtm,1997,111
gtm,1998,108
gtm,1999,99
gtm,2000,100
gtm,2001,92.23977
gtm,2002,91.77866
gtm,2003,91.77868
gtm,2004,99.12117
gtm,2005,107.05066
gtm,2006,112.40298
gtm,2007,119.14741
gtm,2008,131.06209
gtm,2009,126.6063
gtm,2010,137.36758
gtm,2011,153.85177
gtm,2012,145.38985
gtm,2013,139.57417
gtm,2014,136.78284
gtm,2015,118.73475
gtm,2016,121.73191
gtm,2017,126.60103
gtm,2018,139.71667
gtm,2019,139.01792
gtm,2020,140.40818
gum,2000,100
gum,2001,95.56466
gum,2002,91.19801
gum,2003,103.08448
gum,2004,117.76963
gum,2005,141.4435
gum,2006,155.47175
gum,2007,168.05301
gum,2008,197.94215
gum,2009,169.54327
gum,2010,195.45106
gum,2011,239.58021
gum,2012,238.80772
gum,2013,233.81743
gum,2014,235.39422
gum,2015,222.7767
gum,2016,220.60139
gum,2017,239.88655
gum,2018,251.38713
gum,2019,245.04107
gum,2020,240.76525
guy,1980,162.132
guy,1981,148.771
guy,1982,149.356
guy,1983,134.27
guy,1984,136.592
guy,1985,121.638
guy,1986,116.536
guy,1987,121.272
guy,1988,125.991
guy,1989,119.931
guy,1990,126.851
guy,1991,159.422
guy,1992,133.459
guy,1993,102.643
guy,1994,101.184
guy,1995,100
guy,1996,166.56
guy,1997,97.0529
guy,1998,91.7167
guy,2000,100
guy,2001,95.74613
guy,2002,94.38774
guy,2003,100.54661
guy,2004,109.03604
guy,2005,125.12894
guy,2006,153.57113
guy,2007,153.64057
guy,2008,194.31673
guy,2009,198.25944
guy,2010,231.93975
guy,2011,276.44151
guy,2012,277.81239
guy,2013,247.30845
guy,2014,229.64687
guy,2015,205.78654
guy,2016,217.40982
guy,2017,222.60611
guy,2018,228.13953
guy,2019,236.0883
guy,2020,274.70041
hkg,1980,92
hkg,1981,89
hkg,1982,88
hkg,1983,81
hkg,1984,85
hkg,1985,86
hkg,1986,87
hkg,1987,91
hkg,1988,93
hkg,1989,98
hkg,1990,101
hkg,1991,104
hkg,1992,105
hkg,1993,105
hkg,1994,106
hkg,1995,110
hkg,1996,110
hkg,1997,108
hkg,1998,104
hkg,1999,101
hkg,2000,100
hkg,2001,97.6
hkg,2002,94.9648
hkg,2003,93.73026
hkg,2004,94.81565
hkg,2005,96.2322
hkg,2006,97.29075
hkg,2007,99.06923
hkg,2008,103.13107
hkg,2009,104.67803
hkg,2010,109.9021
hkg,2011,119.12889
hkg,2012,123.6512
hkg,2013,123.33349
hkg,2014,123.50697
hkg,2015,122.66309
hkg,2016,121.44902
hkg,2017,122.94014
hkg,2018,125.17399
hkg,2019,127.11549
hkg,2020,129.39996
hnd,1980,103
hnd,1981,95
hnd,1982,93
hnd,1983,89
hnd,1984,100
hnd,1985,96
hnd,1986,120
hnd,1987,97
hnd,1988,78
hnd,1989,81
hnd,1990,71
hnd,1991,77
hnd,1992,75
hnd,1993,76
hnd,1994,82
hnd,1995,105
hnd,1996,95
hnd,1997,113
hnd,1998,110
hnd,1999,101
hnd,2000,100
hnd,2001,81.14284
hnd,2002,78.70857
hnd,2003,77.92141
hnd,2004,83.37589
hnd,2005,90.87974
hnd,2006,94.51498
hnd,2007,99.24069
hnd,2008,107.18007
hnd,2009,99.67733
hnd,2010,112.63544
hnd,2011,139.66798
hnd,2012,121.93015
hnd,2013,111.44416
hnd,2014,111.44415
hnd,2015,95.20322
hnd,2016,95.27822
hnd,2017,99.08938
hnd,2018,118.61749
hnd,2019,116.26094
hnd,2020,121.96566
hrv,2000,100
hrv,2001,96.15486
hrv,2002,94.19073
hrv,2003,99.65013
hrv,2004,113.0934
hrv,2005,120.29247
hrv,2006,129.93774
hrv,2007,149.90739
hrv,2008,172.17542
hrv,2009,150.43655
hrv,2010,151.4212
hrv,2011,173.6533
hrv,2012,164.65114
hrv,2013,164.64153
hrv,2014,162.92238
hrv,2015,133.81679
hrv,2016,130.76169
hrv,2017,139.60458
hrv,2018,149.65533
hrv,2019,143.70387
hrv,2020,140.90246
hti,1980,146
hti,1981,121
hti,1982,120
hti,1983,129
hti,1984,147
hti,1985,157
hti,1986,150
hti,1987,137
hti,1988,139
hti,1989,98
hti,1990,127
hti,1991,103
hti,1992,88
hti,1993,88
hti,1994,94
hti,1995,103
hti,1996,99
hti,1997,99
hti,1998,107
hti,1999,102
hti,2000,100
hti,2001,98.4129
hti,2002,98.41262
hti,2003,100.38107
hti,2004,105.4
hti,2005,109.61611
hti,2006,111.80848
hti,2007,115.16267
hti,2008,119.19336
hti,2009,131.11274
hti,2010,130.19498
hti,2011,132.92901
hti,2012,146.62072
hti,2013,138.8499
hti,2014,141.51667
hti,2015,134.41987
hti,2016,129.47129
hti,2017,135.42701
hti,2018,138.13552
hti,2019,138.96427
hti,2020,139.78972
hun,2000,100
hun,2001,97.1911
hun,2002,100.66266
hun,2003,118.93209
hun,2004,130.85687
hun,2005,131.91533
hun,2006,132.80192
hun,2007,146.05746
hun,2008,159.59554
hun,2009,146.87651
hun,2010,150.01855
hun,2011,165.0583
hun,2012,154.72382
hun,2013,160.31507
hun,2014,158.90429
hun,2015,134.71248
hun,2016,133.80886
hun,2017,143.40669
hun,2018,153.63336
hun,2019,148.23368
hun,2020,151.4867
idn,2003,105.08488
idn,2004,120.39347
idn,2005,139.43327
idn,2006,161.2335
idn,2007,180.0308
idn,2008,225.63337
idn,2009,192.38854
idn,2010,221.56704
idn,2011,271.43513
idn,2012,258.94912
idn,2013,240.01735
idn,2014,232.02255
idn,2015,186.97537
idn,2016,177.41172
idn,2017,194.64544
idn,2018,206.41099
idn,2019,198.1761
idn,2020,187.09054
ind,1980,96
ind,1981,91
ind,1982,94
ind,1983,94
ind,1984,96
ind,1985,98
ind,1986,98
ind,1987,99
ind,1988,120
ind,1989,123
ind,1990,121
ind,1991,117
ind,1992,117
ind,1993,112
ind,1994,114
ind,1995,108
ind,1996,103
ind,1997,117
ind,1998,107
ind,1999,101
ind,2000,100
ind,2001,94.3
ind,2002,91.8482
ind,2003,103.88031
ind,2004,116.31865
ind,2005,124.34463
ind,2006,136.03303
ind,2007,146.37154
ind,2008,162.32603
ind,2009,146.09343
ind,2010,159.53403
ind,2011,185.69761
ind,2012,185.32621
ind,2013,181.24904
ind,2014,176.83766
ind,2015,149.65954
ind,2016,143.87106
ind,2017,153.27982
ind,2018,160.10614
ind,2019,155.22195
ind,2020,149.62626
irl,2000,100
irl,2001,98.09657
irl,2002,100.69222
irl,2003,114.73744
irl,2004,123.54221
irl,2005,129.8024
irl,2006,131.81333
irl,2007,143.56414
irl,2008,154.68832
irl,2009,142.96231
irl,2010,145.84264
irl,2011,156.53665
irl,2012,149.67144
irl,2013,152.47648
irl,2014,150.83414
irl,2015,134.63697
irl,2016,133.27509
irl,2017,136.56649
irl,2018,141.19465
irl,2019,136.67166
irl,2020,137.48482
irn,1980,121.948
irn,1981,130.025
irn,1982,109.216
irn,1983,101.181
irn,1984,99.2993
irn,1985,100
irn,1986,48.9172
irn,1987,64.3754
irn,1988,55.1175
irn,1989,58.4371
irn,2000,100
irn,2001,89.82533
irn,2002,90.25026
irn,2003,102.54139
irn,2004,131.16908
irn,2005,178.48431
irn,2006,213.30254
irn,2007,234.54727
irn,2008,314.87169
irn,2009,214.42127
irn,2010,264.02596
irn,2011,346.22587
irn,2012,347.56524
irn,2013,341.37845
irn,2014,328.46293
irn,2015,230.87467
irn,2016,201.10773
irn,2017,240.7056
irn,2018,291.00484
irn,2019,273.05916
irn,2020,234.99652
irq,1980,107.239
irq,1981,125.53
irq,1982,118.449
irq,1983,104.365
irq,1984,100.749
irq,1985,100
irq,1986,53.9855
irq,1987,59.8118
irq,1988,49.2212
irq,2000,100
irq,2001,87.2
irq,2002,88.7696
irq,2003,102.61766
irq,2004,133.50557
irq,2005,187.84234
irq,2006,228.41629
irq,2007,269.53122
irq,2008,370.06636
irq,2009,225.37041
irq,2010,289.37561
irq,2011,401.65335
irq,2012,406.47319
irq,2013,391.84015
irq,2014,357.29216
irq,2015,181.25432
irq,2016,149.73419
irq,2017,196.38238
irq,2018,259.69711
irq,2019,240.11986
irq,2020,154.48362
isl,2000,100
isl,2001,99.17225
isl,2002,103.08021
isl,2003,111.23226
isl,2004,123.46703
isl,2005,132.78655
isl,2006,150.93255
isl,2007,168.98885
isl,2008,167.16548
isl,2009,125.72674
isl,2010,145.51991
isl,2011,167.33443
isl,2012,153.68422
isl,2013,147.61435
isl,2014,153.0767
isl,2015,141.97913
isl,2016,131.59404
isl,2017,143.69442
isl,2018,157.93845
isl,2019,149.06102
isl,2020,141.98191
isr,2000,100
isr,2001,97.48654
isr,2002,96.33453
isr,2003,100.62837
isr,2004,105.81987
isr,2005,114.30281
isr,2006,119.32974
isr,2007,126.51107
isr,2008,146.19988
isr,2009,135.90664
isr,2010,141.11311
isr,2011,150.35907
isr,2012,156.28366
isr,2013,159.02154
isr,2014,157.6152
isr,2015,149.65589
isr,2016,145.91562
isr,2017,150.32914
isr,2018,153.87493
isr,2019,151.63076
isr,2020,142.54937
ita,2000,100
ita,2001,99.54736
ita,2002,105.90537
ita,2003,127.00803
ita,2004,142.77277
ita,2005,149.07136
ita,2006,157.38294
ita,2007,179.3888
ita,2008,201.73953
ita,2009,186.10896
ita,2010,185.27472
