geo,time,ny_gdp_totl_rt_zs
bwa,1986,1.48504
bwa,1987,1.14243
bwa,1988,7.25076
bwa,1989,5.56979
bwa,1990,2.04902
bwa,1991,3.07098
bwa,1992,1.97154
bwa,1993,1.14828
bwa,1994,1.62952
bwa,1995,2.32203
bwa,1996,1.25015
bwa,1997,1.38422
bwa,1998,0.85449
bwa,1999,1.361
bwa,2000,2.37948
bwa,2001,1.16509
bwa,2002,0.91496
bwa,2003,1.93296
bwa,2004,3.22579
bwa,2005,2.34395
bwa,2006,6.30486
bwa,2007,7.16135
bwa,2008,3.89017
bwa,2009,2.22086
bwa,2010,2.07912
bwa,2011,1.86033
bwa,2012,2.17331
bwa,2013,1.34799
bwa,2014,0.87559
bwa,2015,0.74062
bwa,2016,0.72138
bwa,2017,0.80095
bwa,2018,0.75637
bwa,2019,0.65705
caf,1970,8.23425
caf,1971,8.06681
caf,1972,9.00911
caf,1973,12.14589
caf,1974,11.37106
caf,1975,10.46012
caf,1976,8.5972
caf,1977,11.35295
caf,1978,10.55839
caf,1979,9.38626
caf,1980,10.09205
caf,1981,9.87266
caf,1982,11.34467
caf,1983,9.20741
caf,1984,9.01828
caf,1985,5.48292
caf,1986,5.98444
caf,1987,5.42855
caf,1988,5.5305
caf,1989,6.129
caf,1990,6.36533
caf,1991,6.1598
caf,1992,6.90407
caf,1993,6.51658
caf,1994,11.769
caf,1995,12.34574
caf,1996,11.9809
caf,1997,13.19276
caf,1998,13.54099
caf,1999,9.6175
caf,2000,11.20518
caf,2001,10.87849
caf,2002,11.4173
caf,2003,11.72737
caf,2004,8.18349
caf,2005,8.5793
caf,2006,10.0277
caf,2007,9.94663
caf,2008,11.76284
caf,2009,8.79498
caf,2010,7.90813
caf,2011,8.44239
caf,2012,9.16089
caf,2013,12.89708
caf,2014,11.29476
caf,2015,12.66146
caf,2016,13.0272
caf,2017,13.82421
caf,2018,10.83018
caf,2019,8.34947
can,1970,2.21306
can,1971,1.90711
can,1972,1.9006
can,1973,3.13854
can,1974,5.84146
can,1975,4.65399
can,1976,4.19784
can,1977,4.45998
can,1978,4.09786
can,1979,8.42533
can,1980,8.99903
can,1981,5.77152
can,1982,3.3203
can,1983,4.37216
can,1984,4.50285
can,1985,4.19774
can,1986,1.97931
can,1987,2.80857
can,1988,2.82336
can,1989,2.79749
can,1990,2.89211
can,1991,2.21551
can,1992,2.42924
can,1993,2.64472
can,1994,2.4505
can,1995,2.45332
can,1996,3.10157
can,1997,2.43243
can,1998,1.48384
can,1999,2.1639
can,2000,3.92709
can,2001,3.26073
can,2002,2.36592
can,2003,2.94239
can,2004,4.06932
can,2005,4.41167
can,2006,3.85563
can,2007,3.65704
can,2008,5.00727
can,2009,2.02494
can,2010,2.25074
can,2011,2.96769
can,2012,1.80377
can,2013,1.91151
can,2014,1.66084
can,2015,0.33489
can,2016,0.78526
can,2017,1.27006
can,2018,2.12161
can,2019,1.89504
chanisl,1998,0
chanisl,1999,0
chanisl,2000,0
chanisl,2001,0
chanisl,2002,0
chanisl,2003,0
chanisl,2004,0
chanisl,2005,0
chanisl,2006,0
chanisl,2007,0
che,1970,0.07315
che,1971,0.0579
che,1972,0.0538
che,1973,0.06088
che,1974,0.0688
che,1975,0.0598
che,1976,0.05432
che,1977,0.05862
che,1978,0.05193
che,1979,0.0511
che,1980,0.06014
che,1981,0.05446
che,1982,0.04715
che,1983,0.03891
che,1984,0.04367
che,1985,0.04103
che,1986,0.03836
che,1987,0.03079
che,1988,0.02928
che,1989,0.03398
che,1990,0.03977
che,1991,0.02169
che,1992,0.02131
che,1993,0.02115
che,1994,0.02014
che,1995,0.01992
che,1996,0.01897
che,1997,0.02007
che,1998,0.01811
che,1999,0.01748
che,2000,0.03483
che,2001,0.0206
che,2002,0.01794
che,2003,0.01843
che,2004,0.01412
che,2005,0.01462
che,2006,0.01722
che,2007,0.01897
che,2008,0.0165
che,2009,0.01509
che,2010,0.01544
che,2011,0.0129
che,2012,0.0115
che,2013,0.01233
che,2014,0.01347
che,2015,0.01079
che,2016,0.0112
che,2017,0.00981
che,2018,0.01282
che,2019,0.00937
chl,1970,10.16573
chl,1971,6.63094
chl,1972,5.8201
chl,1973,7.38102
chl,1974,11.15803
chl,1975,13.25214
chl,1976,12.88334
chl,1977,8.81587
chl,1978,7.56363
chl,1979,9.4751
chl,1980,8.78321
chl,1981,5.63032
chl,1982,6.70255
chl,1983,9.20912
chl,1984,8.10963
chl,1985,9.05694
chl,1986,7.07399
chl,1987,8.59295
chl,1988,11.85749
chl,1989,12.81949
chl,1990,11.16295
chl,1991,5.94427
chl,1992,4.62758
chl,1993,3.35978
chl,1994,4.88237
chl,1995,6.55249
chl,1996,4.99588
chl,1997,4.65669
chl,1998,2.53381
chl,1999,3.68193
chl,2000,4.87091
chl,2001,3.94227
chl,2002,3.74103
chl,2003,5.09218
chl,2004,9.55736
chl,2005,9.74647
chl,2006,17.23969
chl,2007,17.04143
chl,2008,13.82029
chl,2009,8.73458
chl,2010,11.92205
chl,2011,12.11225
chl,2012,9.06732
chl,2013,7.61223
chl,2014,6.85029
chl,2015,4.02836
chl,2016,3.19254
chl,2017,5.32497
chl,2018,5.79354
chl,2019,2.30011
chn,1970,0.83785
chn,1971,0.8161
chn,1972,0.96647
chn,1973,1.84247
chn,1974,4.85825
chn,1975,7.17883
chn,1976,8.99215
chn,1977,9.39805
chn,1978,10.91405
chn,1979,16.52734
chn,1980,19.2244
chn,1981,19.1918
chn,1982,16.48589
chn,1983,12.33745
chn,1984,10.10025
chn,1985,9.50047
chn,1986,5.55177
chn,1987,6.15355
chn,1988,6.09759
chn,1989,6.81315
chn,1990,8.2583
chn,1991,5.82348
chn,1992,5.11014
chn,1993,4.24163
chn,1994,3.22161
chn,1995,3.20021
chn,1996,2.98303
chn,1997,2.38902
chn,1998,1.74411
chn,1999,1.81319
chn,2000,2.59491
chn,2001,2.48324
chn,2002,1.87368
chn,2003,1.95339
chn,2004,4.66195
chn,2005,5.04099
chn,2006,5.50468
chn,2007,6.37643
chn,2008,9.70533
chn,2009,3.98617
chn,2010,6.29908
chn,2011,7.67705
chn,2012,4.15321
chn,2013,3.02535
chn,2014,2.31439
chn,2015,1.18276
chn,2016,1.04727
chn,2017,1.33243
chn,2018,1.46776
chn,2019,1.25505
civ,1970,5.88212
civ,1971,5.64894
civ,1972,6.24913
civ,1973,7.46319
civ,1974,6.97736
civ,1975,5.73988
civ,1976,5.84188
civ,1977,5.29252
civ,1978,4.33408
civ,1979,4.7895
civ,1980,4.88557
civ,1981,4.44003
civ,1982,5.36117
civ,1983,5.72037
civ,1984,5.91127
civ,1985,5.13501
civ,1986,3.58733
civ,1987,3.42243
civ,1988,2.86749
civ,1989,2.93541
civ,1990,4.1002
civ,1991,3.50248
civ,1992,3.30047
civ,1993,3.17275
civ,1994,5.27428
civ,1995,5.18085
civ,1996,4.60898
civ,1997,4.41378
civ,1998,3.86116
civ,1999,3.47282
civ,2000,4.61381
civ,2001,3.59793
civ,2002,3.38868
civ,2003,3.54865
civ,2004,3.65333
civ,2005,5.3766
civ,2006,8.14848
civ,2007,7.63105
civ,2008,9.74909
civ,2009,6.28161
civ,2010,6.787
civ,2011,9.40466
civ,2012,8.95159
civ,2013,7.28182
civ,2014,6.32362
civ,2015,3.29367
civ,2016,3.41417
civ,2017,3.61502
civ,2018,3.42431
civ,2019,2.4829
cmr,1970,3.87603
cmr,1971,3.45822
cmr,1972,3.56299
cmr,1973,4.50207
cmr,1974,4.27121
cmr,1975,4.30589
cmr,1976,4.04283
cmr,1977,5.54774
cmr,1978,5.54755
cmr,1979,8.55715
cmr,1980,10.38346
cmr,1981,6.98808
cmr,1982,6.01321
cmr,1983,7.71209
cmr,1984,10.6975
cmr,1985,12.81747
cmr,1986,4.97644
cmr,1987,7.30393
cmr,1988,5.82405
cmr,1989,10.11134
cmr,1990,13.10435
cmr,1991,7.23499
cmr,1992,8.18558
cmr,1993,5.27707
cmr,1994,6.90123
cmr,1995,9.84394
cmr,1996,9.98468
cmr,1997,8.70052
cmr,1998,5.32043
cmr,1999,5.28142
cmr,2000,8.356
cmr,2001,5.48329
cmr,2002,5.09444
cmr,2003,5.18465
cmr,2004,5.30491
cmr,2005,8.32613
cmr,2006,9.72707
cmr,2007,9.83131
cmr,2008,11.15049
cmr,2009,6.4093
cmr,2010,7.50069
cmr,2011,8.78728
cmr,2012,9.04767
cmr,2013,7.81671
cmr,2014,7.85923
cmr,2015,6.10434
cmr,2016,5.6636
cmr,2017,6.70501
cmr,2018,6.75181
cmr,2019,5.53444
cod,1970,11.50469
cod,1971,7.72328
cod,1972,7.43393
cod,1973,11.99605
cod,1974,11.65839
cod,1975,6.72568
cod,1976,7.82289
cod,1977,7.81907
cod,1978,6.52089
cod,1979,8.30973
cod,1980,10.70935
cod,1981,9.64569
cod,1982,9.61503
cod,1983,10.54675
cod,1984,13.66142
cod,1985,13.27235
cod,1986,12.74671
cod,1987,16.63338
cod,1988,19.40599
cod,1989,20.43687
cod,1990,20.04848
cod,1991,13.33143
cod,1992,15.94103
cod,1993,10.72558
cod,1994,23.49457
cod,1995,36.31854
cod,1996,36.49801
cod,1997,32.19913
cod,1998,32.01551
cod,1999,28.21596
cod,2000,7.5466
cod,2001,18.1343
cod,2002,18.58111
cod,2003,29.10822
cod,2004,23.66593
cod,2005,23.08571
cod,2006,23.66749
cod,2007,25.60744
cod,2008,28.26277
cod,2009,28.31244
cod,2010,25.92962
cod,2011,28.57233
cod,2012,26.85125
cod,2013,25.474
cod,2014,24.60985
cod,2015,20.11702
cod,2016,20.58804
cod,2017,24.79996
cod,2018,18.17956
cod,2019,10.81325
cog,1970,6.63327
cog,1971,5.89675
cog,1972,5.56131
cog,1973,6.84332
cog,1974,27.58829
cog,1975,16.62689
cog,1976,19.69084
cog,1977,19.10949
cog,1978,22.16562
cog,1979,40.49871
cog,1980,31.42173
cog,1981,17.16826
cog,1982,9.21929
cog,1983,18.04737
cog,1984,27.3888
cog,1985,27.0193
cog,1986,13.50426
cog,1987,23.302
cog,1988,22.86805
cog,1989,36.74821
cog,1990,42.44389
cog,1991,24.55918
cog,1992,27.18984
cog,1993,41.68786
cog,1994,37.70832
cog,1995,36.99527
cog,1996,41.34902
cog,1997,44.02003
cog,1998,26.50215
cog,1999,40.12032
cog,2000,57.99638
cog,2001,44.14974
cog,2002,41.21661
cog,2003,35.3916
cog,2004,43.84012
cog,2005,52.10989
cog,2006,58.65016
cog,2007,49.57433
cog,2008,56.9313
cog,2009,38.01115
cog,2010,47.00155
cog,2011,56.03897
cog,2012,45.59799
cog,2013,36.25965
cog,2014,32.13647
cog,2015,17.34215
cog,2016,17.83826
cog,2017,33.26297
cog,2018,47.95152
cog,2019,47.86868
col,1970,1.20519
col,1971,1.44838
col,1972,1.47598
col,1973,1.932
col,1974,5.01228
col,1975,4.88127
col,1976,4.2123
col,1977,2.98931
col,1978,2.61664
col,1979,4.50218
col,1980,5.06693
col,1981,4.15553
col,1982,2.99771
col,1983,3.61413
col,1984,3.66707
col,1985,4.09949
col,1986,3.21144
col,1987,5.34105
col,1988,4.13331
col,1989,5.96429
col,1990,7.00471
col,1991,4.32687
col,1992,3.76969
col,1993,3.15351
col,1994,2.43254
col,1995,2.99066
col,1996,3.76835
col,1997,3.08196
col,1998,2.05754
col,1999,4.33086
col,2000,5.75813
col,2001,3.7723
col,2002,3.8927
col,2003,4.79305
col,2004,6.06941
col,2005,6.38842
col,2006,7.2281
col,2007,6.56521
col,2008,8.5066
col,2009,4.68653
col,2010,6.57545
col,2011,9.43277
col,2012,8.01797
col,2013,7.33243
col,2014,6.3644
col,2015,3.67866
col,2016,2.9705
col,2017,3.84787
col,2018,5.01999
col,2019,4.51731
com,1980,0.81455
com,1981,0.8117
com,1982,1.28846
com,1983,0.79305
com,1984,0.76987
com,1985,0.51653
com,1986,0.61904
com,1987,0.50554
com,1988,0.54613
com,1989,0.59939
com,1990,0.73304
com,1991,0.75254
com,1992,0.73227
com,1993,0.63319
com,1994,1.09161
com,1995,1.68994
com,1996,1.7254
com,1997,1.76066
com,1998,1.8325
com,1999,1.27105
com,2000,1.40301
com,2001,1.27343
com,2002,1.37515
com,2003,1.65537
com,2004,1.23259
com,2005,1.28691
com,2006,1.26609
com,2007,1.58274
com,2008,1.71605
com,2009,1.74978
com,2010,1.5934
com,2011,1.63839
com,2012,1.90623
com,2013,1.8088
com,2014,1.97625
com,2015,2.46584
com,2016,2.51407
com,2017,2.38014
com,2018,1.46385
com,2019,1.23493
cpv,1980,1.05675
cpv,1981,0.96154
cpv,1982,1.39735
cpv,1983,0.88088
cpv,1984,0.85744
cpv,1985,0.57379
cpv,1986,0.69583
cpv,1987,0.54516
cpv,1988,0.54683
cpv,1989,0.5554
cpv,1990,0.59929
cpv,1991,0.60015
cpv,1992,0.56662
cpv,1993,0.33503
cpv,1994,0.51589
cpv,1995,0.69197
cpv,1996,0.69958
cpv,1997,0.69586
cpv,1998,0.70662
cpv,1999,0.36786
cpv,2000,0.41444
cpv,2001,0.48595
cpv,2002,0.5311
cpv,2003,0.70902
cpv,2004,0.57302
cpv,2005,0.53728
cpv,2006,0.44918
cpv,2007,0.50613
cpv,2008,0.48275
cpv,2009,0.53636
cpv,2010,0.47095
cpv,2011,0.47526
cpv,2012,0.5904
cpv,2013,0.57255
cpv,2014,0.64265
cpv,2015,0.7994
cpv,2016,0.80703
cpv,2017,0.712
cpv,2018,0.36915
cpv,2019,0.31436
cri,1970,4.1374
cri,1971,3.80411
cri,1972,3.96287
cri,1973,5.8591
cri,1974,5.37893
cri,1975,7.25852
cri,1976,5.57647
cri,1977,5.78297
cri,1978,5.63127
cri,1979,6.95185
cri,1980,5.35453
cri,1981,8.52856
cri,1982,11.9947
cri,1983,5.07421
cri,1984,2.93796
cri,1985,2.44326
cri,1986,2.51501
cri,1987,3.25908
cri,1988,3.05104
cri,1989,2.81238
cri,1990,3.2946
cri,1991,2.78074
cri,1992,2.58166
cri,1993,2.21317
cri,1994,2.38832
cri,1995,2.92581
cri,1996,2.59621
cri,1997,2.28995
cri,1998,1.52758
cri,1999,1.15869
cri,2000,1.02215
cri,2001,1.05625
cri,2002,0.95728
cri,2003,0.98709
cri,2004,0.94535
cri,2005,0.98577
cri,2006,1.35321
cri,2007,1.47085
cri,2008,1.31736
cri,2009,1.19155
cri,2010,1.64281
cri,2011,1.24721
cri,2012,1.19453
cri,2013,1.2519
cri,2014,1.3727
cri,2015,1.14725
cri,2016,1.25248
cri,2017,1.17115
cri,2018,0.96135
cri,2019,0.75377
cub,1970,0.87355
cub,1971,0.72595
cub,1972,0.6492
cub,1973,0.59213
cub,1974,0.67901
cub,1975,0.79305
cub,1976,0.85204
cub,1977,0.79746
cub,1978,0.44658
cub,1979,0.84848
cub,1980,0.82087
cub,1981,0.76674
cub,1982,0.62193
cub,1983,0.54188
cub,1984,0.53733
cub,1985,0.61421
cub,1986,0.30001
cub,1987,0.41426
cub,1988,1.54345
cub,1989,1.66692
cub,1990,0.88889
cub,1991,0.98566
cub,1992,0.98836
cub,1993,0.75633
cub,1994,0.67022
cub,1995,1.05911
cub,1996,1.36452
cub,1997,1.02286
cub,1998,0.54208
cub,1999,0.78361
cub,2000,1.86855
cub,2001,1.25109
cub,2002,1.35444
cub,2003,1.98663
cub,2004,2.9187
cub,2005,2.94323
cub,2006,3.67423
cub,2007,6.19736
cub,2008,3.02104
cub,2009,1.59152
cub,2010,2.58686
cub,2011,2.96424
cub,2012,2.21523
cub,2013,1.74247
cub,2014,1.66198
cub,2015,0.69225
cub,2016,0.44322
cub,2017,0.6544
cub,2018,1.0573
cym,2006,0
cym,2007,0
cym,2008,0
cym,2009,0
cym,2010,0
cym,2011,0
cym,2012,0
cym,2013,0
cym,2014,0
cym,2015,0
cym,2016,0
cym,2017,0
cym,2018,0
cyp,1975,1.33558
cyp,1976,1.65408
cyp,1977,0.73041
cyp,1978,0.44034
cyp,1979,0.21831
cyp,1980,0.14934
cyp,1981,0.08969
cyp,1982,0.08118
cyp,1983,0.0852
cyp,1984,0.07238
cyp,1985,0.06931
cyp,1986,0.04663
cyp,1987,0.03794
cyp,1988,0.04756
cyp,1989,0.05004
cyp,1990,0.0304
cyp,1991,0.01875
cyp,1992,0.0128
cyp,1993,0.0129
cyp,1994,0.0096
cyp,1995,0.00774
cyp,1996,0.01474
cyp,1997,0.02463
cyp,1998,0.01114
cyp,1999,0.01411
cyp,2000,0.01919
cyp,2001,0.00988
cyp,2002,0.01097
cyp,2003,0.00792
cyp,2004,0.00878
cyp,2005,0.00073
cyp,2006,0.00059
cyp,2007,0.00646
cyp,2008,0.00456
cyp,2009,0.01862
cyp,2010,0.03923
cyp,2011,0.06184
cyp,2012,0.06226
cyp,2013,0.04185
cyp,2014,0.03262
cyp,2015,0.01997
cyp,2016,0.00122
cyp,2017,0.00545
cyp,2018,0.00473
cyp,2019,0.00099
cze,1990,1.42708
cze,1991,1.70429
cze,1992,1.11072
cze,1993,0.97711
cze,1994,0.72733
cze,1995,0.73903
cze,1996,0.69054
cze,1997,0.65629
cze,1998,0.51369
cze,1999,0.43476
cze,2000,0.55551
cze,2001,0.76793
cze,2002,0.46644
cze,2003,0.41556
cze,2004,0.88764
cze,2005,0.76862
cze,2006,0.76678
cze,2007,0.69665
cze,2008,1.53657
cze,2009,0.70719
cze,2010,0.97959
cze,2011,1.09289
cze,2012,0.65818
cze,2013,0.39235
cze,2014,0.34902
cze,2015,0.3097
cze,2016,0.31714
cze,2017,0.36832
cze,2018,0.40184
cze,2019,0.42212
deu,1970,0.23405
deu,1971,0.24254
deu,1972,0.19858
deu,1973,0.22205
deu,1974,0.36635
deu,1975,0.74032
deu,1976,0.77824
deu,1977,0.65651
deu,1978,0.48696
deu,1979,0.48272
deu,1980,0.59691
deu,1981,0.9494
deu,1982,0.96441
deu,1983,0.64224
deu,1984,0.51811
deu,1985,0.55829
deu,1986,0.24791
deu,1987,0.14877
deu,1988,0.13582
deu,1989,0.17645
deu,1990,0.2341
deu,1991,0.13501
deu,1992,0.09562
deu,1993,0.07512
deu,1994,0.0602
deu,1995,0.06505
deu,1996,0.07435
deu,1997,0.07045
deu,1998,0.05459
deu,1999,0.04727
deu,2000,0.09638
deu,2001,0.1304
deu,2002,0.10545
deu,2003,0.0983
deu,2004,0.14012
deu,2005,0.14333
deu,2006,0.16641
deu,2007,0.17137
deu,2008,0.29971
deu,2009,0.15986
deu,2010,0.1973
deu,2011,0.22819
deu,2012,0.16507
deu,2013,0.12262
deu,2014,0.09914
deu,2015,0.07551
deu,2016,0.06541
deu,2017,0.06852
deu,2018,0.08499
deu,2019,0.10071
dji,1985,0.17483
dji,1987,0.55223
dji,1988,0.56276
dji,1989,0.58873
dji,1990,0.56822
dji,1991,0.58326
dji,1992,0.49636
dji,1993,0.38089
dji,1994,0.41864
dji,1995,0.63248
dji,1996,0.66401
dji,1997,0.67691
dji,1998,0.94735
dji,1999,0.39109
dji,2000,0.38208
dji,2001,0.41597
dji,2002,0.45428
dji,2003,0.62306
dji,2004,0.57315
dji,2005,0.52925
dji,2006,0.61639
dji,2007,0.52331
dji,2008,0.79044
dji,2009,0.74321
dji,2010,0.83816
dji,2011,0.88846
dji,2012,0.89377
dji,2013,0.52262
dji,2014,0.789
dji,2015,0.66101
dji,2016,0.48468
dji,2017,0.57371
dji,2018,0.26525
dji,2019,0.2871
dma,1977,0.19057
dma,1978,0.15294
dma,1979,0.18052
dma,1980,0.15311
dma,1981,0.12096
dma,1982,0.23548
dma,1983,0.07205
dma,1984,0.03771
dma,1985,0.02167
dma,1986,0.01893
dma,1987,0.01625
dma,1988,0.01426
dma,1989,0.01332
dma,1990,0.04249
dma,1991,0.04604
dma,1992,0.04058
dma,1993,0.02964
dma,1994,0.03318
dma,1995,0.04029
dma,1996,0.02761
dma,1997,0.0379
dma,1998,0.03075
dma,1999,0.02546
dma,2000,0.02495
dma,2001,0.02429
dma,2002,0.02215
dma,2003,0.02283
dma,2004,0.02204
dma,2005,0.02121
dma,2006,0.0287
dma,2007,0.02709
dma,2008,0.02613
dma,2009,0.02199
dma,2010,0.04914
dma,2011,0.04123
dma,2012,0.04133
dma,2013,0.04922
dma,2014,0.06517
dma,2015,0.04744
dma,2016,0.06026
dma,2017,0.05611
dma,2018,0.03469
dma,2019,0.03171
dnk,1970,0.06812
dnk,1971,0.05582
dnk,1972,0.05723
dnk,1973,0.06354
dnk,1974,0.0567
dnk,1975,0.05886
dnk,1976,0.06742
dnk,1977,0.08276
dnk,1978,0.07231
dnk,1979,0.10839
dnk,1980,0.11618
dnk,1981,0.17589
dnk,1982,0.242
dnk,1983,0.35788
dnk,1984,0.41251
dnk,1985,0.53872
dnk,1986,0.25493
dnk,1987,0.32615
dnk,1988,0.25475
dnk,1989,0.47108
dnk,1990,0.53964
dnk,1991,0.32317
dnk,1992,0.31966
dnk,1993,0.36174
dnk,1994,0.33039
dnk,1995,0.31218
dnk,1996,0.47315
dnk,1997,0.4703
dnk,1998,0.14154
dnk,1999,0.46581
dnk,2000,1.47864
dnk,2001,1.22898
dnk,2002,1.17849
dnk,2003,1.10905
dnk,2004,1.31695
dnk,2005,1.73429
dnk,2006,1.91196
dnk,2007,1.66152
dnk,2008,2.04332
dnk,2009,1.21271
dnk,2010,1.43006
dnk,2011,1.79503
dnk,2012,1.67786
dnk,2013,1.26863
dnk,2014,1.01567
dnk,2015,0.53442
dnk,2016,0.36266
dnk,2017,0.51158
dnk,2018,0.63421
dnk,2019,0.47751
dom,1970,0.72857
dom,1971,0.78221
dom,1972,1.93534
dom,1973,2.67667
dom,1974,2.67558
dom,1975,2.16733
dom,1976,2.02607
dom,1977,1.79332
dom,1978,0.8926
dom,1979,2.09349
dom,1980,3.12053
dom,1981,1.97339
dom,1982,0.92507
dom,1983,1.09028
dom,1984,0.70555
dom,1985,1.44605
dom,1986,0.56683
dom,1987,1.20253
dom,1988,5.71665
dom,1989,4.4838
dom,1990,2.01017
dom,1991,1.421
dom,1992,0.82017
dom,1993,0.27024
dom,1994,0.79226
dom,1995,1.14268
dom,1996,0.70339
dom,1997,0.50323
dom,1998,0.04811
dom,1999,0.19052
dom,2000,0.34104
dom,2001,0.02279
dom,2002,0.02765
dom,2003,0.54163
dom,2004,1.21413
dom,2005,0.72072
dom,2006,1.60623
dom,2007,2.52805
dom,2008,0.23415
dom,2009,0.1235
dom,2010,0.1724
dom,2011,0.34015
dom,2012,0.44672
dom,2013,1.02497
dom,2014,1.03747
dom,2015,0.53535
dom,2016,1.28194
dom,2017,1.03551
dom,2018,0.86861
dom,2019,0.35871
dza,1970,8.69357
dza,1971,8.4712
dza,1972,10.30735
dza,1973,12.00578
dza,1974,29.28999
dza,1975,23.99331
dza,1976,25.08813
dza,1977,24.70376
dza,1978,21.41738
dza,1979,39.16939
dza,1980,32.05985
dza,1981,24.36907
dza,1982,18.65595
dza,1983,18.20933
dza,1984,17.01181
dza,1985,15.63754
dza,1986,7.85277
dza,1987,9.80496
dza,1988,9.11373
dza,1989,13.97869
dza,1990,17.70519
dza,1991,15.07586
dza,1992,15.16714
dza,1993,13.75745
dza,1994,14.26082
dza,1995,16.16789
dza,1996,19.01719
dza,1997,17.9678
dza,1998,11.68872
dza,1999,15.65979
dza,2000,24.39543
dza,2001,21.85734
dza,2002,21.87078
dza,2003,23.43667
dza,2004,25.06823
dza,2005,32.43901
dza,2006,34.41216
dza,2007,32.46493
dza,2008,34.25249
dza,2009,24.53419
dza,2010,26.28289
dza,2011,31.05281
dza,2012,30.04013
dza,2013,27.80152
dza,2014,24.15405
dza,2015,15.85764
dza,2016,12.03248
dza,2017,14.3088
dza,2018,18.47413
dza,2019,16.42406
ecu,1970,0.61255
ecu,1971,0.73461
ecu,1972,1.60693
ecu,1973,4.11821
ecu,1974,8.68839
ecu,1975,6.70219
ecu,1976,7.00486
ecu,1977,5.08781
ecu,1978,5.57381
ecu,1979,12.14038
ecu,1980,11.39196
ecu,1981,8.11393
ecu,1982,6.00783
ecu,1983,9.52133
ecu,1984,10.07182
ecu,1985,10.39318
ecu,1986,5.81459
ecu,1987,6.38872
ecu,1988,8.33061
ecu,1989,10.42462
ecu,1990,13.17073
ecu,1991,7.56051
ecu,1992,7.97004
ecu,1993,7.3938
ecu,1994,6.50681
ecu,1995,7.54778
ecu,1996,9.30703
ecu,1997,7.01959
ecu,1998,3.87665
ecu,1999,7.96373
ecu,2000,16.42543
ecu,2001,9.40643
ecu,2002,8.24603
ecu,2003,8.98633
ecu,2004,13.48265
ecu,2005,17.80036
ecu,2006,18.85995
ecu,2007,17.04043
ecu,2008,18.82073
ecu,2009,9.20677
ecu,2010,11.86718
ecu,2011,16.14122
ecu,2012,14.32325
ecu,2013,13.09618
ecu,2014,11.58798
ecu,2015,4.78546
ecu,2016,3.71656
ecu,2017,5.44268
ecu,2018,7.57513
ecu,2019,6.95501
egy,1970,1.92398
egy,1971,2.04901
egy,1972,1.88134
egy,1973,1.88845
egy,1974,6.80782
egy,1975,8.1525
egy,1976,10.46925
egy,1977,13.2787
egy,1978,15.20476
egy,1979,30.43987
egy,1980,33.32931
egy,1981,28.9847
egy,1982,21.15851
egy,1983,20.77237
egy,1984,20.9564
egy,1985,18.76019
egy,1986,8.60748
egy,1987,13.00995
egy,1988,11.95074
egy,1989,14.81765
egy,1990,18.31947
egy,1991,13.12368
egy,1992,12.28294
egy,1993,10.5418
egy,1994,8.692
egy,1995,8.43769
egy,1996,9.35561
egy,1997,6.89477
egy,1998,4.14714
egy,1999,5.56724
egy,2000,7.74054
egy,2001,6.49094
egy,2002,7.36628
egy,2003,9.12586
egy,2004,11.54424
egy,2005,14.40445
egy,2006,14.9317
egy,2007,13.24877
egy,2008,15.23695
egy,2009,9.01959
egy,2010,9.00539
egy,2011,12.4869
egy,2012,10.93445
egy,2013,9.97433
egy,2014,8.37498
egy,2015,4.17882
egy,2016,3.06113
egy,2017,5.45867
egy,2018,7.10879
egy,2019,4.97846
eri,1992,0
eri,1993,5.38915
eri,1994,6.08521
eri,1995,8.86572
eri,1996,7.70881
eri,1997,7.71804
eri,1998,7.64974
eri,1999,4.92817
eri,2000,4.92225
eri,2001,4.51421
eri,2002,3.09853
eri,2003,4.52986
eri,2004,3.25923
eri,2005,3.24344
eri,2006,2.81942
eri,2007,3.96277
eri,2008,4.28451
eri,2009,2.40174
eri,2010,2.52188
eri,2011,26.95623
esp,1970,0.20082
esp,1971,0.16688
esp,1972,0.15649
esp,1973,0.24838
esp,1974,0.35125
esp,1975,0.27569
esp,1976,0.30211
esp,1977,0.2569
esp,1978,0.20059
esp,1979,0.22827
esp,1980,0.32504
esp,1981,0.38934
esp,1982,0.42689
esp,1983,0.4027
esp,1984,0.29317
esp,1985,0.29377
esp,1986,0.139
esp,1987,0.11937
esp,1988,0.22911
esp,1989,0.23602
esp,1990,0.12289
esp,1991,0.07484
esp,1992,0.07131
esp,1993,0.06761
esp,1994,0.06877
esp,1995,0.0679
esp,1996,0.05927
esp,1997,0.05273
esp,1998,0.04217
esp,1999,0.03898
esp,2000,0.04995
esp,2001,0.05538
esp,2002,0.04616
esp,2003,0.03776
esp,2004,0.0476
esp,2005,0.0363
esp,2006,0.044
esp,2007,0.05206
esp,2008,0.06541
esp,2009,0.03555
esp,2010,0.05915
esp,2011,0.06621
esp,2012,0.07393
esp,2013,0.06336
esp,2014,0.06105
esp,2015,0.04795
esp,2016,0.04278
esp,2017,0.053
esp,2018,0.06189
esp,2019,0.04668
est,1993,1.01667
est,1994,1.56784
est,1995,1.685
est,1996,1.80161
est,1997,1.81035
est,1998,1.60292
est,1999,1.87235
est,2000,2.29847
est,2001,2.19974
est,2002,1.74193
est,2003,1.62126
est,2004,0.98775
est,2005,0.78711
