geo,time,ic_wrh_durs
chl,2008,252
chl,2009,252
chl,2010,252
chl,2011,195
chl,2012,195
chl,2013,195
chl,2014,195
chl,2015,195
chl,2016,195
chl,2017,195
chl,2018,195
chl,2019,195
chn,2013,265.9
chn,2014,265.9
chn,2015,265.9
chn,2016,265.9
chn,2017,261.8
chn,2018,154.65
chn,2019,110.875
civ,2005,624
civ,2006,624
civ,2007,624
civ,2008,624
civ,2009,625
civ,2010,565
civ,2011,565
civ,2012,550
civ,2013,433
civ,2014,373
civ,2015,373
civ,2016,373
civ,2017,163
civ,2018,163
civ,2019,163
cmr,2005,199
cmr,2006,199
cmr,2007,184
cmr,2008,184
cmr,2009,227
cmr,2010,189
cmr,2011,189
cmr,2012,189
cmr,2013,158
cmr,2014,151
cmr,2015,150
cmr,2016,135
cmr,2017,135
cmr,2018,135
cmr,2019,126
cod,2005,239
cod,2006,239
cod,2007,239
cod,2008,239
cod,2009,239
cod,2010,119
cod,2011,119
cod,2012,119
cod,2013,119
cod,2014,150
cod,2015,150
cod,2016,122
cod,2017,122
cod,2018,122
cod,2019,122
cog,2005,179
cog,2006,179
cog,2007,179
cog,2008,179
cog,2009,179
cog,2010,179
cog,2011,179
cog,2012,179
cog,2013,164
cog,2014,164
cog,2015,164
cog,2016,164
cog,2017,164
cog,2018,164
cog,2019,164
col,2005,162
col,2006,167
col,2007,167
col,2008,136
col,2009,114
col,2010,132
col,2011,132
col,2012,132
col,2013,132
col,2014,132
col,2015,132
col,2016,132
col,2017,132
col,2018,132
col,2019,132
com,2005,107
com,2006,107
com,2007,107
com,2008,107
com,2009,107
com,2010,107
com,2011,107
com,2012,107
com,2013,107
com,2014,107
com,2015,107
com,2016,107
com,2017,107
com,2018,107
com,2019,107
cpv,2005,161
cpv,2006,161
cpv,2007,161
cpv,2008,161
cpv,2009,161
cpv,2010,161
cpv,2011,155
cpv,2012,155
cpv,2013,116
cpv,2014,115
cpv,2015,115
cpv,2016,115
cpv,2017,115
cpv,2018,115
cpv,2019,101
cri,2005,197
cri,2006,197
cri,2007,197
cri,2008,202
cri,2009,202
cri,2010,202
cri,2011,202
cri,2012,152
cri,2013,138
cri,2014,138
cri,2015,138
cri,2016,138
cri,2017,138
cri,2018,138
cri,2019,138
cyp,2008,678
cyp,2009,677
cyp,2010,677
cyp,2011,677
cyp,2012,677
cyp,2013,677
cyp,2014,677
cyp,2015,617
cyp,2016,507
cyp,2017,507
cyp,2018,507
cyp,2019,507
cze,2005,276
cze,2006,276
cze,2007,276
cze,2008,276
cze,2009,246
cze,2010,246
cze,2011,246
cze,2012,246
cze,2013,246
cze,2014,246
cze,2015,246
cze,2016,246
cze,2017,246
cze,2018,246
cze,2019,246
deu,2005,158
deu,2006,126
deu,2007,126
deu,2008,126
deu,2009,126
deu,2010,126
deu,2011,126
deu,2012,126
deu,2013,126
deu,2014,126
deu,2015,126
deu,2016,126
deu,2017,126
deu,2018,126
deu,2019,126
dji,2005,187
dji,2006,187
dji,2007,192
dji,2008,192
dji,2009,192
dji,2010,192
dji,2011,192
dji,2012,192
dji,2013,192
dji,2014,147
dji,2015,146
dji,2016,146
dji,2017,146
dji,2018,146
dji,2019,146
dma,2005,191
dma,2006,191
dma,2007,191
dma,2008,191
dma,2009,191
dma,2010,191
dma,2011,191
dma,2012,191
dma,2013,191
dma,2014,191
dma,2015,191
dma,2016,191
dma,2017,191
dma,2018,191
dma,2019,191
dnk,2005,64
dnk,2006,64
dnk,2007,64
dnk,2008,64
dnk,2009,64
dnk,2010,64
dnk,2011,64
dnk,2012,64
dnk,2013,64
dnk,2014,64
dnk,2015,64
dnk,2016,64
dnk,2017,64
dnk,2018,64
dnk,2019,64
dom,2005,223
dom,2006,223
dom,2007,223
dom,2008,223
dom,2009,223
dom,2010,223
dom,2011,214
dom,2012,214
dom,2013,214
dom,2014,184
dom,2015,184
dom,2016,184
dom,2017,206
dom,2018,206
dom,2019,206
dza,2005,218
dza,2006,218
dza,2007,218
dza,2008,218
dza,2009,218
dza,2010,218
dza,2011,218
dza,2012,218
dza,2013,218
dza,2014,218
dza,2015,226
dza,2016,136
dza,2017,136
dza,2018,131
dza,2019,131
ecu,2005,132
ecu,2006,132
ecu,2007,132
ecu,2008,132
ecu,2009,132
ecu,2010,132
ecu,2011,132
ecu,2012,132
ecu,2013,132
ecu,2014,132
ecu,2015,132
ecu,2016,132
ecu,2017,132
ecu,2018,132
ecu,2019,132
egy,2005,224
egy,2006,222
egy,2007,222
egy,2008,234
egy,2009,173
egy,2010,173
egy,2011,172
egy,2012,172
egy,2013,172
egy,2014,172
egy,2015,172
egy,2016,172
egy,2017,172
egy,2018,173
egy,2019,173
esp,2005,193
esp,2006,193
esp,2007,193
esp,2008,193
esp,2009,193
esp,2010,193
esp,2011,193
esp,2012,193
esp,2013,148
esp,2014,148
esp,2015,147
esp,2016,147
esp,2017,147
esp,2018,147
esp,2019,147
est,2005,107
est,2006,107
est,2007,107
est,2008,103
est,2009,103
est,2010,103
est,2011,103
est,2012,103
est,2013,103
est,2014,103
est,2015,103
est,2016,103
est,2017,103
est,2018,103
est,2019,103
eth,2005,142
eth,2006,142
eth,2007,142
eth,2008,142
eth,2009,142
eth,2010,142
eth,2011,148
eth,2012,148
eth,2013,149
eth,2014,149
eth,2015,149
eth,2016,149
eth,2017,149
eth,2018,134
eth,2019,136
fin,2005,64
fin,2006,64
fin,2007,64
fin,2008,64
fin,2009,64
fin,2010,64
fin,2011,64
fin,2012,64
fin,2013,64
fin,2014,65
fin,2015,65
fin,2016,65
fin,2017,65
fin,2018,65
fin,2019,65
fji,2005,135
fji,2006,135
fji,2007,135
fji,2008,141
fji,2009,141
fji,2010,141
fji,2011,141
fji,2012,141
fji,2013,141
