geo,time,tm_tax_mrch_wm_ar_zs
gnb,2009,9.84
gnb,2010,11.69
gnb,2011,11.21
gnb,2012,9.66
gnb,2013,12.79
gnb,2014,9.9
gnb,2017,15.5
gnb,2018,14.39
gnb,2019,11.28
gnb,2020,11.65
gnq,1998,15.16
gnq,2001,14.43
gnq,2002,15.8
gnq,2005,15.24
gnq,2007,15.63
grc,1988,3.59
grc,1989,3.77
grc,1990,4.8
grc,1991,4.5
grc,1992,4.18
grc,1993,3.79
grc,1994,4.16
grc,1995,6.28
grc,1996,4.4
grc,1997,3.66
grc,1998,3.47
grc,1999,3.48
grc,2000,2.41
grc,2001,3.37
grc,2002,2.45
grc,2003,2.52
grc,2004,2.24
grc,2005,2.46
grc,2006,2.3
grc,2007,2.24
grc,2008,1.72
grc,2009,1.85
grc,2010,2.13
grc,2011,1.59
grc,2012,1.46
grc,2013,1.49
grc,2014,2.03
grc,2015,2.02
grc,2016,2.09
grc,2017,1.96
grc,2018,1.83
grc,2019,1.84
grc,2020,1.48
grd,1996,18.58
grd,1999,16.2
grd,2000,11.31
grd,2001,15.81
grd,2002,12.04
grd,2003,11.43
grd,2006,8.75
grd,2007,9.5
grd,2008,9.36
grd,2010,7.82
grd,2011,11.24
grd,2012,12.05
grd,2013,11.19
grd,2015,11.92
grd,2016,12.41
grd,2019,10.79
gtm,1995,8.66
gtm,1997,6.8
gtm,1998,6.98
gtm,1999,5.94
gtm,2000,5.81
gtm,2001,6.44
gtm,2002,6.11
gtm,2003,6.18
gtm,2004,4.9
gtm,2005,5.82
gtm,2006,5.39
gtm,2007,4.53
gtm,2008,2.74
gtm,2009,2.84
gtm,2010,2.35
gtm,2011,2.21
gtm,2012,2.46
gtm,2013,1.75
gtm,2014,1.48
gtm,2015,1.39
gtm,2020,1.59
guy,1996,18.71
guy,1999,15.2
guy,2000,15.54
guy,2001,11.61
guy,2002,11.84
guy,2003,11.5
guy,2006,6.21
guy,2007,11.08
guy,2008,6.31
guy,2009,11.58
guy,2010,6.6
guy,2011,6.84
guy,2012,7.13
guy,2013,8.01
guy,2015,6.73
guy,2016,6.58
guy,2017,6.61
guy,2018,3.74
guy,2019,9.55
guy,2020,6.51
hkg,1988,0
hkg,1996,0
hkg,1997,0
hkg,1998,0
hkg,1999,0
hkg,2000,0
hkg,2001,0
hkg,2002,0
hkg,2003,0
hkg,2004,0
hkg,2005,0
hkg,2006,0
hkg,2007,0
hkg,2008,0
hkg,2009,0
hkg,2010,0
hkg,2011,0
hkg,2012,0
hkg,2013,0
hkg,2014,0
hkg,2015,0
hkg,2016,0
hkg,2017,0
hkg,2018,0
hkg,2019,0
hkg,2020,0
hnd,1995,8.97
hnd,1996,7.8
hnd,1997,9.76
hnd,1998,8.05
hnd,1999,7.7
hnd,2000,8.35
hnd,2001,8.76
hnd,2002,7.18
hnd,2003,7.18
hnd,2004,4.94
hnd,2005,6.01
hnd,2006,5.92
hnd,2007,4.47
hnd,2008,3.5
hnd,2009,6.71
hnd,2010,6.65
hnd,2011,6.35
hnd,2012,6.31
hnd,2013,5.77
hnd,2015,2.79
hnd,2018,3.41
hnd,2020,3.31
hrv,1988,3.59
hrv,1989,3.77
hrv,1990,4.8
hrv,1991,4.5
hrv,1992,4.18
hrv,1993,3.79
hrv,1994,4.16
hrv,1995,6.28
hrv,1996,4.4
hrv,1997,3.66
hrv,1998,3.47
hrv,1999,3.48
hrv,2000,2.41
hrv,2001,3.37
hrv,2002,2.45
hrv,2003,2.52
hrv,2004,2.24
hrv,2005,2.46
hrv,2006,2.3
hrv,2007,2.24
hrv,2008,1.72
hrv,2009,1.85
hrv,2010,2.13
hrv,2011,1.59
hrv,2012,1.46
hrv,2013,1.49
hrv,2014,2.03
hrv,2015,2.02
hrv,2016,2.09
hrv,2017,1.96
hrv,2018,1.83
hrv,2019,1.84
hrv,2020,1.48
hti,2001,3.59
hti,2002,3.8
hti,2007,4.75
hti,2008,4.81
hti,2009,3.5
hti,2010,6.97
hti,2011,6.58
hti,2012,4.44
hti,2013,6.52
hti,2014,7.18
hti,2015,6.55
hti,2016,6.52
hti,2020,6.76
hun,1988,3.59
hun,1989,3.77
hun,1990,4.8
hun,1991,4.5
hun,1992,4.18
hun,1993,3.79
hun,1994,4.16
hun,1995,6.28
hun,1996,4.4
hun,1997,3.66
hun,1998,3.47
hun,1999,3.48
hun,2000,2.41
hun,2001,3.37
hun,2002,2.45
hun,2003,2.52
hun,2004,2.24
hun,2005,2.46
hun,2006,2.3
hun,2007,2.24
hun,2008,1.72
hun,2009,1.85
hun,2010,2.13
hun,2011,1.59
hun,2012,1.46
hun,2013,1.49
hun,2014,2.03
hun,2015,2.02
hun,2016,2.09
hun,2017,1.96
hun,2018,1.83
hun,2019,1.84
hun,2020,1.48
idn,1989,14.54
idn,1990,15.09
idn,1993,12.51
idn,1995,10.84
idn,1996,7.73
idn,1997,15.06
idn,1998,5.48
idn,1999,6.05
idn,2000,5.16
idn,2001,4.14
idn,2002,4.38
idn,2003,4.04
idn,2004,4.02
idn,2005,3.97
idn,2006,3.53
idn,2007,2.9
idn,2008,4.38
idn,2009,1.71
idn,2010,2.56
idn,2011,2.62
idn,2012,2.54
idn,2013,2.37
idn,2016,2.64
idn,2017,2.06
idn,2018,2
idn,2019,2
idn,2020,2.04
ind,1990,56.36
ind,1992,27.01
ind,1996,23.72
ind,1997,20.13
ind,1999,28.51
ind,2000,23.36
ind,2001,26.51
ind,2002,23.08
ind,2003,21.45
ind,2004,22.96
ind,2005,13.9
ind,2006,8.99
ind,2007,11.99
ind,2008,5.98
ind,2009,6.84
ind,2010,6.1
ind,2011,7.33
ind,2012,6.32
ind,2013,6.34
ind,2015,7.32
ind,2016,6.35
ind,2017,5.78
ind,2018,4.88
ind,2019,6.59
ind,2020,6.19
irl,1988,3.59
irl,1989,3.77
irl,1990,4.8
irl,1991,4.5
irl,1992,4.18
irl,1993,3.79
irl,1994,4.16
irl,1995,6.28
irl,1996,4.4
irl,1997,3.66
irl,1998,3.47
irl,1999,3.48
irl,2000,2.41
irl,2001,3.37
irl,2002,2.45
irl,2003,2.52
irl,2004,2.24
irl,2005,2.46
irl,2006,2.3
irl,2007,2.24
irl,2008,1.72
irl,2009,1.85
irl,2010,2.13
irl,2011,1.59
irl,2012,1.46
irl,2013,1.49
irl,2014,2.03
irl,2015,2.02
irl,2016,2.09
irl,2017,1.96
irl,2018,1.83
irl,2019,1.84
irl,2020,1.48
irn,2000,22.74
irn,2003,16.74
irn,2004,13.84
irn,2007,17.55
irn,2008,14.28
irn,2011,15.23
irn,2019,15.43
irn,2020,12.09
isl,1993,3.41
isl,1996,3.64
isl,1998,4.51
isl,1999,3.65
isl,2000,4.72
isl,2001,3.68
isl,2003,4.31
isl,2004,4.52
isl,2005,4.24
isl,2006,1.83
isl,2007,1.9
isl,2008,1.85
isl,2009,1.65
isl,2010,1.5
isl,2011,1.58
isl,2012,1.47
isl,2013,1.66
isl,2014,1.6
isl,2015,1.42
isl,2016,1.47
isl,2017,1.57
isl,2019,1.53
isr,1993,3.79
isr,1999,5.64
isr,2000,3.83
isr,2001,3.66
isr,2002,3.47
isr,2003,3.28
isr,2004,1.22
isr,2005,1.33
isr,2006,2.42
isr,2007,1.37
isr,2008,1.54
isr,2009,3.49
isr,2011,2.94
isr,2012,1.35
isr,2013,1.42
isr,2014,1.46
isr,2015,2.83
isr,2016,2.81
isr,2017,1.85
ita,1988,3.59
ita,1989,3.77
ita,1990,4.8
ita,1991,4.5
ita,1992,4.18
ita,1993,3.79
ita,1994,4.16
ita,1995,6.28
ita,1996,4.4
ita,1997,3.66
ita,1998,3.47
ita,1999,3.48
ita,2000,2.41
ita,2001,3.37
ita,2002,2.45
ita,2003,2.52
ita,2004,2.24
ita,2005,2.46
ita,2006,2.3
ita,2007,2.24
ita,2008,1.72
ita,2009,1.85
ita,2010,2.13
ita,2011,1.59
ita,2012,1.46
ita,2013,1.49
ita,2014,2.03
ita,2015,2.02
ita,2016,2.09
ita,2017,1.96
ita,2018,1.83
ita,2019,1.84
ita,2020,1.48
jam,1996,17.85
jam,1999,16.67
jam,2000,9.85
jam,2001,9.53
jam,2002,9.83
jam,2003,10.08
jam,2004,9.43
jam,2006,8.91
jam,2007,8.92
jam,2010,7.45
jam,2011,7.34
jam,2012,10.38
jam,2013,9.59
jam,2015,10.52
jam,2016,10.84
jam,2020,8.41
jor,2000,18.92
jor,2001,12.32
jor,2002,12.66
jor,2003,11.44
jor,2004,11.23
jor,2005,7.5
jor,2006,5.63
jor,2007,5.62
jor,2008,5.09
jor,2009,5.13
jor,2010,8.46
jor,2011,8.06
jor,2012,8.1
jor,2013,8.08
jor,2014,4
jor,2015,3.98
jor,2016,4.32
jor,2017,4.41
jor,2020,3.98
jpn,1988,4.12
jpn,1989,4.07
jpn,1990,3.61
jpn,1991,4.04
jpn,1992,4.24
jpn,1993,4.36
jpn,1994,4.3
jpn,1995,5.22
jpn,1996,5.59
jpn,1997,4.33
jpn,1998,4.17
jpn,1999,4.42
jpn,2000,4.49
jpn,2001,5.75
jpn,2002,5.52
jpn,2003,5.23
jpn,2004,4
jpn,2005,3.58
jpn,2006,2.82
jpn,2007,2.74
jpn,2008,2.49
jpn,2009,2.91
jpn,2010,2.2
jpn,2011,2.37
jpn,2012,2.27
jpn,2013,1.18
jpn,2014,2.29
jpn,2015,2.3
jpn,2016,2.55
jpn,2017,2.51
jpn,2018,2.45
jpn,2019,3.53
jpn,2020,2.22
kaz,2004,1.91
kaz,2008,2.22
kaz,2010,4.4
kaz,2011,3.2
kaz,2012,3.68
kaz,2013,3.75
kaz,2014,3.46
kaz,2015,4.85
kaz,2016,2.55
kaz,2017,2.39
kaz,2018,2.37
kaz,2019,2.32
kaz,2020,1.96
ken,1994,20.64
ken,1999,12.86
ken,2000,16.52
ken,2001,15
ken,2002,12.23
ken,2004,10.44
ken,2005,6.58
ken,2006,6.32
ken,2007,6.79
ken,2008,7.35
ken,2009,9.52
ken,2010,7.32
ken,2011,6.6
ken,2012,12.38
ken,2013,9.64
ken,2014,10.55
ken,2015,11.47
ken,2016,12.25
ken,2018,10.07
ken,2019,11.48
ken,2020,9.32
kgz,1995,0
kgz,2000,2.78
kgz,2001,3.33
kgz,2002,6.8
kgz,2003,4.31
kgz,2006,1.18
kgz,2007,1.06
kgz,2008,2.32
kgz,2009,2.38
kgz,2010,2.29
kgz,2011,2.38
kgz,2012,2.46
kgz,2013,2.46
kgz,2014,2.34
kgz,2015,3.2
kgz,2016,3.16
kgz,2017,2.93
kgz,2018,2.92
kgz,2019,3.09
kgz,2020,2.33
khm,2001,16.43
khm,2002,16.18
khm,2003,16.29
khm,2005,10.81
khm,2006,10.46
khm,2007,10.53
khm,2008,9.91
khm,2010,9.5
khm,2011,8.94
khm,2012,9.08
khm,2014,4.85
khm,2016,9.77
khm,2020,6.21
kna,1996,21.57
kna,1999,17.87
kna,2000,13.11
kna,2001,12.61
kna,2002,13.68
kna,2003,13.71
kna,2006,12.41
kna,2007,12.32
kna,2008,13.6
kna,2009,15.11
kna,2010,13.02
kna,2011,12.46
kna,2012,12.31
kna,2013,12.31
kna,2014,12.29
kna,2015,12.29
kna,2016,12.3
kna,2017,21.08
kna,2018,21.06
kna,2019,21.09
kna,2020,8.84
kor,1988,13.95
kor,1989,10.61
kor,1990,9.54
kor,1992,8.53
kor,1995,6.84
kor,1996,15.02
kor,1997,13.45
kor,1998,13.61
kor,1999,5.9
kor,2000,9.55
kor,2001,10.41
kor,2002,9.98
kor,2003,9.7
kor,2004,9.25
kor,2005,7.95
kor,2006,7.43
kor,2007,7.13
kor,2008,8.26
kor,2009,7.8
kor,2010,7.19
kor,2011,7.32
kor,2012,7.59
kor,2013,7.85
kor,2014,6.1
kor,2015,5.72
kor,2016,8.67
kor,2017,5.05
kor,2018,4.83
kor,2020,5.48
kwt,2002,4.3
kwt,2003,4.52
kwt,2004,4.52
kwt,2005,3.91
kwt,2006,3.74
kwt,2007,3.53
kwt,2008,3.98
kwt,2009,2.87
kwt,2010,3.94
kwt,2011,3.94
kwt,2012,4.15
kwt,2013,3.93
kwt,2014,3.14
kwt,2015,2.96
kwt,2016,2.96
kwt,2017,4.34
kwt,2018,4.77
kwt,2019,4.51
kwt,2020,3.01
lao,2000,14.06
lao,2001,12.97
lao,2004,10.96
lao,2005,9.95
lao,2006,9.22
lao,2007,8.09
lao,2008,13.15
lao,2014,3.38
lao,2015,2.35
lao,2016,1.65
lao,2017,1.48
lao,2018,0.73
lao,2019,0.76
lao,2020,0.97
lbn,1999,11.59
lbn,2000,16.94
lbn,2001,8.36
lbn,2002,27.08
lbn,2004,5.33
lbn,2005,6.13
lbn,2006,4.32
lbn,2007,4.79
lbn,2014,3.26
lbn,2015,3.39
lbn,2016,2.98
lbn,2017,3.76
lbn,2018,1.05
lbn,2019,3.33
lbn,2020,2.83
lbr,2012,13.11
lbr,2013,12.2
lbr,2014,12.18
lbr,2018,9.54
lbr,2020,6.6
lby,1996,35.63
lby,2002,30.73
lby,2006,0
lby,2020,4.54
lca,1996,18.52
lca,1999,16.3
lca,2000,16.34
lca,2001,12.22
lca,2002,12.69
lca,2003,12.78
lca,2005,13.76
lca,2006,9.43
lca,2007,9
lca,2010,5.92
lca,2011,5.8
lca,2012,6.75
lca,2013,10.55
lca,2014,8.11
lca,2015,7.84
lca,2016,9.25
lca,2019,16.7
lca,2020,9.08
lka,1990,28.96
lka,1993,31.22
lka,1994,31.16
lka,1997,25.88
lka,1998,9.89
lka,2000,6.78
lka,2001,6.55
lka,2003,6.27
lka,2004,6.73
lka,2005,7.56
lka,2006,7.23
lka,2007,7.19
lka,2008,7.12
lka,2009,7.21
lka,2010,8.04
lka,2011,7.68
lka,2012,7.05
lka,2014,7.09
lka,2015,4.43
lka,2017,8.72
lka,2018,12.08
lka,2019,13.3
lka,2020,6.28
lso,2001,1.38
lso,2004,16.35
lso,2005,16.74
lso,2006,15.67
lso,2007,13.58
lso,2008,12.06
lso,2009,10.32
lso,2010,10.56
lso,2011,13.16
lso,2012,13.08
lso,2013,1.37
lso,2014,2.43
lso,2015,2.79
lso,2016,2.01
lso,2017,1.43
lso,2018,3.36
lso,2019,3.35
lso,2020,3.31
ltu,1988,3.59
ltu,1989,3.77
ltu,1990,4.8
ltu,1991,4.5
ltu,1992,4.18
ltu,1993,3.79
ltu,1994,4.16
ltu,1995,6.28
ltu,1996,4.4
ltu,1997,3.66
ltu,1998,3.47
ltu,1999,3.48
ltu,2000,2.41
ltu,2001,3.37
ltu,2002,2.45
ltu,2003,2.52
ltu,2004,2.24
ltu,2005,2.46
ltu,2006,2.3
ltu,2007,2.24
ltu,2008,1.72
ltu,2009,1.85
ltu,2010,2.13
ltu,2011,1.59
ltu,2012,1.46
ltu,2013,1.49
ltu,2014,2.03
ltu,2015,2.02
ltu,2016,2.09
ltu,2017,1.96
ltu,2018,1.83
ltu,2019,1.84
ltu,2020,1.48
lux,1988,3.59
lux,1989,3.77
lux,1990,4.8
lux,1991,4.5
lux,1992,4.18
lux,1993,3.79
lux,1994,4.16
lux,1995,6.28
lux,1996,4.4
lux,1997,3.66
lux,1998,3.47
lux,1999,3.48
lux,2000,2.41
lux,2001,3.37
lux,2002,2.45
lux,2003,2.52
lux,2004,2.24
lux,2005,2.46
lux,2006,2.3
lux,2007,2.24
lux,2008,1.72
lux,2009,1.85
lux,2010,2.13
lux,2011,1.59
lux,2012,1.46
lux,2013,1.49
lux,2014,2.03
lux,2015,2.02
lux,2016,2.09
lux,2017,1.96
lux,2018,1.83
lux,2019,1.84
lux,2020,1.48
lva,1988,3.59
lva,1989,3.77
lva,1990,4.8
lva,1991,4.5
lva,1992,4.18
lva,1993,3.79
lva,1994,4.16
lva,1995,6.28
lva,1996,4.4
lva,1997,3.66
lva,1998,3.47
lva,1999,3.48
lva,2000,2.41
lva,2001,3.37
lva,2002,2.45
lva,2003,2.52
lva,2004,2.24
lva,2005,2.46
lva,2006,2.3
lva,2007,2.24
lva,2008,1.72
lva,2009,1.85
lva,2010,2.13
lva,2011,1.59
lva,2012,1.46
lva,2013,1.49
lva,2014,2.03
lva,2015,2.02
lva,2016,2.09
lva,2017,1.96
lva,2018,1.83
lva,2019,1.84
lva,2020,1.48
mac,1996,0
mac,1997,0
mac,1998,0
mac,1999,0
mac,2000,0
mac,2001,0
mac,2002,0
mac,2003,0
mac,2004,0
mac,2005,0
mac,2006,0
mac,2007,0
mac,2008,0
mac,2009,0
mac,2010,0
mac,2011,0
mac,2012,0
mac,2013,0
mac,2014,0
mac,2015,0
mac,2016,0
mac,2017,0
mac,2018,0
mac,2019,0
mac,2020,0
mar,1993,45.44
mar,1997,17.31
mar,2000,25.42
mar,2001,24.8
mar,2002,24.49
mar,2003,24.88
mar,2005,13.54
mar,2006,10.82
mar,2007,10.04
mar,2008,8.85
mar,2009,7.62
mar,2010,13.01
mar,2011,11.71
mar,2012,4.11
mar,2014,3.02
mar,2015,3.42
mar,2016,3.78
mar,2017,3.86
mar,2019,3.6
mar,2020,3.61
mda,1996,1.89
mda,2000,2.34
mda,2001,2.9
mda,2003,3.37
mda,2004,3.08
mda,2005,3.23
mda,2006,1.68
mda,2007,2.7
mda,2008,2.02
mda,2009,3.21
mda,2010,2.28
mda,2011,3.35
mda,2012,2.61
mda,2013,5.71
mda,2014,2.53
mda,2015,3.39
mda,2016,3.54
mda,2020,1.26
mdg,1995,5.18
mdg,1996,4.6
mdg,1997,5.31
mdg,1998,4.73
mdg,2000,4.5
mdg,2001,3.47
mdg,2002,2.72
mdg,2003,3.32
mdg,2004,1.74
mdg,2005,5.89
mdg,2006,9.54
mdg,2007,8.48
mdg,2008,8.51
mdg,2009,7.89
mdg,2010,6.32
mdg,2011,6.37
mdg,2012,6.18
mdg,2013,6.39
mdg,2014,5.99
mdg,2015,9.35
mdg,2016,7.86
mdg,2017,6.83
mdg,2018,7.74
mdg,2019,7.54
mdg,2020,7.2
mdv,2000,20.45
mdv,2001,20.22
mdv,2002,19.87
mdv,2003,20.68
mdv,2004,19.84
mdv,2005,21.09
mdv,2006,21.23
mdv,2008,20.25
mdv,2009,19.91
mdv,2010,19.71
mdv,2011,20.75
mdv,2012,6.45
mdv,2013,6.96
mdv,2014,7.59
mdv,2015,11.13
mdv,2016,11.16
mdv,2017,12.04
mdv,2018,11.39
mdv,2019,18.39
mdv,2020,11.55
mex,1991,11.91
mex,1995,7.25
mex,1996,14.02
mex,1997,13.08
mex,1998,13.05
mex,1999,6.59
mex,2000,15.15
mex,2001,15.24
mex,2002,5.03
mex,2003,15.44
mex,2004,3
mex,2005,3
mex,2006,2.39
mex,2007,2.41
mex,2008,1.87
mex,2009,1.61
mex,2010,5.37
mex,2011,5.37
mex,2012,5.17
mex,2013,4.87
mex,2014,1.02
mex,2015,4.45
mex,2016,4.35
mex,2017,1.24
mex,2018,1.21
mkd,2001,9.29
mkd,2002,7.74
mkd,2004,8.09
mkd,2005,3.71
mkd,2006,4.45
mkd,2007,5.76
mkd,2008,3.59
mkd,2009,3.39
mkd,2010,2.92
mkd,2011,2.22
mkd,2012,2.07
mkd,2013,7.14
mkd,2014,2.26
mkd,2015,1.21
mkd,2016,3.96
mkd,2017,1.92
mkd,2018,1.94
mkd,2019,1.94
mkd,2020,1.74
mli,1995,2.94
mli,1996,10.35
mli,1997,10.35
mli,1998,10.35
mli,1999,6.68
mli,2001,10.64
mli,2002,10.77
mli,2003,10.9
mli,2004,10.96
mli,2005,10.41
mli,2006,8.31
mli,2007,8.44
mli,2008,8.44
mli,2009,8.46
mli,2010,8.46
mli,2011,7.78
mli,2012,7.43
mli,2013,7.43
mli,2014,7.43
mli,2015,6.22
mli,2016,6.22
mli,2017,10.04
mli,2018,9.42
mli,2019,7.23
mli,2020,9.24
mlt,1988,3.59
mlt,1989,3.77
mlt,1990,4.8
mlt,1991,4.5
mlt,1992,4.18
mlt,1993,3.79
mlt,1994,4.16
mlt,1995,6.28
mlt,1996,4.4
mlt,1997,3.66
mlt,1998,3.47
mlt,1999,3.48
mlt,2000,2.41
mlt,2001,3.37
mlt,2002,2.45
mlt,2003,2.52
mlt,2004,2.24
mlt,2005,2.46
mlt,2006,2.3
mlt,2007,2.24
mlt,2008,1.72
mlt,2009,1.85
mlt,2010,2.13
mlt,2011,1.59
mlt,2012,1.46
mlt,2013,1.49
mlt,2014,2.03
mlt,2015,2.02
mlt,2016,2.09
mlt,2017,1.96
mlt,2018,1.83
mlt,2019,1.84
mlt,2020,1.48
mmr,1996,4.13
mmr,1997,4.13
mmr,1998,4.13
mmr,1999,4.13
mmr,2000,4.13
mmr,2001,3.98
mmr,2002,3.98
mmr,2003,3.9
mmr,2004,3.68
mmr,2005,2.86
mmr,2006,2.83
mmr,2007,2.78
mmr,2008,2.75
mmr,2010,2.43
mmr,2011,1.99
mmr,2012,4.86
mmr,2013,4.07
mmr,2015,1.72
mmr,2019,1.81
mne,2007,5.46
mne,2008,5.75
mne,2009,6.73
mne,2010,6.88
mne,2011,6.16
mne,2012,5.79
mne,2013,3.96
mne,2014,3.63
mne,2015,3.69
mne,2016,3.01
mne,2017,3.07
mne,2018,2.84
mne,2019,0.99
mne,2020,2.59
mng,1999,0.09
mng,2000,5.04
mng,2001,6.95
mng,2002,6.98
mng,2003,5.03
mng,2004,5.02
mng,2005,4.29
mng,2006,4.4
mng,2007,5.1
mng,2008,5.1
mng,2009,5.1
mng,2010,5.03
mng,2011,5.03
mng,2013,5.03
mng,2015,4.57
mng,2017,5.52
mng,2018,5.26
mng,2019,5.31
mng,2020,5.3
moz,2001,11.37
moz,2002,8.43
moz,2003,8.4
moz,2005,8.09
moz,2006,7.31
moz,2007,7.74
moz,2008,7.07
moz,2009,4.82
moz,2010,4.77
moz,2011,7.09
moz,2012,4.77
moz,2014,4.17
moz,2016,3.55
moz,2018,4.18
moz,2020,4.14
mrt,2001,9.92
mrt,2006,9.9
mrt,2007,9.46
mrt,2008,9.29
mrt,2009,8.68
mrt,2010,7.94
mrt,2011,8.05
mrt,2014,8.62
mrt,2015,8.67
mrt,2018,8.03
mrt,2019,8.03
mrt,2020,12.19
mus,1995,23.54
mus,1996,17.99
mus,1997,19.24
mus,1998,23.83
mus,1999,19.98
mus,2000,11.72
mus,2001,12.01
mus,2002,12.94
mus,2004,12.02
mus,2005,4.65
mus,2006,1.68
mus,2007,2.18
mus,2008,2.16
mus,2009,1.16
mus,2010,1.13
mus,2011,0.81
mus,2012,0.91
mus,2013,0.98
mus,2014,0.69
mus,2015,0.68
mus,2016,0.79
mus,2017,0.87
mus,2018,0.81
mus,2019,1.1
mus,2020,0.92
mwi,1994,22.31
mwi,1996,17.75
mwi,1997,20.77
mwi,1998,12.74
mwi,2000,12.39
mwi,2001,9.88
mwi,2003,11.13
mwi,2006,8.11
mwi,2008,5.96
mwi,2009,8.44
mwi,2010,6.41
mwi,2011,6.08
mwi,2012,5.73
mwi,2013,3.8
mwi,2014,4.25
mwi,2015,4.24
mwi,2016,4.77
mwi,2019,4.24
mwi,2020,6.18
mys,1988,14.4
mys,1991,10.84
mys,1993,9.33
mys,1996,6.27
mys,1997,5.37
mys,1998,5.23
mys,1999,5.14
mys,2000,4.81
mys,2001,5.06
mys,2002,4.2
mys,2003,4.57
mys,2004,5.37
mys,2005,4.27
mys,2006,3.68
mys,2007,3.71
mys,2008,3.89
mys,2009,3.55
mys,2010,3.12
mys,2011,4.17
mys,2012,4.41
mys,2013,4.44
mys,2014,1.28
mys,2016,4.02
mys,2020,3.6
nam,2001,0.74
nam,2002,1.11
nam,2004,0.88
nam,2005,0.96
nam,2006,0.97
nam,2007,1.15
nam,2008,1.75
nam,2009,1.77
nam,2010,1.33
nam,2011,1.07
nam,2012,0.61
nam,2013,0.75
nam,2014,0.7
nam,2015,0.9
nam,2016,1.03
nam,2017,0.91
nam,2018,1
nam,2019,1.1
nam,2020,1.26
ner,2001,13.66
ner,2002,12.81
ner,2003,12.67
ner,2004,11.69
ner,2005,11.99
ner,2006,9.58
ner,2007,9.41
ner,2008,9.41
ner,2009,9.41
ner,2010,10.31
ner,2011,9.7
ner,2012,9.56
ner,2013,10.21
ner,2014,9.28
ner,2015,8.07
ner,2016,8.21
ner,2017,11.92
ner,2018,11.02
ner,2019,9.27
ner,2020,8.06
nga,1988,23.8
nga,1989,24.69
nga,1990,24.83
nga,1992,25.32
nga,1995,91.27
nga,1996,16.06
nga,1997,16.21
nga,1998,16.21
nga,1999,19.77
nga,2000,19.99
nga,2001,21.47
nga,2002,18.45
nga,2003,20.62
nga,2005,9.34
nga,2006,9.4
nga,2008,9.79
nga,2009,9.83
nga,2010,10.7
nga,2011,10.15
nga,2013,10.07
nga,2014,11.34
nga,2015,8.22
nga,2016,8.52
nga,2020,12.37
nic,1995,5.55
nic,1996,8.26
nic,1997,5.94
nic,1998,4.53
nic,1999,8.27
nic,2000,2.87
nic,2001,3.12
nic,2002,2.89
nic,2003,2.93
nic,2004,3.76
nic,2005,5.46
nic,2006,4.13
nic,2007,3.59
nic,2008,4.4
nic,2009,2.37
nic,2010,2.1
nic,2011,2.88
nic,2012,2.87
nic,2013,1.74
nic,2014,1.95
nic,2015,1.93
nic,2016,2.17
nic,2017,2.33
nic,2018,1.95
nic,2019,1.86
nic,2020,1.84
nld,1988,3.59
nld,1989,3.77
nld,1990,4.8
nld,1991,4.5
nld,1992,4.18
nld,1993,3.79
nld,1994,4.16
nld,1995,6.28
nld,1996,4.4
nld,1997,3.66
nld,1998,3.47
nld,1999,3.48
nld,2000,2.41
nld,2001,3.37
nld,2002,2.45
nld,2003,2.52
nld,2004,2.24
nld,2005,2.46
nld,2006,2.3
nld,2007,2.24
nld,2008,1.72
nld,2009,1.85
nld,2010,2.13
nld,2011,1.59
nld,2012,1.46
nld,2013,1.49
nld,2014,2.03
nld,2015,2.02
nld,2016,2.09
nld,2017,1.96
nld,2018,1.83
nld,2019,1.84
nld,2020,1.48
nor,1988,0.87
nor,1993,1.26
nor,1995,6.45
nor,1996,2.41
nor,1997,4.42
nor,1998,3.61
nor,1999,2.49
nor,2000,3.45
nor,2001,3.11
nor,2002,2.65
nor,2003,2.45
nor,2004,2.79
nor,2005,2.87
nor,2006,2.35
nor,2007,2.57
nor,2008,2.46
nor,2009,2.33
nor,2010,3.04
nor,2011,3.35
nor,2012,3.57
nor,2013,3.82
nor,2014,3
nor,2015,3.52
nor,2016,3.41
nor,2017,3.13
nor,2018,3.2
nor,2019,2.62
nor,2020,2.8
npl,1993,15.96
npl,1998,20.09
npl,1999,14.01
npl,2000,16.84
npl,2002,15.45
npl,2003,15.86
npl,2004,15.49
npl,2005,15.4
npl,2006,13.13
npl,2007,13.29
npl,2008,421.5
npl,2009,12.65
npl,2010,13.05
npl,2011,12.45
npl,2012,12.45
npl,2013,15.04
npl,2014,10.55
npl,2015,12.31
npl,2016,12.35
npl,2018,12.36
npl,2019,14.22
npl,2020,11.6
nru,2016,11.69
nru,2017,11.27
nru,2018,10.51
nru,2019,15.59
nru,2020,14.39
nzl,1992,11.24
nzl,1993,9.02
nzl,1996,4.83
nzl,1997,4.15
nzl,1998,3.57
nzl,1999,3
nzl,2000,2.37
nzl,2001,3.61
nzl,2002,3.85
nzl,2003,4.21
nzl,2004,4.32
nzl,2005,4.14
nzl,2006,4.52
nzl,2007,2.62
nzl,2008,1.82
nzl,2009,1.68
nzl,2010,5.53
nzl,2011,2.11
nzl,2012,2.32
nzl,2013,1.38
nzl,2014,1.31
nzl,2015,1.32
nzl,2016,1.27
nzl,2017,1.35
nzl,2019,0.91
nzl,2020,0.85
omn,1992,7.43
omn,1997,4.49
omn,2001,12.73
omn,2002,13.65
omn,2003,5.07
omn,2004,4.68
omn,2005,3.22
omn,2006,3.4
