geo,time,se_enr_tert_fm_zs
dnk,2003,1.2902
dnk,2004,1.28729
dnk,2005,1.27558
dnk,2006,1.27705
dnk,2007,1.28687
dnk,2008,1.30299
dnk,2009,1.3128
dnk,2010,1.30968
dnk,2011,1.29832
dnk,2012,1.29365
dnk,2013,1.28014
dnk,2014,1.29268
dnk,2015,1.28656
dnk,2016,1.26722
dnk,2017,1.26952
dnk,2018,1.27293
dnk,2019,1.27849
dom,1971,0.72444
dom,1972,0.64964
dom,1973,0.75905
dom,1975,0.83536
dom,1997,1.24386
dom,2003,1.36393
dom,2012,1.37306
dom,2014,1.37899
dom,2015,1.45291
dom,2016,1.43987
dom,2017,1.44188
dza,2004,1.07253
dza,2005,1.21791
dza,2006,1.20449
dza,2007,1.28249
dza,2009,1.30172
dza,2010,1.30741
dza,2011,1.31115
dza,2012,1.32484
dza,2013,1.33655
dza,2014,1.34682
dza,2015,1.3609
dza,2016,1.40208
dza,2017,1.32898
dza,2018,1.39722
dza,2019,1.39932
dza,2020,1.41052
ecu,1971,0.43849
ecu,1972,0.437
ecu,1973,0.47511
ecu,1979,0.55996
ecu,1980,0.57317
ecu,1984,0.64992
ecu,1988,0.67868
ecu,2008,1.1357
ecu,2012,1.23946
ecu,2015,1.14237
ecu,2018,1.12879
ecu,2019,1.14206
egy,1971,0.39658
egy,1972,0.40549
egy,1973,0.43411
egy,1974,0.44208
egy,1975,0.45072
egy,1976,0.47018
egy,1977,0.43808
egy,1978,0.44066
egy,1979,0.45963
egy,1980,0.46678
egy,1981,0.48162
egy,1982,0.48271
egy,1983,0.48721
egy,1984,0.47758
egy,1985,0.50757
egy,1986,0.4328
egy,1987,0.40876
egy,1988,0.4991
egy,1989,0.5168
egy,1990,0.53192
egy,1991,0.58329
egy,2001,0.7911
egy,2002,0.81686
egy,2003,0.86806
egy,2004,0.80932
egy,2005,0.84122
egy,2006,0.87968
egy,2007,0.7635
egy,2008,0.93342
egy,2009,0.89888
egy,2010,0.91622
egy,2011,0.9099
egy,2012,0.89463
egy,2013,0.89272
egy,2014,0.89416
egy,2015,0.96149
egy,2016,1.02232
egy,2017,1.0335
egy,2018,1.04445
eri,1995,0.15538
eri,1996,0.12938
eri,1998,0.1505
eri,1999,0.15415
eri,2000,0.16501
eri,2001,0.15335
eri,2002,0.15413
eri,2004,0.15151
eri,2009,0.3272
eri,2010,0.37992
eri,2014,0.49535
eri,2015,0.65101
eri,2016,0.70903
esp,1971,0.37351
esp,1972,0.40124
esp,1973,0.4553
esp,1974,0.49193
esp,1975,0.52973
esp,1976,0.5829
esp,1977,0.63833
esp,1978,0.68257
esp,1979,0.69953
esp,1980,0.74321
esp,1981,0.8011
esp,1982,0.85193
esp,1983,0.90584
esp,1984,0.95866
esp,1985,0.963
esp,1986,1.00642
esp,1987,1.02266
esp,1988,1.05074
esp,1989,1.04205
esp,1990,1.06983
esp,1991,1.08223
esp,1992,1.08916
esp,1993,1.10573
esp,1994,1.08044
esp,1995,1.13534
esp,1996,1.14591
esp,1997,1.14864
esp,1998,1.15656
esp,1999,1.15703
esp,2000,1.15541
esp,2001,1.14167
esp,2002,1.16559
esp,2003,1.16577
esp,2004,1.18852
esp,2005,1.18538
esp,2006,1.18995
esp,2007,1.19324
esp,2008,1.19267
esp,2009,1.19567
esp,2010,1.1909
esp,2011,1.1909
esp,2012,1.18076
esp,2013,1.17669
esp,2014,1.16795
esp,2015,1.15981
esp,2016,1.16337
esp,2017,1.16464
esp,2018,1.17311
esp,2019,1.1768
est,1992,1.03798
est,1993,1.04546
est,1994,1.07519
est,1995,1.08789
est,1996,1.12351
est,1997,1.15925
est,1998,1.30031
est,1999,1.30477
est,2000,1.32881
est,2001,1.37543
est,2002,1.40979
est,2003,1.41032
est,2004,1.41413
est,2005,1.40623
est,2006,1.40805
est,2007,1.39677
est,2008,1.41558
est,2009,1.42256
est,2010,1.39876
est,2011,1.36778
est,2012,1.35157
est,2013,1.33134
est,2014,1.33757
est,2015,1.33996
est,2016,1.33815
est,2017,1.34441
est,2018,1.34021
est,2019,1.33387
eth,1971,0.08556
eth,1972,0.08183
eth,1974,0.09812
eth,1979,0.14139
eth,1980,0.1916
eth,1982,0.14809
eth,1983,0.13831
eth,1984,0.12027
eth,1986,0.21511
eth,1987,0.19666
eth,1988,0.20541
eth,1989,0.21789
eth,1990,0.21875
eth,1991,0.21596
eth,1994,0.28417
eth,1995,0.25903
eth,1996,0.2428
eth,1997,0.25849
eth,1998,0.2387
eth,1999,0.23004
eth,2000,0.27581
eth,2001,0.27071
eth,2002,0.35637
eth,2003,0.33402
eth,2004,0.33361
eth,2005,0.31948
eth,2008,0.31093
eth,2009,0.44133
eth,2010,0.42971
eth,2011,0.43685
eth,2012,0.46532
eth,2014,0.48321
fin,1971,0.99025
fin,1972,0.98131
fin,1973,0.98797
fin,1974,1.03219
fin,1975,1.05002
fin,1977,0.93348
fin,1978,0.93726
fin,1979,0.93797
fin,1980,0.9487
fin,1981,0.97693
fin,1982,0.99847
fin,1983,1.01445
fin,1984,0.95433
fin,1985,0.9755
fin,1986,0.99604
fin,1987,1.03129
fin,1988,1.05443
fin,1989,1.07903
fin,1990,1.09756
fin,1991,1.11804
fin,1992,1.13838
fin,1993,1.15095
fin,1994,1.15304
fin,1995,1.14851
fin,1996,1.14109
fin,1997,1.14621
fin,1998,1.16854
fin,1999,1.18322
fin,2000,1.17426
fin,2001,1.17929
fin,2002,1.18806
fin,2003,1.16884
fin,2004,1.16582
fin,2005,1.17146
fin,2006,1.18252
fin,2007,1.18805
fin,2008,1.19546
fin,2009,1.18889
fin,2010,1.1824
fin,2011,1.18754
fin,2012,1.17431
fin,2013,1.17229
fin,2014,1.169
fin,2015,1.1667
fin,2016,1.15626
fin,2017,1.15446
fin,2018,1.15554
fin,2019,1.16436
fji,1970,0.50875
fji,1971,1.17719
fji,1972,0.57772
fji,1973,0.66696
fji,1974,0.39841
fji,1975,0.40877
fji,1985,0.61033
fji,1986,0.53571
fji,2003,1.1655
fji,2004,1.16398
fji,2005,1.16233
fji,2019,1.32317
fra,1979,0.96257
fra,1980,0.87648
fra,1982,0.96232
fra,1983,0.98926
fra,1985,1.02044
fra,1986,1.03639
fra,1987,1.04932
fra,1988,1.06981
fra,1989,1.12379
fra,1990,1.12105
fra,1991,1.1418
fra,1992,1.16386
fra,1993,1.17964
fra,1994,1.19197
fra,1995,1.20066
fra,1996,1.19782
fra,1997,1.20176
fra,1998,1.19165
fra,1999,1.18721
fra,2000,1.17641
fra,2001,1.16921
fra,2002,1.18769
fra,2003,1.19311
fra,2004,1.19398
fra,2005,1.20218
fra,2006,1.20964
fra,2007,1.21193
fra,2008,1.20974
fra,2009,1.21284
fra,2010,1.20472
fra,2011,1.20175
fra,2012,1.20362
fra,2013,1.19669
fra,2014,1.19544
fra,2015,1.19532
fra,2016,1.19184
fra,2017,1.19454
fra,2018,1.19897
fra,2019,1.2011
fsm,1979,0.47076
fsm,1980,0.56422
fsm,1981,0.32661
fsm,1982,0.87945
gab,1971,0.17864
gab,1972,0.16275
gab,1973,0.21687
gab,1976,0.25275
gab,1977,0.21625
gab,1978,0.23032
gab,1979,0.29007
gab,1980,0.28375
gab,1983,0.34053
gab,1984,0.36706
gab,1987,0.39713
gab,1988,0.41972
gab,1989,0.43941
gab,1990,0.42794
gab,1999,0.56383
gab,2001,0.68319
gab,2003,0.58728
gbr,1971,0.5097
gbr,1972,0.52316
gbr,1973,0.54604
gbr,1974,0.57128
gbr,1975,0.58296
gbr,1976,0.5861
gbr,1977,0.58253
gbr,1978,0.57729
gbr,1979,0.57948
gbr,1980,0.59753
gbr,1981,0.60029
gbr,1982,0.61684
gbr,1983,0.81561
gbr,1984,0.82457
gbr,1985,0.83584
gbr,1986,0.8595
gbr,1987,0.88225
gbr,1988,0.89223
gbr,1989,0.90111
gbr,1990,0.93342
gbr,1991,0.9587
gbr,1992,0.97918
gbr,1993,1.01175
gbr,1994,1.02822
gbr,1995,1.06022
gbr,1996,1.03964
gbr,1997,1.08445
gbr,1998,1.11221
gbr,1999,1.12899
gbr,2000,1.1549
gbr,2001,1.17778
gbr,2002,1.20622
gbr,2003,1.23245
gbr,2004,1.27179
gbr,2005,1.28059
gbr,2006,1.28863
gbr,2007,1.28205
gbr,2008,1.27755
gbr,2009,1.26644
gbr,2010,1.25154
gbr,2011,1.24441
gbr,2012,1.24578
gbr,2013,1.24308
gbr,2014,1.2417
gbr,2015,1.24883
gbr,2016,1.25673
gbr,2017,1.26531
gbr,2018,1.26931
gbr,2019,1.27078
geo,1981,0.89503
geo,1991,0.8975
geo,1995,1.23895
geo,1996,1.13256
geo,1997,1.08333
geo,1999,1.11512
geo,2000,1.01259
geo,2001,1.01074
geo,2002,1.04773
geo,2003,1.00887
geo,2004,1.07797
geo,2005,1.07649
geo,2006,1.15359
geo,2007,1.14021
geo,2008,1.20698
geo,2009,1.22705
geo,2010,1.23434
geo,2011,1.202
geo,2012,1.24961
geo,2013,1.24828
geo,2014,1.22212
geo,2015,1.19468
geo,2016,1.13757
geo,2017,1.12242
geo,2018,1.10171
geo,2019,1.11683
geo,2020,1.13837
gha,1971,0.1735
gha,1972,0.16598
gha,1973,0.17864
gha,1974,0.20378
gha,1975,0.26988
gha,1976,0.19801
gha,1982,0.26822
gha,1991,0.30286
gha,1992,0.30998
gha,1993,0.24584
gha,1994,0.30778
gha,2005,0.55645
gha,2006,0.52674
gha,2007,0.5411
gha,2008,0.44806
gha,2009,0.61921
gha,2011,0.61855
gha,2012,0.63293
gha,2013,0.64697
gha,2014,0.67461
gha,2015,0.69858
gha,2016,0.72047
gha,2017,0.72575
gha,2018,0.76533
gha,2019,0.8471
gha,2020,0.90308
gin,1971,0.08768
gin,1975,0.13948
gin,1976,0.20992
gin,1977,0.227
gin,1978,0.22288
gin,1981,0.21408
gin,1982,0.24789
gin,1983,0.25176
gin,1985,0.31075
gin,1986,0.15218
gin,1987,0.14578
gin,1988,0.12421
gin,1989,0.1082
gin,1990,0.08705
gin,1991,0.06791
gin,1992,0.06624
gin,1993,0.07183
gin,1994,0.06431
gin,1996,0.09092
gin,1997,0.11356
gin,1998,0.12353
gin,2004,0.17247
gin,2005,0.21477
gin,2006,0.25651
gin,2007,0.27268
gin,2008,0.30647
gin,2009,0.31605
gin,2010,0.31177
gin,2011,0.33577
gin,2012,0.35253
gin,2013,0.42086
gin,2014,0.43144
gmb,1995,0.54968
gmb,1999,0.28282
gmb,2004,0.22554
gmb,2010,0.69676
gmb,2011,0.61578
gmb,2012,0.69943
gnb,1989,0.06235
gnq,1982,0.10852
gnq,1991,0.14395
gnq,2000,0.51343
grc,1971,0.48403
grc,1972,0.50555
grc,1973,0.55339
grc,1974,0.57714
grc,1975,0.58279
grc,1976,0.62654
grc,1977,0.64761
grc,1978,0.64235
grc,1979,0.68758
grc,1980,0.70184
grc,1981,0.77642
grc,1982,0.82436
grc,1983,0.88281
grc,1984,0.99724
grc,1985,1.04031
grc,1986,1.05988
grc,1987,1.06323
grc,1988,1.04636
grc,1989,1.03276
grc,1990,1.05272
grc,1992,1.01604
grc,1993,1.04091
grc,1994,0.93932
grc,1995,1.04925
grc,1996,1.00926
grc,1997,0.9949
grc,1998,1.08134
grc,1999,1.08875
grc,2000,1.08134
grc,2001,1.12383
grc,2002,1.12461
grc,2003,1.10952
grc,2004,1.13068
grc,2005,1.10302
grc,2006,1.08735
grc,2007,1.06668
grc,2010,1.06374
grc,2011,1.05742
grc,2012,1.05518
grc,2013,1.04419
grc,2014,1.0391
grc,2016,1.01718
grc,2017,1.00559
grc,2018,1.00041
grc,2019,1.01978
grd,1979,0.96498
grd,1980,1.30398
grd,1982,1.35047
grd,1983,0.94709
grd,1984,1.16934
grd,2009,1.27957
grd,2015,1.13345
grd,2016,1.21118
grd,2017,1.18165
grd,2018,1.19809
gtm,1970,0.23438
gtm,1971,0.26093
gtm,1972,0.27984
gtm,1973,0.2926
gtm,1974,0.28006
gtm,1975,0.30496
gtm,1976,0.32815
gtm,1977,0.34376
gtm,1978,0.37661
gtm,2002,0.73434
gtm,2007,1.023
gtm,2013,1.0438
gtm,2014,1.10336
gtm,2015,1.14927
gtm,2019,1.13787
guy,1971,0.24847
guy,1972,0.3019
guy,1973,0.34493
guy,1976,0.54675
guy,1979,0.81443
guy,1980,0.71916
guy,1981,0.76569
guy,1982,0.80787
guy,1983,0.70014
guy,1984,0.91729
guy,1985,0.94334
guy,1986,0.88199
guy,1988,0.74427
guy,1990,0.71156
guy,1994,0.79751
guy,1995,0.88806
guy,1996,0.86727
guy,1997,0.9865
guy,2004,1.47185
guy,2005,1.52943
guy,2006,1.55622
guy,2007,1.53772
guy,2008,1.29454
guy,2009,1.50496
guy,2010,1.5762
guy,2011,1.54588
guy,2012,1.49389
hkg,1971,0.45307
hkg,1972,0.40815
hkg,1973,0.40145
hkg,1974,0.37115
hkg,1975,0.3764
hkg,1976,0.34805
hkg,1977,0.39239
hkg,1979,0.4446
hkg,1980,0.45855
hkg,1982,0.50785
hkg,1983,0.54311
hkg,1984,0.56064
hkg,1992,0.67335
hkg,1993,0.71861
hkg,1994,0.75008
hkg,2003,0.97173
hkg,2004,1.01196
hkg,2005,1.00657
hkg,2006,0.98748
hkg,2007,0.96786
hkg,2008,0.96746
hkg,2009,0.95672
hkg,2010,0.99538
hkg,2011,1.05601
hkg,2012,1.05349
hkg,2013,1.09014
hkg,2014,1.10752
hkg,2015,1.11823
hkg,2016,1.13047
hkg,2017,1.10511
hkg,2018,1.10133
hkg,2019,1.10264
hkg,2020,1.11041
hnd,1974,0.48173
hnd,1975,0.50897
hnd,1976,0.47573
hnd,1977,0.57103
hnd,1978,0.57528
hnd,1980,0.59492
hnd,1988,0.61733
hnd,1989,0.63658
hnd,1990,0.74577
hnd,1991,0.78133
hnd,1992,0.74587
hnd,1993,0.79599
hnd,1994,0.77442
hnd,1999,1.21
hnd,2000,1.22365
hnd,2003,1.30321
hnd,2004,1.30404
hnd,2008,1.34881
hnd,2010,1.13554
hnd,2012,1.27466
hnd,2013,1.2754
hnd,2014,1.26836
hnd,2015,1.26924
hnd,2016,1.27611
hnd,2017,1.26496
hnd,2018,1.26746
hnd,2019,1.28036
hrv,1993,0.96539
hrv,1994,0.95259
hrv,1995,1.01289
hrv,1996,1.00441
hrv,1997,1.07874
hrv,1998,1.05676
hrv,1999,1.14684
hrv,2000,1.13833
hrv,2001,1.12831
hrv,2002,1.12778
hrv,2003,1.15322
hrv,2004,1.17032
hrv,2005,1.17574
hrv,2006,1.18556
hrv,2007,1.18387
hrv,2008,1.20181
hrv,2009,1.21534
hrv,2010,1.25518
hrv,2011,1.2855
hrv,2012,1.26594
hrv,2013,1.25947
hrv,2014,1.26993
hrv,2015,1.26146
hrv,2016,1.27419
hrv,2017,1.27209
hrv,2018,1.28175
hrv,2019,1.28839
hti,1976,0.30166
hti,1977,0.3039
hti,1978,0.25398
hti,1979,0.29723
hti,1981,0.42171
hti,1984,0.48842
hti,1986,0.33457
hun,1971,0.77574
hun,1972,0.82586
hun,1973,0.87989
hun,1974,0.89808
hun,1975,0.93303
hun,1976,0.97358
hun,1977,1.03686
hun,1978,1.06167
hun,1979,1.0508
hun,1980,1.04579
hun,1981,1.03257
hun,1982,1.08139
hun,1983,1.10238
hun,1984,1.14521
hun,1985,1.15178
hun,1986,1.17039
hun,1987,1.17196
hun,1988,1.16344
hun,1989,1.15978
hun,1990,1.07673
hun,1991,1.05803
hun,1992,1.0554
hun,1993,1.06946
hun,1994,1.11067
hun,1995,1.11642
hun,1996,1.15981
hun,1997,1.16051
hun,1998,1.18701
hun,1999,1.19394
hun,2000,1.1829
hun,2001,1.21258
hun,2002,1.22678
hun,2003,1.26884
hun,2004,1.28423
hun,2005,1.31605
hun,2006,1.31719
hun,2007,1.31232
hun,2008,1.30262
hun,2009,1.27172
hun,2010,1.26623
hun,2011,1.24991
hun,2012,1.23844
hun,2013,1.22709
hun,2014,1.22773
hun,2015,1.20489
hun,2016,1.19858
hun,2017,1.1961
hun,2018,1.18466
hun,2019,1.18656
idn,1970,0.32161
idn,1972,0.37995
idn,1976,0.40151
idn,1982,0.4646
idn,1983,0.48352
idn,1984,0.46372
idn,1985,0.48832
idn,1993,0.6679
idn,1995,0.63408
idn,1996,0.54641
idn,1999,0.83686
idn,2000,0.88738
idn,2001,0.76957
idn,2002,0.86915
idn,2003,0.79842
idn,2004,0.79282
idn,2006,0.90749
idn,2007,0.98448
idn,2008,0.91112
idn,2009,0.9456
idn,2010,0.87524
idn,2011,0.85244
idn,2012,1.03774
idn,2013,1.10075
idn,2014,1.10643
idn,2015,1.10088
idn,2016,1.11757
idn,2017,1.12779
idn,2018,1.13442
ind,1971,0.2898
ind,1973,0.2945
ind,1976,0.33318
ind,1977,0.35911
ind,1978,0.36056
ind,1979,0.38049
ind,1980,0.37758
ind,1981,0.38938
ind,1982,0.41927
ind,1983,0.41829
ind,1984,0.41883
ind,1985,0.44955
ind,1986,0.46255
ind,1987,0.45959
ind,1988,0.49748
ind,1989,0.50388
ind,1990,0.52022
ind,1991,0.53472
ind,1995,0.56863
ind,1996,0.61057
ind,1997,0.6173
ind,2000,0.66198
ind,2001,0.68906
ind,2002,0.70396
ind,2003,0.68655
ind,2004,0.68078
ind,2005,0.71758
ind,2006,0.7334
ind,2007,0.71028
ind,2009,0.71792
ind,2010,0.74056
ind,2011,0.79858
ind,2013,0.95096
ind,2014,0.99749
ind,2015,1.00351
ind,2016,1.01498
ind,2017,1.04021
ind,2018,1.06508
ind,2019,1.10283
ind,2020,1.11181
irl,1971,0.54198
irl,1972,0.55183
irl,1973,0.58588
irl,1974,0.58899
irl,1976,0.54257
irl,1977,0.64002
irl,1978,0.63239
irl,1979,0.68186
irl,1980,0.70754
irl,1981,0.71433
irl,1982,0.70214
irl,1983,0.72994
irl,1984,0.78182
irl,1985,0.79146
irl,1986,0.79459
irl,1987,0.8142
irl,1988,0.83791
irl,1989,0.83365
irl,1990,0.86723
irl,1991,0.88973
irl,1992,0.92985
irl,1993,0.97074
irl,1994,0.97695
irl,1995,1.0176
irl,1996,1.06885
irl,1997,1.10433
irl,1998,1.13985
irl,1999,1.15948
irl,2000,1.17473
irl,2001,1.19026
irl,2002,1.20677
irl,2003,1.22009
irl,2004,1.20032
irl,2005,1.19539
irl,2006,1.20544
irl,2007,1.20609
irl,2008,1.15877
irl,2009,1.1298
irl,2010,1.07072
irl,2011,1.07508
irl,2012,1.05582
irl,2013,1.04695
irl,2014,1.05304
irl,2015,1.08115
irl,2016,1.09621
irl,2017,1.10068
irl,2018,1.11402
irl,2019,1.13366
irn,1971,0.36049
irn,1972,0.45216
irn,1973,0.45979
irn,1974,0.44676
irn,1975,0.42947
irn,1976,0.42091
irn,1977,0.45742
irn,1978,0.49345
irn,1996,0.61088
irn,1999,0.81568
irn,2000,0.8752
irn,2001,0.94695
irn,2002,1.00053
irn,2003,1.05713
irn,2004,1.07461
irn,2005,1.05756
irn,2006,1.07993
irn,2007,1.11331
irn,2008,1.13291
irn,2009,1.06044
irn,2010,0.99712
irn,2011,0.99533
irn,2012,0.99875
irn,2013,0.93625
irn,2014,0.89971
irn,2015,0.84891
irn,2016,0.85698
irn,2017,0.85716
irn,2018,0.88446
irn,2019,0.92391
irn,2020,0.9653
irq,1971,0.30712
irq,1972,0.29214
irq,1973,0.27676
irq,1974,0.34947
irq,1975,0.43139
irq,1976,0.51051
irq,1977,0.49217
irq,1978,0.50416
irq,1979,0.50157
irq,1980,0.46736
irq,1981,0.48837
irq,1982,0.4651
irq,1983,0.47447
irq,1984,0.48106
irq,1985,0.41233
irq,1986,0.57262
irq,1987,0.64096
irq,1988,0.66027
irq,1989,0.6193
irq,1999,0.54186
irq,2000,0.53861
irq,2002,0.53989
irq,2004,0.59471
irq,2005,0.59544
isl,1971,0.35696
isl,1972,0.39151
isl,1973,0.44482
isl,1974,0.47235
isl,1975,0.54684
isl,1976,0.62485
isl,1977,0.67423
isl,1978,0.73897
isl,1981,1.04956
isl,1983,1.07432
isl,1984,1.10661
isl,1986,1.22365
isl,1989,1.23651
isl,1990,1.24068
isl,1991,1.27858
isl,1992,1.31132
isl,1993,1.2839
isl,1994,1.29536
isl,1995,1.28654
isl,1996,1.32314
isl,1997,1.31536
isl,1998,1.35419
isl,1999,1.40756
isl,2000,1.39786
isl,2001,1.41538
isl,2002,1.42836
isl,2003,1.44177
isl,2004,1.46644
isl,2005,1.47975
isl,2006,1.46995
isl,2007,1.46728
isl,2008,1.47272
isl,2009,1.46524
isl,2010,1.44096
isl,2011,1.40708
isl,2012,1.41563
isl,2013,1.4145
isl,2014,1.42601
isl,2015,1.44211
isl,2016,1.46505
isl,2017,1.4641
isl,2018,1.45911
isl,2019,1.48361
isr,1971,0.84745
isr,1973,0.8638
isr,1975,0.8766
isr,1977,0.89208
isr,1978,0.91383
isr,1979,0.92115
isr,1980,0.94517
isr,1981,1.08814
isr,1982,0.89416
isr,1983,0.90615
isr,1984,0.93443
isr,1986,0.93573
isr,1987,0.90709
isr,1988,0.93618
isr,1989,0.94576
isr,1990,0.97553
isr,1991,1.00823
isr,1993,1.08546
isr,1998,1.2583
isr,1999,1.30544
isr,2000,1.29941
isr,2001,1.28388
isr,2002,1.27376
isr,2003,1.24399
isr,2004,1.24403
isr,2005,1.24544
isr,2006,1.21329
isr,2007,1.23454
isr,2008,1.22619
isr,2009,1.22899
isr,2010,1.2275
isr,2011,1.24326
isr,2012,1.24185
isr,2013,1.25696
isr,2014,1.256
isr,2015,1.27693
isr,2016,1.28539
isr,2017,1.2908
isr,2018,1.29741
isr,2019,1.3289
ita,1971,0.61687
ita,1972,0.60225
ita,1973,0.63367
ita,1974,0.659
ita,1975,0.65807
ita,1976,0.65157
ita,1977,0.66708
ita,1978,0.6946
ita,1979,0.71606
ita,1980,0.74787
ita,1981,0.75885
ita,1983,0.81056
ita,1984,0.82741
ita,1985,0.85288
ita,1986,0.88248
ita,1987,0.90709
ita,1988,0.92467
ita,1989,0.94431
ita,1990,0.96176
ita,1991,0.93885
ita,1992,1.01637
ita,1993,1.05553
ita,1994,1.09027
ita,1995,1.12428
ita,1996,1.14047
ita,1997,1.17503
ita,1998,1.24871
ita,1999,1.2127
ita,2000,1.22493
ita,2001,1.2422
ita,2002,1.25207
ita,2003,1.25481
ita,2004,1.25636
ita,2005,1.26927
ita,2006,1.28183
ita,2007,1.28854
ita,2008,1.29307
ita,2009,1.30047
ita,2010,1.29972
ita,2011,1.30291
ita,2012,1.29787
ita,2013,1.28599
ita,2014,1.2804
ita,2015,1.27129
ita,2016,1.26593
ita,2017,1.25856
ita,2018,1.25562
ita,2019,1.25657
jam,1971,0.68014
jam,1972,0.63103
jam,1973,0.61167
jam,1974,0.61031
jam,2000,1.45729
jam,2001,1.49741
jam,2002,1.54221
jam,2008,1.56736
jam,2009,1.57157
jam,2010,1.56636
jam,2011,1.57102
jam,2012,1.51448
jam,2013,1.56485
jam,2015,1.42693
jor,1971,0.50028
jor,1972,0.53981
jor,1973,0.53931
jor,1974,0.5501
jor,1975,0.57583
jor,1976,0.56891
jor,1977,0.60406
jor,1978,0.66424
jor,1979,0.7805
jor,1980,0.87538
jor,1981,0.98654
jor,1982,0.79318
jor,1983,0.85332
jor,1984,0.88743
jor,1985,0.95102
jor,1986,0.99262
jor,1987,1.11019
jor,1988,1.1894
jor,1989,1.16021
jor,1990,1.21502
jor,1991,1.1027
jor,1992,1.09127
jor,1993,1.10035
jor,1994,1.05092
jor,1996,0.95002
jor,1997,0.96969
jor,2000,1.12723
jor,2002,1.03277
jor,2003,1.11091
jor,2004,1.11612
jor,2005,1.07992
jor,2006,1.12528
jor,2007,1.10818
jor,2008,1.10451
jor,2009,1.0974
jor,2010,1.12067
jor,2011,1.13706
jor,2012,1.13252
jor,2015,1.08048
jor,2016,1.06674
jor,2017,1.12593
jor,2018,1.15683
jor,2019,1.14977
jor,2020,1.17994
jpn,1971,0.40768
jpn,1972,0.40775
jpn,1973,0.42985
jpn,1974,0.45018
jpn,1975,0.47866
jpn,1976,0.50062
jpn,1977,0.52075
jpn,1978,0.50527
jpn,1979,0.51237
jpn,1980,0.50856
jpn,1981,0.51158
jpn,1982,0.51518
jpn,1983,0.52519
jpn,1984,0.53415
jpn,1985,0.54912
jpn,1986,0.56158
jpn,1987,0.58572
jpn,1988,0.6167
jpn,1989,0.63319
jpn,1990,0.65239
jpn,1991,0.6533
jpn,1992,0.71063
jpn,1994,0.81604
jpn,1995,0.82618
jpn,1998,0.84363
jpn,1999,0.84523
jpn,2016,0.95155
jpn,2017,0.96045
jpn,2018,0.96652
kaz,1994,1.21857
kaz,1995,1.22383
kaz,1996,1.21269
kaz,1999,1.14625
kaz,2000,1.15851
kaz,2006,1.27897
kaz,2010,1.21172
kaz,2011,1.20643
kaz,2012,1.2138
kaz,2013,1.21101
kaz,2014,1.20797
kaz,2015,1.217
kaz,2016,1.19168
kaz,2017,1.20918
kaz,2018,1.19697
kaz,2019,1.19079
kaz,2020,1.17328
ken,1984,0.51248
ken,1985,0.35155
ken,1987,0.3827
ken,2000,0.54018
ken,2001,0.53359
ken,2002,0.53339
ken,2004,0.59683
ken,2005,0.5912
ken,2009,0.69476
ken,2015,0.71165
ken,2016,0.6992
ken,2017,0.73713
kgz,1993,1.25859
kgz,1994,1.24068
kgz,1995,1.20943
kgz,1996,1.1822
kgz,1997,1.18476
kgz,1998,1.14581
kgz,1999,1.04907
kgz,2000,1.0222
kgz,2001,1.04998
kgz,2002,1.12992
kgz,2003,1.16634
kgz,2004,1.16489
kgz,2005,1.20467
kgz,2006,1.21468
kgz,2007,1.22984
kgz,2008,1.26796
kgz,2009,1.25563
kgz,2010,1.23344
kgz,2011,1.19671
kgz,2012,1.20684
kgz,2013,1.22534
kgz,2014,1.23315
kgz,2015,1.23405
kgz,2016,1.21754
kgz,2017,1.19403
kgz,2018,1.22956
kgz,2019,1.21194
kgz,2020,1.20029
khm,1972,0.2647
khm,1973,0.24284
khm,1993,0.20726
khm,1994,0.20318
khm,1995,0.18532
khm,1996,0.18352
khm,1997,0.18156
khm,2000,0.31941
khm,2001,0.3631
khm,2002,0.39519
khm,2004,0.44944
khm,2005,0.45555
khm,2006,0.46438
khm,2007,0.48981
khm,2008,0.51312
khm,2009,0.56029
khm,2010,0.60209
khm,2011,0.62643
khm,2015,0.82081
khm,2017,0.86536
khm,2018,0.89689
khm,2019,0.94335
kna,1979,1.64779
kna,1980,1.55306
kna,1984,1.51277
kna,1985,1.62546
kna,1986,0.72786
kna,1987,0.64521
kna,1988,0.68231
kna,1992,1.14901
kna,1993,1.18239
kna,2008,1.53469
kna,2014,1.02449
kna,2015,1.50185
kor,1971,0.34811
kor,1972,0.35536
kor,1973,0.37252
kor,1974,0.38416
kor,1975,0.39465
kor,1976,0.36068
kor,1977,0.35154
kor,1978,0.33385
kor,1979,0.32218
kor,1980,0.31056
kor,1982,0.35869
kor,1983,0.37033
kor,1984,0.40998
kor,1985,0.47196
kor,1986,0.44441
kor,1987,0.44294
kor,1988,0.44325
kor,1989,0.45247
kor,1990,0.46961
kor,1991,0.48878
kor,1992,0.51638
kor,1993,0.57915
kor,1994,0.56217
kor,1995,0.57161
kor,1996,0.57399
kor,1997,0.6373
kor,1998,0.56904
kor,1999,0.57248
kor,2000,0.5835
kor,2001,0.59439
kor,2002,0.60554
kor,2003,0.61312
kor,2004,0.62617
kor,2005,0.64039
kor,2006,0.66214
kor,2007,0.68617
kor,2008,0.70845
kor,2009,0.72595
kor,2010,0.74358
kor,2011,0.75089
kor,2012,0.75712
kor,2013,0.76445
kor,2014,0.77092
kor,2015,0.77841
kor,2016,0.78573
kor,2017,0.79085
kor,2018,0.80282
kor,2019,0.81726
