geo,time,gc_nld_totl_gd_zs
fra,1986,-2.35244
fra,1987,-1.65069
fra,1988,-1.39537
fra,1989,-1.01671
fra,1990,-1.39926
fra,1991,-1.85167
fra,1992,-3.53159
fra,1993,-5.54472
fra,1994,-5.503
fra,1995,-4.79539
fra,1996,-3.83289
fra,1997,-3.76685
fra,1998,-2.57357
fra,1999,-1.80728
fra,2000,-1.39782
fra,2001,-1.43869
fra,2002,-3.25085
fra,2003,-4.03596
fra,2004,-3.42385
fra,2005,-3.16002
fra,2006,-2.23045
fra,2007,-2.21757
fra,2008,-2.76313
fra,2009,-6.8498
fra,2010,-6.78829
fra,2011,-5.11798
fra,2012,-4.80529
fra,2013,-3.68224
fra,2014,-3.67929
fra,2015,-3.62053
fra,2016,-3.77328
fra,2017,-3.02976
fra,2018,-2.40125
fra,2019,-2.95709
fsm,2008,0.62213
fsm,2009,1.82604
fsm,2010,0.97537
fsm,2011,0.3879
fsm,2012,2.4359
fsm,2013,3.52873
fsm,2014,13.44429
fsm,2015,11.17841
fsm,2016,8.00927
fsm,2017,12.76399
fsm,2018,24.36849
fsm,2019,17.4543
gab,2012,1.72808
gab,2013,1.72457
gab,2014,3.39061
gab,2015,-2.29474
gab,2016,-4.80217
gab,2017,0.22598
gab,2018,0.41007
gab,2019,2.8967
gbr,1972,0.77879
gbr,1973,-0.43006
gbr,1974,-0.98658
gbr,1975,-3.18466
gbr,1976,-3.43221
gbr,1977,-2.16887
gbr,1978,-3.84328
gbr,1979,-3.6856
gbr,1980,-2.6438
gbr,1981,-3.82444
gbr,1982,-2.01822
gbr,1983,-2.66377
gbr,1984,-2.5981
gbr,1985,-1.73009
gbr,1986,-1.66459
gbr,1987,-1.14153
gbr,1988,0.81693
gbr,1989,1.08965
gbr,1990,-0.90941
gbr,1991,-2.33469
gbr,1992,-6.10292
gbr,1993,-7.48586
gbr,1994,-6.20186
gbr,1995,-4.74902
gbr,1996,-3.52747
gbr,1997,-1.79491
gbr,1998,0.06992
gbr,1999,0.91058
gbr,2000,1.71816
gbr,2001,0.59298
gbr,2002,-1.64718
gbr,2003,-3.04872
gbr,2004,-2.69369
gbr,2005,-2.70709
gbr,2006,-2.65209
gbr,2007,-2.46401
gbr,2008,-4.78148
gbr,2009,-9.46953
gbr,2010,-9.03055
gbr,2011,-7.22099
gbr,2012,-7.6456
gbr,2013,-5.33958
gbr,2014,-5.59408
gbr,2015,-4.43807
gbr,2016,-2.91064
gbr,2017,-1.97378
gbr,2018,-1.89144
gbr,2019,-1.85901
geo,1995,-4.46509
geo,1996,-5.73607
geo,1997,-6.04843
geo,1998,-2.69608
geo,1999,-3.18988
geo,2000,-0.59572
geo,2001,-0.53725
geo,2002,-0.86186
geo,2003,-0.89326
geo,2004,0.53541
geo,2005,1.52484
geo,2006,1.55549
geo,2007,0.76263
geo,2008,-1.89621
geo,2009,-7.75659
geo,2010,-4.20959
geo,2011,-1.15351
geo,2012,-0.44441
geo,2013,-0.86944
geo,2014,-2.25614
geo,2015,-1.15043
geo,2016,-1.52361
geo,2017,-0.56352
geo,2018,-1.81213
geo,2019,-1.96152
geo,2020,-8.36122
gha,2001,-6.50663
gha,2002,-5.02091
gha,2003,-3.62243
gha,2004,-1.35988
gha,2005,-1.40889
gha,2006,-4.20485
gha,2007,-4.68738
gha,2008,-5.87383
gha,2009,-5.64659
gha,2010,-7.19989
gha,2011,-3.91788
gha,2012,-10.29158
gha,2013,-8.30989
gha,2014,-5.60953
gha,2015,-9.13636
gha,2016,-7.10766
gha,2017,-4.6599
gha,2018,-3.70031
gha,2019,-4.26497
gin,1989,-3.59177
gin,1990,-3.44743
gin,1991,-3.54785
gin,1992,-2.85767
gmb,1990,2.09583
gnb,2017,-1.57129
gnb,2019,-3.87903
gnq,2006,21.79464
gnq,2007,17.15997
gnq,2008,14.61375
gnq,2009,-3.09237
gnq,2010,-4.53306
gnq,2011,0.81483
gnq,2012,-7.25068
gnq,2013,-5.6984
gnq,2014,-4.64425
gnq,2015,-3.34921
gnq,2016,-4.03328
gnq,2017,-2.11115
gnq,2018,0.10416
gnq,2019,1.93425
grc,1972,-1.27585
grc,1973,-1.96148
grc,1974,-3.09004
grc,1975,-2.78352
grc,1976,-2.8841
grc,1977,-3.5038
grc,1978,-2.92097
grc,1979,-2.67198
grc,1980,-3.34321
grc,1981,-7.55747
grc,1982,-13.01452
grc,1983,-3.63655
grc,1984,-9.8032
grc,1985,-10.034
grc,1986,-7.67079
grc,1987,-9.45513
grc,1988,-10.64893
grc,1989,-18.06448
grc,1990,-19.64802
grc,1995,-9.77289
grc,1996,-8.20582
grc,1997,-6.05254
grc,1998,-6.17024
grc,1999,-5.9011
grc,2000,-4.04964
grc,2001,-5.61981
grc,2002,-6.00572
grc,2003,-7.8824
grc,2004,-8.69366
grc,2005,-6.22308
grc,2006,-5.91431
grc,2007,-6.69547
grc,2008,-10.12809
grc,2009,-15.13087
grc,2010,-10.99347
grc,2011,-10.7064
grc,2012,-9.32633
grc,2013,-13.63543
grc,2014,-3.88634
grc,2015,-5.92111
grc,2016,0.2258
grc,2017,0.36404
grc,2018,0.65383
grc,2019,1.47831
gtm,1990,-1.91002
gtm,1991,0.06968
gtm,1992,0.2353
gtm,1993,-0.69794
gtm,1994,-1.17471
gtm,1995,-0.46827
gtm,1996,-0.11929
gtm,1997,-0.68204
gtm,1998,-1.2392
gtm,1999,-1.63977
gtm,2000,-1.78064
gtm,2001,-1.96444
gtm,2002,-0.97067
gtm,2003,-2.63579
gtm,2004,-1.06344
gtm,2005,-1.74611
gtm,2006,-1.98882
gtm,2007,-1.45631
gtm,2008,-1.60921
gtm,2009,-3.19511
gtm,2010,-3.3521
gtm,2011,-2.79074
gtm,2012,-2.36845
gtm,2013,-0.42551
gtm,2014,-1.92558
gtm,2015,-1.47564
gtm,2016,-1.11022
gtm,2017,-1.37831
gtm,2018,-1.87809
gtm,2019,-2.23953
hnd,1972,-2.71482
hnd,1973,-0.44932
hnd,1974,-0.61866
hnd,1975,-2.7847
hnd,1976,-2.28487
hnd,2003,-2.96602
hnd,2004,-0.72352
hnd,2005,-0.76404
hnd,2006,0.87278
hnd,2007,-1.06126
hnd,2008,-0.2131
hnd,2009,-4.45822
hnd,2010,-2.98333
hnd,2011,-2.56514
hnd,2012,-3.22411
hnd,2013,-3.73381
hnd,2014,-2.6157
hnd,2015,-0.85933
hrv,2001,-2.71598
hrv,2002,-3.5679
hrv,2003,-4.64851
hrv,2004,-5.15344
hrv,2005,-3.69414
hrv,2006,-3.34364
hrv,2007,-2.61052
hrv,2008,-3.20155
hrv,2009,-5.90533
hrv,2010,-6.6117
hrv,2011,-7.84582
hrv,2012,-5.50905
hrv,2013,-5.45953
hrv,2014,-5.39197
hrv,2015,-3.55112
hrv,2016,-0.89023
hrv,2017,0.81079
hrv,2018,0.35353
hrv,2019,0.75738
hun,1991,-4.45461
hun,1992,-7.85483
hun,1993,-8.47147
hun,1994,-7.75494
hun,1995,-8.73254
hun,1996,-4.75517
hun,1997,-5.53022
hun,1998,-7.12716
hun,1999,-5.27879
hun,2000,-2.77236
hun,2001,-4.11324
hun,2002,-7.93984
hun,2003,-7.02866
hun,2004,-6.31023
hun,2005,-7.24341
hun,2006,-8.46989
hun,2007,-4.96983
hun,2008,-3.84871
hun,2009,-4.3586
hun,2010,-3.58487
hun,2011,-5.80466
hun,2012,-2.8052
hun,2013,-5.07129
hun,2014,-4.12045
hun,2015,-2.16794
hun,2016,-2.08139
hun,2017,-2.48063
hun,2018,-2.16588
hun,2019,-1.98264
idn,1972,-1.62138
idn,1973,-1.22901
idn,1974,-0.22413
idn,1975,-2.30967
idn,1976,-2.63146
idn,1977,-0.38399
idn,1978,-2.16302
idn,1979,-0.73067
idn,1980,-0.92638
idn,1981,-0.894
idn,1982,-1.26273
idn,1983,-1.15065
idn,1984,2.20666
idn,1985,-0.44658
idn,1986,-3.43261
idn,1987,-1.02142
idn,1988,-3.23937
idn,1989,-2.0646
idn,1990,0.43252
idn,1991,0.48186
idn,1992,-0.59834
idn,1993,0.40482
idn,1994,1.98917
idn,1995,3.01509
idn,1996,2.31595
idn,1997,1.03369
idn,1998,-1.74588
idn,2002,-0.29451
idn,2003,-2.31553
idn,2004,-1.10484
idn,2008,-0.08327
idn,2009,-1.58059
idn,2010,-0.68245
idn,2011,-1.07058
idn,2012,-1.76024
idn,2013,-2.19332
idn,2014,-2.12181
idn,2015,-2.59355
idn,2016,-2.48352
idn,2017,-2.50619
idn,2018,-1.81365
idn,2019,-2.19582
ind,1974,-0.08567
ind,1975,0.15021
ind,1976,0.12852
ind,1977,0.18457
ind,1978,-0.10739
ind,1979,-0.90724
ind,1980,-1.00365
ind,1981,-0.50181
ind,1982,-0.78653
ind,1983,-1.2778
ind,1984,-2.00128
ind,1985,-2.27249
ind,1986,-2.92148
ind,1987,-3.07822
ind,1988,-3.06407
ind,1989,-2.74572
ind,1990,-3.38634
ind,1991,-2.24942
ind,1992,-2.30663
ind,1993,-3.90437
ind,1994,-2.40392
ind,1995,-2.18069
ind,1996,-2.01869
ind,1997,-2.79028
ind,1998,-3.30289
ind,1999,-3.28106
ind,2000,-3.8103
ind,2001,-4.34805
ind,2002,-4.66165
ind,2003,-3.43004
ind,2004,-3.25616
ind,2005,-3.23147
ind,2006,-2.26403
ind,2007,-0.47911
ind,2008,-4.97259
ind,2009,-5.51353
ind,2010,-3.48058
ind,2011,-3.2065
ind,2012,-3.76448
ind,2013,-4.06573
ind,2014,-3.24744
ind,2015,-2.77581
ind,2016,-2.41852
ind,2017,-2.55427
ind,2018,-2.30484
irl,1972,-2.09508
irl,1973,-2.12851
irl,1974,-4.38169
irl,1975,-7.72054
irl,1976,-5.13216
irl,1977,-5.00906
irl,1978,-6.96399
irl,1979,-7.65285
irl,1980,-8.05988
irl,1981,-8.92344
irl,1982,-9.82146
irl,1983,-8.42635
irl,1984,-7.03525
irl,1985,-8.58129
irl,1986,-8.48677
irl,1987,-7.66267
irl,1988,-4.22255
irl,1989,-1.92156
irl,1990,-2.3733
irl,1991,-2.38544
irl,1992,-2.60142
irl,1993,-2.67197
irl,1994,-2.32062
irl,1995,-2.00631
irl,1996,-0.12821
irl,1997,1.41093
irl,1998,2.24772
irl,1999,3.59976
irl,2000,4.97919
irl,2001,1.41602
irl,2002,-0.19762
irl,2003,0.05622
irl,2004,1.22326
irl,2005,1.37498
irl,2006,2.60139
irl,2007,0.45422
irl,2008,-6.66922
irl,2009,-13.81475
irl,2010,-32.1136
irl,2011,-12.90793
irl,2012,-8.29086
irl,2013,-6.37175
irl,2014,-3.65605
irl,2015,-2.18695
irl,2016,-0.72349
irl,2017,-0.36222
irl,2018,0.08846
irl,2019,0.62089
irn,1972,-4.27128
irn,1973,-0.77194
irn,1974,4.48976
irn,1975,0.34
irn,1976,-0.78329
irn,1977,-4.61267
irn,1978,-9.99518
irn,1979,-5.07977
irn,1980,-13.88219
irn,1981,-11.08962
irn,1982,-5.81952
irn,1983,-6.32505
irn,1984,-4.0842
irn,1985,-3.91952
irn,1986,-8.87719
irn,1987,-7.48891
irn,1988,-9.34951
irn,1989,-4.0162
irn,1990,-1.76747
irn,1991,-2.17159
irn,1992,-1.34982
irn,1993,-0.51351
irn,1994,-0.23474
irn,1995,1.04068
irn,1996,0.76102
irn,1997,-0.42825
irn,1998,-5.33959
irn,1999,0.1118
irn,2000,1.65581
irn,2001,0.8915
irn,2002,0.64123
irn,2003,1.43764
irn,2004,3.52739
irn,2005,5.07666
irn,2006,2.6479
irn,2007,6.41931
irn,2008,2.28892
irn,2009,0.45162
irq,2014,-2.76459
irq,2015,-6.01081
irq,2016,-7.07317
irq,2017,1.14241
irq,2018,9.42346
irq,2019,1.98995
isl,1972,0.62072
isl,1973,-0.05766
isl,1974,-2.24506
isl,1975,-2.30766
isl,1976,1.04232
isl,1977,-0.33014
isl,1978,-0.01175
isl,1979,-0.13517
isl,1980,0.46725
isl,1981,0.95704
isl,1982,0.8029
isl,1983,-2.30084
isl,1984,0.96866
isl,1985,-1.85272
isl,1986,-3.92889
isl,1987,-2.16584
isl,1988,-3.39181
isl,1989,-3.35302
isl,1990,-2.57096
isl,1991,-3.68803
isl,1992,-2.60289
isl,1993,-3.02738
isl,1994,-2.85252
isl,1995,-2.41101
isl,1996,-1.14152
isl,1997,0.4117
isl,1998,1.17333
isl,1999,2.684
isl,2000,2.6117
isl,2001,-0.0578
isl,2002,-1.18873
isl,2003,-1.98068
isl,2004,0.76386
isl,2005,4.95785
isl,2006,6.18995
isl,2007,5.02283
isl,2008,-11.33325
isl,2009,-7.66521
isl,2010,-5.88724
isl,2011,-6.24748
isl,2012,-2.14044
isl,2013,-0.8059
isl,2014,1.1397
isl,2015,0.22337
isl,2016,12.59356
isl,2017,2.27955
isl,2018,1.51882
isl,2019,-0.91329
isr,1995,-3.62992
isr,1996,-3.6461
isr,1997,-2.19867
isr,1998,-2.4902
isr,1999,-2.56477
isr,2000,-0.99061
isr,2001,-3.96516
isr,2002,-8.03755
isr,2003,-4.6746
isr,2004,-3.74109
isr,2005,-2.97399
isr,2006,-1.12514
isr,2007,-0.46793
isr,2008,-3.5405
isr,2009,-6.40122
isr,2010,-3.69084
isr,2011,-3.21934
isr,2012,-4.3858
isr,2013,-3.88673
isr,2014,-2.32076
isr,2015,-1.15943
isr,2016,-1.53078
isr,2017,-1.06384
isr,2018,-3.328
isr,2019,-3.82206
ita,1973,-4.05517
ita,1974,-3.68272
ita,1975,-7.97296
ita,1976,-5.48234
ita,1977,-4.54745
ita,1978,-5.60589
ita,1979,-7.16932
ita,1980,-8.6911
ita,1986,-12.07264
ita,1987,-13.2569
ita,1988,-8.87613
ita,1989,-8.60558
ita,1995,-7.34505
ita,1996,-6.39323
ita,1997,-2.59695
ita,1998,-2.32944
ita,1999,-1.68523
ita,2000,-2.17469
ita,2001,-2.79534
ita,2002,-2.06627
ita,2003,-2.88816
ita,2004,-2.57492
ita,2005,-3.30107
ita,2006,-2.71162
ita,2007,-1.30607
ita,2008,-2.44587
ita,2009,-4.91721
ita,2010,-3.79121
ita,2011,-3.31177
ita,2012,-3.26412
ita,2013,-2.90082
ita,2014,-3.17616
ita,2015,-2.95544
ita,2016,-2.61006
ita,2017,-2.59105
ita,2018,-2.36565
ita,2019,-1.63839
jam,1988,-3.41118
jam,1989,2.95708
jam,1990,2.44649
jam,1991,4.13477
jam,1992,3.91226
jam,1993,2.6654
jam,1994,2.36068
jam,1995,2.69295
jam,1996,-4.48
jam,1997,-5.98736
jam,1998,-5.46348
jam,1999,-3.09483
jam,2000,-0.85376
jam,2001,-4.81893
jam,2002,-6.58466
jam,2003,-5.14013
jam,2004,-4.43401
jam,2005,-3.00451
jam,2006,-4.67238
jam,2007,-4.76278
jam,2008,-7.55146
jam,2009,-11.38238
jam,2010,-6.30879
jam,2011,-6.52634
jam,2012,-4.15494
jam,2013,0.12133
jam,2014,-0.47155
jam,2015,-0.29425
jam,2016,-0.1974
jam,2017,0.46034
jam,2018,1.20299
jor,1990,-3.37342
jor,1991,-2.16126
jor,1992,4.59032
jor,1993,1.2306
jor,1994,0.57821
jor,1995,0.93115
jor,1996,-1.63063
jor,1997,-3.19763
jor,1998,-5.03366
jor,1999,-1.29844
jor,2000,-2.03019
jor,2001,-3.13698
jor,2002,-3.12557
jor,2003,-0.32274
jor,2004,-1.44036
jor,2005,-5.1227
jor,2006,-3.64034
jor,2007,-4.68701
jor,2008,-2.10819
jor,2009,-8.66094
jor,2010,-4.90112
jor,2011,-6.5957
jor,2012,-8.12091
jor,2013,-5.38862
jor,2014,-2.23035
jor,2015,-3.38251
jor,2016,-3.10199
jor,2017,-2.54215
jor,2018,-1.49565
jor,2019,-3.34936
kaz,1997,-1.8032
kaz,1998,-2.48566
kaz,1999,-2.81092
kaz,2000,0.09005
kaz,2001,0.06469
kaz,2002,0.34805
kaz,2003,-0.611
kaz,2004,0.22095
kaz,2010,4.64951
kaz,2011,7.90312
kaz,2012,5.85523
kaz,2013,4.90853
kaz,2014,3.25887
kaz,2015,-2.41809
kaz,2016,-2.89172
kaz,2017,-3.11217
kaz,2018,1.31985
kaz,2019,-0.88354
ken,2014,-4.99154
ken,2015,-7.94896
ken,2016,-6.78832
ken,2017,-10.51257
ken,2018,-8.16549
ken,2019,-4.04912
kgz,2014,-0.03766
kgz,2015,-1.04686
kgz,2016,-3.74504
kgz,2017,-2.70278
kgz,2018,-0.28737
kgz,2019,0.43249
khm,2002,-3.38489
khm,2003,-4.4196
khm,2004,-2.15739
khm,2005,0.04035
khm,2006,-1.71331
khm,2007,-0.80452
khm,2008,-0.30805
khm,2009,-4.53768
khm,2010,-3.52731
khm,2011,-4.564
khm,2012,-0.71303
khm,2013,-2.73352
khm,2014,-1.32516
khm,2015,-0.86686
khm,2016,-0.38734
khm,2017,-1.01036
khm,2018,0.37466
khm,2019,2.17311
kir,2011,-7.13898
kir,2012,3.52441
kir,2013,20.46763
kir,2014,44.71692
kir,2015,55.88437
kir,2016,21.49599
kir,2017,16.9394
kir,2018,50.65622
kir,2019,19.56916
kna,1990,-1.0774
kna,1991,-2.40486
kna,1992,-1.55406
kna,1993,-1.91395
kna,1994,-1.25858
kna,2000,-11.13026
kna,2001,-8.85135
kna,2002,-1.3548
kna,2003,-2.3745
kna,2004,-1.42668
kna,2005,-5.00214
kna,2006,-3.25061
kna,2007,-2.46136
kna,2008,0.51897
kna,2009,-0.53266
kna,2010,-3.60244
kna,2011,2.1947
kna,2012,10.28902
kna,2013,12.46223
kna,2014,9.7643
kna,2015,6.75862
kna,2016,1.76468
kna,2017,1.77898
kor,1972,-3.88968
kor,1973,-0.2352
kor,1974,-0.34156
kor,1975,-0.34144
kor,1976,0.22801
kor,1977,0.8276
kor,1978,1.29997
kor,1979,0.68205
kor,1980,0.68219
kor,1981,1.12745
kor,1982,-0.23042
kor,1983,1.25734
kor,1984,0.92758
kor,1985,0.66606
kor,1986,0.86614
kor,1987,1.40841
kor,1988,2.35351
kor,1989,1.31844
kor,1990,1.53822
kor,1991,0.49447
kor,1992,1.09137
kor,1993,1.82117
kor,1994,1.93883
kor,1995,2.23507
kor,1996,2.37791
kor,1997,2.3939
kor,1998,1.13044
kor,1999,1.18721
kor,2000,4.0496
kor,2001,2.50787
kor,2002,3.346
kor,2003,1.56393
kor,2004,0.08954
kor,2005,0.82307
kor,2006,1.03256
kor,2007,2.07497
kor,2008,1.45718
kor,2009,0.01688
kor,2010,1.46679
kor,2011,1.62233
kor,2012,1.1905
kor,2013,1.28667
kor,2014,0.99827
kor,2015,0.76471
kor,2016,1.87748
kor,2017,1.89113
kor,2018,2.41582
kor,2019,0.03735
kwt,1972,15.71038
kwt,1973,14.83698
kwt,1974,48.09861
kwt,1977,42.55424
kwt,1978,33.72183
kwt,1979,29.45993
kwt,1980,61.69745
kwt,1981,54.02388
kwt,1982,20.15357
kwt,1983,17.52298
kwt,1984,20.54612
kwt,1985,11.30243
kwt,1986,34.1354
kwt,1990,3.71194
kwt,1991,-203.71909
kwt,1992,-90.92937
kwt,1993,-28.93379
kwt,1994,-21.47697
kwt,1995,-13.58163
kwt,1996,-9.25857
kwt,1997,4.82257
kwt,1998,-5.57769
lbn,1998,-15.0525
lbn,1999,-15.36731
lbn,2000,-18.40238
lbn,2001,-15.04604
lbn,2002,-12.71266
lbn,2003,-13.25113
lbn,2004,-8.57315
lbn,2005,-7.96827
lbn,2006,-11.14543
lbn,2007,-11.2476
lbn,2008,-10.05316
lbn,2009,-8.12437
lbn,2010,-7.50286
lbn,2011,-6.44393
lbn,2012,-8.6148
lbn,2013,-10.0448
lbn,2014,-8.22223
lbn,2015,-6.92837
lbn,2016,-9.21845
lbn,2017,-7.44334
lbn,2018,-11.76257
lbn,2019,-11.00308
lca,2000,-0.92655
lca,2001,-2.60177
lca,2002,-1.84642
lca,2003,-4.86808
lca,2004,-3.48566
lca,2005,-4.34466
lca,2006,-2.45679
lca,2007,0.38828
lca,2008,0.03497
lca,2009,-1.72318
lca,2010,-0.50947
lca,2011,-3.80051
lca,2012,-5.28113
lca,2013,-5.36199
lca,2014,-2.90349
lca,2015,-1.90441
lca,2016,-0.45822
lca,2017,-0.8625
lka,1990,-5.17086
lka,1991,-6.64169
lka,1992,-4.82643
lka,1993,-5.64651
lka,1994,-6.76603
lka,1995,-7.57669
lka,1996,-7.65081
lka,1997,-6.33144
lka,1998,-7.03114
lka,1999,-5.87226
lka,2000,-8.39838
lka,2001,-9.34121
lka,2002,-7.61876
lka,2003,-6.86212
lka,2004,-7.33346
lka,2005,-6.9764
lka,2006,-6.88306
lka,2007,-6.52083
lka,2008,-6.56853
lka,2009,-8.9208
lka,2010,-6.31077
lka,2011,-5.8069
lka,2012,-5.30859
lka,2013,-5.27699
lka,2014,-5.5798
lka,2015,-7.56981
lka,2016,-5.34557
lka,2017,-5.45069
lka,2018,-5.38675
lka,2019,-6.80356
lso,1987,-18.94276
lso,1988,-15.99778
lso,1989,-7.16194
lso,1991,10.68945
lso,1992,5.05879
lso,1993,8.01801
lso,1994,6.06703
lso,1995,5.38528
lso,1996,2.22817
lso,1997,0.28546
lso,1998,-12.25812
lso,1999,-15.88211
lso,2000,-0.97333
lso,2001,-2.86213
lso,2002,-2.47737
lso,2003,0.91681
lso,2004,6.20058
lso,2005,4.56977
lso,2006,11.47256
lso,2007,10.56959
lso,2008,3.94237
lso,2009,-5.91811
lso,2010,-3.05355
lso,2011,-10.01682
lso,2012,4.46782
lso,2013,-3.05186
lso,2014,3.2329
lso,2015,-1.28791
lso,2016,-8.77605
lso,2017,-1.93966
lso,2018,-4.28665
lso,2019,-5.05824
ltu,1995,-1.22092
ltu,1996,-2.9928
ltu,1997,-11.57251
ltu,1998,-3.98655
ltu,1999,-2.26418
ltu,2000,-3.12498
ltu,2001,-3.09599
ltu,2002,-1.87155
ltu,2003,-1.22997
ltu,2004,-1.53951
ltu,2005,-0.29249
ltu,2006,0.07499
ltu,2007,-0.4939
ltu,2008,-2.84676
ltu,2009,-8.68827
ltu,2010,-6.9678
ltu,2011,-8.5589
ltu,2012,-2.88968
ltu,2013,-2.33046
ltu,2014,-0.73962
ltu,2015,-0.59774
ltu,2016,-0.26169
ltu,2017,0.25958
ltu,2018,0.41086
ltu,2019,0.18625
lux,1972,1.63077
lux,1973,2.39571
lux,1974,3.96582
lux,1975,1.56874
lux,1976,1.24765
lux,1977,1.8952
lux,1978,3.42591
lux,1979,0.82162
lux,1980,0.87142
lux,1981,0.66405
lux,1982,-0.85127
lux,1983,0.61299
lux,1984,1.93593
lux,1985,4.40912
lux,1986,4.0417
lux,1987,2.46445
lux,1988,1.64451
lux,1989,4.536
lux,1990,2.73654
lux,1991,2.69429
lux,1992,1.508
lux,1993,1.87312
lux,1994,2.15613
lux,1995,2.31705
lux,1996,1.8899
lux,1997,2.06433
lux,1998,2.59073
lux,1999,2.96124
lux,2000,5.06995
lux,2001,5.4891
lux,2002,1.91287
lux,2003,0.27706
lux,2004,-1.29047
lux,2005,0.09129
lux,2006,1.69595
lux,2007,3.98463
lux,2008,2.94163
lux,2009,-0.0897
lux,2010,-0.41763
lux,2011,0.34578
lux,2012,0.01445
lux,2013,0.51101
lux,2014,1.04673
lux,2015,0.95322
lux,2016,1.63242
lux,2017,1.13289
lux,2018,2.65406
lux,2019,2.00354
lva,1995,-1.89623
lva,1996,-3.50229
lva,1997,1.07074
lva,1998,-0.49523
lva,1999,-4.48216
lva,2000,-3.5173
lva,2001,-1.74497
lva,2002,-2.05388
lva,2003,-1.99658
lva,2004,-1.1533
lva,2005,-0.34966
lva,2006,-0.05193
lva,2007,0.18715
lva,2008,-4.29168
lva,2009,-11.0239
lva,2010,-11.67404
lva,2011,-5.21231
lva,2012,-1.38591
lva,2013,-1.03778
lva,2014,-1.82534
lva,2015,-2.39323
lva,2016,-0.08232
lva,2017,-0.72024
lva,2018,-0.22102
lva,2019,-1.67583
mac,1996,1.3216
mac,1997,2.49932
mac,1998,0.00017
mac,1999,-0.54322
mac,2000,1.48092
mac,2001,3.26278
mac,2002,2.66239
mac,2003,4.79927
mac,2004,7.79778
mac,2005,8.31494
mac,2006,9.74087
mac,2007,16.37686
mac,2008,17.4792
mac,2009,13.36547
mac,2010,19.40531
mac,2011,24.67075
mac,2012,23.98128
mac,2013,26.98604
mac,2014,24.16039
mac,2015,13.81715
mac,2016,11.41453
mac,2017,13.25891
mac,2018,13.303
mac,2019,14.41212
mar,1990,-2.13103
mar,1991,-2.05304
mar,1992,-1.1163
mar,1993,-2.55228
mar,1994,-3.17031
mar,1995,-4.05558
mar,1997,-0.52472
mar,1998,-2.3229
mar,1999,-2.18043
mar,2002,-4.72787
mar,2003,-4.05281
mar,2004,-3.58578
mar,2005,-5.90362
mar,2006,-1.94837
mar,2007,-0.12578
mar,2008,0.67736
mar,2009,-1.76316
mar,2010,-4.02862
mar,2011,-6.59822
mar,2012,-7.17691
mar,2013,-5.08832
mar,2014,-4.84846
mar,2015,0.96453
mar,2016,-4.15482
mar,2017,-3.38818
mar,2018,-3.73063
mar,2019,-3.93566
mda,1997,-6.27904
mda,1998,-3.57373
mda,1999,-2.9209
mda,2000,-1.4913
mda,2001,0.9595
mda,2003,1.98523
mda,2004,0.26879
mda,2005,1.80362
mda,2006,0.19551
mda,2007,-0.33689
mda,2008,-0.4059
mda,2009,-5.91893
mda,2010,-2.13386
mda,2011,-1.49677
mda,2012,-1.71122
mda,2013,-1.46253
mda,2014,-1.35187
mda,2015,-1.63159
mda,2016,-2.0191
mda,2017,-0.74446
mda,2018,-0.90827
mda,2019,-1.33724
mdg,2003,-3.16786
mdg,2004,-3.88127
mdg,2005,-3.99701
mdg,2006,-0.34011
mdg,2007,-2.2951
mdg,2008,-1.59693
mdg,2009,-1.80092
mdg,2010,-0.60236
mdg,2011,-1.17059
mdg,2012,-0.89764
mdg,2013,-1.4529
mdg,2014,-1.90415
mdg,2015,-1.50376
mdg,2016,-0.71171
mdg,2017,-1.86918
mdg,2018,-1.04436
mdg,2019,-1.04886
mdv,1990,-7.50694
mdv,1991,-8.7517
mdv,1992,-11.00335
mdv,1993,-11.29448
mdv,1994,-5.16886
mdv,1995,-6.58206
mdv,1996,-2.35427
mdv,1997,-1.87569
mdv,1998,-2.88976
mdv,1999,-3.88733
mdv,2000,-4.99697
mdv,2001,-3.65693
mdv,2002,-3.66312
mdv,2003,-3.44542
mdv,2004,-2.25683
mdv,2005,-7.80671
mdv,2006,-4.52323
mdv,2007,-3.15363
mdv,2008,-9.925
mdv,2009,-17.88621
mex,1972,-1.76991
mex,1973,-2.89436
mex,1974,-3.22222
mex,1975,-2.54545
mex,1976,-3.06346
mex,1977,-2.43375
mex,1978,-1.96834
mex,1979,-2.15124
mex,1980,-0.65703
mex,1981,-3.26272
mex,1982,-10.81449
mex,1983,-7.0009
mex,1984,-5.5241
mex,1985,-7.64875
mex,1986,-12.40194
mex,1987,-13.45968
mex,1988,-10.13756
mex,1989,-4.53872
mex,1990,-2.55933
mex,1991,-0.00032
mex,1992,0.97933
mex,1993,0.18851
mex,1994,-0.00168
mex,1995,-0.49064
mex,1996,-0.10707
mex,1997,-1.21243
mex,1998,-1.30473
mex,1999,-1.35381
mex,2000,-0.96126
mex,2008,-1.96483
mex,2009,-4.51158
mex,2010,-3.97704
mex,2011,-3.55884
mex,2012,-3.82087
mex,2013,-3.33675
mex,2014,-4.16244
mex,2015,-3.2291
mex,2016,-1.6719
mex,2017,-0.86847
mex,2018,-2.17178
mex,2019,-2.09108
mhl,2008,3.55627
mhl,2009,1.52692
mhl,2010,3.52713
mhl,2011,2.13468
mhl,2012,-0.76348
mhl,2013,-0.23265
mhl,2014,3.26354
mhl,2015,2.81014
mhl,2016,3.88464
