geo,time,en_atm_meth_eg_kt_ce
mkd,1990,270
mkd,1991,260
mkd,1992,270
mkd,1993,290
mkd,1994,300
mkd,1995,310
mkd,1996,300
mkd,1997,290
mkd,1998,330
mkd,1999,320
mkd,2000,350
mkd,2001,350
mkd,2002,340
mkd,2003,460
mkd,2004,460
mkd,2005,460
mkd,2006,460
mkd,2007,450
mkd,2008,490
mkd,2009,480
mkd,2010,480
mkd,2011,460
mkd,2012,450
mkd,2013,440
mkd,2014,430
mkd,2015,410
mkd,2016,410
mkd,2017,410
mkd,2018,410
mli,1990,310
mli,1991,310
mli,1992,320
mli,1993,330
mli,1994,340
mli,1995,340
mli,1996,520
mli,1997,690
mli,1998,860
mli,1999,1040
mli,2000,1210
mli,2001,1250
mli,2002,1290
mli,2003,1340
mli,2004,1380
mli,2005,1420
mli,2006,1420
mli,2007,1420
mli,2008,1420
mli,2009,1420
mli,2010,1420
mli,2011,1490
mli,2012,1570
mli,2013,1640
mli,2014,1710
mli,2015,1790
mli,2016,1810
mli,2017,1840
mli,2018,1860
mlt,1990,0
mlt,1991,10
mlt,1992,10
mlt,1993,10
mlt,1994,10
mlt,1995,10
mlt,1996,10
mlt,1997,10
mlt,1998,10
mlt,1999,10
mlt,2000,10
mlt,2001,0
mlt,2002,0
mlt,2003,0
mlt,2004,0
mlt,2005,0
mlt,2006,0
mlt,2007,0
mlt,2008,10
mlt,2009,0
mlt,2010,0
mlt,2011,0
mlt,2012,0
mlt,2013,0
mlt,2014,0
mlt,2015,0
mlt,2016,0
mlt,2017,0
mlt,2018,0
mmr,1990,2330
mmr,1991,2320
mmr,1992,2310
mmr,1993,2290
mmr,1994,2280
mmr,1995,2270
mmr,1996,2320
mmr,1997,2380
mmr,1998,2430
mmr,1999,2480
mmr,2000,2530
mmr,2001,2590
mmr,2002,2650
mmr,2003,2720
mmr,2004,2810
mmr,2005,2860
mmr,2006,2860
mmr,2007,2860
mmr,2008,2860
mmr,2009,2860
mmr,2010,2850
mmr,2011,2870
mmr,2012,2890
mmr,2013,2900
mmr,2014,2920
mmr,2015,2940
mmr,2016,2940
mmr,2017,2930
mmr,2018,2930
mne,1990,50
mne,1991,50
mne,1992,50
mne,1993,50
mne,1994,50
mne,1995,50
mne,1996,50
mne,1997,50
mne,1998,50
mne,1999,50
mne,2000,50
mne,2001,50
mne,2002,50
mne,2003,50
mne,2004,50
mne,2005,50
mne,2006,60
mne,2007,110
mne,2008,170
mne,2009,230
mne,2010,280
mne,2011,280
mne,2012,270
mne,2013,270
mne,2014,270
mne,2015,260
mne,2016,260
mne,2017,260
mne,2018,250
mng,1990,570
mng,1991,530
mng,1992,510
mng,1993,480
mng,1994,480
mng,1995,470
mng,1996,500
mng,1997,510
mng,1998,520
mng,1999,510
mng,2000,510
mng,2001,500
mng,2002,490
mng,2003,490
mng,2004,480
mng,2005,470
mng,2006,510
mng,2007,630
mng,2008,740
mng,2009,860
mng,2010,970
mng,2011,1150
mng,2012,1320
mng,2013,1500
mng,2014,1670
mng,2015,1850
mng,2016,1810
mng,2017,1780
mng,2018,1740
moz,1990,2530
moz,1991,2190
moz,1992,1840
moz,1993,1500
moz,1994,1150
moz,1995,1180
moz,1996,1190
moz,1997,1190
moz,1998,1200
moz,1999,1200
moz,2000,1210
moz,2001,1340
moz,2002,1480
moz,2003,1610
moz,2004,1750
moz,2005,1880
moz,2006,1940
moz,2007,2000
moz,2008,2050
moz,2009,2110
moz,2010,2170
moz,2011,2500
moz,2012,2830
moz,2013,3160
moz,2014,3490
moz,2015,3820
moz,2016,3900
moz,2017,3980
moz,2018,4060
mrt,1990,120
mrt,1991,140
mrt,1992,160
mrt,1993,190
mrt,1994,210
mrt,1995,230
mrt,1996,220
mrt,1997,210
mrt,1998,190
mrt,1999,180
mrt,2000,170
mrt,2001,170
mrt,2002,180
mrt,2003,180
mrt,2004,180
mrt,2005,190
mrt,2006,260
mrt,2007,330
mrt,2008,400
mrt,2009,470
mrt,2010,550
mrt,2011,520
mrt,2012,500
mrt,2013,480
mrt,2014,460
mrt,2015,430
mrt,2016,420
mrt,2017,410
mrt,2018,400
mus,1990,10
mus,1991,10
mus,1992,10
mus,1993,10
mus,1994,10
mus,1995,10
mus,1996,10
mus,1997,10
mus,1998,10
mus,1999,10
mus,2000,10
mus,2001,10
mus,2002,10
mus,2003,10
mus,2004,10
mus,2005,10
mus,2006,10
mus,2007,10
mus,2008,10
mus,2009,10
mus,2010,10
mus,2011,10
mus,2012,10
mus,2013,20
mus,2014,20
mus,2015,20
mus,2016,20
mus,2017,20
mus,2018,20
mwi,1990,7310
mwi,1991,6430
mwi,1992,5550
mwi,1993,4670
mwi,1994,3790
mwi,1995,4020
mwi,1996,4100
mwi,1997,4200
mwi,1998,4300
mwi,1999,4400
mwi,2000,4500
mwi,2001,4780
mwi,2002,5060
mwi,2003,5340
mwi,2004,5620
mwi,2005,5900
mwi,2006,5720
mwi,2007,5540
mwi,2008,5360
mwi,2009,5190
mwi,2010,5010
mwi,2011,5440
mwi,2012,5880
mwi,2013,6310
mwi,2014,6740
mwi,2015,7180
mwi,2016,7280
mwi,2017,7390
mwi,2018,7500
mys,1990,13950
mys,1991,14500
mys,1992,15050
mys,1993,15590
mys,1994,16140
mys,1995,16680
mys,1996,17200
mys,1997,17710
mys,1998,18230
mys,1999,18750
mys,2000,19260
mys,2001,19670
mys,2002,20070
mys,2003,20480
mys,2004,20890
mys,2005,21290
mys,2006,21260
mys,2007,21230
mys,2008,21200
mys,2009,21160
mys,2010,21130
mys,2011,21330
mys,2012,21520
mys,2013,21720
mys,2014,21910
mys,2015,22110
mys,2016,21970
mys,2017,21830
mys,2018,21700
nam,1990,160
nam,1991,160
nam,1992,160
nam,1993,150
nam,1994,150
nam,1995,160
nam,1996,170
nam,1997,180
nam,1998,190
nam,1999,200
nam,2000,210
nam,2001,230
nam,2002,240
nam,2003,260
nam,2004,270
nam,2005,290
nam,2006,290
nam,2007,290
nam,2008,290
nam,2009,300
nam,2010,300
nam,2011,310
nam,2012,320
nam,2013,320
nam,2014,330
nam,2015,340
nam,2016,340
nam,2017,350
nam,2018,350
ner,1990,780
ner,1991,850
ner,1992,920
ner,1993,990
ner,1994,1070
ner,1995,1140
ner,1996,1210
ner,1997,1280
ner,1998,1340
ner,1999,1410
ner,2000,1480
ner,2001,1520
ner,2002,1560
ner,2003,1600
ner,2004,1640
ner,2005,1680
ner,2006,1740
ner,2007,1800
ner,2008,1860
ner,2009,1930
ner,2010,1990
ner,2011,2510
ner,2012,3040
ner,2013,3570
ner,2014,4100
ner,2015,4620
ner,2016,4650
ner,2017,4680
ner,2018,4700
nga,1990,44210
nga,1991,43440
nga,1992,42670
nga,1993,41910
nga,1994,41140
nga,1995,41190
nga,1996,42310
nga,1997,43430
nga,1998,44550
nga,1999,45680
nga,2000,46800
nga,2001,49400
nga,2002,52010
nga,2003,54610
nga,2004,57220
nga,2005,59820
nga,2006,60240
nga,2007,60660
nga,2008,61070
nga,2009,61490
nga,2010,61910
nga,2011,63430
nga,2012,64940
nga,2013,66460
nga,2014,67980
nga,2015,69500
nga,2016,69890
nga,2017,70290
nga,2018,70680
nic,1990,660
nic,1991,670
nic,1992,680
nic,1993,690
nic,1994,700
nic,1995,710
nic,1996,720
nic,1997,730
nic,1998,740
nic,1999,760
nic,2000,770
nic,2001,790
nic,2002,810
nic,2003,820
nic,2004,840
nic,2005,860
nic,2006,870
nic,2007,870
nic,2008,880
nic,2009,890
nic,2010,890
nic,2011,890
nic,2012,890
nic,2013,880
nic,2014,880
nic,2015,880
nic,2016,880
nic,2017,870
nic,2018,870
nld,1990,2840
nld,1991,2910
nld,1992,2900
nld,1993,2960
nld,1994,2980
nld,1995,3080
nld,1996,3140
nld,1997,2480
nld,1998,2380
nld,1999,2180
nld,2000,2080
nld,2001,2060
nld,2002,1980
nld,2003,1980
nld,2004,1920
nld,2005,2030
nld,2006,2070
nld,2007,2430
nld,2008,2840
nld,2009,2750
nld,2010,2950
nld,2011,2800
nld,2012,2660
nld,2013,2580
nld,2014,2310
nld,2015,2320
nld,2016,2210
nld,2017,2190
nld,2018,2160
nor,1990,910
nor,1991,930
nor,1992,1030
nor,1993,1160
nor,1994,1200
nor,1995,1170
nor,1996,1210
nor,1997,1300
nor,1998,1230
nor,1999,1200
nor,2000,1330
nor,2001,1450
nor,2002,1400
nor,2003,1480
nor,2004,1510
nor,2005,1390
nor,2006,1300
nor,2007,1460
nor,2008,1370
nor,2009,1360
nor,2010,1420
nor,2011,1340
nor,2012,1330
nor,2013,1350
nor,2014,1470
nor,2015,1410
nor,2016,1350
nor,2017,1330
nor,2018,1320
npl,1990,2020
npl,1991,2180
npl,1992,2330
npl,1993,2490
npl,1994,2650
npl,1995,2810
npl,1996,3310
npl,1997,3800
npl,1998,4300
npl,1999,4800
npl,2000,5300
npl,2001,5480
npl,2002,5660
npl,2003,5840
npl,2004,6020
npl,2005,6200
npl,2006,6380
npl,2007,6570
npl,2008,6750
npl,2009,6940
npl,2010,7120
npl,2011,7670
npl,2012,8210
npl,2013,8760
npl,2014,9310
npl,2015,9850
npl,2016,10100
npl,2017,10350
npl,2018,10590
nru,1990,0
nru,1991,0
nru,1992,0
nru,1993,0
nru,1994,0
nru,1995,0
nru,1996,0
nru,1997,0
nru,1998,0
nru,1999,0
nru,2000,0
nru,2001,0
nru,2002,0
nru,2003,0
nru,2004,0
nru,2005,0
nru,2006,0
nru,2007,0
nru,2008,0
nru,2009,0
nru,2010,0
nru,2011,0
nru,2012,0
nru,2013,0
nru,2014,0
nru,2015,0
nru,2016,0
nru,2017,0
nru,2018,0
nzl,1990,1070
nzl,1991,950
nzl,1992,970
nzl,1993,950
nzl,1994,980
nzl,1995,990
nzl,1996,1220
nzl,1997,1110
nzl,1998,1140
nzl,1999,1220
nzl,2000,1220
nzl,2001,1240
nzl,2002,1210
nzl,2003,1070
nzl,2004,1000
nzl,2005,1010
nzl,2006,1130
nzl,2007,990
nzl,2008,1100
nzl,2009,1160
nzl,2010,1290
nzl,2011,1100
nzl,2012,980
nzl,2013,950
nzl,2014,940
nzl,2015,950
nzl,2016,900
nzl,2017,920
nzl,2018,950
omn,1990,1860
omn,1991,1950
omn,1992,2050
omn,1993,2140
omn,1994,2230
omn,1995,2330
omn,1996,2410
omn,1997,2490
omn,1998,2570
omn,1999,2650
omn,2000,2740
omn,2001,2680
omn,2002,2620
omn,2003,2560
omn,2004,2500
omn,2005,2450
omn,2006,2540
omn,2007,2630
omn,2008,2730
omn,2009,2820
omn,2010,2910
omn,2011,2990
omn,2012,3080
omn,2013,3160
omn,2014,3240
omn,2015,3320
omn,2016,3330
omn,2017,3350
omn,2018,3370
pak,1990,7610
pak,1991,7860
pak,1992,8100
pak,1993,8340
pak,1994,8590
pak,1995,8830
pak,1996,9220
pak,1997,9600
pak,1998,9990
pak,1999,10380
pak,2000,10760
pak,2001,11210
pak,2002,11670
pak,2003,12120
pak,2004,12570
pak,2005,13020
pak,2006,13380
pak,2007,13730
pak,2008,14090
pak,2009,14440
pak,2010,14800
pak,2011,15010
pak,2012,15220
pak,2013,15430
pak,2014,15640
pak,2015,15850
pak,2016,15840
pak,2017,15820
pak,2018,15810
pan,1990,360
pan,1991,370
pan,1992,380
pan,1993,390
pan,1994,410
pan,1995,420
pan,1996,400
pan,1997,380
pan,1998,360
pan,1999,340
pan,2000,320
pan,2001,340
pan,2002,360
pan,2003,370
pan,2004,390
pan,2005,410
pan,2006,430
pan,2007,450
pan,2008,470
pan,2009,480
pan,2010,500
pan,2011,510
pan,2012,510
pan,2013,520
pan,2014,530
pan,2015,530
pan,2016,530
pan,2017,530
pan,2018,530
per,1990,1810
per,1991,1820
per,1992,1830
per,1993,1840
per,1994,1850
per,1995,1830
per,1996,1830
per,1997,1820
per,1998,1810
per,1999,1810
per,2000,1800
per,2001,1900
per,2002,1990
per,2003,2090
per,2004,2180
per,2005,2280
per,2006,2370
per,2007,2460
per,2008,2540
per,2009,2630
per,2010,2720
per,2011,2810
per,2012,2890
per,2013,2980
per,2014,3070
per,2015,3150
per,2016,3100
per,2017,3060
per,2018,3010
phl,1990,2980
phl,1991,3080
phl,1992,3180
phl,1993,3280
phl,1994,3380
phl,1995,3550
phl,1996,3720
phl,1997,3880
phl,1998,4050
phl,1999,4220
phl,2000,4390
phl,2001,4550
phl,2002,4720
phl,2003,4880
phl,2004,5040
phl,2005,5200
phl,2006,5020
phl,2007,4840
phl,2008,4650
phl,2009,4470
phl,2010,4290
phl,2011,4360
phl,2012,4430
phl,2013,4500
phl,2014,4570
phl,2015,4640
phl,2016,4730
phl,2017,4810
phl,2018,4900
plw,1990,0
plw,1991,0
plw,1992,0
plw,1993,0
plw,1994,0
plw,1995,0
plw,1996,0
plw,1997,0
plw,1998,0
plw,1999,0
plw,2000,0
plw,2001,0
plw,2002,0
plw,2003,0
plw,2004,0
plw,2005,0
plw,2006,0
plw,2007,0
plw,2008,0
plw,2009,0
plw,2010,0
plw,2011,0
plw,2012,0
plw,2013,0
plw,2014,0
plw,2015,0
plw,2016,0
plw,2017,0
plw,2018,0
png,1990,390
png,1991,1320
png,1992,2250
png,1993,3170
png,1994,4100
png,1995,5030
png,1996,4750
png,1997,4480
png,1998,4200
png,1999,3930
png,2000,3660
png,2001,3380
png,2002,3110
png,2003,2830
png,2004,2560
png,2005,2290
png,2006,2200
png,2007,2110
png,2008,2030
png,2009,1940
png,2010,1850
png,2011,2660
png,2012,3460
png,2013,4270
png,2014,5070
png,2015,5880
png,2016,5810
png,2017,5750
png,2018,5690
pol,1990,25530
pol,1991,23290
pol,1992,23440
pol,1993,23550
pol,1994,23480
pol,1995,23230
pol,1996,23350
pol,1997,22930
pol,1998,21530
pol,1999,21400
pol,2000,21050
pol,2001,23760
pol,2002,22490
pol,2003,22930
pol,2004,23270
pol,2005,23650
pol,2006,23760
pol,2007,23020
pol,2008,23220
pol,2009,22280
pol,2010,22420
pol,2011,21850
pol,2012,21990
pol,2013,22310
pol,2014,22120
pol,2015,22920
pol,2016,23290
pol,2017,23400
pol,2018,23520
prk,1990,25040
prk,1991,23540
prk,1992,22040
prk,1993,20530
prk,1994,19030
prk,1995,17640
prk,1996,16250
prk,1997,14860
prk,1998,13460
prk,1999,12070
prk,2000,10680
prk,2001,10860
prk,2002,11040
prk,2003,10650
prk,2004,10270
prk,2005,9880
prk,2006,10460
prk,2007,11040
prk,2008,11620
prk,2009,12200
prk,2010,12780
prk,2011,12960
prk,2012,13150
prk,2013,13330
prk,2014,13520
prk,2015,13700
prk,2016,13780
prk,2017,13870
prk,2018,13950
prt,1990,630
prt,1991,610
prt,1992,600
prt,1993,590
prt,1994,570
prt,1995,530
prt,1996,530
prt,1997,520
prt,1998,510
prt,1999,510
prt,2000,510
prt,2001,500
prt,2002,500
prt,2003,480
prt,2004,470
prt,2005,460
prt,2006,440
prt,2007,430
prt,2008,420
prt,2009,410
prt,2010,400
prt,2011,400
prt,2012,400
prt,2013,400
prt,2014,400
prt,2015,400
prt,2016,400
prt,2017,400
prt,2018,390
pry,1990,350
pry,1991,370
pry,1992,380
pry,1993,400
pry,1994,410
pry,1995,490
pry,1996,550
pry,1997,620
pry,1998,680
pry,1999,750
pry,2000,820
pry,2001,810
pry,2002,800
pry,2003,790
pry,2004,780
pry,2005,770
pry,2006,820
pry,2007,870
pry,2008,920
pry,2009,970
pry,2010,1030
pry,2011,1050
pry,2012,1070
pry,2013,1100
pry,2014,1120
pry,2015,1140
pry,2016,1140
pry,2017,1130
pry,2018,1130
qat,1990,1090
qat,1991,1160
qat,1992,1240
qat,1993,1310
qat,1994,1380
qat,1995,1450
qat,1996,1520
qat,1997,1590
qat,1998,1670
qat,1999,1740
qat,2000,1810
qat,2001,1980
qat,2002,2140
qat,2003,2310
qat,2004,2470
qat,2005,2640
qat,2006,3030
qat,2007,3420
qat,2008,3810
qat,2009,4200
qat,2010,4600
qat,2011,4940
qat,2012,5280
qat,2013,5630
qat,2014,5970
qat,2015,6320
qat,2016,6420
qat,2017,6520
qat,2018,6610
rou,1990,28810
rou,1991,23940
rou,1992,21370
rou,1993,20380
rou,1994,20570
rou,1995,20730
rou,1996,20770
rou,1997,19320
rou,1998,17420
rou,1999,16740
rou,2000,17940
rou,2001,20360
rou,2002,19310
rou,2003,18790
rou,2004,17510
rou,2005,16850
rou,2006,16040
rou,2007,14320
rou,2008,14310
rou,2009,13240
rou,2010,12850
rou,2011,12890
rou,2012,12520
rou,2013,12040
rou,2014,11870
rou,2015,11490
rou,2016,10810
rou,2017,10630
rou,2018,10450
rus,1990,701620
rus,1991,637650
rus,1992,568280
rus,1993,517500
rus,1994,468400
rus,1995,454060
rus,1996,445920
rus,1997,445470
rus,1998,439170
rus,1999,447250
rus,2000,465960
rus,2001,491010
rus,2002,517450
rus,2003,565320
rus,2004,605180
rus,2005,619720
rus,2006,635690
rus,2007,644540
rus,2008,642840
rus,2009,624840
rus,2010,649660
rus,2011,661580
rus,2012,667820
rus,2013,667580
rus,2014,667610
rus,2015,671780
rus,2016,687180
rus,2017,685360
rus,2018,683540
rwa,1990,1420
rwa,1991,1400
rwa,1992,1390
rwa,1993,1380
rwa,1994,1370
rwa,1995,1360
rwa,1996,1360
rwa,1997,1360
rwa,1998,1370
rwa,1999,1370
rwa,2000,1380
rwa,2001,1400
rwa,2002,1410
rwa,2003,1230
rwa,2004,1040
rwa,2005,850
rwa,2006,860
rwa,2007,860
rwa,2008,870
rwa,2009,880
rwa,2010,880
rwa,2011,910
rwa,2012,930
rwa,2013,960
rwa,2014,990
rwa,2015,1010
rwa,2016,1030
rwa,2017,1040
rwa,2018,1050
sau,1990,2200
sau,1991,2850
sau,1992,3490
sau,1993,4140
sau,1994,4780
sau,1995,5430
sau,1996,6080
sau,1997,6720
sau,1998,7370
sau,1999,8020
sau,2000,8660
sau,2001,9960
sau,2002,11260
sau,2003,12550
sau,2004,13850
sau,2005,15150
sau,2006,16460
sau,2007,17770
sau,2008,19080
sau,2009,20390
sau,2010,21700
sau,2011,17310
sau,2012,12920
sau,2013,13290
sau,2014,13670
sau,2015,14040
sau,2016,14140
sau,2017,14240
sau,2018,14340
sdn,1990,3410
sdn,1991,3480
sdn,1992,3540
sdn,1993,3600
sdn,1994,3670
sdn,1995,3730
sdn,1996,3460
sdn,1997,3190
sdn,1998,2920
sdn,1999,2650
sdn,2000,2390
sdn,2001,2810
sdn,2002,3240
sdn,2003,3670
sdn,2004,4100
sdn,2005,4530
sdn,2006,4910
sdn,2007,5300
sdn,2008,5690
sdn,2009,6070
sdn,2010,6460
sdn,2011,6740
sdn,2012,7030
sdn,2013,7310
sdn,2014,7600
sdn,2015,7880
sdn,2016,7990
sdn,2017,8100
sdn,2018,8210
sen,1990,430
sen,1991,440
sen,1992,460
sen,1993,470
sen,1994,490
sen,1995,510
sen,1996,510
sen,1997,510
sen,1998,510
sen,1999,510
sen,2000,510
sen,2001,510
sen,2002,520
sen,2003,530
sen,2004,530
sen,2005,540
sen,2006,550
sen,2007,560
sen,2008,580
sen,2009,590
sen,2010,600
sen,2011,600
sen,2012,610
sen,2013,610
sen,2014,610
sen,2015,620
sen,2016,620
sen,2017,630
sen,2018,640
sgp,1990,50
sgp,1991,70
sgp,1992,100
sgp,1993,120
sgp,1994,140
sgp,1995,170
sgp,1996,170
sgp,1997,170
sgp,1998,170
sgp,1999,170
sgp,2000,170
sgp,2001,250
sgp,2002,320
sgp,2003,400
sgp,2004,470
sgp,2005,550
sgp,2006,580
sgp,2007,600
sgp,2008,630
sgp,2009,660
sgp,2010,690
sgp,2011,740
sgp,2012,800
sgp,2013,850
sgp,2014,910
sgp,2015,960
sgp,2016,980
sgp,2017,1010
sgp,2018,1030
slb,1990,10
slb,1991,10
slb,1992,10
slb,1993,10
slb,1994,10
slb,1995,10
slb,1996,10
slb,1997,10
slb,1998,10
slb,1999,10
slb,2000,10
slb,2001,10
slb,2002,10
slb,2003,10
slb,2004,10
slb,2005,10
slb,2006,10
slb,2007,10
slb,2008,10
slb,2009,10
slb,2010,10
slb,2011,10
slb,2012,10
slb,2013,10
slb,2014,10
slb,2015,10
slb,2016,10
slb,2017,10
slb,2018,10
sle,1990,360
sle,1991,360
sle,1992,360
sle,1993,360
sle,1994,360
sle,1995,360
sle,1996,370
sle,1997,380
sle,1998,390
sle,1999,410
sle,2000,420
sle,2001,420
sle,2002,420
sle,2003,430
sle,2004,430
sle,2005,430
sle,2006,430
sle,2007,440
sle,2008,440
sle,2009,440
sle,2010,450
sle,2011,450
sle,2012,460
sle,2013,460
sle,2014,470
sle,2015,470
sle,2016,480
sle,2017,480
sle,2018,480
slv,1990,560
slv,1991,610
slv,1992,660
slv,1993,710
slv,1994,760
slv,1995,750
slv,1996,730
slv,1997,720
slv,1998,700
slv,1999,680
slv,2000,670
slv,2001,640
slv,2002,620
slv,2003,600
slv,2004,580
slv,2005,560
slv,2006,560
slv,2007,560
slv,2008,560
slv,2009,560
slv,2010,560
slv,2011,560
slv,2012,550
slv,2013,550
slv,2014,550
slv,2015,550
slv,2016,550
slv,2017,550
slv,2018,540
som,1990,500
som,1991,520
som,1992,540
som,1993,560
som,1994,580
som,1995,600
som,1996,630
som,1997,650
som,1998,680
som,1999,710
som,2000,730
som,2001,760
som,2002,790
som,2003,830
som,2004,860
som,2005,890
som,2006,930
som,2007,960
som,2008,1000
som,2009,1040
som,2010,1070
som,2011,1090
som,2012,1110
som,2013,1120
som,2014,1140
som,2015,1150
som,2016,1160
som,2017,1170
som,2018,1180
srb,1990,3940
srb,1991,3890
srb,1992,3830
srb,1993,3780
srb,1994,3730
srb,1995,3670
srb,1996,3620
srb,1997,3570
srb,1998,3510
srb,1999,3340
srb,2000,3170
srb,2001,3030
srb,2002,2900
srb,2003,2760
srb,2004,2620
srb,2005,2490
srb,2006,2540
srb,2007,2790
srb,2008,3040
srb,2009,3290
srb,2010,3540
srb,2011,3590
srb,2012,3630
srb,2013,3680
srb,2014,3720
srb,2015,3770
srb,2016,3730
srb,2017,3690
srb,2018,3650
ssd,1990,0
ssd,1991,0
ssd,1992,10
ssd,1993,10
ssd,1994,10
ssd,1995,10
ssd,1996,1720
ssd,1997,3430
ssd,1998,5130
ssd,1999,6840
ssd,2000,8550
ssd,2001,10060
ssd,2002,11560
ssd,2003,13070
ssd,2004,14580
ssd,2005,16090
ssd,2006,17340
ssd,2007,18590
ssd,2008,19840
ssd,2009,21090
ssd,2010,22350
ssd,2011,18950
ssd,2012,15540
ssd,2013,12140
ssd,2014,8740
ssd,2015,5340
ssd,2016,5290
ssd,2017,5240
ssd,2018,5190
stp,1990,30
stp,1991,30
stp,1992,30
stp,1993,30
stp,1994,30
stp,1995,30
stp,1996,30
stp,1997,30
stp,1998,30
stp,1999,30
stp,2000,30
stp,2001,20
stp,2002,20
stp,2003,20
stp,2004,20
stp,2005,10
stp,2006,10
stp,2007,10
stp,2008,10
stp,2009,10
stp,2010,10
stp,2011,10
stp,2012,10
stp,2013,20
stp,2014,20
stp,2015,20
stp,2016,20
stp,2017,20
stp,2018,20
sur,1990,190
sur,1991,220
sur,1992,250
sur,1993,270
sur,1994,300
sur,1995,330
sur,1996,360
sur,1997,390
sur,1998,410
sur,1999,440
sur,2000,470
sur,2001,470
sur,2002,470
sur,2003,470
sur,2004,470
sur,2005,480
sur,2006,530
sur,2007,590
sur,2008,640
sur,2009,700
sur,2010,750
sur,2011,760
sur,2012,770
sur,2013,780
sur,2014,790
sur,2015,800
sur,2016,800
sur,2017,810
sur,2018,820
svk,1990,2920
svk,1991,2910
svk,1992,2900
svk,1993,2800
svk,1994,2780
svk,1995,2800
svk,1996,2840
svk,1997,2730
svk,1998,2810
svk,1999,2810
svk,2000,2600
svk,2001,2510
svk,2002,2350
svk,2003,2300
svk,2004,2420
svk,2005,2420
svk,2006,2210
svk,2007,2130
svk,2008,2210
svk,2009,1990
svk,2010,2100
svk,2011,2160
svk,2012,1720
svk,2013,1870
svk,2014,1680
svk,2015,1820
svk,2016,1890
svk,2017,1900
svk,2018,1900
svn,1990,590
svn,1991,570
svn,1992,580
svn,1993,550
svn,1994,530
svn,1995,540
svn,1996,530
svn,1997,550
svn,1998,540
svn,1999,520
svn,2000,510
svn,2001,480
svn,2002,520
svn,2003,540
svn,2004,540
svn,2005,530
svn,2006,530
svn,2007,530
svn,2008,530
svn,2009,530
svn,2010,530
svn,2011,530
svn,2012,500
svn,2013,480
svn,2014,400
svn,2015,420
svn,2016,440
svn,2017,440
svn,2018,440
swe,1990,590
swe,1991,620
swe,1992,610
swe,1993,610
swe,1994,610
swe,1995,610
swe,1996,630
swe,1997,590
swe,1998,570
swe,1999,540
swe,2000,530
swe,2001,520
swe,2002,520
swe,2003,520
swe,2004,530
swe,2005,530
swe,2006,510
swe,2007,510
swe,2008,500
swe,2009,510
swe,2010,510
swe,2011,500
swe,2012,490
swe,2013,480
swe,2014,450
swe,2015,450
swe,2016,460
swe,2017,450
swe,2018,450
swz,1990,210
swz,1991,210
swz,1992,220
swz,1993,230
swz,1994,240
swz,1995,250
swz,1996,270
swz,1997,300
swz,1998,320
swz,1999,350
swz,2000,370
swz,2001,380
swz,2002,390
swz,2003,400
swz,2004,410
swz,2005,420
swz,2006,390
swz,2007,360
swz,2008,330
swz,2009,290
swz,2010,260
swz,2011,270
swz,2012,270
swz,2013,280
swz,2014,280
swz,2015,290
swz,2016,290
swz,2017,300
swz,2018,300
syc,1990,0
syc,1991,0
syc,1992,0
syc,1993,0
syc,1994,0
syc,1995,0
syc,1996,0
syc,1997,0
syc,1998,0
syc,1999,0
syc,2000,0
syc,2001,0
syc,2002,0
syc,2003,0
syc,2004,0
syc,2005,0
syc,2006,0
syc,2007,0
syc,2008,0
syc,2009,0
syc,2010,0
syc,2011,0
syc,2012,0
syc,2013,0
syc,2014,0
syc,2015,0
syc,2016,0
syc,2017,0
syc,2018,0
syr,1990,19070
syr,1991,20790
syr,1992,22510
syr,1993,24240
syr,1994,25960
syr,1995,27680
syr,1996,27450
syr,1997,27210
syr,1998,26980
syr,1999,26750
syr,2000,26510
syr,2001,25680
syr,2002,24850
syr,2003,24010
syr,2004,23180
syr,2005,22350
syr,2006,22130
syr,2007,21920
syr,2008,21710
syr,2009,21500
syr,2010,21280
syr,2011,17650
syr,2012,14020
syr,2013,10390
syr,2014,6750
syr,2015,3120
syr,2016,2980
syr,2017,2830
syr,2018,2690
tcd,1990,360
tcd,1991,360
tcd,1992,370
tcd,1993,380
tcd,1994,390
tcd,1995,400
tcd,1996,410
tcd,1997,420
tcd,1998,430
tcd,1999,440
tcd,2000,450
tcd,2001,2090
tcd,2002,3720
tcd,2003,5360
tcd,2004,6990
tcd,2005,8620
tcd,2006,8130
tcd,2007,7650
tcd,2008,7160
tcd,2009,6670
tcd,2010,6180
tcd,2011,6200
tcd,2012,6210
tcd,2013,6220
tcd,2014,6240
tcd,2015,6250
tcd,2016,6320
tcd,2017,6390
tcd,2018,6460
tgo,1990,720
tgo,1991,710
tgo,1992,700
tgo,1993,730
tgo,1994,760
tgo,1995,830
tgo,1996,790
tgo,1997,810
tgo,1998,880
tgo,1999,940
tgo,2000,990
tgo,2001,1040
tgo,2002,1080
tgo,2003,1130
tgo,2004,1180
tgo,2005,1220
tgo,2006,1220
tgo,2007,1210
tgo,2008,1200
tgo,2009,1190
tgo,2010,1180
tgo,2011,1170
tgo,2012,1160
tgo,2013,1150
tgo,2014,1140
tgo,2015,1130
tgo,2016,1140
tgo,2017,1150
tgo,2018,1170
tha,1990,5210
tha,1991,5540
tha,1992,5870
tha,1993,6200
tha,1994,6530
tha,1995,7430
tha,1996,8330
tha,1997,9240
tha,1998,10140
tha,1999,11050
tha,2000,11950
tha,2001,12630
tha,2002,13300
