global,time,sh_dyn_2024
world,1990,9.1
world,1991,9
world,1992,8.9
world,1993,8.9
world,1994,9.7
world,1995,8.9
world,1996,8.8
world,1997,8.8
world,1998,8.8
world,1999,8.8
world,2000,8.7
world,2001,8.6
world,2002,8.5
world,2003,8.3
world,2004,8.2
world,2005,8
world,2006,7.7
world,2007,7.5
world,2008,7.3
world,2009,7.1
world,2010,7
world,2011,6.8
world,2012,6.7
world,2013,6.6
world,2014,6.6
world,2015,6.5
world,2016,6.5
world,2017,6.4
world,2018,6.4
world,2019,6.3
world,2020,6.2
