geo,time,dt_oda_odat_xp_zs
bwa,2010,3.65177
bwa,2011,2.63275
bwa,2012,1.66687
bwa,2013,2.55147
bwa,2014,2.20489
bwa,2015,1.55035
bwa,2016,2.24223
bwa,2017,2.25145
bwa,2018,1.73225
bwa,2019,1.42948
caf,2004,89.69082
caf,2008,119.16407
caf,2009,73.82024
caf,2010,74.55976
caf,2011,81.87911
caf,2012,110.99071
caf,2014,389.82131
caf,2015,308.40244
caf,2016,307.7966
caf,2017,284.72816
caf,2018,291.8774
chl,1972,0.99086
chl,1973,0.89008
chl,1974,0.38955
chl,1975,5.3546
chl,1976,0.39255
chl,1977,0.28215
chl,1978,0.08722
chl,1979,-0.56803
chl,1980,-0.1074
chl,1981,0.00626
chl,1982,-0.01054
chl,1983,0.14416
chl,1984,0.19807
chl,1985,1.08352
chl,1986,0.08214
chl,1987,0.6153
chl,1988,1.03593
chl,1989,1.29843
chl,1990,1.95944
chl,1991,1.92859
chl,1992,1.79122
chl,1993,2.18415
chl,1994,1.70346
chl,1995,1.44703
chl,1996,1.58979
chl,1997,0.96119
chl,1998,0.7615
chl,1999,0.50314
chl,2000,0.32072
chl,2001,0.38942
chl,2002,-0.05006
chl,2003,0.54299
chl,2004,0.29993
chl,2005,0.8111
chl,2006,0.40462
chl,2007,0.38386
chl,2008,0.3112
chl,2009,0.20794
chl,2010,0.41463
chl,2011,0.32915
chl,2012,0.2406
chl,2013,0.14388
chl,2014,0.45789
chl,2015,0.10356
chl,2016,0.32348
chl,2017,0.11384
civ,2001,13.3459
civ,2002,65.099
civ,2003,11.56876
civ,2004,6.76311
civ,2005,3.607
civ,2006,10.02347
civ,2007,5.57949
civ,2008,15.56779
civ,2009,67.67346
civ,2010,22.77194
civ,2011,40.77214
civ,2012,70.76299
civ,2013,29.98953
civ,2014,20.54945
civ,2015,10.57181
civ,2016,9.49307
civ,2017,10.56372
civ,2018,11.13122
civ,2019,14.59851
cmr,1990,24.78979
cmr,1991,27.58082
cmr,1992,39.66049
cmr,1993,33.94056
cmr,1994,90.6555
cmr,1995,46.07995
cmr,1998,43.61148
cmr,1999,36.10732
cmr,2012,15.52866
cmr,2013,17.23519
cmr,2014,18.29541
cmr,2015,16.59912
cmr,2016,18.80279
cmr,2017,32.02059
cmr,2018,25.6458
cod,1972,16.25778
cod,1973,15.22952
cod,1974,13.75382
cod,1975,21.12714
cod,1976,15.19358
cod,1977,20.68348
cod,1978,20.43959
cod,1979,27.96439
cod,1980,29.30616
cod,1981,27.50196
cod,1982,23.03156
cod,1988,35.08988
cod,1989,70.3814
cog,2001,12.28254
cog,2002,7.02568
cog,2003,10.11674
cog,2004,8.67343
cog,2005,99.96802
cog,2006,18.03062
cog,2007,7.17883
cog,2008,27.40534
cog,2009,21.12664
cog,2010,93.05354
cog,2011,16.41874
cog,2012,6.79528
cog,2013,7.73195
cog,2014,4.64822
cog,2015,4.79604
cog,2016,4.82238
cog,2017,5.64136
cog,2018,5.82674
col,1998,0.94294
col,1999,1.67001
col,2000,1.19647
col,2003,3.1214
col,2008,1.64582
col,2009,1.84312
col,2010,0.92458
col,2011,1.2492
col,2012,0.82308
col,2013,0.67419
col,2014,1.06493
col,2015,1.72292
col,2016,1.36647
col,2017,0.99136
col,2018,1.75726
col,2019,0.90306
cpv,2005,55.40694
cpv,2006,42.40584
cpv,2007,44.17369
cpv,2008,54.06957
cpv,2009,45.44249
cpv,2010,76.75873
cpv,2011,51.42891
cpv,2012,56.13142
cpv,2013,52.98013
cpv,2014,46.95946
cpv,2015,33.7137
cpv,2016,24.62104
cpv,2017,24.4727
cri,1973,6.8319
cri,1974,6.35197
cri,1975,6.3149
cri,1976,3.41279
cri,1977,3.37557
cri,1978,4.92637
cri,1979,3.52465
cri,1980,2.36777
cri,1981,6.52056
cri,1982,14.70423
cri,1983,34.00878
cri,1984,27.22034
cri,1985,32.93029
cri,1986,16.94525
cri,1987,19.37473
cri,1988,17.00724
cri,1989,17.61592
cri,1990,16.06408
cri,1991,13.88476
cri,1992,10.45095
cri,1993,6.31233
cri,1994,3.67057
cri,1995,1.8479
cri,1996,-0.00799
cri,1997,0.13895
cri,1998,1.03326
cri,1999,0.1094
cri,2000,0.76962
cri,2001,0.39247
cri,2002,0.32471
cri,2003,0.98066
cri,2004,0.61449
cri,2005,0.71852
cri,2006,0.6493
cri,2007,1.13218
cri,2008,1.15561
cri,2009,1.48015
cri,2010,1.04844
cri,2011,0.32757
cri,2012,0.23225
cri,2013,0.24292
cri,2014,0.39225
cri,2015,0.69058
cri,2016,0.63048
cri,2017,0.64584
cri,2018,0.55043
cri,2019,0.31301
cyp,1972,8.177
cyp,1973,6.54429
cyp,1974,15.19974
cyp,1975,21.04404
cyp,1976,37.65166
cyp,1977,55.38169
cyp,1978,20.8002
cyp,1979,10.31482
cyp,1980,9.97684
cyp,1981,8.15675
cyp,1982,5.34571
cyp,1983,2.81434
cyp,1984,2.76966
cyp,1985,5.57577
cyp,1986,4.47879
cyp,1987,4.07442
cyp,1988,3.72972
cyp,1989,3.24924
cyp,1990,1.36372
cyp,1991,1.32644
cyp,1992,0.74678
cyp,1993,1.02197
cyp,1994,1.16322
cyp,1995,0.46192
cyp,1996,0.46322
dom,1972,10.86803
dom,1973,7.82261
dom,1974,4.98484
dom,1975,6.01484
dom,1976,5.9133
dom,1978,3.93573
dom,1979,5.63864
dom,1980,7.59726
dom,1981,6.79594
dom,1982,10.83746
dom,1983,5.85003
dom,1984,12.72531
dom,1985,30.93895
dom,1986,10.18259
dom,1987,23.16393
dom,1988,21.56739
dom,1989,23.17213
dom,1990,18.63647
dom,1991,14.17477
dom,1992,9.79314
dom,1993,0.36726
dom,1994,5.02063
dom,1995,8.39651
dom,1996,5.60983
dom,1997,3.14792
dom,1998,4.8606
dom,1999,7.79781
dom,2000,2.29535
dom,2001,3.76453
dom,2002,4.78119
dom,2003,3.73834
dom,2004,3.49837
dom,2005,1.95309
dom,2006,1.43894
dom,2007,2.4213
dom,2008,2.39349
dom,2009,1.91674
dom,2010,2.53251
dom,2011,2.98301
dom,2012,2.70708
dom,2013,1.51665
dom,2014,1.58171
dom,2015,2.5872
dom,2016,1.44533
dom,2017,0.91851
dom,2018,0.66463
dom,2019,0.95282
egy,1975,42.56224
egy,1976,41.76458
egy,1977,43.18589
egy,1978,48.64829
egy,1979,22.40442
egy,1981,13.68931
egy,1982,11.36293
egy,1983,12.44405
egy,1984,13.71333
egy,1985,12.68543
egy,1986,11.49595
egy,1987,14.12754
egy,1988,13.30918
egy,1989,15.18881
egy,1990,58.52271
egy,1991,52.96709
egy,1992,25.55496
egy,1993,16.9466
egy,1994,16.73382
egy,1995,11.98638
egy,1996,12.0379
egy,1997,10.57233
egy,2002,5.64086
egy,2003,4.63517
egy,2004,7.09392
egy,2005,4.26359
egy,2006,2.58271
egy,2007,2.97586
egy,2008,3.4206
egy,2009,1.72744
egy,2010,0.94805
egy,2011,0.61512
egy,2012,2.2646
egy,2013,5.93504
egy,2014,3.51636
egy,2015,2.53546
eth,1990,51.53426
eth,1991,61.089
eth,1992,97.23145
eth,1993,116.97516
eth,1994,123.41497
eth,1995,96.43942
eth,1996,86.08914
eth,1997,54.37421
eth,1998,52.76767
eth,1999,46.00161
eth,2001,92.38322
eth,2002,97.84505
eth,2003,119.2569
eth,2004,111.74579
eth,2005,104.74244
eth,2006,139.91813
eth,2007,171.91956
eth,2008,95.13889
eth,2009,96.99672
eth,2010,92.31778
eth,2011,103.37186
eth,2012,88.44894
eth,2013,79.85418
eth,2014,67.46505
eth,2015,48.32111
eth,2016,54.48728
eth,2017,44.90791
eth,2018,54.20282
eth,2019,51.6717
fji,1990,15.36659
fji,1991,13.733
fji,1992,16.91782
fji,1993,13.26318
fji,1994,7.94078
fji,1995,8.1163
fji,1996,8.15009
fji,2004,9.64061
fji,2005,8.97203
fji,2006,6.83718
fji,2010,10.1317
fji,2011,8.97936
fji,2012,11.53675
fji,2013,8.92824
fji,2014,7.61475
fji,2015,8.31422
fji,2016,9.40338
fji,2017,10.79708
fji,2018,7.73297
fji,2019,9.43304
fsm,2008,190.12103
fsm,2009,258.9976
fsm,2010,128.0149
fsm,2011,267.61575
fsm,2012,250.958
fsm,2013,248.10793
fsm,2014,202.47778
fsm,2015,124.5187
fsm,2016,69.01719
fsm,2017,120.7644
fsm,2018,114.28178
fsm,2019,99.07775
gab,2012,2.46308
gab,2013,3.03495
gab,2014,4.00728
gab,2015,3.99634
gab,2016,1.73702
gab,2017,4.54667
gab,2018,5.06227
gab,2019,5.10741
geo,1995,54.6505
geo,1996,57.34771
geo,1997,34.33941
geo,1998,33.74992
geo,1999,51.7267
geo,2000,37.29798
geo,2001,56.88855
geo,2002,60.61248
geo,2003,39.29344
geo,2004,31.03564
geo,2005,21.03558
geo,2006,19.68492
geo,2007,14.36774
geo,2008,21.64821
geo,2009,23.5528
geo,2010,18.9107
geo,2011,15.22103
geo,2012,16.07526
geo,2013,14.99717
geo,2014,11.96
geo,2015,10.65032
geo,2016,10.44857
geo,2017,10.1114
geo,2018,13.8898
geo,2019,11.55456
gha,2001,64.84118
gha,2002,55.81691
gha,2003,58.60945
gha,2004,68.04876
gha,2005,47.16278
gha,2006,38.71749
gha,2007,26.21829
gha,2008,22.26903
gha,2009,33.74574
gha,2010,26.15064
gha,2011,21.69085
gha,2012,16.21676
gha,2013,10.96484
gha,2014,11.27596
gha,2015,11.9399
gha,2016,12.83685
gha,2017,12.05255
gha,2018,9.01188
gha,2019,7.82448
gin,1989,134.17727
gin,1990,94.95807
gin,1991,110.84015
gin,1992,144.35842
gmb,1990,178.74823
gnb,2017,66.49126
gnb,2019,57.15232
gnq,2006,7.04944
gnq,2007,7.0025
gnq,2008,3.90559
gnq,2009,4.34625
gnq,2010,9.27292
gnq,2011,2.31114
gnq,2012,0.90474
gnq,2013,0.26228
gnq,2014,0.03369
gnq,2015,0.57129
gnq,2016,0.60085
gnq,2017,0.5736
gnq,2018,0.49712
gnq,2019,4.94103
gtm,1990,26.61358
gtm,1991,24.9101
gtm,1992,19.74707
gtm,1993,22.25367
gtm,1994,19.00883
gtm,1995,18.52923
gtm,1996,14.58735
gtm,1997,17.42632
gtm,1998,12.61346
gtm,1999,14.57882
gtm,2000,12.3543
gtm,2001,9.21115
gtm,2002,9.54187
gtm,2003,8.24699
gtm,2004,7.6903
gtm,2005,7.71616
gtm,2006,12.72807
gtm,2007,10.94296
gtm,2008,11.80003
gtm,2009,8.12137
gtm,2010,7.68743
gtm,2011,5.91798
gtm,2012,4.66748
gtm,2013,7.18971
gtm,2014,3.8357
gtm,2015,5.44706
gtm,2016,3.27942
gtm,2017,4.15345
gtm,2018,4.37501
gtm,2019,4.05889
hnd,1972,15.44208
hnd,1973,13.74016
hnd,1974,17.6951
hnd,1975,28.13458
hnd,1976,17.63663
hnd,2003,18.6456
hnd,2004,31.47658
hnd,2005,33.76892
hnd,2006,24.00999
hnd,2007,14.80542
hnd,2008,15.20085
hnd,2009,12.23421
hnd,2010,13.14914
hnd,2011,9.07643
hnd,2012,13.09415
hnd,2013,14.25731
hnd,2014,12.74791
hnd,2015,11.80739
hrv,1992,0.00027
hrv,1994,2.00222
hrv,2001,1.11235
hrv,2002,1.14935
hrv,2003,0.87321
hrv,2004,0.73478
hrv,2005,0.70568
hrv,2006,1.01875
hrv,2007,0.72644
hrv,2008,0.92206
hrv,2009,0.67494
hrv,2010,0.52779
idn,1972,43.15302
idn,1973,32.4455
idn,1974,19.03465
idn,1975,16.54485
idn,1976,13.3635
idn,1977,8.89324
idn,1978,9.80831
idn,1979,10.50565
idn,1980,9.544
idn,1981,8.19826
idn,1982,7.31889
idn,1983,6.77491
idn,1984,6.21342
idn,1985,5.07539
idn,1986,5.97646
idn,1987,13.37111
idn,1988,16.47974
idn,1989,16.16956
idn,1990,11.79474
idn,1991,13.67063
idn,1992,12.80284
idn,1993,11.08673
idn,1994,8.52206
idn,1995,6.37701
idn,1996,4.49018
idn,1997,2.86138
idn,1998,9.8743
idn,1999,9.32792
idn,2002,4.21535
idn,2003,4.55507
idn,2004,0.22538
idn,2008,1.21712
idn,2009,1.08864
idn,2010,1.25114
idn,2011,0.26692
idn,2012,0.04815
idn,2013,0.04952
idn,2014,-0.26957
idn,2015,-0.0228
idn,2016,-0.07813
idn,2017,0.19294
idn,2018,0.62324
idn,2019,-0.38835
ind,1974,14.15635
ind,1975,16.11971
ind,1976,15.97894
ind,1977,7.7477
ind,1978,7.31016
ind,1979,7.23559
ind,1980,10.02519
ind,1981,8.96107
ind,1982,6.81413
ind,1983,6.94394
ind,1984,5.97456
ind,1985,4.74687
ind,1986,5.21049
ind,1987,3.85373
ind,1988,4.23134
ind,1989,3.73523
ind,1990,2.80678
ind,1991,6.5977
ind,1992,5.56647
ind,1993,3.46643
ind,1994,4.85912
ind,1995,3.37621
ind,1996,3.4419
ind,1997,2.71183
ind,1998,2.65036
ind,1999,2.19475
ind,2000,1.91658
ind,2001,2.29194
ind,2002,2.10277
ind,2003,0.76153
ind,2004,0.72523
ind,2005,1.50698
ind,2006,0.96875
ind,2007,0.71598
ind,2008,0.97393
ind,2009,1.08635
ind,2010,1.02376
ind,2011,1.23798
ind,2012,0.56921
ind,2013,0.7951
ind,2014,0.99115
ind,2015,0.99765
ind,2016,0.76443
ind,2017,0.77249
ind,2018,0.58154
irn,1972,0.24932
irn,1973,-0.07476
irn,1974,0.05941
irn,1975,0.00862
irn,1976,-0.02727
irn,1977,0.17167
irn,1978,1.06437
irn,1979,0.02495
irn,1980,0.10909
irn,1981,0.01772
irn,1982,-0.00217
irn,1983,0.13446
irn,1984,0.02592
irn,1985,0.03458
irn,1986,0.07214
irn,1987,0.31453
irn,1988,0.36018
irn,1989,0.50522
irn,1990,0.58148
irn,1993,1.48592
irn,1994,1.16492
irn,1995,1.30323
irn,1996,0.8752
irn,1997,1.10688
irn,1998,0.82137
irn,1999,0.85549
irn,2000,0.76009
irn,2001,0.51459
irn,2002,0.50926
irn,2003,0.49693
irn,2004,0.59609
irn,2005,0.22891
irn,2006,0.2125
irn,2007,0.17627
irn,2008,0.13351
irn,2009,0.11321
irq,2014,2.33173
irq,2015,3.28953
irq,2016,5.17043
irq,2017,5.97887
irq,2018,4.13266
irq,2019,3.42868
isr,1972,2.43914
isr,1973,2.97664
isr,1974,1.34389
isr,1975,5.394
isr,1976,7.14822
isr,1977,7.45234
isr,1978,9.61911
isr,1979,8.81458
isr,1980,5.65922
isr,1981,4.46525
isr,1982,4.75486
isr,1983,5.54326
isr,1984,5.44232
isr,1985,11.83747
isr,1986,10.86325
isr,1987,6.18649
isr,1988,5.71825
isr,1989,5.41175
isr,1990,5.24786
isr,1991,8.13996
isr,1992,6.65915
isr,1993,4.24406
isr,1994,3.72673
isr,1995,0.82388
isr,1996,4.83701
jam,1988,19.74823
jam,1989,24.23316
jam,1990,26.11821
jam,1991,18.67795
jam,1992,17.29137
jam,1993,10.32588
jam,1994,11.63561
jam,1995,9.05483
jam,1996,3.60705
jam,1997,3.74502
jam,1998,0.99631
jam,1999,-0.72206
jam,2000,0.63414
jam,2001,2.38348
jam,2002,0.97909
jam,2003,0.35162
jam,2004,2.81813
jam,2005,1.41731
jam,2006,1.19185
jam,2007,0.86628
jam,2008,2.1068
jam,2009,3.45814
jam,2010,3.69278
jam,2011,1.00723
jam,2012,0.68885
jam,2013,2.00626
jam,2014,2.68926
jam,2015,1.61445
jam,2016,0.72796
jam,2017,1.55889
jam,2018,2.39866
jam,2019,3.11237
jor,1990,77.04898
jor,1991,74.66974
jor,1992,32.43742
jor,1993,21.41199
jor,1994,24.04561
jor,1995,30.73428
jor,1996,25.50923
jor,1997,23.09414
jor,1998,18.34448
jor,1999,19.94691
jor,2000,24.15255
jor,2001,18.58997
jor,2002,20.72348
jor,2003,43.97843
jor,2004,16.48627
jor,2005,15.81758
jor,2006,11.63025
jor,2007,10.89234
jor,2008,10.63384
jor,2009,10.32887
jor,2010,13.40941
jor,2011,11.43707
jor,2012,12.67192
jor,2013,15.48893
jor,2014,26.62917
jor,2015,21.57765
jor,2016,26.44573
jor,2017,28.01842
jor,2018,22.15196
jor,2019,23.94595
kaz,1997,2.99054
kaz,1998,5.71277
kaz,1999,7.0344
kaz,2000,7.36429
kaz,2001,4.97717
kaz,2002,6.05408
kaz,2003,6.76235
kaz,2004,4.48651
kaz,2010,0.86952
kaz,2011,0.68628
kaz,2012,0.40133
kaz,2013,0.26254
kaz,2014,0.27378
kaz,2015,0.2861
kaz,2016,0.28003
kaz,2017,0.18745
kaz,2018,0.30309
kaz,2019,0.18644
ken,2014,18.97458
ken,2015,16.96025
ken,2016,13.18132
ken,2017,12.03151
ken,2018,11.4303
ken,2019,17.22852
kgz,2014,32.27196
kgz,2015,42.58366
kgz,2016,28.20363
kgz,2017,23.17207
kgz,2018,19.73326
kgz,2019,20.62759
khm,2002,101.34945
khm,2003,102.39387
khm,2004,93.21734
khm,2005,94.80898
khm,2006,76.25674
khm,2007,89.78895
khm,2008,69.12709
khm,2009,55.92756
khm,2010,56.97339
khm,2011,48.80291
khm,2012,54.35241
khm,2013,44.74523
khm,2014,38.59177
khm,2015,31.23149
khm,2016,28.01619
khm,2017,27.01043
khm,2018,21.95442
khm,2019,23.01697
kir,2011,55.55446
kir,2012,51.03477
kir,2013,53.51098
kir,2014,72.89854
kir,2015,57.72761
kir,2016,47.99393
kir,2017,53.74047
kir,2018,52.07953
kir,2019,37.26162
kna,1990,21.27511
kna,1991,19.85022
kna,1992,19.8262
kna,1993,23.57821
kna,1994,11.44661
kna,2000,3.64698
kna,2001,8.90021
kna,2002,27.75559
kna,2003,0.08908
kna,2004,-0.07497
kna,2005,2.15431
kna,2006,3.96258
kna,2007,2.45182
kna,2008,23.5745
kna,2009,1.58955
kna,2010,5.84676
kna,2011,7.15256
kna,2012,10.7415
kna,2013,14.4734
kor,1972,21.72069
kor,1973,17.9722
kor,1974,10.43425
kor,1975,8.20975
kor,1976,4.96261
kor,1977,4.52841
kor,1978,2.32323
kor,1979,1.36482
kor,1980,1.41299
kor,1981,3.04432
kor,1982,0.27088
kor,1983,0.06145
kor,1984,-0.27607
kor,1985,-0.06268
kor,1986,-0.11356
kor,1987,0.05693
kor,1988,0.03805
kor,1989,0.15962
kor,1990,0.13914
kor,1991,0.12487
kor,1992,-0.0065
kor,1993,-0.06816
kor,1994,-0.18683
kor,1995,0.07709
kor,1996,-0.18417
kor,1997,-0.2147
kor,1998,-0.08603
kor,1999,-0.0746
kwt,1972,0.06404
kwt,1973,0.03143
kwt,1974,0.01506
kwt,1977,0.01478
kwt,1978,0.02475
kwt,1979,0.02895
kwt,1980,0.18977
kwt,1981,0.15452
kwt,1982,0.0881
kwt,1983,0.0696
kwt,1984,0.06482
kwt,1985,0.05868
kwt,1986,0.07175
kwt,1987,0.04957
kwt,1988,0.07259
kwt,1989,0.05587
kwt,1990,0.14524
kwt,1991,0.05082
kwt,1992,0.03564
kwt,1993,0.01537
kwt,1994,0.03448
kwt,1995,0.03352
lbn,1998,7.5487
lbn,1999,3.98655
lbn,2000,3.82035
lbn,2001,3.88608
lbn,2002,3.75724
lbn,2003,8.73635
lbn,2004,4.6944
lbn,2005,3.9981
lbn,2006,11.7275
lbn,2007,12.48962
lbn,2008,12.01
lbn,2009,5.69272
lbn,2010,4.47993
lbn,2011,4.51147
lbn,2012,6.03231
lbn,2013,4.96754
lbn,2014,6.57854
lbn,2015,8.44611
lbn,2016,8.54263
lbn,2017,9.45706
lbn,2018,8.82711
lbn,2019,10.12772
lbr,1982,36.46801
lca,2000,8.12739
lca,2001,10.99606
lca,2002,22.16646
lca,2003,9.00411
lca,2004,-11.93118
lca,2005,6.00545
lca,2006,10.3817
lca,2007,10.88097
lca,2008,7.1826
lca,2009,15.90644
lca,2010,15.36348
lca,2011,12.78556
lca,2012,8.76188
lca,2013,8.07506
lca,2014,5.91911
lca,2015,4.18416
lca,2016,4.48552
lca,2017,4.36987
lka,1990,31.12577
lka,1991,32.15291
lka,1992,21.94251
lka,1993,23.06163
lka,1994,17.99648
lka,1995,13.94342
lka,1996,10.01607
lka,1997,7.36533
lka,1998,9.35263
lka,1999,5.47745
lka,2000,5.92477
lka,2001,7.09123
lka,2002,6.59659
lka,2003,13.60144
lka,2004,9.54215
lka,2005,21.09481
lka,2006,11.45399
