geo,time,ny_gnp_mktp_kd
cmr,1967,4408994633.21003
cmr,1968,4745999784.37792
cmr,1969,5098093510.32187
cmr,1970,5302184454.06248
cmr,1971,5597349164.33222
cmr,1972,5837464296.79787
cmr,1973,5812655787.20845
cmr,1974,6491590396.41411
cmr,1975,7381322201.58869
cmr,1976,6953099632.52694
cmr,1977,6980732405.25576
cmr,1978,9895151373.08093
cmr,1979,10790246827.2576
cmr,1980,9519347370.64168
cmr,1981,11896917301.6596
cmr,1982,13168045177.9053
cmr,1983,14168619279.4867
cmr,1984,15573907574.7353
cmr,1985,16891394542.3065
cmr,1986,18317187476.1956
cmr,1987,17931483522.7215
cmr,1988,16673155025.9815
cmr,1989,16174756772.8529
cmr,1990,14880024026.9383
cmr,1991,14043475450.4636
cmr,1992,13761099083.5619
cmr,1993,12714072843.1614
cmr,1994,12863624541.0376
cmr,1995,13215859789.4158
cmr,1996,13763124762.9752
cmr,1997,14350579730.5353
cmr,1998,15195755368.6019
cmr,1999,15934020496.9277
cmr,2000,16237320800.1665
cmr,2001,16832652176.2833
cmr,2002,17765393997.1051
cmr,2003,19125506624.6626
cmr,2004,20699070523.1183
cmr,2005,21074250671.4128
cmr,2006,22155397997.5791
cmr,2007,22916762239.4101
cmr,2008,23707960234.1176
cmr,2009,24575222322.4602
cmr,2010,25149638747.5021
cmr,2011,25991468583.03889
cmr,2012,27058647809.5803
cmr,2013,28297359661.5878
cmr,2014,30236248451.4375
cmr,2015,31773333574.251
cmr,2016,33113303223.5844
cmr,2017,34221952950.1256
cmr,2018,35564728907.4466
cmr,2019,36688142384.50169
cmr,2020,36859454910.3508
cod,1994,18007554996.1613
cod,1995,17749475674.3283
cod,1996,19018102685.0584
cod,1997,17855306680.616
cod,1998,17665295853.4002
cod,1999,16322690563.6443
cod,2000,16336986357.824
cod,2001,15502647184.6535
cod,2002,16242404641.7835
cod,2003,17277921713.1777
cod,2004,18352717027.2559
cod,2005,19226792066.3144
cod,2006,20457507819.1595
cod,2007,21580797770.963
cod,2008,22303603483.7192
cod,2009,23514839861.154
cod,2010,25121629275.3278
cod,2011,26526120070.5638
cod,2012,28162547590.34909
cod,2013,29286548850.832
cod,2014,32226364058.4725
cod,2015,35126776382.8788
cod,2016,38229891067.0763
cod,2017,39303999736.4294
cod,2018,41671511720.2576
cod,2019,43314970557.934
cod,2020,44122800481.9503
cog,1960,1235333898.63872
cog,1961,1333655439.91265
cog,1962,1406515751.07065
cog,1963,1352900918.91768
cog,1964,1404892053.35655
cog,1965,1455750302.60157
cog,1966,1474300979.0427
cog,1967,1512051311.70522
cog,1968,1623145988.07038
cog,1969,1740538996.10065
cog,1970,1844212824.29778
cog,1971,1990454104.66222
cog,1972,2173543192.60653
cog,1973,2303912624.54202
cog,1974,2503853248.018
cog,1975,2681954253.09755
cog,1976,2694765740.33228
cog,1977,2455544236.99361
cog,1978,2600661938.68299
cog,1979,2819815352.91747
cog,1980,3244711336.72548
cog,1981,3915971390.76177
cog,1982,4762047620.21037
cog,1983,4948909001.10738
cog,1984,5432728350.49614
cog,1985,5391915327.85975
cog,1986,5344147684.0268
cog,1987,5351337279.75
cog,1988,5024080810.28016
cog,1989,5093493046.05873
cog,1990,4938055596.0645
cog,1991,5114287352.81942
cog,1992,5381299932.06218
cog,1993,5067651237.3238
cog,1994,4923174652.5469
cog,1995,4112238190.34856
cog,1996,4264015176.23935
cog,1997,4780641666.82985
cog,1998,5378491152.74569
cog,1999,4626109962.81217
cog,2000,4459987013.92736
cog,2001,4981099960.83555
cog,2002,5218580944.6808
cog,2003,5209718665.10209
cog,2004,5124756698.17336
cog,2005,5961386474.8924
cog,2006,7212445768.45125
cog,2007,6746836117.20196
cog,2008,7300318350.85338
cog,2009,8817399087.34187
cog,2010,9492802390.1225
cog,2011,9424082867.72054
cog,2012,10918843472.8444
cog,2013,11245673037.0128
cog,2014,12498531539.2054
cog,2015,11819665613.6115
cog,2016,10272321883.3095
cog,2017,8912017423.98322
cog,2018,8202103892.186
cog,2019,7666933720.18373
cog,2020,7841852220.33674
col,1968,44012003912.0334
col,1969,46530713940.3299
col,1970,49222844246.7052
col,1971,52240002990.1878
col,1972,56220512986.9734
col,1973,60122829069.3234
col,1974,63943982790.1489
col,1975,64818732789.434
col,1976,67918519221.0259
col,1977,71216078291.89059
col,1978,77393435303.16899
col,1979,81924240118.746
col,1980,85528567979.38118
col,1981,86977841364.9285
col,1982,86788895531.66089
col,1983,87584130228.8387
col,1984,89608098236.1891
col,1985,91781311683.3593
col,1986,96761257247.8996
col,1987,101658744162.12601
col,1988,106932503065.21899
col,1989,109038216031.72701
col,1990,115036724002.455
col,1991,117983414456.50999
col,1992,123266306229.67101
col,1993,131066810717.924
col,1994,140054551358.483
col,1995,147481943925.505
col,1996,149915876409.20099
col,1997,154954763357.716
col,1998,156601302592.45499
col,1999,150222171936.86301
col,2000,153771121667.71899
col,2001,155932808050.595
col,2002,159503601697.32001
col,2003,164583158358.405
col,2004,173203417906.89301
col,2005,183294295984.98096
col,2006,195360189708.172
col,2007,207627769946.24896
col,2008,213314004671.07101
col,2009,216601303713.02399
col,2010,224792377986.86496
col,2011,238645412425.23801
col,2012,249170621405.26096
col,2013,262800080860.69601
col,2014,276366614257.93201
col,2015,289391125632.04303
col,2016,296400792676.29498
col,2017,298080269640.16602
col,2018,303291698020.953
col,2019,314034046903.651
col,2020,293894078205.17297
com,1980,397620457.51679
com,1981,412311689.63504
com,1982,439394344.88553
com,1983,457973126.2377
com,1984,476428543.13192
com,1985,486045504.42744
com,1986,495377726.53232
com,1987,504775612.97757
com,1988,516591988.7632
com,1989,505168536.19232
com,1990,528066825.29501
com,1991,499792253.10483
com,1992,547649800.95913
com,1993,561644493.43013
com,1994,530632162.33835
com,1995,550411606.6351
com,1996,542425135.7817
com,1997,564123850.20224
com,1998,570430244.80018
com,1999,582288858.04216
com,2000,645741982.49573
com,2001,661404947.50708
com,2002,674321184.60312
com,2003,688030068.93719
com,2004,700577902.28435
com,2005,721075230.93999
com,2006,740528765.9228
com,2007,749445807.47924
com,2008,776415126.45043
com,2009,801691826.46783
com,2010,832550682.22
com,2011,866825807.72687
com,2012,893770240.37775
com,2013,935694911.38177
com,2014,956414901.30176
com,2015,969881517.91304
com,2016,1003475186.91317
com,2017,1042099655.65091
com,2018,1070350593.37252
cpv,2007,1359879024.01921
cpv,2008,1442285127.65053
cpv,2009,1424688055.73232
cpv,2010,1418150445.62786
cpv,2011,1482408547.46657
cpv,2012,1493401358.28789
cpv,2013,1517283104.75145
cpv,2014,1502628008.23831
cpv,2015,1537742030.29208
cpv,2016,1612114271.95316
cpv,2017,1673989352.48707
cpv,2018,1769440052.12802
cpv,2019,1873768631.75088
cpv,2020,1592181300.45325
cri,1960,4742334921.86134
cri,1961,4819991620.22184
cri,1962,5031126206.56728
cri,1963,5397908759.1789
cri,1964,5566148341.6272
cri,1965,6000724027.3216
cri,1966,6417627928.78096
cri,1967,6772355889.93186
cri,1968,7353249003.18933
cri,1969,7812932871.58076
cri,1970,8421552242.88565
cri,1971,9002680242.38012
cri,1972,9587597611.19763
cri,1973,10372106371.8465
cri,1974,10988201820.4087
cri,1975,11104030035.7066
cri,1976,11729010834.2899
cri,1977,12829721770.7016
cri,1978,13546644613.1214
cri,1979,14153924998.561
cri,1980,14145980975.6881
cri,1981,12953728635.3896
cri,1982,11293353957.4879
cri,1983,12318861677.3221
cri,1984,13667286168.4958
cri,1985,13915309768.2615
cri,1986,14800911134.7977
cri,1987,15512388051.6603
cri,1988,15914328503.5793
cri,1989,16785131906.0135
cri,1990,18015916820.0388
cri,1991,18792864870.2547
cri,1992,20568387736.8475
cri,1993,22058876893.4216
cri,1994,23347074788.979
cri,1995,24213840283.3857
cri,1996,24651172566.9697
cri,1997,25981873205.5859
cri,1998,27552824111.4905
cri,1999,28228136355.1178
cri,2000,29063834125.5929
cri,2001,30075706937.2757
cri,2002,31112005317.1991
cri,2003,32446737332.9138
cri,2004,34029144069.1309
cri,2005,35563395517.0125
cri,2006,38512740842.1616
cri,2007,41818262161.868
cri,2008,44079921410.2787
cri,2009,43053164063.8588
cri,2010,45420380947.2179
cri,2011,47362547178.3491
cri,2012,49765146518.3671
cri,2013,50733764928.9854
cri,2014,52251359518.4246
cri,2015,54026902501.73689
cri,2016,56313411833.87289
cri,2017,58042549492.3686
cri,2018,59470556433.8748
cri,2019,60418921729.2101
cri,2020,58092443157.0035
cub,1970,22654023979.7776
cub,1971,24598548447.4752
cub,1972,25785677041.864
cub,1973,26671346822.4022
cub,1974,26934576760.4943
cub,1975,29486522456.6925
cub,1976,31086514623.4791
cub,1977,33793141307.2324
cub,1978,36023808640.7875
cub,1979,36420673878.6407
cub,1980,34646819425.1028
cub,1981,41467458552.6598
cub,1982,45162599295.3577
cub,1983,47625801939.8276
cub,1984,51431604419.2465
cub,1985,52147731206.8354
cub,1986,52251173314.96809
cub,1987,50979742333.9131
cub,1988,53014951276.2679
cub,1989,53449652879.1038
cub,1990,51533133610.5795
cub,1991,46154347009.7999
cub,1992,41026873077.058
cub,1993,34883464958.8178
cub,1994,35113305063.974
cub,1995,35754931170.4985
cub,1996,38661657088.5256
cub,1997,39767898735.328
cub,1998,39909048260.1087
cub,1999,42351608613.3335
cub,2000,44779451843.7752
cub,2001,46406300737.7847
cub,2002,46957052388.8622
cub,2003,48847137353.3207
cub,2004,51589894378.8307
cub,2005,57511027101.211
cub,2006,64637545046.25729
cub,2007,69017223741.6075
cub,2008,71879645238.5023
cub,2009,72277605689.0853
cub,2010,74212557432.4424
cub,2011,76843391542.23289
cub,2012,79280688594.1817
cub,2013,81593390681.91708
cub,2014,82341323366.8273
cub,2015,86014000000
cub,2016,86315800995.21809
cub,2017,87884593436.2621
cub,2018,89801211563.91299
cym,2015,2793106444.25777
cyp,1976,3739025113.45732
cyp,1977,4384507423.01257
cyp,1978,4722050052.93471
cyp,1979,5175936804.59318
cyp,1980,5481690623.15743
cyp,1981,5609805870.43663
cyp,1982,5943647503.65012
cyp,1983,6231086101.44329
cyp,1984,6785478465.82191
cyp,1985,7123282914.75364
cyp,1986,7286472719.18091
cyp,1987,7810397617.13201
cyp,1988,8484968379.92491
cyp,1989,9188337543.17097
cyp,1990,9878813244.92421
cyp,1991,9958511825.06775
cyp,1992,10880850705.7193
cyp,1993,10970290794.1628
cyp,1994,11603801881.66
cyp,1995,12029778423.8068
cyp,1996,12207035279.7177
cyp,1997,12445630829.1637
cyp,1998,14381762347.5385
cyp,1999,13817752202.6837
cyp,2000,14201684928.2099
cyp,2001,14981953938.3307
cyp,2002,15888392043.0984
cyp,2003,16477344353.4665
cyp,2004,17014361613.45
cyp,2005,17938428156.7981
cyp,2006,18722165236.63
cyp,2007,19490365353.9476
cyp,2008,21238142846.0714
cyp,2009,21097690714.4655
cyp,2010,21274821353.4383
cyp,2011,22237561734.1493
cyp,2012,20778281164.6763
cyp,2013,19321737599.0234
cyp,2014,18683606186.672
cyp,2015,19712840341.7286
cyp,2016,20266735235.9532
cyp,2017,21693203161.0874
cyp,2018,22775053824.889
cyp,2019,23699677438.7657
cyp,2020,22174893168.85509
cze,2004,136497907715.907
cze,2005,145795821408.23801
cze,2006,153165382855.22299
cze,2007,161270294734.02701
cze,2008,166321242360.79001
cze,2009,157078009984.42801
cze,2010,160056165737.461
cze,2011,162002302495.32501
cze,2012,163577784088.31799
cze,2013,163548224592.45901
cze,2014,166192948923.38599
cze,2015,175136907363.17899
cze,2016,179729195308.16901
cze,2017,191341118548.25696
cze,2018,197838392852.85501
cze,2019,202617326504.27301
cze,2020,195975437520.94501
deu,1970,1406160627324.69995
deu,1971,1449239017797.62012
deu,1972,1510317365117.32007
deu,1973,1583011023027.43994
deu,1974,1597238550851.61011
deu,1975,1584739342637.07007
deu,1976,1664679985332.67993
deu,1977,1718951365823.03003
deu,1978,1775997909097.6499
deu,1979,1846140530870.79004
deu,1980,1872842164574.07007
deu,1981,1881256231787.6001
deu,1982,1872260903591.25
deu,1983,1906214135940.94971
deu,1984,1966825324391.86011
deu,1985,2012868813522.66968
deu,1986,2056214390324.92969
deu,1987,2083397997676.6001
deu,1988,2171025676826.64966
deu,1989,2259276862967.93994
deu,1990,2380132767478.10938
deu,1991,2488446006125.85986
deu,1992,2532495844417.66943
deu,1993,2503487746844.37988
deu,1994,2546368905782.81982
deu,1995,2579769611357.37988
deu,1996,2604519471659.62939
deu,1997,2645746075250.06006
deu,1998,2688632505226.45996
deu,1999,2736029567243.3501
deu,2000,2819604407640.66943
deu,2001,2862999438371.81982
deu,2002,2846913438782.12012
deu,2003,2828127488261.8999
deu,2004,2908429780475.43994
deu,2005,2936055449448.45996
deu,2006,3073967374104.64941
deu,2007,3158132340891.85986
deu,2008,3172524451889.02002
deu,2009,3030988269422.7998
deu,2010,3149550873719.56982
deu,2011,3290090338842.06982
deu,2012,3298677179947.72949
deu,2013,3310670169514.93018
deu,2014,3373912212476.58984
deu,2015,3434101056827.72949
deu,2016,3518108617839.43994
deu,2017,3608630409255.88965
deu,2018,3677115961730.16016
deu,2019,3717107337959.75049
deu,2020,3532193410892.29004
dji,2013,2077874844.29648
dji,2014,2231403252.52567
dji,2015,2403270167.84736
dji,2016,2502286784.29012
dji,2017,2597621424.52545
dji,2018,2820336196.87211
dma,2015,519255555.55556
dnk,1966,110911268112.89301
dnk,1967,116921123034.998
dnk,1968,123181596876.069
dnk,1969,131276914675.091
dnk,1970,133156916214.91299
dnk,1971,136997278580.866
dnk,1972,142294233837.50699
dnk,1973,148503095473.18701
dnk,1974,146242592975.44199
dnk,1975,144031363994.10599
dnk,1976,152722475092.336
dnk,1977,155345705487.60501
dnk,1978,158621737666.92499
dnk,1979,163561296273.57599
dnk,1980,163182480289.45901
dnk,1981,160764500430.17801
dnk,1982,165620512087.073
dnk,1983,170263207777.03
dnk,1984,176495069501.29599
dnk,1985,183358862035.83701
dnk,1986,192775864073.561
dnk,1987,193883604541.23999
dnk,1988,193456444023.18799
dnk,1989,194028811125.10599
dnk,1990,196318864979.11401
dnk,1991,198744835648.90601
dnk,1992,203087379664.54999
dnk,1993,204105367912.672
dnk,1994,215260147803.72101
dnk,1995,222752189269.23199
dnk,1996,228848264943.17599
dnk,1997,236660993574.901
dnk,1998,242831940197.61401
dnk,1999,250888917224.10901
dnk,2000,257191245899.49799
dnk,2001,261349520835.59201
dnk,2002,263149370347.578
dnk,2003,265069700532.948
dnk,2004,274832313753.11896
dnk,2005,283126930681.90894
dnk,2006,295345725911.06299
dnk,2007,295998266853.08899
dnk,2008,296255125320.89899
dnk,2009,281398076514.75098
dnk,2010,288500846960.87097
dnk,2011,293653430376.75897
dnk,2012,294762149053.46399
dnk,2013,300166215790.98499
dnk,2014,306479636791.48102
dnk,2015,311964189253.73297
dnk,2016,320148436382.216
dnk,2017,328326421972.177
dnk,2018,336753117503.99493
dnk,2019,344249246249.44702
dnk,2020,338848756594.76703
dom,1960,4464633557.75048
dom,1961,4301712828.28093
dom,1962,5043969470.50901
dom,1963,5396204781.58767
dom,1964,5779305441.02683
dom,1965,5089510191.59622
dom,1966,5740411481.10555
dom,1967,5930650898.84262
dom,1968,5952851923.78905
dom,1969,6592558167.41191
dom,1970,7897381622.68423
dom,1971,8799644227.37517
dom,1972,9912561565.18871
dom,1973,11007729813.7337
dom,1974,11619588272.3993
dom,1975,12237479220.8184
dom,1976,13048806464.1947
dom,1977,13497070846.8295
dom,1978,14004136117.4527
dom,1979,14768110024.5258
dom,1980,15368627533.8301
dom,1981,15908298314.1475
dom,1982,16306291192.1129
dom,1983,17036976262.4848
dom,1984,17282372664.7893
dom,1985,16378974999.4438
dom,1986,17308737900.8114
dom,1987,18863102554.733
dom,1988,19024249542.8444
dom,1989,20169853896.3494
dom,1990,19139105298.2156
dom,1991,19430017359.4472
dom,1992,21590869093.9498
dom,1993,22799954652.7955
dom,1994,23543359939.1343
dom,1995,24888603572.4852
dom,1996,26567569703.2477
dom,1997,28914384547.2794
dom,1998,30789515305.7612
dom,1999,32527478603.2291
dom,2000,34114852792.1458
dom,2001,34943825585.2024
dom,2002,36538700307.6616
dom,2003,35187490760.8988
dom,2004,35420782520.7596
dom,2005,40025401644.9265
dom,2006,43906128715.7342
dom,2007,47133666478.845
dom,2008,49366928842.7838
dom,2009,49814203748.18471
dom,2010,53973155572.7942
dom,2011,55526707955.9386
dom,2012,56989542284.5248
dom,2013,59295758604.5592
dom,2014,63414958179.3776
dom,2015,68227916795.2404
dom,2016,72604834507.06351
dom,2017,75686817756.93988
dom,2018,81387470483.78769
dom,2019,85222755179.186
dom,2020,79190663953.52631
dza,1960,27376864886.147
dza,1961,24529306199.7887
dza,1962,18434863271.1787
dza,1963,22727909257.0878
dza,1964,23564749470.5343
dza,1965,24422129648.7197
dza,1966,22913624003.82109
dza,1967,25517199863.6903
dza,1968,28523098404.4031
dza,1969,31324118507.8418
dza,1970,33515140276.0665
dza,1971,30045409444.7905
dza,1972,38439713557.2276
dza,1973,39763713167.535
dza,1974,42811151962.7831
dza,1975,44784477019.3317
dza,1976,48315340351.0372
dza,1977,49278156792.07089
dza,1978,54234769399.1968
dza,1979,58031227788.31
dza,1980,58465569688.5494
dza,1981,59997630437.6659
dza,1982,64106630017.3857
dza,1983,68035802603.2924
dza,1984,72327119689.08691
dza,1985,75310946264.46809
dza,1986,75878353493.0782
dza,1987,75379300506.3159
dza,1988,73972755520.76801
dza,1989,77532821960.5164
dza,1990,78122529374.43469
dza,1991,76140251969.4453
dza,1992,78224964376.7767
dza,1993,77164403842.23151
dza,1994,76157762094.55779
dza,1995,78510417447.52431
dza,1996,81608737550.9846
dza,1997,82975856950.47838
dza,1998,87591043198.4361
dza,1999,90039133399.66071
dza,2000,92814346840.16528
dza,2001,96989469232.1779
dza,2002,101689092531.591
dza,2003,109075141105.377
dza,2004,113209349522.464
dza,2005,118693906778.34
dza,2006,121508313639.235
dza,2007,128589256475.29401
dza,2008,132332267922.397
dza,2009,134279550124.8
dza,2010,139954720462.92401
dza,2011,142967625419.93701
dza,2012,147401572592.039
dza,2013,150529877282.827
dza,2014,155906550817.17599
dza,2015,161667252615.41699
dza,2016,169141383046.276
dza,2017,170500351942.22101
dza,2018,170676312493.694
dza,2019,172439949821.81
dza,2020,164519054526.091
ecu,1960,11520562607.4771
ecu,1961,12068089763.2999
ecu,1962,12665029689.6058
ecu,1963,13015613865.7999
ecu,1964,14000820619.5328
ecu,1965,14428318759.583
ecu,1966,14379453230.1678
ecu,1967,15052730792.7536
ecu,1968,15326267457.3268
ecu,1969,16068696027.3283
ecu,1970,17150535985.2561
ecu,1971,18175532598.15129
ecu,1972,19074128574.0394
ecu,1973,21417004242.3437
ecu,1974,23881357269.2327
ecu,1975,27022616940.93
ecu,1976,28769295209.44189
ecu,1977,29135434498.5822
ecu,1978,30656452370.4186
ecu,1979,31562721769.1337
ecu,1980,32503599740.5589
ecu,1981,34322712383.4875
ecu,1982,33956301887.93349
ecu,1983,33816801576.8298
ecu,1984,34182254288.0882
ecu,1985,35608580813.7132
ecu,1986,36785942385.3676
ecu,1987,36370860417.7074
ecu,1988,38021599572.1283
ecu,1989,38230442348.0818
ecu,1990,40241174421.2365
ecu,1991,42579628124.0013
ecu,1992,44080172404.0447
ecu,1993,45437824005.0536
ecu,1994,47555597566.7989
ecu,1995,48799103288.6762
ecu,1996,49491277662.6139
ecu,1997,51831093570.3865
ecu,1998,53297202089.44209
ecu,1999,49582514067.2258
ecu,2000,50009922615.543
ecu,2001,52953610023.1046
ecu,2002,55408192616.9412
ecu,2003,56768792989.6696
ecu,2004,61211366354.8445
ecu,2005,64808187054.901
ecu,2006,67912329563.1533
ecu,2007,69270955635.94971
ecu,2008,74863129245.02049
ecu,2009,75612863276.0507
ecu,2010,78757061687.51558
ecu,2011,84841522667.44791
ecu,2012,89639473595.82819
ecu,2013,94048193789.25481
ecu,2014,97593062383.2845
ecu,2015,97501257000
ecu,2016,96200803077.74947
ecu,2017,98017532447.7823
ecu,2018,98848594120.1985
ecu,2019,98661662536.0208
ecu,2020,91088442487.194
egy,1965,28293410354.0889
egy,1966,29750586479.4985
egy,1967,30139753534.2391
egy,1968,29683545403.8335
egy,1969,30963276242.8033
egy,1970,32771310415.109
egy,1971,34077750045.85609
egy,1972,35186919614.1803
egy,1973,36122203987.0002
egy,1974,36710055398.4955
egy,1975,39604420443.2893
egy,1976,44506665372.9196
egy,1977,48324878405.4395
egy,1978,51693707783.0769
egy,1979,53373077767.7541
egy,1980,57995358719.37289
egy,1981,61931040162.127
egy,1982,69089433821.0542
egy,1983,72886756774.6839
egy,1984,80104290401.87758
egy,1985,82419717972.31468
egy,1986,85467773539.1651
egy,1987,97212750873.00861
egy,1988,103323315445.431
egy,1989,107658152261.855
egy,1990,112261276867.506
egy,1991,117310845780.23801
egy,1992,122403022242.407
egy,1993,125897516185.534
egy,1994,130810987600.44099
egy,1995,137066283260.81599
egy,1996,144052349713.974
egy,1997,151961735552.509
egy,1998,160963508558.53
egy,1999,169965553299.142
egy,2000,180623752707.388
egy,2001,188245744066.418
egy,2002,190798983609.53601
egy,2003,196393077476.09
egy,2004,204159527455.65601
egy,2005,213243907421.45096
egy,2006,229669267945.74097
egy,2007,246944174770.69199
egy,2008,264408493393.41296
egy,2009,274682615941.92001
egy,2010,282895024995.84302
egy,2011,285957906687.58502
egy,2012,293065566091.86902
egy,2013,298613508662.70801
egy,2014,307985285441.17297
egy,2015,323665676819.40698
egy,2016,339098913651.38098
egy,2017,351290333008.07202
egy,2018,367733691399.29297
egy,2019,383768704689.85999
egy,2020,399671345049.28802
esp,1970,383102412533.60602
esp,1971,401765806223.00201
esp,1972,435157399371.70398
esp,1973,470562638833.06897
esp,1974,499358961484.328
esp,1975,499600179711.82001
esp,1976,513911271936.26898
esp,1977,527446060128.03601
esp,1978,534487750292.33093
esp,1979,536450030775.034
esp,1980,546346197394.05798
esp,1981,541696883581.33502
esp,1982,547946279058.67297
esp,1983,556131958887.92395
esp,1984,566317414099.34998
esp,1985,584069780010.14893
esp,1986,604311233788.35205
esp,1987,638218220493.57898
esp,1988,669078375840.16895
esp,1989,703985203095.63196
esp,1990,730079003052.90784
esp,1991,748296502472.27502
esp,1992,753687160890.57886
esp,1993,750011014492.68384
esp,1994,754928244279.89294
esp,1995,789976820735.44189
esp,1996,808429195892.92896
esp,1997,838615156248.28186
esp,1998,874765281111.77698
esp,1999,914430590082.5249
esp,2000,964337551212.11804
esp,2001,995585843595.89404
esp,2002,1025235588381.37
esp,2003,1059076904105.16003
esp,2004,1090927795213.17004
esp,2005,1125645404779.59009
esp,2006,1166269020959.45996
esp,2007,1200791353489
esp,2008,1207545797437.58008
esp,2009,1171985220867.19995
esp,2010,1179563887798.26001
esp,2011,1166465170373.51001
esp,2012,1143068430890
esp,2013,1128126521343.15991
esp,2014,1147225606185.65991
esp,2015,1195331493689.06006
esp,2016,1234888013419.95996
esp,2017,1268945330852.46997
esp,2018,1299365243580.53003
esp,2019,1327407993057.15991
esp,2020,1188159340013.27002
est,2000,13569715542.1985
est,2001,14274853320.93
est,2002,15245662564.6313
est,2003,16274352215.1848
est,2004,17438942102.7941
est,2005,19272532476.8558
est,2006,20886296779.8514
est,2007,22075032584.2473
est,2008,21254787470.8391
est,2009,18533338683.7477
est,2010,18548439553.84529
est,2011,19944156121.8006
est,2012,20789325758.9618
est,2013,21456070829.3009
est,2014,21999900507.1796
est,2015,22552957576.4453
est,2016,23251386303.832
est,2017,24556433842.2948
est,2018,25690871858.8668
est,2019,26654430532.7694
eth,2011,44071270994.7751
eth,2012,47880378096.9442
eth,2013,52945509653.8313
eth,2014,58346495201.1854
eth,2015,64326834729.9906
eth,2016,70444016858.4429
eth,2017,76978559878.3105
eth,2018,82323694783.3611
eth,2019,88965458391.918
eth,2020,94352625402.2039
fin,1970,78289615076.604
fin,1971,80102047204.1926
fin,1972,86209132877.48988
fin,1973,92201201426.17848
fin,1974,95199991161.7025
fin,1975,96675931704.10461
fin,1976,96892902888.14468
fin,1977,96832933484.1963
fin,1978,99688111299.23288
fin,1979,107014481533.88
fin,1980,112807644021.746
fin,1981,113721365882.03
fin,1982,116934043923.07401
fin,1983,120581939156.73599
fin,1984,124653752073.28101
fin,1985,129417121205.19901
fin,1986,133342924950.394
fin,1987,138037273836.23901
fin,1988,145511584717.44199
fin,1989,151471160778.422
fin,1990,151823310052.85901
fin,1991,141720860342.51599
fin,1992,135594268578.175
fin,1993,133878694904.134
fin,1994,140782303058.862
fin,1995,147967347946.617
fin,1996,154582235840.48499
fin,1997,165733343605.89499
fin,1998,173922763401.24799
fin,1999,183406783406.98096
fin,2000,194810226440.186
fin,2001,201137904944.22
fin,2002,205301140299.40399
fin,2003,207476616736.78601
fin,2004,218655381130.22198
fin,2005,224065951482.58096
fin,2006,234227782960.10999
fin,2007,245121404593.94296
fin,2008,246731600021.04095
fin,2009,229233851160.15601
fin,2010,236640617935.04501
fin,2011,240501063251.173
fin,2012,237332809182.55896
fin,2013,235065959637.45801
fin,2014,235574362785.36301
fin,2015,236841059684.375
fin,2016,242224989850.12296
fin,2017,248949946786.51901
fin,2018,252678487077.97296
fin,2019,256026718533.21201
fin,2020,251827067941.44901
fji,2015,4398221920.28986
fra,1971,963812262107.40405
fra,1972,1006366602545.37
fra,1973,1069210790586.80005
fra,1974,1113889462273.71997
fra,1975,1103913191687.48999
fra,1976,1152343567554
fra,1977,1191550438064.38989
fra,1978,1240110545360.27002
fra,1979,1285678586300.33008
fra,1980,1309713865754.48999
fra,1981,1322292432795.33008
fra,1982,1350276024959.78003
fra,1983,1358256307510.76001
fra,1984,1375802943396.23999
fra,1985,1405086233208.8999
fra,1986,1445961951391.51001
fra,1987,1488392668982.13989
fra,1988,1556960056823.28003
fra,1989,1620067844010.07007
fra,1990,1666877362510.08008
fra,1991,1682893491124.95996
fra,1992,1711999347227.20996
fra,1993,1702828588690.66992
fra,1994,1740240203005.06006
fra,1995,1777056957519.97998
fra,1996,1811401998087.13989
fra,1997,1860389776986.08008
fra,1998,1928881265551.1001
fra,1999,2008491752502.75
fra,2000,2078594402891.65991
fra,2001,2124466351200.9895
fra,2002,2132710717949.34009
fra,2003,2156308805500.83008
fra,2004,2218507875282.6001
fra,2005,2262523716570.27002
fra,2006,2324265527514.52002
fra,2007,2380448429448.49023
fra,2008,2390863901301.62012
fra,2009,2325261057340.68945
fra,2010,2370726676869.97021
fra,2011,2430314468153.27002
fra,2012,2426846441688.70947
fra,2013,2442278713849.68945
fra,2014,2464111501610.14941
fra,2015,2491864986670.7002
fra,2016,2518238262728.49023
fra,2017,2579368398374.77979
fra,2018,2628748705802.43018
fra,2019,2672848620949.02979
fra,2020,2449317935062.2002
fro,2015,2587761411.43596
fsm,2015,375852000
gab,1970,3218353948.56693
gab,1971,3503706133.4437
gab,1972,3913645399.59374
gab,1973,4258687334.91411
gab,1974,5782291758.25501
gab,1975,7054558865.94614
gab,1976,9711119587.67495
gab,1977,8529414120.20107
gab,1978,6175152665.46392
gab,1979,5943740493.31932
gab,1980,6087114846.32478
gab,1981,6507383292.59318
gab,1982,6328028572.79919
gab,1983,6691385575.2141
gab,1984,7495246416.06974
gab,1985,7300080061.95182
gab,1986,7377448553.66245
gab,1987,6116215881.06821
gab,1988,6901084972.66354
gab,1989,7616446375.91321
gab,1990,7623045825.45872
gab,1991,8111096527.76958
gab,1992,7683720402.09314
gab,1993,7902308816.39223
gab,1994,8379078957.53721
gab,1995,8684655444.25651
gab,1996,8975145561.58838
gab,1997,9421003509.73553
gab,1998,10124473840.3528
gab,1999,9028575694.77104
gab,2000,8210272910.813
gab,2001,8877084070.45307
gab,2002,9181909116.45083
gab,2003,9230214488.83224
gab,2004,8727151076.20948
