geo,time,sl_srv_empl_ma_zs
nzl,2004,58.45
nzl,2005,59.23
nzl,2006,58.66
nzl,2007,58.92
nzl,2008,60.15
nzl,2009,60.98
nzl,2010,61.02
nzl,2011,61.61
nzl,2012,61.92
nzl,2013,62.41
nzl,2014,61.64
nzl,2015,60.11
nzl,2016,61.34
nzl,2017,61.59
nzl,2018,62.91
nzl,2019,63.62
omn,1991,81.93
omn,1992,82.08
omn,1993,82.28
omn,1994,83.15
omn,1995,83.89
omn,1996,84.56
omn,1997,84.07
omn,1998,83.77
omn,1999,83.35
omn,2000,82.71
omn,2001,80.67
omn,2002,78.53
omn,2003,76.2
omn,2004,73.66
omn,2005,70.67
omn,2006,67.44
omn,2007,64.2
omn,2008,60.92
omn,2009,57.05
omn,2010,51.65
omn,2011,53.12
omn,2012,53.87
omn,2013,55.28
omn,2014,56.59
omn,2015,57.72
omn,2016,58.7
omn,2017,59.24
omn,2018,59
omn,2019,59.72
pak,1991,36.23
pak,1992,36.43
pak,1993,36.75
pak,1994,37.04
pak,1995,36.94
pak,1996,37.46
pak,1997,37.94
pak,1998,38.32
pak,1999,38.74
pak,2000,39.15
pak,2001,39.53
pak,2002,39.94
pak,2003,40.45
pak,2004,40.54
pak,2005,40.61
pak,2006,40.28
pak,2007,40.04
pak,2008,40.42
pak,2009,40.92
pak,2010,40.56
pak,2011,40.19
pak,2012,40.34
pak,2013,40.46
pak,2014,40.64
pak,2015,40.82
pak,2016,39.79
pak,2017,41.27
pak,2018,42.73
pak,2019,43.24
pan,1991,44.89
pan,1992,44.74
pan,1993,46.51
pan,1994,49.54
pan,1995,48.79
pan,1996,49.31
pan,1997,50.8
pan,1998,51.98
pan,1999,52.08
pan,2000,53.08
pan,2001,52.07
pan,2002,53.49
pan,2003,52.79
pan,2004,54.14
pan,2005,55.98
pan,2006,54.33
pan,2007,53.96
pan,2008,51.87
pan,2009,51.75
pan,2010,52.96
pan,2011,53.8
pan,2012,54.35
pan,2013,53.03
pan,2014,53.52
pan,2015,56.45
pan,2016,56.77
pan,2017,57.59
pan,2018,56.99
pan,2019,58.33
per,1991,42.79
per,1992,42.84
per,1993,43.01
per,1994,43.4
per,1995,43.54
per,1996,43.62
per,1997,43.84
per,1998,44.02
per,1999,44.13
per,2000,44.72
per,2001,44.66
per,2002,44.99
per,2003,43.48
per,2004,44.72
per,2005,45.17
per,2006,45.67
per,2007,47.53
per,2008,47.92
per,2009,48.38
per,2010,48.67
per,2011,48.18
per,2012,48.42
per,2013,48.54
per,2014,48.47
per,2015,47.83
per,2016,48.54
per,2017,49.58
per,2018,49.83
per,2019,50.74
phl,1991,32.13
phl,1992,31.49
phl,1993,31.33
phl,1994,31.56
phl,1995,32.64
phl,1996,33.38
phl,1997,35.39
phl,1998,36.65
phl,1999,36.49
phl,2000,37.07
phl,2001,37.28
phl,2002,37.33
phl,2003,37.92
phl,2004,38.47
phl,2005,39.01
phl,2006,39.42
phl,2007,39.8
phl,2008,40.17
phl,2009,40.32
phl,2010,40.83
phl,2011,41.53
phl,2012,42.03
phl,2013,42.82
phl,2014,43.16
phl,2015,43.82
phl,2016,44.74
phl,2017,44.88
phl,2018,44.58
phl,2019,46.24
png,1991,25.97
png,1992,26.17
png,1993,26.43
png,1994,26.49
png,1995,26.26
png,1996,26.47
png,1997,26.2
png,1998,26
png,1999,25.63
png,2000,24.64
png,2001,24.63
png,2002,24.28
png,2003,24.27
png,2004,24.47
png,2005,24.72
png,2006,24.93
png,2007,25.43
png,2008,25.27
png,2009,25.49
png,2010,25.61
png,2011,25.78
png,2012,25.92
png,2013,25.71
png,2014,26.1
png,2015,26.47
png,2016,26.7
png,2017,26.72
png,2018,26.5
png,2019,26.69
pol,1991,29.41
pol,1992,31.2
pol,1993,32.54
pol,1994,33.68
pol,1995,34.65
pol,1996,35.73
pol,1997,36.83
pol,1998,37.71
pol,1999,38.83
pol,2000,40.1
pol,2001,40.25
pol,2002,41.98
pol,2003,42.97
pol,2004,43.21
pol,2005,43.05
pol,2006,43.6
pol,2007,43.72
pol,2008,42.82
pol,2009,43.97
pol,2010,44.81
pol,2011,44.49
pol,2012,44.78
pol,2013,45.03
pol,2014,45.65
pol,2015,45.57
pol,2016,45.22
pol,2017,45.39
pol,2018,45.94
pol,2019,46.12
pri,1991,67.74
pri,1992,67.63
pri,1993,67.68
pri,1994,67.88
pri,1995,69.19
pri,1996,70.61
pri,1997,69.73
pri,1998,69.24
pri,1999,68.79
pri,2000,69.44
pri,2001,69.53
pri,2002,71.11
pri,2003,71.46
pri,2004,71.05
pri,2005,71.83
pri,2006,72.19
pri,2007,72.34
pri,2008,73.3
pri,2009,73.84
pri,2010,74.09
pri,2011,74.47
pri,2012,74.84
pri,2013,75.18
pri,2014,75.5
pri,2015,75.87
pri,2016,76.21
pri,2017,76.61
pri,2018,77.02
pri,2019,77.31
prk,1991,25.85
prk,1992,26.51
prk,1993,27.17
prk,1994,27.75
prk,1995,28.54
prk,1996,29.26
prk,1997,30.3
prk,1998,30.97
prk,1999,31.01
prk,2000,31.69
prk,2001,32.07
prk,2002,32.67
prk,2003,33.35
prk,2004,33.86
prk,2005,34.25
prk,2006,35.14
prk,2007,36.02
prk,2008,36.35
prk,2009,37.14
prk,2010,37.81
prk,2011,38.23
prk,2012,38.71
prk,2013,39.28
prk,2014,39.79
prk,2015,40.46
prk,2016,40.7
prk,2017,41.51
prk,2018,42.37
prk,2019,42.49
prt,1991,48.49
prt,1992,48.82
prt,1993,49.5
prt,1994,50.03
prt,1995,49.83
prt,1996,50.2
prt,1997,48.62
prt,1998,43.45
prt,1999,45.27
prt,2000,44.5
prt,2001,45.4
prt,2002,45.04
prt,2003,45.21
prt,2004,47.38
prt,2005,48.26
prt,2006,48.35
prt,2007,47.91
prt,2008,49.29
prt,2009,50.33
prt,2010,51.02
prt,2011,51.61
prt,2012,52.65
prt,2013,55.49
prt,2014,56.96
prt,2015,57.45
prt,2016,57.68
prt,2017,57.8
prt,2018,58.01
prt,2019,58.84
pry,1991,35.7
pry,1992,35.92
pry,1993,36.17
pry,1994,36.43
pry,1995,36.86
pry,1996,37.14
pry,1997,37.62
pry,1998,37.98
pry,1999,38.4
pry,2000,38.63
pry,2001,38.84
pry,2002,39.32
pry,2003,42.32
pry,2004,41.77
pry,2005,42
pry,2006,42.33
pry,2007,43.64
pry,2008,45.43
pry,2009,45.15
pry,2010,44.22
pry,2011,47.2
pry,2012,48.63
pry,2013,48.73
pry,2014,48.52
pry,2015,50.27
pry,2016,48.04
pry,2017,49.01
pry,2018,50.78
pry,2019,53.01
pse,1991,51.51
pse,1992,50.72
pse,1993,50.27
pse,1994,49.11
pse,1995,49.16
pse,1996,49.86
pse,1997,49.46
pse,1998,48.52
pse,1999,47.44
pse,2000,51.43
pse,2001,58.85
pse,2002,60.87
pse,2003,58.24
pse,2004,59.59
pse,2005,58.97
pse,2006,60.4
pse,2007,61.82
pse,2008,63.46
pse,2009,63.05
pse,2010,61.99
pse,2011,61.07
pse,2012,60.65
pse,2013,59.89
pse,2014,60.09
pse,2015,60.01
pse,2016,59.23
pse,2017,59.21
pse,2018,58.43
pse,2019,59.48
pyf,1991,61.74
pyf,1992,61.88
pyf,1993,62.03
pyf,1994,62.22
pyf,1995,62.52
pyf,1996,62.71
pyf,1997,62.87
pyf,1998,63.19
pyf,1999,63.42
pyf,2000,63.55
pyf,2001,63.71
pyf,2002,63.72
pyf,2003,63.68
pyf,2004,63.78
pyf,2005,63.75
pyf,2006,63.87
pyf,2007,63.83
pyf,2008,63.85
pyf,2009,64.05
pyf,2010,64.46
pyf,2011,64.92
pyf,2012,65.11
pyf,2013,65.23
pyf,2014,65.37
pyf,2015,65.47
pyf,2016,65.55
pyf,2017,65.68
pyf,2018,65.79
pyf,2019,65.86
qat,1991,58.71
qat,1992,58.34
qat,1993,58.63
qat,1994,58.13
qat,1995,57.78
qat,1996,57.67
qat,1997,56.58
qat,1998,56.12
qat,1999,54.96
qat,2000,53.46
qat,2001,51.88
qat,2002,50.62
qat,2003,49.39
qat,2004,48.18
qat,2005,48.56
qat,2006,48.56
qat,2007,38.09
qat,2008,30.81
qat,2009,33.02
qat,2010,35.45
qat,2011,37.78
qat,2012,40.19
qat,2013,39.9
qat,2014,38.37
qat,2015,36.97
qat,2016,36.57
qat,2017,36.59
qat,2018,36.77
qat,2019,37.47
rou,1991,28.31
rou,1992,27.64
rou,1993,25.78
rou,1994,26.88
rou,1995,28.04
rou,1996,29.24
rou,1997,26.32
rou,1998,26.82
rou,1999,26.49
rou,2000,26.63
rou,2001,28
rou,2002,30.32
rou,2003,30.54
rou,2004,32.45
rou,2005,33.2
rou,2006,34.87
rou,2007,34.71
rou,2008,34.74
rou,2009,35.65
rou,2010,35.08
rou,2011,36.65
rou,2012,36.57
rou,2013,36.83
rou,2014,36.99
rou,2015,39.47
rou,2016,39.88
rou,2017,40.17
rou,2018,41.01
rou,2019,41.54
rus,1991,36.69
rus,1992,36.63
rus,1993,37.24
rus,1994,38.54
rus,1995,40.58
rus,1996,42.26
rus,1997,47.77
rus,1998,49.35
rus,1999,47.14
rus,2000,47.13
rus,2001,48.68
rus,2002,49.33
rus,2003,48.7
rus,2004,49.41
rus,2005,50.13
rus,2006,50.42
rus,2007,51
rus,2008,51.44
rus,2009,52.82
rus,2010,52.68
rus,2011,52.93
rus,2012,52.7
rus,2013,53.3
rus,2014,53.67
rus,2015,53.9
rus,2016,54.26
rus,2017,54.83
rus,2018,55.05
rus,2019,54.91
rwa,1991,11.56
rwa,1992,11.81
rwa,1993,11.93
rwa,1994,11.84
rwa,1995,11.92
rwa,1996,12.07
rwa,1997,12.24
rwa,1998,12.25
rwa,1999,12.29
rwa,2000,12.44
rwa,2001,12.66
rwa,2002,13.13
rwa,2003,13.61
rwa,2004,14.31
rwa,2005,15.13
rwa,2006,16.02
rwa,2007,16.97
rwa,2008,17.97
rwa,2009,18.75
rwa,2010,19.68
rwa,2011,20.64
rwa,2012,21.66
rwa,2013,25.04
rwa,2014,28.62
rwa,2015,29.47
rwa,2016,30.05
rwa,2017,30.62
rwa,2018,31.44
rwa,2019,32.07
sau,1991,62.76
sau,1992,62.56
sau,1993,63.21
sau,1994,63.97
sau,1995,65.01
sau,1996,65.99
sau,1997,67.13
sau,1998,68
sau,1999,68.82
sau,2000,70.62
sau,2001,69.15
sau,2002,70.9
sau,2003,71.07
sau,2004,71.35
sau,2005,71.8
sau,2006,72.17
sau,2007,71.28
sau,2008,72.52
sau,2009,72.23
sau,2010,71.04
sau,2011,69.67
sau,2012,68.83
sau,2013,67.92
sau,2014,67.81
sau,2015,67
sau,2016,66.09
sau,2017,67.56
sau,2018,68.97
sau,2019,69.1
sdn,1991,37.7
sdn,1992,37.81
sdn,1993,37.86
sdn,1994,38.05
sdn,1995,38.19
sdn,1996,38.3
sdn,1997,38.35
sdn,1998,38.56
sdn,1999,38.8
sdn,2000,39.1
sdn,2001,39.37
sdn,2002,39.6
sdn,2003,39.92
sdn,2004,40.39
sdn,2005,40.57
sdn,2006,40.78
sdn,2007,40.97
sdn,2008,41.09
sdn,2009,41.33
sdn,2010,41.54
sdn,2011,41.52
sdn,2012,41.75
sdn,2013,42.02
sdn,2014,42.43
sdn,2015,42.71
sdn,2016,43.18
sdn,2017,43.65
sdn,2018,44.51
sdn,2019,45.28
sen,1991,35.28
sen,1992,35.39
sen,1993,35.52
sen,1994,35.62
sen,1995,35.88
sen,1996,36.07
sen,1997,36.36
sen,1998,36.78
sen,1999,37.28
sen,2000,37.67
sen,2001,38.2
sen,2002,38.69
sen,2003,39.37
sen,2004,40.11
sen,2005,40.76
sen,2006,41.38
sen,2007,42.02
sen,2008,42.49
sen,2009,42.91
sen,2010,43.43
sen,2011,43.94
sen,2012,44.41
sen,2013,44.76
sen,2014,45.31
sen,2015,45.75
sen,2016,46.37
sen,2017,46.96
sen,2018,47.49
sen,2019,48.01
sgp,1991,63.06
sgp,1992,63.35
sgp,1993,63.58
sgp,1994,64.18
sgp,1995,65.01
sgp,1996,66.82
sgp,1997,66.45
sgp,1998,66.73
sgp,1999,67.46
sgp,2000,68.7
sgp,2001,69.72
sgp,2002,70.53
sgp,2003,70.46
sgp,2004,71.46
sgp,2005,73.62
sgp,2006,72.59
sgp,2007,72.41
sgp,2008,71.63
sgp,2009,72.13
sgp,2010,73.62
sgp,2011,74.67
sgp,2012,75.23
sgp,2013,76.36
sgp,2014,78.36
sgp,2015,78.82
sgp,2016,79.47
sgp,2017,80.04
sgp,2018,80.58
sgp,2019,81.12
slb,1991,43.19
slb,1992,43.41
slb,1993,43.29
slb,1994,43.79
slb,1995,43.72
slb,1996,43.81
slb,1997,43.49
slb,1998,44
slb,1999,43.76
slb,2000,42.44
slb,2001,43.25
slb,2002,41.25
slb,2003,40.53
slb,2004,41.06
slb,2005,42.39
slb,2006,42.93
slb,2007,42.86
slb,2008,43.64
slb,2009,43.05
slb,2010,42.94
slb,2011,44.58
slb,2012,45.01
slb,2013,44.89
slb,2014,44.77
slb,2015,44.83
slb,2016,44.78
slb,2017,44.85
slb,2018,44.8
slb,2019,44.67
sle,1991,21.97
sle,1992,21.91
sle,1993,22.09
sle,1994,22.24
sle,1995,22.27
sle,1996,22.49
sle,1997,22.54
sle,1998,22.75
sle,1999,22.82
sle,2000,23.09
sle,2001,22.87
sle,2002,23.39
sle,2003,23.59
sle,2004,23.65
sle,2005,23.94
sle,2006,24.24
sle,2007,24.71
sle,2008,25.15
sle,2009,25.51
sle,2010,26.2
sle,2011,26.76
sle,2012,27.97
sle,2013,29.2
sle,2014,29.79
sle,2015,28.8
sle,2016,29.32
sle,2017,29.5
sle,2018,29.89
sle,2019,30.47
slv,1991,36.42
slv,1992,36.64
slv,1993,36.01
slv,1994,36.3
slv,1995,37.06
slv,1996,37.84
slv,1997,37.94
slv,1998,38.46
slv,1999,40.66
slv,2000,41.89
slv,2001,41.54
slv,2002,43.46
slv,2003,44.98
slv,2004,44.83
slv,2005,45.56
slv,2006,45.09
slv,2007,46.15
slv,2008,45.72
slv,2009,44.92
slv,2010,44.56
slv,2011,44.49
slv,2012,44.55
slv,2013,46.68
slv,2014,47.25
slv,2015,47.42
slv,2016,46.48
slv,2017,46.18
slv,2018,48.34
slv,2019,48.34
som,1991,14.63
som,1992,14.56
som,1993,14.67
som,1994,14.48
som,1995,14.57
som,1996,14.73
som,1997,14.66
som,1998,14.72
som,1999,14.79
som,2000,14.87
som,2001,14.96
som,2002,15.1
som,2003,15.24
som,2004,15.37
som,2005,15.52
som,2006,15.64
som,2007,15.86
som,2008,16
som,2009,16.14
som,2010,16.29
som,2011,16.45
som,2012,16.57
som,2013,16.73
som,2014,16.92
som,2015,17.16
som,2016,17.37
som,2017,17.5
som,2018,17.71
som,2019,17.91
srb,1991,38.04
srb,1992,38.09
srb,1993,38.06
srb,1994,38.32
srb,1995,38.63
srb,1996,38.87
srb,1997,39.39
srb,1998,39.99
srb,1999,40.18
srb,2000,40.56
srb,2001,41.11
srb,2002,42.24
srb,2003,42.74
srb,2004,43.24
srb,2005,42.37
srb,2006,41.87
srb,2007,41.67
srb,2008,41.89
srb,2009,42.77
srb,2010,43.84
srb,2011,42.93
srb,2012,44.11
srb,2013,45.28
srb,2014,48.12
srb,2015,48.05
srb,2016,48.73
srb,2017,49.08
srb,2018,48.9
srb,2019,48.4
ssd,1991,24.66
ssd,1992,24.69
ssd,1993,24.77
ssd,1994,24.89
ssd,1995,24.88
ssd,1996,24.86
ssd,1997,24.67
ssd,1998,24.67
ssd,1999,24.72
ssd,2000,24.64
ssd,2001,24.56
ssd,2002,24.49
ssd,2003,24.35
ssd,2004,24.42
ssd,2005,24.28
ssd,2006,24.02
ssd,2007,23.7
ssd,2008,23.57
ssd,2009,23.78
ssd,2010,24
ssd,2011,24.03
ssd,2012,24.47
ssd,2013,24.26
ssd,2014,24.34
ssd,2015,25.29
ssd,2016,26.37
ssd,2017,27.08
ssd,2018,27.7
ssd,2019,28.04
stp,1991,34.56
stp,1992,34.69
stp,1993,34.85
stp,1994,35.08
stp,1995,35.28
stp,1996,35.5
stp,1997,35.7
stp,1998,36.04
stp,1999,36.39
stp,2000,36.6
stp,2001,38.29
stp,2002,38.43
stp,2003,39.33
stp,2004,38.79
stp,2005,42.75
stp,2006,43.51
stp,2007,43.7
stp,2008,44.36
stp,2009,44.62
stp,2010,45.27
stp,2011,45.74
stp,2012,46.19
stp,2013,46.85
stp,2014,47.64
stp,2015,48.15
stp,2016,48.76
stp,2017,49.36
stp,2018,49.9
stp,2019,50.56
sur,1991,69.72
sur,1992,69.89
sur,1993,69.47
sur,1994,65.98
sur,1995,60.7
sur,1996,58.61
sur,1997,61.96
sur,1998,59.7
sur,1999,59.78
sur,2000,59.81
sur,2001,59.27
sur,2002,58.92
sur,2003,58.4
sur,2004,57.89
sur,2005,57.64
sur,2006,57.18
sur,2007,56.88
sur,2008,56.63
sur,2009,56.73
sur,2010,56.48
sur,2011,55.99
sur,2012,56.01
sur,2013,55.86
sur,2014,55.82
sur,2015,55.65
sur,2016,55.96
sur,2017,55.98
sur,2018,55.92
sur,2019,55.97
svk,1991,35.98
svk,1992,38.42
svk,1993,38.98
svk,1994,39.22
svk,1995,41.4
svk,1996,40.65
svk,1997,39.62
svk,1998,40.2
svk,1999,42.01
svk,2000,43.63
svk,2001,44.08
svk,2002,43.34
svk,2003,43.57
svk,2004,43.37
svk,2005,43.94
svk,2006,44.23
svk,2007,43.05
svk,2008,42.17
svk,2009,44.88
svk,2010,45.54
svk,2011,45.22
svk,2012,44.78
svk,2013,46.17
svk,2014,47.18
svk,2015,46.89
svk,2016,46.97
svk,2017,45.8
svk,2018,47.2
svk,2019,46.82
svn,1991,35.65
svn,1992,36.47
svn,1993,37.07
svn,1994,38.1
svn,1995,38.45
svn,1996,38.86
svn,1997,38.94
svn,1998,40.35
svn,1999,42.91
svn,2000,44.88
svn,2001,43.14
svn,2002,43.08
svn,2003,45.07
svn,2004,44.52
svn,2005,43.98
svn,2006,44.75
svn,2007,44.98
svn,2008,45.63
svn,2009,47.92
svn,2010,48.22
svn,2011,47.97
svn,2012,49.5
svn,2013,49.7
svn,2014,48.55
svn,2015,49.51
svn,2016,49.05
svn,2017,48.45
svn,2018,49.73
svn,2019,49.35
swe,1991,55
swe,1992,55.49
swe,1993,56.16
swe,1994,56.52
swe,1995,56.76
swe,1996,56.78
swe,1997,57.22
swe,1998,57.83
swe,1999,58.37
swe,2000,59.52
swe,2001,60.81
swe,2002,61.72
swe,2003,61.79
swe,2004,62.16
swe,2005,62.94
swe,2006,63.38
swe,2007,63.65
swe,2008,63.72
swe,2009,65.26
swe,2010,66.01
swe,2011,66.01
swe,2012,66.53
swe,2013,67.51
swe,2014,68.07
swe,2015,68.34
swe,2016,68.79
swe,2017,69.14
swe,2018,69.19
swe,2019,68.72
swz,1991,48.84
swz,1992,48.95
swz,1993,49.08
swz,1994,49.25
swz,1995,49.51
swz,1996,49.8
swz,1997,50.13
swz,1998,50.52
swz,1999,50.98
swz,2000,51.39
swz,2001,51.87
swz,2002,52.51
swz,2003,53.12
swz,2004,53.69
swz,2005,54.31
swz,2006,54.91
swz,2007,55.42
swz,2008,55.74
swz,2009,56.11
swz,2010,56.59
swz,2011,57
swz,2012,57.59
swz,2013,58.13
swz,2014,58.58
swz,2015,59.16
swz,2016,59.69
swz,2017,60.3
swz,2018,60.93
swz,2019,61.58
syr,1991,48.81
syr,1992,46.58
syr,1993,44.37
syr,1994,44.12
syr,1995,44.09
syr,1996,44.05
syr,1997,44.31
syr,1998,44.23
syr,1999,44.64
syr,2000,43.24
syr,2001,45.03
syr,2002,46.53
syr,2003,48.36
syr,2004,48.95
syr,2005,49.06
syr,2006,49.26
syr,2007,49.73
syr,2008,49.77
syr,2009,50.48
syr,2010,51.03
syr,2011,51.9
syr,2012,55.27
syr,2013,58.69
syr,2014,60.77
syr,2015,61.94
syr,2016,62.69
syr,2017,63.35
syr,2018,63.48
syr,2019,63.63
tcd,1991,15.7
tcd,1992,15.93
tcd,1993,15.69
tcd,1994,15.92
tcd,1995,16.02
tcd,1996,16.03
tcd,1997,16.18
tcd,1998,16.39
tcd,1999,16.37
tcd,2000,16.24
tcd,2001,16.57
tcd,2002,16.86
tcd,2003,17.14
tcd,2004,17.95
tcd,2005,18.49
tcd,2006,18.47
tcd,2007,18.66
tcd,2008,18.77
tcd,2009,18.77
tcd,2010,18.98
tcd,2011,19.45
tcd,2012,19.77
tcd,2013,19.78
tcd,2014,20.14
tcd,2015,20.27
tcd,2016,19.97
tcd,2017,19.93
tcd,2018,20.26
tcd,2019,20.54
tgo,1991,37.43
tgo,1992,37.4
tgo,1993,37.02
tgo,1994,37.74
tgo,1995,38.01
tgo,1996,38.29
tgo,1997,38.81
tgo,1998,39.07
tgo,1999,39.23
tgo,2000,39.49
tgo,2001,39.75
tgo,2002,40.13
tgo,2003,40.9
tgo,2004,41.12
tgo,2005,40.84
tgo,2006,41.33
tgo,2007,41.51
tgo,2008,41.74
tgo,2009,42.33
tgo,2010,43
tgo,2011,43.77
tgo,2012,44.33
tgo,2013,44.96
tgo,2014,45.53
tgo,2015,44.05
tgo,2016,42.29
tgo,2017,40.3
tgo,2018,40.8
tgo,2019,41.43
tha,1991,23.21
tha,1992,22.3
tha,1993,24.34
tha,1994,24.71
tha,1995,27.29
tha,1996,27.68
tha,1997,28.46
tha,1998,28.44
tha,1999,30.62
tha,2000,29.68
tha,2001,32.8
tha,2002,33.7
tha,2003,34.5
tha,2004,35.48
tha,2005,37.13
tha,2006,35.17
tha,2007,35.5
tha,2008,35.81
tha,2009,36.45
tha,2010,37.19
tha,2011,35.67
tha,2012,34.51
tha,2013,33.67
tha,2014,38.69
tha,2015,39.55
tha,2016,40.2
tha,2017,40.71
tha,2018,40.21
tha,2019,40.5
tjk,1991,25.53
tjk,1992,25.75
tjk,1993,26.03
tjk,1994,26.07
tjk,1995,26.27
tjk,1996,26.35
tjk,1997,26.78
tjk,1998,27.02
tjk,1999,27.43
tjk,2000,27.89
tjk,2001,28.48
tjk,2002,29.07
tjk,2003,29.57
tjk,2004,30.46
tjk,2005,31.48
tjk,2006,32.08
tjk,2007,32.8
tjk,2008,33.68
tjk,2009,34.5
tjk,2010,35.22
tjk,2011,36.29
tjk,2012,37.13
tjk,2013,38.06
tjk,2014,39
tjk,2015,39.97
tjk,2016,40.88
tjk,2017,42.17
tjk,2018,43.05
tjk,2019,43.71
tkm,1991,25.32
tkm,1992,25.61
tkm,1993,25.57
tkm,1994,25.05
tkm,1995,25.94
tkm,1996,26.27
tkm,1997,26.42
tkm,1998,26.57
tkm,1999,26.98
tkm,2000,27.78
tkm,2001,27.79
tkm,2002,28.17
tkm,2003,28.78
tkm,2004,29.24
tkm,2005,29.9
tkm,2006,30.3
tkm,2007,30.5
tkm,2008,31.46
tkm,2009,31.83
tkm,2010,32.12
tkm,2011,32.73
tkm,2012,33.1
tkm,2013,33.49
tkm,2014,33.92
tkm,2015,34.2
tkm,2016,34.52
tkm,2017,34.83
tkm,2018,35.2
tkm,2019,35.58
tls,1991,31.32
tls,1992,31.54
tls,1993,31.74
tls,1994,32.06
tls,1995,32.34
tls,1996,32.84
tls,1997,33.06
tls,1998,33.44
tls,1999,31.18
tls,2000,32.53
tls,2001,34.86
tls,2002,33.2
tls,2003,35.53
tls,2004,36.15
tls,2005,37.27
tls,2006,35.49
tls,2007,35.39
tls,2008,35.89
tls,2009,36.46
tls,2010,37.81
tls,2011,38.71
tls,2012,39.22
tls,2013,39.38
tls,2014,39.4
tls,2015,38.79
tls,2016,37.93
tls,2017,39.5
tls,2018,38.54
tls,2019,37.15
ton,1991,33.87
ton,1992,33.07
ton,1993,32.73
ton,1994,33.84
ton,1995,34.26
ton,1996,34.17
ton,1997,34.56
ton,1998,34.78
ton,1999,34.96
ton,2000,36.09
ton,2001,36.89
ton,2002,37.49
ton,2003,37.63
ton,2004,37.94
ton,2005,39.37
ton,2006,40.29
ton,2007,40.32
ton,2008,41.97
ton,2009,42.39
ton,2010,42.53
ton,2011,42.72
ton,2012,43.57
ton,2013,45.35
ton,2014,45.17
ton,2015,45.68
ton,2016,46.48
ton,2017,46.87
ton,2018,47.52
ton,2019,47.4
tto,1991,49.67
tto,1992,50.98
tto,1993,51.6
tto,1994,51.54
tto,1995,52.97
tto,1996,53.88
tto,1997,52.31
tto,1998,51.63
tto,1999,51.89
tto,2000,53.08
tto,2001,50.38
tto,2002,52.49
tto,2003,52.89
tto,2004,52.94
tto,2005,52.05
tto,2006,52.36
tto,2007,51.47
tto,2008,50.65
tto,2009,53.28
tto,2010,54.21
tto,2011,55.93
tto,2012,54.86
tto,2013,54.55
tto,2014,55.16
tto,2015,56.5
tto,2016,57.22
tto,2017,57.74
tto,2018,58.15
tto,2019,58.52
tun,1991,49.63
tun,1992,49.51
tun,1993,49.64
tun,1994,49.76
tun,1995,49.95
tun,1996,49.87
tun,1997,49.94
tun,1998,49.98
tun,1999,49.95
tun,2000,50.07
tun,2001,50.17
tun,2002,50.53
tun,2003,50.55
tun,2004,50.45
tun,2005,50.57
tun,2006,49.64
tun,2007,49.4
tun,2008,48.93
tun,2009,49.32
tun,2010,49.13
tun,2011,49.41
tun,2012,49.38
tun,2013,50.26
tun,2014,50.28
tun,2015,50.53
tun,2016,50.34
tun,2017,50.2
tun,2018,50.45
tun,2019,50.94
tur,1991,45.1
tur,1992,45.27
tur,1993,44.99
tur,1994,45.81
tur,1995,46.17
tur,1996,46.49
tur,1997,46.88
tur,1998,47.33
tur,1999,48.65
tur,2000,49.01
tur,2001,50.45
tur,2002,50.81
tur,2003,51.31
tur,2004,51.45
tur,2005,51.86
tur,2006,52.42
tur,2007,52.82
tur,2008,53.15
tur,2009,53.66
tur,2010,52.2
tur,2011,51
tur,2012,51.48
tur,2013,51.41
tur,2014,51.5
tur,2015,52.2
tur,2016,52.95
tur,2017,53.13
tur,2018,53.5
tur,2019,55.39
tza,1991,14.03
tza,1992,14.04
tza,1993,14.06
tza,1994,14.09
tza,1995,14.13
tza,1996,14.23
tza,1997,14.37
tza,1998,14.61
tza,1999,14.93
tza,2000,15.26
tza,2001,15.74
tza,2002,17.17
tza,2003,18.64
tza,2004,20.21
tza,2005,21.96
tza,2006,23.74
tza,2007,24.11
tza,2008,24.24
tza,2009,24.35
tza,2010,24.61
tza,2011,24.93
tza,2012,24.97
tza,2013,25.19
tza,2014,25.4
tza,2015,25.58
tza,2016,25.87
tza,2017,26.12
tza,2018,26.45
tza,2019,26.81
uga,1991,24.14
uga,1992,24.19
uga,1993,24.49
uga,1994,24.62
uga,1995,25.04
uga,1996,25.46
uga,1997,25.69
uga,1998,25.96
uga,1999,26.37
uga,2000,26.59
uga,2001,26.95
uga,2002,27.49
uga,2003,27.69
uga,2004,27.74
uga,2005,27.65
uga,2006,27.89
uga,2007,28.02
uga,2008,27.98
uga,2009,27.71
uga,2010,27.75
uga,2011,27.69
uga,2012,27.61
uga,2013,22.75
uga,2014,22.38
uga,2015,22.56
uga,2016,22.38
uga,2017,22.05
uga,2018,22.36
uga,2019,22.64
ukr,1991,37.96
ukr,1992,38.29
ukr,1993,38.41
ukr,1994,38.85
ukr,1995,39.17
ukr,1996,39.49
ukr,1997,40.14
ukr,1998,40.43
ukr,1999,40.63
ukr,2000,41
ukr,2001,41.31
ukr,2002,41.54
ukr,2003,41.94
ukr,2004,42.19
ukr,2005,42.49
ukr,2006,42.77
ukr,2007,42.96
ukr,2008,43.08
ukr,2009,42.9
ukr,2010,43.51
ukr,2011,43.65
ukr,2012,43.65
ukr,2013,44.64
ukr,2014,46.6
ukr,2015,48.14
ukr,2016,48.46
ukr,2017,48.33
ukr,2018,48.91
ukr,2019,49.2
