geo,time,sl_srv_empl_ma_zs
ury,1991,55.55
ury,1992,55.14
ury,1993,55.23
ury,1994,55.03
ury,1995,55.23
ury,1996,55.22
ury,1997,54.89
ury,1998,54.74
ury,1999,55.24
ury,2000,55.87
ury,2001,56.79
ury,2002,57.95
ury,2003,58.18
ury,2004,58.04
ury,2005,57.5
ury,2006,57.54
ury,2007,56.52
ury,2008,56.2
ury,2009,56.41
ury,2010,54.72
ury,2011,57.49
ury,2012,58.25
ury,2013,56.44
ury,2014,57.34
ury,2015,58.66
ury,2016,59.56
ury,2017,59.1
ury,2018,60.23
ury,2019,60.88
usa,1991,62.18
usa,1992,62.27
usa,1993,62.39
usa,1994,62.36
usa,1995,62.53
usa,1996,62.69
usa,1997,62.83
usa,1998,63.04
usa,1999,63.25
usa,2000,63.5
usa,2001,64.2
usa,2002,65.17
usa,2003,65.5
usa,2004,65.47
usa,2005,65.63
usa,2006,65.34
usa,2007,65.79
usa,2008,66.47
usa,2009,68.08
usa,2010,68.54
usa,2011,68.76
usa,2012,68.98
usa,2013,68.67
usa,2014,68.63
usa,2015,68.76
usa,2016,68.82
usa,2017,68.87
usa,2018,68.75
usa,2019,68.81
uzb,1991,29.98
uzb,1992,31.01
uzb,1993,30.9
uzb,1994,30.56
uzb,1995,30.92
uzb,1996,31.59
uzb,1997,31.8
uzb,1998,32.97
uzb,1999,33.8
uzb,2000,34.6
uzb,2001,35.47
uzb,2002,36.29
uzb,2003,37.08
uzb,2004,37.96
uzb,2005,38.84
uzb,2006,39.67
uzb,2007,40.59
uzb,2008,41.52
uzb,2009,42.27
uzb,2010,43.06
uzb,2011,42.61
uzb,2012,42.99
uzb,2013,42.49
uzb,2014,42.1
uzb,2015,41.91
uzb,2016,41.84
uzb,2017,42.59
uzb,2018,43.4
uzb,2019,43.89
vct,1991,42.64
vct,1992,43.39
vct,1993,43.97
vct,1994,44.93
vct,1995,45.59
vct,1996,46.54
vct,1997,46.98
vct,1998,47.4
vct,1999,48.42
vct,2000,49.52
vct,2001,50.26
vct,2002,50.75
vct,2003,50.84
vct,2004,51.07
vct,2005,51.52
vct,2006,51.41
vct,2007,51.42
vct,2008,52.13
vct,2009,52.72
vct,2010,53.3
vct,2011,53.86
vct,2012,54.31
vct,2013,54.53
vct,2014,55.04
vct,2015,55.25
vct,2016,55.49
vct,2017,55.67
vct,2018,55.91
vct,2019,56.23
ven,1991,49.8
ven,1992,49.93
ven,1993,50.79
ven,1994,50.5
ven,1995,51.14
ven,1996,52.32
ven,1997,54.13
ven,1998,54.08
ven,1999,56.61
ven,2000,55.22
ven,2001,57.4
ven,2002,59.38
ven,2003,59.74
ven,2004,58.8
ven,2005,58.08
ven,2006,56.81
ven,2007,56.35
ven,2008,56.81
ven,2009,57.34
ven,2010,58.5
ven,2011,59.08
ven,2012,59.26
ven,2013,59.95
ven,2014,60.86
ven,2015,61.94
ven,2016,63.26
ven,2017,64.61
ven,2018,65.97
ven,2019,67.15
vir,1991,55.35
vir,1992,55.53
vir,1993,55.73
vir,1994,55.78
vir,1995,55.95
vir,1996,56.21
vir,1997,56.28
vir,1998,56.36
vir,1999,56.61
vir,2000,56.7
vir,2001,57.14
vir,2002,57.61
vir,2003,58.03
vir,2004,58.11
vir,2005,58.06
vir,2006,58.05
vir,2007,57.91
vir,2008,58.11
vir,2009,59.34
vir,2010,59.59
vir,2011,60.84
vir,2012,62.53
vir,2013,63.43
vir,2014,63.85
vir,2015,64.11
vir,2016,64.33
vir,2017,64.89
vir,2018,65.19
vir,2019,65.61
vnm,1991,17.72
vnm,1992,18.29
vnm,1993,18.73
vnm,1994,19.26
vnm,1995,19.76
vnm,1996,20.02
vnm,1997,20.58
vnm,1998,22.13
vnm,1999,21.44
vnm,2000,21.09
vnm,2001,20.47
vnm,2002,21.49
vnm,2003,22.61
vnm,2004,23.34
vnm,2005,24.74
vnm,2006,26.14
vnm,2007,28.37
vnm,2008,28.32
vnm,2009,28.37
vnm,2010,27.84
vnm,2011,28.5
vnm,2012,29.4
vnm,2013,29.92
vnm,2014,30.22
vnm,2015,31.41
vnm,2016,31.2
vnm,2017,31.63
vnm,2018,32.02
vnm,2019,32.51
vut,1991,33.36
vut,1992,33.28
vut,1993,32.85
vut,1994,33.21
vut,1995,32.81
vut,1996,32.74
vut,1997,33.06
vut,1998,33.54
vut,1999,33.38
vut,2000,33.91
vut,2001,33.22
vut,2002,32.28
vut,2003,32.79
vut,2004,32.81
vut,2005,33.23
vut,2006,33.85
vut,2007,33.54
vut,2008,32.87
vut,2009,30.29
vut,2010,29.22
vut,2011,28.89
vut,2012,28.52
vut,2013,28.11
vut,2014,28.11
vut,2015,27.65
vut,2016,27.78
vut,2017,27.74
vut,2018,27.86
vut,2019,27.95
wsm,1991,28.56
wsm,1992,28.46
wsm,1993,28.64
wsm,1994,28.29
wsm,1995,29.22
wsm,1996,29.71
wsm,1997,29.56
wsm,1998,30.19
wsm,1999,30.84
wsm,2000,31.42
wsm,2001,32.63
wsm,2002,32.58
wsm,2003,32.89
wsm,2004,32.36
wsm,2005,32.64
wsm,2006,32.84
wsm,2007,34.38
wsm,2008,34.66
wsm,2009,34.85
wsm,2010,35.63
wsm,2011,36.04
wsm,2012,36.06
wsm,2013,35.98
wsm,2014,36.83
wsm,2015,37.01
wsm,2016,37.78
wsm,2017,38.31
wsm,2018,38.71
wsm,2019,39.17
yem,1991,38.67
yem,1992,39.17
yem,1993,39.87
yem,1994,40.43
yem,1995,41.88
yem,1996,43.61
yem,1997,45.37
yem,1998,46.94
yem,1999,48.44
yem,2000,49.29
yem,2001,50.41
yem,2002,51.51
yem,2003,52.49
yem,2004,53.56
yem,2005,53.95
yem,2006,54.69
yem,2007,55.47
yem,2008,55.76
yem,2009,56.26
yem,2010,56.76
yem,2011,58.34
yem,2012,58.26
yem,2013,57.78
yem,2014,57.82
yem,2015,59.6
yem,2016,60.81
yem,2017,61.96
yem,2018,62.8
yem,2019,63.49
zaf,1991,52.62
zaf,1992,52.7
zaf,1993,52.88
zaf,1994,53.06
zaf,1995,53.22
zaf,1996,53.47
zaf,1997,53.64
zaf,1998,53.77
zaf,1999,54.04
zaf,2000,54.29
zaf,2001,54.97
zaf,2002,56.04
zaf,2003,56.43
zaf,2004,56.94
zaf,2005,57.6
zaf,2006,58.21
zaf,2007,58.53
zaf,2008,58.39
zaf,2009,59.56
zaf,2010,61.58
zaf,2011,62
zaf,2012,62.43
zaf,2013,61.81
zaf,2014,62.09
zaf,2015,60.24
zaf,2016,61.09
zaf,2017,61.54
zaf,2018,61.67
zaf,2019,63.09
zmb,1991,25.49
zmb,1992,25.52
zmb,1993,25.9
zmb,1994,25.76
zmb,1995,25.91
zmb,1996,26.22
zmb,1997,26.41
zmb,1998,26.27
zmb,1999,25.8
zmb,2000,25.33
zmb,2001,24.92
zmb,2002,24.45
zmb,2003,24.15
zmb,2004,23.88
zmb,2005,23.55
zmb,2006,23.75
zmb,2007,23.92
zmb,2008,24.03
zmb,2009,26.58
zmb,2010,29.37
zmb,2011,31.93
zmb,2012,34.76
zmb,2013,35.69
zmb,2014,36.41
zmb,2015,36.97
zmb,2016,37.5
zmb,2017,37.94
zmb,2018,38.43
zmb,2019,38.74
zwe,1991,28.87
zwe,1992,28.94
zwe,1993,28.97
zwe,1994,29.21
zwe,1995,29.46
zwe,1996,29.68
zwe,1997,29.93
zwe,1998,30.29
zwe,1999,30.28
zwe,2000,29.75
zwe,2001,29.13
zwe,2002,28.38
zwe,2003,27.77
zwe,2004,27.81
zwe,2005,27.37
zwe,2006,26.36
zwe,2007,25.56
zwe,2008,24.87
zwe,2009,25.04
zwe,2010,25.18
zwe,2011,24.78
zwe,2012,24.97
zwe,2013,24.76
zwe,2014,24.64
zwe,2015,24.88
zwe,2016,25.13
zwe,2017,25.48
zwe,2018,25.91
zwe,2019,25.85
