geo,time,sh_hiv_0014
col,2002,2600
col,2003,2700
col,2004,2700
col,2005,2700
col,2006,2700
col,2007,2700
col,2008,2600
col,2009,2500
col,2010,2400
col,2011,2300
col,2012,2200
col,2013,2100
col,2014,1900
col,2015,1800
col,2016,1800
col,2017,1700
col,2018,1600
col,2019,1500
col,2020,1400
cri,1990,100
cri,1991,100
cri,1992,100
cri,1993,100
cri,1994,100
cri,1995,100
cri,1996,100
cri,1997,100
cri,1998,200
cri,1999,200
cri,2000,200
cri,2001,200
cri,2002,200
cri,2003,200
cri,2004,200
cri,2005,200
cri,2006,200
cri,2007,200
cri,2008,200
cri,2009,200
cri,2010,200
cri,2011,200
cri,2012,200
cri,2013,200
cri,2014,200
cri,2015,200
cri,2016,500
cri,2017,500
cri,2018,500
cri,2019,500
cri,2020,500
cub,1990,100
cub,1991,100
cub,1992,100
cub,1993,100
cub,1994,100
cub,1995,100
cub,1996,100
cub,1997,100
cub,1998,100
cub,1999,100
cub,2000,100
cub,2001,100
cub,2002,100
cub,2003,100
cub,2004,100
cub,2005,200
cub,2006,200
cub,2007,200
cub,2008,200
cub,2009,200
cub,2010,200
cub,2011,200
cub,2012,200
cub,2013,200
cub,2014,200
cub,2015,200
cub,2016,200
cub,2017,200
cub,2018,200
cub,2019,200
cub,2020,200
dji,1990,100
dji,1991,100
dji,1992,100
dji,1993,200
dji,1994,500
dji,1995,500
dji,1996,500
dji,1997,670
dji,1998,870
dji,1999,1000
dji,2000,1200
dji,2001,1300
dji,2002,1500
dji,2003,1500
dji,2004,1600
dji,2005,1700
dji,2006,1700
dji,2007,1700
dji,2008,1700
dji,2009,1700
dji,2010,1600
dji,2011,1500
dji,2012,1400
dji,2013,1300
dji,2014,1200
dji,2015,1100
dji,2016,940
dji,2017,840
dji,2018,750
dji,2019,670
dji,2020,600
dom,1990,500
dom,1991,590
dom,1992,800
dom,1993,1000
dom,1994,1300
dom,1995,1500
dom,1996,1800
dom,1997,2000
dom,1998,2200
dom,1999,2400
dom,2000,2600
dom,2001,2700
dom,2002,2800
dom,2003,2800
dom,2004,2800
dom,2005,2700
dom,2006,2600
dom,2007,2400
dom,2008,2300
dom,2009,2200
dom,2010,2000
dom,2011,1900
dom,2012,1800
dom,2013,1700
dom,2014,1700
dom,2015,1600
dom,2016,1500
dom,2017,1400
dom,2018,1400
dom,2019,1300
dom,2020,1400
dza,1990,100
dza,1991,100
dza,1992,100
dza,1993,100
dza,1994,100
dza,1995,100
dza,1996,100
dza,1997,100
dza,1998,100
dza,1999,100
dza,2000,100
dza,2001,100
dza,2002,100
dza,2003,200
dza,2004,200
dza,2005,200
dza,2006,200
dza,2007,200
dza,2008,200
dza,2009,200
dza,2010,200
dza,2011,500
dza,2012,500
dza,2013,500
dza,2014,500
dza,2015,500
dza,2016,500
dza,2017,580
dza,2018,660
dza,2019,750
dza,2020,850
ecu,1990,100
ecu,1991,100
ecu,1992,200
ecu,1993,200
ecu,1994,200
ecu,1995,500
ecu,1996,500
ecu,1997,500
ecu,1998,500
ecu,1999,500
ecu,2000,510
ecu,2001,570
ecu,2002,630
ecu,2003,690
ecu,2004,740
ecu,2005,790
ecu,2006,840
ecu,2007,880
ecu,2008,880
ecu,2009,900
ecu,2010,920
ecu,2011,930
ecu,2012,930
ecu,2013,920
ecu,2014,920
ecu,2015,930
ecu,2016,940
ecu,2017,960
ecu,2018,970
ecu,2019,950
ecu,2020,930
egy,1990,100
egy,1991,100
egy,1992,100
egy,1993,100
egy,1994,100
egy,1995,100
egy,1996,100
egy,1997,100
egy,1998,100
egy,1999,100
egy,2000,100
egy,2001,100
egy,2002,100
egy,2003,100
egy,2004,100
egy,2005,100
egy,2006,100
egy,2007,100
egy,2008,100
egy,2009,100
egy,2010,100
egy,2011,100
egy,2012,200
egy,2013,200
egy,2014,200
egy,2015,200
egy,2016,500
egy,2017,500
egy,2018,500
egy,2019,500
egy,2020,500
eri,1990,670
eri,1991,840
eri,1992,1000
eri,1993,1200
eri,1994,1300
eri,1995,1400
eri,1996,1500
eri,1997,1600
eri,1998,1700
eri,1999,1800
eri,2000,1800
eri,2001,1900
eri,2002,1900
eri,2003,1900
eri,2004,2000
eri,2005,1900
eri,2006,1900
eri,2007,1800
eri,2008,1700
eri,2009,1600
eri,2010,1600
eri,2011,1500
eri,2012,1400
eri,2013,1300
eri,2014,1200
eri,2015,1100
eri,2016,1000
eri,2017,930
eri,2018,850
eri,2019,770
eri,2020,710
eth,1990,32000
eth,1991,41000
eth,1992,52000
eth,1993,63000
eth,1994,74000
eth,1995,85000
eth,1996,95000
eth,1997,100000
eth,1998,110000
eth,1999,120000
eth,2000,130000
eth,2001,130000
eth,2002,130000
eth,2003,130000
eth,2004,130000
eth,2005,130000
eth,2006,120000
eth,2007,120000
eth,2008,110000
eth,2009,100000
eth,2010,97000
eth,2011,90000
eth,2012,83000
eth,2013,76000
eth,2014,70000
eth,2015,65000
eth,2016,60000
eth,2017,56000
eth,2018,52000
eth,2019,48000
eth,2020,44000
gab,1990,500
gab,1991,500
gab,1992,550
gab,1993,730
gab,1994,940
gab,1995,1200
gab,1996,1500
gab,1997,1800
gab,1998,2100
gab,1999,2400
gab,2000,2600
gab,2001,2900
gab,2002,3100
gab,2003,3300
gab,2004,3500
gab,2005,3700
gab,2006,3800
gab,2007,3800
gab,2008,3900
gab,2009,3900
gab,2010,3900
gab,2011,3800
gab,2012,3700
gab,2013,3600
gab,2014,3500
gab,2015,3400
gab,2016,3300
gab,2017,3300
gab,2018,3200
gab,2019,3100
gab,2020,2900
geo,1990,100
geo,1991,100
geo,1992,100
geo,1993,100
geo,1994,100
geo,1995,100
geo,1996,100
geo,1997,100
geo,1998,100
geo,1999,100
geo,2000,100
geo,2001,100
geo,2002,100
geo,2003,100
geo,2004,100
geo,2005,100
geo,2006,100
geo,2007,100
geo,2008,100
geo,2009,100
geo,2010,100
geo,2011,100
geo,2012,100
geo,2013,100
geo,2014,100
geo,2015,100
geo,2016,100
geo,2017,100
geo,2018,100
geo,2019,100
geo,2020,100
gha,1990,8500
gha,1991,11000
gha,1992,14000
gha,1993,17000
gha,1994,20000
gha,1995,23000
gha,1996,26000
gha,1997,29000
gha,1998,32000
gha,1999,34000
gha,2000,37000
gha,2001,39000
gha,2002,41000
gha,2003,42000
gha,2004,44000
gha,2005,44000
gha,2006,45000
gha,2007,44000
gha,2008,43000
gha,2009,43000
gha,2010,42000
gha,2011,40000
gha,2012,38000
gha,2013,37000
gha,2014,36000
gha,2015,35000
gha,2016,34000
gha,2017,33000
gha,2018,31000
gha,2019,30000
gha,2020,29000
gin,1990,1400
gin,1991,1900
gin,1992,2400
gin,1993,2900
gin,1994,3600
gin,1995,4300
gin,1996,5000
gin,1997,5800
gin,1998,6600
gin,1999,7300
gin,2000,8100
gin,2001,8800
gin,2002,9400
gin,2003,10000
gin,2004,10000
gin,2005,11000
gin,2006,11000
gin,2007,11000
gin,2008,12000
gin,2009,12000
gin,2010,12000
gin,2011,12000
gin,2012,11000
gin,2013,11000
gin,2014,11000
gin,2015,11000
gin,2016,11000
gin,2017,11000
gin,2018,10000
gin,2019,10000
gin,2020,9700
gmb,1990,100
gmb,1991,100
gmb,1992,200
gmb,1993,200
gmb,1994,500
gmb,1995,500
gmb,1996,500
gmb,1997,530
gmb,1998,670
gmb,1999,820
gmb,2000,990
gmb,2001,1200
gmb,2002,1300
gmb,2003,1500
gmb,2004,1700
gmb,2005,1800
gmb,2006,2000
gmb,2007,2100
gmb,2008,2200
gmb,2009,2300
gmb,2010,2300
gmb,2011,2300
gmb,2012,2200
gmb,2013,2300
gmb,2014,2300
gmb,2015,2200
gmb,2016,2200
gmb,2017,2200
gmb,2018,2200
gmb,2019,2200
gmb,2020,2200
gnb,1990,100
gnb,1991,200
gnb,1992,500
gnb,1993,500
gnb,1994,500
gnb,1995,600
gnb,1996,820
gnb,1997,1100
gnb,1998,1400
gnb,1999,1700
gnb,2000,2000
gnb,2001,2400
gnb,2002,2700
gnb,2003,3000
gnb,2004,3300
gnb,2005,3600
gnb,2006,3900
gnb,2007,4100
gnb,2008,4300
gnb,2009,4500
gnb,2010,4600
gnb,2011,4600
gnb,2012,4600
gnb,2013,4500
gnb,2014,4200
gnb,2015,4000
gnb,2016,3900
gnb,2017,3800
gnb,2018,3800
gnb,2019,3600
gnb,2020,3500
gnq,1990,100
gnq,1991,200
gnq,1992,200
gnq,1993,500
gnq,1994,500
gnq,1995,500
gnq,1996,500
gnq,1997,500
gnq,1998,550
gnq,1999,650
gnq,2000,760
gnq,2001,880
gnq,2002,1000
gnq,2003,1100
gnq,2004,1300
gnq,2005,1400
gnq,2006,1500
gnq,2007,1700
gnq,2008,1800
gnq,2009,2000
gnq,2010,2200
gnq,2011,2400
gnq,2012,2500
gnq,2013,2600
gnq,2014,2600
gnq,2015,2800
gnq,2016,2900
gnq,2017,3000
gnq,2018,3100
gnq,2019,3300
gnq,2020,3500
gtm,1990,100
gtm,1991,200
gtm,1992,200
gtm,1993,500
gtm,1994,500
gtm,1995,540
gtm,1996,730
gtm,1997,930
gtm,1998,1200
gtm,1999,1400
gtm,2000,1700
gtm,2001,2000
gtm,2002,2300
gtm,2003,2500
gtm,2004,2800
gtm,2005,3100
gtm,2006,3200
gtm,2007,3300
gtm,2008,3400
gtm,2009,3500
gtm,2010,3500
gtm,2011,3600
gtm,2012,3600
gtm,2013,3600
gtm,2014,3500
gtm,2015,3500
gtm,2016,3300
gtm,2017,3200
gtm,2018,3000
gtm,2019,2900
gtm,2020,2700
guy,1990,100
guy,1991,100
guy,1992,100
guy,1993,100
guy,1994,100
guy,1995,100
guy,1996,100
guy,1997,100
guy,1998,100
guy,1999,100
guy,2000,200
guy,2001,200
guy,2002,200
guy,2003,500
guy,2004,500
guy,2005,500
guy,2006,500
guy,2007,500
guy,2008,500
guy,2009,500
guy,2010,500
guy,2011,500
guy,2012,500
guy,2013,500
guy,2014,500
guy,2015,500
guy,2016,500
guy,2017,500
guy,2018,500
guy,2019,500
guy,2020,500
hnd,1990,1100
hnd,1991,1400
hnd,1992,1700
hnd,1993,1900
hnd,1994,2200
hnd,1995,2500
hnd,1996,2700
hnd,1997,3000
hnd,1998,3100
hnd,1999,3300
hnd,2000,3400
hnd,2001,3400
hnd,2002,3400
hnd,2003,3300
hnd,2004,3200
hnd,2005,3000
hnd,2006,2900
hnd,2007,2700
hnd,2008,2500
hnd,2009,2300
hnd,2010,2200
hnd,2011,2000
hnd,2012,1800
hnd,2013,1600
hnd,2014,1500
hnd,2015,1300
hnd,2016,1200
hnd,2017,1100
hnd,2018,960
hnd,2019,880
hnd,2020,810
hti,1990,4500
hti,1991,5600
hti,1992,6700
hti,1993,7800
hti,1994,8900
hti,1995,9900
hti,1996,11000
hti,1997,12000
hti,1998,13000
hti,1999,13000
hti,2000,14000
hti,2001,14000
hti,2002,15000
hti,2003,15000
hti,2004,15000
hti,2005,15000
hti,2006,14000
hti,2007,14000
hti,2008,13000
hti,2009,13000
hti,2010,12000
hti,2011,12000
hti,2012,11000
hti,2013,10000
hti,2014,10000
hti,2015,9700
hti,2016,9300
hti,2017,9000
hti,2018,8600
hti,2019,8300
hti,2020,8000
idn,1990,100
idn,1991,100
idn,1992,100
idn,1993,100
idn,1994,100
idn,1995,100
idn,1996,100
idn,1997,200
idn,1998,200
idn,1999,500
idn,2000,500
idn,2001,600
idn,2002,920
idn,2003,1400
idn,2004,2000
idn,2005,2700
idn,2006,3600
idn,2007,4500
idn,2008,5600
idn,2009,6700
idn,2010,8000
idn,2011,9300
idn,2012,11000
idn,2013,12000
idn,2014,13000
idn,2015,14000
idn,2016,15000
idn,2017,16000
idn,2018,17000
idn,2019,17000
idn,2020,18000
irn,1990,100
irn,1991,100
irn,1992,100
irn,1993,100
irn,1994,100
irn,1995,200
irn,1996,200
irn,1997,200
irn,1998,500
irn,1999,500
irn,2000,500
irn,2001,500
irn,2002,500
irn,2003,500
irn,2004,500
irn,2005,500
irn,2006,500
irn,2007,530
irn,2008,550
irn,2009,580
irn,2010,610
irn,2011,630
irn,2012,640
irn,2013,650
irn,2014,660
irn,2015,680
irn,2016,690
irn,2017,710
irn,2018,710
irn,2019,730
irn,2020,740
jam,1990,500
jam,1991,500
jam,1992,500
jam,1993,500
jam,1994,500
jam,1995,570
jam,1996,640
jam,1997,700
jam,1998,770
jam,1999,830
jam,2000,880
jam,2001,920
jam,2002,960
jam,2003,980
jam,2004,1000
jam,2005,960
jam,2006,910
jam,2007,850
jam,2008,810
jam,2009,800
jam,2010,790
jam,2011,790
jam,2012,790
jam,2013,760
jam,2014,720
jam,2015,670
jam,2016,630
jam,2017,600
jam,2018,570
jam,2019,540
jam,2020,520
kaz,1990,100
kaz,1991,100
kaz,1992,100
kaz,1993,100
kaz,1994,100
kaz,1995,100
kaz,1996,100
kaz,1997,100
kaz,1998,100
kaz,1999,100
kaz,2000,100
kaz,2001,100
kaz,2002,100
kaz,2003,100
kaz,2004,200
kaz,2005,200
kaz,2006,200
kaz,2007,500
kaz,2008,500
kaz,2009,500
kaz,2010,500
kaz,2011,500
kaz,2012,500
kaz,2013,500
kaz,2014,500
kaz,2015,500
kaz,2016,500
kaz,2017,500
kaz,2018,500
kaz,2019,530
kaz,2020,550
ken,1990,41000
ken,1991,55000
ken,1992,73000
ken,1993,91000
ken,1994,110000
ken,1995,130000
ken,1996,140000
ken,1997,160000
ken,1998,170000
ken,1999,190000
ken,2000,200000
ken,2001,210000
ken,2002,220000
ken,2003,220000
ken,2004,230000
ken,2005,230000
ken,2006,220000
ken,2007,220000
ken,2008,200000
ken,2009,190000
ken,2010,180000
ken,2011,170000
ken,2012,160000
ken,2013,150000
ken,2014,140000
ken,2015,130000
ken,2016,120000
ken,2017,110000
ken,2018,98000
ken,2019,90000
ken,2020,82000
kgz,1990,100
kgz,1991,100
kgz,1992,100
kgz,1993,100
kgz,1994,100
kgz,1995,100
kgz,1996,100
kgz,1997,100
kgz,1998,100
kgz,1999,100
kgz,2000,100
kgz,2001,100
kgz,2002,100
kgz,2003,100
kgz,2004,100
kgz,2005,100
kgz,2006,100
kgz,2007,100
kgz,2008,100
kgz,2009,100
kgz,2010,200
kgz,2011,200
kgz,2012,500
kgz,2013,500
kgz,2014,500
kgz,2015,500
kgz,2016,500
kgz,2017,500
kgz,2018,500
kgz,2019,500
kgz,2020,500
khm,1990,100
khm,1991,100
khm,1992,200
khm,1993,500
khm,1994,670
khm,1995,1100
khm,1996,1700
khm,1997,2400
khm,1998,3000
khm,1999,3600
khm,2000,4100
khm,2001,4500
khm,2002,4900
khm,2003,5300
khm,2004,5600
khm,2005,5900
khm,2006,6000
khm,2007,6100
khm,2008,6100
khm,2009,6100
khm,2010,6000
khm,2011,5800
khm,2012,5600
khm,2013,5300
khm,2014,4900
khm,2015,4500
khm,2016,4200
khm,2017,3800
khm,2018,3500
khm,2019,3100
khm,2020,2800
lao,1990,100
lao,1991,100
lao,1992,100
lao,1993,100
lao,1994,100
lao,1995,100
lao,1996,100
lao,1997,100
lao,1998,100
lao,1999,100
lao,2000,100
lao,2001,100
lao,2002,200
lao,2003,200
lao,2004,200
lao,2005,200
lao,2006,500
lao,2007,500
lao,2008,500
lao,2009,500
lao,2010,500
lao,2011,500
lao,2012,500
lao,2013,500
lao,2014,500
lao,2015,500
lao,2016,510
lao,2017,520
lao,2018,530
lao,2019,540
lao,2020,540
lbr,1990,1100
lbr,1991,1400
lbr,1992,1700
lbr,1993,1900
lbr,1994,2300
lbr,1995,2600
lbr,1996,3100
lbr,1997,3600
lbr,1998,4100
lbr,1999,4500
lbr,2000,4900
lbr,2001,5200
lbr,2002,5300
lbr,2003,5400
lbr,2004,5500
lbr,2005,5600
lbr,2006,5600
lbr,2007,5600
lbr,2008,5500
lbr,2009,5400
lbr,2010,5200
lbr,2011,5000
lbr,2012,4800
lbr,2013,4600
lbr,2014,4400
lbr,2015,4100
lbr,2016,3800
lbr,2017,3500
lbr,2018,3200
lbr,2019,2900
lbr,2020,2800
lby,1990,100
lby,1991,100
lby,1992,100
lby,1993,100
lby,1994,100
lby,1995,100
lby,1996,100
lby,1997,100
lby,1998,100
lby,1999,100
lby,2000,100
lby,2001,100
lby,2002,100
lby,2003,100
lby,2004,100
lby,2005,100
lby,2006,200
lby,2007,200
lby,2008,200
lby,2009,200
lby,2010,200
lby,2011,200
lby,2012,200
lby,2013,200
lby,2014,500
lby,2015,500
lby,2016,500
lby,2017,500
lby,2018,500
lby,2019,500
lby,2020,500
lso,1990,730
lso,1991,1200
lso,1992,2000
lso,1993,3000
lso,1994,4400
lso,1995,6000
lso,1996,7700
lso,1997,9500
lso,1998,11000
lso,1999,13000
lso,2000,15000
lso,2001,16000
lso,2002,18000
lso,2003,19000
lso,2004,20000
lso,2005,21000
lso,2006,22000
lso,2007,22000
lso,2008,22000
lso,2009,21000
lso,2010,21000
lso,2011,19000
lso,2012,18000
lso,2013,17000
lso,2014,16000
lso,2015,14000
lso,2016,13000
lso,2017,12000
lso,2018,11000
lso,2019,9900
lso,2020,8700
mar,1990,200
mar,1991,200
mar,1992,500
mar,1993,500
mar,1994,500
mar,1995,500
mar,1996,500
mar,1997,500
mar,1998,500
mar,1999,500
mar,2000,500
mar,2001,530
mar,2002,570
mar,2003,600
mar,2004,630
mar,2005,650
mar,2006,680
mar,2007,710
mar,2008,740
mar,2009,760
mar,2010,780
mar,2011,800
mar,2012,810
mar,2013,820
mar,2014,830
mar,2015,860
mar,2016,870
mar,2017,880
mar,2018,880
mar,2019,860
mar,2020,860
mda,1990,100
mda,1991,100
mda,1992,100
mda,1993,100
mda,1994,100
mda,1995,100
mda,1996,100
mda,1997,100
mda,1998,100
mda,1999,100
mda,2000,100
mda,2001,100
mda,2002,200
mda,2003,200
mda,2004,200
mda,2005,200
mda,2006,200
mda,2007,200
mda,2008,200
mda,2009,200
mda,2010,200
mda,2011,200
mda,2012,200
mda,2013,200
mda,2014,200
mda,2015,200
mda,2016,200
mda,2017,200
mda,2018,200
mda,2019,200
mda,2020,200
mdg,1990,100
mdg,1991,100
mdg,1992,100
mdg,1993,100
mdg,1994,100
mdg,1995,100
mdg,1996,100
mdg,1997,100
mdg,1998,100
mdg,1999,100
mdg,2000,100
mdg,2001,100
mdg,2002,200
mdg,2003,200
mdg,2004,200
mdg,2005,500
mdg,2006,500
mdg,2007,500
mdg,2008,500
mdg,2009,500
mdg,2010,590
mdg,2011,680
mdg,2012,790
mdg,2013,910
mdg,2014,1100
mdg,2015,1200
mdg,2016,1400
mdg,2017,1600
mdg,2018,1700
mdg,2019,1900
mdg,2020,2100
mex,1990,730
mex,1991,800
mex,1992,900
mex,1993,990
mex,1994,1100
mex,1995,1200
mex,1996,1300
mex,1997,1400
mex,1998,1500
mex,1999,1600
mex,2000,1600
mex,2001,1700
mex,2002,1800
mex,2003,1800
mex,2004,1900
mex,2005,1900
mex,2006,2200
mex,2007,2400
mex,2008,2400
mex,2009,2500
mex,2010,2500
mex,2011,2500
mex,2012,2500
mex,2013,2500
mex,2014,2400
mex,2015,2400
mex,2016,2300
mex,2017,2300
mex,2018,2300
mex,2019,2300
mex,2020,2300
mli,1990,4400
mli,1991,5600
mli,1992,6900
mli,1993,8200
mli,1994,9600
mli,1995,11000
